,EURAUD,EURAUD,EURAUD,EURAUD,EURAUD,EURAUD,EURAUD
2011-12-16,1.3268433,1.3302307,1.3273163,1.3318634,1.3326874,1.3228836,1.3164749
2011-12-18,1.3232727,1.321846,1.3381882,1.3243484,1.3211899,1.3189621,1.3123703
2011-12-19,1.3345871,1.3309479,1.3195724,1.3174438,1.328125,1.3207932,1.316246
2011-12-20,1.3335876,1.3322983,1.3115463,1.3211441,1.3218231,1.3369904,1.3252335
2011-12-21,1.3245316,1.3307495,1.3214645,1.2983856,1.3188095,1.2953339,1.2877579
2011-12-22,1.31884,1.3232422,1.3188782,1.3059006,1.3078842,1.3442612,1.3320236
2011-12-23,1.3211975,1.3317947,1.3182678,1.3008881,1.3203506,1.2953339,1.3519058
2011-12-27,1.3117752,1.3269348,1.3139877,1.3530197,1.3446579,1.3317947,1.2924194
2011-12-28,1.329773,1.301033,1.326889,1.33712,1.3319702,1.2981415,1.332367
2011-12-29,1.3225479,1.2921219,1.3458481,1.294838,1.3144913,1.3161087,1.308609
2011-12-30,1.3344193,1.304245,1.335289,1.2904663,1.3134689,1.3051605,1.3215103
2012-01-02,1.3488083,1.2880173,1.3277664,1.3341827,1.2948227,1.2913513,1.3166962
2012-01-03,1.328804,1.3136292,1.324913,1.2952499,1.3264236,1.2713699,1.3023224
2012-01-04,1.2973404,1.3106079,1.3092575,1.3090439,1.3232117,1.2905655,1.2816315
2012-01-05,1.3209534,1.2972641,1.3197937,1.3139877,1.3202591,1.2975388,1.2879639
2012-01-06,1.3125687,1.3068085,1.3112335,1.3036118,1.3180618,1.3073273,1.2923203
2012-01-08,1.3055115,1.3059921,1.2932663,1.2997437,1.3124771,1.3098679,1.3009949
2012-01-09,1.3035583,1.3029251,1.2688141,1.3059006,1.303009,1.3050919,1.3035812
2012-01-10,1.3152771,1.3023987,1.3031464,1.3040848,1.3002548,1.3007126,1.2926865
2012-01-11,1.3234406,1.3005753,1.2942047,1.2996902,1.2980423,1.2914352,1.2888489
2012-01-12,1.3092499,1.2768326,1.3074875,1.2965469,1.2932587,1.2859726,1.2863159
2012-01-13,1.301178,1.3055573,1.2997437,1.2919846,1.2894821,1.2883606,1.2855377
2012-01-15,1.3007202,1.2964935,1.2967224,1.2840271,1.2897415,1.2840271,1.2841187
2012-01-16,1.3093567,1.29422,1.2894821,1.2890625,1.2796249,1.2805634,1.2803421
2012-01-17,1.2899704,1.2881927,1.2857971,1.2852478,1.2844849,1.2768021,1.2703018
2012-01-18,1.2867737,1.2867203,1.287056,1.2786865,1.2812729,1.2694321,1.2666168
2012-01-19,1.2828217,1.2827606,1.2797546,1.2751312,1.2728958,1.2626114,1.263649
2012-01-20,1.2848053,1.2836075,1.2809677,1.2675323,1.2639923,1.259819,1.2475967
2012-01-22,1.2828674,1.2779236,1.2695541,1.2642441,1.2656326,1.252327,1.2543716
2012-01-23,1.2773285,1.2744522,1.2648315,1.2554703,1.2557373,1.2545166,1.2596359
2012-01-24,1.2675095,1.2649994,1.256485,1.2539978,1.2510223,1.2579727,1.234642
2012-01-25,1.2617645,1.2568512,1.2548599,1.2475433,1.2601852,1.2709732,1.233078
2012-01-26,1.2645569,1.25103,1.2390747,1.2486725,1.2503052,1.2575684,1.2607956
2012-01-27,1.2521973,1.2788925,1.2534866,1.2384949,1.2609863,1.2674637,1.2533798
2012-01-29,1.2509003,1.293953,1.2426605,1.2997589,1.2426453,1.2362366,1.2583618
2012-01-30,1.2311172,1.2716522,1.2650833,1.2549133,1.241272,1.2231674,1.2285309
2012-01-31,1.2590103,1.2287521,1.2334061,1.2519226,1.2246704,1.2174225,1.2271042
2012-02-01,1.228775,1.2426529,1.2529831,1.2269745,1.2298126,1.2521667,1.2463684
2012-02-02,1.2259216,1.2487335,1.2585983,1.2436295,1.2479553,1.2400589,1.2323303
2012-02-03,1.2474289,1.2485809,1.2774506,1.2417145,1.2311707,1.2360916,1.2476654
2012-02-05,1.2541733,1.2304688,1.2429581,1.2381363,1.2398758,1.2267456,1.22538
2012-02-06,1.2373123,1.236969,1.2440796,1.2402649,1.241684,1.2429886,1.2429123
2012-02-07,1.2492142,1.2468414,1.2313995,1.2278442,1.2300339,1.2435074,1.2443237
2012-02-08,1.2325134,1.224968,1.2316742,1.2445374,1.2232437,1.2669067,1.2302399
2012-02-09,1.2491074,1.2474518,1.2254944,1.2350235,1.248909,1.2379379,1.2558975
2012-02-10,1.2276611,1.2407608,1.2439041,1.2321777,1.2321472,1.2327957,1.2317352
2012-02-12,1.2360001,1.2332458,1.2215958,1.2322083,1.2391586,1.236145,1.2342529
2012-02-13,1.2295532,1.225235,1.2384644,1.2690125,1.2307663,1.2441101,1.2260895
2012-02-14,1.2466125,1.2373047,1.2112656,1.1921921,1.2354431,1.2389908,1.2300262
2012-02-15,1.2310257,1.3035889,1.2454681,1.2665176,1.2372589,1.2329865,1.2370529
2012-02-16,1.2538528,1.2573624,1.2315063,1.258522,1.2388535,1.2311783,1.2390137
2012-02-17,1.2217331,1.2367325,1.228035,1.2007751,1.2336121,1.2338943,1.2311783
2012-02-19,1.2446136,1.2308655,1.2356567,1.254242,1.2026367,1.2338943,1.2389145
2012-02-20,1.2214661,1.2237015,1.2239075,1.2441025,1.2230835,1.2360764,1.2309341
2012-02-21,1.2362823,1.2285843,1.2352371,1.1955795,1.2384949,1.2285843,1.2401276
2012-02-22,1.2338486,1.2354355,1.2375183,1.2277756,1.2313766,1.2281036,1.2330322
2012-02-23,1.2297974,1.226677,1.2297287,1.2310715,1.2360458,1.2412109,1.2343674
2012-02-24,1.2407761,1.2323685,1.2365341,1.2315445,1.2407532,1.2266312,1.2441406
2012-02-26,1.2345505,1.238266,1.2238388,1.2335205,1.2247086,1.2395325,1.2320099
2012-02-27,1.234314,1.2240067,1.2326508,1.2334137,1.2290878,1.2311554,1.2328491
2012-02-28,1.2327118,1.2319565,1.2336426,1.2342758,1.2353592,1.2433395,1.2420502
2012-02-29,1.2271881,1.2361221,1.2352066,1.2360382,1.2401581,1.2349777,1.2358398
2012-03-01,1.238266,1.2323914,1.2352066,1.2328262,1.236145,1.2382889,1.232399
2012-03-02,1.2365646,1.24086,1.2299271,1.2280655,1.235115,1.2420044,1.2446518
2012-03-04,1.2263412,1.2401428,1.2384186,1.2315292,1.2316208,1.242012,1.2382202
2012-03-05,1.2379227,1.2450562,1.2301712,1.235466,1.2295303,1.2312622,1.2311096
2012-03-06,1.2400589,1.2228851,1.2345581,1.2370224,1.2265549,1.2333374,1.2406387
2012-03-07,1.2259521,1.2366409,1.2345581,1.2352448,1.2458878,1.2314148,1.2448959
2012-03-08,1.2344666,1.2258224,1.2346878,1.2341461,1.2462692,1.2297821,1.2359848
2012-03-09,1.2381668,1.2466583,1.2428894,1.2351685,1.2463989,1.2284164,1.231041
2012-03-11,1.2316513,1.2474976,1.2362595,1.2311249,1.2257462,1.2264175,1.2407379
2012-03-12,1.236557,1.2341614,1.2333679,1.2336044,1.2294159,1.234848,1.2327805
2012-03-13,1.24337,1.2344894,1.2438354,1.2379684,1.2346649,1.2375793,1.246582
2012-03-14,1.24086,1.2397003,1.2381363,1.230957,1.2307053,1.235611,1.2354126
2012-03-15,1.2400131,1.2397308,1.2191849,1.250557,1.2239838,1.2299271,1.2557297
2012-03-16,1.2339249,1.2386246,1.2492676,1.2353897,1.211853,1.252655,1.222786
2012-03-18,1.2353287,1.237793,1.2333908,1.2361984,1.256279,1.2381897,1.2362823
2012-03-19,1.2314148,1.2477264,1.2266846,1.2281265,1.248436,1.2532959,1.2534561
2012-03-20,1.2489471,1.2231216,1.2191925,1.2474976,1.2395325,1.2543259,1.2398834
2012-03-21,1.2544403,1.2430649,1.249588,1.2465134,1.2242584,1.2432709,1.252945
2012-03-22,1.2267685,1.2355118,1.2374115,1.2359924,1.2416306,1.239685,1.2405243
2012-03-23,1.2472992,1.2386322,1.2250519,1.22509,1.241333,1.2515869,1.2573013
2012-03-25,1.2353058,1.2386322,1.2359314,1.2411728,1.235817,1.2370758,1.241127
2012-03-26,1.2331314,1.2273788,1.2499161,1.2538834,1.2583466,1.2459946,1.2514343
2012-03-27,1.2406769,1.2380905,1.2476807,1.2354126,1.2694016,1.2495728,1.2425766
2012-03-28,1.2267532,1.2353439,1.2540054,1.2465591,1.2575989,1.2569122,1.2590561
2012-03-29,1.2550583,1.2601852,1.2227936,1.2413864,1.2411118,1.2634735,1.2502518
2012-03-30,1.2408676,1.2433395,1.259491,1.2601929,1.2305908,1.281311,1.2383423
2012-04-01,1.2546616,1.2522964,1.2567139,1.2799988,1.2509155,1.249939,1.2483749
2012-04-02,1.2290573,1.2462387,1.244133,1.2511673,1.2357178,1.2486115,1.2568665
2012-04-03,1.2392273,1.2549667,1.2368393,1.2522659,1.2670898,1.2513657,1.2432632
2012-04-04,1.2327957,1.2458115,1.250534,1.2403183,1.2479248,1.2526169,1.2518082
2012-04-05,1.2611008,1.2393112,1.2465057,1.2484589,1.257309,1.2498703,1.2585678
2012-04-08,1.255188,1.2463226,1.2513046,1.2552795,1.2506943,1.2603302,1.262207
2012-04-09,1.250618,1.2475586,1.2494354,1.2540665,1.2593994,1.2604141,1.2663956
2012-04-10,1.2518997,1.2528458,1.2494354,1.257843,1.2631073,1.2612534,1.2626495
2012-04-11,1.2554321,1.2477493,1.2629623,1.2616043,1.2646484,1.2632294,1.2586441
2012-04-12,1.2513351,1.257431,1.265091,1.2613449,1.2682266,1.2682953,1.2632751
2012-04-13,1.2624283,1.2521667,1.2615128,1.2616043,1.2562408,1.2572021,1.2618179
2012-04-15,1.2552643,1.2510757,1.2600784,1.2653198,1.2512054,1.2703476,1.2399826
2012-04-16,1.2590332,1.2541122,1.2716675,1.2661209,1.2522507,1.2813873,1.2820206
2012-04-17,1.2657471,1.264267,1.2649536,1.2553253,1.2779312,1.2790298,1.2550278
2012-04-18,1.2770767,1.2592545,1.2585144,1.2664032,1.2652893,1.2755508,1.262085
2012-04-19,1.251564,1.2752533,1.25914,1.2587433,1.279335,1.2588959,1.2804947
2012-04-20,1.2637405,1.2642059,1.268631,1.2612686,1.2886963,1.264534,1.2663574
2012-04-22,1.2613602,1.2622681,1.2708664,1.2677765,1.2718353,1.2718735,1.2686234
2012-04-23,1.2640991,1.2787933,1.2554932,1.2791748,1.2674866,1.2731857,1.2621613
2012-04-24,1.25914,1.2893372,1.2701187,1.2723618,1.2680359,1.2617874,1.2669449
2012-04-25,1.2690048,1.2658081,1.2470703,1.2692261,1.2450333,1.2718887,1.2557068
2012-04-26,1.2599106,1.2659149,1.2654648,1.2702179,1.2849503,1.2637177,1.2702866
2012-04-27,1.266449,1.2660675,1.2679672,1.2718735,1.2479477,1.2765198,1.3074417
2012-04-29,1.2721252,1.2516403,1.2674332,1.2340698,1.2595825,1.2819672,1.2386551
2012-04-30,1.2681198,1.2614746,1.2835999,1.2472305,1.2774658,1.2630692,1.2463379
2012-05-01,1.2965317,1.2994156,1.2770691,1.2609787,1.2828674,1.2836533,1.3110733
2012-05-02,1.2813416,1.2772446,1.2771835,1.2757187,1.2826691,1.28582,1.2513275
2012-05-03,1.2771072,1.2589645,1.2409134,1.2838211,1.2714539,1.28479,1.2742996
2012-05-04,1.2682877,1.2730713,1.2766724,1.2733536,1.2759781,1.2747192,1.2735443
2012-05-06,1.3133316,1.2663345,1.2673111,1.2770844,1.2736664,1.2813034,1.277565
2012-05-07,1.2442703,1.2773209,1.2765579,1.2797623,1.2761002,1.2897263,1.2808456
2012-05-08,1.2528,1.2801895,1.2757645,1.2767181,1.2728958,1.2703476,1.2724457
2012-05-09,1.3109283,1.2665482,1.2542267,1.2939911,1.2801971,1.2788391,1.2730103
2012-05-10,1.2490616,1.2722473,1.291565,1.2769699,1.274704,1.2754211,1.2785416
2012-05-11,1.2555618,1.2815857,1.2706451,1.2755661,1.2726974,1.2785187,1.2719498
2012-05-13,1.3063431,1.2792587,1.2799988,1.2803192,1.2800217,1.2790375,1.278183
2012-05-14,1.2513046,1.2735138,1.2752762,1.277771,1.2764587,1.2719498,1.2863541
2012-05-15,1.2569275,1.2755661,1.2750244,1.2744827,1.2656021,1.2736359,1.2621918
2012-05-16,1.3035126,1.2747269,1.281456,1.2750626,1.2783508,1.2764282,1.278305
2012-05-17,1.2525406,1.2758255,1.2687378,1.2740936,1.2761002,1.2667618,1.2764969
2012-05-18,1.2579575,1.2747269,1.2833405,1.2800369,1.2742233,1.2772751,1.2801285
2012-05-20,1.3017731,1.2758255,1.2770233,1.2624435,1.2762756,1.2719955,1.277153
2012-05-21,1.2552719,1.2889938,1.2873383,1.2842255,1.2785416,1.2725754,1.2563858
2012-05-22,1.2793045,1.2861862,1.2911606,1.2688828,1.2790985,1.2889938,1.2937164
2012-05-23,1.276535,1.2681351,1.2739563,1.2713928,1.2884445,1.2770233,1.2672348
2012-05-24,1.2787781,1.2705307,1.2879639,1.2705307,1.2736359,1.2885208,1.2922745
2012-05-25,1.2818222,1.2806778,1.2684479,1.2899246,1.2879944,1.2833786,1.2669449
2012-05-27,1.2750549,1.2961502,1.271904,1.2970734,1.2751617,1.2760925,1.2917633
2012-05-28,1.2775726,1.278656,1.281189,1.263794,1.2837372,1.2692947,1.2744827
2012-05-29,1.281311,1.2794342,1.2721176,1.2963791,1.2823715,1.2874527,1.2832413
2012-05-30,1.276413,1.2787704,1.2852097,1.28199,1.2903519,1.2913208,1.2837143
2012-05-31,1.286583,1.2895813,1.2721252,1.2811813,1.2683182,1.2843552,1.2790604
2012-06-01,1.278656,1.2953644,1.2789383,1.2833023,1.2807922,1.2715988,1.2786331
2012-06-03,1.280159,1.2637863,1.2890701,1.2879181,1.2866211,1.2776337,1.2846146
2012-06-04,1.2731476,1.2702103,1.2668686,1.2863693,1.2736282,1.2773819,1.2767563
2012-06-05,1.2775345,1.2703552,1.2878418,1.2754669,1.2759933,1.2773132,1.2756424
2012-06-06,1.2771378,1.276413,1.28685,1.2861404,1.2763214,1.2771225,1.2786102
2012-06-07,1.2771378,1.2772446,1.2705078,1.2782059,1.2905502,1.2771225,1.2784882
2012-06-08,1.2799149,1.2712631,1.2773514,1.2763977,1.2755508,1.2771225,1.2884521
2012-06-10,1.2947769,1.269104,1.2753601,1.2913666,1.2767029,1.2885513,1.279419
2012-06-11,1.2978668,1.2910995,1.2909012,1.2799988,1.2950668,1.2761917,1.2865219
2012-06-12,1.2602386,1.2674103,1.2773514,1.2823181,1.2635269,1.2909546,1.2771835
2012-06-13,1.294693,1.2907333,1.279602,1.2940063,1.2885437,1.285347,1.2784271
2012-06-14,1.2817612,1.2825699,1.2796707,1.2844849,1.2827454,1.2862549,1.2806549
2012-06-15,1.2860794,1.2892075,1.2805023,1.2684708,1.2818527,1.2781143,1.2746964
2012-06-17,1.2805634,1.2825394,1.2757416,1.2805862,1.2730789,1.2767258,1.2754059
2012-06-18,1.2830582,1.28228,1.2813263,1.2746277,1.2784195,1.2760086,1.2763214
2012-06-19,1.2830734,1.2722702,1.2773895,1.2827606,1.2743454,1.2771835,1.2719574
2012-06-20,1.2761002,1.2740326,1.2786102,1.2771225,1.2758026,1.2766647,1.2735901
2012-06-21,1.2835617,1.2779617,1.277092,1.2741852,1.2748413,1.2731705,1.2774048
2012-06-22,1.2742233,1.2768707,1.2765503,1.2713318,1.2709122,1.2699585,1.2635803
2012-06-24,1.27594,1.2724991,1.2769928,1.2685623,1.2711029,1.2692947,1.2667847
2012-06-25,1.2744446,1.2697601,1.2757645,1.2706985,1.2750931,1.264801,1.2690659
2012-06-26,1.2735596,1.2675705,1.2735138,1.2676315,1.2602615,1.2642212,1.2682419
2012-06-27,1.2733307,1.2726288,1.2628937,1.2614288,1.2633057,1.2548447,1.268074
2012-06-28,1.2694016,1.2703476,1.27108,1.2603607,1.2650528,1.2579498,1.2614365
2012-06-29,1.2670593,1.2635117,1.2613297,1.2752762,1.2585907,1.257698,1.2586823
2012-07-01,1.2678604,1.2681885,1.264679,1.2643356,1.2755966,1.2597656,1.2621002
2012-07-02,1.2704697,1.263092,1.2620697,1.2602081,1.2599869,1.2574234,1.2542801
2012-07-03,1.2657318,1.2663422,1.2630005,1.2573242,1.2542114,1.2560501,1.2531738
2012-07-04,1.268898,1.2642365,1.2597122,1.2581711,1.2465897,1.2520599,1.2480164
2012-07-05,1.2538071,1.2577744,1.2611694,1.2595825,1.2565994,1.2586365,1.250351
2012-07-06,1.2601395,1.2647705,1.2561417,1.2497101,1.2668839,1.2516327,1.2506027
2012-07-08,1.2616882,1.2545166,1.2567291,1.2475815,1.2539597,1.2699661,1.2516251
2012-07-09,1.25663,1.2563934,1.2438354,1.2524414,1.24617,1.2376556,1.2412109
2012-07-10,1.2667313,1.2532654,1.252922,1.2658768,1.2532349,1.2313766,1.2441101
2012-07-11,1.2474747,1.2460175,1.2410583,1.2507248,1.2528534,1.2588043,1.236412
2012-07-12,1.2422638,1.245964,1.2453232,1.2466202,1.2562408,1.2337875,1.2407532
2012-07-13,1.252945,1.2467575,1.2630539,1.2438889,1.2247925,1.2386703,1.2415619
2012-07-15,1.2317886,1.2334747,1.2425995,1.252922,1.254509,1.2434921,1.2354279
2012-07-16,1.2424316,1.2447739,1.2420349,1.2433777,1.2321167,1.2404709,1.2345276
2012-07-17,1.2579651,1.2462616,1.253952,1.2408752,1.2399368,1.2341614,1.234726
2012-07-18,1.243988,1.2379761,1.2427979,1.240097,1.2408981,1.2359009,1.2269821
2012-07-19,1.2304688,1.2453384,1.2397614,1.2364349,1.2309494,1.2273636,1.2285385
2012-07-20,1.2438736,1.2400131,1.2344666,1.2358475,1.2318192,1.2191772,1.2218246
2012-07-22,1.2423096,1.2335434,1.2365417,1.2296982,1.2255783,1.2205505,1.2191467
2012-07-23,1.247345,1.2385864,1.2293625,1.2300186,1.2169342,1.2060089,1.1986465
2012-07-24,1.2359619,1.2297363,1.2180786,1.2174225,1.2099991,1.2083969,1.2120514
2012-07-25,1.2322388,1.2273254,1.2201004,1.2225189,1.1960144,1.2237167,1.2013092
2012-07-26,1.2253036,1.2240067,1.2058029,1.2239761,1.2004242,1.1985626,1.1999054
2012-07-27,1.2226944,1.208786,1.2069016,1.2196808,1.2062454,1.2078018,1.186615
2012-07-29,1.2262802,1.2177277,1.1997604,1.1758728,1.208519,1.1988907,1.1908875
2012-07-30,1.2196274,1.2078857,1.2072983,1.2273407,1.1816177,1.2225494,1.1930008
2012-07-31,1.2006149,1.202507,1.1899948,1.215744,1.2068024,1.2035675,1.1966171
2012-08-01,1.2053528,1.2082977,1.1912613,1.2058105,1.2026596,1.1944885,1.230545
2012-08-02,1.1968536,1.1959534,1.1964569,1.2017059,1.2094193,1.1912308,1.1853256
2012-08-03,1.2226105,1.201004,1.1914062,1.1905594,1.2124786,1.2266693,1.1899719
2012-08-05,1.2000809,1.1953125,1.1991806,1.1417999,1.1939468,1.2261505,1.1809769
2012-08-06,1.1923676,1.2082596,1.2179031,1.1779938,1.1864929,1.1909943,1.1970367
2012-08-07,1.1793365,1.2067642,1.2182312,1.197586,1.1864395,1.186615,1.2067413
2012-08-08,1.1773758,1.1725311,1.2112122,1.1891708,1.1764908,1.1748505,1.1663742
2012-08-09,1.181694,1.1809616,1.1655502,1.1769867,1.147316,1.1874313,1.1720657
2012-08-10,1.1869965,1.194603,1.2117004,1.1826782,1.196785,1.1724701,1.1746216
2012-08-12,1.1702118,1.1884613,1.1999893,1.193718,1.1954651,1.2061157,1.2133865
2012-08-13,1.1650314,1.1748734,1.2076111,1.1544647,1.191246,1.1269073,1.1922379
2012-08-14,1.1819382,1.1712189,1.1461334,1.180397,1.2213364,1.1719818,1.1817627
2012-08-15,1.1567307,1.1793671,1.1546707,1.2067795,1.1811981,1.1805573,1.1696091
2012-08-16,1.1439819,1.1513214,1.1916962,1.1869354,1.1672211,1.1834946,1.1665955
2012-08-17,1.1459274,1.1676941,1.1670227,1.1829147,1.1658936,1.1842499,1.1632309
2012-08-19,1.155365,1.1610489,1.1735153,1.1613083,1.1823349,1.1779556,1.2004929
2012-08-20,1.1641388,1.1832123,1.2016983,1.1595306,1.1635056,1.177803,1.1897888
2012-08-21,1.1868973,1.1814804,1.1770935,1.1570663,1.1697998,1.178772,1.1919937
2012-08-22,1.1624985,1.1927872,1.1629257,1.1834869,1.1813126,1.1822586,1.1691513
2012-08-23,1.1758118,1.1739731,1.1682739,1.1859283,1.1652603,1.1666489,1.1859283
2012-08-24,1.1531601,1.1620483,1.1822739,1.1748428,1.1662598,1.1794128,1.1684952
2012-08-26,1.1752701,1.1683121,1.1801987,1.164238,1.1791763,1.1653976,1.1777954
2012-08-27,1.181076,1.1797333,1.1627808,1.1832047,1.1831131,1.1809387,1.1827164
2012-08-28,1.1848907,1.1803207,1.1658859,1.1710587,1.1772156,1.1803665,1.1792603
2012-08-29,1.1783066,1.1683121,1.1641388,1.174675,1.184433,1.1654053,1.1846313
2012-08-30,1.1837845,1.1797333,1.176857,1.174797,1.1806412,1.1766052,1.1842422
2012-08-31,1.1771927,1.1803207,1.1767426,1.1748734,1.1760406,1.1757126,1.180893
2012-09-02,1.1822357,1.1708298,1.1792526,1.1806564,1.177185,1.1764145,1.191597
2012-09-03,1.1706314,1.1787643,1.1893234,1.1716614,1.1812363,1.1806412,1.1811523
2012-09-04,1.1708908,1.1809692,1.165245,1.1776962,1.1808167,1.1800842,1.1797333
2012-09-05,1.1691895,1.1794128,1.1818237,1.1815338,1.1793365,1.1847687,1.1836319
2012-09-06,1.1735764,1.1735992,1.1816864,1.1814346,1.1691208,1.1827011,1.1860733
2012-09-07,1.1778717,1.1848755,1.189621,1.1835632,1.1853638,1.1863098,1.1954956
2012-09-09,1.1808243,1.1796265,1.1692352,1.1860123,1.1920547,1.200058,1.1985779
2012-09-10,1.1790619,1.1831055,1.1834717,1.1948318,1.193924,1.1993103,1.2024536
2012-09-11,1.174469,1.1864014,1.1841888,1.1915131,1.1983643,1.2022629,1.2061234
2012-09-12,1.1820374,1.1875687,1.1963806,1.200325,1.2010574,1.2048035,1.2061462
2012-09-13,1.185852,1.1958389,1.1998596,1.2013092,1.2061462,1.2064133,1.2094727
2012-09-14,1.1928864,1.2009735,1.2043381,1.205574,1.202919,1.210144,1.214386
2012-09-16,1.2001114,1.2006989,1.2018051,1.1998825,1.2117996,1.2106552,1.2089539
2012-09-17,1.2039185,1.2027054,1.2072525,1.2108307,1.2115784,1.2134323,1.2144012
2012-09-18,1.2060089,1.2049637,1.2100677,1.2105103,1.214859,1.2174377,1.2322388
2012-09-19,1.2047882,1.2073212,1.2113571,1.2141113,1.2171249,1.2377625,1.2214737
2012-09-20,1.2080536,1.2090149,1.2157593,1.21978,1.2231903,1.21949,1.24469
2012-09-21,1.2097473,1.2128067,1.2180328,1.2286377,1.2419891,1.2151718,1.2181168
2012-09-23,1.2129974,1.2168579,1.218483,1.2120361,1.2134552,1.2222137,1.2207718
2012-09-24,1.215416,1.2176666,1.2278366,1.1965485,1.2400284,1.2197571,1.2083664
2012-09-25,1.2100906,1.2340927,1.2154465,1.2413101,1.203537,1.2105789,1.221199
2012-09-26,1.219902,1.2193222,1.2249146,1.2257538,1.2506332,1.233841,1.2241058
2012-09-27,1.2201691,1.2466507,1.2525177,1.2298737,1.2350006,1.246727,1.2312927
2012-09-28,1.2155228,1.2067108,1.2129135,1.2456894,1.2301407,1.2360611,1.2244568
2012-09-30,1.2285538,1.2177505,1.2173538,1.21064,1.2303543,1.2295761,1.2395935
2012-10-01,1.2264175,1.2356873,1.2335358,1.246376,1.2378464,1.244461,1.2290955
2012-10-02,1.2215729,1.2131424,1.2213211,1.237999,1.2240448,1.2137299,1.2424164
2012-10-03,1.2495041,1.2433243,1.22332,1.2253647,1.2310104,1.2502594,1.2377014
2012-10-04,1.2267609,1.2259293,1.2380142,1.2345047,1.2363052,1.2585754,1.2416382
2012-10-05,1.2324677,1.2338104,1.2404022,1.2396622,1.2357712,1.2458191,1.235199
2012-10-07,1.233223,1.2351532,1.2267456,1.2331848,1.2315826,1.2346954,1.2413483
2012-10-08,1.2150269,1.2433395,1.2633286,1.2318573,1.2411346,1.2373352,1.2443695
2012-10-09,1.2574997,1.2309494,1.2383347,1.2512283,1.2452774,1.2390366,1.234375
2012-10-10,1.225296,1.2321777,1.238617,1.2479477,1.2371292,1.2448807,1.247673
2012-10-11,1.2292404,1.2366409,1.2436066,1.2454453,1.2500305,1.2463303,1.2383347
2012-10-12,1.2430496,1.2386551,1.2353821,1.2492828,1.2358932,1.2468338,1.2423859
2012-10-14,1.2440338,1.2363052,1.2417374,1.2429657,1.2471848,1.2405624,1.232254
2012-10-15,1.2380981,1.2412796,1.2375946,1.2485657,1.2408218,1.250145,1.2472687
2012-10-16,1.2449112,1.234436,1.2385483,1.2315445,1.2444,1.2412949,1.2499084
2012-10-17,1.246933,1.2444763,1.2534103,1.2515945,1.2322083,1.2473907,1.2507019
2012-10-18,1.2467422,1.2412643,1.2470703,1.2230835,1.2639618,1.2503433,1.2521744
2012-10-19,1.2511749,1.2371063,1.2457199,1.2505951,1.2535172,1.2589111,1.255806
2012-10-21,1.2524796,1.2543182,1.249382,1.2473145,1.2544327,1.2529068,1.2583923
2012-10-22,1.2480927,1.2525406,1.2505493,1.2515717,1.252861,1.2507477,1.2581558
2012-10-23,1.2520447,1.255249,1.2531586,1.2563934,1.2602005,1.2577133,1.2529831
2012-10-24,1.2503281,1.249527,1.2556381,1.2642517,1.257164,1.2504196,1.258812
2012-10-25,1.2546616,1.2547455,1.2508392,1.2526932,1.2567673,1.2552795,1.2655945
2012-10-26,1.242775,1.252945,1.2564926,1.2541046,1.2739563,1.2612991,1.2133713
2012-10-28,1.2560654,1.2560501,1.2583694,1.253006,1.2520599,1.2761002,1.2349854
2012-10-29,1.2544556,1.2577057,1.2529144,1.257721,1.2604065,1.2663498,1.2443619
2012-10-30,1.2560654,1.2514191,1.2604523,1.2524948,1.2583694,1.2541656,1.2627487
2012-10-31,1.2544556,1.2564163,1.2525864,1.2579193,1.2298431,1.2571182,1.2549057
2012-11-01,1.2560654,1.2495346,1.2583923,1.2531586,1.2681885,1.2557068,1.2566376
2012-11-02,1.2543259,1.2556839,1.2530441,1.2566147,1.2549057,1.2571182,1.2556381
2012-11-04,1.2560654,1.2559204,1.2569962,1.250412,1.2563477,1.2554474,1.2507935
2012-11-05,1.2542572,1.2664261,1.2711182,1.2473679,1.2497025,1.2571182,1.2537231
2012-11-06,1.2560654,1.2489853,1.2555313,1.2629776,1.258194,1.2554474,1.2528839
2012-11-07,1.2541885,1.2538071,1.2532654,1.2556458,1.2556763,1.2571182,1.2555008
2012-11-08,1.2646713,1.2483139,1.2734451,1.2568512,1.2523956,1.2553787,1.2574921
2012-11-09,1.2305374,1.262825,1.2411575,1.2553406,1.2478714,1.2571182,1.2432098
2012-11-11,1.2613602,1.2554932,1.2526398,1.2680054,1.2441483,1.2543411,1.260788
2012-11-12,1.2517014,1.2540207,1.2554016,1.2606888,1.2415543,1.252861,1.2446976
2012-11-13,1.2565765,1.2517853,1.2528839,1.2357101,1.2557907,1.247963,1.2396164
2012-11-14,1.2562103,1.256691,1.2456436,1.2505493,1.2580261,1.2420273,1.252327
2012-11-15,1.2574692,1.2428818,1.2599411,1.2603226,1.2444763,1.2602005,1.25354
2012-11-16,1.253212,1.2536774,1.252655,1.2574768,1.2428436,1.2427216,1.258316
2012-11-18,1.2712936,1.2482147,1.2547302,1.2520676,1.2445297,1.2417297,1.2362671
2012-11-19,1.256134,1.2596817,1.2520142,1.2572174,1.2427826,1.2607956,1.2526932
2012-11-20,1.2622299,1.2353745,1.244545,1.241005,1.2520142,1.2227554,1.2356033
2012-11-21,1.2478485,1.2458191,1.2462997,1.2472153,1.2455292,1.248764,1.2262039
