,EURAUD,EURAUD,EURAUD,EURAUD,EURAUD,EURAUD,EURAUD
2012-11-22,1.25,1.2477875,1.2279053,1.2454376,1.228302,1.2442474,1.2447815
2012-11-23,1.2407074,1.2449951,1.2377396,1.2507935,1.252037,1.2394943,1.2457657
2012-11-25,1.242157,1.2362595,1.2456665,1.2384872,1.2387466,1.2203064,1.2482376
2012-11-26,1.2323761,1.2435455,1.2462997,1.2557068,1.2437515,1.2510681,1.2270432
2012-11-27,1.2460175,1.2372131,1.2450638,1.2372055,1.2291794,1.2385483,1.2414398
2012-11-28,1.2391815,1.2471237,1.2254562,1.2404938,1.2529526,1.242012,1.2289352
2012-11-29,1.2436066,1.2338028,1.2355499,1.2410965,1.2544327,1.2336273,1.2354507
2012-11-30,1.2537231,1.2437439,1.2415619,1.2640228,1.2429733,1.2319031,1.2566986
2012-12-02,1.2353363,1.2426376,1.2368622,1.2411652,1.2533951,1.2285156,1.2659683
2012-12-03,1.2270126,1.2499924,1.2463455,1.2426605,1.2489853,1.2523499,1.2392578
2012-12-04,1.2494049,1.226677,1.2259598,1.2347641,1.2428894,1.228447,1.2524414
2012-12-05,1.2391052,1.2306519,1.232132,1.2369461,1.2453232,1.2405243,1.2415085
2012-12-06,1.2368698,1.2405014,1.2343292,1.2429962,1.2437134,1.2461319,1.242302
2012-12-07,1.2264557,1.2386627,1.2516327,1.2344971,1.2374954,1.2356262,1.2444077
2012-12-09,1.2375336,1.2254105,1.238205,1.2454147,1.2274857,1.2356415,1.2298813
2012-12-10,1.2420654,1.2362976,1.2392883,1.24086,1.2388992,1.2513885,1.2325363
2012-12-11,1.2334061,1.2350235,1.2151108,1.2639465,1.2264404,1.2527771,1.2374954
2012-12-12,1.2401199,1.2310715,1.2569122,1.226181,1.2481232,1.2397537,1.2374954
2012-12-13,1.2346115,1.2335052,1.2194748,1.2291489,1.2313156,1.232727,1.243454
2012-12-14,1.2270584,1.233696,1.2500916,1.2365341,1.2481232,1.22612,1.2361984
2012-12-16,1.2087555,1.2489471,1.2210464,1.2366333,1.2399979,1.2285156,1.2497406
2012-12-17,1.2499847,1.2369003,1.237381,1.2379456,1.2442322,1.2540894,1.2261353
2012-12-18,1.2278061,1.2415314,1.2358322,1.2371216,1.2443619,1.2238388,1.2422028
2012-12-19,1.2291031,1.230072,1.2350616,1.2520294,1.2439194,1.2425232,1.2447281
2012-12-20,1.2377777,1.2347336,1.2391357,1.2390366,1.2324982,1.2423553,1.2406921
2012-12-21,1.2264786,1.2378082,1.2398758,1.2260818,1.2440948,1.244278,1.2547607
2012-12-23,1.2260666,1.2260361,1.2374725,1.2423782,1.2262726,1.2332001,1.2568512
2012-12-24,1.2428055,1.2495804,1.2440796,1.2469025,1.2427063,1.2455978,1.2468338
2012-12-26,1.2422943,1.2443314,1.2443771,1.244461,1.2438889,1.2467422,1.2473526
2012-12-27,1.241066,1.2363968,1.2373428,1.2415237,1.2433395,1.2397995,1.2476044
2012-12-28,1.234642,1.2355652,1.2462158,1.2327042,1.2605286,1.2396774,1.2506332
2012-12-30,1.2406693,1.2457275,1.2434387,1.2556,1.2456818,1.2467957,1.2357483
2012-12-31,1.2478943,1.2437363,1.2446442,1.2411041,1.2474747,1.2514954,1.2553711
2013-01-02,1.2410736,1.2440262,1.2433243,1.2586136,1.2518387,1.2459564,1.2379456
2013-01-03,1.2394409,1.2453613,1.2422485,1.2367477,1.2440948,1.2531662,1.2423401
2013-01-04,1.2558975,1.2443542,1.2504044,1.2512512,1.2433319,1.2575226,1.2533417
2013-01-06,1.2540741,1.2469559,1.2441559,1.2464828,1.2553558,1.2542801,1.2367172
2013-01-07,1.2435455,1.2507782,1.2523727,1.2556458,1.2519531,1.258255,1.2313004
2013-01-08,1.2235184,1.2492142,1.2522888,1.2594452,1.2373123,1.2333908,1.2513351
2013-01-09,1.2472687,1.2529831,1.2416916,1.2386017,1.2458115,1.2589798,1.2469177
2013-01-10,1.2461014,1.2417908,1.2571945,1.2506485,1.2579651,1.2465057,1.2768631
2013-01-11,1.2567825,1.250061,1.2503586,1.2494354,1.2521286,1.2343674,1.2437897
2013-01-13,1.253273,1.2556,1.2500076,1.2523193,1.2491455,1.2439499,1.2557983
2013-01-14,1.2551804,1.2534714,1.2389603,1.2435455,1.2570038,1.2288055,1.2524567
2013-01-15,1.2498169,1.2596664,1.2586594,1.2510147,1.2663574,1.2538986,1.2443314
2013-01-16,1.2491608,1.2675858,1.2631226,1.248558,1.2547684,1.2611465,1.2553177
2013-01-17,1.2555008,1.2581406,1.2634811,1.2516022,1.2661514,1.2548218,1.2548981
2013-01-18,1.2665787,1.2530365,1.2468033,1.261589,1.2550049,1.2652054,1.2713928
2013-01-20,1.2672958,1.2523727,1.2623215,1.2456894,1.2572327,1.2747726,1.2702026
2013-01-21,1.2538834,1.2351761,1.2655334,1.2695541,1.243988,1.2626953,1.2803879
2013-01-22,1.270462,1.2741699,1.2567902,1.2541351,1.2507477,1.2502441,1.2610092
2013-01-23,1.2647705,1.2622986,1.2626724,1.2510147,1.2583084,1.2545547,1.2601547
2013-01-24,1.2540512,1.2497482,1.2619629,1.25383,1.256607,1.2525253,1.2802811
2013-01-25,1.2622223,1.2645874,1.252121,1.2704239,1.2603836,1.2805176,1.2517929
2013-01-27,1.2490845,1.2662048,1.2653503,1.2734985,1.2589569,1.2626877,1.2758636
2013-01-28,1.2625732,1.2587814,1.2615051,1.2399979,1.271431,1.2750702,1.2653046
2013-01-29,1.2705612,1.2603989,1.2613144,1.2522583,1.2674942,1.2682877,1.2685165
2013-01-30,1.2543716,1.2562103,1.2574768,1.2756195,1.2761536,1.2653351,1.2723083
2013-01-31,1.2657471,1.2623901,1.2656174,1.2497787,1.2716827,1.2658157,1.2700577
2013-02-01,1.2611084,1.2709122,1.2638931,1.2687836,1.2687988,1.2707291,1.2693634
2013-02-03,1.2643433,1.265358,1.2929764,1.2663345,1.2653275,1.2715607,1.2661209
2013-02-04,1.2671204,1.2581635,1.265007,1.2672501,1.2687454,1.2705307,1.2715378
2013-02-05,1.262146,1.252922,1.2718124,1.2747498,1.2687454,1.2692871,1.2666245
2013-02-06,1.2706604,1.2553177,1.2704086,1.2702866,1.2687454,1.2746735,1.2716599
2013-02-07,1.2623367,1.2652893,1.2697449,1.2746811,1.2687454,1.2689438,1.2698288
2013-02-08,1.271431,1.2685852,1.2676926,1.2707672,1.2687454,1.2692032,1.2792892
2013-02-10,1.2722702,1.2723541,1.2743912,1.2641754,1.2687454,1.2756882,1.2747421
2013-02-11,1.2709427,1.2673187,1.2653275,1.2734222,1.2687454,1.2723618,1.2802963
2013-02-12,1.2693176,1.2649231,1.273056,1.2708588,1.2795792,1.2749481,1.2840424
2013-02-13,1.2720108,1.2742767,1.2736359,1.2777405,1.2669601,1.2905121,1.2909012
2013-02-14,1.2711716,1.2827454,1.2735443,1.2841873,1.2759781,1.2799606,1.2626572
2013-02-15,1.2766571,1.2746811,1.2874832,1.290245,1.2555695,1.2888489,1.2838898
2013-02-17,1.2736053,1.2896957,1.2858276,1.2649536,1.3018494,1.2892303,1.2869263
2013-02-18,1.2871323,1.2763367,1.27948,1.2644119,1.2942276,1.3192978,1.2987442
2013-02-19,1.2716064,1.2601242,1.2813873,1.2838974,1.2920685,1.2826462,1.2953491
2013-02-20,1.3082047,1.2452316,1.2917786,1.2913895,1.2975845,1.2866211,1.2956314
2013-02-21,1.3036575,1.2826538,1.3090286,1.2933121,1.27388,1.2900314,1.2954407
2013-02-22,1.2850266,1.2860107,1.2938232,1.3027267,1.289772,1.2999191,1.282814
2013-02-24,1.2794266,1.2868958,1.3050995,1.2903671,1.2856598,1.3006668,1.2843552
2013-02-25,1.271492,1.2932205,1.2953186,1.2913132,1.299942,1.2817917,1.2976456
2013-02-26,1.2955322,1.2837372,1.2929306,1.3006821,1.2835617,1.2871552,1.2826309
2013-02-27,1.2947464,1.2912827,1.2916031,1.290245,1.2911606,1.2817764,1.2931442
2013-02-28,1.2912903,1.2912827,1.2834549,1.2895432,1.2944794,1.2867203,1.286911
2013-03-01,1.2905502,1.3059082,1.2986603,1.2996902,1.2778244,1.2913437,1.2842026
2013-03-03,1.2935638,1.2943268,1.2990952,1.2891388,1.2807922,1.2866211,1.289093
2013-03-04,1.2880096,1.286789,1.2849884,1.2935028,1.2867355,1.2845612,1.3016205
2013-03-05,1.2844543,1.2946091,1.2799301,1.2944641,1.2840424,1.2857208,1.2888641
2013-03-06,1.2846909,1.2879562,1.2953491,1.2861176,1.286171,1.2922363,1.2911987
2013-03-07,1.2935715,1.2923355,1.2904892,1.2937088,1.2879181,1.2909775,1.286438
2013-03-08,1.3083496,1.2820282,1.2787552,1.2852783,1.2920837,1.2931747,1.2896729
2013-03-10,1.2796402,1.2937164,1.2941513,1.2875748,1.2935791,1.2891693,1.2851944
2013-03-11,1.2879105,1.2911682,1.2772293,1.2892075,1.288475,1.2816391,1.2818756
2013-03-12,1.287735,1.2937927,1.2905197,1.2912827,1.2869186,1.2877197,1.2874298
2013-03-13,1.2889328,1.3039322,1.2888412,1.290329,1.2928238,1.2906799,1.2789459
2013-03-14,1.289238,1.2906189,1.2859955,1.2859497,1.2781372,1.2876205,1.273552
2013-03-15,1.2868118,1.2924042,1.2768478,1.282547,1.2767944,1.2802582,1.2791214
2013-03-17,1.2834091,1.272583,1.2937012,1.2886887,1.2847977,1.2836227,1.2963333
2013-03-18,1.2824478,1.2920837,1.2761307,1.2933121,1.2911148,1.265091,1.2834549
2013-03-19,1.2892838,1.2829437,1.2856216,1.2882156,1.2980499,1.2715073,1.2880096
2013-03-20,1.2928772,1.2791443,1.2669144,1.280304,1.2729416,1.2810135,1.2574539
2013-03-21,1.2797775,1.2762756,1.2882156,1.3025131,1.2800064,1.2837296,1.2730026
2013-03-22,1.2855148,1.2791214,1.2831192,1.2774582,1.2577133,1.2756958,1.286171
2013-03-24,1.2810745,1.2786331,1.2680588,1.282402,1.2684784,1.2744522,1.258812
2013-03-25,1.2590866,1.2845535,1.2714157,1.2776031,1.2809219,1.2675095,1.2670059
2013-03-26,1.2720795,1.2858658,1.2662888,1.2627258,1.2717743,1.276474,1.2690201
2013-03-27,1.2740936,1.2667923,1.277008,1.2727737,1.2671356,1.2702637,1.2679367
2013-03-28,1.2717896,1.2568207,1.2654495,1.2585297,1.2703476,1.2654877,1.2618484
2013-03-31,1.2816772,1.2848816,1.2669296,1.2688599,1.268692,1.2639465,1.2592697
2013-04-01,1.2638931,1.2698517,1.2715149,1.2631149,1.2590942,1.2578888,1.2596588
2013-04-02,1.2711258,1.266655,1.268753,1.2654572,1.264267,1.2576141,1.2515106
2013-04-03,1.256485,1.2665558,1.2626038,1.2595215,1.2750473,1.2532425,1.2362595
2013-04-04,1.2692642,1.2655945,1.2599487,1.2507248,1.249794,1.263649,1.2583389
2013-04-05,1.2620087,1.2591095,1.2619476,1.2663879,1.2512741,1.264946,1.2388687
2013-04-07,1.2536926,1.2570648,1.2518234,1.2611694,1.2492142,1.2609253,1.2555618
2013-04-08,1.2550125,1.2593994,1.2577591,1.2459869,1.2553482,1.2495422,1.257721
2013-04-09,1.2575836,1.2682877,1.2519073,1.2549744,1.2562485,1.2387466,1.259285
2013-04-10,1.2707596,1.2444916,1.2548828,1.2404404,1.2563019,1.2330017,1.2544632
2013-04-11,1.2573624,1.2536697,1.2607498,1.2542877,1.2327652,1.2522202,1.2643661
2013-04-12,1.2388458,1.247963,1.258255,1.2319794,1.2401505,1.2510605,1.2406769
2013-04-14,1.2539291,1.2543793,1.2559738,1.2510071,1.2306824,1.2493515,1.2517395
2013-04-15,1.2507935,1.2546234,1.25457,1.2778015,1.2464218,1.2549744,1.2509537
2013-04-16,1.2357864,1.2528,1.2378006,1.23526,1.2581177,1.2520142,1.2454605
2013-04-17,1.2598572,1.2509003,1.2476807,1.2649918,1.229805,1.2398987,1.252243
2013-04-18,1.2291641,1.2465744,1.2365646,1.2488403,1.2542267,1.2503815,1.2559738
2013-04-19,1.2373276,1.2532501,1.2528839,1.2575684,1.24646,1.234436,1.2450256
2013-04-21,1.2549744,1.2552185,1.2441788,1.2411041,1.2446289,1.2490311,1.2443771
2013-04-22,1.2431183,1.2522202,1.2437286,1.2392502,1.2516327,1.252533,1.230278
2013-04-23,1.2544098,1.2314224,1.2320557,1.245018,1.2462692,1.2397385,1.2567825
2013-04-24,1.2374954,1.2489319,1.2553558,1.2533264,1.2577362,1.2557068,1.2574539
2013-04-25,1.2529144,1.2497406,1.2589035,1.2455139,1.2387695,1.2560196,1.2424469
2013-04-26,1.2530899,1.2557831,1.2491302,1.2544174,1.247673,1.2296906,1.2487411
2013-04-28,1.2381821,1.2522964,1.2475662,1.2502747,1.2494812,1.2546844,1.2516403
2013-04-29,1.2542877,1.255722,1.2505875,1.2439041,1.2473068,1.2527618,1.2508621
2013-04-30,1.2503433,1.2359543,1.2526398,1.2471771,1.2503967,1.2516251,1.2537079
2013-05-01,1.2392502,1.2603912,1.2498703,1.2440567,1.2511826,1.2556229,1.2616959
2013-05-02,1.2418518,1.2452393,1.2519455,1.2537308,1.2546844,1.2569046,1.2560043
2013-05-03,1.252655,1.2482376,1.2535172,1.2525406,1.2595825,1.2779617,1.2907257
2013-05-05,1.2674942,1.2481079,1.2523499,1.255516,1.2632599,1.2526093,1.2637405
2013-05-06,1.2512283,1.258461,1.2581177,1.2305832,1.2652664,1.2566986,1.2626038
2013-05-07,1.2534561,1.2556152,1.2322845,1.2553864,1.2521362,1.252861,1.2761765
2013-05-08,1.2611313,1.2648926,1.2817154,1.2487946,1.2554703,1.2520142,1.239769
2013-05-09,1.272995,1.2524033,1.2466202,1.278305,1.2621536,1.2705612,1.2805405
2013-05-10,1.2479553,1.2690735,1.2622757,1.2635956,1.2464218,1.2542648,1.2533417
2013-05-12,1.2542496,1.2724609,1.2566528,1.2597961,1.2838669,1.2745056,1.2823792
2013-05-13,1.2881775,1.2732315,1.267952,1.2785339,1.2520905,1.2525024,1.2863846
2013-05-14,1.2566147,1.257698,1.2584839,1.2547455,1.281784,1.2883377,1.2857056
2013-05-15,1.2642059,1.2819672,1.2765961,1.280838,1.2573853,1.2522125,1.274086
2013-05-16,1.2788162,1.2500992,1.2589188,1.2618179,1.2764816,1.24823,1.288414
2013-05-17,1.2599487,1.2851486,1.2706299,1.27314,1.2723923,1.2679062,1.257164
2013-05-19,1.2787628,1.2715836,1.2706299,1.2768631,1.2752838,1.2734985,1.2729568
2013-05-20,1.2730331,1.2777939,1.2706299,1.2677917,1.2709961,1.2739639,1.2744446
2013-05-21,1.2675858,1.2566528,1.2630234,1.2739334,1.2776566,1.275322,1.2776718
2013-05-22,1.2653275,1.2704544,1.2867126,1.2777328,1.2824173,1.2789612,1.2815704
2013-05-23,1.2851715,1.2743301,1.2718811,1.2768173,1.2775269,1.2803879,1.2780228
2013-05-24,1.2747879,1.2731552,1.2749329,1.2787476,1.2818756,1.2854538,1.28302
2013-05-26,1.2695694,1.2786713,1.2818451,1.277977,1.2793808,1.2896729,1.2882919
2013-05-27,1.275177,1.2770233,1.2813568,1.2900543,1.2915878,1.2943573,1.2952423
2013-05-28,1.2791901,1.2780457,1.2805939,1.2878265,1.2910156,1.299202,1.2967834
2013-05-29,1.2912827,1.287056,1.2880096,1.2848053,1.2933884,1.297348,1.3059464
2013-05-30,1.2828827,1.2903748,1.287056,1.2945633,1.2973175,1.2985916,1.3064651
2013-05-31,1.2861252,1.2907028,1.2927399,1.3000641,1.3062057,1.3029327,1.3060913
2013-06-02,1.2898331,1.290245,1.3007355,1.2981186,1.2978516,1.3079758,1.3112717
2013-06-03,1.2964401,1.2964478,1.3025589,1.3067627,1.3060532,1.3107986,1.3090668
2013-06-04,1.2986145,1.3021927,1.3075638,1.3136749,1.3110275,1.3145142,1.3101883
2013-06-05,1.2986832,1.3046494,1.3080139,1.3087158,1.3136749,1.3096695,1.3025284
2013-06-06,1.3036346,1.3063812,1.3121719,1.3230667,1.3081818,1.3216858,1.3179779
2013-06-07,1.3083725,1.3092499,1.3104477,1.3112564,1.3037033,1.3288345,1.3276901
2013-06-09,1.3083725,1.3102112,1.3155518,1.3196716,1.315979,1.3261642,1.332695
2013-06-10,1.3207626,1.3120346,1.3100739,1.3196716,1.3229065,1.3290024,1.3103943
2013-06-11,1.3093567,1.3275146,1.3193436,1.3233185,1.3291245,1.3283463,1.337326
2013-06-12,1.3245621,1.3248367,1.3254395,1.3290024,1.3311615,1.3366699,1.3329315
2013-06-13,1.3219376,1.325264,1.3302536,1.3326797,1.3366165,1.3465195,1.3508377
2013-06-14,1.3255615,1.3341827,1.3286972,1.3618774,1.3398285,1.3468628,1.3462067
2013-06-16,1.3348999,1.3312836,1.3250809,1.3315659,1.3514938,1.350441,1.3449249
2013-06-17,1.342453,1.338707,1.3346252,1.34478,1.3579636,1.3375473,1.3505096
2013-06-18,1.3215866,1.3492279,1.3114319,1.3436279,1.3473663,1.3496933,1.3614426
2013-06-19,1.3448563,1.343956,1.3475723,1.354805,1.3362732,1.3544693,1.3506699
2013-06-20,1.3233414,1.3356018,1.3442612,1.3445816,1.3547287,1.3580475,1.3599167
2013-06-21,1.3277435,1.3618317,1.3467407,1.3572693,1.3531876,1.3510208,1.3717728
2013-06-23,1.3629074,1.3535233,1.3577728,1.3529968,1.3395538,1.3779526,1.3744278
2013-06-24,1.3396683,1.3409729,1.3617249,1.3603134,1.3728943,1.3842773,1.3887634
2013-06-25,1.355156,1.3521576,1.3596497,1.3613129,1.3842392,1.3861465,1.3794937
2013-06-26,1.3479156,1.3580933,1.3688736,1.3820343,1.375145,1.3867874,1.3663483
2013-06-27,1.3675537,1.3694763,1.378624,1.3875961,1.390068,1.3772049,1.3894043
2013-06-28,1.3721848,1.3848877,1.3970032,1.3749008,1.382103,1.3906631,1.3936234
2013-06-30,1.3837509,1.3873138,1.3803558,1.4114075,1.4135666,1.4067688,1.4025269
2013-07-01,1.3898163,1.3794022,1.3799515,1.396759,1.3947983,1.3983994,1.4032135
2013-07-02,1.3891754,1.4064255,1.3859863,1.416214,1.3961029,1.3976746,1.399826
2013-07-03,1.3907471,1.4043503,1.4054947,1.4004974,1.3965836,1.4040298,1.4011993
2013-07-04,1.4115295,1.3922806,1.3981323,1.4054337,1.3973999,1.3653946,1.3827438
2013-07-05,1.3965759,1.4010544,1.3967819,1.4051819,1.3880463,1.3984756,1.406189
2013-07-07,1.423378,1.3977051,1.3862305,1.405426,1.4203873,1.4008865,1.4129486
2013-07-08,1.4098129,1.3795547,1.4103622,1.4098434,1.4104614,1.4134674,1.3988113
2013-07-09,1.402214,1.3778839,1.4030304,1.4213943,1.4068756,1.3571625,1.4116974
2013-07-10,1.3827591,1.4098358,1.3961716,1.3989334,1.4184113,1.4264526,1.395462
2013-07-11,1.4051437,1.4015961,1.4010162,1.4122543,1.4033203,1.4100113,1.4214325
2013-07-12,1.4292603,1.415741,1.4196701,1.4016724,1.3980331,1.4029694,1.4157867
2013-07-14,1.402298,1.4084702,1.4066162,1.4006271,1.4098511,1.4193039,1.4197235
2013-07-15,1.4074173,1.415329,1.4055481,1.405159,1.4029541,1.419014,1.4042587
2013-07-16,1.4018326,1.4127655,1.4300308,1.4134903,1.4040909,1.4175186,1.4243088
2013-07-17,1.4267654,1.4187164,1.4126587,1.406189,1.4054718,1.4262009,1.4196091
2013-07-18,1.4171295,1.3935013,1.4233932,1.4191971,1.3980103,1.4189148,1.4123611
2013-07-19,1.4221954,1.4127502,1.4132538,1.4385376,1.4085846,1.4182968,1.4383087
2013-07-21,1.4205399,1.4117966,1.4065857,1.4037094,1.4163513,1.4122162,1.4133148
2013-07-22,1.3981247,1.4117813,1.4270554,1.4314499,1.4139099,1.4188004,1.4123077
2013-07-23,1.398407,1.4238815,1.424736,1.410141,1.4258957,1.4081116,1.4169388
2013-07-24,1.4180908,1.4227219,1.424736,1.4176788,1.4266281,1.4171906,1.4161835
2013-07-25,1.4171982,1.4224243,1.4191437,1.4287949,1.4370728,1.4277649,1.4241104
2013-07-26,1.42379,1.4109116,1.4174423,1.426178,1.4243546,1.4175415,1.4202499
2013-07-28,1.4398193,1.428093,1.432663,1.4222717,1.4336243,1.4297256,1.430481
2013-07-29,1.4245148,1.4254074,1.4222031,1.4236374,1.415245,1.426384,1.4196167
2013-07-30,1.4196548,1.4219513,1.4312592,1.4199066,1.4122314,1.4317017,1.429245
2013-07-31,1.4176025,1.418663,1.4323044,1.4249878,1.4307022,1.4471893,1.4319916
2013-08-01,1.4344025,1.4250565,1.4363632,1.4264603,1.4333572,1.4259415,1.4333267
2013-08-02,1.4182281,1.4152069,1.4248505,1.4243774,1.4224472,1.4285431,1.4208527
2013-08-04,1.4283295,1.4287796,1.4297867,1.4348068,1.4339828,1.4294052,1.4297867
2013-08-05,1.4252243,1.4293976,1.4278564,1.4286957,1.4198227,1.4366074,1.4250259
2013-08-06,1.4137268,1.4273987,1.430687,1.4215012,1.4370422,1.4280624,1.4294968
2013-08-07,1.4220505,1.4313736,1.4243317,1.4269485,1.4385681,1.4299316,1.4336319
2013-08-08,1.4296036,1.4268951,1.4306793,1.4363708,1.4300003,1.4302444,1.4374237
2013-08-09,1.4343643,1.4340973,1.4181137,1.4366302,1.4313507,1.4320145,1.4245682
2013-08-11,1.4305725,1.4329529,1.4184418,1.4387512,1.4312057,1.4448929,1.431984
2013-08-12,1.429924,1.435852,1.4352036,1.4334412,1.4410629,1.4349823,1.4415741
2013-08-13,1.4226837,1.4295273,1.4309235,1.4399796,1.4319687,1.4404755,1.4502792
2013-08-14,1.4213028,1.4341125,1.4399567,1.4388885,1.4401245,1.4397736,1.4520645
2013-08-15,1.4385071,1.4484329,1.4208984,1.4373703,1.4566956,1.4404755,1.4426422
2013-08-16,1.4348831,1.4377213,1.444809,1.4405441,1.4388809,1.4568176,1.4330597
2013-08-18,1.4381256,1.4422302,1.4411316,1.4353561,1.4344482,1.4323273,1.4446182
2013-08-19,1.4437866,1.4427414,1.4461746,1.4520035,1.455658,1.4531021,1.4518356
2013-08-20,1.4412308,1.4461975,1.4482727,1.4432907,1.4463882,1.4465942,1.4554596
2013-08-21,1.444252,1.4393463,1.4439545,1.4492798,1.4613876,1.44944,1.4511795
2013-08-22,1.4398651,1.442955,1.4403763,1.4498596,1.4537201,1.4578247,1.4561768
2013-08-23,1.4443741,1.4599838,1.4494553,1.4583969,1.4567184,1.4495087,1.4568176
2013-08-25,1.4603271,1.4514313,1.440918,1.4425354,1.4606628,1.4533463,1.4462433
2013-08-26,1.4463043,1.4586182,1.4544067,1.4665451,1.4487686,1.4607239,1.4614563
2013-08-27,1.4629059,1.4514313,1.4525146,1.463829,1.46801,1.4659424,1.4389801
2013-08-28,1.4446869,1.4587402,1.4460526,1.4542236,1.4665146,1.4664612,1.4610443
2013-08-29,1.4470901,1.4637375,1.4515533,1.4576797,1.4726562,1.4535294,1.4659271
2013-08-30,1.4671402,1.4557266,1.4657822,1.4781418,1.4635315,1.4743271,1.4697876
2013-09-01,1.4632721,1.4657364,1.4716263,1.4736404,1.4709778,1.4785767,1.4715347
2013-09-02,1.4636383,1.4673233,1.4763489,1.4605789,1.4635468,1.4788132,1.4695358
2013-09-03,1.4713593,1.4717789,1.4715195,1.4710999,1.4717789,1.4777374,1.4715347
2013-09-04,1.4670639,1.4713135,1.4722443,1.4698486,1.4767227,1.4616852,1.4695358
2013-09-05,1.4769669,1.4726639,1.4776688,1.4725647,1.4702988,1.4561386,1.4716644
2013-09-06,1.4524307,1.4732513,1.471489,1.4734726,1.4701309,1.4683685,1.4695358
2013-09-08,1.4613113,1.463211,1.471489,1.473938,1.4561462,1.4778442,1.4697189
2013-09-09,1.471756,1.4670486,1.4681396,1.4738159,1.4719009,1.4669647,1.4700012
2013-09-10,1.4682617,1.4738922,1.4732666,1.4679489,1.4602127,1.4842148,1.4657211
2013-09-11,1.4781647,1.4713745,1.4705887,1.4697266,1.4819717,1.4828491,1.45858
2013-09-12,1.4681396,1.4721069,1.4713516,1.4911423,1.457367,1.4469223,1.4467087
2013-09-13,1.4704132,1.4824829,1.4659348,1.4845276,1.456131,1.4619522,1.4740524
2013-09-15,1.4689026,1.4486389,1.452385,1.4494705,1.460022,1.4463806,1.4490585
2013-09-16,1.4821701,1.4593887,1.4606094,1.454773,1.4437561,1.4574738,1.4315033
2013-09-17,1.4680252,1.4607315,1.4447174,1.4513626,1.4390411,1.46064,1.4546509
2013-09-18,1.465889,1.4550934,1.465889,1.4633865,1.4323883,1.4443741,1.4548569
2013-09-19,1.4475021,1.4429398,1.4517899,1.4489136,1.4452362,1.448761,1.4606705
2013-09-20,1.4557037,1.4576569,1.4515991,1.4659195,1.4629211,1.4460068,1.4408569
2013-09-22,1.4619522,1.4338684,1.4573212,1.4487152,1.4559326,1.4378281,1.4365387
2013-09-23,1.4549408,1.4521561,1.4346619,1.4460678,1.4512024,1.4859161,1.4259186
2013-09-24,1.4512253,1.4658508,1.4443588,1.430336,1.4581985,1.451622,1.4335861
2013-09-25,1.4485321,1.4440231,1.4977341,1.5061798,1.4595032,1.4503555,1.4482651
2013-09-26,1.4455643,1.4052963,1.4398422,1.4424896,1.4576645,1.4324417,1.4519348
2013-09-27,1.4764328,1.4491959,1.4338531,1.4461975,1.4393616,1.4613724,1.4436722
2013-09-29,1.4603195,1.4439545,1.4465408,1.446579,1.4777374,1.4514923,1.4585419
2013-09-30,1.4456024,1.4491119,1.4313507,1.4422379,1.4623184,1.4340286,1.4466705
2013-10-01,1.427887,1.4335556,1.48246,1.4610367,1.4270782,1.4344101,1.4423981
2013-10-02,1.4329147,1.4408112,1.4461746,1.4725342,1.4520493,1.437973,1.4479523
2013-10-03,1.4535599,1.4535217,1.4504318,1.4406967,1.428215,1.4242706,1.4445648
2013-10-04,1.4498825,1.4512253,1.4600601,1.4444733,1.4270859,1.4482651,1.4215851
2013-10-06,1.4504623,1.489708,1.4524307,1.4402466,1.4277039,1.4393082,1.4066696
2013-10-07,1.4451523,1.4385223,1.4397659,1.450325,1.427414,1.4774551,1.4497757
2013-10-08,1.4456635,1.448906,1.4298782,1.4937973,1.4277039,1.4322815,1.4382172
2013-10-09,1.446434,1.4437866,1.4455338,1.432663,1.4581451,1.442482,1.4437027
2013-10-10,1.4462357,1.461235,1.4290314,1.4781418,1.4415665,1.4360962,1.4663696
2013-10-11,1.4210892,1.4410019,1.3999786,1.4360886,1.4482422,1.4323349,1.4501724
2013-10-13,1.4594955,1.415451,1.4207535,1.440773,1.4574356,1.4371948,1.391922
2013-10-14,1.4533997,1.3988724,1.4555283,1.4204712,1.4342804,1.439476,1.4655533
2013-10-15,1.4253387,1.4237823,1.4364395,1.4466858,1.4394913,1.4243164,1.4491653
2013-10-16,1.4471436,1.4610443,1.4305038,1.4264374,1.4346161,1.4440689,1.4343643
2013-10-17,1.4233856,1.4320908,1.4155426,1.4337158,1.4268799,1.4434967,1.4328918
2013-10-18,1.441185,1.4474487,1.4462814,1.4268188,1.4347763,1.4201202,1.4410934
2013-10-20,1.4333496,1.4191208,1.4180908,1.4321289,1.4286194,1.4346619,1.4328232
2013-10-21,1.434639,1.432785,1.44487,1.4358139,1.438652,1.437294,1.4386292
2013-10-22,1.434639,1.4340286,1.4298401,1.4354477,1.4382629,1.431633,1.4351425
2013-10-23,1.434639,1.4318695,1.435112,1.4376602,1.4274597,1.4089432,1.4316559
2013-10-24,1.4357071,1.4299393,1.434967,1.4329529,1.4296036,1.4383011,1.4313126
2013-10-25,1.4260635,1.4351883,1.4345627,1.4319382,1.4419785,1.4331665,1.4414291
2013-10-27,1.4229431,1.4221268,1.4345627,1.4296646,1.4350967,1.4344177,1.4336243
2013-10-28,1.4362335,1.4321976,1.4326019,1.4410858,1.4346619,1.4396057,1.4318619
