,USDJPY,USDJPY,USDJPY,USDJPY,USDJPY,USDJPY,USDJPY
2017-03-03,113.51831,113.59445,113.52496,113.70444,113.55869,113.515465,113.71857
2017-03-05,113.53193,113.55942,113.52505,113.50581,113.54126,113.64331,113.66296
2017-03-06,113.52779,113.50394,113.52513,113.529335,113.71897,113.70943,113.60461
2017-03-07,113.514,113.53019,113.52524,113.75346,113.71065,113.71703,113.73678
2017-03-08,113.53229,113.51227,113.74836,113.739586,113.71449,113.72219,113.7291
2017-03-09,113.519295,113.722725,113.72571,113.71509,113.72385,113.73233,113.74379
2017-03-10,113.74524,113.738815,113.68695,113.75455,113.70748,113.77944,113.80692
2017-03-12,113.655846,113.74821,113.72691,113.70099,113.74892,113.80297,113.85551
2017-03-13,113.724365,113.74025,113.72283,113.787254,113.84331,113.818665,113.74968
2017-03-14,113.71321,113.739624,113.75897,113.75105,113.84018,113.76494,113.679855
2017-03-15,113.737076,113.77214,113.76241,113.715614,113.76414,113.73487,113.49888
2017-03-16,113.76255,113.84633,113.85049,113.76098,113.6628,113.50027,113.42984
2017-03-17,113.85164,113.826675,113.71969,113.69995,113.49187,113.48835,113.438774
2017-03-19,113.823715,113.76573,113.745125,113.50488,113.501144,113.523544,113.51004
2017-03-20,113.770294,113.715485,113.512566,113.520546,113.47868,113.45968,113.50109
2017-03-21,113.70021,113.50343,113.477264,113.49182,113.51288,113.47163,113.43309
2017-03-22,113.53202,113.45003,113.52469,113.522736,113.510994,113.51242,113.44228
2017-03-23,113.48066,113.47858,113.462166,113.46199,113.47889,113.48031,113.51474
2017-03-24,113.49164,113.486374,113.480225,113.48838,113.51228,113.48891,113.505646
2017-03-26,113.48346,113.49155,113.52685,113.521706,113.47661,113.52781,113.436646
2017-03-27,113.45679,113.5018,113.46536,113.45861,113.45101,113.46065,113.44599
2017-03-28,113.50359,113.50882,113.48298,113.46873,113.49873,113.47329,113.33616
2017-03-29,113.50639,113.477135,113.528915,113.50726,113.50157,113.294815,113.031586
2017-03-30,113.47649,113.48563,113.4683,113.47491,113.35857,113.022354,112.93812
2017-03-31,113.52074,113.49138,113.485756,113.320915,113.06093,112.99547,112.67281
2017-04-02,113.421455,113.502594,113.29199,113.17718,112.90607,112.629295,112.59579
2017-04-03,113.45615,113.28342,113.04022,112.96715,112.67466,112.499504,112.478424
2017-04-04,113.30838,113.04158,112.977036,112.631516,112.50597,112.48692,112.400925
2017-04-05,113.0429,112.946396,112.679855,112.63124,112.45761,112.36519,112.403595
2017-04-06,112.96134,112.566124,112.623,112.48921,112.429565,112.45958,112.22296
2017-04-07,112.63792,112.61335,112.49766,112.429855,112.39814,112.127235,111.6934
2017-04-09,112.573395,112.461945,112.33832,112.389565,112.19001,111.659584,111.47244
2017-04-10,112.52027,112.41138,112.45869,112.15399,111.742096,111.492424,111.34003
2017-04-11,112.427216,112.39695,112.15076,111.6298,111.47678,111.3472,111.26287
2017-04-12,112.389885,112.23363,111.69858,111.48548,111.35977,111.26214,111.25931
2017-04-13,112.087715,111.68141,111.48453,111.33853,111.303955,111.20777,111.097275
2017-04-16,111.722046,111.52457,111.33678,111.28808,111.26471,111.179596,111.15607
2017-04-17,111.44845,111.36859,111.26745,111.27962,111.11297,111.13328,111.05831
2017-04-18,111.32229,111.28942,111.31919,111.12841,111.0952,111.10088,111.09132
2017-04-19,111.26616,111.26862,111.1541,111.126816,111.11394,111.09017,111.03198
2017-04-20,111.23362,111.18064,111.10225,111.12005,111.04706,111.01583,110.82854
2017-04-21,111.14573,111.09212,111.08016,111.090996,111.03029,110.78105,110.77793
2017-04-23,111.09577,111.111916,111.0792,110.986046,110.85847,110.80376,110.84224
2017-04-24,111.11939,111.043175,111.04407,110.84047,110.80941,110.81732,110.81808
2017-04-25,111.10781,111.086845,110.945946,110.795105,110.83653,110.871025,110.801315
2017-04-26,111.054405,110.83682,110.822044,110.80291,110.83623,110.80442,110.87889
2017-04-27,110.79596,110.80573,110.79407,110.83363,110.8904,110.879524,110.802345
2017-04-28,110.78955,110.816315,110.80227,110.8114,110.803955,110.88268,110.78972
2017-04-30,110.82433,110.832344,110.83442,110.82073,110.884415,110.83737,110.80786
2017-05-01,110.797,110.88915,110.811165,110.79255,110.815605,110.90014,110.822365
2017-05-02,110.80851,110.768936,110.89964,110.94328,110.78283,110.87599,110.8318
2017-05-03,110.90916,110.82753,110.888916,110.943474,110.79807,110.8499,110.79105
2017-05-04,110.82419,110.8393,110.787605,110.84286,110.88266,110.8729,110.96301
2017-05-05,110.82591,110.80043,110.80372,110.81195,110.83028,111.01975,111.08953
2017-05-07,110.80292,110.81517,110.834206,110.88676,111.00765,111.06134,111.08526
2017-05-08,110.85267,110.793884,110.83003,111.036125,111.01737,111.13741,111.27181
2017-05-09,110.76406,110.832565,110.98558,111.048386,111.10224,111.251434,111.24405
2017-05-10,110.85818,111.063805,111.1149,111.13521,111.24392,111.29239,111.24669
2017-05-11,111.06251,111.08177,111.090225,111.241745,111.24277,111.21717,111.27351
2017-05-12,111.06295,111.09867,111.26037,111.268135,111.26447,111.3029,111.32202
2017-05-14,111.10033,111.26106,111.21867,111.24214,111.25971,111.30484,111.33099
2017-05-15,111.25184,111.23295,111.29482,111.248634,111.31279,111.30999,111.320045
2017-05-16,111.26621,111.25841,111.208046,111.33154,111.34708,111.33623,111.394325
2017-05-17,111.25149,111.30425,111.325386,111.28989,111.35221,111.38231,111.400856
2017-05-18,111.266624,111.33469,111.31183,111.30728,111.368706,111.31795,111.4046
2017-05-19,111.31309,111.27991,111.34313,111.33141,111.37988,111.39427,111.40883
2017-05-21,111.29153,111.31827,111.35056,111.34535,111.38317,111.41044,111.44125
2017-05-22,111.321495,111.314064,111.36198,111.36572,111.419,111.44353,111.4549
2017-05-23,111.28844,111.32959,111.4296,111.41087,111.42793,111.45565,111.440956
2017-05-24,111.3324,111.3649,111.43108,111.44208,111.46117,111.4432,111.45529
2017-05-25,111.397865,111.37701,111.432144,111.450615,111.4418,111.45597,111.440575
2017-05-26,111.37806,111.44434,111.468,111.45694,111.45109,111.44279,111.45571
2017-05-28,111.42301,111.45312,111.440834,111.466896,111.45899,111.4563,111.44017
2017-05-29,111.43667,111.4426,111.43687,111.4143,111.43888,111.44245,111.45611
2017-05-30,111.46483,111.4621,111.46147,111.44823,111.449394,111.45668,111.43978
2017-05-31,111.46218,111.46098,111.45416,111.453476,111.46002,111.44207,111.4565
2017-06-01,111.478004,111.439545,111.45098,111.46678,111.436966,111.457016,111.43937
2017-06-02,111.44425,111.42391,111.44412,111.43845,111.44843,111.4417,111.45686
2017-06-04,111.449326,111.45915,111.43735,111.43527,111.45519,111.45737,111.43898
2017-06-05,111.4322,111.436356,111.43412,111.45185,111.45167,111.441315,111.45726
2017-06-06,111.474686,111.47683,111.45861,111.427536,111.42145,111.45766,111.43857
2017-06-07,111.3824,111.45902,111.453,111.44366,111.4448,111.440926,111.40887
2017-06-08,111.44035,111.44922,111.45062,111.45405,111.442276,111.41113,111.36734
2017-06-09,111.41342,111.40664,111.45065,111.41981,111.35663,111.33119,111.29798
2017-06-11,111.449936,111.43813,111.4518,111.36592,111.309944,111.33405,111.27052
2017-06-12,111.451294,111.47392,111.364784,111.34532,111.327065,111.29311,111.24339
2017-06-13,111.48386,111.363495,111.28717,111.29866,111.32681,111.28941,111.20797
2017-06-14,111.42052,111.35505,111.28836,111.27758,111.29013,111.21553,111.27671
2017-06-15,111.28467,111.29397,111.311775,111.25575,111.265236,111.25548,111.26593
2017-06-16,111.314125,111.24986,111.30216,111.219986,111.207535,111.27635,111.23589
2017-06-18,111.277885,111.28681,111.22212,111.20964,111.23132,111.23784,111.199585
2017-06-19,111.22609,111.23789,111.21432,111.27767,111.221085,111.29027,111.22748
2017-06-20,111.26293,111.26381,111.24258,111.26711,111.229675,111.22891,111.22901
2017-06-21,111.22332,111.29167,111.21164,111.19157,111.21121,111.2302,111.23448
2017-06-22,111.26157,111.23363,111.2866,111.26707,111.245346,111.2626,111.21729
2017-06-23,111.224464,111.22926,111.226105,111.23598,111.24042,111.22393,111.227394
2017-06-25,111.24202,111.235214,111.23588,111.22755,111.236015,111.21235,111.19256
2017-06-26,111.26266,111.25597,111.24854,111.233734,111.23832,111.25693,111.27218
2017-06-27,111.20868,111.234985,111.228065,111.24399,111.23608,111.22152,111.28902
2017-06-28,111.24701,111.21906,111.228874,111.25255,111.26895,111.224464,111.206726
2017-06-29,111.24644,111.25155,111.23408,111.27713,111.22045,111.27429,111.24712
2017-06-30,111.23558,111.214035,111.269455,111.221825,111.21704,111.23802,111.238625
2017-07-02,111.230675,111.22003,111.22544,111.249084,111.24719,111.25242,111.25318
2017-07-03,111.266846,111.26761,111.266945,111.25626,111.255516,111.24866,111.25124
2017-07-04,111.21263,111.222115,111.25235,111.249306,111.24823,111.24785,111.249
2017-07-05,111.2547,111.2353,111.27895,111.23423,111.25001,111.26847,111.276184
2017-07-06,111.23788,111.23649,111.267914,111.263,111.25535,111.246635,111.24957
2017-07-07,111.26754,111.24129,111.274315,111.25365,111.26335,111.27752,111.29782
2017-07-09,111.239876,111.25887,111.27041,111.25016,111.254,111.30662,111.33218
2017-07-10,111.26504,111.229965,111.26198,111.25733,111.29266,111.30525,111.34369
2017-07-11,111.26488,111.24948,111.262924,111.29873,111.31545,111.35494,111.49593
2017-07-12,111.237946,111.26307,111.29133,111.332825,111.3494,111.48679,111.66314
2017-07-13,111.26447,111.30485,111.31345,111.348045,111.47044,111.66484,112.0385
2017-07-14,111.301346,111.31796,111.34525,111.45905,111.66089,112.02155,112.02463
2017-07-16,111.32321,111.352974,111.489365,111.660675,111.99712,112.02676,112.04546
2017-07-17,111.352325,111.49654,111.67435,112.050224,112.02815,112.05316,112.08339
2017-07-18,111.50086,111.67234,111.99183,112.0051,111.98321,111.99939,112.079346
2017-07-19,111.65509,112.01685,112.02532,112.01385,112.003845,112.03788,112.03667
2017-07-20,112.036354,112.018295,112.054375,111.9946,111.983955,112.06717,112.03832
2017-07-21,112.01195,112.03258,112.04508,112.04406,112.05928,112.00952,111.99977
2017-07-23,112.00354,112.011215,111.98229,112.082596,111.98084,112.046425,112.04926
2017-07-24,112.06619,112.03254,112.08172,112.06757,111.996666,112.05275,112.067154
2017-07-25,111.97379,112.0104,111.9953,112.043396,112.08494,111.997116,111.98463
2017-07-26,112.08826,112.032486,112.06273,112.0328,112.05849,112.03653,111.99802
2017-07-27,112.01765,112.009514,111.99544,112.00409,111.97973,112.06641,112.08605
2017-07-28,112.03003,112.03234,112.05382,112.04487,111.99566,112.00755,112.057526
2017-07-30,112.04784,112.00862,112.04449,112.03375,112.08431,112.045105,111.996445
2017-07-31,112.080475,112.03218,111.98134,112.01373,112.057785,112.051445,112.05669
2017-08-01,112.0002,112.00777,111.98714,112.083084,111.97873,111.994835,112.04704
2017-08-02,111.97402,112.031975,112.03388,111.98257,111.99463,112.03483,111.9822
2017-08-03,112.04887,112.00687,112.05681,112.05105,112.08349,112.065125,112.08455
2017-08-04,112.08742,112.031654,112.035194,112.04283,112.05697,112.005516,112.07332
2017-08-06,112.023,112.005905,112.05392,111.995544,111.977745,112.024864,111.89942
2017-08-07,111.972664,112.03126,111.980995,112.05716,112.02724,111.90377,111.64428
2017-08-08,112.04804,112.00494,111.99554,111.9924,111.90386,111.595215,111.54392
2017-08-09,112.08676,112.03091,112.023254,111.92714,111.58993,111.55825,111.472565
2017-08-10,112.022095,112.00948,111.87225,111.64423,111.519905,111.418,111.24905
2017-08-11,112.01001,111.87428,111.59383,111.57871,111.482605,111.23393,111.06883
2017-08-13,111.894394,111.620346,111.55331,111.44131,111.19071,110.99276,111.00512
2017-08-14,111.58476,111.54928,111.44039,111.22874,111.056305,111.017,110.980194
2017-08-15,111.556625,111.41071,111.21039,111.08178,110.99634,111.0225,110.76225
2017-08-16,111.42793,111.23966,111.01565,111.018005,110.966934,110.73801,110.71395
2017-08-17,111.22209,111.0833,110.98737,111.0005,110.76772,110.719345,110.64754
2017-08-18,111.025185,111.00896,110.978004,110.79604,110.730125,110.68038,110.5379
2017-08-20,111.0018,110.99666,110.801216,110.76239,110.69588,110.556206,110.49099
2017-08-21,110.95507,110.74121,110.837105,110.670364,110.51889,110.52452,110.42567
2017-08-22,110.77727,110.70883,110.66965,110.55396,110.55201,110.47307,110.39072
2017-08-23,110.71745,110.672455,110.52358,110.47208,110.45251,110.39234,110.42101
2017-08-24,110.69875,110.55144,110.53976,110.46891,110.44626,110.42949,110.33334
2017-08-25,110.5694,110.50932,110.494774,110.45865,110.39295,110.354774,110.31538
2017-08-27,110.48287,110.48361,110.45661,110.41517,110.38396,110.316185,110.27229
2017-08-28,110.48319,110.43034,110.37908,110.362976,110.321754,110.3313,110.231766
2017-08-29,110.42391,110.405624,110.355705,110.331726,110.29432,110.25724,110.15867
2017-08-30,110.4533,110.43177,110.3154,110.28496,110.24368,110.183846,110.14766
2017-08-31,110.394485,110.30044,110.27408,110.24708,110.13781,110.159645,109.95213
2017-09-01,110.34452,110.27075,110.20398,110.20116,110.16008,109.94736,109.78936
2017-09-03,110.299,110.18579,110.15191,110.15082,109.945526,109.77977,109.77512
2017-09-04,110.24169,110.17975,110.14244,109.933136,109.81691,109.71089,109.73695
2017-09-05,110.22576,110.151,109.93428,109.77884,109.79006,109.70125,109.608444
2017-09-06,110.130104,109.950714,109.72238,109.74372,109.6186,109.598885,109.48842
2017-09-07,109.91356,109.74383,109.76349,109.73803,109.571945,109.543755,109.48953
2017-09-08,109.83286,109.76218,109.69314,109.61067,109.52656,109.49985,109.48726
2017-09-10,109.7621,109.72356,109.61033,109.46307,109.45672,109.47732,109.48839
2017-09-11,109.73412,109.58707,109.4952,109.518135,109.50575,109.4758,109.48619
2017-09-12,109.58033,109.556305,109.481766,109.55928,109.46559,109.4684,109.487305
2017-09-13,109.588394,109.483986,109.52498,109.53493,109.52575,109.52237,109.48265
2017-09-14,109.45947,109.467636,109.54047,109.457886,109.45118,109.48898,109.47789
2017-09-15,109.48384,109.488235,109.554184,109.51246,109.501305,109.514305,109.47779
2017-09-17,109.568794,109.50745,109.454475,109.55328,109.53291,109.51259,109.47771
2017-09-18,109.50073,109.48708,109.52325,109.529175,109.52062,109.47107,109.640755
2017-09-19,109.51694,109.48364,109.479004,109.452644,109.57002,109.60716,109.63649
2017-09-20,109.585396,109.52923,109.49766,109.506905,109.60854,109.766174,109.738434
2017-09-21,109.53004,109.48338,109.49075,109.616776,109.74349,109.724556,109.879456
2017-09-22,109.583405,109.509514,109.61469,109.76918,109.76702,109.79042,109.80837
2017-09-24,109.56165,109.662506,109.738556,109.75835,109.744865,109.7942,109.790215
2017-09-25,109.61709,109.744514,109.748665,109.82756,109.7396,109.76554,109.90615
2017-09-26,109.7332,109.71524,109.8687,109.753204,109.787636,109.89082,110.141426
2017-09-27,109.72766,109.87403,109.79665,109.8061,109.862656,110.119606,110.19948
2017-09-28,109.90138,109.76032,109.77839,109.90927,110.14836,110.1859,110.26592
2017-09-29,109.770966,109.80769,109.91428,110.17029,110.18901,110.235146,110.37169
2017-10-01,109.82373,109.90833,110.146614,110.172386,110.26764,110.348564,110.4081
2017-10-02,109.86902,110.13703,110.237595,110.32275,110.31201,110.419945,110.811615
2017-10-03,110.1673,110.220825,110.26034,110.37355,110.44226,110.837814,111.13254
2017-10-04,110.224075,110.22988,110.360146,110.40119,110.85174,111.16315,111.41756
2017-10-05,110.27859,110.38077,110.42732,110.85811,111.162575,111.42616,111.57247
2017-10-06,110.33746,110.38759,110.83486,111.14763,111.43395,111.58559,111.81327
2017-10-08,110.392105,110.87951,111.10837,111.425156,111.619896,111.79201,111.89306
2017-10-09,110.857285,111.17778,111.37295,111.60789,111.75583,111.872185,111.96451
2017-10-10,111.11672,111.43967,111.55265,111.75416,111.90047,111.97977,112.00274
2017-10-11,111.42542,111.56215,111.774445,111.92309,112.00168,111.97335,112.00768
2017-10-12,111.55229,111.84752,111.90125,111.974335,111.946976,111.940315,111.982544
2017-10-13,111.83235,111.93043,111.94183,112.004654,111.94193,111.99631,112.04921
2017-10-15,111.89168,111.98945,111.93022,111.94445,111.98499,112.11674,112.23781
2017-10-16,111.953094,112.0097,111.95764,112.04788,112.014565,112.23544,112.25126
2017-10-17,112.00057,111.915504,111.992615,112.156235,112.21998,112.24403,112.30263
2017-10-18,111.96754,112.00815,112.06681,112.259544,112.24197,112.357414,112.41068
2017-10-19,111.975624,112.068375,112.220795,112.327644,112.31303,112.388725,112.38579
2017-10-20,112.06745,112.21476,112.253136,112.31146,112.37648,112.385155,112.3879
2017-10-22,112.22115,112.29026,112.3633,112.34884,112.37528,112.389824,112.491615
2017-10-23,112.252464,112.36627,112.38125,112.36893,112.38977,112.5135,112.574356
2017-10-24,112.31779,112.348495,112.37134,112.40571,112.51186,112.58958,112.67243
2017-10-25,112.38518,112.42225,112.41956,112.514755,112.6126,112.6137,112.640465
2017-10-26,112.40843,112.49718,112.549515,112.55755,112.601166,112.6621,112.66052
2017-10-27,112.45077,112.55842,112.58745,112.63568,112.64055,112.66596,112.70947
2017-10-29,112.51845,112.62592,112.62791,112.64273,112.689,112.68685,112.69439
2017-10-30,112.56761,112.63587,112.65689,112.66612,112.65612,112.72944,112.74475
2017-10-31,112.665436,112.670784,112.664116,112.68715,112.70046,112.724625,112.809944
2017-11-01,112.64138,112.66273,112.66708,112.7064,112.73683,112.80922,112.89738
2017-11-02,112.65702,112.72309,112.73276,112.727585,112.75272,112.695305,112.88423
2017-11-03,112.68581,112.73765,112.75044,112.7719,112.88389,112.786476,112.897064
2017-11-05,112.72985,112.7724,112.76077,112.771965,112.83531,112.915375,112.91627
2017-11-06,112.7566,112.74098,112.79852,112.885635,112.88191,112.922104,113.34018
2017-11-07,112.76634,112.76488,112.81282,112.91332,112.91143,113.36265,113.34886
2017-11-08,112.778465,112.810936,112.93311,112.895836,113.30193,113.36448,113.421295
2017-11-09,112.78436,112.87214,112.93144,113.349655,113.401375,113.42129,113.46384
