,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD
2012-12-16,4459.251,4466.4175,4470.066,4474.05,4477.499,4477.4473,4493.1353
2012-12-17,4466.466,4470.066,4474.014,4477.5156,4477.4937,4493.3384,4517.216
2012-12-18,4470.0576,4474.053,4477.4814,4477.4785,4493.2666,4517.3633,4527.461
2012-12-19,4474.055,4477.519,4477.486,4493.444,4517.292,4527.2144,4527.31
2012-12-20,4477.4707,4477.441,4493.208,4517.3657,4527.386,4527.269,4528.9985
2012-12-21,4477.402,4492.933,4517.457,4527.1807,4527.2236,4529.008,4532.904
2012-12-23,4492.99,4517.3447,4527.441,4527.309,4528.9526,4532.7905,4538.54
2012-12-24,4517.299,4527.4087,4527.2954,4529.022,4532.863,4538.51,4539.212
2012-12-26,4527.442,4527.271,4529.0493,4532.7554,4538.4116,4539.1826,4539.2363
2012-12-27,4527.297,4529.0703,4532.798,4538.5957,4539.1504,4539.1323,4554.171
2012-12-28,4529.0474,4532.816,4538.4316,4539.131,4539.1436,4554.288,4568.772
2012-12-30,4532.847,4538.5107,4539.202,4539.1753,4554.3716,4568.7734,4572.428
2012-12-31,4538.4243,4539.1157,4539.119,4554.7544,4568.783,4572.382,4578.452
2013-01-02,4539.0786,4539.203,4554.48,4568.6797,4572.45,4578.649,4580.1064
2013-01-03,4539.225,4554.7314,4568.771,4572.384,4578.467,4580.1846,4588.662
2013-01-04,4554.456,4568.659,4572.4224,4578.641,4580.1533,4588.52,4591.5654
2013-01-06,4568.7856,4572.4346,4578.6733,4580.1616,4588.483,4591.511,4596.697
2013-01-07,4572.476,4578.618,4580.0864,4588.6973,4591.4434,4596.6445,4598.8164
2013-01-08,4578.6836,4580.1187,4588.615,4591.3887,4596.7256,4598.8394,4609.2974
2013-01-09,4580.1396,4588.6636,4591.536,4596.8003,4598.8096,4609.2627,4615.9424
2013-01-10,4588.6567,4591.44,4596.673,4598.9053,4609.3584,4615.878,4616.684
2013-01-11,4591.467,4596.7417,4598.7373,4609.2646,4615.9756,4616.6587,4617.0996
2013-01-13,4596.8857,4598.8247,4609.3545,4615.8735,4616.6567,4617.0864,4619.265
2013-01-14,4598.814,4609.1895,4615.8716,4616.6753,4617.18,4619.256,4628.315
2013-01-15,4609.3926,4615.9326,4616.6743,4617.1514,4619.2915,4628.285,4628.985
2013-01-16,4615.8633,4616.627,4617.175,4619.2935,4628.5293,4628.9805,4634.2363
2013-01-17,4616.678,4617.1606,4619.285,4628.578,4629.0117,4634.22,4641.67
2013-01-18,4617.102,4619.172,4628.3774,4629.0312,4634.351,4641.5444,4657.911
2013-01-20,4619.2905,4628.3193,4628.9927,4634.2847,4641.672,4657.573,4683.904
2013-01-21,4628.5566,4628.9404,4634.1885,4641.643,4657.6616,4683.945,4684.303
2013-01-22,4629.005,4634.2705,4641.705,4657.539,4683.7676,4684.2837,4684.3022
2013-01-23,4634.146,4641.8374,4657.661,4683.8174,4684.217,4684.272,4687.897
2013-01-24,4641.6953,4656.942,4683.746,4684.3364,4684.3276,4687.9556,4688.738
2013-01-25,4657.844,4683.797,4684.2573,4684.253,4687.986,4688.787,4688.891
2013-01-27,4683.7373,4684.214,4684.271,4688.0396,4688.744,4688.952,4689.865
2013-01-28,4684.276,4684.359,4687.932,4688.768,4688.8755,4689.7437,4690.6265
2013-01-29,4684.2783,4687.933,4688.7114,4688.9155,4689.8555,4690.639,4691.4727
2013-01-30,4687.968,4688.737,4688.878,4689.846,4690.685,4691.4526,4700.2275
2013-01-31,4688.7236,4688.929,4689.8467,4690.617,4691.5225,4700.285,4707.625
2013-02-01,4688.964,4689.8228,4690.6196,4691.467,4700.214,4707.867,4711.2085
2013-02-03,4689.8247,4690.564,4691.4604,4700.2812,4707.8403,4711.2266,4718.097
2013-02-04,4690.67,4691.435,4700.091,4707.5386,4711.1763,4718.071,4733.854
2013-02-05,4691.4834,4700.2593,4707.5815,4711.291,4718.089,4734.2036,4742.609
2013-02-06,4700.157,4707.502,4711.1562,4718.0117,4733.4536,4742.5483,4744.995
2013-02-07,4707.7056,4711.193,4717.9434,4734.2295,4742.34,4745.035,4745.917
2013-02-08,4711.1997,4718.159,4733.9497,4742.5645,4745.0703,4745.903,4747.2915
2013-02-10,4718.155,4733.3916,4742.608,4745.0586,4745.9336,4747.302,4760.877
2013-02-11,4732.9263,4742.398,4745.0317,4745.773,4747.288,4760.78,4775.6084
2013-02-12,4742.3594,4745.006,4745.9077,4747.325,4760.8457,4775.5537,4804.2314
2013-02-13,4744.9966,4745.8467,4747.2217,4760.764,4775.4946,4804.249,4835.686
2013-02-14,4745.9233,4747.3115,4760.9346,4775.205,4804.2754,4835.7617,4846.007
2013-02-15,4747.2646,4760.731,4775.4126,4804.2935,4835.511,4846.0195,4851.9307
2013-02-17,4760.67,4775.108,4804.2954,4835.7456,4846.1157,4851.849,4857.868
2013-02-18,4774.992,4803.8228,4835.574,4846.0806,4851.9067,4857.6846,4859.893
2013-02-19,4803.8843,4835.308,4846.128,4851.821,4857.857,4859.9575,4863.857
2013-02-20,4835.17,4846.117,4851.8374,4857.827,4859.935,4863.8613,4877.1616
2013-02-21,4846.1694,4851.9014,4857.8354,4859.92,4863.851,4876.8413,4885.203
2013-02-22,4851.984,4857.701,4859.9717,4863.881,4877.228,4885.232,4891.338
2013-02-24,4857.668,4859.9917,4863.838,4877.2236,4885.191,4891.585,4899.2803
2013-02-25,4859.921,4863.791,4876.969,4885.2188,4891.3936,4899.3867,4913.212
2013-02-26,4863.8525,4877.368,4885.1035,4891.3423,4899.306,4913.423,4929.979
2013-02-27,4877.2065,4885.239,4891.3887,4899.4756,4913.04,4929.9204,4930.3154
2013-02-28,4885.205,4891.402,4899.3047,4912.8975,4930.0264,4930.317,4943.227
2013-03-01,4891.419,4899.486,4912.9717,4929.9185,4930.354,4942.9077,4958.5586
2013-03-03,4899.463,4912.897,4929.926,4930.3145,4943.6206,4958.7593,4980.401
2013-03-04,4913.582,4930.164,4930.325,4943.1025,4958.384,4980.41,4984.749
2013-03-05,4929.8184,4930.321,4943.0654,4958.6113,4980.509,4984.652,4996.869
2013-03-06,4930.3037,4943.1475,4958.531,4980.328,4984.6646,4997.347,4998.749
2013-03-07,4943.2153,4958.527,4980.539,4984.7275,4997.3057,4998.6416,5002.968
2013-03-08,4958.547,4980.43,4984.673,4997.2236,4998.74,5003.055,5016.6934
2013-03-10,4980.388,4984.684,4997.3623,4998.726,5003.0376,5016.438,5030.4736
2013-03-11,4984.7363,4997.4287,4998.6714,5003.047,5016.7964,5030.456,5032.0493
2013-03-12,4996.8564,4998.7056,5003.006,5016.231,5030.5264,5032.036,5041.502
2013-03-13,4998.6655,5002.973,5016.626,5030.6206,5032.025,5041.485,5041.7324
2013-03-14,5003.123,5016.705,5030.4775,5032.0576,5041.4673,5041.6895,5041.7324
2013-03-15,5015.911,5030.4883,5032.0234,5041.5312,5041.7056,5041.691,5041.734
2013-03-17,5030.4653,5032.0244,5041.611,5041.7544,5041.709,5041.693,5041.6924
2013-03-18,5032.0693,5041.6113,5041.7114,5041.6445,5041.6733,5041.739,5041.702
2013-03-19,5041.5864,5041.657,5041.7383,5041.5947,5041.693,5041.6943,5041.735
2013-03-20,5041.727,5041.6357,5041.6445,5041.635,5041.721,5041.6914,5041.7305
2013-03-21,5041.687,5041.696,5041.6807,5041.7495,5041.71,5041.693,5041.6875
2013-03-22,5041.732,5041.7837,5041.6606,5041.801,5041.7056,5041.674,5041.7363
2013-03-24,5041.727,5041.6743,5041.6606,5041.76,5041.702,5041.711,5041.731
2013-03-25,5041.685,5041.7026,5041.706,5041.642,5041.7,5041.7095,5041.687
2013-03-26,5041.733,5041.7305,5041.654,5041.5903,5041.6636,5041.674,5041.729
2013-03-27,5041.7275,5041.708,5041.6963,5041.633,5041.659,5041.745,5041.731
2013-03-28,5041.6846,5041.672,5041.672,5041.7534,5041.7324,5041.6616,5036.5747
2013-03-31,5041.7334,5041.7305,5041.727,5041.807,5041.708,5036.6323,5032.1255
2013-04-01,5041.728,5041.729,5041.7495,5041.764,5036.478,5032.141,5023.417
2013-04-02,5041.684,5041.6895,5041.7324,5036.554,5032.0073,5023.468,5023.58
2013-04-03,5041.734,5041.7017,5036.574,5031.979,5023.589,5023.5957,5023.5728
2013-04-04,5041.729,5036.5728,5032.0625,5023.361,5023.5996,5023.5747,5008.0747
2013-04-05,5036.5693,5032.0044,5023.4175,5023.608,5023.551,5007.8726,4998.734
2013-04-07,5032.1196,5023.6006,5023.518,5023.646,5008.1846,4998.6226,5008.2705
2013-04-08,5023.4087,5023.5894,5023.5854,5007.7656,4998.676,5007.953,5002.2354
2013-04-09,5023.5576,5023.513,5008.0054,4998.7056,5008.3535,5002.1733,4987.5913
2013-04-10,5023.5728,5008.3716,4998.7866,5008.2437,5002.2554,4987.5522,4986.398
2013-04-11,5008.059,4998.7935,5008.2734,5002.283,4987.565,4986.3433,4985.7695
2013-04-12,4998.6567,5008.2974,5002.106,4987.6943,4986.384,4985.781,4981.246
2013-04-14,5008.0396,5002.294,4987.5596,4986.3516,4985.7056,4981.3213,4979.623
2013-04-15,5002.2007,4987.6523,4986.3955,4985.65,4981.1704,4979.54,4976.2495
2013-04-16,4987.5957,4986.383,4985.738,4981.209,4979.608,4976.254,4973.8325
2013-04-17,4986.399,4985.725,4981.195,4979.617,4976.2563,4973.903,4973.4375
2013-04-18,4985.692,4981.211,4979.563,4976.259,4973.874,4973.415,4973.427
2013-04-19,4981.232,4979.6016,4976.316,4973.8438,4973.3823,4973.4736,4973.3716
2013-04-21,4979.5454,4976.1343,4973.897,4973.4146,4973.421,4973.3765,4973.4478
2013-04-22,4976.2954,4973.8184,4973.4487,4973.4688,4973.419,4973.464,4973.479
2013-04-23,4973.86,4973.38,4973.3706,4973.4224,4973.4146,4973.429,4973.4033
2013-04-24,4973.421,4973.4126,4973.511,4973.34,4973.4077,4973.422,4973.457
2013-04-25,4973.425,4973.4683,4973.3545,4973.3633,4973.452,4973.423,4973.4375
2013-04-26,4973.4336,4973.3945,4973.4746,4973.4756,4973.438,4973.3774,4973.426
2013-04-28,4973.498,4973.5244,4973.4487,4973.52,4973.3823,4973.446,4973.841
2013-04-29,4973.3936,4973.435,4973.3696,4973.463,4973.4297,4973.8228,4976.297
2013-04-30,4973.474,4973.4062,4973.512,4973.372,4973.9185,4976.295,4979.6265
2013-05-01,4973.4014,4973.4644,4973.3535,4973.8496,4976.247,4979.593,4981.2495
2013-05-02,4973.3843,4973.4155,4973.8135,4976.249,4979.6006,4981.252,4981.1953
2013-05-03,4973.468,4973.858,4976.255,4979.5566,4981.248,4981.226,4985.756
2013-05-05,4973.8765,4976.2,4979.6035,4981.3335,4981.2295,4985.8096,4986.424
2013-05-06,4976.181,4979.6006,4981.2515,4981.2427,4985.724,4986.36,4988.301
2013-05-07,4979.627,4981.2285,4981.1743,4985.776,4986.439,4988.213,5002.887
2013-05-08,4981.253,4981.2427,4985.697,4986.4097,4988.2896,5003.0093,5013.6787
2013-05-09,4981.21,4985.726,4986.419,4988.2993,5002.8745,5013.708,5030.8105
2013-05-10,4985.6904,4986.4946,4988.356,5002.7764,5013.707,5030.7075,5055.544
2013-05-12,4986.407,4988.286,5002.8745,5013.817,5030.953,5055.2773,5098.0576
2013-05-13,4988.2954,5002.883,5013.8,5030.5195,5055.273,5097.583,5115.083
2013-05-14,5003.0234,5013.7456,5030.443,5055.119,5097.8833,5115.09,5121.1665
2013-05-15,5013.678,5030.9683,5055.0825,5097.463,5115.0786,5121.2495,5133.1235
2013-05-16,5031.017,5055.318,5097.48,5115.1064,5121.352,5132.863,5141.2354
2013-05-17,5055.244,5097.9683,5115.1396,5121.154,5133.761,5141.2905,5144.3228
2013-05-19,5097.733,5115.1797,5121.3477,5133.3794,5141.2983,5144.335,5144.309
2013-05-20,5115.104,5121.1963,5133.477,5141.218,5144.3237,5144.325,5144.3726
2013-05-21,5121.345,5133.1025,5141.1875,5144.3677,5144.3228,5144.364,5144.386
2013-05-22,5133.5337,5141.2773,5144.2935,5144.346,5144.3716,5144.3203,5144.322
2013-05-23,5141.323,5144.2764,5144.3784,5144.3677,5144.393,5144.324,5144.3076
2013-05-24,5144.333,5144.3438,5144.365,5144.346,5144.3574,5144.3647,5144.3745
2013-05-26,5144.3657,5144.438,5144.3643,5144.368,5144.387,5144.3203,5144.3887
2013-05-27,5144.323,5144.4414,5144.315,5144.346,5144.328,5144.324,5144.321
2013-05-28,5144.3267,5144.3667,5144.296,5144.3687,5144.389,5144.3647,5144.3066
2013-05-29,5144.3667,5144.269,5144.3584,5144.3457,5144.394,5144.3193,5144.3765
2013-05-30,5144.3223,5144.267,5144.367,5144.369,5144.377,5144.324,5144.3916
2013-05-31,5144.326,5144.344,5144.3364,5144.3457,5144.345,5144.367,5144.32
2013-06-02,5144.3677,5144.445,5144.3516,5144.3696,5144.3506,5144.319,5144.3047
2013-06-03,5144.3213,5144.448,5144.323,5144.345,5144.347,5144.3237,5144.377
2013-06-04,5144.326,5144.3687,5144.383,5144.3696,5144.347,5144.368,5144.392
2013-06-05,5144.369,5144.264,5144.39,5144.345,5144.3867,5144.3193,5144.318
2013-06-06,5144.3213,5144.2607,5144.312,5144.3696,5144.328,5144.324,5144.3027
2013-06-07,5144.326,5144.3423,5144.292,5144.3447,5144.314,5144.3696,5136.614
2013-06-09,5144.37,5144.45,5144.3623,5144.3696,5144.3345,5136.5137,5121.186
2013-06-10,5144.3213,5144.453,5144.3706,5144.3447,5136.48,5121.7754,5079.0244
2013-06-11,5144.326,5144.3696,5144.34,5136.3076,5121.9,5079.6123,5032.721
2013-06-12,5144.371,5144.2593,5136.543,5121.375,5079.424,5033.0635,4985.147
2013-06-13,5144.3213,5136.622,5121.5386,5079.0693,5032.9136,4985.5845,4951.3516
2013-06-14,5136.6025,5121.1133,5079.207,5032.674,4985.207,4951.288,4950.819
2013-06-16,5121.198,5078.8037,5032.795,4985.0405,4951.3516,4950.749,4946.2354
2013-06-17,5078.866,5032.402,4985.148,4951.391,4950.818,4946.4634,4938.812
2013-06-18,5032.4536,4984.765,4951.4062,4950.7847,4946.2275,4938.2705,4918.7173
2013-06-19,4984.8076,4951.4043,4950.8145,4946.2964,4938.795,4918.4497,4907.0728
2013-06-20,4951.4424,4950.801,4946.236,4938.853,4918.675,4907.0757,4883.7495
2013-06-21,4950.817,4946.3633,4938.9863,4918.7104,4907.237,4883.7925,4870.275
2013-06-23,4946.206,4938.3296,4918.665,4907.2617,4883.8696,4870.3403,4847.327
2013-06-24,4938.592,4918.39,4907.214,4883.8745,4870.159,4847.4253,4822.603
2013-06-25,4918.432,4907.172,4883.864,4870.1523,4847.1914,4822.5396,4813.8804
2013-06-26,4907.1943,4883.7485,4870.1606,4847.1675,4822.4507,4813.967,4806.7773
2013-06-27,4883.7715,4870.221,4847.208,4822.4097,4813.9976,4806.967,4795.453
2013-06-28,4870.244,4847.1904,4822.4795,4813.9478,4807.052,4795.4517,4782.5786
2013-06-30,4847.2134,4822.3926,4814.0303,4806.9976,4795.504,4782.615,4779.0884
2013-07-01,4822.4155,4813.9863,4807.089,4795.4424,4782.6313,4779.0957,4778.2363
2013-07-02,4813.944,4806.943,4795.5444,4782.5625,4779.1006,4778.2407,4778.234
2013-07-03,4806.984,4795.3613,4782.455,4779.1104,4778.2383,4778.2427,4778.2305
2013-07-04,4795.4106,4782.4556,4779.0713,4778.2524,4778.2383,4778.2334,4778.227
2013-07-05,4782.5127,4779.1045,4778.26,4778.2305,4778.2446,4778.2305,4778.246
2013-07-07,4779.133,4778.228,4778.209,4778.221,4778.2393,4778.219,4778.251
2013-07-08,4778.2295,4778.2046,4778.228,4778.263,4778.2437,4778.238,4778.2153
2013-07-09,4778.2173,4778.219,4778.2236,4778.2734,4778.221,4778.265,4778.2114
2013-07-10,4778.2285,4778.2334,4778.232,4778.228,4778.228,4778.265,4778.264
2013-07-11,4778.2554,4778.2373,4778.2314,4778.2188,4778.2617,4778.2666,4778.2295
2013-07-12,4778.2236,4778.2476,4778.207,4778.2656,4778.2324,4778.2363,4778.2793
2013-07-14,4778.2373,4778.2334,4778.2812,4778.277,4778.2383,4778.268,4778.2124
2013-07-15,4778.2295,4778.279,4778.2236,4778.2266,4778.24,4778.26,4779.1475
2013-07-16,4778.2534,4778.259,4778.201,4778.2153,4778.2456,4779.1436,4779.369
2013-07-17,4778.2134,4778.2134,4778.2266,4778.2686,4779.12,4779.361,4779.385
2013-07-18,4778.22,4778.2354,4778.2207,4779.1455,4779.377,4779.3784,4780.9644
2013-07-19,4778.2246,4778.282,4779.092,4779.3047,4779.377,4780.97,4791.0254
2013-07-21,4778.228,4779.145,4779.3926,4779.337,4780.9316,4791.224,4802.0933
2013-07-22,4779.1587,4779.376,4779.378,4780.943,4791.0977,4802.4214,4815.601
2013-07-23,4779.3975,4779.3936,4780.981,4791.1875,4802.1465,4815.309,4828.141
2013-07-24,4779.343,4780.929,4791.0996,4802.4326,4815.6353,4828.023,4834.777
2013-07-25,4780.9565,4791.1465,4802.247,4815.3735,4827.99,4834.686,4847.1045
2013-07-26,4791.274,4802.348,4815.4336,4828.0605,4834.6562,4846.648,4869.2637
2013-07-28,4802.522,4815.5986,4827.963,4834.8433,4846.968,4868.99,4890.796
2013-07-29,4815.1577,4827.991,4834.7695,4846.8545,4869.278,4890.359,4924.7744
2013-07-30,4828.156,4834.877,4846.4453,4869.3027,4890.6206,4924.1245,4942.7466
2013-07-31,4834.661,4847.1245,4869.166,4890.759,4924.3525,4942.921,4946.6553
2013-08-01,4846.9673,4869.2534,4890.5376,4924.6406,4942.7944,4946.657,4946.8745
2013-08-02,4869.3984,4890.7603,4924.3037,4942.9243,4946.653,4946.884,4951.744
2013-08-04,4890.844,4924.709,4942.758,4946.6143,4946.8896,4951.7666,4955.1587
2013-08-05,4924.708,4942.83,4946.5986,4946.8745,4951.854,4955.1826,4957.9854
2013-08-06,4942.7974,4946.6714,4946.866,4951.7085,4955.149,4958.015,4966.0884
2013-08-07,4946.6685,4946.902,4951.78,4955.2114,4958.054,4966.0938,4968.723
2013-08-08,4946.8716,4951.736,4955.1987,4958.046,4966.108,4968.7163,4968.927
2013-08-09,4951.7964,4955.1978,4958.0317,4966.427,4968.723,4968.895,4980.0337
2013-08-11,4955.161,4958.0474,4966.201,4968.6973,4968.901,4980.199,4987.154
2013-08-12,4958.0596,4966.402,4968.7197,4968.9526,4980.0986,4986.9717,4994.8755
2013-08-13,4966.334,4968.767,4968.9565,4980.1226,4987.0396,4994.811,4998.7095
2013-08-14,4968.6973,4968.96,4980.1675,4987.0625,4994.7847,4998.817,4999.1724
2013-08-15,4968.894,4980.1304,4987.0586,4994.8076,4998.7837,4999.145,5000.937
2013-08-16,4980.1646,4987.1514,4994.752,4998.786,4999.154,5000.949,5002.426
2013-08-18,4986.984,4994.787,4998.7935,4999.1655,5000.9473,5002.452,5004.2256
2013-08-19,4994.765,4998.803,4999.116,5000.993,5002.4214,5004.291,5017.3833
2013-08-20,4998.7476,4999.15,5000.9883,5002.4575,5004.292,5016.9185,5018.1997
2013-08-21,4999.158,5000.95,5002.467,5004.2607,5017.137,5018.1743,5024.667
2013-08-22,5000.9165,5002.429,5004.326,5017.168,5018.2085,5024.5933,5033.069
2013-08-23,5002.4336,5004.303,5017.1206,5018.211,5024.632,5033.2827,5036.8457
2013-08-25,5004.344,5017.1035,5018.171,5024.6934,5033.3105,5036.8154,5050.262
2013-08-26,5016.8364,5018.239,5024.651,5032.998,5036.7783,5050.176,5056.624
2013-08-27,5018.1113,5024.6885,5033.322,5036.84,5050.074,5056.775,5057.904
2013-08-28,5024.6973,5033.3076,5036.756,5050.4834,5056.636,5057.9365,5058.2407
2013-08-29,5033.1587,5036.7427,5050.927,5056.641,5057.9365,5058.299,5059.3145
2013-08-30,5036.777,5050.6694,5056.6987,5057.96,5058.254,5059.263,5064.0664
2013-09-01,5050.3306,5056.6504,5057.9,5058.277,5059.297,5064.1084,5069.433
2013-09-02,5056.7324,5057.965,5058.2554,5059.284,5063.9297,5069.3833,5074.4395
2013-09-03,5057.952,5058.2974,5059.295,5063.952,5069.444,5074.322,5075.6836
2013-09-04,5058.244,5059.323,5063.959,5069.393,5074.3857,5075.684,5076.6416
2013-09-05,5059.2793,5063.943,5069.456,5074.4243,5075.738,5076.665,5078.2207
2013-09-06,5064.0776,5069.417,5074.421,5075.6934,5076.5757,5078.278,5082.7812
2013-09-08,5069.415,5074.3594,5075.72,5076.6416,5078.2217,5082.8506,5084.1934
2013-09-09,5074.486,5075.693,5076.585,5078.212,5082.943,5084.182,5088.818
2013-09-10,5075.6387,5076.604,5078.1963,5082.862,5084.1943,5088.923,5103.616
2013-09-11,5076.6284,5078.2334,5082.85,5084.198,5088.816,5102.876,5111.791
2013-09-12,5078.232,5082.782,5084.1797,5088.8047,5103.729,5111.8745,5113.7095
2013-09-13,5082.872,5084.1567,5088.815,5103.4062,5111.7715,5113.7163,5114.392
2013-09-15,5084.149,5088.711,5103.333,5111.798,5113.7183,5114.3906,5118.6436
2013-09-16,5088.861,5103.699,5111.7236,5113.7256,5114.39,5118.6777,5120.285
2013-09-17,5103.349,5111.767,5113.777,5114.327,5118.6885,5120.1445,5134.825
2013-09-18,5111.8076,5113.6846,5114.331,5118.6646,5120.185,5135.6885,5144.9565
2013-09-19,5113.7744,5114.3433,5118.6953,5120.223,5135.2324,5144.9253,5147.2095
2013-09-20,5114.426,5118.6465,5120.2188,5135.1265,5144.694,5147.244,5161.48
2013-09-22,5118.702,5120.228,5135.3643,5144.835,5147.2773,5161.418,5168.909
2013-09-23,5120.3003,5134.8765,5144.9355,5147.1094,5161.688,5168.83,5171.257
2013-09-24,5134.933,5144.8545,5147.1846,5162.09,5168.8394,5171.2407,5185.9185
2013-09-25,5144.8154,5147.1084,5161.565,5168.8774,5171.3037,5185.731,5190.408
2013-09-26,5147.244,5162.1934,5168.83,5171.248,5185.5137,5190.3403,5204.6953
2013-09-27,5162.015,5168.8574,5171.1323,5185.1245,5190.343,5205.1313,5216.219
2013-09-29,5168.9263,5171.147,5185.85,5190.3306,5204.899,5216.205,5216.185
2013-09-30,5171.2236,5186.006,5190.3623,5204.9077,5216.116,5216.177,5219.184
2013-10-01,5185.6123,5190.401,5204.8135,5216.0977,5216.1704,5219.2446,5219.196
2013-10-02,5190.4077,5205.0195,5216.136,5216.1826,5219.2407,5219.223,5219.2363
2013-10-03,5204.799,5216.049,5216.1924,5219.217,5219.2236,5219.245,5219.1963
2013-10-04,5216.237,5216.198,5219.2036,5219.226,5219.2095,5219.223,5219.2104
2013-10-06,5216.2637,5219.2256,5219.2056,5219.234,5219.247,5219.245,5219.209
2013-10-07,5219.224,5219.219,5219.242,5219.243,5219.2344,5219.223,5223.3057
2013-10-08,5219.218,5219.2134,5219.192,5219.2593,5219.206,5223.4146,5223.37
2013-10-09,5219.26,5219.248,5219.194,5219.2134,5223.2935,5223.3057,5224.098
2013-10-10,5219.226,5219.2095,5219.236,5223.332,5223.3145,5224.046,5228.002
2013-10-11,5219.2896,5219.2104,5223.3545,5223.393,5224.0547,5228.1543,5228.606
2013-10-13,5219.2466,5223.2646,5223.3315,5224.04,5228.1245,5228.6206,5232.438
2013-10-14,5223.3403,5223.3267,5224.0854,5228.1235,5228.6978,5232.453,5232.68
2013-10-15,5223.3096,5224.1797,5228.0483,5228.616,5232.4326,5232.7207,5232.7983
2013-10-16,5224.095,5228.1514,5228.5806,5232.4595,5232.706,5232.873,5240.2686
2013-10-17,5228.1167,5228.6455,5232.4766,5232.779,5232.888,5240.32,5240.461
2013-10-18,5228.647,5232.4214,5232.6357,5232.884,5240.3555,5240.4336,5244.361
2013-10-20,5232.451,5232.6826,5232.835,5240.4478,5240.4287,5244.417,5244.8896
2013-10-21,5232.6777,5232.8486,5240.414,5240.4595,5244.38,5244.898,5247.9863
2013-10-22,5232.8086,5240.331,5240.46,5244.4844,5244.875,5248.131,5250.3013
2013-10-23,5240.359,5240.458,5244.406,5244.8213,5248.089,5250.289,5250.2905
2013-10-24,5240.4385,5244.391,5244.8774,5248.0864,5250.3794,5250.3022,5251.8906
2013-10-25,5244.392,5244.915,5248.06,5250.291,5250.234,5251.998,5257.7686
2013-10-27,5244.832,5248.055,5250.3105,5250.2437,5251.927,5257.9404,5257.874
2013-10-28,5248.1323,5250.2256,5250.315,5251.963,5257.94,5257.827,5257.7983
2013-10-29,5250.3584,5250.312,5251.9297,5257.9023,5257.861,5257.8027,5257.8696
2013-10-30,5250.2783,5251.969,5257.7495,5257.8384,5257.829,5257.7856,5269.6978
2013-10-31,5251.972,5257.863,5257.8335,5257.8267,5257.8486,5269.6924,5284.489
2013-11-01,5257.8843,5257.8496,5257.823,5257.8604,5269.5396,5284.4346,5295.4673
2013-11-03,5257.7974,5257.8843,5257.8594,5269.6685,5284.5605,5295.38,5302.6426
2013-11-04,5257.8413,5257.83,5269.7837,5284.5063,5295.471,5302.7534,5317.4893
2013-11-05,5257.915,5269.514,5284.234,5295.452,5302.729,5318.2695,5340.4697
2013-11-06,5269.5215,5284.4917,5295.5664,5302.7334,5317.833,5340.8013,5346.1475
2013-11-07,5284.4214,5295.4556,5302.6426,5317.88,5340.706,5346.1353,5349.6206
2013-11-08,5295.556,5302.677,5318.095,5340.807,5346.0596,5349.6885,5349.7256
2013-11-10,5302.7383,5317.0635,5340.8706,5346.1255,5349.6777,5349.6265,5364.503
2013-11-11,5316.9277,5340.1694,5346.136,5349.652,5349.6167,5364.8677,5372.5605
2013-11-12,5340.1743,5346.1694,5349.6196,5349.6157,5364.5684,5372.459,5372.723
2013-11-13,5346.1,5349.7163,5349.65,5364.815,5372.555,5372.7485,5381.3105
2013-11-14,5349.6284,5349.6436,5365.14,5372.427,5372.785,5381.283,5381.371
2013-11-15,5349.6514,5364.3228,5372.343,5372.7964,5381.277,5381.3086,5381.372
2013-11-17,5364.8804,5372.526,5372.7505,5381.2773,5381.2046,5381.332,5381.329
2013-11-18,5372.4414,5372.743,5381.2935,5381.2896,5381.2456,5381.3086,5381.3022
2013-11-19,5372.767,5381.351,5381.353,5381.356,5381.3613,5381.333,5381.2974
2013-11-20,5381.5024,5381.3086,5381.3115,5381.2925,5381.413,5381.3086,5381.26
2013-11-21,5381.34,5381.318,5381.321,5381.3037,5381.3726,5381.333,5381.301
2013-11-22,5381.2695,5381.316,5381.3276,5381.3564,5381.2534,5381.3076,5381.3735
2013-11-24,5381.3965,5381.2773,5381.2896,5381.31,5381.2007,5381.333,5381.3477
2013-11-25,5381.255,5381.335,5381.301,5381.32,5381.242,5381.3076,5381.2856
2013-11-26,5381.365,5381.303,5381.3535,5381.2856,5381.3643,5381.333,5381.323
2013-11-27,5381.3413,5381.333,5381.3203,5381.358,5381.4194,5381.3076,5381.3086
2013-11-28,5381.2686,5381.322,5381.2896,5381.31,5381.3755,5381.333,5381.3394
2013-11-29,5381.4004,5381.335,5381.302,5381.321,5381.2505,5381.3076,5381.3193
2013-12-01,5381.253,5381.319,5381.3555,5381.33,5381.196,5381.333,5381.2607
2013-12-02,5381.367,5381.303,5381.3105,5381.2886,5381.2393,5381.3076,5381.302
2013-12-03,5381.342,5381.27,5381.32,5381.3047,5381.366,5381.3335,5375.533
2013-12-04,5381.2666,5381.322,5381.329,5381.3584,5381.4224,5375.639,5374.9556
2013-12-05,5381.4033,5381.2695,5381.287,5381.3096,5375.537,5374.9893,5371.0527
2013-12-06,5381.251,5381.3325,5381.3003,5375.593,5374.932,5370.9707,5364.4834
2013-12-08,5381.369,5381.3066,5375.466,5375.0015,5371.032,5364.4805,5353.136
2013-12-09,5381.343,5375.529,5374.9487,5371.0117,5364.3726,5352.837,5352.2383
