,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD,AUXAUD
2011-12-22,4217.5654,4202.115,4193.244,4193.2163,4187.473,4170.166,4150.8486
2011-12-23,4201.8535,4193.222,4193.2275,4187.432,4169.6826,4150.294,4134.4766
2011-12-27,4193.383,4193.2354,4187.2197,4169.24,4149.685,4134.303,4132.2407
2011-12-28,4193.232,4187.164,4168.5796,4149.274,4134.1714,4132.2676,4128.9463
2011-12-29,4186.894,4168.1606,4148.767,4134.1133,4132.2393,4128.912,4129.0244
2011-12-30,4167.5303,4148.408,4134.0586,4132.279,4128.926,4128.978,4122.752
2012-01-02,4148.0083,4134.2217,4132.226,4129.0063,4128.994,4122.668,4119.9463
2012-01-03,4134.185,4132.2554,4128.9453,4129.0083,4122.4385,4119.978,4114.5107
2012-01-04,4132.2695,4129.021,4129.0005,4122.3813,4119.9795,4114.769,4114.6904
2012-01-05,4129.029,4129.002,4122.001,4119.9795,4114.6675,4114.694,4119.8623
2012-01-06,4128.966,4121.9365,4119.959,4114.827,4114.6865,4119.8726,4127.4175
2012-01-08,4121.887,4119.976,4114.671,4114.681,4119.8647,4127.6216,4134.502
2012-01-09,4119.9976,4114.8726,4114.728,4119.866,4127.8813,4134.4844,4135.095
2012-01-10,4114.814,4114.695,4119.8164,4127.9185,4134.5205,4135.0522,4135.1123
2012-01-11,4114.711,4119.8896,4128.3047,4134.5454,4135.1016,4135.115,4135.073
2012-01-12,4119.863,4128.563,4134.531,4135.0605,4135.099,4135.086,4135.0547
2012-01-13,4128.633,4134.449,4135.0723,4135.1016,4135.111,4135.115,4135.1133
2012-01-15,4134.44,4135.061,4135.0864,4135.0576,4135.066,4135.0806,4135.092
2012-01-16,4135.049,4135.052,4135.072,4135.025,4135.0337,4135.078,4135.107
2012-01-17,4135.0723,4135.099,4135.0864,4135.0796,4135.076,4135.1187,4135.118
2012-01-18,4135.135,4135.108,4135.0713,4135.0806,4135.1143,4135.074,4135.0483
2012-01-19,4135.096,4135.053,4135.0864,4135.086,4135.0815,4135.106,4135.101
2012-01-20,4135.0835,4135.077,4135.071,4135.0815,4135.0454,4135.09,4135.088
2012-01-22,4135.1396,4135.0693,4135.0874,4135.0728,4135.073,4135.044,4135.092
2012-01-23,4135.078,4135.0605,4135.071,4135.0557,4135.027,4135.051,4135.075
2012-01-24,4135.0996,4135.1157,4135.088,4135.0146,4135.1025,4135.0356,4135.1006
2012-01-25,4135.096,4135.0723,4135.071,4135.063,4135.0244,4135.0845,4135.116
2012-01-26,4135.078,4135.092,4135.089,4135.081,4135.112,4135.0913,4137.9746
2012-01-27,4135.062,4135.0435,4135.0703,4135.1,4135.074,4137.9077,4145.5576
2012-01-29,4135.109,4135.0557,4135.089,4135.107,4138.026,4145.551,4147.019
2012-01-30,4135.0264,4135.0923,4135.0693,4138.0254,4145.457,4146.967,4158.5996
2012-01-31,4135.0874,4135.0396,4137.9976,4145.494,4146.9917,4159.047,4162.106
2012-02-01,4135.1025,4137.937,4145.435,4146.9917,4158.9043,4162.109,4164.6533
2012-02-02,4137.913,4145.5376,4146.926,4159.118,4162.091,4164.612,4176.6675
2012-02-03,4145.7544,4147.0093,4159.1685,4162.1216,4164.647,4177.3784,4200.159
2012-02-05,4147.0146,4159.2866,4162.17,4164.676,4177.045,4200.418,4201.3213
2012-02-06,4159.3706,4162.1494,4164.6636,4177.171,4200.346,4201.2666,4202.647
2012-02-07,4162.086,4164.605,4177.35,4200.754,4201.297,4202.627,4203.271
2012-02-08,4164.627,4177.8105,4200.73,4201.348,4202.579,4203.277,4204.559
2012-02-09,4177.9976,4201.078,4201.308,4202.6147,4203.2686,4204.5083,4206.982
2012-02-10,4201.219,4201.2554,4202.662,4203.2725,4204.5215,4206.9736,4206.9775
2012-02-12,4201.3604,4202.667,4203.2617,4204.484,4206.904,4206.898,4206.96
2012-02-13,4202.624,4203.253,4204.4746,4206.986,4207.019,4206.9766,4206.969
2012-02-14,4203.3325,4204.507,4206.9473,4206.9478,4206.888,4206.929,4207.86
2012-02-15,4204.5337,4206.9546,4206.938,4207.009,4206.99,4207.876,4208.812
2012-02-16,4206.945,4206.9565,4206.9653,4206.851,4207.818,4208.813,4222.6846
2012-02-17,4206.913,4206.9233,4206.904,4207.8633,4208.82,4222.4385,4223.8916
2012-02-19,4206.9253,4206.975,4207.901,4208.7827,4222.498,4223.908,4225.555
2012-02-20,4206.941,4207.826,4208.811,4222.6733,4223.9023,4225.5923,4227.029
2012-02-21,4207.905,4208.844,4222.7144,4223.866,4225.5815,4227.1196,4231.3804
2012-02-22,4208.7876,4222.848,4223.944,4225.592,4227.082,4231.315,4231.915
2012-02-23,4222.96,4223.9106,4225.5825,4227.0854,4231.368,4231.9756,4233.2417
2012-02-24,4223.8345,4225.6196,4227.018,4231.297,4232.0054,4233.267,4234.331
2012-02-26,4225.5874,4227.0747,4231.372,4231.936,4233.2896,4234.34,4243.185
2012-02-27,4227.0576,4231.3853,4231.8677,4233.2295,4234.3687,4243.156,4244.8364
2012-02-28,4231.3086,4231.9824,4233.297,4234.3804,4243.199,4244.9355,4246.415
2012-02-29,4231.923,4233.2734,4234.369,4243.1294,4244.924,4246.3643,4246.3936
2012-03-01,4233.207,4234.34,4243.2227,4245.013,4246.362,4246.366,4246.3496
2012-03-02,4234.371,4243.147,4244.9517,4246.425,4246.3657,4246.332,4246.3213
2012-03-04,4243.157,4244.969,4246.343,4246.2764,4246.329,4246.3984,4246.394
2012-03-05,4245.032,4246.317,4246.4067,4246.3916,4246.386,4246.365,4244.961
2012-03-06,4246.3755,4246.4536,4246.298,4246.3667,4246.4,4244.989,4244.6304
2012-03-07,4246.403,4246.302,4246.376,4246.2896,4245.0005,4244.624,4244.6
2012-03-08,4246.382,4246.4194,4246.398,4244.9917,4244.6177,4244.5903,4245.053
2012-03-09,4246.393,4246.3936,4244.9785,4244.63,4244.692,4244.9053,4246.356
2012-03-11,4246.35,4244.9375,4244.641,4244.6504,4244.969,4246.37,4246.7856
2012-03-12,4244.9175,4244.659,4244.6123,4244.993,4246.363,4246.837,4249.4443
2012-03-13,4244.6587,4244.623,4244.995,4246.455,4246.8213,4249.347,4249.8716
2012-03-14,4244.6333,4244.9883,4246.3726,4246.8047,4249.3677,4249.936,4249.8633
2012-03-15,4244.99,4246.362,4246.8145,4249.246,4249.8916,4249.9253,4249.9497
2012-03-16,4246.3335,4246.796,4249.3584,4249.9136,4249.8496,4249.9175,4259.5654
2012-03-18,4246.7656,4249.333,4249.8955,4249.9185,4249.929,4259.485,4261.498
2012-03-19,4249.343,4249.92,4249.8887,4249.825,4259.4526,4261.453,4262.4414
2012-03-20,4249.8765,4249.9307,4249.888,4259.3813,4261.5054,4262.389,4263.675
2012-03-21,4249.881,4249.8945,4259.579,4261.57,4262.3906,4263.6855,4263.941
2012-03-22,4249.9043,4259.5337,4261.541,4262.405,4263.7046,4263.9746,4264.4546
2012-03-23,4259.4927,4261.572,4262.468,4263.7163,4263.9517,4264.5073,4266.3706
2012-03-25,4261.618,4262.3784,4263.711,4263.8755,4264.56,4266.327,4266.452
2012-03-26,4262.4136,4263.6885,4264.0176,4264.5054,4266.3755,4266.4165,4269.299
2012-03-27,4263.6777,4263.9966,4264.5205,4266.4316,4266.3813,4269.353,4269.641
2012-03-28,4263.995,4264.5293,4266.3247,4266.509,4269.3887,4269.565,4273.413
2012-03-29,4264.407,4266.3228,4266.3594,4269.3013,4269.586,4273.2764,4274.9795
2012-03-30,4266.369,4266.476,4269.21,4269.6553,4273.2886,4274.953,4275.102
2012-04-01,4266.5283,4269.365,4269.617,4273.34,4274.9243,4275.1196,4275.6416
2012-04-02,4269.2705,4269.6216,4273.29,4274.951,4275.102,4275.643,4275.6206
2012-04-03,4269.5903,4273.3364,4274.965,4275.073,4275.62,4275.5864,4275.6406
2012-04-04,4273.2817,4274.974,4275.1367,4275.6787,4275.6553,4275.63,4275.082
2012-04-05,4274.9517,4275.096,4275.5996,4275.5835,4275.6777,4275.064,4275.1597
2012-04-08,4275.1157,4275.614,4275.6816,4275.6235,4275.207,4275.1147,4276.2515
2012-04-09,4275.6274,4275.6113,4275.637,4275.1074,4275.102,4276.3315,4282.4165
2012-04-10,4275.6978,4275.6523,4275.074,4275.0693,4276.328,4282.4644,4290.454
2012-04-11,4275.6685,4275.1216,4275.082,4276.3066,4282.3276,4290.535,4291.1562
2012-04-12,4275.102,4275.035,4276.336,4282.4795,4290.476,4291.0815,4293.738
2012-04-13,4275.071,4276.268,4282.4375,4290.5586,4291.054,4293.783,4296.086
2012-04-15,4276.328,4282.3447,4290.5737,4291.0894,4293.7524,4296.044,4300.122
2012-04-16,4282.3833,4290.503,4291.099,4293.7505,4296.137,4300.1494,4300.5845
2012-04-17,4290.504,4291.1367,4293.734,4296.1436,4300.1245,4300.527,4304.0107
2012-04-18,4291.1924,4293.7236,4296.0938,4300.209,4300.538,4303.93,4304.46
2012-04-19,4293.7446,4296.125,4300.1646,4300.5405,4304.0195,4304.4263,4310.501
2012-04-20,4296.08,4300.1226,4300.582,4304.063,4304.4565,4310.374,4315.535
2012-04-22,4300.135,4300.4355,4303.9985,4304.441,4310.5146,4315.4854,4315.646
2012-04-23,4300.476,4304.0723,4304.4194,4310.384,4315.45,4315.6772,4316.168
2012-04-24,4303.9985,4304.487,4310.4077,4315.467,4315.5996,4316.1064,4321.238
2012-04-25,4304.4497,4310.3994,4315.498,4315.71,4316.093,4321.1377,4322.0186
2012-04-26,4310.5005,4315.4604,4315.6914,4316.112,4321.2095,4322.092,4327.1167
2012-04-27,4315.425,4315.687,4316.1177,4321.159,4322.0405,4327.2017,4336.8784
2012-04-29,4315.666,4316.1436,4321.159,4322.063,4327.141,4336.4756,4339.3906
2012-04-30,4316.131,4321.0654,4322.0527,4327.181,4336.752,4339.3613,4339.696
2012-05-01,4321.2036,4322.097,4327.3027,4336.8643,4339.447,4339.5977,4339.647
2012-05-02,4322.009,4327.179,4336.7734,4339.3726,4339.6636,4339.6934,4339.6367
2012-05-03,4327.1743,4336.6704,4339.298,4339.649,4339.69,4339.6577,4339.6045
2012-05-04,4336.867,4339.335,4339.655,4339.6133,4339.69,4339.724,4339.6284
2012-05-06,4339.323,4339.6685,4339.6436,4339.622,4339.656,4339.68,4339.618
2012-05-07,4339.6997,4339.6685,4339.6357,4339.6763,4339.6685,4339.6353,4339.306
2012-05-08,4339.6646,4339.6685,4339.618,4339.648,4339.626,4339.3726,4336.711
2012-05-09,4339.6426,4339.6685,4339.6875,4339.613,4339.3296,4336.704,4327.2134
2012-05-10,4339.7026,4339.6685,4339.6743,4339.3726,4336.6646,4327.0923,4321.08
2012-05-11,4339.657,4339.6685,4339.341,4336.704,4327.093,4321.1084,4316.2153
2012-05-13,4339.7026,4339.334,4336.718,4327.3125,4321.0356,4316.1562,4315.704
2012-05-14,4339.331,4336.754,4327.0776,4321.141,4316.0713,4315.64,4315.47
2012-05-15,4336.682,4327.0054,4321.098,4316.19,4315.6465,4315.4854,4310.3027
2012-05-16,4327.14,4321.107,4316.184,4315.7,4315.545,4310.4336,4310.4766
2012-05-17,4321.2026,4316.1343,4315.6846,4315.5063,4310.4893,4310.3545,4310.475
2012-05-18,4316.0303,4315.6436,4315.4194,4310.402,4310.3965,4310.407,4310.423
2012-05-20,4315.669,4315.531,4310.4463,4310.4297,4310.433,4310.412,4310.4653
2012-05-21,4315.484,4310.4473,4310.399,4310.5005,4310.428,4310.343,4310.441
2012-05-22,4310.3896,4310.3843,4310.443,4310.4663,4310.4883,4310.4106,4306.4893
2012-05-23,4310.4087,4310.422,4310.4375,4310.395,4310.468,4306.446,4306.4185
2012-05-24,4310.4673,4310.4595,4310.3696,4310.429,4306.448,4306.459,4299.3257
2012-05-25,4310.4683,4310.3843,4310.426,4306.5,4306.4604,4299.0825,4296.1523
2012-05-27,4310.47,4310.4272,4306.494,4306.5303,4299.1055,4296.1377,4291.3916
2012-05-28,4310.4053,4306.424,4306.468,4299.267,4296.1504,4291.3096,4274.888
2012-05-29,4306.4785,4306.44,4299.3657,4296.164,4291.42,4275.267,4271.7803
2012-05-30,4306.4985,4299.0103,4296.186,4291.366,4274.97,4271.884,4260.677
2012-05-31,4299.105,4296.1313,4291.3525,4275.342,4271.9243,4260.548,4248.663
2012-06-01,4296.1484,4291.3223,4275.191,4271.849,4260.6465,4248.718,4231.645
2012-06-03,4291.346,4275.0693,4271.7695,4260.5146,4248.5464,4231.738,4187.893
2012-06-04,4275.128,4271.842,4260.6123,4248.469,4231.643,4187.823,4141.3022
2012-06-05,4271.8877,4260.6577,4248.7314,4232.35,4187.7285,4141.133,4112.5596
2012-06-06,4260.571,4248.635,4231.653,4188.8096,4141.2803,4112.349,4104.6265
2012-06-07,4248.5483,4231.488,4188.103,4142.1074,4112.4253,4104.6206,4100.467
2012-06-08,4231.5283,4187.3896,4141.639,4112.177,4104.563,4100.587,4094.0662
2012-06-10,4187.3896,4140.8267,4112.1626,4104.6113,4100.487,4094.036,4090.591
2012-06-11,4140.8037,4112.7236,4104.591,4100.4863,4094.0547,4090.6423,4084.0347
2012-06-12,4112.6885,4104.6675,4100.548,4094.0688,4090.5967,4084.0186,4083.9482
2012-06-13,4104.709,4100.4624,4094.1218,4090.6448,4084.1265,4083.974,4083.9119
2012-06-14,4100.455,4094.2178,4090.5935,4083.934,4083.9758,4083.8542,4083.863
2012-06-15,4094.064,4090.5955,4084.0303,4084.0557,4083.9011,4083.8574,4083.8865
2012-06-17,4090.5127,4084.0154,4083.9646,4083.875,4083.8906,4083.9045,4076.8276
2012-06-18,4083.9058,4083.9707,4083.8933,4083.9172,4083.912,4076.718,4074.7876
2012-06-19,4083.9907,4083.9,4083.8706,4083.9163,4076.8066,4074.7986,4068.9214
2012-06-20,4083.9114,4083.9243,4083.8623,4076.7454,4074.7974,4068.6597,4066.4858
2012-06-21,4083.8757,4083.8853,4076.7551,4074.755,4068.9001,4066.356,4066.3066
2012-06-22,4083.8787,4076.6904,4074.7742,4068.7705,4066.4133,4066.348,4065.2644
2012-06-24,4076.671,4074.7637,4068.747,4066.4534,4066.3726,4065.2896,4062.2021
2012-06-25,4074.7932,4068.7864,4066.4236,4066.4014,4065.2969,4062.2234,4062.1995
2012-06-26,4068.7644,4066.4502,4066.3596,4065.3142,4062.2117,4062.1826,4062.1997
2012-06-27,4066.471,4066.3848,4065.2764,4062.2507,4062.2273,4062.1436,4062.195
2012-06-28,4066.3804,4065.3496,4062.2349,4062.147,4062.1946,4062.228,4062.1567
2012-06-29,4065.31,4062.1653,4062.1995,4062.2659,4062.1733,4062.1614,4062.2002
2012-07-01,4062.2217,4062.1724,4062.1653,4062.1724,4062.2312,4062.2031,4066.3042
2012-07-02,4062.1355,4062.1714,4062.2366,4062.1934,4062.2373,4066.3967,4066.4446
2012-07-03,4062.189,4062.179,4062.1863,4062.2559,4066.3286,4066.4434,4074.9458
2012-07-04,4062.2073,4062.2273,4062.1995,4066.3296,4066.4211,4074.9375,4074.941
2012-07-05,4062.195,4062.1975,4066.3845,4066.406,4074.7961,4074.9429,4074.9644
2012-07-06,4062.1726,4066.3645,4066.47,4074.7703,4074.9868,4074.976,4074.826
2012-07-08,4066.3943,4066.4033,4074.9033,4074.927,4074.963,4074.8083,4074.7825
2012-07-09,4066.3804,4074.7935,4074.9578,4074.9326,4074.81,4074.7737,4074.8281
2012-07-10,4074.7896,4074.9434,4074.938,4074.7893,4074.7727,4074.7722,4074.8955
2012-07-11,4074.9624,4075.0095,4074.844,4074.8499,4074.7854,4074.9512,4076.6707
2012-07-12,4074.9587,4074.8193,4074.8357,4074.8208,4074.9553,4076.6829,4079.2249
2012-07-13,4074.7854,4074.8281,4074.7834,4074.936,4076.6475,4079.1711,4079.142
2012-07-15,4074.8518,4074.7595,4074.9968,4076.6428,4078.9863,4079.1597,4079.1648
2012-07-16,4074.8064,4074.9094,4076.7048,4078.976,4079.1646,4079.1392,4079.142
2012-07-17,4074.936,4076.6682,4079.1692,4079.107,4079.1301,4079.16,4083.961
2012-07-18,4076.6707,4079.0786,4079.19,4079.2312,4079.146,4083.8481,4079.1748
2012-07-19,4079.0771,4079.1965,4079.1296,4079.2083,4083.873,4079.1025,4079.1206
2012-07-20,4079.1804,4079.1604,4079.1602,4083.906,4079.2861,4079.111,4079.1438
2012-07-22,4079.224,4079.212,4083.8616,4079.1934,4079.1587,4079.1306,4079.1653
2012-07-23,4079.1804,4083.9028,4079.2136,4079.1238,4079.096,4079.1077,4084.515
2012-07-24,4083.9097,4079.1333,4079.1348,4079.0938,4079.1606,4084.4937,4085.4077
2012-07-25,4079.2556,4079.0073,4079.131,4079.141,4084.3948,4085.4297,4087.1963
2012-07-26,4079.1545,4079.1228,4079.1455,4084.5186,4085.4648,4087.168,4089.6035
2012-07-27,4079.1165,4079.1636,4084.517,4085.4873,4087.197,4089.5237,4089.5674
2012-07-29,4079.155,4084.4844,4085.4556,4087.2131,4089.5034,4089.5525,4089.5325
2012-07-30,4084.384,4085.4329,4087.1494,4089.5234,4089.5378,4089.5378,4100.3438
2012-07-31,4085.4734,4087.232,4089.5205,4089.5225,4089.604,4100.4775,4104.0312
2012-08-01,4087.182,4089.556,4089.5557,4089.563,4100.9023,4104.0273,4107.9614
2012-08-02,4089.5571,4089.5403,4089.5195,4100.868,4104.1167,4107.9263,4108.1235
2012-08-03,4089.5486,4089.5635,4100.6294,4104.1147,4107.9272,4108.1553,4110.697
2012-08-05,4089.544,4100.861,4104.083,4107.9146,4108.129,4110.681,4111.2344
2012-08-06,4100.784,4104.1143,4107.9873,4108.14,4110.611,4111.254,4111.5625
2012-08-07,4104.0767,4107.963,4108.113,4110.6235,4111.253,4111.53,4126.3145
2012-08-08,4107.8726,4108.168,4110.62,4111.214,4111.559,4126.2593,4128.847
2012-08-09,4108.11,4110.6807,4111.205,4111.561,4126.242,4128.915,4134.238
2012-08-10,4110.661,4111.235,4111.5557,4125.985,4128.8213,4134.1724,4148.8096
2012-08-12,4111.295,4111.5884,4126.3374,4128.9307,4134.244,4149.258,4164.092
2012-08-13,4111.469,4125.9614,4128.851,4134.1685,4149.1807,4164.16,4179.014
2012-08-14,4125.9727,4128.9146,4134.3066,4148.916,4164.206,4178.7695,4201.819
2012-08-15,4128.8154,4134.166,4148.9375,4164.2275,4178.2183,4201.4087,4211.531
2012-08-16,4134.1646,4148.952,4164.0903,4177.986,4201.2944,4211.37,4217.306
2012-08-17,4148.766,4164.0977,4178.901,4201.114,4211.2407,4217.419,4218.824
2012-08-19,4164.2275,4178.47,4201.552,4211.488,4217.185,4218.76,4222.8286
2012-08-20,4178.545,4201.2124,4211.4946,4217.241,4218.85,4222.8945,4225.7856
2012-08-21,4201.2285,4211.506,4217.313,4218.7744,4222.856,4225.7983,4238.904
2012-08-22,4211.4194,4217.457,4218.7266,4222.92,4225.794,4239.066,4242.6147
2012-08-23,4217.3545,4218.7603,4222.785,4225.7607,4238.943,4242.6772,4249.9907
2012-08-24,4218.7324,4222.7827,4225.789,4239.0537,4242.5854,4250.12,4254.084
2012-08-26,4222.876,4225.8345,4239.0215,4242.6157,4250.124,4254.1064,4254.798
2012-08-27,4225.8506,4238.9956,4242.669,4250.35,4254.0737,4254.886,4257.57
2012-08-28,4238.983,4242.6704,4250.225,4253.962,4254.8833,4257.6187,4261.7256
2012-08-29,4242.694,4250.307,4254.1606,4254.8813,4257.6445,4261.827,4267.5166
2012-08-30,4250.183,4254.0596,4254.846,4257.6265,4261.8228,4267.614,4269.6323
2012-08-31,4254.1294,4254.891,4257.6387,4261.794,4267.597,4269.5405,4279.393
2012-09-02,4254.831,4257.6294,4261.8613,4267.6187,4269.6216,4279.3945,4292.415
2012-09-03,4257.5854,4261.7627,4267.5635,4269.5366,4279.4053,4292.2803,4292.8877
2012-09-04,4261.8394,4267.5312,4269.5747,4279.44,4292.2764,4292.9043,4294.0737
2012-09-05,4267.6323,4269.616,4279.411,4292.256,4292.875,4294.0605,4302.3916
2012-09-06,4269.5547,4279.3926,4292.404,4292.836,4294.0156,4302.385,4314.5166
2012-09-07,4279.286,4292.2993,4292.98,4293.9585,4302.3687,4314.311,4322.2363
2012-09-09,4292.4307,4292.9106,4294.027,4302.3896,4314.327,4322.195,4329.9097
2012-09-10,4292.8667,4294.055,4302.3706,4314.647,4322.221,4329.9854,4331.4756
2012-09-11,4294.0415,4302.464,4314.386,4322.126,4330.121,4331.4595,4332.0117
2012-09-12,4302.4995,4314.009,4322.255,4330.0605,4331.3994,4332.0176,4333.941
2012-09-13,4313.996,4322.028,4329.883,4331.474,4331.964,4333.993,4335.867
2012-09-14,4321.986,4329.9487,4331.4663,4332.072,4333.917,4335.795,4338.7627
2012-09-16,4329.9663,4331.55,4332.0513,4333.937,4335.7812,4338.8574,4339.591
2012-09-17,4331.547,4332.0225,4333.931,4335.8477,4338.7373,4339.542,4342.087
2012-09-18,4332.084,4333.989,4335.8027,4338.8135,4339.5854,4342.12,4342.397
2012-09-19,4333.949,4335.743,4338.773,4339.5713,4342.005,4342.357,4343.7925
2012-09-20,4335.7773,4338.7676,4339.5864,4342.0083,4342.262,4343.769,4344.034
2012-09-21,4338.7837,4339.574,4341.99,4342.33,4343.725,4344.08,4346.728
2012-09-23,4339.622,4342.077,4342.333,4343.717,4344.0312,4346.724,4351.383
2012-09-24,4342.0063,4342.3613,4343.7236,4344.059,4346.755,4351.338,4351.331
2012-09-25,4342.406,4343.7593,4344.0156,4346.727,4351.2583,4351.356,4352.011
2012-09-26,4343.677,4344.027,4346.724,4351.376,4351.359,4352.0054,4354.474
2012-09-27,4344.0015,4346.7197,4351.365,4351.3257,4351.967,4354.4814,4356.6104
2012-09-28,4346.7305,4351.2563,4351.4033,4351.966,4354.432,4356.5513,4356.5654
2012-09-30,4351.246,4351.3438,4351.989,4354.396,4356.59,4356.619,4356.5703
2012-10-01,4351.3667,4351.982,4354.476,4356.555,4356.5176,4356.587,4364.2837
2012-10-02,4351.954,4354.4766,4356.5684,4356.5693,4356.6465,4364.6367,4372.0996
2012-10-03,4354.4395,4356.6016,4356.5786,4356.626,4364.368,4372.1865,4374.1587
2012-10-04,4356.5938,4356.58,4356.557,4364.479,4372.174,4374.261,4380.7124
2012-10-05,4356.5205,4356.577,4364.362,4372.34,4374.1187,4380.814,4390.0933
2012-10-07,4356.652,4364.322,4372.2905,4374.187,4380.697,4390.305,4391.928
2012-10-08,4364.5024,4372.1865,4374.196,4380.7188,4390.2627,4391.925,4392.6094
2012-10-09,4372.207,4374.2695,4380.826,4390.3174,4391.8965,4392.554,4394.5386
2012-10-10,4374.2085,4380.847,4390.17,4391.9253,4392.588,4394.577,4397.97
2012-10-11,4380.822,4390.015,4391.9487,4392.6294,4394.5444,4397.974,4399.4927
2012-10-12,4389.91,4391.9297,4392.584,4394.542,4397.997,4399.38,4405.8604
2012-10-14,4392.0083,4392.6577,4394.59,4397.964,4399.4326,4405.8687,4407.772
2012-10-15,4392.589,4394.523,4397.98,4399.4824,4405.9067,4407.6787,4410.6406
2012-10-16,4394.6123,4397.9307,4399.4185,4405.7524,4407.76,4410.6426,4414.613
2012-10-17,4398.024,4399.4546,4405.8765,4407.706,4410.659,4414.6436,4415.469
2012-10-18,4399.538,4405.8086,4407.7227,4410.7173,4414.6313,4415.4414,4430.7534
2012-10-19,4405.853,4407.6763,4410.6987,4414.649,4415.4346,4431.215,4446.2817
2012-10-21,4407.731,4410.726,4414.735,4415.574,4431.1475,4446.331,4460.355
2012-10-22,4410.682,4414.567,4415.4536,4431.253,4446.3047,4460.5547,4473.371
2012-10-23,4414.6606,4415.5093,4431.186,4446.218,4460.274,4473.241,4475.9634
2012-10-24,4415.418,4431.113,4446.072,4460.2964,4473.2524,4475.9517,4479.4644
2012-10-25,4431.5767,4446.102,4461.1855,4473.288,4476.0044,4479.579,4481.8535
2012-10-26,4446.221,4461.1523,4473.255,4476.0073,4479.513,4481.7314,4483.097
2012-10-28,4460.665,4473.36,4476.0,4479.538,4481.7754,4483.109,4483.0747
2012-10-29,4473.474,4475.996,4479.4785,4481.8066,4483.074,4483.088,4483.097
2012-10-30,4475.9536,4479.4995,4481.789,4483.025,4483.1177,4483.0723,4483.0747
2012-10-31,4479.456,4481.8086,4483.011,4482.9707,4483.107,4483.0635,4483.0977
2012-11-01,4481.8525,4483.085,4483.131,4483.0137,4483.0845,4483.051,4483.0747
2012-11-02,4483.048,4483.1304,4483.184,4483.136,4483.1167,4483.08,4483.098
2012-11-04,4483.075,4483.095,4483.1416,4483.191,4483.067,4483.119,4483.0747
2012-11-05,4483.059,4483.1,4483.0186,4483.1475,4483.107,4483.0854,4483.098
2012-11-06,4483.0747,4483.1133,4482.9634,4483.023,4483.0894,4483.115,4483.0747
2012-11-07,4483.049,4483.0303,4483.0073,4482.9673,4483.115,4483.108,4483.098
2012-11-08,4483.142,4483.134,4483.1323,4483.0117,4483.0874,4483.051,4483.0747
2012-11-09,4483.069,4483.0503,4483.187,4483.1387,4483.074,4483.079,4483.098
2012-11-11,4483.0728,4483.03,4483.1426,4483.195,4483.121,4483.118,4483.0747
2012-11-12,4483.0205,4483.097,4483.0166,4483.15,4483.1064,4483.1147,4483.098
2012-11-13,4483.086,4483.068,4482.9604,4483.0215,4483.115,4483.106,4481.7163
2012-11-14,4483.048,4483.0293,4483.006,4482.965,4483.061,4481.8706,4479.541
2012-11-15,4483.0166,4483.1357,4483.1343,4483.0103,4481.8174,4479.445,4477.605
2012-11-16,4483.1045,4483.0605,4483.191,4481.8457,4479.4814,4477.562,4477.4243
2012-11-18,4483.0684,4483.068,4481.808,4479.4854,4477.6475,4477.5054,4477.478
2012-11-19,4483.111,4481.8496,4479.554,4477.5923,4477.453,4477.4697,4475.9834
2012-11-20,4481.818,4479.5005,4477.5986,4477.4536,4477.4727,4476.009,4474.061
2012-11-21,4479.597,4477.5737,4477.4355,4477.4243,4475.9624,4474.056,4470.0884
2012-11-22,4477.587,4477.4307,4477.467,4475.9854,4473.9385,4470.039,4466.399
2012-11-23,4477.501,4477.486,4475.9736,4474.012,4470.0625,4466.39,4459.3027
2012-11-25,4477.4443,4475.9414,4474.0747,4470.029,4466.3516,4459.2935,4459.262
2012-11-26,4475.8926,4474.0737,4470.0645,4466.417,4459.185,4459.296,4459.298
2012-11-27,4474.1865,4470.077,4466.358,4459.2407,4459.241,4459.239,4459.2603
2012-11-28,4470.1055,4466.318,4459.3936,4459.325,4459.2646,4459.227,4459.25
2012-11-29,4466.389,4459.236,4459.2417,4459.183,4459.241,4459.2686,4459.294
2012-11-30,4459.3955,4459.2603,4459.2886,4459.342,4459.2646,4459.196,4459.251
2012-12-02,4459.2275,4459.2554,4459.2695,4459.2197,4459.242,4459.2515,4459.2607
2012-12-03,4459.1807,4459.2246,4459.25,4459.2456,4459.2715,4459.277,4459.3
2012-12-04,4459.2627,4459.261,4459.2397,4459.3257,4459.2417,4459.2886,4459.2637
2012-12-05,4459.3394,4459.262,4459.223,4459.182,4459.2715,4459.3184,4459.27
2012-12-06,4459.229,4459.2603,4459.2573,4459.342,4459.279,4459.217,4459.2104
2012-12-07,4459.226,4459.2603,4459.2495,4459.2188,4459.246,4459.253,4459.2334
2012-12-09,4459.272,4459.261,4459.2363,4459.2456,4459.2646,4459.226,4459.251
2012-12-10,4459.262,4459.261,4459.221,4459.326,4459.232,4459.2954,4466.5146
2012-12-11,4459.251,4459.263,4459.221,4459.181,4459.2515,4466.43,4470.0293
2012-12-12,4459.285,4459.2554,4459.235,4459.3433,4466.438,4470.078,4474.0063
2012-12-13,4459.2715,4459.2065,4459.29,4466.5156,4470.0674,4474.116,4477.467
2012-12-14,4459.217,4459.2603,4466.4937,4470.0977,4473.9404,4477.417,4477.4927
