,USDSEK,USDSEK,USDSEK,USDSEK,USDSEK,USDSEK,USDSEK
2012-12-30,6.6371,6.643753,6.6575623,6.636963,6.617508,6.626152,6.631569
2012-12-31,6.650299,6.650551,6.658287,6.6600037,6.6320877,6.624016,6.6242676
2013-01-02,6.6444397,6.6426697,6.6461716,6.6327972,6.636612,6.6178207,6.6155396
2013-01-03,6.6452484,6.6446304,6.6300583,6.6249466,6.619339,6.60495,6.6106415
2013-01-04,6.649231,6.635765,6.622429,6.6206436,6.6207733,6.6118164,6.602127
2013-01-06,6.636879,6.6220093,6.618492,6.607582,6.614067,6.6050262,6.57917
2013-01-07,6.628891,6.6226807,6.625824,6.5989304,6.6075745,6.601013,6.553673
2013-01-08,6.6237717,6.6046295,6.608017,6.610321,6.594284,6.562317,6.542938
2013-01-09,6.6238785,6.5986176,6.5981827,6.5920486,6.5585175,6.5608826,6.5545654
2013-01-10,6.612694,6.6058273,6.598007,6.5707855,6.5796967,6.5349655,6.5464935
2013-01-11,6.6058197,6.582512,6.557823,6.570717,6.552826,6.535187,6.5431976
2013-01-13,6.609253,6.5706177,6.556938,6.533966,6.5329514,6.5503006,6.5382385
2013-01-14,6.577591,6.5500336,6.558899,6.535492,6.540291,6.5388184,6.515442
2013-01-15,6.5572586,6.5695724,6.571533,6.542549,6.529419,6.527725,6.5390472
2013-01-16,6.5444946,6.53965,6.546089,6.544754,6.5458984,6.5352097,6.5278015
2013-01-17,6.5267334,6.561569,6.533554,6.528702,6.5478516,6.52684,6.540695
2013-01-18,6.5446396,6.5492477,6.5395737,6.5426636,6.5364,6.5209885,6.523773
2013-01-20,6.527809,6.5234833,6.4995956,6.5257416,6.518753,6.5470886,6.51416
2013-01-21,6.5384903,6.5560455,6.533943,6.5325394,6.5282288,6.510063,6.5140076
2013-01-22,6.525154,6.5120926,6.540497,6.5220947,6.5145874,6.4984436,6.5132446
2013-01-23,6.523712,6.524948,6.5469894,6.520569,6.5228195,6.505539,6.5177307
2013-01-24,6.5189667,6.52462,6.5289764,6.5279083,6.514824,6.5180893,6.520317
2013-01-25,6.5259705,6.539337,6.5193787,6.5311584,6.4890137,6.5232086,6.5115814
2013-01-27,6.5412903,6.532707,6.5095673,6.527054,6.516281,6.487526,6.4976196
2013-01-28,6.5131073,6.518608,6.5160217,6.5193405,6.5211945,6.52977,6.5097656
2013-01-29,6.5188675,6.5218506,6.5223694,6.541115,6.5305557,6.5096054,6.503914
2013-01-30,6.5120773,6.5131836,6.513878,6.5102386,6.4961624,6.4943466,6.5143814
2013-01-31,6.5043945,6.5310745,6.519409,6.5153427,6.5069733,6.5044937,6.491646
2013-02-01,6.5044403,6.4891815,6.507889,6.5157623,6.5117493,6.5089874,6.486435
2013-02-03,6.5024414,6.5102005,6.5133133,6.5071487,6.499138,6.498459,6.4922333
2013-02-04,6.4909744,6.5036163,6.5146637,6.5174866,6.5289154,6.490013,6.493187
2013-02-05,6.507187,6.5021973,6.4992447,6.4787827,6.5185165,6.496544,6.476799
2013-02-06,6.505165,6.495041,6.476097,6.4851,6.460968,6.4855576,6.4825516
2013-02-07,6.498642,6.4878387,6.492874,6.47377,6.4852524,6.476761,6.4751816
2013-02-08,6.5076904,6.505722,6.4682465,6.480751,6.4795074,6.4804153,6.469116
2013-02-10,6.4969788,6.498085,6.486473,6.482498,6.466057,6.460655,6.4615173
2013-02-11,6.491562,6.4918823,6.4764633,6.47171,6.465294,6.461746,6.4593887
2013-02-12,6.484421,6.4829636,6.477562,6.464447,6.4606247,6.4520874,6.4551086
2013-02-13,6.4783554,6.467827,6.4639664,6.461342,6.453285,6.440193,6.4451294
2013-02-14,6.4777756,6.464203,6.454918,6.454071,6.457947,6.4419556,6.4400787
2013-02-15,6.4663467,6.457817,6.45446,6.455826,6.4373627,6.4342346,6.419815
2013-02-17,6.4596405,6.450485,6.456871,6.441231,6.4293365,6.4228897,6.404663
2013-02-18,6.457443,6.438347,6.438614,6.4287567,6.4189377,6.4089737,6.4083405
2013-02-19,6.4464874,6.4327927,6.4325943,6.4243393,6.4220123,6.4149704,6.4045944
2013-02-20,6.4342957,6.4286575,6.422592,6.406067,6.407997,6.412201,6.4083405
2013-02-21,6.4340973,6.417488,6.41098,6.411255,6.411377,6.410324,6.404335
2013-02-22,6.4208145,6.4056854,6.40934,6.4072113,6.412636,6.4101334,6.408348
2013-02-24,6.409027,6.4222336,6.4061203,6.407791,6.404602,6.409439,6.4038315
2013-02-25,6.407593,6.3894424,6.4109726,6.4056854,6.3913345,6.403534,6.4086
2013-02-26,6.412346,6.404846,6.4101334,6.4117126,6.4008713,6.4118576,6.403824
2013-02-27,6.4025497,6.3985367,6.4112625,6.398056,6.4104233,6.4116974,6.4082108
2013-02-28,6.413521,6.410713,6.410881,6.4137726,6.397423,6.3950577,6.4238663
2013-03-01,6.399925,6.4199753,6.400299,6.3942795,6.402588,6.406166,6.4104156
2013-03-03,6.4071655,6.4046097,6.4121475,6.3887405,6.4064255,6.3959427,6.3712845
2013-03-04,6.3991547,6.388611,6.418648,6.4091644,6.4121246,6.3874054,6.4053574
2013-03-05,6.405632,6.3950043,6.3971024,6.404045,6.3981476,6.394287,6.3965225
2013-03-06,6.401718,6.3927383,6.3820724,6.387329,6.3902664,6.389473,6.3567734
2013-03-07,6.3928986,6.404724,6.407181,6.3817444,6.3846436,6.3780365,6.361702
2013-03-08,6.386566,6.383621,6.373955,6.395813,6.4094925,6.369774,6.3874664
2013-03-10,6.3955765,6.3980484,6.4015427,6.382324,6.3860474,6.384285,6.378067
2013-03-11,6.4058533,6.3917084,6.3854065,6.3971176,6.389015,6.3842926,6.3809814
2013-03-12,6.395584,6.3782196,6.403595,6.387207,6.399338,6.3940735,6.3904037
2013-03-13,6.3948364,6.378731,6.4007187,6.3583145,6.3936844,6.410309,6.3984833
2013-03-14,6.3582077,6.388481,6.381424,6.3924026,6.374611,6.378601,6.3760223
2013-03-15,6.4034805,6.396927,6.384987,6.389412,6.39666,6.401352,6.409851
2013-03-17,6.3807373,6.3897247,6.3817673,6.4131393,6.4045563,6.400406,6.4240417
2013-03-18,6.3974686,6.4113846,6.414261,6.4019012,6.400635,6.3991776,6.4024734
2013-03-19,6.369789,6.4158325,6.3986206,6.3953247,6.41082,6.4036407,6.4187164
2013-03-20,6.4057617,6.4013443,6.4479675,6.4095383,6.4131165,6.39933,6.406578
2013-03-21,6.388077,6.40316,6.4084015,6.3808365,6.4134064,6.4188538,6.4141846
2013-03-22,6.394722,6.4206543,6.4096375,6.415573,6.4076233,6.4180756,6.418457
2013-03-24,6.4021606,6.434662,6.4077835,6.4147797,6.417717,6.4217453,6.432884
2013-03-25,6.384712,6.3903656,6.4045486,6.4136047,6.4034348,6.4243774,6.438095
2013-03-26,6.430229,6.413269,6.4160614,6.413498,6.4132004,6.4347305,6.4606934
2013-03-27,6.4051056,6.4285583,6.4171143,6.420822,6.4253387,6.435829,6.4354553
2013-03-28,6.4104614,6.4231873,6.4134674,6.438179,6.4508743,6.44236,6.4282837
2013-03-31,6.4078445,6.4249954,6.448456,6.4387283,6.44413,6.425598,6.4454193
2013-04-01,6.424408,6.4277344,6.4304047,6.4441605,6.419197,6.4280777,6.4509735
2013-04-02,6.426216,6.4412155,6.433159,6.4421005,6.446205,6.4358597,6.43808
2013-04-03,6.4333344,6.434883,6.4390793,6.4407043,6.44088,6.4471664,6.443527
2013-04-04,6.4396515,6.436493,6.460434,6.4406586,6.467308,6.4471664,6.447029
2013-04-05,6.4196854,6.44281,6.450737,6.459381,6.454712,6.4499893,6.438835
2013-04-07,6.430359,6.446907,6.455124,6.45652,6.442566,6.4469223,6.432472
2013-04-08,6.4701767,6.453171,6.4381714,6.4557495,6.4720383,6.4295654,6.464943
2013-04-09,6.4618607,6.444069,6.4558563,6.455101,6.4272995,6.4424057,6.4393387
2013-04-10,6.4355164,6.4433975,6.4465637,6.4339523,6.4471054,6.451645,6.440689
2013-04-11,6.442604,6.4471893,6.422043,6.4504776,6.430977,6.432213,6.4307556
2013-04-12,6.4492035,6.4425735,6.438278,6.435257,6.438942,6.4399643,6.4386597
2013-04-14,6.4538345,6.43441,6.4276047,6.445427,6.440048,6.453232,6.4587173
2013-04-15,6.432228,6.4404144,6.4450073,6.437752,6.4427032,6.450279,6.4480286
2013-04-16,6.4337845,6.439293,6.429489,6.441101,6.446747,6.4454727,6.4513016
2013-04-17,6.4494095,6.432083,6.4406967,6.453125,6.455002,6.4650574,6.465706
2013-04-18,6.4356537,6.4476166,6.446289,6.4414597,6.462517,6.4623413,6.4628143
2013-04-19,6.4336777,6.4383774,6.4452057,6.4616165,6.4619064,6.4955826,6.4512634
2013-04-21,6.4427414,6.4543076,6.4522552,6.4608383,6.480629,6.4750824,6.479912
2013-04-22,6.4414062,6.4319305,6.4562607,6.467163,6.4602966,6.480736,6.4829636
2013-04-23,6.4557266,6.4493866,6.4717026,6.472435,6.469055,6.4750443,6.484123
2013-04-24,6.4612885,6.4789505,6.469406,6.4791336,6.470619,6.4941864,6.4890976
2013-04-25,6.466446,6.480385,6.480606,6.4843063,6.4717712,6.4801407,6.4813614
2013-04-26,6.4689026,6.4785156,6.4879227,6.4857483,6.512306,6.485031,6.4982224
2013-04-28,6.480736,6.486641,6.493538,6.4729843,6.4757156,6.5156937,6.5003815
2013-04-29,6.481369,6.4891586,6.495285,6.518753,6.5082397,6.495865,6.526108
2013-04-30,6.4927826,6.4853287,6.4743805,6.4884415,6.49807,6.510002,6.4888306
2013-05-01,6.4982376,6.4763947,6.5005035,6.511429,6.4908295,6.491028,6.504608
2013-05-02,6.510666,6.518631,6.4824295,6.490654,6.480438,6.526909,6.5010986
2013-05-03,6.495796,6.506981,6.4890976,6.5138016,6.521858,6.5095825,6.501358
2013-05-05,6.503853,6.503845,6.5075073,6.5140457,6.498436,6.5032043,6.508171
2013-05-06,6.482132,6.4918976,6.514374,6.5168533,6.504883,6.508629,6.508835
2013-05-07,6.517044,6.480377,6.5192795,6.512398,6.516083,6.4943695,6.5083923
2013-05-08,6.50161,6.498871,6.5049286,6.511032,6.5042267,6.500679,6.5182495
2013-05-09,6.51445,6.5035553,6.5201645,6.506897,6.5182724,6.5150986,6.527977
2013-05-10,6.5119476,6.5098953,6.510971,6.510437,6.5143356,6.502022,6.518364
2013-05-12,6.5085144,6.5143433,6.5030365,6.513916,6.5182343,6.504509,6.512497
2013-05-13,6.5048447,6.5092087,6.5053253,6.530365,6.523567,6.5167313,6.518593
2013-05-14,6.5016937,6.5089264,6.5162888,6.507698,6.521164,6.5119324,6.508133
2013-05-15,6.521858,6.5121155,6.507675,6.510742,6.5177917,6.532425,6.5200043
2013-05-16,6.4984283,6.525749,6.519905,6.5152054,6.5391693,6.5273895,6.521164
2013-05-17,6.5263824,6.527588,6.515518,6.5242157,6.5284348,6.532692,6.5416794
2013-05-19,6.5171967,6.5261536,6.5270996,6.5227203,6.534584,6.5181656,6.5373764
2013-05-20,6.516464,6.5128555,6.5469894,6.5340576,6.5380707,6.532303,6.547058
2013-05-21,6.5228043,6.528282,6.5206604,6.529022,6.5424423,6.5444565,6.5578995
2013-05-22,6.507843,6.5346146,6.5413513,6.5598907,6.556694,6.557617,6.5804825
2013-05-23,6.530365,6.5315247,6.5284348,6.5483932,6.5535126,6.579788,6.57547
2013-05-24,6.539177,6.545532,6.5569687,6.560318,6.578621,6.5908966,6.595749
2013-05-26,6.518257,6.5384903,6.541809,6.578377,6.59243,6.604042,6.6006775
2013-05-27,6.543297,6.558182,6.586548,6.5793533,6.5994263,6.5867615,6.6029053
2013-05-28,6.5492554,6.57798,6.583603,6.5986633,6.5959015,6.5985413,6.6034164
2013-05-29,6.5735855,6.590767,6.588722,6.5942764,6.6031265,6.607643,6.589546
2013-05-30,6.5844803,6.6093597,6.589546,6.603943,6.604042,6.6096344,6.602066
2013-05-31,6.59449,6.596489,6.6028824,6.6054153,6.618881,6.60833,6.603653
2013-06-02,6.615341,6.6058884,6.6048126,6.611305,6.608162,6.6028137,6.5943756
2013-06-03,6.5990295,6.6042404,6.611809,6.609291,6.602173,6.61499,6.5746
2013-06-04,6.6070557,6.603462,6.6144943,6.6007843,6.6023636,6.5734253,6.5948944
2013-06-05,6.609497,6.605629,6.598427,6.6007156,6.581558,6.6048965,6.602478
2013-06-06,6.608452,6.5999527,6.5928116,6.601166,6.5957184,6.5921707,6.595413
2013-06-07,6.601761,6.5955124,6.587837,6.5876007,6.615761,6.5793457,6.610092
2013-06-09,6.599098,6.5991745,6.588661,6.6056824,6.575432,6.5713425,6.618576
2013-06-10,6.579262,6.5831833,6.60981,6.5813828,6.597267,6.601097,6.590584
2013-06-11,6.595146,6.60466,6.5861816,6.592003,6.6138535,6.60231,6.6076355
2013-06-12,6.607239,6.5943985,6.5909576,6.586441,6.56382,6.6088333,6.5670624
2013-06-13,6.5885086,6.5985947,6.598625,6.580475,6.5982513,6.6199646,6.6070023
2013-06-14,6.6193695,6.59877,6.592407,6.604553,6.619545,6.6035767,6.5901184
2013-06-16,6.5876846,6.588814,6.5985794,6.5929794,6.592766,6.6030655,6.587677
2013-06-17,6.600395,6.623375,6.57724,6.5811768,6.596672,6.588791,6.602928
2013-06-18,6.600647,6.591614,6.574394,6.6115265,6.5923004,6.5851746,6.6091003
2013-06-19,6.5777283,6.5931168,6.6102066,6.5868683,6.6040344,6.592827,6.6138306
2013-06-20,6.5877075,6.5629272,6.5636597,6.60083,6.610466,6.6251984,6.6202774
2013-06-21,6.6050186,6.601761,6.617813,6.607292,6.604004,6.6144943,6.618248
2013-06-23,6.581543,6.5812225,6.6073303,6.626396,6.620682,6.6246796,6.616043
2013-06-24,6.5990067,6.6066284,6.6109467,6.6157,6.619095,6.620743,6.6142197
2013-06-25,6.606758,6.6045074,6.6203003,6.6261597,6.62484,6.6100388,6.6128387
2013-06-26,6.606079,6.6183395,6.6197205,6.6136246,6.613312,6.6116333,6.6203384
2013-06-27,6.6172485,6.626091,6.622101,6.6130676,6.6101303,6.6059875,6.610672
2013-06-28,6.6132736,6.6194305,6.6278534,6.629532,6.6260223,6.618622,6.62072
2013-06-30,6.624939,6.6171417,6.6173935,6.626808,6.61512,6.6136703,6.617195
2013-07-01,6.613411,6.6153107,6.617386,6.6224823,6.611229,6.6114883,6.6100693
2013-07-02,6.6170197,6.610344,6.60038,6.607895,6.6147766,6.603096,6.6165237
2013-07-03,6.618202,6.6138,6.605942,6.6216736,6.6124725,6.608719,6.60981
2013-07-04,6.6195297,6.624321,6.630081,6.614708,6.6127014,6.625229,6.6166534
2013-07-05,6.6116943,6.6177063,6.607376,6.6105576,6.6169357,6.623474,6.603668
2013-07-07,6.616745,6.6169662,6.617958,6.6147537,6.616501,6.618408,6.6043777
2013-07-08,6.617874,6.616638,6.6094437,6.62101,6.60334,6.6087036,6.6294785
2013-07-09,6.609741,6.6104965,6.6173553,6.631424,6.609062,6.6394577,6.634598
2013-07-10,6.6163254,6.616829,6.615181,6.6153183,6.625244,6.641571,6.6321793
2013-07-11,6.6096115,6.610367,6.6203537,6.6529007,6.6305084,6.649452,6.651985
2013-07-12,6.6170883,6.617462,6.615906,6.662407,6.6470184,6.6569366,6.6395035
2013-07-14,6.6094437,6.6370773,6.6638565,6.6499634,6.6551743,6.669304,6.6916885
2013-07-15,6.6113663,6.6418533,6.682007,6.680748,6.6603622,6.6396255,6.642784
2013-07-16,6.662712,6.6695023,6.6494827,6.6705246,6.667755,6.655983,6.662567
2013-07-17,6.685417,6.6801224,6.687088,6.653122,6.6677704,6.6622467,6.6701202
2013-07-18,6.6800156,6.646248,6.6577225,6.6631393,6.704216,6.68116,6.688019
2013-07-19,6.66626,6.678932,6.6779633,6.660568,6.6631546,6.661751,6.631546
2013-07-21,6.6891785,6.645607,6.6582336,6.6739044,6.6572876,6.6649094,6.616455
2013-07-22,6.660164,6.67395,6.67099,6.664627,6.671608,6.658798,6.6624146
2013-07-23,6.6797867,6.6565323,6.66835,6.659981,6.641739,6.687584,6.667343
2013-07-24,6.645691,6.630455,6.651924,6.6678085,6.6434937,6.6720505,6.661339
2013-07-25,6.6739273,6.663864,6.6593094,6.6637344,6.6366806,6.664345,6.680336
2013-07-26,6.6298676,6.657463,6.6685257,6.6645203,6.678787,6.6646576,6.66996
2013-07-28,6.6629257,6.651993,6.6817017,6.660652,6.659668,6.6645126,6.6642456
2013-07-29,6.6624527,6.6640167,6.668648,6.6606216,6.6716537,6.667946,6.649475
2013-07-30,6.662445,6.668419,6.685379,6.6567,6.6634674,6.653549,6.6823425
2013-07-31,6.6696625,6.6782837,6.6877823,6.6650925,6.6510468,6.6688614,6.6274414
2013-08-01,6.6519394,6.650566,6.65448,6.6560135,6.675667,6.655922,6.6279297
2013-08-02,6.664543,6.671074,6.6778336,6.663231,6.6394196,6.62381,6.624214
2013-08-04,6.6624146,6.6777344,6.665222,6.6675034,6.6549835,6.6176605,6.5771103
2013-08-05,6.6786957,6.6727905,6.676178,6.61705,6.608017,6.611534,6.632057
2013-08-06,6.651375,6.652458,6.643303,6.611725,6.6122284,6.590088,6.5425797
2013-08-07,6.6739197,6.6220703,6.6094284,6.5940475,6.57798,6.597084,6.581352
2013-08-08,6.6123047,6.616188,6.60289,6.584671,6.609024,6.5981064,6.5569153
2013-08-09,6.6200867,6.6167145,6.5898666,6.6208496,6.5535736,6.60701,6.5585785
2013-08-11,6.613495,6.587181,6.579994,6.587219,6.5553055,6.548401,6.5485764
2013-08-12,6.5915985,6.552269,6.575653,6.5716476,6.567047,6.5418015,6.5484695
2013-08-13,6.5873413,6.5997467,6.58934,6.557022,6.547928,6.5286407,6.544052
2013-08-14,6.576462,6.53817,6.546173,6.5506363,6.5454865,6.5428696,6.5503616
2013-08-15,6.572197,6.5860214,6.5556564,6.5281143,6.541687,6.5367737,6.521179
2013-08-16,6.5463257,6.547081,6.551628,6.554138,6.5180435,6.533127,6.5053024
2013-08-18,6.534088,6.529808,6.548279,6.5453796,6.5329666,6.554558,6.524597
2013-08-19,6.525551,6.520157,6.550514,6.54126,6.548691,6.5268707,6.525444
2013-08-20,6.544014,6.5547485,6.5193787,6.516426,6.537277,6.524887,6.508484
2013-08-21,6.538658,6.5210724,6.5216904,6.504242,6.5259323,6.5248337,6.529152
2013-08-22,6.534012,6.5216293,6.5285263,6.52285,6.5367737,6.5216293,6.492859
2013-08-23,6.5440903,6.5109024,6.531822,6.5264053,6.5292816,6.518936,6.5195694
2013-08-25,6.5201263,6.5364304,6.5290604,6.527237,6.5391006,6.503731,6.518257
2013-08-26,6.5194473,6.5366287,6.535309,6.5002136,6.5198746,6.516464,6.511101
2013-08-27,6.512703,6.5298615,6.518158,6.5084763,6.5182953,6.524147,6.5253754
2013-08-28,6.5211563,6.5186996,6.521637,6.5065002,6.4977417,6.5386124,6.526642
2013-08-29,6.5251694,6.5053406,6.529213,6.5013504,6.5112762,6.537117,6.5271225
2013-08-30,6.5238724,6.527443,6.522438,6.50721,6.510338,6.5143585,6.5170746
2013-09-01,6.521553,6.5079575,6.516205,6.515358,6.530075,6.521858,6.5263367
2013-09-02,6.5246735,6.5287094,6.512085,6.5455017,6.5183716,6.52433,6.5294266
2013-09-03,6.5246506,6.513031,6.515648,6.4982376,6.539818,6.5251007,6.5321426
2013-09-04,6.5157013,6.5212326,6.531044,6.505768,6.5118103,6.530861,6.534378
2013-09-05,6.4927444,6.522934,6.53788,6.5285797,6.530014,6.533745,6.5462036
2013-09-06,6.5205,6.5264053,6.5224075,6.5187225,6.5454407,6.5389633,6.54171
2013-09-08,6.5236664,6.5274277,6.5253525,6.526932,6.52845,6.5421753,6.5365295
2013-09-09,6.5267105,6.535904,6.534355,6.53846,6.5375443,6.5250397,6.5408325
2013-09-10,6.5359497,6.535309,6.5314636,6.5340805,6.532219,6.525284,6.528145
2013-09-11,6.5338516,6.538704,6.535057,6.5295563,6.5285416,6.5255356,6.5355225
2013-09-12,6.545349,6.5337906,6.5274353,6.52845,6.5341644,6.5324783,6.5554276
2013-09-13,6.536293,6.5299377,6.5417557,6.535286,6.517311,6.529114,6.505234
2013-09-15,6.5372543,6.5355377,6.543358,6.526558,6.5335464,6.5433044,6.541298
2013-09-16,6.536888,6.5232086,6.5367355,6.517288,6.500557,6.524109,6.502289
2013-09-17,6.5359497,6.552025,6.5339737,6.4919434,6.53788,6.497345,6.5364914
2013-09-18,6.5185547,6.5425034,6.5361176,6.5295563,6.498863,6.5234833,6.5205765
2013-09-19,6.521332,6.521591,6.5366898,6.542145,6.530075,6.5085297,6.505707
2013-09-20,6.52314,6.5064316,6.539345,6.521637,6.528145,6.5212708,6.530632
2013-09-22,6.530548,6.510582,6.505295,6.535652,6.5179443,6.523056,6.495819
2013-09-23,6.553978,6.524605,6.5354004,6.5032425,6.5185623,6.501854,6.495949
2013-09-24,6.546852,6.50634,6.5171967,6.4944687,6.521042,6.513237,6.515106
2013-09-25,6.5282593,6.499954,6.538353,6.528137,6.515381,6.519081,6.514145
2013-09-26,6.5268555,6.4977036,6.5324707,6.508461,6.508415,6.5042496,6.5050735
2013-09-27,6.519554,6.4926376,6.5094757,6.5166626,6.5198975,6.507431,6.5097275
2013-09-29,6.5022125,6.514572,6.523163,6.506096,6.517021,6.5180817,6.5113144
2013-09-30,6.515396,6.527466,6.508003,6.5109253,6.5066147,6.518425,6.50412
2013-10-01,6.507141,6.503044,6.510475,6.503578,6.5100327,6.5026016,6.4898987
2013-10-02,6.5093384,6.5056,6.515259,6.5101013,6.5046616,6.4989853,6.5052795
2013-10-03,6.506401,6.508049,6.512924,6.5049744,6.5007706,6.502022,6.480339
2013-10-04,6.5077896,6.5074844,6.497818,6.505211,6.50531,6.48085,6.455612
2013-10-06,6.506027,6.5077515,6.5015945,6.49778,6.4727554,6.458336,6.4581833
2013-10-07,6.506172,6.492195,6.492546,6.475456,6.4608154,6.4647217,6.467743
2013-10-08,6.496063,6.492401,6.467285,6.458374,6.4568176,6.4575577,6.449997
2013-10-09,6.493881,6.480652,6.4653397,6.46373,6.4597855,6.4580765,6.470825
2013-10-10,6.4653473,6.4694824,6.4655075,6.461792,6.4583664,6.465103,6.4570312
2013-10-11,6.461998,6.454254,6.4571,6.4623566,6.4653625,6.456726,6.4513474
2013-10-13,6.465065,6.471672,6.4620056,6.4609222,6.4627914,6.4578705,6.4551086
2013-10-14,6.4477158,6.464981,6.461708,6.4633255,6.472664,6.4908447,6.435051
2013-10-15,6.462471,6.4643326,6.4630585,6.4557266,6.4831314,6.438469,6.4413147
2013-10-16,6.4728622,6.4581375,6.4531784,6.4332733,6.425171,6.459648,6.4151764
2013-10-17,6.4425964,6.464981,6.441101,6.4784393,6.423111,6.403801,6.4138947
2013-10-18,6.4543533,6.439171,6.424698,6.460823,6.431198,6.43779,6.407364
2013-10-20,6.4405594,6.432007,6.394684,6.451782,6.418251,6.4383545,6.408928
2013-10-21,6.465538,6.4525833,6.438507,6.4095993,6.440979,6.4078445,6.4270706
2013-10-22,6.4352264,6.4097824,6.463524,6.423401,6.4372025,6.4450912,6.4018707
2013-10-23,6.4321823,6.4225845,6.439293,6.404175,6.433098,6.4242477,6.407875
2013-10-24,6.394394,6.4558945,6.40403,6.416374,6.4020157,6.4116135,6.4114914
2013-10-25,6.4418716,6.4115677,6.453331,6.4049835,6.416527,6.425766,6.410881
2013-10-27,6.402031,6.4032288,6.43454,6.398384,6.398224,6.3995132,6.3853683
2013-10-28,6.4206467,6.3988266,6.4029465,6.41597,6.4069977,6.383461,6.416336
2013-10-29,6.4146957,6.4106674,6.402748,6.4025116,6.402771,6.3939285,6.3925934
2013-10-30,6.423752,6.417198,6.407486,6.370201,6.4156647,6.371048,6.4027557
2013-10-31,6.413536,6.401787,6.3925705,6.4206543,6.4171066,6.415062,6.4314346
2013-11-01,6.3811035,6.39946,6.432686,6.395912,6.4121323,6.4140015,6.424141
2013-11-03,6.4134827,6.413086,6.4016876,6.398506,6.3907013,6.4602585,6.43219
2013-11-04,6.4131317,6.412346,6.396187,6.407776,6.435074,6.3696136,6.4453964
2013-11-05,6.418251,6.417679,6.4011993,6.4138565,6.411972,6.435356,6.438545
2013-11-06,6.403351,6.402794,6.4498215,6.399666,6.422798,6.4090424,6.428131
2013-11-07,6.4252396,6.4443893,6.3898163,6.42527,6.4220886,6.418625,6.425293
2013-11-08,6.3896713,6.426964,6.4221115,6.4231415,6.42453,6.4263077,6.4591904
2013-11-10,6.434105,6.4162827,6.4338837,6.4244766,6.4243774,6.4567413,6.463379
2013-11-11,6.4316025,6.4211884,6.4339905,6.4270477,6.45945,6.4609222,6.4675446
2013-11-12,6.417671,6.4211884,6.427086,6.456993,6.4697647,6.4666977,6.467369
2013-11-13,6.425171,6.4316254,6.4515533,6.46434,6.466156,6.4761963,6.4774704
2013-11-14,6.4262466,6.4542694,6.461998,6.459549,6.478401,6.4782486,6.4849854
2013-11-15,6.4540634,6.462036,6.4746094,6.4730377,6.4821854,6.4897156,6.494301
2013-11-17,6.4625854,6.45916,6.4758453,6.483185,6.4844437,6.4936523,6.4911804
2013-11-18,6.4681473,6.46904,6.4708786,6.490288,6.4913483,6.5006332,6.49691
2013-11-19,6.466202,6.4781494,6.488968,6.491745,6.5045166,6.5000763,6.507744
2013-11-20,6.474907,6.4857864,6.4924088,6.493843,6.503731,6.5090027,6.5061035
2013-11-21,6.484833,6.485855,6.494011,6.495468,6.5115814,6.513855,6.521805
2013-11-22,6.4969864,6.494423,6.4969254,6.5109177,6.5186005,6.5177917,6.5216827
2013-11-24,6.49337,6.494171,6.5071793,6.522423,6.516014,6.5373383,6.522339
2013-11-25,6.4994583,6.506729,6.5141907,6.5326996,6.5202866,6.536438,6.5450745
2013-11-26,6.5080338,6.5134125,6.5216675,6.524338,6.5448914,6.55217,6.548416
2013-11-27,6.513588,6.535034,6.518051,6.53244,6.542923,6.5486298,6.5540466
2013-11-28,6.514908,6.5254364,6.535446,6.5542297,6.5529785,6.5490723,6.5707245
2013-11-29,6.5398636,6.5357666,6.546051,6.545616,6.538376,6.553261,6.5567474
2013-12-01,6.527237,6.547905,6.5611267,6.5589676,6.5239716,6.5475082,6.562958
2013-12-02,6.546814,6.553665,6.5777664,6.5528717,6.556053,6.5495605,6.55336
2013-12-03,6.5410995,6.557976,6.5392456,6.5558624,6.5377884,6.545746,6.525734
2013-12-04,6.5399323,6.5540466,6.5311356,6.5587463,6.550316,6.547371,6.5663605
2013-12-05,6.560768,6.5489426,6.5576096,6.5479126,6.576256,6.5598297,6.549797
2013-12-06,6.5485992,6.552582,6.5430756,6.563957,6.571495,6.558754,6.553726
2013-12-08,6.554802,6.550827,6.551285,6.5489044,6.5430374,6.56147,6.556053
2013-12-09,6.559593,6.5590286,6.573578,6.556549,6.5506744,6.573654,6.558815
2013-12-10,6.536949,6.548218,6.547676,6.545006,6.5549545,6.5507126,6.567993
2013-12-11,6.5451508,6.547409,6.557556,6.5610046,6.57222,6.5804977,6.5621796
2013-12-12,6.5396347,6.537895,6.565178,6.5602493,6.573326,6.553215,6.5736465
2013-12-13,6.5486145,6.561508,6.553108,6.565628,6.5850143,6.5820465,6.5800934
2013-12-15,6.5595856,6.5654144,6.5844574,6.5609207,6.5732956,6.5753174,6.5667114
2013-12-16,6.559601,6.570282,6.554825,6.5832977,6.5609055,6.5690384,6.5439453
2013-12-17,6.54657,6.5605545,6.566574,6.568741,6.564789,6.576393,6.561348
2013-12-18,6.581726,6.563423,6.566414,6.565201,6.5859833,6.566086,6.5532837
2013-12-19,6.5713196,6.560074,6.578705,6.5659027,6.566536,6.574486,6.577339
2013-12-20,6.572693,6.577133,6.5655823,6.5585327,6.579094,6.577942,6.5721436
2013-12-22,6.5731735,6.59803,6.574852,6.579117,6.572731,6.5390854,6.5585785
