,USDSEK,USDSEK,USDSEK,USDSEK,USDSEK,USDSEK,USDSEK
2012-01-06,6.8617706,6.858917,6.880989,6.8756714,6.89476,6.8605957,6.905098
2012-01-08,6.878395,6.8908997,6.8897552,6.8949127,6.8552856,6.8906784,6.860161
2012-01-09,6.860466,6.8973007,6.901741,6.8724594,6.895355,6.903076,6.89019
2012-01-10,6.914444,6.8900833,6.9127197,6.8947906,6.8985214,6.866432,6.9009857
2012-01-11,6.885147,6.8717346,6.877144,6.887108,6.897743,6.8747177,6.8675537
2012-01-12,6.9057693,6.8665237,6.9040375,6.8759003,6.864235,6.871437,6.890045
2012-01-13,6.882576,6.8766785,6.86689,6.862236,6.8833923,6.8834305,6.897484
2012-01-15,6.883873,6.8952026,6.8970947,6.8923798,6.8786774,6.9007874,6.8877106
2012-01-16,6.878647,6.890526,6.8707733,6.8956757,6.8792343,6.8811035,6.90007
2012-01-17,6.8708267,6.8917465,6.9086456,6.8871613,6.8973083,6.8805466,6.885948
2012-01-18,6.854019,6.892662,6.8912735,6.8860703,6.8834534,6.8963165,6.8907166
2012-01-19,6.89003,6.8922195,6.9034576,6.8996353,6.9068604,6.9079285,6.895752
2012-01-20,6.8912735,6.8808823,6.9026413,6.8951874,6.9056168,6.891205,6.9007263
2012-01-22,6.8866577,6.8839645,6.899147,6.8904114,6.8860703,6.8988876,6.9130325
2012-01-23,6.8919067,6.9056244,6.8828125,6.8862762,6.904953,6.880356,6.9004135
2012-01-24,6.8976364,6.900894,6.8990173,6.8959427,6.8889694,6.912163,6.887825
2012-01-25,6.897484,6.900528,6.8992996,6.9084244,6.906967,6.8915253,6.8928986
2012-01-26,6.89695,6.903,6.8949203,6.895073,6.914421,6.8959045,6.875496
2012-01-27,6.887718,6.8725815,6.877365,6.8945312,6.886238,6.8685913,6.8591843
2012-01-29,6.8845367,6.8689117,6.8865204,6.884163,6.877014,6.8596725,6.8751907
2012-01-30,6.8935776,6.8838882,6.8777695,6.881279,6.8816376,6.855858,6.8560104
2012-01-31,6.9187546,6.880295,6.883423,6.8736496,6.8530655,6.875366,6.8735504
2012-02-01,6.8904724,6.869133,6.8721085,6.8500443,6.877495,6.8610306,6.8395386
2012-02-02,6.87899,6.8752823,6.869896,6.865341,6.8319397,6.852783,6.842987
2012-02-03,6.867874,6.86792,6.857147,6.868698,6.8534317,6.8448105,6.83329
2012-02-05,6.860649,6.857155,6.8794785,6.8474197,6.8528824,6.837555,6.8000107
2012-02-06,6.8543854,6.8632736,6.8482285,6.8446884,6.826767,6.802147,6.780113
2012-02-07,6.853607,6.8355713,6.8471756,6.8327484,6.802986,6.7889786,6.7803726
2012-02-08,6.849678,6.8384705,6.8313217,6.797859,6.7886734,6.7728195,6.769066
2012-02-09,6.8290253,6.84182,6.802292,6.7723083,6.8242493,6.7692413,6.7398224
2012-02-10,6.833893,6.8195953,6.7833786,6.7852707,6.7840805,6.771866,6.7918396
2012-02-12,6.8085938,6.7907333,6.780693,6.776085,6.7759705,6.7762375,6.7668
2012-02-13,6.7740784,6.7879105,6.7934036,6.7720413,6.794693,6.768219,6.743614
2012-02-14,6.7883377,6.7718506,6.7761993,6.763626,6.7721176,6.7308044,6.7390213
2012-02-15,6.7880173,6.7638855,6.772522,6.7583694,6.743683,6.759758,6.761009
2012-02-16,6.76429,6.769394,6.783531,6.732704,6.763542,6.774933,6.7437057
2012-02-17,6.7837906,6.7705154,6.7760925,6.7525787,6.7826157,6.7325134,6.7449265
2012-02-19,6.7442474,6.7734528,6.7448654,6.7579346,6.7292557,6.750923,6.7444916
2012-02-20,6.7926636,6.757744,6.761734,6.7438736,6.7674026,6.740349,6.725708
2012-02-21,6.7715073,6.7452927,6.7506943,6.744705,6.7440567,6.7311096,6.7360306
2012-02-22,6.7536316,6.7532806,6.727333,6.745163,6.733185,6.7293015,6.7241898
2012-02-23,6.749695,6.7544174,6.7353134,6.735634,6.723259,6.728073,6.7197266
2012-02-24,6.7493973,6.7439346,6.7229843,6.7291565,6.7151413,6.709358,6.700691
2012-02-26,6.7387543,6.739601,6.714203,6.724724,6.7138824,6.711899,6.705864
2012-02-27,6.7337494,6.7343597,6.711876,6.706024,6.7107773,6.683975,6.690834
2012-02-28,6.722603,6.7173996,6.7025146,6.6942596,6.6958313,6.6841507,6.6735764
2012-02-29,6.7308273,6.701027,6.698387,6.700386,6.693878,6.6834183,6.683647
2012-03-01,6.706169,6.7023087,6.6913834,6.681267,6.679611,6.683998,6.7116013
2012-03-02,6.7098846,6.6972504,6.683983,6.678421,6.6707306,6.6853027,6.6781616
2012-03-04,6.7127304,6.6889267,6.6759567,6.6793213,6.6746902,6.661331,6.675247
2012-03-05,6.6984177,6.682907,6.683769,6.6793213,6.6705017,6.679428,6.694992
2012-03-06,6.6713715,6.6804733,6.696274,6.6793213,6.706192,6.6866684,6.675316
2012-03-07,6.6853714,6.6769257,6.6744614,6.6791916,6.6763153,6.7054214,6.694992
2012-03-08,6.66967,6.6705093,6.696274,6.679062,6.679695,6.692894,6.6755066
2012-03-09,6.6810303,6.688118,6.674469,6.679062,6.6752014,6.672119,6.694992
2012-03-11,6.6994934,6.674675,6.696274,6.679062,6.6920624,6.678711,6.6755753
2012-03-12,6.674843,6.675926,6.6746597,6.678871,6.671547,6.6769943,6.6949844
2012-03-13,6.697296,6.70327,6.696144,6.678871,6.6834564,6.689728,6.675949
2012-03-14,6.6749725,6.6737976,6.6749725,6.678871,6.6883698,6.6767654,6.6949844
2012-03-15,6.6972275,6.684738,6.696144,6.678871,6.6822968,6.6925583,6.675949
2012-03-16,6.675102,6.6811066,6.6749725,6.6786804,6.683426,6.6729507,6.675583
2012-03-18,6.696968,6.683632,6.6960144,6.6786804,6.6938553,6.704323,6.699898
2012-03-19,6.675102,6.6790466,6.6751633,6.6785507,6.695587,6.6946793,6.697052
2012-03-20,6.696968,6.6838226,6.6960144,6.678421,6.6986694,6.7103653,6.72493
2012-03-21,6.675232,6.678734,6.6913757,6.6815567,6.7088547,6.720993,6.720482
2012-03-22,6.696968,6.6839523,6.687042,6.708412,6.7128906,6.7252884,6.7248917
2012-03-23,6.670349,6.6978683,6.701805,6.7066116,6.71579,6.717079,6.703964
2012-03-25,6.6935043,6.7116165,6.716934,6.6881943,6.7139435,6.715225,6.7173843
2012-03-26,6.711014,6.7127075,6.707779,6.7034225,6.711693,6.717804,6.7055893
2012-03-27,6.707443,6.7104034,6.717781,6.7192307,6.7229614,6.6985016,6.6889267
2012-03-28,6.7139587,6.712921,6.733589,6.7140045,6.710861,6.6942673,6.6828613
2012-03-29,6.711197,6.7133255,6.722168,6.716057,6.6876755,6.694298,6.697571
2012-03-30,6.7252502,6.699608,6.695404,6.6796036,6.681473,6.6946564,6.684395
2012-04-01,6.7042007,6.696068,6.7146378,6.6928787,6.6985016,6.682884,6.700966
2012-04-02,6.714554,6.6810455,6.678192,6.6938934,6.7194138,6.7301636,6.691948
2012-04-03,6.6990356,6.692322,6.693451,6.6937485,6.698204,6.7171173,6.750496
2012-04-04,6.6871414,6.696312,6.710335,6.731125,6.7288437,6.7178955,6.7524185
2012-04-05,6.700363,6.7120895,6.702614,6.7213364,6.7273407,6.7101517,6.7433624
2012-04-08,6.6966553,6.7009964,6.7147675,6.7236023,6.6688385,6.7276382,6.747574
2012-04-09,6.7104034,6.7152405,6.732254,6.747757,6.7380676,6.7363815,6.7291336
2012-04-10,6.7144775,6.6903,6.710228,6.714508,6.752159,6.7462387,6.734833
2012-04-11,6.727043,6.719269,6.719269,6.717285,6.7364273,6.7387924,6.7407455
2012-04-12,6.731949,6.7325363,6.7650375,6.759674,6.7423477,6.7506943,6.7432327
2012-04-13,6.7285614,6.746994,6.727722,6.7407837,6.742157,6.741722,6.757103
2012-04-15,6.7150803,6.7562637,6.7721024,6.762512,6.724304,6.749695,6.7538223
2012-04-16,6.747162,6.7324677,6.7420807,6.7476883,6.757202,6.768753,6.79953
2012-04-17,6.75721,6.7403564,6.753006,6.754982,6.754486,6.760437,6.728073
2012-04-18,6.745674,6.7624664,6.758362,6.7537384,6.750038,6.7463074,6.742279
2012-04-19,6.728752,6.7276917,6.7479706,6.7428207,6.7549896,6.745819,6.745117
2012-04-20,6.7500687,6.7508163,6.753914,6.7450027,6.7532883,6.7296143,6.7315674
2012-04-22,6.751663,6.7381744,6.7241516,6.7413177,6.735611,6.750908,6.746895
2012-04-23,6.742058,6.7465897,6.7527466,6.7271423,6.749428,6.724922,6.720482
2012-04-24,6.742058,6.7378235,6.7394485,6.732025,6.7532196,6.731392,6.730385
2012-04-25,6.749481,6.739647,6.7483215,6.7452393,6.723854,6.7185516,6.749489
2012-04-26,6.7391357,6.751549,6.7371063,6.7616043,6.752121,6.739525,6.729515
2012-04-27,6.743965,6.7296143,6.7393494,6.707939,6.7212524,6.731163,6.738304
2012-04-29,6.7343445,6.7167206,6.717598,6.7289047,6.72731,6.7274017,6.7295685
2012-04-30,6.7585373,6.754341,6.718628,6.7282867,6.7397537,6.7465057,6.725647
2012-05-01,6.7275467,6.745758,6.727806,6.7329483,6.7314377,6.7312775,6.7414246
2012-05-02,6.75515,6.748474,6.7398987,6.732483,6.7408752,6.7386627,6.725418
2012-05-03,6.730324,6.7307663,6.7391663,6.7397614,6.73053,6.7387924,6.7353897
2012-05-04,6.730858,6.724663,6.7381363,6.7399216,6.735565,6.736801,6.742157
2012-05-06,6.7243958,6.737541,6.73085,6.7358856,6.7376404,6.7352066,6.756531
2012-05-07,6.7352524,6.736023,6.738838,6.732506,6.738533,6.7392654,6.7455826
2012-05-08,6.7420273,6.733467,6.7400436,6.739662,6.746048,6.742592,6.751343
2012-05-09,6.7315598,6.735031,6.7450714,6.744446,6.7536926,6.745941,6.7583847
2012-05-10,6.734726,6.7458878,6.7407227,6.7580643,6.7489853,6.752655,6.7632904
2012-05-11,6.740097,6.741165,6.7514496,6.7419357,6.7567673,6.7580643,6.756462
2012-05-13,6.7432327,6.7414093,6.7516327,6.7570496,6.767769,6.749962,6.7717133
2012-05-14,6.749031,6.756668,6.7635803,6.7597733,6.7639313,6.768486,6.762985
2012-05-15,6.753998,6.7561417,6.75869,6.7667007,6.777214,6.7752075,6.7615356
2012-05-16,6.7483215,6.7551804,6.760132,6.774193,6.7682037,6.7690125,6.787758
2012-05-17,6.7495117,6.7639923,6.771492,6.7639694,6.7910843,6.7790756,6.787979
2012-05-18,6.7705765,6.7703934,6.771698,6.766365,6.76667,6.762329,6.802231
2012-05-20,6.7635803,6.79158,6.7796173,6.7763824,6.7988434,6.788788,6.794777
2012-05-21,6.7765503,6.7867584,6.786171,6.782982,6.7794876,6.7941437,6.8181534
2012-05-22,6.769203,6.7901535,6.788231,6.7834015,6.7941284,6.80912,6.838379
2012-05-23,6.793045,6.78627,6.7810974,6.8047485,6.7998047,6.8361435,6.8534775
2012-05-24,6.7879486,6.7951736,6.7946396,6.8225784,6.8349686,6.8532715,6.867096
2012-05-25,6.7883835,6.7883835,6.809807,6.83799,6.8480453,6.8643646,6.897461
2012-05-27,6.799057,6.804802,6.8266525,6.8397675,6.872818,6.8878555,6.9205933
2012-05-28,6.80616,6.8424835,6.841934,6.868126,6.877762,6.909477,6.946945
2012-05-29,6.8346405,6.8413925,6.866356,6.894966,6.9297867,6.950859,6.9780807
2012-05-30,6.843231,6.862747,6.8918457,6.9158173,6.9582825,6.977844,7.024475
2012-05-31,6.8739014,6.8773727,6.9230423,6.9653473,6.977684,7.019745,7.1139374
2012-06-01,6.883087,6.9237823,6.947563,6.975769,7.0225296,7.114769,7.1317596
2012-06-03,6.9014664,6.9485474,6.98201,7.0168533,7.104561,7.11763,7.138687
2012-06-04,6.9502716,6.981613,7.0287476,7.107315,7.1212387,7.1327286,7.1222
2012-06-05,6.9715195,7.0259476,7.1038895,7.125145,7.1260834,7.1474304,7.153015
2012-06-06,7.015564,7.1039886,7.1148834,7.134018,7.1347427,7.1502914,7.1188736
2012-06-07,7.121559,7.124611,7.127632,7.1519623,7.1492767,7.127411,7.153595
2012-06-08,7.1338882,7.113121,7.111717,7.14077,7.1346817,7.120659,7.140503
2012-06-10,7.151367,7.1489105,7.1501007,7.132843,7.1376953,7.147133,7.1294174
2012-06-11,7.1284027,7.1323853,7.117111,7.1492615,7.134117,7.127739,7.139969
2012-06-12,7.1392975,7.157524,7.1230316,7.1231995,7.1370087,7.139366,7.120491
2012-06-13,7.1348495,7.1280823,7.121887,7.148979,7.123863,7.12558,7.150444
2012-06-14,7.141037,7.145401,7.126251,7.115143,7.126938,7.1349487,7.14756
2012-06-15,7.12516,7.1367188,7.125038,7.139801,7.140854,7.1426773,7.1221466
2012-06-17,7.1303177,7.145035,7.148941,7.1344376,7.128601,7.140564,7.134857
2012-06-18,7.13813,7.1298294,7.129677,7.150894,7.1479187,7.131462,7.1207123
2012-06-19,7.132286,7.139763,7.1263123,7.132988,7.1361237,7.150955,7.128334
2012-06-20,7.142334,7.140854,7.126419,7.1462555,7.1412888,7.1303864,7.146141
2012-06-21,7.140045,7.1288986,7.158203,7.1311264,7.1336517,7.1281433,7.1245346
2012-06-22,7.138878,7.1265793,7.1241684,7.143051,7.1461716,7.1514053,7.135002
2012-06-24,7.1271973,7.132942,7.127022,7.125923,7.1276474,7.133545,7.1224976
2012-06-25,7.145424,7.1331635,7.126564,7.1365204,7.1417084,7.1163864,7.10981
2012-06-26,7.135727,7.131386,7.148758,7.13929,7.1441803,7.1231384,7.0914154
2012-06-27,7.1537933,7.1418686,7.126335,7.1213303,7.115196,7.092018,7.08741
2012-06-28,7.139061,7.131012,7.126297,7.111473,7.1207275,7.089546,7.055168
2012-06-29,7.13192,7.120781,7.131752,7.0854645,7.0919647,7.0505524,7.068901
2012-07-01,7.1173553,7.126129,7.0963974,7.08033,7.068779,7.0552826,7.0430145
2012-07-02,7.125618,7.084755,7.081131,7.0833282,7.0818787,7.0496063,7.0389023
2012-07-03,7.0871506,7.0907364,7.068802,7.061104,7.0556946,7.046051,7.0285797
2012-07-04,7.074829,7.07679,7.08712,7.0723495,7.0267487,7.033661,7.0172424
2012-07-05,7.076309,7.0743484,7.0441284,7.0271378,7.0379486,7.0429306,7.04628
2012-07-06,7.058113,7.0723114,7.049942,7.034897,7.034897,7.0324173,7.007477
2012-07-08,7.0491943,7.0650177,7.0267334,7.03405,7.034218,7.034027,7.0243835
2012-07-09,7.051819,7.054573,7.0276947,7.0289536,7.0319366,7.02153,7.0244675
2012-07-10,7.047966,7.0455017,7.0230026,7.0320206,7.013672,7.0026245,7.042
2012-07-11,7.017128,7.0330734,7.0191574,7.0186768,7.018181,7.027733,7.017647
2012-07-12,7.0376816,7.02829,7.027054,7.0126877,7.021164,7.033783,7.0174484
2012-07-13,7.022644,7.006775,7.015625,7.034828,7.027687,7.033882,7.0090866
2012-07-15,7.0285645,7.0197296,7.0281143,7.037384,7.0285034,7.023796,7.0130463
2012-07-16,7.040413,6.9891434,7.011238,7.0273438,6.997902,7.0181503,6.9859467
2012-07-17,7.0167847,7.0383224,7.0165863,7.0114517,7.012436,7.004257,6.999756
2012-07-18,7.0352173,7.0127487,7.0114365,7.008629,7.0073395,7.0030212,7.003807
2012-07-19,7.006256,7.0048676,7.004036,6.9951477,7.008217,6.9991913,7.0053024
2012-07-20,6.9930725,7.032425,7.004463,7.0077515,7.006325,6.9994583,6.983803
2012-07-22,7.032303,7.0092926,7.0044556,7.0086975,7.001396,7.001091,6.991104
2012-07-23,7.0005035,6.9913483,6.978012,6.9837112,6.9929504,6.97229,6.9905243
2012-07-24,6.9991074,6.993019,7.006752,6.975113,6.9798355,6.986534,6.9780426
2012-07-25,6.989792,7.0038757,6.9739685,6.9942245,6.984276,6.9860077,6.9621887
2012-07-26,7.0035934,6.9879074,6.975113,6.9993973,6.988037,6.9548645,6.9399567
2012-07-27,6.979393,6.9852524,6.981926,6.9654694,6.984276,6.976387,6.957283
2012-07-29,6.995575,6.9848404,6.9709854,6.973732,6.9680557,6.953743,6.9629364
2012-07-30,6.999237,6.984146,6.994217,6.9534683,6.949074,6.9488525,6.9592514
2012-07-31,6.9765244,6.9803314,6.9637833,6.980934,6.970558,6.9606705,6.9665756
2012-08-01,6.9750443,6.9733353,6.96595,6.9597855,6.955063,6.9769745,6.9504547
2012-08-02,6.9850616,6.96624,6.966255,6.9627914,6.9425735,6.9447174,6.9393387
2012-08-03,6.964775,6.962227,6.970772,6.957779,6.948799,6.939026,6.944702
2012-08-05,6.961128,6.9662323,6.9495697,6.9478226,6.947342,6.9450073,6.957428
2012-08-06,6.955673,6.954521,6.940056,6.9408035,6.936287,6.969162,6.934929
2012-08-07,6.9493484,6.937378,6.943779,6.943817,6.9515076,6.930237,6.921341
2012-08-08,6.9601746,6.9539566,6.9320908,6.924431,6.9211044,6.928047,6.920929
2012-08-09,6.9424896,6.950531,6.942795,6.931404,6.9583206,6.9162674,6.93145
2012-08-10,6.9417114,6.9354095,6.9542847,6.917305,6.938339,6.9249725,6.914566
2012-08-12,6.9434433,6.944313,6.9354095,6.928467,6.9296417,6.9178925,6.900261
2012-08-13,6.921379,6.9079742,6.9332047,6.9184494,6.925621,6.8966217,6.885521
2012-08-14,6.9227753,6.9182816,6.9379196,6.918785,6.8912506,6.879822,6.866089
2012-08-15,6.9302444,6.921074,6.9208145,6.881119,6.888405,6.8709793,6.8028336
2012-08-16,6.918419,6.9157944,6.8988953,6.887703,6.8673706,6.806244,6.7953644
2012-08-17,6.906601,6.89476,6.88546,6.8727493,6.8242493,6.809723,6.782425
2012-08-19,6.89872,6.875458,6.8696365,6.8047485,6.79541,6.798271,6.7771378
2012-08-20,6.8834686,6.866165,6.818283,6.798561,6.7951965,6.760788,6.760811
2012-08-21,6.8680725,6.8156815,6.8009567,6.784294,6.781395,6.7407074,6.7224655
2012-08-22,6.7992325,6.8149567,6.784073,6.767967,6.74559,6.714119,6.718704
2012-08-23,6.8000183,6.792076,6.765808,6.7354584,6.7221527,6.7592773,6.7236633
2012-08-24,6.792137,6.78006,6.7391815,6.719078,6.7321777,6.696663,6.703087
2012-08-26,6.7821198,6.758217,6.720413,6.7251816,6.746002,6.6999054,6.7025986
2012-08-27,6.7628326,6.733345,6.711632,6.7298584,6.6938095,6.70475,6.7116394
2012-08-28,6.718239,6.72316,6.664345,6.7379227,6.6850433,6.697319,6.68528
2012-08-29,6.6958694,6.7030563,6.7349625,6.676483,6.703377,6.6978455,6.700325
2012-08-30,6.7070694,6.6931305,6.69487,6.689415,6.7182083,6.7064056,6.6843567
2012-08-31,6.7263412,6.6920166,6.697769,6.6831284,6.6688385,6.6959,6.674446
2012-09-02,6.721817,6.699196,6.6816635,6.6883545,6.7049713,6.7092743,6.6933975
2012-09-03,6.679291,6.7024307,6.680069,6.6957855,6.6971664,6.6925964,6.6947327
2012-09-04,6.713928,6.6885147,6.6941605,6.6876526,6.6866455,6.694916,6.682152
2012-09-05,6.6810913,6.6714096,6.688034,6.6868515,6.6671143,6.695793,6.6785583
2012-09-06,6.680069,6.6900177,6.707962,6.697487,6.681175,6.6853027,6.68573
2012-09-07,6.680046,6.6988983,6.6859818,6.6797028,6.6698914,6.6743774,6.6884537
2012-09-09,6.6775894,6.689522,6.695015,6.6818695,6.687767,6.676758,6.6738205
2012-09-10,6.6810913,6.6686325,6.6806946,6.6845474,6.679207,6.6746063,6.6686554
2012-09-11,6.6854324,6.6869583,6.6777954,6.684494,6.670059,6.6815643,6.6753235
2012-09-12,6.678589,6.677223,6.671562,6.6679916,6.662674,6.6616974,6.6673737
2012-09-13,6.673683,6.680481,6.672722,6.673195,6.673271,6.6536255,6.668701
2012-09-14,6.67408,6.672516,6.6674957,6.674988,6.6663513,6.66346,6.649475
2012-09-16,6.6666336,6.656601,6.6512985,6.673401,6.6694794,6.6471634,6.662613
2012-09-17,6.656151,6.656433,6.6536865,6.652626,6.659096,6.646721,6.634239
2012-09-18,6.667122,6.6585083,6.6629944,6.6560516,6.65448,6.6213074,6.62957
2012-09-19,6.6561356,6.661484,6.6568832,6.64695,6.634781,6.641388,6.6126404
2012-09-20,6.6621017,6.6468964,6.657219,6.634239,6.628128,6.6301117,6.619652
2012-09-21,6.668091,6.6493607,6.648613,6.634903,6.6246567,6.6111755,6.620186
2012-09-23,6.6543427,6.633522,6.6180496,6.6340256,6.625038,6.6155853,6.6133423
2012-09-24,6.6333313,6.631485,6.6214676,6.617264,6.603752,6.611519,6.5965424
2012-09-25,6.6330414,6.6318893,6.614929,6.6100693,6.6105957,6.613693,6.599388
2012-09-26,6.6125565,6.617508,6.6120987,6.623192,6.5854263,6.594536,6.6193695
2012-09-27,6.6165085,6.60746,6.6113205,6.6113586,6.593506,6.593254,6.6060104
2012-09-28,6.610428,6.5989,6.608078,6.5871506,6.605812,6.599777,6.6056824
2012-09-30,6.598976,6.5906067,6.6130295,6.587044,6.5920486,6.5946503,6.6009216
2012-10-01,6.6123734,6.5893173,6.6049805,6.602455,6.579361,6.6118546,6.5877457
2012-10-02,6.5958557,6.602417,6.609604,6.604683,6.599373,6.5878677,6.590111
2012-10-03,6.582428,6.602623,6.5779266,6.5904236,6.586914,6.5831757,6.5985794
2012-10-04,6.5906525,6.5810623,6.6005554,6.592697,6.592613,6.58593,6.59816
2012-10-05,6.596283,6.5865173,6.6024933,6.5858,6.5960846,6.592201,6.601372
2012-10-07,6.6064606,6.6004333,6.5998,6.6016006,6.5996323,6.601349,6.6008224
2012-10-08,6.5859604,6.5931396,6.5971756,6.598213,6.5943527,6.60833,6.60067
2012-10-09,6.5950623,6.607582,6.594429,6.601448,6.606102,6.605377,6.6039658
2012-10-10,6.5955505,6.591385,6.611641,6.6087494,6.6014557,6.5971146,6.60067
2012-10-11,6.5992203,6.606758,6.6201096,6.597046,6.605858,6.6043167,6.604347
2012-10-12,6.6017685,6.6097183,6.6071167,6.604065,6.601082,6.6165466,6.5964355
2012-10-14,6.605446,6.60141,6.6055984,6.6088867,6.6059265,6.604393,6.5920258
2012-10-15,6.603058,6.6078644,6.594429,6.608902,6.599205,6.5993195,6.5944138
2012-10-16,6.6070023,6.597687,6.601303,6.5963516,6.595566,6.5889053,6.5972977
2012-10-17,6.5974655,6.6094055,6.598259,6.5952606,6.5861588,6.586281,6.60231
2012-10-18,6.5974655,6.5902863,6.595207,6.598755,6.586899,6.5683517,6.578041
2012-10-19,6.602562,6.595833,6.59272,6.600853,6.5986176,6.5771027,6.5931168
2012-10-21,6.5947037,6.590973,6.584015,6.6029053,6.556137,6.580551,6.5869827
2012-10-22,6.580841,6.571419,6.581169,6.5843735,6.6079407,6.6083755,6.5951996
2012-10-23,6.6121216,6.607033,6.581558,6.6023254,6.592865,6.6005096,6.596222
2012-10-24,6.598015,6.5797577,6.5814285,6.5991135,6.5938644,6.59568,6.606125
2012-10-25,6.6078644,6.57473,6.5839005,6.598236,6.598587,6.60878,6.607147
2012-10-26,6.5687027,6.5923157,6.587967,6.5995483,6.6033554,6.60083,6.608238
2012-10-28,6.5847015,6.5947876,6.602806,6.5961914,6.6011734,6.608238,6.6168976
2012-10-29,6.59317,6.6018906,6.602562,6.6041107,6.6073685,6.6164856,6.6279984
2012-10-30,6.5965347,6.6065445,6.5967026,6.6072083,6.6155014,6.6170807,6.616745
2012-10-31,6.602707,6.6031647,6.6106796,6.604233,6.6200867,6.651184,6.6142654
2012-11-01,6.602707,6.6069107,6.6125793,6.6184845,6.6372604,6.6319656,6.640335
2012-11-02,6.6115646,6.6127243,6.634201,6.6344223,6.6265182,6.667,6.654312
2012-11-04,6.6067886,6.64032,6.6322937,6.6303024,6.6356125,6.643158,6.650284
2012-11-05,6.6240845,6.6259537,6.6485367,6.652931,6.65139,6.652359,6.6629868
2012-11-06,6.6263885,6.6239624,6.6365204,6.650635,6.659355,6.6713257,6.66288
2012-11-07,6.628319,6.653389,6.6457596,6.6610413,6.664299,6.6716385,6.6786423
2012-11-08,6.643326,6.6546326,6.656967,6.6642838,6.6673813,6.622177,6.6739273
2012-11-09,6.6265182,6.65477,6.666115,6.661705,6.655197,6.692726,6.6756287
2012-11-11,6.6763153,6.671982,6.6723633,6.6727295,6.6511383,6.67556,6.6969223
2012-11-12,6.6685333,6.669235,6.6402206,6.6730957,6.680626,6.688278,6.6822357
2012-11-13,6.667389,6.6758575,6.643242,6.676758,6.683838,6.685089,6.685257
2012-11-14,6.683914,6.679283,6.6717834,6.6764297,6.694458,6.6927643,6.6916122
2012-11-15,6.6549606,6.6795197,6.692749,6.6948853,6.6526337,6.6903763,6.704529
2012-11-16,6.6634445,6.6731415,6.6869583,6.7077866,6.68692,6.6985626,6.698204
2012-11-18,6.696274,6.6919327,6.687317,6.6854477,6.6841125,6.6975174,6.7026215
2012-11-19,6.6682816,6.655113,6.688095,6.678322,6.7014008,6.7013016,6.674881
2012-11-20,6.6744614,6.675232,6.698967,6.706085,6.6889267,6.682083,6.691162
2012-11-21,6.670952,6.683197,6.6952286,6.696373,6.6805267,6.694275,6.6816406
2012-11-22,6.682701,6.6827316,6.702347,6.6950912,6.6935806,6.700348,6.7023315
2012-11-23,6.70105,6.699089,6.6922607,6.6990204,6.6752625,6.6837997,6.6832733
2012-11-25,6.6925507,6.6845016,6.682144,6.680702,6.6944504,6.695526,6.70282
2012-11-26,6.695801,6.6942596,6.6690674,6.6821594,6.675682,6.682129,6.678734
2012-11-27,6.684593,6.701851,6.668648,6.7008667,6.688225,6.6959305,6.6903687
2012-11-28,6.676193,6.677185,6.702591,6.6849747,6.704422,6.673607,6.6825027
2012-11-29,6.6813507,6.69783,6.6842422,6.704376,6.709366,6.7032166,6.695343
2012-11-30,6.702194,6.6775055,6.695717,6.6844635,6.661621,6.6821594,6.678238
2012-12-02,6.704605,6.69783,6.679085,6.704651,6.697006,6.696312,6.7064285
2012-12-03,6.678444,6.677704,6.6977615,6.6778107,6.684677,6.694664,6.681526
2012-12-04,6.6939697,6.6976395,6.6776505,6.693489,6.685829,6.6948395,6.688614
2012-12-05,6.6790314,6.6777725,6.6968384,6.6799088,6.675873,6.702591,6.6941605
2012-12-06,6.699707,6.69751,6.706482,6.6900177,6.693901,6.685234,6.688881
2012-12-07,6.681732,6.6839523,6.6965714,6.699318,6.6952133,6.713455,6.703575
2012-12-09,6.6798553,6.6756134,6.7003937,6.659607,6.676033,6.6781235,6.686447
2012-12-10,6.6774216,6.663185,6.69722,6.6861343,6.6733627,6.6920547,6.6805115
2012-12-11,6.704483,6.657074,6.659477,6.6703644,6.691765,6.66938,6.675537
2012-12-12,6.710083,6.684044,6.695236,6.6787415,6.6760025,6.678734,6.6627502
2012-12-13,6.689644,6.676941,6.6669846,6.6751556,6.6708755,6.6895065,6.6763687
2012-12-14,6.676895,6.6831055,6.673874,6.6713867,6.673805,6.6759033,6.6684723
2012-12-16,6.6773148,6.6724777,6.680588,6.685257,6.6762238,6.656288,6.666214
2012-12-17,6.6869507,6.6862717,6.6767197,6.6799164,6.673523,6.676338,6.6657715
2012-12-18,6.6761017,6.680092,6.673485,6.6696396,6.662384,6.6766663,6.6643524
2012-12-19,6.6765976,6.658371,6.672325,6.6709213,6.666893,6.6624527,6.661438
2012-12-20,6.670906,6.663292,6.675148,6.661888,6.6650925,6.67231,6.666939
2012-12-21,6.670906,6.6664734,6.6713867,6.6635513,6.668007,6.6585236,6.6574097
2012-12-23,6.6587143,6.669365,6.6662445,6.672859,6.648491,6.6558304,6.6543884
2012-12-24,6.66259,6.6635437,6.6575317,6.6461563,6.6647186,6.640129,6.662079
2012-12-26,6.647995,6.642456,6.638733,6.639496,6.632927,6.655716,6.6513214
2012-12-27,6.657158,6.6386414,6.6438446,6.663254,6.6524277,6.6367874,6.639206
2012-12-28,6.654442,6.6747055,6.6412354,6.6415405,6.633957,6.6346207,6.6135254
