,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR
2013-11-12,2985.4727,2995.0205,2997.7163,3011.0017,3014.987,3015.5647,3015.5596
2013-11-13,2995.3066,2997.7173,3011.1104,3014.9575,3015.5676,3015.5627,3016.5168
2013-11-14,2997.7302,3011.0916,3014.9968,3015.5203,3015.5603,3016.574,3019.214
2013-11-15,3011.112,3015.091,3015.518,3015.5684,3016.52,3019.185,3019.6492
2013-11-17,3015.0332,3015.5732,3015.581,3016.5093,3019.1484,3019.5876,3023.0854
2013-11-18,3015.5498,3015.5837,3016.5874,3019.1814,3019.6367,3023.0645,3023.2178
2013-11-19,3015.5396,3016.548,3019.2012,3019.6028,3023.0823,3023.1223,3023.2095
2013-11-20,3016.5469,3019.2063,3019.5857,3023.0046,3023.1902,3023.1655,3029.6965
2013-11-21,3019.161,3019.548,3023.0618,3023.182,3023.2434,3029.5366,3030.8962
2013-11-22,3019.573,3023.0989,3023.2134,3023.2336,3029.602,3030.894,3031.287
2013-11-24,3023.039,3023.265,3023.2156,3029.6306,3030.9255,3031.3516,3035.3625
2013-11-25,3023.2673,3023.1948,3029.5361,3030.883,3031.2646,3035.3503,3035.423
2013-11-26,3023.1953,3029.6677,3030.8982,3031.2803,3035.4055,3035.4595,3035.5195
2013-11-27,3029.7349,3030.888,3031.29,3035.3274,3035.4436,3035.4907,3038.7124
2013-11-28,3030.9207,3031.2761,3035.2966,3035.4058,3035.4265,3038.6738,3038.7139
2013-11-29,3031.3252,3035.3853,3035.4233,3035.433,3038.5725,3038.5574,3038.6355
2013-12-01,3035.3896,3035.4526,3035.4702,3038.5845,3038.6436,3038.6982,3038.5278
2013-12-02,3035.348,3035.3967,3038.6494,3038.5996,3038.6484,3038.5884,3038.5254
2013-12-03,3035.369,3038.7026,3038.6104,3038.6555,3038.6184,3038.6128,3038.6086
2013-12-04,3038.6243,3038.635,3038.6191,3038.6104,3038.6655,3038.683,3038.7156
2013-12-05,3038.6494,3038.5737,3038.6306,3038.622,3038.615,3038.5513,3038.7185
2013-12-06,3038.6484,3038.621,3038.6147,3038.677,3038.594,3038.7012,3038.636
2013-12-08,3038.621,3038.607,3038.6528,3038.6296,3038.572,3038.5874,3035.5105
2013-12-09,3038.6226,3038.639,3038.614,3038.5498,3038.635,3035.4297,3035.3438
2013-12-10,3038.691,3038.6262,3038.5715,3038.5737,3035.4312,3035.3433,3034.137
2013-12-11,3038.69,3038.6074,3038.5708,3035.385,3035.3555,3034.0999,3034.1113
2013-12-12,3038.6592,3038.6382,3035.4026,3035.296,3034.0842,3034.1108,3031.2876
2013-12-13,3038.6187,3035.4026,3035.3513,3034.0967,3034.1748,3031.2957,3018.6633
2013-12-15,3035.4468,3035.3696,3034.1172,3034.2068,3031.3008,3018.9888,3019.2417
2013-12-16,3035.3777,3034.0508,3034.1108,3031.348,3019.0503,3019.2158,3019.1843
2013-12-17,3034.106,3034.0515,3031.314,3018.674,3019.239,3019.147,3016.5757
2013-12-18,3034.0364,3031.2756,3018.945,3019.2793,3019.1355,3016.457,3020.2952
2013-12-19,3031.3506,3018.9949,3019.21,3019.1543,3016.544,3020.2947,3016.5183
2013-12-20,3018.7373,3019.1355,3019.1943,3016.52,3020.2668,3016.4595,3001.2917
2013-12-22,3019.2468,3019.2866,3016.5107,3020.2612,3016.484,3000.8982,2997.2861
2013-12-23,3019.2595,3016.5366,3020.2822,3016.4592,3000.3586,2997.271,2981.9814
2013-12-24,3016.474,3020.2988,3016.4634,3000.7573,2997.2583,2981.9526,2982.058
2013-12-26,3020.3845,3016.5125,3001.2595,2997.3474,2981.692,2982.079,2982.0684
2013-12-27,3016.5051,3000.6726,2997.2307,2981.474,2982.055,2982.0247,2973.8313
2013-12-29,3000.6401,2997.272,2981.3699,2982.0332,2982.0535,2974.0366,2974.0142
2013-12-30,2997.2676,2981.5078,2981.852,2982.01,2973.8354,2973.9917,2974.0508
2013-12-31,2982.973,2983.4087,2983.1514,2974.7446,2975.4133,2975.1626,2973.0093
2014-01-01,2981.7769,2981.7588,2973.731,2973.8523,2973.7756,2972.0627,2972.0845
2014-01-02,2981.515,2973.2307,2973.4204,2973.3796,2971.5515,2972.0432,2973.5393
2014-01-03,2974.0342,2973.8896,2974.0151,2972.2737,2972.0825,2973.8818,2973.8716
2014-01-05,2974.4268,2974.4065,2972.689,2972.6108,2974.2034,2974.0906,2974.1738
2014-01-06,2974.5303,2972.886,2972.862,2974.421,2974.4714,2974.3977,2974.4019
2014-01-07,2972.261,2971.6594,2973.5195,2973.4683,2973.6462,2973.5933,2972.281
2014-01-08,2967.4282,2969.0378,2969.1282,2969.0166,2968.8647,2967.549,2967.3594
2014-01-09,2973.352,2973.2634,2973.2546,2973.5942,2971.5876,2971.5405,2973.4744
2014-01-10,2974.4312,2974.4473,2974.2756,2972.7705,2972.6704,2974.41,2974.3032
2014-01-12,2974.459,2974.2158,2972.6396,2972.6836,2974.1875,2974.0132,2974.2888
2014-01-13,2974.171,2972.749,2972.7363,2974.3428,2974.2708,2974.162,2974.2107
2014-01-14,2973.3452,2973.0188,2974.6653,2974.597,2974.7397,2974.683,2974.5867
2014-01-15,2972.7637,2974.2688,2974.1328,2974.3748,2974.3062,2974.0627,2982.269
2014-01-16,2974.0403,2974.241,2974.077,2974.193,2974.0488,2982.2456,2997.6724
2014-01-17,2974.0505,2974.0425,2974.0215,2974.0034,2982.1902,2997.3926,3030.5217
2014-01-19,2973.7366,2973.6772,2973.8374,2981.6614,2996.7363,3030.6152,3052.9949
2014-01-20,2974.0718,2974.036,2982.263,2997.5227,3030.5876,3053.675,3059.4058
2014-01-21,2974.141,2982.0718,2997.1958,3030.5212,3053.2104,3059.4417,3059.2776
2014-01-22,2982.1494,2996.7734,3030.746,3053.4114,3059.4707,3059.495,3059.4873
2014-01-23,2996.4397,3030.1067,3053.6094,3059.4353,3059.642,3059.4783,3059.448
2014-01-24,3030.2227,3052.9387,3059.451,3059.4612,3059.5386,3059.5278,3059.5623
2014-01-26,3053.0808,3059.5483,3059.4065,3059.4482,3059.5168,3059.453,3059.3987
2014-01-27,3059.4326,3059.4429,3059.4922,3059.5374,3059.404,3059.4263,3059.4287
2014-01-28,3059.4302,3059.424,3059.3652,3059.4238,3059.4438,3059.4648,3059.434
2014-01-29,3059.388,3059.3994,3059.392,3059.4436,3059.3625,3059.4272,3059.4578
2014-01-30,3059.356,3059.447,3059.4155,3059.489,3059.429,3059.3408,3059.509
2014-01-31,3059.4592,3059.4343,3059.456,3059.4258,3059.3494,3059.455,3059.5127
2014-02-02,3059.3518,3059.4822,3059.4128,3059.499,3059.4805,3059.4858,3059.4878
2014-02-03,3059.426,3059.4858,3059.4304,3059.4463,3059.4238,3059.4666,3059.4885
2014-02-04,3059.527,3059.4229,3059.4329,3059.418,3059.5127,3059.5134,3044.3647
2014-02-05,3059.4465,3059.3992,3059.4434,3059.4246,3059.439,3044.355,3038.0688
2014-02-06,3059.529,3059.4272,3059.3545,3059.463,3044.6135,3038.0933,3038.0212
2014-02-07,3059.4475,3059.442,3059.428,3044.4329,3037.9385,3037.9739,3053.0886
2014-02-09,3059.4602,3059.3994,3044.5774,3037.9846,3037.9932,3053.0989,3063.3818
2014-02-10,3059.4495,3044.7156,3037.9675,3038.0466,3053.409,3063.303,3063.2966
2014-02-11,3044.4634,3037.986,3038.0305,3053.2454,3063.4382,3063.2847,3059.463
2014-02-12,3038.0076,3037.989,3053.463,3063.2546,3063.3574,3059.4175,3063.3093
2014-02-13,3038.0247,3053.0393,3063.4229,3063.291,3059.4683,3063.2996,3063.306
2014-02-14,3053.2742,3063.3745,3063.3484,3059.4023,3063.322,3063.2627,3063.3538
2014-02-16,3063.4045,3063.2954,3059.4553,3063.3228,3063.2952,3063.2598,3063.2935
2014-02-17,3063.3162,3059.4536,3063.2349,3063.2512,3063.2646,3063.2397,3063.3162
2014-02-18,3059.423,3063.4019,3063.389,3063.2708,3063.3142,3063.363,3059.4543
2014-02-19,3063.391,3063.3499,3063.2542,3063.2717,3063.3647,3059.5151,3063.412
2014-02-20,3063.2888,3063.3289,3063.2163,3063.2734,3059.446,3063.3406,3063.2996
2014-02-21,3063.3179,3063.3506,3063.213,3059.3813,3063.3164,3063.3494,3063.2837
2014-02-23,3063.31,3063.3047,3059.53,3063.2524,3063.246,3063.2832,3063.3396
2014-02-24,3063.2937,3059.4336,3063.3357,3063.3044,3063.324,3063.3489,3063.3525
2014-02-25,3059.471,3063.3645,3063.327,3063.334,3063.379,3063.2517,3059.5103
2014-02-26,3063.2986,3063.3325,3063.3157,3063.2964,3063.3042,3059.4407,3063.3708
2014-02-27,3063.4155,3063.3755,3063.3374,3063.3242,3059.5098,3063.2754,3063.4297
2014-02-28,3063.4155,3063.264,3063.3252,3059.3599,3063.318,3063.3047,3063.3252
2014-03-02,3063.3284,3063.2397,3059.4573,3063.2925,3063.3171,3063.3813,3063.302
2014-03-03,3063.302,3059.376,3063.3276,3063.2927,3063.3423,3063.2954,3063.326
2014-03-04,3059.485,3063.4124,3063.2656,3063.299,3063.3442,3063.2795,3063.2993
2014-03-05,3063.273,3063.3572,3063.266,3063.3237,3063.2883,3063.3884,3069.7834
2014-03-06,3063.3667,3063.3145,3063.3228,3063.3188,3063.3154,3069.8147,3084.9785
2014-03-07,3063.3154,3063.3235,3063.269,3063.3286,3069.7861,3085.0144,3084.4885
2014-03-09,3063.291,3063.3086,3063.34,3069.811,3085.232,3084.5022,3084.434
2014-03-10,3063.3032,3063.3018,3069.9126,3085.2256,3084.5583,3084.4211,3084.492
2014-03-11,3063.3147,3069.8127,3085.0923,3084.457,3084.469,3084.511,3084.4058
2014-03-12,3069.7705,3085.094,3084.4727,3084.447,3084.351,3084.4888,3084.4827
2014-03-13,3085.121,3084.4604,3084.444,3084.5125,3084.3523,3084.4265,3084.479
2014-03-14,3084.419,3084.41,3084.4504,3084.4663,3084.4417,3084.424,3084.4146
2014-03-16,3084.4114,3084.4656,3084.464,3084.39,3084.563,3084.4636,3084.4766
2014-03-17,3084.482,3084.458,3084.4338,3084.4172,3084.5637,3084.4224,3084.5168
2014-03-18,3084.4094,3084.4094,3084.4402,3084.4856,3084.4717,3084.474,3084.4631
2014-03-19,3084.4512,3084.4624,3084.396,3084.4448,3084.3513,3084.4653,3084.4763
2014-03-20,3084.4883,3084.46,3084.5195,3084.466,3084.3518,3084.5063,3084.4565
2014-03-21,3084.4673,3084.4092,3084.4346,3084.4294,3084.4424,3084.4258,3084.428
2014-03-23,3084.4604,3084.4646,3084.4624,3084.4512,3084.5632,3084.4617,3071.7825
2014-03-24,3084.4414,3084.4639,3084.4343,3084.444,3084.563,3072.11,3071.813
2014-03-25,3084.3943,3084.461,3084.399,3084.469,3072.1982,3071.8667,3069.9236
2014-03-26,3084.4475,3084.4556,3084.4587,3072.0708,3071.898,3069.8132,3071.8557
2014-03-27,3084.4675,3084.4568,3072.1157,3071.8823,3069.771,3071.8892,3071.9077
2014-03-28,3084.5332,3071.9695,3071.9602,3069.8513,3071.8496,3071.933,3071.8484
2014-03-30,3072.0938,3071.7795,3069.779,3071.874,3071.8604,3071.8594,3071.8533
2014-03-31,3071.9075,3069.8286,3071.8877,3071.9138,3071.871,3071.99,3071.8508
2014-04-01,3069.8364,3071.9185,3071.8838,3071.8984,3071.8682,3071.8,3069.8308
2014-04-02,3071.9236,3071.9333,3071.8945,3071.8398,3071.9246,3069.8594,3071.8052
2014-04-03,3071.8486,3071.8567,3071.8853,3071.846,3069.7593,3071.861,3071.9556
2014-04-04,3071.8303,3071.8381,3071.8867,3069.8972,3071.8416,3071.883,3071.7905
2014-04-06,3071.9143,3071.9224,3069.864,3071.8835,3071.8904,3071.8606,3071.918
2014-04-07,3071.928,3069.8228,3071.852,3071.836,3071.8748,3071.9912,3069.8108
2014-04-08,3069.846,3071.919,3071.8862,3071.8904,3071.8835,3069.7988,3063.0615
2014-04-09,3071.9036,3071.931,3071.914,3071.8728,3069.8481,3063.1353,3063.0842
2014-04-10,3071.9226,3071.851,3071.8967,3069.8398,3063.3298,3063.149,3063.1045
2014-04-11,3071.8184,3071.828,3069.8525,3063.0918,3063.0908,3063.0889,3063.051
2014-04-13,3071.871,3069.8203,3063.2234,3063.1213,3063.08,3063.116,3063.0989
2014-04-14,3069.7705,3063.146,3063.1392,3063.114,3063.0662,3063.08,3062.5244
2014-04-15,3063.1821,3063.1157,3063.0981,3063.075,3063.0842,3062.559,3061.3875
2014-04-16,3063.1743,3063.0486,3063.074,3063.0632,3062.5718,3061.434,3062.5247
2014-04-17,3063.1003,3063.1238,3063.0522,3062.5786,3061.4219,3062.5103,3062.535
2014-04-20,3063.018,3063.0962,3062.5708,3061.3706,3062.5002,3062.5796,3062.5405
2014-04-21,3063.0503,3062.5613,3061.3528,3062.4895,3062.5789,3062.5342,3063.0725
2014-04-22,3062.6104,3061.3933,3062.5586,3062.627,3062.5027,3063.0303,3063.055
2014-04-23,3061.2952,3062.4883,3062.504,3062.4326,3063.0215,3063.0664,3063.0872
2014-04-24,3062.5002,3062.6228,3062.5432,3063.059,3063.067,3063.12,3070.2263
2014-04-25,3062.5369,3062.5215,3063.1396,3063.0642,3063.072,3070.2896,3071.8645
2014-04-27,3062.498,3063.0925,3063.0813,3063.168,3070.1946,3071.9167,3086.717
2014-04-28,3063.0996,3063.0562,3063.138,3070.0889,3071.9626,3086.472,3091.8616
2014-04-29,3062.9917,3063.1218,3070.1128,3071.9868,3086.5635,3091.9355,3091.876
2014-04-30,3063.148,3069.9849,3071.8127,3086.7173,3091.837,3091.8325,3098.7827
2014-05-01,3070.1624,3071.9045,3086.3694,3091.8896,3091.864,3098.6055,3102.8667
2014-05-02,3071.8616,3086.2954,3091.8594,3091.8276,3098.7148,3102.887,3105.5027
2014-05-04,3086.5542,3092.032,3091.8418,3098.815,3102.8308,3105.5205,3106.4343
2014-05-05,3091.8008,3091.8977,3098.754,3102.8093,3105.541,3106.32,3107.4148
2014-05-06,3091.947,3098.554,3102.966,3105.4595,3106.424,3107.4429,3107.4612
2014-05-07,3098.5596,3102.8489,3105.4778,3106.3108,3107.5078,3107.468,3113.8135
2014-05-08,3102.9197,3105.4846,3106.3872,3107.3506,3107.4749,3113.6094,3116.2915
2014-05-09,3105.6143,3106.3533,3107.4106,3107.347,3113.7507,3116.3013,3119.0374
2014-05-11,3106.334,3107.4373,3107.498,3113.7732,3116.2065,3119.0845,3119.226
2014-05-12,3107.5178,3107.4888,3113.787,3116.2878,3119.1501,3119.299,3119.315
2014-05-13,3107.4753,3113.7065,3116.4045,3119.0823,3119.345,3119.3406,3119.101
2014-05-14,3113.5938,3116.2905,3119.0342,3119.3489,3119.334,3119.112,3119.074
2014-05-15,3116.2837,3119.1357,3119.3271,3119.3264,3119.0642,3119.1255,3119.225
2014-05-16,3119.051,3119.3564,3119.3335,3119.2144,3119.0881,3119.3376,3119.315
2014-05-18,3119.3408,3119.386,3119.1187,3119.085,3119.3484,3119.344,3120.8794
2014-05-19,3119.2874,3119.0896,3119.1113,3119.3513,3119.301,3120.8728,3127.8586
2014-05-20,3119.0347,3119.0815,3119.3518,3119.3274,3120.9004,3128.037,3128.0554
2014-05-21,3119.112,3119.3857,3119.3103,3120.9785,3128.024,3127.9858,3129.2026
2014-05-22,3119.3606,3119.361,3120.895,3127.981,3128.0488,3129.2969,3129.4783
2014-05-23,3119.317,3120.9094,3127.961,3128.057,3129.2097,3129.5066,3138.3225
2014-05-25,3120.9536,3127.9856,3128.014,3129.2034,3129.4788,3138.311,3139.5713
2014-05-26,3128.086,3128.0183,3129.2104,3129.4944,3138.3108,3139.619,3145.1877
2014-05-27,3128.0278,3129.2727,3129.452,3138.43,3139.5676,3145.2686,3145.926
2014-05-28,3129.2463,3129.4988,3138.372,3139.5415,3145.1067,3146.0107,3146.4373
2014-05-29,3129.4846,3138.32,3139.6194,3145.2393,3145.9395,3146.4116,3150.0203
2014-05-30,3138.3254,3139.6184,3145.1284,3145.9321,3146.4636,3150.0278,3150.5718
2014-06-02,3139.5762,3145.1157,3145.9885,3146.446,3150.034,3150.5498,3153.1191
2014-06-03,3145.2542,3145.9424,3146.4067,3149.9988,3150.569,3153.0283,3152.9968
2014-06-04,3145.9158,3146.4385,3149.9482,3150.5696,3153.1255,3153.0264,3155.9766
2014-06-05,3146.4893,3150.043,3150.5522,3153.0862,3152.9668,3156.0522,3163.9832
2014-06-06,3150.0361,3150.572,3152.955,3153.0508,3156.0156,3163.932,3164.3677
2014-06-08,3150.614,3153.0024,3152.9966,3155.9536,3164.0325,3164.3176,3172.7612
2014-06-09,3152.9136,3153.0142,3155.9983,3164.064,3164.3796,3172.7349,3174.063
2014-06-10,3152.9678,3156.0828,3164.0754,3164.327,3172.671,3173.9404,3174.0159
2014-06-11,3155.978,3163.916,3164.3853,3172.877,3173.8877,3173.9836,3184.0476
2014-06-12,3163.953,3164.3809,3172.619,3174.0217,3173.9644,3184.1484,3185.2986
2014-06-13,3164.3442,3172.621,3173.9424,3173.8647,3184.0054,3185.3364,3187.198
2014-06-15,3172.6094,3173.9448,3173.9373,3184.3315,3185.323,3187.1575,3203.484
2014-06-16,3173.9626,3174.0234,3184.0085,3185.3628,3187.1375,3203.345,3231.7795
2014-06-17,3173.9253,3184.193,3185.3364,3187.2664,3203.0762,3231.9902,3231.3071
2014-06-18,3184.2698,3185.3684,3187.1477,3203.3909,3231.9111,3231.3086,3235.1333
2014-06-19,3185.305,3187.1638,3203.199,3231.7986,3231.2583,3234.9832,3235.3005
2014-06-20,3187.0994,3203.9749,3231.9353,3231.297,3234.9949,3235.3289,3237.3481
2014-06-22,3203.444,3231.855,3231.2078,3234.9304,3235.265,3237.2397,3238.4873
2014-06-23,3231.8494,3231.3152,3235.0078,3235.3184,3237.3083,3238.4768,3238.49
2014-06-24,3231.3594,3235.0366,3235.276,3237.32,3238.4465,3238.5078,3238.433
2014-06-25,3235.023,3235.317,3237.3086,3238.4463,3238.4917,3238.4866,3238.4395
2014-06-26,3235.2922,3237.3408,3238.4094,3238.4583,3238.442,3238.4968,3239.8457
2014-06-27,3237.2874,3238.4429,3238.5408,3238.4639,3238.447,3239.8164,3241.8884
2014-06-29,3238.4312,3238.4631,3238.3948,3238.4282,3239.8005,3241.7683,3244.0881
2014-06-30,3238.4734,3238.4402,3238.5078,3239.8015,3241.8481,3244.0676,3248.9731
2014-07-01,3238.4236,3238.4631,3239.8171,3241.8643,3244.0535,3248.9666,3248.9556
2014-07-02,3238.4275,3239.8062,3241.8596,3243.9917,3248.9375,3248.953,3248.9524
2014-07-03,3239.74,3241.8962,3244.1187,3248.9038,3249.0554,3248.984,3249.003
2014-07-04,3241.8906,3244.1328,3248.9639,3248.9324,3248.966,3248.9187,3248.958
2014-07-06,3244.121,3249.04,3248.8987,3248.9294,3248.9446,3248.9111,3248.953
2014-07-07,3248.8699,3248.9084,3248.932,3248.9917,3248.9553,3248.9966,3248.9463
2014-07-08,3248.901,3248.962,3249.0015,3248.9565,3248.9285,3249.0195,3248.9255
2014-07-09,3248.9294,3248.9116,3248.9683,3248.9727,3249.0002,3248.9458,3248.9639
2014-07-10,3248.9177,3248.9182,3248.8984,3248.931,3248.966,3248.936,3246.3508
2014-07-11,3248.9863,3248.8953,3248.9324,3248.9895,3248.9482,3246.389,3246.3423
2014-07-13,3249.0159,3248.9688,3249.003,3248.9563,3246.3228,3246.352,3246.294
2014-07-14,3248.9177,3248.9773,3248.969,3246.3496,3246.3704,3246.2795,3244.1804
2014-07-15,3248.9543,3248.9836,3246.383,3246.328,3246.3606,3244.124,3241.8606
2014-07-16,3248.8853,3246.3706,3246.2961,3246.3618,3244.0151,3241.9587,3241.8875
2014-07-17,3246.3545,3246.3838,3246.2737,3244.2239,3241.8506,3241.9565,3230.0186
2014-07-18,3246.434,3246.3035,3244.0164,3241.9128,3241.8323,3229.995,3226.808
2014-07-20,3246.336,3244.1064,3241.9126,3241.9111,3229.8281,3226.859,3210.8127
2014-07-21,3244.095,3241.837,3241.895,3230.0679,3226.8875,3210.8325,3204.616
2014-07-22,3241.8354,3241.873,3230.0007,3226.8877,3210.9888,3204.3982,3198.0496
2014-07-23,3241.9136,3230.0164,3226.876,3210.652,3204.5906,3197.9539,3198.005
2014-07-24,3230.0557,3226.8674,3210.472,3204.4958,3197.9216,3198.0842,3197.302
2014-07-25,3226.8386,3210.8188,3204.4602,3198.0112,3198.04,3197.3032,3194.4905
2014-07-27,3211.0989,3204.6038,3198.02,3198.0913,3197.3066,3194.573,3192.5234
2014-07-28,3204.5105,3198.1729,3198.0408,3197.3174,3194.6858,3192.5442,3187.7188
2014-07-29,3198.0173,3198.0437,3197.1682,3194.4797,3192.3884,3187.596,3184.7302
2014-07-30,3198.0425,3197.3232,3194.6487,3192.3977,3187.577,3184.6716,3184.7493
2014-07-31,3197.5737,3194.9666,3192.9722,3188.1042,3185.3093,3185.1472,3176.8706
2014-08-01,3194.979,3192.7544,3187.9192,3185.2344,3184.8782,3176.1597,3174.4016
2014-08-03,3192.2375,3187.252,3184.5735,3184.2493,3175.8486,3173.8132,3173.7122
2014-08-04,3187.582,3184.867,3184.6367,3176.2043,3174.9543,3173.2366,3167.7522
2014-08-05,3184.9458,3185.2317,3176.7756,3174.6362,3173.8381,3167.9165,3165.5078
2014-08-06,3184.5725,3176.6157,3174.6753,3173.3728,3167.519,3165.1616,3165.1797
2014-08-07,3176.392,3174.4038,3173.1597,3167.59,3164.9211,3165.1208,3159.2563
2014-08-08,3174.347,3172.6475,3166.969,3164.665,3164.754,3158.9133,3157.5623
2014-08-10,3172.972,3167.053,3165.097,3165.1304,3159.4548,3157.746,3153.3137
2014-08-11,3168.2466,3165.9036,3166.1274,3160.2258,3158.8882,3154.1538,3145.9824
2014-08-12,3164.9229,3165.069,3159.596,3157.764,3153.2097,3145.1875,3132.3347
2014-08-13,3164.585,3158.9841,3157.425,3152.674,3144.1873,3131.9697,3131.2869
2014-08-14,3159.4534,3157.9421,3153.2375,3144.996,3132.5215,3132.0488,3109.287
2014-08-15,3157.5012,3152.624,3144.5222,3130.9963,3131.325,3106.3477,3080.2834
2014-08-17,3153.395,3145.0828,3132.0398,3131.809,3106.698,3081.3904,3081.6873
2014-08-18,3145.3757,3132.4326,3132.3394,3108.6619,3081.424,3081.6963,3081.622
2014-08-19,3132.1582,3132.3457,3109.1807,3081.7192,3081.5396,3081.5352,3080.8137
2014-08-20,3132.286,3111.1826,3081.337,3081.5552,3081.5532,3080.893,3081.616
2014-08-21,3113.1907,3081.9636,3081.7078,3081.6897,3080.8347,3081.6726,3081.7974
2014-08-22,3081.6091,3081.4832,3081.4214,3080.6997,3081.4631,3081.4492,3081.4934
2014-08-24,3081.6123,3081.6133,3080.91,3081.7427,3081.5254,3081.5435,3081.5671
2014-08-25,3081.5486,3080.8777,3081.5005,3081.56,3081.5696,3081.492,3081.5586
2014-08-26,3080.8418,3081.5403,3081.5278,3081.5015,3081.601,3081.6477,3080.8306
2014-08-27,3081.4912,3081.3757,3081.5127,3081.4001,3081.3728,3080.61,3081.463
2014-08-28,3081.4578,3081.6235,3081.5881,3081.5598,3080.8486,3081.4924,3081.5793
2014-08-29,3081.4734,3081.5974,3081.5635,3080.8801,3081.6003,3081.6008,3081.6106
2014-08-31,3081.533,3081.7058,3080.9019,3081.666,3081.71,3081.5947,3081.6558
2014-09-01,3081.5747,3080.8525,3081.4941,3081.5132,3081.65,3081.5674,3081.5312
2014-09-02,3080.8835,3081.5972,3081.5286,3081.558,3081.615,3081.5283,3080.908
2014-09-03,3081.5513,3081.5286,3081.6292,3081.549,3081.5222,3080.966,3081.5989
2014-09-04,3081.5337,3081.5308,3081.5752,3081.5706,3080.9902,3081.5793,3081.488
2014-09-05,3081.6057,3081.5022,3081.4888,3080.844,3081.4343,3081.5505,3081.463
2014-09-07,3081.619,3081.522,3080.9187,3081.5654,3081.5188,3081.6467,3081.6992
2014-09-08,3081.635,3080.905,3081.5752,3081.6172,3081.491,3081.6196,3081.578
2014-09-09,3080.9163,3081.5227,3081.5269,3081.5593,3081.6318,3081.5256,3081.5671
2014-09-10,3081.5474,3081.5374,3081.4727,3081.555,3081.5813,3081.548,3088.018
2014-09-11,3081.656,3081.6548,3081.62,3081.6006,3081.5107,3087.9187,3104.729
2014-09-12,3081.6523,3081.5996,3081.6157,3081.6938,3088.1301,3104.9998,3107.0764
2014-09-14,3081.3042,3081.362,3081.255,3087.808,3104.5278,3107.2727,3126.9534
2014-09-15,3082.408,3082.4712,3088.6614,3104.8762,3107.9307,3134.6162,3164.857
2014-09-16,3081.118,3087.791,3103.8242,3106.7532,3133.6804,3166.9412,3167.5332
2014-09-17,3088.439,3104.6042,3107.5654,3133.2805,3168.596,3167.9004,3168.3367
2014-09-18,3103.818,3107.343,3132.3872,3167.3135,3167.6992,3168.4,3169.1062
2014-09-19,3107.0088,3130.7463,3166.1716,3167.3137,3168.3467,3169.5417,3176.3474
2014-09-21,3131.9272,3165.569,3168.3625,3168.5798,3169.5256,3176.2236,3183.047
2014-09-22,3163.0771,3168.1062,3168.0999,3169.2925,3176.0408,3182.9397,3192.222
2014-09-23,3168.166,3168.2354,3169.3245,3176.0566,3182.8333,3192.3003,3192.2937
2014-09-24,3168.1355,3169.3364,3176.0635,3182.9302,3192.2275,3192.3613,3192.2712
2014-09-25,3169.3137,3176.0708,3183.0344,3192.2698,3192.3533,3192.2346,3202.8557
2014-09-26,3175.902,3182.8374,3192.548,3192.3374,3192.2058,3202.6729,3202.767
2014-09-28,3182.9429,3192.179,3192.2876,3192.308,3202.5278,3202.7864,3202.6821
2014-09-29,3192.4211,3192.2566,3192.282,3202.8245,3202.7559,3202.7993,3202.845
2014-09-30,3192.2148,3192.275,3202.533,3202.7341,3202.7185,3202.8093,3202.7349
2014-10-01,3192.3245,3202.569,3202.749,3202.8452,3202.7524,3202.7383,3202.8032
2014-10-02,3202.4736,3202.7246,3202.761,3202.769,3202.7468,3202.7334,3202.796
2014-10-03,3202.6704,3202.7976,3202.7551,3202.7927,3202.7568,3202.8186,3202.7266
2014-10-05,3202.7234,3202.813,3202.7869,3202.7725,3202.7769,3202.872,3202.8062
2014-10-06,3202.844,3202.74,3202.7725,3202.7722,3202.804,3202.7449,3202.826
2014-10-07,3202.7542,3202.7258,3202.7654,3202.7932,3202.7559,3202.6973,3202.7656
2014-10-08,3202.7793,3202.8015,3202.756,3202.7969,3202.7515,3202.8765,3202.8235
2014-10-09,3202.7722,3202.8179,3202.814,3202.7747,3202.8044,3202.819,3202.7354
2014-10-10,3202.8215,3202.7405,3202.837,3202.7551,3202.7915,3202.7239,3202.7449
2014-10-12,3202.7798,3202.7698,3202.8215,3202.701,3202.7268,3202.7942,3193.835
2014-10-13,3202.759,3202.8196,3202.7827,3202.7397,3202.7942,3193.6257,3182.718
2014-10-14,3202.8057,3202.814,3202.7332,3202.7495,3193.585,3182.7336,3165.4856
2014-10-15,3203.0286,3202.863,3202.9944,3193.7285,3182.658,3162.8103,3144.6067
2014-10-16,3202.9165,3202.7039,3193.4111,3182.1929,3158.2297,3140.1685,3135.998
2014-10-17,3201.8801,3193.3438,3181.945,3155.686,3140.3914,3135.697,3125.336
2014-10-19,3192.691,3181.473,3151.8616,3139.7705,3135.6938,3124.742,3096.5542
2014-10-20,3181.2822,3146.52,3139.4536,3135.1294,3124.4526,3090.9846,3058.4963
2014-10-21,3147.058,3140.9998,3136.5833,3125.9087,3091.418,3055.2532,3035.167
2014-10-22,3140.855,3136.6602,3125.6748,3098.263,3059.2227,3034.8782,3034.7717
2014-10-23,3135.7366,3124.979,3098.1577,3061.636,3033.626,3034.2097,3022.6555
