,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR,ETXEUR
2011-12-20,2238.8567,2239.3518,2236.3374,2236.3745,2236.3145,2236.323,2236.2986
2011-12-21,2239.3508,2236.3452,2236.3535,2236.326,2236.3494,2236.3274,2239.3572
2011-12-22,2236.2805,2236.3599,2236.3613,2236.3308,2236.3723,2239.4324,2239.3892
2011-12-23,2236.3015,2236.3513,2236.3765,2236.3752,2239.408,2239.3098,2239.4148
2011-12-27,2236.319,2236.3462,2236.3481,2239.3918,2239.367,2239.2559,2239.3767
2011-12-28,2236.3086,2236.3848,2239.3965,2239.3523,2239.2966,2239.299,2254.8008
2011-12-29,2236.3223,2239.371,2239.3313,2239.4211,2239.327,2254.6243,2264.2659
2011-12-30,2239.427,2239.357,2239.3643,2239.37,2254.6743,2264.547,2266.574
2012-01-02,2239.3345,2239.3147,2239.4326,2254.7463,2264.2444,2266.5679,2268.8052
2012-01-03,2239.3984,2239.3564,2254.8044,2264.5784,2266.565,2268.8027,2268.8633
2012-01-04,2239.3582,2254.6182,2264.328,2266.5317,2268.805,2268.821,2270.5942
2012-01-05,2254.5415,2264.3865,2266.5696,2268.835,2268.7898,2270.7095,2282.6443
2012-01-06,2264.2383,2266.4805,2268.7893,2268.8035,2270.691,2283.1396,2284.1797
2012-01-08,2266.443,2268.8357,2268.8066,2270.7217,2282.8005,2284.1414,2287.383
2012-01-09,2268.7336,2268.8445,2270.7097,2283.2798,2284.021,2287.4382,2289.1606
2012-01-10,2268.8103,2270.7278,2282.7563,2284.1409,2287.4688,2289.1792,2289.1843
2012-01-11,2270.708,2283.0435,2284.1948,2287.4897,2289.2021,2289.2168,2291.892
2012-01-12,2282.8857,2284.1956,2287.4883,2289.1968,2289.1736,2291.8704,2291.836
2012-01-13,2284.1565,2287.4954,2289.2705,2289.192,2291.8318,2291.8652,2291.8413
2012-01-15,2287.5154,2289.1765,2289.1545,2291.7878,2291.9114,2291.8997,2292.4165
2012-01-16,2289.0833,2289.1606,2291.8772,2291.8486,2291.9268,2292.4417,2292.403
2012-01-17,2289.0808,2291.8096,2291.8838,2291.872,2292.4163,2292.4355,2291.877
2012-01-18,2291.8708,2291.911,2291.903,2292.418,2292.3843,2291.9385,2291.8984
2012-01-19,2291.9229,2291.8748,2292.4138,2292.4565,2291.8284,2291.88,2291.8914
2012-01-20,2291.8752,2292.3977,2292.4148,2291.8777,2291.9077,2291.8835,2291.8877
2012-01-22,2292.431,2292.4666,2291.9248,2291.836,2291.9236,2291.8647,2292.4497
2012-01-23,2292.4272,2291.8772,2291.8816,2291.849,2291.8435,2292.407,2307.187
2012-01-24,2291.8574,2291.8523,2291.7815,2291.8733,2292.4146,2307.199,2306.4246
2012-01-25,2291.9133,2291.8413,2291.836,2292.4504,2306.9275,2306.2964,2319.0764
2012-01-26,2291.8662,2291.8635,2292.4377,2307.106,2306.422,2318.9517,2330.221
2012-01-27,2291.8762,2292.4287,2306.9626,2306.446,2319.2317,2330.1445,2335.1826
2012-01-29,2292.4438,2306.93,2306.3906,2318.7615,2330.603,2335.1804,2338.0632
2012-01-30,2307.0295,2306.41,2318.8484,2330.404,2335.2202,2338.0518,2341.747
2012-01-31,2306.415,2319.009,2330.1763,2335.215,2338.046,2341.6792,2341.7485
2012-02-01,2318.8464,2330.241,2335.1775,2338.0771,2341.572,2341.5852,2342.4978
2012-02-02,2330.115,2335.32,2338.0762,2341.6843,2341.6523,2342.5288,2352.9536
2012-02-03,2335.192,2338.1196,2341.6455,2341.6348,2342.566,2353.0254,2354.8247
2012-02-05,2338.0398,2341.634,2341.6174,2342.5286,2353.1858,2354.8425,2370.3357
2012-02-06,2341.5444,2341.6885,2342.4805,2353.345,2354.769,2370.2874,2387.79
2012-02-07,2341.6506,2342.576,2353.1807,2354.7788,2370.4717,2387.3179,2387.7063
2012-02-08,2342.491,2353.4055,2354.8,2370.6465,2387.4082,2387.713,2391.1245
2012-02-09,2353.238,2354.7993,2370.3186,2387.3884,2387.5908,2391.0679,2407.7288
2012-02-10,2354.7898,2370.4924,2387.8174,2387.6826,2391.1343,2407.1677,2412.1323
2012-02-12,2370.3604,2387.9155,2387.6243,2391.2144,2407.5579,2412.3657,2417.2876
2012-02-13,2387.488,2387.6426,2391.1934,2407.2358,2412.2202,2417.2883,2420.336
2012-02-14,2387.5884,2391.2075,2406.8794,2412.291,2417.249,2420.2915,2420.303
2012-02-15,2391.2366,2407.363,2412.234,2417.2683,2420.3438,2420.298,2423.79
2012-02-16,2407.4792,2412.089,2417.2275,2420.2642,2420.251,2423.7983,2426.0522
2012-02-17,2412.1208,2417.2974,2420.296,2420.2698,2423.8535,2425.9824,2432.095
2012-02-19,2417.2935,2420.2886,2420.31,2423.7642,2426.0488,2432.1597,2446.8079
2012-02-20,2420.3142,2420.3062,2423.7495,2426.0256,2432.164,2446.5913,2450.4468
2012-02-21,2420.2466,2423.9094,2425.9788,2432.0894,2446.7534,2450.4824,2450.4321
2012-02-22,2423.7603,2426.0557,2432.092,2446.8674,2450.439,2450.4172,2460.7322
2012-02-23,2425.9795,2432.0696,2446.7732,2450.4949,2450.3975,2460.775,2474.1284
2012-02-24,2431.9988,2446.88,2450.5217,2450.551,2460.878,2474.3652,2478.0793
2012-02-26,2446.6519,2450.3936,2450.4575,2461.0364,2474.4695,2478.0422,2486.8843
2012-02-27,2450.3623,2450.484,2460.9128,2474.3872,2478.0881,2486.7478,2488.4294
2012-02-28,2450.49,2460.9368,2474.3462,2478.0227,2487.0264,2488.3423,2488.3823
2012-02-29,2460.9607,2474.0576,2477.9995,2486.7852,2488.4167,2488.3943,2494.6873
2012-03-01,2474.2014,2478.059,2486.7766,2488.411,2488.3533,2494.6187,2494.5386
2012-03-02,2478.0996,2486.8892,2488.3115,2488.3333,2494.5452,2494.5571,2494.6963
2012-03-04,2486.949,2488.4094,2488.2551,2494.7236,2494.589,2494.5916,2495.732
2012-03-05,2488.3809,2488.3945,2494.5583,2494.6294,2494.6624,2495.6824,2497.12
2012-03-06,2488.418,2494.606,2494.5913,2494.6838,2495.704,2497.1648,2497.059
2012-03-07,2494.62,2494.6128,2494.6387,2495.691,2497.1248,2497.061,2498.2146
2012-03-08,2494.5493,2494.6155,2495.7146,2497.104,2497.0808,2498.2322,2501.4167
2012-03-09,2494.6,2495.773,2497.1387,2497.043,2498.2185,2501.4397,2502.4805
2012-03-11,2495.667,2497.126,2497.0999,2498.225,2501.4285,2502.501,2502.9343
2012-03-12,2497.09,2497.1062,2498.2207,2501.4104,2502.576,2502.8745,2511.0508
2012-03-13,2497.0996,2498.2083,2501.481,2502.551,2503.0283,2511.0469,2511.1257
2012-03-14,2498.159,2501.3286,2502.4937,2502.9702,2511.0647,2511.1216,2512.2673
2012-03-15,2501.5176,2502.508,2502.9863,2511.0642,2511.1167,2512.2847,2513.1343
2012-03-16,2502.5723,2502.975,2511.1758,2511.197,2512.2305,2513.1824,2513.1855
2012-03-18,2502.9604,2511.1133,2511.132,2512.3025,2513.1685,2513.236,2512.38
2012-03-19,2511.2532,2511.0803,2512.2944,2513.1821,2513.1965,2512.2485,2511.1216
2012-03-20,2511.101,2512.2854,2513.2598,2513.2131,2512.2422,2511.1301,2511.1594
2012-03-21,2512.305,2513.1882,2513.3184,2512.2437,2511.0789,2511.1057,2511.0964
2012-03-22,2513.3032,2513.163,2512.325,2511.0935,2511.1658,2511.094,2511.0935
2012-03-23,2513.306,2512.3025,2511.135,2511.0989,2511.1885,2511.0642,2511.1284
2012-03-25,2512.3123,2511.154,2511.0864,2511.1482,2511.1135,2511.1655,2511.0986
2012-03-26,2511.0925,2511.1616,2511.1406,2511.0933,2511.101,2511.1282,2511.1282
2012-03-27,2511.098,2511.0886,2511.1353,2511.0989,2511.1362,2511.1982,2504.648
2012-03-28,2511.1462,2511.1235,2511.0864,2511.1487,2511.1206,2504.6553,2504.6372
2012-03-29,2511.0923,2511.1968,2511.141,2511.0933,2504.5613,2504.6765,2502.9536
2012-03-30,2511.0974,2511.1616,2511.1355,2504.6855,2504.7307,2502.9543,2497.13
2012-04-01,2511.1462,2511.088,2504.6194,2504.655,2502.9314,2497.216,2480.302
2012-04-02,2511.092,2504.5999,2504.7058,2503.0208,2497.0864,2480.7207,2472.7886
2012-04-03,2504.6472,2504.638,2503.0283,2497.1736,2480.495,2472.793,2464.0464
2012-04-04,2504.6377,2502.9585,2497.0745,2480.1023,2472.7495,2463.8313,2463.899
2012-04-05,2502.9712,2497.1682,2480.5627,2472.6113,2463.7473,2463.9185,2461.0037
2012-04-08,2497.1482,2480.317,2472.688,2463.7131,2463.9277,2460.9724,2452.885
2012-04-09,2480.6929,2472.7808,2463.7659,2463.9392,2461.0227,2453.1958,2451.0698
2012-04-10,2472.6343,2463.8699,2463.9658,2460.943,2452.975,2451.0803,2441.3984
2012-04-11,2463.7126,2463.9236,2461.0007,2453.1729,2451.026,2441.3535,2425.6501
2012-04-12,2463.8882,2461.125,2453.1914,2451.0317,2441.4524,2425.8284,2408.4695
2012-04-13,2461.0203,2452.9673,2451.1147,2441.4536,2424.62,2408.407,2408.4727
2012-04-15,2453.138,2450.8977,2441.5732,2426.059,2408.7449,2408.4343,2403.5425
2012-04-16,2450.8313,2441.7085,2426.8127,2411.4102,2408.509,2403.6772,2399.1104
2012-04-17,2441.5396,2422.5923,2409.9639,2408.822,2404.0264,2400.5654,2380.3752
2012-04-18,2422.332,2417.24,2413.7937,2410.642,2405.387,2378.758,2342.8037
2012-04-19,2412.815,2409.5913,2406.0845,2399.9482,2377.6702,2337.395,2317.944
2012-04-20,2386.7607,2382.6296,2375.0703,2348.3506,2313.4033,2295.7815,2265.3855
2012-04-22,2404.8728,2395.4062,2370.9387,2334.7202,2317.4316,2291.113,2281.3389
2012-04-23,2393.1738,2368.0308,2334.5164,2317.2854,2289.8914,2278.2056,2277.7307
2012-04-24,2362.957,2328.7898,2309.663,2284.361,2271.7043,2269.537,2267.5554
2012-04-25,2339.8835,2317.5825,2295.1653,2277.8823,2275.7244,2274.003,2273.2642
2012-04-26,2322.2876,2299.1204,2276.6162,2275.7102,2273.5195,2273.3662,2273.3916
2012-04-27,2308.1257,2281.0059,2279.1387,2278.388,2278.3508,2278.2969,2276.8408
2012-04-29,2274.01,2273.6465,2273.251,2273.2026,2273.2615,2271.2312,2270.349
2012-04-30,2273.1934,2273.0024,2272.8218,2272.8538,2271.0134,2269.8418,2262.0154
2012-05-01,2273.8325,2273.899,2273.857,2271.7036,2270.7686,2262.2388,2258.7236
2012-05-02,2270.6082,2270.5857,2269.224,2267.8452,2258.9302,2255.5718,2253.4646
2012-05-03,2272.2175,2271.3108,2269.5657,2260.1277,2257.3435,2255.634,2255.274
2012-05-04,2272.6323,2271.411,2260.085,2259.2156,2257.334,2257.061,2252.9478
2012-05-06,2244.6914,2233.3687,2232.5857,2230.4106,2230.3806,2226.4932,2224.948
2012-05-07,2264.7493,2262.2861,2260.0837,2260.0059,2256.208,2254.0222,2249.8494
2012-05-08,2255.8928,2253.4507,2253.4465,2249.8652,2248.0332,2244.801,2237.4583
2012-05-09,2270.736,2270.6084,2266.926,2265.0479,2261.5847,2254.083,2252.6382
2012-05-10,2256.682,2253.0613,2251.2402,2247.7834,2240.6865,2238.886,2238.866
2012-05-11,2248.211,2246.5605,2243.3022,2235.9578,2234.4045,2234.5178,2222.3916
2012-05-13,2250.6711,2247.3313,2240.0251,2238.4927,2238.4934,2227.5474,2218.2842
2012-05-14,2247.5508,2240.432,2238.6238,2238.7393,2228.2578,2218.5127,2212.9487
2012-05-15,2237.5693,2235.8804,2235.708,2224.061,2215.6873,2210.0396,2207.7495
2012-05-16,2237.2644,2237.3384,2226.5994,2217.266,2212.6194,2210.153,2210.1238
2012-05-17,2238.4666,2226.2961,2218.2634,2212.667,2210.461,2210.4219,2210.4785
2012-05-18,2228.3887,2219.0352,2213.7483,2212.008,2212.0093,2211.9243,2210.2102
2012-05-20,2217.6865,2212.191,2210.182,2210.108,2210.3271,2208.8037,2205.7156
2012-05-21,2212.3784,2210.1536,2210.3066,2210.3584,2208.2454,2205.6113,2196.6304
2012-05-22,2211.312,2211.3618,2211.3027,2210.0068,2207.1116,2197.4246,2185.8792
2012-05-23,2210.3372,2210.402,2208.1323,2205.6035,2196.1367,2185.194,2183.9094
2012-05-24,2211.3052,2210.1736,2207.2021,2198.3137,2185.4548,2185.6333,2178.0334
2012-05-25,2208.998,2206.7625,2197.4036,2185.1414,2185.2417,2177.118,2172.663
2012-05-27,2204.3982,2194.8435,2182.08,2182.3801,2174.6133,2170.0967,2161.9084
2012-05-28,2194.6042,2181.979,2182.313,2174.2637,2169.5308,2161.7087,2157.086
2012-05-29,2187.143,2186.6511,2178.9072,2173.6028,2166.3867,2161.226,2153.6934
2012-05-30,2185.473,2178.4463,2172.977,2165.997,2160.2363,2153.02,2152.7507
2012-05-31,2179.1003,2174.4033,2166.463,2161.7617,2154.193,2154.1113,2151.6577
2012-06-01,2170.9688,2163.2305,2158.8164,2150.2053,2150.2825,2148.081,2146.3982
2012-06-03,2163.1538,2158.3904,2150.174,2150.015,2147.6567,2146.53,2145.3936
2012-06-04,2160.1191,2151.7656,2151.6375,2149.9963,2148.4658,2147.193,2138.4563
2012-06-05,2151.5955,2151.4758,2149.6245,2148.5825,2147.3533,2138.4946,2136.8723
2012-06-06,2150.4143,2148.7366,2147.156,2146.2761,2136.2034,2135.6047,2136.6729
2012-06-07,2148.6917,2148.216,2146.3916,2137.3008,2135.9185,2137.3862,2137.3506
2012-06-08,2148.8562,2146.9521,2137.8901,2136.6262,2138.166,2138.1104,2143.8389
2012-06-10,2146.5852,2137.9001,2136.4846,2138.0857,2138.036,2143.3599,2138.0867
2012-06-11,2138.0635,2137.0388,2138.4739,2138.4326,2143.862,2138.4666,2138.4475
2012-06-12,2136.5784,2138.0918,2138.0718,2144.0662,2138.2312,2138.0002,2136.5613
2012-06-13,2138.2998,2138.2905,2144.2324,2138.2683,2138.1672,2136.7798,2138.0762
2012-06-14,2137.7332,2143.8057,2137.8772,2137.9045,2136.3298,2137.8909,2137.9106
2012-06-15,2143.3748,2137.8135,2137.5303,2136.1294,2137.5195,2137.5327,2137.5437
2012-06-17,2137.294,2137.4248,2135.9321,2137.3596,2137.3281,2137.4097,2137.3765
2012-06-18,2137.9097,2136.3948,2137.9744,2137.801,2137.9302,2137.8022,2137.8093
2012-06-19,2136.807,2138.2415,2138.271,2138.0938,2138.1782,2138.0032,2136.7273
2012-06-20,2136.9622,2136.8662,2136.9084,2136.8794,2136.8875,2135.4346,2136.2937
2012-06-21,2138.087,2138.1692,2138.1196,2138.1843,2136.6353,2137.7256,2136.6582
2012-06-22,2137.7498,2137.8835,2137.7952,2136.3984,2137.0842,2136.2493,2136.226
2012-06-24,2137.869,2137.7288,2136.6797,2137.3115,2136.4392,2136.349,2136.4077
2012-06-25,2137.6897,2136.2358,2136.985,2136.173,2136.202,2136.1362,2136.8843
2012-06-26,2136.3916,2137.1335,2136.271,2136.2942,2136.2576,2137.1394,2137.0566
2012-06-27,2136.9333,2136.1316,2136.0544,2135.9727,2136.8794,2136.9634,2137.4307
2012-06-28,2136.494,2136.4592,2136.4255,2137.2827,2137.2822,2137.8496,2141.3462
2012-06-29,2136.2751,2136.3665,2137.1206,2137.1636,2137.7668,2141.1658,2141.2354
2012-07-01,2136.4045,2137.1,2137.2192,2137.7751,2141.2478,2141.191,2143.7197
2012-07-02,2137.0625,2137.0337,2137.805,2141.0718,2141.0007,2143.481,2143.9321
2012-07-03,2137.3765,2137.9792,2141.4238,2141.3484,2143.97,2144.277,2143.8777
2012-07-04,2137.3728,2140.8152,2140.7488,2143.4524,2143.7002,2143.0918,2143.6191
2012-07-05,2141.4553,2141.482,2144.0278,2144.2502,2143.976,2144.2268,2144.2183
2012-07-06,2141.4197,2143.6729,2143.9604,2143.727,2144.0872,2143.9573,2144.092
2012-07-08,2143.7869,2144.198,2143.8945,2144.1108,2144.203,2144.1636,2145.253
2012-07-09,2144.1875,2143.6333,2143.9568,2144.1477,2144.035,2145.1172,2146.9421
2012-07-10,2143.8835,2144.0618,2144.1895,2144.0332,2145.0745,2146.8994,2146.9822
2012-07-11,2144.5464,2144.608,2144.451,2145.5283,2147.1875,2147.2375,2160.3855
2012-07-12,2144.2158,2144.272,2145.1882,2147.0168,2146.8208,2160.0596,2164.5244
2012-07-13,2144.1125,2145.0938,2146.9426,2146.779,2160.6462,2164.328,2164.634
2012-07-15,2145.3906,2147.1257,2146.9194,2161.7986,2164.571,2165.1416,2167.4016
2012-07-16,2147.23,2147.5146,2163.886,2164.639,2165.4092,2167.8403,2183.439
2012-07-17,2146.8738,2163.0154,2163.9587,2164.7864,2167.2334,2182.4988,2183.0059
2012-07-18,2163.5251,2163.6934,2163.9858,2166.5518,2182.7205,2182.4966,2183.1226
2012-07-19,2162.5981,2163.003,2165.8022,2180.3984,2181.7253,2182.362,2182.5452
2012-07-20,2168.6357,2170.3972,2184.3215,2185.9675,2187.8071,2187.9155,2187.8022
2012-07-22,2167.0984,2181.9824,2183.1616,2183.8865,2184.0068,2184.11,2192.7954
2012-07-23,2181.396,2182.5435,2184.0693,2184.0625,2184.2256,2191.891,2194.0703
2012-07-24,2184.6873,2185.5098,2185.7124,2185.8008,2194.1646,2195.4983,2195.4604
2012-07-25,2183.203,2183.4163,2183.2434,2190.7822,2193.0334,2193.0427,2201.3445
2012-07-26,2186.11,2186.0688,2193.0332,2196.044,2195.8135,2203.9412,2221.4822
2012-07-27,2183.7236,2192.8997,2193.5815,2193.5115,2202.634,2219.5693,2224.9219
2012-07-29,2192.8462,2193.9727,2193.9739,2202.759,2221.3552,2225.0134,2226.3374
2012-07-30,2194.5188,2194.344,2203.3171,2222.198,2225.6423,2226.7444,2238.1108
2012-07-31,2193.736,2202.578,2220.1653,2224.9448,2226.0447,2237.4646,2237.1042
2012-08-01,2201.648,2220.0881,2223.8645,2225.1143,2236.6658,2236.3096,2236.894
2012-08-02,2219.4724,2225.1733,2226.6172,2237.5984,2237.8394,2238.5112,2240.0916
2012-08-03,2225.9106,2226.9722,2238.2356,2238.5613,2238.9658,2240.7507,2248.2437
2012-08-05,2226.6196,2237.398,2237.3884,2238.8564,2239.791,2247.4717,2253.5103
2012-08-06,2235.6372,2236.0247,2237.607,2239.2258,2246.6174,2252.1577,2257.8418
2012-08-07,2237.2654,2237.4783,2239.771,2247.3694,2253.4443,2258.848,2258.9111
2012-08-08,2237.7996,2239.0027,2246.719,2252.3696,2257.9434,2258.2942,2261.1052
2012-08-09,2238.6963,2246.0098,2252.0488,2257.4229,2257.7063,2261.1875,2261.0386
2012-08-10,2247.159,2253.2222,2258.8215,2258.7498,2261.9585,2261.881,2261.8684
2012-08-12,2254.1497,2259.5122,2259.702,2262.8157,2262.9465,2262.8772,2262.9167
2012-08-13,2256.8762,2257.1875,2260.1267,2260.248,2260.3552,2260.485,2260.436
2012-08-14,2259.9485,2263.1675,2263.197,2263.1106,2263.0613,2263.1755,2263.1445
2012-08-15,2262.6045,2262.4907,2262.4402,2262.3516,2262.3047,2262.5994,2265.8591
2012-08-16,2263.083,2263.1099,2263.0637,2262.988,2262.9763,2266.4812,2276.4363
2012-08-17,2261.9011,2261.8733,2261.9678,2261.6875,2264.9922,2275.1372,2292.8398
2012-08-19,2261.955,2261.766,2261.9036,2265.246,2275.2322,2294.2817,2302.0847
2012-08-20,2261.2168,2261.1267,2264.6702,2274.4817,2295.9673,2301.3516,2323.3179
2012-08-21,2262.2405,2265.4128,2275.6235,2297.2039,2302.13,2324.8542,2324.4192
2012-08-22,2265.415,2275.407,2297.1985,2302.1802,2324.0046,2324.007,2324.9912
2012-08-23,2275.8967,2296.963,2302.6108,2324.6768,2324.3188,2324.8962,2330.57
2012-08-24,2295.2488,2302.6694,2323.224,2324.616,2325.515,2330.5037,2333.842
2012-08-26,2302.4104,2322.8804,2323.4548,2325.82,2330.3845,2333.6023,2353.9014
2012-08-27,2325.2236,2325.4749,2327.5151,2331.382,2334.6355,2362.6274,2402.608
2012-08-28,2326.0151,2329.2905,2332.9631,2336.2114,2361.2278,2406.2083,2417.677
2012-08-29,2326.6235,2331.5735,2334.686,2362.1814,2404.0215,2417.4624,2420.144
2012-08-30,2330.1687,2333.1619,2358.1863,2403.0403,2415.4956,2417.979,2420.7913
2012-08-31,2333.8228,2354.432,2399.7964,2415.9204,2418.9863,2421.5444,2422.154
2012-09-02,2349.7412,2393.8333,2416.4966,2418.7156,2421.3987,2422.09,2424.8403
2012-09-03,2388.854,2408.8274,2418.384,2421.2593,2421.639,2424.6172,2425.7705
2012-09-04,2406.6252,2418.7395,2421.4485,2421.7168,2424.719,2425.8472,2425.772
2012-09-05,2418.4358,2420.8933,2421.2432,2424.1577,2425.2761,2425.3086,2426.598
2012-09-06,2421.1094,2421.4766,2424.4834,2425.6045,2425.5361,2426.8386,2426.9705
2012-09-07,2421.6985,2424.6487,2425.8691,2425.7556,2427.1067,2427.2866,2428.2178
2012-09-09,2424.7312,2425.767,2425.6455,2426.865,2427.0754,2428.0916,2430.7913
2012-09-10,2425.5725,2425.5566,2426.79,2427.1443,2427.945,2430.7048,2432.3896
2012-09-11,2425.8477,2427.0278,2427.0803,2428.2502,2430.9194,2432.58,2432.5688
2012-09-12,2426.7847,2426.8699,2427.81,2430.687,2432.3237,2432.4282,2436.2869
2012-09-13,2427.0332,2428.077,2430.6777,2432.5002,2432.5144,2436.5264,2438.3635
2012-09-14,2428.15,2430.8638,2432.7573,2432.6028,2436.6482,2438.6406,2439.1216
2012-09-16,2430.8096,2432.4934,2432.6895,2436.6848,2438.5522,2439.1316,2442.3782
2012-09-17,2432.4597,2432.4353,2436.5928,2438.444,2439.042,2442.1382,2443.703
2012-09-18,2432.693,2436.6858,2438.7185,2439.2292,2442.2866,2443.7134,2443.8171
2012-09-19,2436.5227,2438.4531,2438.9487,2442.0828,2443.4663,2443.5308,2449.699
2012-09-20,2438.5342,2439.0928,2442.0996,2443.5212,2443.485,2449.5757,2451.1064
2012-09-21,2439.1543,2442.2683,2443.7385,2443.7346,2449.795,2451.2231,2463.9668
2012-09-23,2442.1536,2443.6887,2443.6255,2449.6765,2451.19,2463.8296,2466.3293
2012-09-24,2443.4954,2443.652,2449.6777,2451.3284,2463.568,2466.1072,2471.5808
2012-09-25,2443.6514,2449.7966,2451.078,2463.9653,2466.18,2471.9875,2471.7622
2012-09-26,2449.6958,2451.0415,2463.8096,2466.316,2471.6885,2471.606,2476.6628
2012-09-27,2451.021,2463.6863,2466.248,2471.7507,2471.5789,2476.8647,2478.5735
2012-09-28,2463.9045,2466.2874,2471.731,2471.7573,2477.0222,2478.646,2478.638
2012-09-30,2466.3313,2471.6826,2471.694,2477.0117,2478.561,2478.682,2484.9893
2012-10-01,2471.6672,2471.6575,2476.8616,2478.7656,2478.5642,2484.9253,2486.8525
2012-10-02,2471.7136,2476.7522,2478.7192,2478.6348,2484.8704,2486.9028,2486.8323
2012-10-03,2476.7612,2478.5076,2478.4453,2485.0073,2486.7493,2486.8638,2488.1768
2012-10-04,2478.577,2478.5046,2485.0837,2486.848,2486.7505,2488.1672,2488.2253
2012-10-05,2478.6328,2485.1653,2486.9153,2486.8228,2488.3315,2488.335,2488.374
2012-10-07,2485.208,2486.8892,2486.8079,2488.3328,2488.273,2488.346,2488.4148
2012-10-08,2486.8557,2486.7783,2488.2761,2488.2852,2488.242,2488.2747,2488.3315
2012-10-09,2486.798,2488.338,2488.316,2488.3035,2488.3218,2488.2986,2488.242
2012-10-10,2488.169,2488.1958,2488.192,2488.1624,2488.1682,2488.1572,2488.1445
2012-10-11,2488.257,2488.2324,2488.4001,2488.2432,2488.2876,2488.2705,2492.2332
2012-10-12,2488.3157,2488.2505,2488.3027,2488.193,2488.3022,2492.1663,2496.0283
2012-10-14,2488.3,2488.34,2488.2769,2488.2043,2492.2473,2496.0684,2506.2788
2012-10-15,2488.3286,2488.1665,2488.2083,2492.1743,2495.9524,2506.2458,2508.8728
2012-10-16,2488.311,2488.323,2492.2563,2496.0447,2506.6565,2508.8503,2506.4963
2012-10-17,2488.2659,2492.146,2495.9402,2506.3752,2508.7249,2506.4114,2508.8003
2012-10-18,2492.0906,2496.026,2506.216,2508.6404,2506.51,2508.7754,2506.6125
2012-10-19,2496.0454,2506.4453,2508.7375,2506.564,2508.8098,2506.5286,2496.361
2012-10-21,2506.6067,2508.6743,2506.5767,2508.7917,2506.6165,2496.135,2492.2021
2012-10-22,2508.7153,2506.4966,2508.766,2506.5479,2496.2053,2492.2021,2490.8486
2012-10-23,2506.6128,2508.8042,2506.6113,2496.2214,2492.2307,2491.0,2490.4932
2012-10-24,2508.7234,2506.5964,2496.2246,2492.0784,2490.818,2490.4016,2490.4922
2012-10-25,2506.5713,2496.133,2492.1775,2490.9468,2490.446,2490.4312,2490.38
2012-10-26,2496.2285,2492.2148,2491.0054,2490.5083,2490.4978,2490.5212,2490.4912
2012-10-28,2492.0876,2490.9075,2490.4253,2490.5386,2490.4646,2490.4912,2490.4512
2012-10-29,2490.9004,2490.5042,2490.5298,2490.4514,2490.4583,2490.499,2490.4988
2012-10-30,2490.6008,2490.5042,2490.5356,2490.5686,2490.5535,2490.6204,2486.8296
2012-10-31,2490.486,2490.4883,2490.5544,2490.54,2490.3936,2486.8286,2490.3677
2012-11-01,2490.453,2490.4172,2490.4395,2490.5828,2486.7522,2490.525,2490.388
2012-11-02,2490.5613,2490.5361,2490.3813,2486.726,2490.4768,2490.2698,2490.4036
2012-11-04,2490.451,2490.4617,2486.933,2490.443,2490.4988,2490.42,2486.7178
2012-11-05,2490.4392,2486.739,2490.4363,2490.4155,2490.4822,2486.7507,2485.043
2012-11-06,2486.8396,2490.5962,2490.5852,2490.5132,2486.7725,2485.2222,2485.1423
2012-11-07,2490.426,2490.5237,2490.5474,2486.9285,2485.0618,2485.075,2485.089
2012-11-08,2490.5186,2490.418,2486.7893,2485.1072,2485.0264,2485.001,2485.079
2012-11-09,2490.4817,2486.8096,2485.102,2484.9495,2485.0217,2485.1372,2484.574
2012-11-11,2486.8135,2485.1287,2485.1252,2485.1123,2485.2068,2484.5532,2483.7446
2012-11-12,2485.0122,2485.1294,2485.07,2485.1326,2484.477,2483.745,2482.4944
2012-11-13,2485.131,2485.0688,2485.0647,2484.5469,2483.654,2482.58,2479.421
2012-11-14,2485.0356,2485.1108,2484.596,2483.8564,2482.512,2479.4358,2479.2827
2012-11-15,2485.0947,2484.5532,2483.7585,2482.5574,2479.3066,2479.33,2479.2876
2012-11-16,2484.5427,2483.7612,2482.557,2479.3853,2479.3352,2479.3362,2482.5288
2012-11-18,2483.7502,2482.5662,2479.289,2479.2664,2479.3794,2482.4746,2483.7888
2012-11-19,2482.485,2479.2737,2479.298,2479.2874,2482.5464,2483.7568,2484.605
2012-11-20,2479.2932,2479.267,2479.3762,2482.586,2483.7979,2484.618,2484.6008
2012-11-21,2479.329,2479.2615,2482.5164,2483.82,2484.5645,2484.5254,2490.466
2012-11-22,2479.3496,2482.7031,2483.7434,2484.5251,2484.5552,2490.5178,2490.9631
2012-11-23,2482.6245,2483.8523,2484.61,2484.6921,2490.4128,2490.978,2491.045
2012-11-25,2483.9514,2484.5015,2484.5679,2490.6362,2491.0225,2490.9602,2490.8745
2012-11-26,2484.617,2484.6003,2490.383,2490.954,2490.9727,2490.9167,2490.9268
2012-11-27,2484.6023,2490.4795,2490.9285,2490.8977,2490.9473,2490.8777,2490.4697
2012-11-28,2490.417,2490.8801,2490.8518,2490.9373,2490.8523,2490.5112,2490.939
2012-11-29,2491.0264,2490.9136,2490.903,2490.9426,2490.563,2490.9126,2490.9624
