,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD
2014-10-10,23041.623,23039.084,23036.324,23032.69,23029.768,23026.252,23022.545
2014-10-12,23057.492,23054.29,23050.59,23046.994,23043.24,23038.73,23033.992
2014-10-13,23070.744,23066.922,23063.826,23059.996,23055.71,23050.29,23045.379
2014-10-14,23082.908,23079.105,23075.148,23070.334,23065.412,23060.082,23055.852
2014-10-15,23095.197,23090.54,23085.547,23079.67,23073.666,23068.365,23063.605
2014-10-16,23106.713,23101.033,23094.977,23088.023,23082.02,23075.709,23070.893
2014-10-17,23117.281,23110.557,23103.422,23096.473,23089.465,23083.133,23078.412
2014-10-19,23126.89,23119.068,23111.953,23104.021,23096.984,23090.79,23086.166
2014-10-20,23135.475,23127.682,23119.553,23111.621,23104.738,23098.686,23094.162
2014-10-21,23144.156,23135.357,23127.229,23119.457,23112.734,23106.822,23101.533
2014-10-22,23150.932,23142.625,23135.145,23127.541,23120.975,23113.87,23108.496
2014-10-23,23156.096,23148.574,23142.795,23135.871,23128.11,23120.957,23115.682
2014-10-24,23161.074,23153.85,23148.984,23142.467,23135.287,23128.275,23123.1
2014-10-26,23164.918,23159.299,23153.14,23147.59,23142.176,23135.824,23130.752
2014-10-27,23168.873,23162.365,23157.236,23151.773,23147.611,23142.902,23138.645
2014-10-28,23171.545,23164.887,23161.129,23156.096,23152.018,23148.354,23145.39
2014-10-29,23172.623,23167.102,23163.773,23160.518,23156.57,23152.986,23150.328
2014-10-30,23173.537,23168.021,23166.523,23163.412,23161.006,23157.771,23155.18
2014-10-31,23174.457,23168.94,23167.736,23166.3,23163.992,23161.928,23160.182
2014-11-02,23175.371,23169.898,23168.744,23167.762,23166.924,23165.023,23163.52
2014-11-03,23176.385,23170.93,23169.775,23168.793,23168.047,23167.41,23166.732
2014-11-04,23177.418,23171.96,23170.807,23169.846,23169.146,23168.557,23168.05
2014-11-05,23178.445,23173.031,23171.928,23170.992,23170.291,23169.703,23169.197
2014-11-06,23179.572,23174.178,23173.074,23172.139,23171.438,23170.875,23172.516
2014-11-07,23180.715,23175.324,23174.225,23173.338,23172.684,23174.291,23178.434
2014-11-09,23181.875,23176.543,23175.486,23174.6,23176.176,23180.377,23187.098
2014-11-10,23183.135,23177.803,23176.746,23178.162,23182.41,23189.283,23198.615
2014-11-11,23184.395,23179.082,23180.396,23184.53,23191.518,23201.117,23213.018
2014-11-12,23185.725,23182.814,23186.902,23193.85,23203.617,23215.902,23230.268
2014-11-13,23189.508,23189.459,23196.418,23206.213,23218.723,23233.568,23247.912
2014-11-14,23196.266,23199.17,23209.04,23221.629,23236.746,23251.635,23263.79
2014-11-16,23206.139,23212.04,23224.766,23239.992,23254.861,23267.344,23281.377
2014-11-17,23219.209,23228.059,23243.473,23257.926,23270.629,23285.22,23297.285
2014-11-18,23235.482,23247.107,23261.156,23273.95,23288.42,23301.012,23313.824
2014-11-19,23254.12,23264.553,23277.457,23291.541,23304.385,23317.31,23331.809
2014-11-20,23270.676,23281.135,23294.814,23307.426,23320.48,23335.691,23349.703
2014-11-21,23287.58,23298.225,23310.404,23323.54,23339.238,23352.408,23365.062
2014-11-23,23304.594,23313.49,23326.766,23342.46,23354.775,23368.143,23383.35
2014-11-24,23319.021,23330.158,23345.395,23356.996,23370.86,23386.848,23404.389
2014-11-25,23336.041,23347.766,23359.293,23373.42,23389.99,23408.348,23427.857
2014-11-26,23351.244,23361.656,23376.062,23392.914,23411.902,23432.283,23451.178
2014-11-27,23365.441,23378.777,23395.92,23415.21,23436.256,23456.01,23474.85
2014-11-28,23383.021,23399.053,23418.627,23439.955,23460.31,23479.549,23497.477
2014-11-30,23403.781,23422.15,23443.758,23464.055,23483.766,23502.32,23521.648
2014-12-01,23427.398,23447.668,23467.793,23487.686,23506.861,23526.74,23545.734
2014-12-02,23453.416,23471.584,23491.709,23511.08,23531.176,23550.81,23569.55
2014-12-03,23477.062,23495.832,23515.406,23535.256,23555.209,23574.494,23594.336
2014-12-04,23501.754,23519.824,23539.412,23559.18,23579.006,23599.291,23616.752
2014-12-05,23526.02,23543.654,23563.225,23583.232,23603.701,23621.94,23637.945
2014-12-07,23549.668,23567.314,23587.582,23607.844,23626.623,23642.889,23655.266
2014-12-08,23573.1,23591.975,23612.06,23630.941,23647.344,23659.842,23668.49
2014-12-09,23597.832,23616.328,23635.08,23651.57,23663.936,23673.254,23679.58
2014-12-10,23622.32,23639.193,23655.598,23667.88,23677.555,23684.518,23688.514
2014-12-11,23644.941,23659.51,23671.883,23681.66,23688.996,23693.48,23694.426
2014-12-12,23664.93,23675.975,23685.863,23693.203,23696.922,23697.566,23696.086
2014-12-14,23681.695,23690.135,23696.783,23699.271,23698.95,23697.08,23695.045
2014-12-15,23695.762,23699.672,23701.463,23700.945,23697.91,23695.803,23693.643
2014-12-16,23703.324,23703.99,23703.145,23699.895,23696.514,23694.346,23692.55
2014-12-17,23707.732,23705.686,23702.086,23698.45,23695.025,23692.854,23691.088
2014-12-18,23709.494,23704.592,23700.594,23696.96,23693.525,23690.88,23686.72
2014-12-19,23708.375,23703.104,23699.105,23695.412,23691.02,23686.43,23678.95
2014-12-21,23706.887,23701.566,23697.506,23691.635,23686.504,23678.512,23667.62
2014-12-22,23705.285,23699.965,23693.014,23687.01,23678.453,23666.975,23652.672
2014-12-23,23703.676,23695.385,23687.621,23678.848,23666.73,23651.773,23639.775
2014-12-24,23698.998,23688.92,23679.332,23666.963,23651.299,23638.871,23627.377
2014-12-25,23691.053,23680.51,23667.275,23651.318,23638.342,23626.27,23611.627
2014-12-26,23682.39,23668.277,23651.412,23638.195,23625.555,23610.275,23595.297
2014-12-28,23669.922,23652.2,23638.059,23625.252,23609.334,23593.703,23581.97
2014-12-29,23653.555,23638.535,23624.951,23608.844,23592.541,23580.17,23572.088
2014-12-30,23639.371,23625.266,23608.352,23591.861,23578.861,23570.162,23562.398
2014-12-31,23625.89,23608.463,23591.172,23578.033,23568.734,23560.338,23552.443
2015-01-01,23608.84,23591.104,23577.174,23567.797,23558.793,23550.258,23541.525
2015-01-02,23591.223,23576.963,23566.816,23557.756,23548.941,23539.96,23531.066
2015-01-04,23576.904,23566.496,23556.676,23548.182,23538.834,23529.344,23520.326
2015-01-05,23566.31,23556.258,23547.422,23538.049,23528.084,23518.457,23509.326
2015-01-06,23555.938,23547.074,23537.21,23527.186,23517.07,23507.64,23501.93
2015-01-07,23546.805,23536.773,23526.234,23516.06,23506.637,23500.598,23494.914
2015-01-08,23536.37,23525.686,23514.988,23505.922,23499.596,23493.477,23491.924
2015-01-09,23525.162,23514.348,23505.188,23498.86,23492.396,23490.432,23489.41
2015-01-11,23513.93,23504.932,23498.23,23491.773,23489.578,23488.16,23491.576
2015-01-12,23504.549,23497.936,23491.143,23488.941,23487.28,23490.441,23494.512
2015-01-13,23497.27,23490.514,23488.002,23486.336,23489.312,23493.18,23497.305
2015-01-14,23489.76,23487.324,23485.367,23488.393,23492.076,23496.018,23500.197
2015-01-15,23486.547,23484.68,23487.441,23491.191,23494.938,23498.957,23503.197
2015-01-16,23483.863,23486.764,23490.271,23494.09,23497.92,23502.004,23510.89
2015-01-18,23485.979,23489.621,23493.203,23497.096,23501.006,23510.37,23519.883
2015-01-19,23488.863,23492.582,23496.242,23500.21,23509.707,23519.611,23535.344
2015-01-20,23491.854,23495.648,23499.389,23509.088,23519.248,23535.28,23557.217
2015-01-21,23494.953,23498.83,23508.36,23519.105,23535.094,23557.408,23584.654
2015-01-22,23498.17,23507.885,23518.889,23535.1,23557.445,23585.127,23616.361
2015-01-23,23507.33,23518.783,23535.008,23557.648,23585.408,23617.094,23650.918
2015-01-25,23518.53,23535.033,23557.723,23585.826,23617.605,23651.877,23687.004
2015-01-26,23534.953,23557.922,23586.08,23618.22,23652.582,23688.053,23719.598
2015-01-27,23558.057,23586.459,23618.656,23653.367,23688.834,23720.62,23747.906
2015-01-28,23586.816,23619.195,23653.95,23689.71,23721.387,23748.902,23772.492
2015-01-29,23619.764,23654.629,23690.309,23722.24,23749.727,23773.371,23794.02
2015-01-30,23655.375,23691.06,23722.809,23750.518,23774.086,23794.824,23815.393
2015-02-01,23691.84,23723.576,23751.107,23774.818,23795.324,23816.328,23840.178
2015-02-02,23724.354,23751.81,23775.303,23795.95,23816.943,23841.248,23866.363
2015-02-03,23752.545,23775.861,23796.355,23817.668,23841.98,23867.441,23893.06
2015-02-04,23776.533,23796.848,23818.172,23842.816,23868.186,23894.271,23921.977
2015-02-05,23797.402,23818.754,23843.418,23869.025,23895.129,23923.305,23950.428
2015-02-06,23819.418,23844.092,23869.613,23896.057,23924.262,23951.633,23976.86
2015-02-08,23844.873,23870.287,23896.742,23925.285,23952.447,23978.158,24005.098
2015-02-09,23871.076,23897.506,23926.053,23953.385,23979.062,24006.455,24031.355
2015-02-10,23898.4,23926.885,23954.06,23980.082,24007.414,24032.463,24054.334
2015-02-11,23927.88,23954.803,23980.826,24008.432,24033.287,24055.428,24077.521
2015-02-12,23955.674,23981.637,24009.19,24034.162,24056.234,24078.707,24100.621
2015-02-13,23982.598,24010.016,24034.777,24057.074,24079.545,24101.78,24123.246
2015-02-15,24010.96,24035.5,24057.676,24080.422,24102.645,24124.508,24146.764
2015-02-16,24036.314,24058.396,24081.059,24103.545,24125.451,24147.996,24170.7
2015-02-17,24059.191,24081.775,24104.236,24126.422,24148.918,24172.025,24196.408
2015-02-18,24082.582,24104.982,24127.184,24149.86,24173.035,24197.828,24223.527
2015-02-19,24105.867,24127.984,24150.62,24174.031,24198.904,24225.037,24251.729
2015-02-20,24128.955,24151.402,24174.87,24199.975,24226.182,24253.32,24278.975
2015-02-22,24152.352,24175.69,24200.861,24227.307,24254.518,24280.627,24306.414
2015-02-23,24176.73,24201.748,24228.258,24255.705,24281.87,24307.938,24331.57
2015-02-24,24202.86,24229.184,24256.695,24283.104,24309.082,24333.102,24357.682
2015-02-25,24230.373,24257.666,24284.137,24310.207,24334.254,24359.29,24384.078
2015-02-26,24258.914,24285.14,24311.121,24335.424,24360.484,24385.629,24410.193
2015-02-27,24286.434,24312.021,24336.363,24361.705,24386.807,24411.809,24434.652
2015-03-01,24313.186,24337.297,24362.682,24387.986,24413.031,24436.236,24457.922
2015-03-02,24338.51,24363.654,24388.943,24414.248,24437.414,24459.559,24479.352
2015-03-03,24364.926,24389.871,24415.254,24438.604,24460.781,24481.033,24497.928
2015-03-04,24391.113,24416.219,24439.576,24462.006,24482.29,24499.328,24510.08
2015-03-05,24417.504,24440.51,24463.016,24483.547,24500.326,24511.113,24518.248
2015-03-06,24441.752,24463.984,24484.588,24501.293,24511.836,24519.295,24524.828
2015-03-08,24465.266,24485.588,24502.135,24512.576,24520.033,24525.895,24529.744
2015-03-09,24486.89,24502.895,24513.195,24520.793,24526.658,24530.848,24532.912
2015-03-10,24503.904,24513.78,24521.44,24527.445,24531.633,24534.018,24535.941
2015-03-11,24514.584,24522.057,24528.125,24532.43,24534.812,24537.059,24539.082
2015-03-12,24522.875,24528.744,24533.113,24535.605,24537.863,24540.213,24542.334
2015-03-13,24529.57,24533.74,24536.297,24538.668,24541.027,24542.955,24542.27
2015-03-15,24534.57,24536.932,24539.367,24541.84,24543.217,24542.23,24541.213
2015-03-16,24537.768,24540.008,24542.5,24543.496,24542.357,24541.26,24537.873
2015-03-17,24540.855,24542.826,24543.756,24542.629,24541.074,24537.904,24531.912
2015-03-18,24543.129,24543.98,24542.89,24541.064,24537.719,24531.91,24523.178
2015-03-19,24544.273,24543.113,24541.092,24537.688,24531.705,24523.143,24513.877
2015-03-20,24543.404,24541.156,24537.705,24531.658,24522.904,24513.797,24506.713
2015-03-22,24541.258,24537.76,24531.658,24522.838,24513.531,24506.596,24500.246
2015-03-23,24537.846,24531.707,24522.812,24513.438,24506.285,24500.145,24498.404
2015-03-24,24531.77,24522.832,24513.395,24506.186,24499.926,24498.3,24496.916
2015-03-25,24522.873,24513.39,24506.137,24499.846,24498.086,24496.795,24495.309
2015-03-26,24513.395,24506.115,24499.805,24498.004,24496.57,24495.193,24493.7
2015-03-27,24506.094,24499.773,24497.967,24496.48,24494.969,24493.566,24492.492
2015-03-29,24499.773,24497.928,24496.434,24494.877,24493.332,24492.488,24494.06
2015-03-30,24497.924,24496.389,24494.828,24493.23,24492.5,24494.082,24492.67
2015-03-31,24496.375,24494.783,24493.176,24492.484,24494.037,24492.688,24490.516
2015-04-01,24494.77,24493.123,24492.502,24494.133,24492.645,24490.477,24488.566
2015-04-02,24493.102,24492.506,24494.078,24492.736,24490.479,24488.523,24486.514
2015-04-05,24492.494,24494.123,24492.68,24490.518,24488.514,24486.463,24484.402
2015-04-06,24494.059,24492.723,24490.508,24488.545,24486.453,24484.34,24482.225
2015-04-07,24492.656,24490.496,24488.527,24486.482,24484.318,24482.152,24479.938
2015-04-08,24490.475,24488.508,24486.467,24484.34,24482.12,24479.86,24477.576
2015-04-09,24488.475,24486.445,24484.32,24482.135,24479.828,24477.488,24475.135
2015-04-10,24486.414,24484.29,24482.104,24479.842,24477.445,24475.033,24472.61
2015-04-12,24484.246,24482.066,24479.81,24477.451,24474.98,24472.494,24469.975
2015-04-13,24482.016,24479.773,24477.41,24474.979,24472.432,24469.86,24472.049
2015-04-14,24479.71,24477.365,24474.934,24472.42,24469.793,24471.943,24479.824
2015-04-15,24477.307,24474.879,24472.367,24469.771,24471.877,24479.748,24493.422
2015-04-16,24474.809,24472.305,24469.709,24471.855,24479.705,24493.412,24506.158
2015-04-17,24472.227,24469.64,24471.799,24479.713,24493.406,24506.186,24520.4
2015-04-19,24469.55,24471.738,24479.676,24493.453,24506.23,24520.475,24540.607
2015-04-20,24471.662,24479.639,24493.45,24506.307,24520.562,24540.773,24561.436
2015-04-21,24479.582,24493.45,24506.332,24520.67,24540.887,24561.564,24581.963
2015-04-22,24493.428,24506.36,24520.723,24541.049,24561.748,24582.098,24607.184
2015-04-23,24506.303,24520.795,24541.145,24561.854,24582.32,24607.4,24636.736
2015-04-24,24520.773,24541.22,24561.998,24582.438,24607.668,24637.03,24669.41
2015-04-26,24541.28,24562.053,24582.6,24607.848,24637.342,24669.775,24704.053
2015-04-27,24562.129,24582.697,24608.035,24637.582,24670.129,24704.477,24736.479
2015-04-28,24582.78,24608.186,24637.81,24670.42,24704.863,24736.953,24769.936
2015-04-29,24608.324,24638.004,24670.684,24705.193,24737.36,24770.438,24804.215
2015-04-30,24638.2,24670.914,24705.494,24737.717,24770.865,24804.736,24836.223
2015-05-01,24671.16,24705.75,24738.043,24771.25,24805.158,24836.732,24868.78
2015-05-03,24706.041,24738.324,24771.592,24805.543,24837.154,24869.318,24901.764
2015-05-04,24738.646,24771.893,24805.87,24837.54,24869.76,24902.33,24934.885
2015-05-05,24772.238,24806.168,24837.86,24870.162,24902.793,24935.473,24966.588
2015-05-06,24806.5,24838.162,24870.498,24903.21,24935.941,24967.104,24995.725
2015-05-07,24838.502,24870.81,24903.555,24936.375,24967.527,24996.227,25025.354
2015-05-08,24871.17,24903.88,24936.729,24967.924,24996.656,25025.875,25055.393
2015-05-10,24904.25,24937.062,24968.266,24997.06,25026.316,25055.936,25085.648
2015-05-11,24937.443,24968.557,24997.402,25026.734,25056.385,25086.207,25114.5
2015-05-12,24968.914,24997.703,25027.096,25056.818,25086.664,25115.074,25142.043
2015-05-13,24998.076,25027.406,25057.184,25087.105,25115.537,25142.63,25169.887
2015-05-14,25027.793,25057.506,25087.48,25115.986,25143.1,25170.486,25198.08
2015-05-15,25057.898,25087.809,25116.37,25143.557,25170.959,25198.688,25225.252
2015-05-17,25088.21,25116.707,25143.943,25171.422,25199.166,25225.871,25251.42
2015-05-18,25117.113,25144.29,25171.81,25199.635,25226.35,25252.045,25276.746
2015-05-19,25144.697,25172.16,25200.025,25226.82,25252.527,25277.379,25300.215
2015-05-20,25172.576,25200.38,25227.213,25253.0,25277.863,25300.846,25323.072
2015-05-21,25200.799,25227.574,25253.395,25278.338,25301.332,25323.707,25345.545
2015-05-22,25227.996,25253.758,25278.736,25301.81,25324.195,25346.184,25367.678
2015-05-24,25254.186,25279.102,25302.209,25324.672,25346.674,25368.318,25389.512
2015-05-25,25279.53,25302.58,25325.074,25347.156,25368.812,25390.156,25411.072
2015-05-26,25303.01,25325.447,25347.559,25369.295,25390.65,25411.72,25432.393
2015-05-27,25325.875,25347.93,25369.697,25391.13,25412.213,25433.041,25453.498
2015-05-28,25348.361,25370.07,25391.54,25412.697,25433.537,25454.152,25474.408
2015-05-29,25370.506,25391.914,25413.104,25434.021,25454.646,25475.064,25495.139
2015-05-31,25392.35,25413.479,25434.428,25455.135,25475.559,25495.797,25515.709
2015-06-01,25413.916,25434.809,25455.541,25476.045,25496.291,25516.365,25536.139
2015-06-02,25435.244,25455.92,25476.455,25496.775,25516.863,25536.797,25556.44
2015-06-03,25456.357,25476.834,25497.188,25517.348,25537.293,25557.096,25576.61
2015-06-04,25477.27,25497.566,25517.76,25537.783,25557.594,25577.27,25596.668
2015-06-05,25498.004,25518.14,25538.193,25558.082,25577.768,25597.33,25616.623
2015-06-07,25518.578,25538.574,25558.494,25578.258,25597.828,25617.283,25636.488
2015-06-08,25539.014,25558.875,25578.668,25598.316,25617.783,25637.15,25656.28
2015-06-09,25559.312,25579.049,25598.729,25618.275,25637.646,25656.943,25676.988
2015-06-10,25579.492,25599.111,25618.688,25638.143,25657.443,25677.652,25697.67
2015-06-11,25599.55,25619.068,25638.557,25657.938,25678.152,25698.332,25718.197
2015-06-12,25619.51,25638.938,25658.348,25678.648,25698.83,25718.861,25738.57
2015-06-14,25639.377,25658.73,25679.059,25699.326,25719.36,25739.236,25758.822
2015-06-15,25659.172,25679.441,25699.736,25719.854,25739.738,25759.486,25778.959
2015-06-16,25679.885,25700.123,25720.27,25740.23,25759.988,25779.623,25798.99
2015-06-17,25700.564,25720.654,25740.646,25760.482,25780.123,25799.656,25818.93
2015-06-18,25721.096,25741.03,25760.898,25780.62,25800.158,25819.594,25838.754
2015-06-19,25741.473,25761.281,25781.031,25800.652,25820.096,25839.42,25858.508
2015-06-21,25761.725,25781.418,25801.066,25820.59,25839.926,25859.176,25878.21
2015-06-22,25781.861,25801.451,25821.006,25840.42,25859.68,25878.875,25897.809
2015-06-23,25801.895,25821.39,25840.834,25860.174,25879.38,25898.473,25917.367
2015-06-24,25821.832,25841.219,25860.588,25879.877,25898.975,25918.033,25936.846
2015-06-25,25841.662,25860.975,25880.291,25899.473,25918.537,25937.514,25956.305
2015-06-26,25861.418,25880.68,25899.883,25919.033,25938.018,25956.969,25975.67
2015-06-28,25881.123,25900.273,25919.447,25938.514,25957.473,25976.334,25994.312
2015-06-29,25900.717,25919.836,25938.926,25957.969,25976.842,25994.953,26012.648
2015-06-30,25920.28,25939.316,25958.385,25977.334,25995.432,26013.287,26029.984
2015-07-01,25939.76,25958.773,25977.75,25995.898,26013.766,26030.627,26047.398
2015-07-02,25959.217,25978.14,25996.29,26014.234,26031.11,26048.047,26063.072
2015-07-03,25978.586,25996.666,26014.625,26031.586,26048.525,26063.691,26077.576
2015-07-05,25997.084,26015.0,26031.98,26049.006,26064.133,26078.197,26091.16
2015-07-06,26015.418,26032.361,26049.398,26064.58,26078.637,26091.783,26103.809
2015-07-07,26032.781,26049.773,26064.967,26079.084,26092.223,26104.451,26115.488
2015-07-08,26050.191,26065.318,26079.47,26092.67,26104.89,26116.135,26126.18
2015-07-09,26065.713,26079.82,26093.057,26105.336,26116.578,26126.834,26135.9
2015-07-10,26080.219,26093.41,26105.73,26117.027,26127.281,26136.553,26144.59
2015-07-12,26093.809,26106.082,26117.422,26127.734,26137.0,26145.242,26152.238
2015-07-13,26106.48,26117.777,26128.135,26137.455,26145.693,26152.893,26158.748
2015-07-14,26118.188,26128.492,26137.857,26146.146,26153.344,26159.402,26163.932
2015-07-15,26128.9,26138.217,26146.547,26153.8,26159.85,26164.586,26167.854
2015-07-16,26138.625,26146.918,26154.201,26160.307,26165.037,26168.512,26170.328
2015-07-17,26147.332,26154.572,26160.707,26165.492,26168.965,26170.988,26171.383
2015-07-19,26154.984,26161.078,26165.896,26169.426,26171.44,26172.041,26170.719
2015-07-20,26161.492,26166.268,26169.826,26171.902,26172.492,26171.377,26168.348
2015-07-21,26166.68,26170.195,26172.305,26172.955,26171.83,26169.004,26164.06
2015-07-22,26170.613,26172.674,26173.357,26172.293,26169.457,26164.717,26157.773
2015-07-23,26173.094,26173.727,26172.695,26169.92,26165.164,26158.426,26149.379
2015-07-24,26174.146,26173.064,26170.32,26165.627,26158.873,26150.03,26138.793
2015-07-26,26173.484,26170.69,26166.025,26159.336,26150.475,26139.443,26125.975
2015-07-27,26171.107,26166.398,26159.734,26150.94,26139.88,26126.625,26110.904
2015-07-28,26166.814,26160.107,26151.338,26140.342,26127.059,26111.55,26093.65
2015-07-29,26160.52,26151.707,26140.732,26127.52,26111.984,26094.29,26074.361
2015-07-30,26152.123,26141.104,26127.906,26112.45,26094.715,26074.992,26053.127
2015-07-31,26141.518,26128.271,26112.832,26095.172,26075.422,26053.758,26031.557
2015-08-02,26128.688,26113.195,26095.553,26075.879,26054.178,26032.13,26008.875
2015-08-03,26113.604,26095.91,26076.258,26054.63,26032.523,26009.457,25984.76
2015-08-04,26096.316,26076.617,26055.01,26032.928,26009.848,25985.342,25960.623
2015-08-05,26077.021,26055.365,26033.281,26010.254,25985.734,25961.164,25935.854
2015-08-06,26055.762,26033.611,26010.607,25986.14,25961.533,25936.4,25910.057
2015-08-07,26033.98,26010.938,25986.492,25961.918,25936.771,25910.611,25883.46
2015-08-09,26011.309,25986.824,25962.248,25937.164,25910.984,25884.016,25856.248
2015-08-10,25987.195,25962.557,25937.494,25911.38,25884.39,25856.807,25828.592
2015-08-11,25962.906,25937.809,25911.713,25884.797,25857.182,25829.158,25800.654
2015-08-12,25938.162,25912.035,25885.13,25857.596,25829.533,25801.225,25773.693
2015-08-13,25912.393,25885.45,25857.93,25829.955,25801.6,25774.27,25747.705
2015-08-14,25885.805,25858.252,25830.29,25802.023,25774.646,25748.283,25722.52
2015-08-16,25858.607,25830.611,25802.36,25775.074,25748.66,25723.104,25698.031
2015-08-17,25830.969,25802.684,25775.406,25749.088,25723.479,25698.615,25674.129
2015-08-18,25803.043,25775.734,25749.426,25723.912,25698.992,25674.719,25650.742
2015-08-19,25776.094,25749.748,25724.25,25699.426,25675.094,25651.334,25627.799
2015-08-20,25750.113,25724.574,25699.762,25675.53,25651.71,25628.393,25605.254
2015-08-21,25724.938,25700.09,25675.867,25652.146,25628.77,25605.85,25583.055
2015-08-23,25700.457,25676.193,25652.484,25629.205,25606.227,25583.648,25561.164
2015-08-24,25676.557,25652.809,25629.545,25606.662,25584.027,25561.76,25539.547
2015-08-25,25653.176,25629.871,25607.002,25584.465,25562.139,25540.14,25518.178
2015-08-26,25630.24,25607.328,25584.805,25562.576,25540.518,25518.771,25497.035
2015-08-27,25607.695,25585.13,25562.914,25540.959,25519.15,25497.629,25476.092
2015-08-28,25585.5,25563.242,25541.297,25519.594,25498.008,25476.686,25455.316
2015-08-30,25563.61,25541.623,25519.932,25498.45,25477.066,25455.912,25434.723
2015-08-31,25541.996,25520.26,25498.79,25477.51,25456.291,25435.316,25414.27
2015-09-01,25520.63,25499.115,25477.852,25456.734,25435.697,25414.863,25393.95
2015-09-02,25499.488,25478.178,25457.076,25436.14,25415.246,25394.543,25373.754
2015-09-03,25478.549,25457.406,25436.486,25415.69,25394.926,25374.346,25353.67
2015-09-04,25457.773,25436.812,25416.031,25395.37,25374.73,25354.266,25333.695
2015-09-06,25437.186,25416.36,25395.71,25375.174,25354.646,25334.287,25313.805
2015-09-07,25416.73,25396.041,25375.516,25355.092,25334.672,25314.4,25293.99
2015-09-08,25396.41,25375.844,25355.436,25335.115,25314.783,25294.584,25274.283
2015-09-09,25376.215,25355.764,25335.457,25315.227,25294.969,25274.877,25254.633
2015-09-10,25356.135,25335.785,25315.57,25295.414,25275.26,25255.229,25235.041
2015-09-11,25336.156,25315.898,25295.756,25275.703,25255.611,25235.633,25215.533
2015-09-13,25316.271,25296.084,25276.045,25256.059,25236.016,25216.127,25196.05
2015-09-14,25296.459,25276.377,25256.4,25236.46,25216.512,25196.646,25176.648
2015-09-15,25276.748,25256.73,25236.807,25216.957,25197.03,25177.244,25157.285
2015-09-16,25257.104,25237.135,25217.3,25197.477,25177.627,25157.88,25137.94
2015-09-17,25237.506,25217.629,25197.82,25178.074,25158.262,25138.535,25118.69
2015-09-18,25218.0,25198.148,25178.42,25158.709,25138.918,25119.285,25099.438
2015-09-20,25198.521,25178.748,25159.055,25139.365,25119.668,25100.033,25080.191
2015-09-21,25179.12,25159.383,25139.71,25120.113,25100.416,25080.787,25061.055
2015-09-22,25159.754,25140.037,25120.459,25100.863,25081.17,25061.65,25041.918
2015-09-23,25140.41,25120.787,25101.209,25081.62,25062.031,25042.512,25022.78
2015-09-24,25121.158,25101.535,25081.96,25062.48,25042.895,25023.375,25003.643
2015-09-25,25101.908,25082.291,25062.824,25043.346,25023.758,25004.238,24984.607
2015-09-27,25082.666,25063.156,25043.688,25024.209,25004.621,24985.2,24965.584
2015-09-28,25063.527,25044.02,25024.555,25005.072,24985.584,24966.178,24946.56
2015-09-29,25044.39,25024.88,25005.418,24986.035,24966.562,24947.156,24927.537
2015-09-30,25025.254,25005.744,24986.379,24967.014,24947.54,24928.133,24908.52
2015-10-01,25006.117,24986.707,24967.355,24947.99,24928.516,24909.111,24889.496
2015-10-02,24987.08,24967.686,24948.336,24928.967,24909.496,24890.092,24870.541
2015-10-04,24968.059,24948.662,24929.312,24909.945,24890.473,24871.137,24851.637
2015-10-05,24949.035,24929.64,24910.29,24890.924,24871.52,24852.23,24832.727
2015-10-06,24930.012,24910.62,24891.27,24871.97,24852.613,24833.322,24813.822
2015-10-07,24910.992,24891.598,24872.316,24853.064,24833.705,24814.414,24794.912
2015-10-08,24891.969,24872.645,24853.406,24834.156,24814.799,24795.508,24776.006
2015-10-09,24873.02,24853.738,24834.502,24815.25,24795.89,24776.6,24757.098
2015-10-11,24854.11,24834.828,24815.592,24796.342,24776.984,24757.693,24738.191
2015-10-12,24835.205,24815.924,24796.688,24777.434,24758.076,24738.785,24719.283
2015-10-13,24816.295,24797.014,24777.777,24758.527,24739.17,24719.879,24700.377
2015-10-14,24797.39,24778.107,24758.871,24739.62,24720.26,24700.969,24681.469
2015-10-15,24778.48,24759.2,24739.963,24720.71,24701.354,24682.064,24662.562
2015-10-16,24759.576,24740.293,24721.057,24701.805,24682.445,24663.154,24643.686
2015-10-18,24740.666,24721.385,24702.148,24682.896,24663.54,24644.28,24624.89
2015-10-19,24721.756,24702.477,24683.242,24663.99,24644.662,24625.486,24606.1
2015-10-20,24702.852,24683.57,24664.334,24645.115,24625.87,24606.695,24587.309
2015-10-21,24683.941,24664.662,24645.46,24626.322,24607.078,24587.9,24568.512
2015-10-22,24665.037,24645.787,24626.666,24607.53,24588.283,24569.107,24549.72
2015-10-23,24646.16,24626.996,24607.873,24588.736,24569.49,24550.314,24530.928
2015-10-25,24627.37,24608.201,24589.082,24569.943,24550.7,24531.521,24512.135
2015-10-26,24608.578,24589.41,24570.287,24551.15,24531.906,24512.73,24493.342
2015-10-27,24589.781,24570.615,24551.496,24532.36,24513.111,24493.936,24474.547
2015-10-28,24570.99,24551.822,24532.701,24513.564,24494.32,24475.143,24455.756
2015-10-29,24552.2,24533.031,24513.908,24494.771,24475.525,24456.352,24436.965
2015-10-30,24533.402,24514.238,24495.117,24475.98,24456.734,24437.559,24418.168
2015-11-01,24514.611,24495.443,24476.322,24457.188,24437.941,24418.764,24399.377
2015-11-02,24495.82,24476.652,24457.53,24438.393,24419.146,24399.973,24380.586
