,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD,HKXHKD
2013-09-15,16830.467,16830.49,16830.543,16830.652,16831.117,16831.28,16830.791
2013-09-16,16849.373,16849.396,16849.451,16849.56,16850.025,16850.188,16848.777
2013-09-17,16868.281,16868.305,16868.357,16868.469,16868.934,16868.174,16866.7
2013-09-18,16887.188,16887.213,16887.266,16887.375,16886.918,16886.094,16884.69
2013-09-19,16906.096,16906.121,16906.172,16905.36,16904.84,16904.086,16902.715
2013-09-20,16925.002,16925.027,16924.156,16923.283,16922.83,16922.111,16920.82
2013-09-22,16943.91,16943.012,16942.08,16941.273,16940.855,16940.215,16938.924
2013-09-23,16961.895,16960.936,16960.07,16959.299,16958.96,16958.322,16957.129
2013-09-24,16979.818,16978.926,16978.096,16977.402,16977.066,16976.523,16975.348
2013-09-25,16997.809,16996.951,16996.201,16995.508,16995.27,16994.744,16993.568
2013-09-26,17015.832,17015.055,17014.307,17013.713,17013.488,17012.963,17011.895
2013-09-27,17033.94,17033.16,17032.51,17031.932,17031.709,17031.29,17030.229
2013-09-29,17052.043,17051.363,17050.729,17050.15,17050.033,17049.623,17048.562
2013-09-30,17070.244,17069.584,17068.947,17068.477,17068.37,17067.955,17066.924
2013-10-01,17088.467,17087.805,17087.273,17086.812,17086.703,17086.32,17085.375
2013-10-02,17106.686,17106.129,17105.607,17105.146,17105.064,17104.77,17103.824
2013-10-03,17125.014,17124.465,17123.943,17123.508,17123.516,17123.219,17122.273
2013-10-04,17143.346,17142.797,17142.309,17141.959,17141.965,17141.67,17140.725
2013-10-06,17161.682,17161.162,17160.756,17160.408,17160.412,17160.12,17159.21
2013-10-07,17180.045,17179.611,17179.203,17178.857,17178.863,17178.604,17177.773
2013-10-08,17198.496,17198.062,17197.654,17197.307,17197.35,17197.168,17195.41
2013-10-09,17216.945,17216.512,17216.104,17215.793,17215.912,17214.807,17213.01
2013-10-10,17235.39,17234.959,17234.59,17234.355,17233.55,17232.406,17230.668
2013-10-11,17253.84,17253.443,17253.154,17251.994,17251.15,17250.062,17248.43
2013-10-13,17272.326,17272.008,17270.79,17269.594,17268.809,17267.826,17266.238
2013-10-14,17290.89,17289.648,17288.39,17287.252,17286.568,17285.633,17284.113
2013-10-15,17308.527,17307.248,17306.047,17305.012,17304.379,17303.51,17302.055
2013-10-16,17326.13,17324.904,17323.809,17322.82,17322.254,17321.451,17320.045
2013-10-17,17343.785,17342.664,17341.62,17340.697,17340.195,17339.441,17338.09
2013-10-18,17361.547,17360.475,17359.496,17358.639,17358.186,17357.484,17356.193
2013-10-20,17379.357,17378.352,17377.436,17376.629,17376.229,17375.588,17374.3
2013-10-21,17397.234,17396.293,17395.428,17394.672,17394.336,17393.697,17392.52
2013-10-22,17415.174,17414.283,17413.47,17412.777,17412.44,17411.914,17410.742
2013-10-23,17433.166,17432.326,17431.576,17430.883,17430.66,17430.137,17428.969
2013-10-24,17451.209,17450.43,17449.68,17449.104,17448.88,17448.363,17447.305
2013-10-25,17469.314,17468.537,17467.9,17467.324,17467.107,17466.7,17465.637
2013-10-27,17487.418,17486.756,17486.121,17485.55,17485.441,17485.031,17483.973
2013-10-28,17505.64,17504.977,17504.348,17503.885,17503.775,17503.367,17502.352
2013-10-29,17523.857,17523.205,17522.684,17522.219,17522.111,17521.748,17521.713
2013-10-30,17542.086,17541.54,17541.018,17540.555,17540.492,17541.11,17541.164
2013-10-31,17560.42,17559.873,17559.352,17558.936,17559.854,17560.559,17560.531
2013-11-01,17578.756,17578.209,17577.732,17578.297,17579.305,17579.924,17579.896
2013-11-03,17597.088,17596.59,17597.094,17597.748,17598.67,17599.293,17599.176
2013-11-04,17615.469,17615.951,17616.545,17617.111,17618.035,17618.572,17618.428
2013-11-05,17634.834,17635.4,17635.912,17636.479,17637.314,17637.822,17637.678
2013-11-06,17654.283,17654.766,17655.277,17655.758,17656.566,17657.074,17656.86
2013-11-07,17673.648,17674.133,17674.557,17675.01,17675.816,17676.256,17675.998
2013-11-08,17693.014,17693.412,17693.807,17694.262,17694.998,17695.393,17695.135
2013-11-10,17712.293,17712.662,17713.059,17713.441,17714.137,17714.527,17714.268
2013-11-11,17731.545,17731.914,17732.24,17732.578,17733.273,17733.662,17733.36
2013-11-12,17750.795,17751.096,17751.377,17751.717,17752.41,17752.752,17752.379
2013-11-13,17769.977,17770.232,17770.514,17770.852,17771.498,17771.773,17771.402
2013-11-14,17789.113,17789.367,17789.65,17789.94,17790.52,17790.797,17790.426
2013-11-15,17808.252,17808.504,17808.738,17808.963,17809.543,17809.82,17809.445
2013-11-17,17827.389,17827.594,17827.76,17827.986,17828.564,17828.84,17828.469
2013-11-18,17846.477,17846.615,17846.781,17847.008,17847.586,17847.863,17847.47
2013-11-19,17865.5,17865.639,17865.805,17866.03,17866.607,17866.865,17866.377
2013-11-20,17884.52,17884.66,17884.828,17885.05,17885.61,17885.771,17886.22
2013-11-21,17903.543,17903.682,17903.85,17904.055,17904.516,17905.615,17906.11
2013-11-22,17922.564,17922.705,17922.85,17922.959,17924.361,17925.502,17925.922
2013-11-24,17941.588,17941.707,17941.76,17942.805,17944.248,17945.318,17945.633
2013-11-25,17960.588,17960.613,17961.6,17962.69,17964.062,17965.027,17965.281
2013-11-26,17979.496,17980.457,17981.49,17982.506,17983.773,17984.674,17984.875
2013-11-27,17999.338,18000.344,18001.303,18002.217,18003.42,18004.27,18004.383
2013-11-28,18019.227,18020.16,18021.012,18021.861,18023.016,18023.777,18023.861
2013-11-29,18039.043,18039.87,18040.662,18041.459,18042.521,18043.256,18043.262
2013-12-01,18058.75,18059.516,18060.256,18060.965,18062.004,18062.658,18062.63
2013-12-02,18078.398,18079.111,18079.762,18080.445,18081.404,18082.025,18081.975
2013-12-03,18097.996,18098.62,18099.244,18099.846,18100.77,18101.371,18101.227
2013-12-04,18117.5,18118.098,18118.645,18119.213,18120.115,18120.621,18120.477
2013-12-05,18136.98,18137.5,18138.01,18138.559,18139.367,18139.873,18139.725
2013-12-06,18156.383,18156.865,18157.355,18157.81,18158.617,18159.12,18158.861
2013-12-08,18175.748,18176.213,18176.607,18177.06,18177.865,18178.256,18177.998
2013-12-09,18195.092,18195.463,18195.86,18196.309,18197.002,18197.395,18197.135
2013-12-10,18214.348,18214.715,18215.105,18215.445,18216.137,18216.531,18216.273
2013-12-11,18233.598,18233.96,18234.24,18234.582,18235.273,18235.666,18235.312
2013-12-12,18252.844,18253.098,18253.377,18253.717,18254.41,18254.703,18254.332
2013-12-13,18271.979,18272.236,18272.516,18272.854,18273.451,18273.727,18273.354
2013-12-15,18291.115,18291.371,18291.652,18291.893,18292.473,18292.75,18292.377
2013-12-16,18310.252,18310.506,18310.691,18310.914,18311.494,18311.773,18311.396
2013-12-17,18329.389,18329.545,18329.713,18329.938,18330.516,18330.793,18330.42
2013-12-18,18348.428,18348.568,18348.734,18348.959,18349.537,18349.814,18349.373
2013-12-19,18367.451,18367.592,18367.758,18367.98,18368.56,18368.77,18368.28
2013-12-20,18386.47,18386.613,18386.78,18387.004,18387.512,18387.674,18387.19
2013-12-22,18405.494,18405.635,18405.8,18405.955,18406.42,18406.584,18406.094
2013-12-23,18424.518,18424.656,18424.754,18424.863,18425.328,18425.49,18425.004
2013-12-24,18443.541,18443.61,18443.66,18443.77,18444.234,18444.398,18443.908
2013-12-26,18462.49,18462.516,18462.568,18462.678,18463.143,18463.305,18461.932
2013-12-27,18481.4,18481.424,18481.475,18481.586,18482.049,18481.326,18479.922
2013-12-29,18500.305,18500.332,18500.383,18500.492,18500.07,18499.316,18497.912
2013-12-30,18519.215,18519.238,18519.293,18518.514,18518.06,18517.307,18516.012
2013-12-31,18538.12,18538.146,18537.31,18536.504,18536.05,18535.408,18534.121
2014-01-01,18557.03,18556.166,18555.3,18554.496,18554.152,18553.516,18552.285
2014-01-02,18575.049,18574.156,18573.291,18572.596,18572.26,18571.682,18570.504
2014-01-03,18593.04,18592.148,18591.396,18590.703,18590.424,18589.898,18588.727
2014-01-05,18611.03,18610.25,18609.5,18608.867,18608.645,18608.121,18607.014
2014-01-06,18629.133,18628.355,18627.664,18627.088,18626.865,18626.408,18625.35
2014-01-07,18647.236,18646.521,18645.885,18645.309,18645.154,18644.742,18643.682
2014-01-08,18665.402,18664.74,18664.105,18663.598,18663.488,18663.076,18662.018
2014-01-09,18683.625,18682.96,18682.393,18681.932,18681.822,18681.412,18680.459
2014-01-10,18701.842,18701.25,18700.729,18700.266,18700.156,18699.854,18698.908
2014-01-12,18720.129,18719.582,18719.062,18718.602,18718.598,18718.303,18717.354
2014-01-13,18738.465,18737.918,18737.396,18737.041,18737.047,18736.75,18735.805
2014-01-14,18756.8,18756.252,18755.838,18755.49,18755.494,18755.2,18754.254
2014-01-15,18775.133,18774.693,18774.287,18773.938,18773.945,18773.648,18772.818
2014-01-16,18793.576,18793.143,18792.738,18792.389,18792.395,18792.213,18791.38
2014-01-17,18812.025,18811.592,18811.186,18810.838,18810.959,18810.777,18809.945
2014-01-19,18830.475,18830.041,18829.633,18829.402,18829.521,18829.34,18828.51
2014-01-20,18848.926,18848.492,18848.197,18847.965,18848.086,18847.904,18847.072
2014-01-21,18867.373,18867.055,18866.762,18866.53,18866.648,18866.469,18865.637
2014-01-22,18885.934,18885.62,18885.324,18885.092,18885.213,18885.031,18884.2
2014-01-23,18904.498,18904.182,18903.889,18903.656,18903.777,18903.596,18902.805
2014-01-24,18923.062,18922.746,18922.451,18922.22,18922.34,18922.2,18921.482
2014-01-26,18941.625,18941.31,18941.016,18940.783,18940.943,18940.877,18940.16
2014-01-27,18960.19,18959.873,18959.58,18959.389,18959.623,18959.555,18957.91
2014-01-28,18978.754,18978.438,18978.184,18978.066,18978.3,18977.3,18974.717
2014-01-29,18997.316,18997.041,18996.861,18996.744,18996.049,18994.113,18991.504
2014-01-30,19015.922,19015.719,19015.541,19014.49,19012.86,19010.895,19008.404
2014-01-31,19034.602,19034.396,19033.29,19031.3,19029.643,19027.799,19025.426
2014-02-02,19053.28,19052.143,19050.1,19048.086,19046.545,19044.822,19042.555
2014-02-03,19071.027,19068.955,19066.883,19064.988,19063.564,19061.95,19059.785
2014-02-04,19087.838,19085.736,19083.787,19082.008,19080.693,19079.18,19077.107
2014-02-05,19104.621,19102.64,19100.807,19099.137,19097.924,19096.504,19094.525
2014-02-06,19121.525,19119.662,19117.934,19116.367,19115.246,19113.92,19112.047
2014-02-07,19138.543,19136.79,19135.164,19133.69,19132.666,19131.443,19130.596
2014-02-09,19155.672,19154.02,19152.488,19151.11,19150.186,19149.99,19149.273
2014-02-10,19172.902,19171.344,19169.904,19168.629,19168.736,19168.668,19167.955
2014-02-11,19190.225,19188.762,19187.428,19187.18,19187.416,19187.348,19186.633
2014-02-12,19207.643,19206.283,19205.977,19205.857,19206.094,19206.027,19205.31
2014-02-13,19225.164,19224.832,19224.656,19224.537,19224.771,19224.705,19223.986
2014-02-14,19243.717,19243.51,19243.334,19243.215,19243.45,19243.383,19242.664
2014-02-16,19262.393,19262.188,19262.012,19261.893,19262.127,19262.06,19261.346
2014-02-17,19281.07,19280.867,19280.69,19280.57,19280.805,19280.738,19280.023
2014-02-18,19299.748,19299.547,19299.37,19299.248,19299.484,19299.42,19298.701
2014-02-19,19318.426,19318.225,19318.049,19317.926,19318.162,19318.098,19317.379
2014-02-20,19337.107,19336.902,19336.727,19336.605,19336.84,19336.775,19336.086
2014-02-21,19355.785,19355.58,19355.402,19355.285,19355.52,19355.48,19354.88
2014-02-23,19374.463,19374.26,19374.08,19373.963,19374.229,19374.275,19373.672
2014-02-24,19393.14,19392.938,19392.758,19392.67,19393.02,19393.068,19392.467
2014-02-25,19411.818,19411.617,19411.469,19411.463,19411.812,19411.86,19411.26
2014-02-26,19430.498,19430.322,19430.26,19430.256,19430.605,19430.654,19430.05
2014-02-27,19449.205,19449.115,19449.053,19449.047,19449.398,19449.445,19448.846
2014-02-28,19467.998,19467.91,19467.848,19467.844,19468.191,19468.238,19467.637
2014-03-02,19486.793,19486.701,19486.639,19486.635,19486.984,19487.033,19486.43
2014-03-03,19505.584,19505.494,19505.432,19505.428,19505.777,19505.824,19505.225
2014-03-04,19524.375,19524.287,19524.225,19524.22,19524.57,19524.617,19524.016
2014-03-05,19543.172,19543.08,19543.018,19543.014,19543.363,19543.412,19542.807
2014-03-06,19561.963,19561.875,19561.81,19561.807,19562.156,19562.203,19561.604
2014-03-07,19580.754,19580.666,19580.604,19580.6,19580.947,19580.998,19580.395
2014-03-09,19599.549,19599.457,19599.395,19599.39,19599.742,19599.79,19599.186
2014-03-10,19618.342,19618.254,19618.19,19618.186,19618.535,19618.582,19617.98
2014-03-11,19637.133,19637.045,19636.982,19636.979,19637.326,19637.377,19637.695
2014-03-12,19655.928,19655.838,19655.773,19655.77,19656.12,19657.092,19658.418
2014-03-13,19674.719,19674.63,19674.568,19674.562,19675.836,19677.81,19679.098
2014-03-14,19693.514,19693.424,19693.361,19694.28,19696.557,19698.492,19699.629
2014-03-16,19712.307,19712.217,19713.074,19714.998,19717.238,19719.021,19720.002
2014-03-17,19731.098,19731.934,19733.799,19735.682,19737.768,19739.398,19740.254
2014-03-18,19750.814,19752.652,19754.477,19756.21,19758.143,19759.648,19760.39
2014-03-19,19771.535,19773.334,19775.008,19776.586,19778.395,19779.787,19780.428
2014-03-20,19792.215,19793.863,19795.383,19796.838,19798.531,19799.818,19800.365
2014-03-21,19812.746,19814.24,19815.635,19816.975,19818.566,19819.758,19820.193
2014-03-23,19833.123,19834.49,19835.773,19837.008,19838.504,19839.59,19839.95
2014-03-24,19853.375,19854.629,19855.807,19856.947,19858.332,19859.344,19859.65
2014-03-25,19873.512,19874.66,19875.744,19876.775,19878.09,19879.047,19879.248
2014-03-26,19893.543,19894.598,19895.572,19896.533,19897.791,19898.643,19898.809
2014-03-27,19913.482,19914.43,19915.328,19916.234,19917.387,19918.203,19918.291
2014-03-28,19933.31,19934.186,19935.033,19935.83,19936.95,19937.686,19937.748
2014-03-30,19953.066,19953.889,19954.627,19955.39,19956.43,19957.143,19957.113
2014-03-31,19972.771,19973.482,19974.191,19974.875,19975.887,19976.51,19976.479
2014-04-01,19992.365,19993.045,19993.67,19994.33,19995.252,19995.873,19995.766
2014-04-02,20011.928,20012.527,20013.129,20013.695,20014.62,20015.156,20015.018
2014-04-03,20031.406,20031.982,20032.492,20033.062,20033.904,20034.41,20034.268
2014-04-04,20050.865,20051.35,20051.86,20052.346,20053.156,20053.664,20053.453
2014-04-06,20070.23,20070.715,20071.145,20071.598,20072.406,20072.85,20072.59
2014-04-07,20089.6,20090.0,20090.396,20090.85,20091.594,20091.986,20091.729
2014-04-08,20108.883,20109.25,20109.646,20110.037,20110.73,20111.123,20110.865
2014-04-09,20128.133,20128.504,20128.836,20129.174,20129.867,20130.26,20129.957
2014-04-10,20147.385,20147.691,20147.97,20148.312,20149.004,20149.354,20148.98
2014-04-11,20166.574,20166.828,20167.107,20167.447,20168.098,20168.375,20168.004
2014-04-13,20185.707,20185.965,20186.244,20186.541,20187.121,20187.398,20187.027
2014-04-14,20204.844,20205.1,20205.34,20205.564,20206.143,20206.418,20205.139
2014-04-15,20223.982,20224.195,20224.361,20224.586,20225.166,20224.535,20223.219
2014-04-16,20243.078,20243.217,20243.383,20243.607,20243.28,20242.615,20241.328
2014-04-17,20262.102,20262.238,20262.406,20261.723,20261.36,20260.719,20259.469
2014-04-20,20281.121,20281.26,20280.521,20279.803,20279.465,20278.863,20277.69
2014-04-21,20300.145,20299.377,20298.6,20297.908,20297.61,20297.086,20295.908
2014-04-22,20318.26,20317.457,20316.707,20316.053,20315.828,20315.303,20314.176
2014-04-23,20336.34,20335.56,20334.852,20334.271,20334.049,20333.57,20332.512
2014-04-24,20354.443,20353.705,20353.07,20352.492,20352.316,20351.906,20350.844
2014-04-25,20372.588,20371.926,20371.29,20370.76,20370.65,20370.238,20369.18
2014-04-27,20390.807,20390.145,20389.557,20389.094,20388.986,20388.574,20387.6
2014-04-28,20409.03,20408.412,20407.89,20407.428,20407.32,20406.996,20406.047
2014-04-29,20427.295,20426.746,20426.227,20425.764,20425.738,20425.441,20424.496
2014-04-30,20445.627,20445.08,20444.56,20444.182,20444.19,20443.89,20442.945
2014-05-01,20463.963,20463.416,20462.98,20462.63,20462.637,20462.342,20461.396
2014-05-02,20482.299,20481.834,20481.43,20481.08,20481.086,20480.791,20479.94
2014-05-04,20500.717,20500.283,20499.877,20499.53,20499.535,20499.332,20498.502
2014-05-05,20519.166,20518.732,20518.326,20517.979,20518.078,20517.896,20517.066
2014-05-06,20537.617,20537.184,20536.775,20536.521,20536.64,20536.459,20535.63
2014-05-07,20556.066,20555.633,20555.318,20555.084,20555.205,20555.023,20554.193
2014-05-08,20574.512,20574.172,20573.883,20573.648,20573.77,20573.586,20572.758
2014-05-09,20593.055,20592.736,20592.445,20592.21,20592.332,20592.148,20591.32
2014-05-11,20611.62,20611.299,20611.01,20610.775,20610.896,20610.713,20609.9
2014-05-12,20630.184,20629.863,20629.572,20629.34,20629.459,20629.297,20628.578
2014-05-13,20648.746,20648.428,20648.137,20647.902,20648.041,20647.975,20647.256
2014-05-14,20667.31,20666.99,20666.701,20666.484,20666.719,20666.652,20665.938
2014-05-15,20685.875,20685.555,20685.283,20685.162,20685.398,20685.332,20684.615
2014-05-16,20704.438,20704.139,20703.96,20703.84,20704.076,20704.012,20703.293
2014-05-18,20723.021,20722.816,20722.64,20722.52,20722.754,20722.688,20721.97
2014-05-19,20741.7,20741.494,20741.316,20741.197,20741.434,20741.365,20740.648
2014-05-20,20760.377,20760.172,20759.994,20759.877,20760.111,20760.043,20759.33
2014-05-21,20779.055,20778.852,20778.672,20778.555,20778.79,20778.72,20778.008
2014-05-22,20797.732,20797.531,20797.352,20797.232,20797.469,20797.402,20796.686
2014-05-23,20816.41,20816.207,20816.031,20815.91,20816.146,20816.08,20815.363
2014-05-25,20835.092,20834.885,20834.709,20834.59,20834.824,20834.758,20834.041
2014-05-26,20853.77,20853.562,20853.387,20853.27,20853.504,20853.436,20852.719
2014-05-27,20872.447,20872.242,20872.064,20871.947,20872.182,20872.113,20871.4
2014-05-28,20891.125,20890.922,20890.742,20890.625,20890.86,20890.791,20891.008
2014-05-29,20909.803,20909.6,20909.422,20909.3,20909.537,20910.404,20910.7
2014-05-30,20928.48,20928.277,20928.102,20927.98,20929.148,20930.094,20930.295
2014-06-02,20947.16,20946.955,20946.78,20947.592,20948.84,20949.691,20949.844
2014-06-03,20965.838,20965.633,20966.393,20967.283,20968.434,20969.238,20969.322
2014-06-04,20984.516,20985.246,20986.08,20986.877,20987.984,20988.717,20988.768
2014-06-05,21004.129,21004.936,21005.674,21006.426,21007.463,21008.162,21008.133
2014-06-06,21023.818,21024.531,21025.223,21025.906,21026.906,21027.527,21027.498
2014-06-08,21043.412,21044.08,21044.705,21045.35,21046.273,21046.893,21046.77
2014-06-09,21062.959,21063.559,21064.146,21064.717,21065.639,21066.164,21066.02
2014-06-10,21082.441,21083.004,21083.512,21084.082,21084.91,21085.414,21085.271
2014-06-11,21101.885,21102.37,21102.879,21103.352,21104.16,21104.666,21104.445
2014-06-12,21121.25,21121.734,21122.15,21122.604,21123.412,21123.84,21123.582
2014-06-13,21140.617,21141.006,21141.4,21141.855,21142.584,21142.977,21142.719
2014-06-15,21159.889,21160.258,21160.654,21161.027,21161.723,21162.113,21161.855
2014-06-16,21179.14,21179.508,21179.828,21180.166,21180.86,21181.25,21180.936
2014-06-17,21198.39,21198.682,21198.963,21199.303,21199.996,21200.33,21199.959
2014-06-18,21217.564,21217.818,21218.1,21218.44,21219.076,21219.354,21218.982
2014-06-19,21236.701,21236.955,21237.234,21237.52,21238.1,21238.377,21238.002
2014-06-20,21255.84,21256.094,21256.316,21256.543,21257.121,21257.396,21257.025
2014-06-22,21274.977,21275.172,21275.338,21275.564,21276.143,21276.42,21276.047
2014-06-23,21294.057,21294.195,21294.361,21294.586,21295.164,21295.443,21295.043
2014-06-24,21313.076,21313.217,21313.385,21313.607,21314.186,21314.436,21313.947
2014-06-25,21332.1,21332.238,21332.406,21332.629,21333.182,21333.344,21332.857
2014-06-26,21351.121,21351.262,21351.428,21351.625,21352.088,21352.252,21351.762
2014-06-27,21370.145,21370.283,21370.422,21370.531,21370.996,21371.158,21370.672
2014-06-29,21389.164,21389.275,21389.328,21389.44,21389.902,21390.066,21389.578
2014-06-30,21408.158,21408.186,21408.236,21408.346,21408.81,21408.973,21408.486
2014-07-01,21427.068,21427.092,21427.145,21427.254,21427.717,21427.88,21427.393
2014-07-02,21445.975,21446.0,21446.05,21446.16,21446.625,21446.787,21446.3
2014-07-03,21464.883,21464.906,21464.959,21465.07,21465.533,21465.697,21465.207
2014-07-04,21483.79,21483.814,21483.865,21483.977,21484.441,21484.602,21484.115
2014-07-06,21502.697,21502.723,21502.775,21502.885,21503.35,21503.512,21503.025
2014-07-07,21521.604,21521.629,21521.68,21521.791,21522.256,21522.416,21521.93
2014-07-08,21540.512,21540.54,21540.59,21540.7,21541.164,21541.326,21540.734
2014-07-09,21559.418,21559.443,21559.496,21559.605,21560.07,21560.129,21559.525
2014-07-10,21578.328,21578.354,21578.404,21578.514,21578.875,21578.92,21578.32
2014-07-11,21597.232,21597.258,21597.31,21597.318,21597.666,21597.717,21597.111
2014-07-13,21616.143,21616.168,21616.113,21616.11,21616.459,21616.508,21615.904
2014-07-14,21635.049,21634.97,21634.908,21634.902,21635.252,21635.299,21634.7
2014-07-15,21653.854,21653.762,21653.7,21653.695,21654.047,21654.094,21653.49
2014-07-16,21672.646,21672.557,21672.494,21672.488,21672.838,21672.887,21672.285
2014-07-17,21691.438,21691.35,21691.287,21691.281,21691.63,21691.678,21691.078
2014-07-18,21710.232,21710.14,21710.078,21710.074,21710.424,21710.473,21709.87
2014-07-20,21729.023,21728.934,21728.871,21728.865,21729.217,21729.264,21728.664
2014-07-21,21747.816,21747.729,21747.666,21747.662,21748.01,21748.059,21747.455
2014-07-22,21766.611,21766.52,21766.457,21766.453,21766.803,21766.852,21766.248
2014-07-23,21785.402,21785.314,21785.25,21785.246,21785.596,21785.643,21785.043
2014-07-24,21804.193,21804.105,21804.043,21804.04,21804.389,21804.438,21803.834
2014-07-25,21822.99,21822.898,21822.836,21822.832,21823.182,21823.23,21822.625
2014-07-27,21841.781,21841.693,21841.629,21841.625,21841.975,21842.021,21841.422
2014-07-28,21860.572,21860.484,21860.422,21860.418,21860.766,21860.816,21860.213
2014-07-29,21879.367,21879.275,21879.213,21879.209,21879.56,21879.607,21879.004
2014-07-30,21898.16,21898.072,21898.01,21898.004,21898.354,21898.4,21897.799
2014-07-31,21916.951,21916.863,21916.8,21916.797,21917.145,21917.195,21916.592
2014-08-01,21935.746,21935.656,21935.592,21935.588,21935.938,21935.986,21935.383
2014-08-03,21954.537,21954.45,21954.387,21954.38,21954.732,21954.777,21954.178
2014-08-04,21973.334,21973.242,21973.18,21973.176,21973.525,21973.574,21972.969
2014-08-05,21992.125,21992.035,21991.973,21991.967,21992.316,21992.365,21991.766
2014-08-06,22010.916,22010.828,22010.766,22010.76,22011.11,22011.156,22010.557
2014-08-07,22029.71,22029.62,22029.557,22029.553,22029.904,22029.951,22029.348
2014-08-08,22048.504,22048.414,22048.352,22048.346,22048.695,22048.744,22048.143
2014-08-10,22067.295,22067.207,22067.145,22067.14,22067.488,22067.537,22066.936
2014-08-11,22086.09,22085.998,22085.936,22085.932,22086.281,22086.33,22085.727
2014-08-12,22104.88,22104.793,22104.729,22104.725,22105.076,22105.121,22104.521
2014-08-13,22123.674,22123.586,22123.523,22123.52,22123.867,22123.918,22123.312
2014-08-14,22142.469,22142.377,22142.314,22142.31,22142.66,22142.709,22142.105
2014-08-15,22161.26,22161.172,22161.107,22161.104,22161.453,22161.5,22160.9
2014-08-17,22180.05,22179.963,22179.9,22179.896,22180.246,22180.295,22179.691
2014-08-18,22198.848,22198.758,22198.693,22198.69,22199.04,22199.088,22198.482
2014-08-19,22217.639,22217.55,22217.488,22217.482,22217.832,22217.879,22217.28
2014-08-20,22236.43,22236.342,22236.28,22236.275,22236.623,22236.674,22236.07
2014-08-21,22255.225,22255.135,22255.072,22255.066,22255.418,22255.465,22254.863
2014-08-22,22274.018,22273.93,22273.867,22273.861,22274.21,22274.258,22273.656
2014-08-24,22292.812,22292.72,22292.658,22292.654,22293.004,22293.053,22292.45
2014-08-25,22311.604,22311.514,22311.451,22311.445,22311.795,22311.844,22311.244
2014-08-26,22330.395,22330.307,22330.244,22330.24,22330.59,22330.635,22330.035
2014-08-27,22349.191,22349.1,22349.037,22349.033,22349.383,22349.432,22348.826
2014-08-28,22367.982,22367.893,22367.83,22367.824,22368.176,22368.223,22367.623
2014-08-29,22386.773,22386.686,22386.623,22386.62,22386.967,22387.016,22386.414
2014-08-31,22405.568,22405.477,22405.414,22405.41,22405.762,22405.809,22405.205
2014-09-01,22424.361,22424.273,22424.209,22424.205,22424.555,22424.602,22424.0
2014-09-02,22443.152,22443.064,22443.002,22442.998,22443.346,22443.396,22442.793
2014-09-03,22461.947,22461.855,22461.793,22461.79,22462.139,22462.188,22461.584
2014-09-04,22480.738,22480.65,22480.586,22480.582,22480.934,22480.979,22480.379
2014-09-05,22499.531,22499.443,22499.38,22499.377,22499.725,22499.775,22499.17
2014-09-07,22518.326,22518.236,22518.172,22518.168,22518.518,22518.566,22517.963
2014-09-08,22537.117,22537.03,22536.967,22536.96,22537.31,22537.357,22536.758
2014-09-09,22555.91,22555.82,22555.758,22555.754,22556.105,22556.152,22555.549
2014-09-10,22574.705,22574.615,22574.553,22574.547,22574.896,22574.945,22574.344
2014-09-11,22593.496,22593.408,22593.346,22593.34,22593.69,22593.736,22593.137
2014-09-12,22612.291,22612.2,22612.137,22612.133,22612.482,22612.531,22611.928
2014-09-14,22631.082,22630.992,22630.93,22630.924,22631.275,22631.322,22630.723
2014-09-15,22649.875,22649.787,22649.725,22649.72,22650.068,22650.115,22649.514
2014-09-16,22668.67,22668.578,22668.516,22668.512,22668.861,22668.91,22668.307
2014-09-17,22687.46,22687.371,22687.309,22687.305,22687.654,22687.701,22687.102
2014-09-18,22706.252,22706.164,22706.102,22706.098,22706.447,22706.494,22705.893
2014-09-19,22725.049,22724.957,22724.895,22724.89,22725.24,22725.29,22724.684
2014-09-21,22743.84,22743.752,22743.688,22743.684,22744.033,22744.08,22743.48
2014-09-22,22762.63,22762.543,22762.48,22762.477,22762.824,22762.875,22762.271
2014-09-23,22781.426,22781.334,22781.271,22781.268,22781.62,22781.666,22781.062
2014-09-24,22800.219,22800.13,22800.068,22800.062,22800.412,22800.459,22799.857
2014-09-25,22819.01,22818.922,22818.86,22818.855,22819.203,22819.254,22818.65
2014-09-26,22837.805,22837.715,22837.65,22837.646,22837.996,22838.045,22836.559
2014-09-28,22856.596,22856.508,22856.445,22856.44,22856.596,22855.799,22853.492
2014-09-29,22875.39,22875.3,22875.238,22874.35,22873.549,22871.826,22869.543
2014-09-30,22894.184,22894.094,22893.146,22891.342,22889.615,22887.88,22885.695
2014-10-01,22912.975,22912.002,22910.139,22907.46,22905.723,22904.094,22902.006
2014-10-02,22930.885,22928.994,22926.258,22923.602,22921.979,22920.445,22918.451
2014-10-03,22947.879,22945.113,22942.396,22939.904,22938.393,22936.943,22935.033
2014-10-05,22963.998,22960.78,22958.37,22956.162,22954.842,22953.54,22951.748
2014-10-06,22979.248,22976.08,22973.795,22971.729,22970.518,22969.309,22966.732
2014-10-07,22994.562,22991.574,22989.418,22987.47,22986.336,22984.281,22980.709
2014-10-08,23010.076,23007.234,23005.195,23003.361,23001.373,22998.348,22994.787
2014-10-09,23025.76,23023.084,23021.16,23018.475,23015.53,23012.51,23009.09
