,GBPNZD,GBPNZD,GBPNZD,GBPNZD,GBPNZD,GBPNZD,GBPNZD
2012-11-25,1.9571015,1.9552733,1.9541602,1.9553971,1.9616101,1.9568506,1.9547796
2012-11-26,1.9552572,1.9523566,1.9522419,1.9554646,1.9488736,1.9534491,1.9497523
2012-11-27,1.9542708,1.9519278,1.954853,1.943509,1.9502037,1.9463801,1.9529445
2012-11-28,1.9564583,1.9528699,1.9563336,1.9523221,1.9503666,1.953023,1.9606812
2012-11-29,1.9539847,1.9638065,1.9560521,1.9481196,1.9575837,1.9497942,1.9441339
2012-11-30,1.9510995,1.9529829,1.94927,1.9509119,1.9635571,1.9480858,1.9578326
2012-12-02,1.9519619,1.9532515,1.953238,1.9539323,1.9531784,1.9595684,1.9503919
2012-12-03,1.9431423,1.9500734,1.9510889,1.9485843,1.9488523,1.944163,1.9502169
2012-12-04,1.9613613,1.9504541,1.9467707,1.9516768,1.9507153,1.9511676,1.9509703
2012-12-05,1.9432513,1.9570525,1.9495168,1.9502025,1.948671,1.9503103,1.9462616
2012-12-06,1.960489,1.9459856,1.9492192,1.9503918,1.9495242,1.9495748,1.9486899
2012-12-07,1.9571276,1.9576292,1.9534554,1.9498168,1.9443597,1.9442894,1.9461383
2012-12-09,1.9447467,1.9532868,1.9490546,1.9459593,1.9460019,1.9460806,1.9468246
2012-12-10,1.9506302,1.9495441,1.9534659,1.946683,1.9494004,1.9462353,1.9458964
2012-12-11,1.9495994,1.9492315,1.9466817,1.9476367,1.9470698,1.9461786,1.9455378
2012-12-12,1.9472767,1.9449927,1.9469784,1.9476821,1.9426746,1.9392114,1.944191
2012-12-13,1.950559,1.9506844,1.9468591,1.9465938,1.9469311,1.945146,1.9489799
2012-12-14,1.9457786,1.9464062,1.9461373,1.9470611,1.9454877,1.948292,1.9473524
2012-12-16,1.9445854,1.9402244,1.9456108,1.939142,1.9454145,1.9393839,1.9485291
2012-12-17,1.9391453,1.9490316,1.9450103,1.9517407,1.9454068,1.9466057,1.9409523
2012-12-18,1.9496545,1.9457811,1.9441818,1.9453405,1.9445323,1.9438312,1.9439712
2012-12-19,1.949833,1.9430317,1.9473507,1.9439194,1.9477094,1.9438425,1.9480383
2012-12-20,1.948557,1.9441348,1.9451131,1.9482219,1.9477549,1.9467735,1.942949
2012-12-21,1.9443364,1.9426442,1.9449195,1.9511049,1.9437206,1.9430449,1.947462
2012-12-23,1.9468317,1.9441293,1.9498696,1.9469702,1.9483922,1.9476854,1.9492548
2012-12-24,1.9468515,1.947324,1.9473207,1.9535781,1.9437835,1.9469512,1.9468205
2012-12-26,1.9468728,1.9457072,1.9479573,1.9488195,1.9485117,1.9479537,1.9483602
2012-12-27,1.9468913,1.9478571,1.9470456,1.9438312,1.9461501,1.9469112,1.9506762
2012-12-28,1.9545721,1.9495561,1.951591,1.9503497,1.9473568,1.9479918,1.9458838
2012-12-30,1.9410064,1.9487139,1.9490378,1.950768,1.9473424,1.946872,1.9457511
2012-12-31,1.9521033,1.9525682,1.947129,1.9467895,1.9465219,1.9399519,1.9475152
2013-01-02,1.9461946,1.9493116,1.9403082,1.946747,1.9444952,1.943121,1.9484985
2013-01-03,1.9519863,1.9485183,1.9511344,1.94507,1.9392548,1.94622,1.944149
2013-01-04,1.9485301,1.9496237,1.9454055,1.9484751,1.9467152,1.947222,1.9417933
2013-01-06,1.9463086,1.948242,1.946691,1.9412942,1.9457797,1.9434919,1.9433651
2013-01-07,1.950786,1.935951,1.9460533,1.9350576,1.9470124,1.943705,1.9436471
2013-01-08,1.949169,1.9527395,1.9390575,1.9471442,1.9489498,1.9417226,1.9382832
2013-01-09,1.9537196,1.9449322,1.9466949,1.9436401,1.9430687,1.9346507,1.9301362
2013-01-10,1.9455737,1.9475087,1.9423404,1.9415045,1.9419277,1.9360496,1.929507
2013-01-11,1.9498864,1.9448438,1.9420983,1.9420317,1.9323075,1.9358182,1.9283129
2013-01-13,1.9427255,1.9439396,1.9395016,1.9352834,1.9342725,1.9331218,1.9289103
2013-01-14,1.942706,1.9394742,1.9386544,1.9293076,1.9284741,1.9276352,1.9259962
2013-01-15,1.9426678,1.9306751,1.9296328,1.9426179,1.929064,1.9328427,1.9207501
2013-01-16,1.9386913,1.9322315,1.9275594,1.9294535,1.9258784,1.9298626,1.9258398
2013-01-17,1.9281609,1.9274403,1.92025,1.9263066,1.9240733,1.918302,1.9190176
2013-01-18,1.927584,1.9273236,1.9277632,1.9310949,1.9124179,1.9272307,1.9228513
2013-01-20,1.9228371,1.9168267,1.9232371,1.9172658,1.9235723,1.9251013,1.9270061
2013-01-21,1.9278529,1.9261369,1.9270606,1.9204804,1.9197547,1.9221177,1.9219394
2013-01-22,1.9263384,1.922408,1.9244039,1.9273515,1.9225111,1.9192818,1.9220104
2013-01-23,1.926302,1.9153146,1.9192883,1.9208057,1.9210485,1.9189577,1.9184704
2013-01-24,1.9236559,1.9203856,1.9168317,1.9198602,1.921583,1.9215939,1.9219139
2013-01-25,1.9244713,1.9197153,1.922437,1.9190019,1.9193999,1.920711,1.9191555
2013-01-27,1.9231404,1.9180995,1.9179442,1.9176996,1.9168538,1.9174106,1.9179848
2013-01-28,1.9173547,1.9188719,1.9222155,1.9185715,1.9175614,1.9166224,1.9099994
2013-01-29,1.9221053,1.9197829,1.9178315,1.9222361,1.9210731,1.9173502,1.9159598
2013-01-30,1.9180278,1.9203624,1.9157205,1.9178364,1.9157573,1.905146,1.9087157
2013-01-31,1.9222184,1.9213061,1.9149923,1.9091387,1.9107044,1.9025337,1.9045117
2013-02-01,1.9179072,1.9124393,1.9173225,1.9108067,1.9109194,1.9034846,1.9073182
2013-02-03,1.9208449,1.9093978,1.9086918,1.907793,1.9108613,1.9033556,1.905299
2013-02-04,1.9106233,1.9135038,1.9007953,1.9067754,1.9044473,1.9046043,1.9017789
2013-02-05,1.9097693,1.9116207,1.9121089,1.9068123,1.9078909,1.8992399,1.8987694
2013-02-06,1.907565,1.9036148,1.9087241,1.9094659,1.9039092,1.8970331,1.8920729
2013-02-07,1.9008064,1.9085187,1.9079711,1.9047116,1.9000652,1.8908107,1.892216
2013-02-08,1.8921833,1.8995934,1.9037886,1.8904535,1.897106,1.880892,1.8961421
2013-02-10,1.9024162,1.906239,1.9005531,1.8989108,1.8959006,1.8683499,1.893111
2013-02-11,1.9008087,1.8993233,1.8982044,1.892822,1.8927101,1.8834932,1.8797476
2013-02-12,1.8944554,1.8980222,1.884418,1.8883454,1.8674369,1.8903489,1.8817238
2013-02-13,1.8934923,1.8897432,1.8873632,1.8890224,1.8893086,1.8881941,1.8860954
2013-02-14,1.8889165,1.8850527,1.8990227,1.8834505,1.8874681,1.884895,1.884419
2013-02-15,1.8888633,1.9183421,1.8956627,1.8896148,1.8825719,1.884382,1.8846419
2013-02-17,1.8818126,1.8905091,1.8870376,1.8917996,1.8822558,1.894914,1.8799143
2013-02-18,1.8883246,1.8936388,1.885085,1.8875368,1.8879404,1.8833383,1.8817022
2013-02-19,1.8886315,1.8861592,1.8887283,1.8877817,1.866746,1.8800195,1.8694324
2013-02-20,1.8823102,1.8845707,1.8752264,1.8814836,1.8852608,1.8802884,1.874887
2013-02-21,1.8708657,1.8868961,1.8805447,1.8823543,1.8760805,1.8816894,1.8769546
2013-02-22,1.864845,1.8871917,1.8792555,1.887943,1.8819749,1.8715501,1.8723038
2013-02-24,1.872788,1.8732221,1.8736442,1.8820162,1.8762345,1.8697627,1.8635211
2013-02-25,1.8776591,1.876649,1.869849,1.8701873,1.8702505,1.8647592,1.8603983
2013-02-26,1.8737004,1.8782026,1.8701917,1.8719342,1.8657231,1.8641744,1.8589354
2013-02-27,1.8835453,1.8736693,1.8729959,1.8651547,1.8638008,1.8609291,1.8580443
2013-02-28,1.882067,1.871619,1.8658988,1.8609987,1.8617234,1.8598943,1.8558543
2013-03-01,1.8705001,1.8643966,1.8636755,1.859736,1.8563492,1.853565,1.844151
2013-03-03,1.8648967,1.8596369,1.8613751,1.8590491,1.8534127,1.8489045,1.8641477
2013-03-04,1.8626778,1.8531879,1.8560965,1.8545954,1.8485432,1.8478984,1.8329891
2013-03-05,1.8604141,1.8602693,1.8504287,1.8451539,1.8357538,1.8331978,1.8265724
2013-03-06,1.8570018,1.8551495,1.8409283,1.8344746,1.85339,1.8366538,1.8433803
2013-03-07,1.8533307,1.8442047,1.8363754,1.8282986,1.831794,1.829066,1.839889
2013-03-08,1.8482873,1.8482683,1.8288207,1.8331482,1.820555,1.8389664,1.826952
2013-03-10,1.8342762,1.8273413,1.8250878,1.8314791,1.8248966,1.8217876,1.8254313
2013-03-11,1.8491312,1.8373325,1.82725,1.8312931,1.827257,1.8202399,1.8357806
2013-03-12,1.83756,1.8278013,1.8237853,1.8328135,1.8314406,1.8375953,1.8266969
2013-03-13,1.8412979,1.8342626,1.831477,1.8215159,1.8339815,1.8258762,1.8286483
2013-03-14,1.8260052,1.8314492,1.8359542,1.8274069,1.8357396,1.8328428,1.8302199
2013-03-15,1.8319359,1.8320658,1.8265018,1.826809,1.8464184,1.8240641,1.832446
2013-03-17,1.8404198,1.8200946,1.8274755,1.8227822,1.8279366,1.8255212,1.8243402
2013-03-18,1.830888,1.8252136,1.8283675,1.8367153,1.8337538,1.827071,1.8274252
2013-03-19,1.8272945,1.8267845,1.8189113,1.8287419,1.8244855,1.8311112,1.8249464
2013-03-20,1.8311944,1.8232296,1.8310953,1.8249514,1.8311985,1.8298616,1.8266505
2013-03-21,1.8318576,1.8311646,1.8297786,1.8140875,1.8348672,1.8233373,1.8248501
2013-03-22,1.8182235,1.8278042,1.8249345,1.8225348,1.8246936,1.829462,1.829236
2013-03-24,1.8280364,1.8257544,1.8259931,1.8280832,1.8265172,1.8293089,1.8216558
2013-03-25,1.8253973,1.824434,1.8277333,1.8221724,1.8280939,1.8208926,1.8257605
2013-03-26,1.8254318,1.8290877,1.8332895,1.8226347,1.8212281,1.8225303,1.8263655
2013-03-27,1.8258824,1.8239431,1.827271,1.8271366,1.821271,1.8173907,1.8148386
2013-03-28,1.8238592,1.8208358,1.8365011,1.821832,1.8226907,1.8144261,1.8265364
2013-03-31,1.8272878,1.8233911,1.8221406,1.8198841,1.8153113,1.8204556,1.8202183
2013-04-01,1.8261513,1.8360227,1.8236144,1.8195904,1.8207793,1.8215742,1.8171881
2013-04-02,1.8265581,1.8251585,1.8200473,1.821681,1.8274972,1.8170822,1.8215066
2013-04-03,1.8250566,1.8258368,1.8208904,1.8213629,1.8168389,1.818401,1.8130479
2013-04-04,1.8105167,1.8179728,1.8198422,1.8179494,1.8187656,1.8133168,1.8171811
2013-04-05,1.8213187,1.8230445,1.8166484,1.8203653,1.8155528,1.8241913,1.8165892
2013-04-07,1.8265562,1.8175637,1.8191084,1.8190119,1.8295773,1.8178595,1.8180257
2013-04-08,1.8181543,1.8182126,1.8225466,1.8244561,1.8199508,1.8164656,1.8143404
2013-04-09,1.8188063,1.8262502,1.8284944,1.8101811,1.8192558,1.8204012,1.8243684
2013-04-10,1.8192296,1.8150225,1.8106735,1.8162262,1.8189156,1.8189459,1.8093278
2013-04-11,1.8208044,1.818512,1.8193516,1.8182639,1.8169051,1.8137999,1.8150077
2013-04-12,1.8193828,1.8140638,1.8184564,1.8168559,1.8050822,1.8151771,1.8114908
2013-04-14,1.8123767,1.8099692,1.8103254,1.812768,1.8207219,1.8109095,1.8062924
2013-04-15,1.81491,1.8152894,1.8170378,1.8121053,1.8097444,1.8140852,1.811136
2013-04-16,1.8114685,1.8141935,1.8129654,1.811305,1.8113425,1.811501,1.8104129
2013-04-17,1.8165258,1.808344,1.8090061,1.8121109,1.8124944,1.8168216,1.8091003
2013-04-18,1.8209325,1.8119105,1.8157918,1.8109865,1.8153751,1.8146256,1.8139352
2013-04-19,1.8110517,1.8110242,1.8105221,1.8060869,1.8100662,1.8304222,1.8114161
2013-04-21,1.8138069,1.8111416,1.8108896,1.8193147,1.8109486,1.8114877,1.8093803
2013-04-22,1.809026,1.8091061,1.810622,1.816449,1.8113229,1.8085082,1.8092668
2013-04-23,1.8140284,1.8268534,1.8023697,1.8090534,1.8118542,1.8109252,1.8114877
2013-04-24,1.8123003,1.8118049,1.8065318,1.8123325,1.8085151,1.8098851,1.8019373
2013-04-25,1.8061315,1.8093891,1.8131437,1.8122959,1.8116306,1.8093479,1.8142635
2013-04-26,1.8133458,1.8114581,1.8092973,1.8130704,1.8022909,1.8079307,1.8190597
2013-04-28,1.8142719,1.8156204,1.8113761,1.809653,1.8133993,1.800899,1.806421
2013-04-29,1.8113561,1.810376,1.8092912,1.8105017,1.8122727,1.8190935,1.8201851
2013-04-30,1.8109533,1.8070602,1.807483,1.8168619,1.8135016,1.8132536,1.8037221
2013-05-01,1.8080369,1.8146702,1.8092341,1.8073895,1.8093212,1.8112159,1.8134841
2013-05-02,1.8100832,1.794218,1.8128189,1.8120185,1.8084953,1.8105327,1.8085119
2013-05-03,1.8049515,1.8199301,1.8126051,1.8078172,1.8137805,1.8082533,1.8132839
2013-05-05,1.8139338,1.7970679,1.810673,1.8108035,1.8093916,1.8093686,1.8094525
2013-05-06,1.8096449,1.8084213,1.8092132,1.8120108,1.8085412,1.8094013,1.810708
2013-05-07,1.8116045,1.8085897,1.8092762,1.8096693,1.8114033,1.8128266,1.8090444
2013-05-08,1.8049288,1.81022,1.8091557,1.8156767,1.8081931,1.8102918,1.8106859
2013-05-09,1.8127723,1.814236,1.814507,1.815238,1.8125356,1.8139472,1.8108454
2013-05-10,1.8127246,1.8068932,1.8114395,1.808346,1.8115386,1.8129078,1.8119476
2013-05-12,1.8101828,1.8116758,1.8119082,1.8146485,1.8125749,1.8119526,1.8123083
2013-05-13,1.8114948,1.814183,1.8098221,1.807695,1.8145926,1.8136728,1.817989
2013-05-14,1.8109972,1.8095223,1.8138622,1.8134624,1.8125162,1.8151212,1.8166411
2013-05-15,1.8106617,1.8110925,1.814715,1.8138647,1.8142878,1.8152726,1.8169341
2013-05-16,1.8121519,1.8110932,1.8114955,1.8150977,1.8064232,1.8184569,1.8213949
2013-05-17,1.8112011,1.8156773,1.8155153,1.8175803,1.8184359,1.822371,1.8240527
2013-05-19,1.8126239,1.8140641,1.8167868,1.8156574,1.8207446,1.8230398,1.8225887
2013-05-20,1.8162441,1.8156269,1.8172235,1.8220795,1.8216205,1.8204088,1.8252285
2013-05-21,1.8181921,1.8168776,1.8235738,1.8238249,1.8268023,1.8201293,1.8284068
2013-05-22,1.8177143,1.8198406,1.8243902,1.8257539,1.8268648,1.827194,1.8292812
2013-05-23,1.8195324,1.8229901,1.8255689,1.8259959,1.842921,1.8284628,1.832397
2013-05-24,1.8211093,1.823897,1.8294057,1.8227792,1.8311994,1.8368459,1.8382199
2013-05-26,1.8287841,1.8233607,1.8224258,1.8371345,1.833883,1.8407093,1.8419292
2013-05-27,1.8227063,1.8277689,1.8322817,1.8297428,1.841725,1.8423027,1.8457372
2013-05-28,1.8271781,1.829355,1.8332782,1.832374,1.8436514,1.8442956,1.8556819
2013-05-29,1.8321009,1.8346409,1.8426528,1.8469203,1.8457211,1.8481963,1.8523302
2013-05-30,1.8337011,1.8370401,1.8504407,1.8500923,1.8513817,1.857992,1.8551836
2013-05-31,1.8439862,1.844311,1.848927,1.8503203,1.8492507,1.8534418,1.85809
2013-06-02,1.8483981,1.8477054,1.8520811,1.8491023,1.8523407,1.8569036,1.8576927
2013-06-03,1.8532084,1.8474556,1.8427776,1.8529083,1.8459568,1.8482023,1.8502612
2013-06-04,1.8549515,1.8509969,1.8486392,1.8551776,1.8481269,1.8674153,1.863487
2013-06-05,1.8546197,1.8511035,1.8534441,1.857355,1.8587649,1.8555639,1.8659782
2013-06-06,1.8480201,1.8592669,1.8593255,1.8657093,1.8507351,1.8644183,1.8680124
2013-06-07,1.8522226,1.8598015,1.8638737,1.8522485,1.865217,1.8638382,1.8628998
2013-06-09,1.8594971,1.8469021,1.854419,1.8632922,1.8599949,1.8668174,1.8704748
2013-06-10,1.8577771,1.8559704,1.8622143,1.8676857,1.8713505,1.8659995,1.8709638
2013-06-11,1.8604609,1.8617698,1.8670442,1.8736417,1.86455,1.8636181,1.8715279
2013-06-12,1.8663545,1.8616202,1.8661757,1.8678252,1.8732401,1.8770446,1.8803445
2013-06-13,1.869671,1.8754612,1.8633018,1.8621974,1.8694543,1.8709264,1.8761644
2013-06-14,1.8656766,1.8659042,1.8655486,1.8648262,1.8727986,1.8799255,1.882442
2013-06-16,1.8645887,1.865393,1.8719351,1.866901,1.8716719,1.8752974,1.874928
2013-06-17,1.8648325,1.8727893,1.8695596,1.8741299,1.8803586,1.8831576,1.90102
2013-06-18,1.8713565,1.870955,1.8733782,1.882234,1.8795294,1.8984959,1.8992009
2013-06-19,1.8665466,1.8732157,1.8829714,1.8845675,1.9010934,1.9006581,1.903778
2013-06-20,1.8759894,1.8827091,1.8803276,1.8984064,1.9033391,1.9103289,1.909656
2013-06-21,1.8791913,1.8872614,1.897059,1.9039007,1.9087342,1.9190392,1.933007
2013-06-23,1.8803233,1.9005624,1.9049399,1.9092886,1.9076743,1.9250959,1.9326805
2013-06-24,1.890843,1.9023434,1.910589,1.9116457,1.9317116,1.9374118,1.9459559
2013-06-25,1.8974601,1.9044977,1.9137415,1.927994,1.9435042,1.9400599,1.9445689
2013-06-26,1.9100304,1.9117998,1.9262538,1.9397628,1.9406915,1.9452996,1.9554288
2013-06-27,1.9074646,1.9271257,1.9418947,1.943702,1.9481921,1.944522,1.9604857
2013-06-28,1.9243205,1.9276938,1.9441358,1.9469703,1.9490421,1.9524791,1.9499491
2013-06-30,1.9387665,1.9434205,1.937604,1.952188,1.9608562,1.9552575,1.9485387
2013-07-01,1.9417336,1.9584862,1.9509162,1.9538412,1.9498534,1.9537776,1.9534299
2013-07-02,1.9402106,1.9558934,1.9464412,1.9496276,1.9559096,1.9593294,1.9490343
2013-07-03,1.9482964,1.945945,1.9677004,1.9520155,1.9603546,1.9547657,1.9456856
2013-07-04,1.9414513,1.9531287,1.9499699,1.9474733,1.9558539,1.9495461,1.9567472
2013-07-05,1.9519141,1.9513962,1.9500403,1.9585973,1.9587648,1.945437,1.9569833
2013-07-07,1.9570518,1.9482722,1.9543095,1.9460795,1.954195,1.9539883,1.959811
2013-07-08,1.9596746,1.9533509,1.9506158,1.9565055,1.9567521,1.9591895,1.9474976
2013-07-09,1.9479622,1.9488451,1.9547027,1.9605114,1.9501575,1.9489362,1.958921
2013-07-10,1.9596027,1.9453534,1.9510847,1.9553298,1.9565674,1.9607213,1.9475824
2013-07-11,1.9577463,1.9569814,1.9550709,1.9491262,1.960027,1.9452125,1.9589292
2013-07-12,1.96546,1.9457057,1.9571518,1.9592379,1.9493415,1.9634128,1.9478849
2013-07-14,1.9577303,1.9568126,1.9549619,1.9501961,1.9589039,1.9470247,1.9591839
2013-07-15,1.9569011,1.9474999,1.9553494,1.9526256,1.9489506,1.9595338,1.9481808
2013-07-16,1.9499996,1.958688,1.9511006,1.9553841,1.9482749,1.9510684,1.9458885
2013-07-17,1.9573522,1.9474766,1.95336,1.9361259,1.9590437,1.9593878,1.9515963
2013-07-18,1.9597915,1.9588728,1.9568894,1.9515785,1.9515754,1.9517972,1.9449444
2013-07-19,1.9628756,1.9477867,1.951088,1.953787,1.9507688,1.9491346,1.9427071
2013-07-21,1.9498029,1.9591277,1.9516819,1.9486974,1.94655,1.9427798,1.9307116
2013-07-22,1.956994,1.9535342,1.9492817,1.9457302,1.9438031,1.9306142,1.9349788
2013-07-23,1.9465526,1.9452721,1.9448892,1.9401997,1.9363388,1.9386505,1.933116
2013-07-24,1.9484671,1.9501201,1.9396414,1.9400016,1.9399922,1.9515941,1.9580534
2013-07-25,1.9438331,1.9435742,1.9356301,1.9429171,1.9328835,1.937516,1.9311719
2013-07-26,1.9420288,1.935158,1.9354944,1.9376785,1.9381641,1.9346894,1.9319268
2013-07-28,1.935005,1.9375284,1.9369006,1.9406629,1.9389871,1.9422512,1.9129255
2013-07-29,1.9411905,1.9304298,1.9304714,1.9218146,1.9324697,1.9384701,1.9303236
2013-07-30,1.9558067,1.9430002,1.9360985,1.9211322,1.9296144,1.9161457,1.930359
2013-07-31,1.9333308,1.9261409,1.936155,1.9326355,1.933672,1.9228933,1.9234666
2013-08-01,1.9299089,1.9238462,1.9235152,1.9309,1.9204476,1.9265152,1.930867
2013-08-02,1.9362297,1.9314727,1.9348093,1.9336953,1.9213117,1.9327724,1.9175539
2013-08-04,1.9303615,1.9272264,1.9324377,1.9307113,1.9281538,1.9228071,1.9219693
2013-08-05,1.9228917,1.934559,1.9226396,1.9377892,1.9314263,1.9313934,1.9271767
2013-08-06,1.9296833,1.9322163,1.9295851,1.9236418,1.9301375,1.920634,1.926328
2013-08-07,1.9270248,1.9310242,1.9237525,1.9316592,1.9232796,1.9382491,1.9350003
2013-08-08,1.9291866,1.9242837,1.9279408,1.9384209,1.9188273,1.9240974,1.9316763
2013-08-09,1.9324316,1.9280664,1.9362754,1.9293712,1.931925,1.9224266,1.9248433
2013-08-11,1.9195758,1.9255902,1.9277135,1.9346837,1.9345841,1.9292753,1.9302001
2013-08-12,1.9231216,1.9282738,1.9127192,1.9253744,1.926233,1.9194221,1.9309149
2013-08-13,1.9281781,1.9415572,1.9115247,1.9289254,1.9299692,1.9220569,1.9280121
2013-08-14,1.9292355,1.920979,1.9321958,1.9226333,1.9284296,1.929271,1.9230863
2013-08-15,1.9207354,1.9318203,1.9198288,1.929156,1.9314079,1.9296618,1.9309148
2013-08-16,1.9279965,1.9265981,1.9203086,1.922254,1.9321134,1.9345076,1.922596
2013-08-18,1.9237819,1.9264072,1.9252547,1.9275802,1.927995,1.9318081,1.927913
2013-08-19,1.9272319,1.9210312,1.927735,1.9281491,1.9310267,1.9296649,1.9281372
2013-08-20,1.9273447,1.9285786,1.9270674,1.9249758,1.9300915,1.9270082,1.9318922
2013-08-21,1.922199,1.9311944,1.9259478,1.9305415,1.9243515,1.9300226,1.9288633
2013-08-22,1.9341378,1.9391171,1.9288068,1.9279852,1.928705,1.9325573,1.933407
2013-08-23,1.9336619,1.9316738,1.9310982,1.9322805,1.929127,1.9314172,1.9321346
2013-08-25,1.9198418,1.9295584,1.9296896,1.9292341,1.9321578,1.9332601,1.9318362
2013-08-26,1.9283679,1.9317737,1.930127,1.9304082,1.932616,1.9289716,1.9329071
2013-08-27,1.9298643,1.9290153,1.9306227,1.9300487,1.9313005,1.9339082,1.9349445
2013-08-28,1.9290308,1.9312935,1.9309205,1.9288206,1.9332438,1.9330009,1.9377413
2013-08-29,1.9318652,1.9355972,1.9313116,1.9352883,1.9343749,1.933681,1.937097
2013-08-30,1.9327084,1.9309413,1.9356011,1.9325438,1.9395332,1.9343513,1.9411162
2013-09-01,1.9277824,1.9368681,1.9378713,1.9364725,1.9322903,1.941077,1.947449
2013-09-02,1.9326698,1.9325714,1.9344006,1.9380624,1.9407163,1.9451816,1.949258
2013-09-03,1.9350756,1.9375705,1.9361031,1.94144,1.9449251,1.9445927,1.9569253
2013-09-04,1.9341987,1.9365844,1.9387628,1.9461207,1.9448557,1.9560416,1.9480616
2013-09-05,1.9366434,1.9431007,1.9424355,1.9474323,1.9553559,1.9538221,1.9579662
2013-09-06,1.9385135,1.9465346,1.9467851,1.9530013,1.9615462,1.9537326,1.9581597
2013-09-08,1.9440362,1.9473261,1.957302,1.9610896,1.959496,1.9583825,1.9551743
2013-09-09,1.9459671,1.9562231,1.9651428,1.9603223,1.9612621,1.9577546,1.9611644
2013-09-10,1.958291,1.9578093,1.9558681,1.9609153,1.9599013,1.9571781,1.9579712
2013-09-11,1.9581889,1.9570593,1.9569467,1.9583607,1.9587122,1.9568717,1.9541981
2013-09-12,1.9561892,1.9533721,1.9545773,1.952119,1.9534686,1.9554806,1.951085
2013-09-13,1.9571584,1.9570112,1.9546485,1.9520314,1.955567,1.9489244,1.9546046
2013-09-15,1.9582748,1.9615072,1.9544291,1.9571974,1.9538754,1.9524174,1.9452899
2013-09-16,1.9560739,1.9555267,1.9550943,1.9697613,1.9580678,1.950026,1.9514575
2013-09-17,1.9571414,1.9533683,1.9617974,1.9526186,1.949088,1.9517995,1.9540716
2013-09-18,1.9573038,1.9500866,1.9557784,1.9563777,1.9473584,1.9538133,1.9552478
2013-09-19,1.9544103,1.9526167,1.9586215,1.9529164,1.9529347,1.9473062,1.9576645
2013-09-20,1.9559097,1.9522668,1.95012,1.9536216,1.9593874,1.9496357,1.9582459
2013-09-22,1.9532828,1.9518317,1.9557234,1.9566526,1.9584603,1.9517038,1.9554088
2013-09-23,1.9501448,1.9550004,1.9572775,1.955446,1.9490216,1.9520535,1.9539369
2013-09-24,1.9504575,1.9552878,1.9559114,1.9530138,1.9502099,1.9516543,1.9525774
2013-09-25,1.9552804,1.9574147,1.9536308,1.9494979,1.9527564,1.9579455,1.9531558
2013-09-26,1.9563199,1.9526876,1.9471002,1.9492166,1.956228,1.9544793,1.9469194
2013-09-27,1.9532949,1.94627,1.9515817,1.9550681,1.954078,1.9526615,1.9547893
2013-09-29,1.9497031,1.9517926,1.950398,1.9509022,1.9400704,1.953376,1.9527172
2013-09-30,1.9500738,1.9567534,1.9564518,1.952779,1.9568119,1.9527136,1.95491
2013-10-01,1.9543891,1.9555709,1.9544278,1.9594948,1.9498274,1.9532754,1.9553392
2013-10-02,1.9603312,1.9580065,1.9524393,1.9535624,1.9520843,1.9513059,1.9491712
2013-10-03,1.958499,1.9533348,1.9560614,1.9523311,1.9511743,1.9530685,1.9504825
2013-10-04,1.956078,1.9552732,1.9557523,1.9489391,1.9528954,1.9464914,1.9473658
2013-10-06,1.9507135,1.95343,1.9561162,1.946354,1.9478462,1.9437306,1.9485981
2013-10-07,1.960017,1.949601,1.9508791,1.9495455,1.9517977,1.9431045,1.9455857
2013-10-08,1.9533788,1.9501116,1.9428756,1.9534602,1.9455309,1.9515676,1.9423568
2013-10-09,1.9496803,1.9458857,1.9469482,1.949974,1.9433111,1.9409919,1.9468795
2013-10-10,1.9493661,1.941085,1.9494293,1.9426615,1.9466697,1.9451814,1.9421488
2013-10-11,1.9477243,1.937384,1.9464551,1.9473602,1.943761,1.9404153,1.9472792
2013-10-13,1.9474589,1.9425008,1.9436569,1.9477506,1.9390192,1.9327245,1.9349029
2013-10-14,1.9406682,1.9429717,1.9396303,1.9346756,1.948792,1.9351712,1.9398286
2013-10-15,1.9444095,1.9391484,1.9432333,1.9416393,1.9390632,1.9425642,1.9359683
2013-10-16,1.932413,1.934606,1.933171,1.9391998,1.9365938,1.9378337,1.9349213
2013-10-17,1.9468143,1.9332095,1.9364977,1.9477053,1.9373677,1.926101,1.9311852
2013-10-18,1.923764,1.9411699,1.9424074,1.9315107,1.9298036,1.935067,1.930069
2013-10-20,1.9326143,1.933618,1.929992,1.9347547,1.9317906,1.9302305,1.9307141
2013-10-21,1.9371932,1.9330299,1.9350094,1.9334536,1.9332889,1.9309905,1.9305861
2013-10-22,1.9398065,1.9375435,1.9308769,1.9327946,1.9260905,1.9314108,1.9309715
2013-10-23,1.9382074,1.9326806,1.9306895,1.9323412,1.9348716,1.9315859,1.9312767
2013-10-24,1.9309034,1.9317633,1.9335725,1.9280849,1.9174311,1.9278232,1.9316049
2013-10-25,1.9289556,1.9304895,1.9330684,1.934149,1.9325753,1.930989,1.9291061
2013-10-27,1.935696,1.9318047,1.9296912,1.9297197,1.9307759,1.9302034,1.9244773
2013-10-28,1.9307277,1.9304471,1.9319035,1.9351548,1.9289764,1.9407599,1.9229648
2013-10-29,1.9319329,1.9318453,1.9304813,1.9281138,1.9290025,1.9277598,1.9424349
2013-10-30,1.9313749,1.9320114,1.9307187,1.9310801,1.9240165,1.9267812,1.9479189
