,GBPNZD,GBPNZD,GBPNZD,GBPNZD,GBPNZD,GBPNZD,GBPNZD
2011-12-18,2.0454307,2.0543025,2.0317037,2.038715,2.0451393,2.0500762,2.0485191
2011-12-19,2.0210686,2.0505435,2.053102,2.048141,2.0416522,2.0378323,2.042922
2011-12-20,2.0358448,2.0536175,2.050322,2.0449078,2.0518816,2.0436554,2.033124
2011-12-21,2.0406992,2.0371065,2.0525277,2.0386002,2.035262,2.0482247,2.0366511
2011-12-22,2.054492,2.0322282,2.045801,2.0337608,2.0476656,2.0275342,2.0334437
2011-12-23,2.0472932,2.0381107,2.0409102,2.0416684,2.035769,2.0435996,2.050874
2011-12-27,2.043352,2.0413365,2.0293021,2.0330918,2.0456266,2.0401323,2.0364547
2011-12-28,2.0488286,2.0449104,2.035211,2.0359256,2.0332687,2.0438454,2.0395546
2011-12-29,2.0436397,2.0398912,2.0418556,2.037049,2.0322309,2.0364115,2.0314708
2011-12-30,2.035229,2.043544,2.0501878,2.0343244,2.0370905,2.0248568,2.0242977
2012-01-02,2.0439618,2.034883,2.03812,2.0303783,2.0322435,2.0303636,2.0302439
2012-01-03,2.042911,2.0303662,2.0356555,2.0334117,2.027808,2.0255814,2.025678
2012-01-04,2.0439365,2.0291889,2.0293598,2.0260923,2.0254443,2.020204,2.0232918
2012-01-05,2.035399,2.028271,2.029051,2.0283468,2.0239973,2.0218885,2.0189996
2012-01-06,2.026998,2.02985,2.0263815,2.024875,2.0234823,2.0199375,2.0197082
2012-01-08,2.0287862,2.026366,2.0239296,2.0222805,2.0228992,2.0189133,2.0161147
2012-01-09,2.028006,2.0237129,2.02396,2.0205386,2.0180671,2.018902,2.0114079
2012-01-10,2.0293777,2.0245717,2.0243735,2.012847,2.0109205,2.0113878,2.0084546
2012-01-11,2.019749,2.0209818,2.0204773,2.0131717,2.0146406,2.0104587,2.007277
2012-01-12,2.0190926,2.0169888,2.0145974,2.0070615,2.0123777,2.0016546,2.009096
2012-01-13,2.0161238,2.0165076,2.0121665,2.0114439,2.0038197,2.0060093,2.0040793
2012-01-15,2.0152915,2.0169814,2.0102894,2.0060234,2.0062208,1.996573,2.0045915
2012-01-16,2.010757,2.0077398,2.0063925,2.0031073,2.005411,1.9983729,1.9980345
2012-01-17,2.0094285,2.0048394,2.0059948,2.0070472,2.0014737,1.9979802,1.9953334
2012-01-18,2.0044289,2.0065067,2.0013564,2.000191,1.9995435,1.9970413,1.9951229
2012-01-19,2.002908,2.0029278,2.0040739,2.0001173,1.9976109,1.9841344,1.981891
2012-01-20,2.0073118,1.9965048,1.9999075,1.9916121,1.984574,1.988252,1.9841307
2012-01-22,2.0060744,2.0030444,1.9950391,1.986508,1.9821856,1.9837831,1.9766479
2012-01-23,1.9960945,1.9965628,1.9870379,1.987073,1.976969,1.9839561,1.9763812
2012-01-24,1.9947846,1.9916055,1.9917231,1.9863641,1.9796252,1.9791017,1.9756619
2012-01-25,1.98705,1.9855444,1.9683535,1.9737009,1.9798727,1.9745647,1.9624026
2012-01-26,1.9878678,1.9796236,1.9831152,1.979588,1.9747516,1.9588059,1.9465865
2012-01-27,1.9854205,1.9868275,1.9758132,1.9736385,1.9668151,1.951238,1.9638184
2012-01-29,1.9852041,1.9548521,1.9749238,1.9633665,1.9477578,1.9715374,1.9368898
2012-01-30,1.9725348,1.9759568,1.9598616,1.9506769,1.9459096,1.9501309,1.9343159
2012-01-31,1.9776912,1.9627453,1.9441949,1.9157015,1.9472467,1.9346974,1.9227719
2012-02-01,1.9614942,1.9373175,1.9362978,1.9561503,1.9353116,1.9312315,1.9312546
2012-02-02,1.9488535,1.9453115,1.9607949,1.920467,1.9237595,1.921493,1.9252558
2012-02-03,1.9211107,1.9437737,1.9454038,1.9353524,1.9288713,1.9171135,1.921782
2012-02-05,1.9334308,1.9292257,1.9291494,1.9288462,1.9159911,1.9289731,1.9187331
2012-02-06,1.9235973,1.9666536,1.9274838,1.9130285,1.9311693,1.9164991,1.9185569
2012-02-07,1.9339256,1.939124,1.9151238,1.9305267,1.9161807,1.9247928,1.9221069
2012-02-08,1.9361199,1.940961,1.9247547,1.9170873,1.9189209,1.9245409,1.9162152
2012-02-09,1.9252304,1.9284064,1.9329398,1.915209,1.9263577,1.9229457,1.9176142
2012-02-10,1.9329735,1.9161183,1.9131072,1.9202611,1.9177513,1.914895,1.9156129
2012-02-12,1.915323,1.9280468,1.9236004,1.9170972,1.9173701,1.9162102,1.9107015
2012-02-13,1.913795,1.9233934,1.9198194,1.9179914,1.9153111,1.9131233,1.9113796
2012-02-14,1.9246273,1.9182261,1.9149679,1.9153203,1.9129165,1.9093899,1.9060777
2012-02-15,1.9196384,1.9179425,1.9152966,1.912466,1.9182665,1.9096712,1.9078314
2012-02-16,1.917687,1.9162596,1.9125842,1.9127781,1.9113297,1.9107783,1.8998944
2012-02-17,1.9116524,1.9140136,1.9098465,1.9103107,1.9115123,1.9067657,1.9260887
2012-02-19,1.9154489,1.9116218,1.9098079,1.9058253,1.9064724,1.9040712,1.9026521
2012-02-20,1.9128522,1.9095904,1.9097383,1.907521,1.8995727,1.9090276,1.8980613
2012-02-21,1.9059149,1.9096715,1.90881,1.8998283,1.8969252,1.8877445,1.905936
2012-02-22,1.9053098,1.9050102,1.9015901,1.9023213,1.9009315,1.9101112,1.9026833
2012-02-23,1.9098924,1.9018236,1.9059927,1.8946034,1.9054182,1.8888731,1.892386
2012-02-24,1.9073211,1.9065892,1.900562,1.9013821,1.8978896,1.9092398,1.9065574
2012-02-26,1.9044213,1.8836621,1.9042386,1.9029927,1.896945,1.8920604,1.8899462
2012-02-27,1.910925,1.9085084,1.9031688,1.8945256,1.8909158,1.8919982,1.9025073
2012-02-28,1.8983722,1.8925475,1.8948609,1.8926111,1.9001377,1.9039977,1.893978
2012-02-29,1.9096383,1.8995239,1.8924139,1.9007926,1.8932668,1.8986086,1.8998984
2012-03-01,1.9029474,1.8984028,1.9028535,1.8895727,1.8975533,1.90013,1.8939124
2012-03-02,1.8995466,1.8929636,1.8989116,1.8994309,1.8970389,1.9001498,1.8902315
2012-03-04,1.8993088,1.8978363,1.9008071,1.8985565,1.8908503,1.8973875,1.8985142
2012-03-05,1.8910475,1.8921026,1.8941176,1.9011418,1.8979471,1.9037352,1.8992903
2012-03-06,1.8914708,1.8991945,1.9058696,1.8986127,1.8991511,1.89435,1.8923324
2012-03-07,1.8989444,1.8905491,1.9005173,1.8950369,1.8994176,1.8976032,1.8982203
2012-03-08,1.8935072,1.8977644,1.8984901,1.8945346,1.9045751,1.900332,1.9005594
2012-03-09,1.895332,1.8994689,1.8949805,1.9016297,1.8977449,1.8996401,1.8977038
2012-03-11,1.9004362,1.899417,1.8990288,1.8943229,1.9017801,1.8927578,1.8986757
2012-03-12,1.897154,1.8913429,1.9018612,1.891557,1.8960161,1.8892605,1.8991122
2012-03-13,1.8965902,1.8914382,1.8992019,1.8946217,1.9016734,1.89686,1.8911061
2012-03-14,1.9031328,1.8959452,1.8967501,1.9028659,1.8990618,1.9008222,1.9003847
2012-03-15,1.8981024,1.8995618,1.8985696,1.9031854,1.8924942,1.9017286,1.9000027
2012-03-16,1.8980099,1.901806,1.8941149,1.8992736,1.8982294,1.8993384,1.8997582
2012-03-18,1.8928623,1.898296,1.8962023,1.899164,1.9010566,1.8988848,1.9055233
2012-03-19,1.8968713,1.8994601,1.9040687,1.8991473,1.9002362,1.9058306,1.9059658
2012-03-20,1.8985155,1.8977125,1.8994758,1.8994972,1.9043907,1.905857,1.9080999
2012-03-21,1.8997762,1.9013268,1.9017944,1.9043438,1.9076028,1.9070823,1.9077408
2012-03-22,1.8986558,1.9022684,1.905191,1.9070966,1.9070554,1.910974,1.911221
2012-03-23,1.9021754,1.9039879,1.9037133,1.9036993,1.9082674,1.9121463,1.9175266
2012-03-25,1.9052873,1.9053876,1.9071769,1.9121101,1.9098772,1.912045,1.9185438
2012-03-26,1.9075761,1.9082087,1.9057553,1.9087248,1.914261,1.9166803,1.9184854
2012-03-27,1.9091227,1.9085833,1.9117564,1.9160657,1.9128169,1.9110171,1.917141
2012-03-28,1.9092581,1.9071296,1.9131979,1.9155962,1.9173012,1.9129946,1.9209061
2012-03-29,1.9104897,1.9100511,1.911026,1.9166046,1.9202719,1.9182994,1.9194624
2012-03-30,1.9108822,1.9119511,1.9136531,1.9184054,1.9176025,1.9215169,1.9228797
2012-04-01,1.9134272,1.9167441,1.919817,1.9215707,1.9201231,1.9212395,1.9239011
2012-04-02,1.9166877,1.9161282,1.9199241,1.9191976,1.9204363,1.926675,1.9256866
2012-04-03,1.9177818,1.9208627,1.9241104,1.9319605,1.9237163,1.9250405,1.9283824
2012-04-04,1.921572,1.9168028,1.9239366,1.9247472,1.9278965,1.9294364,1.9384526
2012-04-05,1.9174966,1.9172013,1.9217685,1.9282101,1.9328475,1.9317554,1.9290891
2012-04-08,1.9282717,1.9253126,1.9288797,1.9346484,1.9381833,1.9260708,1.9352658
2012-04-09,1.9248612,1.9321193,1.9300896,1.9349146,1.9140819,1.9324621,1.9369012
2012-04-10,1.9270122,1.9311391,1.9335493,1.9346043,1.9331381,1.9361129,1.9329019
2012-04-11,1.9368944,1.9320676,1.9553957,1.9363534,1.9318991,1.9300942,1.9340574
2012-04-12,1.9120927,1.9321737,1.937869,1.9346032,1.939694,1.9327699,1.9468609
2012-04-13,1.9346074,1.9389808,1.9383838,1.9359841,1.9348227,1.94178,1.944434
2012-04-15,1.9315686,1.9378158,1.9343543,1.9280214,1.9397844,1.9331477,1.9306672
2012-04-16,1.9417946,1.9339728,1.935951,1.9564046,1.9295403,1.9436972,1.936305
2012-04-17,1.9316778,1.9334487,1.9363533,1.9400415,1.9451971,1.944464,1.9386972
2012-04-18,1.9453533,1.9370639,1.9465466,1.939597,1.9453135,1.9443045,1.9457849
2012-04-19,1.9356512,1.9435071,1.949651,1.938503,1.940342,1.9458472,1.9401911
2012-04-20,1.9335928,1.9404818,1.9378877,1.9495708,1.933216,1.9425287,1.9487944
2012-04-22,1.9349095,1.9310203,1.9379917,1.9370489,1.9485635,1.9449952,1.9376292
2012-04-23,1.9367375,1.9471189,1.9387498,1.9472351,1.953876,1.9410536,1.9429706
2012-04-24,1.9383023,1.9384328,1.9468558,1.9345512,1.9354548,1.9464374,1.9479316
2012-04-25,1.9320649,1.9458714,1.9455384,1.9442201,1.9464223,1.9632463,1.941573
2012-04-26,1.9386921,1.9431179,1.9451485,1.9440888,1.9451009,1.9421272,1.9458716
2012-04-27,1.9403672,1.9373612,1.942978,1.945006,1.9412082,1.9468397,1.949681
2012-04-29,1.9387629,1.943335,1.9618988,1.9464842,1.9533479,1.9470296,1.9479945
2012-04-30,1.940771,1.9405793,1.9421641,1.9507089,1.9469562,1.9485475,1.9469701
2012-05-01,1.9417827,1.9530557,1.9446182,1.9447186,1.9497621,1.9489146,1.9482784
2012-05-02,1.9480891,1.9433925,1.9466248,1.947812,1.9464034,1.9490725,1.9485774
2012-05-03,1.9421862,1.9480121,1.9442041,1.9488463,1.958113,1.9487209,1.9494295
2012-05-04,1.9485352,1.9464543,1.9473904,1.9479537,1.9486047,1.9496815,1.9569254
2012-05-06,1.9608088,1.9450042,1.9484262,1.9488616,1.9519321,1.9545168,1.9687321
2012-05-07,1.9472919,1.9510174,1.9488443,1.9513311,1.9548368,1.9719977,1.9689018
2012-05-08,1.9520534,1.9493804,1.9514177,1.9545901,1.9696577,1.973439,1.9733965
2012-05-09,1.9590137,1.9507583,1.9539273,1.9704387,1.9717379,1.9733343,1.9785551
2012-05-10,1.9496489,1.9543302,1.9659803,1.9732369,1.9774344,1.9799374,1.9807147
2012-05-11,1.9538018,1.9674826,1.9732065,1.9749057,1.9780954,1.9711025,1.9854262
2012-05-13,1.9662721,1.9714216,1.9755644,1.9762595,1.9814072,1.9763179,1.9788228
2012-05-14,1.9719486,1.9734026,1.9788963,1.9795121,1.9833691,1.9878592,1.9861034
2012-05-15,1.9737326,1.9795198,1.9806436,1.9834863,1.9811014,1.9821284,1.9790181
2012-05-16,1.9788959,1.9776706,1.9760123,1.991564,1.9817159,1.9982398,1.9908099
2012-05-17,1.9809692,1.9831933,2.000198,1.9785837,1.9873022,1.9848814,1.9920719
2012-05-18,1.9707208,1.983583,1.9834521,1.9743706,1.9862143,1.9831764,1.9991674
2012-05-20,1.9949206,1.9892135,1.9843609,1.9784201,1.9916214,1.9963213,2.0174768
2012-05-21,1.978027,1.9886347,1.997316,1.9908214,1.998357,2.015866,2.0270703
2012-05-22,1.9851103,1.9813733,1.9898704,1.9952905,2.015776,2.025715,2.0338383
2012-05-23,1.9925723,2.000785,2.002065,2.0117517,2.027458,2.03151,2.0357704
2012-05-24,1.9898971,2.0028076,2.0185182,2.0303898,2.0301218,2.0355015,2.0464363
2012-05-25,1.9957852,2.0164177,2.032647,2.034242,2.0303915,2.0443883,2.0580492
2012-05-27,2.0205777,2.0282528,2.028095,2.043056,2.0479238,2.0552151,2.047959
2012-05-28,2.024604,2.0309234,2.0362246,2.0452788,2.0587125,2.0472326,2.044038
2012-05-29,2.0295157,2.0379534,2.0490503,2.0517843,2.0462863,2.0515816,2.0530827
2012-05-30,2.0357962,2.0450487,2.045729,2.0596852,2.0490496,2.0515912,2.0492382
2012-05-31,2.0489278,2.0471005,2.0451045,2.041527,2.0436726,2.0516157,2.0463624
2012-06-01,2.0491266,2.0551596,2.0605664,2.0545244,2.0445397,2.0516448,2.0515518
2012-06-03,2.0473897,2.0484018,2.052393,2.0532274,2.0491953,2.0516627,2.0479693
2012-06-04,2.049196,2.0431256,2.049161,2.04911,2.0505803,2.0516837,2.051233
2012-06-05,2.0430684,2.047662,2.0552387,2.0533042,2.0519352,2.051712,2.050271
2012-06-06,2.0533957,2.0501347,2.042547,2.0467417,2.0500808,2.0517387,2.0530453
2012-06-07,2.0493116,2.045645,2.042632,2.049039,2.0513947,2.0517569,2.0484197
2012-06-08,2.0478768,2.0515118,2.0558836,2.053537,2.0489237,2.0517926,2.0516987
2012-06-10,2.0479357,2.0486434,2.0507803,2.0472667,2.050628,2.0518146,2.050572
2012-06-11,2.0493171,2.0508316,2.0564077,2.0525537,2.0522304,2.0518441,2.049605
2012-06-12,2.0541072,2.0448792,2.0588484,2.0498886,2.0506234,2.0518718,2.0476694
2012-06-13,2.045942,2.0453794,2.0453358,2.035799,2.0499148,2.0518968,2.037896
2012-06-14,2.0544243,2.0453794,2.0421972,2.0476108,2.050417,2.0519407,2.05166
2012-06-15,2.0528688,2.041486,2.0521445,2.0511038,2.0514758,2.0519664,2.045179
2012-06-17,2.0468175,2.0562086,2.0532362,2.04722,2.052382,2.0519862,2.0441027
2012-06-18,2.0516715,2.04161,2.0489137,2.0533028,2.0620701,2.0412593,2.0389297
2012-06-19,2.045939,2.051731,2.0482001,2.0540106,2.0485857,2.052043,2.0289984
2012-06-20,2.055086,2.0433924,2.04957,2.0491028,2.0464032,2.0360866,2.0309622
2012-06-21,2.0499363,2.0368648,2.0456371,2.0496128,2.035713,2.034442,2.028777
2012-06-22,2.0548196,2.0462718,2.038028,2.0330966,2.0357234,2.0294557,2.022194
2012-06-24,2.0449145,2.0299213,2.032272,2.036892,2.0213406,2.0133708,2.0109673
2012-06-25,2.0430722,2.043793,2.036245,2.0346363,2.0177808,2.0064473,2.0184426
2012-06-26,2.0399168,2.0338233,2.0301585,2.0274742,2.0100493,1.9988877,2.0080743
2012-06-27,2.0337067,2.0332355,2.0309556,2.0273247,2.0108573,2.0174081,2.0043378
2012-06-28,2.026554,2.017452,2.0244787,2.0139947,2.0047882,2.0004768,1.9957696
2012-06-29,2.0170627,2.0192847,2.010848,2.0045822,2.0067365,1.9994277,1.9918365
2012-07-01,2.0115247,2.0099962,2.0107605,2.0051615,1.993119,1.9985462,1.9899766
2012-07-02,2.0081444,2.003689,2.002914,2.0038576,1.9953759,1.9863176,1.9806843
2012-07-03,2.008633,2.0057082,1.9987531,1.99403,1.9879148,1.9944453,1.9839029
2012-07-04,2.000304,1.9994026,1.998952,1.9889516,1.9837271,1.9904284,1.9825189
2012-07-05,2.003493,1.9895908,1.9944944,1.9864869,1.981318,1.9778777,2.0054965
2012-07-06,1.9930291,1.9990267,2.0071237,1.9872156,1.9798429,1.9783542,1.985343
2012-07-08,1.9962064,1.9818308,1.9824702,1.9837261,1.9597741,1.9796743,1.9582605
2012-07-09,1.9789398,1.9823669,1.9745698,1.9708492,1.9796203,1.9752438,1.971157
2012-07-10,1.9831247,1.9993474,1.9827552,1.970466,1.973943,1.972985,1.9734068
2012-07-11,1.9648255,1.9801931,1.9852277,1.9802089,1.9799798,1.9708781,1.976012
2012-07-12,2.0009604,1.9691336,1.9687395,1.9828237,1.9669781,1.9742913,1.9664586
2012-07-13,1.9674133,1.9829566,1.9720544,1.9695009,1.963691,1.9656615,1.9728483
2012-07-15,1.9765422,1.97647,1.9790665,1.9746139,1.9658374,1.9675432,1.9654088
2012-07-16,1.9914932,1.9678972,1.9754646,1.9642407,1.9701545,1.9689832,1.9650979
2012-07-17,1.9742608,1.9825633,1.9595627,1.9750599,1.962962,1.9576625,1.9661301
2012-07-18,1.9803895,1.9680601,1.9637108,1.9673688,1.960831,1.9673458,1.957405
2012-07-19,1.9693577,1.9726955,1.9682779,1.9613159,1.9567349,1.9463954,1.9605405
2012-07-20,1.9648011,1.9648334,1.963496,1.9651455,1.9678755,1.9592848,1.9589052
2012-07-22,1.9634418,1.9619251,1.9633957,1.9637458,1.9568193,1.9571267,1.9587836
2012-07-23,1.9665426,1.9442648,1.9563688,1.9499087,1.9638963,1.9530392,1.9614363
2012-07-24,1.9592475,1.958684,1.957178,1.9425834,1.9611388,1.9590172,1.9462605
2012-07-25,1.9574412,1.9635684,1.958775,1.9625409,1.9561871,1.9594879,1.9548497
2012-07-26,1.9774517,1.9599934,1.9757625,1.9544474,1.9600321,1.9590802,1.9523731
2012-07-27,1.9623139,1.9646069,1.9553088,1.9561664,1.9572841,1.9518775,1.9551896
2012-07-29,1.9609656,1.9703168,1.9569346,1.9532743,1.9542853,1.9507804,1.9540856
2012-07-30,1.9575143,1.949476,1.9511887,1.9557807,1.9598702,1.9565994,1.9513794
2012-07-31,1.956695,1.953427,1.9557476,1.958611,1.9486259,1.9543751,1.9508579
2012-08-01,1.9587303,1.9568782,1.9676614,1.9609292,1.9567475,1.9531131,1.9493487
2012-08-02,1.9603469,1.9496274,1.9518194,1.9524292,1.9408717,1.95274,1.953373
2012-08-03,1.955461,1.9512126,1.9519699,1.95891,1.9571742,1.9540546,1.9497241
2012-08-05,1.9585072,1.9517807,1.9534242,1.9503492,1.9477427,1.9505336,1.9456074
2012-08-06,1.9535241,1.9520438,1.953446,1.9524626,1.9482065,1.9637922,1.9470093
2012-08-07,1.9533232,1.9519914,1.9532688,1.9521111,1.9513719,1.9422433,1.9449832
2012-08-08,1.9453683,1.9623529,1.9529715,1.9469798,1.9505397,1.9428717,1.9393035
2012-08-09,1.9445807,1.9477432,1.9443746,1.9489048,1.951585,1.9491441,1.941541
2012-08-10,1.9500611,1.9483964,1.9491667,1.947579,1.945407,1.9444784,1.9399478
2012-08-12,1.9475226,1.9486094,1.9453676,1.9481239,1.9443257,1.9444542,1.9486827
2012-08-13,1.9430786,1.945357,1.944956,1.9447148,1.9405159,1.9467838,1.9392428
2012-08-14,1.9437827,1.9437555,1.9433874,1.9476767,1.9415023,1.949781,1.9425144
2012-08-15,1.944625,1.9445012,1.9426318,1.9461681,1.9495176,1.9372447,1.9389112
2012-08-16,1.9482828,1.9409822,1.9459654,1.9372654,1.9459277,1.9486161,1.945649
2012-08-17,1.9449916,1.9477541,1.9341542,1.9483176,1.9458134,1.9447863,1.9410034
2012-08-19,1.9414866,1.940972,1.9482849,1.9381456,1.9411851,1.9394734,1.9429325
2012-08-20,1.9481307,1.9430268,1.9449728,1.939002,1.9434115,1.9471838,1.9425471
2012-08-21,1.9427663,1.9458543,1.9431807,1.944165,1.9452213,1.944217,1.9351723
2012-08-22,1.9457806,1.9418724,1.9445382,1.9401389,1.9385037,1.9440726,1.9450389
2012-08-23,1.9408642,1.9481988,1.9385307,1.9471464,1.9471139,1.9461957,1.93445
2012-08-24,1.9480555,1.9454457,1.9439628,1.9388881,1.9402792,1.940604,1.9339101
2012-08-26,1.9510784,1.9498669,1.9413797,1.9466039,1.937673,1.9454908,1.9464487
2012-08-27,1.9430325,1.9471211,1.9405893,1.9432307,1.9447604,1.9464142,1.9472785
2012-08-28,1.9494199,1.9402475,1.9421084,1.9398333,1.9434655,1.9403825,1.9467434
2012-08-29,1.9458395,1.9445044,1.9454446,1.9462996,1.9454254,1.9453405,1.9490855
2012-08-30,1.9459738,1.9468908,1.9468118,1.9369527,1.9409826,1.946265,1.9412652
2012-08-31,1.9506662,1.9418659,1.949009,1.9543428,1.9411433,1.941826,1.942419
2012-09-02,1.9412459,1.9473579,1.9353997,1.9419906,1.9433229,1.9387819,1.9444871
2012-09-03,1.9396878,1.9482011,1.940292,1.9482795,1.9499671,1.9472957,1.9473053
2012-09-04,1.9423845,1.9493351,1.9435952,1.9423627,1.9377383,1.9432975,1.9470066
2012-09-05,1.944321,1.9420387,1.9419787,1.9448166,1.9479681,1.941985,1.948846
2012-09-06,1.9450843,1.9422067,1.9462098,1.9391704,1.9371213,1.9459054,1.942816
2012-09-07,1.9347444,1.9421793,1.9468467,1.9397435,1.9444422,1.9493959,1.9489629
2012-09-09,1.9435104,1.9421477,1.9424024,1.9499292,1.9524705,1.9417471,1.9475687
2012-09-10,1.9385632,1.942129,1.9404109,1.945362,1.9569433,1.9451292,1.9450274
2012-09-11,1.9371271,1.9487467,1.9377022,1.9478314,1.9444432,1.9452401,1.9454955
2012-09-12,1.955334,1.9525127,1.947539,1.9429333,1.9530975,1.9470298,1.9480877
2012-09-13,1.9462085,1.9443072,1.949519,1.9473481,1.9489068,1.9471061,1.9535633
2012-09-14,1.9502852,1.9487624,1.9499896,1.9510181,1.9458923,1.9523613,1.9519594
2012-09-16,1.94906,1.9483463,1.9472919,1.9370022,1.9503601,1.9514267,1.9593096
2012-09-17,1.9465041,1.945987,1.9552364,1.9521583,1.9551146,1.9532455,1.9563766
2012-09-18,1.948728,1.944132,1.9536834,1.9550608,1.9556113,1.9526113,1.9509158
2012-09-19,1.9536285,1.9494734,1.9519995,1.9562496,1.9558944,1.9635168,1.9647598
2012-09-20,1.9527503,1.953329,1.9567633,1.9540145,1.9587939,1.9614385,1.9640667
2012-09-21,1.9559008,1.9494702,1.9552509,1.9585348,1.9556768,1.9581684,1.9559596
2012-09-23,1.9629178,1.9575164,1.9598484,1.9598372,1.9520133,1.9598304,1.9617705
2012-09-24,1.9647139,1.9578266,1.9588938,1.9538984,1.9600542,1.9621677,1.9632745
2012-09-25,1.9576699,1.9610097,1.9651518,1.9599235,1.9618115,1.9593611,1.962085
2012-09-26,1.9577476,1.9583365,1.960696,1.9593773,1.9569107,1.9643701,1.9603525
2012-09-27,1.9643672,1.960945,1.9593773,1.9722502,1.955555,1.9647571,1.9616041
2012-09-28,1.9597669,1.9582391,1.966164,1.9646714,1.9553423,1.9589343,1.9604628
2012-09-30,1.9677472,1.9621336,1.9608254,1.9607936,1.965281,1.9620273,1.9592527
2012-10-01,1.9612575,1.9637026,1.9608301,1.956404,1.9603144,1.9546057,1.9698619
2012-10-02,1.9610224,1.962251,1.9631715,1.9594332,1.9586103,1.9665203,1.9700612
2012-10-03,1.9626784,1.9607568,1.9603635,1.9642553,1.9635493,1.9528148,1.9648881
2012-10-04,1.9595844,1.962504,1.9611756,1.9503584,1.9623609,1.9660375,1.9640908
2012-10-05,1.9597591,1.9679282,1.9682854,1.9639854,1.9645598,1.9665308,1.9642293
2012-10-07,1.9560745,1.9683164,1.9576049,1.9669497,1.9644064,1.9630525,1.9618899
2012-10-08,1.960821,1.9556911,1.9663078,1.9605541,1.9599898,1.9567835,1.9692034
2012-10-09,1.9627613,1.9649881,1.9694737,1.9643469,1.9673963,1.977142,1.9714289
2012-10-10,1.9603115,1.968765,1.9590392,1.9650255,1.9542668,1.9526631,1.9634141
2012-10-11,1.9626516,1.9618325,1.9659495,1.9639597,1.9615897,1.9720029,1.9634196
2012-10-12,1.9630315,1.9609761,1.9676745,1.9654458,1.9562469,1.9610838,1.9558148
2012-10-14,1.9599584,1.9641837,1.9626663,1.9640913,1.9583758,1.9632325,1.9597034
2012-10-15,1.9673028,1.9565439,1.9551204,1.9630858,1.9608259,1.9597198,1.9637265
2012-10-16,1.9659717,1.9579985,1.9627024,1.9621184,1.9638507,1.9639125,1.9620154
2012-10-17,1.9643452,1.9617567,1.9622805,1.9652832,1.9618976,1.95662,1.9592439
2012-10-18,1.9645798,1.9598311,1.9640545,1.9638978,1.9645251,1.963664,1.9564495
2012-10-19,1.967737,1.9639139,1.964458,1.9619409,1.9597514,1.9591846,1.9593709
2012-10-21,1.962477,1.962441,1.9643266,1.9633559,1.9510056,1.971269,1.9610234
2012-10-22,1.9623682,1.9692295,1.9612861,1.9634947,1.9695213,1.9560295,1.9567838
2012-10-23,1.9572586,1.9561858,1.9612678,1.9635638,1.9550034,1.9636469,1.9726359
2012-10-24,1.9669546,1.9585322,1.9574404,1.9565128,1.9639866,1.9611285,1.959208
2012-10-25,1.9671042,1.9654732,1.9633825,1.9572765,1.9699903,1.970776,1.9620864
2012-10-26,1.9628623,1.9679782,1.9662534,1.9527016,1.954154,1.9515393,1.9569248
2012-10-28,1.9571264,1.9665196,1.9488807,1.9700273,1.9686902,1.9670339,1.9623148
2012-10-29,1.957395,1.9556082,1.960047,1.954546,1.9542062,1.9543991,1.9615487
2012-10-30,1.9721316,1.9663293,1.9606516,1.9519534,1.9558569,1.9642287,1.9620422
2012-10-31,1.9602113,1.9627761,1.9663966,1.9674171,1.9577863,1.9547943,1.9631069
2012-11-01,1.9552441,1.9626019,1.9517182,1.9552226,1.9659708,1.9609549,1.959163
2012-11-02,1.9598742,1.9539784,1.9666781,1.9659184,1.9565554,1.952039,1.9582231
2012-11-04,1.953157,1.9532833,1.9533895,1.9518259,1.9685981,1.9601064,1.9538906
2012-11-05,1.9613379,1.9657582,1.9645581,1.9495313,1.9589871,1.9560739,1.9614714
2012-11-06,1.9664935,1.9512762,1.9511511,1.9507748,1.9552778,1.957286,1.9561943
2012-11-07,1.9584953,1.9553158,1.9568232,1.964725,1.9560324,1.960907,1.9600344
2012-11-08,1.9626456,1.9601394,1.9594259,1.9572822,1.9558065,1.9560469,1.9659586
2012-11-09,1.9565753,1.9669192,1.960403,1.9592912,1.957003,1.9573375,1.955976
2012-11-11,1.9611206,1.9688214,1.9563661,1.9612292,1.9488393,1.9611462,1.9578416
2012-11-12,1.9562017,1.9568443,1.9563808,1.9565678,1.9591506,1.9531586,1.9572713
2012-11-13,1.962299,1.9574172,1.9625659,1.955935,1.9578948,1.955397,1.9561436
2012-11-14,1.955863,1.958121,1.9596258,1.9558531,1.9573202,1.9659382,1.9586037
2012-11-15,1.9539151,1.9569352,1.9585006,1.9549668,1.9573386,1.9510608,1.9562198
2012-11-16,1.9542239,1.9610708,1.9564881,1.956352,1.9568298,1.9413445,1.9573747
2012-11-18,1.9580715,1.9558464,1.9686382,1.9543009,1.9565461,1.9514802,1.9565716
2012-11-19,1.9644985,1.958854,1.9521354,1.9558065,1.9567702,1.9537439,1.9560452
2012-11-20,1.9618475,1.9521675,1.9420623,1.9549221,1.9562731,1.9570919,1.9558691
2012-11-21,1.9479611,1.9567971,1.9587574,1.9550898,1.9511055,1.9526975,1.9544644
2012-11-22,1.9585925,1.9563168,1.9540107,1.9554389,1.9565822,1.95465,1.9578264
2012-11-23,1.9561347,1.9574995,1.9591815,1.9600651,1.955503,1.9550798,1.9533954
