,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD
2017-08-04,0.93864334,0.9353025,0.936505,0.93295765,0.9365706,0.9344976,0.93422484
2017-08-06,0.93589956,0.9359635,0.9373609,0.93535686,0.934902,0.9348567,0.93478155
2017-08-07,0.93636614,0.93759704,0.93722415,0.9343323,0.9351576,0.9344775,0.93371964
2017-08-08,0.9371424,0.9354419,0.9351979,0.9339963,0.93454105,0.9333934,0.9329478
2017-08-09,0.9351923,0.93603027,0.93437445,0.9337886,0.93362075,0.93365645,0.9330871
2017-08-10,0.9347332,0.93469065,0.93431234,0.93355566,0.93317765,0.9325869,0.9328267
2017-08-11,0.9356452,0.9345571,0.9345487,0.9327469,0.9324187,0.9323579,0.9319602
2017-08-13,0.93565327,0.9338966,0.93328136,0.93381023,0.9331036,0.9321,0.9317925
2017-08-14,0.9337295,0.9338855,0.93207824,0.932987,0.9318728,0.93149155,0.9300328
2017-08-15,0.9332527,0.932391,0.9327959,0.93118423,0.9317517,0.930808,0.9312577
2017-08-16,0.93331033,0.9331096,0.9320764,0.9313552,0.93037397,0.930502,0.9303463
2017-08-17,0.9327384,0.931941,0.9315742,0.93080527,0.9305569,0.93010765,0.9298443
2017-08-18,0.93182695,0.9319185,0.9309349,0.93057334,0.9306188,0.92994285,0.93002826
2017-08-20,0.9313937,0.9310262,0.9301285,0.9301469,0.9297929,0.92981446,0.9289365
2017-08-21,0.93115556,0.92958987,0.92973495,0.93007374,0.9298399,0.9295938,0.9291458
2017-08-22,0.92988557,0.93063694,0.9301835,0.9287932,0.9297696,0.9289004,0.92855173
2017-08-23,0.9299384,0.9297094,0.93027383,0.9289908,0.92920756,0.92946887,0.9283712
2017-08-24,0.93011224,0.92983735,0.93093896,0.9289959,0.9278538,0.92871284,0.929543
2017-08-25,0.9298461,0.92940146,0.9291078,0.92909664,0.92816037,0.9280102,0.9291583
2017-08-27,0.9296376,0.9293448,0.9288995,0.92863834,0.9286223,0.92788965,0.92821306
2017-08-28,0.9294349,0.92954034,0.9289037,0.9286887,0.92866755,0.92772424,0.92624366
2017-08-29,0.9283922,0.9288569,0.92823815,0.9287403,0.9277048,0.92750794,0.9267544
2017-08-30,0.9285333,0.9286458,0.92827165,0.9264839,0.92751384,0.9266674,0.9259686
2017-08-31,0.9288622,0.9288444,0.9285354,0.92816824,0.9258717,0.9256283,0.9253255
2017-09-01,0.9280543,0.93001467,0.9271356,0.9243519,0.9262318,0.9245398,0.9269572
2017-09-03,0.9257832,0.9265012,0.9268567,0.92552865,0.924797,0.9206624,0.9235227
2017-09-04,0.9271687,0.9253569,0.92564106,0.9256391,0.92457795,0.9237609,0.92163616
2017-09-05,0.9269749,0.92604536,0.92516226,0.92263335,0.9219122,0.91911316,0.9216909
2017-09-06,0.9249777,0.9239924,0.9234579,0.9219614,0.9229617,0.92070687,0.92066365
2017-09-07,0.92443085,0.9231155,0.9233486,0.9198545,0.92175615,0.91931826,0.915986
2017-09-08,0.92211294,0.9243311,0.92204595,0.9207205,0.92105997,0.9165019,0.90845764
2017-09-10,0.92261934,0.91929877,0.9210684,0.9199947,0.9156278,0.9081281,0.90840966
2017-09-11,0.9229962,0.92100656,0.91982985,0.91482973,0.9084963,0.90850645,0.9050934
2017-09-12,0.92038935,0.92086154,0.9147779,0.9080863,0.9080916,0.9074768,0.90378886
2017-09-13,0.920084,0.9152134,0.9087009,0.908257,0.90751487,0.90502876,0.90366477
2017-09-14,0.9155065,0.9080205,0.9073775,0.9074864,0.90407974,0.90471727,0.90225685
2017-09-15,0.90860415,0.90744025,0.90615255,0.90732926,0.90390533,0.902277,0.90332514
2017-09-17,0.9076112,0.90722454,0.9050727,0.9060179,0.9046059,0.90310323,0.90290195
2017-09-18,0.90740484,0.9052679,0.9032012,0.90308976,0.9032598,0.9031454,0.90149266
2017-09-19,0.90393704,0.90298593,0.9049793,0.9038508,0.9039193,0.9019418,0.90126264
2017-09-20,0.9041713,0.90328616,0.9011423,0.9029405,0.90211326,0.900919,0.8991746
2017-09-21,0.9043933,0.90456486,0.9031162,0.9009879,0.9010232,0.89953506,0.898915
2017-09-22,0.90244764,0.9016182,0.9017207,0.9006546,0.90097487,0.89779526,0.8981259
2017-09-24,0.90279436,0.90098906,0.9012429,0.8998516,0.89953154,0.89710504,0.89834076
2017-09-25,0.90177274,0.899976,0.89973634,0.89780056,0.8977321,0.8980396,0.89693654
2017-09-26,0.8998624,0.89878756,0.8983006,0.89848375,0.89671355,0.8972355,0.89811105
2017-09-27,0.8996326,0.8995771,0.8972928,0.8963617,0.898259,0.89818954,0.89747006
2017-09-28,0.8996715,0.89796007,0.8972415,0.8974201,0.8979729,0.8973129,0.89722955
2017-09-29,0.89801663,0.897187,0.89902997,0.89891654,0.89711404,0.89711744,0.8947578
2017-10-01,0.89734066,0.8979061,0.8973107,0.89636475,0.89756685,0.89607495,0.8953476
2017-10-02,0.8975509,0.8969252,0.897936,0.89713824,0.8953782,0.8946994,0.89442587
2017-10-03,0.8978598,0.8985474,0.8973491,0.89547837,0.8951801,0.8948145,0.89498025
2017-10-04,0.89815,0.89649945,0.8958436,0.8953211,0.8931407,0.89411384,0.8936716
2017-10-05,0.89821213,0.89800733,0.8954559,0.89479196,0.8924871,0.8925925,0.8926807
2017-10-06,0.89639014,0.8938163,0.894065,0.89211273,0.8932134,0.89111334,0.89171493
2017-10-08,0.8940735,0.89451295,0.8934867,0.89336854,0.8939993,0.89050215,0.8895533
2017-10-09,0.8934304,0.89492923,0.89381146,0.8915738,0.89144504,0.89066404,0.8903308
2017-10-10,0.89368933,0.8936243,0.8937806,0.89077455,0.89010316,0.8911332,0.8914571
2017-10-11,0.8927861,0.8938953,0.89116955,0.8904277,0.8902796,0.89142257,0.89208233
2017-10-12,0.8918723,0.8902789,0.8904711,0.8910572,0.89106053,0.8918114,0.89324665
2017-10-13,0.8913431,0.8897036,0.89064544,0.89033854,0.891301,0.89227,0.8930097
2017-10-15,0.8911063,0.8905422,0.8906253,0.89109075,0.89367586,0.8931235,0.8926696
2017-10-16,0.8907453,0.890045,0.89120936,0.8915926,0.8926379,0.8918455,0.8918948
2017-10-17,0.8907844,0.89123017,0.89414644,0.89228165,0.89119846,0.8923844,0.8919125
2017-10-18,0.8922537,0.892349,0.8927111,0.8917838,0.8925074,0.8927559,0.8928301
2017-10-19,0.8941908,0.8918155,0.89303267,0.8920068,0.8935907,0.8914549,0.8924744
2017-10-20,0.8909731,0.8921386,0.8918178,0.89232755,0.8917442,0.89286786,0.89218354
2017-10-22,0.893538,0.8924242,0.8923905,0.89575654,0.8925712,0.8916233,0.89195645
2017-10-23,0.892398,0.89197797,0.89279455,0.8931187,0.89213,0.89215577,0.8911883
2017-10-24,0.89137363,0.89234614,0.8915362,0.89265627,0.8914641,0.8926851,0.8932797
2017-10-25,0.8926462,0.8917612,0.8929646,0.89133286,0.89216864,0.8930319,0.8923075
2017-10-26,0.89209557,0.89177054,0.8924941,0.8925696,0.8924679,0.89153963,0.8925217
2017-10-27,0.8913,0.89238554,0.89174306,0.8914837,0.8941001,0.8920979,0.89131224
2017-10-29,0.89250565,0.8925337,0.89257795,0.8914147,0.89183676,0.8908329,0.889499
2017-10-30,0.89279073,0.8917825,0.8932062,0.8925763,0.8919827,0.89070034,0.8890054
2017-10-31,0.8909773,0.89198315,0.8916993,0.8922855,0.8901702,0.8883067,0.8879846
2017-11-01,0.8945797,0.8921493,0.89230835,0.891479,0.8884917,0.8892597,0.8867644
2017-11-02,0.8926654,0.89067495,0.88929886,0.8897822,0.8878569,0.88798785,0.88721335
2017-11-03,0.89227265,0.8916464,0.89002717,0.8868378,0.8870094,0.88659155,0.88664913
2017-11-05,0.89031535,0.8888899,0.8874523,0.8866224,0.8873431,0.8852444,0.8853872
2017-11-06,0.88877004,0.8885683,0.8874105,0.8873592,0.8851964,0.88521105,0.88416314
2017-11-07,0.8874613,0.8867929,0.8867202,0.8858162,0.8855904,0.8860746,0.8830026
2017-11-08,0.8867582,0.88680106,0.88574255,0.8856352,0.88517076,0.8835693,0.8841197
2017-11-09,0.8872275,0.8869774,0.8854748,0.8842763,0.8837537,0.8828663,0.8818222
