,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD,NZDCAD
2016-08-24,0.93387824,0.9335807,0.93393147,0.93323046,0.93452775,0.9358619,0.93641055
2016-08-25,0.9350076,0.9342039,0.93349874,0.934138,0.93551856,0.9364622,0.93709767
2016-08-26,0.93306947,0.9339841,0.9335492,0.9357161,0.9357245,0.93710923,0.9382648
2016-08-28,0.9344627,0.93463355,0.93657154,0.9361568,0.93763477,0.9372954,0.93739253
2016-08-29,0.9326056,0.9354407,0.936707,0.9367199,0.9387175,0.93666816,0.93886775
2016-08-30,0.93442637,0.9367476,0.9368563,0.93723416,0.93658644,0.9390686,0.93905634
2016-08-31,0.93655396,0.93737715,0.9378266,0.9394709,0.939154,0.9375499,0.9409997
2016-09-01,0.93871695,0.9372403,0.9375415,0.93994206,0.94052815,0.9397653,0.9390701
2016-09-02,0.93853694,0.9358687,0.93962944,0.9397742,0.9389208,0.93979996,0.9393914
2016-09-04,0.9391279,0.9387341,0.9387917,0.9395737,0.9384817,0.94005954,0.9397207
2016-09-05,0.9367547,0.9387665,0.9396625,0.9405759,0.9399759,0.9411791,0.9412793
2016-09-06,0.9367667,0.9397387,0.9407374,0.9399356,0.93960863,0.94032925,0.94117534
2016-09-07,0.93817914,0.9398376,0.9399198,0.93926203,0.9418297,0.94138753,0.94263595
2016-09-08,0.9393702,0.9397293,0.9411689,0.94236964,0.9418413,0.9420421,0.94340646
2016-09-09,0.9398644,0.9407712,0.9407918,0.94165677,0.94248664,0.94377553,0.9437297
2016-09-11,0.9426248,0.9407272,0.94111335,0.9431532,0.9430374,0.9424871,0.94359815
2016-09-12,0.9392092,0.9417411,0.94271743,0.9429084,0.9435486,0.94383264,0.9446553
2016-09-13,0.942632,0.9417614,0.9427639,0.9436457,0.94274366,0.94417477,0.94492096
2016-09-14,0.9434844,0.9430171,0.9439902,0.943749,0.94465506,0.9435233,0.944985
2016-09-15,0.9432586,0.94286424,0.9434309,0.94396555,0.94571096,0.9443821,0.94502324
2016-09-16,0.9430836,0.9430708,0.9439976,0.94571406,0.94430834,0.9457155,0.9459851
2016-09-18,0.94449085,0.9445493,0.9452372,0.94555515,0.94581676,0.94610804,0.94776165
2016-09-19,0.9439335,0.94502586,0.945094,0.94529843,0.94627094,0.94766086,0.9485195
2016-09-20,0.94489825,0.94497657,0.9470842,0.9457296,0.9481138,0.9492832,0.9501589
2016-09-21,0.94482,0.9463,0.94566214,0.94842833,0.9497937,0.94985664,0.9509796
2016-09-22,0.9451334,0.9482644,0.9479168,0.9492602,0.94982946,0.9509913,0.9518316
2016-09-23,0.9459774,0.94763845,0.9493398,0.95016366,0.95035255,0.9525671,0.9522744
2016-09-25,0.94705844,0.94944763,0.95008105,0.9499901,0.95177585,0.9522485,0.9529162
2016-09-26,0.95013034,0.95036876,0.9497296,0.9518269,0.95294493,0.9537258,0.9532476
2016-09-27,0.94970256,0.9506509,0.9521976,0.9518032,0.9532415,0.9538921,0.95374966
2016-09-28,0.950678,0.9516886,0.95180637,0.95390695,0.95362735,0.95340955,0.9539577
2016-09-29,0.95132655,0.9528916,0.95230365,0.95283246,0.95352274,0.9537077,0.953977
2016-09-30,0.95274884,0.95334375,0.95438546,0.9526802,0.9540437,0.95355695,0.95459217
2016-10-02,0.95333624,0.9538058,0.95353997,0.9539094,0.9539001,0.95296466,0.9538093
2016-10-03,0.95452327,0.9537099,0.95401734,0.9532463,0.9539772,0.95493317,0.95366436
2016-10-04,0.9543144,0.9526743,0.95428175,0.9540295,0.953697,0.9540936,0.9539832
2016-10-05,0.9538139,0.9534995,0.9536471,0.9547839,0.95358205,0.9552318,0.9542632
2016-10-06,0.95389336,0.95259947,0.9539925,0.9534981,0.9535523,0.9553394,0.9539733
2016-10-07,0.9545005,0.95477283,0.9553413,0.9531676,0.95479804,0.9540257,0.9544039
2016-10-09,0.95382255,0.9534633,0.9546229,0.953585,0.95361465,0.9539112,0.9537149
2016-10-10,0.9543694,0.95473886,0.9558619,0.954338,0.9544698,0.95429397,0.9543699
2016-10-11,0.95348316,0.95306563,0.9557102,0.95288867,0.9526874,0.95389223,0.95401603
2016-10-12,0.95405835,0.9545579,0.9554717,0.95382464,0.9534871,0.95358473,0.9542989
2016-10-13,0.9536711,0.9543151,0.952307,0.9541467,0.95491624,0.954681,0.9542506
2016-10-14,0.9545783,0.95429593,0.95397806,0.9545987,0.9531753,0.9532799,0.9539795
2016-10-16,0.9538932,0.9538252,0.9538248,0.953876,0.95471656,0.9543634,0.95266277
2016-10-17,0.9546995,0.9548258,0.9537141,0.9536869,0.953567,0.9545382,0.9538825
2016-10-18,0.95403576,0.954716,0.954205,0.9545801,0.9534746,0.95268726,0.95338196
2016-10-19,0.95417154,0.954096,0.95280516,0.95394796,0.952195,0.9536899,0.9526883
2016-10-20,0.95343596,0.9543,0.9544776,0.95204455,0.95268667,0.95267934,0.9534318
2016-10-21,0.9543614,0.953973,0.9544911,0.9514808,0.95390123,0.95369565,0.95294815
2016-10-23,0.9531949,0.9527407,0.9542608,0.9529696,0.95372826,0.9526735,0.95312196
2016-10-24,0.95348114,0.9537529,0.9533611,0.95413196,0.9536547,0.9537008,0.95134735
2016-10-25,0.9536593,0.95174336,0.95336545,0.95245475,0.95305645,0.95266855,0.95287174
2016-10-26,0.95159715,0.9532016,0.9538489,0.9542507,0.9540229,0.9537055,0.9540162
2016-10-27,0.9544499,0.9527469,0.95354915,0.9530781,0.95263684,0.95296746,0.95236146
2016-10-28,0.95301026,0.9541544,0.95319587,0.9532383,0.9535494,0.9508251,0.95413405
2016-10-30,0.9543999,0.9528031,0.95399123,0.9535269,0.9529044,0.95418704,0.95297486
2016-10-31,0.9533874,0.954185,0.9545562,0.9535086,0.95323575,0.9527133,0.9540759
2016-11-01,0.9539149,0.9528504,0.95224607,0.95254207,0.95357627,0.9542067,0.95364183
2016-11-02,0.9536259,0.95421606,0.9534384,0.95287055,0.95354354,0.9535937,0.9533735
2016-11-03,0.9540322,0.9536537,0.9531828,0.9531354,0.9539344,0.95261633,0.9540315
2016-11-04,0.952977,0.95214164,0.9535526,0.9527701,0.95416313,0.9539255,0.9541219
2016-11-06,0.95254934,0.9530203,0.95404005,0.9537249,0.95428395,0.95463246,0.95425385
2016-11-07,0.9531347,0.9524815,0.95411247,0.9546601,0.9529659,0.9535951,0.9538857
2016-11-08,0.9539409,0.954095,0.95378345,0.95449185,0.95463955,0.9541396,0.9524923
2016-11-09,0.9530592,0.9540165,0.95408297,0.95424336,0.9541216,0.9535808,0.95444185
2016-11-10,0.9547421,0.95401204,0.9537525,0.9539062,0.9545846,0.9548804,0.95539093
2016-11-11,0.9543661,0.9543996,0.9542572,0.95243967,0.9545898,0.9555787,0.955304
2016-11-13,0.95527166,0.95452195,0.9545707,0.9543728,0.9542188,0.95445776,0.95414704
2016-11-14,0.9540106,0.95326734,0.95411897,0.9545603,0.9548551,0.95541316,0.95389706
2016-11-15,0.95354885,0.95453095,0.9546793,0.9548466,0.954346,0.95376813,0.9552552
2016-11-16,0.95387894,0.95488954,0.95483255,0.95504284,0.95499253,0.95416147,0.95432496
2016-11-17,0.9549734,0.9543499,0.9543828,0.954226,0.9544326,0.95478743,0.9546025
2016-11-18,0.9549485,0.9548973,0.95550954,0.95453835,0.95452684,0.9541991,0.9548961
2016-11-20,0.954348,0.9543257,0.9543581,0.9548603,0.9541619,0.9547958,0.9550866
2016-11-21,0.95416695,0.9549055,0.95446044,0.9550797,0.9556276,0.9541735,0.9545406
2016-11-22,0.95404357,0.9543003,0.95418894,0.9541627,0.9557136,0.9548036,0.9543581
2016-11-23,0.95458907,0.95491356,0.9541559,0.95451266,0.95501935,0.9541464,0.9545079
2016-11-24,0.95594376,0.954274,0.95414567,0.9548717,0.9543112,0.95481014,0.95613074
2016-11-25,0.9547542,0.9549209,0.9541358,0.9556721,0.9536413,0.9552971,0.9544013
2016-11-27,0.95389014,0.9542467,0.95598716,0.95343506,0.9554242,0.9551719,0.9550647
2016-11-28,0.9559342,0.95492727,0.95572084,0.954532,0.9547008,0.9550641,0.95599693
2016-11-29,0.95471466,0.954218,0.9539549,0.9555187,0.95476484,0.955633,0.9553127
2016-11-30,0.9538321,0.95539343,0.95571643,0.95565504,0.9554424,0.9549206,0.9553488
2016-12-01,0.9555958,0.95516866,0.9565958,0.95452505,0.9546705,0.9558675,0.9563524
2016-12-02,0.9551308,0.9556818,0.9547744,0.9555513,0.95422024,0.95666975,0.95385104
2016-12-04,0.95475394,0.95473194,0.9552368,0.95451975,0.95642364,0.9549528,0.95372635
2016-12-05,0.955763,0.9552845,0.9549392,0.9555765,0.954699,0.95440286,0.9523518
2016-12-06,0.9552873,0.9540408,0.9540788,0.95526636,0.95433706,0.95323384,0.9520634
2016-12-07,0.9554327,0.9548885,0.9540906,0.95441306,0.9535074,0.9516819,0.9521258
2016-12-08,0.9540019,0.9541861,0.9531448,0.9521952,0.9531525,0.9509278,0.9497638
2016-12-09,0.95373875,0.95346016,0.953166,0.95172167,0.9498216,0.948847,0.94915843
2016-12-11,0.95273536,0.9527715,0.9520796,0.9536148,0.95006764,0.9490458,0.9502762
2016-12-12,0.9527106,0.95167154,0.9514333,0.9503195,0.9503449,0.9513017,0.9486722
2016-12-13,0.95147586,0.9516834,0.9503128,0.94974023,0.9491791,0.94849265,0.9486933
2016-12-14,0.95127827,0.9520805,0.94951874,0.94984263,0.94955814,0.94953674,0.94707924
2016-12-15,0.9510946,0.951002,0.95034534,0.9494221,0.9493522,0.94797665,0.94708794
2016-12-16,0.9508352,0.9489195,0.9489228,0.9485196,0.94664717,0.9473947,0.9482812
2016-12-18,0.95038635,0.949342,0.9482309,0.94814086,0.94683397,0.94731426,0.94704366
2016-12-19,0.94898874,0.9487936,0.94798315,0.9494741,0.94681656,0.9478434,0.9465693
2016-12-20,0.94921875,0.9484896,0.94501793,0.9455994,0.9468214,0.9493358,0.9452223
2016-12-21,0.9478672,0.948185,0.9463984,0.94544435,0.94374144,0.94418055,0.946758
2016-12-22,0.9471639,0.94921076,0.94695485,0.9468911,0.94723797,0.9458436,0.9455734
2016-12-23,0.94800353,0.94645166,0.9446826,0.94521147,0.947225,0.94530594,0.9454007
2016-12-26,0.94592184,0.9474472,0.9473701,0.9464874,0.94595605,0.94562775,0.9459584
2016-12-27,0.94627094,0.94430596,0.94638485,0.9442642,0.9452676,0.94522345,0.9448104
2016-12-28,0.94647115,0.9467208,0.94609034,0.94502693,0.9445109,0.9431968,0.9443743
2016-12-29,0.9463383,0.9463228,0.9445324,0.94451416,0.9451155,0.9449831,0.943671
2016-12-30,0.9449744,0.94485235,0.9456226,0.94465786,0.9445687,0.9432578,0.94188184
2017-01-02,0.9459434,0.9458839,0.94608784,0.9442859,0.94345176,0.9434516,0.9400488
2017-01-03,0.9450123,0.9444036,0.9445117,0.94357985,0.94297504,0.9398525,0.93904924
2017-01-04,0.9448763,0.94458336,0.94356585,0.9422578,0.9404885,0.9382739,0.9375104
2017-01-05,0.9449638,0.9426347,0.9423054,0.93994623,0.938279,0.9365327,0.9361883
2017-01-06,0.9433891,0.94193035,0.9405149,0.9396986,0.9384253,0.9364366,0.9360662
2017-01-08,0.94245696,0.9405015,0.93913716,0.93739325,0.93598,0.9351753,0.93441707
2017-01-09,0.94031525,0.9396362,0.93863183,0.9361756,0.93661356,0.9331838,0.93417346
2017-01-10,0.93903583,0.937855,0.9365276,0.9359328,0.9339738,0.93451005,0.9334591
2017-01-11,0.9388266,0.93607134,0.935708,0.9346942,0.93450224,0.93312234,0.9339315
2017-01-12,0.93670315,0.935241,0.9348794,0.9343155,0.93382615,0.9350795,0.9332602
2017-01-13,0.9361829,0.9340088,0.93376964,0.93220204,0.932575,0.93515843,0.9343513
2017-01-15,0.9344122,0.9343192,0.93333703,0.9350918,0.9341653,0.93288124,0.93364674
2017-01-16,0.9350351,0.9338672,0.9345373,0.93273515,0.9352341,0.93318003,0.9340876
2017-01-17,0.93533003,0.933826,0.93337,0.93294245,0.9350241,0.9344649,0.934502
2017-01-18,0.9333111,0.9340276,0.93455285,0.9330539,0.93315816,0.9333677,0.9338177
2017-01-19,0.9342681,0.93362796,0.93337554,0.93449634,0.93427354,0.9329582,0.93417895
2017-01-20,0.93462753,0.93375427,0.93457365,0.9353077,0.9343099,0.9330966,0.9333084
2017-01-22,0.9340236,0.93321854,0.9333829,0.9332375,0.933215,0.93350464,0.9353708
2017-01-23,0.9346466,0.9333522,0.9345943,0.93313926,0.93500674,0.93404806,0.9340197
2017-01-24,0.9331014,0.9345346,0.933391,0.93325,0.9337424,0.93349636,0.9331848
2017-01-25,0.9346157,0.9339769,0.9346146,0.9334886,0.93522084,0.93406165,0.9328468
2017-01-26,0.9337949,0.9339043,0.9334004,0.9331379,0.93314695,0.9334953,0.93502945
2017-01-27,0.93210834,0.9337729,0.9346348,0.93184745,0.93429536,0.9323561,0.9351605
2017-01-29,0.9327534,0.9341132,0.9334109,0.9343876,0.9347063,0.9332868,0.9343704
2017-01-30,0.9343413,0.9344475,0.9346544,0.93347514,0.93345535,0.9348131,0.9357494
2017-01-31,0.93309045,0.9337477,0.9334762,0.9344881,0.9347482,0.93574953,0.9381424
2017-02-01,0.934755,0.934712,0.93537104,0.93423724,0.9350564,0.9388922,0.93978864
2017-02-02,0.93445706,0.9350757,0.934756,0.93645716,0.9377839,0.93961257,0.9405984
2017-02-03,0.93541056,0.9347971,0.9357542,0.93889934,0.9390926,0.9391637,0.9441348
2017-02-05,0.9345038,0.9374227,0.9384309,0.9380213,0.93946576,0.94304395,0.9448578
2017-02-06,0.93598455,0.93870956,0.93984807,0.9394811,0.9440528,0.94493234,0.9463968
2017-02-07,0.9385949,0.9393354,0.93909836,0.9434973,0.94564897,0.9443774,0.9448907
2017-02-08,0.9383021,0.94062287,0.9445183,0.94539726,0.9459324,0.9466018,0.94489795
2017-02-09,0.93982935,0.9438825,0.94563836,0.944954,0.9451997,0.94541097,0.945431
2017-02-10,0.9442625,0.94647205,0.94589114,0.94569427,0.9452125,0.94625986,0.9465732
2017-02-12,0.9451879,0.94798076,0.94467723,0.94572407,0.94520414,0.9454182,0.9449227
2017-02-13,0.9459042,0.947973,0.9444081,0.94518125,0.9460428,0.9465535,0.9437971
2017-02-14,0.9452855,0.9466321,0.9457016,0.9453003,0.9457746,0.9449136,0.9462803
2017-02-15,0.94542587,0.94411254,0.94598746,0.9454029,0.94569784,0.943795,0.9460615
2017-02-16,0.94554734,0.9434375,0.9446121,0.94486207,0.9464611,0.9455564,0.947831
2017-02-17,0.94493204,0.9440718,0.9443086,0.9457657,0.94663185,0.9492656,0.9468286
2017-02-26,0.9451439,0.94692624,0.9457695,0.94557244,0.9480871,0.95086503,0.9510885
2017-02-27,0.9460167,0.94585633,0.94593954,0.94345933,0.94645566,0.9477631,0.95118314
2017-02-28,0.94526553,0.945977,0.94628245,0.94820875,0.95027417,0.9488478,0.948525
2017-03-01,0.9455718,0.9490995,0.9461409,0.9477473,0.94847554,0.95113105,0.94982785
2017-03-02,0.94910794,0.9495586,0.9459353,0.9490675,0.94820935,0.94695294,0.9511931
2017-03-03,0.95139444,0.94831324,0.94922876,0.94856906,0.94940585,0.95091844,0.9504119
2017-03-05,0.9452094,0.9481934,0.9501926,0.950059,0.9482818,0.94579476,0.9506521
2017-03-06,0.9488787,0.9495715,0.94934785,0.9483289,0.94942176,0.9485422,0.9481196
2017-03-07,0.9488345,0.9501254,0.94990003,0.9495982,0.94960946,0.9503157,0.9473358
2017-03-08,0.94931805,0.94755876,0.9501933,0.9502601,0.94849014,0.9473177,0.9452252
2017-03-09,0.950674,0.9499084,0.9474734,0.9494406,0.9468424,0.94566333,0.9452677
2017-03-10,0.9499594,0.9488485,0.9460085,0.94667184,0.9457916,0.9458113,0.9476514
2017-03-12,0.9505592,0.9505756,0.9471776,0.94594556,0.9450355,0.9461304,0.94093424
2017-03-13,0.9506582,0.9472762,0.945477,0.945799,0.94347405,0.94361985,0.94378066
2017-03-14,0.94747823,0.94545627,0.9451852,0.94445235,0.9422617,0.94343364,0.9414801
2017-03-15,0.94559175,0.94567084,0.9437502,0.94234586,0.9426112,0.94408315,0.9430065
2017-03-16,0.9446469,0.9443797,0.9440806,0.94309646,0.9406609,0.94285446,0.941384
2017-03-17,0.94328237,0.94318056,0.9437278,0.94170487,0.9422785,0.94090676,0.94173396
2017-03-19,0.94051486,0.9421342,0.9406851,0.94235444,0.94175154,0.94129765,0.94059783
2017-03-20,0.9425291,0.94225293,0.9422928,0.9412431,0.9413859,0.9412688,0.9396511
2017-03-21,0.9408044,0.9422447,0.9412126,0.9415462,0.94090456,0.9399119,0.94060093
2017-03-22,0.94147545,0.94010836,0.94105893,0.9420203,0.93968916,0.93983567,0.9404517
2017-03-23,0.94177896,0.940932,0.9405126,0.94093597,0.94024104,0.9402322,0.9401453
2017-03-24,0.94082904,0.9401921,0.9406307,0.94017017,0.9396181,0.9401053,0.93925804
2017-03-26,0.9410702,0.9408234,0.940833,0.93948245,0.93987215,0.9392331,0.9387597
2017-03-27,0.9397903,0.9390925,0.939135,0.94010484,0.9393299,0.9395043,0.9393279
2017-03-28,0.9395301,0.9392213,0.9397399,0.9386803,0.93930805,0.9397799,0.9393962
2017-03-29,0.9399657,0.9399009,0.9398819,0.93935436,0.9383341,0.9393408,0.9389143
2017-03-30,0.94022596,0.93974274,0.9390863,0.9396775,0.9387729,0.93862957,0.938666
2017-03-31,0.9388556,0.9390422,0.9392385,0.9384053,0.93850696,0.93801934,0.9380216
2017-04-02,0.9391447,0.9397876,0.9386162,0.9384158,0.9380546,0.9384897,0.93775386
2017-04-03,0.9399556,0.93944573,0.9385169,0.9384146,0.9381126,0.9377848,0.9365022
2017-04-04,0.9379184,0.93879646,0.93857056,0.938074,0.9377531,0.93611217,0.93684727
2017-04-05,0.9383853,0.937625,0.938006,0.93830794,0.93733203,0.93580914,0.93694955
2017-04-06,0.93839765,0.93731326,0.9371534,0.9368038,0.93397033,0.93559164,0.9348177
2017-04-07,0.9384758,0.9381455,0.9366385,0.93600017,0.93667114,0.935106,0.9354366
2017-04-09,0.93792516,0.93736035,0.9365033,0.9365941,0.93620247,0.93465483,0.93610644
2017-04-10,0.936302,0.9367898,0.93580014,0.9366208,0.93659544,0.93460166,0.9337411
2017-04-11,0.9358126,0.93648463,0.9355541,0.9349353,0.9347775,0.93438077,0.9346551
2017-04-12,0.9345447,0.93478495,0.9345685,0.9345368,0.93582904,0.9344099,0.9339
2017-04-13,0.9338666,0.9350839,0.93404424,0.93427664,0.9342385,0.93370837,0.93452275
2017-04-16,0.93478465,0.93509996,0.9351456,0.93423307,0.93369496,0.9342116,0.9337916
2017-04-17,0.9348782,0.933485,0.9335953,0.93408096,0.93369675,0.9347125,0.9329466
2017-04-18,0.93484306,0.93454534,0.9331677,0.933903,0.9332702,0.9350477,0.935092
2017-04-19,0.93429863,0.9345353,0.93430555,0.9342401,0.93432474,0.93575037,0.93405044
2017-04-20,0.9353874,0.9333718,0.9346472,0.9328258,0.93648225,0.9349166,0.9376948
2017-04-21,0.9331781,0.9342453,0.93376106,0.93520427,0.9359558,0.9359674,0.93686163
2017-04-23,0.93458086,0.9331563,0.93562937,0.93567884,0.93596435,0.9357242,0.93588847
2017-04-24,0.9347124,0.9347912,0.9354115,0.9357839,0.936077,0.9359699,0.9371601
2017-04-25,0.9358424,0.9354472,0.9363549,0.9365952,0.93600196,0.93789047,0.93671983
2017-04-26,0.9356631,0.936286,0.9353859,0.9361453,0.9376422,0.9368292,0.9366707
2017-04-27,0.93721294,0.9358692,0.93586826,0.9363873,0.93755597,0.93725735,0.93814063
2017-04-28,0.93556297,0.9366061,0.937005,0.9370656,0.9377495,0.9377517,0.93770486
2017-04-30,0.9354283,0.93707967,0.93721884,0.9381392,0.9370727,0.9379668,0.93781394
2017-05-01,0.93658674,0.93702954,0.9369639,0.93821245,0.9375405,0.9376598,0.9378387
2017-05-02,0.9369236,0.93748486,0.9378654,0.93713886,0.9379475,0.9377935,0.9379081
2017-05-03,0.9377593,0.93769693,0.9385343,0.9383578,0.9378216,0.9375327,0.93792224
2017-05-04,0.93768114,0.93762076,0.9374477,0.9372535,0.9372282,0.937633,0.93787545
2017-05-05,0.93761533,0.93798614,0.938084,0.93810743,0.9382694,0.93765956,0.93770796
2017-05-07,0.93797153,0.93785566,0.9370206,0.9377451,0.9376656,0.9390933,0.9389361
2017-05-08,0.9376776,0.93768764,0.9379064,0.9373779,0.93684065,0.9375317,0.9386247
2017-05-09,0.937821,0.9381839,0.9374894,0.9382527,0.9365181,0.9364918,0.9381393
2017-05-10,0.93754125,0.93750036,0.93830854,0.93782604,0.93694997,0.9388318,0.9386354
2017-05-11,0.9376851,0.93792117,0.9381162,0.93761367,0.939474,0.9392709,0.94031954
2017-05-12,0.93795455,0.9384032,0.9375924,0.9387104,0.9390732,0.93883723,0.9398433
2017-05-14,0.9385363,0.9374762,0.93832475,0.9391681,0.9385722,0.93869716,0.94064105
2017-05-15,0.9366071,0.9386666,0.93900335,0.93909764,0.93937063,0.9413722,0.9399561
2017-05-16,0.93764234,0.93892235,0.93791866,0.93845683,0.9394634,0.94009703,0.93938917
2017-05-17,0.93859404,0.93849045,0.939532,0.93890554,0.9404034,0.9397377,0.942454
2017-05-18,0.93875474,0.939381,0.9404712,0.9392072,0.94001615,0.94016314,0.9406973
2017-05-19,0.9395263,0.9402585,0.9399996,0.9399839,0.9398317,0.9401325,0.9414614
2017-05-21,0.9401716,0.93959755,0.9392994,0.9399791,0.94050676,0.94119483,0.9426756
2017-05-22,0.9390217,0.9402654,0.9416354,0.94130856,0.9414127,0.94174314,0.9426195
2017-05-23,0.93934536,0.9398492,0.9418856,0.94151795,0.9422446,0.94143856,0.942501
2017-05-24,0.9415127,0.9412571,0.9427119,0.9418171,0.94343007,0.9438616,0.943316
2017-05-25,0.9409346,0.941066,0.9421948,0.9419607,0.9429236,0.94433063,0.94400394
2017-05-26,0.9404328,0.94282925,0.9416098,0.9427889,0.9429533,0.94410247,0.9421172
2017-05-28,0.94167584,0.94267505,0.94306374,0.9436057,0.94390917,0.94346225,0.9447282
2017-05-29,0.9436021,0.9426564,0.9436351,0.943912,0.94518524,0.94486564,0.9446007
2017-05-30,0.94260156,0.9447328,0.94298214,0.94435203,0.943446,0.94506663,0.94572824
2017-05-31,0.94337255,0.9443997,0.9442858,0.94582975,0.9447164,0.9453519,0.9450042
2017-06-01,0.9441883,0.9426705,0.94599926,0.9449426,0.94590765,0.9434667,0.94437313
2017-06-02,0.9433881,0.94246274,0.94525,0.9449754,0.94417953,0.94446903,0.94600976
2017-06-04,0.9462384,0.9445036,0.94479173,0.9449431,0.94393927,0.94647795,0.94563705
2017-06-05,0.94470525,0.9458527,0.9450668,0.94439745,0.9458841,0.94665354,0.945759
2017-06-06,0.9439565,0.9451176,0.9446303,0.94508517,0.94563174,0.94721895,0.9466957
2017-06-07,0.9421882,0.94536227,0.9450446,0.94510835,0.94626456,0.9467943,0.9471751
2017-06-08,0.94577,0.9450698,0.9467184,0.94669956,0.9470305,0.9467341,0.948695
2017-06-09,0.9446271,0.94561005,0.946571,0.9464076,0.9470713,0.94736594,0.9485445
2017-06-11,0.9453359,0.94612205,0.9463731,0.9479197,0.94858503,0.94761217,0.94721913
2017-06-12,0.9458678,0.9463158,0.94689614,0.94791657,0.9492037,0.94851774,0.9489939
2017-06-13,0.9474432,0.9480401,0.94731927,0.9466015,0.9470754,0.9488821,0.9488734
2017-06-14,0.9463282,0.94745237,0.94821876,0.948527,0.9484094,0.95004493,0.95186675
2017-06-15,0.94703466,0.94836617,0.94740903,0.9487066,0.9492482,0.95057964,0.95263106
2017-06-16,0.94762236,0.94736665,0.9485819,0.9495079,0.9499315,0.9524134,0.95412743
2017-06-18,0.94728494,0.9483438,0.949054,0.95037735,0.9535508,0.95420086,0.956781
2017-06-19,0.94863194,0.9507895,0.95053726,0.95248234,0.9535309,0.9568764,0.95546865
2017-06-20,0.94794315,0.950975,0.953125,0.9535611,0.9559058,0.95596576,0.9571328
2017-06-21,0.94980466,0.95337087,0.95482975,0.9547306,0.9555529,0.95657635,0.95803934
2017-06-22,0.9534627,0.95461094,0.95516866,0.9573074,0.95629257,0.95786357,0.95854473
2017-06-23,0.9544865,0.95335764,0.9575466,0.958396,0.959381,0.9590989,0.9579924
2017-06-25,0.9555508,0.9568666,0.9569512,0.9569612,0.9582935,0.9589276,0.9602005
2017-06-26,0.9577245,0.95723766,0.9577342,0.95780283,0.9585438,0.9581495,0.9578217
2017-06-27,0.9563266,0.95760447,0.9579346,0.95975757,0.95803106,0.9590064,0.9587586
2017-06-28,0.95738924,0.95825225,0.9604339,0.9586216,0.9588094,0.960468,0.9594554
2017-06-29,0.9582453,0.959219,0.9580777,0.95775086,0.9580009,0.9603364,0.9585955
2017-06-30,0.9592115,0.95863044,0.95898575,0.9597792,0.95881075,0.95923686,0.95796496
2017-07-02,0.95862323,0.95820427,0.9582005,0.9586008,0.95796865,0.95839274,0.9602785
2017-07-03,0.95819724,0.9592443,0.95919263,0.9577001,0.9588103,0.9580337,0.95779103
2017-07-04,0.9592368,0.9586095,0.9584305,0.95979464,0.95793545,0.9589929,0.95876896
2017-07-05,0.95860213,0.9581517,0.9580228,0.9585779,0.95880765,0.9581987,0.95949286
2017-07-06,0.9581444,0.95926565,0.959006,0.9576507,0.9579013,0.95920235,0.9585996
2017-07-07,0.9592576,0.95858455,0.9603382,0.9598032,0.95880294,0.95843214,0.9579479
2017-07-09,0.9585771,0.959077,0.95849353,0.958553,0.9578666,0.9582101,0.9603379
2017-07-10,0.9581089,0.9584615,0.95874614,0.95760286,0.95879596,0.95965,0.95777273
2017-07-11,0.9584131,0.95799804,0.95967895,0.9598059,0.9578314,0.9574626,0.95830345
2017-07-12,0.95799613,0.95997506,0.9574652,0.9585269,0.9587869,0.9581521,0.95655155
2017-07-13,0.95997536,0.9574771,0.9587247,0.95755744,0.95670265,0.9558064,0.95546484
2017-07-14,0.9574747,0.95804745,0.95968014,0.9574978,0.9568363,0.9540784,0.9541499
2017-07-16,0.95805246,0.9600409,0.9570635,0.9570296,0.9554371,0.95407677,0.9507799
2017-07-17,0.9600438,0.95776224,0.9558891,0.95678496,0.9542364,0.9507309,0.9503174
2017-07-18,0.9577632,0.9552721,0.95246226,0.9537826,0.95176065,0.95007706,0.9481247
2017-07-19,0.9552711,0.95510024,0.9536089,0.95060515,0.95000345,0.9487096,0.94737446
2017-07-20,0.95509946,0.95558983,0.9520163,0.9520726,0.948081,0.9459393,0.943332
2017-07-21,0.9555895,0.9510586,0.95174193,0.9501327,0.9462875,0.9431534,0.9429281
2017-07-23,0.9510551,0.95180446,0.94957465,0.9478603,0.94393146,0.9424968,0.94179183
2017-07-24,0.949813,0.95002705,0.9477067,0.9443273,0.9428842,0.9432854,0.939959
2017-07-25,0.9486679,0.94776684,0.94491076,0.9425727,0.9430525,0.9411535,0.93853855
2017-07-26,0.94773775,0.9449014,0.943408,0.9428263,0.9399176,0.93909264,0.93626004
2017-07-27,0.9448403,0.94471854,0.94348663,0.94220334,0.93979764,0.9386735,0.9355496
2017-07-28,0.9440977,0.9413403,0.93990546,0.93780077,0.9375336,0.9362219,0.93707556
2017-07-30,0.94211966,0.9399509,0.9393913,0.94056296,0.93991673,0.9361863,0.9355048
2017-07-31,0.9403773,0.9386106,0.937213,0.94110614,0.935813,0.93513435,0.9358338
2017-08-01,0.938652,0.9391325,0.93770695,0.937386,0.93587875,0.93689007,0.93532073
2017-08-02,0.93667847,0.93719584,0.9343622,0.9364497,0.93630517,0.93474126,0.9351071
2017-08-03,0.9364,0.936328,0.93592656,0.9356391,0.9339652,0.93634516,0.93539536
