,GRXEUR,GRXEUR,GRXEUR,GRXEUR,GRXEUR,GRXEUR,GRXEUR
2012-01-02,4073.981,4061.0527,4054.0999,4097.7666,4099.415,4106.8125,4108.3145
2012-01-03,4088.6929,4075.684,4068.6602,4112.26,4114.7383,4122.117,4122.6123
2012-01-04,4103.3247,4090.2441,4083.1533,4127.583,4130.0435,4136.4155,4136.746
2012-01-05,4117.885,4104.7373,4098.4766,4142.888,4144.3413,4150.549,4150.841
2012-01-06,4132.378,4120.0605,4113.782,4157.186,4158.4746,4164.6436,4164.9106
2012-01-08,4147.7017,4135.366,4128.0796,4171.32,4172.5693,4178.714,4179.826
2012-01-09,4163.0063,4149.6636,4142.2134,4185.4146,4186.64,4193.6294,4194.756
2012-01-10,4177.304,4163.797,4156.308,4199.4844,4201.555,4208.5586,4208.727
2012-01-11,4191.438,4177.892,4170.3784,4214.4004,4216.485,4222.5303,4222.57
2012-01-12,4205.532,4191.9624,4185.294,4229.3296,4230.456,4236.373,4236.413
2012-01-13,4219.6025,4206.8774,4200.2236,4243.301,4244.299,4250.216,4250.232
2012-01-15,4234.5186,4221.8076,4214.195,4257.1436,4258.142,4264.0347,4264.897
2012-01-16,4249.4478,4235.7783,4228.0376,4270.9863,4271.9604,4278.6997,4279.6025
2012-01-17,4263.419,4249.6216,4241.8804,4284.8057,4286.626,4293.406,4293.3877
2012-01-18,4277.262,4263.4644,4255.699,4299.4707,4301.3315,4307.1904,4307.063
2012-01-19,4291.1045,4277.2837,4270.3643,4314.1763,4315.116,4320.866,4320.739
2012-01-20,4304.924,4291.9487,4285.0703,4327.9614,4328.792,4334.5415,4334.4146
2012-01-22,4319.589,4306.654,4298.8545,4341.6367,4342.468,4348.2173,4348.9297
2012-01-23,4334.295,4320.439,4312.5303,4355.3125,4356.143,4362.733,4363.4976
2012-01-24,4348.0796,4334.1143,4326.206,4368.988,4370.6587,4377.3003,4377.157
2012-01-25,4361.755,4347.79,4339.882,4383.5034,4385.226,4390.9595,4390.705
2012-01-26,4375.4307,4361.466,4354.397,4398.071,4398.8857,4404.508,4404.254
2012-01-27,4389.106,4375.981,4368.965,4411.7305,4412.434,4418.0566,4417.8193
2012-01-29,4403.6216,4390.549,4382.624,4425.2793,4425.9824,4431.6216,4432.2354
2012-01-30,4418.1895,4404.208,4396.173,4438.8276,4439.548,4446.038,4446.7183
2012-01-31,4431.8486,4417.7563,4409.721,4452.3926,4453.9644,4460.5205,4460.2983
2012-02-01,4445.3975,4431.3047,4423.2866,4466.809,4468.447,4474.101,4473.7666
2012-02-02,4458.9453,4444.87,4437.7026,4481.2915,4482.0273,4487.5693,4487.2744
2012-02-03,4472.5107,4459.2866,4452.185,4494.872,4495.496,4501.077,4500.783
2012-02-05,4486.9272,4473.7695,4465.766,4508.3403,4509.0034,4514.586,4514.2925
2012-02-06,4501.4097,4487.3496,4479.234,4521.848,4522.5117,4528.095,4527.841
2012-02-07,4514.99,4500.818,4492.742,4535.3564,4536.021,4541.643,4540.5312
2012-02-08,4528.458,4514.325,4506.2505,4548.866,4549.5703,4554.334,4553.1797
2012-02-09,4541.9663,4527.834,4519.76,4562.414,4562.2603,4566.9824,4565.894
2012-02-10,4555.4746,4541.3438,4533.3076,4575.105,4574.9087,4579.697,4578.669
2012-02-12,4568.984,4554.892,4545.999,4587.7534,4587.622,4592.4717,4591.5073
2012-02-13,4582.532,4567.583,4558.648,4600.4673,4600.398,4605.31,4604.4023
2012-02-14,4595.223,4580.2314,4571.3613,4613.242,4613.236,4618.205,4616.4683
2012-02-15,4607.8716,4592.9453,4584.1367,4626.081,4626.1304,4630.271,4629.401
2012-02-16,4620.5854,4605.72,4596.9746,4638.9756,4638.1973,4643.204,4642.5
2012-02-17,4633.361,4618.558,4609.869,4651.042,4651.13,4656.3037,4655.643
2012-02-19,4646.199,4631.453,4621.936,4663.975,4664.229,4669.446,4668.8213
2012-02-20,4659.0933,4643.5195,4634.8687,4677.074,4677.3716,4682.6245,4682.035
2012-02-21,4671.16,4656.452,4647.9683,4690.2163,4690.551,4695.838,4694.3857
2012-02-22,4684.0933,4669.5513,4661.1104,4703.3955,4703.7646,4708.1885,4707.598
2012-02-23,4697.1924,4682.695,4674.289,4716.6094,4716.1147,4721.4014,4720.975
2012-02-24,4710.335,4695.8726,4687.503,4728.959,4729.3276,4734.778,4734.359
2012-02-26,4723.514,4709.087,4699.853,4742.1714,4742.704,4748.1616,4747.7803
2012-02-27,4736.727,4721.437,4713.0654,4755.549,4756.0884,4761.583,4761.201
2012-02-28,4749.077,4734.6494,4726.4424,4768.9326,4769.509,4775.0044,4773.739
2012-02-29,4762.29,4748.0264,4739.8257,4782.354,4782.9307,4787.5415,4787.1504
2012-03-01,4775.667,4761.41,4753.248,4795.775,4795.468,4800.953,4800.6987
2012-03-02,4789.051,4774.831,4766.6685,4808.313,4808.879,4814.5015,4814.247
2012-03-04,4802.4717,4788.2524,4779.2056,4821.7236,4822.4277,4828.05,4827.8237
2012-03-05,4815.894,4800.79,4792.617,4835.2725,4835.976,4841.6265,4841.412
2012-03-06,4828.4307,4814.201,4806.166,4848.821,4849.553,4855.215,4854.078
2012-03-07,4841.8423,4827.75,4819.715,4862.3975,4863.141,4867.8804,4867.6167
2012-03-08,4855.39,4841.2983,4833.2915,4875.986,4875.807,4881.4204,4881.2935
2012-03-09,4868.9395,4854.875,4846.88,4888.652,4889.3467,4895.095,4894.9688
2012-03-11,4882.5156,4868.4634,4859.5454,4902.191,4903.0215,4908.7715,4908.6445
2012-03-12,4896.1045,4881.13,4873.085,4915.8667,4916.6978,4922.447,4922.32
2012-03-13,4908.7705,4894.6685,4886.7603,4929.542,4930.373,4936.1226,4935.072
2012-03-14,4922.309,4908.3447,4900.436,4943.218,4944.049,4948.875,4948.6953
2012-03-15,4935.985,4922.0195,4914.1113,4956.8936,4956.801,4962.498,4962.4507
2012-03-16,4949.6606,4935.696,4927.787,4969.6455,4970.4243,4976.254,4976.2065
2012-03-18,4963.336,4949.371,4940.539,4983.2686,4984.1797,4990.01,4989.963
2012-03-19,4977.0117,4962.123,4954.1626,4997.025,4997.9355,5003.765,5003.7183
2012-03-20,4989.764,4975.746,4967.9185,5010.7803,5011.6914,5017.5215,5016.533
2012-03-21,5003.3867,4989.5024,4981.674,5024.536,5025.4473,5030.336,5030.2075
2012-03-22,5017.1426,5003.2583,4995.43,5038.292,5038.2617,5044.0103,5044.0073
2012-03-23,5030.899,5017.014,5009.1855,5051.107,5051.936,5057.811,5057.8037
2012-03-25,5044.6543,5030.7695,5022.0005,5064.781,5065.737,5071.6064,5071.6
2012-03-26,5058.41,5043.5845,5035.6743,5078.5815,5079.5327,5085.403,5085.393
2012-03-27,5071.225,5057.259,5049.475,5092.378,5093.3286,5099.196,5098.235
2012-03-28,5084.8994,5071.0596,5063.2715,5106.1733,5107.1216,5112.037,5111.9478
2012-03-29,5098.7,5084.8555,5077.0674,5119.967,5119.964,5125.751,5125.7915
2012-03-30,5112.4956,5098.6514,5090.8604,5132.808,5133.677,5139.5938,5139.632
2012-04-01,5126.2915,5112.4443,5103.702,5146.522,5147.52,5153.4346,5153.4346
2012-04-02,5140.085,5125.2856,5117.416,5160.365,5161.361,5167.238,5166.3037
2012-04-03,5152.927,5139.0,5131.259,5174.205,5175.1636,5180.106,5178.157
2012-04-04,5166.64,5152.8423,5145.0996,5188.008,5188.0317,5191.9595,5190.9453
2012-04-05,5180.483,5166.683,5158.9023,5200.877,5199.886,5204.748,5203.9233
2012-04-08,5194.3237,5180.486,5171.771,5212.7305,5212.674,5217.726,5216.9487
2012-04-09,5208.1265,5193.355,5183.6245,5225.519,5225.6523,5230.752,5230.017
2012-04-10,5220.995,5205.2085,5196.412,5238.497,5238.6777,5243.82,5242.166
2012-04-11,5232.8496,5217.997,5209.3906,5251.5225,5251.746,5255.9683,5254.27
2012-04-12,5245.6367,5230.9756,5222.416,5264.591,5263.8945,5268.0737,5267.458
2012-04-13,5258.6157,5244.001,5235.485,5276.7397,5275.999,5281.2603,5280.8037
2012-04-15,5271.641,5257.0693,5247.6333,5288.8447,5289.186,5294.6064,5294.185
2012-04-16,5284.7095,5269.217,5259.7383,5302.0312,5302.532,5307.9873,5307.578
2012-04-17,5296.858,5281.322,5272.925,5315.3774,5315.9136,5321.381,5320.0073
2012-04-18,5308.9624,5294.5093,5286.271,5328.7583,5329.307,5333.81,5332.382
2012-04-19,5322.1494,5307.855,5299.6523,5342.1514,5341.7363,5346.185,5345.836
2012-04-20,5335.4956,5321.237,5313.0454,5354.581,5354.1113,5359.638,5359.4326
2012-04-22,5348.877,5334.629,5325.475,5366.956,5367.5645,5373.236,5373.0615
2012-04-23,5362.27,5347.0586,5337.8496,5380.409,5381.161,5386.8647,5386.69
2012-04-24,5374.699,5359.433,5351.303,5394.0063,5394.79,5400.4927,5399.3135
2012-04-25,5387.074,5372.887,5364.9004,5407.635,5408.419,5413.116,5411.871
2012-04-26,5400.528,5386.484,5378.529,5421.2637,5421.042,5425.674,5424.501
2012-04-27,5414.1245,5400.113,5392.157,5433.8867,5433.6,5438.3037,5437.1963
2012-04-29,5427.7534,5413.7417,5404.7803,5446.445,5446.2305,5451.0,5449.959
2012-04-30,5441.382,5426.3647,5417.3384,5459.074,5458.926,5463.7617,5462.7827
2012-05-01,5454.0054,5438.9224,5429.9683,5471.7705,5471.6875,5476.585,5474.618
2012-05-02,5466.5635,5451.5522,5442.6646,5484.533,5484.5117,5488.421,5486.421
2012-05-03,5479.1924,5464.248,5455.427,5497.356,5496.347,5500.224,5499.3945
2012-05-04,5491.8887,5477.011,5468.25,5509.192,5508.1494,5513.1978,5512.564
2012-05-06,5504.651,5489.8345,5480.0854,5520.9946,5521.124,5526.366,5525.7676
2012-05-07,5517.474,5501.67,5491.8887,5533.9688,5534.2925,5539.5703,5539.003
2012-05-08,5529.31,5513.472,5504.8623,5547.1377,5547.4966,5552.8057,5551.1997
2012-05-09,5541.113,5526.4463,5518.0317,5560.3413,5560.732,5565.003,5563.34
2012-05-10,5554.087,5539.615,5531.2354,5573.5767,5572.929,5577.142,5576.6606
2012-05-11,5567.2554,5552.82,5544.4707,5585.774,5585.0684,5590.4634,5590.169
2012-05-13,5580.4604,5566.054,5556.6675,5597.913,5598.3896,5603.9717,5603.6772
2012-05-14,5593.6943,5578.251,5568.8066,5611.2344,5611.8975,5617.4805,5617.1904
2012-05-15,5605.8916,5590.391,5582.128,5624.7427,5625.4062,5630.9937,5629.6333
2012-05-16,5618.0312,5603.712,5595.636,5638.2515,5638.9194,5643.436,5643.1064
2012-05-17,5631.3525,5617.2207,5609.145,5651.764,5651.362,5656.909,5657.828
2012-05-18,5644.861,5630.7285,5622.6577,5664.2065,5664.8354,5671.631,5672.6147
2012-05-20,5658.369,5644.2417,5635.1,5677.68,5679.557,5686.418,5687.315
2012-05-21,5671.883,5656.6846,5648.5737,5692.4023,5694.344,5701.1177,5701.9346
2012-05-22,5684.3247,5670.157,5663.296,5707.188,5709.044,5715.737,5715.418
2012-05-23,5697.7983,5684.88,5678.082,5721.889,5723.663,5729.2207,5729.839
2012-05-24,5712.5205,5699.666,5692.782,5736.508,5737.147,5743.643,5744.3506
2012-05-25,5727.307,5714.3667,5707.4014,5749.9917,5751.569,5758.1533,5758.7964
2012-05-27,5742.0073,5728.986,5720.8853,5764.413,5766.0796,5772.5986,5773.188
2012-05-28,5756.6265,5742.4697,5735.3076,5778.9243,5780.525,5786.9907,5787.524
2012-05-29,5770.1104,5756.891,5749.818,5793.3696,5794.9165,5801.327,5800.7583
2012-05-30,5784.5317,5771.402,5764.263,5807.7617,5809.254,5814.5605,5814.9355
2012-05-31,5799.043,5785.8477,5778.6553,5822.0977,5822.4873,5828.7383,5829.2188
2012-06-01,5813.4873,5800.2393,5792.9917,5835.332,5836.6646,5843.021,5843.4585
2012-06-03,5827.8794,5814.5757,5806.2256,5849.509,5850.9473,5857.261,5857.66
2012-06-04,5842.2163,5827.81,5820.4023,5863.792,5865.188,5871.463,5871.826
2012-06-05,5855.4507,5841.987,5834.6855,5878.032,5879.3887,5885.6294,5884.918
2012-06-06,5869.627,5856.2695,5848.9263,5892.2334,5893.555,5898.721,5898.9556
2012-06-07,5883.91,5870.5103,5863.1274,5906.4004,5906.6475,5912.7583,5913.1025
2012-06-08,5898.1514,5884.712,5877.294,5919.492,5920.6836,5926.906,5928.241
2012-06-10,5912.3516,5898.878,5890.3857,5933.529,5934.8315,5942.044,5943.3975
2012-06-11,5926.518,5911.969,5904.4224,5947.6763,5949.9697,5957.199,5958.435
2012-06-12,5939.611,5926.007,5918.57,5962.815,5965.1216,5971.793,5971.851
2012-06-13,5953.647,5940.1543,5933.709,5977.093,5979.122,5984.6,5985.523
2012-06-14,5967.6523,5955.293,5948.8643,5990.8867,5991.7007,5997.5903,5998.486
2012-06-15,5981.668,5970.1377,5963.902,6002.661,6004.3535,6010.363,6011.1895
2012-06-17,5995.2134,5984.066,5976.8726,6015.427,6017.208,6023.1963,6023.959
2012-06-18,6008.1484,5996.2207,5990.4365,6028.3994,6030.1113,6036.089,6036.7876
2012-06-19,6020.0825,6008.918,6003.1606,6041.4194,6043.0664,6049.0303,6048.6294
2012-06-20,6033.039,6021.818,6015.9165,6054.482,6056.077,6060.978,6061.4907
2012-06-21,6046.189,6034.768,6028.7363,6067.586,6068.0757,6073.755,6074.315
2012-06-22,6059.3735,6047.7705,6041.61,6078.885,6080.275,6085.7334,6086.2427
2012-06-24,6072.509,6060.821,6053.49,6090.815,6092.319,6097.7915,6098.259
2012-06-25,6084.5938,6072.739,6066.392,6102.9956,6104.402,6109.3843,6109.7593
2012-06-26,6095.638,6084.6235,6078.812,6114.0913,6115.2705,6119.6904,6118.898
2012-06-27,6107.4277,6096.7236,6090.7817,6124.0205,6125.154,6128.384,6128.586
2012-06-28,6118.0503,6108.4565,6102.8545,6133.3394,6133.153,6137.086,6137.4253
2012-06-29,6128.028,6118.8936,6113.897,6141.0586,6141.927,6146.09,6146.406
2012-07-01,6136.9614,6128.7344,6122.6294,6149.865,6150.584,6153.009,6153.1577
2012-07-02,6145.9976,6136.398,6131.943,6155.2275,6155.6777,6157.4155,6157.5137
2012-07-03,6151.9062,6145.2524,6140.819,6159.0947,6159.4688,6160.6406,6159.718
2012-07-04,6156.534,6152.542,6149.746,6161.6987,6161.9365,6161.617,6161.904
2012-07-05,6160.1255,6157.095,6155.1074,6163.253,6162.5176,6163.173,6163.3467
2012-07-06,6162.5195,6160.4473,6158.969,6162.621,6163.3047,6164.014,6164.1855
2012-07-08,6163.558,6162.747,6160.2925,6163.2793,6164.169,6164.89,6165.062
2012-07-09,6164.4033,6162.518,6162.49,6164.172,6165.0635,6165.8013,6165.9707
2012-07-10,6163.7363,6163.2993,6163.5557,6165.1006,6165.9927,6166.7485,6166.916
2012-07-11,6164.432,6164.1753,6164.4106,6166.064,6166.957,6167.7285,6169.6123
2012-07-12,6165.384,6165.0864,6165.2944,6167.067,6167.96,6170.5303,6174.422
2012-07-13,6166.3687,6166.0337,6166.215,6168.1045,6170.825,6175.528,6181.454
2012-07-15,6167.388,6167.0137,6167.1763,6171.0728,6175.933,6182.831,6190.738
2012-07-16,6168.445,6168.0283,6169.9126,6176.366,6183.396,6192.217,6200.394
2012-07-17,6169.5444,6170.937,6174.7915,6184.093,6192.819,6202.1167,6209.4956
2012-07-18,6172.688,6176.1206,6181.9287,6193.6636,6202.9043,6211.1504,6219.309
2012-07-19,6178.2856,6183.689,6191.2817,6204.075,6211.9404,6220.9756,6229.4897
2012-07-20,6186.45,6193.187,6201.0205,6213.1196,6221.755,6231.4165,6241.9595
2012-07-22,6195.9683,6203.405,6210.1006,6222.967,6232.3916,6244.314,6256.727
2012-07-23,6206.8013,6212.4326,6219.9253,6233.936,6245.5317,6259.542,6273.2275
2012-07-24,6215.836,6222.2505,6230.184,6247.4766,6261.029,6276.144,6287.793
2012-07-25,6225.5625,6233.02,6242.8174,6263.4014,6277.681,6290.663,6302.24
2012-07-26,6237.1123,6246.3184,6257.76,6280.1587,6292.1855,6305.453,6318.311
2012-07-27,6251.3276,6261.9907,6274.304,6294.6465,6307.2056,6321.521,6334.546
2012-07-29,6267.971,6278.6885,6288.867,6310.028,6323.2705,6338.154,6350.763
2012-07-30,6284.81,6293.1846,6303.429,6326.0645,6340.136,6354.749,6365.94
2012-07-31,6299.184,6308.352,6319.499,6343.302,6356.9424,6369.7188,6379.7896
2012-08-01,6315.155,6324.4146,6335.8833,6360.3,6371.8096,6383.8833,6395.3057
2012-08-02,6331.131,6341.428,6352.246,6374.9937,6386.1445,6399.236,6410.1323
2012-08-03,6349.017,6358.3706,6367.3545,6389.6113,6401.3945,6413.7812,6423.684
2012-08-05,6365.2266,6373.18,6381.325,6404.623,6415.8345,6426.661,6437.0664
2012-08-06,6380.24,6387.624,6396.816,6418.606,6428.3276,6440.26,6450.571
2012-08-07,6395.284,6402.789,6411.5264,6430.807,6441.89,6453.332,6462.229
2012-08-08,6409.423,6417.075,6424.8145,6444.3027,6454.856,6465.288,6475.205
2012-08-09,6422.45,6429.371,6438.3276,6457.1885,6467.0,6477.6987,6484.9746
2012-08-10,6435.024,6442.9004,6451.6187,6469.6265,6479.052,6487.691,6494.4805
2012-08-12,6448.384,6455.833,6463.383,6481.133,6489.2,6496.8657,6502.369
2012-08-13,6461.192,6468.0923,6476.1855,6491.544,6498.194,6504.962,6510.173
2012-08-14,6473.937,6479.9077,6486.025,6500.243,6506.425,6512.254,6516.152
2012-08-15,6484.6255,6490.163,6495.4146,6508.6904,6513.4194,6518.3633,6524.3613
2012-08-16,6495.0654,6499.033,6503.3706,6515.212,6519.628,6526.8257,6535.1895
2012-08-17,6503.7466,6507.3525,6511.0127,6521.5903,6528.2354,6537.974,6548.5703
2012-08-19,6511.825,6514.1636,6517.023,6530.427,6539.5635,6551.7266,6562.9746
2012-08-20,6518.339,6520.4395,6525.329,6542.0444,6553.5225,6566.016,6578.6665
2012-08-21,6525.025,6529.1367,6536.2744,6556.061,6567.7207,6582.119,6594.459
2012-08-22,6534.276,6540.5825,6549.79,6570.388,6584.058,6598.205,6610.3657
2012-08-23,6546.4155,6554.5957,6564.1724,6587.0864,6600.144,6614.0127,6627.7324
2012-08-24,6560.2036,6568.8022,6580.0176,6603.0366,6616.0723,6631.762,6645.6445
2012-08-26,6575.087,6585.284,6595.9473,6619.254,6634.0347,6649.1523,6662.343
2012-08-27,6592.4277,6601.326,6611.7983,6637.3477,6651.093,6666.132,6678.8843
2012-08-28,6608.122,6617.3643,6629.3066,6654.0864,6668.2773,6683.0234,6692.893
2012-08-29,6624.9136,6635.4224,6647.032,6671.606,6685.3643,6696.68,6706.853
2012-08-30,6642.864,6652.3115,6663.8047,6688.99,6698.8174,6710.9175,6722.8364
2012-08-31,6659.3774,6669.6333,6680.4756,6702.1655,6713.2173,6727.2085,6740.6025
2012-09-02,6677.496,6686.8423,6694.3374,6716.815,6729.678,6745.2773,6759.3076
2012-09-03,6694.45,6700.151,6708.402,6733.5347,6747.915,6763.8022,6776.8794
2012-09-04,6707.6177,6714.662,6724.4985,6752.0283,6766.2676,6781.204,6792.1187
2012-09-05,6722.7656,6731.233,6742.381,6769.844,6783.622,6795.7036,6806.601
2012-09-06,6739.9937,6749.5747,6761.0156,6787.098,6797.744,6810.4897,6822.836
2012-09-07,6758.461,6767.7324,6778.515,6800.907,6812.71,6827.054,6840.614
2012-09-09,6775.7974,6785.065,6793.461,6816.15,6829.4546,6845.1523,6859.6704
2012-09-10,6792.418,6799.0464,6808.0527,6833.1777,6847.727,6864.5073,6879.7334
2012-09-11,6806.4224,6814.12,6824.4136,6851.7207,6867.242,6884.84,6899.2046
2012-09-12,6822.1743,6830.98,6842.3164,6871.4854,6887.7217,6904.5317,6918.6523
2012-09-13,6839.7095,6849.3633,6861.4883,6892.1846,6907.534,6923.7905,6937.946
2012-09-14,6858.7354,6868.9795,6881.6562,6912.003,6926.676,6942.47,6950.753
2012-09-16,6878.9404,6889.544,6901.2124,6931.116,6944.7847,6953.2056,6959.1675
2012-09-17,6900.0293,6909.3984,6920.5947,6947.7896,6954.4204,6961.139,6967.674
2012-09-18,6919.539,6928.4746,6939.7476,6956.316,6962.2295,6969.53,6974.213
2012-09-19,6938.756,6946.0625,6951.738,6963.923,6970.553,6975.366,6979.992
2012-09-20,6951.8345,6955.1724,6959.902,6972.1045,6976.013,6981.3027,6987.662
2012-09-21,6959.1934,6962.894,6968.382,6977.006,6982.0483,6989.2007,6996.2676
2012-09-23,6966.847,6971.165,6974.638,6983.203,6990.0806,6997.48,7003.4443
2012-09-24,6974.076,6976.4062,6980.4717,6991.435,6998.1553,7004.5293,7009.887
2012-09-25,6978.769,6982.5083,6988.228,6999.166,7005.1694,7010.654,7013.0566
2012-09-26,6985.2603,6990.623,6996.729,7006.0977,7011.0786,7013.915,7017.8623
2012-09-27,6993.5127,6998.5566,7003.8486,7011.684,7014.4004,7018.87,7023.073
2012-09-28,7000.674,7005.536,7010.162,7015.0967,7019.444,7024.2427,7028.45
2012-09-30,7007.423,7011.327,7013.3716,7020.283,7024.9116,7029.7866,7033.998
2012-10-01,7012.6797,7014.6855,7018.235,7025.9004,7030.5503,7035.503,7041.7065
2012-10-02,7016.2617,7019.786,7023.506,7031.6943,7036.364,7043.441,7049.886
2012-10-03,7021.702,7025.315,7028.9463,7037.6655,7044.437,7051.8574,7060.318
2012-10-04,7027.5947,7031.0156,7034.556,7045.9497,7052.991,7062.58,7073.2363
2012-10-05,7033.3774,7036.8936,7042.3525,7054.7236,7063.8813,7075.835,7088.4937
2012-10-07,7039.391,7045.0513,7050.6226,7065.8823,7077.3354,7091.4595,7104.586
2012-10-08,7048.0693,7053.6943,7061.163,7079.642,7093.1714,7107.5137,7121.6924
2012-10-09,7057.243,7064.6914,7074.211,7095.7144,7109.2104,7124.994,7138.7144
2012-10-10,7068.89,7078.2734,7089.603,7111.789,7126.9043,7142.348,7157.2266
2012-10-11,7083.2197,7094.24,7105.6777,7129.817,7144.4443,7161.177,7177.1685
2012-10-12,7099.3784,7110.255,7122.9253,7147.65,7163.449,7181.4106,7198.1987
2012-10-14,7115.9287,7128.0854,7140.0713,7166.9346,7183.8467,7202.701,7219.5596
2012-10-15,7134.5503,7145.7476,7158.7046,7187.587,7205.282,7223.3467,7237.218
2012-10-16,7152.894,7164.868,7178.7593,7209.241,7225.4155,7241.074,7253.7603
2012-10-17,7172.6567,7185.371,7199.889,7228.6113,7243.285,7257.4785,7267.5796
2012-10-18,7193.74,7206.8965,7221.0444,7246.7104,7259.5645,7270.339,7278.844
2012-10-19,7215.711,7226.722,7238.683,7262.1323,7271.901,7281.4062,7287.7563
2012-10-21,7233.8267,7244.6885,7255.183,7274.344,7282.7026,7290.0874,7294.616
2012-10-22,7251.942,7260.6855,7268.6445,7284.6357,7291.401,7297.1167,7299.737
2012-10-23,7265.8687,7272.908,7279.8345,7293.473,7298.5293,7301.9004,7301.6953
2012-10-24,7278.044,7283.516,7288.648,7300.745,7302.8247,7303.1978,7302.74
2012-10-25,7287.808,7292.259,7295.57,7304.327,7304.1357,7304.2725,7301.9146
2012-10-26,7296.961,7299.4443,7300.7344,7305.6587,7305.227,7303.423,7300.2627
2012-10-28,7303.6504,7303.421,7302.2188,7306.4346,7304.3657,7300.321,7300.2314
2012-10-29,7306.912,7304.7393,7303.274,7305.4365,7301.128,7300.2324,7300.228
2012-10-30,7306.4614,7305.842,7302.4395,7302.128,7300.227,7300.23,7299.0967
2012-10-31,7306.447,7304.9717,7300.1753,7300.239,7300.228,7299.0796,7300.089
2012-11-01,7305.3813,7301.7056,7300.2305,7300.23,7299.086,7300.0957,7300.231
2012-11-02,7301.945,7300.218,7300.235,7299.0366,7300.1177,7300.228,7300.231
2012-11-04,7300.2085,7300.2314,7299.0615,7300.0903,7300.2305,7300.2314,7298.8955
2012-11-05,7300.227,7299.016,7300.064,7300.2285,7300.2256,7298.916,7294.73
2012-11-06,7298.981,7300.0557,7300.2266,7300.2324,7298.877,7294.6484,7290.052
2012-11-07,7300.0767,7300.2295,7300.2314,7298.823,7294.552,7289.8574,7285.219
2012-11-08,7300.229,7300.2324,7298.8936,7294.4053,7289.694,7284.9077,7278.339
2012-11-09,7300.226,7298.8384,7294.6914,7289.4473,7284.677,7278.042,7270.4478
2012-11-11,7298.799,7294.477,7289.973,7284.3267,7277.8105,7270.1167,7262.024
2012-11-12,7294.214,7289.5786,7285.099,7277.5054,7269.895,7261.54,7256.237
2012-11-13,7289.068,7284.52,7278.203,7269.5635,7261.2285,7256.1064,7251.1533
2012-11-14,7283.7563,7277.6875,7270.3174,7260.7417,7256.0166,7250.9053,7245.461
2012-11-15,7276.9272,7269.753,7261.8467,7255.931,7250.743,7245.0786,7237.2827
2012-11-16,7269.0254,7261.023,7256.156,7250.5464,7244.838,7236.8657,7227.9194
2012-11-18,7259.907,7255.971,7251.0317,7244.5195,7236.675,7227.4365,7225.1465
2012-11-19,7255.7554,7250.6553,7245.292,7236.354,7227.247,7224.6846,7223.0254
2012-11-20,7250.169,7244.701,7237.0967,7226.882,7224.495,7222.5146,7219.4224
2012-11-21,7243.9165,7236.522,7227.724,7224.1084,7222.297,7219.245,7221.1475
2012-11-22,7235.7334,7227.0664,7224.976,7221.865,7219.162,7221.013,7221.479
2012-11-23,7226.2344,7224.3086,7222.836,7219.044,7220.953,7221.4707,7221.4795
2012-11-25,7223.4004,7222.093,7219.3784,7220.8755,7221.4756,7221.474,7221.4727
2012-11-26,7221.427,7219.1196,7221.1206,7221.4756,7221.472,7221.466,7221.4717
2012-11-27,7219.4316,7220.926,7221.4736,7221.4766,7221.4756,7221.473,7219.0312
2012-11-28,7221.3325,7221.4595,7221.4736,7221.4707,7221.471,7218.976,7221.1724
2012-11-29,7221.4766,7221.473,7221.4717,7221.469,7218.953,7221.1675,7221.485
2012-11-30,7221.474,7221.4775,7221.4697,7218.9043,7221.177,7221.486,7221.472
2012-12-02,7221.4688,7221.4717,7219.0503,7221.172,7221.4785,7221.4697,7224.286
2012-12-03,7221.4727,7218.9023,7221.212,7221.464,7221.47,7224.349,7233.16
2012-12-04,7218.8047,7221.1426,7221.487,7221.477,7224.4907,7233.422,7240.6743
2012-12-05,7221.1543,7221.478,7221.4736,7224.464,7233.6846,7240.6,7243.422
2012-12-06,7221.4854,7221.4746,7224.265,7233.842,7240.528,7243.361,7252.987
2012-12-07,7221.4634,7224.394,7233.2153,7240.4595,7243.2925,7253.131,7263.5503
2012-12-09,7224.559,7233.664,7240.71,7243.2583,7253.188,7263.9097,7271.739
2012-12-10,7234.2627,7240.5586,7243.471,7253.342,7264.1006,7271.9697,7275.455
2012-12-11,7240.359,7243.3423,7253.109,7264.4517,7272.063,7275.7593,7272.548
2012-12-12,7243.2207,7253.312,7263.752,7272.2524,7275.896,7272.7925,7275.5566
2012-12-13,7253.6357,7264.303,7271.9023,7276.149,7272.894,7275.862,7279.65
2012-12-14,7265.0967,7272.219,7275.6455,7273.093,7276.001,7280.037,7283.8853
2012-12-16,7272.6177,7276.0815,7272.7188,7276.253,7280.2275,7284.3574,7288.262
2012-12-17,7276.6313,7273.0576,7275.7495,7280.5537,7284.596,7288.8203,7298.881
2012-12-18,7273.48,7276.185,7279.8735,7285.002,7289.114,7299.1865,7303.565
2012-12-19,7276.7407,7280.439,7284.139,7289.5977,7299.37,7303.9253,7308.2935
2012-12-20,7281.1743,7284.8403,7288.5483,7299.668,7304.1533,7308.7505,7313.1772
2012-12-21,7285.7563,7289.3877,7299.018,7304.5215,7309.033,7313.733,7326.812
2012-12-23,7290.4927,7299.593,7303.721,7309.4883,7314.074,7327.6216,7339.3457
