,GRXEUR,GRXEUR,GRXEUR,GRXEUR,GRXEUR,GRXEUR,GRXEUR
2012-12-24,7300.103,7304.4043,7308.485,7314.6167,7328.1216,7339.616,7344.4224
2012-12-26,7305.0874,7309.3184,7313.4053,7328.8174,7339.7393,7344.794,7349.619
2012-12-27,7310.2095,7314.393,7327.1323,7339.885,7344.9805,7350.1,7364.0723
2012-12-28,7315.497,7328.4873,7339.371,7345.2207,7350.36,7364.844,7387.7505
2012-12-30,7329.697,7339.816,7344.4814,7350.6963,7365.294,7388.9185,7413.025
2012-12-31,7340.2446,7345.0923,7349.7197,7365.884,7389.629,7414.211,7429.969
2013-01-02,7345.738,7350.5117,7364.285,7390.558,7414.927,7430.9575,7446.986
2013-01-03,7351.3843,7365.5464,7388.12,7415.8193,7431.496,7447.3076,7458.7573
2013-01-04,7367.0127,7390.015,7413.416,7432.2593,7447.5874,7459.224,7473.897
2013-01-06,7392.277,7415.3213,7430.3423,7447.7983,7459.6147,7474.421,7493.1963
2013-01-07,7417.589,7431.861,7447.1465,7459.983,7474.76,7494.041,7515.9966
2013-01-08,7433.6875,7447.707,7458.9688,7475.137,7494.5933,7516.969,7529.183
2013-01-09,7448.322,7459.7886,7474.098,7495.2534,7517.542,7529.4624,7539.548
2013-01-10,7460.8115,7474.9126,7493.511,7518.2817,7529.6587,7539.9785,7557.147
2013-01-11,7476.0176,7494.855,7516.3364,7529.8447,7540.281,7557.8423,7579.3506
2013-01-13,7496.6226,7517.8135,7529.303,7540.6157,7558.3237,7580.083,7598.0474
2013-01-14,7519.635,7529.692,7539.7183,7558.896,7580.5796,7598.82,7609.2095
2013-01-15,7530.319,7540.3765,7557.412,7581.223,7599.184,7609.627,7616.2495
2013-01-16,7541.3613,7558.5186,7579.6387,7599.662,7609.7695,7616.4097,7625.8574
2013-01-17,7560.0684,7580.7886,7598.336,7610.115,7616.5356,7626.1665,7641.897
2013-01-18,7582.474,7599.3604,7609.379,7616.6846,7626.397,7642.238,7651.27
2013-01-20,7600.2812,7609.942,7616.281,7626.6724,7642.549,7651.4053,7661.025
2013-01-21,7610.5957,7616.645,7625.9443,7642.862,7651.508,7661.312,7670.924
2013-01-22,7616.9385,7626.555,7642.005,7651.6133,7661.518,7670.9106,7670.6455
2013-01-23,7627.17,7642.708,7651.3164,7661.75,7670.958,7670.649,7672.6914
2013-01-24,7643.477,7651.598,7661.1274,7670.95,7670.668,7672.693,7676.24
2013-01-25,7651.807,7661.658,7670.9385,7670.674,7672.6924,7676.3765,7687.335
2013-01-27,7662.176,7670.959,7670.6626,7672.691,7676.227,7687.6357,7702.6377
2013-01-28,7670.875,7670.668,7672.6416,7676.4663,7687.6113,7702.9414,7712.586
2013-01-29,7670.658,7672.6943,7676.438,7687.9937,7703.069,7712.532,7712.53
2013-01-30,7672.672,7676.249,7687.595,7703.4214,7712.531,7712.5483,7715.3696
2013-01-31,7676.3213,7687.691,7702.874,7712.459,7712.521,7715.3374,7715.3877
2013-02-01,7688.1216,7703.2197,7712.575,7712.5205,7715.35,7715.3735,7715.3677
2013-02-03,7703.7773,7712.4736,7712.5435,7715.3228,7715.3765,7715.3784,7715.405
2013-02-04,7712.44,7712.528,7715.3076,7715.372,7715.381,7715.3696,7715.362
2013-02-05,7712.523,7715.3467,7715.3926,7715.3774,7715.3706,7715.3867,7715.3955
2013-02-06,7715.324,7715.3765,7715.387,7715.3706,7715.3765,7715.3696,7715.387
2013-02-07,7715.3804,7715.3906,7715.382,7715.3867,7715.381,7715.3784,7715.364
2013-02-08,7715.3823,7715.3794,7715.3765,7715.3765,7715.369,7715.3843,7715.4062
2013-02-10,7715.405,7715.3896,7715.3877,7715.37,7715.376,7715.391,7712.4375
2013-02-11,7715.3726,7715.37,7715.382,7715.369,7715.377,7712.494,7709.8115
2013-02-12,7715.39,7715.393,7715.3755,7715.38,7712.449,7709.8257,7707.4106
2013-02-13,7715.39,7715.383,7715.3794,7712.486,7709.864,7707.409,7707.3887
2013-02-14,7715.383,7715.3765,7712.455,7709.8623,7707.4,7707.383,7707.3765
2013-02-15,7715.379,7712.4634,7709.8027,7707.3647,7707.404,7707.373,7707.4053
2013-02-17,7712.45,7709.84,7707.403,7707.389,7707.3755,7707.3853,7701.357
2013-02-18,7709.827,7707.414,7707.371,7707.392,7707.369,7701.2334,7694.5645
2013-02-19,7707.434,7707.3823,7707.389,7707.3804,7701.34,7694.6035,7688.3784
2013-02-20,7707.378,7707.395,7707.3735,7701.253,7694.575,7688.0933,7693.807
2013-02-21,7707.398,7707.3823,7701.399,7694.511,7688.1,7693.586,7688.229
2013-02-22,7707.3765,7701.2397,7694.552,7688.426,7693.63,7687.9424,7669.8237
2013-02-24,7701.2095,7694.5757,7688.322,7694.032,7687.9478,7669.4946,7662.217
2013-02-25,7694.5327,7688.1143,7693.7886,7688.278,7669.3867,7661.8457,7654.776
2013-02-26,7688.3403,7693.6772,7688.176,7669.5005,7661.695,7654.384,7652.7344
2013-02-27,7694.044,7687.965,7669.653,7661.723,7654.3193,7652.722,7654.6167
2013-02-28,7688.1934,7669.4717,7662.002,7654.2695,7652.712,7654.5947,7654.598
2013-03-01,7669.291,7661.7637,7654.5186,7652.7573,7654.6216,7654.6226,7654.5767
2013-03-03,7661.4253,7654.347,7652.6987,7654.5825,7654.5967,7654.608,7654.5967
2013-03-04,7654.2773,7652.7153,7654.598,7654.5933,7654.605,7654.61,7654.587
2013-03-05,7652.6846,7654.6167,7654.5933,7654.5864,7654.607,7654.6245,7652.693
2013-03-06,7654.6055,7654.615,7654.6055,7654.586,7654.5703,7652.7075,7654.607
2013-03-07,7654.607,7654.604,7654.6245,7654.5864,7652.727,7654.59,7654.5986
2013-03-08,7654.607,7654.5933,7654.599,7652.7314,7654.6035,7654.6123,7654.583
2013-03-10,7654.607,7654.586,7652.7314,7654.6514,7654.573,7654.6357,7654.598
2013-03-11,7654.607,7652.706,7654.567,7654.6094,7654.596,7654.5894,7654.5977
2013-03-12,7652.77,7654.573,7654.598,7654.6265,7654.6377,7654.5825,7652.761
2013-03-13,7654.629,7654.6006,7654.591,7654.6245,7654.626,7652.677,7654.6187
2013-03-14,7654.6074,7654.6055,7654.617,7654.6235,7652.716,7654.666,7654.6123
2013-03-15,7654.589,7654.6,7654.61,7652.714,7654.6187,7654.6396,7663.5547
2013-03-17,7654.6606,7654.5977,7652.685,7654.599,7654.599,7663.5093,7688.7236
2013-03-18,7654.587,7652.6997,7654.6284,7654.6035,7663.646,7688.747,7702.83
2013-03-19,7652.7383,7654.583,7654.626,7663.872,7688.913,7702.883,7702.908
2013-03-20,7654.6562,7654.6104,7663.7637,7689.1855,7702.7646,7702.8677,7711.086
2013-03-21,7654.591,7663.9287,7688.98,7702.763,7702.875,7711.387,7722.943
2013-03-22,7663.6973,7689.1567,7702.7646,7702.8706,7711.433,7723.013,7741.48
2013-03-24,7689.2227,7702.756,7702.876,7711.2666,7723.1426,7741.3574,7754.8726
2013-03-25,7702.74,7702.8774,7711.128,7723.009,7741.6016,7754.866,7755.109
2013-03-26,7702.883,7711.1924,7722.998,7741.513,7754.945,7755.073,7755.0854
2013-03-27,7711.2173,7722.9263,7741.3267,7754.8984,7755.0503,7755.064,7763.3066
2013-03-28,7723.0483,7741.4185,7754.9233,7755.1016,7755.1113,7763.469,7787.324
2013-03-31,7741.6724,7754.8975,7755.106,7755.078,7763.394,7787.5083,7822.1514
2013-04-01,7754.8994,7755.127,7755.0654,7763.334,7787.629,7822.357,7829.2607
2013-04-02,7755.089,7755.102,7763.4375,7787.57,7822.6616,7829.3223,7829.3145
2013-04-03,7755.062,7763.2207,7787.501,7822.6035,7829.226,7829.3105,7829.307
2013-04-04,7763.3765,7787.453,7822.3745,7829.3555,7829.3047,7829.3135,7829.339
2013-04-05,7787.7124,7822.4844,7829.2593,7829.327,7829.3335,7829.331,7829.3022
2013-04-07,7822.8394,7829.279,7829.293,7829.3003,7829.319,7829.3096,7836.1694
2013-04-08,7829.3438,7829.3057,7829.3003,7829.3286,7829.3105,7836.0244,7843.918
2013-04-09,7829.3193,7829.3306,7829.3623,7829.327,7836.056,7843.7886,7851.86
2013-04-10,7829.337,7829.3047,7829.31,7836.0,7843.8604,7851.7427,7852.276
2013-04-11,7829.3164,7829.3174,7836.056,7843.815,7851.8657,7852.2754,7852.3003
2013-04-12,7829.311,7836.238,7843.8223,7851.829,7852.2437,7852.271,7852.2725
2013-04-14,7836.293,7844.0303,7851.7803,7852.2427,7852.25,7852.281,7852.2793
2013-04-15,7844.1147,7852.0215,7852.259,7852.2163,7852.2764,7852.2583,7844.344
2013-04-16,7852.134,7852.2974,7852.28,7852.2383,7852.2715,7844.4355,7822.899
2013-04-17,7852.2607,7852.2715,7852.255,7852.301,7844.31,7822.927,7814.0747
2013-04-18,7852.24,7852.258,7852.257,7844.279,7822.926,7814.073,7805.3887
2013-04-19,7852.2617,7852.263,7844.4746,7822.907,7814.068,7805.368,7783.5312
2013-04-21,7852.2876,7844.4795,7822.96,7814.051,7805.326,7783.4634,7774.695
2013-04-22,7844.1304,7822.9014,7814.1045,7805.3145,7783.507,7774.6094,7766.227
2013-04-23,7822.7856,7814.014,7805.397,7783.5015,7774.6714,7766.1245,7754.5347
2013-04-24,7814.3145,7805.2866,7783.4883,7774.67,7766.1475,7754.63,7745.86
2013-04-25,7805.5605,7783.4897,7774.6313,7766.1504,7754.604,7745.928,7752.585
2013-04-26,7783.5596,7774.663,7766.1455,7754.6113,7745.867,7752.675,7745.7153
2013-04-28,7774.6704,7766.1484,7754.6465,7745.877,7752.6416,7745.7847,7736.4746
2013-04-29,7766.1523,7754.6123,7745.9434,7752.649,7745.7236,7736.517,7727.124
2013-04-30,7754.6143,7745.883,7752.692,7745.7344,7736.424,7727.1387,7718.8687
2013-05-01,7745.88,7752.651,7745.8,7736.4365,7727.0825,7718.8613,7719.1504
2013-05-02,7752.6514,7745.7393,7736.531,7727.097,7718.804,7719.138,7727.8037
2013-05-03,7745.7373,7736.447,7727.151,7718.823,7719.133,7727.804,7727.3936
2013-05-05,7736.441,7727.113,7718.8726,7719.143,7727.78,7727.388,7727.404
2013-05-06,7727.1025,7718.842,7719.1226,7727.8145,7727.384,7727.393,7727.3853
2013-05-07,7718.8296,7719.151,7727.8003,7727.419,7727.3926,7727.384,7718.6616
2013-05-08,7719.1416,7727.657,7727.391,7727.386,7727.41,7718.656,7727.5576
2013-05-09,7727.8247,7727.3745,7727.3843,7727.392,7718.664,7727.553,7736.418
2013-05-10,7727.4478,7727.42,7727.3765,7718.666,7727.4775,7736.4175,7747.373
2013-05-12,7727.395,7727.4287,7718.698,7727.5127,7736.5425,7747.376,7758.473
2013-05-13,7727.325,7718.763,7727.5767,7736.3384,7747.4795,7758.479,7763.187
2013-05-14,7718.73,7727.324,7736.4453,7747.3364,7758.56,7763.1943,7763.2354
2013-05-15,7727.313,7737.1597,7747.413,7758.4775,7763.2017,7763.221,7773.2705
2013-05-16,7737.1743,7748.0557,7758.524,7763.281,7763.221,7773.5625,7794.6353
2013-05-17,7748.095,7759.0986,7763.2925,7763.241,7773.6196,7794.622,7815.356
2013-05-19,7759.1597,7763.2163,7763.2305,7773.63,7794.649,7815.3467,7829.1235
2013-05-20,7763.2354,7763.2427,7773.3105,7794.79,7815.3535,7829.1167,7839.037
2013-05-21,7763.214,7773.5337,7794.643,7815.5903,7829.114,7839.0337,7849.123
2013-05-22,7773.5933,7794.5586,7815.3447,7829.164,7839.022,7849.122,7874.1113
2013-05-23,7794.6016,7815.2583,7829.097,7839.133,7849.1016,7874.116,7898.701
2013-05-24,7815.2896,7829.0166,7839.0044,7849.2695,7874.0796,7898.7114,7932.583
2013-05-26,7829.038,7838.925,7849.0786,7874.1963,7898.656,7932.5957,7958.2812
2013-05-27,7838.9434,7849.0024,7874.0493,7898.828,7932.535,7958.295,7985.416
2013-05-28,7849.015,7873.978,7898.621,7932.8267,7958.234,7985.4316,8011.0693
2013-05-29,7873.9805,7898.5522,7932.4946,7958.583,7985.366,8011.0845,8041.452
2013-05-30,7898.546,7932.4272,7958.188,7985.764,8011.015,8041.4683,8070.4316
2013-05-31,7932.5356,7958.2705,7985.3184,8011.449,8041.3984,8070.4478,8100.0474
2013-06-02,7958.242,7985.374,8010.967,8041.8623,8070.3735,8100.0635,8130.27
2013-06-03,7985.341,8010.9995,8041.35,8070.7764,8099.9893,8130.286,8157.8496
2013-06-04,8010.9634,8041.3604,8070.3223,8100.428,8130.21,8157.8667,8177.458
2013-06-05,8041.323,8070.3193,8099.937,8130.6226,8157.7886,8177.4746,8193.235
2013-06-06,8070.281,8099.921,8130.1577,8158.235,8177.457,8193.253,8210.655
2013-06-07,8099.881,8130.137,8157.7373,8177.6973,8193.227,8210.673,8225.794
2013-06-09,8130.0986,8157.7153,8177.456,8193.502,8210.64,8225.812,8232.963
2013-06-10,8157.675,8177.4326,8193.229,8210.903,8225.774,8232.98,8239.968
2013-06-11,8177.392,8193.203,8210.64,8225.989,8232.94,8239.985,8247.163
2013-06-12,8193.163,8210.613,8225.7705,8233.142,8239.943,8247.18,8252.662
2013-06-13,8210.573,8225.744,8232.935,8240.162,8247.137,8252.615,8255.229
2013-06-14,8225.782,8232.908,8239.9375,8247.373,8252.635,8255.18,8257.875
2013-06-16,8232.983,8239.908,8247.127,8252.69,8255.199,8257.826,8260.612
2013-06-17,8239.98,8247.1,8252.625,8255.263,8257.845,8260.563,8263.451
2013-06-18,8247.169,8252.597,8255.188,8257.914,8260.581,8263.403,8261.214
2013-06-19,8252.664,8255.159,8257.833,8260.66,8263.418,8261.166,8258.167
2013-06-20,8255.225,8257.803,8260.57,8263.511,8261.181,8258.118,8249.524
2013-06-21,8257.868,8260.539,8263.405,8261.266,8258.134,8249.474,8234.577
2013-06-23,8260.602,8263.374,8261.17,8258.211,8249.492,8234.525,8217.228
2013-06-24,8263.436,8261.14,8258.123,8249.546,8234.548,8217.174,8212.201
2013-06-25,8261.203,8258.094,8249.483,8234.553,8217.201,8212.146,8203.431
2013-06-26,8258.156,8249.454,8234.54,8217.164,8212.178,8203.376,8196.787
2013-06-27,8249.524,8234.511,8217.197,8212.13,8203.408,8196.731,8187.6
2013-06-28,8234.585,8217.168,8212.174,8203.348,8196.767,8187.543,8173.7363
2013-06-30,8217.25,8212.1455,8203.406,8196.69,8187.58,8173.6787,8161.974
2013-07-01,8212.148,8203.378,8196.768,8187.4814,8173.7183,8161.9995,8152.5513
2013-07-02,8203.386,8196.738,8187.581,8173.5967,8161.961,8152.5776,8136.4507
2013-07-03,8196.751,8187.553,8173.7227,8161.901,8152.538,8136.4746,8124.0186
2013-07-04,8187.57,8173.696,8161.965,8152.4644,8136.4404,8124.039,8108.079
2013-07-05,8173.723,8161.9385,8152.5464,8136.329,8124.0103,8108.097,8086.366
2013-07-07,8161.9683,8152.5195,8136.4497,8123.9663,8108.0737,8086.38,8065.1074
2013-07-08,8152.556,8136.425,8124.0215,8107.983,8086.366,8065.12,8050.7534
2013-07-09,8136.464,8123.9966,8108.0845,8086.2344,8065.1113,8050.762,8041.773
2013-07-10,8124.038,8108.061,8086.3794,8064.949,8050.76,8041.781,8037.97
2013-07-11,8108.103,8086.356,8065.1265,8050.6626,8041.7803,8037.978,8034.7812
2013-07-12,8086.412,8065.1045,8050.711,8041.7437,8037.9766,8034.788,8031.482
2013-07-14,8065.1646,8050.755,8041.807,8037.932,8034.7886,8031.4873,8028.0737
2013-07-15,8050.747,8041.7754,8038.0034,8034.7344,8031.4883,8028.0767,8024.533
2013-07-16,8041.7695,8037.9717,8034.8164,8031.43,8028.0796,8024.535,8014.546
2013-07-17,8037.967,8034.7837,8031.516,8028.012,8024.541,8014.548,8009.947
2013-07-18,8034.7812,8031.4854,8028.1074,8024.468,8014.555,8009.948,8006.1094
2013-07-19,8031.4824,8028.076,8024.5684,8014.4634,8009.9556,8006.1104,8002.1377
2013-07-21,8028.076,8024.536,8014.5845,8009.8594,8006.1187,8002.1377,7998.0273
2013-07-22,8024.538,8014.552,8009.9863,8006.015,8002.147,7998.0273,7993.7817
2013-07-23,8014.5547,8009.953,8006.15,8002.0386,7998.0366,7993.7817,7981.8525
2013-07-24,8009.9595,8006.116,8002.1787,7997.92,7993.7925,7981.8516,7977.854
2013-07-25,8006.125,8002.1445,7998.071,7993.666,7981.862,7977.854,7977.843
2013-07-26,8002.155,7998.035,7993.826,7981.7124,7977.8647,7977.8423,7977.881
2013-07-28,7998.0474,7993.7896,7981.9004,7977.859,7977.8667,7977.8804,7977.838
2013-07-29,7993.806,7981.863,7977.865,7977.865,7977.847,7977.8374,7982.442
2013-07-30,7981.8833,7977.8647,7977.8613,7977.867,7977.8506,7982.4414,7987.6226
2013-07-31,7977.9214,7977.868,7977.857,7977.8525,7982.4546,7987.6235,8002.045
2013-08-01,7977.85,7977.847,7977.843,7982.294,7987.6377,8002.048,8025.674
2013-08-02,7977.851,7977.851,7982.362,7987.485,8002.064,8025.6777,8054.8755
2013-08-04,7977.8604,7982.453,7987.545,8001.9277,8025.699,8054.881,8076.128
2013-08-05,7982.3486,7987.6367,8001.97,8025.589,8054.9106,8076.134,8101.422
2013-08-06,7987.532,8002.0635,8025.603,8054.8276,8076.17,8101.429,8125.469
2013-08-07,8001.959,8025.698,8054.8125,8076.1025,8101.4727,8125.4785,8152.679
2013-08-08,8025.5938,8054.9067,8076.07,8101.4185,8125.523,8152.6904,8179.8096
2013-08-09,8054.8047,8076.165,8101.367,8125.4775,8152.7373,8179.8203,8206.506
2013-08-11,8076.064,8101.468,8125.4175,8152.7,8179.869,8206.519,8229.698
2013-08-12,8101.367,8125.5176,8152.6304,8179.842,8206.569,8229.71,8247.182
2013-08-13,8125.417,8152.732,8179.762,8206.546,8229.764,8247.193,8262.238
2013-08-14,8152.631,8179.864,8206.461,8229.74,8247.247,8262.251,8274.329
2013-08-15,8179.763,8206.5625,8229.67,8247.225,8262.305,8274.341,8281.055
2013-08-16,8206.463,8229.757,8247.191,8262.284,8274.3955,8281.066,8287.25
2013-08-18,8229.673,8247.241,8262.243,8274.375,8281.121,8287.262,8292.513
2013-08-19,8247.195,8262.299,8274.328,8281.102,8287.262,8292.525,8295.971
2013-08-20,8262.247,8274.389,8281.054,8287.241,8292.524,8295.982,8298.463
2013-08-21,8274.332,8281.115,8287.246,8292.504,8295.984,8298.476,8305.55
2013-08-22,8281.058,8287.255,8292.509,8295.964,8298.477,8305.562,8313.154
2013-08-23,8287.25,8292.519,8295.967,8298.457,8305.5625,8313.117,8314.058
2013-08-25,8292.513,8295.977,8298.459,8305.544,8313.118,8314.078,8314.075
2013-08-26,8295.971,8298.469,8305.545,8313.149,8314.08,8314.076,8314.072
2013-08-27,8298.462,8305.557,8313.1455,8314.066,8314.078,8314.07,8312.287
2013-08-28,8305.547,8313.16,8314.057,8314.078,8314.069,8312.32,8312.274
2013-08-29,8313.148,8314.077,8314.063,8314.061,8312.309,8312.28,8309.425
2013-08-30,8314.067,8314.08,8314.087,8312.325,8312.277,8309.275,8300.244
2013-09-01,8314.078,8314.066,8312.308,8312.271,8309.362,8300.096,8288.827
2013-09-02,8314.076,8312.334,8312.273,8309.413,8300.181,8288.766,8282.049
2013-09-03,8312.327,8312.275,8309.424,8300.2295,8288.847,8281.985,8281.14
2013-09-04,8312.295,8309.43,8300.247,8288.81,8281.972,8281.17,8281.37
2013-09-05,8309.332,8300.248,8288.832,8282.026,8281.172,8281.364,8284.734
2013-09-06,8300.16,8288.826,8282.06,8281.168,8281.378,8284.742,8288.467
2013-09-08,8288.836,8282.048,8281.154,8281.375,8284.756,8288.4,8293.477
2013-09-09,8281.976,8281.17,8281.37,8284.718,8288.492,8293.512,8293.58
2013-09-10,8281.162,8281.377,8284.783,8288.455,8293.513,8293.571,8291.032
2013-09-11,8281.363,8284.744,8288.366,8293.52,8293.555,8291.073,8293.587
2013-09-12,8284.729,8288.48,8293.524,8293.571,8291.06,8293.48,8293.579
2013-09-13,8288.382,8293.566,8293.582,8291.078,8293.513,8293.565,8293.571
2013-09-15,8293.488,8293.556,8291.073,8293.486,8293.547,8293.576,8298.009
2013-09-16,8293.578,8291.079,8293.495,8293.568,8293.573,8297.807,8303.06
2013-09-17,8291.082,8293.502,8293.571,8293.562,8297.907,8302.867,8299.1
2013-09-18,8293.502,8293.579,8293.587,8298.0,8302.97,8298.898,8303.189
2013-09-19,8293.5625,8293.572,8297.885,8303.061,8299.0,8302.994,8308.739
2013-09-20,8293.57,8297.906,8302.941,8299.092,8303.098,8308.557,8314.463
2013-09-22,8298.025,8302.97,8298.978,8303.189,8308.663,8314.296,8320.366
2013-09-23,8303.08,8299.0,8303.069,8308.753,8314.403,8320.211,8326.449
2013-09-24,8299.117,8303.098,8308.624,8314.492,8320.321,8326.305,8321.692
2013-09-25,8303.21,8308.663,8314.3545,8320.408,8326.417,8321.537,8326.591
2013-09-26,8308.762,8314.402,8320.262,8326.502,8321.649,8326.443,8333.22
2013-09-27,8314.488,8320.319,8326.35,8321.735,8326.557,8333.09,8351.363
2013-09-29,8320.3955,8326.416,8321.587,8326.642,8333.205,8351.26,8379.811
2013-09-30,8326.4795,8321.647,8326.487,8333.288,8351.381,8379.749,8406.398
2013-10-01,8321.721,8326.555,8333.122,8351.461,8379.876,8406.365,8420.393
2013-10-02,8326.621,8333.202,8351.278,8379.951,8406.497,8420.37,8429.158
2013-10-03,8333.254,8351.377,8379.742,8406.569,8420.376,8429.147,8443.376
2013-10-04,8351.403,8379.869,8406.348,8420.446,8429.147,8443.372,8466.723
2013-10-06,8379.857,8406.487,8420.35,8429.079,8443.38,8466.733,8493.954
2013-10-07,8406.454,8420.365,8429.117,8443.327,8466.757,8493.923,8507.105
2013-10-08,8420.324,8429.136,8443.339,8466.712,8493.959,8507.029,8519.865
2013-10-09,8429.089,8443.367,8466.693,8493.92,8507.066,8519.809,8539.625
2013-10-10,8443.3125,8466.744,8493.927,8507.031,8519.852,8539.587,8563.693
2013-10-11,8466.674,8493.945,8507.08,8519.821,8539.635,8563.674,8579.187
2013-10-13,8493.913,8507.053,8519.843,8539.611,8563.732,8579.181,8594.308
2013-10-14,8507.068,8519.838,8539.606,8563.711,8579.149,8594.309,8608.651
2013-10-15,8519.835,8539.621,8563.677,8579.227,8594.287,8608.658,8613.356
2013-10-16,8539.6,8563.718,8579.171,8594.358,8608.6455,8613.363,8618.605
2013-10-17,8563.676,8579.2295,8594.294,8608.716,8613.355,8618.616,8623.287
2013-10-18,8579.177,8594.359,8608.639,8613.422,8618.613,8623.3,8634.385
2013-10-20,8594.3,8608.71,8613.441,8618.581,8623.299,8634.4,8646.464
2013-10-21,8608.646,8613.416,8618.585,8623.267,8634.405,8646.485,8654.318
2013-10-22,8613.352,8618.576,8623.268,8634.372,8646.493,8654.248,8654.098
2013-10-23,8618.602,8623.261,8634.365,8646.46,8654.249,8654.111,8656.354
2013-10-24,8623.284,8634.365,8646.445,8654.319,8654.098,8656.291,8656.741
2013-10-25,8634.382,8646.451,8654.303,8654.101,8656.302,8656.758,8658.251
2013-10-27,8646.463,8654.312,8654.087,8656.329,8656.766,8658.218,8661.237
2013-10-28,8654.318,8654.114,8656.336,8656.784,8658.249,8661.201,8661.264
2013-10-29,8654.101,8656.353,8656.768,8658.208,8661.201,8661.291,8658.323
2013-10-30,8656.326,8656.77,8658.224,8661.167,8661.272,8658.243,8661.2705
2013-10-31,8656.771,8658.252,8661.188,8661.253,8658.24,8661.161,8664.45
2013-11-01,8658.223,8661.18,8661.271,8658.265,8661.166,8664.453,8669.632
2013-11-03,8661.182,8661.269,8658.265,8661.181,8664.466,8669.643,8685.12
2013-11-04,8661.273,8658.328,8661.153,8664.495,8669.671,8685.084,8710.205
2013-11-05,8658.266,8661.195,8664.426,8669.498,8685.141,8710.092,8726.422
2013-11-06,8661.176,8664.508,8669.579,8684.981,8710.195,8726.396,8740.086
2013-11-07,8664.516,8669.633,8685.038,8710.052,8726.52,8740.0205,8762.593
2013-11-08,8669.631,8685.119,8710.075,8726.39,8740.152,8762.477,8791.254
2013-11-10,8685.094,8710.2,8726.388,8740.039,8762.628,8791.094,8815.261
2013-11-11,8710.139,8726.416,8740.018,8762.531,8791.257,8815.228,8834.998
2013-11-12,8726.461,8740.077,8762.481,8791.187,8815.242,8834.918,8848.508
2013-11-13,8740.092,8762.585,8791.108,8815.257,8834.965,8848.396,8863.887
2013-11-14,8762.559,8791.244,8815.251,8834.968,8848.468,8863.746,8880.522
2013-11-15,8791.194,8815.247,8834.946,8848.463,8863.839,8880.356,8902.947
2013-11-17,8815.257,8834.984,8848.429,8863.833,8880.466,8902.745,8924.203
2013-11-18,8834.963,8848.492,8863.781,8880.457,8902.879,8924.042,8944.338
2013-11-19,8848.454,8863.871,8880.395,8902.866,8924.125,8944.134,8964.261
2013-11-20,8863.821,8880.506,8902.786,8924.108,8944.256,8964.026,8984.734
2013-11-21,8880.442,8902.93,8924.086,8944.238,8964.174,8984.531,8998.493
2013-11-22,8902.846,8924.186,8944.182,8964.154,8984.639,8998.334,9012.523
2013-11-24,8924.084,8944.321,8964.076,8984.615,8998.461,9012.404,9022.036
2013-11-25,8944.206,8964.242,8984.585,8998.4375,9012.484,9021.895,9030.168
2013-11-26,8964.118,8984.714,8998.388,9012.46,9021.99,9030.146,9033.056
2013-11-27,8984.639,8998.474,9012.46,9021.963,9030.117,9033.04,9040.755
2013-11-28,8998.449,9012.502,9021.949,9030.157,9033.005,9040.724,9045.918
2013-11-29,9012.466,9022.014,9030.131,9033.052,9040.699,9045.875,9053.338
2013-12-01,9021.963,9030.145,9033.025,9040.742,9045.86,9053.297,9056.391
2013-12-02,9030.153,9033.033,9040.71,9045.902,9053.297,9056.402,9065.37
2013-12-03,9033.048,9040.732,9045.86,9053.316,9056.411,9065.36,9074.141
2013-12-04,9040.737,9045.8955,9053.286,9056.364,9065.385,9074.118,9083.574
2013-12-05,9045.894,9053.315,9056.394,9065.338,9074.154,9083.53,9095.486
2013-12-06,9053.302,9056.369,9065.354,9074.106,9083.583,9095.494,9105.759
2013-12-08,9056.349,9065.349,9074.114,9083.533,9095.493,9105.737,9109.321
2013-12-09,9065.318,9074.12,9083.526,9095.525,9105.762,9109.292,9112.985
2013-12-10,9074.083,9083.552,9095.492,9105.696,9109.323,9112.944,9116.784
2013-12-11,9083.505,9095.549,9105.738,9109.257,9112.983,9116.737,9122.982
2013-12-12,9095.484,9105.727,9109.293,9112.92,9116.781,9123.016,9124.914
2013-12-13,9105.739,9109.289,9112.947,9116.717,9122.976,9124.866,9128.935
2013-12-15,9109.297,9112.952,9116.74,9123.012,9124.993,9128.851,9136.367
2013-12-16,9112.953,9116.752,9123.02,9124.862,9128.706,9136.377,9148.282
2013-12-17,9116.748,9123.05,9124.87,9128.854,9136.253,9148.252,9158.56
2013-12-18,9123.034,9124.916,9128.856,9136.392,9148.163,9158.513,9162.704
2013-12-19,9124.897,9128.898,9136.383,9148.289,9158.551,9162.645,9163.139
2013-12-20,9128.874,9136.331,9148.263,9158.56,9162.696,9163.125,9163.143
2013-12-22,9136.408,9148.246,9158.524,9162.698,9163.143,9163.144,9167.469
2013-12-23,9148.301,9158.523,9162.656,9163.133,9163.119,9167.523,9172.559
2013-12-24,9158.57,9162.668,9163.12,9163.121,9167.58,9172.6,9178.306
2013-12-26,9162.707,9163.136,9163.131,9167.582,9172.662,9178.251,9178.248
2013-12-27,9163.14,9163.127,9167.543,9172.661,9178.268,9178.236,9175.828
2013-12-29,9163.145,9167.556,9172.622,9178.265,9178.217,9175.853,9175.828
2013-12-30,9167.464,9172.644,9178.283,9178.216,9175.8125,9175.807,9175.835
2013-12-31,9172.547,9178.256,9178.2295,9175.812,9175.822,9175.847,9170.354
