,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD
2011-12-28,2267.339,2267.3628,2267.357,2267.3376,2267.3467,2260.2793,2260.19
2011-12-29,2267.346,2267.355,2267.3613,2267.3706,2260.083,2260.1467,2260.175
2011-12-30,2267.37,2267.3577,2267.3547,2260.2493,2260.2004,2260.1704,2271.0256
2012-01-02,2267.3462,2267.3733,2260.1653,2260.209,2260.182,2271.0808,2270.9768
2012-01-03,2267.403,2260.2014,2260.215,2260.205,2271.0063,2270.9421,2274.001
2012-01-04,2260.1243,2260.1416,2260.221,2271.0537,2270.9553,2273.974,2278.564
2012-01-05,2260.1868,2260.2197,2271.1008,2270.996,2273.9712,2278.5442,2285.3792
2012-01-06,2260.1514,2270.997,2270.9785,2273.9749,2278.5771,2285.372,2290.6094
2012-01-08,2270.9475,2270.9373,2274.0098,2278.545,2285.5603,2290.5881,2297.6829
2012-01-09,2270.994,2273.988,2278.564,2285.3274,2290.5027,2298.006,2298.7522
2012-01-10,2274.0342,2278.5654,2285.4956,2290.5337,2298.0327,2298.7898,2302.5579
2012-01-11,2278.56,2285.4893,2290.579,2297.9312,2298.727,2302.4314,2303.862
2012-01-12,2285.565,2290.6438,2298.084,2298.695,2302.4814,2303.9004,2315.3171
2012-01-13,2290.5774,2297.9097,2298.7812,2302.542,2303.8503,2315.2537,2315.591
2012-01-15,2297.8848,2298.8298,2302.4985,2303.8958,2315.134,2315.5815,2317.316
2012-01-16,2298.7632,2302.5105,2303.8032,2315.3281,2315.5688,2317.2556,2317.292
2012-01-17,2302.505,2303.9292,2315.735,2315.528,2317.2664,2317.2905,2317.2969
2012-01-18,2303.88,2315.4841,2315.617,2317.3157,2317.272,2317.2864,2317.2534
2012-01-19,2315.1404,2315.6343,2317.2996,2317.2922,2317.3108,2317.2512,2319.607
2012-01-20,2315.603,2317.2932,2317.2578,2317.2964,2317.2751,2319.7495,2321.1528
2012-01-22,2317.2964,2317.3262,2317.2598,2317.2522,2319.7278,2321.206,2329.491
2012-01-23,2317.3276,2317.2883,2317.2603,2319.6702,2321.1716,2329.383,2341.794
2012-01-24,2317.3123,2317.2603,2319.7107,2321.173,2329.6716,2341.8984,2345.725
2012-01-25,2317.2856,2319.6067,2321.1025,2329.7678,2341.2485,2345.5996,2352.408
2012-01-26,2319.685,2321.2668,2329.4236,2340.7532,2345.6775,2352.3467,2362.9136
2012-01-27,2321.1787,2329.4587,2341.79,2345.5212,2352.3516,2362.9104,2363.4836
2012-01-29,2329.5518,2341.7695,2345.5403,2352.3982,2362.9119,2363.501,2364.4495
2012-01-30,2341.4783,2345.718,2352.3857,2362.9546,2363.5137,2364.494,2372.144
2012-01-31,2345.6565,2352.3171,2362.9155,2363.4985,2364.4072,2371.983,2373.7651
2012-02-01,2352.3284,2362.836,2363.5452,2364.4683,2372.1233,2373.8372,2376.373
2012-02-02,2362.823,2363.5322,2364.4524,2372.027,2373.7546,2376.347,2387.7747
2012-02-03,2363.4949,2364.4268,2372.164,2373.7598,2376.3523,2388.066,2406.0674
2012-02-05,2364.4417,2372.135,2373.8005,2376.451,2387.7473,2406.3528,2420.975
2012-02-06,2372.0254,2373.7764,2376.3396,2387.775,2406.2007,2420.971,2428.8499
2012-02-07,2373.8052,2376.4573,2387.9875,2406.218,2420.693,2428.8645,2429.3105
2012-02-08,2376.3474,2387.9082,2406.302,2420.7024,2429.0317,2429.3315,2432.9365
2012-02-09,2387.837,2406.2375,2420.9395,2428.9746,2429.2976,2432.9177,2437.2556
2012-02-10,2406.038,2420.884,2428.8413,2429.3442,2432.8887,2437.224,2447.1907
2012-02-12,2420.8818,2429.0398,2429.378,2432.9014,2437.1772,2447.193,2451.214
2012-02-13,2429.0762,2429.3237,2432.959,2437.2793,2447.2024,2451.2012,2454.654
2012-02-14,2429.3313,2432.926,2437.2485,2447.1199,2451.2163,2454.6843,2454.9429
2012-02-15,2432.9607,2437.2478,2447.238,2451.2864,2454.6477,2454.9705,2456.771
2012-02-16,2437.239,2447.2808,2451.1868,2454.6807,2454.9817,2456.7314,2464.1284
2012-02-17,2447.2778,2451.1572,2454.7188,2454.974,2456.7844,2464.1418,2475.5735
2012-02-19,2451.1743,2454.6196,2454.9507,2456.77,2464.227,2475.6357,2490.7288
2012-02-20,2454.631,2454.9663,2456.7075,2464.1694,2475.3462,2490.6719,2500.8687
2012-02-21,2454.9485,2456.772,2464.215,2475.6074,2490.71,2500.7134,2519.1824
2012-02-22,2456.7505,2464.174,2475.3894,2490.7554,2500.7812,2519.186,2520.2185
2012-02-23,2464.16,2475.5513,2490.7056,2500.8904,2519.0889,2520.1443,2526.2673
2012-02-24,2475.4136,2490.805,2500.722,2519.1968,2520.115,2526.1848,2536.1077
2012-02-26,2490.7983,2501.006,2519.1543,2520.1367,2526.3022,2536.11,2546.8599
2012-02-27,2500.8816,2519.1426,2520.1497,2526.0947,2536.1726,2546.9966,2551.1375
2012-02-28,2519.2095,2520.1462,2526.0503,2536.3286,2546.9834,2551.1357,2558.2268
2012-02-29,2520.102,2526.2605,2536.3157,2546.501,2551.141,2558.0833,2563.8638
2012-03-01,2526.1753,2536.2585,2546.3254,2551.185,2558.274,2563.7896,2568.6228
2012-03-02,2536.2737,2546.6877,2551.129,2558.152,2563.804,2568.5508,2569.3906
2012-03-04,2546.2393,2551.1519,2558.12,2563.9062,2568.595,2569.3486,2574.4343
2012-03-05,2551.135,2558.154,2563.783,2568.6914,2569.3818,2574.4785,2585.4495
2012-03-06,2558.089,2563.75,2568.6553,2569.33,2574.5535,2585.4343,2587.879
2012-03-07,2563.732,2568.5144,2569.353,2574.5261,2585.1956,2587.833,2588.801
2012-03-08,2568.4902,2569.3574,2574.509,2585.4443,2587.8643,2588.7114,2590.9783
2012-03-09,2569.3594,2574.4944,2585.6648,2587.8945,2588.76,2591.001,2592.1755
2012-03-11,2574.456,2585.5408,2587.8296,2588.7468,2590.986,2592.2163,2593.6252
2012-03-12,2585.5027,2587.815,2588.7642,2590.931,2592.1477,2593.6794,2596.393
2012-03-13,2587.869,2588.7817,2590.9832,2592.227,2593.6309,2596.4448,2600.3953
2012-03-14,2588.7651,2591.0264,2592.2156,2593.6538,2596.4082,2600.3354,2600.9138
2012-03-15,2590.9646,2592.1152,2593.639,2596.43,2600.336,2600.8804,2603.8604
2012-03-16,2592.173,2593.6672,2596.448,2600.2651,2600.8672,2603.7986,2604.606
2012-03-18,2593.6663,2596.4075,2600.284,2600.8838,2603.7385,2604.6257,2616.3882
2012-03-19,2596.4207,2600.2456,2600.9058,2603.8137,2604.6099,2616.1113,2623.5986
2012-03-20,2600.3188,2600.871,2603.7947,2604.6738,2615.7861,2623.6167,2628.1838
2012-03-21,2600.8794,2603.8218,2604.6226,2615.8218,2623.5715,2628.1875,2630.223
2012-03-22,2603.7734,2604.603,2615.9583,2623.635,2628.2427,2630.2974,2635.2568
2012-03-23,2604.6074,2615.732,2623.641,2628.1863,2630.2341,2635.2542,2640.6096
2012-03-25,2615.765,2623.677,2628.2615,2630.265,2635.3015,2640.607,2641.1636
2012-03-26,2623.666,2628.2856,2630.2363,2635.2368,2640.6328,2641.213,2641.3105
2012-03-27,2628.2646,2630.2363,2635.1904,2640.7244,2641.1982,2641.309,2643.5183
2012-03-28,2630.2393,2635.2354,2640.608,2641.2568,2641.3293,2643.435,2646.1338
2012-03-29,2635.2036,2640.8123,2641.2136,2641.3066,2643.4438,2646.1006,2656.8774
2012-03-30,2640.733,2641.247,2641.2896,2643.4436,2646.1118,2657.51,2682.555
2012-04-01,2641.2207,2641.2856,2643.4448,2646.1162,2657.287,2682.5884,2706.3445
2012-04-02,2641.271,2643.471,2646.1548,2657.212,2682.6184,2706.4019,2711.7039
2012-04-03,2643.4666,2646.191,2657.3052,2682.705,2706.3843,2711.666,2715.1873
2012-04-04,2646.1216,2657.0894,2682.7349,2706.5845,2711.6375,2715.1177,2718.5676
2012-04-05,2657.2915,2682.6768,2706.5686,2711.7048,2715.2593,2718.5383,2718.4927
2012-04-08,2682.4656,2706.6233,2711.6467,2715.1958,2718.5012,2718.547,2719.988
2012-04-09,2706.356,2711.6023,2715.187,2718.5347,2718.514,2719.9482,2720.2327
2012-04-10,2711.7012,2715.1912,2718.5928,2718.5417,2719.927,2720.2886,2720.285
2012-04-11,2715.18,2718.5198,2718.5195,2719.905,2720.2837,2720.2803,2720.309
2012-04-12,2718.4844,2718.5188,2719.9963,2720.2957,2720.2678,2720.2478,2720.2798
2012-04-13,2718.4995,2719.9463,2720.2954,2720.271,2720.2844,2720.2769,2720.276
2012-04-15,2719.9858,2720.2715,2720.275,2720.2812,2720.2678,2720.3289,2720.3176
2012-04-16,2720.2854,2720.2979,2720.2864,2720.3242,2720.2844,2720.3145,2720.2712
2012-04-17,2720.2588,2720.2915,2720.2642,2720.2957,2720.2676,2720.2432,2720.3108
2012-04-18,2720.2617,2720.2915,2720.2769,2720.2776,2720.2844,2720.214,2720.2622
2012-04-19,2720.2588,2720.273,2720.3145,2720.2764,2720.2673,2720.2507,2720.347
2012-04-20,2720.2566,2720.2507,2720.2869,2720.2664,2720.2847,2720.3105,2720.2883
2012-04-22,2720.279,2720.2717,2720.2354,2720.317,2720.2673,2720.2998,2720.3198
2012-04-23,2720.2847,2720.282,2720.254,2720.2983,2720.2847,2720.2998,2722.927
2012-04-24,2720.26,2720.289,2720.298,2720.2537,2720.2668,2722.9053,2725.308
2012-04-25,2720.2852,2720.2698,2720.274,2720.2793,2722.96,2725.3354,2726.0786
2012-04-26,2720.3005,2720.257,2720.2876,2722.874,2725.3296,2726.0652,2726.0752
2012-04-27,2720.2573,2720.2717,2722.8518,2725.2974,2726.0676,2726.0417,2726.0417
2012-04-29,2720.3096,2722.8987,2725.251,2726.0796,2726.0461,2726.0457,2726.0789
2012-04-30,2722.838,2725.2297,2726.085,2726.063,2726.0369,2726.081,2725.8557
2012-05-01,2725.273,2726.091,2726.0818,2726.0737,2726.0576,2725.9182,2722.9116
2012-05-02,2726.0452,2726.1018,2726.0486,2726.052,2725.8813,2722.9258,2720.8687
2012-05-03,2726.0623,2726.047,2726.0857,2725.9524,2722.9045,2720.9502,2720.3003
2012-05-04,2726.1045,2726.036,2725.855,2722.9282,2720.9624,2720.2908,2718.5396
2012-05-06,2726.0757,2725.877,2722.8743,2720.8792,2720.3013,2718.508,2714.7974
2012-05-07,2725.9043,2722.9507,2720.8916,2720.2463,2718.5293,2714.8179,2711.2937
2012-05-08,2722.914,2720.9438,2720.3403,2718.5198,2714.845,2711.389,2710.6938
2012-05-09,2720.8896,2720.3064,2718.5356,2714.8823,2711.3235,2710.754,2709.6306
2012-05-10,2720.2356,2718.514,2714.8145,2711.3372,2710.7407,2709.6316,2699.9666
2012-05-11,2718.5356,2714.8213,2711.3066,2710.7324,2709.6392,2700.0142,2695.6406
2012-05-13,2714.8667,2711.35,2710.8042,2709.6438,2699.782,2695.5933,2691.8877
2012-05-14,2711.3088,2710.7627,2709.638,2699.7803,2695.656,2691.8938,2690.5896
2012-05-15,2710.786,2709.689,2699.9512,2695.654,2691.8733,2690.5725,2688.3164
2012-05-16,2709.6914,2699.9233,2695.5657,2691.8684,2690.5532,2688.2307,2679.4607
2012-05-17,2699.9163,2695.5947,2691.8342,2690.5486,2688.211,2679.2344,2673.093
2012-05-18,2695.6724,2691.953,2690.6396,2688.2263,2679.2354,2673.0894,2670.7693
2012-05-20,2691.8445,2690.608,2688.2385,2679.445,2673.109,2670.737,2659.1257
2012-05-21,2690.5525,2688.2156,2679.514,2673.2332,2670.8083,2659.12,2651.664
2012-05-22,2688.29,2679.0798,2673.0247,2670.785,2659.0537,2651.6714,2640.6875
2012-05-23,2679.3428,2673.0605,2670.7332,2659.328,2651.7444,2640.7131,2617.458
2012-05-24,2673.0767,2670.793,2659.333,2651.7795,2640.3179,2617.514,2615.9001
2012-05-25,2670.7822,2659.3079,2651.7427,2640.2031,2617.4326,2615.9082,2614.2705
2012-05-27,2659.1436,2651.7449,2640.4104,2617.3875,2615.8984,2614.3005,2611.0947
2012-05-28,2651.6375,2640.4492,2617.4707,2615.8865,2614.2937,2611.0962,2604.5278
2012-05-29,2640.56,2617.3733,2615.953,2614.3206,2611.0881,2604.445,2599.2065
2012-05-30,2617.5173,2615.9233,2614.3445,2611.1833,2604.538,2599.1714,2593.978
2012-05-31,2615.9417,2614.3054,2611.1067,2604.369,2599.2307,2593.9583,2593.8472
2012-06-01,2614.3164,2611.1116,2604.5464,2599.1409,2593.985,2593.9287,2584.1907
2012-06-03,2611.0728,2604.4993,2599.1733,2593.8982,2593.9438,2583.6868,2564.1516
2012-06-04,2604.2678,2599.1423,2593.9126,2593.8745,2583.5935,2563.6619,2547.3992
2012-06-05,2599.1428,2593.9905,2593.9424,2583.9824,2563.7625,2547.5098,2548.1973
2012-06-06,2593.8994,2593.9404,2583.9038,2563.9685,2547.443,2548.1814,2548.2112
2012-06-07,2593.9456,2583.7285,2563.9087,2547.7285,2548.1523,2548.2078,2542.293
2012-06-08,2583.7075,2563.8594,2547.4773,2548.2034,2548.1912,2542.2334,2541.4753
2012-06-10,2563.7944,2547.5144,2548.1362,2548.2102,2542.3164,2541.4688,2539.2097
2012-06-11,2547.4187,2548.1992,2548.1333,2542.1558,2541.4954,2539.2817,2539.2803
2012-06-12,2548.1875,2548.1943,2542.3188,2541.455,2539.2224,2539.2395,2539.2654
2012-06-13,2548.2322,2542.1519,2541.4937,2539.1814,2539.3054,2539.229,2539.2183
2012-06-14,2542.3584,2541.49,2539.2097,2539.2039,2539.2122,2539.2776,2539.3047
2012-06-15,2541.4788,2539.252,2539.2932,2539.28,2539.2847,2539.288,2539.208
2012-06-17,2539.2625,2539.251,2539.2,2539.3145,2539.269,2539.2383,2539.2832
2012-06-18,2539.2222,2539.253,2539.2727,2539.287,2539.2197,2539.2275,2539.2668
2012-06-19,2539.256,2539.2273,2539.257,2539.206,2539.3086,2539.2783,2539.2163
2012-06-20,2539.2563,2539.287,2539.2078,2539.1707,2539.2092,2539.2893,2539.3071
2012-06-21,2539.253,2539.2637,2539.2964,2539.1992,2539.2869,2539.2368,2539.2454
2012-06-22,2539.2412,2539.2595,2539.1968,2539.2822,2539.27,2539.2266,2539.2773
2012-06-24,2539.2332,2539.2886,2539.2742,2539.3193,2539.2803,2539.2798,2539.054
2012-06-25,2539.2515,2539.2634,2539.2573,2539.2563,2539.2449,2539.0422,2539.2473
2012-06-26,2539.2747,2539.267,2539.2092,2539.2092,2539.0537,2539.1868,2539.3477
2012-06-27,2539.2583,2539.2593,2539.2178,2539.037,2539.2827,2539.2778,2541.4631
2012-06-28,2539.2852,2539.2378,2539.0693,2539.2554,2539.273,2541.5125,2542.1875
2012-06-29,2539.264,2539.1252,2539.254,2539.2573,2541.494,2542.1667,2543.6577
2012-07-01,2539.0479,2539.255,2539.3237,2541.518,2542.222,2543.6604,2547.1724
2012-07-02,2539.243,2539.312,2541.4822,2542.1963,2543.6638,2547.198,2548.1843
2012-07-03,2539.2961,2541.4536,2542.192,2543.6826,2547.1558,2548.2065,2548.5576
2012-07-04,2541.5022,2542.194,2543.669,2547.244,2548.1738,2548.5999,2554.6516
2012-07-05,2542.218,2543.628,2547.232,2548.1804,2548.5037,2554.6445,2555.7988
2012-07-06,2543.6343,2547.193,2548.2146,2548.5444,2554.4883,2555.84,2560.7595
2012-07-08,2547.157,2548.1765,2548.5374,2554.5598,2555.8218,2560.7742,2560.8652
2012-07-09,2548.1707,2548.557,2554.5095,2555.8853,2560.7673,2560.868,2560.8413
2012-07-10,2548.5457,2554.4854,2555.8901,2560.8464,2560.8687,2560.838,2566.7817
2012-07-11,2554.4937,2555.851,2560.745,2560.85,2560.8745,2566.7908,2570.7268
2012-07-12,2555.8335,2560.7659,2560.8914,2560.864,2566.9868,2570.6553,2572.6802
2012-07-13,2560.8525,2560.84,2560.9177,2566.9746,2570.6245,2572.6555,2572.9736
2012-07-15,2560.8098,2560.8782,2566.7778,2570.6938,2572.7778,2572.996,2575.5596
2012-07-16,2560.8604,2566.9712,2570.7007,2572.6824,2572.934,2575.5645,2578.0728
2012-07-17,2566.7969,2570.595,2572.753,2572.9402,2575.5547,2578.0098,2578.3826
2012-07-18,2570.7356,2572.7432,2572.9717,2575.5486,2578.07,2578.3843,2578.3318
2012-07-19,2572.777,2572.9578,2575.5767,2578.0867,2578.3225,2578.376,2578.356
2012-07-20,2572.9749,2575.4778,2578.0435,2578.364,2578.378,2578.3418,2578.4077
2012-07-22,2575.5781,2578.0332,2578.3809,2578.4006,2578.3699,2578.38,2578.3826
2012-07-23,2577.9773,2578.4033,2578.3381,2578.4006,2578.3384,2578.376,2579.2073
2012-07-24,2578.381,2578.3538,2578.3691,2578.3657,2578.371,2579.22,2582.62
2012-07-25,2578.3804,2578.3774,2578.4253,2578.367,2579.1926,2582.5571,2585.5847
2012-07-26,2578.3765,2578.3645,2578.4043,2579.2166,2582.561,2585.549,2593.3503
2012-07-27,2578.3452,2578.387,2579.2,2582.6145,2585.5557,2593.3894,2593.5881
2012-07-29,2578.3442,2579.216,2582.5479,2585.6233,2593.4937,2593.6572,2593.6194
2012-07-30,2579.2053,2582.6096,2585.583,2593.4966,2593.636,2593.6553,2599.071
2012-07-31,2582.5444,2585.5847,2593.3994,2593.6406,2593.6316,2599.1116,2601.3418
2012-08-01,2585.5989,2593.47,2593.651,2593.624,2599.135,2601.3335,2603.741
2012-08-02,2593.392,2593.6162,2593.6204,2599.1724,2601.3604,2603.7854,2605.3904
2012-08-03,2593.6318,2593.599,2599.121,2601.3174,2603.7576,2605.3726,2605.698
2012-08-05,2593.637,2599.1797,2601.2844,2603.7144,2605.3384,2605.6807,2606.4778
2012-08-06,2599.108,2601.2769,2603.7212,2605.35,2605.6572,2606.5142,2610.955
2012-08-07,2601.3352,2603.7236,2605.4167,2605.6484,2606.4705,2611.0479,2622.8345
2012-08-08,2603.7156,2605.3594,2605.6829,2606.497,2611.0112,2622.6807,2622.7312
2012-08-09,2605.35,2605.69,2606.4595,2610.9912,2622.3472,2622.7588,2628.0708
2012-08-10,2605.6353,2606.439,2610.9949,2622.5437,2622.682,2628.1301,2637.3372
2012-08-12,2606.519,2611.0442,2622.4277,2622.7039,2628.0703,2636.7244,2637.6108
2012-08-13,2611.0527,2622.8455,2622.7905,2628.0403,2637.1533,2637.6191,2637.5608
2012-08-14,2622.2244,2622.729,2628.0508,2636.8645,2637.5881,2637.5906,2637.6267
2012-08-15,2622.7705,2628.0042,2636.7913,2637.5596,2637.6062,2637.6624,2639.5964
2012-08-16,2628.0305,2636.934,2637.6228,2637.6162,2637.6238,2639.5837,2640.3127
2012-08-17,2637.2058,2637.6125,2637.6138,2637.6196,2639.57,2640.386,2640.7678
2012-08-19,2637.594,2637.5862,2637.6196,2639.5728,2640.3665,2640.7134,2643.3638
2012-08-20,2637.6355,2637.648,2639.6204,2640.393,2640.769,2643.4473,2651.0334
2012-08-21,2637.5935,2639.628,2640.4126,2640.7378,2643.3784,2651.1147,2662.3928
2012-08-22,2639.6008,2640.419,2640.784,2643.4429,2651.0198,2663.083,2683.9297
2012-08-23,2640.441,2640.751,2643.413,2651.0598,2663.189,2684.6707,2697.8513
2012-08-24,2640.7554,2643.442,2651.0527,2662.6802,2684.5903,2698.3643,2709.264
2012-08-26,2643.4014,2651.0881,2662.7168,2684.2524,2698.6382,2709.2354,2711.1138
2012-08-27,2651.15,2662.8677,2684.3599,2698.2898,2709.1794,2711.1228,2714.68
2012-08-28,2662.078,2684.4065,2698.169,2709.252,2711.1157,2714.7153,2716.7192
2012-08-29,2683.5608,2698.3413,2709.1416,2711.1426,2714.5994,2716.7358,2720.9207
2012-08-30,2697.7148,2709.1213,2711.0862,2714.636,2716.6838,2720.9272,2731.078
2012-08-31,2709.3047,2711.1199,2714.6248,2716.7485,2721.038,2731.6284,2731.6104
2012-09-02,2711.1426,2714.6958,2716.7346,2721.0203,2730.981,2731.6218,2741.2292
2012-09-03,2714.708,2716.7375,2721.0325,2730.7395,2731.668,2742.0264,2762.1416
2012-09-04,2716.7385,2721.0144,2731.1714,2731.6516,2741.763,2762.7761,2766.557
2012-09-05,2721.021,2731.0906,2731.6462,2741.755,2762.4512,2766.563,2766.6992
2012-09-06,2730.9424,2731.6284,2741.561,2762.588,2766.539,2766.758,2767.1758
2012-09-07,2731.6218,2741.9062,2762.3674,2766.5386,2766.7222,2767.164,2768.4753
2012-09-09,2741.397,2762.6472,2766.5466,2766.7341,2767.152,2768.4868,2769.9182
2012-09-10,2762.0654,2766.5798,2766.7378,2767.198,2768.539,2769.937,2769.985
2012-09-11,2766.5151,2766.7522,2767.158,2768.5034,2769.9626,2769.9688,2773.1772
2012-09-12,2766.735,2767.1465,2768.5215,2770.007,2769.985,2773.1301,2774.6265
2012-09-13,2767.1836,2768.5005,2769.973,2770.007,2773.1597,2774.6245,2775.4539
2012-09-14,2768.532,2769.977,2769.9688,2773.228,2774.6497,2775.449,2776.6907
2012-09-16,2769.9456,2770.016,2773.1062,2774.6072,2775.4663,2776.6895,2778.3674
2012-09-17,2770.0193,2773.1392,2774.638,2775.418,2776.6526,2778.3335,2779.296
2012-09-18,2773.1797,2774.6262,2775.4602,2776.7146,2778.4204,2779.2832,2781.2244
2012-09-19,2774.638,2775.4905,2776.7192,2778.3484,2779.303,2781.2268,2783.2285
2012-09-20,2775.4377,2776.6538,2778.4075,2779.353,2781.2166,2783.2085,2784.7148
2012-09-21,2776.717,2778.3716,2779.316,2781.1943,2783.2087,2784.7415,2785.636
2012-09-23,2778.3982,2779.3042,2781.2036,2783.2783,2784.6663,2785.6118,2787.6646
2012-09-24,2779.3442,2781.177,2783.3105,2784.6946,2785.563,2787.6619,2787.6716
2012-09-25,2781.1973,2783.2122,2784.717,2785.6328,2787.6594,2787.6785,2787.6782
2012-09-26,2783.2815,2784.6409,2785.6099,2787.636,2787.67,2787.6624,2791.1638
2012-09-27,2784.6782,2785.5823,2787.6663,2787.6375,2787.676,2791.1318,2792.9111
2012-09-28,2785.5735,2787.6409,2787.6516,2787.6604,2791.074,2792.9365,2796.8945
2012-09-30,2787.6838,2787.6519,2787.695,2791.1167,2792.922,2796.9395,2798.309
2012-10-01,2787.7004,2787.6917,2791.1165,2792.8623,2796.7976,2798.3206,2804.374
2012-10-02,2787.6826,2791.0618,2792.9355,2796.8638,2798.3037,2804.4175,2804.2354
2012-10-03,2791.156,2792.946,2796.9214,2798.3667,2804.3389,2804.264,2804.2852
2012-10-04,2792.86,2796.8142,2798.377,2804.3293,2804.283,2804.264,2804.2747
2012-10-05,2796.815,2798.286,2804.2693,2804.272,2804.3032,2804.2932,2804.313
2012-10-07,2798.3037,2804.3828,2804.2844,2804.2798,2804.2883,2804.2202,2804.2034
2012-10-08,2804.3984,2804.244,2804.266,2804.2612,2804.2996,2804.2827,2804.2446
2012-10-09,2804.2603,2804.2903,2804.2844,2804.3132,2804.2195,2804.2783,2804.249
2012-10-10,2804.2725,2804.254,2804.2659,2804.2659,2804.2751,2804.277,2804.2495
2012-10-11,2804.2585,2804.3367,2804.2844,2804.292,2804.2131,2804.2896,2804.233
2012-10-12,2804.253,2804.2524,2804.2654,2804.3228,2804.2822,2804.2966,2804.2861
2012-10-14,2804.2495,2804.2803,2804.2844,2804.2844,2804.2844,2804.308,2804.2856
2012-10-15,2804.3027,2804.2732,2804.2654,2804.2434,2804.29,2804.285,2801.0374
2012-10-16,2804.2842,2804.3,2804.2844,2804.274,2804.334,2800.963,2798.322
2012-10-17,2804.2732,2804.2524,2804.2654,2804.2236,2800.9927,2798.3518,2796.7864
2012-10-18,2804.282,2804.2786,2804.2844,2800.9568,2798.374,2796.8333,2792.9006
2012-10-19,2804.2852,2804.2637,2801.051,2798.331,2796.7996,2792.9517,2792.8843
2012-10-21,2804.2751,2800.996,2798.3738,2796.8555,2792.9172,2792.8867,2792.9426
2012-10-22,2800.9424,2798.329,2796.819,2792.9385,2792.8965,2792.9133,2787.6272
2012-10-23,2798.3384,2796.8337,2792.999,2792.8918,2792.9138,2787.638,2786.2632
2012-10-24,2796.8572,2792.939,2792.933,2792.8853,2787.6812,2786.281,2783.8474
2012-10-25,2792.8975,2792.9065,2792.9297,2787.7773,2786.2444,2783.9258,2772.5176
2012-10-26,2792.8694,2792.9187,2787.6255,2786.3003,2783.8738,2772.1873,2754.5095
2012-10-28,2792.9097,2787.7756,2786.2537,2783.9211,2772.3044,2754.1184,2752.9563
2012-10-29,2787.6619,2786.2944,2783.8857,2772.2104,2754.3965,2752.9272,2752.1409
2012-10-30,2786.2573,2783.8933,2772.1978,2754.4426,2752.9727,2752.157,2741.3604
2012-10-31,2783.8662,2772.131,2754.1875,2752.914,2752.129,2741.083,2725.7668
2012-11-01,2772.6167,2754.2737,2752.866,2752.092,2741.247,2725.7937,2724.8699
2012-11-02,2754.5034,2752.9126,2752.113,2741.4248,2725.842,2724.948,2715.5376
2012-11-04,2752.933,2752.1492,2741.2139,2725.8276,2724.9333,2715.495,2711.408
2012-11-05,2752.1233,2741.151,2725.7546,2724.9263,2715.5105,2711.5261,2710.405
2012-11-06,2741.222,2725.7815,2724.9426,2715.4556,2711.4412,2710.4468,2700.0808
2012-11-07,2725.8027,2724.9338,2715.6023,2711.4753,2710.3418,2699.9229,2677.9065
2012-11-08,2724.907,2715.434,2711.483,2710.4043,2699.8174,2677.715,2670.7935
2012-11-09,2715.5486,2711.484,2710.3796,2700.0562,2677.8064,2670.7976,2668.7183
2012-11-11,2711.462,2710.4153,2700.1077,2677.9597,2670.7048,2668.6963,2667.2588
2012-11-12,2710.438,2700.4077,2677.8008,2670.674,2668.7222,2667.25,2663.1677
2012-11-13,2700.072,2677.7397,2670.8564,2668.727,2667.2737,2663.1528,2661.706
2012-11-14,2677.828,2670.7822,2668.6711,2667.268,2663.2405,2661.8086,2654.8423
2012-11-15,2670.7554,2668.723,2667.2827,2663.2222,2661.6948,2654.7534,2652.4338
2012-11-16,2668.7136,2667.2979,2663.1895,2661.758,2654.7573,2652.4832,2652.2422
2012-11-18,2667.228,2663.1875,2661.7434,2654.7444,2652.4395,2652.2246,2647.786
2012-11-19,2663.1865,2661.7192,2654.7432,2652.4692,2652.2239,2647.8423,2647.316
2012-11-20,2661.7087,2654.8418,2652.4766,2652.2446,2647.7407,2647.3503,2645.2432
2012-11-21,2654.7654,2652.432,2652.235,2647.7354,2647.3184,2645.3157,2640.926
2012-11-22,2652.457,2652.1985,2647.7905,2647.2944,2645.2947,2640.9983,2640.975
2012-11-23,2652.255,2647.8242,2647.32,2645.264,2640.983,2641.0032,2640.9756
2012-11-25,2647.7307,2647.3196,2645.2422,2640.906,2641.0225,2640.9595,2641.0242
2012-11-26,2647.283,2645.2886,2640.9163,2640.984,2641.0002,2640.9548,2640.9976
2012-11-27,2645.282,2640.9456,2640.9487,2641.031,2640.9526,2641.0117,2640.9668
2012-11-28,2640.9473,2640.9888,2640.9941,2641.008,2640.9753,2641.0256,2640.991
2012-11-29,2640.983,2640.9746,2640.9546,2640.96,2641.024,2640.9753,2640.9788
2012-11-30,2640.9736,2640.964,2640.955,2640.983,2641.0007,2640.968,2640.9517
2012-12-02,2640.9673,2641.0146,2640.9937,2641.0312,2640.9512,2640.9905,2640.9734
2012-12-03,2640.9883,2640.9558,2641.0283,2641.0083,2640.9749,2640.9802,2641.0034
2012-12-04,2641.011,2641.0151,2640.9993,2640.9587,2641.025,2641.0024,2640.5725
2012-12-05,2641.0027,2640.9316,2640.9731,2640.983,2641.0007,2640.5723,2640.5667
2012-12-06,2640.9846,2641.0107,2640.9727,2641.033,2640.5784,2640.5667,2640.7031
2012-12-07,2640.962,2640.9863,2640.973,2640.5383,2640.5745,2640.6855,2640.687
