,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD,NSXUSD
2012-12-09,2641.0027,2640.9683,2640.6323,2640.5564,2640.707,2640.7349,2640.7163
2012-12-10,2640.9849,2640.5933,2640.521,2640.6829,2640.7117,2640.7388,2640.7334
2012-12-11,2640.516,2640.5454,2640.702,2640.736,2640.6802,2640.6768,2640.5635
2012-12-12,2640.5396,2640.6777,2640.6821,2640.6736,2640.6804,2640.5586,2640.5603
2012-12-13,2640.7385,2640.6777,2640.6753,2640.698,2640.5356,2640.5452,2640.5771
2012-12-14,2640.719,2640.6782,2640.6501,2640.5796,2640.5728,2640.5703,2640.602
2012-12-16,2640.6978,2640.6875,2640.5947,2640.5452,2640.5686,2640.5654,2640.6824
2012-12-17,2640.7126,2640.579,2640.5562,2640.5837,2640.5332,2640.699,2643.7915
2012-12-18,2640.581,2640.592,2640.5596,2640.5796,2640.6616,2643.7222,2645.1238
2012-12-19,2640.545,2640.5444,2640.5947,2640.6885,2643.719,2645.1853,2646.2969
2012-12-20,2640.5552,2640.574,2640.7334,2643.7124,2645.1228,2646.3638,2646.3267
2012-12-21,2640.6094,2640.7224,2643.725,2645.1533,2646.3286,2646.3647,2646.3596
2012-12-23,2640.6914,2643.6497,2645.0884,2646.3262,2646.2869,2646.3398,2646.353
2012-12-24,2643.7327,2645.1836,2646.315,2646.342,2646.3408,2646.3237,2646.3518
2012-12-26,2645.1252,2646.333,2646.3623,2646.3567,2646.3562,2646.362,2646.36
2012-12-27,2646.3257,2646.3518,2646.3594,2646.3115,2646.3108,2646.3284,2646.3662
2012-12-28,2646.2961,2646.31,2646.3677,2646.3315,2646.3296,2646.3823,2647.0034
2012-12-30,2646.3213,2646.3442,2646.3445,2646.3433,2646.349,2646.9634,2647.0806
2012-12-31,2646.302,2646.3389,2646.339,2646.334,2646.9978,2647.107,2650.8992
2013-01-02,2646.3176,2646.3462,2646.3867,2646.9841,2647.1038,2650.9329,2653.3591
2013-01-03,2646.2593,2646.4043,2647.0054,2647.135,2650.9517,2653.3477,2654.084
2013-01-04,2646.406,2647.004,2647.0613,2650.8765,2653.376,2654.0813,2654.234
2013-01-06,2647.009,2647.0671,2651.0615,2653.3706,2654.0977,2654.2363,2663.8628
2013-01-07,2647.0945,2650.9604,2653.3542,2654.0833,2654.2073,2663.7932,2666.0728
2013-01-08,2650.9414,2653.3704,2654.0774,2654.2517,2663.8425,2666.062,2671.9072
2013-01-09,2653.3442,2654.0652,2654.224,2663.657,2666.0757,2671.8064,2671.7307
2013-01-10,2654.093,2654.239,2663.8801,2666.0557,2671.7136,2671.6936,2671.7244
2013-01-11,2654.238,2663.8428,2666.0508,2671.869,2671.7446,2671.771,2671.7654
2013-01-13,2663.7844,2666.0044,2671.736,2671.7302,2671.7178,2671.754,2671.7368
2013-01-14,2666.0276,2671.7717,2671.707,2671.7583,2671.758,2671.7021,2682.7893
2013-01-15,2671.8643,2671.778,2671.7292,2671.748,2671.7336,2682.5828,2685.6777
2013-01-16,2671.7444,2671.7258,2671.7769,2671.7114,2682.386,2685.657,2690.289
2013-01-17,2671.7937,2671.7148,2671.7537,2682.2878,2685.6824,2690.2998,2701.8772
2013-01-18,2671.723,2671.7686,2682.216,2685.6692,2690.2556,2701.4148,2712.7441
2013-01-20,2671.745,2682.7178,2685.654,2690.3242,2701.4282,2712.9626,2713.1814
2013-01-21,2682.2476,2685.6409,2690.3777,2700.9404,2713.0317,2713.1787,2713.8008
2013-01-22,2685.6812,2690.231,2701.6428,2712.9612,2713.182,2713.876,2719.3628
2013-01-23,2690.4177,2701.554,2712.7244,2713.1777,2713.851,2719.357,2720.4395
2013-01-24,2701.1492,2712.9536,2713.1855,2713.8533,2719.5254,2720.3733,2721.3047
2013-01-25,2712.7224,2713.174,2713.869,2719.4714,2720.4238,2721.285,2721.5554
2013-01-27,2713.1907,2713.862,2719.3005,2720.416,2721.3054,2721.591,2723.1797
2013-01-28,2713.9033,2719.2869,2720.4036,2721.3154,2721.5823,2723.1802,2724.4739
2013-01-29,2719.3384,2720.5273,2721.3105,2721.5928,2723.1523,2724.4575,2727.146
2013-01-30,2720.4192,2721.3076,2721.5796,2723.1565,2724.457,2727.1755,2729.8682
2013-01-31,2721.2974,2721.5476,2723.163,2724.4458,2727.1748,2729.822,2730.886
2013-02-01,2721.6208,2723.1277,2724.4993,2727.1143,2729.7874,2730.9277,2731.6455
2013-02-03,2723.182,2724.5325,2727.1426,2729.8408,2730.9565,2731.64,2732.004
2013-02-04,2724.4695,2727.1538,2729.813,2730.9915,2731.617,2732.0193,2732.7056
2013-02-05,2727.2083,2729.8342,2730.9006,2731.6262,2731.9724,2732.702,2733.2222
2013-02-06,2729.7979,2730.9336,2731.6565,2731.966,2732.7031,2733.1702,2733.3289
2013-02-07,2730.925,2731.648,2731.9512,2732.7068,2733.1714,2733.3335,2734.72
2013-02-08,2731.625,2731.9224,2732.682,2733.147,2733.3508,2734.7515,2735.0261
2013-02-10,2731.931,2732.7,2733.2322,2733.3503,2734.7422,2735.017,2735.356
2013-02-11,2732.7527,2733.2124,2733.3184,2734.7239,2735.0828,2735.3682,2736.5261
2013-02-12,2733.191,2733.2866,2734.7512,2735.0574,2735.4146,2736.532,2737.056
2013-02-13,2733.3247,2734.7422,2735.0964,2735.351,2736.5488,2737.1392,2737.3684
2013-02-14,2734.728,2735.0195,2735.378,2736.5112,2737.0918,2737.3833,2737.4797
2013-02-15,2735.0356,2735.3774,2736.5356,2737.0903,2737.3523,2737.4673,2737.8901
2013-02-17,2735.4075,2736.5476,2737.1323,2737.4392,2737.458,2737.8508,2737.8486
2013-02-18,2736.5193,2737.0623,2737.3794,2737.506,2737.8667,2737.8684,2737.8477
2013-02-19,2737.0605,2737.3958,2737.488,2737.8362,2737.8445,2737.8508,2737.8484
2013-02-20,2737.3958,2737.4705,2737.8687,2737.8618,2737.892,2737.8684,2737.4514
2013-02-21,2737.483,2737.872,2737.8496,2737.8677,2737.897,2737.484,2737.5522
2013-02-22,2737.8618,2737.8994,2737.9016,2737.835,2737.4106,2737.4834,2737.4395
2013-02-24,2737.871,2737.8752,2737.8362,2737.5398,2737.475,2737.4722,2737.848
2013-02-25,2737.8455,2737.8855,2737.4883,2737.4363,2737.5598,2737.896,2737.9268
2013-02-26,2737.8896,2737.4138,2737.5146,2737.5518,2737.8523,2737.838,2739.401
2013-02-27,2737.445,2737.4788,2737.4724,2737.8306,2737.852,2739.3887,2740.0962
2013-02-28,2737.5474,2737.5642,2737.8083,2737.8696,2739.3777,2740.1147,2741.4392
2013-03-01,2737.4333,2737.8665,2737.8728,2739.4148,2740.1365,2741.4287,2743.7583
2013-03-03,2737.8772,2737.8474,2739.3623,2740.1306,2741.4521,2743.75,2744.0933
2013-03-04,2737.8452,2739.3467,2740.084,2741.3882,2743.7537,2744.0913,2744.2188
2013-03-05,2739.32,2740.1135,2741.452,2743.747,2744.0386,2744.2976,2744.3477
2013-03-06,2740.139,2741.4646,2743.8154,2744.0396,2744.3196,2744.4014,2746.4114
2013-03-07,2741.48,2743.744,2744.0908,2744.2654,2744.314,2746.393,2754.0513
2013-03-08,2743.6682,2744.1335,2744.276,2744.32,2746.3477,2754.0872,2758.3423
2013-03-10,2744.0938,2744.3235,2744.289,2746.4194,2753.9563,2758.4167,2760.3418
2013-03-11,2744.2722,2744.3218,2746.4612,2753.979,2758.359,2760.359,2761.7092
2013-03-12,2744.3286,2746.4429,2754.0762,2758.3313,2760.3755,2761.7139,2761.7249
2013-03-13,2746.4248,2753.949,2758.348,2760.3237,2761.7375,2761.723,2764.077
2013-03-14,2753.9514,2758.315,2760.3696,2761.723,2761.73,2764.069,2765.4407
2013-03-15,2758.3604,2760.3184,2761.7002,2761.682,2764.077,2765.4792,2765.9253
2013-03-17,2760.2893,2761.7598,2761.7256,2764.1345,2765.4648,2765.9175,2766.581
2013-03-18,2761.7324,2761.7368,2764.0298,2765.4688,2765.9407,2766.6045,2767.933
2013-03-19,2761.684,2764.0947,2765.392,2765.9307,2766.5938,2767.845,2772.1377
2013-03-20,2764.033,2765.449,2765.9612,2766.605,2767.823,2772.1965,2772.1675
2013-03-21,2765.363,2765.9175,2766.5422,2767.8835,2772.2434,2772.17,2772.7437
2013-03-22,2765.9,2766.5645,2767.866,2772.1768,2772.172,2772.7446,2775.667
2013-03-24,2766.5771,2767.8418,2772.2246,2772.1672,2772.808,2775.6172,2775.8547
2013-03-25,2767.8525,2772.1335,2772.1636,2772.7903,2775.6611,2775.9355,2779.1736
2013-03-26,2772.2686,2772.1636,2772.774,2775.5833,2775.9207,2779.1353,2781.1565
2013-03-27,2772.1565,2772.7742,2775.6208,2775.947,2779.1714,2781.2122,2783.8528
2013-03-28,2772.7954,2775.5916,2775.8584,2779.2021,2781.1787,2783.7837,2791.0657
2013-03-31,2775.5996,2775.8992,2779.216,2781.1794,2783.855,2791.095,2791.184
2013-04-01,2775.923,2779.1865,2781.1853,2783.776,2791.16,2791.2478,2791.2764
2013-04-02,2779.1733,2781.2202,2783.816,2791.0764,2791.3083,2791.225,2791.317
2013-04-03,2781.1743,2783.8599,2791.024,2791.1877,2791.3013,2791.2732,2791.2834
2013-04-04,2783.802,2791.1917,2791.2566,2791.2637,2791.2292,2791.2756,2791.3853
2013-04-05,2791.0269,2791.2354,2791.2651,2791.2231,2791.2056,2791.4102,2795.122
2013-04-07,2791.1865,2791.239,2791.208,2791.306,2791.455,2795.066,2795.2876
2013-04-08,2791.2708,2791.2737,2791.197,2791.3784,2795.1177,2795.276,2795.9739
2013-04-09,2791.235,2791.2349,2791.368,2795.1052,2795.2595,2795.9324,2796.6213
2013-04-10,2791.2288,2791.4336,2795.0635,2795.2517,2795.9692,2796.5825,2796.9421
2013-04-11,2791.4163,2795.0122,2795.3027,2795.9697,2796.6367,2796.941,2798.6655
2013-04-12,2795.119,2795.311,2795.923,2796.585,2796.95,2798.6172,2798.6245
2013-04-14,2795.2896,2795.9187,2796.6052,2796.9924,2798.6682,2798.6748,2798.6284
2013-04-15,2795.94,2796.6614,2796.9714,2798.635,2798.671,2798.641,2798.6633
2013-04-16,2796.6365,2796.97,2798.727,2798.6943,2798.668,2798.629,2798.6248
2013-04-17,2796.986,2798.6707,2798.643,2798.591,2798.6516,2798.7136,2796.6855
2013-04-18,2798.5986,2798.6284,2798.673,2798.706,2798.6235,2796.6252,2796.6318
2013-04-19,2798.6558,2798.6326,2798.65,2798.618,2796.661,2796.6104,2796.6257
2013-04-21,2798.626,2798.6675,2798.6143,2796.6433,2796.6343,2796.6367,2796.6216
2013-04-22,2798.6528,2798.6284,2796.6272,2796.6663,2796.5813,2796.6226,2796.6184
2013-04-23,2798.6338,2796.5989,2796.6648,2796.6333,2796.607,2796.5784,2796.6106
2013-04-24,2796.6218,2796.5767,2796.6338,2796.6,2796.6602,2796.6104,2796.6064
2013-04-25,2796.622,2796.6284,2796.6199,2796.6025,2796.6348,2796.6665,2799.7925
2013-04-26,2796.6223,2796.6511,2796.6472,2796.6038,2796.581,2799.7524,2802.279
2013-04-28,2796.6516,2796.6323,2796.6023,2796.6042,2799.688,2802.3289,2802.9915
2013-04-29,2796.6267,2796.6055,2796.6006,2799.7002,2802.2488,2802.975,2804.9854
2013-04-30,2796.6335,2796.6196,2799.6929,2802.2375,2803.0234,2804.8977,2807.943
2013-05-01,2796.6467,2799.7913,2802.3167,2803.0112,2804.9353,2807.974,2811.0054
2013-05-02,2799.7222,2802.2312,2803.0051,2804.9949,2807.924,2811.0168,2813.5938
2013-05-03,2802.2537,2802.9395,2804.9739,2807.91,2811.093,2813.554,2815.7385
2013-05-05,2803.037,2805.0115,2807.9463,2811.0718,2813.5383,2815.752,2819.5586
2013-05-06,2804.987,2807.9678,2811.037,2813.5012,2815.7104,2819.509,2826.1487
2013-05-07,2807.8909,2811.052,2813.507,2815.6965,2819.4644,2826.2905,2829.7905
2013-05-08,2811.0046,2813.5935,2815.7803,2819.5244,2826.1582,2829.835,2831.4033
2013-05-09,2813.4924,2815.7324,2819.5225,2826.308,2829.794,2831.399,2834.8066
2013-05-10,2815.7122,2819.574,2826.2747,2829.8394,2831.4336,2834.776,2838.7065
2013-05-12,2819.5571,2826.1147,2829.7117,2831.3938,2834.7283,2838.8794,2843.6257
2013-05-13,2826.231,2829.809,2831.3994,2834.7925,2838.7478,2843.4646,2844.9688
2013-05-14,2829.8596,2831.4307,2834.7617,2838.8032,2843.522,2845.0115,2850.4087
2013-05-15,2831.3823,2834.693,2838.8518,2843.5017,2844.9707,2850.431,2851.969
2013-05-16,2834.746,2838.8516,2843.5786,2845.0046,2850.446,2851.919,2863.809
2013-05-17,2838.7634,2843.4727,2844.968,2850.4622,2851.8733,2863.8584,2875.422
2013-05-19,2843.5557,2845.0037,2850.344,2851.9346,2863.8467,2875.4714,2886.1133
2013-05-20,2844.8562,2850.4673,2851.885,2863.9473,2875.2666,2886.3977,2901.5186
2013-05-21,2850.4111,2851.961,2863.9287,2875.274,2886.834,2901.6565,2927.9602
2013-05-22,2851.9485,2863.6973,2875.3154,2887.0828,2901.4011,2928.1028,2944.4917
2013-05-23,2863.4062,2875.3247,2886.7456,2901.63,2927.8723,2944.5195,2948.596
2013-05-24,2875.3271,2886.9946,2901.4338,2928.0415,2944.54,2948.6313,2954.8643
2013-05-26,2886.508,2901.7515,2927.8228,2944.4436,2948.5894,2954.8994,2961.4783
2013-05-27,2901.4377,2928.2358,2944.538,2948.579,2954.844,2961.407,2966.4763
2013-05-28,2927.947,2944.4404,2948.602,2954.8713,2961.412,2966.419,2967.616
2013-05-29,2944.5776,2948.585,2954.962,2961.3376,2966.3904,2967.5908,2974.7085
2013-05-30,2948.5552,2954.9087,2961.4583,2966.4219,2967.5994,2974.6758,2979.683
2013-05-31,2954.9348,2961.4849,2966.3179,2967.5947,2974.778,2979.7527,2979.7446
2013-06-02,2961.3696,2966.4297,2967.6516,2974.609,2979.6853,2979.7314,2979.704
2013-06-03,2966.3784,2967.5898,2974.6213,2979.6243,2979.7495,2979.6826,2979.7446
2013-06-04,2967.5588,2974.8198,2979.6228,2979.67,2979.7336,2979.7717,2983.2332
2013-06-05,2974.723,2979.717,2979.7312,2979.7104,2979.6846,2983.2434,2983.549
2013-06-06,2979.8435,2979.689,2979.7588,2979.773,2983.1372,2983.567,2983.5454
2013-06-07,2979.7175,2979.7166,2979.7322,2983.2563,2983.5474,2983.5122,2983.514
2013-06-09,2979.7073,2979.767,2983.216,2983.555,2983.5408,2983.5632,2983.5488
2013-06-10,2979.7798,2983.227,2983.5374,2983.5562,2983.5332,2983.537,2983.5457
2013-06-11,2983.244,2983.5244,2983.552,2983.537,2983.5608,2983.5234,2983.5134
2013-06-12,2983.539,2983.56,2983.5444,2983.5137,2983.514,2983.6025,2983.5498
2013-06-13,2983.548,2983.5798,2983.5618,2983.5215,2983.5596,2983.525,2984.4941
2013-06-14,2983.5535,2983.5403,2983.5115,2983.5476,2983.5134,2984.4653,2984.524
2013-06-16,2983.5725,2983.52,2983.5713,2983.5537,2984.496,2984.454,2984.4736
2013-06-17,2983.5486,2983.551,2983.5476,2984.4785,2984.502,2984.5083,2984.4814
2013-06-18,2983.5537,2983.5515,2984.501,2984.4968,2984.5117,2984.52,2984.4746
2013-06-19,2983.5251,2984.4924,2984.466,2984.5518,2984.4915,2984.464,2984.4985
2013-06-20,2984.498,2984.4958,2984.5027,2984.4534,2984.496,2984.4531,2984.4983
2013-06-21,2984.539,2984.529,2984.499,2984.5627,2984.4946,2984.5093,2983.5354
2013-06-23,2984.4946,2984.4924,2984.466,2984.478,2984.49,2983.5586,2983.2202
2013-06-24,2984.521,2984.4958,2984.5034,2984.4968,2983.5771,2983.2178,2982.423
2013-06-25,2984.4792,2984.5298,2984.4995,2983.566,2983.2087,2982.3604,2979.6863
2013-06-26,2984.485,2984.4924,2983.5898,2983.176,2982.421,2979.737,2971.7944
2013-06-27,2984.454,2983.58,2983.1763,2982.3865,2979.716,2971.6536,2971.3032
2013-06-28,2983.5225,2983.2395,2982.3406,2979.7205,2971.8044,2971.3413,2961.178
2013-06-30,2983.2463,2982.4324,2979.717,2971.7837,2971.3318,2961.336,2956.4207
2013-07-01,2982.3647,2979.7244,2971.816,2971.3281,2961.2324,2956.3623,2956.486
2013-07-02,2979.7043,2971.8716,2971.311,2961.316,2956.4224,2956.4995,2956.477
2013-07-03,2971.7603,2971.314,2961.2346,2956.3635,2956.48,2956.4749,2956.482
2013-07-04,2971.308,2961.212,2956.4302,2956.4995,2956.4739,2956.434,2956.4863
2013-07-05,2961.268,2956.5764,2956.456,2956.476,2956.4749,2956.4868,2956.4614
2013-07-07,2956.417,2956.4617,2956.5132,2956.436,2956.4937,2956.3928,2956.521
2013-07-08,2956.4456,2956.4565,2956.4106,2956.4878,2956.47,2956.4575,2956.4956
2013-07-09,2956.4954,2956.4697,2956.5247,2956.3936,2956.4802,2956.4238,2956.4434
2013-07-10,2956.4456,2956.496,2956.437,2956.459,2956.4502,2956.4673,2956.4688
2013-07-11,2956.4783,2956.4487,2956.456,2956.425,2956.4502,2956.491,2956.5215
2013-07-12,2956.4722,2956.4758,2956.5134,2956.4668,2956.4646,2956.392,2956.496
2013-07-14,2956.4675,2956.471,2956.4097,2956.492,2956.4802,2956.4785,2957.154
2013-07-15,2956.4963,2956.462,2956.5256,2956.4438,2956.4504,2957.166,2961.7283
2013-07-16,2956.451,2956.4805,2956.4365,2956.4678,2957.121,2961.6846,2964.2974
2013-07-17,2956.4514,2956.4502,2956.456,2957.1584,2961.7092,2964.3071,2964.27
2013-07-18,2956.4807,2956.4246,2957.089,2961.6594,2964.3684,2964.3071,2964.3206
2013-07-19,2956.5137,2957.1292,2961.7795,2964.3354,2964.2585,2964.3005,2964.3245
2013-07-21,2957.1274,2961.6565,2964.2856,2964.2676,2964.348,2964.3193,2966.009
2013-07-22,2961.7952,2964.3362,2964.32,2964.283,2964.3281,2966.0486,2971.766
2013-07-23,2964.279,2964.2969,2964.3147,2964.3335,2966.009,2971.614,2973.7332
2013-07-24,2964.3325,2964.3525,2964.314,2966.0073,2971.775,2973.7214,2982.1814
2013-07-25,2964.305,2964.3352,2965.9436,2971.7253,2973.6567,2982.238,2986.982
2013-07-26,2964.319,2966.005,2971.635,2973.747,2982.2678,2986.9026,2990.4053
2013-07-28,2966.0244,2971.7917,2973.7058,2982.2957,2986.8828,2990.4607,3002.3853
2013-07-29,2971.656,2973.6956,2982.1426,2986.921,2990.4731,3002.2769,3034.8333
2013-07-30,2973.716,2982.1895,2986.936,2990.3872,3001.9539,3034.6895,3044.5942
2013-07-31,2982.2498,2986.9495,2990.3972,3002.5364,3034.3894,3044.5356,3045.8298
2013-08-01,2986.8723,2990.4722,3002.555,3034.8828,3044.6235,3045.8154,3047.8457
2013-08-02,2990.4368,3002.3284,3034.663,3044.638,3045.7844,3047.9307,3047.9941
2013-08-04,3002.2517,3034.703,3044.5364,3045.8394,3048.0066,3047.9775,3048.285
2013-08-05,3034.8252,3044.5398,3045.8389,3047.9185,3047.998,3048.241,3051.9739
2013-08-06,3044.5525,3045.8374,3047.9468,3047.9763,3048.3086,3051.9885,3056.1724
2013-08-07,3045.8345,3047.9512,3047.9744,3048.3003,3052.0203,3056.145,3065.6758
2013-08-08,3047.9192,3048.013,3048.2659,3052.012,3056.0422,3066.0513,3067.1458
2013-08-09,3047.9812,3048.2407,3052.0154,3056.1855,3066.2424,3067.1912,3067.3079
2013-08-11,3048.2527,3051.964,3056.096,3065.8005,3067.1821,3067.2925,3069.9626
2013-08-12,3052.0183,3056.0085,3065.8464,3067.1943,3067.2852,3069.9673,3071.0732
2013-08-13,3056.1277,3066.2925,3067.1904,3067.3042,3069.9604,3071.0925,3071.095
2013-08-14,3065.6523,3067.2075,3067.295,3069.9902,3071.0786,3071.0718,3072.9204
2013-08-15,3067.2134,3067.2683,3069.9702,3071.083,3071.0728,3072.894,3074.76
2013-08-16,3067.2983,3069.9556,3071.0398,3071.0754,3072.901,3074.788,3074.764
2013-08-18,3069.9573,3071.1074,3071.0461,3072.8738,3074.7563,3074.7603,3077.7217
2013-08-19,3071.0554,3071.0703,3072.8752,3074.774,3074.7708,3077.7183,3077.8325
2013-08-20,3071.0771,3072.8901,3074.7742,3074.7212,3077.6548,3077.7705,3078.6743
2013-08-21,3072.893,3074.7632,3074.766,3077.7817,3077.783,3078.6611,3078.999
2013-08-22,3074.747,3074.7856,3077.6558,3077.8035,3078.6418,3078.985,3085.276
2013-08-23,3074.7378,3077.696,3077.7883,3078.678,3078.9722,3085.2744,3085.3691
2013-08-25,3077.7676,3077.7856,3078.6392,3078.9692,3085.4004,3085.3523,3088.4734
2013-08-26,3077.7834,3078.6438,3078.9917,3085.375,3085.3323,3088.5076,3088.5286
2013-08-27,3078.6587,3078.971,3085.382,3085.3367,3088.528,3088.4985,3089.3792
2013-08-28,3078.962,3085.3564,3085.3848,3088.4778,3088.4963,3089.358,3089.4382
2013-08-29,3085.192,3085.3887,3088.5093,3088.5203,3089.4204,3089.4478,3089.4565
2013-08-30,3085.2988,3088.5051,3088.4504,3089.375,3089.427,3089.4683,3095.4402
2013-09-01,3088.4973,3088.4924,3089.3943,3089.423,3089.4585,3095.5222,3096.795
2013-09-02,3088.5056,3089.4087,3089.4119,3089.4458,3095.6113,3096.7617,3106.597
2013-09-03,3089.3538,3089.4348,3089.4155,3095.6792,3096.741,3106.5415,3108.6975
2013-09-04,3089.399,3089.443,3095.6694,3096.725,3106.7327,3108.6929,3109.7725
2013-09-05,3089.4346,3095.5652,3096.68,3106.647,3108.741,3109.782,3111.0461
2013-09-06,3095.5957,3096.7524,3106.6729,3108.7195,3109.744,3111.045,3112.143
2013-09-08,3096.732,3106.577,3108.749,3109.7578,3111.0745,3112.0735,3112.2632
2013-09-09,3106.644,3108.729,3109.7212,3111.0732,3112.1282,3112.2449,3115.869
2013-09-10,3108.737,3109.799,3111.0652,3112.1514,3112.2114,3115.8328,3115.8186
2013-09-11,3109.7637,3111.0688,3112.1145,3112.3115,3115.8804,3115.7998,3115.8054
2013-09-12,3111.1245,3112.1523,3112.252,3115.8027,3115.8245,3115.8281,3115.8223
2013-09-13,3112.0974,3112.242,3115.8076,3115.8538,3115.8345,3115.7998,3115.809
2013-09-15,3112.249,3115.7693,3115.807,3115.8152,3115.7778,3115.8076,3122.0525
2013-09-16,3115.7354,3115.845,3115.7905,3115.8127,3115.8062,3122.0535,3121.9575
2013-09-17,3115.7795,3115.8271,3115.8179,3115.799,3121.997,3121.9634,3121.9663
2013-09-18,3115.8396,3115.775,3115.8105,3122.0984,3121.8977,3121.9463,3127.0774
2013-09-19,3115.829,3115.8704,3121.984,3121.9224,3121.9377,3127.1335,3128.026
2013-09-20,3115.7698,3122.0781,3121.9673,3121.9263,3127.1313,3128.0225,3127.9836
2013-09-22,3122.0671,3121.8735,3121.9783,3127.1162,3128.004,3127.9775,3129.039
2013-09-23,3121.956,3121.9138,3127.165,3128.0,3127.9758,3129.1387,3133.6985
2013-09-24,3121.9685,3127.1833,3128.018,3128.021,3129.0767,3133.6511,3138.0852
2013-09-25,3127.1853,3127.989,3127.999,3129.0686,3133.749,3138.0796,3149.1492
2013-09-26,3128.0535,3128.0132,3129.1296,3133.728,3138.101,3149.0686,3167.1133
2013-09-27,3128.019,3129.096,3133.7854,3137.992,3149.5312,3167.1343,3176.6284
2013-09-29,3129.08,3133.7065,3138.0415,3149.398,3167.4768,3176.5432,3179.0935
2013-09-30,3133.7026,3138.0005,3149.8533,3167.2654,3176.5852,3179.0632,3181.3508
2013-10-01,3138.0244,3149.7053,3167.6162,3176.5898,3179.0793,3181.3943,3181.6885
2013-10-02,3149.3296,3167.2427,3176.603,3179.162,3181.482,3181.6606,3188.3882
2013-10-03,3167.2927,3176.6338,3179.0808,3181.4636,3181.6252,3188.6577,3188.6187
2013-10-04,3176.6057,3179.1086,3181.3843,3181.7305,3188.586,3188.6416,3188.6309
2013-10-06,3179.1116,3181.4187,3181.7134,3188.669,3188.636,3188.6143,3188.6094
2013-10-07,3181.4731,3181.7107,3188.3813,3188.6453,3188.6099,3188.6213,3199.284
2013-10-08,3181.678,3188.4004,3188.59,3188.5881,3188.6077,3199.473,3206.2715
2013-10-09,3188.5593,3188.6372,3188.6333,3188.6123,3199.4631,3206.2507,3207.0854
2013-10-10,3188.6013,3188.6165,3188.6367,3199.6965,3206.2717,3207.1013,3209.4756
2013-10-11,3188.605,3188.625,3199.3826,3206.2468,3207.1062,3209.356,3209.8005
2013-10-13,3188.638,3199.3142,3206.2866,3207.0955,3209.4324,3209.763,3210.004
2013-10-14,3199.4177,3206.2234,3207.0903,3209.4653,3209.8206,3209.9722,3210.7878
2013-10-15,3206.2737,3207.1182,3209.4417,3209.7449,3209.9404,3210.845,3211.7805
2013-10-16,3207.1135,3209.4355,3209.7644,3209.964,3210.8115,3211.7637,3215.8284
2013-10-17,3209.4004,3209.79,3209.9644,3210.777,3211.7793,3215.8052,3216.6882
2013-10-18,3209.853,3210.0027,3210.816,3211.7742,3215.9106,3216.6667,3217.0842
2013-10-20,3209.9526,3210.7617,3211.784,3215.9133,3216.6914,3217.0378,3218.868
2013-10-21,3210.7996,3211.7905,3215.8442,3216.6887,3217.0654,3218.925,3219.6453
2013-10-22,3211.7488,3215.8281,3216.6572,3217.085,3218.9106,3219.7446,3220.4438
2013-10-23,3215.862,3216.704,3217.045,3218.985,3219.6865,3220.4177,3220.6047
2013-10-24,3216.7102,3217.047,3218.929,3219.6917,3220.4287,3220.5806,3221.7715
2013-10-25,3217.0857,3218.9219,3219.6475,3220.4753,3220.5327,3221.746,3228.0732
2013-10-27,3218.8914,3219.6714,3220.5176,3220.548,3221.7375,3227.8433,3232.5583
2013-10-28,3219.692,3220.4858,3220.5632,3221.781,3228.0776,3232.5989,3232.4858
2013-10-29,3220.48,3220.5059,3221.791,3228.0435,3232.407,3232.5183,3232.4893
2013-10-30,3220.5017,3221.7612,3228.0723,3232.4324,3232.5515,3232.5247,3234.9375
2013-10-31,3221.7563,3228.0637,3232.5105,3232.52,3232.471,3234.9219,3245.605
2013-11-01,3228.0488,3232.5845,3232.5225,3232.4856,3234.9563,3245.5703,3259.7156
2013-11-03,3232.4888,3232.519,3232.5195,3234.9573,3245.4326,3259.8674,3269.9692
2013-11-04,3232.4844,3232.5112,3234.931,3245.646,3259.8525,3269.2935,3290.8633
2013-11-05,3232.5376,3234.9104,3245.538,3259.6594,3269.642,3290.526,3318.2744
2013-11-06,3234.9358,3245.9055,3259.5986,3270.245,3290.7012,3317.9678,3339.7358
2013-11-07,3246.104,3259.5508,3270.479,3291.0017,3318.2817,3339.8616,3346.2126
2013-11-08,3259.6255,3270.7148,3290.9912,3318.5981,3339.8362,3346.2578,3349.127
2013-11-10,3270.486,3291.3574,3318.6611,3339.7676,3346.229,3349.0776,3351.2915
2013-11-11,3291.0554,3319.1597,3339.6587,3346.2744,3349.071,3351.2979,3354.3364
2013-11-12,3318.7837,3339.6062,3346.27,3349.03,3351.2815,3354.3403,3355.4048
2013-11-13,3339.812,3346.2368,3349.0989,3351.3228,3354.3594,3355.3958,3356.3015
2013-11-14,3346.2236,3349.0576,3351.3123,3354.3193,3355.4185,3356.3076,3357.0664
2013-11-15,3349.077,3351.2937,3354.3745,3355.405,3356.288,3357.0825,3358.4631
2013-11-17,3351.3062,3354.3218,3355.452,3356.3286,3357.0537,3358.4973,3367.401
2013-11-18,3354.302,3355.428,3356.3127,3357.0835,3358.5168,3367.6045,3372.9844
2013-11-19,3355.383,3356.2969,3357.08,3358.454,3367.3596,3372.9956,3373.2495
2013-11-20,3356.2957,3357.079,3358.5,3367.6396,3372.9727,3373.2634,3374.4512
