,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY
2012-02-07,119.815155,119.76597,119.820625,119.7808,119.77369,119.743706,119.79141
2012-02-08,119.76912,119.79009,119.784134,119.73166,119.7686,119.82555,119.85816
2012-02-09,119.75881,119.785,119.768906,119.79191,119.80547,119.89532,119.99184
2012-02-10,119.7541,119.77529,119.769554,119.80263,119.792854,119.961205,120.1505
2012-02-12,119.772606,119.78751,119.76332,119.81306,119.952896,120.168144,120.31505
2012-02-13,119.7844,119.76976,119.85471,119.93048,120.16739,120.394035,120.43594
2012-02-14,119.78315,119.762695,119.98899,120.16641,120.40603,120.41204,120.58594
2012-02-15,119.95737,119.98675,120.168625,120.392975,120.476166,120.5597,120.693565
2012-02-16,119.97685,120.209946,120.4085,120.44009,120.53703,120.699165,120.8134
2012-02-17,120.164955,120.38894,120.41565,120.510864,120.70042,120.8165,120.924164
2012-02-19,120.37405,120.41944,120.56721,120.72705,120.81576,120.92378,121.023315
2012-02-20,120.46543,120.59162,120.68276,120.834175,120.93405,120.99642,121.06161
2012-02-21,120.59672,120.673615,120.81886,120.90752,120.98937,121.02026,121.52729
2012-02-22,120.684906,120.82583,120.91417,120.96254,121.00602,121.526825,121.63736
2012-02-23,120.81233,120.934395,120.968315,121.034065,121.50377,121.6275,121.778755
2012-02-24,120.953865,120.985,121.02014,121.537834,121.66743,121.794174,122.07164
2012-02-26,120.96454,120.98158,121.52865,121.64331,121.738716,122.0855,122.39534
2012-02-27,121.01923,121.51511,121.626816,121.76375,122.130905,122.36368,122.492256
2012-02-28,121.48967,121.687096,121.76415,122.07434,122.36008,122.479454,122.50183
2012-02-29,121.67683,121.74426,122.05885,122.36762,122.48658,122.52619,122.52601
2012-03-01,121.801384,122.05342,122.39927,122.488525,122.49919,122.584496,122.934906
2012-03-02,122.05258,122.34102,122.492615,122.52027,122.56858,122.85717,123.04422
2012-03-04,122.3412,122.48841,122.52114,122.549194,122.83929,123.0877,124.104385
2012-03-05,122.4596,122.53593,122.538025,122.91306,123.121704,124.08574,125.36295
2012-03-06,122.5078,122.539566,122.89996,123.09388,124.09417,125.305244,125.84123
2012-03-07,122.556206,122.91502,122.994774,124.07179,125.40226,125.85041,125.917854
2012-03-08,122.89545,123.05272,124.09995,125.33281,125.863884,125.934685,126.04945
2012-03-09,123.048416,124.12431,125.36677,125.87868,125.952774,126.116806,126.16318
2012-03-11,124.105774,125.3648,125.85526,125.915375,126.02509,126.122505,126.38603
2012-03-12,125.397934,125.88464,125.925896,125.992134,126.119385,126.31769,127.38749
2012-03-13,125.800995,125.92966,126.04108,126.09578,126.357,127.39201,127.54156
2012-03-14,125.91374,126.06206,126.11901,126.31193,127.42184,127.539116,127.58917
2012-03-15,126.04807,126.125,126.29987,127.370476,127.528854,127.59098,127.57951
2012-03-16,126.062775,126.351135,127.3888,127.52952,127.60254,127.64626,127.87194
2012-03-18,126.338844,127.39392,127.48047,127.57824,127.61452,127.79925,128.71075
2012-03-19,127.37788,127.497444,127.54612,127.6297,127.847916,128.68806,128.71312
2012-03-20,127.52051,127.57016,127.58722,127.756294,128.63028,128.74313,128.84627
2012-03-21,127.57132,127.599686,127.85748,128.66675,128.74786,128.89224,128.95424
2012-03-22,127.63221,127.86433,128.65909,128.75316,128.87149,128.94603,128.99496
2012-03-23,127.8907,128.60089,128.7494,128.85709,128.88075,128.99335,128.97519
2012-03-25,128.71657,128.7527,128.945,128.93837,128.97856,128.99876,129.11053
2012-03-26,128.77544,128.89098,128.95291,128.9976,128.98364,129.14862,129.285
2012-03-27,128.85902,128.94217,128.93536,129.02646,129.15335,129.27293,129.34245
2012-03-28,128.90405,129.00327,129.02225,129.17691,129.2861,129.32007,129.59027
2012-03-29,128.96945,129.01965,129.16705,129.26349,129.41087,129.57391,129.73688
2012-03-30,129.00284,129.20476,129.28404,129.34578,129.54538,129.7251,130.86539
2012-04-01,129.19159,129.25786,129.34131,129.62325,129.72827,130.83904,130.87047
2012-04-02,129.28566,129.3881,129.54546,129.75485,130.81635,130.84879,130.8867
2012-04-03,129.29553,129.54881,129.746,130.89156,130.83691,130.89194,130.83871
2012-04-04,129.5519,129.77469,130.9036,130.78561,130.88608,130.85289,130.81235
2012-04-05,129.73099,130.81514,130.81313,130.90576,130.88835,130.78427,130.8456
2012-04-08,130.85052,130.90186,130.83287,130.8121,130.86629,130.8043,130.85371
2012-04-09,130.87413,130.86995,130.89471,130.83249,130.83575,130.89911,130.81688
2012-04-10,130.86655,130.8888,130.78223,130.89595,130.84552,130.93625,130.90985
2012-04-11,130.85156,130.84776,130.90901,130.7806,130.89183,130.88704,130.868
2012-04-12,130.83852,130.8212,130.81035,130.91048,130.81165,130.80789,130.8733
2012-04-13,130.83151,130.8646,130.83182,130.80957,130.83572,130.8242,130.88846
2012-04-15,130.81828,130.83112,130.89828,130.83154,130.84918,130.87686,130.91078
2012-04-16,130.84337,130.83952,130.7776,130.89941,130.85764,130.87149,130.95848
2012-04-17,130.87874,130.89682,130.91318,130.77637,130.79906,130.92775,131.06769
2012-04-18,130.8682,130.85492,130.808,130.82233,130.93268,131.0029,130.96016
2012-04-19,130.84772,130.8791,130.84546,130.96799,131.00143,130.99554,130.99864
2012-04-20,130.87741,130.90356,130.93837,131.03337,130.9847,131.05243,131.0602
2012-04-22,130.87834,130.94852,130.9751,131.07492,131.05733,131.05687,131.05658
2012-04-23,131.01959,130.98166,130.98137,131.00885,131.07677,131.02168,131.05542
2012-04-24,131.02293,131.018,131.0129,131.04102,131.07375,131.05525,131.07285
2012-04-25,130.9629,131.05287,130.99913,131.05597,131.04764,131.03313,131.02727
2012-04-26,131.0268,131.05363,131.02121,131.03003,131.03569,131.03773,130.93007
2012-04-27,131.06154,131.10797,131.04608,131.04692,130.99864,130.99194,130.86015
2012-04-29,131.04675,131.06148,131.04498,131.02373,130.92984,130.87993,130.83896
2012-04-30,131.05254,131.04677,131.03336,130.98454,130.90906,130.79703,130.75269
2012-05-01,131.0557,131.02234,130.94649,130.91101,130.84402,130.73894,130.70093
2012-05-02,130.99934,130.99611,130.85797,130.81912,130.76772,130.66475,130.65125
2012-05-03,130.9687,130.9279,130.74385,130.75557,130.70761,130.62828,130.32794
2012-05-04,130.95425,130.83794,130.76628,130.72278,130.62148,130.30946,130.10745
2012-05-06,130.85883,130.75633,130.67677,130.59668,130.3004,130.07481,129.94455
2012-05-07,130.75656,130.69044,130.6251,130.3049,130.07196,129.88863,129.92856
2012-05-08,130.71964,130.58534,130.29483,130.07196,129.98752,129.93294,129.91605
2012-05-09,130.63898,130.32625,130.09694,129.95387,129.91997,129.93439,129.76302
2012-05-10,130.28342,130.09004,129.92665,129.88635,129.85701,129.71762,129.45767
2012-05-11,130.08817,129.94696,129.91222,129.85646,129.76945,129.41121,129.4122
2012-05-13,129.89182,129.92998,129.87946,129.76968,129.42323,129.40881,129.1933
2012-05-14,129.9117,129.86462,129.80547,129.48683,129.38397,129.22128,129.13925
2012-05-15,129.87422,129.75085,129.43987,129.40233,129.21083,129.09804,129.04398
2012-05-16,129.7781,129.4294,129.39499,129.22818,129.11218,129.05856,128.89453
2012-05-17,129.44388,129.39488,129.23656,129.15366,129.02171,128.94373,128.85205
2012-05-18,129.40897,129.23553,129.0706,129.08914,128.91249,128.85254,128.84589
2012-05-20,129.2448,129.15833,129.00049,128.94476,128.79224,128.87708,128.80188
2012-05-21,129.14085,129.04596,128.94452,128.86798,128.91484,128.8497,128.79665
2012-05-22,129.07791,128.93512,128.83339,128.83978,128.79468,128.77205,128.7229
2012-05-23,128.91342,128.79985,128.84143,128.88579,128.7432,128.73026,128.6917
2012-05-24,128.79199,128.87897,128.83969,128.75014,128.70114,128.7284,128.70088
2012-05-25,128.81223,128.88446,128.74315,128.70549,128.76414,128.72525,128.74113
2012-05-27,128.8619,128.75433,128.76303,128.78479,128.7368,128.72023,128.53262
2012-05-28,128.7848,128.7391,128.733,128.64142,128.70465,128.63301,128.49893
2012-05-29,128.70995,128.73007,128.75084,128.6374,128.54677,128.4863,128.47565
2012-05-30,128.70987,128.77101,128.71196,128.5796,128.5316,128.50783,128.45575
2012-05-31,128.70976,128.68947,128.54628,128.51149,128.49715,128.45244,128.39566
2012-06-01,128.70969,128.54826,128.53581,128.49876,128.4706,128.39339,128.0099
2012-06-03,128.55391,128.59229,128.51648,128.4734,128.40913,127.98349,126.238266
2012-06-04,128.52011,128.48155,128.46211,128.38756,128.02094,126.19734,125.93007
2012-06-05,128.46255,128.43826,128.37004,127.97423,126.23839,125.95592,125.43669
2012-06-06,128.41579,128.4046,127.99111,126.298935,125.93007,125.43822,125.186356
2012-06-07,128.4025,127.91065,126.26545,125.93153,125.44021,125.162575,125.115364
2012-06-08,128.00616,126.17672,125.94449,125.41704,125.18496,125.16876,124.79129
2012-06-10,126.178474,125.94035,125.41105,125.17083,125.08243,124.78201,124.76103
2012-06-11,125.94438,125.43337,125.21472,125.15831,124.77917,124.71383,124.71007
2012-06-12,125.43606,125.18964,125.10613,124.83896,124.77197,124.70998,124.64215
2012-06-13,125.19786,125.17721,124.804756,124.75615,124.68757,124.63788,124.61813
2012-06-14,125.12369,124.79039,124.7905,124.66767,124.627594,124.48346,124.41166
2012-06-15,124.80851,124.73855,124.67163,124.58722,124.617256,124.42415,124.466324
2012-06-17,124.79489,124.66259,124.615105,124.621414,124.42071,124.43341,124.44019
2012-06-18,124.696686,124.63948,124.584816,124.4633,124.4283,124.46899,124.38367
2012-06-19,124.594574,124.61137,124.429,124.45492,124.43507,124.43387,124.410706
2012-06-20,124.599,124.44388,124.420456,124.43825,124.40104,124.35108,124.34566
2012-06-21,124.44396,124.41406,124.413414,124.42385,124.412865,124.324135,124.26406
2012-06-22,124.44183,124.42195,124.44857,124.41621,124.32757,124.14639,124.111176
2012-06-24,124.44082,124.42726,124.43626,124.31868,124.1364,124.11979,124.09335
2012-06-25,124.3944,124.43762,124.31005,124.19374,124.071396,124.10254,124.0788
2012-06-26,124.47674,124.31022,124.114006,124.08417,124.092575,124.09529,124.12522
2012-06-27,124.30617,124.1983,124.16397,124.07364,124.01365,124.09048,124.053474
2012-06-28,124.175964,124.12152,124.08861,124.10574,124.02454,124.08732,124.06988
2012-06-29,124.150345,124.016075,124.08947,124.05858,124.10569,124.07782,124.11856
2012-07-01,124.07416,124.00973,124.090805,124.05905,124.095634,124.071434,124.119255
2012-07-02,124.08044,124.07533,124.092896,124.100716,124.020164,124.067116,123.943886
2012-07-03,124.09772,124.12312,124.09612,124.01103,124.10551,123.9901,123.92666
2012-07-04,124.05134,124.029655,124.10097,124.1015,123.98534,123.933914,123.69978
2012-07-05,124.06475,124.02308,124.1085,123.980835,123.944984,123.75941,123.6585
2012-07-06,124.073555,124.08982,123.98411,123.89167,123.662544,123.632965,123.55606
2012-07-08,124.087006,123.980576,123.85847,123.699165,123.66431,123.57802,123.5743
2012-07-09,123.978745,123.92903,123.66202,123.69255,123.63674,123.55481,123.631584
2012-07-10,123.89433,123.752464,123.627625,123.60786,123.610634,123.62605,123.527214
2012-07-11,123.73795,123.71455,123.60475,123.55332,123.554054,123.58595,123.64521
2012-07-12,123.70218,123.63072,123.53937,123.57947,123.58113,123.60718,123.582695
2012-07-13,123.65252,123.56259,123.65233,123.63594,123.63949,123.597694,123.64874
2012-07-15,123.58568,123.585785,123.5696,123.608925,123.60022,123.58216,123.63434
2012-07-16,123.632935,123.57384,123.58995,123.60239,123.656456,123.60652,123.64617
2012-07-17,123.58552,123.66537,123.65015,123.6531,123.624146,123.609406,123.598816
2012-07-18,123.558945,123.62429,123.66223,123.621376,123.60207,123.61913,123.58304
2012-07-19,123.61999,123.58805,123.62166,123.59968,123.65182,123.56753,123.58296
2012-07-20,123.64434,123.61893,123.63066,123.648796,123.54391,123.5976,123.51028
2012-07-22,123.597694,123.65321,123.60232,123.522804,123.46232,123.5382,123.38599
2012-07-23,123.614296,123.606514,123.610435,123.46311,123.56061,123.41493,123.428635
2012-07-24,123.62419,123.55012,123.5612,123.55874,123.41143,123.5634,123.41627
2012-07-25,123.59943,123.56631,123.50232,123.41062,123.39549,123.40622,123.40405
2012-07-26,123.5884,123.54211,123.448135,123.50669,123.41453,123.37975,123.34102
2012-07-27,123.519585,123.45498,123.46157,123.590965,123.37375,123.35995,123.38866
2012-07-29,123.47762,123.45843,123.403496,123.43634,123.410995,123.33347,123.3102
2012-07-30,123.38894,123.3964,123.388885,123.33512,123.353455,123.342,123.29382
2012-07-31,123.45073,123.390396,123.42485,123.32063,123.31699,123.32119,123.3008
2012-08-01,123.427795,123.40345,123.33969,123.36112,123.27193,123.27886,123.26566
2012-08-02,123.34572,123.30336,123.34716,123.31423,123.250435,123.274994,123.17178
2012-08-03,123.31728,123.29789,123.29402,123.28602,123.18626,123.23847,123.10959
2012-08-05,123.334076,123.3031,123.27134,123.29412,123.15406,123.149635,123.05866
2012-08-06,123.32461,123.27907,123.261955,123.179115,123.11117,123.02094,123.02585
2012-08-07,123.24261,123.25132,123.12777,123.12144,123.11814,122.99538,122.815834
2012-08-08,123.24877,123.12454,123.13352,123.0043,123.01141,122.847176,122.85389
2012-08-09,123.212616,123.125336,123.04123,123.00954,122.83602,122.83138,122.83025
2012-08-10,123.12161,123.06657,123.017975,122.85912,122.80548,122.822945,122.7831
2012-08-12,123.06805,123.00234,122.82283,122.81456,122.846466,122.81367,122.84897
2012-08-13,123.01895,122.82381,122.85057,122.90652,122.80761,122.83065,122.82457
2012-08-14,122.865944,122.81698,122.80938,122.81408,122.84468,122.82268,122.86328
2012-08-15,122.839325,122.91111,122.84836,122.828926,122.80909,122.81383,122.855415
2012-08-16,122.88416,122.770996,122.81121,122.84523,122.84347,122.83012,122.79119
2012-08-17,122.766884,122.816345,122.84687,122.809265,122.810074,122.82245,122.86139
2012-08-19,122.82279,122.919815,122.81246,122.825676,122.842636,122.81382,122.854095
2012-08-20,122.798355,122.88372,122.84591,122.81054,122.81087,122.82956,122.81171
2012-08-21,122.82107,122.81735,122.81333,122.8222,122.84202,122.83456,122.979065
2012-08-22,122.79241,122.825516,122.845146,122.80926,122.84316,123.006454,122.991035
2012-08-23,122.839195,122.83394,122.81399,122.85147,122.99278,123.00183,123.02168
2012-08-24,122.82506,122.81753,122.89454,123.00506,123.0141,122.96458,123.003746
2012-08-26,122.78021,122.89887,122.99497,123.009254,123.022,123.02472,123.01242
2012-08-27,122.8519,122.98539,123.0227,123.01381,122.965614,122.97698,122.99522
2012-08-28,123.07707,123.00384,123.0067,122.99088,123.00478,123.02235,123.08414
2012-08-29,123.011925,122.98772,122.9898,122.99883,122.9584,123.08253,123.380455
2012-08-30,122.93788,123.04203,123.010414,123.031,123.07972,123.360466,123.4114
2012-08-31,123.04688,123.022064,123.014626,123.085304,123.345535,123.41895,123.73174
2012-09-02,123.07049,123.0344,123.109055,123.332726,123.44334,123.75923,124.14355
2012-09-03,122.941574,123.08393,123.37319,123.45282,123.7745,124.15344,124.1604
2012-09-04,123.082306,123.38363,123.46107,123.7515,124.17046,124.17243,124.228065
2012-09-05,123.34663,123.40667,123.743324,124.14711,124.15158,124.19294,124.22106
2012-09-06,123.44517,123.770905,124.15788,124.167564,124.23889,124.25812,124.317085
2012-09-07,123.75566,124.14248,124.13899,124.21923,124.25352,124.27417,124.39852
2012-09-09,124.13248,124.187035,124.20834,124.25935,124.30764,124.4184,124.41753
2012-09-10,124.158325,124.194954,124.22779,124.298256,124.35643,124.468285,124.439064
2012-09-11,124.198166,124.22362,124.30197,124.32412,124.46684,124.452415,124.46737
2012-09-12,124.21038,124.292786,124.37897,124.411575,124.44854,124.47324,124.4759
2012-09-13,124.302704,124.34345,124.43788,124.47804,124.447586,124.51182,124.52838
2012-09-14,124.34943,124.43894,124.43421,124.51353,124.50514,124.52058,124.59846
2012-09-16,124.420525,124.483894,124.497406,124.50764,124.54126,124.543175,124.642136
2012-09-17,124.44255,124.51312,124.49343,124.49918,124.5559,124.695244,124.70213
2012-09-18,124.48027,124.50013,124.55431,124.55438,124.6507,124.74081,124.73419
2012-09-19,124.487,124.56303,124.58186,124.633255,124.73298,124.802376,124.87424
2012-09-20,124.57398,124.60199,124.62821,124.736565,124.78052,124.79411,124.97428
2012-09-21,124.572945,124.64968,124.752914,124.77479,124.80032,124.96277,124.998184
2012-09-23,124.616684,124.70767,124.76406,124.85135,124.95503,125.02744,125.08823
2012-09-24,124.72459,124.71721,124.79635,124.98574,125.044014,125.06091,125.13113
2012-09-25,124.73894,124.7876,124.9659,125.06142,125.04953,125.16363,125.16981
2012-09-26,124.79561,125.01469,125.02156,125.05659,125.11273,125.14047,125.185356
2012-09-27,124.97906,125.05898,125.08979,125.12084,125.18384,125.21047,125.32617
2012-09-28,125.01999,125.06061,125.130684,125.16878,125.19364,125.24477,125.35473
2012-09-30,125.08783,125.12534,125.144356,125.22457,125.29143,125.35823,125.52076
2012-10-01,125.16079,125.11692,125.18957,125.3919,125.33645,125.542114,125.611465
2012-10-02,125.159706,125.14589,125.359665,125.32182,125.52703,125.66436,125.76117
2012-10-03,125.159195,125.29327,125.38653,125.56326,125.69147,125.77977,125.67932
2012-10-04,125.33944,125.362724,125.48529,125.65837,125.68134,125.68912,125.69711
2012-10-05,125.329124,125.48059,125.63226,125.70786,125.660484,125.70422,125.753204
2012-10-07,125.541016,125.63769,125.70753,125.73567,125.729095,125.71293,125.65076
2012-10-08,125.63702,125.70274,125.70359,125.70284,125.70349,125.68699,125.7816
2012-10-09,125.681465,125.691635,125.66888,125.698906,125.75359,125.851524,125.90826
2012-10-10,125.69179,125.721886,125.70804,125.77834,125.87864,125.88931,125.927124
2012-10-11,125.73308,125.70625,125.70427,125.8399,125.90349,125.82439,125.9876
2012-10-12,125.69774,125.6964,125.76911,125.93329,125.89213,125.91997,125.93664
2012-10-14,125.7056,125.80119,125.92492,125.91563,125.915794,125.89879,126.10949
2012-10-15,125.78151,125.850945,125.861084,125.8754,125.945564,126.100395,126.131805
2012-10-16,125.86027,125.87045,125.86281,125.93298,126.12224,126.16736,126.20602
2012-10-17,125.88792,125.865395,125.90336,126.115395,126.171684,126.166115,126.30603
2012-10-18,125.85484,125.94803,126.10856,126.18626,126.16107,126.339005,126.38934
2012-10-19,125.94427,126.09572,126.14193,126.19701,126.326775,126.3973,126.46621
2012-10-21,126.086945,126.14518,126.19498,126.36603,126.42492,126.47676,126.65672
2012-10-22,126.14028,126.1934,126.384415,126.410835,126.55126,126.73533,126.738754
2012-10-23,126.180756,126.34076,126.41577,126.51966,126.7003,126.72883,126.797455
2012-10-24,126.38285,126.46043,126.46814,126.72816,126.75535,126.79865,126.83449
2012-10-25,126.44851,126.54962,126.71669,126.70295,126.86363,126.79394,126.75974
2012-10-26,126.51881,126.64974,126.721725,126.82147,126.73593,126.78703,126.753235
2012-10-28,126.676765,126.81185,126.81314,126.80045,126.819885,126.807,126.80238
2012-10-29,126.702385,126.79083,126.78443,126.80707,126.79041,126.8042,126.90978
2012-10-30,126.7658,126.812805,126.812416,126.814735,126.820694,126.83758,126.84046
2012-10-31,126.79177,126.805145,126.77272,126.79703,126.81997,126.81348,126.92414
2012-11-01,126.791374,126.795906,126.778046,126.90948,126.8354,126.885765,126.990715
2012-11-02,126.783844,126.791214,126.848206,126.77312,126.94077,127.01247,127.086136
2012-11-04,126.80573,126.86767,126.82233,126.92642,126.970085,127.04,127.13558
2012-11-05,126.79924,126.87423,126.876366,127.01363,127.0907,127.16857,127.159546
2012-11-06,126.837746,126.95968,127.062744,127.046486,127.187035,127.13436,127.11499
2012-11-07,126.914734,127.03022,127.06818,127.13912,127.15357,127.137596,127.13115
2012-11-08,126.98985,127.11798,127.11987,127.163635,127.12569,127.16993,127.16271
2012-11-09,127.13464,127.165794,127.14125,127.12288,127.13171,127.133354,127.14274
2012-11-11,127.168816,127.17706,127.12997,127.12152,127.10358,127.1368,127.258
2012-11-12,127.13692,127.12234,127.15854,127.15074,127.17392,127.32224,127.31258
2012-11-13,127.14408,127.11064,127.142204,127.1444,127.27132,127.324554,127.45224
2012-11-14,127.150116,127.167694,127.13078,127.297,127.39034,127.46379,127.55109
2012-11-15,127.11978,127.179794,127.237686,127.39313,127.465385,127.61283,127.83075
2012-11-16,127.130295,127.26797,127.293175,127.44256,127.59497,127.81399,127.78512
2012-11-18,127.3402,127.31405,127.42867,127.5878,127.77383,127.815765,127.87712
2012-11-19,127.41182,127.43321,127.56037,127.80903,127.86411,127.85513,127.90981
2012-11-20,127.437584,127.6096,127.81,127.84473,127.910515,127.93868,128.05367
2012-11-21,127.58438,127.827286,127.83405,127.89632,127.86642,127.93917,128.11237
2012-11-22,127.80331,127.84946,127.84024,127.92506,127.94587,128.18236,128.22353
2012-11-23,127.83484,127.87566,127.87485,127.96741,128.05527,128.23279,128.26756
2012-11-25,127.83298,127.925934,127.92202,128.15106,128.17075,128.28436,128.50574
2012-11-26,127.9216,127.947235,128.13855,128.19617,128.30331,128.51431,128.52086
2012-11-27,127.967415,128.1874,128.22731,128.26671,128.50471,128.54716,128.65616
2012-11-28,128.16606,128.22418,128.21434,128.51361,128.55722,128.61707,128.77287
2012-11-29,128.2073,128.2383,128.51843,128.56401,128.59341,128.79297,128.91614
2012-11-30,128.28366,128.42839,128.58435,128.60335,128.81354,128.91998,129.11417
2012-12-02,128.56131,128.53807,128.60152,128.83885,128.90678,129.03763,129.1854
2012-12-03,128.55135,128.5962,128.79042,128.89983,129.08821,129.1868,129.24025
2012-12-04,128.60672,128.78748,128.93819,129.16959,129.16733,129.21002,129.28003
2012-12-05,128.77774,128.90535,129.0897,129.19637,129.2397,129.25314,129.30128
2012-12-06,128.95602,129.07782,129.16005,129.21156,129.22592,129.30612,129.90176
2012-12-07,129.124,129.20006,129.19698,129.34581,129.30342,129.91957,131.06914
2012-12-09,129.07352,129.21912,129.27074,129.31564,129.9409,131.08853,131.2239
2012-12-10,129.2233,129.309,129.336,129.88467,131.10631,131.22246,131.5069
2012-12-11,129.27063,129.34454,129.9016,131.07837,131.17113,131.43498,131.53455
2012-12-12,129.36562,129.87534,131.11192,131.19765,131.5004,131.42151,131.52542
2012-12-13,129.87483,131.09215,131.23413,131.50755,131.52994,131.61513,131.57565
2012-12-14,131.08519,131.22363,131.5299,131.52786,131.58704,131.59625,131.7153
2012-12-16,131.22556,131.43007,131.46744,131.55733,131.56902,131.67493,131.95839
2012-12-17,131.38486,131.45508,131.56155,131.58359,131.68097,131.96925,132.02354
2012-12-18,131.47237,131.53262,131.61449,131.67522,131.89728,131.99213,132.15959
2012-12-19,131.50955,131.66328,131.71953,132.0022,132.02338,132.0693,132.09325
2012-12-20,131.60156,131.65068,131.97888,132.0322,132.0939,132.13354,132.13661
2012-12-21,131.69348,131.96251,132.03917,132.09706,132.0729,132.1487,132.26439
2012-12-23,131.90454,132.03307,132.07608,132.11407,132.13223,132.2406,132.28
2012-12-24,132.01273,132.10355,132.08453,132.13927,132.19743,132.3412,132.26582
2012-12-26,132.01242,132.07959,132.12405,132.21431,132.20973,132.30716,132.45255
2012-12-27,132.15286,132.12047,132.1803,132.24367,132.30142,132.44008,132.50372
2012-12-28,132.18695,132.17274,132.2631,132.30704,132.4279,132.47858,132.76509
2012-12-30,132.22684,132.31581,132.32059,132.39503,132.52925,132.77385,133.98479
2012-12-31,132.18045,132.33797,132.42845,132.42711,132.67632,133.9426,134.71385
2013-01-02,132.43765,132.46193,132.48126,132.78496,133.96036,134.70567,134.93365
2013-01-03,132.48947,132.54482,132.76273,133.98872,134.73499,134.96588,135.86089
2013-01-04,132.49585,132.75963,133.96782,134.71588,134.9157,135.816,135.93709
2013-01-06,132.7674,133.98512,134.73389,134.88873,135.84996,135.82697,136.31413
2013-01-07,134.02019,134.72784,134.9407,135.8283,135.83939,136.31473,136.37419
2013-01-08,134.71872,134.94783,135.81555,135.85269,136.37442,136.37924,136.52391
2013-01-09,134.93459,135.8185,135.86263,136.31642,136.3995,136.50487,136.614
2013-01-10,135.7964,135.93756,136.31847,136.38669,136.47939,136.622,136.91594
2013-01-11,135.86497,136.36198,136.39694,136.51566,136.59413,136.91254,137.16492
2013-01-13,136.31865,136.37314,136.47191,136.6423,136.92197,137.21143,138.06853
2013-01-14,136.46321,136.46117,136.65659,136.90768,137.17952,138.08563,138.74643
2013-01-15,136.53383,136.6454,136.8712,137.2756,138.04709,138.72902,138.86153
2013-01-16,136.65588,136.92403,137.20172,138.01349,138.70648,138.80757,138.97667
2013-01-17,136.90114,137.19876,138.07016,138.68481,138.90834,138.98271,139.88661
2013-01-18,137.1744,138.06195,138.67651,138.8633,139.05106,139.8621,140.1781
2013-01-20,138.0105,138.74164,138.87173,139.01508,139.79968,140.25536,140.2843
2013-01-21,138.76404,138.8863,138.962,139.87756,140.23055,140.37299,140.6297
2013-01-22,138.79784,138.96866,139.78957,140.26547,140.26596,140.63135,140.67409
2013-01-23,138.97673,139.8117,140.28223,140.32256,140.633,140.73795,140.7704
2013-01-24,139.84602,140.13708,140.29909,140.61113,140.64716,140.84639,141.04488
2013-01-25,140.20876,140.27396,140.5968,140.66104,140.85141,141.08159,141.31187
2013-01-27,140.28395,140.61874,140.69019,140.84816,141.03537,141.35347,141.43071
2013-01-28,140.62082,140.6439,140.79425,141.09856,141.36977,141.47842,141.46048
2013-01-29,140.68765,140.82262,141.03644,141.40616,141.40865,141.50693,141.78452
2013-01-30,140.83342,141.07767,141.35013,141.40038,141.49551,141.7833,142.01611
2013-01-31,141.01616,141.34714,141.41634,141.53725,141.79199,142.03586,142.08403
2013-02-01,141.37744,141.47482,141.49777,141.83963,141.98233,142.0495,142.36198
2013-02-03,141.43982,141.49913,141.89218,141.94524,142.0688,142.37274,142.42123
2013-02-04,141.51729,141.84521,142.07248,142.10349,142.4169,142.42853,142.46089
2013-02-05,141.83818,142.01637,142.09479,142.33856,142.43622,142.48793,142.56868
2013-02-06,142.06004,142.07397,142.35457,142.3725,142.46753,142.58662,142.77267
2013-02-07,142.03287,142.31233,142.43199,142.46368,142.57582,142.69305,143.07893
2013-02-08,142.36517,142.4155,142.46887,142.6218,142.74362,143.04868,143.18372
2013-02-10,142.45227,142.47334,142.6127,142.74583,143.12473,143.16293,143.49516
2013-02-11,142.43373,142.57233,142.73363,143.0124,143.174,143.46585,143.52707
2013-02-12,142.55936,142.72871,143.0261,143.1698,143.5421,143.5207,143.68591
2013-02-13,142.75276,143.08075,143.17249,143.50984,143.58751,143.69135,143.7671
2013-02-14,143.02907,143.2214,143.39357,143.48578,143.67264,143.76228,143.7571
2013-02-15,143.14595,143.46625,143.52257,143.63223,143.73631,143.75749,143.80557
2013-02-17,143.45874,143.51956,143.66765,143.71156,143.79501,143.72972,143.7915
2013-02-18,143.53143,143.71338,143.73335,143.75722,143.7687,143.7746,143.78226
2013-02-19,143.61572,143.75592,143.853,143.78683,143.79318,143.82033,143.76828
2013-02-20,143.70215,143.71384,143.74422,143.73178,143.75975,143.79117,143.7436
2013-02-21,143.78624,143.81381,143.71123,143.80446,143.73729,143.76192,143.51431
2013-02-22,143.78679,143.73965,143.84839,143.74309,143.74863,143.58508,143.5288
2013-02-24,143.75148,143.76599,143.7856,143.66039,143.51562,143.56284,143.54236
2013-02-25,143.79875,143.75478,143.7466,143.53247,143.61351,143.51547,143.48619
2013-02-26,143.78589,143.73392,143.52907,143.54224,143.53113,143.52446,143.59354
2013-02-27,143.67825,143.52187,143.48976,143.52383,143.49257,143.48682,143.55244
2013-02-28,143.60976,143.54532,143.5784,143.48883,143.56717,143.54579,143.48393
2013-03-01,143.53075,143.52171,143.54498,143.55293,143.56439,143.51535,143.54126
2013-03-03,143.49367,143.54556,143.57634,143.52943,143.56367,143.52728,143.46844
