,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY,GBPJPY
2013-03-04,143.56577,143.52135,143.5207,143.5327,143.50153,143.53291,143.5235
2013-03-05,143.56322,143.54567,143.57735,143.51273,143.5103,143.55174,143.59059
2013-03-06,143.56264,143.52115,143.5503,143.48224,143.52078,143.51727,143.52988
2013-03-07,143.4612,143.54593,143.49196,143.54079,143.49025,143.49261,143.51723
2013-03-08,143.51053,143.52092,143.51988,143.51555,143.51913,143.50943,143.46796
2013-03-10,143.52,143.54607,143.57986,143.47589,143.4546,143.5182,143.51006
2013-03-11,143.5321,143.52074,143.5185,143.52568,143.50175,143.53479,143.50078
2013-03-12,143.50768,143.49187,143.50784,143.5208,143.52357,143.50264,143.42255
2013-03-13,143.50937,143.56154,143.455,143.47533,143.53435,143.42073,143.43742
2013-03-14,143.54031,143.5107,143.48831,143.52612,143.33508,143.32024,143.31963
2013-03-15,143.48996,143.48735,143.47443,143.37395,143.37369,143.37872,143.33636
2013-03-17,143.4806,143.47598,143.36302,143.39935,143.37296,143.50636,143.42805
2013-03-18,143.51909,143.33777,143.37299,143.41281,143.36984,143.42937,143.43166
2013-03-19,143.40244,143.50668,143.36612,143.34781,143.37074,143.43137,143.40512
2013-03-20,143.37334,143.33066,143.42015,143.37083,143.36784,143.43723,143.39949
2013-03-21,143.3742,143.3171,143.47934,143.39206,143.3688,143.3739,143.3291
2013-03-22,143.37106,143.48337,143.34637,143.40466,143.36305,143.2412,143.20685
2013-03-24,143.37206,143.39804,143.33386,143.34613,143.34952,143.24072,143.09041
2013-03-25,143.3691,143.37656,143.48773,143.29195,143.25421,143.15497,143.11989
2013-03-26,143.37012,143.41707,143.38333,143.24197,143.17052,143.0874,143.09808
2013-03-27,143.36732,143.30984,143.229,143.11342,143.12634,143.06744,143.01791
2013-03-28,143.27806,143.22491,143.13882,143.07146,143.08728,143.00496,143.03456
2013-03-31,143.22264,143.14062,143.10922,143.04237,143.04424,143.04912,143.01982
2013-04-01,143.13895,143.14642,143.05414,143.0696,143.04318,143.00449,143.03494
2013-04-02,143.0808,143.02702,143.04002,143.03587,143.00945,142.99832,142.99979
2013-04-03,143.07393,143.04857,143.0069,143.01945,143.04373,143.07272,143.10895
2013-04-04,143.06244,143.03938,143.0532,143.03616,143.05551,143.16434,143.16536
2013-04-05,142.95494,142.99771,142.98799,143.03917,143.0971,143.13522,143.27808
2013-04-07,142.97263,143.0297,143.05397,143.09782,143.14949,143.24876,143.38351
2013-04-08,142.99203,143.04803,143.09273,143.14339,143.24376,143.31686,143.46982
2013-04-09,143.03549,143.07805,143.14993,143.25842,143.29103,143.4129,143.51358
2013-04-10,143.12566,143.21419,143.2337,143.36644,143.36296,143.44989,143.53137
2013-04-11,143.13306,143.26901,143.36621,143.44331,143.45114,143.48987,143.6919
2013-04-12,143.25815,143.32394,143.42514,143.4234,143.52545,143.62361,143.78246
2013-04-14,143.38152,143.3952,143.47673,143.52046,143.6517,143.73083,143.91388
2013-04-15,143.33606,143.46793,143.61935,143.6435,143.70935,143.92612,144.366
2013-04-16,143.4928,143.51904,143.68921,143.78117,143.88705,144.33827,144.35118
2013-04-17,143.49788,143.66557,143.7631,143.89894,144.31023,144.45276,144.33899
2013-04-18,143.66718,143.75897,143.91986,144.3108,144.24219,144.41165,144.48676
2013-04-19,143.75417,143.87424,144.35889,144.40074,144.43172,144.48836,144.91425
2013-04-21,143.89308,144.3191,144.39075,144.40627,144.46759,144.87216,145.38074
2013-04-22,144.3654,144.38817,144.4758,144.46346,144.85649,145.40002,147.71155
2013-04-23,144.3425,144.40698,144.49268,144.83748,145.30243,147.7583,149.28276
2013-04-24,144.39015,144.45198,144.85796,145.37756,147.72066,149.26869,149.57072
2013-04-25,144.52692,144.8224,145.35439,147.69057,149.3141,149.53702,149.89343
2013-04-26,144.84575,145.34174,147.76523,149.28922,149.5784,149.90686,149.99792
2013-04-28,145.39105,147.70181,149.22545,149.57814,149.90778,149.97595,150.93806
2013-04-29,147.78001,149.28612,149.52031,149.90273,149.94711,150.92978,150.95839
2013-04-30,149.31895,149.57117,149.89014,149.97821,150.86923,151.00179,151.12988
2013-05-01,149.49019,149.87437,149.9779,150.9544,151.00247,151.17838,151.27551
2013-05-02,149.89822,149.97,150.93134,150.97092,151.16426,151.27731,151.2997
2013-05-03,150.00943,150.93678,150.99344,151.15556,151.25717,151.31464,151.42706
2013-05-05,150.91795,151.02304,151.23125,151.27576,151.315,151.44188,151.48773
2013-05-06,150.9854,151.1306,151.27536,151.29796,151.45596,151.50325,151.53917
2013-05-07,151.16373,151.28809,151.3526,151.43169,151.5284,151.53886,151.66582
2013-05-08,151.26723,151.31943,151.413,151.47757,151.57033,151.75182,151.75833
2013-05-09,151.33212,151.38232,151.46121,151.59692,151.66373,151.7314,151.73984
2013-05-10,151.46996,151.44362,151.63623,151.62668,151.71017,151.72412,151.8908
2013-05-12,151.49866,151.53415,151.63408,151.69334,151.82265,151.84996,151.95193
2013-05-13,151.5917,151.6242,151.6817,151.73714,151.92296,151.84299,152.11253
2013-05-14,151.60704,151.75244,151.76447,151.85387,151.85933,151.98573,152.0771
2013-05-15,151.70494,151.79677,151.82181,151.90834,151.98988,152.15701,152.25273
2013-05-16,151.7737,151.90349,151.91415,151.98534,152.12767,152.24098,152.53008
2013-05-17,151.79803,151.9812,151.96974,152.15771,152.2632,152.50029,152.90004
2013-05-19,151.93631,152.01466,152.1796,152.2669,152.49556,153.03764,153.18085
2013-05-20,152.04634,152.12514,152.26515,152.49753,152.97395,153.17851,153.14308
2013-05-21,152.16072,152.27698,152.49211,152.97772,153.17427,153.12576,153.05562
2013-05-22,152.23822,152.45796,152.99973,153.16971,153.1027,153.08707,153.02107
2013-05-23,152.4521,152.96266,153.26453,153.1722,153.12762,153.123,153.2521
2013-05-24,152.96292,153.17305,153.11058,153.10432,153.08702,153.31941,153.29846
2013-05-26,153.16351,153.10208,153.09763,153.01347,153.21497,153.27887,153.4353
2013-05-27,153.069,153.10695,153.12306,153.23973,153.32008,153.36499,153.40625
2013-05-28,153.14458,153.0661,153.25108,153.26657,153.39182,153.43057,153.34465
2013-05-29,153.114,153.2211,153.28017,153.38336,153.42508,153.44417,153.38733
2013-05-30,153.29129,153.30153,153.40263,153.42848,153.3747,153.37683,153.44357
2013-05-31,153.30278,153.46523,153.41165,153.45439,153.37442,153.36284,153.34622
2013-06-02,153.44121,153.40567,153.4189,153.38779,153.45412,153.4318,153.41759
2013-06-03,153.35997,153.41508,153.38278,153.3823,153.47766,153.44601,153.44254
2013-06-04,153.39285,153.42427,153.3954,153.45834,153.41548,153.37556,153.36588
2013-06-05,153.38583,153.42847,153.44461,153.48073,153.32494,153.36102,153.44186
2013-06-06,153.39711,153.39587,153.4027,153.4136,153.3335,153.47849,153.4791
2013-06-07,153.42514,153.40341,153.41194,153.40358,153.44484,153.40837,153.43849
2013-06-09,153.41951,153.40663,153.4196,153.45876,153.4687,153.42949,153.43884
2013-06-10,153.4685,153.42137,153.47539,153.41176,153.40866,153.47417,153.43425
2013-06-11,153.4089,153.4548,153.42609,153.47823,153.44809,153.50812,153.42981
2013-06-12,153.46895,153.45955,153.43094,153.47302,153.44897,153.41727,153.43117
2013-06-13,153.38744,153.46078,153.47604,153.41597,153.45164,153.40144,153.24425
2013-06-14,153.43475,153.42285,153.4257,153.4591,153.38835,153.22804,153.0659
2013-06-16,153.43889,153.42477,153.43066,153.41263,153.22751,153.12587,153.01529
2013-06-17,153.46269,153.42546,153.4357,153.18031,153.09267,153.0615,152.96793
2013-06-18,153.44066,153.31564,153.18015,153.07654,153.038,152.97508,152.85886
2013-06-19,153.42838,153.19768,153.07892,153.09506,152.99239,152.89449,152.82208
2013-06-20,153.26765,153.11049,153.00186,152.99689,152.88594,152.89272,152.8317
2013-06-21,153.12671,153.02426,152.99944,152.93916,152.94086,152.83905,152.6713
2013-06-23,153.06256,153.01561,152.89914,152.91289,152.77014,152.78973,152.64963
2013-06-24,152.97302,152.92253,152.87732,152.84776,152.77403,152.62476,152.31151
2013-06-25,152.89383,152.91592,152.82658,152.79973,152.65553,152.36638,152.20367
2013-06-26,152.9076,152.80908,152.75764,152.62386,152.33417,152.14339,151.55417
2013-06-27,152.81683,152.7496,152.59523,152.39156,152.21619,151.59058,151.58484
2013-06-28,152.64697,152.63586,152.34752,152.18631,151.57019,151.59529,151.57019
2013-06-30,152.57889,152.35147,152.26482,151.57097,151.60687,151.59917,151.28429
2013-07-01,152.34273,152.158,151.60303,151.56458,151.5653,151.30327,151.17072
2013-07-02,152.16232,151.5192,151.57736,151.59686,151.23135,151.22797,151.09198
2013-07-03,151.58636,151.6188,151.57545,151.21121,151.15018,151.05812,150.98854
2013-07-04,151.57353,151.59706,151.21852,151.21938,151.06177,150.98863,150.91734
2013-07-05,151.56369,151.27434,151.15524,151.0772,150.99144,150.91815,150.90092
2013-07-07,151.20396,151.15466,151.1175,151.03467,150.94565,150.94373,150.82426
2013-07-08,151.21367,151.07883,151.09373,150.98586,150.89972,150.81172,150.84244
2013-07-09,151.1248,151.01834,150.94092,150.89792,150.8505,150.82086,150.76678
2013-07-10,151.0357,151.00883,150.89476,150.8606,150.79163,150.77391,150.69757
2013-07-11,150.97604,150.9115,150.8871,150.81133,150.74156,150.74005,150.67905
2013-07-12,150.90225,150.81317,150.755,150.71442,150.75282,150.62901,150.72621
2013-07-14,150.84096,150.86147,150.73543,150.7296,150.59633,150.6561,150.63123
2013-07-15,150.85529,150.74779,150.7193,150.65346,150.69603,150.73964,150.62358
2013-07-16,150.72783,150.69638,150.72209,150.6858,150.76764,150.68102,150.72836
2013-07-17,150.70073,150.70683,150.6379,150.65396,150.66139,150.72238,150.71942
2013-07-18,150.6615,150.72137,150.69537,150.75743,150.75534,150.74588,150.70963
2013-07-19,150.71802,150.67453,150.69893,150.73047,150.71967,150.7016,150.73753
2013-07-21,150.7092,150.69543,150.7031,150.72998,150.74698,150.69112,150.77328
2013-07-22,150.70988,150.69652,150.75595,150.7311,150.7135,150.73318,150.79764
2013-07-23,150.74524,150.73355,150.74092,150.72871,150.73656,150.78784,150.79315
2013-07-24,150.77974,150.71953,150.7007,150.71906,150.85405,150.85104,150.81323
2013-07-25,150.80342,150.72186,150.76212,150.78964,150.79422,150.80412,150.83617
2013-07-26,150.71416,150.77574,150.79073,150.78189,150.83542,150.81732,150.80208
2013-07-28,150.78505,150.77774,150.79964,150.79008,150.86421,150.82623,150.81021
2013-07-29,150.80696,150.86003,150.77646,150.79428,150.86214,150.78479,150.78587
2013-07-30,150.80048,150.7721,150.81584,150.79298,150.7775,150.84422,150.81285
2013-07-31,150.79349,150.78441,150.78915,150.80986,150.86128,150.81287,150.78638
2013-08-01,150.78088,150.85785,150.79062,150.79282,150.79518,150.7809,150.77744
2013-08-02,150.77977,150.81543,150.81778,150.81027,150.78973,150.7859,150.75266
2013-08-04,150.8117,150.78445,150.80655,150.79245,150.80444,150.79208,150.80981
2013-08-05,150.80644,150.85516,150.78854,150.81068,150.7724,150.77106,150.80017
2013-08-06,150.86322,150.81435,150.7918,150.7921,150.77531,150.83939,150.76958
2013-08-07,150.82759,150.76192,150.8012,150.8111,150.80563,150.76959,150.7034
2013-08-08,150.8108,150.79044,150.77559,150.79175,150.75473,150.75642,150.73038
2013-08-09,150.7799,150.86098,150.78813,150.72209,150.70073,150.71732,150.70953
2013-08-11,150.77888,150.81909,150.75906,150.68893,150.71681,150.72873,150.73666
2013-08-12,150.81479,150.75084,150.68718,150.72922,150.72649,150.71385,150.68651
2013-08-13,150.78593,150.71738,150.68396,150.72534,150.70311,150.72166,150.77037
2013-08-14,150.71379,150.67613,150.71217,150.68767,150.72343,150.71143,150.81142
2013-08-15,150.6952,150.6958,150.72272,150.73001,150.73541,150.78763,150.87086
2013-08-16,150.70476,150.73917,150.70973,150.76677,150.7824,150.89679,150.97238
2013-08-18,150.75763,150.71848,150.80603,150.85149,150.84833,150.99825,151.21344
2013-08-19,150.70323,150.75931,150.79048,150.97208,150.97484,151.17558,151.29105
2013-08-20,150.7559,150.7727,150.88834,151.03107,151.16429,151.3234,151.34755
2013-08-21,150.82376,150.92679,150.99606,151.15646,151.24144,151.51062,151.50673
2013-08-22,150.90646,151.00365,151.20601,151.30016,151.40128,151.50127,151.46753
2013-08-23,151.0205,151.20187,151.26904,151.44861,151.48103,151.52469,151.51129
2013-08-25,151.14314,151.27933,151.44102,151.63133,151.49237,151.47281,151.9869
2013-08-26,151.25127,151.34198,151.51982,151.50742,151.53741,151.97345,152.00902
2013-08-27,151.461,151.47581,151.52945,151.51276,151.99493,151.9943,151.98624
2013-08-28,151.48953,151.54822,151.55417,151.9633,151.97,152.05745,152.00932
2013-08-29,151.4956,151.50995,151.98315,151.97597,151.99033,151.94263,151.98602
2013-08-30,151.49881,151.97646,152.01195,152.03513,152.02066,152.07196,152.00958
2013-09-01,151.99352,152.0054,152.0013,152.00674,151.96211,151.9714,151.98573
2013-09-02,151.99826,151.99446,151.9828,151.946,151.97905,151.99323,152.00969
2013-09-03,152.00302,152.0181,152.0197,151.97514,152.00433,152.06075,152.09216
2013-09-04,152.00615,152.01317,152.0061,152.03738,152.03789,152.09694,152.17343
2013-09-05,152.0156,151.99918,152.03583,152.00757,152.17703,152.221,152.23668
2013-09-06,152.02196,152.02979,151.98128,152.13795,152.26701,152.36237,152.3556
2013-09-08,152.02629,151.9733,152.10388,152.23009,152.27306,152.3963,152.46284
2013-09-09,151.98962,152.12799,152.29126,152.3445,152.40065,152.39052,152.49846
2013-09-10,152.086,152.26778,152.27045,152.40315,152.37257,152.51347,152.87628
2013-09-11,152.2211,152.26303,152.35976,152.45857,152.5767,152.87444,152.94417
2013-09-12,152.39981,152.37537,152.40637,152.52536,152.83347,152.8947,152.98108
2013-09-13,152.37328,152.413,152.47182,152.8842,152.9264,152.95091,153.34004
2013-09-15,152.43901,152.50003,152.78963,152.91771,152.9554,153.32,153.60971
2013-09-16,152.56476,152.87332,152.91241,152.95566,153.40215,153.63763,153.70044
2013-09-17,152.87407,152.90123,152.96431,153.37479,153.65074,153.67354,153.94409
2013-09-18,152.93732,152.93913,153.42834,153.6815,153.65422,154.0191,154.39203
2013-09-19,153.01277,153.36641,153.70804,153.66733,153.95499,154.43979,154.8634
2013-09-20,153.32033,153.649,153.66743,153.99232,154.36137,154.83453,155.13795
2013-09-22,153.70609,153.70615,153.9885,154.40326,154.84958,155.11293,155.53693
2013-09-23,153.69771,153.96895,154.3894,154.79124,155.08826,155.5053,155.92963
2013-09-24,154.01143,154.41223,154.86194,155.10992,155.55377,155.93657,155.9451
2013-09-25,154.33698,154.79619,155.10219,155.55258,155.88768,156.04776,156.18001
2013-09-26,154.812,155.1339,155.55269,155.8141,156.04913,156.19215,157.17691
2013-09-27,155.09105,155.58926,155.9396,155.98817,156.20407,157.17165,157.54243
2013-09-29,155.52582,155.95287,155.95358,156.20885,157.22379,157.52777,157.54617
2013-09-30,155.89624,155.97496,156.07874,157.22949,157.44157,157.58014,157.52145
2013-10-01,155.94424,156.22198,157.21568,157.49918,157.66814,157.58075,157.5361
2013-10-02,156.17311,157.17065,157.50592,157.54114,157.61961,157.53304,157.56863
2013-10-03,157.18748,157.52336,157.55618,157.53384,157.60486,157.52164,157.50636
2013-10-04,157.51634,157.57912,157.51845,157.54318,157.59154,157.55681,157.60832
2013-10-06,157.58759,157.56755,157.5782,157.59457,157.50697,157.55676,157.52121
2013-10-07,157.55484,157.5972,157.50504,157.58623,157.49174,157.54771,157.56474
2013-10-08,157.58893,157.54779,157.60692,157.53265,157.50429,157.5756,157.57718
2013-10-09,157.55966,157.58115,157.52512,157.54253,157.5753,157.57304,157.59483
2013-10-10,157.57689,157.56984,157.56522,157.58765,157.54414,157.57396,157.57239
2013-10-11,157.60057,157.59883,157.56416,157.57663,157.60667,157.54933,157.55164
2013-10-13,157.58202,157.55045,157.5667,157.59885,157.50827,157.58212,157.58739
2013-10-14,157.58238,157.59198,157.56566,157.54204,157.5597,157.59543,157.60547
2013-10-15,157.54138,157.56778,157.5681,157.54924,157.58234,157.62447,157.7153
2013-10-16,157.5586,157.54544,157.56702,157.61444,157.62375,157.63556,157.7201
2013-10-17,157.53677,157.56282,157.61458,157.6493,157.66853,157.77551,157.9117
2013-10-18,157.5795,157.61246,157.64464,157.68416,157.72267,157.94125,157.85635
2013-10-20,157.59134,157.62013,157.65201,157.81183,157.88539,157.91536,157.73172
2013-10-21,157.64,157.69936,157.78314,157.99355,157.88483,157.7147,157.75479
2013-10-22,157.68098,157.74983,157.91905,157.9283,157.74211,157.73929,157.83278
2013-10-23,157.72418,157.93718,157.88977,157.7075,157.75273,157.8035,157.86362
2013-10-24,157.93642,157.92734,157.74579,157.78773,157.81934,157.85497,157.82533
2013-10-25,157.93048,157.66772,157.75703,157.8545,157.83002,157.82237,157.84557
2013-10-27,157.7433,157.74591,157.81047,157.79622,157.80832,157.83171,157.80186
2013-10-28,157.69153,157.85997,157.84195,157.90259,157.85652,157.76903,157.70898
2013-10-29,157.76926,157.86514,157.82785,157.7826,157.78453,157.71811,157.6691
2013-10-30,157.85818,157.7949,157.77238,157.751,157.69092,157.67848,157.54027
2013-10-31,157.834,157.77617,157.82397,157.66104,157.64542,157.61577,157.6034
2013-11-01,157.8062,157.75989,157.71948,157.69116,157.56535,157.56638,157.53859
2013-11-03,157.75977,157.66992,157.65118,157.67178,157.6234,157.65276,157.68716
2013-11-04,157.68817,157.62584,157.66385,157.63168,157.66637,157.59375,157.58405
2013-11-05,157.63748,157.53827,157.60005,157.60637,157.64062,157.59013,157.58554
2013-11-06,157.54297,157.60551,157.55339,157.59718,157.56024,157.6598,157.58669
2013-11-07,157.54453,157.66183,157.64503,157.58041,157.61693,157.54997,157.5845
2013-11-08,157.60002,157.62865,157.65167,157.63914,157.65903,157.62047,157.5856
2013-11-10,157.65344,157.5487,157.59221,157.53467,157.63391,157.56383,157.58345
2013-11-11,157.61322,157.6209,157.5482,157.57869,157.55498,157.57558,157.5846
2013-11-12,157.67938,157.56558,157.59726,157.56648,157.6108,157.60739,157.7039
2013-11-13,157.64726,157.61955,157.55087,157.62352,157.65236,157.71506,157.74008
2013-11-14,157.67166,157.6127,157.63997,157.57425,157.7391,157.76738,157.81107
2013-11-15,157.59421,157.60951,157.63586,157.70863,157.78615,157.82104,157.84644
2013-11-17,157.5941,157.59282,157.66757,157.79654,157.79295,157.85475,157.91599
2013-11-18,157.59521,157.69064,157.73746,157.8135,157.81262,157.93118,158.0536
2013-11-19,157.7622,157.7981,157.8514,157.87936,157.96059,158.08777,158.28006
2013-11-20,157.77382,157.82726,157.88669,157.93721,158.1078,158.25441,158.29703
2013-11-21,157.82893,157.87006,157.93457,158.12993,158.27315,158.26736,158.33994
2013-11-22,157.84692,157.90097,158.13307,158.25423,158.27469,158.29082,158.41435
2013-11-24,157.88881,158.09225,158.28082,158.28554,158.3243,158.47327,158.50833
2013-11-25,158.08473,158.27187,158.24966,158.35039,158.48166,158.5077,158.58159
2013-11-26,158.20224,158.28061,158.32275,158.45868,158.52032,158.54922,158.61635
2013-11-27,158.26762,158.33362,158.43663,158.5208,158.56479,158.61633,158.65948
2013-11-28,158.31192,158.46732,158.47685,158.5804,158.62422,158.64131,158.95895
2013-11-29,158.48706,158.51999,158.61523,158.63164,158.66742,158.94203,158.9547
2013-12-01,158.50172,158.59547,158.59938,158.65623,158.97755,158.95671,160.48761
2013-12-02,158.53249,158.57442,158.62228,158.91502,158.94717,160.48,161.05598
2013-12-03,158.60101,158.72903,158.92616,158.95146,160.4319,161.06429,161.1197
2013-12-04,158.61145,158.93465,158.97112,160.53088,161.0278,161.11081,161.32803
2013-12-05,158.94916,158.9244,160.51027,161.03484,161.09706,161.27612,161.37326
2013-12-06,158.95387,160.4452,161.03679,161.09027,161.27826,161.32556,161.52225
2013-12-08,160.50914,161.0313,161.10196,161.2529,161.35155,161.5455,163.00911
2013-12-09,161.03148,161.09285,161.26157,161.35786,161.55647,163.02011,163.88039
2013-12-10,161.09125,161.22913,161.29657,161.5177,163.04419,163.83893,164.10204
2013-12-11,161.27199,161.28506,161.48924,162.98703,163.90596,164.11371,164.39156
2013-12-12,161.31815,161.50053,163.02211,163.98958,164.11412,164.41641,164.71005
2013-12-13,161.5194,163.02777,163.92174,164.10449,164.40915,164.71022,165.90776
2013-12-15,163.02315,163.82556,164.15474,164.41888,164.67865,165.90816,166.57808
2013-12-16,163.81674,164.14397,164.37726,164.69334,165.90973,166.57654,167.05777
2013-12-17,164.1146,164.36487,164.6901,165.89879,166.56308,167.10814,167.3258
2013-12-18,164.39284,164.7045,165.89255,166.54172,167.10776,167.32036,167.40375
2013-12-19,164.72522,165.9859,166.51308,167.15558,167.32726,167.50185,167.48933
2013-12-20,165.88298,166.58264,167.05803,167.28932,167.49524,167.54062,167.67584
2013-12-22,166.61327,167.08595,167.2423,167.47409,167.50163,167.659,167.8881
2013-12-23,167.09172,167.28769,167.42542,167.47916,167.62256,167.90894,167.9973
2013-12-24,167.32138,167.39365,167.4709,167.70985,167.96072,167.93825,167.98706
2013-12-26,167.43718,167.47993,167.64915,167.87624,167.96011,168.04034,168.0532
2013-12-27,167.57501,167.63109,167.9178,168.00827,168.02188,168.00874,168.26678
2013-12-29,167.67006,167.91174,167.95793,167.98505,168.04422,168.23698,168.33466
2013-12-30,167.93019,167.99248,168.0015,168.05571,168.30087,168.2785,168.44795
2013-12-31,168.00992,168.03482,168.035,168.22908,168.27588,168.45477,168.56648
2014-01-01,167.97296,168.03175,168.23036,168.33328,168.48407,168.5676,168.76314
2014-01-02,168.01831,168.20244,168.31,168.46211,168.51764,168.7313,169.22224
2014-01-03,168.22664,168.3028,168.47314,168.56514,168.67476,169.21521,169.20407
2014-01-05,168.30296,168.4249,168.59164,168.73412,169.1457,169.2221,169.36223
2014-01-06,168.44023,168.55984,168.69792,169.19765,169.24594,169.2931,170.02965
2014-01-07,168.60263,168.65694,169.11182,169.21753,169.35542,170.02797,170.1865
2014-01-08,168.68155,169.21603,169.18611,169.26697,169.9445,170.14775,170.19919
2014-01-09,169.12871,169.2135,169.2577,170.02893,170.17886,170.1836,170.42264
2014-01-10,169.21582,169.20943,170.03647,170.17905,170.15599,170.46523,170.4993
2014-01-12,169.25395,169.99036,170.24225,170.16872,170.50398,170.4725,170.52663
2014-01-13,169.98355,170.22339,170.18237,170.44989,170.52121,170.5026,170.68655
2014-01-14,170.1694,170.1635,170.4701,170.51889,170.55591,170.62108,170.72478
2014-01-15,170.15298,170.45145,170.5453,170.48938,170.58673,170.77727,170.83266
2014-01-16,170.45189,170.51636,170.60611,170.57718,170.73476,170.83537,171.02823
2014-01-17,170.51071,170.56203,170.60954,170.71065,170.79326,171.10269,171.13393
2014-01-19,170.50656,170.62152,170.72052,170.81097,171.07379,171.07698,171.10127
2014-01-20,170.57655,170.6976,170.7377,171.06194,171.10263,171.14671,171.14209
2014-01-21,170.79095,170.79175,171.05235,171.0881,171.12224,171.17258,171.10039
2014-01-22,170.87735,171.09464,171.07141,171.14095,171.14252,171.12462,171.17206
2014-01-23,171.02473,171.08539,171.15576,171.12001,171.12201,171.15802,171.14479
2014-01-24,171.10008,171.15477,171.18504,171.14047,171.14293,171.15395,171.15617
2014-01-26,171.14868,171.10208,171.14108,171.11972,171.12169,171.11209,171.09872
2014-01-27,171.16455,171.12975,171.10915,171.14085,171.14326,171.1569,171.1034
2014-01-28,171.13364,171.19182,171.16771,171.1194,171.12137,171.1733,171.15591
2014-01-29,171.10654,171.13127,171.12265,171.14119,171.14357,171.08247,171.10794
2014-01-30,171.10097,171.12141,171.12639,171.11908,171.12108,171.14691,171.17113
2014-01-31,171.10068,171.12682,171.1625,171.14148,171.14388,171.16016,171.15294
2014-02-02,171.10532,171.21634,171.12183,171.1188,171.1208,171.11028,171.1059
2014-02-03,171.13281,171.10385,171.12572,171.14177,171.14413,171.17557,171.10155
2014-02-04,171.1628,171.1363,171.16371,171.11852,171.12054,171.08794,171.12303
2014-02-05,171.16003,171.13976,171.121,171.14203,171.06616,170.98625,170.77734
2014-02-06,171.17915,171.14183,171.12505,171.09984,171.0139,170.79227,170.7624
2014-02-07,171.16754,171.13951,171.14102,171.03087,170.82216,170.7426,170.73637
2014-02-09,171.16101,171.09357,171.10782,170.84036,170.73862,170.75668,170.62791
2014-02-10,171.09265,171.07014,170.823,170.75856,170.72841,170.60986,170.12378
2014-02-11,171.04872,170.81456,170.76334,170.7098,170.58968,170.12256,170.08354
2014-02-12,170.82257,170.74211,170.7089,170.5925,170.1342,170.12424,170.11931
2014-02-13,170.74728,170.73325,170.61168,170.11217,170.07056,170.09335,170.0604
2014-02-14,170.72354,170.62384,170.12408,170.08517,170.09714,170.14442,170.15567
2014-02-16,170.63684,170.13385,170.112,170.1287,170.10526,170.14597,170.12692
2014-02-17,170.12132,170.10487,170.15108,170.0967,170.14865,170.10994,170.1056
2014-02-18,170.12715,170.11488,170.12654,170.14828,170.13864,170.11778,170.16682
2014-02-19,170.13771,170.1549,170.15295,170.12521,170.07782,170.1243,170.08797
2014-02-20,170.13837,170.12064,170.10176,170.15166,170.12453,170.09106,170.29103
2014-02-21,170.11232,170.12831,170.12375,170.14006,170.12077,170.2455,170.19525
2014-02-23,170.12283,170.1347,170.15742,170.15895,170.28645,170.25615,170.1125
2014-02-24,170.17534,170.10234,170.1416,170.28699,170.17395,170.15457,170.20888
2014-02-25,170.10178,170.11362,170.25105,170.17368,170.21141,170.1523,170.1432
2014-02-26,170.11998,170.25801,170.21172,170.21126,170.06223,170.0191,169.89307
2014-02-27,170.20914,170.2105,170.14764,170.06148,170.11543,169.91266,169.92175
2014-02-28,170.20535,170.12112,170.14381,170.11487,170.01073,169.91275,169.8978
2014-03-02,170.25606,170.16798,170.10986,169.90944,169.94006,169.91008,169.91121
2014-03-03,170.12811,170.06244,169.923,169.93114,169.88481,169.95107,169.92238
2014-03-04,170.07758,169.89067,169.8871,169.91122,169.91122,169.90474,170.13045
2014-03-05,169.92912,169.93715,169.89777,169.89464,169.96829,169.97426,170.08107
2014-03-06,169.91127,169.94646,169.94356,169.91998,170.04094,170.15868,170.12503
2014-03-07,169.92957,169.9173,169.90254,170.09193,170.08669,170.16945,170.15317
2014-03-09,169.91104,169.93044,170.01279,170.04117,170.24353,170.13847,170.17874
2014-03-10,169.9299,170.08566,170.10222,170.29948,170.18596,170.12582,170.14378
2014-03-11,170.15517,170.21365,170.1971,170.19235,170.24031,170.16052,170.0923
2014-03-12,170.14958,170.1803,170.17213,170.14638,170.15833,170.15717,170.20778
2014-03-13,170.15126,170.1422,170.2202,170.12917,170.20996,170.12436,170.16295
2014-03-14,170.12808,170.17888,170.20183,170.18753,170.15263,170.16614,170.13382
2014-03-16,170.12834,170.24467,170.13094,170.15868,170.1602,170.13527,170.1367
2014-03-17,170.13744,170.16435,170.15002,170.2167,170.20789,170.16821,170.16536
2014-03-18,170.1205,170.13333,170.25082,170.15808,170.19672,170.21812,170.13307
2014-03-19,170.16183,170.13617,170.15244,170.21884,170.14133,170.24744,170.1362
2014-03-20,170.13739,170.16556,170.15599,170.2077,170.14755,170.0771,170.16699
2014-03-21,170.14842,170.13223,170.1409,170.14828,170.1395,170.12334,170.13226
2014-03-23,170.12552,170.13547,170.16447,170.15459,170.18721,170.16948,170.1355
2014-03-24,170.14688,170.16716,170.16808,170.20049,170.14026,170.16153,170.21822
2014-03-25,170.11522,170.13145,170.13802,170.19016,170.14594,170.22336,170.44897
2014-03-26,170.1259,170.13481,170.1551,170.12943,170.25119,170.30063,170.37709
2014-03-27,170.13824,170.14444,170.11978,170.19589,170.46315,170.39114,170.40509
