,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD
2011-12-16,1.6191101,1.620903,1.6133347,1.6119614,1.6131363,1.6151428,1.6114731
2011-12-18,1.6171875,1.615593,1.612587,1.6111679,1.6130371,1.6091614,1.6128464
2011-12-19,1.6155853,1.6123962,1.610611,1.6078415,1.6102295,1.6088486,1.607933
2011-12-20,1.6095428,1.6059036,1.6110001,1.6115341,1.6059341,1.6076965,1.6045837
2011-12-21,1.6097794,1.6123123,1.6076279,1.6095352,1.612854,1.6089478,1.5996323
2011-12-22,1.6101761,1.610321,1.608818,1.602623,1.6040192,1.6080627,1.605278
2011-12-23,1.6100388,1.610321,1.6038742,1.6080933,1.6014252,1.6067429,1.5993271
2011-12-27,1.6138229,1.6085892,1.612999,1.6079559,1.5978775,1.5985565,1.6021729
2011-12-28,1.609024,1.6121902,1.6061249,1.6102142,1.609787,1.5976562,1.5993576
2011-12-29,1.5998688,1.608223,1.6013718,1.5949402,1.6101913,1.6029282,1.6006927
2011-12-30,1.6041412,1.6062241,1.607727,1.6019974,1.6035538,1.5994492,1.599617
2012-01-02,1.6004028,1.6000366,1.603363,1.6007614,1.6113892,1.6028366,1.5914307
2012-01-03,1.6023407,1.5962524,1.606575,1.5981369,1.5958481,1.6073532,1.602417
2012-01-04,1.605011,1.6081238,1.6018143,1.6193085,1.597702,1.5927658,1.596405
2012-01-05,1.601677,1.5986252,1.5929565,1.6105576,1.591156,1.5941925,1.5884857
2012-01-06,1.6018524,1.6048737,1.5991821,1.6056137,1.5982895,1.5994949,1.59552
2012-01-08,1.5945053,1.60009,1.5975266,1.5974197,1.5945282,1.5933228,1.589653
2012-01-09,1.5945587,1.5991364,1.6046066,1.593277,1.59272,1.5864716,1.579361
2012-01-10,1.5952301,1.5989151,1.589035,1.5927734,1.5878906,1.5910187,1.5883942
2012-01-11,1.6042862,1.6018524,1.5832825,1.599678,1.596405,1.6016312,1.5916138
2012-01-12,1.5982513,1.5892792,1.591011,1.590065,1.5908813,1.6060257,1.5861206
2012-01-13,1.5925598,1.588829,1.5961914,1.5810242,1.5897217,1.5929565,1.5845947
2012-01-15,1.5865402,1.5867081,1.5684814,1.5779572,1.5949326,1.587532,1.5787048
2012-01-16,1.5904083,1.578064,1.5887451,1.5898743,1.576889,1.5942688,1.5676117
2012-01-17,1.5741653,1.5830307,1.5950928,1.5875854,1.5917664,1.5891724,1.5798416
2012-01-18,1.5834808,1.5855179,1.5855865,1.5902863,1.5830383,1.5769501,1.5914307
2012-01-19,1.5836563,1.5926437,1.5772858,1.5854416,1.5918732,1.5840454,1.5822296
2012-01-20,1.5887146,1.586998,1.5807648,1.5976715,1.5777054,1.5892792,1.5699081
2012-01-22,1.5735092,1.5887451,1.5831299,1.578865,1.5766449,1.5828552,1.566803
2012-01-23,1.5938339,1.5860977,1.5731201,1.5852432,1.5724945,1.5918274,1.5645142
2012-01-24,1.5764923,1.5812149,1.5888901,1.5839462,1.5868759,1.5823975,1.5819855
2012-01-25,1.5823212,1.5869522,1.5726395,1.5826721,1.5805893,1.564949,1.5859222
2012-01-26,1.57444,1.5883484,1.5837555,1.588501,1.5649567,1.5641403,1.5695038
2012-01-27,1.5706787,1.5854034,1.5697403,1.5827866,1.5803452,1.5883408,1.5793533
2012-01-29,1.5892181,1.5858612,1.5670471,1.6084213,1.5853577,1.5819092,1.5658875
2012-01-30,1.589592,1.5782471,1.5570755,1.5651169,1.5793533,1.5801697,1.552208
2012-01-31,1.5569763,1.5687943,1.5793304,1.6039886,1.5714417,1.5705643,1.5688171
2012-02-01,1.5640869,1.5830765,1.5740204,1.5662918,1.5735474,1.5942688,1.5654144
2012-02-02,1.5590744,1.580307,1.5689011,1.6023178,1.5774765,1.5566711,1.587143
2012-02-03,1.5764999,1.5695801,1.541542,1.5418015,1.5563202,1.5887756,1.5515594
2012-02-05,1.5683823,1.6027069,1.5169983,1.5892334,1.5494003,1.5666504,1.5915909
2012-02-06,1.5857315,1.5700989,1.6147919,1.5553665,1.5802231,1.5899048,1.5676346
2012-02-07,1.5839233,1.6011505,1.585556,1.5901947,1.5506516,1.5603485,1.5569229
2012-02-08,1.572052,1.5929031,1.5218506,1.5568771,1.5871277,1.583519,1.5876389
2012-02-09,1.5882492,1.5627747,1.5969391,1.5396805,1.5586548,1.5623627,1.5602722
2012-02-10,1.612114,1.5522842,1.5902863,1.5672379,1.5848999,1.6089249,1.58181
2012-02-12,1.5454636,1.589798,1.537323,1.57341,1.567337,1.5749435,1.5757675
2012-02-13,1.5535889,1.5541534,1.5948639,1.5558319,1.5827789,1.5727615,1.5666199
2012-02-14,1.6102982,1.5801315,1.5889282,1.5797577,1.5654602,1.5588074,1.5805588
2012-02-15,1.5497894,1.5772781,1.5402908,1.5880585,1.574791,1.6074905,1.5513535
2012-02-16,1.5564346,1.5831604,1.5930023,1.5654068,1.5662766,1.5434952,1.5812149
2012-02-17,1.6068192,1.5761414,1.5876541,1.5729218,1.5620117,1.5524216,1.5569992
2012-02-19,1.5491333,1.5581512,1.5402908,1.5725021,1.5541458,1.5920334,1.5822754
2012-02-20,1.5570374,1.5848999,1.5929337,1.554657,1.5714111,1.5678253,1.5970078
2012-02-21,1.6031113,1.5571976,1.5949936,1.5551834,1.5788574,1.5435486,1.55793
2012-02-22,1.552391,1.6062241,1.5473099,1.564621,1.5692062,1.5667038,1.5831985
2012-02-23,1.5518112,1.5257416,1.5522766,1.579483,1.5321503,1.5828171,1.5583115
2012-02-24,1.5709076,1.5917435,1.5938339,1.5820465,1.5929489,1.5606766,1.5851593
2012-02-26,1.567894,1.5858154,1.5579681,1.5787659,1.5883636,1.5836334,1.563118
2012-02-27,1.5753632,1.5415192,1.5772095,1.5760422,1.5455399,1.5645065,1.5765686
2012-02-28,1.5827789,1.5922394,1.5718613,1.5875854,1.5951462,1.5872803,1.5665283
2012-02-29,1.573288,1.5844345,1.5820236,1.5628586,1.589859,1.5635147,1.5779953
2012-03-01,1.5829315,1.5452652,1.5644608,1.5892715,1.5471497,1.5838013,1.5831299
2012-03-02,1.562973,1.5944138,1.5849075,1.5545807,1.5940552,1.5667572,1.5960159
2012-03-04,1.5868378,1.589508,1.5705948,1.562645,1.5892792,1.5860672,1.5597076
2012-03-05,1.5689163,1.5521927,1.5872421,1.6072922,1.5479889,1.5690918,1.5599518
2012-03-06,1.5831909,1.5928268,1.5624619,1.5587692,1.5936661,1.5860901,1.5986633
2012-03-07,1.5645065,1.5896225,1.5883789,1.5636826,1.588707,1.567627,1.5491104
2012-03-08,1.5895538,1.5498352,1.5673676,1.599678,1.5450516,1.5727234,1.5576324
2012-03-09,1.5676422,1.5918503,1.5861816,1.5543747,1.5887222,1.578659,1.5812073
2012-03-11,1.5562439,1.5877228,1.5605316,1.5837784,1.5711594,1.5701218,1.5577164
2012-03-12,1.5901337,1.5452423,1.5977783,1.5707245,1.5710678,1.568779,1.5720215
2012-03-13,1.5512009,1.5745163,1.5762482,1.5703278,1.5772705,1.5737305,1.5703735
2012-03-14,1.5732193,1.5700607,1.5722275,1.5710678,1.5750732,1.5764008,1.5679626
2012-03-15,1.5617218,1.578476,1.5714722,1.5724411,1.5727539,1.5695877,1.5662918
2012-03-16,1.570816,1.5701828,1.5683289,1.5729294,1.5724945,1.5744476,1.5675278
2012-03-18,1.5763092,1.5702896,1.5719147,1.5735626,1.5713348,1.5819626,1.5770721
2012-03-19,1.5747223,1.5765076,1.5707169,1.5686035,1.5770493,1.5534363,1.5750198
2012-03-20,1.571495,1.5724792,1.5719299,1.572197,1.5672607,1.56987,1.5757294
2012-03-21,1.5712814,1.5656815,1.5772781,1.5744934,1.5705414,1.5723114,1.5773621
2012-03-22,1.5724487,1.5747375,1.5724258,1.5771027,1.5674744,1.5723877,1.5706711
2012-03-23,1.5721283,1.5692825,1.5739212,1.563942,1.5725327,1.5797501,1.5754623
2012-03-25,1.5689774,1.5552826,1.5777588,1.5727463,1.5691757,1.5711441,1.570961
2012-03-26,1.5690079,1.567337,1.5783691,1.5759201,1.5742493,1.5578232,1.5770721
2012-03-27,1.5728607,1.5708847,1.5703812,1.5706482,1.5778275,1.5869446,1.5710831
2012-03-28,1.5685196,1.570015,1.5689468,1.57267,1.5738754,1.5636826,1.5688248
2012-03-29,1.5806198,1.5733109,1.575203,1.5729065,1.5701065,1.5790176,1.5718155
2012-03-30,1.571785,1.5672073,1.5724258,1.5865021,1.570816,1.574234,1.5728531
2012-04-01,1.5738297,1.5714417,1.5749512,1.5775833,1.5753479,1.5726852,1.5750504
2012-04-02,1.5774155,1.5737076,1.5762558,1.5738525,1.5741577,1.5774689,1.5711136
2012-04-03,1.5797806,1.5738297,1.5727539,1.5735245,1.5755997,1.5761261,1.5734406
2012-04-04,1.5715485,1.5740051,1.5789566,1.5775986,1.576355,1.5738678,1.574997
2012-04-05,1.5764008,1.5667343,1.5814285,1.579422,1.5717621,1.5758057,1.5809631
2012-04-08,1.5803299,1.5755081,1.575531,1.5788345,1.5751419,1.5763474,1.5732117
2012-04-09,1.575943,1.572403,1.5757141,1.5756226,1.581192,1.5826492,1.5742264
2012-04-10,1.5783768,1.5723267,1.5777969,1.5756226,1.5730438,1.5745621,1.5775375
2012-04-11,1.5769348,1.5778198,1.56707,1.5756226,1.5771027,1.5793152,1.5865707
2012-04-12,1.5769806,1.5754929,1.5747452,1.5756226,1.5766907,1.5744629,1.5906067
2012-04-13,1.5820084,1.5784073,1.5783234,1.5788345,1.574791,1.5743866,1.5756302
2012-04-15,1.5751724,1.5758362,1.5745697,1.5913162,1.5814743,1.5932236,1.5745926
2012-04-16,1.5802383,1.5781479,1.5872726,1.573494,1.5755005,1.5782471,1.5733643
2012-04-17,1.576622,1.5866318,1.5720673,1.5767212,1.5881195,1.5749588,1.5763626
2012-04-18,1.5707779,1.589325,1.570282,1.5913162,1.5849533,1.5738525,1.5654984
2012-04-19,1.5829926,1.5774307,1.5767746,1.5827866,1.594841,1.5854721,1.5778809
2012-04-20,1.5733337,1.570816,1.5751724,1.575882,1.5794754,1.5880814,1.5828629
2012-04-22,1.5923843,1.5979843,1.5868835,1.580925,1.589447,1.5806961,1.5727539
2012-04-23,1.5880585,1.5757751,1.5738907,1.5914536,1.5808411,1.5975494,1.5851212
2012-04-24,1.5792923,1.5943146,1.5876541,1.5949478,1.5940781,1.6000443,1.5892487
2012-04-25,1.5940094,1.5887985,1.5734406,1.5823059,1.5740967,1.5673904,1.5870361
2012-04-26,1.5885696,1.595787,1.581955,1.5926819,1.5817108,1.5828094,1.5850754
2012-04-27,1.5770035,1.589714,1.5778503,1.59449,1.5912018,1.5915985,1.5882492
2012-04-29,1.5888977,1.5799103,1.5920258,1.5821533,1.584816,1.5885544,1.582901
2012-04-30,1.5806732,1.6032715,1.6003036,1.572792,1.6006927,1.589592,1.5623932
2012-05-01,1.5748062,1.5815735,1.5853424,1.5952911,1.5869293,1.5932007,1.5696106
2012-05-02,1.5796432,1.5967026,1.5868301,1.588211,1.5904007,1.5886612,1.6332855
2012-05-03,1.5883484,1.5645523,1.5866165,1.588974,1.5796127,1.5849838,1.5666962
2012-05-04,1.5771637,1.607132,1.5865784,1.5744095,1.5972443,1.5982971,1.5774689
2012-05-06,1.5887146,1.590332,1.5976257,1.5892334,1.5921783,1.5907288,1.5886002
2012-05-07,1.588089,1.5942001,1.5858994,1.5821991,1.5979614,1.6012726,1.5926895
2012-05-08,1.589119,1.5920029,1.5976715,1.6019821,1.5932465,1.5915985,1.6029282
2012-05-09,1.5874252,1.5905304,1.5930786,1.5837631,1.5888138,1.60112,1.5923233
2012-05-10,1.5954361,1.5963058,1.5928879,1.5974884,1.5855331,1.5984955,1.5936966
2012-05-11,1.5875244,1.591217,1.5922089,1.5997696,1.5983276,1.5927505,1.5934448
2012-05-13,1.5888672,1.5878983,1.5908356,1.5912094,1.5922241,1.5937271,1.5931778
2012-05-14,1.6044388,1.58918,1.5886612,1.5950546,1.5994339,1.5955963,1.5992355
2012-05-15,1.5966797,1.5969543,1.5974426,1.6087646,1.6004333,1.5959167,1.5991364
2012-05-16,1.59758,1.5965424,1.5973129,1.5942154,1.5918655,1.6007004,1.5986328
2012-05-17,1.5963058,1.5939178,1.5953217,1.5998154,1.6014633,1.6059799,1.6008453
2012-05-18,1.6039276,1.5974121,1.5902328,1.60289,1.5971832,1.6066132,1.6039352
2012-05-20,1.5920792,1.5975189,1.6038895,1.605896,1.6029587,1.5960007,1.601471
2012-05-21,1.5958481,1.5972214,1.5989456,1.6041489,1.6105804,1.5950012,1.6118774
2012-05-22,1.604065,1.6022415,1.6130371,1.6120987,1.6275406,1.6021957,1.5798035
2012-05-23,1.6010132,1.6222,1.5952682,1.6203003,1.6059952,1.59758,1.6173782
2012-05-24,1.5895386,1.6049652,1.5966492,1.5984573,1.6062622,1.6232681,1.5794678
2012-05-25,1.6076431,1.6025772,1.620636,1.593811,1.6359711,1.6000519,1.6226578
2012-05-27,1.6078491,1.5999298,1.6221848,1.6133347,1.6147842,1.6172409,1.6051254
2012-05-28,1.589508,1.6019211,1.5817566,1.6018829,1.6009445,1.5875092,1.6049805
2012-05-29,1.6373749,1.5268936,1.6116791,1.5941772,1.6132202,1.6054001,1.59655
2012-05-30,1.6297226,1.6361771,1.6097717,1.6105576,1.5985565,1.5985031,1.6022797
2012-05-31,1.5952911,1.6656952,1.5973053,1.6051102,1.6058121,1.59935,1.5933304
2012-06-01,1.5991516,1.5700455,1.5998611,1.5694962,1.6006088,1.6067581,1.6037598
2012-06-03,1.6026459,1.5543137,1.6131287,1.5916443,1.6015549,1.5988464,1.6111832
2012-06-04,1.6005707,1.6438751,1.5991592,1.5988617,1.6022491,1.6101761,1.6128159
2012-06-05,1.5964661,1.6596756,1.6004333,1.6045532,1.5944138,1.6041489,1.5991898
2012-06-06,1.598259,1.5703812,1.5996552,1.6111069,1.6281357,1.610199,1.6081467
2012-06-07,1.607048,1.5954132,1.6044159,1.6095505,1.6160126,1.5961609,1.6089096
2012-06-08,1.6040802,1.5948944,1.6057968,1.5978775,1.6080399,1.5988998,1.6005478
2012-06-10,1.6184845,1.5991058,1.5990219,1.605629,1.6112595,1.6087875,1.5884323
2012-06-11,1.595581,1.6037598,1.5980377,1.5973282,1.6027069,1.588234,1.6101074
2012-06-12,1.5999222,1.5984344,1.602478,1.5977173,1.6004639,1.6203842,1.6004944
2012-06-13,1.6001816,1.6181412,1.6142654,1.6058655,1.6020584,1.5902481,1.6163177
2012-06-14,1.5943832,1.6139374,1.5962906,1.601059,1.5950851,1.6145782,1.5939865
2012-06-15,1.6002197,1.6094818,1.5936279,1.6124496,1.5918655,1.6024475,1.6027832
2012-06-17,1.6051712,1.5901337,1.5905457,1.5995483,1.605133,1.6041794,1.6036682
2012-06-18,1.6051254,1.6005783,1.6045685,1.596283,1.5927734,1.6043472,1.594902
2012-06-19,1.605751,1.6035538,1.6000366,1.6052704,1.6012268,1.5991211,1.6070251
2012-06-20,1.6008224,1.6032715,1.6024933,1.6007233,1.6058121,1.6023636,1.5867996
2012-06-21,1.603653,1.602768,1.6018372,1.6174927,1.5953598,1.6039658,1.6057816
2012-06-22,1.6168213,1.6026306,1.6027145,1.5805664,1.6071243,1.596672,1.6261749
2012-06-24,1.5897675,1.6115799,1.5811768,1.602829,1.6054077,1.6068115,1.5939255
2012-06-25,1.6031647,1.5976715,1.5901031,1.603653,1.6054153,1.6041107,1.5966034
2012-06-26,1.6004257,1.6052856,1.6142578,1.6009674,1.6325836,1.5864029,1.6146698
2012-06-27,1.6027527,1.6028214,1.5848541,1.6046982,1.6223297,1.6004105,1.6092529
2012-06-28,1.5968246,1.5914917,1.6138763,1.6064072,1.5505676,1.6008606,1.6053619
2012-06-29,1.588501,1.6059875,1.5871277,1.6148071,1.610611,1.6275787,1.5843277
2012-07-01,1.5915222,1.6220856,1.6112518,1.6346283,1.5811768,1.6127777,1.6179657
2012-07-02,1.5865784,1.560524,1.5921555,1.5684814,1.6163483,1.5598602,1.6015472
2012-07-03,1.622879,1.6240158,1.5992432,1.5751953,1.5879822,1.6157303,1.5897217
2012-07-04,1.6177292,1.6168594,1.5986862,1.6290131,1.5925751,1.6095047,1.6017151
2012-07-05,1.5821152,1.5649185,1.5986176,1.5701752,1.6061401,1.5543442,1.60112
2012-07-06,1.5962219,1.6254654,1.5921936,1.5738373,1.5983353,1.6133881,1.5866623
2012-07-08,1.6035614,1.6182022,1.5981445,1.5847778,1.5965118,1.6054611,1.5947876
2012-07-09,1.6134796,1.5952225,1.5969391,1.5951004,1.5939331,1.5932007,1.5957413
2012-07-10,1.5962372,1.6138,1.6045609,1.591629,1.588089,1.5974808,1.5873566
2012-07-11,1.630043,1.5861053,1.6009903,1.5961456,1.5873718,1.5920563,1.6020355
2012-07-12,1.5739365,1.6008759,1.6014862,1.6026154,1.5961685,1.5959473,1.5957718
2012-07-13,1.5838089,1.5919495,1.5957947,1.5929337,1.600502,1.5987549,1.5922012
2012-07-15,1.5968475,1.5900192,1.5952225,1.592308,1.598793,1.5959167,1.5965118
2012-07-16,1.6024628,1.5931015,1.5928345,1.5947571,1.5887146,1.5898819,1.5949097
2012-07-17,1.605629,1.5914383,1.5886154,1.5968323,1.5895233,1.595787,1.5899734
2012-07-18,1.5903473,1.5892868,1.6027298,1.5916367,1.5962753,1.5921097,1.5929718
2012-07-19,1.6054535,1.5956192,1.578865,1.5924072,1.5927277,1.5910797,1.591362
2012-07-20,1.5942612,1.5915451,1.5916061,1.5943451,1.5920792,1.5891113,1.604393
2012-07-22,1.5973282,1.585701,1.5927124,1.5921478,1.5895538,1.5805969,1.5891037
2012-07-23,1.5917892,1.5926666,1.5929718,1.5875015,1.5867081,1.5742493,1.5872879
2012-07-24,1.5925674,1.5918274,1.5896606,1.5744019,1.5760193,1.5867004,1.5783997
2012-07-25,1.590622,1.5902786,1.5874863,1.6020126,1.5883484,1.5655823,1.5720901
2012-07-26,1.5904236,1.5980988,1.5879364,1.6030197,1.60495,1.5984421,1.6112671
2012-07-27,1.5827255,1.604042,1.6059647,1.5989685,1.6137848,1.5611572,1.5609512
2012-07-29,1.5978088,1.5678482,1.5974884,1.5993576,1.6285553,1.5780029,1.5904541
2012-07-30,1.5952606,1.571167,1.5716858,1.5638275,1.5719757,1.5869064,1.587532
2012-07-31,1.5919495,1.5976715,1.5888596,1.5991974,1.5766678,1.5731201,1.5774307
2012-08-01,1.6135559,1.5829468,1.5785294,1.572197,1.6047745,1.5959396,1.5923615
2012-08-02,1.6033401,1.5926971,1.5903015,1.5959015,1.5766907,1.5727081,1.5715332
2012-08-03,1.5803452,1.5870514,1.5989304,1.5981064,1.5963516,1.593689,1.5631485
2012-08-05,1.5859375,1.5685043,1.5744553,1.572113,1.5713043,1.587471,1.5824814
2012-08-06,1.5779114,1.595665,1.5737839,1.5917282,1.5849915,1.5873795,1.5711441
2012-08-07,1.5957184,1.5637741,1.5692902,1.577568,1.5715332,1.578064,1.584938
2012-08-08,1.5733643,1.5937653,1.5882263,1.5625534,1.5814133,1.5765915,1.5637741
2012-08-09,1.5940247,1.5820007,1.5581894,1.5764465,1.5707703,1.5563278,1.5939636
2012-08-10,1.5806503,1.5612717,1.5709534,1.5729599,1.5575562,1.5731812,1.5672379
2012-08-12,1.5816803,1.585907,1.5551529,1.585289,1.5878525,1.5633621,1.5757599
2012-08-13,1.5730438,1.5766754,1.5964508,1.5688553,1.5655823,1.5604706,1.5751724
2012-08-14,1.5822067,1.5856934,1.5741119,1.5964813,1.5805969,1.5670395,1.5745316
2012-08-15,1.5513687,1.577034,1.5828094,1.5677567,1.5750809,1.56176,1.572586
2012-08-16,1.5657806,1.5752945,1.5759964,1.5703125,1.5759125,1.5750961,1.572586
2012-08-17,1.5743637,1.5461197,1.5769653,1.5753174,1.5746078,1.5704346,1.570198
2012-08-19,1.5852051,1.54142,1.5747604,1.5733032,1.5709229,1.5666885,1.5705566
2012-08-20,1.6002884,1.5615387,1.5745621,1.5711823,1.569664,1.5677261,1.5697784
2012-08-21,1.5829926,1.5715485,1.570961,1.5694962,1.5666275,1.5705719,1.5659103
2012-08-22,1.5703888,1.5708389,1.5681152,1.5692368,1.5699081,1.5640564,1.5670166
2012-08-23,1.5715714,1.5686264,1.5658569,1.5673523,1.5656891,1.5668182,1.5651779
2012-08-24,1.5680847,1.5683289,1.5695419,1.5661545,1.5631714,1.5659103,1.5659485
2012-08-26,1.5700226,1.5700836,1.5663986,1.5669098,1.5659485,1.5606232,1.5630722
2012-08-27,1.5700226,1.5655289,1.5686188,1.5609741,1.5588913,1.5631409,1.5641708
2012-08-28,1.5664291,1.5630722,1.5639496,1.5632553,1.5664215,1.5582504,1.5705032
2012-08-29,1.5656128,1.568428,1.5638809,1.5636444,1.5643616,1.548851,1.5720291
2012-08-30,1.5653763,1.5723267,1.561203,1.5686951,1.5655289,1.5683289,1.5715103
2012-08-31,1.5703201,1.5676041,1.5652237,1.5381088,1.5689545,1.5588379,1.5626373
2012-09-02,1.5639191,1.565239,1.5633621,1.5718765,1.5689545,1.5687256,1.5892105
2012-09-03,1.5611649,1.5653076,1.5539627,1.5656967,1.5557022,1.560257,1.5604706
2012-09-04,1.5621109,1.5653076,1.5614548,1.5732269,1.5559998,1.5492477,1.5705643
2012-09-05,1.55336,1.5489731,1.5755081,1.5619965,1.5659409,1.5505371,1.5568924
2012-09-06,1.5431442,1.5735397,1.5724487,1.5556793,1.5584946,1.5635452,1.5797424
2012-09-07,1.5621338,1.5679626,1.5714493,1.5506821,1.5419006,1.5589752,1.5457535
2012-09-09,1.5561523,1.5643921,1.5666885,1.5729904,1.5296936,1.5713577,1.5785904
2012-09-10,1.5728455,1.5642166,1.5718536,1.5430298,1.5587463,1.5634766,1.5477371
2012-09-11,1.5660095,1.5560226,1.5557098,1.5765915,1.5582733,1.5579834,1.5772934
2012-09-12,1.564148,1.5760956,1.5708084,1.5456238,1.5775375,1.5723801,1.566719
2012-09-13,1.5732193,1.5643234,1.560997,1.5747147,1.559845,1.5713501,1.5588455
2012-09-14,1.521286,1.5634079,1.5559692,1.5610123,1.5548782,1.5683899,1.5651779
2012-09-16,1.5576172,1.5662537,1.5729828,1.5630493,1.5591812,1.568512,1.5671844
2012-09-17,1.5694885,1.5592651,1.5559692,1.5634613,1.5661545,1.5596466,1.5774231
2012-09-18,1.5559692,1.5616989,1.5708466,1.5603027,1.5711288,1.550705,1.554573
2012-09-19,1.5625305,1.5577164,1.5600204,1.5705261,1.5643616,1.5778961,1.5724945
2012-09-20,1.5629959,1.561203,1.5760498,1.5794983,1.5727539,1.5582886,1.5744629
2012-09-21,1.5561829,1.5576172,1.5616837,1.5550003,1.5612488,1.5794449,1.5704727
2012-09-23,1.5698929,1.5767059,1.5616837,1.5820923,1.5805817,1.5596085,1.5697784
2012-09-24,1.58741,1.5547562,1.5883942,1.5605011,1.5743103,1.5619125,1.5823517
2012-09-25,1.556778,1.580101,1.559639,1.5664062,1.5609589,1.5822678,1.5766983
2012-09-26,1.5762405,1.5635529,1.5837936,1.5709,1.5656891,1.569603,1.5881042
2012-09-27,1.5593643,1.5809097,1.5659866,1.5729752,1.5786896,1.5607681,1.5765839
2012-09-28,1.5625076,1.5603943,1.5635605,1.5865173,1.5722122,1.5554428,1.5871124
2012-09-30,1.5778351,1.5690765,1.5697021,1.5729752,1.5710983,1.57267,1.5623856
2012-10-01,1.5722656,1.5582886,1.5753632,1.5622482,1.5714874,1.583931,1.5666199
2012-10-02,1.5712357,1.5769882,1.5659561,1.5758667,1.5735931,1.5719376,1.5734787
2012-10-03,1.5768585,1.5684128,1.5635452,1.5827103,1.5693512,1.5733109,1.5746384
2012-10-04,1.5665131,1.5711899,1.594284,1.5719986,1.572792,1.5762558,1.5727081
2012-10-05,1.5667953,1.5690002,1.5512314,1.5756149,1.5747223,1.5749588,1.5748978
2012-10-07,1.5532303,1.5713806,1.5784454,1.57341,1.5784607,1.5740509,1.5746384
2012-10-08,1.574295,1.5730972,1.5741959,1.5758591,1.5764542,1.5749588,1.5726318
2012-10-09,1.5725098,1.5768814,1.5721741,1.57518,1.5761414,1.5738602,1.5766068
2012-10-10,1.574295,1.5754623,1.5734634,1.5741043,1.5743103,1.5749588,1.5723495
2012-10-11,1.5782242,1.5724487,1.5727081,1.5770645,1.5759506,1.5737915,1.5821762
2012-10-12,1.5736465,1.5753174,1.5765381,1.5749512,1.5769348,1.5779724,1.5787659
2012-10-14,1.5718384,1.5741577,1.5735703,1.5720596,1.5755844,1.6362381,1.5761261
2012-10-15,1.5736465,1.575531,1.5755768,1.5555649,1.592186,1.5205765,1.5898209
2012-10-16,1.5763397,1.5739517,1.5792465,1.5988464,1.5559616,1.5728455,1.5804596
2012-10-17,1.5767136,1.540451,1.5803452,1.5836105,1.5944061,1.5902176,1.574913
2012-10-18,1.5792999,1.5731964,1.5974579,1.5824051,1.5600204,1.5777588,1.5843735
2012-10-19,1.5867996,1.572525,1.5621719,1.5810165,1.5922012,1.5816422,1.6015701
2012-10-21,1.5761948,1.5760269,1.5874329,1.5838318,1.5859756,1.5981674,1.5893402
2012-10-22,1.5707932,1.5825882,1.6638107,1.5814362,1.5700226,1.5252838,1.5960007
2012-10-23,1.5815659,1.5855408,1.5998077,1.5706711,1.5922241,1.6171494,1.5895233
2012-10-24,1.5919495,1.5498428,1.5851822,1.6001968,1.5808792,1.5804062,1.584053
2012-10-25,1.5963364,1.57267,1.5926666,1.59272,1.5743866,1.5659027,1.5716934
2012-10-26,1.5463638,1.5301666,1.5763092,1.5747375,1.5865021,1.5919647,1.6027908
2012-10-28,1.5933533,1.6116486,1.5959167,1.5848846,1.5910187,1.5961151,1.5980301
2012-10-29,1.5772476,1.6033325,1.5884781,1.5707092,1.5804138,1.5788879,1.5725708
2012-10-30,1.5589218,1.5713196,1.5820847,1.5920563,1.59655,1.5941467,1.6003036
2012-10-31,1.5760117,1.5897217,1.5755081,1.5910645,1.5770569,1.580513,1.5731888
2012-11-01,1.5782166,1.5837936,1.5946808,1.5794525,1.5935364,1.5968628,1.5965195
2012-11-02,1.5841751,1.5832443,1.5733871,1.5960999,1.5783768,1.5806122,1.5761261
2012-11-04,1.5900192,1.5777588,1.5986633,1.5764847,1.5972824,1.5979004,1.5965195
2012-11-05,1.5740204,1.5987549,1.5735855,1.5961075,1.5812225,1.5806046,1.5761261
2012-11-06,1.596283,1.5795975,1.5989685,1.5764847,1.5975189,1.5979004,1.5965195
2012-11-07,1.578949,1.5989456,1.579155,1.5961075,1.5829697,1.5804749,1.5761261
2012-11-08,1.6003418,1.5795975,1.5989685,1.576355,1.5942764,1.5979004,1.5965195
2012-11-09,1.5774612,1.5989532,1.5790863,1.5961075,1.5893936,1.5803452,1.5761261
2012-11-11,1.5962601,1.5795975,1.5989685,1.576355,1.5817719,1.597908,1.5965195
2012-11-12,1.5778885,1.5990219,1.5790863,1.5961075,1.590828,1.580162,1.5761261
2012-11-13,1.59478,1.5795975,1.5989685,1.5762253,1.5781174,1.597908,1.5965195
2012-11-14,1.5753174,1.5992126,1.5790863,1.5961075,1.5980453,1.580162,1.5783539
2012-11-15,1.5972366,1.5795975,1.5989685,1.5762253,1.5796585,1.5856476,1.6069794
2012-11-16,1.577034,1.5993347,1.5789642,1.5961075,1.5906525,1.5954285,1.5727234
2012-11-18,1.5970459,1.5795898,1.5989761,1.5953674,1.5971603,1.595108,1.6158829
2012-11-19,1.577034,1.5993347,1.5799942,1.6038208,1.5839386,1.5798111,1.582344
2012-11-20,1.5970459,1.5772858,1.5783463,1.5730133,1.594902,1.6161804,1.6025085
2012-11-21,1.5787277,1.6069336,1.5783005,1.5780563,1.5743484,1.5880051,1.6278992
