,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD,GBPCAD
2012-11-22,1.5894012,1.6066437,1.5896606,1.5834808,1.6067963,1.5796204,1.5680466
2012-11-23,1.6045609,1.5781555,1.5756378,1.556488,1.5677948,1.6146622,1.5754623
2012-11-25,1.5771332,1.5855484,1.6112137,1.5831604,1.574707,1.5846634,1.6269531
2012-11-26,1.5769882,1.590477,1.5834885,1.6137848,1.6270294,1.5903091,1.5723419
2012-11-27,1.5787354,1.6167526,1.5925903,1.5961075,1.5859909,1.6069336,1.5827026
2012-11-28,1.6180573,1.6359329,1.6082077,1.6504135,1.5870209,1.5835266,1.5949249
2012-11-29,1.5776215,1.596817,1.5918655,1.5604706,1.59552,1.5836792,1.5973053
2012-11-30,1.5798645,1.608284,1.5438004,1.5453796,1.5813293,1.5949707,1.6055984
2012-12-02,1.5921326,1.5717621,1.5741806,1.6251297,1.624115,1.5872498,1.5955887
2012-12-03,1.6066208,1.568222,1.6461945,1.6399612,1.5976334,1.5396957,1.5659943
2012-12-04,1.5752106,1.6226654,1.6119843,1.5647278,1.5855789,1.5670166,1.611824
2012-12-05,1.6247635,1.6166,1.543335,1.5506516,1.6105957,1.6088715,1.6205521
2012-12-06,1.6185684,1.5701523,1.5769424,1.623558,1.6004562,1.5820084,1.6123962
2012-12-07,1.5708847,1.6211166,1.6428223,1.637497,1.5850449,1.6215591,1.5660248
2012-12-09,1.6101303,1.6156998,1.6108246,1.5666656,1.533226,1.6299057,1.6144104
2012-12-10,1.580986,1.5705185,1.5472107,1.5530472,1.6225204,1.5765533,1.6052399
2012-12-11,1.5657883,1.6173172,1.5783005,1.6223984,1.5620728,1.5711823,1.5620193
2012-12-12,1.5751038,1.6105423,1.6405029,1.6359482,1.5759659,1.615509,1.6097565
2012-12-13,1.6081924,1.5707169,1.6107559,1.5681992,1.6201553,1.5669785,1.6049805
2012-12-14,1.596344,1.6149216,1.5498505,1.5552902,1.571579,1.5716934,1.5671692
2012-12-16,1.561142,1.6012878,1.5790787,1.6215744,1.5769882,1.5985336,1.6119461
2012-12-17,1.5780106,1.560318,1.6390915,1.6345367,1.6239624,1.570961,1.6157074
2012-12-18,1.6209869,1.605545,1.6106873,1.5690536,1.5791779,1.5896683,1.5640411
2012-12-19,1.5732422,1.600708,1.55159,1.5562134,1.5884552,1.5661774,1.5895004
2012-12-20,1.5780182,1.5649796,1.5799866,1.6209946,1.5815506,1.5850906,1.5926743
2012-12-21,1.6195755,1.6095963,1.638504,1.633522,1.5890808,1.5951385,1.5966568
2012-12-23,1.577774,1.6048126,1.6106873,1.5693817,1.5963669,1.5938339,1.5884018
2012-12-24,1.6069183,1.6061935,1.5526199,1.5568619,1.5866318,1.5988464,1.589386
2012-12-26,1.6020889,1.5943146,1.5804901,1.6203003,1.5915909,1.5881424,1.5897064
2012-12-27,1.5822678,1.5853348,1.6377258,1.6328812,1.5946045,1.5940781,1.6011734
2012-12-28,1.5963058,1.597786,1.6103592,1.5699005,1.5970535,1.595726,1.58564
2012-12-30,1.5927811,1.5924225,1.5532684,1.6040573,1.587677,1.595047,1.6032944
2012-12-31,1.5960999,1.5888748,1.583458,1.5831299,1.6021271,1.5941849,1.585762
2013-01-02,1.5915527,1.5969391,1.6381607,1.5775452,1.585823,1.5982513,1.603035
2013-01-03,1.5976028,1.5850983,1.6111145,1.6012878,1.6007996,1.5935516,1.5848846
2013-01-04,1.5952835,1.6011429,1.611412,1.5993118,1.591217,1.5962753,1.6014938
2013-01-06,1.6010132,1.5839081,1.5858536,1.592865,1.5950394,1.5961227,1.5952606
2013-01-07,1.594223,1.5936508,1.5785217,1.5924683,1.5937347,1.5935135,1.5933762
2013-01-08,1.5953598,1.5977554,1.59729,1.592865,1.5931396,1.5956345,1.5911255
2013-01-09,1.5978851,1.5921173,1.6096039,1.5923996,1.5919037,1.590416,1.5923843
2013-01-10,1.5981903,1.5940933,1.6035385,1.592865,1.5902863,1.5879059,1.5923157
2013-01-11,1.5931244,1.5942993,1.5838928,1.5923996,1.5901947,1.5929337,1.590805
2013-01-13,1.5931244,1.5949478,1.5819855,1.592865,1.5936737,1.5900879,1.6057739
2013-01-14,1.5931244,1.5916748,1.592865,1.5923996,1.591095,1.5876999,1.585144
2013-01-15,1.5931244,1.5944672,1.5922852,1.5931168,1.6001205,1.5852509,1.5924377
2013-01-16,1.5931244,1.5887222,1.5910645,1.5876923,1.5906601,1.5724106,1.5891724
2013-01-17,1.5931244,1.5951157,1.5955353,1.5921936,1.5960541,1.5920181,1.5898285
2013-01-18,1.5931244,1.5905304,1.588417,1.5842972,1.590889,1.5968094,1.5836945
2013-01-20,1.6002197,1.5988922,1.5863037,1.5918808,1.5815506,1.5925064,1.5906677
2013-01-21,1.5878143,1.5986938,1.5813904,1.5910034,1.581337,1.5815887,1.586853
2013-01-22,1.5938568,1.5850983,1.581749,1.591774,1.5882492,1.5850067,1.587822
2013-01-23,1.5780411,1.58284,1.590889,1.5864716,1.5936127,1.5968018,1.5867844
2013-01-24,1.589119,1.5943451,1.5791931,1.5880127,1.5840683,1.5953903,1.5962067
2013-01-25,1.588211,1.5896835,1.5958176,1.584755,1.5986404,1.6002731,1.594429
2013-01-27,1.5994873,1.5854492,1.593956,1.5857086,1.5772018,1.5724792,1.5830765
2013-01-28,1.5909882,1.5823288,1.5910873,1.5936356,1.5976868,1.5952454,1.6067734
2013-01-29,1.5884933,1.6015778,1.5940018,1.5943375,1.5982132,1.5770645,1.5853958
2013-01-30,1.5952301,1.5777435,1.5918732,1.5835495,1.5786285,1.5954056,1.572792
2013-01-31,1.5827408,1.5894928,1.5941162,1.5857544,1.5850754,1.5823746,1.5690536
2013-02-01,1.5779572,1.5969009,1.5909348,1.5743713,1.5929642,1.5824127,1.6044312
2013-02-03,1.5908432,1.5907364,1.5909119,1.581459,1.5717545,1.5788498,1.5662384
2013-02-04,1.5910416,1.5869827,1.5865479,1.5718765,1.582077,1.6099548,1.5883636
2013-02-05,1.5771866,1.5635071,1.5806885,1.5858536,1.5912476,1.590622,1.5736008
2013-02-06,1.5955353,1.5802765,1.5869598,1.6032333,1.5822525,1.5764618,1.5730362
2013-02-07,1.582756,1.5832291,1.5763168,1.584198,1.6052017,1.5763397,1.5968552
2013-02-08,1.5710907,1.582283,1.5961456,1.5767365,1.59832,1.5790558,1.5628128
2013-02-10,1.5898819,1.5730515,1.5886917,1.5812683,1.5755768,1.5676804,1.5445328
2013-02-11,1.5692749,1.5691757,1.5811005,1.5826797,1.5866241,1.5773315,1.5931778
2013-02-12,1.5662537,1.5660172,1.5998077,1.574173,1.5520248,1.5763779,1.5716248
2013-02-13,1.5791321,1.5735931,1.5806656,1.5945892,1.6118469,1.5784531,1.5762482
2013-02-14,1.5817184,1.591919,1.5727081,1.5663376,1.5807571,1.5796356,1.5713654
2013-02-15,1.5953903,1.5747528,1.5726852,1.5854797,1.5751877,1.5797119,1.574295
2013-02-17,1.5793076,1.5806503,1.5806961,1.5772858,1.5761719,1.579979,1.5789871
2013-02-18,1.5889816,1.5801926,1.580246,1.5794601,1.5761032,1.5743866,1.5726395
2013-02-19,1.5824203,1.5817566,1.5787201,1.5767517,1.5751572,1.574707,1.5781403
2013-02-20,1.5739136,1.5776443,1.581253,1.5704498,1.5703812,1.5686493,1.579567
2013-02-21,1.5723495,1.572197,1.5725937,1.5777664,1.5740509,1.5619812,1.5676651
2013-02-22,1.5754318,1.5713196,1.5829544,1.5781784,1.5717545,1.5696106,1.5578384
2013-02-24,1.5773697,1.5759964,1.5760651,1.5653076,1.5698242,1.5528717,1.5686111
2013-02-25,1.5795441,1.5752258,1.5800934,1.5721359,1.5674591,1.5668945,1.5658951
2013-02-26,1.566391,1.5692596,1.5702896,1.5743103,1.5685577,1.5697784,1.5641785
2013-02-27,1.584465,1.5714569,1.567009,1.5670776,1.5673599,1.569458,1.5670776
2013-02-28,1.5683594,1.5712662,1.569313,1.5763779,1.5697174,1.5664902,1.5676346
2013-03-01,1.5664215,1.5695953,1.5631256,1.5643082,1.5629349,1.5648575,1.567833
2013-03-03,1.5703735,1.5672226,1.5686188,1.5631485,1.5676498,1.5697556,1.5674362
2013-03-04,1.570198,1.5636749,1.5595093,1.5624924,1.5542297,1.5639114,1.5662308
2013-03-05,1.5628433,1.5648422,1.5679321,1.5490189,1.560463,1.556282,1.5568314
2013-03-06,1.5659485,1.5568008,1.5636902,1.5744858,1.5527649,1.5608826,1.5610428
2013-03-07,1.554924,1.565712,1.561943,1.575264,1.5628891,1.5562592,1.5782928
2013-03-08,1.5712509,1.5751724,1.5603638,1.5631485,1.5443802,1.570076,1.5644531
2013-03-10,1.5681839,1.5712738,1.5619888,1.5645447,1.5566025,1.5762329,1.5616074
2013-03-11,1.5592346,1.5583267,1.5468369,1.5667496,1.582283,1.5393448,1.5552597
2013-03-12,1.5635834,1.5563431,1.5614319,1.5530014,1.5431213,1.5706482,1.5612946
2013-03-13,1.5564194,1.5639038,1.5446701,1.5537796,1.5716095,1.5409622,1.5497894
2013-03-14,1.5604095,1.562767,1.5666733,1.556282,1.554863,1.5670166,1.536438
2013-03-15,1.5550003,1.5592728,1.5469894,1.5656967,1.551796,1.5406876,1.5487213
2013-03-17,1.5592651,1.5788727,1.5504684,1.5587311,1.555954,1.563736,1.5457764
2013-03-18,1.5506897,1.5419922,1.5298615,1.5498581,1.5468826,1.5358658,1.544632
2013-03-19,1.545845,1.5584564,1.5710831,1.5453873,1.5553131,1.560669,1.5596542
2013-03-20,1.5555878,1.573204,1.5350037,1.5500488,1.5495071,1.5509186,1.5479355
2013-03-21,1.5547485,1.5373688,1.5640945,1.5508804,1.5376282,1.5479507,1.5282593
2013-03-22,1.5757904,1.5693817,1.5371933,1.5275116,1.5687637,1.5518036,1.5720139
2013-03-24,1.5323105,1.5345154,1.5662308,1.5381851,1.5611115,1.552002,1.5271759
2013-03-25,1.5709305,1.5628967,1.5369492,1.5583725,1.5327759,1.5528717,1.5601501
2013-03-26,1.548111,1.532608,1.5581436,1.5594559,1.546608,1.5552521,1.5292053
2013-03-27,1.5582352,1.5618057,1.53199,1.5512009,1.5429611,1.5313644,1.5588455
2013-03-28,1.5342865,1.5366592,1.5558548,1.5512085,1.5469055,1.5610428,1.5322723
2013-03-31,1.5586853,1.5591049,1.54982,1.5409317,1.561966,1.5457916,1.5436554
2013-04-01,1.53199,1.5497513,1.5565338,1.5497589,1.531929,1.5288315,1.5429993
2013-04-02,1.5608749,1.5552902,1.5448151,1.5474243,1.5463333,1.5598221,1.5475922
2013-04-03,1.5356369,1.5485916,1.547287,1.5569763,1.5434875,1.5496826,1.5384521
2013-04-04,1.5464325,1.5410233,1.5441971,1.5402756,1.5508499,1.5521622,1.549057
2013-04-05,1.5434265,1.5425797,1.5608826,1.5608368,1.5480728,1.5463486,1.5468674
2013-04-07,1.5430222,1.540863,1.5424347,1.5373459,1.5421371,1.5504761,1.5410461
2013-04-08,1.5558014,1.5438156,1.5473175,1.551506,1.5418701,1.5496979,1.5496979
2013-04-09,1.5457382,1.5402527,1.5488663,1.545784,1.5536194,1.5430679,1.5418396
2013-04-10,1.5501175,1.5506897,1.5478516,1.5454407,1.5469589,1.5460052,1.5463562
2013-04-11,1.5456009,1.5476456,1.5477829,1.5485458,1.5527573,1.5468826,1.5456924
2013-04-12,1.5436935,1.5524368,1.5483017,1.548317,1.5469055,1.5462265,1.5459518
2013-04-14,1.5566177,1.5430984,1.5468063,1.5472336,1.5471191,1.5492325,1.548584
2013-04-15,1.5476761,1.549736,1.5500641,1.5455933,1.5484695,1.5490265,1.5487366
2013-04-16,1.5445938,1.5443802,1.5470505,1.5535812,1.5493011,1.5474014,1.5510635
2013-04-17,1.5494995,1.5474777,1.5488586,1.5512619,1.5491028,1.5587463,1.5500259
2013-04-18,1.5491409,1.5465469,1.5442734,1.5530396,1.5478897,1.549736,1.5565491
2013-04-19,1.5487213,1.5469208,1.5515213,1.5516663,1.5499039,1.5605621,1.5581589
2013-04-21,1.5486755,1.5493698,1.5547409,1.5600891,1.5498123,1.5555038,1.5528183
2013-04-22,1.5499115,1.5418091,1.5538483,1.5474548,1.5474472,1.548027,1.5460663
2013-04-23,1.5508575,1.55336,1.5443802,1.5490112,1.5511475,1.5611572,1.5596161
2013-04-24,1.5499115,1.5528107,1.5461807,1.5499496,1.5497055,1.5516815,1.5596161
2013-04-25,1.5455475,1.5562592,1.5629883,1.5649719,1.5550156,1.557167,1.5597305
2013-04-26,1.5457458,1.5486908,1.5538025,1.5534973,1.5574799,1.5482864,1.5645218
2013-04-28,1.552391,1.5609512,1.5688705,1.5568695,1.5486603,1.5523071,1.567894
2013-04-29,1.5523987,1.5562134,1.548523,1.5485077,1.5632172,1.564354,1.5626755
2013-04-30,1.5597458,1.5550766,1.5624084,1.5523758,1.569603,1.5643845,1.5675278
2013-05-01,1.5660706,1.559578,1.5731049,1.5505905,1.55587,1.567421,1.541893
2013-05-02,1.5582123,1.5603027,1.5528717,1.5269928,1.5572815,1.5518265,1.5755386
2013-05-03,1.5362396,1.5560532,1.5614471,1.5928726,1.5668106,1.5610962,1.5587769
2013-05-05,1.5628433,1.5596771,1.5583038,1.5700531,1.5670547,1.5632095,1.5607758
2013-05-06,1.558136,1.5805435,1.5637589,1.5553513,1.5756989,1.5642395,1.5609131
2013-05-07,1.5575485,1.5018997,1.5588531,1.5718536,1.5674438,1.5598984,1.5631714
2013-05-08,1.5485077,1.5271072,1.5494995,1.5460434,1.5712738,1.5627441,1.5605774
2013-05-09,1.5539932,1.5984116,1.5564575,1.568985,1.5468292,1.5803223,1.5607758
2013-05-10,1.5597153,1.5283508,1.536789,1.5793915,1.5719299,1.5757675,1.5634232
2013-05-12,1.5602798,1.5612488,1.5638657,1.5571136,1.5698624,1.5718994,1.5603256
2013-05-13,1.5568314,1.5641708,1.5557632,1.5645981,1.5632629,1.5561676,1.562355
2013-05-14,1.5294495,1.5607376,1.5516357,1.562973,1.56176,1.5711441,1.5360336
2013-05-15,1.5572205,1.5610046,1.5605392,1.5601273,1.5608444,1.5664215,1.5775146
2013-05-16,1.555603,1.5648727,1.5583344,1.5646057,1.5580215,1.5881882,1.5426483
2013-05-17,1.5477753,1.5607376,1.5618896,1.5618286,1.5517349,1.5544052,1.5508118
2013-05-19,1.5637741,1.5520477,1.5576706,1.5517654,1.554718,1.569603,1.5611954
2013-05-20,1.5534134,1.5542374,1.5520325,1.5715332,1.56633,1.5583954,1.5548325
2013-05-21,1.5616379,1.5607452,1.5627365,1.5711975,1.551239,1.5710373,1.5683136
2013-05-22,1.5759125,1.5604782,1.5576706,1.5602875,1.5723572,1.5638733,1.5692902
2013-05-23,1.5672989,1.555481,1.5676041,1.5626373,1.5631866,1.5642471,1.5740967
2013-05-24,1.5644531,1.562294,1.574852,1.5635223,1.5745621,1.5684357,1.5630722
2013-05-26,1.5623474,1.5458603,1.560257,1.5574722,1.5655594,1.5720139,1.560173
2013-05-27,1.5559464,1.56913,1.555542,1.5696106,1.5456848,1.5701447,1.575325
2013-05-28,1.574379,1.5548935,1.5570297,1.549469,1.5785522,1.5640106,1.552803
2013-05-29,1.5759811,1.5584106,1.5870667,1.5823212,1.5456619,1.55616,1.568512
2013-05-30,1.5443954,1.5566406,1.5489426,1.5454865,1.5722656,1.5645065,1.5628662
2013-05-31,1.5773087,1.5721817,1.5657654,1.579277,1.5468521,1.5642776,1.564537
2013-06-02,1.5447617,1.5759583,1.5657501,1.5533142,1.5630646,1.5563583,1.562439
2013-06-03,1.5652924,1.5471878,1.562294,1.5747833,1.564148,1.5684509,1.5641861
2013-06-04,1.5618591,1.575592,1.5718842,1.5691376,1.5670853,1.5582047,1.5623856
2013-06-05,1.5668411,1.5466614,1.5620499,1.5681152,1.5660629,1.5594177,1.5663071
2013-06-06,1.563652,1.5772324,1.5600662,1.5589371,1.5626526,1.5620193,1.559578
2013-06-07,1.5650864,1.5645218,1.5567017,1.5599747,1.5672302,1.5599365,1.562973
2013-06-09,1.5654831,1.5627365,1.5659637,1.5670776,1.5657043,1.5657578,1.5634689
2013-06-10,1.5633545,1.5608139,1.5612259,1.5722275,1.5605011,1.5580597,1.565361
2013-06-11,1.5630951,1.5583115,1.5552673,1.5648804,1.5585251,1.5589371,1.5648422
2013-06-12,1.5634766,1.5672226,1.5627518,1.5626602,1.5554657,1.5787125,1.559082
2013-06-13,1.5704422,1.5686951,1.5548477,1.5569687,1.5630112,1.5708237,1.5674515
2013-06-14,1.5598984,1.5684509,1.5615311,1.5656738,1.5681076,1.5633087,1.5662079
2013-06-16,1.5522614,1.5627289,1.5500717,1.5632172,1.5745697,1.5670776,1.5687027
2013-06-17,1.5492401,1.5634842,1.5644989,1.5631866,1.5689011,1.5708389,1.5709
2013-06-18,1.571022,1.5651474,1.5703354,1.5680923,1.5697937,1.5706787,1.573204
2013-06-19,1.5709686,1.5585251,1.5668488,1.5684967,1.575676,1.5761795,1.5801849
2013-06-20,1.5701599,1.5628281,1.5677643,1.5719833,1.5772247,1.5793533,1.5851364
2013-06-21,1.5628662,1.5654984,1.5710907,1.5770111,1.5800705,1.5851288,1.583458
2013-06-23,1.5697937,1.5726395,1.5736771,1.5774155,1.5842133,1.586731,1.5875778
2013-06-24,1.5705643,1.5718536,1.5761337,1.5807571,1.5846024,1.5873032,1.5777588
2013-06-25,1.5762405,1.5781937,1.5764923,1.581131,1.5829697,1.5841293,1.5990219
2013-06-26,1.5790863,1.5835037,1.5797043,1.5871964,1.584877,1.583046,1.5829926
2013-06-27,1.5797882,1.5896759,1.5734787,1.589119,1.5866394,1.5840302,1.5755386
2013-06-28,1.5818481,1.5880814,1.5864029,1.5921173,1.578743,1.5923462,1.5771561
2013-06-30,1.5954056,1.5884705,1.5830765,1.5727539,1.5972824,1.5874405,1.5815887
2013-07-01,1.58535,1.5907669,1.5876236,1.6059799,1.579689,1.6037064,1.6008072
2013-07-02,1.5903854,1.5843506,1.5889282,1.5799332,1.5860901,1.5894394,1.5880966
2013-07-03,1.5926361,1.5866013,1.5876236,1.5849762,1.5991364,1.5841751,1.5842972
2013-07-04,1.5920486,1.5981522,1.6038971,1.5907059,1.5929031,1.5986481,1.5979767
2013-07-05,1.6027069,1.5867157,1.6005707,1.5857773,1.5903625,1.6007843,1.595398
2013-07-07,1.5839691,1.6075897,1.5992813,1.5862198,1.6057816,1.6028824,1.5820236
2013-07-08,1.5885162,1.5897827,1.5884552,1.601387,1.6011276,1.6034012,1.6000061
2013-07-09,1.6009369,1.6005249,1.5873032,1.5981522,1.5844193,1.5968704,1.5922089
2013-07-10,1.5794067,1.5983963,1.5853043,1.584549,1.6028595,1.6086121,1.581398
2013-07-11,1.6017838,1.6025543,1.578743,1.5875702,1.6006622,1.5875702,1.5983047
2013-07-12,1.5833664,1.5961151,1.5872345,1.5894012,1.5958557,1.6019592,1.6059036
2013-07-14,1.58284,1.6075516,1.577179,1.5912018,1.5819931,1.5938492,1.6017838
2013-07-15,1.5852585,1.5907745,1.5935898,1.5981903,1.5820084,1.5771866,1.598999
2013-07-16,1.6018143,1.5854492,1.5923843,1.5905533,1.6087036,1.5828934,1.5826035
2013-07-17,1.6031036,1.603447,1.5866241,1.5806961,1.5926971,1.5810776,1.6032562
2013-07-18,1.600029,1.5851135,1.6028519,1.6069031,1.5755997,1.5920715,1.604393
2013-07-19,1.5907211,1.5923691,1.5932236,1.5957031,1.6067352,1.6064682,1.5778961
2013-07-21,1.5949249,1.5903168,1.5888824,1.5905991,1.5804214,1.5755005,1.5944138
2013-07-22,1.5960236,1.5884018,1.5854797,1.5918579,1.6067123,1.6059647,1.5853653
2013-07-23,1.5877762,1.5904617,1.5875549,1.5904007,1.5898514,1.587143,1.5889206
2013-07-24,1.5951233,1.5969009,1.58712,1.5906448,1.5878143,1.573555,1.5654602
2013-07-25,1.6033173,1.5885773,1.586586,1.5893478,1.597229,1.5906067,1.6061172
2013-07-26,1.595108,1.5889435,1.5726852,1.5940628,1.5867233,1.6080475,1.589447
2013-07-28,1.5918808,1.5866089,1.5708008,1.5969086,1.5796585,1.5882416,1.5846176
2013-07-29,1.5866394,1.5965042,1.5896072,1.593544,1.5731812,1.584877,1.5779724
2013-07-30,1.5979309,1.5944366,1.5911102,1.5856323,1.5974274,1.5811005,1.5883331
2013-07-31,1.5661926,1.5932007,1.5784988,1.5679092,1.5750351,1.58844,1.5834503
2013-08-01,1.597023,1.5870361,1.5839005,1.5658493,1.5711517,1.581253,1.5806046
2013-08-02,1.5881958,1.5825958,1.575325,1.5832672,1.5743103,1.5692673,1.5813828
2013-08-04,1.5860367,1.594223,1.5750427,1.5820236,1.580513,1.5820618,1.5817871
2013-08-05,1.5876923,1.5692978,1.5862198,1.5696869,1.5884781,1.5853577,1.5827103
2013-08-06,1.5701294,1.5779648,1.5902405,1.5932236,1.5851364,1.5732574,1.5828781
2013-08-07,1.5694885,1.5787811,1.5875549,1.5873947,1.5864639,1.5780411,1.5821533
2013-08-08,1.5846252,1.5868225,1.5855331,1.5839005,1.5824966,1.5843658,1.568718
2013-08-09,1.5779724,1.583931,1.579071,1.5730515,1.5797577,1.5909195,1.5853729
2013-08-11,1.5894165,1.5847092,1.5933533,1.5834961,1.5703201,1.5845642,1.5826111
2013-08-12,1.5883942,1.5881195,1.5843964,1.5920334,1.5924454,1.5796356,1.5853806
2013-08-13,1.5804138,1.5806961,1.587143,1.5856171,1.5864258,1.5897064,1.5823135
2013-08-14,1.5857544,1.5891495,1.5684814,1.5778809,1.5787354,1.5932541,1.586731
2013-08-15,1.5857162,1.5719147,1.575058,1.5757141,1.5791702,1.5865402,1.5866699
2013-08-16,1.5900879,1.5778427,1.581131,1.5805206,1.5864334,1.5809555,1.5907669
2013-08-18,1.5737839,1.5770187,1.5869217,1.5848618,1.5775299,1.5949707,1.5826111
2013-08-19,1.5906601,1.5790405,1.5872574,1.5812683,1.5926971,1.5908737,1.5868988
2013-08-20,1.5734253,1.5810394,1.5855713,1.5842514,1.5725479,1.5872498,1.5892258
2013-08-21,1.5851898,1.5732956,1.5908585,1.5919037,1.5886383,1.6018906,1.5915146
2013-08-22,1.576683,1.5917358,1.5867844,1.5708923,1.5901871,1.589119,1.591774
2013-08-23,1.5840836,1.5875778,1.5885925,1.5868912,1.5900192,1.5873108,1.5939789
2013-08-25,1.5888672,1.5909271,1.5875244,1.5899429,1.5943222,1.589386,1.5920258
2013-08-26,1.592453,1.5853653,1.591507,1.5920105,1.5928345,1.5934372,1.5969467
2013-08-27,1.5914154,1.5885239,1.5912704,1.5965271,1.5948792,1.597786,1.5971985
2013-08-28,1.5872803,1.5918732,1.5893631,1.5975189,1.5947723,1.596138,1.6031265
2013-08-29,1.5941696,1.5942459,1.5939178,1.595192,1.6045837,1.5994949,1.6033859
2013-08-30,1.5926132,1.6001968,1.5972061,1.5991135,1.6034927,1.6001968,1.6095963
2013-09-01,1.5904922,1.597641,1.605072,1.6045609,1.6040726,1.606514,1.6058807
2013-09-02,1.598114,1.5967102,1.6045074,1.6166229,1.6095276,1.6164474,1.6090927
2013-09-03,1.6002197,1.6080017,1.5975418,1.6099014,1.6073837,1.6274872,1.6174011
2013-09-04,1.6042786,1.6132126,1.6204376,1.6109314,1.6171494,1.5960159,1.6195145
2013-09-05,1.6004639,1.5999222,1.6196213,1.6046143,1.6157074,1.6324539,1.6528854
2013-09-06,1.6067276,1.6185074,1.6098022,1.6104126,1.5996628,1.6112442,1.627861
2013-09-08,1.6120148,1.6111069,1.5958939,1.6126328,1.598732,1.568512,1.6699219
2013-09-09,1.6184998,1.6183167,1.6309738,1.6315613,1.6242828,1.6000977,1.6069946
2013-09-10,1.610199,1.616066,1.6180496,1.6182785,1.6152115,1.6188965,1.6421432
2013-09-11,1.6085587,1.6266632,1.6173477,1.6238403,1.5843048,1.5808945,1.6036072
2013-09-12,1.6163864,1.620163,1.598114,1.623848,1.6177597,1.6161423,1.612442
2013-09-13,1.6350174,1.620758,1.66259,1.6110992,1.6321869,1.6492462,1.6248398
2013-09-15,1.6132202,1.6149673,1.65522,1.625145,1.6391907,1.6012497,1.635582
2013-09-16,1.6015167,1.6614609,1.6239624,1.5974197,1.617897,1.625534,1.6283493
2013-09-17,1.6330795,1.6222382,1.6283417,1.6293182,1.6368484,1.6229401,1.6580429
2013-09-18,1.6368179,1.653038,1.6406555,1.6351776,1.6317291,1.6039352,1.6361847
2013-09-19,1.6598282,1.6309891,1.6429443,1.6291046,1.6004639,1.6464539,1.6403046
2013-09-20,1.6047592,1.6180038,1.6347504,1.6309128,1.6333847,1.6376495,1.6327972
2013-09-22,1.6361542,1.6547394,1.611763,1.6157303,1.6319656,1.6385345,1.6358643
2013-09-23,1.6281738,1.5893097,1.6434021,1.6273651,1.634201,1.6329727,1.6553879
2013-09-24,1.6483688,1.6363297,1.616066,1.649292,1.6373215,1.6479034,1.6270676
2013-09-25,1.6329346,1.6346054,1.6466217,1.6360245,1.6361923,1.6381302,1.6543579
2013-09-26,1.6362534,1.6388397,1.6379166,1.6460648,1.6305008,1.6370621,1.6369095
2013-09-27,1.6379623,1.6277542,1.6344223,1.642952,1.6444168,1.6341095,1.6431656
2013-09-29,1.6344757,1.6405334,1.6411209,1.6517487,1.6430664,1.6404495,1.6349411
2013-09-30,1.6227341,1.6374283,1.6381073,1.6317215,1.6507034,1.6451645,1.6410675
2013-10-01,1.6436768,1.6369476,1.6391068,1.6456757,1.644516,1.6369553,1.6427536
2013-10-02,1.6429749,1.6293259,1.6407776,1.6367722,1.6380081,1.6431427,1.6442108
2013-10-03,1.6311111,1.6302414,1.6390076,1.6368713,1.6363983,1.6394653,1.6422119
2013-10-04,1.6309814,1.6373825,1.6408005,1.6378937,1.6446152,1.6428299,1.647049
2013-10-06,1.6441574,1.6456451,1.6360168,1.6389694,1.641716,1.6413116,1.6466522
2013-10-07,1.6451797,1.6443024,1.6418762,1.6430969,1.6432724,1.6456375,1.6466522
2013-10-08,1.6431885,1.6419296,1.6436234,1.645462,1.6456833,1.64888,1.6478806
2013-10-09,1.6443329,1.6438599,1.6436996,1.6463013,1.648407,1.648529,1.6516113
2013-10-10,1.6420746,1.641449,1.6432114,1.6456375,1.6472397,1.6435928,1.6506424
2013-10-11,1.6427689,1.6482239,1.6474457,1.6487808,1.6474991,1.6479416,1.6513138
2013-10-13,1.6478653,1.644989,1.6486588,1.6493073,1.64534,1.6383972,1.6606216
2013-10-14,1.6461792,1.6514053,1.6498032,1.6500778,1.6643677,1.6786499,1.648552
2013-10-15,1.6461334,1.6523819,1.6494293,1.6514893,1.6478806,1.6462326,1.64711
2013-10-16,1.649292,1.6476669,1.6452484,1.6471329,1.6467667,1.6483078,1.6455841
2013-10-17,1.6557922,1.65242,1.6452866,1.6458664,1.6659775,1.6510315,1.6347885
2013-10-18,1.6425781,1.6277618,1.6652603,1.6638031,1.6431503,1.6614227,1.674202
2013-10-20,1.6467209,1.6643677,1.6463623,1.6440811,1.655304,1.6560745,1.6520462
2013-10-21,1.663887,1.6525192,1.6493607,1.6627655,1.6576996,1.6568909,1.673729
2013-10-22,1.6478806,1.646347,1.6635818,1.645607,1.6735992,1.6470718,1.6488419
2013-10-23,1.66362,1.6514359,1.6603165,1.6481628,1.6551971,1.6604462,1.6682663
2013-10-24,1.6569824,1.656189,1.6562271,1.6619873,1.6547623,1.6645889,1.6526031
2013-10-25,1.654396,1.65905,1.6619339,1.6451721,1.6619949,1.6614227,1.6634216
2013-10-27,1.6562576,1.6526642,1.6652298,1.6647568,1.6903076,1.6677246,1.6588898
2013-10-28,1.6542587,1.6609802,1.6645508,1.6573715,1.6581421,1.6697388,1.6647568
2013-10-29,1.6659164,1.6507568,1.66156,1.6581573,1.6576462,1.6678238,1.6605759
