,EURNZD,EURNZD,EURNZD,EURNZD,EURNZD,EURNZD,EURNZD
2015-04-17,1.4393748,1.4353497,1.4356585,1.4326282,1.4367827,1.4331903,1.4360023
2015-04-19,1.4361969,1.4372122,1.4377652,1.4353276,1.4343863,1.432863,1.4304047
2015-04-20,1.4423491,1.4359553,1.4374857,1.4358612,1.4375342,1.4326372,1.4322349
2015-04-21,1.4382718,1.4355006,1.4367093,1.4335377,1.4345055,1.4324384,1.4345667
2015-04-22,1.4321213,1.4328899,1.430334,1.4315063,1.4343804,1.4309124,1.4317465
2015-04-23,1.4336314,1.4351172,1.4293952,1.4396455,1.4293399,1.429029,1.4299731
2015-04-24,1.4357443,1.434959,1.4269977,1.4262438,1.4190204,1.4302663,1.429017
2015-04-26,1.4319615,1.4276541,1.427249,1.4332763,1.4304053,1.4255215,1.4306425
2015-04-27,1.4301647,1.4252081,1.4363995,1.4276061,1.4264545,1.4275031,1.4298229
2015-04-28,1.430165,1.419476,1.4313319,1.4259069,1.4311352,1.4340947,1.424986
2015-04-29,1.4335955,1.4319856,1.4291155,1.4301915,1.4268674,1.4295735,1.4306068
2015-04-30,1.4309703,1.42857,1.4300306,1.4278948,1.4297878,1.4295279,1.4316888
2015-05-01,1.4299816,1.4306374,1.4290265,1.4333692,1.4392493,1.4280076,1.4359583
2015-05-03,1.4312804,1.4321806,1.4303781,1.4385514,1.4372852,1.4338548,1.4340756
2015-05-04,1.4306469,1.4317542,1.4317634,1.4259906,1.4358287,1.4375091,1.4291754
2015-05-05,1.4347597,1.4293776,1.4319074,1.432764,1.4332222,1.4338077,1.435532
2015-05-06,1.4309208,1.4321547,1.4319507,1.4341668,1.4340105,1.4378353,1.4368455
2015-05-07,1.4276801,1.4305466,1.4260831,1.4376016,1.4351273,1.4402939,1.4365002
2015-05-08,1.429865,1.4376981,1.4345598,1.4359573,1.4382515,1.4360588,1.4394354
2015-05-10,1.4366701,1.4360085,1.4329399,1.4400153,1.4385582,1.4351293,1.4436077
2015-05-11,1.4342701,1.4387934,1.436773,1.4397835,1.4367453,1.439083,1.4449663
2015-05-12,1.4345216,1.4369295,1.4405807,1.4373395,1.4446948,1.4443603,1.4424028
2015-05-13,1.4343157,1.4364358,1.4387422,1.4392619,1.4427596,1.4408901,1.4362487
2015-05-14,1.4342936,1.4398327,1.4351311,1.4417279,1.4347336,1.4401053,1.4416587
2015-05-15,1.4364369,1.443253,1.4418583,1.4436,1.4388304,1.4348584,1.4385593
2015-05-17,1.4430507,1.4408495,1.4444505,1.4401264,1.4434206,1.4437699,1.467831
2015-05-18,1.4416326,1.4412941,1.4386244,1.4437145,1.4416358,1.4634312,1.4771788
2015-05-19,1.4432883,1.440038,1.4419289,1.439115,1.4712561,1.480666,1.4796774
2015-05-20,1.441837,1.4432942,1.4383256,1.4667011,1.4802152,1.4769201,1.4850836
2015-05-21,1.4432952,1.4420608,1.4740753,1.4787595,1.48212,1.4866548,1.4845052
2015-05-22,1.4415656,1.469498,1.4780152,1.4842111,1.483034,1.4865304,1.4944122
2015-05-24,1.4712112,1.4773306,1.4814489,1.4884675,1.484813,1.4847957,1.5007058
2015-05-25,1.4787875,1.474573,1.4865148,1.4874687,1.5139928,1.4984895,1.5047417
2015-05-26,1.4846487,1.4846513,1.48774,1.4919533,1.5030988,1.5041424,1.5065888
2015-05-27,1.4854085,1.48662,1.5007259,1.4968473,1.5030093,1.4916162,1.5038075
2015-05-28,1.4885204,1.4869008,1.5068926,1.5026677,1.5070442,1.5052364,1.5109725
2015-05-29,1.503955,1.493824,1.505567,1.4995623,1.5072222,1.4993893,1.5061193
2015-05-31,1.4980538,1.5035288,1.503275,1.5091004,1.5011824,1.5077481,1.5073776
2015-06-01,1.4988903,1.503052,1.5079591,1.5070794,1.5167505,1.5063422,1.5188187
2015-06-02,1.5118649,1.4957328,1.4998151,1.5113772,1.5161735,1.5126173,1.5159259
2015-06-03,1.5102949,1.4990705,1.5042036,1.5104904,1.5142525,1.5183504,1.5206273
2015-06-04,1.5063262,1.5087249,1.5129284,1.5153105,1.5134125,1.5166589,1.5094497
2015-06-05,1.5057573,1.5118963,1.5118345,1.5117375,1.514442,1.50808,1.5154295
2015-06-07,1.5159645,1.5062805,1.511728,1.5083554,1.518686,1.5181727,1.5173923
2015-06-08,1.5178938,1.5140358,1.5087804,1.516278,1.5242707,1.5242275,1.5190153
2015-06-09,1.5115194,1.5132705,1.5225008,1.5184584,1.5181634,1.5191703,1.5204613
2015-06-10,1.5178859,1.5169394,1.5159097,1.5256138,1.5202074,1.5231472,1.5223296
2015-06-11,1.5093942,1.5155361,1.5202123,1.519986,1.5208724,1.5233092,1.5269058
2015-06-12,1.5123036,1.5200325,1.5167513,1.5232408,1.5213702,1.5306607,1.5369657
2015-06-14,1.5232512,1.5207174,1.5243832,1.5215036,1.5286273,1.5320905,1.537076
2015-06-15,1.5217823,1.5214208,1.5247257,1.5265236,1.5369045,1.5358692,1.5384451
2015-06-16,1.5197452,1.5210506,1.5272319,1.53198,1.5332181,1.5369139,1.5389421
2015-06-17,1.521665,1.5247842,1.5295646,1.5413833,1.5353777,1.551641,1.5437708
2015-06-18,1.5277174,1.5336976,1.5352798,1.5415841,1.5430973,1.540931,1.5494826
2015-06-19,1.5322943,1.5354389,1.5371913,1.5437018,1.5448822,1.549452,1.5674655
2015-06-21,1.5362542,1.5371791,1.5420905,1.5448236,1.5507088,1.569259,1.572518
2015-06-22,1.5393108,1.542448,1.5417354,1.5469139,1.5666031,1.5696433,1.576013
2015-06-23,1.5379968,1.5432894,1.550103,1.566585,1.5716093,1.5796595,1.5775437
2015-06-24,1.5398383,1.5479017,1.570033,1.5705992,1.5765176,1.5748723,1.576232
2015-06-25,1.5521228,1.5699319,1.5691651,1.5793345,1.5911813,1.5807921,1.5794582
2015-06-26,1.5681444,1.5734293,1.5797372,1.5801733,1.5810037,1.5830798,1.582524
2015-06-28,1.577421,1.5720818,1.5787133,1.5807185,1.5814586,1.5808835,1.6062238
2015-06-29,1.5750985,1.5813434,1.5862224,1.5817161,1.5915447,1.5868415,1.6018072
2015-06-30,1.5808269,1.5871229,1.5792625,1.5763859,1.6041611,1.6048951,1.61097
2015-07-01,1.5801544,1.5824671,1.5778096,1.6067065,1.5972613,1.6055505,1.6071512
2015-07-02,1.595686,1.5862656,1.603554,1.6136599,1.604382,1.6045065,1.6046252
2015-07-03,1.577765,1.596227,1.612563,1.6069896,1.6008123,1.6131921,1.6172054
2015-07-05,1.5836595,1.5990353,1.6060319,1.5922103,1.613042,1.6077689,1.6202936
2015-07-06,1.6036389,1.6073496,1.5959122,1.622125,1.6111523,1.6219689,1.6220739
2015-07-07,1.6058009,1.6155415,1.6010746,1.6133207,1.6220964,1.6276939,1.6253948
2015-07-08,1.6292939,1.6076976,1.6240222,1.6206717,1.6142302,1.6253617,1.6305349
2015-07-09,1.6227621,1.6152836,1.6221783,1.6197324,1.6311498,1.6320714,1.6349238
2015-07-10,1.6111978,1.6222548,1.6268474,1.6276779,1.6283113,1.6312052,1.6433263
2015-07-12,1.6206797,1.6232898,1.6199085,1.6287192,1.6345841,1.6340585,1.6367795
2015-07-13,1.6189442,1.6230168,1.6284565,1.6350652,1.6336713,1.6453736,1.6348927
2015-07-14,1.6308886,1.6309764,1.63437,1.642158,1.6286646,1.6354977,1.6396314
2015-07-15,1.6294237,1.631892,1.6369793,1.6329744,1.6415778,1.6379677,1.6411642
2015-07-16,1.6360072,1.6364802,1.6396981,1.6384913,1.6394413,1.6435604,1.6460475
2015-07-17,1.6352298,1.628872,1.6396245,1.6390584,1.641374,1.6387584,1.6412033
2015-07-19,1.6407881,1.6388469,1.6435516,1.6451297,1.6455605,1.6513386,1.6455282
2015-07-20,1.6351383,1.6382964,1.6441472,1.6421165,1.6406202,1.6401278,1.6433576
2015-07-21,1.639778,1.6517282,1.639349,1.6437987,1.6480211,1.6506925,1.6483417
2015-07-22,1.6425723,1.643144,1.6452665,1.6407659,1.6457255,1.6466256,1.6496001
2015-07-23,1.647249,1.6397467,1.6456988,1.649031,1.6498307,1.6480747,1.6518419
2015-07-24,1.647427,1.6493815,1.6494868,1.6459761,1.6460911,1.6444097,1.6482017
2015-07-26,1.6404411,1.650245,1.6489247,1.650079,1.6506425,1.6498168,1.6525389
2015-07-27,1.6440974,1.64821,1.6422077,1.6501337,1.6500664,1.6493104,1.6493999
2015-07-28,1.6431047,1.6540835,1.6511528,1.6497954,1.6424726,1.6510026,1.6493136
2015-07-29,1.6468378,1.6480993,1.6493748,1.646924,1.6526089,1.6521219,1.6529429
2015-07-30,1.6464344,1.6469834,1.647907,1.6511561,1.6502861,1.6509029,1.6520901
2015-07-31,1.634025,1.6502279,1.6518787,1.6473982,1.654651,1.6493566,1.6535702
2015-08-02,1.6488433,1.6472889,1.6507766,1.6513777,1.6527371,1.6576966,1.6516167
2015-08-03,1.6474568,1.649812,1.6501309,1.645827,1.6512935,1.6539123,1.6555037
2015-08-04,1.6513981,1.6514509,1.650128,1.6549217,1.6544373,1.6533556,1.6563228
2015-08-05,1.6535499,1.6479186,1.656922,1.6553895,1.6557044,1.6573194,1.653766
2015-08-06,1.6500099,1.6509001,1.6528634,1.6508203,1.6536018,1.6580634,1.6580993
2015-08-07,1.6519163,1.6558084,1.6531634,1.652596,1.6525773,1.6606929,1.656708
2015-08-09,1.6541467,1.6528893,1.6538852,1.6555482,1.6465276,1.6640507,1.657774
2015-08-10,1.6573845,1.65534,1.6555855,1.6611885,1.6577188,1.6657372,1.6586785
2015-08-11,1.6486924,1.6549869,1.6565363,1.6544669,1.6555951,1.6580235,1.6613541
2015-08-12,1.6567178,1.6544979,1.6570116,1.6565462,1.6584415,1.6609104,1.6620238
2015-08-13,1.6546751,1.6494191,1.6580751,1.6586137,1.6603659,1.6609529,1.6615586
2015-08-14,1.6486306,1.6571307,1.660344,1.6625907,1.6611183,1.663877,1.6623307
2015-08-16,1.6598686,1.6587942,1.6589904,1.6640143,1.6649476,1.6645722,1.6634227
2015-08-17,1.6587402,1.6629165,1.6618226,1.6608493,1.6626008,1.6650314,1.6629854
2015-08-18,1.6614898,1.6633148,1.6652559,1.6591175,1.6664244,1.6664733,1.6705894
2015-08-19,1.6602933,1.662332,1.6630955,1.6613717,1.6661494,1.6665486,1.6649758
2015-08-20,1.6622154,1.6630566,1.662509,1.6645846,1.6700675,1.6673162,1.6624546
2015-08-21,1.6612434,1.6642785,1.6634022,1.6640137,1.6650842,1.6679578,1.6687677
2015-08-23,1.6612196,1.663118,1.6617289,1.668835,1.6689984,1.6674525,1.67119
2015-08-24,1.6652939,1.6699924,1.6711863,1.6682864,1.6695586,1.6680751,1.671549
2015-08-25,1.668916,1.6652901,1.6613276,1.6712034,1.6662978,1.6710849,1.6694051
2015-08-26,1.6641694,1.6686906,1.6670029,1.6705389,1.6721015,1.6780308,1.6720746
2015-08-27,1.6707286,1.6664487,1.6716322,1.6666722,1.6811694,1.6695852,1.6756158
2015-08-28,1.6674471,1.6669431,1.6692488,1.6777277,1.6748856,1.6756613,1.6825007
2015-08-30,1.6688637,1.6650997,1.6723264,1.6732554,1.6778858,1.6815903,1.687017
2015-08-31,1.6719687,1.6638198,1.6728408,1.6761554,1.6820914,1.6839776,1.6864542
2015-09-01,1.667344,1.683017,1.6776658,1.681669,1.6846864,1.6868608,1.6905248
2015-09-02,1.6744968,1.677598,1.6835849,1.6851048,1.6857142,1.6901602,1.6951439
2015-09-03,1.6774757,1.6824641,1.6847193,1.6907376,1.6900419,1.69334,1.6917399
2015-09-04,1.6810056,1.6840171,1.689863,1.6910477,1.6917073,1.6953456,1.6955026
2015-09-06,1.684789,1.6862243,1.6906977,1.6899337,1.695154,1.6936827,1.7049967
2015-09-07,1.6870736,1.6898093,1.6935141,1.694206,1.6961932,1.699682,1.6994046
2015-09-08,1.688814,1.6909713,1.6945833,1.6943669,1.6973318,1.7009444,1.7241378
2015-09-09,1.6963518,1.6963414,1.6971081,1.6932906,1.7042565,1.7207973,1.7277389
2015-09-10,1.6930854,1.6975094,1.6984816,1.6973906,1.7206001,1.7393845,1.7442758
2015-09-11,1.6986865,1.6991642,1.6989883,1.7221053,1.7405117,1.7420838,1.7423182
2015-09-13,1.6991563,1.7009021,1.7209369,1.737467,1.7439305,1.7431985,1.7476867
2015-09-14,1.7059623,1.7192162,1.739826,1.7359695,1.7425301,1.7512976,1.7523094
2015-09-15,1.7232828,1.7374942,1.745455,1.7452409,1.7523338,1.7554293,1.7674646
2015-09-16,1.7260883,1.7387404,1.742555,1.7512832,1.7587559,1.7548543,1.7624148
2015-09-17,1.743743,1.7433839,1.7452343,1.7612563,1.7556148,1.7578356,1.7656459
2015-09-18,1.7404304,1.7507722,1.7589196,1.7575424,1.753667,1.7706165,1.7663469
2015-09-20,1.7504256,1.7537901,1.7541223,1.7679583,1.7677058,1.764949,1.77111
2015-09-21,1.7564728,1.7520187,1.7665124,1.7650979,1.7619425,1.768937,1.7704338
2015-09-22,1.7611907,1.7646997,1.7625735,1.7767088,1.7654502,1.7641695,1.7646635
2015-09-23,1.7663676,1.7622882,1.7696831,1.7642064,1.7654486,1.769,1.7724804
2015-09-24,1.7587363,1.7605802,1.7766371,1.7710296,1.7659434,1.7642316,1.7705787
2015-09-25,1.7665237,1.7757571,1.7622524,1.7624487,1.7608728,1.7647467,1.7694479
2015-09-27,1.7674634,1.7675425,1.7686744,1.7664436,1.7673671,1.770532,1.7665386
2015-09-28,1.7670063,1.7671775,1.7660075,1.7653598,1.7658068,1.7639339,1.7725356
2015-09-29,1.762629,1.76735,1.769393,1.7671075,1.7723396,1.770916,1.7651561
2015-09-30,1.7677112,1.7735634,1.7652874,1.766442,1.7702587,1.7640373,1.7703487
2015-10-01,1.7709458,1.7644,1.7681217,1.777078,1.7668583,1.7698911,1.7666572
2015-10-02,1.7645354,1.7682294,1.7719219,1.7586831,1.7743847,1.7735486,1.7671345
2015-10-04,1.7704663,1.7702551,1.7682518,1.7691376,1.767702,1.7654809,1.7671278
2015-10-05,1.7628267,1.7675846,1.7671329,1.7729642,1.7666636,1.7675838,1.7677605
2015-10-06,1.7708166,1.7679188,1.7659451,1.763062,1.7670425,1.7678384,1.7656542
2015-10-07,1.7648968,1.7701249,1.7691852,1.7634895,1.766767,1.7692164,1.7685564
2015-10-08,1.7673864,1.7698271,1.7733499,1.7687241,1.7671647,1.767952,1.7665443
2015-10-09,1.7683569,1.7670709,1.762401,1.7723612,1.7668574,1.7671015,1.7614033
2015-10-11,1.7648294,1.7689452,1.763981,1.7644877,1.7672487,1.7674055,1.7610369
2015-10-12,1.7713886,1.7661783,1.7692957,1.7686985,1.7625345,1.7625883,1.7593149
2015-10-13,1.7648776,1.7683051,1.7636787,1.7638181,1.7604706,1.7686577,1.7618146
2015-10-14,1.771568,1.7694888,1.7526617,1.7645508,1.7638955,1.7626235,1.7560155
2015-10-15,1.7649508,1.763691,1.7595592,1.7642219,1.7654735,1.7573491,1.7505407
2015-10-16,1.7677383,1.7573501,1.7725126,1.756271,1.756045,1.7548498,1.7525164
2015-10-18,1.7584033,1.756294,1.7632194,1.7552847,1.7513273,1.7488936,1.744434
2015-10-19,1.7634325,1.7607638,1.7583842,1.7481167,1.7476056,1.7422981,1.7407749
2015-10-20,1.7571818,1.7578397,1.7525731,1.7511399,1.7458502,1.7430973,1.7406998
2015-10-21,1.7554994,1.7516248,1.7475888,1.7449241,1.7416984,1.7350188,1.7258025
2015-10-22,1.754292,1.7533195,1.7467022,1.7451475,1.7363132,1.7228359,1.7230723
2015-10-23,1.7445878,1.7491925,1.7393943,1.736376,1.7182988,1.7230432,1.7053148
2015-10-25,1.7475033,1.7424407,1.7290783,1.7278916,1.7192003,1.7056637,1.7020941
2015-10-26,1.7410882,1.7401949,1.7275794,1.7240489,1.703169,1.7066395,1.6991462
2015-10-27,1.7305267,1.7305522,1.721667,1.7054114,1.6983097,1.6980114,1.6976869
2015-10-28,1.7237222,1.722585,1.7075937,1.7112751,1.6972159,1.696498,1.6982973
2015-10-29,1.7258263,1.7056193,1.7074144,1.7062734,1.702846,1.6941725,1.693583
2015-10-30,1.7035453,1.7111975,1.6968409,1.6967281,1.7008871,1.6853086,1.6895626
2015-11-01,1.6990958,1.6926003,1.6984541,1.6962662,1.6926149,1.6962376,1.6861887
2015-11-02,1.6992862,1.7011069,1.6898613,1.6937761,1.686919,1.6890805,1.6747886
2015-11-03,1.6950778,1.6902521,1.6882063,1.6813041,1.6867415,1.6752086,1.6711661
2015-11-04,1.6969311,1.6975679,1.6878439,1.6865894,1.6739011,1.6750956,1.6709087
2015-11-05,1.6989094,1.6801866,1.6915058,1.6747332,1.6724073,1.6674328,1.6664145
2015-11-06,1.6867377,1.6873957,1.6712887,1.672513,1.6635187,1.6690012,1.666828
2015-11-08,1.6724608,1.6732693,1.6655765,1.6696253,1.6668582,1.6647427,1.6574886
2015-11-09,1.6700337,1.6711127,1.672185,1.6677084,1.6629064,1.6795242,1.6524992
2015-11-10,1.6724712,1.6671013,1.6625164,1.661153,1.648296,1.6629926,1.6418585
2015-11-11,1.6648543,1.6666968,1.665524,1.6501389,1.6479106,1.6556733,1.6420763
2015-11-12,1.6649462,1.6655481,1.6375887,1.6404462,1.638617,1.6471412,1.6544861
2015-11-13,1.6668864,1.6546774,1.6466103,1.6496537,1.6460133,1.6485801,1.6505958
2015-11-15,1.6553533,1.6610609,1.6507379,1.6490669,1.6409441,1.6384856,1.6454258
2015-11-16,1.6514573,1.6533608,1.6426766,1.6464818,1.6620127,1.6500927,1.6439606
2015-11-17,1.6466432,1.6452944,1.6366838,1.6405754,1.6453477,1.6403273,1.6423004
2015-11-18,1.6683334,1.6429733,1.6455537,1.6566107,1.6432816,1.6493376,1.6423507
2015-11-19,1.6484628,1.6436923,1.6532102,1.6492085,1.6448331,1.6454353,1.6443232
2015-11-20,1.6591647,1.6560414,1.6437129,1.6440532,1.6384653,1.6420382,1.6388338
2015-11-22,1.6546688,1.6471572,1.6479117,1.6395502,1.6410961,1.642113,1.6399423
2015-11-23,1.6546869,1.6394787,1.6366624,1.6384846,1.6447111,1.6429863,1.6364864
2015-11-24,1.6447316,1.6392629,1.6430125,1.6415813,1.6414199,1.640346,1.6376474
2015-11-25,1.647912,1.642951,1.6431055,1.644212,1.6355608,1.6373324,1.6381757
2015-11-26,1.6372416,1.6415398,1.6407295,1.6385255,1.6403155,1.6368184,1.6365442
2015-11-27,1.641729,1.6422098,1.6391996,1.6388417,1.6382601,1.6382084,1.6357017
2015-11-29,1.6423069,1.6391072,1.6392751,1.6416726,1.6325365,1.6338272,1.6338392
2015-11-30,1.6387702,1.6380955,1.639468,1.6397297,1.6342194,1.6329701,1.6330307
2015-12-01,1.6373587,1.6406896,1.6380161,1.6356753,1.6351354,1.6334482,1.6330637
2015-12-02,1.638212,1.6392385,1.6341089,1.6320828,1.640445,1.6340884,1.6317163
2015-12-03,1.6378664,1.6337701,1.6324396,1.63329,1.6304129,1.6306334,1.6311561
2015-12-04,1.636513,1.63398,1.640804,1.6366429,1.631444,1.6328497,1.6360872
2015-12-06,1.6322207,1.6331967,1.6354265,1.6299005,1.631354,1.638295,1.6331463
2015-12-07,1.6288275,1.639754,1.6328155,1.6319697,1.6348962,1.6303637,1.6355969
2015-12-08,1.6331265,1.6306592,1.635927,1.6376438,1.6308916,1.634161,1.6319658
2015-12-09,1.6312606,1.6302669,1.6365749,1.6331904,1.6312201,1.633484,1.6282043
2015-12-10,1.6334447,1.633532,1.629478,1.6311908,1.6320522,1.6337225,1.6368723
2015-12-11,1.6350727,1.6315937,1.626888,1.6350693,1.6342796,1.630166,1.6292052
2015-12-13,1.6355771,1.6293516,1.6345272,1.6333796,1.6282758,1.6263222,1.6313227
2015-12-14,1.6286647,1.6307642,1.63148,1.633182,1.6249136,1.6266804,1.6278926
2015-12-15,1.6322901,1.6344907,1.6317003,1.635416,1.6270771,1.627316,1.6339439
2015-12-16,1.6361743,1.6310098,1.629564,1.6288369,1.6285745,1.6296923,1.6288826
2015-12-17,1.6318756,1.63148,1.6339086,1.6279314,1.6284627,1.6263269,1.6214973
2015-12-18,1.6375,1.6333866,1.6242645,1.6208242,1.6292531,1.6249232,1.6255223
2015-12-20,1.627103,1.6262518,1.6245289,1.6284916,1.6255589,1.6238694,1.6219763
2015-12-21,1.6308752,1.6303173,1.6288893,1.6218884,1.622837,1.6217179,1.6216992
2015-12-22,1.6188259,1.623065,1.6315943,1.6251397,1.6237843,1.6221595,1.6195499
2015-12-23,1.6288811,1.6232733,1.6293983,1.6253073,1.6219989,1.619986,1.619886
2015-12-24,1.6237226,1.619468,1.6199727,1.621237,1.614441,1.6187707,1.6160984
2015-12-27,1.6232564,1.6261411,1.621084,1.6171962,1.6174693,1.6192062,1.6135266
2015-12-28,1.6204449,1.622637,1.6204574,1.618866,1.6209306,1.618783,1.6181306
2015-12-29,1.6255476,1.6156739,1.6188788,1.6209475,1.6218133,1.6178517,1.6167513
2015-12-30,1.6204834,1.620144,1.612094,1.6188408,1.614134,1.6131526,1.6106381
2015-12-31,1.6212596,1.6196141,1.6155457,1.6187122,1.6161234,1.6201406,1.614943
2016-01-03,1.6231492,1.6171299,1.6154631,1.6162137,1.6211033,1.6178994,1.6157019
2016-01-04,1.6195658,1.6113138,1.616445,1.6162431,1.6113861,1.6113945,1.6105547
2016-01-05,1.6151135,1.609346,1.615768,1.6126696,1.6148385,1.6155522,1.6091096
2016-01-06,1.6170495,1.6144983,1.613708,1.6148434,1.616301,1.6178652,1.6151375
2016-01-07,1.6150984,1.612867,1.6177608,1.6163714,1.6164523,1.6163269,1.6189497
2016-01-08,1.612591,1.6134508,1.6062257,1.6171663,1.6236647,1.6170528,1.61492
2016-01-10,1.6201051,1.6154875,1.6136566,1.6229116,1.6156482,1.6111531,1.6202174
2016-01-11,1.6147572,1.6212662,1.6127043,1.6105511,1.616445,1.6182495,1.62201
2016-01-12,1.6138222,1.6174251,1.6151296,1.6091378,1.6147118,1.6191455,1.623591
2016-01-13,1.614285,1.6146305,1.6110207,1.6140594,1.6236272,1.6213692,1.6194593
2016-01-14,1.6171448,1.6144695,1.6234739,1.620673,1.6176417,1.6218843,1.6225287
2016-01-15,1.61802,1.6196231,1.6177679,1.6195292,1.618341,1.6202084,1.6242335
2016-01-17,1.6110389,1.6186317,1.6196415,1.6220019,1.6168249,1.6229056,1.624964
2016-01-18,1.6177971,1.6188316,1.6221392,1.6220859,1.6241533,1.6233028,1.6217251
2016-01-19,1.6190648,1.6238025,1.6209407,1.6224232,1.6245399,1.6223149,1.624413
2016-01-20,1.621626,1.6201619,1.6236706,1.6278584,1.6207488,1.6229231,1.6312255
2016-01-21,1.6215123,1.620412,1.6223123,1.625765,1.6259754,1.6222154,1.6254921
2016-01-22,1.6248586,1.6234808,1.6237278,1.6230942,1.6231235,1.6278496,1.6246784
2016-01-24,1.6212698,1.6218014,1.6222925,1.6276963,1.626194,1.6243579,1.6367888
2016-01-25,1.6235011,1.6227762,1.6254296,1.6283367,1.626703,1.6377574,1.6502932
2016-01-26,1.6252011,1.6286105,1.6330084,1.6262481,1.6404728,1.6525182,1.6557921
2016-01-27,1.6271983,1.6283697,1.6278312,1.6352344,1.6523902,1.6592002,1.6598792
2016-01-28,1.6269459,1.6254636,1.6345601,1.650733,1.6568234,1.6594357,1.6607177
2016-01-29,1.6256721,1.636807,1.6523476,1.6579269,1.6613009,1.6637977,1.6630619
2016-01-31,1.6344447,1.6493428,1.6543243,1.65932,1.6590081,1.6515558,1.6661736
2016-02-01,1.6518613,1.6548526,1.651795,1.6606627,1.674367,1.6750224,1.6649991
2016-02-02,1.6642556,1.6564448,1.6736193,1.6669979,1.6639866,1.659579,1.6628306
2016-02-03,1.6596195,1.6628096,1.647477,1.6665783,1.6643432,1.6717567,1.6803237
2016-02-04,1.6569283,1.664674,1.6646652,1.6693225,1.6556326,1.6803154,1.6695414
2016-02-05,1.6620305,1.6647404,1.6617123,1.668607,1.6590785,1.6609263,1.6641651
2016-02-07,1.6503681,1.6649218,1.6638507,1.6686227,1.6662862,1.6756319,1.6742158
2016-02-08,1.6637541,1.6630503,1.6792755,1.6666473,1.6718345,1.6746304,1.66905
2016-02-09,1.6671444,1.6600221,1.6688936,1.645605,1.6777297,1.6758413,1.6780837
2016-02-10,1.6702979,1.6685417,1.6703784,1.6588309,1.6797514,1.6754048,1.6781815
2016-02-11,1.6656739,1.669817,1.6644509,1.6796769,1.6757728,1.6784965,1.6781132
2016-02-12,1.6687053,1.6775372,1.6792397,1.6785305,1.6749403,1.6732638,1.6722758
2016-02-14,1.676065,1.6767136,1.6760606,1.6743579,1.6718109,1.6843839,1.6896627
2016-02-15,1.6705487,1.6766794,1.6768556,1.6734419,1.6770415,1.6773036,1.6780691
2016-02-16,1.677695,1.6755702,1.6811848,1.6801182,1.6802014,1.6792779,1.6795051
2016-02-17,1.6743748,1.6708493,1.6798797,1.6770438,1.6808395,1.6791825,1.6805809
2016-02-18,1.671673,1.6730189,1.6685724,1.6730402,1.6797371,1.6788462,1.6780913
2016-02-19,1.6800318,1.6756741,1.6789601,1.6799763,1.6781008,1.6802505,1.67537
2016-02-21,1.6784505,1.6798139,1.6773071,1.6756054,1.6761754,1.6823506,1.6805983
2016-02-22,1.6763287,1.6821562,1.6740737,1.6747715,1.6818063,1.6818262,1.674576
2016-02-23,1.6776861,1.6809087,1.6827048,1.6750469,1.6760287,1.6815486,1.6778713
2016-02-24,1.6773574,1.6842666,1.6740131,1.677758,1.6822413,1.6747777,1.6820984
2016-02-25,1.6784867,1.6762346,1.6744756,1.6800416,1.6763842,1.6807669,1.6782452
2016-02-26,1.6739427,1.678736,1.6758368,1.6833656,1.6760454,1.6724296,1.6768504
2016-02-28,1.6787112,1.6794635,1.676355,1.6718497,1.6823834,1.6693324,1.660031
2016-02-29,1.6782894,1.6806161,1.678748,1.6727687,1.673072,1.6734133,1.6691861
2016-03-01,1.6781745,1.6772212,1.6729887,1.6780441,1.6703403,1.672722,1.679349
2016-03-02,1.6753209,1.6789747,1.6770003,1.670241,1.6818109,1.675083,1.6737002
2016-03-03,1.6759238,1.6808953,1.6734526,1.6767573,1.6729404,1.6751063,1.6720355
2016-03-04,1.675612,1.6667007,1.6771029,1.6801302,1.6677637,1.671596,1.6718005
2016-03-06,1.6683952,1.6777955,1.6760663,1.675812,1.6682453,1.6727257,1.6705153
2016-03-07,1.6833667,1.6697494,1.6734437,1.6807238,1.6720337,1.6720891,1.6676645
2016-03-08,1.6758435,1.6789335,1.676705,1.6764829,1.6716205,1.6664699,1.6622716
2016-03-09,1.6707441,1.6693599,1.6726199,1.673167,1.6682227,1.6628733,1.662623
2016-03-10,1.6712202,1.6714139,1.6698148,1.6682847,1.6595278,1.6605004,1.6607856
2016-03-11,1.670839,1.6712935,1.6663569,1.6611023,1.6634822,1.6616328,1.6611569
2016-03-13,1.6660106,1.665292,1.6623123,1.6614816,1.6597403,1.6603345,1.6639422
2016-03-14,1.6693995,1.661701,1.6592237,1.6638395,1.6637255,1.6588767,1.6588391
2016-03-15,1.6625438,1.6611462,1.6606189,1.6626122,1.6639123,1.6693069,1.6593313
2016-03-16,1.6668652,1.6641005,1.666598,1.6590297,1.6641488,1.6609721,1.6607394
2016-03-17,1.6577114,1.6616052,1.6614689,1.6542861,1.6618015,1.6608744,1.657253
2016-03-18,1.6603265,1.6595486,1.659788,1.6602019,1.6598512,1.6563119,1.6628174
2016-03-20,1.6620437,1.6613263,1.6588414,1.6605041,1.6605961,1.6602095,1.6560792
2016-03-21,1.6614068,1.6584961,1.6595005,1.6552088,1.6607383,1.6570204,1.6623797
2016-03-22,1.6585925,1.6575198,1.6630914,1.6603111,1.662931,1.6630094,1.6560118
