,EURNZD,EURNZD,EURNZD,EURNZD,EURNZD,EURNZD,EURNZD
2014-05-13,1.604583,1.6022465,1.6035991,1.5991662,1.6010054,1.6016855,1.601204
2014-05-14,1.6002066,1.6002433,1.6000884,1.6039677,1.6018827,1.5995302,1.5996923
2014-05-15,1.6026956,1.6021918,1.6066219,1.5971204,1.5981307,1.5998011,1.5992328
2014-05-16,1.6005964,1.600026,1.6012592,1.5990399,1.5963845,1.5981737,1.599741
2014-05-18,1.5969836,1.598278,1.5970131,1.6002514,1.5997874,1.6003602,1.5960686
2014-05-19,1.5972399,1.6003579,1.6016779,1.599775,1.6000926,1.6008053,1.5997014
2014-05-20,1.6018535,1.5980343,1.5995893,1.5991819,1.6039162,1.5992744,1.6016839
2014-05-21,1.6009655,1.6051787,1.6017796,1.6002977,1.5998472,1.5994241,1.5996706
2014-05-22,1.5978371,1.6007028,1.5995388,1.5997181,1.5997231,1.5973922,1.6001674
2014-05-23,1.600925,1.6008614,1.6018689,1.5990568,1.6009246,1.5993693,1.6003114
2014-05-25,1.5999767,1.6004909,1.5995435,1.5977559,1.602196,1.5968409,1.6011808
2014-05-26,1.5987362,1.6015072,1.6143333,1.5993619,1.5980861,1.599528,1.5998366
2014-05-27,1.5998394,1.5973197,1.6005557,1.5982723,1.5986291,1.5995386,1.60074
2014-05-28,1.5881765,1.597715,1.596035,1.5985535,1.594729,1.6018175,1.6010315
2014-05-29,1.59507,1.6008873,1.6014862,1.5990614,1.5898312,1.6007526,1.5996335
2014-05-30,1.5984533,1.610789,1.6021664,1.6018057,1.5984178,1.6013839,1.6008228
2014-06-02,1.6024065,1.605361,1.600071,1.6023934,1.6018453,1.5991708,1.6019049
2014-06-03,1.5990138,1.6002221,1.6004223,1.6003929,1.6005427,1.6091446,1.6003405
2014-06-04,1.6018423,1.6006325,1.5965211,1.5983412,1.5986985,1.6012611,1.604321
2014-06-05,1.6005688,1.5999018,1.5978969,1.5988096,1.5982023,1.6015222,1.5916111
2014-06-06,1.5990902,1.6009004,1.602911,1.6020107,1.5996107,1.6006413,1.5987985
2014-06-08,1.6022358,1.6010972,1.5912741,1.5997641,1.6024685,1.5963981,1.5999348
2014-06-09,1.6006389,1.5982034,1.6003621,1.5997912,1.598384,1.6076161,1.5951188
2014-06-10,1.5990174,1.6019856,1.597367,1.5888821,1.5860188,1.5906448,1.598201
2014-06-11,1.5988156,1.5988952,1.59805,1.5964565,1.5910792,1.5929554,1.5922239
2014-06-12,1.5995101,1.5971098,1.5978309,1.5925868,1.5980434,1.5939472,1.597991
2014-06-13,1.6120073,1.5977465,1.5814908,1.5943793,1.5900252,1.5979524,1.5901947
2014-06-15,1.5898011,1.5973748,1.5923569,1.597444,1.6020315,1.592428,1.5841099
2014-06-16,1.6000609,1.5963315,1.6020025,1.5997579,1.595089,1.58563,1.5880041
2014-06-17,1.5998,1.5986719,1.5915632,1.597106,1.5943853,1.5885183,1.5950884
2014-06-18,1.5935016,1.5981116,1.5921907,1.6007074,1.6006935,1.5942309,1.5947975
2014-06-19,1.5906004,1.595932,1.5986936,1.5845362,1.5931206,1.5935843,1.590012
2014-06-20,1.5949141,1.5946732,1.6027671,1.593356,1.5855232,1.590328,1.5876346
2014-06-22,1.5851672,1.6022825,1.5957047,1.5936934,1.5916616,1.5910468,1.5883138
2014-06-23,1.5957983,1.5899999,1.5865209,1.5951307,1.5913261,1.5877595,1.5875647
2014-06-24,1.5964963,1.5889318,1.5901095,1.5894463,1.5885208,1.5898924,1.5883003
2014-06-25,1.5862865,1.5907812,1.5894253,1.5876577,1.587615,1.5886748,1.5875095
2014-06-26,1.5930576,1.5900578,1.5885477,1.5873922,1.5885224,1.5884771,1.5883279
2014-06-27,1.5868608,1.5886716,1.5880408,1.588635,1.5875735,1.5880438,1.5783124
2014-06-29,1.5875667,1.5881007,1.5893588,1.5862415,1.5884902,1.5785317,1.565054
2014-06-30,1.5883268,1.5876136,1.5869666,1.5878971,1.5772188,1.5586654,1.5904639
2014-07-01,1.5881793,1.5886784,1.5851057,1.577491,1.5781642,1.5630002,1.5626749
2014-07-02,1.5875078,1.5878221,1.5776697,1.5960474,1.5596669,1.5740621,1.5573176
2014-07-03,1.5868568,1.5800811,1.5650411,1.5832443,1.5663416,1.5676881,1.562599
2014-07-04,1.5787451,1.5664964,1.5646464,1.5710001,1.5712171,1.565995,1.5635786
2014-07-06,1.5648797,1.5927757,1.5719845,1.5602043,1.5627596,1.5585363,1.5546567
2014-07-07,1.5633329,1.5869247,1.5532453,1.5755051,1.5632346,1.571659,1.5562422
2014-07-08,1.5740194,1.5643045,1.5613678,1.5894063,1.5665988,1.5589768,1.5597508
2014-07-09,1.5771967,1.5653516,1.5590622,1.559284,1.558312,1.5531442,1.5579021
2014-07-10,1.5715604,1.5654786,1.5535517,1.5615977,1.564523,1.5625893,1.5570271
2014-07-11,1.5614808,1.571503,1.5696175,1.560129,1.5594678,1.5611405,1.5628586
2014-07-13,1.5657797,1.5586767,1.556839,1.5645337,1.5597926,1.5524294,1.5560431
2014-07-14,1.5846404,1.5639223,1.5590363,1.5601501,1.5576321,1.555559,1.5537925
2014-07-15,1.5670228,1.5591666,1.5588093,1.5586195,1.5636024,1.5581251,1.5565135
2014-07-16,1.5538937,1.5583984,1.5546114,1.5610609,1.5569246,1.5592347,1.5535843
2014-07-17,1.5583808,1.5563003,1.5569957,1.5566491,1.5617678,1.5454865,1.5579165
2014-07-18,1.5614424,1.5625651,1.5583309,1.5585597,1.5571723,1.5574629,1.548743
2014-07-20,1.5614483,1.5591842,1.5589035,1.5579667,1.5619398,1.5588485,1.5556076
2014-07-21,1.563971,1.5576322,1.5558621,1.5565212,1.5574324,1.5553181,1.5566077
2014-07-22,1.5610543,1.5564622,1.5570283,1.5661266,1.5566146,1.556209,1.5553826
2014-07-23,1.5585998,1.5577666,1.556494,1.5544814,1.5556586,1.5544205,1.5557823
2014-07-24,1.5581418,1.5571575,1.5617428,1.5653944,1.5572014,1.5573728,1.5547746
2014-07-25,1.5579047,1.5592842,1.555876,1.5581793,1.5532486,1.558541,1.5547488
2014-07-27,1.555685,1.5597639,1.557244,1.5557078,1.5508196,1.55934,1.5516387
2014-07-28,1.5589302,1.5546062,1.5584464,1.555387,1.5568247,1.5586236,1.554213
2014-07-29,1.5576342,1.5557088,1.5593492,1.5565152,1.5584003,1.5554785,1.5523708
2014-07-30,1.5574186,1.5557601,1.5570966,1.5577382,1.5574143,1.5558804,1.5606434
2014-07-31,1.5587976,1.5582249,1.5555112,1.5573083,1.5543799,1.5584611,1.5578709
2014-08-01,1.5579667,1.5558147,1.5568252,1.5556991,1.5619091,1.5534984,1.5605681
2014-08-03,1.5599834,1.5557128,1.5591084,1.5569935,1.5587696,1.5592617,1.5588279
2014-08-04,1.5589204,1.5584141,1.5659567,1.5556825,1.5544914,1.5617146,1.5560205
2014-08-05,1.5542994,1.5557731,1.5681118,1.55562,1.5564692,1.5561266,1.5594282
2014-08-06,1.5672284,1.550207,1.5549368,1.5554488,1.5576806,1.5597706,1.5586138
2014-08-07,1.5578225,1.555965,1.5655946,1.5602125,1.5503682,1.5623306,1.5569584
2014-08-08,1.5595586,1.5506244,1.5494611,1.552526,1.5615205,1.5581892,1.558973
2014-08-10,1.5560291,1.5561782,1.5542763,1.5613291,1.5581052,1.5609329,1.5685289
2014-08-11,1.5604054,1.5591838,1.558415,1.5625869,1.557569,1.5682815,1.5710516
2014-08-12,1.5620368,1.5583451,1.5578058,1.5647844,1.5683875,1.5671918,1.5669811
2014-08-13,1.5608938,1.5590383,1.556685,1.568171,1.5709398,1.5666436,1.5726973
2014-08-14,1.56089,1.5580606,1.566595,1.5690141,1.572008,1.5731847,1.5751764
2014-08-15,1.5585783,1.5682054,1.5713882,1.5731221,1.5732745,1.5724304,1.5717793
2014-08-17,1.5687078,1.5693805,1.5702461,1.5735389,1.576122,1.567955,1.5674714
2014-08-18,1.5712411,1.5692829,1.5732105,1.57616,1.5741947,1.5735008,1.5832927
2014-08-19,1.5732858,1.574687,1.5747573,1.5703824,1.56704,1.5815815,1.5766482
2014-08-20,1.5720055,1.566319,1.5747452,1.5691822,1.5652348,1.5721524,1.5814588
2014-08-21,1.5730369,1.5819396,1.576966,1.5795124,1.5835278,1.5777125,1.5888592
2014-08-22,1.5636053,1.5758855,1.578461,1.5764066,1.5797881,1.5770603,1.5732341
2014-08-24,1.5698302,1.5705004,1.5747136,1.5648434,1.575382,1.5779878,1.5760022
2014-08-25,1.5698205,1.573787,1.5817773,1.577893,1.5793304,1.5754824,1.5734102
2014-08-26,1.5762905,1.5783606,1.5725918,1.5743306,1.5794744,1.5772778,1.5762099
2014-08-27,1.5738443,1.5751954,1.5760612,1.5718305,1.5736448,1.5781248,1.5805769
2014-08-28,1.5743196,1.5717903,1.5756733,1.5734131,1.5754925,1.5767062,1.5781724
2014-08-29,1.5813123,1.5776484,1.577405,1.5732735,1.5751522,1.5739089,1.5815032
2014-08-31,1.5738145,1.5777594,1.5742085,1.5752395,1.5737977,1.5801253,1.5781845
2014-09-01,1.5791243,1.5747266,1.5753382,1.5802667,1.5821648,1.5811055,1.5825871
2014-09-02,1.5765469,1.5797355,1.5768185,1.5747138,1.5721484,1.5770466,1.5748554
2014-09-03,1.5779101,1.5740739,1.5790882,1.576539,1.57722,1.5755799,1.5761782
2014-09-04,1.5785981,1.5752783,1.5730795,1.577455,1.5833697,1.5741856,1.5767791
2014-09-05,1.5761855,1.5775156,1.5795636,1.5789487,1.5755562,1.5746356,1.5754207
2014-09-07,1.5777267,1.5769033,1.5765147,1.5775192,1.5741166,1.576168,1.577565
2014-09-08,1.5769997,1.5769533,1.576098,1.5811434,1.57606,1.5749245,1.5789754
2014-09-09,1.5772243,1.5785818,1.5775769,1.5825677,1.5754161,1.5758165,1.581059
2014-09-10,1.5741183,1.5753454,1.5767304,1.5769107,1.5743598,1.5791538,1.5761892
2014-09-11,1.5774031,1.5773407,1.5779958,1.5795573,1.5770895,1.5758436,1.5760119
2014-09-12,1.578992,1.5765921,1.575897,1.5788447,1.5739408,1.5812068,1.576577
2014-09-14,1.5739745,1.5769808,1.5764337,1.5787406,1.5804317,1.5778903,1.5772388
2014-09-15,1.5762082,1.5788876,1.575191,1.5809851,1.5757437,1.5788134,1.5802329
2014-09-16,1.5741583,1.5738746,1.5777358,1.5786873,1.5775067,1.580584,1.5789442
2014-09-17,1.5803058,1.5770042,1.5798132,1.5783439,1.5800874,1.5761516,1.5800188
2014-09-18,1.5761971,1.5759964,1.5779507,1.5799315,1.5788065,1.5752833,1.5805423
2014-09-19,1.5777417,1.5760667,1.5813105,1.5796809,1.5782979,1.5763991,1.5817411
2014-09-21,1.5780244,1.5792849,1.5826247,1.5781686,1.578805,1.5811093,1.5783825
2014-09-22,1.5784823,1.582626,1.5772779,1.5819426,1.582854,1.5814089,1.5794848
2014-09-23,1.577757,1.5777653,1.5793765,1.5750071,1.5790174,1.5787306,1.5767243
2014-09-24,1.5763338,1.5797563,1.5779927,1.5818257,1.5806166,1.576514,1.5826331
2014-09-25,1.5788822,1.5774934,1.5774405,1.5781748,1.583941,1.5769417,1.5746858
2014-09-26,1.5774213,1.5784936,1.5794863,1.5789161,1.5730023,1.5800128,1.5809065
2014-09-28,1.5792933,1.5825249,1.582878,1.5770439,1.5766523,1.5819416,1.5807383
2014-09-29,1.5797001,1.5823586,1.5811828,1.5794184,1.5824822,1.5817027,1.5818194
2014-09-30,1.5788829,1.5801849,1.5784531,1.5770638,1.5792313,1.5839093,1.5806127
2014-10-01,1.5774796,1.5820992,1.585086,1.5810767,1.583466,1.5820773,1.578759
2014-10-02,1.5789297,1.5822225,1.5793753,1.5793773,1.5784694,1.5840058,1.5842401
2014-10-03,1.5813425,1.5856991,1.5830398,1.5812762,1.5830538,1.5837095,1.5827096
2014-10-05,1.5771888,1.5838766,1.5819842,1.5810752,1.5825765,1.584454,1.5854021
2014-10-06,1.5785342,1.5814424,1.5823805,1.5826123,1.5851736,1.5851943,1.5870502
2014-10-07,1.5819309,1.5823036,1.5846186,1.581988,1.5841854,1.5849171,1.5860157
2014-10-08,1.5794315,1.5834183,1.5840411,1.5846026,1.5847278,1.5853944,1.586413
2014-10-09,1.5837018,1.5858502,1.5846637,1.5854449,1.5863426,1.5869572,1.5888481
2014-10-10,1.5833824,1.5836365,1.5843039,1.5866371,1.5893345,1.5875052,1.5916803
2014-10-12,1.5845616,1.5848963,1.5858157,1.5870845,1.5880877,1.5911853,1.6057872
2014-10-13,1.5846772,1.5879066,1.588948,1.5909133,1.5919001,1.6025598,1.6067066
2014-10-14,1.5871444,1.5858617,1.5897567,1.5941566,1.6041467,1.6070144,1.6103933
2014-10-15,1.5880666,1.5870719,1.5907795,1.6019038,1.6056519,1.6065261,1.5963699
2014-10-16,1.589445,1.5921209,1.600814,1.6066031,1.6058435,1.6061007,1.6060131
2014-10-17,1.5902586,1.6056464,1.6006334,1.6068679,1.6043226,1.6057916,1.6080078
2014-10-19,1.6029048,1.6054896,1.6050537,1.6082822,1.6063541,1.605574,1.6085312
2014-10-20,1.6054585,1.6068249,1.6079364,1.6072925,1.6085826,1.6052916,1.6080317
2014-10-21,1.6082073,1.6057106,1.6054795,1.6076757,1.5980415,1.5991834,1.6039374
2014-10-22,1.6070323,1.6069117,1.6073344,1.6022999,1.6049442,1.6147726,1.5970612
2014-10-23,1.6075262,1.605778,1.6076396,1.5979418,1.6111456,1.6017932,1.608547
2014-10-24,1.609869,1.6074655,1.6133673,1.6019782,1.6045103,1.61261,1.6118896
2014-10-26,1.6057793,1.6125628,1.6106243,1.608978,1.6143246,1.6137949,1.6136374
2014-10-27,1.6081768,1.6034398,1.5967274,1.6052749,1.6100003,1.6059626,1.6021242
2014-10-28,1.6065053,1.6094816,1.609576,1.6085752,1.6169935,1.6082217,1.6125834
2014-10-29,1.6123472,1.6227648,1.6144907,1.6051623,1.6113653,1.6101601,1.6122473
2014-10-30,1.6077553,1.6050426,1.6073297,1.6092076,1.6093526,1.607403,1.6047424
2014-10-31,1.6087635,1.5979071,1.6162584,1.607238,1.611818,1.5874224,1.6299235
2014-11-02,1.6091471,1.6019773,1.6111145,1.6105412,1.5864366,1.6163584,1.6002134
2014-11-03,1.6077219,1.6119256,1.6097265,1.6080179,1.6084971,1.6050103,1.6034446
2014-11-04,1.6081297,1.609611,1.6069641,1.6069152,1.611548,1.6164943,1.6071061
2014-11-05,1.61577,1.6121362,1.6096125,1.6125427,1.6127902,1.6132879,1.612033
2014-11-06,1.6094627,1.610521,1.6106354,1.6079173,1.6121663,1.6108624,1.6108142
2014-11-07,1.6025532,1.6037555,1.6100063,1.6138062,1.609537,1.6115963,1.6136928
2014-11-09,1.6177828,1.6180422,1.6112175,1.6097089,1.6102195,1.6100328,1.6109701
2014-11-10,1.605523,1.6108952,1.6125181,1.6123121,1.6087964,1.608403,1.6103916
2014-11-11,1.6170945,1.6105404,1.6095549,1.6081164,1.6092824,1.6098161,1.6076287
2014-11-12,1.6106333,1.6133423,1.6118766,1.6099951,1.6059215,1.6094334,1.6089861
2014-11-13,1.6104771,1.610332,1.6099494,1.6137891,1.6082046,1.6120343,1.6126376
2014-11-14,1.6108446,1.6102105,1.6129327,1.6072516,1.6081567,1.6100615,1.6086699
2014-11-16,1.6129489,1.6082218,1.6107631,1.6089895,1.6082331,1.6065122,1.6104937
2014-11-17,1.6119521,1.6097666,1.6092472,1.6083981,1.6064775,1.612958,1.6082246
2014-11-18,1.6098601,1.6083065,1.6057979,1.6082008,1.6074742,1.6081344,1.6087087
2014-11-19,1.6091846,1.6098131,1.6127229,1.6093569,1.6076192,1.6075336,1.6053932
2014-11-20,1.6084001,1.6125453,1.6089534,1.6087646,1.6079085,1.6060554,1.6059415
2014-11-21,1.6063929,1.6127942,1.6081904,1.6073526,1.6062752,1.6041436,1.6039047
2014-11-23,1.6103677,1.6064192,1.6072814,1.6061349,1.6042238,1.6049423,1.6042255
2014-11-24,1.6089783,1.6083438,1.6063334,1.6051867,1.6046901,1.6033216,1.600859
2014-11-25,1.6063714,1.6081249,1.6046498,1.6036249,1.6024446,1.6022412,1.5994647
2014-11-26,1.6065521,1.6061323,1.6041272,1.6021092,1.6012967,1.599602,1.598007
2014-11-27,1.6056553,1.6047952,1.6042689,1.6015011,1.5984876,1.5999041,1.5962176
2014-11-28,1.6029267,1.6026585,1.6011821,1.6011599,1.598626,1.5956882,1.5950611
2014-11-30,1.6019101,1.6026971,1.597471,1.5989041,1.5976231,1.5966787,1.5960581
2014-12-01,1.6026659,1.5992799,1.5974851,1.5985155,1.594619,1.593875,1.5923103
2014-12-02,1.5983902,1.5978007,1.5966804,1.5957748,1.5957433,1.5941151,1.5940189
2014-12-03,1.5993854,1.5981209,1.5954155,1.5965282,1.5965773,1.5945599,1.5956545
2014-12-04,1.5975165,1.5954597,1.5931331,1.593222,1.5974162,1.5950811,1.5958881
2014-12-05,1.5964677,1.5955584,1.595823,1.5943223,1.5965382,1.5940385,1.5940883
2014-12-07,1.5938858,1.5956616,1.5939637,1.5939003,1.5936123,1.594516,1.5934355
2014-12-08,1.5937055,1.5954125,1.5949105,1.5936453,1.5941453,1.5918878,1.5940977
2014-12-09,1.5948501,1.5956693,1.5934335,1.5948733,1.5938416,1.5950984,1.5930688
2014-12-10,1.5961722,1.5920773,1.597644,1.5931617,1.5917296,1.5937452,1.5953844
2014-12-11,1.5910174,1.5915114,1.5927918,1.5961379,1.5953679,1.5927557,1.5920354
2014-12-12,1.593421,1.5933576,1.5944519,1.5955979,1.5937914,1.5922183,1.5970479
2014-12-14,1.5932666,1.5934058,1.5980477,1.5936421,1.5940791,1.5989075,1.5942385
2014-12-15,1.5941288,1.5944265,1.5969925,1.5960668,1.591679,1.5892005,1.5898055
2014-12-16,1.597419,1.5933944,1.5986599,1.595488,1.5940653,1.5909593,1.5925623
2014-12-17,1.5922635,1.5944997,1.5941659,1.592829,1.5910524,1.5889553,1.5891254
2014-12-18,1.5914968,1.5963373,1.5923216,1.590002,1.5894494,1.588432,1.5870891
2014-12-19,1.5966126,1.5980622,1.594475,1.588238,1.5887319,1.5880797,1.5926542
2014-12-21,1.5950963,1.5846038,1.5917139,1.5934404,1.5891719,1.5836374,1.5906428
2014-12-22,1.5905825,1.5925436,1.5890123,1.5877521,1.5868741,1.5846865,1.5889536
2014-12-23,1.5908579,1.5860703,1.5886431,1.588855,1.5882155,1.5861443,1.5877674
2014-12-24,1.5905471,1.5949363,1.5911205,1.5887855,1.5883402,1.5897739,1.5882602
2014-12-25,1.5902327,1.5848409,1.5893958,1.5829706,1.584039,1.5865188,1.5865605
2014-12-26,1.5847639,1.5866206,1.5887125,1.5890099,1.5860267,1.5857825,1.5889611
2014-12-28,1.5851283,1.5883253,1.5835053,1.5877239,1.5791049,1.586577,1.5843251
2014-12-29,1.5918914,1.5896487,1.5888869,1.5851295,1.5909244,1.5843506,1.5893166
2014-12-30,1.5881364,1.587167,1.590627,1.5889962,1.5831519,1.5879211,1.5812912
2014-12-31,1.58183,1.5864277,1.5837026,1.5809675,1.5869374,1.5820417,1.5852016
2015-01-01,1.5886487,1.5897111,1.5833153,1.5845149,1.5864708,1.5850782,1.5852449
2015-01-02,1.5838422,1.5860548,1.5832965,1.5856578,1.5864058,1.5879555,1.5788987
2015-01-04,1.5867665,1.5826331,1.5792546,1.5877703,1.5863712,1.5853466,1.5846878
2015-01-05,1.5875963,1.5835828,1.5852453,1.5853617,1.5832722,1.5834575,1.5834042
2015-01-06,1.589762,1.587059,1.5842743,1.5929496,1.5827124,1.5821213,1.5750995
2015-01-07,1.5881308,1.5888758,1.5831485,1.5792418,1.5841699,1.5855815,1.5780145
2015-01-08,1.5886142,1.5793185,1.5846334,1.5833774,1.5810935,1.5810803,1.5793246
2015-01-09,1.5843786,1.5833803,1.5825224,1.5791476,1.5810258,1.5755452,1.576302
2015-01-11,1.5808041,1.5806488,1.5745823,1.5772257,1.5781834,1.5818878,1.5771916
2015-01-12,1.5802472,1.5832888,1.5787685,1.5767626,1.5790663,1.5747482,1.5733149
2015-01-13,1.5781575,1.5835266,1.5825782,1.5759596,1.5719514,1.571732,1.570456
2015-01-14,1.5787114,1.5754006,1.5775468,1.5768673,1.5734476,1.567584,1.5653387
2015-01-15,1.5787551,1.5635121,1.569665,1.569016,1.5669334,1.5668056,1.5623139
2015-01-16,1.5759571,1.5698416,1.5728743,1.5650841,1.5620213,1.5617106,1.5559814
2015-01-18,1.572335,1.5691364,1.5702577,1.5629373,1.5620228,1.5582728,1.552744
2015-01-19,1.5705774,1.5684747,1.563407,1.559902,1.5576954,1.5548698,1.5550773
2015-01-20,1.5677702,1.5636963,1.5598307,1.556169,1.556242,1.552256,1.5509661
2015-01-21,1.563821,1.5635581,1.5594707,1.5506443,1.5482553,1.5388353,1.54021
2015-01-22,1.5600598,1.5572982,1.5522106,1.5486366,1.556284,1.5468268,1.5353631
2015-01-23,1.5562661,1.5583358,1.5549841,1.5448188,1.5478559,1.5370239,1.528084
2015-01-25,1.5614089,1.5521882,1.5568581,1.5479386,1.5370401,1.5288646,1.5281126
2015-01-26,1.5504417,1.5418236,1.5455772,1.5348951,1.5340446,1.5253403,1.5362028
2015-01-27,1.5525062,1.5452759,1.5364313,1.5308292,1.5230323,1.5313611,1.521575
2015-01-28,1.5383403,1.5362276,1.5349346,1.5380983,1.5486745,1.5240633,1.5297648
2015-01-29,1.536654,1.5212026,1.5435084,1.5326676,1.5386444,1.5353577,1.5305752
2015-01-30,1.5264326,1.5273064,1.5251784,1.5274115,1.5364445,1.5347756,1.5352987
2015-02-01,1.5302002,1.5272493,1.529267,1.534885,1.532689,1.5242579,1.5304867
2015-02-02,1.5267084,1.5310874,1.5300956,1.5299213,1.5273945,1.5404042,1.5357788
2015-02-03,1.527869,1.5247865,1.5349686,1.5316992,1.5278543,1.5266403,1.5265634
2015-02-04,1.5291102,1.5359886,1.5317831,1.5268934,1.525649,1.5310969,1.52977
2015-02-05,1.528892,1.5310147,1.5452799,1.5431848,1.5252455,1.5274415,1.5277104
2015-02-06,1.5268271,1.5358967,1.5348052,1.5305929,1.5307539,1.5169036,1.5277884
2015-02-08,1.5337102,1.5257416,1.5355585,1.5255953,1.5291182,1.5281119,1.5314385
2015-02-09,1.5314927,1.5299963,1.5391604,1.5215229,1.5276886,1.5258982,1.526975
2015-02-10,1.5266232,1.5213181,1.5241389,1.526931,1.5255058,1.5267926,1.525496
2015-02-11,1.5310245,1.5337096,1.533265,1.5281918,1.520403,1.5270154,1.5266384
2015-02-12,1.5291767,1.5217192,1.5305961,1.5238563,1.528509,1.5292814,1.5248228
2015-02-13,1.5228102,1.5274229,1.5264823,1.5235597,1.5226301,1.5240871,1.5196707
2015-02-15,1.5277567,1.5283887,1.5217727,1.5253992,1.5273087,1.523288,1.5248258
2015-02-16,1.5258174,1.5244977,1.5217767,1.5282955,1.5218327,1.5228353,1.5210935
2015-02-17,1.5299786,1.5283378,1.523226,1.5207063,1.5216103,1.5228369,1.5221509
2015-02-18,1.5333145,1.5319017,1.5291146,1.5251734,1.521408,1.5228558,1.5235229
2015-02-19,1.5238943,1.5256295,1.527432,1.5239192,1.5240107,1.5228575,1.5249084
2015-02-20,1.5214807,1.5220213,1.5235019,1.5224526,1.5217681,1.5228492,1.5288018
2015-02-22,1.5236454,1.5239167,1.5219481,1.5236359,1.5211257,1.5245873,1.5192723
2015-02-23,1.5239618,1.5255227,1.5223545,1.5246621,1.5225186,1.5166018,1.5206296
2015-02-24,1.5242106,1.5215753,1.5275402,1.5271183,1.5180894,1.5176781,1.5240893
2015-02-25,1.524139,1.5215014,1.5204213,1.5181136,1.5206727,1.5235704,1.5192597
2015-02-26,1.5242238,1.5183581,1.5169313,1.5232756,1.520266,1.5185835,1.5178182
2015-02-27,1.5192714,1.5199058,1.5195715,1.5176992,1.5179201,1.5194794,1.5192587
2015-03-01,1.5156965,1.5234077,1.5202197,1.5181015,1.5208147,1.5198653,1.517962
2015-03-02,1.5192273,1.52055,1.5195198,1.5237256,1.5203665,1.5186703,1.5230011
2015-03-03,1.5195769,1.5187681,1.520735,1.5175653,1.5140877,1.5170369,1.5185926
2015-03-04,1.5198425,1.5149329,1.5169809,1.5224383,1.5166619,1.5140243,1.5110537
2015-03-05,1.5195659,1.5148468,1.5196459,1.5204569,1.5186967,1.5081781,1.5171998
2015-03-06,1.5219152,1.5185373,1.5164917,1.523829,1.5204574,1.5201818,1.5127103
2015-03-08,1.515139,1.5167439,1.5167186,1.5228354,1.5197667,1.5154552,1.510855
2015-03-09,1.5162909,1.5109462,1.5144529,1.5261648,1.511066,1.5074834,1.5118667
2015-03-10,1.5197812,1.5179317,1.5166128,1.5138624,1.5127971,1.5122031,1.5114396
2015-03-11,1.5153176,1.520989,1.5072341,1.5094601,1.5106957,1.50868,1.5074718
2015-03-12,1.5175091,1.5203979,1.5130831,1.512539,1.510047,1.5074744,1.5040568
2015-03-13,1.5130126,1.5101835,1.5127829,1.511146,1.5138757,1.5062218,1.503491
2015-03-15,1.5142944,1.511348,1.508519,1.5038542,1.5029147,1.5058432,1.490537
2015-03-16,1.5160656,1.5131959,1.5124053,1.5075328,1.5022223,1.4935719,1.4861124
2015-03-17,1.510599,1.5075389,1.5065708,1.4976913,1.4892735,1.4854078,1.4841347
2015-03-18,1.5097282,1.505589,1.4989445,1.4877696,1.4872099,1.485637,1.4858348
2015-03-19,1.5043799,1.5044339,1.4912074,1.4863131,1.483076,1.4838152,1.4845346
2015-03-20,1.5031612,1.4959102,1.4865692,1.4819055,1.4793392,1.477379,1.4787953
2015-03-22,1.4914501,1.4863967,1.4823335,1.482552,1.4744961,1.4772925,1.476707
2015-03-23,1.4881713,1.4839503,1.4797868,1.4792593,1.4798479,1.4841242,1.4747608
2015-03-24,1.4811683,1.4844623,1.4725902,1.4717128,1.4682188,1.4712983,1.4696976
2015-03-25,1.4771669,1.4731727,1.4815441,1.4757378,1.4757993,1.4721394,1.469805
2015-03-26,1.4782411,1.4721742,1.4738988,1.472209,1.4676313,1.4661853,1.460369
2015-03-27,1.4757302,1.4806644,1.4726726,1.473207,1.4616472,1.4649184,1.4547539
2015-03-29,1.4829954,1.4754715,1.468934,1.4709604,1.4658124,1.4633025,1.4571468
2015-03-30,1.4641652,1.4718827,1.4552932,1.4693401,1.4459713,1.4489808,1.4432096
2015-03-31,1.4704441,1.4676353,1.4671502,1.4601285,1.4554542,1.4463868,1.446882
2015-04-01,1.4649417,1.462194,1.460075,1.4455297,1.454325,1.4488137,1.4498867
2015-04-02,1.4657818,1.4572353,1.4508724,1.4522398,1.4486225,1.4420491,1.4466201
2015-04-05,1.4565195,1.4446204,1.4552587,1.4509354,1.4439113,1.439877,1.4403963
2015-04-06,1.4497076,1.4510365,1.4496483,1.4499856,1.4494764,1.4434605,1.4425848
2015-04-07,1.4477398,1.457913,1.4455863,1.4353799,1.4460356,1.4482847,1.4420798
2015-04-08,1.4284687,1.4441053,1.4475149,1.4457581,1.4435515,1.440985,1.4456544
2015-04-09,1.44452,1.4459447,1.4447303,1.4446112,1.442768,1.4394541,1.4417473
2015-04-10,1.4427106,1.443545,1.4380333,1.4450397,1.4404315,1.4392817,1.4434716
2015-04-12,1.4442594,1.4443576,1.4380687,1.4424177,1.4368725,1.4400648,1.4426802
2015-04-13,1.442189,1.4424233,1.4394524,1.4396272,1.4373308,1.4396155,1.4387505
2015-04-14,1.4451222,1.4404101,1.4367604,1.437539,1.4400418,1.435481,1.4400619
2015-04-15,1.4426911,1.4402492,1.4398429,1.4370517,1.4326881,1.4345251,1.4348468
2015-04-16,1.4349793,1.4404576,1.4389724,1.4345243,1.4353724,1.4387976,1.4357382
