,USDZAR,USDZAR,USDZAR,USDZAR,USDZAR,USDZAR,USDZAR
2012-01-10,8.1578865,8.173103,8.160667,8.1785555,8.156605,8.155642,8.15768
2012-01-11,8.1722765,8.168494,8.186328,8.122695,8.162729,8.148621,8.161154
2012-01-12,8.176064,8.165827,8.105806,8.14654,8.145038,8.163234,8.162804
2012-01-13,8.1603985,8.178421,8.178414,8.17868,8.139767,8.164605,8.157674
2012-01-15,8.153394,8.16487,8.148728,8.155888,8.143374,8.134379,8.152331
2012-01-16,8.145161,8.166645,8.166244,8.136523,8.125088,8.179171,8.136084
2012-01-17,8.163088,8.160743,8.144632,8.157038,8.147174,8.142251,8.1438265
2012-01-18,8.153701,8.08354,8.1418705,8.136523,8.140731,8.156604,8.158103
2012-01-19,8.169794,8.157334,8.1401005,8.157195,8.12789,8.15538,8.133988
2012-01-20,8.162673,8.145629,8.150252,8.136654,8.155065,8.155698,8.124729
2012-01-22,8.137926,8.15971,8.157599,8.157351,8.153385,8.150527,8.151894
2012-01-23,8.160567,8.179394,8.177101,8.152658,8.1441555,8.140396,8.1166525
2012-01-24,8.15199,8.146105,8.125804,8.140078,8.123761,8.12279,8.172628
2012-01-25,8.150573,8.15415,8.138613,8.136352,8.094202,8.138521,8.134261
2012-01-26,8.1533375,8.154928,8.142702,8.128441,8.143497,8.136826,8.056121
2012-01-27,8.150625,8.146924,8.12002,8.070155,8.1617565,8.128475,8.111332
2012-01-29,8.142048,8.13064,8.112863,8.091261,8.086578,8.09711,8.091669
2012-01-30,8.13202,8.098629,8.118359,8.126422,8.087749,8.119244,8.085154
2012-01-31,8.168629,8.096598,8.12925,8.125513,8.093517,8.060887,8.0573
2012-02-01,8.070752,8.091078,8.072899,8.102106,8.064465,8.051025,8.034888
2012-02-02,8.060241,8.08525,8.0856,8.069931,8.057326,8.054085,8.015069
2012-02-03,8.095523,8.099435,8.077126,8.052085,8.046487,8.040482,7.996702
2012-02-05,8.097461,8.058812,8.05728,8.044391,8.03715,8.005157,7.9598026
2012-02-06,8.068628,8.058566,8.046884,8.039106,8.011479,7.9581375,7.938856
2012-02-07,8.061453,8.038872,8.022678,7.9880753,7.9547315,7.960238,7.925671
2012-02-08,8.053207,8.017758,7.9973617,7.9618926,7.9623175,7.9564614,7.9390326
2012-02-09,8.038317,7.99369,7.9531407,7.9543595,7.9282446,7.9467616,7.9091883
2012-02-10,8.002766,7.982262,7.926871,7.9454947,7.927186,7.9374,7.9317465
2012-02-12,7.9575157,7.940115,7.948224,7.948863,7.9431953,7.870117,7.8326416
2012-02-13,7.9579897,7.9424706,7.8556714,7.917023,7.925474,7.8298116,7.8340893
2012-02-14,7.9659023,7.9292955,7.9408245,7.9354157,7.8373437,7.8189387,7.790661
2012-02-15,7.963637,7.916056,7.9318776,7.8290095,7.83231,7.8385468,7.7937355
2012-02-16,7.899181,7.898798,7.847136,7.80446,7.798542,7.7639303,7.786935
2012-02-17,7.8946424,7.8377523,7.8246784,7.808568,7.7783456,7.7697253,7.7618036
2012-02-19,7.8487425,7.8202114,7.816675,7.763263,7.7793794,7.73821,7.787954
2012-02-20,7.8270745,7.8380017,7.80462,7.7906995,7.761342,7.748136,7.7267675
2012-02-21,7.799959,7.7643375,7.764713,7.7374134,7.741019,7.7352552,7.7293854
2012-02-22,7.769703,7.7868705,7.776926,7.744601,7.7565656,7.72832,7.6909504
2012-02-23,7.779062,7.7752643,7.744483,7.7598805,7.718652,7.7307477,7.682072
2012-02-24,7.7689276,7.734981,7.7871637,7.7321033,7.7298174,7.7637296,7.736464
2012-02-26,7.7555003,7.7539773,7.743095,7.6934204,7.688277,7.6647773,7.6870737
2012-02-27,7.753361,7.7286334,7.7182965,7.721315,7.7228813,7.7328863,7.7119675
2012-02-28,7.751896,7.718333,7.6971035,7.720563,7.702097,7.685831,7.6946845
2012-02-29,7.7589097,7.7156315,7.7071657,7.687468,7.6775756,7.6701355,7.690879
2012-03-01,7.7185388,7.716706,7.6985865,7.670206,7.660419,7.6798954,7.6917524
2012-03-02,7.712213,7.714194,7.6680555,7.688176,7.6742735,7.6752076,7.6667747
2012-03-04,7.678538,7.702259,7.682027,7.6691227,7.6787386,7.665756,7.660911
2012-03-05,7.7529836,7.691711,7.6916246,7.6736803,7.661262,7.662542,7.650524
2012-03-06,7.6490903,7.6946464,7.680257,7.659018,7.67092,7.6391172,7.623606
2012-03-07,7.6911216,7.678578,7.671047,7.666388,7.6360035,7.621902,7.605674
2012-03-08,7.6773686,7.679676,7.6568036,7.6156645,7.613617,7.60604,7.6065454
2012-03-09,7.678928,7.6312385,7.6427083,7.618658,7.6133766,7.590467,7.589884
2012-03-11,7.650813,7.6369715,7.6232557,7.6101055,7.582891,7.602381,7.606851
2012-03-12,7.6414967,7.627154,7.620884,7.606416,7.604297,7.5899343,7.616316
2012-03-13,7.6145864,7.6076827,7.603242,7.6118093,7.611835,7.602591,7.5808125
2012-03-14,7.6031084,7.5902815,7.595359,7.5950003,7.5999627,7.576502,7.595068
2012-03-15,7.5947504,7.6022434,7.614702,7.5914125,7.6135964,7.6147075,7.617569
2012-03-16,7.598543,7.5897493,7.5909505,7.601767,7.5892744,7.602591,7.6193023
2012-03-18,7.609038,7.6024566,7.590632,7.585472,7.6094127,7.61291,7.609093
2012-03-19,7.6061573,7.576274,7.614765,7.5806227,7.599631,7.640792,7.61946
2012-03-20,7.596554,7.614598,7.5825963,7.5863333,7.651129,7.6365914,7.617999
2012-03-21,7.582571,7.5757337,7.597694,7.6254787,7.6019034,7.638382,7.5838065
2012-03-22,7.6267333,7.5963655,7.6190023,7.643152,7.6199193,7.6146855,7.626366
2012-03-23,7.603818,7.6085477,7.6050935,7.640208,7.602146,7.6175613,7.6179357
2012-03-25,7.6077538,7.641196,7.6358013,7.6527286,7.6191235,7.610112,7.608044
2012-03-26,7.585512,7.632278,7.6182756,7.619623,7.6123757,7.6256285,7.6131525
2012-03-27,7.610915,7.617065,7.611235,7.6094036,7.6076455,7.603448,7.6069374
2012-03-28,7.6153135,7.5929365,7.6118984,7.6162663,7.6024137,7.633887,7.594798
2012-03-29,7.5852413,7.625579,7.6112823,7.577625,7.620128,7.5963774,7.6173835
2012-03-30,7.627836,7.6097965,7.6119437,7.614771,7.6124544,7.6105256,7.614561
2012-04-01,7.6320744,7.6089373,7.611287,7.618992,7.6071067,7.612938,7.6149464
2012-04-02,7.570131,7.61743,7.611985,7.6087103,7.6012034,7.6288986,7.624569
2012-04-03,7.6036777,7.63727,7.611281,7.6153064,7.5837216,7.609185,7.667312
2012-04-04,7.610042,7.617063,7.612015,7.619805,7.601436,7.607445,7.635433
2012-04-05,7.6199713,7.6031523,7.611265,7.6380916,7.5844398,7.601997,7.619208
2012-04-08,7.597605,7.6124926,7.6120305,7.6169515,7.6200733,7.645689,7.6288104
2012-04-09,7.6298766,7.598578,7.6192703,7.642882,7.6210265,7.6272454,7.63837
2012-04-10,7.613216,7.6163206,7.60827,7.663827,7.620506,7.610306,7.662658
2012-04-11,7.613125,7.6081553,7.626889,7.613416,7.6303,7.6587067,7.636364
2012-04-12,7.632381,7.632464,7.643982,7.6085215,7.663466,7.722019,7.641798
2012-04-13,7.6497574,7.647471,7.653383,7.641672,7.6559386,7.6451864,7.6505394
2012-04-15,7.6131077,7.6039267,7.6422796,7.651423,7.630554,7.6514406,7.65532
2012-04-16,7.660683,7.6616287,7.6698184,7.6280675,7.6497784,7.668606,7.6992397
2012-04-17,7.6313276,7.6300006,7.6440563,7.655763,7.6513634,7.6805243,7.6921897
2012-04-18,7.6264534,7.6454344,7.6568127,7.673725,7.6929684,7.687566,7.705636
2012-04-19,7.629627,7.678127,7.6526036,7.6877832,7.6975784,7.688329,7.7084384
2012-04-20,7.675119,7.6816244,7.6814632,7.7009015,7.690702,7.710774,7.7115617
2012-04-22,7.677265,7.7020373,7.696558,7.7057614,7.726262,7.735484,7.761703
2012-04-23,7.690904,7.690138,7.71137,7.7035923,7.712938,7.7641034,7.766517
2012-04-24,7.705421,7.6970983,7.709788,7.705189,7.7591834,7.764758,7.7844763
2012-04-25,7.701047,7.70412,7.735322,7.7389545,7.764222,7.7664256,7.7682505
2012-04-26,7.689125,7.7089334,7.7362905,7.7556925,7.7578955,7.7604423,7.764666
2012-04-27,7.709999,7.748244,7.777968,7.762901,7.763433,7.7678065,7.771611
2012-04-29,7.7621217,7.7600474,7.772164,7.7632504,7.769489,7.766333,7.767094
2012-04-30,7.7648783,7.758318,7.7604666,7.774835,7.7623677,7.7723174,7.7688985
2012-05-01,7.7669053,7.772626,7.771493,7.7647457,7.7550335,7.780163,7.763868
2012-05-02,7.763732,7.752995,7.7582183,7.759462,7.7648335,7.8065414,7.795917
2012-05-03,7.7612457,7.7786665,7.7616982,7.7657022,7.779862,7.7983136,7.8078213
2012-05-04,7.7709546,7.7572737,7.776186,7.7762985,7.8026876,7.8035254,7.793084
2012-05-06,7.746045,7.771542,7.761985,7.7935905,7.792757,7.802015,7.7622404
2012-05-07,7.758123,7.7783594,7.809943,7.804831,7.8135147,7.8136835,7.8339896
2012-05-08,7.7766805,7.791596,7.7980785,7.8107824,7.804529,7.8344836,7.8302994
2012-05-09,7.8057866,7.805642,7.822079,7.820412,7.8354616,7.8303313,7.832195
2012-05-10,7.791667,7.80558,7.765001,7.814175,7.84146,7.8502383,7.847285
2012-05-11,7.8144755,7.8235574,7.8397613,7.8289676,7.8440523,7.8260436,7.8461018
2012-05-13,7.7751436,7.791837,7.822869,7.8522663,7.8368196,7.834198,7.859731
2012-05-14,7.79902,7.81441,7.8347454,7.8319798,7.836545,7.862832,7.872107
2012-05-15,7.8110843,7.8333635,7.8228817,7.8351665,7.876904,7.8749275,7.875204
2012-05-16,7.836116,7.829293,7.847186,7.8611145,7.8705783,7.8645444,7.8763337
2012-05-17,7.8396764,7.8288617,7.8612823,7.878892,7.8581233,7.8831387,7.879051
2012-05-18,7.8457203,7.860304,7.878448,7.874746,7.8648686,7.861262,7.88277
2012-05-20,7.8595095,7.8685966,7.8763056,7.874268,7.878449,7.8965483,7.870426
2012-05-21,7.876321,7.876476,7.8755355,7.875953,7.8749647,7.897301,7.8881016
2012-05-22,7.879129,7.880771,7.8858695,7.886675,7.8880663,7.895991,7.8728714
2012-05-23,7.880024,7.8833017,7.8705297,7.8707013,7.8801103,7.8627157,7.8784328
2012-05-24,7.87173,7.872546,7.883602,7.884306,7.8844094,7.879575,7.893157
2012-05-25,7.8746634,7.8762336,7.8935313,7.894625,7.877006,7.8713746,7.984567
2012-05-27,7.879787,7.8915615,7.889629,7.8759885,7.898529,7.972656,8.047209
2012-05-28,7.868887,7.8783474,7.896008,7.8851004,7.9962745,8.033116,8.125505
2012-05-29,7.89915,7.8813467,7.8715134,8.000717,8.003891,8.08426,8.128461
2012-05-30,7.8709116,7.89278,7.957858,8.000101,8.089967,8.150444,8.157254
2012-05-31,7.875858,7.9689746,8.014692,8.08605,8.116296,8.170753,8.284775
2012-06-01,8.008885,7.999691,8.08402,8.114448,8.161543,8.217093,8.260968
2012-06-03,8.011938,8.069619,8.113507,8.198119,8.244549,8.250653,8.292399
2012-06-04,8.104031,8.124908,8.195073,8.225859,8.269134,8.286237,8.309499
2012-06-05,8.119033,8.174931,8.264791,8.2532,8.202998,8.28708,8.274091
2012-06-06,8.156876,8.225271,8.252532,8.279641,8.326017,8.303833,8.322162
2012-06-07,8.230476,8.262197,8.277245,8.324855,8.286639,8.313842,8.301033
2012-06-08,8.279043,8.298471,8.303862,8.266803,8.308066,8.303916,8.338549
2012-06-10,8.269809,8.310522,8.306745,8.336384,8.264063,8.292328,8.319747
2012-06-11,8.313084,8.284563,8.303977,8.321262,8.310411,8.323164,8.323554
2012-06-12,8.301336,8.307889,8.34793,8.335061,8.310884,8.303091,8.31792
2012-06-13,8.280071,8.293862,8.312517,8.321675,8.348269,8.340501,8.321384
2012-06-14,8.333586,8.32434,8.339466,8.345122,8.330439,8.343874,8.332739
2012-06-15,8.328442,8.319779,8.333015,8.352295,8.334044,8.335176,8.321717
2012-06-17,8.35981,8.36816,8.34268,8.340903,8.333713,8.315757,8.324827
2012-06-18,8.29191,8.360653,8.320654,8.352888,8.338573,8.330268,8.352045
2012-06-19,8.341484,8.337724,8.351173,8.3446865,8.334412,8.342178,8.354457
2012-06-20,8.343922,8.337725,8.337594,8.342134,8.339775,8.345845,8.364457
2012-06-21,8.307151,8.31717,8.326847,8.343493,8.356646,8.353467,8.3554325
2012-06-22,8.342493,8.341902,8.348313,8.361347,8.350277,8.360823,8.354501
2012-06-24,8.349417,8.350024,8.345467,8.350564,8.370372,8.362533,8.367311
2012-06-25,8.343416,8.354469,8.354145,8.363549,8.352356,8.348198,8.3795395
2012-06-26,8.337991,8.359896,8.356082,8.35618,8.375345,8.371501,8.368553
2012-06-27,8.35803,8.364892,8.363389,8.367821,8.3702135,8.380912,8.369494
2012-06-28,8.358934,8.364325,8.366653,8.37105,8.356318,8.380611,8.369545
2012-06-29,8.373432,8.371802,8.367743,8.372569,8.389818,8.368508,8.369596
2012-07-01,8.362443,8.37099,8.370112,8.37274,8.345563,8.366163,8.360994
2012-07-02,8.363483,8.36249,8.372516,8.372292,8.392716,8.365676,8.355108
2012-07-03,8.361281,8.371102,8.37369,8.371483,8.387005,8.363432,8.357817
2012-07-04,8.360029,8.374256,8.364996,8.3755,8.352585,8.350064,8.370576
2012-07-05,8.366511,8.370087,8.356728,8.357891,8.350902,8.356805,8.340248
2012-07-06,8.345656,8.368572,8.353664,8.357126,8.360805,8.354717,8.365575
2012-07-08,8.370584,8.353152,8.344533,8.359472,8.36034,8.365648,8.349245
2012-07-09,8.352309,8.354006,8.345062,8.356138,8.3611145,8.321988,8.342659
2012-07-10,8.351352,8.35681,8.3439455,8.35327,8.3259325,8.345095,8.314955
2012-07-11,8.362658,8.352837,8.370578,8.319791,8.321368,8.309988,8.316401
2012-07-12,8.360352,8.350639,8.353985,8.330022,8.318092,8.299391,8.290092
2012-07-13,8.350414,8.323706,8.314638,8.303632,8.314471,8.297209,8.306568
2012-07-15,8.321959,8.320723,8.317049,8.287053,8.3074875,8.250892,8.253305
2012-07-16,8.316523,8.281948,8.31666,8.302809,8.303138,8.2743845,8.283659
2012-07-17,8.313616,8.295006,8.281656,8.299166,8.26766,8.274862,8.275239
2012-07-18,8.299281,8.255645,8.292708,8.27714,8.307238,8.263426,8.255526
2012-07-19,8.298255,8.267256,8.290544,8.290076,8.242995,8.266923,8.27457
2012-07-20,8.29406,8.305349,8.286666,8.256871,8.278626,8.268746,8.255278
2012-07-22,8.268137,8.243362,8.266458,8.272682,8.260706,8.258884,8.27481
2012-07-23,8.242323,8.255235,8.210653,8.290579,8.25103,8.248854,8.254635
2012-07-24,8.19354,8.269304,8.23995,8.244023,8.253903,8.252793,8.248369
2012-07-25,8.273298,8.287267,8.202082,8.284502,8.260799,8.241243,8.262048
2012-07-26,8.254449,8.27646,8.304629,8.245167,8.242969,8.24478,8.218679
2012-07-27,8.266905,8.253314,8.250803,8.252231,8.267212,8.239484,8.233488
2012-07-29,8.268488,8.279466,8.261919,8.238713,8.2327,8.249115,8.237689
2012-07-30,8.253009,8.237305,8.249815,8.256787,8.240631,8.272275,8.236601
2012-07-31,8.221579,8.225379,8.226552,8.250358,8.265733,8.21179,8.219344
2012-08-01,8.241166,8.220742,8.283067,8.256944,8.258379,8.222297,8.245993
2012-08-02,8.234376,8.243724,8.244162,8.2303705,8.24298,8.213237,8.232081
2012-08-03,8.231818,8.248728,8.248961,8.259418,8.225863,8.250404,8.199109
2012-08-05,8.29142,8.225474,8.252999,8.224089,8.244981,8.203676,8.226166
2012-08-06,8.246276,8.24325,8.239595,8.2403,8.226624,8.239725,8.249121
2012-08-07,8.250056,8.222068,8.2402935,8.23466,8.208894,8.207293,8.213975
2012-08-08,8.226541,8.21888,8.198693,8.211391,8.241288,8.226301,8.206316
2012-08-09,8.222691,8.25075,8.209107,8.220346,8.214407,8.224705,8.20339
2012-08-10,8.250901,8.227804,8.20973,8.212021,8.209829,8.205377,8.214376
2012-08-12,8.204911,8.219912,8.210758,8.211845,8.206295,8.2145195,8.210732
2012-08-13,8.203127,8.185571,8.210673,8.202104,8.2198515,8.214444,8.251564
2012-08-14,8.200744,8.217189,8.211139,8.2095,8.226115,8.242943,8.226703
2012-08-15,8.226748,8.214045,8.219943,8.222901,8.219329,8.231133,8.215265
2012-08-16,8.230568,8.198887,8.222625,8.232789,8.18436,8.222534,8.216378
2012-08-17,8.204784,8.210076,8.234641,8.222328,8.2464905,8.240971,8.228738
2012-08-19,8.2204,8.24962,8.214593,8.221082,8.217793,8.235471,8.236843
2012-08-20,8.240576,8.220042,8.224009,8.230797,8.235289,8.227341,8.218459
2012-08-21,8.253181,8.227615,8.1897545,8.215726,8.226834,8.219184,8.246834
2012-08-22,8.234184,8.233943,8.2271385,8.20374,8.235654,8.233017,8.217079
2012-08-23,8.219048,8.229598,8.236958,8.204247,8.250916,8.247936,8.236567
2012-08-24,8.2427225,8.232303,8.250058,8.224904,8.211507,8.242039,8.238305
2012-08-26,8.236891,8.22493,8.2248335,8.244534,8.241885,8.246371,8.24814
2012-08-27,8.222283,8.219977,8.237666,8.22465,8.257478,8.260842,8.271231
2012-08-28,8.225968,8.215445,8.250678,8.244895,8.266981,8.274388,8.27556
2012-08-29,8.2181635,8.228379,8.253003,8.255893,8.272169,8.26511,8.28675
2012-08-30,8.242508,8.235432,8.263192,8.28411,8.2795105,8.270582,8.27534
2012-08-31,8.239465,8.2563305,8.280668,8.278102,8.278923,8.296898,8.287261
2012-09-02,8.256037,8.275378,8.263779,8.285774,8.2794895,8.2773285,8.275133
2012-09-03,8.289332,8.280752,8.275651,8.288307,8.278873,8.273796,8.264846
2012-09-04,8.289866,8.276233,8.289653,8.279811,8.27948,8.273034,8.279996
2012-09-05,8.260384,8.2710905,8.272014,8.284831,8.284642,8.263549,8.281948
2012-09-06,8.285464,8.279406,8.283821,8.280944,8.260919,8.277569,8.282744
2012-09-07,8.290556,8.289643,8.267895,8.287281,8.281222,8.273479,8.290204
2012-09-09,8.264476,8.279122,8.283797,8.2816515,8.249351,8.27158,8.256314
2012-09-10,8.267588,8.271088,8.2514,8.282616,8.307803,8.2761345,8.283824
2012-09-11,8.267727,8.264277,8.293798,8.280866,8.274606,8.282956,8.245308
2012-09-12,8.286086,8.264504,8.290126,8.274935,8.291832,8.276661,8.2714
2012-09-13,8.282699,8.264112,8.273177,8.272202,8.281579,8.280881,8.26823
2012-09-14,8.285016,8.304048,8.2716,8.266658,8.27139,8.284831,8.259018
2012-09-16,8.27133,8.264747,8.265949,8.262877,8.268348,8.258006,8.270905
2012-09-17,8.254488,8.284442,8.259512,8.284213,8.268402,8.263471,8.295484
2012-09-18,8.26233,8.267849,8.269253,8.282847,8.28365,8.263146,8.271688
2012-09-19,8.270819,8.249246,8.282274,8.281155,8.262711,8.305096,8.288025
2012-09-20,8.278088,8.26963,8.267164,8.27589,8.273776,8.287612,8.275914
2012-09-21,8.288312,8.263646,8.293075,8.241186,8.281798,8.295081,8.276509
2012-09-23,8.2868,8.296915,8.244149,8.267332,8.283979,8.275597,8.28935
2012-09-24,8.265273,8.255381,8.274929,8.257428,8.284039,8.290559,8.288744
2012-09-25,8.307325,8.273492,8.264917,8.274805,8.282761,8.287267,8.28807
2012-09-26,8.2829485,8.306865,8.280636,8.277122,8.284688,8.282009,8.274836
2012-09-27,8.290254,8.296164,8.2964,8.285449,8.284746,8.287024,8.297862
2012-09-28,8.262733,8.296921,8.263953,8.290684,8.284806,8.279073,8.27919
2012-09-30,8.281839,8.275488,8.304478,8.280874,8.300947,8.287472,8.304072
2012-10-01,8.291667,8.286291,8.264357,8.286326,8.295605,8.297649,8.348529
2012-10-02,8.283868,8.294383,8.302528,8.294217,8.291477,8.333036,8.315694
2012-10-03,8.289041,8.28988,8.294496,8.3104,8.321249,8.315747,8.299514
2012-10-04,8.278055,8.280103,8.313932,8.31769,8.339188,8.274906,8.310544
2012-10-05,8.319236,8.301795,8.315071,8.295264,8.290472,8.3106985,8.354667
2012-10-07,8.286353,8.354259,8.3193,8.322111,8.326188,8.330752,8.3282585
2012-10-08,8.29316,8.318342,8.286624,8.305839,8.322946,8.33285,8.316623
2012-10-09,8.326139,8.323771,8.321265,8.323822,8.322914,8.315771,8.327159
2012-10-10,8.323719,8.283549,8.318221,8.288281,8.319046,8.275257,8.326522
2012-10-11,8.324887,8.320553,8.304779,8.349352,8.324587,8.310768,8.276522
2012-10-12,8.3157,8.325057,8.324487,8.285389,8.316489,8.3306875,8.31538
2012-10-14,8.294419,8.284222,8.324203,8.322877,8.295562,8.332781,8.327351
2012-10-15,8.317456,8.321792,8.285952,8.278141,8.273493,8.315807,8.339373
2012-10-16,8.323343,8.326361,8.300467,8.32218,8.317886,8.309787,8.325277
2012-10-17,8.315495,8.259978,8.295698,8.29783,8.30251,8.331426,8.335747
2012-10-18,8.322075,8.31593,8.3055725,8.327169,8.3263645,8.33207,8.350492
2012-10-19,8.312473,8.300134,8.299719,8.345614,8.327988,8.36351,8.425678
2012-10-21,8.3181925,8.319404,8.345569,8.329483,8.347959,8.432086,8.505237
2012-10-22,8.335282,8.329932,8.34761,8.340909,8.404503,8.489793,8.625815
2012-10-23,8.341207,8.323243,8.340927,8.416756,8.488193,8.656894,8.6076355
2012-10-24,8.322861,8.353906,8.419193,8.490434,8.577847,8.635967,8.633946
2012-10-25,8.359271,8.425475,8.491754,8.593774,8.629132,8.680739,8.529549
2012-10-26,8.422937,8.501257,8.610382,8.632409,8.682142,8.648641,8.679912
2012-10-28,8.46417,8.592148,8.617055,8.624503,8.653587,8.624873,8.599791
2012-10-29,8.501283,8.604723,8.611068,8.574291,8.630496,8.675063,8.643223
2012-10-30,8.639642,8.666553,8.645086,8.63559,8.547218,8.632128,8.679791
2012-10-31,8.644004,8.565816,8.640452,8.594894,8.689485,8.658169,8.659465
2012-11-01,8.733602,8.655657,8.646957,8.640421,8.673623,8.664676,8.647892
2012-11-02,8.632481,8.65842,8.679975,8.636365,8.637239,8.673686,8.648735
2012-11-04,8.664999,8.624904,8.643808,8.669063,8.70249,8.6468935,8.668554
2012-11-05,8.644476,8.641374,8.679777,8.670729,8.665026,8.680372,8.67902
2012-11-06,8.616941,8.658016,8.677673,8.687038,8.665668,8.677305,8.672837
2012-11-07,8.631058,8.681474,8.64828,8.66369,8.664544,8.669156,8.694025
2012-11-08,8.682719,8.647278,8.658243,8.692236,8.676365,8.701468,8.690304
2012-11-09,8.644794,8.668106,8.664594,8.690543,8.693941,8.675166,8.6970625
2012-11-11,8.667227,8.667204,8.683539,8.678204,8.703295,8.716822,8.691818
2012-11-12,8.6797285,8.679868,8.684154,8.686496,8.706024,8.703486,8.704114
2012-11-13,8.687637,8.687162,8.704229,8.683367,8.700509,8.709664,8.684834
2012-11-14,8.6844015,8.714607,8.684264,8.706303,8.700844,8.710124,8.726504
2012-11-15,8.695435,8.696035,8.699752,8.706767,8.723423,8.721452,8.684259
2012-11-16,8.691845,8.699581,8.706746,8.693442,8.708977,8.702063,8.695958
2012-11-18,8.6875925,8.712448,8.713929,8.722003,8.707967,8.721953,8.713652
2012-11-19,8.716058,8.694992,8.69942,8.714853,8.7163725,8.709096,8.726019
2012-11-20,8.704776,8.703163,8.707561,8.692387,8.718177,8.707275,8.724046
2012-11-21,8.704822,8.70416,8.716261,8.713673,8.7119,8.745781,8.70274
2012-11-22,8.704864,8.717114,8.718076,8.708638,8.724737,8.720058,8.7469425
2012-11-23,8.704906,8.710578,8.709578,8.726071,8.716541,8.716515,8.724002
2012-11-25,8.712721,8.716346,8.721083,8.734688,8.727873,8.733926,8.736834
2012-11-26,8.7128105,8.716756,8.735219,8.741985,8.725332,8.733664,8.748913
2012-11-27,8.719904,8.725988,8.726904,8.716361,8.738028,8.739534,8.768259
2012-11-28,8.724338,8.722206,8.738673,8.750974,8.749454,8.747132,8.770157
2012-11-29,8.7204075,8.723633,8.742766,8.74395,8.741588,8.768149,8.771907
2012-11-30,8.738966,8.73795,8.747451,8.754933,8.785933,8.778468,8.76945
2012-12-02,8.737452,8.742326,8.753809,8.760525,8.787431,8.765298,8.777377
2012-12-03,8.74207,8.756202,8.743276,8.768943,8.768946,8.825154,8.789255
2012-12-04,8.759447,8.772135,8.765217,8.771759,8.776462,8.79708,8.7827425
2012-12-05,8.757134,8.75989,8.788758,8.806179,8.783739,8.772585,8.775088
2012-12-06,8.792042,8.787467,8.764743,8.799028,8.778487,8.793948,8.766605
2012-12-07,8.773469,8.797753,8.785274,8.725462,8.773372,8.759869,8.785771
2012-12-09,8.7938385,8.808355,8.764454,8.771886,8.827883,8.794248,8.789998
2012-12-10,8.773174,8.776656,8.785563,8.776275,8.778175,8.796385,8.783018
2012-12-11,8.794133,8.773499,8.764182,8.767912,8.785622,8.796299,8.774719
2012-12-12,8.772898,8.78296,8.785836,8.784238,8.763227,8.773962,8.793474
2012-12-13,8.794411,8.794082,8.763933,8.785692,8.784767,8.7956705,8.771294
2012-12-14,8.772649,8.759473,8.786087,8.780289,8.762974,8.795116,8.770314
2012-12-16,8.794673,8.755557,8.763701,8.727418,8.785016,8.7914,8.786319
2012-12-17,8.772412,8.754781,8.786312,8.83011,8.762728,8.77052,8.7407465
2012-12-18,8.794904,8.77802,8.763485,8.78167,8.785242,8.793952,8.827049
2012-12-19,8.772191,8.794039,8.786517,8.794562,8.762507,8.772225,8.799078
2012-12-20,8.795111,8.812238,8.763284,8.746915,8.785452,8.795821,8.770492
2012-12-21,8.771984,8.698441,8.7867,8.765259,8.762308,8.773493,8.761861
2012-12-23,8.7953,8.820204,8.763107,8.761856,8.785647,8.765084,8.710703
2012-12-24,8.771799,8.768409,8.786871,8.753235,8.778224,8.72606,8.728479
2012-12-26,8.795473,8.777297,8.762948,8.741869,8.709862,8.670719,8.682593
2012-12-27,8.771637,8.792119,8.770947,8.713964,8.6770115,8.689432,8.663858
2012-12-28,8.795632,8.779368,8.7284155,8.721149,8.692019,8.680572,8.664558
2012-12-30,8.772181,8.721448,8.738404,8.688321,8.66758,8.66205,8.657954
2012-12-31,8.71939,8.683285,8.676865,8.681591,8.663302,8.660683,8.6531
2013-01-02,8.667697,8.659392,8.658015,8.6693535,8.673233,8.660051,8.63325
2013-01-03,8.67947,8.672248,8.666416,8.652008,8.641231,8.642076,8.606182
2013-01-04,8.677381,8.669104,8.669719,8.642122,8.642427,8.612765,8.61613
2013-01-06,8.640718,8.654005,8.658557,8.645303,8.607998,8.611841,8.609298
2013-01-07,8.661874,8.645049,8.648097,8.645639,8.616225,8.610839,8.617783
2013-01-08,8.647383,8.653202,8.64794,8.5987835,8.604284,8.6109,8.60842
2013-01-09,8.645644,8.623832,8.608766,8.600455,8.628377,8.612155,8.610211
2013-01-10,8.639757,8.621843,8.595561,8.595485,8.638913,8.614563,8.619345
2013-01-11,8.611155,8.598954,8.592983,8.605621,8.628247,8.6227255,8.6100235
2013-01-13,8.620586,8.601224,8.613979,8.610181,8.614496,8.610205,8.619631
2013-01-14,8.595402,8.638762,8.594398,8.632495,8.609404,8.591577,8.609715
2013-01-15,8.607272,8.588976,8.6069565,8.58314,8.597225,8.624097,8.619927
2013-01-16,8.615535,8.591335,8.631201,8.611963,8.621418,8.610808,8.609404
2013-01-17,8.61144,8.619553,8.592071,8.634356,8.61589,8.665274,8.620251
2013-01-18,8.622477,8.623422,8.606867,8.582847,8.612736,8.59235,8.609093
2013-01-20,8.592955,8.606767,8.658291,8.609057,8.613068,8.614662,8.620583
2013-01-21,8.606863,8.593047,8.604522,8.6211815,8.626449,8.610877,8.608773
2013-01-22,8.616513,8.597402,8.599714,8.613428,8.595219,8.593122,8.620919
