,USDZAR,USDZAR,USDZAR,USDZAR,USDZAR,USDZAR,USDZAR
2013-01-23,8.6117325,8.623656,8.613831,8.598361,8.593668,8.61261,8.608442
2013-01-24,8.624562,8.542983,8.6093235,8.602347,8.611554,8.610808,8.621253
2013-01-25,8.590295,8.589971,8.608414,8.604666,8.629431,8.591988,8.6081
2013-01-27,8.606787,8.602761,8.593956,8.607614,8.615273,8.613396,8.594321
2013-01-28,8.620547,8.623181,8.5390625,8.609853,8.609928,8.632274,8.661508
2013-01-29,8.585929,8.624284,8.676371,8.614405,8.60898,8.698759,8.657291
2013-01-30,8.599918,8.598845,8.605419,8.642751,8.673207,8.714528,8.777795
2013-01-31,8.61346,8.59335,8.630524,8.684666,8.712492,8.732488,8.753615
2013-02-01,8.6291065,8.628038,8.694023,8.715944,8.732754,8.769579,8.794057
2013-02-03,8.632447,8.698712,8.705874,8.721006,8.7763,8.811431,8.810372
2013-02-04,8.70777,8.701889,8.771086,8.771853,8.800697,8.823454,8.871397
2013-02-05,8.707789,8.720364,8.785966,8.784145,8.820273,8.847624,8.835876
2013-02-06,8.753753,8.771736,8.795022,8.814454,8.847054,8.861748,8.874579
2013-02-07,8.789333,8.810024,8.811251,8.839376,8.866126,8.853904,8.859303
2013-02-08,8.767442,8.8226595,8.848673,8.835848,8.858092,8.888957,8.88079
2013-02-10,8.827877,8.851042,8.846844,8.859091,8.858527,8.881384,8.869639
2013-02-11,8.849751,8.851517,8.858044,8.844249,8.841476,8.859699,8.897179
2013-02-12,8.84438,8.855311,8.869509,8.837281,8.865188,8.849464,8.864252
2013-02-13,8.8792925,8.868905,8.880688,8.843789,8.855531,8.876254,8.875862
2013-02-14,8.842051,8.843227,8.865621,8.869159,8.86371,8.853232,8.876641
2013-02-15,8.843251,8.87443,8.8822565,8.861877,8.878027,8.871868,8.857981
2013-02-17,8.85529,8.854852,8.883657,8.831328,8.876388,8.876718,8.876323
2013-02-18,8.850267,8.861196,8.879227,8.8864,8.881088,8.9057,8.866482
2013-02-19,8.84213,8.85291,8.883274,8.872702,8.884307,8.882139,8.913389
2013-02-20,8.858427,8.887286,8.879735,8.888856,8.85305,8.885511,8.891007
2013-02-21,8.897296,8.88224,8.855442,8.867336,8.898723,8.876293,8.887991
2013-02-22,8.867798,8.901202,8.886776,8.884695,8.87926,8.886248,8.880499
2013-02-24,8.885839,8.9476595,8.903093,8.883279,8.87798,8.873461,8.875182
2013-02-25,8.883381,8.916397,8.899736,8.878208,8.871967,8.887816,8.911832
2013-02-26,8.902099,8.88647,8.873997,8.877162,8.888215,8.8945465,8.903547
2013-02-27,8.882732,8.888714,8.906282,8.892628,8.888717,8.904178,8.890691
2013-02-28,8.885079,8.896568,8.8576145,8.912197,8.893315,8.895442,8.917348
2013-03-01,8.88748,8.879772,8.87912,8.895048,8.886006,8.909813,8.893199
2013-03-03,8.8881035,8.89259,8.899621,8.905861,8.896058,8.939093,8.916452
2013-03-04,8.900695,8.892011,8.898658,8.8975315,8.885248,8.919136,8.893012
2013-03-05,8.894024,8.90507,8.914405,8.8818,8.881675,8.894536,8.916628
2013-03-06,8.893176,8.894455,8.8931465,8.941336,8.910364,8.918502,8.892842
2013-03-07,8.905119,8.913076,8.924608,8.876719,8.893011,8.894554,8.916787
2013-03-08,8.90414,8.93921,8.924754,8.881221,8.885825,8.918483,8.8926935
2013-03-10,8.909115,8.924111,8.914276,8.919144,8.915632,8.894569,8.916929
2013-03-11,8.91099,8.934645,8.904956,8.885081,8.901249,8.9184675,8.892561
2013-03-12,8.905058,8.90569,8.911889,8.878036,8.910612,8.894583,8.911701
2013-03-13,8.919259,8.880403,8.901139,8.917351,8.902894,8.885559,8.899609
2013-03-14,8.881552,8.913587,8.919638,8.871564,8.890523,8.9297695,8.908872
2013-03-15,8.907206,8.891444,8.895333,8.900048,8.922137,8.929631,8.930092
2013-03-17,8.938187,8.915797,8.9272785,8.912763,8.908968,8.935721,8.952558
2013-03-18,8.9202175,8.890905,8.903923,8.931026,8.934416,8.948072,9.044411
2013-03-19,8.901986,8.896238,8.92061,8.934727,8.94472,9.013263,9.062325
2013-03-20,8.915535,8.91073,8.935146,8.948424,9.019471,9.064124,9.084193
2013-03-21,8.938358,8.939016,8.944364,9.056778,9.041755,9.076433,9.087298
2013-03-22,8.919513,8.959281,9.005001,9.0746565,9.0596485,9.079924,9.088547
2013-03-24,8.944266,9.034903,9.061333,9.078348,9.075022,9.0970335,9.099188
2013-03-25,9.03713,9.047177,9.085384,9.083146,9.081874,9.102901,9.110366
2013-03-26,9.047859,9.089972,9.085333,9.087814,9.094761,9.106131,9.119801
2013-03-27,9.072574,9.083938,9.08984,9.099535,9.120183,9.125647,9.137153
2013-03-28,9.076356,9.08373,9.096052,9.115799,9.110797,9.136728,9.1713085
2013-03-31,9.076189,9.097371,9.111844,9.116729,9.142584,9.156989,9.185607
2013-04-01,9.091804,9.110293,9.137765,9.135918,9.156395,9.169834,9.175528
2013-04-02,9.105617,9.129668,9.14337,9.1531105,9.178522,9.172196,9.178886
2013-04-03,9.124331,9.138964,9.177205,9.174302,9.170356,9.1765785,9.182784
2013-04-04,9.141907,9.168451,9.176174,9.1582365,9.190464,9.18292,9.175641
2013-04-05,9.154551,9.149845,9.176721,9.169821,9.154768,9.171191,9.171176
2013-04-07,9.169869,9.159574,9.176116,9.168106,9.145577,9.187963,9.185139
2013-04-08,9.165801,9.17646,9.176707,9.177565,9.180482,9.171543,9.181961
2013-04-09,9.164048,9.188533,9.176069,9.157169,9.174936,9.183446,9.179808
2013-04-10,9.18873,9.166015,9.1767025,9.19103,9.1837435,9.168768,9.164999
2013-04-11,9.1665945,9.179439,9.176031,9.1606655,9.178151,9.211487,9.177296
2013-04-12,9.205658,9.183179,9.176708,9.191744,9.173151,9.18899,9.169116
2013-04-14,9.152528,9.177437,9.176002,9.163273,9.158979,9.167568,9.165948
2013-04-15,9.181602,9.18088,9.17673,9.167518,9.166722,9.197058,9.182648
2013-04-16,9.177195,9.171107,9.175984,9.199072,9.1124325,9.176501,9.177475
2013-04-17,9.181995,9.177843,9.176759,9.178087,9.180996,9.198636,9.207484
2013-04-18,9.187719,9.182315,9.203717,9.178322,9.196726,9.17843,9.148579
2013-04-19,9.198189,9.185144,9.164369,9.193394,9.163503,9.1970215,9.20414
2013-04-21,9.173575,9.160908,9.16279,9.198973,9.191854,9.20691,9.211227
2013-04-22,9.191921,9.225824,9.197062,9.206742,9.204247,9.198572,9.206546
2013-04-23,9.188772,9.173327,9.169009,9.189106,9.232673,9.201025,9.188642
2013-04-24,9.208205,9.180799,9.199077,9.233759,9.193871,9.192205,9.197289
2013-04-25,9.223149,9.209211,9.205019,9.196876,9.187438,9.177894,9.17998
2013-04-26,9.187556,9.1979885,9.172738,9.20289,9.170886,9.188455,9.187637
2013-04-28,9.212114,9.169746,9.181916,9.206791,9.178212,9.166266,9.1681385
2013-04-29,9.21698,9.202166,9.19183,9.195493,9.173604,9.178949,9.161702
2013-04-30,9.183677,9.179001,9.198,9.163679,9.167567,9.169832,9.145963
2013-05-01,9.161806,9.183889,9.161035,9.170821,9.175142,9.133889,9.12025
2013-05-02,9.185253,9.16721,9.159389,9.159336,9.155921,9.124588,9.118236
2013-05-03,9.168537,9.174997,9.163235,9.139745,9.1357355,9.120734,9.107672
2013-05-05,9.150006,9.151083,9.145263,9.131001,9.12,9.114873,9.1054945
2013-05-06,9.170521,9.140572,9.137624,9.113466,9.100668,9.100147,9.1040125
2013-05-07,9.148728,9.113723,9.111056,9.12508,9.090561,9.0893,9.116288
2013-05-08,9.129873,9.1257515,9.105818,9.092992,9.107817,9.083389,9.104783
2013-05-09,9.124139,9.1131735,9.092825,9.111016,9.090311,9.1028185,9.090347
2013-05-10,9.0874605,9.101835,9.083231,9.118172,9.087519,9.084912,9.098641
2013-05-12,9.103012,9.096575,9.0807295,9.109985,9.109221,9.094611,9.100698
2013-05-13,9.10695,9.094332,9.110255,9.085574,9.09,9.10144,9.091222
2013-05-14,9.105325,9.098538,9.078736,9.119584,9.086957,9.111983,9.109211
2013-05-15,9.092637,9.10259,9.113403,9.079281,9.110747,9.07277,9.081582
2013-05-16,9.103012,9.104538,9.09369,9.094576,9.092217,9.106215,9.110295
2013-05-17,9.094284,9.096403,9.09241,9.095476,9.089183,9.105768,9.118045
2013-05-19,9.083523,9.092728,9.096615,9.103149,9.096591,9.127735,9.1266165
2013-05-20,9.090554,9.115091,9.089127,9.100189,9.1092205,9.112962,9.132536
2013-05-21,9.1054945,9.086536,9.11216,9.117256,9.130599,9.126168,9.164797
2013-05-22,9.096558,9.110194,9.1148615,9.115934,9.152733,9.14005,9.1762905
2013-05-23,9.115079,9.084981,9.121305,9.111294,9.149089,9.165282,9.160188
2013-05-24,9.128176,9.135951,9.134591,9.145394,9.172288,9.178056,9.16585
2013-05-26,9.125028,9.136609,9.124418,9.14891,9.159899,9.17004,9.195669
2013-05-27,9.140921,9.1426935,9.127335,9.178056,9.202178,9.191366,9.212699
2013-05-28,9.1834545,9.158558,9.159734,9.169651,9.181547,9.205266,9.2102165
2013-05-29,9.1381,9.149499,9.179497,9.207764,9.215885,9.188921,9.229402
2013-05-30,9.194867,9.186885,9.185408,9.2049885,9.202748,9.216407,9.238177
2013-05-31,9.187669,9.20225,9.206575,9.210174,9.245017,9.232051,9.264238
2013-06-02,9.174387,9.195876,9.210438,9.242331,9.237929,9.25813,9.311796
2013-06-03,9.21135,9.215494,9.234158,9.240883,9.273034,9.310832,9.396275
2013-06-04,9.206746,9.246752,9.238334,9.256517,9.30276,9.39247,9.433152
2013-06-05,9.216814,9.236449,9.271228,9.308611,9.398322,9.430677,9.45388
2013-06-06,9.242628,9.269963,9.321572,9.395505,9.420102,9.433676,9.530708
2013-06-07,9.255107,9.299668,9.383734,9.413771,9.418261,9.535057,9.536815
2013-06-09,9.323388,9.385745,9.418049,9.422863,9.5133505,9.549993,9.546293
2013-06-10,9.404307,9.4042845,9.443392,9.534689,9.552404,9.565853,9.567616
2013-06-11,9.417927,9.441094,9.530664,9.54688,9.55813,9.580884,9.571129
2013-06-12,9.4503975,9.556909,9.546973,9.574183,9.567203,9.57786,9.598385
2013-06-13,9.524729,9.537986,9.564636,9.593508,9.598398,9.634889,9.751356
2013-06-14,9.56146,9.566443,9.5574255,9.594903,9.606709,9.739724,9.785931
2013-06-16,9.548932,9.572196,9.594557,9.591099,9.759709,9.805858,9.835069
2013-06-17,9.569349,9.6028595,9.607138,9.723253,9.79957,9.822503,9.877871
2013-06-18,9.595503,9.624832,9.772289,9.804063,9.838534,9.886333,9.834531
2013-06-19,9.61781,9.735511,9.784686,9.7942295,9.8511,9.883418,9.91151
2013-06-20,9.739222,9.749595,9.817265,9.942179,9.884832,9.945113,9.932426
2013-06-21,9.828108,9.800579,9.88244,9.873487,9.899001,9.934288,9.931805
2013-06-23,9.794083,9.85281,9.924964,9.938593,9.916743,9.940848,9.949104
2013-06-24,9.885954,9.884767,9.946759,9.874084,9.955155,9.94854,9.945808
2013-06-25,9.912265,9.939323,9.895301,9.926687,9.970048,9.989164,9.959348
2013-06-26,9.875677,9.915151,9.9555435,9.925509,9.98013,9.948616,9.931032
2013-06-27,9.851566,9.937225,9.926474,9.949057,9.971572,9.962181,9.942376
2013-06-28,9.946923,9.926922,9.918176,9.931716,9.963271,9.952914,9.972435
2013-06-30,9.9579935,9.968384,9.928401,9.963544,9.968642,9.9410515,9.963781
2013-07-01,9.974377,9.958805,9.937578,9.972236,10.018785,9.950598,9.956044
2013-07-02,9.97958,9.932089,9.914123,9.971461,9.961873,9.989121,9.982969
2013-07-03,9.941838,9.961277,9.996148,10.016988,9.948836,9.997445,10.022919
2013-07-04,9.912246,9.990358,10.023754,9.939027,9.987179,10.0113325,10.039344
2013-07-05,9.954761,9.973339,9.970304,9.991716,10.020151,10.020672,10.033116
2013-07-07,9.91407,9.965338,9.982596,9.993669,10.038919,10.033633,10.02143
2013-07-08,9.974633,9.980827,9.994209,10.027708,10.038784,9.9862385,10.036003
2013-07-09,9.99259,10.00219,10.037869,10.005146,10.002793,10.016547,10.01068
2013-07-10,10.01439,9.997203,10.022796,10.018198,10.050843,10.00859,9.992725
2013-07-11,10.037013,10.028039,10.034806,10.000854,10.023154,9.982988,10.012748
2013-07-12,10.016867,10.028487,10.033708,9.98683,10.002912,10.006781,10.0061
2013-07-14,10.025031,10.011561,10.00996,10.011528,9.996971,10.024809,9.999196
2013-07-15,10.003655,10.01614,9.9988,10.006475,9.988285,10.008463,9.993534
2013-07-16,10.033463,9.986454,9.991326,10.012686,10.006361,9.990986,10.015134
2013-07-17,9.994796,10.008774,10.011256,9.987212,9.998618,10.002421,10.00962
2013-07-18,9.972717,10.003998,10.003643,9.98685,10.030137,9.987695,9.982882
2013-07-19,10.016397,9.998678,10.012623,10.021785,9.995766,9.982727,9.969668
2013-07-21,10.014247,9.995468,10.0044775,10.005404,9.999785,9.979069,10.000664
2013-07-22,10.030508,10.01806,9.994182,9.936197,9.957921,9.961998,9.997245
2013-07-23,10.008356,10.006403,9.992198,9.9904175,9.958403,9.9718895,9.96533
2013-07-24,9.999799,9.981764,9.961293,9.981835,9.973011,9.965174,9.979368
2013-07-25,9.964358,9.96067,9.966864,9.943937,9.964302,9.960801,9.940636
2013-07-26,9.97914,10.00023,9.980263,9.968453,9.971917,9.955259,9.953825
2013-07-28,9.9424095,9.971641,9.965354,9.945909,9.951827,9.938639,9.935576
2013-07-29,9.97059,9.98833,9.96873,9.967803,9.958469,9.9219475,9.943367
2013-07-30,9.96854,9.969243,9.966673,9.944579,9.954863,9.936789,9.928102
2013-07-31,9.941491,9.97353,9.952495,9.947778,9.945335,9.932562,9.910125
2013-08-01,9.973053,9.958725,9.948789,9.93513,9.928615,9.920532,9.892221
2013-08-02,9.920201,9.925077,9.931196,9.925336,9.920847,9.893328,9.909187
2013-08-04,9.942421,9.926316,9.922848,9.927415,9.906185,9.915256,9.876051
2013-08-05,9.930738,9.937716,9.920198,9.922583,9.905841,9.894816,9.862654
2013-08-06,9.922353,9.926564,9.914568,9.900287,9.899651,9.877041,9.913794
2013-08-07,9.918138,9.930552,9.897011,9.922618,9.911154,9.920061,9.882412
2013-08-08,9.911159,9.921266,9.878974,9.848113,9.894204,9.87813,9.873711
2013-08-09,9.914025,9.886994,9.905074,9.882638,9.8865385,9.865964,9.878396
2013-08-11,9.907152,9.877952,9.89163,9.890459,9.889999,9.8672905,9.883746
2013-08-12,9.86532,9.910853,9.88193,9.875231,9.879912,9.885803,9.886924
2013-08-13,9.875824,9.8662195,9.887693,9.878175,9.868039,9.889691,9.876451
2013-08-14,9.881198,9.875591,9.856761,9.8844595,9.86706,9.878272,9.881128
2013-08-15,9.885715,9.880804,9.866981,9.890078,9.865423,9.864935,9.884967
2013-08-16,9.890128,9.862422,9.856922,9.869516,9.882303,9.866445,9.872901
2013-08-18,9.879087,9.89732,9.865976,9.889792,9.890621,9.885408,9.880039
2013-08-19,9.868227,9.861753,9.872384,9.882569,9.885435,9.883824,9.862516
2013-08-20,9.889392,9.899084,9.887594,9.888448,9.882975,9.863555,9.899835
2013-08-21,9.862103,9.875109,9.891449,9.879504,9.878985,9.882767,9.857089
2013-08-22,9.882945,9.875757,9.895149,9.870395,9.878566,9.887962,9.900708
2013-08-23,9.871147,9.875098,9.888665,9.8752365,9.8758745,9.87652,9.892065
2013-08-25,9.893322,9.883776,9.863516,9.882897,9.875781,9.921612,9.913662
2013-08-26,9.90111,9.874765,9.867848,9.889716,9.895028,9.894406,9.932994
2013-08-27,9.905963,9.883949,9.857556,9.911716,9.889683,9.937748,9.94878
2013-08-28,9.863429,9.874067,9.921243,9.885545,9.914276,9.92661,9.948619
2013-08-29,9.881903,9.9001255,9.92231,9.912397,9.932854,9.945903,9.955265
2013-08-30,9.885149,9.91295,9.90567,9.945178,9.914804,9.967873,9.95825
2013-09-01,9.945111,9.932771,9.940226,9.917458,9.951614,9.959226,9.95902
2013-09-02,9.92671,9.928191,9.914892,9.931939,9.971617,9.982118,10.001431
2013-09-03,9.92329,9.962151,9.991491,9.966719,9.977597,10.005896,10.013783
2013-09-04,9.973582,9.946284,9.928105,9.97643,9.981903,10.013345,10.022342
2013-09-05,9.960437,9.945616,9.966725,9.996089,10.028342,10.016099,10.013493
2013-09-06,9.952314,9.977966,10.035523,10.010127,10.012223,10.0179825,10.0226345
2013-09-08,9.972615,10.010935,10.034206,10.013426,10.035288,10.01928,10.013208
2013-09-09,10.006521,10.014714,10.003448,10.020328,10.017795,10.023301,10.022936
2013-09-10,10.028295,10.026957,10.006941,10.00946,10.033853,10.026141,10.012913
2013-09-11,9.996397,10.010013,10.03854,10.0281515,10.010577,10.028184,10.0232525
2013-09-12,10.017626,10.007226,10.02176,10.017722,10.028788,10.011719,10.0126095
2013-09-13,10.008925,10.015848,10.0650425,10.044312,10.026961,10.015172,10.023578
2013-09-15,10.016503,10.028785,10.037635,10.028058,10.019026,10.017525,10.012291
2013-09-16,10.008327,10.037554,10.021262,10.016365,10.01291,10.019133,10.023898
2013-09-17,10.018323,10.008866,10.022741,10.044666,10.026857,10.042276,10.011955
2013-09-18,10.0121355,10.020739,10.021685,10.027331,10.01906,10.006597,10.0242195
2013-09-19,10.024401,10.013655,10.022613,10.014897,10.012374,10.015422,10.011613
2013-09-20,10.054757,10.025973,10.021487,10.044837,10.0275955,10.019146,10.024546
2013-09-22,10.0158825,10.017562,10.022437,10.026465,10.019095,10.020795,10.011273
2013-09-23,10.029724,10.029659,10.021255,10.013333,10.011823,10.028456,10.008449
2013-09-24,10.0560465,9.998751,10.022224,10.044817,10.044506,9.973483,10.089306
2013-09-25,10.03161,10.036743,10.020987,10.025475,10.094905,10.088401,10.116218
2013-09-26,10.012411,10.045983,10.0219755,10.064177,10.101659,10.106606,10.084587
2013-09-27,10.037509,10.01135,10.080337,10.059317,10.057679,10.102095,10.0133
2013-09-29,10.014131,10.1186495,10.0754,10.073623,10.13358,10.078078,9.969061
2013-09-30,10.080088,10.082195,10.112126,10.057133,10.06734,10.058213,10.003818
2013-10-01,10.088954,10.118153,10.084124,10.071556,10.0042715,10.058627,10.005062
2013-10-02,10.09538,10.04906,10.05455,10.104212,10.03877,10.03592,9.997815
2013-10-03,10.080704,10.082938,9.993376,10.010094,10.013367,10.037319,10.033427
2013-10-04,10.022281,10.081774,10.083111,10.02079,10.057568,10.023622,9.973311
2013-10-06,10.081982,10.035999,10.008283,9.985732,10.00774,10.003811,10.003838
2013-10-07,10.018563,10.002956,10.002071,9.995376,9.98171,9.992784,9.980606
2013-10-08,10.017715,10.064102,10.012821,9.984142,9.984895,9.982824,9.97121
2013-10-09,10.047906,9.983553,9.982956,9.998105,9.986724,9.9946785,9.976054
2013-10-10,9.989918,9.991763,9.981379,9.971844,9.9817505,9.9695,9.938964
2013-10-11,10.000869,10.009688,9.97134,9.976968,9.997971,9.961128,9.963157
2013-10-13,9.976225,9.972116,9.997548,9.976001,9.963189,9.950262,9.935189
2013-10-14,9.993408,9.980045,9.979099,9.974401,9.959818,9.946163,9.966853
2013-10-15,9.985562,9.979694,9.970096,9.957173,9.942468,9.9128065,9.939625
2013-10-16,9.972494,9.954031,9.944262,9.966195,9.937992,9.93904,9.937433
2013-10-17,9.957377,9.961137,9.947722,9.929056,9.950008,9.942837,9.90072
2013-10-18,9.955411,9.9465,9.951768,9.954254,9.933072,9.910571,9.896802
2013-10-20,9.924143,9.934112,9.927127,9.940775,9.955045,9.915836,9.91396
2013-10-21,9.937348,9.916287,9.950143,9.898587,9.915637,9.927662,9.915993
2013-10-22,9.927543,9.938261,9.914057,9.927054,9.904118,9.899681,9.893311
2013-10-23,9.892442,9.914129,9.911688,9.938641,9.908325,9.8819685,9.894548
2013-10-24,9.950394,9.917018,9.920852,9.914161,9.89753,9.883143,9.895429
2013-10-25,9.885455,9.910412,9.918871,9.890592,9.903733,9.91457,9.903312
2013-10-27,9.900212,9.929386,9.899745,9.896903,9.88743,9.893257,9.909787
2013-10-28,9.896881,9.903342,9.890217,9.890353,9.891944,9.900865,9.901046
2013-10-29,9.89121,9.908557,9.904415,9.901205,9.8850975,9.936057,9.926882
2013-10-30,9.900517,9.899108,9.87672,9.911157,9.936917,9.927351,9.921024
2013-10-31,9.887262,9.910639,9.911035,9.912676,9.933093,9.907248,9.93711
2013-11-01,9.869657,9.898915,9.927895,9.928316,9.92836,9.92475,9.945792
2013-11-03,9.910154,9.920284,9.932494,9.925959,9.930521,9.939716,9.972477
2013-11-04,9.912657,9.923844,9.923922,9.954841,9.9468355,9.957942,9.97277
2013-11-05,9.9108715,9.928108,9.937634,9.93441,9.97489,9.96227,9.960351
2013-11-06,9.9226675,9.943155,9.953866,9.964331,9.968125,9.981437,9.974424
2013-11-07,9.918192,9.933269,9.952432,9.972742,9.975339,9.973256,9.965277
2013-11-08,9.943439,9.974656,9.97333,9.961027,9.9678755,9.971113,9.982836
2013-11-10,9.970872,9.967822,9.978659,9.955641,9.975597,9.966754,9.97189
2013-11-11,9.974288,9.974968,9.94939,9.974601,9.967617,9.963665,9.977054
2013-11-12,9.979079,9.967575,9.95243,9.962473,9.975873,9.977524,9.965475
2013-11-13,9.961231,9.975229,9.983519,9.953612,9.96734,9.973842,9.97203
2013-11-14,9.967171,9.9673195,9.991742,9.975758,9.976164,9.971307,9.977692
2013-11-15,9.976638,9.975504,9.958078,9.962566,9.967049,9.97062,9.980692
2013-11-17,9.968659,9.967046,9.931872,9.95296,9.976461,9.975327,9.994092
2013-11-18,9.967048,9.975791,9.95033,9.976997,9.952326,10.002274,10.106856
2013-11-19,9.978596,9.966755,9.939114,9.994963,10.0008545,10.062093,10.113082
2013-11-20,9.975486,9.9760895,9.989439,9.982099,10.102621,10.110374,10.100755
2013-11-21,9.933809,9.964846,9.979003,10.090875,10.114897,10.108423,10.114682
2013-11-22,9.988785,10.0005865,10.091254,10.090373,10.091886,10.06883,10.108408
2013-11-24,10.004233,10.08115,10.125903,10.105044,10.112185,10.125746,10.149084
2013-11-25,10.070183,10.120614,10.107987,10.111545,10.119766,10.146755,10.125964
2013-11-26,10.120162,10.103782,10.09403,10.116865,10.13431,10.13298,10.146878
2013-11-27,10.103977,10.147026,10.1325865,10.140375,10.131504,10.154118,10.151441
2013-11-28,10.103025,10.124658,10.124861,10.154831,10.136254,10.125932,10.164712
2013-11-29,10.123201,10.126045,10.1058235,10.125641,10.141932,10.167968,10.16679
2013-12-01,10.132672,10.147884,10.1536045,10.132227,10.164682,10.161669,10.155595
2013-12-02,10.147219,10.121313,10.163453,10.15107,10.167427,10.175722,10.182733
2013-12-03,10.147394,10.171452,10.145689,10.175698,10.174981,10.174414,10.192607
2013-12-04,10.154619,10.139043,10.172289,10.155561,10.176468,10.189135,10.205153
2013-12-05,10.163578,10.182621,10.180567,10.1792755,10.155437,10.202081,10.216541
2013-12-06,10.172326,10.17369,10.171423,10.196401,10.203218,10.204757,10.212103
2013-12-08,10.198336,10.169339,10.201392,10.181281,10.222543,10.2038765,10.224673
2013-12-09,10.17839,10.192276,10.178541,10.193027,10.207345,10.21407,10.207057
2013-12-10,10.1763735,10.190859,10.209141,10.207223,10.20692,10.202943,10.244632
2013-12-11,10.196499,10.245787,10.204385,10.207621,10.236685,10.215689,10.264333
2013-12-12,10.177466,10.205632,10.230704,10.233142,10.244962,10.270949,10.271496
2013-12-13,10.225858,10.213172,10.242408,10.2617855,10.264581,10.272126,10.278818
2013-12-15,10.201196,10.261249,10.218712,10.263122,10.278664,10.2872505,10.314099
2013-12-16,10.242407,10.261192,10.273314,10.278992,10.277599,10.2958555,10.301673
2013-12-17,10.212002,10.25897,10.279091,10.265128,10.283121,10.285298,10.296697
2013-12-18,10.264557,10.284755,10.256475,10.314421,10.301061,10.31265,10.340472
2013-12-19,10.244682,10.291136,10.244271,10.296713,10.309729,10.315604,10.307141
2013-12-20,10.306788,10.276485,10.305523,10.318528,10.311062,10.340792,10.278006
2013-12-22,10.292588,10.32987,10.284945,10.3325,10.311657,10.339477,10.335527
2013-12-23,10.303334,10.321632,10.294315,10.321686,10.317522,10.336124,10.319662
2013-12-24,10.335488,10.314895,10.308572,10.319796,10.333862,10.294464,10.345505
2013-12-26,10.269608,10.319088,10.328549,10.299823,10.308743,10.286071,10.314568
2013-12-27,10.283751,10.334031,10.337408,10.326365,10.315287,10.289647,10.344944
2013-12-29,10.267817,10.269911,10.371895,10.308907,10.328179,10.325715,10.37645
2013-12-30,10.319249,10.305346,10.32121,10.339618,10.382171,10.358641,10.323203
2013-12-31,10.344438,10.3314295,10.328139,10.328155,10.31573,10.350574,10.353998
2014-01-01,10.325789,10.352113,10.334796,10.327821,10.371136,10.356007,10.354706
2014-01-02,10.343127,10.375859,10.3393135,10.344626,10.360556,10.35312,10.348732
2014-01-03,10.329952,10.343489,10.3673525,10.349469,10.344812,10.34263,10.38921
2014-01-05,10.33424,10.345284,10.306407,10.345132,10.364581,10.3516245,10.377217
2014-01-06,10.330502,10.299424,10.349319,10.346619,10.373025,10.370159,10.381091
2014-01-07,10.361831,10.345297,10.3569145,10.388572,10.36188,10.3791275,10.402104
2014-01-08,10.345516,10.356545,10.351225,10.373782,10.383035,10.383077,10.41174
2014-01-09,10.3509865,10.363708,10.370462,10.376864,10.383526,10.399023,10.404043
2014-01-10,10.365909,10.370766,10.381105,10.376277,10.413526,10.413633,10.422293
2014-01-12,10.366009,10.382025,10.395728,10.407986,10.405292,10.415301,10.44349
2014-01-13,10.385287,10.371227,10.391472,10.4130745,10.410225,10.436667,10.430452
2014-01-14,10.41148,10.395327,10.422943,10.419679,10.439206,10.45886,10.468489
2014-01-15,10.418157,10.412505,10.415775,10.434805,10.436792,10.465502,10.481313
2014-01-16,10.400616,10.434125,10.438459,10.468622,10.455838,10.486213,10.510874
2014-01-17,10.4111805,10.4335785,10.441977,10.462271,10.500876,10.497716,10.519299
2014-01-19,10.434712,10.450855,10.464521,10.489304,10.492597,10.523863,10.632464
2014-01-20,10.450595,10.458312,10.496543,10.498478,10.54231,10.618602,10.644152
2014-01-21,10.464566,10.498364,10.494126,10.531967,10.596888,10.638368,10.643059
2014-01-22,10.490637,10.495306,10.52339,10.598553,10.637503,10.649752,10.644474
2014-01-23,10.506465,10.530909,10.62915,10.616156,10.645433,10.6454525,10.644979
2014-01-24,10.519864,10.620716,10.637858,10.641726,10.65868,10.65756,10.684344
2014-01-26,10.619866,10.62914,10.649051,10.650133,10.6556,10.689651,10.723698
2014-01-27,10.630891,10.641554,10.642477,10.6572075,10.655436,10.698307,10.742839
2014-01-28,10.6570215,10.64766,10.672081,10.702003,10.720542,10.74039,10.760214
2014-01-29,10.65865,10.6530075,10.691692,10.728821,10.742586,10.762552,10.796441
2014-01-30,10.658214,10.679165,10.725839,10.713203,10.766945,10.775673,10.825954
2014-01-31,10.66815,10.729338,10.745098,10.775239,10.795005,10.841419,10.836092
2014-02-02,10.69391,10.732201,10.761874,10.787331,10.818558,10.857119,10.87203
2014-02-03,10.734146,10.7635,10.81332,10.817974,10.862491,10.839356,10.851319
2014-02-04,10.74666,10.789892,10.815823,10.890202,10.835466,10.839563,10.86938
2014-02-05,10.792269,10.844527,10.842744,10.832506,10.839952,10.850866,10.867524
2014-02-06,10.823126,10.850746,10.845853,10.886165,10.867296,10.853145,10.884418
2014-02-07,10.864041,10.864997,10.844147,10.856634,10.870717,10.876658,10.913255
2014-02-09,10.838673,10.831488,10.864641,10.881392,10.886743,10.907027,10.978625
2014-02-10,10.842956,10.848462,10.861525,10.876253,10.918689,10.960803,10.988058
2014-02-11,10.884221,10.898253,10.8979845,10.907764,10.961575,10.9824095,10.980379
2014-02-12,10.864207,10.876858,10.913764,10.966951,10.971657,10.978896,10.982292
