,AUDCAD,AUDCAD,AUDCAD,AUDCAD,AUDCAD,AUDCAD,AUDCAD
2011-12-12,1.0360446,1.0383847,1.0350314,1.0364203,1.0377758,1.0381637,1.0355248
2011-12-13,1.0377153,1.038734,1.0381446,1.0366542,1.0372654,1.0364729,1.0356604
2011-12-14,1.0369998,1.0345798,1.0374738,1.0346606,1.0367464,1.0343124,1.0351125
2011-12-15,1.0363455,1.0367451,1.0362917,1.0361799,1.0359145,1.034638,1.0346084
2011-12-16,1.0372682,1.0372868,1.0360544,1.0355237,1.0348785,1.035058,1.0352681
2011-12-18,1.0362091,1.0359474,1.0353973,1.0340297,1.036376,1.0343406,1.0349604
2011-12-19,1.0357122,1.0357783,1.0337677,1.034787,1.0340565,1.0351137,1.0386577
2011-12-20,1.0378141,1.03579,1.0341281,1.0328965,1.0316372,1.0337164,1.0332146
2011-12-21,1.0348325,1.0333564,1.0361772,1.0335066,1.0358921,1.0313709,1.0370307
2011-12-22,1.0348006,1.0347458,1.0354092,1.0378335,1.0339284,1.0338417,1.036663
2011-12-23,1.0346638,1.0356252,1.0346491,1.0339193,1.0327537,1.0341661,1.0343369
2011-12-27,1.0345794,1.0335901,1.0325985,1.0358754,1.0341663,1.0327086,1.03318
2011-12-28,1.0360918,1.0376726,1.0331726,1.0334967,1.0328898,1.0344856,1.0345001
2011-12-29,1.0357985,1.0346458,1.0336703,1.0323008,1.034342,1.0340511,1.0356233
2011-12-30,1.0345408,1.0344673,1.0334023,1.0338194,1.0346221,1.0338296,1.0354697
2012-01-02,1.0344992,1.0334408,1.0325968,1.0344172,1.0339011,1.0359685,1.0369313
2012-01-03,1.033529,1.0329018,1.0358648,1.0357288,1.037569,1.0331624,1.0371603
2012-01-04,1.0326773,1.0344629,1.0349526,1.0327231,1.036797,1.0360425,1.036864
2012-01-05,1.0358635,1.0331571,1.0366316,1.0388952,1.036965,1.0364499,1.0369818
2012-01-06,1.034368,1.035363,1.0373338,1.0353183,1.0365777,1.0387157,1.0374278
2012-01-08,1.0349982,1.0365059,1.0373242,1.0362,1.0375513,1.0396755,1.0398366
2012-01-09,1.0349026,1.0374066,1.037307,1.0373154,1.0373312,1.0389305,1.0367185
2012-01-10,1.0400529,1.0373625,1.036226,1.036825,1.0390257,1.040068,1.0394213
2012-01-11,1.0355144,1.0372062,1.0378579,1.0379107,1.0375133,1.0372487,1.0400348
2012-01-12,1.0373044,1.0381646,1.0362818,1.0367739,1.0393054,1.0392845,1.0384883
2012-01-13,1.0361271,1.0372277,1.0367723,1.0390418,1.0384642,1.0384983,1.0384599
2012-01-15,1.0380687,1.0389037,1.0384254,1.0393754,1.0358562,1.0393846,1.038424
2012-01-16,1.0372491,1.0382378,1.0393661,1.0406091,1.0371177,1.0401684,1.0384029
2012-01-17,1.0347235,1.0378144,1.0376956,1.040487,1.0404077,1.0393516,1.0386685
2012-01-18,1.0376238,1.0397692,1.0389427,1.0387437,1.0375329,1.0404834,1.0426294
2012-01-19,1.0379908,1.0384579,1.0376573,1.0376097,1.0379591,1.0437595,1.0427439
2012-01-20,1.0386157,1.0418684,1.0389869,1.0410507,1.0427895,1.0449497,1.0448396
2012-01-22,1.0395834,1.0401632,1.0442222,1.0431683,1.0455163,1.0466411,1.0486879
2012-01-23,1.0367757,1.0398711,1.0426245,1.0445586,1.0467,1.0464182,1.0477023
2012-01-24,1.0419462,1.043592,1.0452564,1.0452958,1.046568,1.0448856,1.049649
2012-01-25,1.0433522,1.0440207,1.0459392,1.0479074,1.0471904,1.0468055,1.0484041
2012-01-26,1.0448427,1.0456845,1.0464578,1.0460334,1.0491233,1.0481011,1.0464474
2012-01-27,1.0476323,1.0438933,1.046912,1.0486004,1.048779,1.0456523,1.0501008
2012-01-29,1.0460646,1.0526953,1.0477364,1.049648,1.0487956,1.0501333,1.0503603
2012-01-30,1.047574,1.0477705,1.0466115,1.0502224,1.0496174,1.0513995,1.0515894
2012-01-31,1.0489346,1.0475441,1.0472642,1.0488513,1.0502068,1.0501643,1.0539078
2012-02-01,1.0493608,1.0501902,1.0499994,1.0503292,1.0506148,1.0511636,1.0533252
2012-02-02,1.0530146,1.0509132,1.0513524,1.0519078,1.0497161,1.0534464,1.0529728
2012-02-03,1.0483632,1.0501411,1.0527693,1.0525295,1.0533527,1.0525489,1.0534548
2012-02-05,1.0508246,1.0529667,1.0511205,1.0519241,1.0525721,1.053076,1.0545892
2012-02-06,1.0520384,1.0531168,1.051878,1.0526401,1.0539443,1.0547101,1.0577325
2012-02-07,1.0506966,1.0512526,1.0522445,1.0528328,1.0547975,1.0563301,1.0585681
2012-02-08,1.0529554,1.051759,1.0537643,1.0540345,1.0583818,1.0598701,1.0621501
2012-02-09,1.055224,1.0541329,1.0550792,1.057982,1.0598129,1.0593374,1.0580847
2012-02-10,1.0560428,1.0548859,1.0573933,1.0579308,1.0608693,1.0613976,1.065246
2012-02-12,1.0546994,1.0559182,1.0600266,1.0613506,1.0621711,1.0618608,1.0634847
2012-02-13,1.0580095,1.0573254,1.0596185,1.0583075,1.0666701,1.0635309,1.0620302
2012-02-14,1.0599642,1.0606524,1.0643516,1.0615729,1.0616442,1.0636948,1.0671177
2012-02-15,1.062235,1.0636865,1.0628517,1.0613927,1.0645092,1.0640638,1.0651047
2012-02-16,1.0609176,1.0618787,1.0662702,1.0650136,1.0644243,1.0658884,1.0658444
2012-02-17,1.0638046,1.0621156,1.0623177,1.064374,1.0646694,1.0635047,1.0648477
2012-02-19,1.0627581,1.0636463,1.0643009,1.0637445,1.0651983,1.0640594,1.0684494
2012-02-20,1.0648173,1.0639864,1.0646635,1.0652387,1.0641308,1.0588304,1.0647254
2012-02-21,1.0643947,1.0639596,1.0686473,1.0644543,1.0677961,1.0678213,1.0605683
2012-02-22,1.0657876,1.0651686,1.0646871,1.0702598,1.066019,1.0669184,1.0653079
2012-02-23,1.0685587,1.063924,1.0639341,1.0705943,1.0681973,1.0668827,1.0698752
2012-02-24,1.0655744,1.0707496,1.0670056,1.068167,1.0668674,1.0674436,1.0685152
2012-02-26,1.0661578,1.0663599,1.0665379,1.0642908,1.0666107,1.0676749,1.0671233
2012-02-27,1.0675919,1.0694679,1.0662404,1.070936,1.0684967,1.068831,1.0668356
2012-02-28,1.0714573,1.0619464,1.0639548,1.067199,1.0697882,1.0684954,1.0667849
2012-02-29,1.0668392,1.06736,1.0675259,1.0676013,1.0664088,1.0665021,1.0676907
2012-03-01,1.0713303,1.0673165,1.0671562,1.0668344,1.0695429,1.0681939,1.0677612
2012-03-02,1.0692024,1.0657146,1.0667737,1.0669099,1.0690776,1.0673678,1.0682513
2012-03-04,1.0654876,1.0687016,1.066287,1.0690756,1.0659504,1.0661676,1.0685816
2012-03-05,1.0698103,1.0691338,1.0667491,1.0680517,1.0685408,1.069456,1.0699323
2012-03-06,1.0670656,1.067093,1.0666057,1.0661557,1.068249,1.0679091,1.0680144
2012-03-07,1.0687091,1.0679395,1.0666106,1.0695356,1.0672543,1.0689669,1.0719318
2012-03-08,1.0686772,1.0672607,1.0663744,1.06453,1.0682024,1.0697651,1.0683055
2012-03-09,1.0672565,1.0682191,1.0680945,1.0657762,1.0686074,1.0676731,1.0680473
2012-03-11,1.0656928,1.0682341,1.0657048,1.0675695,1.0668215,1.0689039,1.0682137
2012-03-12,1.0684663,1.0667121,1.0693753,1.0685579,1.0685598,1.0674531,1.0665872
2012-03-13,1.0675178,1.0665948,1.0686872,1.0695152,1.067194,1.0675299,1.0670028
2012-03-14,1.0671957,1.0685093,1.0673969,1.0686672,1.0672021,1.0665593,1.0664072
2012-03-15,1.0675216,1.0681978,1.0678356,1.0679045,1.0670209,1.0669065,1.0640795
2012-03-16,1.0684063,1.0657871,1.0677166,1.0674896,1.0660542,1.0634207,1.0627471
2012-03-18,1.0657662,1.0702746,1.0663892,1.0667964,1.0665898,1.0667744,1.0633888
2012-03-19,1.0668977,1.0655322,1.0671741,1.0643378,1.0634003,1.0631255,1.0614865
2012-03-20,1.0631546,1.0665051,1.0631504,1.0630205,1.062011,1.0613288,1.0599394
2012-03-21,1.0662546,1.0653069,1.0627111,1.0617603,1.0623598,1.0610706,1.0593388
2012-03-22,1.063936,1.0630741,1.0625026,1.0612595,1.0606498,1.0605766,1.0563538
2012-03-23,1.0619433,1.0621887,1.0616851,1.0608026,1.0608549,1.055932,1.0555732
2012-03-25,1.0640533,1.061919,1.0602885,1.060083,1.0573074,1.0565338,1.0551056
2012-03-26,1.0610378,1.0613275,1.0591958,1.057153,1.0562825,1.0555358,1.0509411
2012-03-27,1.0620688,1.0603986,1.056503,1.0554069,1.0548425,1.0490286,1.0493813
2012-03-28,1.061629,1.0579116,1.0556417,1.0549128,1.051768,1.0495477,1.0482693
2012-03-29,1.0580947,1.0561004,1.0542977,1.0499059,1.0489538,1.0480188,1.0467746
2012-03-30,1.0570114,1.0547493,1.0501022,1.0503266,1.0479262,1.0463527,1.0463253
2012-04-01,1.05558,1.0510714,1.0496042,1.0477878,1.0470407,1.0457951,1.044307
2012-04-02,1.0507492,1.0496764,1.0490615,1.0464219,1.046188,1.0442481,1.0445478
2012-04-03,1.0508182,1.0479466,1.04634,1.0447596,1.0470805,1.0434675,1.0433153
2012-04-04,1.0473913,1.0472383,1.0464847,1.0445844,1.0441216,1.0419866,1.0426037
2012-04-05,1.0475149,1.0471183,1.0453874,1.04508,1.0444474,1.0438979,1.042589
2012-04-08,1.0455842,1.0436254,1.043095,1.0421276,1.0438874,1.0440588,1.0402629
2012-04-09,1.0425755,1.0438262,1.0420058,1.042489,1.0422122,1.0423099,1.0413885
2012-04-10,1.0430954,1.0429367,1.0440365,1.0413085,1.0419164,1.0407605,1.04055
2012-04-11,1.0441606,1.0421137,1.0429491,1.0409697,1.0418873,1.040947,1.038954
2012-04-12,1.0422255,1.0428045,1.0419414,1.0419505,1.0404546,1.0404377,1.0412552
2012-04-13,1.0434641,1.0424719,1.0404365,1.040291,1.039612,1.0366206,1.0395465
2012-04-15,1.0419941,1.0408881,1.0390589,1.0391289,1.0376046,1.040998,1.0369532
2012-04-16,1.0400716,1.0403647,1.0364336,1.040907,1.0376167,1.037722,1.0381752
2012-04-17,1.0407041,1.0384898,1.0370274,1.0377486,1.0376291,1.0369116,1.0369022
2012-04-18,1.0388311,1.0405391,1.0393103,1.035367,1.0373031,1.0368277,1.0381302
2012-04-19,1.0371202,1.0374014,1.0370846,1.0399945,1.0365596,1.0358127,1.037466
2012-04-20,1.0369929,1.0373886,1.0368533,1.0354108,1.0338845,1.0344971,1.0340903
2012-04-22,1.0373018,1.0356052,1.038034,1.0358878,1.0358031,1.0347329,1.0352873
2012-04-23,1.0346694,1.0357208,1.0363374,1.0334306,1.0353014,1.0341471,1.0327003
2012-04-24,1.035468,1.0367119,1.0358692,1.0343809,1.0324845,1.031728,1.033035
2012-04-25,1.0362815,1.0327291,1.0348336,1.0338377,1.033088,1.033092,1.0335319
2012-04-26,1.0354058,1.0352343,1.0338645,1.0340596,1.0339653,1.0326374,1.0296396
2012-04-27,1.0332329,1.0315788,1.0358114,1.0320762,1.033108,1.0305885,1.0294709
2012-04-29,1.0368912,1.0352937,1.0307922,1.0337455,1.0312201,1.02957,1.0279967
2012-04-30,1.0334777,1.0316471,1.0307789,1.0293527,1.0292073,1.0279391,1.0290107
2012-05-01,1.0333545,1.0294378,1.0295757,1.0300459,1.0286746,1.0276792,1.0262259
2012-05-02,1.0335724,1.0316999,1.028935,1.0315994,1.0280532,1.0294467,1.027539
2012-05-03,1.0298355,1.0302644,1.028843,1.0283955,1.0270371,1.0267853,1.0275419
2012-05-04,1.0287806,1.0280025,1.0274948,1.028209,1.0255312,1.0259919,1.026522
2012-05-06,1.0289924,1.0254438,1.0265989,1.0260208,1.0253948,1.0272648,1.0251915
2012-05-07,1.028339,1.027946,1.0241753,1.0260904,1.0257065,1.0240464,1.0246822
2012-05-08,1.0264057,1.0289125,1.0233662,1.0271587,1.026011,1.0258259,1.0260952
2012-05-09,1.029037,1.0290614,1.0232913,1.0266137,1.0246186,1.02704,1.0255249
2012-05-10,1.0261978,1.0254395,1.0266337,1.0257982,1.023977,1.0225221,1.0236448
2012-05-11,1.0262917,1.025234,1.024405,1.0240299,1.0248015,1.0247142,1.0233185
2012-05-13,1.0249019,1.026086,1.0250561,1.0246043,1.023562,1.0229695,1.0223262
2012-05-14,1.0255669,1.0240632,1.0251682,1.0250864,1.0222971,1.0216397,1.0210475
2012-05-15,1.0262773,1.0244632,1.0225772,1.02359,1.0196854,1.0194862,1.020825
2012-05-16,1.0247408,1.0244645,1.023043,1.021455,1.0211805,1.0184287,1.019743
2012-05-17,1.0234685,1.0221,1.0215654,1.0202045,1.0179963,1.0168995,1.0184251
2012-05-18,1.0228848,1.0215489,1.0211039,1.0186752,1.0170674,1.012434,1.0162742
2012-05-20,1.0216478,1.0207964,1.0219555,1.0188386,1.018527,1.0173745,1.0139127
2012-05-21,1.021435,1.0206102,1.0218014,1.0164288,1.0160794,1.0122848,1.015615
2012-05-22,1.018601,1.0165794,1.01784,1.0189774,1.0143799,1.0138073,1.0138505
2012-05-23,1.0194345,1.0149333,1.0164883,1.0149031,1.0112475,1.0118132,1.0121006
2012-05-24,1.0214716,1.0154095,1.0159607,1.0134752,1.0097364,1.0103632,1.0107474
2012-05-25,1.0156298,1.0137056,1.0097753,1.0128446,1.0096664,1.0099764,1.0104413
2012-05-27,1.0148987,1.0135648,1.0094445,1.0135522,1.0101482,1.0107074,1.0100455
2012-05-28,1.0132504,1.0139114,1.012074,1.0086731,1.0110478,1.0118074,1.0081056
2012-05-29,1.0125479,1.0072846,1.0098054,1.0099576,1.0084338,1.0088981,1.0072312
2012-05-30,1.0146444,1.0102556,1.01091,1.0087258,1.0074589,1.0071853,1.0092909
2012-05-31,1.0111129,1.008984,1.0084423,1.0075434,1.0055337,1.006502,1.0058775
2012-06-01,1.0089177,1.0062475,1.0072697,1.0079083,1.0084913,1.0071392,1.0088335
2012-06-03,1.0103128,1.0082507,1.0076133,1.0084088,1.0080222,1.0087475,1.0075109
2012-06-04,1.0089552,1.0094615,1.007658,1.0079267,1.0082784,1.0056534,1.0068247
2012-06-05,1.0060593,1.0069361,1.0075929,1.0083413,1.0078639,1.0084713,1.009117
2012-06-06,1.0090265,1.0085332,1.0076599,1.0091227,1.009003,1.0083187,1.0100968
2012-06-07,1.0090795,1.007804,1.0075902,1.0075154,1.0070491,1.0073378,1.0086442
2012-06-08,1.0098705,1.0083587,1.0076602,1.0067784,1.0081602,1.008025,1.0084625
2012-06-10,1.0073242,1.0099269,1.0075889,1.0082926,1.0077254,1.0119644,1.0098767
2012-06-11,1.0089588,1.0100071,1.007664,1.0069207,1.0081687,1.006937,1.0098783
2012-06-12,1.0090933,1.0076208,1.0075867,1.0068686,1.0086424,1.0057966,1.0087423
2012-06-13,1.0101197,1.0078081,1.007667,1.0094295,1.0068325,1.006989,1.0059944
2012-06-14,1.0098697,1.0083253,1.0075872,1.0078824,1.0084853,1.0084913,1.0101739
2012-06-15,1.0084772,1.0074158,1.0076736,1.0063776,1.008667,1.0069463,1.0069374
2012-06-17,1.007288,1.0079892,1.0075907,1.0077422,1.0084989,1.0098431,1.0078146
2012-06-18,1.0059643,1.0043967,1.007681,1.0086315,1.0084251,1.0061598,1.007588
2012-06-19,1.0090208,1.0080907,1.0060971,1.008178,1.0059465,1.0070245,1.0092281
2012-06-20,1.0098513,1.0080881,1.0077254,1.008462,1.0095234,1.0095134,1.0110198
2012-06-21,1.0078857,1.0069805,1.0061874,1.0084687,1.0084038,1.0106559,1.014665
2012-06-22,1.008807,1.0059657,1.008776,1.0089731,1.0110873,1.0126615,1.0168656
2012-06-24,1.0071107,1.0098813,1.009306,1.0098178,1.012342,1.015467,1.0168022
2012-06-25,1.0096492,1.0084423,1.0117767,1.0117911,1.0177689,1.0186968,1.0190194
2012-06-26,1.0093352,1.0132176,1.0139192,1.010424,1.0179744,1.0175747,1.0187286
2012-06-27,1.0109496,1.0142457,1.0160167,1.0181781,1.0136955,1.0204993,1.020083
2012-06-28,1.0134759,1.0201325,1.0185807,1.0173166,1.0219073,1.0183146,1.0205654
2012-06-29,1.0167618,1.0120716,1.0200427,1.0212742,1.0215964,1.0241706,1.0229473
2012-07-01,1.0163584,1.0227506,1.0224911,1.017346,1.0228338,1.019093,1.0275728
2012-07-02,1.0160975,1.02307,1.0143203,1.0211112,1.0230105,1.028699,1.0286295
2012-07-03,1.0204318,1.0172288,1.0254765,1.0223289,1.0234323,1.0268961,1.0301282
2012-07-04,1.0181009,1.0212268,1.024356,1.0231502,1.0276952,1.0295526,1.030549
2012-07-05,1.0222905,1.0246478,1.0257474,1.026786,1.0284426,1.0301797,1.0294917
2012-07-06,1.0239654,1.0287837,1.0264792,1.0287935,1.0294065,1.0282941,1.0323802
2012-07-08,1.0232747,1.0256029,1.0296052,1.0300207,1.0305814,1.0329463,1.0323951
2012-07-09,1.0280637,1.0295286,1.029046,1.0294818,1.0299901,1.0342889,1.0305793
2012-07-10,1.0292432,1.0292386,1.0323352,1.030654,1.031132,1.0344598,1.0379528
2012-07-11,1.0320461,1.0312202,1.0329465,1.0312176,1.0277109,1.0307488,1.0341406
2012-07-12,1.0303372,1.0309957,1.0321255,1.0358546,1.0369568,1.0339344,1.035428
2012-07-13,1.0320433,1.0318284,1.0385473,1.0339186,1.0350525,1.0362893,1.0391463
2012-07-15,1.0313116,1.0340642,1.039351,1.0357165,1.0317593,1.0346746,1.0365434
2012-07-16,1.0324342,1.033247,1.0341145,1.0330443,1.0345923,1.0349271,1.0365818
2012-07-17,1.0367984,1.0343,1.0361707,1.0345814,1.0384011,1.0399854,1.0373812
2012-07-18,1.0337334,1.0372236,1.0336108,1.0358126,1.0368783,1.0363231,1.0375333
2012-07-19,1.0336088,1.0365665,1.034408,1.0383745,1.0363212,1.0382581,1.0391672
2012-07-20,1.0380529,1.0357608,1.038257,1.0377439,1.0368891,1.0382462,1.0391752
2012-07-22,1.03374,1.0363221,1.0393124,1.0381511,1.0350075,1.0408264,1.0400349
2012-07-23,1.0355444,1.0369365,1.0380301,1.039128,1.0417458,1.0384257,1.0396298
2012-07-24,1.0374341,1.0381643,1.0378971,1.0398749,1.0387601,1.0371423,1.0391475
2012-07-25,1.0379152,1.0370839,1.0397731,1.0365682,1.0390565,1.0398331,1.0449727
2012-07-26,1.0374051,1.0395585,1.0397133,1.0400772,1.0423456,1.0434039,1.0380578
2012-07-27,1.038063,1.0412899,1.0411322,1.0411773,1.0410805,1.0396202,1.0434039
2012-07-29,1.0403223,1.0374587,1.0378501,1.039891,1.0407574,1.0410137,1.0415187
2012-07-30,1.040346,1.0417631,1.0425687,1.0436767,1.0451568,1.0413373,1.0428866
2012-07-31,1.0394151,1.0413418,1.0447707,1.0403417,1.0426371,1.0421576,1.0429899
2012-08-01,1.0404327,1.0382731,1.0442746,1.0453527,1.0415319,1.0422639,1.0427806
2012-08-02,1.0403795,1.0438468,1.0413542,1.041425,1.042401,1.0445547,1.0443373
2012-08-03,1.0428017,1.0417513,1.0430114,1.0433018,1.0441749,1.0442159,1.0437436
2012-08-05,1.0401971,1.0424305,1.0432668,1.0431507,1.0444539,1.0451121,1.0470731
2012-08-06,1.042362,1.0436435,1.0434396,1.044078,1.0440838,1.0465136,1.0477046
2012-08-07,1.042865,1.0430781,1.0449653,1.0454574,1.0453509,1.044808,1.0457798
2012-08-08,1.043992,1.0449485,1.0430431,1.0438398,1.0460837,1.0474159,1.0480546
2012-08-09,1.0441214,1.0463789,1.0451494,1.0461487,1.0441922,1.0450528,1.0458976
2012-08-10,1.0452423,1.0449007,1.045507,1.0448626,1.0459626,1.046382,1.0480444
2012-08-12,1.0462301,1.0451008,1.0469568,1.0458705,1.0450033,1.0469158,1.0458808
2012-08-13,1.0469284,1.0425878,1.0486377,1.0448453,1.0459446,1.044497,1.0480336
2012-08-14,1.0485929,1.045611,1.0451826,1.0457094,1.0449798,1.0468034,1.0458641
2012-08-15,1.0501562,1.0465223,1.0477247,1.0478276,1.0459306,1.0463557,1.0480227
2012-08-16,1.0451345,1.0456955,1.0443141,1.045153,1.0449578,1.0449237,1.0458475
2012-08-17,1.0470393,1.0458412,1.0487393,1.0464242,1.0459155,1.0462458,1.0480103
2012-08-19,1.0463953,1.0453534,1.0451593,1.0465181,1.0449357,1.0467775,1.0458313
2012-08-20,1.0444249,1.0459347,1.0476525,1.0474321,1.0459,1.0454265,1.0479977
2012-08-21,1.0453585,1.0463097,1.0443015,1.0467197,1.0449135,1.0433171,1.0458145
2012-08-22,1.0444573,1.0465728,1.0486548,1.0447536,1.0458844,1.0478326,1.0479846
2012-08-23,1.0493094,1.0453444,1.0451293,1.0466031,1.0456406,1.0450191,1.0457984
2012-08-24,1.048275,1.0480871,1.0475875,1.048803,1.0456207,1.0467623,1.0479712
2012-08-26,1.0469375,1.0464878,1.04428,1.0485095,1.0439229,1.0455391,1.0441105
2012-08-27,1.0475327,1.0480624,1.048582,1.0465446,1.04712,1.0470723,1.0464823
2012-08-28,1.0469005,1.0466596,1.0450953,1.0463797,1.0458889,1.0472591,1.043731
2012-08-29,1.0473462,1.048147,1.047529,1.0461415,1.0465174,1.0446937,1.0430819
2012-08-30,1.046624,1.0467393,1.0469279,1.0456315,1.0424267,1.0448804,1.0415177
2012-08-31,1.0466816,1.0465095,1.0434173,1.0423946,1.0457222,1.0415088,1.038815
2012-09-02,1.0483309,1.0427461,1.043817,1.0443311,1.0409728,1.0390031,1.0380805
2012-09-03,1.047292,1.0453796,1.0412824,1.0421818,1.0384493,1.0375612,1.0373597
2012-09-04,1.0455878,1.0428097,1.0419472,1.0390987,1.0373833,1.0369,1.037762
2012-09-05,1.0445418,1.0420213,1.0402288,1.0376973,1.0377711,1.0362668,1.0362806
2012-09-06,1.0425148,1.0390186,1.0409341,1.0356352,1.0352657,1.0359192,1.0324373
2012-09-07,1.0392753,1.0376096,1.0369349,1.03671,1.0351667,1.0335279,1.031265
2012-09-09,1.0385666,1.036983,1.037458,1.0357748,1.0317929,1.0270826,1.0321038
2012-09-10,1.0362594,1.0355753,1.0354849,1.0345471,1.0353363,1.0344148,1.0301027
2012-09-11,1.0368655,1.0355358,1.0328441,1.031974,1.0361159,1.0309023,1.0325599
2012-09-12,1.0362096,1.033126,1.0305057,1.0297184,1.0308225,1.0322798,1.0278612
2012-09-13,1.0342762,1.0328532,1.0334008,1.0304908,1.0314459,1.0275304,1.0238482
2012-09-14,1.0314965,1.0305512,1.0318153,1.0297108,1.0283042,1.0248227,1.0239526
2012-09-16,1.0336982,1.027831,1.0307922,1.0268033,1.025771,1.0238895,1.0240502
2012-09-17,1.0326163,1.0304589,1.0256608,1.0280089,1.0249918,1.0216595,1.0237722
2012-09-18,1.0317497,1.0282624,1.0238638,1.0244439,1.0237544,1.021461,1.0231066
2012-09-19,1.027279,1.0251055,1.0248877,1.0251468,1.0229105,1.0228069,1.0186764
2012-09-20,1.0251875,1.0231261,1.0236075,1.0226842,1.0208662,1.0225474,1.0239656
2012-09-21,1.0236303,1.0216142,1.0217234,1.0235925,1.0214468,1.0229003,1.0189933
2012-09-23,1.023617,1.0231652,1.0237077,1.0211205,1.021419,1.0206269,1.0197062
2012-09-24,1.0220294,1.0220304,1.021919,1.0223632,1.0188847,1.0220519,1.0216228
2012-09-25,1.0227504,1.0216405,1.023486,1.0213919,1.0184194,1.0190818,1.0171368
2012-09-26,1.0216646,1.024234,1.0176078,1.0215778,1.0216627,1.0218328,1.0182061
2012-09-27,1.0240929,1.0215942,1.0215783,1.0220933,1.0211172,1.0196792,1.0197763
2012-09-28,1.0192074,1.0219474,1.020874,1.0225427,1.0183309,1.0205772,1.0194166
2012-09-30,1.0215176,1.0192244,1.0205085,1.0229661,1.0152111,1.0195422,1.0167153
2012-10-01,1.0212878,1.0182097,1.0225036,1.0154668,1.0189874,1.0207865,1.0191019
2012-10-02,1.0219333,1.021051,1.019537,1.0190259,1.0198996,1.018179,1.0179939
2012-10-03,1.0210266,1.0201191,1.0207479,1.0201144,1.0189598,1.0198631,1.0177603
2012-10-04,1.0184181,1.019081,1.0200024,1.0206518,1.0186307,1.0199273,1.018278
2012-10-05,1.0164626,1.0185212,1.0171381,1.0195686,1.0179425,1.0179212,1.0171812
2012-10-07,1.0190495,1.0214105,1.0178812,1.0189334,1.0206583,1.0187968,1.0180901
2012-10-08,1.0191745,1.0168693,1.018718,1.0186111,1.0203743,1.0173674,1.0151333
2012-10-09,1.0182137,1.0182297,1.0181525,1.0174652,1.0169636,1.0142374,1.0140947
2012-10-10,1.0190022,1.0182819,1.0180755,1.0161911,1.015024,1.0133419,1.0138803
2012-10-11,1.0168121,1.0179496,1.0172406,1.0151175,1.0138149,1.0142505,1.0146583
2012-10-12,1.0188314,1.0175884,1.0161637,1.0130844,1.0142725,1.0141675,1.0162649
2012-10-14,1.0136644,1.015481,1.0135715,1.0149096,1.0138173,1.0140562,1.016615
2012-10-15,1.016217,1.0132585,1.0144062,1.0140587,1.0144515,1.0164567,1.0167955
2012-10-16,1.0142028,1.0139297,1.0134537,1.0160582,1.018133,1.0160325,1.020783
2012-10-17,1.0137875,1.0143249,1.0143818,1.0161138,1.0145028,1.0182889,1.0161203
2012-10-18,1.0142174,1.0162776,1.0163374,1.0186088,1.020347,1.0134838,1.0176055
2012-10-19,1.0150129,1.0154977,1.0192866,1.0093575,1.0181587,1.0149475,1.0202786
2012-10-21,1.0161752,1.0177755,1.0191628,1.0150235,1.0171744,1.018579,1.0186157
2012-10-22,1.018785,1.0161741,1.0187408,1.0163393,1.017447,1.0185812,1.0177608
2012-10-23,1.0194081,1.0202252,1.0170331,1.0189335,1.0201747,1.0185726,1.0177783
2012-10-24,1.0236561,1.0220026,1.021317,1.0179212,1.0186119,1.0185637,1.0198231
2012-10-25,1.0174295,1.0176109,1.0169272,1.0173131,1.0203025,1.0185547,1.0191361
2012-10-26,1.0183198,1.0202308,1.0180984,1.0185136,1.0181261,1.0185454,1.0187454
2012-10-28,1.0196991,1.0198548,1.0197079,1.020152,1.0203321,1.0160542,1.0207745
2012-10-29,1.01933,1.01685,1.0197339,1.0181437,1.0198216,1.022057,1.0187128
2012-10-30,1.0181013,1.0195367,1.0170088,1.0197747,1.018675,1.0187407,1.0205775
2012-10-31,1.0184809,1.0169783,1.0216793,1.0204175,1.0204824,1.019347,1.0187849
2012-11-01,1.0197384,1.0167285,1.0176599,1.0187769,1.0190831,1.0208088,1.0195317
2012-11-02,1.0170112,1.0202088,1.0182681,1.0201728,1.0197415,1.0211169,1.0218625
2012-11-04,1.0193212,1.0203477,1.0202248,1.0194385,1.0189147,1.0190871,1.0220639
2012-11-05,1.0202892,1.0175805,1.0213962,1.0209347,1.0211545,1.0221089,1.0212784
2012-11-06,1.0196823,1.0204288,1.0203265,1.023111,1.021985,1.0222738,1.0237975
2012-11-07,1.0207673,1.0208951,1.0197089,1.0226313,1.0222178,1.0219935,1.0242064
2012-11-08,1.0196552,1.0231457,1.0221529,1.0233978,1.0228947,1.0258331,1.0250512
2012-11-09,1.0205718,1.0223265,1.0222428,1.0229521,1.0207096,1.0241758,1.0280042
2012-11-11,1.022316,1.0220895,1.0228561,1.0228994,1.0245172,1.0256456,1.0298271
2012-11-12,1.0221474,1.0234206,1.0249814,1.0255105,1.0268841,1.030175,1.0296018
2012-11-13,1.0225849,1.024075,1.0254431,1.02632,1.0292255,1.0303988,1.0302752
2012-11-14,1.0249305,1.0263511,1.0283155,1.0294988,1.029568,1.0309503,1.0325463
2012-11-15,1.0254903,1.0254402,1.030741,1.0298598,1.0333648,1.0331212,1.0326637
2012-11-16,1.0250399,1.0295761,1.0295621,1.0311887,1.0334171,1.031656,1.033853
