,AUDNZD,AUDNZD,AUDNZD,AUDNZD,AUDNZD,AUDNZD,AUDNZD
2012-01-26,1.3103846,1.3097669,1.3082281,1.3072422,1.3052467,1.3011781,1.3008038
2012-01-27,1.3100392,1.3080088,1.3077041,1.304254,1.3007468,1.3009418,1.2994267
2012-01-29,1.3078138,1.3070023,1.304885,1.3013219,1.3003653,1.2993044,1.2990912
2012-01-30,1.3081586,1.3048652,1.3011549,1.3005968,1.300248,1.2990507,1.298219
2012-01-31,1.3051659,1.3013756,1.3004384,1.2995983,1.2993152,1.2995338,1.2971681
2012-02-01,1.300676,1.3007486,1.2998793,1.2996843,1.3003942,1.2994941,1.296756
2012-02-02,1.3012081,1.299914,1.2981942,1.3017026,1.2972463,1.296762,1.2993394
2012-02-03,1.300108,1.2992164,1.3005016,1.3000115,1.3010273,1.2969484,1.2965132
2012-02-05,1.2993019,1.2997562,1.2982517,1.2984478,1.2974126,1.298479,1.2981575
2012-02-06,1.2978814,1.2995101,1.2979038,1.2972252,1.2953953,1.2993431,1.2978002
2012-02-07,1.3009905,1.2997594,1.2982222,1.2955143,1.2980539,1.2969296,1.2963067
2012-02-08,1.2965187,1.2979094,1.2962018,1.2975488,1.2976525,1.2961446,1.294913
2012-02-09,1.2995522,1.2985331,1.2969191,1.2971112,1.2952814,1.2952278,1.2943379
2012-02-10,1.2975436,1.2960979,1.2969434,1.2953261,1.2955556,1.2958524,1.2947444
2012-02-12,1.2985885,1.2970077,1.2955709,1.2955016,1.2945563,1.2933093,1.2939764
2012-02-13,1.2969334,1.295262,1.2953306,1.2952181,1.2941568,1.2925584,1.2935737
2012-02-14,1.2956543,1.2954241,1.2950227,1.2942828,1.2938932,1.2918477,1.295463
2012-02-15,1.2951458,1.2952104,1.2931573,1.2934046,1.2926611,1.2932148,1.2909641
2012-02-16,1.2950015,1.2926842,1.2956583,1.2935268,1.2929659,1.2919636,1.2934978
2012-02-17,1.2936893,1.2920204,1.2933043,1.2908608,1.2936164,1.2904307,1.2911378
2012-02-19,1.2930344,1.292951,1.2920825,1.2918265,1.2887385,1.2912433,1.2906307
2012-02-20,1.2921257,1.2918669,1.2935635,1.2917697,1.2913343,1.2908223,1.2900865
2012-02-21,1.2918314,1.2929444,1.2920355,1.2914255,1.2902837,1.290294,1.2892123
2012-02-22,1.2911282,1.2904174,1.2907233,1.2904997,1.2901316,1.2892216,1.2887098
2012-02-23,1.2917395,1.2915395,1.2908331,1.2898945,1.2903508,1.2891968,1.2881825
2012-02-24,1.2915486,1.2899687,1.2900223,1.2892033,1.2890314,1.2874801,1.2875749
2012-02-26,1.2906296,1.2903389,1.2894523,1.2899506,1.2906173,1.2879221,1.2877563
2012-02-27,1.2901951,1.2888149,1.2890666,1.2893943,1.2874031,1.2874382,1.2874069
2012-02-28,1.2889214,1.2897035,1.2888888,1.286648,1.2867994,1.2875,1.2870741
2012-02-29,1.2884245,1.2885411,1.2874873,1.2873814,1.2874151,1.2875288,1.2873096
2012-03-01,1.2884424,1.2874753,1.2872729,1.2876649,1.2879516,1.2870452,1.2869035
2012-03-02,1.2871544,1.2882441,1.2876866,1.2872772,1.2866586,1.2878281,1.2871463
2012-03-04,1.2877572,1.2872548,1.2874861,1.2875444,1.2866459,1.2873731,1.2874057
2012-03-05,1.2878741,1.2863446,1.2872603,1.2871821,1.2877003,1.2880607,1.2876483
2012-03-06,1.287349,1.2874538,1.2877048,1.2874905,1.2866144,1.2870139,1.2870371
2012-03-07,1.2874223,1.2875206,1.2874904,1.2877709,1.2873757,1.2877657,1.2862353
2012-03-08,1.2868998,1.2878307,1.2872497,1.2873769,1.2876761,1.2868856,1.2873487
2012-03-09,1.286941,1.288249,1.2877226,1.2877079,1.2870703,1.2877204,1.2867016
2012-03-11,1.2870302,1.2879398,1.2874949,1.2875937,1.2864684,1.2863814,1.2869498
2012-03-12,1.2878429,1.2872539,1.2871598,1.285726,1.2868689,1.2856388,1.2867173
2012-03-13,1.2870145,1.2865264,1.2874066,1.2863494,1.287016,1.286768,1.2866831
2012-03-14,1.2870831,1.2865682,1.2869755,1.2858198,1.2877901,1.2866127,1.2870237
2012-03-15,1.2868505,1.287117,1.289058,1.2868415,1.2868539,1.2864003,1.2854328
2012-03-16,1.2864192,1.2869396,1.2870828,1.2851291,1.286365,1.285275,1.2843114
2012-03-18,1.2877117,1.28683,1.2866231,1.2859992,1.2852618,1.2849717,1.2847539
2012-03-19,1.2862347,1.2864904,1.2860183,1.2862154,1.2854174,1.2846638,1.284374
2012-03-20,1.2866758,1.2865314,1.2862203,1.2855377,1.2841301,1.2850841,1.2837713
2012-03-21,1.2859037,1.2857318,1.285271,1.2844225,1.2832925,1.2862239,1.2835416
2012-03-22,1.2857578,1.284715,1.2852681,1.2832866,1.2833222,1.2817836,1.2840872
2012-03-23,1.2874601,1.2845453,1.2835962,1.2826754,1.2839593,1.2827991,1.2838545
2012-03-25,1.2840225,1.2855057,1.2838787,1.2838721,1.2829512,1.2825779,1.2831603
2012-03-26,1.2842238,1.2842925,1.2834681,1.2829217,1.2836725,1.2837495,1.2822508
2012-03-27,1.283425,1.2844146,1.2828774,1.2831153,1.2832049,1.2825806,1.2831167
2012-03-28,1.2848992,1.2826059,1.2835397,1.2840922,1.2818775,1.283402,1.2825366
2012-03-29,1.28439,1.2820778,1.282581,1.2829994,1.2834302,1.2822373,1.2824506
2012-03-30,1.283917,1.282935,1.2831924,1.2826331,1.2822801,1.2825274,1.2833726
2012-04-01,1.2832966,1.2825631,1.2823799,1.2828135,1.2834228,1.2823739,1.2823311
2012-04-02,1.2827111,1.2833011,1.2827212,1.2834789,1.2827158,1.2832617,1.2822019
2012-04-03,1.2821902,1.2832826,1.283081,1.2826812,1.2832638,1.2814082,1.2832147
2012-04-04,1.2835981,1.2832634,1.2824916,1.2825891,1.282833,1.2833455,1.2823397
2012-04-05,1.2817873,1.2831582,1.2829661,1.2821571,1.2824473,1.2825372,1.2825967
2012-04-08,1.2829164,1.2833093,1.2830775,1.2833389,1.2839984,1.2827519,1.2824631
2012-04-09,1.2824624,1.2821271,1.2822179,1.2830206,1.2824215,1.2819927,1.2817988
2012-04-10,1.2827811,1.2825694,1.2829082,1.2826866,1.2824595,1.2810885,1.281026
2012-04-11,1.2832437,1.2828811,1.2820591,1.2811248,1.2813381,1.2805421,1.2795343
2012-04-12,1.2826074,1.283183,1.2818087,1.2816797,1.2802896,1.2794992,1.2799522
2012-04-13,1.2824662,1.2813752,1.2818388,1.2802693,1.280408,1.2791958,1.2753588
2012-04-15,1.2825817,1.2813001,1.2812861,1.2798502,1.2795386,1.2759508,1.2706989
2012-04-16,1.2821192,1.2808391,1.2803528,1.2796637,1.275662,1.2706857,1.2700602
2012-04-17,1.2803599,1.2800726,1.2792755,1.2763718,1.2708031,1.2688235,1.2691975
2012-04-18,1.2800318,1.279497,1.2761128,1.2705433,1.2703478,1.2690955,1.2679102
2012-04-19,1.2775923,1.2766075,1.2699854,1.2694333,1.2698408,1.2690902,1.2682347
2012-04-20,1.2756252,1.27048,1.2691658,1.2687684,1.2698716,1.2675147,1.2682
2012-04-22,1.2705925,1.2699065,1.2687877,1.2685524,1.2677943,1.2690358,1.2682385
2012-04-23,1.2722833,1.2700144,1.2680829,1.2683611,1.2687805,1.2680128,1.2682021
2012-04-24,1.268667,1.2688708,1.2678775,1.2681311,1.2678585,1.2675067,1.2682427
2012-04-25,1.2698041,1.269669,1.2683712,1.2683947,1.2675179,1.269068,1.2682052
2012-04-26,1.2691488,1.2671629,1.2682163,1.268571,1.2687545,1.269067,1.2676615
2012-04-27,1.2677314,1.2689931,1.267997,1.2677004,1.2678741,1.267428,1.2691765
2012-04-29,1.268528,1.2684437,1.2684329,1.2681507,1.2682402,1.2689326,1.2679108
2012-04-30,1.2685436,1.2687626,1.267473,1.2676538,1.2674202,1.2674724,1.2679403
2012-05-01,1.2673379,1.2685503,1.2685287,1.2677581,1.2679237,1.267653,1.267385
2012-05-02,1.2673295,1.2677808,1.2690247,1.2699795,1.2678807,1.2689083,1.268919
2012-05-03,1.267847,1.2671032,1.2673286,1.2670475,1.2689447,1.268334,1.2675053
2012-05-04,1.2689153,1.2672652,1.267143,1.266251,1.2676095,1.2680111,1.2684516
2012-05-06,1.2674897,1.2696786,1.2671595,1.267661,1.2678397,1.2683394,1.2676729
2012-05-07,1.2679671,1.2686683,1.2681581,1.2673842,1.2677382,1.2680088,1.2676128
2012-05-08,1.2678703,1.2678366,1.2678894,1.2682518,1.2675116,1.2683423,1.2688819
2012-05-09,1.2689527,1.2703713,1.2679546,1.2683009,1.2679638,1.268007,1.2681222
2012-05-10,1.267511,1.2682253,1.2674823,1.2684667,1.2684284,1.2686019,1.2685646
2012-05-11,1.2679942,1.2698727,1.2673352,1.2682836,1.268649,1.2688099,1.2701769
2012-05-13,1.2669649,1.2688984,1.2671895,1.2676214,1.2696108,1.2698288,1.2710581
2012-05-14,1.2678114,1.2667893,1.2681068,1.269366,1.2697817,1.271216,1.2717992
2012-05-15,1.2679559,1.2696205,1.2687755,1.2701243,1.268985,1.271145,1.2717128
2012-05-16,1.267465,1.269139,1.2697701,1.2701331,1.2706747,1.2722464,1.2739898
2012-05-17,1.2682736,1.2694854,1.2707363,1.2716417,1.2724563,1.2725812,1.2732232
2012-05-18,1.2683859,1.2700784,1.2699852,1.2729346,1.2727938,1.2741227,1.2743737
2012-05-20,1.2705224,1.2705529,1.2712936,1.2738093,1.2729269,1.2754792,1.2792354
2012-05-21,1.2704108,1.2722646,1.272198,1.2739328,1.2747787,1.2781429,1.2796491
2012-05-22,1.2727498,1.2725382,1.273116,1.2746418,1.2786793,1.2801918,1.2815168
2012-05-23,1.2721902,1.2735559,1.2753234,1.2787216,1.2794324,1.2791404,1.2808492
2012-05-24,1.2732089,1.2749188,1.2793047,1.2798411,1.2769575,1.2805693,1.2801505
2012-05-25,1.2746505,1.2787701,1.2806286,1.28156,1.2791106,1.281268,1.2836852
2012-05-27,1.2767643,1.2800125,1.280889,1.2815545,1.2810383,1.2829646,1.2834039
2012-05-28,1.280889,1.2821774,1.2805992,1.2810487,1.2821575,1.2821208,1.2815486
2012-05-29,1.279809,1.2812318,1.2815435,1.2814955,1.2818956,1.2840219,1.282738
2012-05-30,1.2820525,1.281433,1.2815855,1.2825204,1.2825314,1.2822365,1.2847446
2012-05-31,1.2813741,1.2814767,1.2823203,1.2812833,1.2824291,1.2824429,1.284264
2012-06-01,1.2819972,1.2819405,1.282095,1.2823949,1.2834603,1.2837139,1.284208
2012-06-03,1.2819595,1.282114,1.2840348,1.2854768,1.2841723,1.284257,1.2867553
2012-06-04,1.282889,1.2831029,1.283066,1.2843244,1.2859561,1.285474,1.2879274
2012-06-05,1.2811018,1.286735,1.2829783,1.2847239,1.2867545,1.2885861,1.2879397
2012-06-06,1.2821622,1.2849838,1.2853807,1.2862736,1.2877228,1.2874956,1.2880769
2012-06-07,1.2842073,1.283853,1.2871459,1.2880626,1.2878495,1.2876378,1.2876415
2012-06-08,1.2839307,1.2870431,1.2881031,1.287491,1.287937,1.2882797,1.2878134
2012-06-10,1.2858936,1.2881373,1.2876799,1.2883247,1.2881147,1.2882959,1.2880353
2012-06-11,1.2881893,1.2875746,1.2873838,1.2874383,1.2882404,1.2881641,1.2876408
2012-06-12,1.2867315,1.2877204,1.2884144,1.2877499,1.2876838,1.287859,1.287975
2012-06-13,1.2882843,1.2884306,1.287286,1.2882732,1.2878339,1.2875893,1.2876626
2012-06-14,1.2879373,1.2871689,1.2870352,1.287784,1.2879367,1.2880108,1.287556
2012-06-15,1.2874786,1.2873943,1.2882093,1.2885078,1.2881441,1.2876624,1.2879336
2012-06-17,1.2877624,1.2872306,1.2877122,1.2882999,1.2882905,1.2882153,1.2875379
2012-06-18,1.2880193,1.2877171,1.2873679,1.2885542,1.2876384,1.2878666,1.2879457
2012-06-19,1.2884005,1.2886924,1.2885715,1.2875441,1.2873743,1.2875584,1.2875248
2012-06-20,1.2879084,1.2874668,1.28726,1.2875707,1.2871448,1.2880403,1.2879585
2012-06-21,1.2874348,1.2860042,1.2876422,1.2883716,1.2886919,1.2876445,1.2875123
2012-06-22,1.2877547,1.2883595,1.2880358,1.2865856,1.2873434,1.2882733,1.2871408
2012-06-24,1.2880496,1.2871473,1.2874973,1.2897617,1.287144,1.2863024,1.28408
2012-06-25,1.2884852,1.2870518,1.2879373,1.2870233,1.2857211,1.2845256,1.28496
2012-06-26,1.2879242,1.2877004,1.2874836,1.2860377,1.2878218,1.2834028,1.2835208
2012-06-27,1.2873869,1.2879937,1.286279,1.2842355,1.2860632,1.2822134,1.2829623
2012-06-28,1.2879298,1.2864707,1.2851757,1.2843412,1.2852128,1.2811671,1.279624
2012-06-29,1.2856355,1.2856001,1.2837651,1.2835522,1.2829913,1.280842,1.2806141
2012-07-01,1.2850639,1.2824892,1.2836831,1.2825465,1.2812618,1.2795969,1.2790313
2012-07-02,1.2829771,1.2849792,1.283567,1.2812574,1.2802668,1.2798543,1.2812375
2012-07-03,1.2836374,1.281151,1.2810658,1.2802445,1.2782719,1.2801384,1.2788434
2012-07-04,1.2825795,1.2812184,1.2806889,1.2785974,1.2785226,1.2794589,1.2791072
2012-07-05,1.2813742,1.2789105,1.2790883,1.2795806,1.2802672,1.278784,1.279175
2012-07-06,1.2792863,1.2799524,1.2781745,1.2780476,1.2788918,1.279894,1.2795838
2012-07-08,1.2799664,1.2782075,1.2793491,1.2794203,1.2794756,1.2785077,1.2795928
2012-07-09,1.2796568,1.2788653,1.279203,1.279575,1.2783048,1.2804185,1.2782174
2012-07-10,1.2785802,1.2791978,1.2790401,1.278326,1.2794061,1.2779374,1.2795829
2012-07-11,1.2806426,1.2778192,1.2789745,1.2780563,1.2789828,1.2799994,1.2782212
2012-07-12,1.2805599,1.2779393,1.2808039,1.2782941,1.279601,1.278729,1.2795789
2012-07-13,1.2786865,1.2795855,1.2789664,1.2793832,1.2778791,1.2792399,1.2782241
2012-07-15,1.2789508,1.279742,1.2786146,1.2783186,1.278703,1.2784431,1.2795753
2012-07-16,1.2782248,1.279127,1.2783294,1.2798382,1.2777591,1.2786757,1.278227
2012-07-17,1.2794821,1.2794437,1.2795738,1.2795955,1.2787693,1.2782037,1.2795731
2012-07-18,1.2789264,1.2797675,1.2786796,1.2780398,1.2789651,1.279323,1.2782297
2012-07-19,1.2796018,1.2792637,1.2782037,1.2786467,1.2790858,1.279021,1.2795712
2012-07-20,1.2784663,1.2782553,1.2791649,1.27971,1.2797022,1.2787473,1.2782317
2012-07-22,1.2792996,1.2791158,1.2792226,1.2795384,1.2798386,1.2796154,1.279569
2012-07-23,1.2790751,1.2785413,1.2795172,1.2796799,1.2783897,1.2787148,1.279316
2012-07-24,1.2782627,1.2784896,1.2787623,1.2784055,1.2786503,1.2782674,1.2794539
2012-07-25,1.2783678,1.27885,1.2798749,1.2791032,1.2796082,1.2792814,1.2798343
2012-07-26,1.2798561,1.2786565,1.2788478,1.2790982,1.2804801,1.2798796,1.2825325
2012-07-27,1.2789199,1.2792661,1.2789315,1.2792597,1.2806921,1.2825333,1.2829165
2012-07-29,1.2795767,1.2790583,1.2800353,1.2805599,1.2822047,1.2835611,1.2845507
2012-07-30,1.2796879,1.2792279,1.2802398,1.2826704,1.2844214,1.2831038,1.2849795
2012-07-31,1.2803934,1.2799829,1.2827855,1.2838635,1.2849864,1.2842023,1.2847583
2012-08-01,1.2799563,1.282144,1.2840207,1.2841214,1.2846215,1.2847087,1.2851937
2012-08-02,1.2824571,1.2838919,1.2838788,1.2839344,1.2844692,1.2856153,1.2885888
2012-08-03,1.2837746,1.2840133,1.2842573,1.2853208,1.2848816,1.2889953,1.2893634
2012-08-05,1.2850505,1.2843541,1.2856281,1.2854514,1.2893933,1.2895012,1.2905983
2012-08-06,1.283799,1.2850914,1.2856495,1.2879841,1.2899284,1.290011,1.2901134
2012-08-07,1.2846236,1.2856942,1.2890786,1.2894446,1.2910763,1.290928,1.2919433
2012-08-08,1.2854928,1.288116,1.289607,1.2899041,1.2906686,1.2920042,1.2929099
2012-08-09,1.2886653,1.2898694,1.2905376,1.2909542,1.2913551,1.2923722,1.2930788
2012-08-10,1.2901083,1.2900099,1.2912115,1.291926,1.2927768,1.2946496,1.2947528
2012-08-12,1.290386,1.2915846,1.2921296,1.2932435,1.2933772,1.2950562,1.2947499
2012-08-13,1.2903153,1.2913915,1.2931199,1.2934285,1.295679,1.2953917,1.2949032
2012-08-14,1.2915626,1.2929392,1.2928754,1.293728,1.2936201,1.2941096,1.2952223
2012-08-15,1.2929181,1.2934211,1.293408,1.2951643,1.2962283,1.2959344,1.2955172
2012-08-16,1.2935904,1.2951156,1.2950872,1.2956436,1.2956358,1.2942902,1.2962186
2012-08-17,1.2954215,1.2957448,1.2941241,1.2955477,1.2943013,1.2944853,1.2963912
2012-08-19,1.2950606,1.2947185,1.2950323,1.2945267,1.295118,1.295913,1.2953789
2012-08-20,1.2948717,1.2961861,1.2949089,1.2943866,1.295658,1.2965039,1.2949007
2012-08-21,1.2944673,1.2957531,1.295485,1.2949324,1.2951636,1.2947468,1.2934126
2012-08-22,1.295652,1.2944704,1.2952778,1.2943106,1.294381,1.2953984,1.2948784
2012-08-23,1.2952036,1.2947015,1.2950228,1.2955207,1.2945341,1.2940184,1.2952164
2012-08-24,1.2947488,1.2962376,1.2948873,1.2942542,1.2950609,1.2945062,1.2959957
2012-08-26,1.2944463,1.295747,1.2957613,1.2948072,1.2961136,1.2955105,1.2946315
2012-08-27,1.295733,1.2948294,1.2963051,1.2951862,1.2941986,1.2931892,1.2923757
2012-08-28,1.2952476,1.295618,1.2944252,1.2955928,1.2953113,1.2927774,1.2930123
2012-08-29,1.2947581,1.2950734,1.2940439,1.2944505,1.2934151,1.2926198,1.2919748
2012-08-30,1.2944344,1.2943171,1.2945185,1.2936182,1.292012,1.2929621,1.2923251
2012-08-31,1.2958167,1.2946098,1.2929261,1.2926072,1.2939559,1.2908953,1.2913435
2012-09-02,1.2942619,1.2925706,1.2955095,1.293188,1.2916577,1.291928,1.2916504
2012-09-03,1.2952976,1.2924122,1.2925341,1.2911831,1.2903624,1.2908922,1.2909304
2012-09-04,1.292532,1.2943741,1.2906647,1.2927887,1.291633,1.2909489,1.2907355
2012-09-05,1.292103,1.2926111,1.2915219,1.2908098,1.2910719,1.2910434,1.2911234
2012-09-06,1.2924744,1.2904773,1.2914392,1.2900652,1.2901812,1.2899208,1.289595
2012-09-07,1.2911775,1.2903439,1.2906344,1.2910204,1.2899119,1.2901812,1.2893049
2012-09-09,1.2901362,1.2918625,1.2910312,1.2910277,1.2893806,1.2887238,1.2893232
2012-09-10,1.2907615,1.291273,1.2905611,1.2903873,1.2886134,1.289586,1.2885296
2012-09-11,1.2911503,1.2895995,1.2901146,1.2895622,1.2886497,1.2883673,1.2877384
2012-09-12,1.2903749,1.2899007,1.2906685,1.2875116,1.2876878,1.2889644,1.2876434
2012-09-13,1.2898651,1.2889645,1.2901382,1.2878458,1.2866234,1.2866335,1.2873523
2012-09-14,1.2886425,1.2885135,1.2892979,1.2871677,1.2862357,1.2848493,1.2868135
2012-09-16,1.28946,1.2883265,1.2889277,1.2878624,1.2857174,1.2837791,1.286908
2012-09-17,1.2877305,1.2879568,1.2872108,1.2843777,1.2839522,1.2868999,1.2838578
2012-09-18,1.2886494,1.2851428,1.2864957,1.2857703,1.2837012,1.2849516,1.2834709
2012-09-19,1.2859933,1.2855539,1.2840275,1.2829093,1.2841638,1.2850845,1.2831116
2012-09-20,1.2868768,1.2839407,1.2828097,1.2840394,1.2829356,1.2837708,1.2841711
2012-09-21,1.284193,1.2849605,1.2836368,1.2837512,1.2837793,1.2798736,1.2833742
2012-09-23,1.2863941,1.2846234,1.2820965,1.2827829,1.2835588,1.2826203,1.2825329
2012-09-24,1.2839525,1.2846509,1.2833661,1.2842536,1.2818018,1.2823403,1.2819319
2012-09-25,1.2832519,1.2845701,1.2829655,1.2829514,1.2841188,1.2820678,1.2778555
2012-09-26,1.2827989,1.2833523,1.2812966,1.2818373,1.281486,1.2778559,1.2768476
2012-09-27,1.2825028,1.2832165,1.2825507,1.2809197,1.2781054,1.2768333,1.2766504
2012-09-28,1.2825495,1.2815427,1.2819743,1.2784176,1.2769305,1.2756904,1.2762696
2012-09-30,1.2822618,1.2810367,1.2775333,1.2770402,1.2760735,1.2762783,1.2709532
2012-10-01,1.2819512,1.2780914,1.2763083,1.2772273,1.2762853,1.2701511,1.2700453
2012-10-02,1.2779665,1.277486,1.2767878,1.2751803,1.2710501,1.2702912,1.2688082
2012-10-03,1.2764904,1.2764205,1.2760276,1.2708397,1.2702472,1.2698573,1.268324
2012-10-04,1.2759348,1.2766593,1.2705601,1.2695457,1.2691208,1.2680981,1.267249
2012-10-05,1.276156,1.2711662,1.2699715,1.2697647,1.2684458,1.2668502,1.2637208
2012-10-07,1.2718656,1.2707292,1.2698349,1.2679089,1.2665151,1.2637827,1.2631581
2012-10-08,1.2714164,1.2702968,1.2677237,1.2664098,1.2651569,1.2631887,1.2617028
2012-10-09,1.270546,1.2680837,1.2673854,1.2653909,1.2625579,1.2623082,1.2613634
2012-10-10,1.2677989,1.266137,1.2638665,1.2633648,1.2626853,1.2612118,1.2602654
2012-10-11,1.2669239,1.2641954,1.2633555,1.2615052,1.261684,1.2599622,1.2609234
2012-10-12,1.2641697,1.2631617,1.2634451,1.2621152,1.261309,1.260344,1.2599664
2012-10-14,1.2632849,1.2623421,1.261183,1.2615402,1.2609377,1.2590379,1.2609264
2012-10-15,1.2631664,1.2616873,1.2603111,1.259854,1.2604953,1.2610655,1.2599635
2012-10-16,1.2624289,1.2612607,1.2619501,1.2600185,1.2607049,1.2603724,1.2609288
2012-10-17,1.2611603,1.2610936,1.2597846,1.2608306,1.2609518,1.2610941,1.2599618
2012-10-18,1.2597768,1.2601737,1.2609229,1.2612039,1.260492,1.2585623,1.2609302
2012-10-19,1.2606949,1.2600157,1.2609271,1.2622261,1.2607093,1.2599275,1.2599598
2012-10-21,1.259318,1.260612,1.2614423,1.260185,1.2609653,1.25997,1.260932
2012-10-22,1.2610943,1.2612146,1.2609298,1.2605731,1.2604898,1.2611278,1.2602816
2012-10-23,1.260418,1.2610954,1.2607199,1.2605288,1.2607145,1.258051,1.2606024
2012-10-24,1.2606432,1.260145,1.2616591,1.2603797,1.2598158,1.2594482,1.2584066
2012-10-25,1.2613841,1.2599779,1.2604997,1.2604774,1.2599924,1.2599335,1.2603563
2012-10-26,1.2600927,1.2606145,1.2600354,1.26051,1.2598782,1.2597076,1.2606614
2012-10-28,1.2599361,1.2615764,1.2598723,1.2604753,1.25982,1.2605454,1.2599556
2012-10-29,1.2599343,1.2591202,1.2603161,1.2605093,1.2602181,1.2597127,1.2583324
2012-10-30,1.2594963,1.2621969,1.2598296,1.260473,1.2592903,1.2591175,1.258531
2012-10-31,1.2573123,1.259945,1.2605592,1.2581081,1.259756,1.2575325,1.2564651
2012-11-01,1.2594736,1.2601199,1.2606866,1.2572029,1.2589164,1.2569716,1.2564626
2012-11-02,1.2598565,1.2603737,1.2598615,1.2581096,1.2569175,1.256737,1.2564601
2012-11-04,1.259215,1.25937,1.2581807,1.2565386,1.2562984,1.2560025,1.2564571
2012-11-05,1.259171,1.2584738,1.2562405,1.2565635,1.2563554,1.2570198,1.2585526
2012-11-06,1.2584959,1.2568314,1.2562666,1.2565852,1.2569598,1.2583694,1.2608387
2012-11-07,1.2570175,1.2563528,1.2567873,1.2566193,1.2583374,1.2595534,1.2611287
2012-11-08,1.2574852,1.2564569,1.2571745,1.2579042,1.2594534,1.2595252,1.2590593
2012-11-09,1.2566935,1.25757,1.2584035,1.2606934,1.260369,1.2606599,1.2613984
2012-11-11,1.2570773,1.2592776,1.2605977,1.2613511,1.2605958,1.2568213,1.2613517
2012-11-12,1.2586222,1.2601674,1.2617724,1.2595593,1.2605296,1.2615142,1.261297
2012-11-13,1.2597111,1.2589704,1.260868,1.2618986,1.2611048,1.2617391,1.2624493
2012-11-14,1.2596359,1.2613178,1.2613229,1.2618775,1.261284,1.2616613,1.2615345
2012-11-15,1.2589164,1.2614312,1.2616512,1.2615596,1.2607086,1.2626795,1.2629069
2012-11-16,1.2593334,1.2613094,1.2622551,1.2614653,1.2629236,1.2620838,1.2633469
2012-11-18,1.2607976,1.2610403,1.2633315,1.2625163,1.2614647,1.2619942,1.2624359
2012-11-19,1.2618762,1.2617081,1.2613465,1.2615604,1.2622032,1.2631725,1.262511
2012-11-20,1.2624258,1.2618202,1.2641294,1.2626512,1.2629553,1.2637197,1.2642465
2012-11-21,1.2620425,1.2624661,1.2620885,1.2630165,1.2644835,1.2640698,1.2648871
2012-11-22,1.263373,1.2622489,1.2632086,1.264331,1.2644025,1.2635723,1.2648323
2012-11-23,1.2633985,1.2629219,1.2644182,1.2643992,1.2644129,1.265175,1.2651364
2012-11-25,1.263067,1.2627497,1.2639594,1.2646581,1.265397,1.2650279,1.2679627
2012-11-26,1.2628471,1.2636081,1.2645128,1.2646884,1.2657844,1.2681626,1.2689681
2012-11-27,1.2639972,1.2645564,1.2643621,1.2656115,1.2679332,1.2698082,1.2709656
2012-11-28,1.2644948,1.2650076,1.2659259,1.2685037,1.2684249,1.2700783,1.2698798
2012-11-29,1.2650673,1.2650867,1.2672735,1.2695737,1.2703346,1.2698529,1.2705142
2012-11-30,1.2658712,1.2672217,1.2684599,1.270254,1.2697561,1.2700107,1.2699109
2012-12-02,1.267326,1.2688767,1.2701515,1.2700956,1.2708368,1.2704339,1.2696456
2012-12-03,1.2688711,1.2698574,1.2691237,1.2696724,1.2696275,1.2711548,1.2704622
2012-12-04,1.2700752,1.2701072,1.2704291,1.2706959,1.2708529,1.2700449,1.2704101
2012-12-05,1.2697173,1.269845,1.2702594,1.2713847,1.2696412,1.2701484,1.2703856
2012-12-06,1.2704184,1.2701415,1.2693595,1.2695885,1.270869,1.2689188,1.2697022
2012-12-07,1.2704741,1.2710615,1.2705085,1.2707837,1.2696556,1.2695916,1.2696859
2012-12-09,1.269791,1.2707071,1.270345,1.2699442,1.2708848,1.2697192,1.2696548
2012-12-10,1.2696489,1.270314,1.2702296,1.2704415,1.2696698,1.2710555,1.269746
2012-12-11,1.2701764,1.270555,1.2700404,1.269578,1.2709001,1.2705669,1.2704964
2012-12-12,1.2695006,1.2700922,1.2698307,1.2708344,1.2696838,1.2707223,1.2698154
2012-12-13,1.270197,1.2697277,1.2703524,1.269952,1.2709154,1.2695166,1.2705961
2012-12-14,1.2710005,1.2699494,1.2699248,1.2704728,1.2696977,1.2695736,1.2704349
2012-12-16,1.269101,1.2704881,1.2704309,1.2695707,1.2709314,1.2690347,1.2701845
2012-12-17,1.2712758,1.2696472,1.2699564,1.2702279,1.2697119,1.2703863,1.269646
2012-12-18,1.270136,1.2698814,1.2695662,1.2700619,1.2709459,1.2701072,1.2707895
2012-12-19,1.2701099,1.2696925,1.2701896,1.2705963,1.2695603,1.269564,1.2682728
2012-12-20,1.2701557,1.270133,1.2699635,1.2699698,1.2699852,1.2687624,1.267725
2012-12-21,1.269477,1.2705015,1.270187,1.2687095,1.268566,1.2671185,1.2659992
2012-12-23,1.2703434,1.2701716,1.2692401,1.2689086,1.2679082,1.2662072,1.2641842
2012-12-24,1.2687839,1.2690946,1.26944,1.2670785,1.2661726,1.2655215,1.2642615
2012-12-26,1.268977,1.269253,1.2672937,1.2648991,1.2658064,1.2647426,1.2619404
2012-12-27,1.2680244,1.2670664,1.2642008,1.2657049,1.264673,1.2636929,1.2631125
2012-12-28,1.2675405,1.2659574,1.2662368,1.2633561,1.2633597,1.2626116,1.2632254
2012-12-30,1.2660865,1.2668867,1.2643661,1.2635276,1.2636007,1.2637122,1.2629334
