,AUDNZD,AUDNZD,AUDNZD,AUDNZD,AUDNZD,AUDNZD,AUDNZD
2012-12-31,1.2640469,1.2637014,1.2630436,1.2634497,1.2633637,1.2625968,1.2636826
2013-01-02,1.2642779,1.2631885,1.2638726,1.2633414,1.2622975,1.264498,1.2612151
2013-01-03,1.2650707,1.2637192,1.2624805,1.2628541,1.2632599,1.2624499,1.2635638
2013-01-04,1.2633495,1.2634448,1.2634361,1.2616198,1.2626393,1.2627693,1.262686
2013-01-06,1.2627232,1.2627063,1.2632017,1.2626824,1.2618659,1.262129,1.2604545
2013-01-07,1.2629145,1.2624373,1.2619623,1.26016,1.2610635,1.2598466,1.2590786
2013-01-08,1.2622933,1.2630548,1.2611942,1.2623969,1.260265,1.2589746,1.25894
2013-01-09,1.2610914,1.2624986,1.2624974,1.260321,1.2595013,1.258391,1.2580302
2013-01-10,1.2630343,1.261438,1.2598337,1.2594527,1.2577395,1.2576537,1.2573727
2013-01-11,1.261376,1.26026,1.2588518,1.2592444,1.2571787,1.2581308,1.257275
2013-01-13,1.2594267,1.2595974,1.2577376,1.257357,1.257985,1.2582633,1.257818
2013-01-14,1.2592267,1.2587014,1.2583923,1.2571533,1.2577363,1.2567607,1.2555948
2013-01-15,1.2592984,1.2592263,1.2584664,1.2573215,1.2564585,1.2557003,1.2568346
2013-01-16,1.2585086,1.2567198,1.25696,1.2578722,1.256277,1.256707,1.2556577
2013-01-17,1.2579817,1.2560651,1.2588122,1.2581766,1.2568706,1.2555892,1.2567672
2013-01-18,1.2576505,1.2575796,1.2564664,1.2554733,1.2559142,1.2574155,1.2567192
2013-01-20,1.2573586,1.2564096,1.2564468,1.2555838,1.2568374,1.2570533,1.2570995
2013-01-21,1.2571039,1.2564863,1.2569177,1.2564789,1.2554778,1.256656,1.2560799
2013-01-22,1.255668,1.2561735,1.2557346,1.2566137,1.2562606,1.2566748,1.2567635
2013-01-23,1.2563776,1.2561743,1.2565238,1.2563126,1.2560377,1.2570304,1.2565501
2013-01-24,1.2554126,1.256191,1.2561864,1.2565655,1.2563161,1.2565857,1.2567137
2013-01-25,1.2562295,1.2563753,1.256475,1.2571028,1.256907,1.2568815,1.2566196
2013-01-27,1.2564192,1.2569647,1.2566869,1.2552919,1.2557412,1.2560409,1.2569078
2013-01-28,1.2569913,1.2548286,1.2567806,1.2566348,1.2562335,1.2562355,1.2560165
2013-01-29,1.2555966,1.2568341,1.2570889,1.2561479,1.2568718,1.2563281,1.2562761
2013-01-30,1.2559705,1.2562321,1.25647,1.2562356,1.25564,1.2560625,1.2557214
2013-01-31,1.2574886,1.2564757,1.2561326,1.2567257,1.2564043,1.2559894,1.2558188
2013-02-01,1.2557156,1.2558756,1.255866,1.2563676,1.2562094,1.2556067,1.2554802
2013-02-03,1.2562512,1.2561868,1.2565581,1.256001,1.255702,1.2551453,1.2548915
2013-02-04,1.2563899,1.2565001,1.2561307,1.2555597,1.2561731,1.2550302,1.2543523
2013-02-05,1.2561439,1.2560742,1.2556703,1.255157,1.2556918,1.2533733,1.2546413
2013-02-06,1.2557644,1.2555021,1.2547998,1.254956,1.2545174,1.2548621,1.2537178
2013-02-07,1.2560691,1.2543068,1.2547693,1.2555249,1.2539965,1.2539117,1.2533319
2013-02-08,1.2553179,1.2551515,1.2541039,1.254149,1.2540611,1.2529457,1.2518969
2013-02-10,1.254722,1.2542279,1.2547289,1.2544756,1.2527411,1.2519053,1.2491843
2013-02-11,1.2543601,1.254503,1.253253,1.2520696,1.251855,1.2501436,1.2499659
2013-02-12,1.2542424,1.2536913,1.2525328,1.2512834,1.2509319,1.2490194,1.2485224
2013-02-13,1.2540729,1.2526846,1.2514775,1.2497686,1.2497319,1.2490921,1.247976
2013-02-14,1.2528355,1.2512093,1.2502537,1.249284,1.2492063,1.2479682,1.2469767
2013-02-15,1.2519495,1.2496113,1.2509238,1.2489089,1.2474631,1.2460588,1.2461
2013-02-17,1.250049,1.2492115,1.2493852,1.2467029,1.2468446,1.2454396,1.2409276
2013-02-18,1.2494998,1.2494215,1.247775,1.2469635,1.2459605,1.2415761,1.2366923
2013-02-19,1.2495105,1.2473068,1.2466867,1.2464073,1.2406625,1.2364101,1.2337953
2013-02-20,1.247744,1.2464752,1.2458783,1.2412453,1.2354033,1.2349696,1.2344236
2013-02-21,1.2465242,1.2460264,1.2415124,1.2365589,1.2348809,1.2341441,1.2349042
2013-02-22,1.2460742,1.2430998,1.235023,1.2350677,1.2342631,1.2341005,1.2348557
2013-02-24,1.241938,1.2351613,1.2341112,1.2332172,1.234615,1.2339469,1.2349203
2013-02-25,1.2343892,1.2357422,1.2352239,1.2336421,1.2340605,1.2338912,1.2339306
2013-02-26,1.2347326,1.2358468,1.2340491,1.2339486,1.233528,1.2341073,1.2337269
2013-02-27,1.2344023,1.2341168,1.2337433,1.2342501,1.2338898,1.2343822,1.2341775
2013-02-28,1.2342907,1.2344613,1.2342314,1.2339197,1.234188,1.2342043,1.2366111
2013-03-01,1.2334565,1.2341056,1.2340674,1.2336199,1.2346058,1.2338496,1.2338632
2013-03-03,1.2341532,1.2344725,1.2348474,1.2311162,1.2331924,1.2342156,1.2341709
2013-03-04,1.234825,1.2340932,1.2337234,1.2334425,1.2334849,1.2338374,1.2336909
2013-03-05,1.234157,1.2333875,1.2325609,1.2338542,1.2348133,1.2342275,1.2341232
2013-03-06,1.2343782,1.2339218,1.2331777,1.2338411,1.2333566,1.2338254,1.2325531
2013-03-07,1.2337663,1.2341402,1.2333133,1.234196,1.2347296,1.2342407,1.2343616
2013-03-08,1.2339443,1.2342814,1.2321641,1.2338045,1.2335128,1.2338126,1.2337588
2013-03-10,1.2333797,1.233657,1.2331295,1.2335144,1.2335521,1.2342538,1.2334088
2013-03-11,1.2344503,1.2338248,1.2344136,1.2336434,1.2336935,1.2338002,1.2342869
2013-03-12,1.233774,1.2339404,1.2344345,1.2339636,1.2340983,1.2342674,1.2340032
2013-03-13,1.2339714,1.2341726,1.2333623,1.231253,1.2345473,1.2345635,1.2353222
2013-03-14,1.233351,1.2343361,1.2336478,1.2323292,1.2332613,1.2333415,1.2335709
2013-03-15,1.2353039,1.2336099,1.2330077,1.2341282,1.2348037,1.2347255,1.2347958
2013-03-17,1.2335835,1.2338057,1.2348741,1.2341493,1.2344623,1.2344459,1.2355108
2013-03-18,1.2335428,1.2324296,1.2348182,1.2344624,1.2342979,1.2353138,1.2362223
2013-03-19,1.2337174,1.2332506,1.2347755,1.2345176,1.2366025,1.2361399,1.2372689
2013-03-20,1.2340171,1.2353873,1.2354473,1.2350361,1.2365807,1.2369852,1.2369362
2013-03-21,1.235159,1.2358626,1.2349185,1.2360828,1.2367,1.2373946,1.2362187
2013-03-22,1.2347013,1.2367637,1.2353636,1.2370213,1.2361798,1.2357115,1.2405612
2013-03-24,1.2351805,1.2361264,1.2363886,1.2360089,1.2359339,1.2373924,1.2389215
2013-03-25,1.2361445,1.236725,1.2354503,1.2382739,1.2386245,1.2387841,1.2437841
2013-03-26,1.2363788,1.234526,1.2380323,1.2368037,1.238953,1.2425508,1.243507
2013-03-27,1.2358035,1.237324,1.2373034,1.2391067,1.2427428,1.2425067,1.2434716
2013-03-28,1.2388561,1.2371422,1.2392389,1.2426639,1.2432688,1.2432625,1.2435081
2013-03-31,1.236954,1.2393792,1.2418861,1.2443057,1.2438209,1.2427213,1.2434732
2013-04-01,1.2385055,1.242538,1.2424347,1.2438785,1.2437115,1.2445852,1.243512
2013-04-02,1.2427194,1.2437897,1.2441812,1.2433546,1.2442807,1.2438745,1.2434762
2013-04-03,1.2428718,1.24403,1.2438639,1.2433718,1.2447745,1.2441674,1.2435173
2013-04-04,1.2436396,1.2429986,1.244129,1.2428062,1.2425696,1.2434566,1.24348
2013-04-05,1.2435931,1.2445753,1.2431719,1.2443155,1.2442536,1.2434341,1.2435232
2013-04-07,1.2436302,1.2438488,1.2438731,1.244335,1.2432379,1.243889,1.2434852
2013-04-08,1.243595,1.2432028,1.2438985,1.2428149,1.243352,1.2444967,1.243531
2013-04-09,1.2436345,1.2431154,1.2432668,1.2434787,1.2431272,1.243728,1.2434915
2013-04-10,1.243598,1.2437598,1.2431978,1.2433083,1.2442937,1.2429241,1.24354
2013-04-11,1.2436398,1.2445701,1.2431362,1.2443633,1.2440068,1.2434297,1.2434995
2013-04-12,1.2436032,1.2433865,1.2439238,1.2439513,1.243225,1.2439461,1.2435505
2013-04-14,1.2436477,1.243914,1.2439514,1.243434,1.2434056,1.2438762,1.2435092
2013-04-15,1.243609,1.2436861,1.2431417,1.2449235,1.2435236,1.2428665,1.2435629
2013-04-16,1.2436552,1.242852,1.2439569,1.243167,1.2438489,1.2441434,1.2435209
2013-04-17,1.2436148,1.2433693,1.2439941,1.2442702,1.2433264,1.2429229,1.2435764
2013-04-18,1.2436627,1.2438972,1.2432059,1.2434641,1.244146,1.241946,1.2409005
2013-04-19,1.2436213,1.2445751,1.2440274,1.2434675,1.2435849,1.2424753,1.2406535
2013-04-21,1.2436726,1.2437197,1.2432054,1.2451594,1.2431031,1.2420069,1.241221
2013-04-22,1.2436309,1.245518,1.2440605,1.2447621,1.2421801,1.2403734,1.2363082
2013-04-23,1.2436846,1.2459636,1.2425683,1.2416644,1.2405316,1.2361891,1.2323849
2013-04-24,1.2436427,1.2422788,1.2413913,1.2408388,1.2369334,1.2326701,1.2297026
2013-04-25,1.2424679,1.2418201,1.2418351,1.2364143,1.2322203,1.2304697,1.2299987
2013-04-26,1.2424815,1.2409586,1.236761,1.2324202,1.2318132,1.229352,1.2285506
2013-04-28,1.2408335,1.2368973,1.2334833,1.2303855,1.2298912,1.2275813,1.2265334
2013-04-29,1.2367924,1.2321471,1.2318887,1.23012,1.2298526,1.2266507,1.2264221
2013-04-30,1.2319212,1.2297659,1.2288003,1.2299403,1.2273533,1.2252557,1.2242438
2013-05-01,1.2312859,1.2303716,1.229326,1.2275687,1.2259907,1.2249703,1.2235013
2013-05-02,1.2304637,1.2285087,1.2267967,1.2254273,1.2243626,1.2231798,1.2204379
2013-05-03,1.227178,1.2270437,1.2263794,1.2234392,1.2219819,1.2216314,1.2211502
2013-05-05,1.2270973,1.2261634,1.2249638,1.2228467,1.2222897,1.2219465,1.2210114
2013-05-06,1.2259322,1.2244463,1.2214926,1.2210217,1.2221156,1.2218804,1.2195767
2013-05-07,1.2224673,1.2230989,1.2214171,1.2215787,1.2205368,1.2218845,1.2197257
2013-05-08,1.22027,1.2209057,1.2207642,1.2220048,1.2198392,1.2215097,1.2191732
2013-05-09,1.2243851,1.222726,1.2211812,1.2205876,1.2207236,1.2197558,1.2176709
2013-05-10,1.2219412,1.2203612,1.2198914,1.2187856,1.2198333,1.2180164,1.2128499
2013-05-12,1.2220292,1.2215618,1.2199991,1.2200532,1.2189237,1.2132157,1.2114177
2013-05-13,1.2216702,1.2192303,1.2198232,1.2188689,1.2145942,1.2117311,1.2104859
2013-05-14,1.2199265,1.219671,1.218941,1.213461,1.211853,1.2125598,1.2082574
2013-05-15,1.2190555,1.2182642,1.2140414,1.211464,1.2101352,1.2105767,1.2110896
2013-05-16,1.217085,1.2135763,1.2119619,1.2100784,1.2124263,1.2080963,1.2076412
2013-05-17,1.2130816,1.2104927,1.2105868,1.2096868,1.2092067,1.2079916,1.2080885
2013-05-19,1.2122824,1.2103213,1.2140354,1.2095338,1.2078849,1.2093023,1.2096195
2013-05-20,1.2112899,1.2076893,1.2105937,1.20807,1.2070514,1.2088983,1.2070947
2013-05-21,1.2085916,1.2099054,1.2097042,1.2086288,1.2084928,1.206388,1.2062327
2013-05-22,1.209237,1.2094133,1.2085565,1.2077467,1.2072334,1.2061942,1.2043481
2013-05-23,1.2130394,1.2068594,1.2089754,1.206718,1.2073098,1.2057709,1.2057834
2013-05-24,1.2082675,1.2077183,1.2065591,1.2062331,1.2074262,1.2047805,1.2046124
2013-05-26,1.2087826,1.2080774,1.2066356,1.2050909,1.2049615,1.2065998,1.2052313
2013-05-27,1.2074641,1.2063386,1.2049729,1.2060049,1.2056639,1.2046232,1.2058399
2013-05-28,1.206805,1.2071167,1.2053132,1.2065772,1.2043017,1.2057207,1.2042665
2013-05-29,1.2068385,1.2057374,1.2054949,1.2057749,1.2040137,1.204503,1.205138
2013-05-30,1.2060025,1.2053542,1.2055756,1.2041252,1.2051028,1.2053722,1.2043989
2013-05-31,1.2056403,1.2054513,1.2038406,1.205836,1.2056115,1.2036139,1.2035166
2013-06-02,1.2052296,1.2044293,1.2056842,1.2043895,1.2047249,1.2052586,1.2041011
2013-06-03,1.2042896,1.2056086,1.2045511,1.205081,1.2035844,1.2047673,1.2037617
2013-06-04,1.2039027,1.2044462,1.2051258,1.2042909,1.2047579,1.2030044,1.2025291
2013-06-05,1.2061043,1.2055206,1.2030619,1.2036418,1.2038915,1.2035762,1.2032868
2013-06-06,1.2044861,1.2045311,1.2035221,1.2043165,1.2038411,1.2030854,1.2017872
2013-06-07,1.2057695,1.2040308,1.2035267,1.2038852,1.2030973,1.2027072,1.2018108
2013-06-09,1.203619,1.2039762,1.2026231,1.2030149,1.2022146,1.201076,1.2015418
2013-06-10,1.2033595,1.2037765,1.2029586,1.2017467,1.2012303,1.2011398,1.2002945
2013-06-11,1.2034402,1.2029793,1.2019775,1.2017462,1.2009531,1.20021,1.2012328
2013-06-12,1.2031392,1.2018516,1.2015371,1.2009485,1.2007987,1.2014216,1.1995008
2013-06-13,1.2024481,1.2016054,1.2013291,1.1999525,1.2015016,1.1990284,1.2002943
2013-06-14,1.2015727,1.2017714,1.2005843,1.2007309,1.2012525,1.1995281,1.1970251
2013-06-16,1.2009438,1.2020324,1.199692,1.1989112,1.1993705,1.1999416,1.1972573
2013-06-17,1.2003186,1.2008494,1.2000239,1.2007409,1.1972243,1.198724,1.1972898
2013-06-18,1.1990436,1.2000763,1.1994073,1.1988133,1.1970453,1.1975172,1.1971297
2013-06-19,1.1997213,1.1990469,1.200151,1.1981395,1.1973542,1.196389,1.1969318
2013-06-20,1.1991652,1.1977476,1.1990213,1.1966004,1.1966919,1.196523,1.1955416
2013-06-21,1.1987562,1.1992317,1.1960348,1.1958146,1.1966107,1.1959019,1.1951739
2013-06-23,1.1969877,1.1966698,1.1969153,1.1968882,1.195444,1.1956589,1.1936611
2013-06-24,1.198207,1.1971338,1.1961285,1.1959839,1.1955144,1.19401,1.1952617
2013-06-25,1.1971654,1.1963328,1.1956612,1.1952235,1.1945578,1.1930963,1.1936604
2013-06-26,1.1981456,1.1956514,1.1954466,1.1959628,1.1948774,1.1935416,1.1928473
2013-06-27,1.1957096,1.1952957,1.1951793,1.1933696,1.1958454,1.1937753,1.1915586
2013-06-28,1.1946784,1.1938386,1.1941692,1.1934578,1.192938,1.1925813,1.192308
2013-06-30,1.1943164,1.1936326,1.1934612,1.193215,1.1933862,1.1920756,1.1908071
2013-07-01,1.1935405,1.1942089,1.1924461,1.1929685,1.1918652,1.1915327,1.1916127
2013-07-02,1.1947815,1.1932155,1.1931437,1.192448,1.1918384,1.1908122,1.1901444
2013-07-03,1.1918318,1.1934375,1.192927,1.1925137,1.1919491,1.1908051,1.1896043
2013-07-04,1.193766,1.1922405,1.1920159,1.1911901,1.1906486,1.1901199,1.1902044
2013-07-05,1.1921394,1.1916245,1.1918238,1.1901865,1.1901149,1.1898481,1.1888245
2013-07-07,1.1918892,1.1922686,1.1912147,1.1900764,1.1909585,1.1892136,1.1893928
2013-07-08,1.1907297,1.1905483,1.1897838,1.1892459,1.1892807,1.1899918,1.1888939
2013-07-09,1.191004,1.1909351,1.1899122,1.1911198,1.1894835,1.1887286,1.1889997
2013-07-10,1.1902516,1.1900221,1.1896032,1.1888545,1.1888595,1.1883014,1.1876125
2013-07-11,1.1900883,1.1889054,1.1894541,1.1885017,1.1888497,1.1872668,1.1857661
2013-07-12,1.1893631,1.1898534,1.1895552,1.1880985,1.1875323,1.1867578,1.1839668
2013-07-14,1.189924,1.1892086,1.187659,1.1880962,1.18776,1.1832834,1.1826757
2013-07-15,1.1888294,1.1872792,1.1884214,1.1869524,1.1838213,1.1835735,1.1840355
2013-07-16,1.188017,1.188488,1.1863229,1.1843297,1.1847985,1.1828759,1.181339
2013-07-17,1.1875739,1.1865685,1.1845452,1.1830864,1.1834844,1.181127,1.1803974
2013-07-18,1.1868887,1.1838162,1.182172,1.1828637,1.1819817,1.1804475,1.1784036
2013-07-19,1.1849493,1.1838124,1.1832441,1.1801071,1.1799288,1.1792036,1.1725197
2013-07-21,1.1819652,1.1835599,1.1805501,1.1812019,1.178415,1.17269,1.1736666
2013-07-22,1.1831894,1.1813363,1.1812803,1.1792076,1.1735086,1.1727941,1.1711016
2013-07-23,1.182161,1.1803851,1.1789771,1.1739476,1.1724552,1.1729146,1.1708539
2013-07-24,1.181092,1.1774893,1.1736432,1.1729348,1.1719843,1.1707746,1.1707815
2013-07-25,1.1791109,1.1728264,1.1726247,1.1723232,1.1724372,1.1700653,1.1692896
2013-07-26,1.1750817,1.172561,1.1715231,1.1711575,1.1698898,1.1700618,1.1684988
2013-07-28,1.1711507,1.1712701,1.1711528,1.1700139,1.1691724,1.1701702,1.1689246
2013-07-29,1.1713161,1.1709101,1.1707495,1.1709685,1.1698729,1.1689755,1.168749
2013-07-30,1.1687087,1.1701806,1.1702062,1.1687552,1.1693712,1.1686447,1.1677835
2013-07-31,1.1696227,1.1699224,1.169237,1.1683167,1.1664039,1.1665771,1.1660619
2013-08-01,1.169515,1.1692243,1.1691111,1.1690321,1.1673404,1.1666633,1.1623472
2013-08-02,1.1692725,1.1688106,1.1690149,1.1676048,1.1659328,1.1639478,1.1622401
2013-08-04,1.1698055,1.1690756,1.1678195,1.1664156,1.1630579,1.1632531,1.1618079
2013-08-05,1.1693316,1.1669681,1.166184,1.1651163,1.1636684,1.1615084,1.1618345
2013-08-06,1.1684692,1.1644036,1.1652602,1.1636513,1.1626346,1.1609421,1.160236
2013-08-07,1.1655425,1.1640702,1.1629252,1.1616843,1.1605475,1.160866,1.1601048
2013-08-08,1.1629478,1.1622242,1.1619415,1.1608896,1.1605186,1.1605527,1.1574906
2013-08-09,1.163876,1.1619205,1.1612077,1.1616632,1.1596982,1.1585375,1.154939
2013-08-11,1.1635966,1.1613231,1.1601592,1.1602019,1.1570282,1.1560919,1.1463519
2013-08-12,1.1606368,1.1604187,1.159446,1.1577116,1.155434,1.1461564,1.1453975
2013-08-13,1.1615703,1.1596448,1.1576884,1.1552801,1.1465722,1.1466296,1.1447152
2013-08-14,1.1585999,1.1583014,1.1544871,1.1466967,1.1455189,1.1438025,1.1448127
2013-08-15,1.1570443,1.1547598,1.147207,1.1460186,1.1448652,1.1454154,1.144034
2013-08-16,1.1547877,1.145413,1.1460978,1.1446207,1.1444072,1.1430737,1.1436702
2013-08-18,1.1462449,1.1457525,1.1448975,1.1448497,1.1425389,1.1444868,1.1432297
2013-08-19,1.1457065,1.1452831,1.1447636,1.1438289,1.1430264,1.1441576,1.1436833
2013-08-20,1.1464036,1.1433748,1.1439147,1.141607,1.1436728,1.1437107,1.1418705
2013-08-21,1.1452849,1.1441313,1.1428567,1.1433351,1.1432675,1.1431048,1.1431428
2013-08-22,1.1436473,1.1425846,1.1429462,1.1436895,1.1429131,1.1435605,1.1435804
2013-08-23,1.1458552,1.1421119,1.1438415,1.142853,1.1434702,1.14309,1.1431295
2013-08-25,1.143786,1.143243,1.1439676,1.1431656,1.1420867,1.1435732,1.1435934
2013-08-26,1.1433586,1.1432831,1.1432985,1.1428882,1.1438082,1.1430758,1.1431156
2013-08-27,1.1438806,1.143664,1.1424726,1.1433179,1.1433232,1.1435868,1.1436069
2013-08-28,1.1429379,1.1426817,1.1426162,1.1437538,1.1429458,1.1430618,1.143102
2013-08-29,1.1429386,1.1432803,1.142711,1.143522,1.1426044,1.1436011,1.1436211
2013-08-30,1.1427807,1.1436872,1.1440728,1.143157,1.143923,1.1430479,1.1430883
2013-09-01,1.1434879,1.1432889,1.1438973,1.1428335,1.1437976,1.1436155,1.1436355
2013-09-02,1.1439763,1.1437973,1.1424451,1.1433285,1.1435838,1.1430341,1.143339
2013-09-03,1.143465,1.1426843,1.1433547,1.143829,1.1433895,1.1431682,1.1431742
2013-09-04,1.1434424,1.1426647,1.1426756,1.1435639,1.1437984,1.1434356,1.1441736
2013-09-05,1.14344,1.1431096,1.1446787,1.1429001,1.1447898,1.1438458,1.143874
2013-09-06,1.1434511,1.143306,1.1439269,1.1444316,1.1435015,1.1432992,1.1454314
2013-09-08,1.1434683,1.143505,1.1426662,1.1428866,1.1433076,1.1449404,1.1444378
2013-09-09,1.1452874,1.1446344,1.1432432,1.1443042,1.1460809,1.1459001,1.1460876
2013-09-10,1.1425136,1.1440964,1.1437882,1.1452589,1.1450104,1.1453569,1.1461437
2013-09-11,1.1439217,1.1428945,1.1462419,1.1453906,1.144734,1.1449592,1.1445571
2013-09-12,1.1435326,1.1452762,1.1458026,1.1446666,1.1462501,1.1438394,1.1450932
2013-09-13,1.1452069,1.145409,1.1443865,1.1447717,1.1433979,1.1449864,1.1433108
2013-09-15,1.145921,1.145523,1.146993,1.1438633,1.1440572,1.1447395,1.1430258
2013-09-16,1.1450216,1.1446958,1.1432854,1.1425574,1.145295,1.1436541,1.1444068
2013-09-17,1.1459092,1.1433259,1.1441131,1.1444291,1.1455432,1.1433842,1.1447111
2013-09-18,1.1456983,1.1438603,1.1438929,1.143902,1.1437887,1.1445639,1.1483926
2013-09-19,1.1434336,1.143311,1.1437424,1.1424683,1.1424409,1.1424748,1.1454338
2013-09-20,1.1426128,1.1438762,1.1434402,1.1444031,1.1431719,1.1431478,1.1416099
2013-09-22,1.1450032,1.1432959,1.1432294,1.1447735,1.1419009,1.1420207,1.1420658
2013-09-23,1.1451395,1.1438918,1.1448927,1.1410252,1.1423416,1.1412257,1.1413865
2013-09-24,1.1433433,1.1434559,1.1436627,1.1420152,1.1413207,1.1425225,1.1415823
2013-09-25,1.1426688,1.141413,1.1398535,1.1432916,1.1419691,1.1415064,1.1419828
2013-09-26,1.1415317,1.1432097,1.1445785,1.1425246,1.1412488,1.1417558,1.1423386
2013-09-27,1.1419998,1.1419897,1.1408885,1.1410744,1.1426518,1.1435316,1.142535
2013-09-29,1.142544,1.1422672,1.143012,1.1421776,1.1420472,1.1422323,1.1393796
2013-09-30,1.1410611,1.1417491,1.1425368,1.1420501,1.1410935,1.1413989,1.1365609
2013-10-01,1.1436586,1.140933,1.1420376,1.140771,1.1410079,1.1374568,1.138483
2013-10-02,1.1417376,1.142697,1.1405157,1.1386052,1.1386374,1.1385571,1.1371574
2013-10-03,1.1410435,1.1428615,1.1391542,1.1379884,1.1374215,1.136005,1.1359576
2013-10-04,1.1431715,1.1408095,1.1385295,1.1376194,1.1390634,1.1376417,1.1371139
2013-10-06,1.1414695,1.1393181,1.1380014,1.1354746,1.136862,1.1358755,1.1362355
2013-10-07,1.1376941,1.1376358,1.1365463,1.1385387,1.137002,1.1373959,1.1361526
2013-10-08,1.1370511,1.1374044,1.1361974,1.1363473,1.1378796,1.1372929,1.1358621
2013-10-09,1.1356276,1.1345404,1.1378316,1.1365755,1.1360459,1.1355647,1.1359521
2013-10-10,1.1350864,1.1363752,1.136345,1.1364919,1.1366802,1.1359581,1.1359494
2013-10-11,1.1354803,1.1356881,1.1379747,1.1364088,1.1359683,1.1351981,1.1340035
2013-10-13,1.1380233,1.1368599,1.1359521,1.135625,1.135326,1.1357653,1.1344557
2013-10-14,1.1356413,1.1366463,1.1356858,1.136367,1.1350472,1.1359705,1.1346266
2013-10-15,1.1373557,1.1383462,1.1360294,1.1364883,1.1359946,1.1348567,1.1361905
2013-10-16,1.1372255,1.136012,1.1355679,1.1341687,1.1349739,1.1362084,1.1358191
2013-10-17,1.1348214,1.1349521,1.1350673,1.1361271,1.1359535,1.135076,1.1364443
2013-10-18,1.1362691,1.1359987,1.1350777,1.1347061,1.1350005,1.1350347,1.1359122
2013-10-20,1.1355596,1.1366347,1.1350254,1.1361842,1.135955,1.1357703,1.1350211
2013-10-21,1.1357582,1.1357898,1.1362973,1.1348133,1.1350006,1.1352887,1.1355917
2013-10-22,1.1352215,1.1353915,1.1366978,1.1361717,1.1359566,1.1356006,1.1359433
2013-10-23,1.1342363,1.1344949,1.1343188,1.1355455,1.1350002,1.1345495,1.1363962
2013-10-24,1.1351353,1.1344202,1.135729,1.1360056,1.1359583,1.1357044,1.1353458
2013-10-25,1.1355292,1.1352369,1.1352504,1.1354904,1.1350005,1.1359328,1.1344587
2013-10-27,1.1360176,1.1356822,1.1349612,1.135588,1.135959,1.1360898,1.1361794
2013-10-28,1.1354915,1.1358687,1.135836,1.1354854,1.1369483,1.1355323,1.1361858
2013-10-29,1.1357964,1.1355001,1.1340262,1.13556,1.1350123,1.1359425,1.1360546
2013-10-30,1.1350503,1.1342355,1.1380309,1.1352621,1.1342657,1.1367503,1.1374267
2013-10-31,1.1354495,1.1360704,1.1370646,1.1362286,1.1367487,1.1365665,1.1373974
2013-11-01,1.1359419,1.1345947,1.1360528,1.1365196,1.1363107,1.1368617,1.1371073
2013-11-03,1.1352816,1.1356854,1.1360604,1.1367034,1.1374638,1.1373461,1.1368146
2013-11-04,1.1360035,1.1363201,1.1367006,1.13694,1.1368891,1.1368389,1.1374227
2013-11-05,1.1363325,1.1365337,1.1376141,1.1362488,1.1377032,1.137355,1.1371073
2013-11-06,1.1369905,1.1362088,1.1367258,1.1356577,1.1372004,1.136856,1.1367892
2013-11-07,1.1373403,1.1377151,1.1376389,1.1378778,1.1371306,1.1373409,1.1374493
2013-11-08,1.1376243,1.1366984,1.1367166,1.1364913,1.137133,1.1368601,1.1371068
2013-11-10,1.136959,1.1356201,1.1376647,1.1378242,1.1372874,1.1373539,1.136764
2013-11-11,1.1361953,1.137234,1.1367098,1.1374921,1.1371335,1.1369696,1.1374751
2013-11-12,1.1374038,1.1359842,1.1376905,1.1377425,1.13716,1.136966,1.1371061
2013-11-13,1.1361407,1.1355875,1.1367043,1.1371086,1.1355828,1.1369632,1.1367373
2013-11-14,1.1364772,1.1377392,1.1377158,1.1363782,1.1368648,1.1369606,1.1396906
2013-11-15,1.1373222,1.1367495,1.1366999,1.1366203,1.1370146,1.1369579,1.1374978
2013-11-17,1.1367642,1.1376321,1.1377406,1.1363297,1.1377743,1.1373112,1.1363117
2013-11-18,1.1371665,1.137042,1.136697,1.137717,1.1361824,1.1370481,1.1350269
2013-11-19,1.1377484,1.1373128,1.1377649,1.1367958,1.1367898,1.1363127,1.1371754
2013-11-20,1.1369165,1.1383114,1.1367306,1.13591,1.1351122,1.1351045,1.1352803
2013-11-21,1.137078,1.1370696,1.1359488,1.1352447,1.1351802,1.1328754,1.1337631
2013-11-22,1.1362457,1.1362118,1.1353952,1.1339331,1.1369221,1.1343051,1.1346312
2013-11-24,1.1361471,1.1356168,1.1342821,1.1359755,1.133989,1.1341335,1.1340976
2013-11-25,1.13557,1.1346917,1.1353288,1.134178,1.1329174,1.134129,1.1342864
2013-11-26,1.1347725,1.1342119,1.1345952,1.1341617,1.1338652,1.1341265,1.1341761
2013-11-27,1.1345508,1.1348454,1.1335883,1.1341863,1.1345994,1.1345061,1.1325581
2013-11-28,1.1347504,1.1345717,1.1337608,1.1338465,1.1339158,1.1301478,1.1319629
2013-11-29,1.1339377,1.1336344,1.1349667,1.1346289,1.1334035,1.132978,1.1280329
2013-12-01,1.1346306,1.1349639,1.1341584,1.1339518,1.1318867,1.128293,1.1291692
2013-12-02,1.1342577,1.1336044,1.1330673,1.1317244,1.1292368,1.1282437,1.126672
2013-12-03,1.1337303,1.134015,1.1319557,1.1287582,1.1288373,1.1278131,1.1261095
2013-12-04,1.1336422,1.1325012,1.1279247,1.1281852,1.1264901,1.1271328,1.1250916
