,ZARJPY,ZARJPY,ZARJPY,ZARJPY,ZARJPY,ZARJPY,ZARJPY
2012-01-29,9.48645,9.497635,9.495926,9.481102,9.502495,9.517189,9.538521
2012-01-30,9.48909,9.511345,9.538399,9.496017,9.525551,9.484879,9.539261
2012-01-31,9.467415,9.515144,9.549225,9.551933,9.53849,9.538559,9.547623
2012-02-01,9.499687,9.537918,9.529274,9.497841,9.556511,9.561523,9.5476
2012-02-02,9.493645,9.52153,9.5140915,9.511612,9.531502,9.559563,9.554329
2012-02-03,9.534088,9.525909,9.550392,9.569832,9.556725,9.545395,9.585197
2012-02-05,9.507271,9.541435,9.540825,9.548584,9.548515,9.591904,9.671974
2012-02-06,9.506454,9.57991,9.5473175,9.562775,9.594482,9.691109,9.630569
2012-02-07,9.536995,9.549339,9.574524,9.584732,9.666367,9.707123,9.669006
2012-02-08,9.535904,9.554665,9.584732,9.683983,9.66761,9.679993,9.720528
2012-02-09,9.559525,9.583488,9.686615,9.630066,9.68782,9.691925,9.738541
2012-02-10,9.580055,9.637161,9.654755,9.691711,9.679672,9.708931,9.752144
2012-02-12,9.671562,9.633804,9.69754,9.707954,9.735672,9.738541,9.767082
2012-02-13,9.675499,9.715561,9.695129,9.722748,9.736488,9.7621155,9.820145
2012-02-14,9.671791,9.704132,9.711838,9.739113,9.761925,9.790504,9.851517
2012-02-15,9.709419,9.75251,9.736671,9.768539,9.790291,9.855988,9.865204
2012-02-16,9.732147,9.741692,9.767517,9.795303,9.845726,9.871376,9.852821
2012-02-17,9.734215,9.772095,9.790009,9.825874,9.8578415,9.852745,9.891426
2012-02-19,9.769646,9.786377,9.860008,9.852531,9.881195,9.888191,9.928986
2012-02-20,9.791763,9.84639,9.888084,9.859711,9.897446,9.90387,10.0383
2012-02-21,9.85099,9.851204,9.886917,9.893517,9.938477,10.046051,10.063782
2012-02-22,9.862968,9.874626,9.907982,9.918861,10.031242,10.043602,10.087387
2012-02-23,9.8666,9.884338,9.909164,10.043259,10.056038,10.060669,10.088623
2012-02-24,9.886101,9.914505,10.035683,10.061142,10.105934,10.088547,10.098732
2012-02-26,9.938805,10.043526,10.066772,10.086685,10.081978,10.112778,10.09742
2012-02-27,10.048813,10.079079,10.106384,10.112137,10.102318,10.102722,10.121048
2012-02-28,10.06282,10.086609,10.06945,10.098236,10.100563,10.117416,10.117058
2012-02-29,10.080452,10.090263,10.079132,10.108307,10.105476,10.135323,10.1356125
2012-03-01,10.113464,10.109352,10.115517,10.123413,10.105736,10.131538,10.141579
2012-03-02,10.101669,10.092369,10.135605,10.120132,10.11203,10.135841,10.178268
2012-03-04,10.1334,10.095459,10.095299,10.141556,10.130089,10.171165,10.18367
2012-03-05,10.113335,10.12558,10.135368,10.131409,10.146912,10.19175,10.208191
2012-03-06,10.125793,10.139328,10.129066,10.171066,10.167015,10.212524,10.33815
2012-03-07,10.138763,10.154274,10.16481,10.168823,10.217163,10.33345,10.357239
2012-03-08,10.13662,10.18605,10.222412,10.207916,10.33374,10.349655,10.398666
2012-03-09,10.180656,10.212845,10.1870575,10.317902,10.358841,10.358093,10.423447
2012-03-11,10.171982,10.214912,10.327766,10.340126,10.394302,10.387131,10.408493
2012-03-12,10.201256,10.340836,10.343842,10.42363,10.38385,10.434586,10.51358
2012-03-13,10.321739,10.333923,10.339439,10.360588,10.410301,10.579048,10.602562
2012-03-14,10.344574,10.391724,10.37764,10.431641,10.606064,10.571289,10.622818
2012-03-15,10.394394,10.351303,10.423813,10.513168,10.5815735,10.588936,10.65657
2012-03-16,10.381187,10.405319,10.548149,10.588951,10.610954,10.633003,10.690498
2012-03-18,10.418114,10.597832,10.604996,10.616241,10.618225,10.72644,10.713005
2012-03-19,10.584793,10.593933,10.592606,10.6484375,10.620239,10.72702,10.735931
2012-03-20,10.580025,10.590958,10.658882,10.674042,10.683388,10.717865,10.70488
2012-03-21,10.587044,10.615082,10.700348,10.700951,10.6862335,10.726921,10.754143
2012-03-22,10.638168,10.664047,10.705231,10.7118225,10.73597,10.733353,10.763031
2012-03-23,10.636246,10.736092,10.718742,10.730179,10.747536,10.755028,10.7992325
2012-03-25,10.74102,10.757736,10.715881,10.719475,10.7623825,10.794037,10.818962
2012-03-26,10.665215,10.730789,10.72448,10.743835,10.799309,10.817505,10.7741165
2012-03-27,10.753769,10.750076,10.760712,10.783585,10.80825,10.794205,10.819397
2012-03-28,10.734474,10.758728,10.774498,10.837471,10.7901535,10.821136,10.829735
2012-03-29,10.764626,10.791321,10.793213,10.790642,10.786377,10.816032,10.837532
2012-03-30,10.809822,10.824348,10.766403,10.819885,10.836449,10.810539,10.792435
2012-04-01,10.830238,10.816536,10.788719,10.8289795,10.815804,10.803207,10.799271
2012-04-02,10.821785,10.823441,10.824921,10.835701,10.786766,10.825256,10.818947
2012-04-03,10.832367,10.796539,10.782845,10.793961,10.83638,10.78801,10.829338
2012-04-04,10.82753,10.836754,10.818703,10.820541,10.815804,10.815414,10.837006
2012-04-05,10.805275,10.820984,10.826256,10.794563,10.78727,10.8304825,10.837273
2012-04-08,10.797081,10.794327,10.796097,10.822472,10.8358,10.812302,10.828354
2012-04-09,10.806496,10.832359,10.8233795,10.822639,10.815666,10.8207855,10.798729
2012-04-10,10.826546,10.802986,10.796852,10.810379,10.787277,10.793106,10.760834
2012-04-11,10.819382,10.809952,10.809204,10.787216,10.802063,10.774956,10.752655
2012-04-12,10.796272,10.817047,10.780937,10.79512,10.766838,10.775726,10.718124
2012-04-13,10.806259,10.820793,10.818748,10.741249,10.720459,10.739853,10.742859
2012-04-15,10.826653,10.799522,10.775002,10.755714,10.741341,10.735222,10.712143
2012-04-16,10.794067,10.758255,10.7511215,10.74601,10.719292,10.727081,10.720329
2012-04-17,10.744133,10.745422,10.712761,10.710747,10.730759,10.735382,10.703995
2012-04-18,10.743355,10.7282715,10.731949,10.7369,10.731499,10.697113,10.683144
2012-04-19,10.745102,10.742973,10.724419,10.723892,10.709923,10.721161,10.678116
2012-04-20,10.728378,10.712692,10.733009,10.730949,10.678894,10.69957,10.670639
2012-04-22,10.728378,10.723633,10.725212,10.688316,10.69249,10.636429,10.556335
2012-04-23,10.728378,10.7062,10.678635,10.672783,10.655266,10.557037,10.440117
2012-04-24,10.732483,10.705093,10.699982,10.690376,10.5666275,10.467804,10.459244
2012-04-25,10.6894455,10.68605,10.660828,10.56382,10.510345,10.477234,10.466064
2012-04-26,10.661125,10.667183,10.560333,10.501793,10.468124,10.433594,10.411606
2012-04-27,10.6566925,10.578484,10.507957,10.446358,10.398605,10.410797,10.459213
2012-04-29,10.548935,10.498314,10.472099,10.429588,10.414406,10.388573,10.373528
2012-04-30,10.504967,10.444138,10.428284,10.399376,10.391571,10.370384,10.39798
2012-05-01,10.456833,10.422829,10.409523,10.384842,10.40757,10.3893585,10.380234
2012-05-02,10.419991,10.396896,10.422295,10.369843,10.361122,10.380196,10.401337
2012-05-03,10.39695,10.41777,10.379929,10.390976,10.361443,10.348053,10.347588
2012-05-04,10.404045,10.380943,10.375557,10.36554,10.386246,10.367065,10.351936
2012-05-06,10.411697,10.395493,10.403297,10.434006,10.361023,10.341194,10.341423
2012-05-07,10.381126,10.350708,10.368454,10.364067,10.355545,10.315384,10.321373
2012-05-08,10.379036,10.362938,10.35141,10.339691,10.317619,10.319969,10.312691
2012-05-09,10.3550415,10.352562,10.3524475,10.3328705,10.309525,10.303909,10.310242
2012-05-10,10.354584,10.357658,10.298279,10.3166275,10.326607,10.31723,10.309029
2012-05-11,10.3452,10.382866,10.34478,10.308044,10.310654,10.294731,10.288635
2012-05-13,10.313042,10.336311,10.322746,10.307129,10.314125,10.2945175,10.294472
2012-05-14,10.348297,10.314682,10.301453,10.311058,10.334328,10.31208,10.288422
2012-05-15,10.30825,10.292984,10.300674,10.322327,10.300262,10.288872,10.225151
2012-05-16,10.30629,10.299675,10.307953,10.272598,10.284393,10.256477,10.20771
2012-05-17,10.298798,10.2919235,10.275444,10.301468,10.246719,10.203911,10.200996
2012-05-18,10.306969,10.298431,10.286346,10.249245,10.217781,10.161194,10.199829
2012-05-20,10.297699,10.278465,10.238998,10.211113,10.178894,10.192528,10.186806
2012-05-21,10.278786,10.240387,10.209526,10.207779,10.198761,10.195648,10.1434555
2012-05-22,10.236633,10.200844,10.197517,10.211784,10.1688385,10.159622,10.122925
2012-05-23,10.178772,10.2178955,10.19622,10.190956,10.145294,10.107605,10.106812
2012-05-24,10.197853,10.206917,10.18306,10.163818,10.121582,10.115204,10.112595
2012-05-25,10.186493,10.200203,10.14389,10.132042,10.111786,10.12664,9.965492
2012-05-27,10.199402,10.139671,10.122292,10.110161,10.119461,9.957199,9.949905
2012-05-28,10.140099,10.133125,10.117775,10.103401,9.973053,9.922874,9.871742
2012-05-29,10.114296,10.119041,10.119553,9.96357,9.934418,9.853569,9.843361
2012-05-30,10.101509,10.111176,9.965363,9.941391,9.860428,9.828667,9.754242
2012-05-31,10.119316,9.970802,9.94487,9.87458,9.834198,9.752014,9.705627
2012-06-01,9.970367,9.957535,9.8942795,9.8545,9.745247,9.709106,9.659683
2012-06-03,9.937546,9.863487,9.860611,9.749405,9.68322,9.633766,9.633919
2012-06-04,9.872269,9.841988,9.711281,9.671356,9.647194,9.628052,9.583008
2012-06-05,9.845757,9.756012,9.69194,9.646652,9.632614,9.584129,9.590942
2012-06-06,9.728645,9.664841,9.653488,9.657196,9.586487,9.571625,9.534119
2012-06-07,9.705116,9.644226,9.62886,9.575188,9.568687,9.569534,9.5618515
2012-06-08,9.669388,9.607597,9.56012,9.551781,9.547516,9.542946,9.517548
2012-06-10,9.621468,9.5629425,9.5577545,9.57251,9.529259,9.520401,9.525108
2012-06-11,9.585846,9.560814,9.562988,9.54541,9.520752,9.525108,9.498985
2012-06-12,9.555382,9.555588,9.567177,9.543571,9.531433,9.532379,9.502159
2012-06-13,9.557793,9.5670395,9.513596,9.524979,9.516594,9.522995,9.5054245
2012-06-14,9.542343,9.542908,9.515465,9.521812,9.518593,9.505798,9.521988
2012-06-15,9.532387,9.533798,9.522087,9.519485,9.527374,9.505287,9.500084
2012-06-17,9.514832,9.502556,9.542175,9.521324,9.506134,9.518738,9.514626
2012-06-18,9.534058,9.526398,9.520088,9.499779,9.529549,9.502113,9.510803
2012-06-19,9.539047,9.501274,9.496819,9.511108,9.509361,9.513824,9.524384
2012-06-20,9.505081,9.520477,9.511612,9.520912,9.509735,9.512962,9.491211
2012-06-21,9.514282,9.509499,9.50177,9.521828,9.518196,9.50798,9.503754
2012-06-22,9.508919,9.501648,9.502365,9.511208,9.51947,9.486023,9.486137
2012-06-24,9.504852,9.523193,9.502693,9.511444,9.500694,9.490295,9.461021
2012-06-25,9.522812,9.500473,9.505669,9.482529,9.490784,9.489983,9.4726715
2012-06-26,9.511589,9.5195465,9.49469,9.4895935,9.471008,9.477829,9.503883
2012-06-27,9.498848,9.500015,9.486153,9.484451,9.482353,9.498108,9.489845
2012-06-28,9.494652,9.490776,9.47377,9.461098,9.494385,9.4856415,9.502106
2012-06-29,9.497368,9.469391,9.47834,9.472206,9.483849,9.478424,9.488106
2012-07-01,9.4563675,9.48555,9.502174,9.489967,9.455086,9.4785,9.484436
2012-07-02,9.494591,9.492157,9.478836,9.484566,9.474197,9.497498,9.516571
2012-07-03,9.511841,9.477272,9.493629,9.483078,9.490822,9.4980545,9.512184
2012-07-04,9.478699,9.485695,9.505188,9.515266,9.488174,9.527512,9.494431
2012-07-05,9.465561,9.485817,9.507027,9.512413,9.503876,9.543938,9.516174
2012-07-06,9.47998,9.496429,9.52317,9.517502,9.456299,9.499306,9.510468
2012-07-08,9.497116,9.499054,9.509682,9.528503,9.519943,9.557846,9.531952
2012-07-09,9.494026,9.516167,9.524628,9.514435,9.502136,9.541672,9.516174
2012-07-10,9.519577,9.545639,9.535271,9.503319,9.513916,9.515511,9.568275
2012-07-11,9.52887,9.48497,9.560219,9.52005,9.522301,9.557388,9.551514
2012-07-12,9.536125,9.52346,9.530075,9.541687,9.520882,9.556709,9.512421
2012-07-13,9.543854,9.551155,9.547836,9.581306,9.561447,9.57032,9.584076
2012-07-15,9.515869,9.509689,9.522209,9.583015,9.533646,9.563751,9.587639
2012-07-16,9.5488205,9.538818,9.543816,9.556374,9.58371,9.580673,9.5694275
2012-07-17,9.538643,9.548599,9.563606,9.617256,9.557953,9.55722,9.585953
2012-07-18,9.514885,9.57872,9.549049,9.5739975,9.58297,9.582573,9.550949
2012-07-19,9.544121,9.564949,9.539246,9.586754,9.558723,9.557716,9.572624
2012-07-20,9.587036,9.591194,9.589462,9.567635,9.582275,9.581863,9.553909
2012-07-22,9.557602,9.573708,9.602249,9.523712,9.5589905,9.558044,9.534813
2012-07-23,9.585327,9.566162,9.609016,9.565216,9.581436,9.581657,9.553757
2012-07-24,9.562447,9.579033,9.526886,9.57766,9.559242,9.558044,9.529022
2012-07-25,9.577652,9.555222,9.567596,9.582588,9.580986,9.581871,9.587288
2012-07-26,9.556427,9.551453,9.591789,9.562523,9.593994,9.595352,9.567482
2012-07-27,9.577522,9.576027,9.58316,9.56768,9.589432,9.581223,9.541748
2012-07-29,9.556755,9.552826,9.564323,9.585014,9.559128,9.567062,9.58181
2012-07-30,9.577522,9.570549,9.587105,9.5644455,9.566711,9.534988,9.537201
2012-07-31,9.600441,9.5720825,9.563683,9.579544,9.585876,9.557602,9.527451
2012-08-01,9.594467,9.571854,9.554413,9.546669,9.544922,9.559914,9.535118
2012-08-02,9.577057,9.575943,9.578796,9.5405655,9.545097,9.551613,9.572517
2012-08-03,9.563004,9.558968,9.564293,9.522339,9.572624,9.577553,9.571297
2012-08-05,9.557381,9.536682,9.576569,9.621452,9.578957,9.594391,9.600441
2012-08-06,9.54361,9.547058,9.554901,9.543243,9.574257,9.566719,9.606201
2012-08-07,9.543739,9.577576,9.5787735,9.578659,9.570305,9.599823,9.608078
2012-08-08,9.553658,9.573082,9.570564,9.578003,9.606964,9.601692,9.608093
2012-08-09,9.56736,9.577538,9.613747,9.610199,9.598099,9.606773,9.595245
2012-08-10,9.569374,9.589951,9.605209,9.614082,9.605629,9.61142,9.5961685
2012-08-12,9.586098,9.609024,9.615456,9.608849,9.583351,9.601692,9.5961685
2012-08-13,9.621887,9.609962,9.532478,9.601578,9.59388,9.595848,9.588234
2012-08-14,9.605827,9.605186,9.594559,9.589043,9.612259,9.589714,9.595131
2012-08-15,9.597046,9.609451,9.593208,9.594566,9.609413,9.597313,9.567863
2012-08-16,9.603897,9.580849,9.6022415,9.598267,9.568901,9.573906,9.572044
2012-08-17,9.597733,9.587639,9.605324,9.55851,9.569321,9.571877,9.606621
2012-08-19,9.592339,9.575623,9.592255,9.575134,9.566338,9.555267,9.560997
2012-08-20,9.5746155,9.582809,9.566864,9.579422,9.571495,9.558327,9.566742
2012-08-21,9.584381,9.568123,9.5781555,9.575485,9.561348,9.547874,9.547104
2012-08-22,9.54911,9.579628,9.59034,9.566872,9.554916,9.556015,9.546204
2012-08-23,9.56041,9.564102,9.554031,9.5625305,9.570122,9.558113,9.545509
2012-08-24,9.567162,9.582222,9.541641,9.569138,9.549408,9.542694,9.5366745
2012-08-26,9.558723,9.569084,9.575058,9.554054,9.543541,9.535385,9.53801
2012-08-27,9.554962,9.582748,9.559402,9.5362015,9.515663,9.523521,9.517738
2012-08-28,9.553162,9.5616,9.535042,9.508949,9.523788,9.5136795,9.514008
2012-08-29,9.546951,9.550865,9.556831,9.532173,9.531296,9.52787,9.525597
2012-08-30,9.540993,9.537277,9.530113,9.535728,9.526474,9.522354,9.511574
2012-08-31,9.54084,9.552971,9.514107,9.520256,9.520752,9.519043,9.503929
2012-09-02,9.535896,9.526009,9.528198,9.523041,9.5362625,9.536041,9.522179
2012-09-03,9.527588,9.508972,9.511246,9.522362,9.520836,9.520889,9.511238
2012-09-04,9.544563,9.526337,9.520607,9.530853,9.516182,9.538452,9.546059
2012-09-05,9.501503,9.53022,9.525452,9.514252,9.535751,9.54985,9.531792
2012-09-06,9.5214,9.513954,9.520226,9.523102,9.533478,9.538216,9.54715
2012-09-07,9.511406,9.530251,9.52356,9.527809,9.5336,9.520813,9.5357895
2012-09-09,9.525528,9.530716,9.517761,9.530655,9.539879,9.536842,9.526695
2012-09-10,9.529472,9.52681,9.529732,9.531258,9.521294,9.52285,9.520111
2012-09-11,9.539406,9.5199585,9.548416,9.522835,9.526199,9.53743,9.536308
2012-09-12,9.51741,9.53083,9.527489,9.530762,9.548676,9.525177,9.521027
2012-09-13,9.528603,9.536308,9.513329,9.550896,9.515442,9.501846,9.529152
2012-09-14,9.528801,9.531525,9.533913,9.508339,9.528702,9.531517,9.525772
2012-09-16,9.530029,9.508812,9.528465,9.530052,9.521225,9.519646,9.497131
2012-09-17,9.52906,9.526802,9.521759,9.526253,9.515549,9.510109,9.491158
2012-09-18,9.529839,9.495293,9.511055,9.518173,9.490051,9.47937,9.472076
2012-09-19,9.534531,9.519371,9.503662,9.50264,9.498543,9.479713,9.478081
2012-09-20,9.517708,9.527718,9.509819,9.4760895,9.456375,9.445114,9.447685
2012-09-21,9.518906,9.507721,9.484436,9.446152,9.452171,9.458641,9.447617
2012-09-23,9.51297,9.49939,9.468285,9.474464,9.462845,9.454666,9.451988
2012-09-24,9.483803,9.448898,9.452568,9.4602585,9.431999,9.43045,9.419945
2012-09-25,9.449036,9.444069,9.475815,9.454529,9.447815,9.445763,9.4058075
2012-09-26,9.466263,9.459923,9.4379425,9.415794,9.411957,9.459045,9.404724
2012-09-27,9.457092,9.456596,9.43322,9.429779,9.428253,9.4303665,9.416855
2012-09-28,9.446953,9.446213,9.423218,9.4058,9.418106,9.384422,9.423416
2012-09-30,9.448631,9.427971,9.429359,9.409752,9.415436,9.37822,9.383415
2012-10-01,9.442909,9.436974,9.42395,9.402588,9.384781,9.356171,9.3988495
2012-10-02,9.432343,9.426758,9.398636,9.421478,9.388252,9.378052,9.371681
2012-10-03,9.443985,9.376335,9.3888855,9.376381,9.383446,9.390518,9.349373
2012-10-04,9.398697,9.395233,9.400009,9.378899,9.364868,9.364204,9.374489
2012-10-05,9.43969,9.363197,9.36879,9.39534,9.389679,9.368637,9.395248
2012-10-07,9.415451,9.390823,9.381981,9.391167,9.362709,9.373131,9.3624115
2012-10-08,9.368095,9.408218,9.371826,9.370125,9.366608,9.40023,9.399673
2012-10-09,9.383118,9.375206,9.382347,9.384232,9.373703,9.366493,9.360054
2012-10-10,9.376595,9.373436,9.371826,9.355103,9.388062,9.377304,9.388458
2012-10-11,9.38858,9.402275,9.382347,9.378815,9.3932495,9.363167,9.369484
2012-10-12,9.395416,9.375229,9.371826,9.392998,9.375305,9.3930435,9.3845825
2012-10-14,9.396286,9.389679,9.382347,9.3689575,9.396866,9.369514,9.373627
2012-10-15,9.3962555,9.367607,9.371826,9.370316,9.383247,9.361786,9.370918
2012-10-16,9.38517,9.370125,9.382347,9.374336,9.389435,9.369705,9.35891
2012-10-17,9.389053,9.393173,9.371826,9.395546,9.375511,9.348015,9.348541
2012-10-18,9.378525,9.34613,9.381889,9.375824,9.333702,9.317825,9.31488
2012-10-19,9.377876,9.3808975,9.376282,9.334091,9.34053,9.301666,9.297066
2012-10-21,9.361855,9.392433,9.352501,9.332939,9.304985,9.293335,9.239578
2012-10-22,9.37999,9.365494,9.350853,9.311958,9.29406,9.274986,9.234291
2012-10-23,9.340363,9.345276,9.307747,9.2870865,9.235558,9.216103,9.184235
2012-10-24,9.330696,9.32238,9.280891,9.237076,9.201401,9.181847,9.1577
2012-10-25,9.308495,9.290222,9.236702,9.20948,9.179657,9.163559,9.179703
2012-10-26,9.306541,9.245674,9.214233,9.179237,9.193634,9.174698,9.180145
2012-10-28,9.25515,9.199684,9.204819,9.212532,9.187683,9.192337,9.15052
2012-10-29,9.226692,9.173973,9.177467,9.176804,9.171646,9.212967,9.159912
2012-10-30,9.182014,9.203537,9.179115,9.179321,9.189262,9.193382,9.180687
2012-10-31,9.192078,9.159302,9.174477,9.199188,9.157364,9.1635895,9.189873
2012-11-01,9.19294,9.194344,9.163239,9.155975,9.158897,9.147514,9.156258
2012-11-02,9.126991,9.170982,9.179115,9.182167,9.19973,9.18734,9.176384
2012-11-04,9.196762,9.1819,9.178047,9.1729965,9.153793,9.175156,9.157013
2012-11-05,9.170593,9.214111,9.153687,9.196327,9.165459,9.1618805,9.188606
2012-11-06,9.18866,9.173729,9.1925125,9.14975,9.180656,9.169975,9.1825485
2012-11-07,9.147247,9.158112,9.172256,9.158524,9.180145,9.145027,9.169861
2012-11-08,9.167061,9.154755,9.184044,9.169228,9.174362,9.145683,9.156227
2012-11-09,9.191071,9.175354,9.159386,9.171104,9.135391,9.1562805,9.124245
2012-11-11,9.157089,9.169586,9.160149,9.129395,9.138977,9.141556,9.132233
2012-11-12,9.195923,9.170586,9.151398,9.140366,9.143417,9.134201,9.103058
2012-11-13,9.171036,9.157227,9.149979,9.126495,9.124687,9.114044,9.137894
2012-11-14,9.173538,9.151825,9.14682,9.133766,9.143188,9.125626,9.14315
2012-11-15,9.136124,9.145424,9.130394,9.152611,9.134323,9.149788,9.1508255
2012-11-16,9.14193,9.126709,9.152092,9.131195,9.141785,9.15448,9.166267
2012-11-18,9.11853,9.114677,9.123489,9.110542,9.147232,9.175697,9.158363
2012-11-19,9.129173,9.144684,9.148529,9.160362,9.150703,9.187798,9.156357
2012-11-20,9.12336,9.137413,9.151848,9.1614685,9.170296,9.136353,9.196533
2012-11-21,9.143562,9.147903,9.143806,9.146301,9.159035,9.1692505,9.172958
2012-11-22,9.160332,9.150337,9.156937,9.155708,9.160194,9.182686,9.163506
2012-11-23,9.143959,9.137306,9.158035,9.150002,9.172775,9.177788,9.191414
2012-11-25,9.157944,9.172813,9.153435,9.142662,9.172409,9.178879,9.180389
2012-11-26,9.172188,9.138924,9.190926,9.168983,9.174866,9.180687,9.185532
2012-11-27,9.17952,9.180031,9.174202,9.184631,9.1397705,9.161095,9.194244
2012-11-28,9.149742,9.186424,9.167221,9.174835,9.177376,9.192474,9.218437
2012-11-29,9.166595,9.173805,9.172592,9.193451,9.187271,9.170654,9.1835785
2012-11-30,9.183411,9.143494,9.183983,9.172966,9.200661,9.191132,9.180511
2012-12-02,9.210953,9.1792145,9.189056,9.186859,9.181305,9.197929,9.190063
2012-12-03,9.184715,9.19133,9.175339,9.184967,9.187843,9.191025,9.205666
2012-12-04,9.189568,9.206055,9.183357,9.190651,9.192947,9.202873,9.206375
2012-12-05,9.183014,9.194824,9.185135,9.190514,9.204803,9.204483,9.230888
2012-12-06,9.195801,9.18679,9.186806,9.197044,9.209961,9.21579,9.230797
2012-12-07,9.201416,9.1890335,9.1985855,9.209259,9.215721,9.235085,9.226143
2012-12-09,9.197159,9.204063,9.215065,9.222717,9.227768,9.219406,9.24501
2012-12-10,9.193108,9.2074585,9.226318,9.2324295,9.240669,9.26297,9.250305
2012-12-11,9.212753,9.223198,9.223213,9.2423935,9.22467,9.256989,9.246933
2012-12-12,9.228928,9.251801,9.2187805,9.237244,9.21891,9.241241,9.255928
2012-12-13,9.227646,9.204437,9.236198,9.235725,9.24366,9.252037,9.239937
2012-12-14,9.224548,9.221397,9.241432,9.25811,9.254372,9.294556,9.269386
2012-12-16,9.245956,9.247368,9.237488,9.236977,9.267654,9.277351,9.2883835
2012-12-17,9.22921,9.269241,9.260872,9.256989,9.276588,9.271751,9.271683
2012-12-18,9.250519,9.263321,9.2669525,9.259117,9.246445,9.258301,9.324905
2012-12-19,9.252937,9.239204,9.27903,9.266167,9.263817,9.29937,9.323219
2012-12-20,9.260567,9.253433,9.263603,9.277161,9.295319,9.335426,9.334267
2012-12-21,9.252785,9.280327,9.265106,9.314789,9.332062,9.337959,9.367622
2012-12-23,9.262604,9.275482,9.279259,9.342041,9.346001,9.371521,9.446884
2012-12-24,9.2855,9.289597,9.332626,9.338234,9.368698,9.445457,9.4737015
2012-12-26,9.280457,9.329132,9.338173,9.373978,9.435448,9.473694,9.4880295
2012-12-27,9.343582,9.352173,9.364227,9.4459915,9.475204,9.477234,9.494148
2012-12-28,9.347969,9.360535,9.442848,9.4722595,9.483635,9.5036545,9.506172
2012-12-30,9.375908,9.439873,9.4676895,9.491524,9.533333,9.531937,9.581039
2012-12-31,9.441635,9.466782,9.471863,9.530746,9.523445,9.582359,9.630867
2013-01-02,9.467201,9.481987,9.478767,9.522675,9.586632,9.64682,9.694092
2013-01-03,9.489815,9.484467,9.5329895,9.571381,9.648483,9.650406,9.71624
2013-01-04,9.505669,9.535133,9.58976,9.644257,9.660561,9.735428,9.777573
2013-01-06,9.519951,9.5690155,9.645874,9.685905,9.724281,9.78376,9.810089
2013-01-07,9.574181,9.641472,9.652901,9.744385,9.763351,9.798576,9.846748
2013-01-08,9.629044,9.678261,9.716476,9.782616,9.803505,9.828857,9.847412
2013-01-09,9.664177,9.724228,9.777176,9.826469,9.833427,9.853203,9.873093
2013-01-10,9.726616,9.774673,9.80806,9.842026,9.855881,9.880615,9.866081
2013-01-11,9.787247,9.808708,9.8363495,9.85614,9.870148,9.886314,9.932426
2013-01-13,9.822609,9.835609,9.853149,9.903877,9.886887,9.919579,9.96785
2013-01-14,9.840881,9.848007,9.880646,9.930313,9.925491,9.961838,10.029793
2013-01-15,9.854301,9.848,9.880531,9.899803,9.968651,10.007942,10.074921
2013-01-16,9.858322,9.878998,9.913422,9.998283,10.022682,10.042679,10.078033
2013-01-17,9.878708,9.926552,9.966339,10.001411,10.030464,10.087845,10.054054
2013-01-18,9.922737,9.978699,10.030746,10.065933,10.0410385,10.088036,10.085304
2013-01-20,9.97496,9.995277,10.076492,10.092552,10.075035,10.088036,10.064461
2013-01-21,9.996109,10.055267,10.08387,10.071526,10.064453,10.088036,10.081894
2013-01-22,10.064407,10.118195,10.098602,10.092293,10.095108,10.085144,10.107002
2013-01-23,10.082497,10.078835,10.1010895,10.071526,10.101479,10.12426,10.092171
2013-01-24,10.078461,10.08947,10.090012,10.078163,10.101006,10.085121,10.099014
2013-01-25,10.074722,10.069489,10.103355,10.093315,10.10704,10.087387,10.089684
2013-01-27,10.071205,10.073448,10.1006775,10.103912,10.097336,10.095055,10.094322
2013-01-28,10.080643,10.09935,10.084892,10.097069,10.101959,10.110504,10.127426
2013-01-29,10.118752,10.07679,10.107834,10.078545,10.112534,10.088081,10.128105
2013-01-30,10.108841,10.107407,10.091209,10.083206,10.112106,10.111366,10.130653
2013-01-31,10.099045,10.105019,10.108162,10.136063,10.107971,10.159302,10.1519165
2013-02-01,10.103302,10.104355,10.126762,10.125404,10.119553,10.151489,10.161705
2013-02-03,10.111496,10.090996,10.12616,10.12838,10.147423,10.147476,10.156258
2013-02-04,10.112694,10.162849,10.097992,10.161911,10.137001,10.175468,10.197647
2013-02-05,10.105103,10.127602,10.138374,10.140884,10.205711,10.14785,10.18969
2013-02-06,10.139671,10.159218,10.159111,10.167084,10.179039,10.16114,10.18454
2013-02-07,10.152756,10.138916,10.112503,10.132584,10.190903,10.157799,10.20977
2013-02-08,10.159134,10.164871,10.153091,10.188637,10.194382,10.206299,10.208038
2013-02-10,10.168755,10.14856,10.179764,10.172745,10.193581,10.205566,10.213249
2013-02-11,10.165733,10.195778,10.18618,10.193596,10.19146,10.215874,10.215179
2013-02-12,10.1614,10.171944,10.187302,10.221809,10.184364,10.217575,10.220612
2013-02-13,10.193443,10.197487,10.225784,10.204819,10.237114,10.219131,10.210228
2013-02-14,10.197678,10.176971,10.216423,10.219376,10.212135,10.212616,10.231979
2013-02-15,10.202347,10.205505,10.204887,10.201904,10.218529,10.22628,10.237663
2013-02-17,10.210976,10.233322,10.219894,10.218391,10.211662,10.252365,10.250244
2013-02-18,10.222336,10.204208,10.216171,10.235489,10.234596,10.253143,10.341835
