,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK
2014-03-19,8.859409,8.855038,8.849923,8.845173,8.866016,8.874083,8.851597
2014-03-20,8.867493,8.8410015,8.853818,8.850433,8.857493,8.840012,8.8654
2014-03-21,8.861622,8.857785,8.867073,8.837622,8.865174,8.848381,8.873901
2014-03-23,8.862164,8.86947,8.837994,8.861214,8.868083,8.869934,8.8689785
2014-03-24,8.864701,8.83634,8.859909,8.863364,8.848044,8.866544,8.878585
2014-03-25,8.870074,8.85661,8.860924,8.864697,8.860319,8.856923,8.846357
2014-03-26,8.861338,8.868698,8.852521,8.860258,8.85083,8.855884,8.88258
2014-03-27,8.868576,8.839174,8.865088,8.84903,8.843486,8.858339,8.866549
2014-03-28,8.850225,8.8721695,8.879297,8.866724,8.864947,8.864205,8.867204
2014-03-30,8.860911,8.855986,8.898445,8.860002,8.867272,8.866235,8.869122
2014-03-31,8.851265,8.894702,8.879878,8.869392,8.869697,8.866961,8.86473
2014-04-01,8.880077,8.891597,8.866836,8.864137,8.866377,8.858527,8.8621645
2014-04-02,8.864287,8.868256,8.867647,8.86644,8.865051,8.865841,8.864452
2014-04-03,8.8708515,8.871369,8.868197,8.866147,8.836337,8.885278,8.866669
2014-04-04,8.862612,8.870126,8.869497,8.866415,8.875458,8.866062,8.869724
2014-04-06,8.869493,8.86423,8.868744,8.86609,8.8845825,8.879258,8.871309
2014-04-07,8.888685,8.868042,8.866207,8.866382,8.868252,8.856083,8.866699
2014-04-08,8.868223,8.862981,8.869209,8.8660345,8.86802,8.87924,8.871683
2014-04-09,8.864462,8.8970585,8.866426,8.866347,8.871352,8.867695,8.879959
2014-04-10,8.8665695,8.860456,8.863999,8.865977,8.868585,8.883238,8.878383
2014-04-11,8.868407,8.866704,8.867691,8.8667,8.877768,8.885993,8.890157
2014-04-13,8.864261,8.874396,8.833013,8.887362,8.889263,8.891722,8.910633
2014-04-14,8.866613,8.869004,8.877675,8.881778,8.897029,8.901351,8.903529
2014-04-15,8.873268,8.874645,8.881484,8.891118,8.898932,8.899827,8.916308
2014-04-16,8.880013,8.896029,8.8868885,8.895401,8.905237,8.911162,8.916368
2014-04-17,8.892159,8.882611,8.893893,8.913254,8.912675,8.927464,8.922623
2014-04-20,8.902072,8.897483,8.898596,8.912972,8.919401,8.9237995,8.952712
2014-04-21,8.900051,8.897276,8.912658,8.923442,8.927093,8.942852,8.960848
2014-04-22,8.9047165,8.917071,8.921773,8.937872,8.944442,8.955453,8.96446
2014-04-23,8.903357,8.92263,8.923676,8.933914,8.958847,8.960681,8.9728365
2014-04-24,8.931988,8.928672,8.94028,8.970274,8.974717,8.973396,8.963543
2014-04-25,8.927681,8.942033,8.951649,8.958182,8.982139,8.972084,8.981751
2014-04-27,8.948334,8.960816,8.964455,8.963369,8.97267,8.981372,8.98381
2014-04-28,8.973804,8.965042,8.959924,8.969284,8.980717,8.99472,9.013741
2014-04-29,8.964104,8.962851,8.977354,8.981659,8.988807,9.020169,9.029153
2014-04-30,8.973275,8.9723015,8.974731,8.998957,9.015136,9.041977,9.042513
2014-05-01,8.970792,8.9751,8.983826,9.012411,9.015892,9.022597,9.040951
2014-05-02,8.988047,8.978271,9.022179,9.040348,9.036194,9.042011,9.049084
2014-05-04,8.989346,9.010277,9.027074,9.0340185,9.04278,9.039428,9.041092
2014-05-05,9.005607,9.028431,9.027791,9.058951,9.045314,9.04478,9.055534
2014-05-06,9.0455265,9.036749,9.0258045,9.046856,9.040633,9.038048,9.076315
2014-05-07,9.0387945,9.044992,9.043949,9.062697,9.045287,9.018148,9.039032
2014-05-08,9.034777,9.034948,9.041375,9.044244,9.040467,9.029107,9.034419
2014-05-09,9.054717,9.046118,9.04826,9.033466,9.045467,9.046779,9.057784
2014-05-11,9.051874,9.046233,9.044295,9.047677,9.040294,9.034404,9.052537
2014-05-12,9.049457,9.064754,9.072955,9.045971,9.045657,9.074903,9.044958
2014-05-13,9.036491,9.0544615,9.049844,9.058433,9.040102,9.038599,9.049845
2014-05-14,9.061399,9.0434475,9.047499,9.064239,9.045854,9.054399,9.045304
2014-05-15,9.07321,9.0434,9.033269,9.058068,9.039894,9.040601,9.049877
2014-05-16,9.041906,9.043348,9.034505,9.046588,9.046061,9.053809,9.053295
2014-05-18,9.043169,9.043294,9.030678,9.043728,9.039675,9.043055,9.038765
2014-05-19,9.060376,9.04324,9.052753,9.042525,9.046284,9.041883,9.067578
2014-05-20,9.046674,9.043183,9.054937,9.047693,9.039442,9.031399,9.059061
2014-05-21,9.03513,9.043123,9.074218,9.045045,9.002229,9.061474,9.042507
2014-05-22,9.043769,9.043063,9.035804,9.070012,9.053794,9.0188465,9.070469
2014-05-23,9.047539,9.043002,9.052466,9.05982,9.056898,9.028835,9.043369
2014-05-25,9.06034,9.029841,9.027377,9.042741,9.051105,9.035291,9.039648
2014-05-26,9.057058,9.031294,9.043225,9.04418,9.021612,9.066268,9.062758
2014-05-27,9.06416,9.012289,9.049072,9.024013,9.053327,9.075761,9.040751
2014-05-28,9.0702305,9.065,9.066332,9.039019,9.0244255,9.052824,9.032818
2014-05-29,9.035608,9.022071,9.061612,9.0636635,9.022761,9.027891,9.035223
2014-05-30,9.034396,9.059895,9.05688,9.051411,9.062596,9.042398,9.038428
2014-06-02,9.024978,9.055084,9.038705,9.024394,9.025014,9.052205,9.035407
2014-06-03,9.02274,9.05495,9.066393,9.053966,9.010753,9.0408535,9.047137
2014-06-04,9.06367,9.026827,9.036227,9.048812,9.033593,9.044118,9.0588
2014-06-05,9.05151,9.046616,9.039679,9.057534,9.024762,9.035962,9.018721
2014-06-06,9.049441,9.048086,9.043366,9.029498,9.049152,9.036214,9.036754
2014-06-08,9.038624,9.047588,9.041389,9.052447,9.035516,9.070343,9.029774
2014-06-09,9.051774,9.03344,9.054201,9.03709,9.039118,9.040734,9.04384
2014-06-10,9.048099,9.058645,9.053312,9.03316,9.031454,9.046789,9.049511
2014-06-11,9.041369,9.034339,9.056191,9.024472,9.028127,9.031592,9.039677
2014-06-12,9.037654,9.033645,9.0517235,9.048148,9.022934,9.036596,9.047397
2014-06-13,9.039115,9.0360775,9.044136,9.043417,9.036326,9.032825,9.026636
2014-06-15,9.042597,9.048021,9.043727,9.03431,9.039649,9.028128,9.017905
2014-06-16,9.041186,9.036821,9.038484,9.037827,9.055461,9.035749,9.043138
2014-06-17,9.026782,9.022186,9.037382,9.048153,9.024564,9.03441,9.027325
2014-06-18,9.050866,9.0422535,9.031639,9.0337105,9.053717,9.040151,9.035243
2014-06-19,9.042934,9.012363,9.017825,9.022792,9.039599,9.038059,9.027336
2014-06-20,9.02011,9.050732,9.02342,9.035171,9.033603,9.033884,9.041454
2014-06-22,9.040098,9.041316,9.05258,9.048459,9.042862,9.046232,9.051678
2014-06-23,9.030603,9.050769,9.033927,9.036694,9.047134,9.042408,9.040152
2014-06-24,9.03578,9.026877,9.038094,9.050905,9.048293,9.054013,9.040782
2014-06-25,9.036328,9.042497,9.047758,9.042172,9.061187,9.060073,9.060579
2014-06-26,9.037161,9.047812,9.044145,9.055079,9.060329,9.047254,9.065486
2014-06-27,9.034892,9.048388,9.051083,9.06066,9.063942,9.062688,9.065989
2014-06-29,9.053346,9.051126,9.056964,9.059812,9.070346,9.075127,9.067984
2014-06-30,9.056386,9.060959,9.070811,9.05676,9.058774,9.062916,9.076529
2014-07-01,9.062465,9.054829,9.053383,9.071474,9.077868,9.073367,9.08494
2014-07-02,9.064029,9.066088,9.062458,9.0657835,9.073288,9.068262,9.093077
2014-07-03,9.062428,9.077241,9.06273,9.071384,9.082375,9.078226,9.086545
2014-07-04,9.06513,9.05306,9.068254,9.077472,9.082705,9.083382,9.092739
2014-07-06,9.0576515,9.072956,9.07879,9.090665,9.096279,9.09855,9.100748
2014-07-07,9.079373,9.082224,9.08975,9.096273,9.119195,9.10185,9.113995
2014-07-08,9.083759,9.087981,9.088118,9.1107025,9.109365,9.117375,9.130415
2014-07-09,9.082505,9.090307,9.100182,9.106546,9.120448,9.141085,9.139753
2014-07-10,9.087593,9.102508,9.094478,9.122241,9.145008,9.13802,9.154816
2014-07-11,9.090145,9.098011,9.116656,9.130765,9.120733,9.144684,9.153879
2014-07-13,9.102731,9.117967,9.118204,9.135914,9.148981,9.147429,9.145371
2014-07-14,9.116348,9.1220255,9.149605,9.138719,9.142683,9.150408,9.153867
2014-07-15,9.113983,9.11929,9.143187,9.143275,9.148514,9.162251,9.173188
2014-07-16,9.148328,9.134778,9.161605,9.155294,9.166,9.174866,9.166104
2014-07-17,9.149759,9.157385,9.155742,9.162159,9.17924,9.163188,9.193736
2014-07-18,9.156774,9.145111,9.167029,9.1726675,9.185096,9.193523,9.192802
2014-07-20,9.18216,9.15693,9.183254,9.177601,9.192986,9.194678,9.212207
2014-07-21,9.145861,9.1811495,9.180565,9.19447,9.198342,9.211512,9.198959
2014-07-22,9.173202,9.17749,9.18704,9.190546,9.21262,9.21312,9.202439
2014-07-23,9.183772,9.18494,9.204157,9.211475,9.194471,9.2038,9.20935
2014-07-24,9.171329,9.180251,9.207383,9.196347,9.202897,9.207826,9.1978
2014-07-25,9.187901,9.194752,9.198972,9.206233,9.184282,9.199169,9.215155
2014-07-27,9.187942,9.216925,9.213247,9.192491,9.200515,9.222989,9.215328
2014-07-28,9.19747,9.209763,9.191767,9.206266,9.206943,9.2384615,9.233826
2014-07-29,9.18725,9.191882,9.208067,9.224326,9.167202,9.229986,9.194318
2014-07-30,9.207829,9.210343,9.214611,9.214333,9.231747,9.219208,9.205273
2014-07-31,9.199166,9.21707,9.186494,9.220473,9.236715,9.230518,9.211998
2014-08-01,9.20631,9.209546,9.231987,9.209779,9.242904,9.185859,9.210013
2014-08-03,9.207921,9.219246,9.238498,9.212324,9.219656,9.215206,9.245483
2014-08-04,9.182993,9.230523,9.19272,9.219609,9.213757,9.219538,9.2511835
2014-08-05,9.202712,9.209768,9.203517,9.236318,9.250646,9.226968,9.213716
2014-08-06,9.227573,9.240134,9.2420025,9.217714,9.225656,9.215462,9.211538
2014-08-07,9.232623,9.2421055,9.255499,9.203922,9.217069,9.221349,9.217678
2014-08-08,9.219845,9.23251,9.220331,9.226201,9.238495,9.217792,9.257796
2014-08-10,9.210766,9.229838,9.227707,9.239872,9.237748,9.231964,9.250464
2014-08-11,9.251252,9.213282,9.246884,9.223054,9.236561,9.245113,9.21281
2014-08-12,9.223602,9.229525,9.236446,9.231058,9.215269,9.225144,9.228152
2014-08-13,9.216485,9.216423,9.227879,9.234106,9.239373,9.2221365,9.21794
2014-08-14,9.195531,9.235289,9.220414,9.231748,9.228442,9.2314825,9.228755
2014-08-15,9.243794,9.222503,9.207965,9.230257,9.197213,9.211162,9.213851
2014-08-17,9.255466,9.242235,9.218407,9.220334,9.2354965,9.224812,9.194694
2014-08-18,9.228744,9.233853,9.22214,9.218926,9.209786,9.214908,9.201427
2014-08-19,9.213571,9.244265,9.213148,9.210777,9.216456,9.221279,9.2115135
2014-08-20,9.202254,9.2042465,9.196448,9.214982,9.210897,9.205005,9.199136
2014-08-21,9.233829,9.248795,9.217542,9.206688,9.208982,9.205291,9.2083
2014-08-22,9.217154,9.215903,9.213316,9.208683,9.206046,9.201632,9.197391
2014-08-24,9.21246,9.205349,9.210924,9.219949,9.204512,9.201399,9.188224
2014-08-25,9.220539,9.21057,9.205129,9.200612,9.193243,9.167888,9.18401
2014-08-26,9.213341,9.187454,9.209201,9.194009,9.184277,9.186495,9.1765785
2014-08-27,9.197725,9.199939,9.2048,9.20185,9.1963005,9.201099,9.164529
2014-08-28,9.207827,9.202441,9.188592,9.197357,9.176594,9.182292,9.162984
2014-08-29,9.203568,9.192262,9.196609,9.189554,9.181242,9.195476,9.16864
2014-08-31,9.17782,9.205336,9.176542,9.2004385,9.186901,9.177966,9.176578
2014-09-01,9.181675,9.19032,9.19869,9.17644,9.187137,9.200584,9.185117
2014-09-02,9.192992,9.201056,9.194442,9.192755,9.165833,9.196505,9.192022
2014-09-03,9.181799,9.195143,9.180172,9.187611,9.192816,9.186079,9.179018
2014-09-04,9.1875515,9.177383,9.184993,9.203075,9.178934,9.19304,9.183048
2014-09-05,9.181714,9.172863,9.212784,9.18675,9.183274,9.1799755,9.18854
2014-09-07,9.18186,9.2071905,9.180146,9.164723,9.196836,9.185773,9.173044
2014-09-08,9.17751,9.192179,9.191665,9.1814165,9.164761,9.157056,9.202873
2014-09-09,9.16543,9.17816,9.17958,9.190297,9.192629,9.1967945,9.182898
2014-09-10,9.196351,9.200441,9.18335,9.173017,9.169692,9.187248,9.167811
2014-09-11,9.199564,9.182432,9.163278,9.197922,9.179541,9.179404,9.184482
2014-09-12,9.1678295,9.194651,9.186867,9.187246,9.18301,9.187625,9.183574
2014-09-14,9.198356,9.204331,9.189882,9.181635,9.183439,9.179237,9.186709
2014-09-15,9.167331,9.194563,9.180698,9.178176,9.186159,9.188461,9.176822
2014-09-16,9.198475,9.190194,9.175968,9.186382,9.188632,9.196237,9.195192
2014-09-17,9.166845,9.17273,9.183153,9.183437,9.187875,9.170778,9.170877
2014-09-18,9.198556,9.191778,9.166102,9.196393,9.187783,9.185849,9.177124
2014-09-19,9.166379,9.166919,9.190016,9.1794,9.148532,9.167244,9.179381
2014-09-21,9.185089,9.155302,9.153956,9.179703,9.170248,9.1988945,9.166258
2014-09-22,9.172782,9.181759,9.166793,9.1897335,9.155664,9.164661,9.208905
2014-09-23,9.180476,9.168924,9.18227,9.165895,9.222987,9.154986,9.158868
2014-09-24,9.172454,9.18689,9.182071,9.179181,9.194493,9.200087,9.200635
2014-09-25,9.156921,9.1703,9.167538,9.160402,9.16633,9.162504,9.164453
2014-09-26,9.176609,9.142881,9.182272,9.167248,9.198405,9.195625,9.197428
2014-09-28,9.167241,9.218258,9.22017,9.203837,9.1672,9.163476,9.171694
2014-09-29,9.17655,9.177607,9.161493,9.170953,9.197069,9.194387,9.1949415
2014-09-30,9.168436,9.158426,9.196308,9.2021675,9.1713085,9.169687,9.167189
2014-10-01,9.186123,9.200963,9.167012,9.164495,9.19177,9.195065,9.19942
2014-10-02,9.190284,9.16132,9.200598,9.198405,9.167242,9.167518,9.158402
2014-10-03,9.193598,9.16208,9.164977,9.168764,9.196828,9.199219,9.193368
2014-10-05,9.15983,9.178543,9.195443,9.197242,9.1712,9.164994,9.167341
2014-10-06,9.199578,9.195726,9.1628895,9.169546,9.192031,9.1941595,9.192676
2014-10-07,9.167456,9.177229,9.195799,9.195439,9.167269,9.169619,9.1662445
2014-10-08,9.199276,9.1966505,9.165211,9.16463,9.193935,9.185916,9.164284
2014-10-09,9.165172,9.169163,9.198203,9.190062,9.168208,9.187177,9.196201
2014-10-10,9.196146,9.192663,9.168811,9.167828,9.186041,9.19262,9.167594
2014-10-12,9.170438,9.1634865,9.188624,9.18529,9.192359,9.177847,9.150803
2014-10-13,9.188031,9.186225,9.167138,9.185341,9.158493,9.164956,9.157105
2014-10-14,9.167096,9.182557,9.187298,9.166523,9.151546,9.182995,9.184911
2014-10-15,9.186338,9.189885,9.192079,9.174409,9.170362,9.151737,9.192402
2014-10-16,9.166126,9.191166,9.164266,9.18684,9.18343,9.171668,9.187008
2014-10-17,9.153393,9.168435,9.147635,9.189861,9.192397,9.187018,9.187608
2014-10-19,9.154793,9.177808,9.185982,9.194569,9.168912,9.192981,9.165636
2014-10-20,9.191636,9.178649,9.1861925,9.165064,9.17183,9.19326,9.16688
2014-10-21,9.183592,9.167049,9.190893,9.144055,9.196307,9.173979,9.16692
2014-10-22,9.163249,9.148377,9.177369,9.157605,9.175378,9.17619,9.181982
2014-10-23,9.17516,9.183877,9.172082,9.187185,9.175911,9.177763,9.166947
2014-10-24,9.180975,9.165338,9.183772,9.176345,9.190146,9.159806,9.18237
2014-10-26,9.157458,9.194588,9.165332,9.172531,9.16412,9.189968,9.166558
2014-10-27,9.167712,9.183824,9.175657,9.172576,9.177486,9.163161,9.180666
2014-10-28,9.174997,9.167404,9.179143,9.169204,9.178975,9.175418,9.207862
2014-10-29,9.187879,9.189022,9.195084,9.172268,9.197145,9.195982,9.18692
2014-10-30,9.145474,9.170716,9.179392,9.173224,9.148637,9.169898,9.163849
2014-10-31,9.1810255,9.177765,9.173806,9.145318,9.188629,9.185816,9.18466
2014-11-02,9.173418,9.177068,9.1769705,9.1860075,9.161251,9.1784115,9.187752
2014-11-03,9.173754,9.170561,9.189001,9.1918545,9.183546,9.173302,9.182255
2014-11-04,9.183149,9.166698,9.174951,9.182581,9.159045,9.174759,9.181848
2014-11-05,9.181238,9.1747675,9.195323,9.186825,9.193222,9.190696,9.189088
2014-11-06,9.183857,9.197037,9.174854,9.196229,9.178569,9.182386,9.19039
2014-11-07,9.186292,9.168828,9.1922245,9.170108,9.192317,9.197825,9.193642
2014-11-09,9.159933,9.184603,9.179807,9.181201,9.18142,9.185723,9.18676
2014-11-10,9.175498,9.190909,9.191711,9.185005,9.211364,9.198551,9.20246
2014-11-11,9.1896925,9.175,9.188437,9.205665,9.197133,9.202316,9.2008
2014-11-12,9.1906,9.1933365,9.175594,9.197243,9.1957445,9.200109,9.193789
2014-11-13,9.1851225,9.199556,9.201511,9.196376,9.200552,9.208229,9.2161255
2014-11-14,9.186009,9.19816,9.199924,9.20199,9.207278,9.223123,9.206821
2014-11-16,9.176916,9.201485,9.200934,9.205655,9.21017,9.200614,9.208443
2014-11-17,9.1879225,9.204328,9.195064,9.211047,9.206783,9.207937,9.217836
2014-11-18,9.184083,9.209406,9.215436,9.219657,9.174219,9.210203,9.2228155
2014-11-19,9.211917,9.205225,9.205267,9.207311,9.181866,9.219888,9.242314
2014-11-20,9.2154045,9.221885,9.214993,9.201594,9.2321825,9.274102,9.21549
2014-11-21,9.212865,9.226063,9.22096,9.228538,9.231234,9.244153,9.251568
2014-11-23,9.21559,9.223547,9.218637,9.183172,9.232921,9.259688,9.250393
2014-11-24,9.221558,9.22947,9.226368,9.205115,9.2225895,9.246161,9.251705
2014-11-25,9.230141,9.234229,9.260581,9.224874,9.259426,9.219739,9.259477
2014-11-26,9.223495,9.223629,9.227066,9.241938,9.244666,9.237279,9.265978
2014-11-27,9.204037,9.241334,9.2308035,9.219785,9.229438,9.2448635,9.275973
2014-11-28,9.198423,9.255778,9.212202,9.236143,9.265289,9.262182,9.24892
2014-11-30,9.244042,9.252534,9.235329,9.235136,9.232738,9.24904,9.256322
2014-12-01,9.235657,9.243033,9.2676,9.258318,9.254231,9.260403,9.245474
2014-12-02,9.228341,9.260671,9.273095,9.279175,9.248474,9.259024,9.23785
2014-12-03,9.2388115,9.229658,9.240493,9.2427225,9.269388,9.233555,9.255115
2014-12-04,9.224892,9.265572,9.258772,9.264969,9.255309,9.263978,9.249868
2014-12-05,9.235221,9.223368,9.247228,9.281581,9.272658,9.2570915,9.278691
2014-12-07,9.239767,9.24408,9.214868,9.25395,9.2662735,9.2698145,9.270874
2014-12-08,9.234284,9.249481,9.2626915,9.268685,9.267069,9.25882,9.250961
2014-12-09,9.2408905,9.277327,9.263515,9.257872,9.240146,9.26126,9.253407
2014-12-10,9.269469,9.273852,9.243438,9.261355,9.254348,9.251404,9.241323
2014-12-11,9.258481,9.253107,9.26691,9.25432,9.266419,9.26479,9.269612
2014-12-12,9.2729225,9.274013,9.266834,9.266769,9.253472,9.262635,9.26725
2014-12-14,9.267652,9.254378,9.276648,9.253137,9.244068,9.265125,9.272683
2014-12-15,9.264762,9.264224,9.266482,9.257447,9.268322,9.260492,9.280972
2014-12-16,9.257548,9.247269,9.278024,9.2588825,9.256877,9.268844,9.275421
2014-12-17,9.256062,9.260991,9.264959,9.276013,9.285962,9.278198,9.270943
2014-12-18,9.255766,9.263106,9.263244,9.251727,9.274635,9.264577,9.286974
2014-12-19,9.269446,9.263715,9.27774,9.26887,9.284758,9.284953,9.277807
2014-12-21,9.263416,9.268291,9.269914,9.288587,9.271052,9.276085,9.28764
2014-12-22,9.274955,9.258277,9.289402,9.272923,9.279327,9.2794895,9.282553
2014-12-23,9.269159,9.280535,9.266541,9.280824,9.285952,9.289387,9.295565
2014-12-24,9.273526,9.284159,9.281266,9.286897,9.282937,9.296405,9.299058
2014-12-25,9.280727,9.274892,9.28731,9.286087,9.29395,9.2946615,9.309382
2014-12-26,9.290285,9.28958,9.288643,9.291591,9.300336,9.305654,9.344145
2014-12-28,9.284237,9.292771,9.296858,9.298546,9.311115,9.3432455,9.339244
2014-12-29,9.290094,9.293203,9.29287,9.323389,9.341955,9.343273,9.395709
2014-12-30,9.287467,9.295503,9.308462,9.338407,9.349602,9.369012,9.392969
2014-12-31,9.301127,9.3157625,9.342717,9.354401,9.376088,9.393039,9.411734
2015-01-01,9.30664,9.344101,9.369611,9.359923,9.386319,9.416118,9.442697
2015-01-02,9.346042,9.353929,9.387973,9.397622,9.412805,9.433242,9.429364
2015-01-04,9.351099,9.387071,9.398888,9.404118,9.43914,9.432125,9.429472
2015-01-05,9.384864,9.407385,9.422291,9.421354,9.420833,9.433382,9.445108
2015-01-06,9.39372,9.417384,9.425096,9.41781,9.437603,9.431725,9.448837
2015-01-07,9.418053,9.429875,9.43384,9.429974,9.44793,9.4451,9.453952
2015-01-08,9.425337,9.435859,9.440277,9.450223,9.437426,9.454446,9.461954
2015-01-09,9.426192,9.452552,9.435647,9.445902,9.452654,9.456287,9.467276
2015-01-11,9.440357,9.441618,9.431824,9.443853,9.462462,9.446615,9.467334
2015-01-12,9.447247,9.441901,9.440929,9.449324,9.46701,9.487093,9.486291
2015-01-13,9.4428,9.467904,9.442625,9.452883,9.504742,9.440471,9.440143
2015-01-14,9.447322,9.460339,9.46393,9.442308,9.440054,9.483244,9.457048
2015-01-15,9.469783,9.484807,9.441957,9.47873,9.449379,9.440569,9.438838
2015-01-16,9.4640465,9.460476,9.454445,9.453291,9.46252,9.481137,9.490728
2015-01-18,9.447198,9.463721,9.47969,9.462471,9.476211,9.463502,9.47209
2015-01-19,9.443461,9.457585,9.493921,9.462942,9.463584,9.457651,9.468171
2015-01-20,9.430576,9.4688425,9.450343,9.459752,9.490823,9.464088,9.448845
2015-01-21,9.458459,9.463805,9.437593,9.457898,9.468903,9.456136,9.470501
2015-01-22,9.47816,9.4376135,9.468567,9.474201,9.461299,9.453164,9.4572315
2015-01-23,9.469514,9.472297,9.479001,9.456235,9.472767,9.460254,9.438609
2015-01-25,9.451165,9.454504,9.473914,9.466617,9.474669,9.47758,9.450356
2015-01-26,9.471779,9.465371,9.458864,9.459048,9.451732,9.468866,9.465288
2015-01-27,9.484473,9.4716625,9.490681,9.452107,9.467548,9.466601,9.46259
2015-01-28,9.469684,9.451431,9.432394,9.456357,9.459701,9.456404,9.451636
2015-01-29,9.449008,9.456887,9.457272,9.450018,9.424149,9.455265,9.449336
2015-01-30,9.462605,9.453514,9.4414835,9.454353,9.452125,9.450381,9.430741
2015-02-01,9.452218,9.458245,9.470803,9.458526,9.439328,9.431771,9.44353
2015-02-02,9.456471,9.454815,9.451551,9.439055,9.435738,9.447715,9.437892
2015-02-03,9.447221,9.446647,9.452003,9.463411,9.436565,9.426569,9.443922
2015-02-04,9.459569,9.448875,9.434225,9.419235,9.436498,9.438689,9.446151
2015-02-05,9.450256,9.443745,9.434275,9.44643,9.43775,9.432784,9.451596
2015-02-06,9.436436,9.452937,9.442984,9.426431,9.437701,9.429209,9.440317
2015-02-08,9.438189,9.445044,9.429034,9.463406,9.423984,9.424155,9.424569
2015-02-09,9.44225,9.432314,9.447554,9.422653,9.438959,9.433984,9.411235
2015-02-10,9.428437,9.43937,9.419467,9.435736,9.4123335,9.441928,9.448672
2015-02-11,9.434405,9.439683,9.437941,9.428407,9.431462,9.438086,9.4556
2015-02-12,9.4416,9.42546,9.441236,9.442248,9.439891,9.433698,9.437293
2015-02-13,9.440112,9.425987,9.454256,9.442293,9.4484215,9.442343,9.4469385
2015-02-15,9.421046,9.432978,9.431963,9.43116,9.465779,9.43325,9.4396925
2015-02-16,9.460697,9.430559,9.437258,9.431041,9.453514,9.462534,9.453942
2015-02-17,9.44345,9.43438,9.445582,9.454794,9.440579,9.412889,9.464641
2015-02-18,9.435038,9.429838,9.442974,9.473327,9.454018,9.419948,9.463668
2015-02-19,9.440828,9.438622,9.451173,9.4459915,9.473533,9.474232,9.453262
2015-02-20,9.436717,9.449658,9.429366,9.421024,9.457632,9.424145,9.420404
2015-02-22,9.436232,9.4319935,9.464133,9.472078,9.468164,9.44558,9.458379
2015-02-23,9.462011,9.44258,9.458065,9.480697,9.424592,9.430183,9.444729
2015-02-24,9.462069,9.445668,9.462669,9.451534,9.439687,9.430928,9.423042
2015-02-25,9.462122,9.471765,9.411229,9.436709,9.429263,9.450028,9.431521
2015-02-26,9.462176,9.448973,9.46054,9.426661,9.444696,9.450781,9.45913
2015-02-27,9.453881,9.455587,9.449776,9.4380865,9.428925,9.424284,9.421167
2015-03-01,9.476019,9.440708,9.430639,9.43094,9.445041,9.424929,9.42342
2015-03-02,9.428238,9.43671,9.460461,9.437762,9.428253,9.414153,9.42892
2015-03-03,9.441547,9.430891,9.442552,9.428473,9.427809,9.426232,9.422497
2015-03-04,9.422417,9.436773,9.426923,9.430876,9.41643,9.413803,9.428837
2015-03-05,9.441902,9.427235,9.415096,9.422621,9.425736,9.426454,9.41955
2015-03-06,9.41705,9.41621,9.408514,9.423574,9.426867,9.413246,9.421344
2015-03-08,9.425189,9.428599,9.406083,9.422935,9.41861,9.426668,9.420367
2015-03-09,9.421542,9.415829,9.41331,9.423621,9.449271,9.412653,9.432352
2015-03-10,9.417128,9.428837,9.407227,9.422932,9.444323,9.426872,9.430455
2015-03-11,9.425405,9.415441,9.406455,9.423654,9.410852,9.412032,9.420095
2015-03-12,9.421476,9.429068,9.430786,9.422919,9.438657,9.427066,9.411509
2015-03-13,9.41674,9.415053,9.415223,9.423676,9.4268675,9.411381,9.419067
2015-03-15,9.425594,9.429298,9.427564,9.422888,9.435457,9.428877,9.399615
2015-03-16,9.421394,9.414683,9.416902,9.423678,9.423785,9.4187975,9.380134
2015-03-17,9.4163475,9.429529,9.435669,9.399367,9.400536,9.359292,9.346975
2015-03-18,9.425773,9.430482,9.431397,9.417617,9.364032,9.315765,9.302249
2015-03-19,9.421304,9.4256935,9.390754,9.349962,9.350192,9.363112,9.341616
2015-03-20,9.410825,9.422612,9.336801,9.332449,9.334175,9.358049,9.272744
2015-03-22,9.407653,9.395953,9.357934,9.2947855,9.310473,9.329681,9.288122
2015-03-23,9.370451,9.351821,9.303074,9.34498,9.315425,9.293376,9.316126
2015-03-24,9.348671,9.331398,9.306912,9.353964,9.297573,9.318975,9.337945
2015-03-25,9.314609,9.287605,9.265917,9.287277,9.339075,9.329496,9.288139
2015-03-26,9.300853,9.336222,9.308213,9.323248,9.297878,9.313188,9.305664
2015-03-27,9.308751,9.307803,9.304242,9.345002,9.308145,9.303058,9.279939
2015-03-29,9.318953,9.306689,9.311135,9.328444,9.317697,9.2918215,9.306931
2015-03-30,9.301936,9.317167,9.32195,9.283656,9.294575,9.301138,9.280141
2015-03-31,9.317355,9.284425,9.313528,9.314529,9.31547,9.3087635,9.30674
2015-04-01,9.301492,9.273343,9.283257,9.263586,9.304524,9.290489,9.280311
2015-04-02,9.311208,9.31529,9.256289,9.300952,9.290211,9.309236,9.306585
2015-04-05,9.305469,9.291386,9.277346,9.294804,9.315732,9.29833,9.280454
2015-04-06,9.292571,9.3086605,9.2883625,9.274794,9.318567,9.301664,9.306459
2015-04-07,9.305903,9.301113,9.304414,9.298698,9.352284,9.309317,9.280579
2015-04-08,9.30657,9.331024,9.293115,9.294804,9.287215,9.299303,9.306355
2015-04-09,9.307212,9.295312,9.301093,9.276248,9.320882,9.2786255,9.280681
