,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK,EURSEK
2012-02-05,8.857053,8.864265,8.881536,8.848685,8.868383,8.85653,8.816024
2012-02-06,8.873222,8.859914,8.866201,8.858554,8.814161,8.836547,8.801381
2012-02-07,8.847539,8.853508,8.836051,8.842874,8.857841,8.887966,8.807805
2012-02-08,8.8536825,8.873906,8.823144,8.87248,8.84222,8.826274,8.8481245
2012-02-09,8.851379,8.817001,8.794302,8.84588,8.835782,8.8177395,8.843215
2012-02-10,8.888268,8.858155,8.8104,8.820966,8.840886,8.838072,8.8318205
2012-02-12,8.856543,8.8642645,8.83912,8.831685,8.817044,8.815916,8.808576
2012-02-13,8.815066,8.8531475,8.835868,8.818771,8.835632,8.799719,8.818093
2012-02-14,8.812963,8.831878,8.865594,8.814228,8.819804,8.838572,8.8076515
2012-02-15,8.840143,8.855422,8.816249,8.800241,8.796658,8.817998,8.81256
2012-02-16,8.81134,8.821611,8.831507,8.819619,8.811749,8.821022,8.819351
2012-02-17,8.830142,8.79767,8.837019,8.810336,8.837761,8.882937,8.845537
2012-02-19,8.820626,8.817289,8.822714,8.8225155,8.834599,8.815375,8.824746
2012-02-20,8.81515,8.80489,8.809922,8.821472,8.827261,8.816102,8.852848
2012-02-21,8.812492,8.824443,8.824108,8.805207,8.849526,8.84253,8.832894
2012-02-22,8.842358,8.790324,8.80744,8.834066,8.792614,8.834582,8.819395
2012-02-23,8.873492,8.819332,8.830392,8.817977,8.810808,8.839575,8.829258
2012-02-24,8.823832,8.819232,8.895935,8.799295,8.817619,8.819085,8.849753
2012-02-26,8.827702,8.859502,8.812567,8.807905,8.816396,8.778108,8.808633
2012-02-27,8.801817,8.816737,8.853503,8.790507,8.834844,8.796968,8.832713
2012-02-28,8.815775,8.817986,8.808304,8.848326,8.779581,8.80819,8.854632
2012-02-29,8.810182,8.82754,8.826637,8.820787,8.846631,8.8758955,8.828693
2012-03-01,8.807613,8.820514,8.814949,8.797536,8.773786,8.821239,8.843699
2012-03-02,8.807721,8.7929125,8.820674,8.871615,8.817407,8.858579,8.800988
2012-03-04,8.834569,8.806235,8.827911,8.8236885,8.814492,8.83055,8.824838
2012-03-05,8.823568,8.809224,8.824809,8.8085985,8.801405,8.815403,8.81476
2012-03-06,8.806203,8.814828,8.864,8.820149,8.8347435,8.8282995,8.821205
2012-03-07,8.811289,8.858052,8.817864,8.83012,8.828655,8.819267,8.819588
2012-03-08,8.8751745,8.848841,8.821247,8.819934,8.824581,8.810364,8.821156
2012-03-09,8.850021,8.820343,8.826875,8.823482,8.828909,8.826385,8.827576
2012-03-11,8.827535,8.812005,8.825145,8.818791,8.829608,8.801325,8.821846
2012-03-12,8.827741,8.825116,8.829497,8.819645,8.828763,8.828748,8.826439
2012-03-13,8.828449,8.836797,8.821276,8.830117,8.832622,8.8353195,8.832337
2012-03-14,8.831058,8.82361,8.831139,8.830733,8.821015,8.819311,8.826908
2012-03-15,8.81447,8.81386,8.817673,8.822409,8.823007,8.826637,8.832908
2012-03-16,8.824097,8.821522,8.812413,8.828601,8.822174,8.810283,8.831632
2012-03-18,8.817333,8.8217125,8.820087,8.824579,8.826129,8.83033,8.836021
2012-03-19,8.826101,8.829293,8.826945,8.813751,8.830567,8.831072,8.825805
2012-03-20,8.825912,8.819745,8.81989,8.825974,8.824541,8.83134,8.836413
2012-03-21,8.824034,8.837704,8.83037,8.834354,8.834652,8.842288,8.841251
2012-03-22,8.820395,8.827909,8.828072,8.836132,8.839476,8.8403635,8.86413
2012-03-23,8.826274,8.82866,8.828381,8.834466,8.837704,8.865479,8.873373
2012-03-25,8.831956,8.824764,8.831902,8.837551,8.8736105,8.877865,8.875134
2012-03-26,8.846881,8.833959,8.842132,8.8671465,8.871848,8.869597,8.866999
2012-03-27,8.837671,8.844701,8.861251,8.872733,8.875298,8.872948,8.859088
2012-03-28,8.84125,8.867166,8.874984,8.8797035,8.878936,8.8771715,8.883814
2012-03-29,8.864662,8.8701515,8.872689,8.882132,8.876566,8.875266,8.869442
2012-03-30,8.868294,8.878231,8.875584,8.871152,8.874114,8.878264,8.867077
2012-04-01,8.875952,8.879942,8.8738575,8.876756,8.87114,8.87402,8.871751
2012-04-02,8.874099,8.875436,8.878729,8.873665,8.876287,8.87741,8.879748
2012-04-03,8.872793,8.871906,8.870384,8.875006,8.872901,8.873374,8.866561
2012-04-04,8.866137,8.880289,8.87942,8.877266,8.874079,8.866816,8.878702
2012-04-05,8.8708515,8.882743,8.869541,8.878089,8.883614,8.875241,8.884545
2012-04-08,8.886232,8.874942,8.872393,8.872159,8.874143,8.884604,8.887683
2012-04-09,8.862039,8.883249,8.883888,8.881366,8.88905,8.887519,8.898701
2012-04-10,8.881196,8.869448,8.875472,8.884927,8.886943,8.898578,8.872664
2012-04-11,8.868811,8.878619,8.891872,8.886168,8.900144,8.875617,8.879638
2012-04-12,8.879874,8.895817,8.886248,8.8809,8.877081,8.8911085,8.89434
2012-04-13,8.888683,8.880745,8.889099,8.884989,8.867078,8.888679,8.903849
2012-04-15,8.885121,8.904756,8.911431,8.883404,8.90872,8.8830595,8.87905
2012-04-16,8.885465,8.906448,8.881713,8.887044,8.883861,8.872468,8.874041
2012-04-17,8.884203,8.862474,8.902666,8.890341,8.897629,8.896848,8.877136
2012-04-18,8.894775,8.905938,8.889447,8.89246,8.894305,8.870526,8.884891
2012-04-19,8.906389,8.875135,8.879162,8.871354,8.908116,8.903232,8.870409
2012-04-20,8.894217,8.871305,8.878176,8.885304,8.892596,8.8720255,8.851142
2012-04-22,8.896524,8.873868,8.869344,8.905113,8.880982,8.894245,8.892433
2012-04-23,8.8847275,8.870888,8.864629,8.894938,8.867684,8.868392,8.853461
2012-04-24,8.873134,8.898124,8.866576,8.871798,8.869374,8.899143,8.871572
2012-04-25,8.860917,8.887955,8.869121,8.873046,8.871909,8.883156,8.886303
2012-04-26,8.884865,8.866627,8.86821,8.8909025,8.899419,8.873427,8.881753
2012-04-27,8.858874,8.891636,8.88459,8.861622,8.876898,8.884666,8.893407
2012-04-29,8.888932,8.874005,8.867036,8.874811,8.87621,8.886827,8.872187
2012-04-30,8.870699,8.901641,8.892517,8.872767,8.871545,8.874307,8.880015
2012-05-01,8.901356,8.880955,8.882119,8.889342,8.881631,8.85903,8.878012
2012-05-02,8.875462,8.8763075,8.872079,8.883108,8.901528,8.891259,8.894997
2012-05-03,8.884367,8.883375,8.880288,8.894366,8.879067,8.875612,8.860594
2012-05-04,8.886426,8.891324,8.8879795,8.898666,8.87461,8.899262,8.894875
2012-05-06,8.874062,8.885245,8.859745,8.881478,8.877738,8.875631,8.861086
2012-05-07,8.8747635,8.867865,8.886854,8.872301,8.877579,8.900594,8.860112
2012-05-08,8.884459,8.891159,8.867706,8.873454,8.871757,8.868998,8.868456
2012-05-09,8.882437,8.876312,8.879984,8.880931,8.869003,8.905874,8.884254
2012-05-10,8.879395,8.883646,8.880656,8.869069,8.87727,8.901582,8.889873
2012-05-11,8.874614,8.863415,8.85997,8.899105,8.883111,8.9020405,8.861229
2012-05-13,8.885362,8.885726,8.884734,8.892453,8.893489,8.880968,8.884852
2012-05-14,8.897115,8.892617,8.886568,8.891768,8.887519,8.924914,8.893106
2012-05-15,8.886847,8.900629,8.899811,8.896022,8.896363,8.897898,8.895801
2012-05-16,8.89336,8.899309,8.89959,8.860364,8.893499,8.894415,8.918118
2012-05-17,8.884505,8.846049,8.893594,8.883794,8.872692,8.940231,8.891217
2012-05-18,8.876384,8.858281,8.893765,8.897834,8.889318,8.897168,8.902527
2012-05-20,8.860015,8.886961,8.89595,8.899793,8.955645,8.890816,8.88837
2012-05-21,8.8761015,8.896126,8.893627,8.885738,8.896248,8.902347,8.90421
2012-05-22,8.92092,8.942403,8.8923,8.915015,8.897802,8.899311,8.878645
2012-05-23,8.896958,8.904422,8.905619,8.90511,8.910051,8.927567,8.910616
2012-05-24,8.912165,8.880939,8.893687,8.902656,8.92801,8.928501,8.928539
2012-05-25,8.903867,8.897345,8.915835,8.937966,8.965172,8.940853,8.932109
2012-05-27,8.91341,8.903613,8.947254,8.905773,8.9230385,8.910429,8.955738
2012-05-28,8.901236,8.9163685,8.918521,8.936563,8.909621,8.961475,8.969696
2012-05-29,8.890767,8.912785,8.949056,8.92038,8.957488,8.971367,8.978722
2012-05-30,8.913978,8.9128475,8.921278,8.952301,8.973634,8.973138,8.962591
2012-05-31,8.921222,8.928606,8.957665,8.972262,8.972145,8.978069,8.991598
2012-06-01,8.921026,8.959942,8.974865,8.9778385,8.982384,8.97541,8.98646
2012-06-03,8.958485,8.968251,8.9789095,8.9786215,8.970251,8.983363,8.990406
2012-06-04,8.969945,8.977313,8.981314,8.97788,8.9877405,8.993523,8.989054
2012-06-05,8.981938,8.967913,8.966694,8.995219,8.988108,8.987273,8.986825
2012-06-06,8.973414,8.962579,8.975825,8.993338,8.987556,8.980407,8.974907
2012-06-07,8.98346,8.970884,9.014557,8.976279,8.977633,8.98591,8.990197
2012-06-08,8.977453,8.983119,8.9946785,9.005266,8.985546,8.974029,8.989144
2012-06-10,8.991872,8.978475,8.986815,9.001174,8.987996,8.988587,8.986913
2012-06-11,8.978486,8.955757,8.985611,8.986904,8.983406,8.972631,8.97703
2012-06-12,8.996518,8.965281,8.925299,8.965051,8.985685,8.97967,9.027361
2012-06-13,8.984273,8.979534,8.97629,9.014897,8.987757,8.979357,8.987642
2012-06-14,8.972196,8.978864,8.988921,8.980297,8.996519,8.991187,8.987414
2012-06-15,8.980689,8.983103,8.974295,8.991699,8.978105,8.98092,8.9742
2012-06-17,8.987695,8.979048,8.986786,8.981694,8.988856,8.976874,8.9683895
2012-06-18,8.983661,8.986065,9.02346,8.987956,8.984394,8.94979,8.974087
2012-06-19,8.987961,8.979711,8.975598,8.981142,8.98087,8.978514,8.980292
2012-06-20,8.984676,8.955424,8.970758,8.971915,8.987029,8.976475,8.974829
2012-06-21,8.986764,8.983387,8.976828,8.988744,8.98305,8.963122,8.968713
2012-06-22,8.994892,8.983806,8.995183,8.982154,8.983073,8.973308,8.95046
2012-06-24,8.976562,8.97908,8.970507,8.97458,8.976594,8.9489565,8.961065
2012-06-25,8.976923,8.979171,8.988868,8.970861,8.9706745,8.955931,8.959416
2012-06-26,8.984575,8.98395,8.970945,8.97317,8.958482,8.930867,8.910579
2012-06-27,8.954218,8.962733,8.964261,8.969794,8.949126,8.895251,8.886599
2012-06-28,8.989084,8.962479,8.955965,8.942805,8.897993,8.889387,8.851534
2012-06-29,8.977589,8.983288,8.950842,8.896713,8.887536,8.845631,8.868514
2012-07-01,8.961283,8.956137,8.900457,8.890406,8.929851,8.891895,8.860193
2012-07-02,8.945836,8.906547,8.872516,8.843603,8.877188,8.863435,8.846711
2012-07-03,8.895639,8.884239,8.8538065,8.880801,8.81133,8.86145,8.885819
2012-07-04,8.867462,8.844951,8.888097,8.827589,8.871215,8.799061,8.857306
2012-07-05,8.850754,8.857098,8.856808,8.837993,8.863887,8.825483,8.823032
2012-07-06,8.8651285,8.860569,8.825277,8.829075,8.822189,8.8259735,8.813705
2012-07-08,8.907364,8.854383,8.814302,8.867639,8.829344,8.823086,8.832087
2012-07-09,8.801477,8.876848,8.8133955,8.840089,8.784374,8.822354,8.8152075
2012-07-10,8.828515,8.860725,8.828593,8.8382015,8.82881,8.826302,8.814966
2012-07-11,8.844295,8.834349,8.844506,8.839955,8.812752,8.799704,8.807121
2012-07-12,8.821456,8.823027,8.82965,8.825067,8.821746,8.791652,8.819079
2012-07-13,8.823423,8.811155,8.823489,8.830369,8.81779,8.815541,8.818392
2012-07-15,8.833359,8.824182,8.809807,8.823406,8.795876,8.792737,8.768183
2012-07-16,8.822771,8.814659,8.80639,8.804565,8.791069,8.773548,8.760442
2012-07-17,8.820141,8.802927,8.798851,8.798099,8.78604,8.760442,8.742097
2012-07-18,8.813482,8.806797,8.798538,8.783376,8.766351,8.744169,8.723637
2012-07-19,8.801396,8.794498,8.780931,8.775876,8.750369,8.744014,8.720417
2012-07-20,8.800977,8.774662,8.770826,8.745849,8.729373,8.716772,8.67332
2012-07-22,8.769913,8.768189,8.742913,8.718485,8.726796,8.680326,8.640113
2012-07-23,8.759594,8.758424,8.737133,8.717107,8.685082,8.649936,8.666756
2012-07-24,8.7536,8.733247,8.717583,8.679746,8.670516,8.649872,8.618852
2012-07-25,8.733085,8.71388,8.682949,8.678538,8.621469,8.6094,8.641042
2012-07-26,8.736094,8.676585,8.655212,8.646835,8.598665,8.618869,8.619564
2012-07-27,8.674208,8.66404,8.648283,8.672706,8.629004,8.621236,8.617077
2012-07-29,8.642131,8.637705,8.650225,8.603781,8.60547,8.624949,8.579193
2012-07-30,8.614489,8.61538,8.622988,8.621143,8.628109,8.607365,8.582172
2012-07-31,8.597149,8.676425,8.629389,8.608881,8.610114,8.567334,8.575632
2012-08-01,8.597537,8.611179,8.618746,8.5903635,8.576065,8.578392,8.56891
2012-08-02,8.634004,8.618407,8.580953,8.5743265,8.572171,8.56609,8.548325
2012-08-03,8.620206,8.573362,8.5773115,8.572426,8.577229,8.560751,8.519604
2012-08-05,8.577092,8.596692,8.572077,8.573524,8.539495,8.512264,8.479482
2012-08-06,8.578217,8.572434,8.562394,8.535399,8.508302,8.508935,8.483899
2012-08-07,8.569573,8.570131,8.553171,8.500694,8.498166,8.480019,8.469705
2012-08-08,8.571877,8.55763,8.537508,8.476748,8.436591,8.472798,8.454073
2012-08-09,8.555884,8.529019,8.526161,8.497763,8.491449,8.448229,8.466284
2012-08-10,8.519718,8.509414,8.466373,8.462744,8.458212,8.484802,8.449881
2012-08-12,8.487078,8.526121,8.458426,8.464323,8.451087,8.472093,8.421806
2012-08-13,8.481896,8.473228,8.481581,8.43238,8.452533,8.443113,8.423043
2012-08-14,8.444844,8.458677,8.437762,8.466913,8.447882,8.415112,8.408355
2012-08-15,8.47371,8.445266,8.461864,8.430028,8.416794,8.402365,8.363158
2012-08-16,8.433522,8.442258,8.42476,8.430357,8.413731,8.370223,8.3646755
2012-08-17,8.464853,8.427136,8.423915,8.400966,8.342068,8.343522,8.378204
2012-08-19,8.441994,8.435635,8.41447,8.356288,8.311353,8.361932,8.336112
2012-08-20,8.409219,8.421972,8.344673,8.361562,8.357367,8.329976,8.3191805
2012-08-21,8.387776,8.353509,8.332715,8.32411,8.341878,8.333881,8.330803
2012-08-22,8.357687,8.367234,8.350011,8.337309,8.322822,8.328991,8.295747
2012-08-23,8.357864,8.35623,8.332024,8.325289,8.3425455,8.314404,8.314632
2012-08-24,8.340044,8.342076,8.32774,8.327648,8.301857,8.317541,8.298516
2012-08-26,8.335473,8.309024,8.30964,8.286713,8.2732315,8.29908,8.317499
2012-08-27,8.314945,8.316831,8.3107605,8.305183,8.332779,8.31767,8.282993
2012-08-28,8.300663,8.299662,8.318458,8.296013,8.320789,8.298978,8.316743
2012-08-29,8.319357,8.309728,8.309568,8.3015375,8.2977705,8.3177805,8.310052
2012-08-30,8.316531,8.292511,8.287568,8.309148,8.310358,8.2988825,8.309362
2012-08-31,8.30264,8.317457,8.308548,8.293029,8.297351,8.317876,8.303835
2012-09-02,8.2991495,8.290093,8.301242,8.31503,8.300568,8.298792,8.297641
2012-09-03,8.308494,8.304526,8.318091,8.300174,8.309757,8.317959,8.302341
2012-09-04,8.289864,8.302453,8.301911,8.305963,8.313169,8.298709,8.3002405
2012-09-05,8.31758,8.294799,8.3014145,8.296552,8.306584,8.318026,8.318589
2012-09-06,8.29897,8.332748,8.315631,8.289926,8.308975,8.298634,8.309348
2012-09-07,8.324076,8.285817,8.310768,8.3263235,8.298951,8.318083,8.309283
2012-09-09,8.307611,8.30737,8.311103,8.302848,8.310399,8.298564,8.319382
2012-09-10,8.290336,8.304881,8.302573,8.325945,8.309356,8.3181305,8.31613
2012-09-11,8.301404,8.300507,8.292075,8.296138,8.298208,8.320065,8.318183
2012-09-12,8.313779,8.303311,8.295725,8.291905,8.314127,8.346638,8.328672
2012-09-13,8.298641,8.293604,8.314955,8.31976,8.339299,8.344957,8.317169
2012-09-14,8.324453,8.308708,8.312661,8.340395,8.330828,8.327116,8.322887
2012-09-16,8.294971,8.304886,8.327984,8.323013,8.317797,8.322428,8.338533
2012-09-17,8.317248,8.312338,8.338102,8.30152,8.325883,8.3400955,8.3449
2012-09-18,8.313774,8.316525,8.334282,8.311292,8.338712,8.344107,8.363602
2012-09-19,8.325889,8.335218,8.335462,8.335932,8.355225,8.371531,8.446113
2012-09-20,8.325552,8.323462,8.33103,8.349175,8.357665,8.412776,8.435201
2012-09-21,8.3304405,8.340112,8.3425,8.359943,8.4078455,8.421258,8.443817
2012-09-23,8.344077,8.353047,8.366503,8.44239,8.424683,8.453832,8.458713
2012-09-24,8.353361,8.367109,8.406038,8.429169,8.455794,8.4573965,8.453141
2012-09-25,8.361587,8.417404,8.403776,8.457629,8.454196,8.461989,8.443425
2012-09-26,8.443028,8.432555,8.437064,8.363469,8.468816,8.447915,8.48653
2012-09-27,8.430728,8.41006,8.449043,8.449667,8.452075,8.460419,8.453416
2012-09-28,8.440433,8.459797,8.445453,8.4451685,8.467771,8.457576,8.483992
2012-09-30,8.454803,8.442789,8.443474,8.4511595,8.472722,8.47072,8.47
2012-10-01,8.453393,8.464667,8.449796,8.505304,8.459547,8.447622,8.473383
2012-10-02,8.43789,8.461182,8.443907,8.466968,8.484494,8.4791565,8.496772
2012-10-03,8.472252,8.496024,8.46693,8.462553,8.485603,8.485735,8.501086
2012-10-04,8.462542,8.447858,8.483324,8.491634,8.497371,8.490441,8.492722
2012-10-05,8.485323,8.483529,8.472504,8.483689,8.484651,8.4729595,8.488616
2012-10-07,8.480536,8.499801,8.484018,8.457668,8.489697,8.511079,8.473598
2012-10-08,8.448466,8.454772,8.479995,8.491558,8.506177,8.490674,8.492986
2012-10-09,8.501037,8.49779,8.498681,8.510379,8.486283,8.495627,8.507891
2012-10-10,8.488761,8.482232,8.495621,8.466518,8.498452,8.514262,8.511568
2012-10-11,8.480936,8.489843,8.497561,8.499864,8.492674,8.512362,8.518756
2012-10-12,8.49989,8.50485,8.508248,8.50456,8.503643,8.514915,8.540504
2012-10-14,8.503308,8.503539,8.511797,8.515607,8.526273,8.536252,8.545828
2012-10-15,8.515275,8.524323,8.51335,8.517589,8.50974,8.544574,8.571923
2012-10-16,8.511795,8.5157385,8.522359,8.535214,8.57417,8.566075,8.575331
2012-10-17,8.5186,8.53387,8.546554,8.525002,8.564147,8.574009,8.569838
2012-10-18,8.515796,8.516744,8.538013,8.572856,8.57503,8.577196,8.575639
2012-10-19,8.538789,8.540035,8.564309,8.566487,8.582452,8.581087,8.592838
2012-10-21,8.54324,8.557719,8.566751,8.568764,8.573363,8.577127,8.57741
2012-10-22,8.572994,8.569666,8.574019,8.578274,8.5619135,8.590403,8.620698
2012-10-23,8.576968,8.587316,8.583455,8.575544,8.589428,8.585459,8.570019
2012-10-24,8.58613,8.569843,8.576501,8.5837145,8.603216,8.594712,8.594948
2012-10-25,8.57243,8.603936,8.627825,8.598062,8.579402,8.605743,8.607024
2012-10-26,8.595082,8.579119,8.59767,8.591461,8.595974,8.60211,8.596971
2012-10-28,8.578402,8.595751,8.630675,8.598527,8.558036,8.59457,8.569284
2012-10-29,8.598088,8.578377,8.597197,8.614975,8.585657,8.592961,8.631022
2012-10-30,8.588499,8.603426,8.602953,8.568703,8.593127,8.5838,8.613733
2012-10-31,8.588975,8.631442,8.609742,8.606201,8.639159,8.637615,8.604872
2012-11-01,8.581645,8.61202,8.5721855,8.579596,8.606518,8.639265,8.606179
2012-11-02,8.607664,8.607892,8.597509,8.6035385,8.613871,8.600835,8.608117
2012-11-04,8.592863,8.5819025,8.609609,8.60871,8.624972,8.606176,8.609384
2012-11-05,8.598384,8.615211,8.599139,8.613263,8.628588,8.611706,8.598253
2012-11-06,8.568177,8.587359,8.613191,8.600129,8.58105,8.57106,8.611411
2012-11-07,8.627247,8.625838,8.614679,8.616282,8.575064,8.599468,8.613039
2012-11-08,8.599538,8.593176,8.612406,8.620756,8.605892,8.598966,8.601128
2012-11-09,8.604744,8.600562,8.600503,8.605236,8.608293,8.602355,8.603658
2012-11-11,8.603254,8.605863,8.608196,8.609931,8.608302,8.614268,8.605673
2012-11-12,8.596779,8.605724,8.602676,8.584741,8.618593,8.613563,8.611061
2012-11-13,8.614481,8.610205,8.60766,8.635971,8.60462,8.608912,8.613775
2012-11-14,8.606457,8.605307,8.598258,8.600778,8.605036,8.625389,8.606395
2012-11-15,8.615773,8.57731,8.6139,8.618552,8.61918,8.631939,8.609416
2012-11-16,8.611658,8.641385,8.610538,8.621592,8.628494,8.6207695,8.619795
2012-11-18,8.583434,8.594736,8.61492,8.620193,8.627357,8.6103115,8.625767
2012-11-19,8.612798,8.630219,8.613476,8.60999,8.630311,8.618405,8.619057
2012-11-20,8.612934,8.621138,8.614702,8.621625,8.625352,8.615524,8.611213
2012-11-21,8.613978,8.620106,8.613559,8.617594,8.620142,8.619384,8.613744
2012-11-22,8.613141,8.619559,8.606756,8.616785,8.606135,8.593999,8.595893
2012-11-23,8.623781,8.619075,8.638413,8.60415,8.614528,8.600278,8.606104
2012-11-25,8.616107,8.615573,8.616062,8.603678,8.617493,8.62441,8.621991
2012-11-26,8.6219635,8.619205,8.615237,8.61846,8.609499,8.610378,8.62111
2012-11-27,8.607983,8.598189,8.606881,8.625728,8.612659,8.613103,8.6191225
2012-11-28,8.610997,8.630795,8.599327,8.600787,8.614711,8.617605,8.621123
2012-11-29,8.603302,8.610426,8.608507,8.612322,8.63733,8.596342,8.600652
2012-11-30,8.6422,8.625796,8.615814,8.611662,8.63472,8.624098,8.646044
2012-12-02,8.606853,8.61141,8.6282015,8.637257,8.6281805,8.610974,8.649934
2012-12-03,8.623699,8.617133,8.603202,8.605136,8.619682,8.591688,8.626503
2012-12-04,8.646442,8.634778,8.634087,8.598771,8.621247,8.605618,8.629811
2012-12-05,8.607757,8.629915,8.621893,8.627536,8.609306,8.643747,8.597994
2012-12-06,8.605064,8.623917,8.645608,8.624096,8.647987,8.6388,8.629149
2012-12-07,8.641324,8.612802,8.633286,8.622059,8.636746,8.611242,8.625852
2012-12-09,8.626215,8.62187,8.616063,8.635946,8.614337,8.62136,8.631445
2012-12-10,8.626043,8.621942,8.614249,8.63206,8.622801,8.618201,8.611042
2012-12-11,8.635316,8.622022,8.622295,8.6138525,8.620321,8.628786,8.634474
2012-12-12,8.640676,8.622105,8.615856,8.605985,8.625311,8.629923,8.636389
2012-12-13,8.618301,8.6287,8.612755,8.611794,8.636601,8.6533375,8.631264
2012-12-14,8.627854,8.631234,8.626497,8.607939,8.6497755,8.64923,8.628681
2012-12-16,8.625027,8.607088,8.635408,8.624177,8.636117,8.628729,8.61843
2012-12-17,8.611312,8.625403,8.606652,8.626294,8.667063,8.602101,8.652875
2012-12-18,8.63296,8.63459,8.640899,8.634831,8.604854,8.659913,8.629484
2012-12-19,8.649185,8.640408,8.624669,8.59115,8.654685,8.6566515,8.642842
2012-12-20,8.626283,8.637258,8.631873,8.660233,8.612633,8.636757,8.629615
2012-12-21,8.632462,8.639797,8.638117,8.618409,8.663853,8.644136,8.638713
2012-12-23,8.648282,8.643632,8.651945,8.6550665,8.621773,8.622142,8.635738
2012-12-24,8.639533,8.614051,8.656787,8.622326,8.646872,8.629753,8.640574
2012-12-26,8.6334915,8.635509,8.647827,8.658884,8.656516,8.612429,8.624788
2012-12-27,8.681962,8.654504,8.620517,8.62713,8.621411,8.645886,8.650665
2012-12-28,8.609332,8.636449,8.65416,8.651606,8.639228,8.6220665,8.630958
2012-12-30,8.656203,8.634516,8.627639,8.619694,8.62355,8.635491,8.619498
2012-12-31,8.626337,8.647567,8.643187,8.636499,8.62815,8.625415,8.613771
2013-01-02,8.648579,8.6211405,8.618277,8.637171,8.623582,8.639769,8.63175
2013-01-03,8.631777,8.651139,8.6396055,8.625931,8.633117,8.631802,8.633598
2013-01-04,8.623556,8.634798,8.623487,8.628228,8.6279,8.631081,8.613799
2013-01-06,8.631533,8.632174,8.618997,8.619837,8.626036,8.609152,8.627349
2013-01-07,8.626548,8.61707,8.631621,8.631078,8.625723,8.62673,8.616452
2013-01-08,8.618768,8.623948,8.62574,8.623966,8.624509,8.623318,8.621971
2013-01-09,8.620866,8.635796,8.648046,8.618,8.631134,8.622873,8.638775
2013-01-10,8.625584,8.607495,8.623858,8.639007,8.649561,8.637353,8.6375
2013-01-11,8.638339,8.626763,8.626585,8.614986,8.617801,8.6082115,8.634267
2013-01-13,8.6397,8.627884,8.627833,8.639916,8.614632,8.614045,8.632577
2013-01-14,8.633861,8.632821,8.631138,8.629978,8.633118,8.633567,8.628693
2013-01-15,8.625161,8.615339,8.632108,8.632335,8.61275,8.625663,8.618572
2013-01-16,8.640344,8.621524,8.625517,8.621195,8.634596,8.635309,8.61313
2013-01-17,8.6369705,8.625953,8.635124,8.640775,8.625448,8.62183,8.639296
2013-01-18,8.610551,8.637499,8.628266,8.625678,8.626287,8.617768,8.62943
2013-01-20,8.623721,8.631807,8.618486,8.626214,8.627287,8.652727,8.639937
2013-01-21,8.635496,8.6252365,8.626513,8.646921,8.651807,8.640828,8.635282
2013-01-22,8.627722,8.623437,8.631772,8.639508,8.64916,8.628244,8.624093
2013-01-23,8.6419325,8.650639,8.639707,8.640573,8.625958,8.623769,8.637844
2013-01-24,8.628076,8.641458,8.636999,8.643977,8.643121,8.632169,8.630007
2013-01-25,8.631961,8.643214,8.63709,8.632389,8.619963,8.643577,8.62317
2013-01-27,8.624874,8.647211,8.637182,8.650711,8.6357565,8.620283,8.591154
2013-01-28,8.652064,8.624896,8.637276,8.621145,8.627011,8.629305,8.628471
2013-01-29,8.655693,8.650249,8.641645,8.631613,8.619794,8.634693,8.637172
2013-01-30,8.634201,8.610495,8.619871,8.618875,8.633477,8.628124,8.608128
2013-01-31,8.644466,8.622186,8.624239,8.613012,8.6191,8.616982,8.619901
2013-02-01,8.631435,8.644971,8.607986,8.617719,8.614684,8.624675,8.620298
2013-02-03,8.598714,8.643229,8.60616,8.611836,8.614966,8.616032,8.602167
2013-02-04,8.632612,8.621205,8.628635,8.613509,8.617625,8.609745,8.622386
2013-02-05,8.604591,8.624035,8.627722,8.60646,8.629257,8.617634,8.603251
2013-02-06,8.609635,8.621034,8.616286,8.618843,8.614625,8.601891,8.604067
2013-02-07,8.613124,8.611556,8.628902,8.602379,8.621703,8.617963,8.600091
2013-02-08,8.614653,8.615407,8.624256,8.60887,8.603022,8.602069,8.5852995
2013-02-10,8.617788,8.60958,8.607013,8.605311,8.613748,8.618919,8.595598
2013-02-11,8.599484,8.616473,8.593802,8.608789,8.625324,8.604267,8.625481
2013-02-12,8.609224,8.600015,8.615613,8.605039,8.604724,8.622516,8.626402
2013-02-13,8.624235,8.603654,8.601441,8.6087055,8.612866,8.604049,8.617564
2013-02-14,8.607101,8.618186,8.604086,8.604764,8.615823,8.6355295,8.613872
2013-02-15,8.608487,8.603145,8.631838,8.608617,8.620804,8.624617,8.637108
2013-02-17,8.617295,8.618527,8.59408,8.604488,8.621213,8.602827,8.6174755
2013-02-18,8.591014,8.6027975,8.616957,8.608526,8.611803,8.620805,8.609017
2013-02-19,8.62673,8.618864,8.604309,8.604217,8.607645,8.608403,8.607571
2013-02-20,8.6101885,8.602462,8.625681,8.608442,8.588933,8.589415,8.607101
2013-02-21,8.609825,8.619198,8.59969,8.603953,8.602974,8.600538,8.60368
2013-02-22,8.62086,8.602135,8.610913,8.616185,8.6146345,8.581624,8.600778
2013-02-24,8.629353,8.619516,8.609984,8.614005,8.596415,8.589306,8.593329
2013-02-25,8.61771,8.598467,8.575895,8.614291,8.594006,8.589492,8.566373
