,EURPLN,EURPLN,EURPLN,EURPLN,EURPLN,EURPLN,EURPLN
2011-12-30,4.470698,4.468755,4.490941,4.4779406,4.455244,4.500346,4.492631
2012-01-02,4.487572,4.492219,4.491161,4.455633,4.45719,4.4880285,4.49861
2012-01-03,4.4855795,4.466204,4.484861,4.4952674,4.4724436,4.4839115,4.4841604
2012-01-04,4.4824066,4.484918,4.4968705,4.498261,4.490419,4.4987025,4.448337
2012-01-05,4.4858694,4.487907,4.486628,4.471323,4.4945655,4.4715776,4.492016
2012-01-06,4.477489,4.4818363,4.4809995,4.507688,4.4914236,4.474741,4.462595
2012-01-08,4.483157,4.4994187,4.4869437,4.4755507,4.457777,4.4853477,4.47261
2012-01-09,4.4937835,4.505794,4.4876046,4.493511,4.490665,4.495572,4.4818873
2012-01-10,4.486544,4.5318103,4.4846773,4.48512,4.4693003,4.48762,4.483511
2012-01-11,4.455992,4.4890213,4.482703,4.4864235,4.4570704,4.482811,4.4618015
2012-01-12,4.4933915,4.501247,4.4975114,4.488025,4.4739003,4.470202,4.4543734
2012-01-13,4.454688,4.4965744,4.4741306,4.4791994,4.490542,4.509446,4.433616
2012-01-15,4.481554,4.4968996,4.476688,4.467187,4.4523973,4.4867373,4.4584017
2012-01-16,4.5087886,4.4603186,4.500286,4.4619966,4.467109,4.4768486,4.455259
2012-01-17,4.478041,4.486522,4.473873,4.4730415,4.4617176,4.4540453,4.474654
2012-01-18,4.457986,4.4840164,4.46539,4.4663143,4.470041,4.474159,4.438335
2012-01-19,4.5126023,4.471219,4.466186,4.46894,4.4652586,4.4646792,4.4549804
2012-01-20,4.457467,4.452966,4.4538355,4.472224,4.452706,4.443813,4.457289
2012-01-22,4.473325,4.4569345,4.4722285,4.462948,4.4623594,4.448819,4.445023
2012-01-23,4.438717,4.462743,4.456281,4.451875,4.4459114,4.445691,4.431119
2012-01-24,4.4577856,4.4625497,4.4547334,4.447006,4.450324,4.4464555,4.4349523
2012-01-25,4.4669223,4.4583635,4.448252,4.4416466,4.425819,4.429741,4.4334493
2012-01-26,4.452899,4.450528,4.4339533,4.4281263,4.433228,4.4322534,4.417189
2012-01-27,4.44486,4.4417815,4.439028,4.429442,4.421773,4.424218,4.4223804
2012-01-29,4.4401107,4.4380093,4.4349704,4.4203157,4.413762,4.420129,4.4172425
2012-01-30,4.4386015,4.430512,4.4287214,4.4232473,4.414651,4.4126463,4.414581
2012-01-31,4.44011,4.425236,4.419572,4.4148383,4.408709,4.4108634,4.4008417
2012-02-01,4.430919,4.4302063,4.4148774,4.410185,4.4010196,4.396835,4.388135
2012-02-02,4.4119954,4.4142,4.4103956,4.400006,4.410767,4.392281,4.371599
2012-02-03,4.4256787,4.413379,4.396949,4.4034038,4.3927,4.370441,4.34023
2012-02-05,4.410434,4.4071274,4.400214,4.39641,4.3639994,4.3512816,4.3182
2012-02-06,4.4013186,4.389082,4.4004006,4.3786902,4.334547,4.318033,4.3209696
2012-02-07,4.4036045,4.393442,4.36996,4.3412943,4.317332,4.315214,4.3019047
2012-02-08,4.3772397,4.3645267,4.3513036,4.322692,4.312213,4.2970815,4.292409
2012-02-09,4.3645673,4.344829,4.323169,4.3003364,4.3151765,4.287498,4.27554
2012-02-10,4.343905,4.324349,4.316274,4.3103366,4.287583,4.2836766,4.270281
2012-02-12,4.33063,4.3219647,4.3132544,4.287818,4.2743974,4.2693853,4.250811
2012-02-13,4.3117676,4.3056774,4.2774105,4.279029,4.274528,4.242382,4.2454715
2012-02-14,4.2965307,4.2878766,4.291591,4.2698073,4.2648993,4.236102,4.237986
2012-02-15,4.2856045,4.2813835,4.275751,4.247835,4.2508197,4.2426105,4.2360315
2012-02-16,4.2854333,4.2755623,4.244663,4.2565465,4.239566,4.2345033,4.231917
2012-02-17,4.27837,4.241394,4.2282963,4.221898,4.2109528,4.2447076,4.239696
2012-02-19,4.2512884,4.265301,4.2461615,4.227808,4.225234,4.2299786,4.21319
2012-02-20,4.238681,4.240486,4.229469,4.215042,4.211046,4.215334,4.1996174
2012-02-21,4.224047,4.2428627,4.2147837,4.211614,4.2389593,4.1992736,4.1916046
2012-02-22,4.2394395,4.221344,4.20706,4.1999464,4.212409,4.204684,4.233065
2012-02-23,4.2195263,4.193357,4.215421,4.182998,4.199296,4.210744,4.2214365
2012-02-24,4.223718,4.2151666,4.2017612,4.2414,4.1969724,4.204504,4.1880445
2012-02-26,4.238295,4.2072377,4.264363,4.193265,4.1887984,4.193378,4.1992073
2012-02-27,4.18899,4.1993585,4.207324,4.1948576,4.199258,4.195207,4.1968794
2012-02-28,4.2167172,4.2072034,4.205661,4.187412,4.1932535,4.1860304,4.1562796
2012-02-29,4.204476,4.194927,4.1991315,4.192816,4.179904,4.1967874,4.2037864
2012-03-01,4.19575,4.206009,4.1856456,4.1850433,4.200726,4.2069826,4.166795
2012-03-02,4.202181,4.190405,4.1629066,4.1858826,4.186786,4.183446,4.176812
2012-03-04,4.193701,4.1828427,4.1841965,4.1858788,4.177068,4.1499968,4.175
2012-03-05,4.1991663,4.179959,4.1723366,4.179363,4.1844225,4.168762,4.1840153
2012-03-06,4.178461,4.2036963,4.1973677,4.166221,4.1799793,4.16941,4.166319
2012-03-07,4.1789207,4.183041,4.191919,4.170387,4.207554,4.175758,4.1538596
2012-03-08,4.1822414,4.1781783,4.1760144,4.1759253,4.1729903,4.1654224,4.174783
2012-03-09,4.18778,4.1872263,4.173841,4.1788144,4.177652,4.176083,4.1770926
2012-03-11,4.170343,4.2112665,4.1798754,4.172671,4.1541715,4.1748276,4.161272
2012-03-12,4.1803865,4.1686244,4.166621,4.1753197,4.174335,4.1716537,4.173479
2012-03-13,4.1802883,4.1745377,4.1808667,4.166893,4.1674294,4.1719027,4.1652164
2012-03-14,4.189881,4.1693,4.1701326,4.1687016,4.1601696,4.1590385,4.163265
2012-03-15,4.1689787,4.173699,4.171423,4.1645374,4.163005,4.165231,4.159461
2012-03-16,4.17132,4.171381,4.1641417,4.1824956,4.165321,4.1599007,4.151354
2012-03-18,4.166102,4.16517,4.1599994,4.1628237,4.159055,4.1599846,4.157723
2012-03-19,4.1628623,4.1663713,4.165092,4.1614065,4.156589,4.157692,4.162804
2012-03-20,4.1784163,4.1680098,4.1572156,4.1560693,4.158418,4.1587954,4.1433754
2012-03-21,4.16176,4.1668077,4.1518493,4.162119,4.1588044,4.1472335,4.1443996
2012-03-22,4.164015,4.161523,4.1592584,4.1451945,4.1438227,4.1476245,4.15118
2012-03-23,4.1561413,4.157361,4.156257,4.1589036,4.1448946,4.135935,4.1406436
2012-03-25,4.155309,4.152635,4.146496,4.1363344,4.135105,4.150259,4.1458106
2012-03-26,4.1535473,4.149072,4.1532955,4.1428046,4.15271,4.1458693,4.1521497
2012-03-27,4.157571,4.1483727,4.136114,4.1436296,4.1354184,4.1318007,4.1409206
2012-03-28,4.148903,4.1444845,4.1454825,4.1379642,4.1404204,4.1456466,4.1460066
2012-03-29,4.1545606,4.1450977,4.1455436,4.144968,4.1504555,4.1478195,4.1355004
2012-03-30,4.1388273,4.1367183,4.1456037,4.139926,4.1453977,4.14603,4.140321
2012-04-01,4.148031,4.1497507,4.1494937,4.139642,4.139141,4.138096,4.1373806
2012-04-02,4.138698,4.143292,4.1460314,4.141346,4.139121,4.124797,4.1438417
2012-04-03,4.145878,4.144268,4.1302075,4.130234,4.125619,4.1481977,4.1389217
2012-04-04,4.1455464,4.155815,4.14742,4.131131,4.1360197,4.13892,4.1193743
2012-04-05,4.1405826,4.154659,4.1375337,4.131854,4.142773,4.1286793,4.1537695
2012-04-08,4.133293,4.1334047,4.1275735,4.13678,4.145128,4.131449,4.144964
2012-04-09,4.135925,4.138853,4.1442204,4.1314874,4.1244,4.137095,4.141796
2012-04-10,4.145318,4.1335206,4.1405387,4.1249037,4.128546,4.154005,4.1496825
2012-04-11,4.133427,4.1406746,4.130143,4.139012,4.142115,4.148708,4.1399035
2012-04-12,4.1363387,4.140838,4.137702,4.1352305,4.146113,4.1468973,4.148906
2012-04-13,4.1466503,4.1409187,4.1417284,4.1498547,4.1415873,4.1456604,4.149816
2012-04-15,4.1426735,4.1375294,4.145114,4.1408086,4.1542096,4.141663,4.151045
2012-04-16,4.1385493,4.1468163,4.1516695,4.1398563,4.147402,4.155821,4.148644
2012-04-17,4.145983,4.144557,4.1536355,4.1516314,4.1456957,4.14717,4.152523
2012-04-18,4.1392975,4.1459594,4.151933,4.1522765,4.1549444,4.1601534,4.165375
2012-04-19,4.142291,4.156838,4.1473846,4.1477613,4.1481705,4.152316,4.151621
2012-04-20,4.1463842,4.147625,4.148991,4.1563206,4.1594453,4.1664443,4.1529655
2012-04-22,4.148117,4.15715,4.145363,4.1434283,4.149003,4.156659,4.1482286
2012-04-23,4.1485796,4.1610045,4.152759,4.153395,4.138513,4.169348,4.158779
2012-04-24,4.151524,4.1470404,4.1553187,4.17333,4.1504555,4.173105,4.1636896
2012-04-25,4.14978,4.1659145,4.173888,4.1507025,4.1708307,4.1790957,4.162711
2012-04-26,4.16333,4.160703,4.171608,4.1505594,4.1575203,4.1665497,4.176877
2012-04-27,4.1641836,4.1694503,4.1747847,4.16731,4.172892,4.173588,4.171073
2012-04-29,4.1607275,4.175338,4.1646023,4.1680818,4.1670513,4.1639547,4.160848
2012-04-30,4.1583834,4.194645,4.1731644,4.168125,4.1724353,4.1667333,4.1602345
2012-05-01,4.166461,4.1825256,4.168026,4.168159,4.169908,4.1866083,4.1768017
2012-05-02,4.168883,4.1677666,4.1754274,4.1595435,4.1741557,4.1609306,4.176084
2012-05-03,4.1658816,4.167389,4.17039,4.1722364,4.1833887,4.1666546,4.187811
2012-05-04,4.166623,4.1680675,4.155796,4.1684637,4.1567607,4.1820264,4.1811266
2012-05-06,4.2013106,4.1307945,4.1708684,4.161316,4.170825,4.1908517,4.187058
2012-05-07,4.1579447,4.172724,4.182234,4.186035,4.1729603,4.178822,4.174673
2012-05-08,4.1709304,4.175315,4.163792,4.18956,4.1713724,4.1488214,4.1996694
2012-05-09,4.1721053,4.1642,4.1617846,4.1871576,4.195844,4.185577,4.1833034
2012-05-10,4.175166,4.17427,4.1719494,4.1668196,4.1688137,4.189209,4.160251
2012-05-11,4.191304,4.1934385,4.1736035,4.191014,4.175212,4.1832047,4.2050242
2012-05-13,4.1940074,4.1803813,4.1848645,4.162561,4.2064314,4.196903,4.1744337
2012-05-14,4.17215,4.170681,4.177275,4.1872187,4.1864023,4.1878567,4.190267
2012-05-15,4.19083,4.195237,4.198877,4.18509,4.1929116,4.186295,4.1957073
2012-05-16,4.192444,4.181372,4.17592,4.197592,4.1817107,4.17233,4.1808977
2012-05-17,4.1906123,4.178334,4.1776237,4.190602,4.19823,4.189414,4.19637
2012-05-18,4.2085323,4.184758,4.186286,4.1935654,4.1903944,4.1947904,4.1992803
2012-05-20,4.1867867,4.1875544,4.1811366,4.197867,4.1777997,4.182286,4.1982794
2012-05-21,4.189347,4.2069182,4.1784415,4.177636,4.1903753,4.193301,4.196187
2012-05-22,4.178343,4.188055,4.1984053,4.188671,4.1943464,4.1970387,4.1939325
2012-05-23,4.1844363,4.190147,4.1929893,4.1938486,4.198262,4.1999707,4.201982
2012-05-24,4.2062316,4.1851974,4.194712,4.2012105,4.1988115,4.2047114,4.2063775
2012-05-25,4.192061,4.1929836,4.1925435,4.201588,4.2039857,4.2037916,4.2273345
2012-05-27,4.193717,4.196291,4.197449,4.202334,4.2048726,4.222575,4.2424655
2012-05-28,4.195748,4.201859,4.2028465,4.2035675,4.220729,4.2286716,4.2411203
2012-05-29,4.1991773,4.2027826,4.204023,4.2231083,4.228103,4.2408957,4.262362
2012-05-30,4.201726,4.2107635,4.2262206,4.2288513,4.2434397,4.264497,4.308719
2012-05-31,4.20436,4.223003,4.228459,4.2423744,4.261821,4.3040524,4.327689
2012-06-01,4.2247653,4.229874,4.2408295,4.261452,4.3059406,4.325371,4.3341365
2012-06-03,4.2345386,4.240475,4.2623973,4.305204,4.326487,4.3320775,4.3267117
2012-06-04,4.2431464,4.264468,4.3023796,4.3297424,4.331926,4.328667,4.3381624
2012-06-05,4.2663374,4.316758,4.3248158,4.333229,4.332161,4.330694,4.325611
2012-06-06,4.311201,4.3234878,4.3369393,4.3308816,4.3276687,4.326737,4.3303623
2012-06-07,4.3251033,4.3299937,4.325345,4.33332,4.334036,4.335006,4.328332
2012-06-08,4.328944,4.33571,4.3297286,4.3307943,4.327502,4.328286,4.331952
2012-06-10,4.3343225,4.325423,4.3319416,4.3334165,4.3389025,4.3313613,4.330093
2012-06-11,4.325147,4.328778,4.3253875,4.3306994,4.333039,4.330684,4.3340263
2012-06-12,4.327667,4.338454,4.327806,4.333518,4.345761,4.3353424,4.3253193
2012-06-13,4.3362694,4.330301,4.331745,4.3305984,4.3275,4.3283963,4.3368945
2012-06-14,4.3391857,4.332725,4.3293443,4.333628,4.3346057,4.3339853,4.331035
2012-06-15,4.3335295,4.337394,4.325837,4.330488,4.3283324,4.3322377,4.3385468
2012-06-17,4.3340926,4.3360653,4.3296742,4.3337417,4.334208,4.330826,4.3303833
2012-06-18,4.327956,4.3327694,4.3333535,4.330368,4.3342776,4.3296256,4.336315
2012-06-19,4.334957,4.3292623,4.329816,4.333861,4.3288136,4.3285785,4.3269267
2012-06-20,4.327671,4.3338223,4.3256617,4.3302374,4.332381,4.3354335,4.3328595
2012-06-21,4.335127,4.3295436,4.3274,4.3339896,4.3352737,4.336276,4.3309045
2012-06-22,4.3273764,4.334633,4.336503,4.330099,4.3295803,4.3305044,4.327595
2012-06-24,4.3352985,4.3305306,4.3297114,4.3341284,4.3378186,4.331755,4.3131413
2012-06-25,4.327069,4.326356,4.3389816,4.329958,4.343626,4.330463,4.314256
2012-06-26,4.3350744,4.3172073,4.329117,4.3271255,4.3251,4.306842,4.318947
2012-06-27,4.327209,4.323184,4.323006,4.319793,4.311864,4.3103943,4.32232
2012-06-28,4.335218,4.330741,4.3210654,4.303432,4.311697,4.3007545,4.292238
2012-06-29,4.331829,4.334837,4.319334,4.3092537,4.307245,4.2926874,4.3089986
2012-07-01,4.322116,4.326308,4.3129377,4.3009987,4.2965574,4.295386,4.298119
2012-07-02,4.323631,4.310867,4.3000307,4.287521,4.283358,4.297358,4.269553
2012-07-03,4.309052,4.29687,4.3052845,4.2899203,4.253262,4.2779503,4.298386
2012-07-04,4.297092,4.2864847,4.263371,4.2991667,4.293726,4.2730227,4.2746487
2012-07-05,4.288915,4.291353,4.2989745,4.2866135,4.2789645,4.2846704,4.268425
2012-07-06,4.2817225,4.304513,4.284807,4.2664404,4.274361,4.272087,4.2538543
2012-07-08,4.318637,4.278912,4.272231,4.2733445,4.2698426,4.2828116,4.2775917
2012-07-09,4.303592,4.2839284,4.2858114,4.252093,4.2625012,4.251054,4.247373
2012-07-10,4.283257,4.268414,4.264243,4.275013,4.2608843,4.2691736,4.2645783
2012-07-11,4.2720838,4.266178,4.25869,4.25886,4.2725825,4.2638726,4.254142
2012-07-12,4.2587695,4.272394,4.2537737,4.2663083,4.264252,4.2592826,4.2406406
2012-07-13,4.270456,4.266794,4.2653213,4.255329,4.2613482,4.2294173,4.2498655
2012-07-15,4.2547235,4.2562776,4.2658978,4.254191,4.240373,4.2577305,4.243518
2012-07-16,4.25947,4.2611675,4.2516794,4.2413535,4.2252445,4.2411046,4.2458844
2012-07-17,4.2678466,4.249726,4.236469,4.2470884,4.228076,4.2437477,4.238102
2012-07-18,4.2785416,4.248411,4.2554092,4.2419543,4.241584,4.241876,4.2471805
2012-07-19,4.256475,4.236941,4.239181,4.239335,4.2430334,4.237817,4.2269197
2012-07-20,4.2476125,4.2458105,4.246251,4.23636,4.233551,4.2274055,4.2170672
2012-07-22,4.245069,4.2441025,4.241352,4.235161,4.2262444,4.2241535,4.2157183
2012-07-23,4.2400503,4.240927,4.2246594,4.2221994,4.235957,4.216753,4.217165
2012-07-24,4.233795,4.238557,4.227723,4.22003,4.2157006,4.216987,4.2212644
2012-07-25,4.211415,4.2293525,4.217944,4.220016,4.2100425,4.227781,4.2245955
2012-07-26,4.235981,4.2162714,4.2116923,4.227378,4.2246227,4.2058253,4.211428
2012-07-27,4.2237163,4.2159467,4.2215257,4.211422,4.2197266,4.201092,4.1929727
2012-07-29,4.2092915,4.201588,4.2173305,4.222886,4.200289,4.187244,4.189831
2012-07-30,4.2143655,4.223859,4.22744,4.2040462,4.1948547,4.17426,4.203278
2012-07-31,4.2246957,4.2233343,4.2098837,4.178305,4.2157464,4.2027965,4.1820087
2012-08-01,4.2236214,4.2205706,4.2036233,4.1955514,4.1982102,4.1817694,4.196691
2012-08-02,4.20828,4.21353,4.222518,4.192023,4.192418,4.1990395,4.1921377
2012-08-03,4.202063,4.1911836,4.206707,4.190686,4.1932287,4.200388,4.188517
2012-08-05,4.208068,4.1865864,4.1992927,4.1841536,4.194457,4.1563487,4.173416
2012-08-06,4.1967716,4.203827,4.2096825,4.1706457,4.176572,4.1854672,4.170222
2012-08-07,4.183162,4.1908627,4.1801257,4.174845,4.175455,4.1690874,4.1626945
2012-08-08,4.1957784,4.1989236,4.193457,4.1733694,4.1765337,4.1679935,4.1648407
2012-08-09,4.189822,4.19137,4.184343,4.173213,4.171814,4.166167,4.1584773
2012-08-10,4.177598,4.1643133,4.1771836,4.1613064,4.167817,4.170467,4.1532183
2012-08-12,4.175304,4.1693807,4.1663537,4.1633463,4.152588,4.1512914,4.1542945
2012-08-13,4.173638,4.1613603,4.167381,4.171588,4.1541934,4.1611295,4.127401
2012-08-14,4.168968,4.1673813,4.1591225,4.1528125,4.1503544,4.129448,4.1268287
2012-08-15,4.164323,4.1537867,4.1624055,4.1565146,4.1457205,4.1129675,4.111904
2012-08-16,4.1561513,4.16405,4.141207,4.136491,4.125372,4.1125484,4.1022234
2012-08-17,4.150346,4.144747,4.13079,4.1300287,4.117015,4.103055,4.1115394
2012-08-19,4.154452,4.1286883,4.1195693,4.1066394,4.094325,4.124623,4.0975776
2012-08-20,4.1331053,4.1196704,4.1174693,4.128298,4.0961885,4.1494875,4.0910454
2012-08-21,4.1214213,4.1284266,4.108961,4.1203094,4.108928,4.091438,4.090888
2012-08-22,4.114539,4.118218,4.0926313,4.0729976,4.054226,4.085457,4.073261
2012-08-23,4.104883,4.103084,4.155491,4.096748,4.0970755,4.0866766,4.0846806
2012-08-24,4.0846887,4.1003127,4.1441975,4.10723,4.088532,4.1062746,4.0973835
2012-08-26,4.108916,4.1058464,4.122725,4.073767,4.0998535,4.0841923,4.100354
2012-08-27,4.119597,4.103442,4.081457,4.0729384,4.095125,4.0952015,4.0870233
2012-08-28,4.104125,4.100488,4.087117,4.1115365,4.088788,4.088459,4.068087
2012-08-29,4.0717897,4.101462,4.0882983,4.078959,4.094529,4.0939593,4.0971904
2012-08-30,4.076066,4.0874662,4.0758457,4.097833,4.108329,4.0946894,4.0789347
2012-08-31,4.1077642,4.078744,4.096804,4.0783114,4.078279,4.076052,4.0970697
2012-09-02,4.0896325,4.0917587,4.113482,4.0977025,4.0844946,4.107073,4.0782995
2012-09-03,4.0869894,4.080839,4.0723724,4.079971,4.0949397,4.081792,4.096991
2012-09-04,4.099284,4.090611,4.080271,4.1021304,4.0826254,4.1011415,4.0533648
2012-09-05,4.0963397,4.0941296,4.0950317,4.0786815,4.078697,4.093662,4.0686593
2012-09-06,4.089704,4.107672,4.1089597,4.099407,4.064206,4.1006494,4.0912213
2012-09-07,4.092206,4.092964,4.0854197,4.061978,4.093999,4.0848417,4.085794
2012-09-09,4.0911636,4.086604,4.0900555,4.079031,4.097508,4.0964417,4.077508
2012-09-10,4.0972443,4.0965624,4.089698,4.1024976,4.093944,4.09395,4.082437
2012-09-11,4.1099124,4.0813413,4.0910378,4.0817823,4.0964704,4.0869718,4.0681806
2012-09-12,4.090966,4.1031337,4.0933075,4.083216,4.0822916,4.0868044,4.0780115
2012-09-13,4.0788527,4.091407,4.118721,4.0951486,4.093243,4.083116,4.093587
2012-09-14,4.094514,4.089542,4.0873394,4.0836415,4.089616,4.078085,4.088935
2012-09-16,4.0779433,4.0853386,4.0804114,4.0757475,4.087014,4.091449,4.106101
2012-09-17,4.0761175,4.0965524,4.0858636,4.086716,4.1018286,4.0973988,4.0921082
2012-09-18,4.095072,4.0928607,4.085517,4.0819025,4.084878,4.091093,4.0933323
2012-09-19,4.0911474,4.1003485,4.093354,4.086888,4.101544,4.0926065,4.1026487
2012-09-20,4.0976977,4.0850153,4.1071715,4.095426,4.087655,4.0971503,4.102702
2012-09-21,4.0817785,4.089459,4.0916953,4.092945,4.094976,4.1044226,4.1077228
2012-09-23,4.1032815,4.0935273,4.0946603,4.1002445,4.1031327,4.1014347,4.11558
2012-09-24,4.0928316,4.085307,4.0961623,4.1014614,4.108878,4.113985,4.1068783
2012-09-25,4.096071,4.094545,4.1021457,4.106427,4.101089,4.110153,4.1098733
2012-09-26,4.101072,4.0969963,4.108481,4.115077,4.104656,4.1142197,4.1308193
2012-09-27,4.0998797,4.1057324,4.117161,4.103558,4.111052,4.114242,4.130322
2012-09-28,4.1024127,4.1126904,4.118922,4.120338,4.112518,4.1142654,4.124417
2012-09-30,4.1095643,4.121275,4.1012363,4.116018,4.11606,4.1142898,4.112083
2012-10-01,4.1161394,4.105167,4.122528,4.112129,4.1196694,4.114313,4.1101837
2012-10-02,4.1101007,4.11788,4.1110806,4.1184506,4.10999,4.1143417,4.116838
2012-10-03,4.114367,4.115526,4.1121974,4.116764,4.118073,4.1143703,4.113098
2012-10-04,4.117791,4.120821,4.1119003,4.1236587,4.1514945,4.114404,4.1185904
2012-10-05,4.1063156,4.124054,4.127745,4.1081924,4.112357,4.1144323,4.113171
2012-10-07,4.1145406,4.120403,4.113825,4.123442,4.1180806,4.114462,4.1046753
2012-10-08,4.115543,4.114759,4.1092186,4.107942,4.1057863,4.0997047,4.10612
2012-10-09,4.1207566,4.1108117,4.115025,4.123682,4.1210093,4.1007977,4.108021
2012-10-10,4.11337,4.118182,4.1183,4.122173,4.116549,4.1004343,4.1151066
2012-10-11,4.115468,4.1138687,4.1201515,4.0967803,4.1071353,4.1109705,4.1022367
2012-10-12,4.115467,4.1064577,4.1162906,4.117842,4.0891953,4.106001,4.1296573
2012-10-14,4.104954,4.1106677,4.101322,4.116861,4.1054034,4.1251836,4.0828967
2012-10-15,4.1192107,4.1137958,4.103712,4.098943,4.117651,4.097393,4.079695
2012-10-16,4.1060343,4.1065493,4.097227,4.109441,4.078636,4.107627,4.0937862
2012-10-17,4.119113,4.098159,4.120801,4.0872273,4.1074333,4.1121955,4.0998144
2012-10-18,4.096349,4.1320624,4.107323,4.107679,4.0818877,4.095119,4.100193
2012-10-19,4.1198,4.090248,4.090505,4.0959563,4.111013,4.1004434,4.1016216
2012-10-21,4.1116576,4.127254,4.1108127,4.0852165,4.1103473,4.1022177,4.0975595
2012-10-22,4.1025696,4.104725,4.0883055,4.1264253,4.1025686,4.100227,4.0999956
2012-10-23,4.079247,4.097897,4.08876,4.100871,4.111724,4.1049223,4.113173
2012-10-24,4.105715,4.103438,4.1003666,4.1038256,4.1061325,4.0878415,4.116416
2012-10-25,4.107779,4.111133,4.103291,4.1030774,4.115473,4.110267,4.116918
2012-10-26,4.10325,4.102388,4.1060486,4.1067853,4.107466,4.108714,4.116224
2012-10-28,4.1043253,4.1053243,4.1156254,4.109756,4.1099987,4.1209803,4.1060886
2012-10-29,4.105027,4.106138,4.113083,4.1038656,4.105759,4.1183906,4.1020136
2012-10-30,4.110345,4.103142,4.115611,4.1107674,4.110105,4.1096597,4.1114535
2012-10-31,4.10187,4.114639,4.1043997,4.1102495,4.1055536,4.103252,4.112889
2012-11-01,4.117801,4.118816,4.1158776,4.0901666,4.1098247,4.118789,4.1114855
2012-11-02,4.121421,4.1088223,4.1050506,4.124398,4.1050763,4.111646,4.105091
2012-11-04,4.1165886,4.1043406,4.117138,4.1116767,4.104818,4.0933714,4.106922
2012-11-05,4.0971437,4.117881,4.1077986,4.108767,4.1099668,4.102535,4.107672
2012-11-06,4.112035,4.112178,4.1160893,4.105852,4.104828,4.1081014,4.1007495
2012-11-07,4.1003294,4.0991015,4.107455,4.11195,4.104556,4.118428,4.114789
2012-11-08,4.11341,4.1014633,4.110637,4.108784,4.1101155,4.117531,4.1069827
2012-11-09,4.103596,4.094962,4.108649,4.105551,4.1098914,4.111494,4.118337
2012-11-11,4.1066546,4.1049714,4.092194,4.111257,4.1106915,4.11225,4.1184134
2012-11-12,4.1065474,4.0964694,4.111087,4.107171,4.1192036,4.1164455,4.126529
2012-11-13,4.121884,4.099479,4.1134844,4.113915,4.1142106,4.1207824,4.128769
2012-11-14,4.1153817,4.1202345,4.1136856,4.1132774,4.0980816,4.131576,4.1222334
2012-11-15,4.106346,4.1185884,4.1176033,4.124354,4.1277986,4.1223564,4.133481
2012-11-16,4.116514,4.113123,4.1261168,4.1161885,4.129037,4.133123,4.122568
2012-11-18,4.117974,4.111373,4.11844,4.130886,4.134204,4.121012,4.136603
2012-11-19,4.1227565,4.128483,4.1198516,4.1228366,4.117858,4.1357656,4.1311064
2012-11-20,4.120508,4.128173,4.1304,4.126206,4.1296377,4.1292014,4.1372046
2012-11-21,4.138889,4.131646,4.1323934,4.1312013,4.12542,4.130405,4.112008
2012-11-22,4.1212296,4.1260357,4.13345,4.1484237,4.1186357,4.1319227,4.1436195
2012-11-23,4.1254854,4.1333404,4.1239624,4.1356654,4.1344137,4.126201,4.112649
2012-11-25,4.1298294,4.136339,4.11416,4.121393,4.1294765,4.132058,4.142469
2012-11-26,4.1215787,4.1352406,4.1167526,4.1235867,4.1140685,4.126037,4.113051
2012-11-27,4.1287313,4.128432,4.132034,4.1363144,4.129263,4.117935,4.1501727
2012-11-28,4.121634,4.135729,4.117005,4.123355,4.1278815,4.11676,4.1036797
2012-11-29,4.1226726,4.1436625,4.142703,4.117306,4.130058,4.1202145,4.124099
2012-11-30,4.13842,4.115121,4.1172185,4.1085463,4.121767,4.1204443,4.1255856
2012-12-02,4.1393867,4.122179,4.1242733,4.1455817,4.133223,4.1220107,4.123029
2012-12-03,4.1395926,4.132018,4.129355,4.130515,4.143404,4.1305933,4.1267242
2012-12-04,4.1301146,4.1213484,4.1223407,4.1271825,4.135948,4.1387906,4.1298456
2012-12-05,4.142258,4.13283,4.1288567,4.1384015,4.125416,4.1256046,4.1163697
2012-12-06,4.1282363,4.126616,4.1401215,4.137069,4.1152635,4.1156564,4.110056
2012-12-07,4.1414537,4.125109,4.129403,4.1078677,4.133199,4.1327763,4.1356726
2012-12-09,4.14473,4.125829,4.1357317,4.1191287,4.1280193,4.1244674,4.1274004
2012-12-10,4.1290526,4.132896,4.1248183,4.103443,4.1172223,4.1171637,4.1172624
2012-12-11,4.132382,4.1309857,4.1292915,4.117443,4.122501,4.1228356,4.1283236
2012-12-12,4.1376114,4.1095285,4.116642,4.124195,4.1237607,4.122582,4.1251364
2012-12-13,4.1312876,4.113121,4.1208863,4.118315,4.1176844,4.1215887,4.112288
2012-12-14,4.1389523,4.1233616,4.1012626,4.1207924,4.1110964,4.119098,4.1212683
2012-12-16,4.1158953,4.119809,4.1194344,4.120372,4.109402,4.1242285,4.1146173
2012-12-17,4.1255846,4.114419,4.1065307,4.1237507,4.1161466,4.1127644,4.108451
2012-12-18,4.118678,4.126086,4.125531,4.124552,4.119092,4.115035,4.122211
2012-12-19,4.112693,4.122671,4.1025963,4.1216626,4.1123147,4.1071796,4.103657
2012-12-20,4.1218686,4.109907,4.114622,4.111592,4.107904,4.1061006,4.1094694
2012-12-21,4.1156616,4.1145964,4.115963,4.106263,4.1127124,4.1171913,4.1190934
2012-12-23,4.110855,4.11437,4.1093717,4.1210747,4.095035,4.105989,4.0944433
