,EURPLN,EURPLN,EURPLN,EURPLN,EURPLN,EURPLN,EURPLN
2012-12-24,4.111794,4.11593,4.105539,4.1003437,4.0990763,4.1061263,4.095622
2012-12-26,4.1015387,4.1091833,4.1066422,4.103148,4.1022787,4.1036305,4.092255
2012-12-27,4.111939,4.100648,4.1084504,4.1116223,4.1058974,4.100951,4.094916
2012-12-28,4.1062374,4.108919,4.1017556,4.107367,4.114161,4.0870156,4.093729
2012-12-30,4.116694,4.0851474,4.086008,4.0891166,4.1023045,4.106548,4.106577
2012-12-31,4.107628,4.1136837,4.1045256,4.0959816,4.07707,4.095661,4.098142
2013-01-02,4.0978045,4.0900817,4.094296,4.0950933,4.0935383,4.098371,4.0880213
2013-01-03,4.0964355,4.0878386,4.0993905,4.0914946,4.0834713,4.0809875,4.09276
2013-01-04,4.096074,4.094885,4.090083,4.091745,4.100063,4.0910387,4.0888577
2013-01-06,4.095168,4.089793,4.095026,4.098437,4.0923486,4.095658,4.1011276
2013-01-07,4.0922184,4.090339,4.0881877,4.086779,4.095461,4.0863557,4.086825
2013-01-08,4.0927215,4.0987144,4.1066117,4.096164,4.093322,4.0858393,4.099977
2013-01-09,4.086753,4.094113,4.086554,4.1001587,4.0901346,4.0804176,4.086003
2013-01-10,4.087221,4.075007,4.0903926,4.095982,4.0949044,4.087149,4.0776644
2013-01-11,4.107001,4.0975266,4.0842595,4.0847025,4.0942793,4.1113944,4.0973525
2013-01-13,4.0831623,4.0823164,4.0977063,4.0982223,4.0973644,4.087993,4.093072
2013-01-14,4.0872216,4.0985374,4.0935326,4.0865307,4.0906157,4.096855,4.091689
2013-01-15,4.0851502,4.099594,4.0986147,4.1001105,4.101923,4.092328,4.096348
2013-01-16,4.088377,4.0909915,4.0933924,4.0849214,4.084541,4.0993037,4.0919123
2013-01-17,4.091084,4.0958467,4.0987954,4.0989823,4.1173906,4.084186,4.096556
2013-01-18,4.0835953,4.0965314,4.0932393,4.0953903,4.1066914,4.100747,4.0917892
2013-01-20,4.101346,4.092405,4.098977,4.078635,4.0936513,4.0900774,4.0967746
2013-01-21,4.0845823,4.09777,4.0930653,4.13963,4.0934863,4.1034346,4.095331
2013-01-22,4.1003704,4.109307,4.086792,4.0939946,4.0972095,4.090025,4.092656
2013-01-23,4.099013,4.1075,4.092341,4.0935755,4.093144,4.0976543,4.075184
2013-01-24,4.0805974,4.080759,4.0981174,4.1061406,4.106676,4.1107264,4.09587
2013-01-25,4.115851,4.093326,4.113634,4.1004725,4.1013975,4.1039996,4.093406
2013-01-27,4.1107845,4.095711,4.110511,4.106799,4.105245,4.1075907,4.124026
2013-01-28,4.095001,4.091352,4.1125383,4.1145496,4.1212964,4.104157,4.102779
2013-01-29,4.1004047,4.1034837,4.0914254,4.1124196,4.119255,4.1253157,4.1195354
2013-01-30,4.1036677,4.1089907,4.1099625,4.10923,4.1072297,4.114442,4.109702
2013-01-31,4.09762,4.1020737,4.114719,4.1172757,4.1127577,4.1231017,4.117909
2013-02-01,4.109865,4.110955,4.118931,4.122637,4.105038,4.1240697,4.132605
2013-02-03,4.1232066,4.1143527,4.092505,4.1240983,4.113479,4.1254563,4.1225243
2013-02-04,4.098057,4.120763,4.1249027,4.1343136,4.1292524,4.1273475,4.1349506
2013-02-05,4.1292734,4.112759,4.1236615,4.1296988,4.1259828,4.1306663,4.15018
2013-02-06,4.124518,4.1225114,4.1198845,4.1284733,4.1310267,4.1470494,4.1460404
2013-02-07,4.137902,4.1183248,4.1112604,4.1443515,4.1417956,4.1385975,4.1571493
2013-02-08,4.1511374,4.1227856,4.135108,4.150763,4.150304,4.1792703,4.1579657
2013-02-10,4.134984,4.1427455,4.147962,4.141718,4.1541715,4.142773,4.1229067
2013-02-11,4.1305637,4.150422,4.1467247,4.152004,4.1555076,4.1636453,4.175034
2013-02-12,4.144747,4.1496077,4.159635,4.162678,4.142697,4.1502533,4.1706095
2013-02-13,4.1539426,4.1671376,4.14917,4.1462207,4.175268,4.1582246,4.1542883
2013-02-14,4.1523256,4.1587086,4.1641383,4.1649213,4.152071,4.180914,4.1632066
2013-02-15,4.1455183,4.148978,4.1700425,4.1468678,4.1583405,4.1620665,4.1691065
2013-02-17,4.150006,4.14742,4.1606774,4.1633406,4.1798053,4.1592994,4.1777167
2013-02-18,4.159267,4.159129,4.163125,4.1671486,4.152347,4.163266,4.1614404
2013-02-19,4.172586,4.178368,4.1385093,4.1789837,4.1624207,4.1582417,4.180712
2013-02-20,4.162762,4.1582437,4.1219544,4.17278,4.165028,4.1786594,4.1712976
2013-02-21,4.156894,4.1595397,4.1544476,4.1747904,4.1745596,4.172001,4.1620593
2013-02-22,4.17109,4.181052,4.181097,4.1623135,4.1647344,4.1813,4.1625023
2013-02-24,4.181059,4.178134,4.1747665,4.174401,4.17607,4.1769342,4.1698465
2013-02-25,4.175551,4.160355,4.170296,4.1747985,4.165697,4.1670513,4.1551456
2013-02-26,4.1731834,4.162682,4.1750937,4.170215,4.1702895,4.167131,4.163128
2013-02-27,4.1608996,4.159168,4.159434,4.1716948,4.1721478,4.1545706,4.177003
2013-02-28,4.1703563,4.15867,4.1740108,4.180082,4.171298,4.16852,4.164463
2013-03-01,4.1575875,4.165907,4.174854,4.15672,4.1655006,4.18129,4.1631126
2013-03-03,4.1574116,4.1684976,4.1691184,4.174034,4.166506,4.1696067,4.1643224
2013-03-04,4.170764,4.1677966,4.1725597,4.163204,4.1662564,4.1656036,4.1602683
2013-03-05,4.168366,4.1635957,4.1657586,4.16467,4.16848,4.1610336,4.162766
2013-03-06,4.177429,4.1654453,4.1731176,4.1564736,4.168258,4.1588497,4.159661
2013-03-07,4.1591887,4.175406,4.169181,4.166874,4.1638136,4.1593623,4.168908
2013-03-08,4.1730776,4.1720862,4.1726856,4.159413,4.167281,4.154548,4.1595507
2013-03-10,4.164119,4.166967,4.1637087,4.1624274,4.155149,4.1572914,4.1668053
2013-03-11,4.160822,4.173888,4.1692863,4.160472,4.164661,4.1509175,4.1568775
2013-03-12,4.167058,4.1670475,4.1636686,4.1549916,4.1563044,4.1522646,4.1587553
2013-03-13,4.169123,4.1566796,4.155916,4.1644263,4.1585913,4.1608686,4.159868
2013-03-14,4.1675406,4.155223,4.162412,4.16409,4.154575,4.1667495,4.155035
2013-03-15,4.1663127,4.159722,4.1580606,4.1629515,4.14342,4.167699,4.1467566
2013-03-17,4.1697893,4.165431,4.155307,4.1570196,4.1590075,4.156573,4.159813
2013-03-18,4.1607294,4.1604295,4.1790457,4.1638207,4.1526265,4.1504517,4.14367
2013-03-19,4.1601634,4.146483,4.152334,4.1470876,4.1655426,4.14721,4.1620064
2013-03-20,4.1649523,4.142743,4.1628666,4.1461687,4.1649675,4.1687007,4.159457
2013-03-21,4.1486773,4.1537704,4.1576905,4.1626525,4.155008,4.1493597,4.1499
2013-03-22,4.161663,4.1655197,4.144183,4.1461077,4.1596966,4.1586847,4.166199
2013-03-24,4.156111,4.1510744,4.1621265,4.1542745,4.1571627,4.1572623,4.1515574
2013-03-25,4.1451373,4.15343,4.1627736,4.157335,4.157484,4.160711,4.170231
2013-03-26,4.155941,4.156755,4.1715426,4.1585507,4.1609325,4.156767,4.1602635
2013-03-27,4.1440883,4.1582346,4.1563854,4.160604,4.1569924,4.1571255,4.1582546
2013-03-28,4.174968,4.1616488,4.1591215,4.1541967,4.157354,4.160983,4.160363
2013-03-31,4.146257,4.1600614,4.161129,4.167781,4.1612024,4.1565785,4.1581793
2013-04-01,4.159051,4.1574373,4.156108,4.1513376,4.1529913,4.1569786,4.1604457
2013-04-02,4.1516285,4.1589036,4.156098,4.160583,4.1611404,4.1622257,4.1680627
2013-04-03,4.169748,4.1601796,4.159228,4.1566944,4.160654,4.1473,4.152191
2013-04-04,4.16988,4.1572576,4.157756,4.1604586,4.1556315,4.1616426,4.1593113
2013-04-05,4.1591015,4.158896,4.159973,4.1557045,4.1483517,4.155014,4.1473618
2013-04-07,4.157806,4.1603174,4.1688023,4.1556683,4.150806,4.1692967,4.1504254
2013-04-08,4.1616626,4.1571207,4.1488094,4.147902,4.1513643,4.1514196,4.1579475
2013-04-09,4.155099,4.156682,4.1515174,4.15548,4.1571794,4.1419535,4.1562905
2013-04-10,4.1728745,4.154577,4.1570153,4.1579194,4.140353,4.1729164,4.143082
2013-04-11,4.162218,4.153659,4.1690226,4.145076,4.15692,4.1512833,4.1439953
2013-04-12,4.1544847,4.1478434,4.156377,4.148774,4.149675,4.1483827,4.148555
2013-04-14,4.1494637,4.151344,4.1493287,4.135402,4.1516914,4.149753,4.1587715
2013-04-15,4.150718,4.1473403,4.1505027,4.153045,4.1448073,4.15139,4.1441875
2013-04-16,4.1551704,4.1566963,4.153512,4.155501,4.151244,4.148176,4.1580997
2013-04-17,4.1560388,4.149254,4.1540103,4.144565,4.1755123,4.159151,4.137746
2013-04-18,4.148445,4.1488614,4.156617,4.1453166,4.149558,4.156003,4.1582007
2013-04-19,4.152148,4.142229,4.1537714,4.1397605,4.1351542,4.1438313,4.167918
2013-04-21,4.1520486,4.146871,4.1514363,4.1556325,4.1509824,4.1486344,4.145083
2013-04-22,4.1628685,4.134807,4.1453648,4.1456394,4.1563983,4.1426554,4.1449337
2013-04-23,4.1522446,4.1489573,4.1520524,4.151648,4.1396976,4.140247,4.160149
2013-04-24,4.143013,4.14812,4.146134,4.1496167,4.1593747,4.157737,4.148386
2013-04-25,4.155224,4.144132,4.1481543,4.1605887,4.135134,4.15898,4.141598
2013-04-26,4.156383,4.133888,4.162655,4.139942,4.1590242,4.135955,4.1636114
2013-04-28,4.157024,4.142539,4.134839,4.1621184,4.1354375,4.1626563,4.1430187
2013-04-29,4.1535587,4.1613812,4.1460977,4.168072,4.1469383,4.1588793,4.136861
2013-04-30,4.1386557,4.1301947,4.162605,4.1408386,4.155986,4.1440496,4.146885
2013-05-01,4.136201,4.1623206,4.1614127,4.151843,4.1452265,4.14839,4.158941
2013-05-02,4.154541,4.148405,4.148335,4.15923,4.1483693,4.1455464,4.1229453
2013-05-03,4.157144,4.1597114,4.146517,4.1498175,4.145447,4.145608,4.1493635
2013-05-05,4.151889,4.1599197,4.143328,4.136989,4.150117,4.138449,4.1353602
2013-05-06,4.1586847,4.145817,4.157139,4.1434083,4.1477065,4.1420484,4.149538
2013-05-07,4.1436563,4.144841,4.1099825,4.134339,4.1499434,4.1415534,4.1353908
2013-05-08,4.1470265,4.143576,4.150088,4.1323624,4.1378465,4.1368713,4.1450624
2013-05-09,4.125479,4.1393776,4.1435404,4.1458354,4.1597643,4.120774,4.1346955
2013-05-10,4.145372,4.1394725,4.148647,4.1484222,4.1316304,4.137015,4.1505375
2013-05-12,4.1384554,4.1357384,4.1341925,4.137621,4.1394987,4.1490293,4.1317644
2013-05-13,4.153595,4.1560555,4.136073,4.1291766,4.1490865,4.132354,4.1417985
2013-05-14,4.1411986,4.1581273,4.1453104,4.134388,4.1418405,4.1544414,4.1406364
2013-05-15,4.152068,4.1359444,4.153038,4.1287575,4.138007,4.142685,4.136325
2013-05-16,4.1572165,4.152907,4.1523995,4.1444945,4.1463385,4.135784,4.1415944
2013-05-17,4.137162,4.1363535,4.1323147,4.1529636,4.155059,4.133663,4.144768
2013-05-19,4.1427712,4.1361547,4.138141,4.1382036,4.1334767,4.12928,4.146955
2013-05-20,4.1511974,4.1507745,4.15049,4.1333933,4.1523952,4.152624,4.161119
2013-05-21,4.1421,4.140441,4.1453075,4.1469665,4.1329327,4.13744,4.1697807
2013-05-22,4.1515355,4.14567,4.1500826,4.1515884,4.149377,4.144067,4.147787
2013-05-23,4.1441226,4.144703,4.1437526,4.171956,4.154115,4.149293,4.140824
2013-05-24,4.1453824,4.145746,4.146334,4.154243,4.159094,4.146368,4.1571174
2013-05-26,4.1445107,4.167063,4.149681,4.1489472,4.1513925,4.151395,4.1258025
2013-05-27,4.1250453,4.147019,4.1416917,4.167039,4.1460166,4.1274147,4.158953
2013-05-28,4.165942,4.14839,4.1537538,4.157186,4.1707783,4.1616864,4.1614027
2013-05-29,4.1490273,4.1446834,4.1590185,4.1598973,4.152061,4.152157,4.1664624
2013-05-30,4.155618,4.1672077,4.1590734,4.1644545,4.183369,4.1636376,4.1694303
2013-05-31,4.1527767,4.1483736,4.1453786,4.160499,4.1503587,4.165072,4.161302
2013-06-02,4.1547227,4.15268,4.162604,4.1635013,4.1702485,4.1664963,4.179902
2013-06-03,4.1592817,4.1564574,4.1633835,4.1629076,4.169405,4.170561,4.1826506
2013-06-04,4.1692004,4.1625733,4.169977,4.1722107,4.171404,4.177099,4.1641994
2013-06-05,4.1674185,4.1838145,4.1755123,4.1696076,4.17019,4.1771383,4.1751003
2013-06-06,4.161862,4.1735187,4.1842165,4.1850348,4.16775,4.1827073,4.1915627
2013-06-07,4.1673107,4.1818147,4.168533,4.1621695,4.170432,4.1883693,4.188908
2013-06-09,4.17564,4.183143,4.1713934,4.1914434,4.1761403,4.1736326,4.193674
2013-06-10,4.1812663,4.178054,4.180613,4.1948338,4.1708207,4.1829233,4.207845
2013-06-11,4.175184,4.1786118,4.179942,4.1839023,4.1857786,4.1897597,4.1908116
2013-06-12,4.192582,4.193631,4.1987596,4.196914,4.200632,4.19328,4.2057486
2013-06-13,4.1902285,4.1927547,4.188359,4.1995077,4.2106147,4.2174773,4.2066846
2013-06-14,4.18154,4.1930146,4.199009,4.2071953,4.191598,4.2167926,4.230456
2013-06-16,4.1882367,4.197643,4.1988754,4.197035,4.205838,4.2211,4.2282557
2013-06-17,4.2025495,4.2000704,4.223227,4.2156167,4.223337,4.23236,4.2339034
2013-06-18,4.1916637,4.1814685,4.2044015,4.2153115,4.2281513,4.2221923,4.223601
2013-06-19,4.2041893,4.222342,4.21978,4.228493,4.2477674,4.2317452,4.2553644
2013-06-20,4.234207,4.2345486,4.232802,4.2411795,4.2339544,4.2420964,4.2397523
2013-06-21,4.2282763,4.2287726,4.2120895,4.2445765,4.244927,4.243227,4.2309422
2013-06-23,4.2323976,4.223954,4.248225,4.252184,4.2502503,4.2130995,4.2719646
2013-06-24,4.2340813,4.2407045,4.2274117,4.2502227,4.263004,4.2590733,4.26478
2013-06-25,4.234065,4.239353,4.251778,4.2694545,4.2601647,4.2544575,4.250812
2013-06-26,4.230517,4.256656,4.2509274,4.258548,4.249967,4.277045,4.261876
2013-06-27,4.2339745,4.243037,4.2735095,4.253126,4.264088,4.283658,4.2668567
2013-06-28,4.2493405,4.2371683,4.2541027,4.25418,4.240385,4.2728257,4.263772
2013-06-30,4.2320957,4.2578025,4.2513065,4.257234,4.2730975,4.2598834,4.267037
2013-07-01,4.262796,4.259691,4.270683,4.249306,4.2628984,4.265974,4.2733817
2013-07-02,4.260842,4.2615247,4.2566786,4.257082,4.2659674,4.279983,4.272678
2013-07-03,4.252316,4.25353,4.2661095,4.2578936,4.2577715,4.2793813,4.2875743
2013-07-04,4.2630177,4.262673,4.279774,4.276878,4.2894554,4.288259,4.278982
2013-07-05,4.2828565,4.272561,4.2747765,4.274463,4.283364,4.274073,4.290425
2013-07-07,4.2640357,4.292944,4.289124,4.292495,4.284028,4.2886744,4.291248
2013-07-08,4.274881,4.2750745,4.269831,4.281291,4.2979755,4.2924194,4.2887263
2013-07-09,4.275345,4.2914124,4.2870994,4.29291,4.2929616,4.304086,4.301362
2013-07-10,4.2733145,4.273737,4.2833347,4.2946873,4.29402,4.2972736,4.2969112
2013-07-11,4.277139,4.299393,4.29378,4.29601,4.3072457,4.2960615,4.3003554
2013-07-12,4.2855234,4.2873197,4.292099,4.297035,4.300451,4.296025,4.296519
2013-07-14,4.2932177,4.295158,4.2981462,4.291154,4.2955275,4.295985,4.300502
2013-07-15,4.2926936,4.3049593,4.3028207,4.3061724,4.3046184,4.295945,4.2963777
2013-07-16,4.290679,4.3151717,4.2997255,4.298962,4.321297,4.295907,4.300654
2013-07-17,4.308887,4.2783017,4.29683,4.297847,4.3001623,4.295867,4.29623
2013-07-18,4.3068466,4.314789,4.2924824,4.3012705,4.29679,4.295828,4.3008122
2013-07-19,4.30802,4.3013487,4.284604,4.300642,4.3028264,4.295782,4.296068
2013-07-21,4.2899313,4.305152,4.3109207,4.29394,4.299234,4.295735,4.3009768
2013-07-22,4.3010173,4.2985044,4.302878,4.3015924,4.304436,4.2956867,4.295894
2013-07-23,4.3023,4.2936397,4.313807,4.3008933,4.309031,4.2956367,4.30115
2013-07-24,4.2837076,4.3057103,4.2865,4.2934327,4.3003855,4.2955832,4.2957106
2013-07-25,4.2802467,4.298381,4.289822,4.301948,4.2908554,4.2955327,4.301334
2013-07-26,4.2951775,4.2903643,4.3025994,4.3011694,4.300617,4.295479,4.2955165
2013-07-28,4.310491,4.3091908,4.306296,4.2928743,4.3025312,4.2954245,4.301531
2013-07-29,4.3168817,4.2919617,4.3008313,4.3023376,4.300488,4.29537,4.2959056
2013-07-30,4.306479,4.3044744,4.3115234,4.3014708,4.2896953,4.3044977,4.2946773
2013-07-31,4.2949533,4.2969055,4.297307,4.2922616,4.288991,4.3169794,4.26692
2013-08-01,4.2931356,4.2981057,4.303302,4.2902093,4.2902555,4.2833247,4.2588677
2013-08-02,4.297154,4.296614,4.2945304,4.2891097,4.2745304,4.264045,4.249137
2013-08-04,4.2990966,4.299893,4.2899265,4.2577896,4.2682824,4.2695284,4.2500877
2013-08-05,4.288456,4.2863483,4.274607,4.24783,4.23849,4.2413344,4.253837
2013-08-06,4.29387,4.273123,4.274951,4.2925906,4.2582936,4.2458744,4.239008
2013-08-07,4.2691936,4.257705,4.2533383,4.25211,4.2378335,4.2487674,4.24602
2013-08-08,4.261921,4.2437615,4.2579417,4.248164,4.254162,4.248762,4.246386
2013-08-09,4.2742977,4.2077575,4.2604046,4.239921,4.243162,4.2260776,4.2396736
2013-08-11,4.2308483,4.2381043,4.2564054,4.245199,4.233767,4.246386,4.252529
2013-08-12,4.2583585,4.239594,4.2457943,4.2426624,4.230019,4.2331963,4.22946
2013-08-13,4.2468615,4.2413945,4.2488155,4.223311,4.2327833,4.2432637,4.244297
2013-08-14,4.24708,4.227256,4.2436786,4.239143,4.2376833,4.249233,4.2290382
2013-08-15,4.2304964,4.2384562,4.229005,4.2422447,4.2822413,4.2279344,4.242407
2013-08-16,4.2354345,4.2366476,4.217664,4.2317924,4.219875,4.21927,4.259787
2013-08-18,4.235694,4.2236032,4.234662,4.226124,4.2375393,4.238994,4.219508
2013-08-19,4.2386775,4.230847,4.231325,4.2288327,4.2285933,4.2362905,4.2310553
2013-08-20,4.2318163,4.2251186,4.226075,4.1977396,4.2292595,4.2341094,4.226745
2013-08-21,4.227309,4.2188196,4.241085,4.2281923,4.2325835,4.2320814,4.237603
2013-08-22,4.2489023,4.2206593,4.2339673,4.226536,4.2291913,4.2231936,4.2211485
2013-08-23,4.228723,4.2309523,4.2311587,4.2241406,4.2183676,4.2229476,4.2258134
2013-08-25,4.2441683,4.229457,4.226209,4.2426696,4.234175,4.224877,4.2380404
2013-08-26,4.224331,4.239275,4.2543836,4.2305903,4.2427015,4.2262907,4.221637
2013-08-27,4.223319,4.2225385,4.2192826,4.224365,4.2218676,4.220564,4.226286
2013-08-28,4.240063,4.222561,4.2365212,4.2122264,4.234692,4.2382855,4.237476
2013-08-29,4.224459,4.2366676,4.2231073,4.242335,4.2290907,4.220386,4.2079434
2013-08-30,4.2205257,4.2244153,4.227114,4.229703,4.2054276,4.2415395,4.248553
2013-09-01,4.2406664,4.2334867,4.236197,4.2372847,4.227221,4.229417,4.2208667
2013-09-02,4.225312,4.237083,4.2237463,4.22243,4.2448807,4.226576,4.2161994
2013-09-03,4.224555,4.237326,4.228741,4.225083,4.225645,4.2176447,4.2293935
2013-09-04,4.2259445,4.2210336,4.243964,4.2402587,4.235592,4.242615,4.236939
2013-09-05,4.2275248,4.2410045,4.231681,4.2419853,4.2396407,4.236557,4.2361403
2013-09-06,4.2545013,4.232774,4.2550507,4.2448955,4.237094,4.2402415,4.242996
2013-09-08,4.234011,4.2356462,4.2298617,4.236006,4.2389145,4.243473,4.239874
2013-09-09,4.2293777,4.244565,4.238337,4.2444086,4.239708,4.2357826,4.2348065
2013-09-10,4.2323575,4.234436,4.2371383,4.2411118,4.23701,4.2386847,4.230956
2013-09-11,4.240573,4.2395825,4.241883,4.2539415,4.239504,4.229105,4.2376847
2013-09-12,4.244721,4.2418694,4.237481,4.232659,4.2338233,4.228922,4.2279024
2013-09-13,4.241545,4.236044,4.2413106,4.2345705,4.2395062,4.2356367,4.23818
2013-09-15,4.235203,4.2382755,4.22965,4.2355504,4.2300773,4.2363396,4.2366047
2013-09-16,4.229329,4.2360144,4.2306137,4.2375464,4.2328386,4.2324476,4.230962
2013-09-17,4.240507,4.228975,4.2304306,4.23051,4.236101,4.229578,4.2415614
2013-09-18,4.233989,4.233925,4.2264724,4.2258205,4.2298574,4.239035,4.217135
2013-09-19,4.2341475,4.229378,4.226515,4.235429,4.232885,4.2251267,4.230797
2013-09-20,4.2294407,4.2196007,4.237086,4.2359414,4.2364554,4.225289,4.234136
2013-09-22,4.23327,4.230772,4.2381883,4.236329,4.22962,4.2365007,4.247882
2013-09-23,4.2386127,4.238663,4.2304654,4.230233,4.232931,4.2250147,4.2254
2013-09-24,4.225197,4.2265882,4.2312107,4.233014,4.2368264,4.246525,4.2302995
2013-09-25,4.226869,4.241919,4.2322664,4.232224,4.2293744,4.2415767,4.240025
2013-09-26,4.227571,4.2399206,4.222879,4.2439556,4.232288,4.201608,4.250743
2013-09-27,4.2362127,4.2500925,4.241967,4.218262,4.22691,4.251114,4.2167573
2013-09-29,4.242785,4.247519,4.2494116,4.22807,4.22897,4.2386227,4.2187157
2013-09-30,4.252349,4.227158,4.226215,4.2338567,4.2572465,4.236288,4.239772
2013-10-01,4.2424545,4.243658,4.2414966,4.2364235,4.244955,4.2345853,4.2308984
2013-10-02,4.2465205,4.228151,4.2411284,4.2364035,4.2211237,4.2138,4.234927
2013-10-03,4.2365246,4.2373233,4.2294397,4.205603,4.2301874,4.218621,4.2509866
2013-10-04,4.2383394,4.20433,4.2323456,4.22209,4.2404833,4.255543,4.2238135
2013-10-06,4.23691,4.226227,4.225488,4.217645,4.2225056,4.2502165,4.220741
2013-10-07,4.216752,4.229794,4.227583,4.2261434,4.221692,4.2190094,4.2472763
2013-10-08,4.2294044,4.216331,4.224365,4.2279086,4.221682,4.2171955,4.2256074
2013-10-09,4.2142205,4.226658,4.2142315,4.221071,4.2219143,4.2106886,4.2189717
2013-10-10,4.2226424,4.2284055,4.239541,4.2356176,4.228362,4.222134,4.2220964
2013-10-11,4.2197285,4.2197647,4.2342553,4.2248974,4.220669,4.2177896,4.2158318
2013-10-13,4.246401,4.2462764,4.2121515,4.2229824,4.215175,4.207221,4.209737
2013-10-14,4.2166786,4.212772,4.2120786,4.2168393,4.2167063,4.206705,4.208265
2013-10-15,4.214051,4.2219934,4.2144465,4.2146473,4.2111135,4.2086616,4.1896315
2013-10-16,4.2208447,4.20978,4.2132463,4.20841,4.1965,4.204412,4.195361
2013-10-17,4.2075925,4.217571,4.215246,4.2058573,4.2142115,4.214721,4.205751
2013-10-18,4.213697,4.2134457,4.196566,4.214051,4.1914806,4.2024283,4.207444
2013-10-20,4.2118654,4.2073193,4.1965127,4.1945143,4.2113857,4.2001095,4.199341
2013-10-21,4.208425,4.21055,4.221039,4.199333,4.1983337,4.197796,4.201191
2013-10-22,4.196337,4.196703,4.2028246,4.204002,4.2054567,4.208785,4.1933126
2013-10-23,4.212557,4.2096167,4.206662,4.200434,4.199365,4.18082,4.1941495
2013-10-24,4.2038774,4.20291,4.1906466,4.1987853,4.1976924,4.203522,4.194978
2013-10-25,4.2064347,4.2076635,4.1892366,4.201534,4.1967134,4.195404,4.190693
2013-10-27,4.2059145,4.198393,4.1885004,4.198806,4.2166367,4.1904106,4.199226
2013-10-28,4.1956778,4.1941304,4.197701,4.193769,4.191722,4.1896157,4.1888976
2013-10-29,4.2033,4.195834,4.1812553,4.1883664,4.19016,4.2233496,4.188058
2013-10-30,4.205337,4.1929784,4.2015753,4.1864204,4.18857,4.195505,4.189507
2013-10-31,4.1905355,4.1952057,4.190305,4.192476,4.191706,4.197431,4.1983905
2013-11-01,4.1910477,4.198044,4.191179,4.1952405,4.1732965,4.1877527,4.19983
2013-11-03,4.1718626,4.18528,4.188516,4.196429,4.1846247,4.189494,4.1902156
2013-11-04,4.167005,4.1843004,4.185199,4.191626,4.1842422,4.1944284,4.170523
2013-11-05,4.2126775,4.191948,4.2072687,4.205041,4.1789184,4.1984363,4.1711583
2013-11-06,4.1953197,4.195905,4.1994324,4.2024884,4.1691427,4.1913605,4.2170386
2013-11-07,4.1950345,4.1770816,4.1838717,4.1623697,4.188496,4.185327,4.1844063
2013-11-08,4.177794,4.191462,4.189031,4.1674814,4.188016,4.1739726,4.1904573
2013-11-10,4.170536,4.1950126,4.1899037,4.192278,4.171654,4.1887827,4.1934924
2013-11-11,4.1921625,4.164045,4.173142,4.193893,4.182915,4.1682,4.1735015
2013-11-12,4.1743155,4.195588,4.172508,4.177352,4.1909204,4.200206,4.2027626
2013-11-13,4.1812563,4.1971273,4.172821,4.181882,4.190545,4.173463,4.166853
2013-11-14,4.1922746,4.1712074,4.170944,4.2067375,4.1988673,4.1979804,4.2070084
2013-11-15,4.192295,4.172186,4.2070026,4.166664,4.205977,4.1816096,4.1803446
2013-11-17,4.171797,4.200123,4.1617727,4.2034273,4.16441,4.1823707,4.1867537
2013-11-18,4.1934104,4.174135,4.200253,4.171712,4.167818,4.1863933,4.1738324
2013-11-19,4.162752,4.194513,4.18149,4.1971116,4.1855273,4.1817384,4.2074
2013-11-20,4.1561775,4.174401,4.1820745,4.1888328,4.172804,4.180488,4.172173
2013-11-21,4.2018538,4.182903,4.183976,4.1839027,4.1990404,4.200413,4.197262
2013-11-22,4.1729345,4.1836395,4.173826,4.1796274,4.172336,4.173488,4.1771946
2013-11-24,4.1992774,4.1885514,4.1624966,4.1803493,4.19754,4.1874447,4.1824
2013-11-25,4.1824565,4.179515,4.1965985,4.1991334,4.178916,4.1905646,4.1907725
2013-11-26,4.1827483,4.201027,4.171962,4.1712656,4.1898603,4.1842895,4.182214
2013-11-27,4.1784134,4.1731815,4.1995225,4.183897,4.189765,4.1796765,4.183096
2013-11-28,4.183333,4.195944,4.183954,4.18373,4.1861835,4.193637,4.1880774
2013-11-29,4.179605,4.1825128,4.183518,4.176291,4.1802197,4.1841273,4.1872234
2013-12-01,4.185428,4.1788807,4.1848645,4.1900206,4.186184,4.1868353,4.187621
2013-12-02,4.1798334,4.1851296,4.1843123,4.186502,4.195735,4.1898265,4.192833
2013-12-03,4.186169,4.189707,4.181001,4.196485,4.1937485,4.1896596,4.1969414
2013-12-04,4.1957574,4.1956296,4.1859927,4.18578,4.1858377,4.1899037,4.1971574
2013-12-05,4.1831646,4.1868076,4.1884193,4.1904693,4.192296,4.18967,4.192517
2013-12-06,4.191196,4.191947,4.1816983,4.1846623,4.181702,4.18993,4.179645
2013-12-08,4.197244,4.1793656,4.192308,4.192352,4.1941757,4.189679,4.1882
2013-12-09,4.2036595,4.192943,4.1878333,4.1876116,4.1832924,4.1899576,4.178248
2013-12-10,4.1902466,4.190323,4.194075,4.188519,4.1967583,4.1896887,4.190336
2013-12-11,4.196404,4.193017,4.182112,4.1854753,4.1967373,4.1695127,4.187997
2013-12-12,4.176042,4.1908746,4.2012854,4.183246,4.190252,4.1756606,4.1839266
2013-12-13,4.193755,4.185113,4.189679,4.187278,4.17912,4.193113,4.1853347
2013-12-15,4.1936283,4.189837,4.1880684,4.1895123,4.184634,4.1886806,4.189273
2013-12-16,4.199842,4.18856,4.191643,4.197743,4.1953077,4.1843276,4.1867485
