,NZDJPY,NZDJPY,NZDJPY,NZDJPY,NZDJPY,NZDJPY,NZDJPY
2012-02-07,61.090294,61.158062,61.419132,61.722507,61.726643,61.91643,62.07585
2012-02-08,61.151337,61.409138,61.715446,61.73098,61.96579,62.02922,62.3779
2012-02-09,61.409843,61.712578,61.733196,61.97422,62.063244,62.364723,62.626297
2012-02-10,61.742588,61.72128,61.923653,62.05056,62.362198,62.65072,62.716602
2012-02-12,61.73435,61.935875,62.055664,62.361004,62.60076,62.78044,62.950382
2012-02-13,61.930458,62.057323,62.379868,62.652973,62.77733,62.95264,63.0159
2012-02-14,62.09043,62.33936,62.63669,62.749996,62.95393,63.04895,63.22416
2012-02-15,62.350117,62.604687,62.80514,62.98257,63.01962,63.163696,63.25712
2012-02-16,62.657207,62.802,62.95852,63.002903,63.235153,63.200657,63.259487
2012-02-17,62.770603,62.96848,63.02306,63.217075,63.24259,63.264347,63.412872
2012-02-19,62.986538,63.030323,63.213318,63.244564,63.28071,63.461926,63.554382
2012-02-20,63.04508,63.174885,63.28076,63.26535,63.37576,63.56753,63.657654
2012-02-21,63.21584,63.221684,63.27821,63.44501,63.5858,63.682014,63.75077
2012-02-22,63.244354,63.376728,63.402603,63.563663,63.703728,63.724983,63.792965
2012-02-23,63.305847,63.447296,63.545883,63.674026,63.72488,63.75341,64.11457
2012-02-24,63.44909,63.562084,63.67963,63.701607,63.731575,64.1229,64.29539
2012-02-26,63.539764,63.64543,63.855328,63.812103,64.15918,64.32124,64.30602
2012-02-27,63.664238,63.7497,63.719402,64.102615,64.2671,64.33665,64.522064
2012-02-28,63.750137,63.8161,64.14358,64.26988,64.319275,64.50436,64.54712
2012-02-29,63.7894,64.13834,64.28681,64.38169,64.48512,64.57642,64.68453
2012-03-01,64.1233,64.25859,64.376915,64.51246,64.731224,64.670265,65.17423
2012-03-02,64.24587,64.403595,64.50162,64.59598,64.7151,65.12739,65.48158
2012-03-04,64.376884,64.48914,64.59423,64.72698,65.12933,65.51991,65.51012
2012-03-05,64.48125,64.57857,64.66351,65.06504,65.4826,65.59842,65.86076
2012-03-06,64.621315,64.710106,65.09989,65.44386,65.44271,65.79851,66.11578
2012-03-07,64.76333,65.07454,65.45174,65.45793,65.82283,66.17486,66.19646
2012-03-08,65.081635,65.492195,65.548,65.832405,66.1218,66.21537,66.548134
2012-03-09,65.41978,65.444855,65.83216,66.13699,66.214294,66.55648,66.593834
2012-03-11,65.51968,65.8243,66.179726,66.151535,66.55433,66.6093,66.72495
2012-03-12,65.81686,66.12252,66.148674,66.58043,66.60457,66.760345,66.86892
2012-03-13,66.14059,66.21276,66.57914,66.58745,66.7473,66.824646,66.897896
2012-03-14,66.1571,66.54108,66.59161,66.729576,66.79889,66.88717,66.95509
2012-03-15,66.58192,66.60824,66.71991,66.774734,66.87022,66.96322,67.22791
2012-03-16,66.60051,66.76135,66.829666,66.88017,66.91422,67.24838,67.29656
2012-03-18,66.780785,66.80026,66.89231,67.01219,67.19204,67.3036,67.24925
2012-03-19,66.835915,66.863235,66.9359,67.165306,67.230034,67.308914,67.276474
2012-03-20,66.87984,66.94586,67.165535,67.262856,67.2558,67.23808,67.32144
2012-03-21,67.03612,67.189995,67.27793,67.28735,67.31145,67.34693,67.45184
2012-03-22,67.1197,67.24845,67.28714,67.28251,67.34811,67.46414,67.497826
2012-03-23,67.265976,67.28589,67.26015,67.3566,67.41492,67.49008,67.47999
2012-03-25,67.25994,67.24381,67.366745,67.39453,67.53072,67.49126,67.51547
2012-03-26,67.29224,67.316025,67.476875,67.51428,67.51266,67.48048,67.56823
2012-03-27,67.38643,67.39474,67.4082,67.50167,67.487625,67.55246,67.56008
2012-03-28,67.49125,67.470856,67.528465,67.508545,67.52153,67.5456,67.5956
2012-03-29,67.469345,67.51572,67.52858,67.50383,67.52913,67.55904,67.59248
2012-03-30,67.49934,67.51711,67.52866,67.547714,67.6587,67.59535,67.61343
2012-04-01,67.53657,67.51705,67.4994,67.5556,67.62112,67.61792,67.60818
2012-04-02,67.591225,67.57491,67.55179,67.60539,67.605675,67.61209,67.652145
2012-04-03,67.53374,67.56061,67.631256,67.60097,67.62154,67.60813,67.5983
2012-04-04,67.62126,67.634674,67.55764,67.62784,67.60528,67.60024,67.57703
2012-04-05,67.59406,67.61974,67.61856,67.61852,67.62194,67.57216,67.53323
2012-04-08,67.61781,67.57217,67.61362,67.58108,67.57225,67.59891,67.51701
2012-04-09,67.61105,67.659424,67.61028,67.59706,67.585106,67.488235,67.514534
2012-04-10,67.5803,67.56032,67.6134,67.574425,67.54954,67.51486,67.46647
2012-04-11,67.60816,67.59855,67.567184,67.544846,67.51472,67.498184,67.35397
2012-04-12,67.60978,67.53466,67.567,67.53498,67.43577,67.33822,67.26325
2012-04-13,67.62047,67.51293,67.52542,67.46453,67.364716,67.292564,67.2693
2012-04-15,67.548035,67.46066,67.50531,67.384254,67.2896,67.25395,67.25159
2012-04-16,67.53555,67.4801,67.33713,67.22235,67.243095,67.23543,67.29873
2012-04-17,67.447426,67.33172,67.294624,67.32408,67.26537,67.26301,67.276505
2012-04-18,67.33418,67.2761,67.3151,67.24443,67.2806,67.23946,67.19103
2012-04-19,67.25174,67.27054,67.26249,67.26174,67.273056,67.2133,67.22461
2012-04-20,67.29042,67.30024,67.24359,67.3164,67.235275,67.142044,67.15446
2012-04-22,67.27199,67.25388,67.30161,67.297585,67.17472,67.15677,67.11419
2012-04-23,67.28948,67.27801,67.20617,67.14356,67.15952,67.09047,66.99555
2012-04-24,67.26541,67.240944,67.15237,67.18341,67.033676,66.95858,66.92138
2012-04-25,67.21061,67.18072,67.206345,67.0616,67.00397,66.95967,66.81681
2012-04-26,67.26469,67.14167,67.10179,66.97434,66.98588,66.829605,66.7442
2012-04-27,67.13599,67.07714,67.01478,66.949005,66.814224,66.75148,66.580956
2012-04-29,67.04867,66.99823,66.950294,66.803955,66.75501,66.633224,66.538414
2012-04-30,67.01477,66.95382,66.80283,66.77251,66.54817,66.548515,66.50641
2012-05-01,66.96875,66.83043,66.77375,66.56345,66.51375,66.54854,66.53649
2012-05-02,66.78115,66.749275,66.54424,66.52074,66.561615,66.56104,66.44682
2012-05-03,66.77673,66.58087,66.57913,66.53589,66.49181,66.479294,66.47726
2012-05-04,66.539635,66.57478,66.53442,66.48301,66.455826,66.47769,66.247345
2012-05-06,66.568855,66.5157,66.53454,66.45819,66.375015,66.24769,66.15574
2012-05-07,66.50664,66.5031,66.46799,66.45928,66.22608,66.19058,66.131035
2012-05-08,66.50534,66.442055,66.42934,66.24188,66.1848,66.15455,66.06477
2012-05-09,66.46518,66.46215,66.24793,66.15963,66.13509,66.072075,66.06175
2012-05-10,66.48385,66.23724,66.158714,66.125916,66.07712,66.01745,66.020805
2012-05-11,66.198044,66.19746,66.11434,66.05687,65.96652,65.974335,65.99893
2012-05-13,66.17704,66.15165,66.063354,65.99744,65.9368,65.95465,65.935425
2012-05-14,66.14308,66.04647,65.99608,66.036026,65.94359,65.97693,65.89277
2012-05-15,66.059074,66.06616,65.98318,65.97333,65.96004,65.901276,65.866745
2012-05-16,66.09996,65.9529,65.99312,65.92866,65.91712,65.878204,65.46655
2012-05-17,65.98898,65.94022,66.00024,65.89424,65.89497,65.47193,65.1363
2012-05-18,65.91319,65.97422,65.920616,65.84939,65.48207,65.126076,64.98819
2012-05-20,65.89864,65.88261,65.81584,65.480446,65.13086,64.993286,64.34338
2012-05-21,65.90306,65.86833,65.46949,65.137764,64.98663,64.355156,63.794014
2012-05-22,65.86032,65.43884,65.14438,64.98732,64.379715,63.776363,63.48684
2012-05-23,65.437515,65.11479,64.952576,64.42612,63.800053,63.46661,63.22119
2012-05-24,65.14194,64.990395,64.335686,63.779636,63.44283,63.21971,62.97932
2012-05-25,64.972145,64.35148,63.786633,63.47424,63.222008,62.914894,62.73544
2012-05-27,64.35799,63.80855,63.468346,63.1948,62.97399,62.71386,62.669846
2012-05-28,63.757683,63.494835,63.257126,62.931118,62.741695,62.615242,62.497795
2012-05-29,63.46303,63.185795,62.955887,62.731907,62.63247,62.521862,62.48226
2012-05-30,63.16861,62.972843,62.729584,62.60436,62.423008,62.431366,62.14058
2012-05-31,62.93296,62.72517,62.645294,62.51349,62.50144,62.16214,61.860287
2012-06-01,62.726128,62.630764,62.51588,62.5173,62.156006,61.884346,61.517082
2012-06-03,62.61609,62.476913,62.46441,62.11823,61.87784,61.506844,61.139572
2012-06-04,62.517544,62.423008,62.14032,61.86712,61.478264,61.16328,60.938004
2012-06-05,62.493435,62.130795,61.86594,61.479538,61.15001,60.96156,60.95643
2012-06-06,62.16034,61.847473,61.49438,61.154648,60.965675,60.930218,60.94204
2012-06-07,61.841137,61.52962,61.168808,60.918613,60.93029,60.938656,60.937428
2012-06-08,61.47424,61.18936,60.92215,60.940983,60.970284,60.944206,60.956947
2012-06-10,61.20712,61.013546,60.929386,60.966507,60.966446,60.955242,60.943886
2012-06-11,60.896275,61.01662,60.94348,60.920235,60.928974,60.962765,60.977783
2012-06-12,60.921093,60.950726,60.95589,60.945213,60.97113,60.92882,60.92466
2012-06-13,60.975044,60.86228,60.962574,60.9323,60.967148,60.938004,60.95231
2012-06-14,60.949314,60.85916,60.975212,60.965153,60.92797,60.944195,60.941444
2012-06-15,60.893555,60.928833,60.95145,60.946434,60.972084,60.956146,60.936337
2012-06-17,60.920315,61.021893,60.91781,60.940628,60.96789,60.964256,60.918995
2012-06-18,60.97792,61.02508,60.927856,60.933292,60.927124,60.9279,60.95082
2012-06-19,60.950417,60.952168,60.94752,60.969574,60.972973,60.937744,60.984333
2012-06-20,60.891144,60.855015,60.919014,60.96929,60.96854,60.944275,60.932137
2012-06-21,60.91953,60.851925,60.92749,60.917004,60.926304,60.95689,60.958954
2012-06-22,60.98043,60.928104,60.944084,60.912495,60.97375,60.96545,60.943863
2012-06-24,60.95134,61.0291,60.958347,60.946865,60.96919,60.927105,60.98297
2012-06-25,60.8891,61.03222,60.96588,60.91186,60.925674,60.9375,61.179882
2012-06-26,60.919067,60.953438,60.980198,60.96742,60.974545,61.221874,61.36455
2012-06-27,60.98288,60.849285,60.953197,60.969162,61.21868,61.393955,61.63447
2012-06-28,60.952507,60.846355,60.91537,61.219933,61.34099,61.614426,61.747505
2012-06-29,60.88775,60.92785,61.194122,61.328495,61.609318,61.756718,61.84683
2012-07-01,60.918957,61.191235,61.39495,61.63575,61.781727,61.809418,61.849907
2012-07-02,61.18737,61.37154,61.60742,61.752296,61.749973,61.84865,61.94137
2012-07-03,61.368088,61.628155,61.71954,61.816048,61.932404,61.94669,62.646847
2012-07-04,61.656322,61.630405,61.762253,61.891357,61.860943,62.568638,62.613052
2012-07-05,61.75616,61.818165,61.91029,61.915085,62.611282,62.597717,62.62875
2012-07-06,61.827923,61.799736,61.899162,62.545006,62.624146,62.673683,62.7575
2012-07-08,61.85814,61.930206,62.592987,62.63323,62.63868,62.818542,62.789406
2012-07-09,61.942497,62.39324,62.580933,62.65194,62.803238,62.750046,62.813583
2012-07-10,62.588833,62.65035,62.63027,62.755177,62.697502,62.756325,62.815292
2012-07-11,62.625443,62.671055,62.761887,62.788532,62.820618,62.839485,62.807648
2012-07-12,62.658165,62.726204,62.75721,62.71329,62.85309,62.84614,62.85477
2012-07-13,62.7569,62.766075,62.77113,62.771477,62.841656,62.85426,62.91112
2012-07-15,62.789017,62.826572,62.806717,62.801327,62.849953,62.948154,62.978683
2012-07-16,62.792534,62.82562,62.819473,62.83816,62.88087,63.003094,62.95931
2012-07-17,62.78202,62.839222,62.870872,62.8845,62.992138,62.983894,62.966335
2012-07-18,62.816544,62.8759,62.943325,62.937176,62.987816,62.94152,62.97013
2012-07-19,62.861946,62.920345,62.986244,62.98532,62.97003,62.96177,62.972176
2012-07-20,62.918613,62.95464,62.996445,62.99575,62.997932,63.006306,62.973274
2012-07-22,62.999813,62.944393,62.94701,62.945187,62.97806,62.985035,62.981174
2012-07-23,62.938915,62.99449,62.93636,62.934307,62.996155,62.938396,62.96138
2012-07-24,62.96351,63.00528,62.988182,62.987206,62.937935,62.99142,63.025562
2012-07-25,62.95797,62.952866,62.999302,62.998535,63.042137,63.091007,63.09851
2012-07-26,62.966576,62.941643,62.94518,63.02692,63.016945,63.076595,63.138493
2012-07-27,62.988388,62.9964,63.00872,63.05807,63.06738,63.151485,63.11607
2012-07-29,62.984116,63.046604,63.05657,63.09191,63.10703,63.113052,63.136497
2012-07-30,63.06848,63.06119,63.054077,63.074303,63.136772,63.124134,63.115715
2012-07-31,63.079792,63.013336,63.10518,63.10102,63.109303,63.11302,63.158245
2012-08-01,63.03967,63.103443,63.127243,63.153515,63.112904,63.124462,63.127556
2012-08-02,63.10062,63.131157,63.13137,63.177982,63.13441,63.112686,63.2262
2012-08-03,63.14393,63.124546,63.09962,63.153736,63.11459,63.23242,63.289852
2012-08-05,63.12196,63.118126,63.11262,63.08926,63.22015,63.28638,63.26221
2012-08-06,63.142963,63.108215,63.12684,63.28403,63.270042,63.29342,63.311867
2012-08-07,63.130116,63.131813,63.204033,63.25592,63.269592,63.29286,63.306442
2012-08-08,63.146534,63.18758,63.26826,63.256523,63.315666,63.318398,63.281773
2012-08-09,63.25574,63.257538,63.283817,63.29016,63.28573,63.28938,63.353985
2012-08-10,63.27746,63.250046,63.34093,63.32372,63.31031,63.29212,63.360565
2012-08-12,63.27046,63.371376,63.288162,63.33619,63.303577,63.319817,63.314297
2012-08-13,63.281914,63.29774,63.304115,63.347687,63.300686,63.28846,63.278553
2012-08-14,63.397797,63.28586,63.28509,63.26863,63.368744,63.291397,63.350933
2012-08-15,63.38084,63.37791,63.302742,63.28719,63.318367,63.287094,63.35737
2012-08-16,63.344536,63.333958,63.308666,63.362717,63.29997,63.310287,63.405357
2012-08-17,63.272224,63.319027,63.29752,63.318165,63.3074,63.37702,63.45308
2012-08-19,63.302223,63.345848,63.30855,63.286175,63.384098,63.437363,63.430428
2012-08-20,63.32555,63.286983,63.317577,63.38512,63.41844,63.379566,63.456528
2012-08-21,63.31765,63.294476,63.375664,63.414474,63.44256,63.439545,63.51323
2012-08-22,63.281097,63.421833,63.415604,63.428413,63.426365,63.54179,63.509945
2012-08-23,63.38874,63.373688,63.405964,63.466022,63.487514,63.525856,63.508568
2012-08-24,63.420948,63.4263,63.44219,63.502827,63.53621,63.488186,63.475597
2012-08-26,63.43228,63.479153,63.474213,63.49251,63.552673,63.52598,63.501926
2012-08-27,63.44554,63.473152,63.467422,63.50925,63.471867,63.489296,63.51644
2012-08-28,63.466957,63.496426,63.49395,63.532936,63.549107,63.524338,63.49824
2012-08-29,63.496582,63.515533,63.51472,63.46573,63.51571,63.490475,63.51655
2012-08-30,63.50123,63.505867,63.515156,63.536797,63.481655,63.524437,63.510937
2012-08-31,63.465107,63.495205,63.48565,63.505833,63.51101,63.49039,63.492714
2012-09-02,63.531578,63.517574,63.494545,63.493336,63.49067,63.524498,63.483475
2012-09-03,63.490894,63.50473,63.489964,63.51514,63.512974,63.490326,63.5064
2012-09-04,63.501724,63.497124,63.47273,63.51237,63.537315,63.52455,63.524803
2012-09-05,63.521454,63.516544,63.49279,63.537018,63.454006,63.490257,63.519783
2012-09-06,63.511486,63.50672,63.528793,63.46628,63.562504,63.524582,63.563686
2012-09-07,63.500076,63.49591,63.541542,63.532463,63.500206,63.501587,63.535957
2012-09-09,63.52144,63.518616,63.493298,63.536407,63.529346,63.5547,63.643192
2012-09-10,63.508213,63.505592,63.51766,63.5272,63.53209,63.604088,63.688007
2012-09-11,63.498028,63.49791,63.508656,63.51786,63.626236,63.715496,63.653557
2012-09-12,63.536774,63.552414,63.533096,63.612175,63.659252,63.655266,63.67472
2012-09-13,63.52087,63.525414,63.632843,63.719147,63.661415,63.668358,63.666397
2012-09-14,63.54654,63.61796,63.72345,63.63311,63.66481,63.710346,63.68444
2012-09-16,63.64601,63.66059,63.645756,63.70074,63.67989,63.633236,63.680717
2012-09-17,63.67951,63.70374,63.706966,63.686054,63.65997,63.72105,63.669777
2012-09-18,63.652584,63.68309,63.69365,63.639194,63.697166,63.652008,63.805237
2012-09-19,63.698235,63.637726,63.65103,63.725147,63.683727,63.726364,63.82545
2012-09-20,63.680313,63.659386,63.729313,63.627502,63.75197,63.817795,63.808216
2012-09-21,63.6631,63.706886,63.707184,63.76613,63.846756,63.893944,63.88119
2012-09-23,63.67531,63.684227,63.789772,63.783955,63.82365,63.86322,63.98512
2012-09-24,63.68712,63.74558,63.834656,63.823,63.896805,64.00295,63.980083
2012-09-25,63.69973,63.78595,63.894184,63.910793,63.98307,63.98162,63.975822
2012-09-26,63.778267,63.95067,63.904705,63.969654,63.965107,63.98648,64.00654
2012-09-27,63.799282,63.89894,63.967464,64.00111,63.989807,63.995987,63.997505
2012-09-28,63.89422,64.00531,64.00881,63.965412,64.00679,63.977657,63.957848
2012-09-30,63.985126,63.98502,63.993675,63.96879,63.961918,63.951393,63.99348
2012-10-01,63.96425,63.9803,63.963966,64.00244,63.983173,63.958862,64.023476
2012-10-02,64.01383,64.03049,63.98285,63.964485,63.963165,63.99584,64.06341
2012-10-03,63.93775,64.00517,63.962074,63.96809,64.025665,64.04123,64.13339
2012-10-04,63.99387,63.902702,64.00251,64.04588,64.08358,64.08207,64.10474
2012-10-05,64.014,63.97366,64.065575,64.0514,64.084206,64.04585,64.098045
2012-10-07,63.95237,64.01077,64.069305,64.09918,64.05915,64.16232,64.14269
2012-10-08,64.04866,64.032394,64.03016,64.1474,64.10376,64.07475,64.11108
2012-10-09,64.07818,64.10723,64.12479,64.05691,64.076126,64.11046,64.11392
2012-10-10,64.06321,64.10736,64.106094,64.10579,64.13908,64.1133,64.12134
2012-10-11,64.09212,64.10746,64.03524,64.122154,64.1353,64.12088,64.20851
2012-10-12,64.11208,64.107544,64.11762,64.099304,64.14158,64.170906,64.25633
2012-10-14,64.06617,64.1173,64.117485,64.171005,64.20491,64.26491,64.22715
2012-10-15,64.1307,64.149055,64.19102,64.25324,64.30367,64.25636,64.34511
2012-10-16,64.11148,64.142654,64.19233,64.27223,64.30406,64.34288,64.39348
2012-10-17,64.16821,64.178024,64.27603,64.332886,64.314445,64.39856,64.478966
2012-10-18,64.19734,64.23927,64.30375,64.35282,64.39017,64.46448,64.51625
2012-10-19,64.2596,64.24742,64.45112,64.43307,64.414986,64.517235,64.486946
2012-10-21,64.265274,64.35596,64.413895,64.46832,64.507454,64.51823,64.63522
2012-10-22,64.356346,64.41674,64.49078,64.568634,64.47872,64.54117,64.65877
2012-10-23,64.37191,64.4337,64.4595,64.53223,64.51002,64.59082,64.544914
2012-10-24,64.50556,64.542984,64.60011,64.5849,64.55414,64.67135,64.58129
2012-10-25,64.46511,64.517654,64.611404,64.65261,64.63246,64.57473,64.59995
2012-10-26,64.50478,64.6124,64.64513,64.650604,64.63266,64.54147,64.585655
2012-10-28,64.57617,64.59963,64.60326,64.57437,64.59299,64.58293,64.59809
2012-10-29,64.66626,64.610146,64.53326,64.66572,64.62414,64.59376,64.636765
2012-10-30,64.60542,64.60866,64.62039,64.60129,64.63343,64.60258,64.60809
2012-10-31,64.63717,64.61197,64.6485,64.58993,64.61986,64.64412,64.63487
2012-11-01,64.65505,64.61043,64.60769,64.59611,64.599236,64.644226,64.67028
2012-11-02,64.635185,64.61349,64.61899,64.65431,64.65199,64.683174,64.70253
2012-11-04,64.61138,64.63425,64.64592,64.627464,64.69269,64.70228,64.732346
2012-11-05,64.6257,64.63735,64.63492,64.66363,64.7243,64.73285,64.701904
2012-11-06,64.653435,64.628296,64.71766,64.69298,64.73622,64.74704,64.82654
2012-11-07,64.62378,64.66396,64.67272,64.72456,64.716125,64.82355,64.88205
2012-11-08,64.6594,64.71817,64.71802,64.758255,64.76184,64.86147,64.90154
2012-11-09,64.70433,64.79562,64.75369,64.78094,64.88503,64.87977,64.90929
2012-11-11,64.72773,64.728294,64.81572,64.86439,64.837036,64.94721,64.97009
2012-11-12,64.72072,64.777885,64.85391,64.91563,64.90887,64.92316,64.98404
2012-11-13,64.76125,64.81926,64.899536,64.87773,64.930725,65.01162,65.02679
2012-11-14,64.88569,64.87774,64.84743,64.904366,64.98523,65.00035,65.08974
2012-11-15,64.81131,64.9294,64.9748,64.98279,65.02244,65.09033,65.148415
2012-11-16,64.90473,64.9593,64.97201,65.00266,65.09643,65.172424,65.24496
2012-11-18,64.94828,64.99701,65.02286,65.11702,65.19239,65.22899,65.33792
2012-11-19,65.01042,64.99039,65.0804,65.20346,65.218124,65.31513,65.36207
2012-11-20,65.015175,65.07366,65.175415,65.253944,65.337074,65.3661,65.44973
2012-11-21,65.06153,65.16487,65.212845,65.31686,65.32082,65.41783,65.452446
2012-11-22,65.172104,65.27052,65.3386,65.36073,65.417274,65.52354,65.561775
2012-11-23,65.20301,65.34226,65.36469,65.46089,65.47341,65.59685,65.689445
2012-11-25,65.35256,65.38422,65.41844,65.49899,65.57206,65.69182,65.71407
2012-11-26,65.337326,65.403114,65.4491,65.55276,65.67002,65.69175,65.83197
2012-11-27,65.41203,65.46951,65.57689,65.67765,65.67868,65.83919,65.953545
2012-11-28,65.466286,65.566574,65.688194,65.71539,65.87202,65.99199,66.09806
2012-11-29,65.5507,65.697845,65.71265,65.85965,65.96127,66.16282,66.124626
2012-11-30,65.702576,65.71587,65.86441,65.961716,66.105774,66.15607,66.17837
2012-12-02,65.78913,65.83687,65.96657,66.124306,66.10588,66.16743,66.33509
2012-12-03,65.836815,65.95329,66.1517,66.15643,66.18825,66.310776,66.3134
2012-12-04,65.945045,66.1083,66.16437,66.21526,66.329155,66.339935,66.35006
2012-12-05,66.060036,66.13989,66.18714,66.337494,66.372444,66.40557,66.42323
2012-12-06,66.09552,66.24134,66.31945,66.38084,66.461655,66.41617,66.55569
2012-12-07,66.187996,66.295105,66.39942,66.34994,66.40458,66.569595,66.99282
2012-12-09,66.283676,66.394455,66.377556,66.53316,66.56427,66.983,67.187614
2012-12-10,66.40432,66.42091,66.364,66.59895,67.01925,67.2214,67.405685
2012-12-11,66.3681,66.47325,66.56004,67.03126,67.22287,67.31733,67.45209
2012-12-12,66.40775,66.54797,66.976006,67.19042,67.34548,67.475716,67.49205
2012-12-13,66.599625,66.99026,67.23221,67.37245,67.42195,67.486305,67.486565
2012-12-14,66.992256,67.20732,67.360466,67.43796,67.47477,67.46416,67.550125
2012-12-16,67.224396,67.36012,67.434525,67.40622,67.44024,67.52692,67.546684
2012-12-17,67.34404,67.43721,67.43787,67.49332,67.535904,67.53139,67.57991
2012-12-18,67.48137,67.46407,67.4446,67.523895,67.53519,67.61465,67.61954
2012-12-19,67.47995,67.462036,67.51245,67.53201,67.552895,67.622215,67.71438
2012-12-20,67.44453,67.50453,67.5753,67.52239,67.66485,67.70943,67.876076
2012-12-21,67.42928,67.57034,67.59055,67.62877,67.69759,67.83331,68.02907
2012-12-23,67.550865,67.51427,67.62262,67.72447,67.83878,68.04682,68.48332
2012-12-24,67.61602,67.63723,67.74115,67.8669,68.02332,68.49162,68.59312
2012-12-26,67.63525,67.763855,67.83929,68.047485,68.527405,68.560524,68.62296
2012-12-27,67.72565,67.83832,68.03664,68.545944,68.577034,68.59319,68.709984
2012-12-28,67.85986,68.01207,68.51088,68.56024,68.65835,68.71653,69.0891
2012-12-30,68.02947,68.52321,68.55098,68.630005,68.70857,69.08249,69.37134
2012-12-31,68.52203,68.64198,68.63991,68.74857,69.085304,69.34452,69.39095
2013-01-02,68.54702,68.626526,68.7048,69.10313,69.35462,69.3892,69.52605
2013-01-03,68.652115,68.7295,69.10596,69.41923,69.440926,69.52363,69.93656
2013-01-04,68.70932,69.12112,69.411095,69.40911,69.56346,69.90752,70.05615
2013-01-06,69.08477,69.3461,69.41394,69.5713,69.89366,70.05458,70.17861
2013-01-07,69.40044,69.42527,69.513824,69.93867,70.03383,70.14525,70.36185
2013-01-08,69.410126,69.56174,69.94124,70.01098,70.18552,70.481224,70.537506
2013-01-09,69.51173,69.95144,70.035194,70.14658,70.47819,70.50283,70.499344
2013-01-10,69.93598,70.03704,70.11347,70.513306,70.49221,70.530205,70.56623
2013-01-11,70.044365,70.15276,70.479195,70.46287,70.55264,70.542625,70.65584
2013-01-13,70.13786,70.5147,70.50067,70.48981,70.54886,70.69956,70.68839
2013-01-14,70.489265,70.47316,70.563774,70.58894,70.643074,70.75612,70.760056
2013-01-15,70.465675,70.54053,70.56172,70.69694,70.746765,70.73248,70.74249
2013-01-16,70.50787,70.53327,70.64092,70.72787,70.70458,70.75126,71.04337
2013-01-17,70.528946,70.72127,70.748436,70.7524,70.79363,71.047745,71.1257
2013-01-18,70.672676,70.751564,70.74267,70.758934,71.03199,71.10344,72.41142
2013-01-20,70.67725,70.7787,70.74659,71.03892,71.116875,72.437675,72.66652
2013-01-21,70.73371,70.755165,71.01475,71.13175,72.43685,72.68264,72.76745
2013-01-22,70.76276,71.02872,71.09234,72.406906,72.674164,72.75259,72.94936
2013-01-23,71.0722,71.12524,72.436264,72.68691,72.72375,73.017975,73.184784
2013-01-24,71.14632,72.409454,72.69531,72.75817,72.997406,73.1791,73.21042
2013-01-25,72.370804,72.67404,72.72324,73.01106,73.19323,73.24017,73.647835
2013-01-27,72.714264,72.72917,73.007164,73.16688,73.23326,73.59942,74.183624
2013-01-28,72.749954,72.99656,73.17054,73.211716,73.60574,74.16629,74.4601
2013-01-29,72.99463,73.15048,73.20048,73.610855,74.173325,74.46153,74.51111
2013-01-30,73.192215,73.256134,73.64837,74.18692,74.47881,74.569954,74.574425
2013-01-31,73.23507,73.59799,74.14691,74.50154,74.546715,74.546684,74.6319
2013-02-01,73.62302,74.255394,74.408424,74.52901,74.56075,74.60768,74.71007
2013-02-03,74.16338,74.4718,74.52208,74.59999,74.62052,74.77912,74.98378
2013-02-04,74.47069,74.45954,74.50405,74.60849,74.73487,74.97773,74.98847
2013-02-05,74.47179,74.55906,74.68503,74.665726,74.92714,75.026855,75.02665
2013-02-06,74.578804,74.63399,74.75481,74.95569,74.94628,74.94664,75.04227
2013-02-07,74.60025,74.755806,74.8994,74.84936,74.99589,75.120125,75.13263
2013-02-08,74.72269,74.97298,74.98211,74.97985,75.02834,75.13988,75.149796
2013-02-10,74.93113,74.99277,75.056305,75.08652,75.09113,75.12954,75.46819
2013-02-11,75.03517,75.07952,75.137474,75.16209,75.1681,75.447945,75.548775
2013-02-12,75.024925,75.05103,75.03753,75.16277,75.46033,75.553185,75.91287
2013-02-13,75.076675,75.14891,75.202255,75.4452,75.520836,75.9378,75.94974
2013-02-14,75.16672,75.16936,75.44302,75.54829,75.92405,75.9629,76.041534
2013-02-15,75.14826,75.461296,75.5558,75.88083,75.961006,76.01015,76.17425
2013-02-17,75.42867,75.57628,75.92637,75.980965,76.09965,76.06095,76.5784
2013-02-18,75.55269,75.858444,75.98891,76.067795,76.06452,76.596664,77.29162
2013-02-19,75.9095,75.96112,75.96126,76.081245,76.638885,77.26225,77.50882
2013-02-20,76.002625,76.051,76.13343,76.60935,77.24618,77.549416,77.74943
2013-02-21,76.06657,76.078926,76.61678,77.26592,77.52127,77.71863,77.75352
2013-02-22,76.170456,76.58532,77.236885,77.5102,77.76564,77.722786,77.67307
2013-02-24,76.616264,77.24242,77.52966,77.699234,77.77706,77.70647,77.71619
2013-02-25,77.268036,77.519035,77.75594,77.74559,77.721,77.75807,77.720764
2013-02-26,77.52043,77.742744,77.76079,77.81446,77.709076,77.76444,77.70279
2013-02-27,77.71756,77.742584,77.706085,77.80854,77.76739,77.788185,77.7599
2013-02-28,77.74844,77.74249,77.72876,77.738075,77.77975,77.77213,77.76685
2013-03-01,77.74237,77.74241,77.73573,77.71393,77.71928,77.78054,77.7267
2013-03-03,77.77303,77.74233,77.77363,77.761665,77.70653,77.81812,77.851
