,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF
2012-02-06,306.6467,306.68002,306.64307,306.26837,305.95728,303.99213,303.65662
2012-02-07,306.65228,306.61185,306.2299,305.89944,304.05228,303.718,303.40833
2012-02-08,306.6593,306.24368,305.8813,304.01758,303.7,303.34686,301.19086
2012-02-09,306.19095,305.86404,304.05832,303.7179,303.37845,301.22186,300.35828
2012-02-10,305.88382,304.0639,303.77972,303.3673,301.11707,300.2951,297.5848
2012-02-12,304.05612,303.69513,303.36844,301.26834,300.32263,297.57202,295.09976
2012-02-13,303.8363,303.5047,301.21344,300.3152,297.6015,295.19122,294.97153
2012-02-14,303.3583,301.18137,300.40988,297.53323,295.17346,294.96222,294.39813
2012-02-15,301.2453,300.27908,297.52615,295.17252,294.96695,294.4848,294.2238
2012-02-16,300.3002,297.57422,295.21954,294.95944,294.4634,294.22375,293.91354
2012-02-17,297.53674,295.2014,294.965,294.42685,294.21228,293.89084,293.26257
2012-02-19,295.102,294.9675,294.4072,294.2357,293.85355,293.18652,293.16162
2012-02-20,294.95294,294.39297,294.22894,293.81967,293.21307,293.1013,292.34262
2012-02-21,294.46744,294.2197,293.8253,293.1715,293.1783,292.39154,292.279
2012-02-22,294.29132,293.91147,293.22485,293.10428,292.387,292.25677,292.16187
2012-02-23,293.807,293.232,293.24518,292.4288,292.18417,292.06552,291.6247
2012-02-24,293.2827,293.04755,292.3652,292.17508,292.1737,291.65353,291.56042
2012-02-26,293.1673,292.33862,292.2588,292.17526,291.68616,291.53183,291.30295
2012-02-27,292.361,292.18036,292.11105,291.65222,291.54022,291.37875,291.28735
2012-02-28,292.20245,292.15335,291.622,291.54547,291.37674,291.3237,291.2364
2012-02-29,292.16095,291.54788,291.55795,291.40073,291.29846,291.2143,291.19757
2012-03-01,291.61713,291.57132,291.40915,291.35757,291.1911,291.19327,291.20612
2012-03-02,291.56168,291.3281,291.37515,291.17908,291.2042,291.21448,291.2132
2012-03-04,291.33365,291.28488,291.19424,291.24014,291.17795,291.19315,291.1774
2012-03-05,291.28378,291.23895,291.19843,291.21085,291.23584,291.21475,291.18997
2012-03-06,291.20502,291.16086,291.23782,291.19128,291.2415,291.19293,291.23874
2012-03-07,291.18228,291.1769,291.19373,291.20102,291.16467,291.215,291.19705
2012-03-08,291.23114,291.2289,291.19806,291.17624,291.14435,291.19275,291.2063
2012-03-09,291.1948,291.18933,291.23898,291.24194,291.21075,291.21518,291.21387
2012-03-11,291.16785,291.20044,291.19302,291.21112,291.22134,291.19263,291.17587
2012-03-12,291.18115,291.24954,291.19742,291.19046,291.19003,291.21536,291.032
2012-03-13,291.2216,291.20526,291.2398,291.20068,291.20465,291.04355,290.89352
2012-03-14,291.20483,291.1282,291.19235,291.17477,290.90506,290.8865,290.86517
2012-03-15,291.19714,291.151,291.19696,291.0776,290.87207,290.86545,290.80115
2012-03-16,291.235,291.2096,291.05515,290.86545,290.94693,290.8069,290.83795
2012-03-18,291.18774,291.07697,290.8524,290.85248,290.84247,290.86557,290.92603
2012-03-19,291.05386,290.90695,290.83746,290.83044,290.9212,290.9516,290.95966
2012-03-20,290.8819,290.87225,290.79617,290.86398,290.9414,291.06238,291.034
2012-03-21,290.83752,290.7971,290.96988,291.05804,291.04242,290.98776,290.90894
2012-03-22,290.88257,290.89862,291.01813,291.0238,291.02304,290.9356,291.08566
2012-03-23,290.8672,291.0008,291.01715,291.0238,290.98328,290.99347,291.12338
2012-03-25,290.91565,291.04666,291.07657,291.02374,291.06512,291.04865,291.26218
2012-03-26,290.90143,291.00473,290.93277,291.02374,291.0221,291.20908,291.22873
2012-03-27,290.9924,291.04742,290.995,291.02362,291.24124,291.25922,291.31393
2012-03-28,290.92398,291.03516,290.99466,291.20575,291.26172,291.3059,291.5357
2012-03-29,291.06818,290.99564,291.21246,291.24866,291.38083,291.53735,291.64758
2012-03-30,291.02292,291.22717,291.22684,291.36514,291.46603,291.5673,291.69537
2012-04-01,291.23785,291.1988,291.30753,291.51236,291.54858,291.7534,291.90936
2012-04-02,291.23898,291.2939,291.5727,291.5957,291.7184,291.8857,292.1776
2012-04-03,291.27563,291.5362,291.68375,291.66803,291.95923,292.1991,292.37408
2012-04-04,291.59045,291.5992,291.69626,291.92062,292.2244,292.4947,292.60437
2012-04-05,291.58545,291.71338,291.88956,292.17654,292.4523,292.58438,292.69205
2012-04-08,291.7292,291.91608,292.25677,292.4039,292.48712,292.70996,293.02576
2012-04-09,291.91272,292.21106,292.47885,292.50674,292.69446,293.09082,293.27185
2012-04-10,292.1972,292.4523,292.4588,292.7097,293.0621,293.2189,293.29993
2012-04-11,292.495,292.50946,292.68976,293.0933,293.25244,293.28058,293.429
2012-04-12,292.46902,292.69556,293.06854,293.23218,293.2998,293.43204,293.48883
2012-04-13,292.6917,293.11816,293.17453,293.36197,293.4615,293.55252,293.88202
2012-04-15,293.06244,293.2579,293.37302,293.4891,293.60477,293.94247,293.94684
2012-04-16,293.2076,293.41205,293.47647,293.50427,293.92343,294.0813,294.0636
2012-04-17,293.3338,293.5286,293.51978,293.95026,294.00287,293.98642,294.11157
2012-04-18,293.49222,293.46844,293.9734,294.008,293.95984,294.13245,294.3404
2012-04-19,293.53418,293.97607,294.04114,293.93808,294.08426,294.3008,294.526
2012-04-20,293.93384,294.02747,294.03726,294.12158,294.34036,294.51785,294.5371
2012-04-22,294.00934,294.04013,294.10474,294.2927,294.57382,294.53638,294.51562
2012-04-23,294.02872,294.08032,294.35895,294.55997,294.5085,294.55164,294.56317
2012-04-24,294.12943,294.39963,294.563,294.521,294.52075,294.5227,294.46463
2012-04-25,294.31143,294.5656,294.5313,294.56503,294.58353,294.54077,294.52496
2012-04-26,294.50635,294.48694,294.53674,294.5608,294.55838,294.54962,294.535
2012-04-27,294.5127,294.51886,294.50702,294.52,294.55304,294.53497,294.57928
2012-04-29,294.53705,294.51212,294.51172,294.56586,294.54987,294.53677,294.48596
2012-04-30,294.5617,294.5231,294.5186,294.56137,294.50787,294.56882,294.51422
2012-05-01,294.57025,294.55048,294.48044,294.51907,294.5787,294.51678,294.52954
2012-05-02,294.6021,294.54517,294.53955,294.5664,294.5932,294.5072,294.50598
2012-05-03,294.53207,294.5931,294.54865,294.5618,294.5211,294.54675,294.5252
2012-05-04,294.54254,294.5347,294.56647,294.51825,294.50635,294.4789,294.54758
2012-05-06,294.58252,294.53,294.53107,294.56708,294.57968,294.52856,294.57065
2012-05-07,294.54294,294.56995,294.53702,294.5625,294.59464,294.55133,294.5425
2012-05-08,294.45056,294.4813,294.50455,294.51782,294.52026,294.5624,294.35144
2012-05-09,294.5005,294.51712,294.50974,294.56772,294.50507,294.38452,294.13013
2012-05-10,294.50613,294.5096,294.51724,294.56274,294.41492,294.1259,294.0812
2012-05-11,294.44058,294.52185,294.47604,294.39578,294.0686,294.0112,293.9455
2012-05-13,294.50354,294.55182,294.34702,294.09967,293.98575,294.0092,295.27747
2012-05-14,294.51062,294.3829,294.16083,294.01617,294.02612,295.275,295.6596
2012-05-15,294.34406,294.10028,293.97284,293.98666,295.25012,295.62622,295.7314
2012-05-16,294.0959,293.93155,294.02798,295.3326,295.646,295.7384,295.7265
2012-05-17,293.99014,294.07996,295.26868,295.5804,295.7472,295.71063,295.6814
2012-05-18,293.99567,295.32004,295.6679,295.76663,295.7295,295.67422,295.73178
2012-05-20,295.20663,295.61075,295.70447,295.7412,295.74347,295.7058,295.72684
2012-05-21,295.66647,295.70792,295.6785,295.6641,295.70813,295.68292,295.68082
2012-05-22,295.66882,295.6775,295.73563,295.80344,295.7338,295.65295,295.73215
2012-05-23,295.64658,295.72717,295.76193,295.64807,295.69257,295.72202,295.72708
2012-05-24,295.7182,295.68918,295.72183,295.7678,295.71106,295.75168,295.6804
2012-05-25,295.72644,295.69873,295.75452,295.7418,295.78152,295.72736,295.73254
2012-05-27,295.75775,295.76282,295.64502,295.66306,295.64764,295.69174,295.72733
2012-05-28,295.73578,295.71603,295.68536,295.80475,295.70172,295.7597,295.68
2012-05-29,295.7463,295.7426,295.66248,295.6468,295.74854,295.73987,295.7328
2012-05-30,295.78537,295.68436,295.71274,295.76828,295.7772,295.71075,295.72757
2012-05-31,295.6983,295.65756,295.74457,295.74185,295.68817,295.67288,295.6797
2012-06-01,295.65717,295.69833,295.69272,295.6621,295.7318,295.70575,295.73306
2012-06-03,295.70566,295.66522,295.7323,295.8057,295.67685,295.68192,295.97842
2012-06-04,295.71124,295.77634,295.7224,295.64584,295.74442,296.001,296.4469
2012-06-05,295.59973,295.73538,295.65613,295.76874,296.04578,296.4174,296.44675
2012-06-06,295.6601,295.75854,295.7045,296.01212,296.38846,296.46048,296.44678
2012-06-07,295.6669,295.70773,296.03128,296.4232,296.4086,296.44888,296.88043
2012-06-08,295.64377,296.0354,296.43954,296.4147,296.43802,296.81067,296.74966
2012-06-10,295.98334,296.40237,296.36664,296.39868,296.85107,296.81766,296.69235
2012-06-11,296.47073,296.43542,296.40152,296.79852,296.86252,296.80283,296.73907
2012-06-12,296.4804,296.42288,296.82474,296.78824,296.86868,296.8485,296.87067
2012-06-13,296.51633,296.8511,296.83917,296.86923,296.82724,296.8802,296.92834
2012-06-14,296.8049,296.83893,296.8113,296.8855,296.79758,296.83072,296.88144
2012-06-15,296.8163,296.81943,296.77307,296.80423,296.86282,296.77838,296.74902
2012-06-17,296.78787,296.803,296.7846,296.78802,296.81104,296.77554,296.6911
2012-06-18,296.86307,296.7946,296.8064,296.86957,296.82214,296.72275,296.73843
2012-06-19,296.82788,296.7785,296.8249,296.88583,296.79605,296.82812,296.87134
2012-06-20,296.8047,296.80966,296.83435,296.80414,296.8526,296.82568,296.92963
2012-06-21,296.81628,296.85242,296.85214,296.78784,296.81055,296.78293,296.88208
2012-06-22,296.78757,296.8395,296.81738,296.86975,296.81854,296.8183,296.7486
2012-06-24,296.86337,296.81512,296.82507,296.88605,296.82745,296.8164,296.6902
2012-06-25,296.82782,296.84988,296.83945,296.804,296.8514,296.87726,296.45364
2012-06-26,296.80457,296.83932,296.81116,296.7876,296.80194,296.47586,296.05835
2012-06-27,296.81613,296.81946,296.7724,296.86978,296.42288,296.07108,296.0428
2012-06-28,296.78735,296.8027,296.78412,296.44028,296.10327,296.0475,296.00156
2012-06-29,296.86368,296.7941,296.43988,296.09927,296.06674,295.90442,295.8575
2012-07-01,296.82794,296.4078,296.18842,296.03494,296.0049,295.91534,295.03702
2012-07-02,296.33273,296.1901,296.07843,296.0446,295.80954,295.0164,294.08908
2012-07-03,296.11322,296.04825,295.96716,295.87906,295.03748,294.07336,291.7357
2012-07-04,296.0525,296.02435,295.87338,294.98553,294.12616,291.68164,290.86215
2012-07-05,295.97876,295.84488,295.0519,294.06836,291.58752,290.83948,289.41867
2012-07-06,295.85742,295.04358,294.07977,291.69647,290.7964,289.39224,288.7849
2012-07-08,294.94696,294.0378,291.683,290.77155,289.437,288.74365,288.85684
2012-07-09,294.05148,291.62592,290.86145,289.42682,288.83493,288.7756,288.72705
2012-07-10,291.6869,290.795,289.48105,288.79205,288.84882,288.84335,288.70093
2012-07-11,290.81274,289.3699,288.75357,288.7462,288.77744,288.69757,288.56934
2012-07-12,289.4583,288.84595,288.7669,288.84793,288.6795,288.62164,288.3199
2012-07-13,288.9791,288.8068,288.8364,288.77295,288.65326,288.4197,288.04654
2012-07-15,288.92688,288.79648,288.72366,288.63132,288.4638,288.06586,287.983
2012-07-16,288.8138,288.7081,288.66666,288.3351,288.10397,288.01495,287.89835
2012-07-17,288.73315,288.64026,288.3482,288.12146,287.9502,288.0547,287.95282
2012-07-18,288.66257,288.33444,288.07248,287.96423,287.90363,287.8858,287.76334
2012-07-19,288.37097,288.0211,287.96255,287.9367,287.8542,287.75848,287.78937
2012-07-20,288.08902,287.90253,287.94977,287.79523,287.7772,287.76477,287.78024
2012-07-22,288.01938,287.89474,287.83093,287.766,287.7589,287.79327,287.6439
2012-07-23,287.87347,287.95502,287.7867,287.75027,287.77768,287.74182,287.59845
2012-07-24,287.9699,287.7489,287.7404,287.75812,287.60562,287.63913,287.3758
2012-07-25,287.7491,287.75247,287.76718,287.66318,287.6492,287.39807,287.15616
2012-07-26,287.75235,287.78714,287.70132,287.52188,287.3758,287.16266,287.04407
2012-07-27,287.785,287.69485,287.57916,287.32745,287.20044,287.05768,286.9863
2012-07-29,287.69818,287.67053,287.3531,287.16733,287.04504,286.9138,286.69016
2012-07-30,287.6195,287.38843,287.19064,287.08563,286.97012,286.71582,286.48575
2012-07-31,287.38266,287.2364,287.05725,286.9521,286.71518,286.5,286.47513
2012-08-01,287.17676,287.03885,286.9505,286.64752,286.51453,286.4787,286.3999
2012-08-02,287.0562,286.88907,286.66776,286.52817,286.46802,286.3024,286.24417
2012-08-03,286.93884,286.64053,286.46967,286.44193,286.3766,286.26004,286.2777
2012-08-05,286.72092,286.48584,286.47137,286.31213,286.32532,286.24774,285.8168
2012-08-06,286.51523,286.4582,286.39636,286.37704,286.2854,285.75708,285.5071
2012-08-07,286.48065,286.3543,286.22733,286.2278,285.78778,285.51202,285.39478
2012-08-08,286.43622,286.28653,286.2998,285.7353,285.48004,285.42236,285.13077
2012-08-09,286.3532,286.2801,285.78394,285.57764,285.42267,285.1356,285.041
2012-08-10,286.2821,285.76016,285.48773,285.4114,285.09772,285.03708,284.98428
2012-08-12,285.73917,285.5399,285.3683,285.16168,285.01727,285.0471,284.16458
2012-08-13,285.57156,285.3768,285.10144,285.05328,285.02325,284.1358,282.28253
2012-08-14,285.38434,285.15762,285.02228,284.99435,284.1765,282.344,280.96695
2012-08-15,285.15173,285.0123,284.9683,284.2043,282.27975,280.88095,280.66635
2012-08-16,285.08133,285.03085,284.19308,282.29553,280.9862,280.75607,280.64035
2012-08-17,284.996,284.11966,282.2837,280.80844,280.68262,280.63574,279.9228
2012-08-19,284.16684,282.33752,280.8982,280.72302,280.64786,279.9223,279.37146
2012-08-20,282.3099,280.8503,280.63095,280.66254,279.95026,279.4209,278.96194
2012-08-21,280.89957,280.6409,280.56073,279.90988,279.42804,278.9287,278.8883
2012-08-22,280.68948,280.60608,279.91058,279.42944,278.93033,278.89615,278.7862
2012-08-23,280.66248,279.94373,279.47916,278.95062,278.91547,278.78427,278.78207
2012-08-24,279.92267,279.4291,278.96075,278.9234,278.7672,278.74857,278.74255
2012-08-26,279.48853,278.92548,278.8555,278.84113,278.754,278.81818,278.78683
2012-08-27,278.93628,278.88193,278.7878,278.83466,278.81894,278.81622,278.7825
2012-08-28,278.8634,278.79813,278.8463,278.7843,278.83246,278.81894,278.7414
2012-08-29,278.7841,278.75696,278.81052,278.8199,278.76572,278.75815,278.78748
2012-08-30,278.80405,278.8245,278.7371,278.78357,278.75195,278.77536,278.78296
2012-08-31,278.77277,278.82224,278.79196,278.7964,278.82034,278.76526,278.7404
2012-09-02,278.78244,278.8218,278.79688,278.76337,278.8345,278.7227,278.78796
2012-09-03,278.77432,278.72516,278.75443,278.8149,278.76447,278.8255,278.78333
2012-09-04,278.8041,278.7701,278.80975,278.7437,278.75006,278.76028,278.73975
2012-09-05,278.77762,278.86154,278.78372,278.798,278.82153,278.77878,278.78882
2012-09-06,278.7659,278.78485,278.80792,278.7718,278.8361,278.76196,278.78403
2012-09-07,278.72763,278.74875,278.77487,278.73636,278.76346,278.81616,278.73926
2012-09-09,278.78006,278.8191,278.75272,278.8378,278.74872,278.82312,278.8109
2012-09-10,278.84344,278.81854,278.8115,278.72702,278.82263,278.78748,278.78665
2012-09-11,278.79517,278.79007,278.78378,278.80386,278.83774,278.75726,278.92477
2012-09-12,278.78412,278.72357,278.8092,278.73685,278.7627,278.88907,278.93222
2012-09-13,278.76886,278.7657,278.77426,278.8083,278.89328,278.9487,280.14685
2012-09-14,278.79462,278.7757,278.75092,278.82935,278.98413,280.1273,281.3504
2012-09-16,278.81796,278.8613,278.90298,278.92038,280.0654,281.37064,281.52017
2012-09-17,278.776,278.9064,278.96033,280.11658,281.4336,281.494,282.013
2012-09-18,278.82928,278.94858,280.12698,281.3469,281.50006,281.96426,281.96704
2012-09-19,278.93402,280.0747,281.3278,281.48953,281.88535,281.91782,282.40314
2012-09-20,280.11728,281.389,281.4429,281.9743,282.02362,282.40378,282.6085
2012-09-21,281.46866,281.57645,281.97296,281.9743,282.46768,282.58472,282.67502
2012-09-23,281.5476,281.94928,281.95505,282.48935,282.58823,282.62808,282.6806
2012-09-24,281.93085,282.01602,282.50375,282.6287,282.59933,282.64642,282.9627
2012-09-25,281.96252,282.41052,282.6382,282.68158,282.69104,282.9335,283.1527
2012-09-26,282.45547,282.49347,282.6536,282.68912,282.9075,283.14594,283.41653
2012-09-27,282.59604,282.65744,282.7254,282.95047,283.12054,283.38007,283.4493
2012-09-28,282.6011,282.66776,282.96646,283.13974,283.3685,283.56033,283.6957
2012-09-30,282.65005,282.92972,283.18732,283.39722,283.43985,283.72073,283.7395
2012-10-01,282.9022,283.1478,283.364,283.4862,283.6306,283.73984,283.67432
2012-10-02,283.15063,283.3443,283.41428,283.65546,283.72583,283.68323,283.72888
2012-10-03,283.39966,283.4357,283.7269,283.7136,283.74655,283.74295,283.7357
2012-10-04,283.43304,283.72754,283.72357,283.75348,283.69476,283.75424,283.6722
2012-10-05,283.66788,283.6858,283.70193,283.68716,283.7237,283.69528,283.72546
2012-10-07,283.726,283.67053,283.74557,283.7245,283.7432,283.7188,283.7323
2012-10-08,283.69135,283.69882,283.70663,283.71802,283.69223,283.73395,283.69043
2012-10-09,283.73047,283.68954,283.725,283.67892,283.72076,283.66544,283.40228
2012-10-10,283.73126,283.73886,283.6872,283.75235,283.6782,283.44577,283.41092
2012-10-11,283.73987,283.74088,283.71622,283.62192,283.42188,283.43777,283.36557
2012-10-12,283.73468,283.67017,283.6624,283.39685,283.42923,283.33636,283.20663
2012-10-14,283.73904,283.69632,283.4411,283.39008,283.3617,283.3077,283.1045
2012-10-15,283.6394,283.51605,283.45108,283.37598,283.27408,283.07816,283.04355
2012-10-16,283.42795,283.3407,283.3688,283.2571,283.11948,283.00015,282.71024
2012-10-17,283.40024,283.34787,283.2639,283.13635,283.0276,282.69525,282.66345
2012-10-18,283.38132,283.2476,283.10077,283.01984,282.69196,282.64978,282.67267
2012-10-19,283.29776,283.12814,283.0288,282.7042,282.67905,282.64276,282.66022
2012-10-21,283.12128,283.02576,282.78455,282.6363,282.6285,282.63403,282.51672
2012-10-22,283.03885,282.69196,282.69168,282.67496,282.58847,282.59015,282.58493
2012-10-23,282.68625,282.7014,282.64978,282.63647,282.62808,282.59332,282.56833
2012-10-24,282.6433,282.60382,282.61548,282.57156,282.60284,282.62622,282.5992
2012-10-25,282.6737,282.63074,282.57825,282.61502,282.5544,282.65732,282.59274
2012-10-26,282.6255,282.61597,282.5813,282.59448,282.62912,282.61356,282.60803
2012-10-28,282.5291,282.59604,282.613,282.6431,282.63272,282.61212,282.57266
2012-10-29,282.55096,282.61127,282.64783,282.63956,282.66385,282.58664,282.41672
2012-10-30,282.61853,282.66437,282.5786,282.60553,282.54953,282.39062,282.35025
2012-10-31,282.64154,282.65622,282.6439,282.5694,282.39926,282.37585,282.35864
2012-11-01,282.6203,282.63342,282.62167,282.35727,282.35263,282.35635,282.3268
2012-11-02,282.63217,282.59644,282.40778,282.36188,282.37924,282.37332,282.28552
2012-11-04,282.57016,282.39172,282.34042,282.37814,282.35187,282.33157,282.2742
2012-11-05,282.35812,282.3883,282.38013,282.25803,282.30884,282.31635,282.32968
2012-11-06,282.34576,282.3554,282.33398,282.30222,282.3336,282.34476,282.3415
2012-11-07,282.41016,282.3598,282.28464,282.3101,282.3262,282.3246,282.28387
2012-11-08,282.31284,282.2712,282.28,282.2724,282.31125,282.282,282.2718
2012-11-09,282.3097,282.25937,282.30768,282.31683,282.29825,282.30344,282.3314
2012-11-11,282.30005,282.31726,282.2986,282.32898,282.29138,282.31815,282.27496
2012-11-12,282.25452,282.32947,282.3234,282.30078,282.27808,282.3035,282.33163
2012-11-13,282.31787,282.26935,282.27533,282.2685,282.30362,282.27362,282.26938
2012-11-14,282.2965,282.25662,282.27203,282.32654,282.29785,282.33353,282.2631
2012-11-15,282.32538,282.3336,282.3385,282.29532,282.28662,282.2313,282.22845
2012-11-16,282.2672,282.32666,282.31973,282.31134,282.30847,282.2289,282.2281
2012-11-18,282.36664,282.2655,282.23834,282.31845,282.25192,282.1384,282.00226
2012-11-19,282.2754,282.27347,282.31183,282.26874,282.1669,281.9372,281.77975
2012-11-20,282.3304,282.33313,282.2375,282.1887,281.94345,281.78406,282.17673
2012-11-21,282.287,282.2853,282.17636,281.9587,281.77994,282.17764,282.1473
2012-11-22,282.2666,282.20255,281.94974,281.82446,282.1012,282.14844,282.16287
2012-11-23,282.1925,281.91446,281.83545,282.15433,282.18835,282.17,282.17566
2012-11-25,281.90814,281.7939,282.1086,282.17804,282.12103,282.14807,282.10556
2012-11-26,281.78256,282.1314,282.21143,282.15613,282.15216,282.17032,282.12915
2012-11-27,282.158,282.17587,282.1461,282.17825,282.18927,282.14777,282.18494
2012-11-28,282.20117,282.14426,282.17062,282.15598,282.178,282.17065,282.14948
2012-11-29,282.13025,282.1582,282.1525,282.1784,282.1212,282.14755,282.22946
2012-11-30,282.1437,282.20505,282.17654,282.1558,282.16544,282.24335,282.23404
2012-12-02,282.1887,282.13306,282.1569,282.17856,282.1588,282.24634,282.34555
2012-12-03,282.15366,282.1249,282.1809,282.2103,282.2826,282.31052,282.29263
2012-12-04,282.18088,282.1694,282.216,282.30948,282.27707,282.33923,282.41507
2012-12-05,282.14536,282.23148,282.23404,282.3034,282.36844,282.37466,282.4551
2012-12-06,282.18036,282.22318,282.30566,282.3444,282.33456,282.47507,282.3654
2012-12-07,282.28195,282.27664,282.36163,282.4401,282.4807,282.40173,282.3443
2012-12-09,282.3313,282.3703,282.37936,282.49448,282.34912,282.30914,282.29135
2012-12-10,282.35532,282.44846,282.515,282.40036,282.30713,282.32648,282.2799
2012-12-11,282.3969,282.47482,282.3983,282.31488,282.31387,282.2823,282.49988
2012-12-12,282.45334,282.39743,282.27914,282.3283,282.27966,282.47668,282.7243
2012-12-13,282.39194,282.26978,282.27756,282.30273,282.4624,282.74326,282.83005
2012-12-14,282.32397,282.33365,282.3112,282.4942,282.72147,282.8278,283.10004
2012-12-16,282.31342,282.347,282.47833,282.77545,282.82886,283.0635,283.1813
2012-12-17,282.3082,282.48828,282.69333,282.91437,283.03363,283.19965,283.2319
2012-12-18,282.47577,282.72726,282.83688,283.10684,283.24307,283.19012,283.2027
2012-12-19,282.72528,282.84827,283.0661,283.21796,283.20334,283.17084,283.21655
2012-12-20,282.84778,283.06915,283.21597,283.18335,283.22437,283.25107,283.18918
2012-12-21,283.128,283.1926,283.24036,283.19537,283.16803,283.20303,283.2058
2012-12-23,283.15945,283.18524,283.16583,283.24258,283.26562,283.19012,283.25577
2012-12-24,283.2655,283.17114,283.20767,283.20218,283.19415,283.2292,283.22025
2012-12-26,283.18768,283.19797,283.18564,283.21115,283.16916,283.2202,283.15375
2012-12-27,283.2069,283.23553,283.2448,283.21848,283.1331,283.20474,283.17755
2012-12-28,283.197,283.22433,283.14264,283.1813,283.25107,283.24323,283.13638
2012-12-30,283.24466,283.2026,283.21744,283.19434,283.17685,283.29514,283.2822
2012-12-31,283.2277,283.23386,283.24347,283.24472,283.30103,283.31442,283.43552
2013-01-02,283.1712,283.22446,283.16354,283.26794,283.2704,283.36197,283.67297
2013-01-03,283.16766,283.20642,283.2841,283.28455,283.27325,283.54514,283.61255
2013-01-04,283.20355,283.29272,283.36053,283.38553,283.46616,283.7664,285.70425
2013-01-06,283.24802,283.27197,283.4111,283.6111,283.7609,285.7162,286.64954
2013-01-07,283.34818,283.36798,283.60712,283.65393,285.74048,286.67557,286.7254
2013-01-08,283.33206,283.55933,283.64035,285.7197,286.64423,286.76758,287.3179
2013-01-09,283.65146,283.71967,285.70767,286.65298,286.7217,287.35788,288.10715
2013-01-10,283.6532,285.73007,286.62036,286.7937,287.43216,288.07068,289.26764
2013-01-11,285.7073,286.6708,286.7687,287.32306,288.08737,289.2954,289.82626
2013-01-13,286.6446,286.8169,287.36426,288.1346,289.31003,289.7731,290.2356
2013-01-14,286.77567,287.2969,288.09518,289.29388,289.81757,290.20224,290.41013
2013-01-15,287.34793,288.08594,289.3084,289.84174,290.2296,290.36584,290.49304
2013-01-16,288.0738,289.2546,289.8609,290.1191,290.38232,290.45212,290.58087
2013-01-17,289.25418,289.77197,290.20447,290.38028,290.47217,290.61734,290.81888
2013-01-18,289.74716,290.23248,290.4039,290.51553,290.581,290.84555,290.98734
2013-01-20,290.20255,290.4065,290.61612,290.6222,290.78815,290.99478,291.19174
2013-01-21,290.37888,290.56012,290.59546,290.78674,291.02426,291.23456,291.29874
2013-01-22,290.54318,290.64487,290.7209,290.9981,291.23297,291.3822,291.5382
2013-01-23,290.59628,290.71753,291.02795,291.21216,291.2887,291.573,291.94232
2013-01-24,290.82172,291.00305,291.24,291.3154,291.57413,291.91623,291.95135
2013-01-25,290.9342,291.22073,291.328,291.55405,291.90338,291.92075,292.01138
2013-01-27,291.25174,291.29718,291.533,291.94086,292.00055,292.02493,292.51004
2013-01-28,291.34824,291.58972,291.88596,292.00177,291.98883,292.53934,292.54028
2013-01-29,291.6032,291.91098,291.94757,292.0836,292.5489,292.63364,292.6311
2013-01-30,291.8794,291.99304,292.0142,292.59772,292.59863,292.60852,292.72754
2013-01-31,291.94904,292.10718,292.64697,292.61252,292.6291,292.6686,292.78983
2013-02-01,291.9999,292.59955,292.66028,292.60904,292.71613,292.75006,292.90247
2013-02-03,292.5891,292.61353,292.49728,292.73907,292.73096,292.9142,292.93588
2013-02-04,292.58917,292.61942,292.71295,292.74734,292.92487,292.9446,292.90265
2013-02-05,292.58014,292.65213,292.817,292.8993,292.9741,292.91455,292.9228
2013-02-06,292.58282,292.78546,292.89618,292.93906,292.92657,292.9223,292.90222
2013-02-07,292.78506,292.94583,293.00412,292.90033,292.90805,292.89383,292.92313
2013-02-08,292.91553,292.94385,292.9065,292.92105,292.92706,292.9446,292.9019
2013-02-10,292.93536,292.91193,292.9459,292.8999,292.90778,292.93817,292.92343
2013-02-11,292.92917,292.8978,292.9121,292.92136,292.9274,292.90356,292.90158
2013-02-12,292.9142,292.94272,292.9043,292.8996,292.9075,292.91412,292.92377
2013-02-13,292.90186,292.90906,292.9376,292.9217,292.92764,292.92273,292.90128
2013-02-14,292.92975,292.92053,292.85715,292.8993,292.90723,292.8945,292.92404
2013-02-15,292.91412,292.92993,292.94214,292.92197,292.9279,292.94617,292.901
2013-02-17,292.90106,292.89893,292.87946,292.89902,292.90698,292.90985,292.92432
2013-02-18,292.93027,292.95773,292.89917,292.92227,292.9281,292.93765,292.9391
2013-02-19,292.91394,292.94775,292.91626,292.8988,292.90668,292.9288,292.9936
2013-02-20,292.9004,292.91092,292.94333,292.92258,292.94308,292.9525,292.92282
2013-02-21,292.93082,292.9546,292.85703,292.93192,292.90097,292.9764,292.92404
2013-02-22,292.91388,292.87997,292.97632,292.94962,292.95657,292.96408,292.96176
2013-02-24,292.89987,292.9762,292.93573,292.9642,292.89703,292.90482,292.91284
2013-02-25,292.96423,292.91,292.9396,292.9314,292.94455,292.93375,292.96158
2013-02-26,292.9404,292.92322,292.9775,292.94962,292.98172,292.99277,292.99042
2013-02-27,292.96466,292.98087,292.93488,292.9646,292.97107,293.0277,293.12418
2013-02-28,292.94028,292.92114,292.93893,292.92532,292.98288,293.04062,293.20587
2013-03-01,292.96484,292.98047,292.94498,292.9686,293.0653,293.23944,293.23746
2013-03-03,292.94003,293.00766,293.00412,293.0569,293.2514,293.25726,293.19147
