,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF,EURHUF
2013-03-04,292.9357,293.0244,293.10724,293.25504,293.20193,293.19818,293.21817
2013-03-05,293.02127,293.08075,293.22208,293.1622,293.1938,293.1885,293.20544
2013-03-06,293.0823,293.25903,293.21222,293.1822,293.21765,293.21664,293.2306
2013-03-07,293.20233,293.2373,293.1623,293.2447,293.20627,293.20337,293.21533
2013-03-08,293.16464,293.18433,293.19373,293.13123,293.22876,293.22955,293.1691
2013-03-10,293.20187,293.2149,293.1805,293.259,293.1787,293.17188,293.20193
2013-03-11,293.28937,293.20044,293.2135,293.15967,293.17365,293.16626,293.67792
2013-03-12,293.24213,293.22897,293.20776,293.18124,293.24072,293.61475,293.95966
2013-03-13,293.23688,293.21167,293.23834,293.24814,293.59348,293.91376,294.02515
2013-03-14,293.29968,293.15985,293.23352,293.5828,293.89545,294.03427,294.55786
2013-03-15,293.23962,293.19662,293.63614,293.93488,293.99088,294.668,294.79285
2013-03-17,293.2328,293.5982,293.89368,294.0699,294.5741,294.73917,294.81592
2013-03-18,293.59613,293.9369,294.08673,294.58508,294.73627,294.90036,295.5348
2013-03-19,293.9613,294.00214,294.61356,294.78857,294.86063,295.46805,295.63068
2013-03-20,294.03635,294.623,294.72104,294.81314,295.51062,295.6342,297.00848
2013-03-21,294.585,294.77753,294.86182,295.57602,295.60382,296.93887,298.29166
2013-03-22,294.77167,294.85904,295.57013,295.63834,296.9887,298.26056,298.20944
2013-03-24,294.8261,295.51035,295.62463,296.99026,298.15588,298.39395,298.98145
2013-03-25,295.52902,295.65735,296.97656,298.27036,298.2386,299.02988,299.22653
2013-03-26,295.6322,296.93716,298.14474,298.27383,298.9857,299.2586,299.53183
2013-03-27,296.91034,298.25146,298.29114,298.95825,299.2096,299.47928,301.6089
2013-03-28,298.2377,298.27948,298.95502,299.27838,299.5131,301.61847,302.2069
2013-03-31,298.25333,299.02298,299.25955,299.5341,301.6151,302.14697,302.13162
2013-04-01,298.9925,299.28473,299.52353,301.60397,302.112,302.0897,302.03143
2013-04-02,299.26788,299.51596,301.66306,302.144,302.1322,302.1211,302.02838
2013-04-03,299.46918,301.65234,302.09653,302.09576,302.11182,302.10504,302.10672
2013-04-04,301.61832,302.13354,302.05814,302.09854,302.13245,302.09787,302.21036
2013-04-05,302.0639,302.10992,302.11768,302.0999,302.1116,302.12277,302.2134
2013-04-07,302.10245,302.13406,302.12677,302.1091,302.1327,302.10696,302.13245
2013-04-08,302.17432,302.1098,302.12744,302.0559,302.11142,302.1007,302.02582
2013-04-09,302.14847,302.13425,302.09894,302.10974,302.13287,302.1278,302.0227
2013-04-10,302.0866,302.10956,302.11038,302.11453,302.11105,302.114,302.1059
2013-04-11,302.12207,302.13446,302.16693,302.1171,302.13306,302.149,302.21506
2013-04-12,302.1054,302.10938,302.1313,302.11844,302.1109,302.08353,302.2181
2013-04-14,302.13794,302.13464,302.1459,302.1677,302.13324,302.1158,302.13315
2013-04-15,302.11816,302.10922,302.10892,302.08124,302.11072,302.15244,302.02158
2013-04-16,302.06,302.1348,302.11508,302.12686,302.1334,302.08698,302.01865
2013-04-17,302.1015,302.10907,302.08136,302.13095,302.11057,302.12207,302.10544
2013-04-18,302.1779,302.13498,302.08688,302.13312,302.1335,302.10428,302.21872
2013-04-19,302.15036,302.10892,302.09464,302.0869,302.11038,302.09653,302.2216
2013-04-21,302.0849,302.13507,302.05215,302.12808,302.13367,302.12363,301.53073
2013-04-22,302.1224,302.10886,302.11783,302.14667,302.11023,301.46204,301.48022
2013-04-23,302.10492,302.13522,302.1278,302.09378,301.4526,301.45734,301.4523
2013-04-24,302.13892,302.10873,302.12836,301.39633,301.4724,301.50052,301.0888
2013-04-25,302.11826,302.1353,301.43277,301.49814,301.43848,301.17203,300.45612
2013-04-26,302.05762,301.5024,301.49835,301.49313,301.14447,300.5418,300.04263
2013-04-28,301.51263,301.46756,301.4933,301.168,300.516,299.98175,299.9081
2013-04-29,301.34305,301.49142,301.16953,300.4326,300.0056,299.8593,299.62518
2013-04-30,301.453,301.12033,300.51288,300.04984,299.8644,299.65393,299.57263
2013-05-01,301.11395,300.51645,300.04852,299.9556,299.67816,299.61258,298.96872
2013-05-02,300.56274,300.03387,299.88757,299.64124,299.56787,299.03183,298.85126
2013-05-03,300.03577,299.9112,299.70288,299.57297,298.96545,298.8512,298.7147
2013-05-05,299.81238,299.65704,299.5812,298.99133,298.85077,298.77963,298.5631
2013-05-06,299.66443,299.52295,299.0139,298.8817,298.75302,298.4853,298.22134
2013-05-07,299.6087,299.049,298.88965,298.6827,298.43628,298.2261,297.1674
2013-05-08,298.99103,298.84927,298.72177,298.47546,298.27054,297.2151,297.10684
2013-05-09,298.9151,298.7449,298.52487,298.25104,297.25754,297.1363,297.0937
2013-05-10,298.79214,298.4497,298.28574,297.17734,297.1032,297.1051,297.07043
2013-05-12,298.40408,298.3046,297.1733,297.1757,297.14847,297.1024,297.02475
2013-05-13,298.23285,297.2416,297.12207,297.07523,297.08493,297.04343,296.66083
2013-05-14,297.1764,297.13486,297.1172,297.08173,297.03415,296.65268,296.46863
2013-05-15,297.12347,297.0952,297.09088,297.0499,296.6569,296.49478,296.2757
2013-05-16,297.07867,297.0744,297.02252,296.631,296.48434,296.36243,296.09503
2013-05-17,297.0428,297.0288,296.6371,296.44937,296.3585,296.16663,295.9276
2013-05-19,297.05887,296.65698,296.40338,296.30768,296.071,295.89886,295.43283
2013-05-20,296.6307,296.4448,296.33032,296.09396,295.92673,295.42346,295.33456
2013-05-21,296.4342,296.29294,296.09784,295.91632,295.5122,295.24963,294.70584
2013-05-22,296.29358,296.11362,295.9114,295.4461,295.23666,294.7041,294.65155
2013-05-23,296.12387,295.9746,295.49872,295.23215,294.64236,294.64267,294.4943
2013-05-24,295.94287,295.46182,295.30753,294.6662,294.65802,294.50177,294.24704
2013-05-26,295.42984,295.26715,294.75974,294.58835,294.4341,294.3292,293.8904
2013-05-27,295.2957,294.73734,294.63748,294.452,294.35214,293.88574,293.8429
2013-05-28,294.70557,294.68134,294.46207,294.36517,293.85602,293.81763,293.84738
2013-05-29,294.65097,294.4983,294.32114,293.85257,293.85062,293.9417,293.89
2013-05-30,294.48645,294.3527,293.88998,293.86926,293.8871,293.80246,293.61395
2013-05-31,294.28076,293.87912,293.82086,293.8759,293.87726,293.64926,293.5644
2013-06-02,293.88467,293.81577,293.94638,293.85,293.66058,293.5657,293.6245
2013-06-03,293.91452,293.8421,293.80563,293.61636,293.61536,293.5413,293.58395
2013-06-04,293.8555,293.85022,293.65054,293.62573,293.61896,293.6063,293.6392
2013-06-05,293.85117,293.5604,293.5663,293.6331,293.58777,293.70035,293.69604
2013-06-06,293.61966,293.65015,293.54156,293.6381,293.59274,293.69135,293.64285
2013-06-07,293.57486,293.63373,293.6071,293.59528,293.63916,293.5969,293.59952
2013-06-09,293.6248,293.64694,293.702,293.6044,293.60184,293.56552,293.65347
2013-06-10,293.6199,293.61365,293.69272,293.61047,293.66205,293.62793,293.17795
2013-06-11,293.57422,293.6379,293.59753,293.6145,293.5797,293.1798,293.0127
2013-06-12,293.62524,293.59875,293.56592,293.62628,293.12006,293.0624,292.88135
2013-06-13,293.6202,293.61636,293.62866,293.18127,293.0873,292.90704,292.97678
2013-06-14,293.57376,293.6837,293.15576,293.0275,292.97366,293.01303,292.904
2013-06-16,293.6256,293.16785,293.04495,292.90878,292.9162,292.94104,293.01935
2013-06-17,293.16147,293.07147,293.01056,292.8904,292.97574,292.9376,292.96838
2013-06-18,293.0443,292.9363,292.93903,292.93265,292.9486,293.0361,292.91925
2013-06-19,293.02832,292.96133,292.93433,292.96454,292.9312,292.90317,293.0742
2013-06-20,292.97845,292.97464,292.899,292.94257,292.914,293.02872,293.0887
2013-06-21,292.9215,292.91086,293.06778,293.00882,293.08514,293.106,293.0593
2013-06-23,293.013,292.9336,292.9527,293.10754,293.08054,293.04517,294.29596
2013-06-24,292.93958,292.95462,293.1568,293.0749,293.05258,294.23843,294.27393
2013-06-25,292.90494,293.09708,293.0835,293.13156,294.18536,294.34857,294.93393
2013-06-26,293.09024,293.14,293.08063,294.30222,294.3324,294.88794,294.94708
2013-06-27,293.05618,293.08792,294.232,294.34943,294.93353,294.90656,294.8836
2013-06-28,293.09476,294.2522,294.3196,294.89493,294.89716,294.8873,294.87024
2013-06-30,294.28992,294.42563,294.86624,294.88904,294.9055,294.90686,294.93573
2013-07-01,294.4314,294.90668,294.92902,294.92664,294.91245,294.887,294.94925
2013-07-02,294.9075,294.8758,294.94214,294.9292,294.8776,294.9071,295.06857
2013-07-03,294.90125,294.9305,294.87778,294.8801,294.8897,295.11688,295.09753
2013-07-04,294.92303,294.93597,294.86435,294.9189,295.11206,295.05588,295.15976
2013-07-05,294.8651,294.86298,294.93054,295.0811,295.07953,295.08524,295.12994
2013-07-07,294.8923,294.84357,295.09637,295.11057,295.13306,295.14786,295.0664
2013-07-08,294.9435,295.0994,295.11932,295.10397,295.13464,295.11786,295.09677
2013-07-09,295.07074,295.11295,295.0961,295.0912,295.09708,295.05386,295.06094
2013-07-10,295.16553,295.08313,295.11957,295.11584,295.1054,295.03848,294.74457
2013-07-11,295.09598,295.10132,295.09583,295.15024,294.933,294.87094,294.89627
2013-07-12,295.07156,295.15533,295.11996,294.90668,294.87247,294.8573,294.86295
2013-07-14,295.14648,295.1169,294.8596,294.8567,294.83105,294.91965,294.70276
2013-07-15,295.1043,294.97134,294.8609,294.83185,294.8051,294.8371,294.77203
2013-07-16,294.95764,294.8397,294.85806,294.9254,294.7808,294.74786,294.75488
2013-07-17,294.8173,294.87027,294.86142,294.81973,294.7532,294.731,294.4852
2013-07-18,294.8767,294.86172,294.7241,294.76273,294.75934,294.55194,294.54807
2013-07-19,294.91888,294.69904,294.75168,294.67914,294.5117,294.52344,294.56122
2013-07-21,294.76453,294.7964,294.69278,294.49557,294.51593,294.53674,294.4964
2013-07-22,294.74567,294.77527,294.5158,294.54993,294.55698,294.5104,294.80423
2013-07-23,294.76492,294.55246,294.54214,294.52643,294.511,294.7723,294.88846
2013-07-24,294.52466,294.50204,294.5745,294.5373,294.7487,294.86676,294.9479
2013-07-25,294.55124,294.53513,294.4842,294.7589,294.82632,294.95715,295.0987
2013-07-26,294.53296,294.53052,294.7228,294.85742,295.03726,295.119,295.1382
2013-07-28,294.51776,294.75595,294.86404,294.84964,295.10953,295.16943,295.11652
2013-07-29,294.8057,294.83585,295.05167,295.09305,295.16428,295.13696,295.16565
2013-07-30,294.86887,294.90305,295.1037,295.14166,295.1601,295.1148,295.13483
2013-07-31,294.96088,295.04947,295.1369,295.14178,295.11984,295.16473,295.13464
2013-08-01,295.08075,295.18182,295.1516,295.14185,295.1651,295.1223,295.13593
2013-08-02,295.19598,295.2115,295.14212,295.14194,295.16064,295.1222,295.1502
2013-08-04,295.20242,295.16516,295.1359,295.142,295.11887,295.138,295.12244
2013-08-05,295.138,295.09436,295.12402,295.14206,295.16577,295.15088,295.13794
2013-08-06,295.09094,295.17654,295.11603,295.14215,295.1612,295.122,295.26117
2013-08-07,295.12952,295.206,295.15268,295.1422,295.11804,295.36554,295.38397
2013-08-08,295.10828,295.16,295.14282,295.14233,295.2681,295.43585,295.60312
2013-08-09,295.1621,295.08978,295.13626,295.38248,295.34567,295.61667,296.07782
2013-08-11,295.1779,295.17142,295.27957,295.3814,295.5841,296.0494,296.33054
2013-08-12,295.1215,295.36926,295.40918,295.56528,296.07404,296.3883,296.66882
2013-08-13,295.27646,295.39438,295.53937,296.04965,296.42456,296.72504,296.7155
2013-08-14,295.46298,295.59442,296.07635,296.3062,296.65146,296.72113,297.06747
2013-08-15,295.63162,296.08228,296.24225,296.7126,296.7207,297.0296,297.1097
2013-08-16,296.05417,296.27075,296.66797,296.73236,296.97678,297.0391,297.27792
2013-08-18,296.33603,296.66278,296.7456,297.049,297.11835,297.27026,297.91232
2013-08-19,296.6457,296.6821,297.0574,297.0811,297.23734,298.042,298.04102
2013-08-20,296.73746,297.03043,297.0791,297.2784,298.02426,298.05118,298.0709
2013-08-21,297.01874,297.09637,297.24673,298.01477,298.1051,298.0512,298.12048
2013-08-22,297.17633,297.3247,297.98578,298.0393,298.0913,298.25778,298.25415
2013-08-23,297.27948,297.97415,298.08527,298.08484,298.14563,298.27155,298.46246
2013-08-25,297.97232,298.12286,298.0152,298.16287,298.2808,298.45963,298.52295
2013-08-26,298.01987,298.1071,298.24838,298.21716,298.47305,298.47934,298.56088
2013-08-27,298.0078,298.18768,298.26895,298.41476,298.51248,298.57462,298.78024
2013-08-28,298.1774,298.23703,298.44598,298.4987,298.5731,298.80505,298.8903
2013-08-29,298.18985,298.44977,298.47552,298.58722,298.81992,298.88535,298.9339
2013-08-30,298.36603,298.4931,298.5795,298.78906,298.8829,298.96124,298.96634
2013-09-01,298.49384,298.5984,298.8184,298.82,298.936,299.03284,299.48172
2013-09-02,298.61505,298.7914,298.86096,298.91238,299.09656,299.51956,299.63174
2013-09-03,298.7985,298.8687,298.93472,298.98383,299.47586,299.5858,299.63364
2013-09-04,298.8793,298.93872,299.03345,299.5175,299.58105,299.64105,299.66898
2013-09-05,298.96667,298.97272,299.51297,299.58664,299.6525,299.63297,299.66183
2013-09-06,299.07147,299.44284,299.60934,299.618,299.65878,299.6466,299.65692
2013-09-08,299.54495,299.56226,299.6356,299.66412,299.62842,299.65982,299.7219
2013-09-09,299.61002,299.61127,299.6458,299.63992,299.67883,299.65314,299.65683
2013-09-10,299.64468,299.65143,299.6934,299.6596,299.71655,299.72934,299.72894
2013-09-11,299.69415,299.6723,299.65436,299.7323,299.6784,299.73166,299.69568
2013-09-12,299.68118,299.6512,299.70465,299.6664,299.76184,299.75024,299.73532
2013-09-13,299.6376,299.6786,299.7047,299.72095,299.74677,299.63123,299.73364
2013-09-15,299.68744,299.74393,299.71738,299.68848,299.76337,299.79938,299.70258
2013-09-16,299.6487,299.7034,299.68216,299.7278,299.66397,299.69803,299.7072
2013-09-17,299.7368,299.71338,299.7223,299.69598,299.729,299.71048,299.7109
2013-09-18,299.69754,299.7215,299.71793,299.73328,299.74747,299.6983,299.71707
2013-09-19,299.74664,299.72336,299.71442,299.70056,299.68433,299.64114,299.71872
2013-09-20,299.72464,299.72113,299.69638,299.7398,299.74048,299.68967,299.71918
2013-09-22,299.70782,299.7155,299.68146,299.73953,299.7457,299.6831,299.71332
2013-09-23,299.69095,299.70547,299.71048,299.70126,299.6695,299.73715,299.70615
2013-09-24,299.7092,299.72314,299.72403,299.69696,299.70465,299.744,299.73132
2013-09-25,299.72733,299.73758,299.69595,299.6903,299.70172,299.72568,299.62366
2013-09-26,299.7088,299.7146,299.69937,299.71655,299.71228,299.6972,299.74832
2013-09-27,299.72766,299.6924,299.72937,299.70685,299.6859,299.56006,299.51697
2013-09-29,299.70844,299.70404,299.6861,299.61407,299.61475,299.5723,299.4908
2013-09-30,299.7281,299.72156,299.6907,299.57257,299.55997,299.4945,299.4388
2013-10-01,299.70807,299.71127,299.57364,299.55722,299.47763,299.4556,299.43018
2013-10-02,299.66113,299.57663,299.5895,299.49716,299.47818,299.4709,299.4556
2013-10-03,299.67575,299.58484,299.49167,299.4753,299.47205,299.4349,299.4781
2013-10-04,299.53442,299.52463,299.45157,299.4631,299.45984,299.4648,299.34885
2013-10-06,299.4649,299.3584,299.4323,299.45285,299.44946,299.39563,299.23068
2013-10-07,299.44202,299.4026,299.48206,299.47592,299.40146,299.2028,298.97208
2013-10-08,299.44534,299.5182,299.46936,299.40997,299.1818,298.96906,298.58163
2013-10-09,299.4775,299.4939,299.36633,299.1287,298.92636,298.7906,298.64743
2013-10-10,299.44098,299.36627,299.1737,298.9685,298.5889,298.4867,298.57608
2013-10-11,299.33478,299.1772,298.9346,298.57394,298.56976,298.56296,298.1821
2013-10-13,299.21976,298.93988,298.6933,298.61606,298.43277,298.23502,298.11212
2013-10-14,298.9159,298.60495,298.5843,298.5902,298.2055,298.16122,297.78674
2013-10-15,298.6354,298.63315,298.60028,298.1578,298.1682,297.80905,297.17294
2013-10-16,298.56335,298.58688,298.17456,298.17792,297.82925,297.17404,296.60846
2013-10-17,298.56805,298.2224,298.22754,297.79828,297.17273,296.66714,296.56766
2013-10-18,298.20187,298.0835,297.8102,297.15936,296.6372,296.51257,296.53235
2013-10-20,298.16058,297.82404,297.17856,296.5756,296.58704,296.47318,296.35114
2013-10-21,297.8177,297.1645,296.56387,296.49896,296.49728,296.36282,296.1492
2013-10-22,297.187,296.66602,296.58533,296.492,296.356,296.2675,296.01666
2013-10-23,296.62698,296.5792,296.51236,296.36053,296.07996,296.16016,295.94223
2013-10-24,296.6595,296.46936,296.36975,296.1272,296.13242,295.9823,295.83112
2013-10-25,296.48834,296.33508,296.20526,296.1031,295.97592,295.82343,295.7899
2013-10-27,296.32178,296.2283,296.15753,295.89523,295.81558,295.75342,295.68414
2013-10-28,296.12695,296.10263,295.97708,295.8338,295.7602,295.66934,295.602
2013-10-29,296.14883,295.92636,295.83197,295.78778,295.6416,295.6947,295.59894
2013-10-30,295.9196,295.84015,295.82065,295.7094,295.6793,295.65247,295.66376
2013-10-31,295.8255,295.75342,295.68744,295.65338,295.67566,295.65106,295.7509
2013-11-01,295.79645,295.69403,295.68253,295.64145,295.64005,295.68115,295.7539
2013-11-03,295.66367,295.65466,295.64178,295.69986,295.68018,295.67456,295.6853
2013-11-04,295.66046,295.67227,295.67062,295.7121,295.67636,295.66904,295.5935
2013-11-05,295.68857,295.6516,295.66614,295.6516,295.63882,295.69757,295.5903
2013-11-06,295.64557,295.66052,295.66824,295.63885,295.681,295.6503,295.6623
2013-11-07,295.64517,295.64532,295.69327,295.7013,295.67694,295.64877,295.75824
2013-11-08,295.71405,295.68417,295.68994,295.71445,295.63754,295.68246,295.7614
2013-11-10,295.73483,295.7243,295.7271,295.65002,295.68164,295.67502,295.68634
2013-11-11,295.68066,295.70755,295.67416,295.63654,295.67737,295.66888,295.58658
2013-11-12,295.6008,295.6301,295.6712,295.7027,295.63647,295.70013,295.58365
2013-11-13,295.608,295.6682,295.7024,295.71655,295.68237,295.64825,295.6617
2013-11-14,295.68887,295.663,295.62036,295.64847,295.6779,295.64676,295.76498
2013-11-15,295.71634,295.72418,295.6547,295.63437,295.63547,295.68326,295.83612
2013-11-17,295.66205,295.69876,295.64267,295.70398,295.6829,295.7875,295.70892
2013-11-18,295.65808,295.6909,295.6543,295.7184,295.75522,295.79794,296.02814
2013-11-19,295.69223,295.64902,295.6832,295.85278,295.82022,295.9648,296.22302
2013-11-20,295.6406,295.65872,295.8193,295.74374,296.00912,296.3326,296.44046
2013-11-21,295.64026,295.76224,295.80936,296.0316,296.3106,296.53415,296.49524
2013-11-22,295.723,295.8053,296.04254,296.22778,296.4826,296.52866,296.56982
2013-11-24,295.78864,296.0533,296.29993,296.4777,296.46417,296.56348,296.77362
2013-11-25,296.0216,296.3319,296.43494,296.39807,296.60602,296.7101,296.81845
2013-11-26,296.35522,296.5188,296.4641,296.6717,296.78873,296.77045,296.96854
2013-11-27,296.58685,296.61206,296.57767,296.78287,296.81995,296.911,297.10666
2013-11-28,296.54123,296.59155,296.7758,296.86862,296.98196,297.12076,297.15234
2013-11-29,296.4543,296.7829,296.79773,297.00046,297.10245,297.10785,297.326
2013-12-01,296.79282,296.8051,296.91345,297.06577,297.17422,297.32056,297.60324
2013-12-02,296.826,296.94254,297.0865,297.16937,297.3067,297.68198,297.7301
2013-12-03,296.94797,297.0573,297.14932,297.27756,297.7118,297.71118,297.99292
2013-12-04,297.11185,297.16336,297.3195,297.64624,297.74158,297.97256,298.09482
2013-12-05,297.1801,297.3239,297.69086,297.72156,297.9878,298.00235,298.11337
2013-12-06,297.3309,297.6377,297.6994,297.9478,298.0468,298.09283,298.16397
2013-12-08,297.68872,297.7293,297.99435,298.10547,298.14868,298.12766,298.2501
2013-12-09,297.7111,297.89468,298.073,298.10574,298.13693,298.28516,298.28214
2013-12-10,298.01685,298.0407,298.1262,298.1661,298.29617,298.3006,298.47626
2013-12-11,298.08945,298.10098,298.15173,298.23837,298.31195,298.42767,298.72205
2013-12-12,298.14685,298.16956,298.24463,298.41226,298.47034,298.68454,298.73776
2013-12-13,298.13947,298.28964,298.2924,298.40402,298.73566,298.7397,298.7444
2013-12-15,298.2653,298.3285,298.39572,298.7225,298.76105,298.7158,298.87057
2013-12-16,298.3285,298.44305,298.72354,298.7703,298.75955,298.85846,298.90268
2013-12-17,298.39813,298.6998,298.71375,298.74585,298.939,298.9032,298.88956
2013-12-18,298.64957,298.71158,298.71024,298.91617,298.87308,298.91025,298.92337
2013-12-19,298.74127,298.73117,298.9428,298.89877,298.85538,298.92407,298.91785
2013-12-20,298.72754,298.89325,298.85385,298.9166,298.913,298.93512,298.94962
2013-12-22,298.8964,298.91168,298.84833,298.8985,298.92242,298.90128,298.90073
2013-12-23,298.91205,298.893,298.95398,298.9169,298.8949,298.91516,298.89322
2013-12-24,298.9187,298.91196,298.81573,298.89813,298.90787,298.87952,298.93356
2013-12-26,298.8873,298.8927,298.95093,298.9172,298.88232,298.8854,298.91632
2013-12-27,298.8939,298.9123,298.86096,298.89786,298.93893,298.8521,298.90683
2013-12-29,298.8938,298.8924,298.85526,298.9175,298.94452,298.90347,298.85916
2013-12-30,298.8669,298.91257,298.9621,298.89755,298.86926,298.91135,298.88907
2013-12-31,298.90125,298.8922,298.8225,298.91782,298.84927,298.86908,298.87665
2014-01-01,298.89532,298.91284,298.89514,298.89734,298.91437,298.887,299.00046
2014-01-02,298.8859,298.8919,298.8999,298.91806,298.9249,298.95114,299.08713
2014-01-03,298.9148,298.9131,298.90924,298.89706,298.9943,299.02496,299.26147
2014-01-05,298.90125,298.89172,298.9182,298.93045,299.01212,299.33267,299.41232
2014-01-06,298.92798,298.91324,298.96066,299.1337,299.3429,299.46362,299.3592
2014-01-07,298.8691,298.9657,299.03748,299.29166,299.3808,299.35724,299.29745
2014-01-08,298.88196,299.02588,299.28268,299.38828,299.4287,299.2605,298.99963
2014-01-09,298.9976,299.31274,299.4739,299.40167,299.3289,298.98102,299.0607
2014-01-10,299.2534,299.3644,299.3433,299.2601,298.9408,298.97647,299.00204
2014-01-12,299.38287,299.48624,299.2842,299.00436,298.98862,298.9327,298.9955
2014-01-13,299.43292,299.2757,298.9461,298.9895,298.984,298.98145,298.96957
2014-01-14,299.28467,298.99585,298.97452,298.96875,298.94012,298.97665,298.94778
2014-01-15,298.9994,298.9959,298.96808,298.95612,298.9894,298.93176,298.93503
2014-01-16,299.05832,298.99615,298.95563,298.99072,298.98456,298.98184,298.94595
2014-01-17,299.00153,298.99652,298.9799,298.96436,298.93942,298.97684,298.979
2014-01-19,298.9951,298.99875,299.01352,298.99826,298.98975,298.93112,298.92365
2014-01-20,298.96994,298.99545,299.00354,298.9361,298.98483,298.9822,298.92358
2014-01-21,298.9444,298.94135,298.98422,298.95874,298.9388,298.9772,298.96783
2014-01-22,298.93555,298.97818,298.96765,299.00143,298.9902,298.93066,298.9493
2014-01-23,298.9029,298.97244,298.959,298.9745,298.98505,298.98254,299.00497
2014-01-24,298.97488,298.96558,298.94257,299.00342,298.93826,298.97742,298.9544
2014-01-26,298.9244,298.95673,298.9744,298.9477,298.99042,298.93018,299.1381
2014-01-27,298.92517,298.99826,298.96735,298.9717,298.9853,299.1318,299.25095
2014-01-28,298.96957,298.99713,298.95392,299.00803,299.13818,299.28046,299.44147
2014-01-29,298.95105,298.94028,298.98035,299.09344,299.2455,299.49023,299.9547
2014-01-30,299.00674,298.9366,299.06906,299.29562,299.4946,299.93567,300.03293
2014-01-31,298.9561,299.07803,299.242,299.44955,299.94073,300.0295,300.11087
2014-02-02,299.12848,299.2615,299.51086,299.96146,300.0358,300.1158,300.53546
2014-02-03,299.25195,299.50363,299.91742,299.97296,300.15137,300.56845,300.58575
2014-02-04,299.4413,299.8877,300.0662,300.10925,300.55435,300.5999,300.8097
2014-02-05,299.9059,300.04626,300.1813,300.57785,300.6142,300.81152,301.71414
2014-02-06,300.0176,300.10785,300.6036,300.65527,300.84427,301.63818,302.2861
2014-02-07,300.13675,300.57437,300.68246,300.83246,301.5145,302.28738,302.48645
2014-02-09,300.56195,300.58975,300.89563,301.64316,302.33728,302.5134,304.03857
2014-02-10,300.62534,300.8532,301.60785,302.29657,302.54083,303.99802,304.01096
2014-02-11,300.86435,301.56073,302.28214,302.44385,304.03265,304.03912,304.39917
2014-02-12,301.54715,302.2802,302.4886,304.05368,304.02628,304.4135,305.46677
2014-02-13,302.29382,302.51956,303.9983,304.10083,304.3903,305.44504,305.6768
2014-02-14,302.54703,304.00195,304.0882,304.4466,305.49228,305.67014,307.35364
2014-02-16,304.04218,304.09448,304.3927,305.51556,305.60742,307.364,307.4688
2014-02-17,304.1093,304.4594,305.45822,305.66708,307.37375,307.48584,307.5262
2014-02-18,304.41995,305.50864,305.6705,307.37094,307.47513,307.55096,307.91946
2014-02-19,305.4134,305.67645,307.4028,307.53186,307.59485,307.8902,308.41458
2014-02-20,305.65646,307.43552,307.50568,307.5416,307.88644,308.42285,308.61508
2014-02-21,307.39978,307.52377,307.533,307.93088,308.4484,308.51917,308.51236
2014-02-23,307.48083,307.54843,307.91232,308.4716,308.5462,308.5905,308.90076
2014-02-24,307.55127,307.95422,308.38126,308.60193,308.5524,308.88986,309.14603
2014-02-25,307.9274,308.45078,308.48685,308.5759,308.914,309.16238,309.43265
2014-02-26,308.4564,308.4989,308.58685,308.89713,309.15765,309.30896,309.53696
2014-02-27,308.48166,308.54953,308.95645,309.14966,309.3983,309.50027,309.91003
2014-02-28,308.56845,308.90115,309.10635,309.45065,309.55652,309.92853,309.8728
2014-03-02,308.9161,309.16068,309.41068,309.51144,309.87888,309.87985,309.91525
2014-03-03,309.03012,309.4021,309.51218,309.8171,309.88553,309.93744,309.9103
2014-03-04,309.43134,309.56015,309.87933,309.84033,309.90485,309.90558,309.95007
2014-03-05,309.5467,309.87418,309.8836,309.8648,309.94766,309.95593,310.04645
2014-03-06,309.9163,309.91562,309.92334,309.94794,309.93765,310.0492,310.08582
2014-03-07,309.89008,309.8691,309.91364,309.96042,310.02304,310.08752,310.08438
2014-03-09,309.8649,309.90146,310.03033,309.9939,310.07635,310.09595,310.2693
2014-03-10,309.9241,309.95932,310.05246,310.06912,310.1332,310.26538,310.4484
2014-03-11,309.93008,309.9947,310.06903,310.09796,310.24197,310.4356,310.4817
2014-03-12,310.07794,310.10144,310.14197,310.26355,310.38434,310.44308,310.4646
2014-03-13,310.05106,310.06934,310.23492,310.4767,310.44437,310.495,310.47064
2014-03-14,310.08444,310.1842,310.26898,310.44778,310.45093,310.467,310.51956
2014-03-16,310.21085,310.4751,310.44507,310.4133,310.4145,310.50116,310.5533
2014-03-17,310.36484,310.3991,310.45312,310.48367,310.46057,310.4829,310.8794
2014-03-18,310.47076,310.46088,310.44507,310.46567,310.5968,310.87277,310.895
2014-03-19,310.47217,310.45935,310.456,310.48807,310.83655,310.9746,310.99588
2014-03-20,310.44867,310.48648,310.4943,310.90897,310.8971,311.00003,311.0073
2014-03-21,310.41974,310.49283,310.88934,310.8792,310.98178,311.0034,311.15848
2014-03-23,310.49634,310.87827,310.927,310.992,311.02414,311.11108,311.33365
2014-03-24,310.87323,310.89227,310.98438,311.00815,311.18793,311.32535,311.33627
2014-03-25,310.93726,310.99844,311.00928,311.21634,311.3451,311.28427,311.31387
2014-03-26,311.0094,311.0259,311.1908,311.30695,311.33945,311.3142,311.31818
2014-03-27,311.00992,311.2142,311.3356,311.35684,311.3354,311.37256,311.33334
2014-03-28,311.18402,311.3103,311.3188,311.33295,311.33276,311.33517,311.3395
2014-03-30,311.36752,311.34647,311.3359,311.28094,311.32455,311.28485,311.20575
