,EURTRY,EURTRY,EURTRY,EURTRY,EURTRY,EURTRY,EURTRY
2011-12-20,2.4593887,2.4445038,2.4626465,2.444519,2.4445648,2.4575653,2.471672
2011-12-21,2.4527664,2.456787,2.465004,2.4648972,2.4712753,2.4645004,2.4677505
2011-12-22,2.4650192,2.4551086,2.4590302,2.4676971,2.452324,2.4679642,2.4603653
2011-12-23,2.4514542,2.4595184,2.44339,2.4610062,2.4820328,2.4658813,2.4577713
2011-12-27,2.4366226,2.456192,2.471222,2.4520187,2.4635391,2.4642105,2.4636993
2011-12-28,2.4586945,2.4822083,2.4621353,2.4653244,2.4677887,2.46595,2.4977875
2011-12-29,2.460884,2.4629517,2.455162,2.4628448,2.4656448,2.4642105,2.4653168
2011-12-30,2.4683304,2.467682,2.4720612,2.4627151,2.4711761,2.4693298,2.4698715
2012-01-02,2.473732,2.4705124,2.4681396,2.4627151,2.4694443,2.456993,2.4530945
2012-01-03,2.4622955,2.4668045,2.468666,2.4589767,2.4608917,2.4715729,2.4371796
2012-01-04,2.4676285,2.4641495,2.4614334,2.464798,2.4617767,2.465561,2.467476
2012-01-05,2.4659042,2.4636993,2.461586,2.4639664,2.4613724,2.461052,2.4541626
2012-01-06,2.463272,2.4601364,2.451126,2.4595413,2.450821,2.4562302,2.4539337
2012-01-08,2.4598846,2.4630966,2.4537048,2.4746323,2.4644318,2.4475021,2.4520264
2012-01-09,2.4687881,2.4532013,2.4616394,2.452919,2.4569397,2.4440308,2.4450226
2012-01-10,2.4513245,2.461937,2.4667969,2.4546585,2.452774,2.4731216,2.4593353
2012-01-11,2.4572983,2.4666214,2.4705887,2.458107,2.4510117,2.4453888,2.4474869
2012-01-12,2.4496155,2.4621964,2.4573593,2.458847,2.44561,2.4545135,2.4522934
2012-01-13,2.4621277,2.4566116,2.4593658,2.455429,2.4490814,2.450714,2.4561157
2012-01-15,2.468193,2.4540863,2.4520798,2.4496994,2.4488297,2.4449387,2.4580154
2012-01-16,2.455841,2.4524155,2.4400864,2.4633179,2.4611435,2.4486923,2.4509125
2012-01-17,2.448738,2.4485474,2.433632,2.4451447,2.4546127,2.4447098,2.4530106
2012-01-18,2.4655533,2.4476776,2.4426346,2.45253,2.4427338,2.4449387,2.4434586
2012-01-19,2.4545288,2.4503021,2.4648972,2.4481049,2.4532318,2.445076,2.4351883
2012-01-20,2.45475,2.4527664,2.4434052,2.43145,2.434105,2.4422836,2.4364853
2012-01-22,2.4517593,2.4559326,2.434372,2.4486008,2.4380264,2.443573,2.4149475
2012-01-23,2.451767,2.4616241,2.4442139,2.4331207,2.4341125,2.411049,2.3986282
2012-01-24,2.451889,2.4329605,2.444603,2.4325714,2.4171982,2.3991318,2.399681
2012-01-25,2.4401398,2.4313126,2.4182968,2.416954,2.4034653,2.3982315,2.3857498
2012-01-26,2.4432983,2.4382324,2.4193802,2.3951416,2.3908844,2.3890839,2.3520508
2012-01-27,2.4350433,2.4185867,2.3971481,2.391159,2.3809433,2.3970337,2.3889923
2012-01-29,2.4138947,2.3929596,2.3970718,2.385666,2.3790283,2.391098,2.3533783
2012-01-30,2.398384,2.387207,2.398941,2.3793488,2.3736954,2.3694077,2.3761215
2012-01-31,2.3933868,2.389946,2.3776321,2.370697,2.369484,2.3766022,2.3715897
2012-02-01,2.3809052,2.3782425,2.370041,2.374939,2.3661804,2.373436,2.3550568
2012-02-02,2.384163,2.3838959,2.3681564,2.3775177,2.3749619,2.3730469,2.367897
2012-02-03,2.4126816,2.4142761,2.3721771,2.3716202,2.3736954,2.38562,2.3563995
2012-02-05,2.3860703,2.435585,2.358467,2.3644104,2.377777,2.3454208,2.3629913
2012-02-06,2.3588028,2.3644485,2.365593,2.3796616,2.3539429,2.3728561,2.3557892
2012-02-07,2.3772812,2.3530502,2.3864899,2.360077,2.353012,2.3527603,2.3597488
2012-02-08,2.3501053,2.3673553,2.368332,2.3535385,2.3607635,2.3471527,2.3594894
2012-02-09,2.3587646,2.3588562,2.354721,2.3622055,2.353218,2.3603745,2.3535995
2012-02-10,2.3595047,2.36866,2.3712845,2.364769,2.3546295,2.3595352,2.3293076
2012-02-12,2.3662949,2.3628082,2.3547516,2.3508759,2.3491592,2.357338,2.3557434
2012-02-13,2.3645172,2.3534927,2.3584976,2.3523788,2.3643951,2.3542786,2.3581848
2012-02-14,2.3536072,2.350029,2.3464966,2.3669968,2.334938,2.345436,2.3357925
2012-02-15,2.3692474,2.3523102,2.350853,2.3470612,2.3461685,2.3497543,2.345787
2012-02-16,2.3586578,2.3533325,2.3568726,2.3497772,2.3451233,2.3210144,2.3286896
2012-02-17,2.3560715,2.3357315,2.3470688,2.337204,2.3341599,2.3401337,2.3394852
2012-02-19,2.3341599,2.3423538,2.3385315,2.3346024,2.3436966,2.3323135,2.3320312
2012-02-20,2.3516998,2.3412018,2.3529663,2.3300629,2.3360672,2.322647,2.326622
2012-02-21,2.3498688,2.3423538,2.3194504,2.3151627,2.3352203,2.3296432,2.3595123
2012-02-22,2.3346863,2.3415985,2.3484497,2.3186417,2.346672,2.325142,2.3289719
2012-02-23,2.3435898,2.3488922,2.2975388,2.330658,2.3707275,2.3246918,2.3073654
2012-02-24,2.3148804,2.3223877,2.3152618,2.353302,2.3463593,2.3258972,2.321724
2012-02-26,2.3331833,2.3378296,2.334343,2.3608017,2.3261414,2.3433151,2.331665
2012-02-27,2.3273163,2.333664,2.3288116,2.3462982,2.3368988,2.3362656,2.331749
2012-02-28,2.320877,2.3228912,2.3387756,2.3289642,2.325119,2.3362885,2.3276215
2012-02-29,2.3428802,2.3434677,2.3377228,2.336525,2.3293762,2.3398361,2.3202896
2012-03-01,2.3405838,2.329399,2.3408432,2.335106,2.3299103,2.3336716,2.3345337
2012-03-02,2.3368912,2.3382492,2.3135452,2.3271255,2.3259888,2.3297577,2.3247375
2012-03-04,2.3383865,2.3373718,2.338951,2.3304138,2.3259888,2.3272018,2.3280869
2012-03-05,2.337349,2.3394089,2.3298264,2.3321686,2.3319778,2.328392,2.3301544
2012-03-06,2.3270035,2.332428,2.3343277,2.3302078,2.3350677,2.3166504,2.3381271
2012-03-07,2.3155975,2.33107,2.329361,2.3308868,2.3210068,2.3320923,2.33358
2012-03-08,2.3439026,2.3398056,2.3323364,2.3206253,2.32592,2.3256454,2.3229294
2012-03-09,2.3223267,2.3369217,2.3316193,2.3307266,2.3236618,2.3506165,2.3243027
2012-03-11,2.3188934,2.3290024,2.3252716,2.33329,2.3319397,2.3327866,2.3394547
2012-03-12,2.328621,2.326912,2.3348236,2.320076,2.3264694,2.3359146,2.334053
2012-03-13,2.3354645,2.3260117,2.3307037,2.3303757,2.3425598,2.3277435,2.3392334
2012-03-14,2.330742,2.3237,2.336319,2.334282,2.3347015,2.3315887,2.3331985
2012-03-15,2.3304062,2.3409805,2.335785,2.3320312,2.3373413,2.3399353,2.3252182
2012-03-16,2.3364334,2.333458,2.3383179,2.3382034,2.3420258,2.3507004,2.3478622
2012-03-18,2.330124,2.344635,2.3320007,2.3412857,2.3424149,2.3390503,2.3513641
2012-03-19,2.3284454,2.3337555,2.3396378,2.3364716,2.339569,2.3388596,2.3585434
2012-03-20,2.3434372,2.3396835,2.3322144,2.3455505,2.3508148,2.3494492,2.3390198
2012-03-21,2.3375397,2.346634,2.3331985,2.3455658,2.3508072,2.3422623,2.3504105
2012-03-22,2.3383026,2.3355942,2.3511276,2.3381577,2.3369827,2.3415375,2.3471298
2012-03-23,2.3456955,2.3476791,2.350769,2.343483,2.3470535,2.3496094,2.3548431
2012-03-25,2.3471832,2.3381119,2.347496,2.346527,2.3437424,2.3465424,2.356224
2012-03-26,2.344551,2.3416824,2.3492355,2.3482742,2.3379288,2.3579254,2.3630219
2012-03-27,2.3414383,2.3357925,2.3310776,2.3498306,2.3621216,2.3537445,2.3581314
2012-03-28,2.335678,2.3499603,2.3565674,2.348709,2.3493958,2.3610764,2.3631668
2012-03-29,2.3579407,2.342064,2.3525162,2.3535233,2.357788,2.3593445,2.36129
2012-03-30,2.3342514,2.359726,2.369995,2.3608704,2.3606567,2.369629,2.3638
2012-04-01,2.348259,2.3581085,2.3591843,2.355751,2.3572006,2.3630676,2.36129
2012-04-02,2.3638687,2.3555222,2.3582535,2.362526,2.362564,2.3656769,2.3639297
2012-04-03,2.3588562,2.36174,2.3641052,2.3620453,2.3616867,2.3578186,2.3533783
2012-04-04,2.357605,2.359993,2.3534393,2.3595276,2.355812,2.3535461,2.3589096
2012-04-05,2.3561554,2.358078,2.3592758,2.3606186,2.3616028,2.3572617,2.3553314
2012-04-08,2.368927,2.3606567,2.3534546,2.374527,2.3580399,2.352028,2.360794
2012-04-09,2.3577576,2.364212,2.3606415,2.359787,2.3528748,2.367424,2.3631897
2012-04-10,2.3546677,2.3562012,2.363205,2.3572235,2.3626404,2.369133,2.3606567
2012-04-11,2.3484344,2.3651123,2.3516006,2.3653183,2.3792572,2.3599167,2.3614502
2012-04-12,2.3616943,2.3577576,2.3497696,2.377304,2.3690643,2.3567276,2.359642
2012-04-13,2.3638992,2.3615646,2.3683243,2.3650742,2.369484,2.342125,2.3617096
2012-04-15,2.3529663,2.386116,2.3605957,2.3542252,2.363243,2.3363342,2.359642
2012-04-16,2.3414612,2.3721237,2.376442,2.3733902,2.34861,2.361618,2.3454819
2012-04-17,2.3596268,2.3593826,2.3535995,2.4088135,2.3921127,2.3637161,2.3894653
2012-04-18,2.3495636,2.3606567,2.360466,2.3682327,2.362236,2.367859,2.3638763
2012-04-19,2.3583298,2.359909,2.3627472,2.3706055,2.3591232,2.363533,2.360077
2012-04-20,2.386963,2.3497696,2.3666153,2.361992,2.3701172,2.3605957,2.36969
2012-04-22,2.3788528,2.366188,2.3699112,2.363861,2.3699112,2.3630219,2.3622665
2012-04-23,2.368904,2.369278,2.3555222,2.3642578,2.360588,2.3620453,2.3694153
2012-04-24,2.3664017,2.3690338,2.3686142,2.3630219,2.3681412,2.3592453,2.3564377
2012-04-25,2.3634567,2.3573914,2.3630753,2.3630219,2.3616104,2.362175,2.3646317
2012-04-26,2.3617783,2.3556366,2.3621979,2.3655396,2.3627396,2.3649368,2.3684006
2012-04-27,2.366539,2.3637009,2.3605957,2.3628235,2.3636246,2.3582687,2.354248
2012-04-29,2.3652573,2.365326,2.3666077,2.3671494,2.3571777,2.3606796,2.3613968
2012-04-30,2.3632202,2.3637009,2.3655548,2.364746,2.3559494,2.3635864,2.3573837
2012-05-01,2.3645172,2.3654556,2.3626251,2.3640137,2.345955,2.3614426,2.3496475
2012-05-02,2.3708115,2.3629532,2.365509,2.3613281,2.3583908,2.3540878,2.3443909
2012-05-03,2.3694534,2.3536453,2.3521729,2.3636932,2.349678,2.3452072,2.3590698
2012-05-04,2.3533325,2.3551483,2.3639145,2.359436,2.3548126,2.358223,2.3462982
2012-05-06,2.350731,2.362732,2.3596497,2.3581467,2.3442307,2.3484497,2.3355255
2012-05-07,2.3624344,2.354271,2.3513565,2.3553085,2.344101,2.3567734,2.34227
2012-05-08,2.3454514,2.3474808,2.3409042,2.3531113,2.3473587,2.346756,2.362114
2012-05-09,2.375183,2.354721,2.350792,2.3561554,2.3565216,2.363968,2.35318
2012-05-10,2.3556366,2.3503036,2.3574219,2.3571854,2.3731766,2.3411407,2.3440628
2012-05-11,2.3513184,2.3527222,2.3400955,2.3454666,2.3568726,2.343979,2.343979
2012-05-13,2.3554459,2.3633347,2.3452225,2.3623047,2.3550797,2.3400803,2.3219528
2012-05-14,2.3462143,2.3395538,2.360054,2.332512,2.3426437,2.333252,2.3358078
2012-05-15,2.3474731,2.3378372,2.3277206,2.3383484,2.3398972,2.3377304,2.341713
2012-05-16,2.367775,2.3387756,2.3371964,2.356224,2.3429947,2.3223343,2.3251495
2012-05-17,2.3387527,2.343483,2.349846,2.3137665,2.3315048,2.329445,2.3501587
2012-05-18,2.3410263,2.3329926,2.340683,2.3434372,2.3264008,2.3251648,2.345993
2012-05-20,2.33564,2.3349152,2.3270264,2.3361053,2.3190918,2.347557,2.3358078
2012-05-21,2.336525,2.3248901,2.338173,2.332222,2.3405304,2.3300476,2.3331146
2012-05-22,2.335289,2.3245468,2.325142,2.332222,2.3292847,2.3283768,2.3175888
2012-05-23,2.3287582,2.3321,2.3326797,2.3254166,2.3100815,2.3164825,2.3467865
2012-05-24,2.3370743,2.338478,2.3395615,2.3267899,2.3284073,2.325714,2.3226929
2012-05-25,2.3219757,2.3254547,2.336357,2.3425446,2.3271103,2.3289185,2.3198318
2012-05-27,2.3265,2.3397675,2.3270645,2.31678,2.314659,2.3443527,2.3186722
2012-05-28,2.3404236,2.3117752,2.3179855,2.3288345,2.3322372,2.3073044,2.3063812
2012-05-29,2.3260727,2.330986,2.3227158,2.3180237,2.3175964,2.3210526,2.3207855
2012-05-30,2.3289032,2.3283157,2.3234863,2.3265991,2.316475,2.3139572,2.3270187
2012-05-31,2.3080902,2.3256912,2.3242111,2.3261566,2.322792,2.3133698,2.316887
2012-06-01,2.3235092,2.3389359,2.3231354,2.319786,2.3153,2.3141632,2.3059692
2012-06-03,2.3189163,2.3256912,2.327057,2.3321,2.3143845,2.3260727,2.326271
2012-06-04,2.3218536,2.3283844,2.312729,2.3077927,2.322792,2.3117752,2.3075333
2012-06-05,2.3149567,2.3340073,2.3260803,2.3251877,2.3062897,2.3135223,2.3171234
2012-06-06,2.3165207,2.3128662,2.3074799,2.3074417,2.31958,2.3145905,2.310501
2012-06-07,2.3129425,2.3275375,2.31884,2.3113785,2.303131,2.310196,2.3060532
2012-06-08,2.3129196,2.3162842,2.319191,2.3139343,2.3103027,2.3095474,2.3096771
2012-06-10,2.321251,2.3147812,2.3004074,2.3128128,2.3135452,2.3071518,2.310814
2012-06-11,2.3241425,2.3127594,2.3115005,2.3083115,2.3112183,2.3168411,2.307045
2012-06-12,2.3125,2.3165436,2.31118,2.3098373,2.3182068,2.298462,2.3030853
2012-06-13,2.3119583,2.3077774,2.306488,2.3164139,2.3032684,2.310257,2.3071823
2012-06-14,2.308838,2.3005219,2.3138657,2.3007355,2.3079834,2.31221,2.2996826
2012-06-15,2.3070755,2.3125916,2.300026,2.3074265,2.3029099,2.3006363,2.3094254
2012-06-17,2.310089,2.3117905,2.3003082,2.3010025,2.3113937,2.302826,2.3122864
2012-06-18,2.3009872,2.3099136,2.310852,2.3050613,2.304802,2.3058777,2.295868
2012-06-19,2.3009033,2.2989044,2.3126526,2.320404,2.310997,2.3043137,2.2960434
2012-06-20,2.3078766,2.3044052,2.307846,2.304016,2.3062363,2.2912369,2.3105164
2012-06-21,2.3122253,2.3106918,2.3045578,2.3013306,2.3137054,2.2876358,2.2956696
2012-06-22,2.3046036,2.3001099,2.2998505,2.301773,2.2984543,2.296669,2.299263
2012-06-24,2.3046036,2.3079453,2.2991562,2.2987823,2.297058,2.3014908,2.2993317
2012-06-25,2.301628,2.3064957,2.3018265,2.299858,2.2999039,2.307396,2.2781754
2012-06-26,2.3014832,2.3048477,2.2980728,2.2890244,2.298668,2.2802353,2.2976685
2012-06-27,2.3018417,2.3027573,2.3091278,2.300377,2.2853622,2.3055878,2.295967
2012-06-28,2.296814,2.2962036,2.2990952,2.3033981,2.3026962,2.2779846,2.279457
2012-06-29,2.2911453,2.286583,2.3057022,2.3050385,2.2937393,2.2773895,2.2708206
2012-07-01,2.300644,2.2902222,2.3078308,2.3051682,2.304863,2.2844086,2.284996
2012-07-02,2.2768326,2.2959747,2.3031158,2.290001,2.2940292,2.2826538,2.299263
2012-07-03,2.2997055,2.292099,2.296074,2.2869186,2.279541,2.2781754,2.2764053
2012-07-04,2.2786636,2.2777786,2.285553,2.2929764,2.302124,2.2905731,2.3033752
2012-07-05,2.2716904,2.2990723,2.2928467,2.2902756,2.2862625,2.2856903,2.275505
2012-07-06,2.291748,2.2800827,2.2970657,2.2930527,2.2878113,2.2803116,2.277687
2012-07-08,2.2858124,2.2750854,2.286293,2.2735443,2.277794,2.2734833,2.27536
2012-07-09,2.2865143,2.28302,2.2948837,2.2757645,2.2841797,2.2706146,2.2859497
2012-07-10,2.2996063,2.2792053,2.290947,2.2826843,2.2826385,2.2686844,2.2818527
2012-07-11,2.2874832,2.295456,2.2725754,2.2826004,2.2775192,2.2766724,2.2877884
2012-07-12,2.2724762,2.2749481,2.2770844,2.2680817,2.2830124,2.273346,2.2650833
2012-07-13,2.2711563,2.2823334,2.2826462,2.2748032,2.2806091,2.2694092,2.2769241
2012-07-15,2.2823334,2.2944565,2.2734451,2.288742,2.2777557,2.2920609,2.2726822
2012-07-16,2.2792664,2.2736511,2.2780685,2.255951,2.2663727,2.27137,2.2699585
2012-07-17,2.2795944,2.2857513,2.2845917,2.2808685,2.2815704,2.266014,2.2708435
2012-07-18,2.279396,2.2639923,2.2684708,2.2677689,2.269394,2.262024,2.2671661
2012-07-19,2.2752838,2.2719955,2.2793045,2.2723236,2.2586823,2.2655716,2.2747345
2012-07-20,2.2715836,2.2708359,2.2736816,2.2652054,2.2699127,2.2667313,2.2618332
2012-07-22,2.2669983,2.2706375,2.2697525,2.2696686,2.2607117,2.2607956,2.2486115
2012-07-23,2.2674103,2.2720947,2.2632065,2.2473755,2.2502823,2.2524948,2.2461548
2012-07-24,2.2715988,2.2664871,2.2658463,2.2615662,2.251831,2.246231,2.2491684
2012-07-25,2.2631302,2.2658157,2.2648544,2.2556992,2.2505722,2.2413635,2.2298203
2012-07-26,2.2595062,2.2627106,2.2546463,2.2482224,2.2421722,2.2363129,2.2185898
2012-07-27,2.2620163,2.249504,2.2491837,2.2435074,2.2335129,2.2304,2.2281342
2012-07-29,2.2508545,2.2351532,2.2436142,2.2377853,2.230301,2.2314606,2.2304306
2012-07-30,2.245102,2.2326508,2.229988,2.2256699,2.2293396,2.2710114,2.241829
2012-07-31,2.234787,2.2412186,2.2252197,2.2369537,2.2303085,2.2224274,2.23497
2012-08-01,2.2345734,2.229683,2.221199,2.234398,2.2259903,2.2246323,2.2050705
2012-08-02,2.234764,2.2348862,2.2281036,2.2113876,2.2326584,2.2273254,2.2450333
2012-08-03,2.232315,2.2376633,2.2308273,2.2439423,2.2180634,2.2247772,2.2002182
2012-08-05,2.2290726,2.2435074,2.2316437,2.2036133,2.2357864,2.2323074,2.220993
2012-08-06,2.2033997,2.218567,2.2262115,2.2417145,2.227562,2.2088776,2.2192764
2012-08-07,2.2221909,2.2250443,2.2316284,2.2279587,2.2242203,2.2263412,2.2184372
2012-08-08,2.2068863,2.2444305,2.226822,2.2299652,2.2038422,2.197754,2.2097397
2012-08-09,2.2408524,2.203621,2.2303162,2.2129288,2.2099,2.2198029,2.205841
2012-08-10,2.2338638,2.2178955,2.2175522,2.2239838,2.2182007,2.2181702,2.2090607
2012-08-12,2.2244186,2.2157898,2.2238922,2.2230835,2.1994934,2.2084503,2.2094269
2012-08-13,2.2242508,2.2468262,2.223236,2.224678,2.1989746,2.2170258,2.2226639
2012-08-14,2.218666,2.195366,2.217537,2.2221375,2.2286148,2.2170258,2.1905594
2012-08-15,2.2199173,2.2144165,2.2087708,2.2150574,2.2004623,2.2170944,2.2314682
2012-08-16,2.2084808,2.2140198,2.208702,2.21801,2.2265472,2.217163,2.1959229
2012-08-17,2.2050323,2.2033844,2.2247925,2.1924133,2.1994476,2.217163,2.2305984
2012-08-19,2.244072,2.2366867,2.202446,2.2328568,2.219574,2.2173538,2.1993332
2012-08-20,2.1987686,2.1880417,2.1953201,2.2008972,2.2141418,2.2174225,2.2130203
2012-08-21,2.2327194,2.2340317,2.2148285,2.2214737,2.2144012,2.213684,2.2131958
2012-08-22,2.1962585,2.1949158,2.217537,2.2192307,2.2106018,2.2434921,2.2155228
2012-08-23,2.2217484,2.2239761,2.2063675,2.209694,2.2134323,2.2055588,2.2027512
2012-08-24,2.2073746,2.2091599,2.2111435,2.2101898,2.2073898,2.2103271,2.2165604
2012-08-26,2.207161,2.2170486,2.2110138,2.1975098,2.2205048,2.2107925,2.216156
2012-08-27,2.2177505,2.2210083,2.210884,2.2193146,2.209282,2.2166824,2.2203674
2012-08-28,2.2086563,2.2210846,2.2108154,2.2155151,2.214508,2.2068253,2.2154388
2012-08-29,2.2181244,2.2153168,2.2106857,2.211792,2.2159653,2.2161407,2.2217407
2012-08-30,2.2209625,2.2119675,2.2200165,2.212181,2.2148743,2.2194824,2.2223206
2012-08-31,2.2217484,2.2175674,2.2185364,2.21566,2.2081223,2.22435,2.2199173
2012-09-02,2.2132263,2.2079315,2.2181778,2.215561,2.2130814,2.215065,2.2217407
2012-09-03,2.2179337,2.2120743,2.2107773,2.2269135,2.2205887,2.2219925,2.2212296
2012-09-04,2.2216263,2.2147446,2.2230606,2.2184906,2.223938,2.2276535,2.2351837
2012-09-05,2.2169724,2.2126007,2.2313385,2.217575,2.2202606,2.221489,2.2257233
2012-09-06,2.222763,2.2204285,2.2279434,2.2208939,2.2356339,2.220337,2.231369
2012-09-07,2.2149963,2.2211227,2.2309341,2.2231522,2.2298355,2.2320175,2.2381897
2012-09-09,2.2194138,2.2239761,2.217308,2.222412,2.236,2.2429428,2.2471924
2012-09-10,2.230713,2.2242355,2.2322311,2.2314148,2.2414398,2.248558,2.2506485
2012-09-11,2.2302246,2.2322693,2.2334824,2.2388763,2.2481613,2.24691,2.2625198
2012-09-12,2.2229843,2.2343292,2.2410278,2.2511826,2.253685,2.2627182,2.2654495
2012-09-13,2.237465,2.2393036,2.256569,2.248787,2.25103,2.2592773,2.26548
2012-09-14,2.2476044,2.2434387,2.2584686,2.2538605,2.2565155,2.2626953,2.2653198
2012-09-16,2.2493515,2.2481003,2.2495422,2.250824,2.2684708,2.278534,2.2791367
2012-09-17,2.2553024,2.2522888,2.2547379,2.2702942,2.2805634,2.2809067,2.277649
2012-09-18,2.2533875,2.2637024,2.2671127,2.2775497,2.2822266,2.2832947,2.2970886
2012-09-19,2.2568436,2.26371,2.2790222,2.278679,2.2813263,2.2849503,2.2792053
2012-09-20,2.2694473,2.2806854,2.2788315,2.295311,2.2943954,2.274002,2.3044357
2012-09-21,2.2788162,2.2682343,2.2805634,2.272255,2.275795,2.3003235,2.2773666
2012-09-23,2.2646255,2.3024063,2.2962112,2.2758636,2.277771,2.3022919,2.2893143
2012-09-24,2.275589,2.29245,2.2795334,2.2953491,2.2684326,2.2907486,2.2938538
2012-09-25,2.2994843,2.2827988,2.2891922,2.3117218,2.2961655,2.2911377,2.3012924
2012-09-26,2.2748413,2.2791061,2.2975311,2.3139267,2.2966995,2.302536,2.2963028
2012-09-27,2.293312,2.2910461,2.2841873,2.2954407,2.301422,2.2980194,2.3127594
2012-09-28,2.3031693,2.300766,2.3052292,2.3023758,2.2978973,2.3200226,2.3034973
2012-09-30,2.2931137,2.302864,2.2911606,2.2974014,2.2949905,2.31913,2.309555
2012-10-01,2.3105545,2.293068,2.3021927,2.3000488,2.311081,2.298973,2.3139572
2012-10-02,2.2952957,2.3073273,2.3058777,2.3186417,2.2764435,2.3090134,2.3027573
2012-10-03,2.307396,2.3075256,2.3130646,2.3192368,2.3099518,2.316658,2.3067017
2012-10-04,2.2949066,2.3060226,2.313797,2.293106,2.3069916,2.3165283,2.3149414
2012-10-05,2.308052,2.3290634,2.3018265,2.3261108,2.316475,2.3168488,2.3203583
2012-10-07,2.306076,2.3071747,2.3167953,2.3064957,2.3165817,2.3248215,2.3106842
2012-10-08,2.3087769,2.3181381,2.3060532,2.3197021,2.3097992,2.3297195,2.3161163
2012-10-09,2.290619,2.3099136,2.3179626,2.3227158,2.3210754,2.327919,2.3276215
2012-10-10,2.3231888,2.3315353,2.322609,2.3223877,2.326622,2.3203049,2.337967
2012-10-11,2.3154144,2.3248138,2.318077,2.3286057,2.3236084,2.331482,2.3315125
2012-10-12,2.3078156,2.3185349,2.324417,2.314209,2.3259811,2.3334274,2.3441544
2012-10-14,2.3223953,2.3243408,2.3213425,2.3311844,2.3309631,2.3403168,2.3374481
2012-10-15,2.3231125,2.3282166,2.3286667,2.3387299,2.3255997,2.3403168,2.3453445
2012-10-16,2.3162842,2.3322144,2.3500443,2.3243103,2.3304443,2.3268127,2.3489914
2012-10-17,2.3289871,2.317299,2.3404846,2.3258667,2.3367615,2.327446,2.3285751
2012-10-18,2.3299408,2.312271,2.350769,2.3461304,2.3288803,2.3204193,2.3519058
2012-10-19,2.3245773,2.3198013,2.3247528,2.3389664,2.345314,2.341095,2.3318634
2012-10-21,2.334221,2.3284302,2.3190613,2.3503113,2.3335419,2.3312073,2.3424911
2012-10-22,2.3156662,2.3515778,2.335434,2.3286896,2.3321152,2.3318405,2.3358612
2012-10-23,2.3539963,2.3266754,2.3424683,2.338272,2.3526611,2.3350296,2.3300476
2012-10-24,2.3499222,2.342308,2.3356857,2.3492966,2.3257904,2.331932,2.3317032
2012-10-25,2.3343964,2.3590546,2.3554764,2.352951,2.3373947,2.3292084,2.3292236
2012-10-26,2.3351593,2.3361282,2.3200378,2.3325806,2.3279724,2.3324203,2.3305511
2012-10-28,2.3412628,2.335289,2.328682,2.3542862,2.333786,2.317543,2.3334198
2012-10-29,2.3293762,2.3262405,2.339363,2.3293228,2.3278198,2.32473,2.322235
2012-10-30,2.3394775,2.3316498,2.3481674,2.3357239,2.3295898,2.325119,2.3353882
2012-10-31,2.3540802,2.335884,2.3298492,2.3547058,2.3413239,2.3301697,2.3435822
2012-11-01,2.3131714,2.3327637,2.335083,2.3386688,2.3352585,2.3416748,2.334175
2012-11-02,2.3303146,2.328247,2.3351898,2.3292923,2.3311386,2.347374,2.3317108
2012-11-04,2.338707,2.3496094,2.3344116,2.332985,2.3329468,2.3344421,2.3347473
2012-11-05,2.3386002,2.3364258,2.344986,2.332161,2.337204,2.3373108,2.33461
2012-11-06,2.315689,2.3325195,2.3342514,2.334549,2.335266,2.3330383,2.33152
2012-11-07,2.33535,2.3392105,2.334526,2.336563,2.33049,2.334137,2.3350601
2012-11-08,2.3361206,2.331543,2.3301468,2.3359604,2.3326874,2.328865,2.3346786
2012-11-09,2.3346252,2.3406448,2.3322067,2.3377838,2.3345032,2.3246002,2.33107
2012-11-11,2.3305588,2.3354645,2.3347778,2.3239899,2.3326874,2.3289719,2.3351288
2012-11-12,2.3322449,2.3507462,2.3299942,2.3331375,2.334694,2.3252106,2.337799
2012-11-13,2.3367004,2.3446808,2.332077,2.33564,2.3326874,2.322403,2.3297348
2012-11-14,2.3350143,2.3149643,2.3203964,2.3253708,2.34964,2.3340912,2.3456345
2012-11-15,2.3300476,2.3428574,2.3196335,2.3265686,2.3020706,2.3261719,2.330124
2012-11-16,2.3220367,2.3236084,2.345108,2.3408813,2.3181076,2.3281631,2.3342514
2012-11-18,2.3323364,2.3308563,2.328415,2.324669,2.3308487,2.3192444,2.317955
2012-11-19,2.3409653,2.3286285,2.3195877,2.3379517,2.3110275,2.3222275,2.317978
2012-11-20,2.3300781,2.330719,2.317192,2.3203354,2.3209152,2.3179092,2.3221893
2012-11-21,2.3274689,2.3268967,2.3192902,2.3173447,2.3168106,2.3197174,2.319374
2012-11-22,2.3168335,2.3235703,2.3187714,2.3182526,2.3206253,2.3179092,2.3181381
2012-11-23,2.325653,2.3089218,2.3169632,2.316574,2.3179626,2.3199081,2.3174286
2012-11-25,2.3180695,2.3164597,2.3187714,2.3182526,2.320427,2.3147125,2.3176193
2012-11-26,2.320137,2.3219223,2.3168945,2.3165054,2.3213959,2.3145828,2.3176193
2012-11-27,2.31839,2.3156357,2.318901,2.31044,2.3367233,2.3156433,2.3176193
2012-11-28,2.315094,2.3112488,2.3137894,2.3178635,2.3165207,2.302475,2.31781
2012-11-29,2.3179245,2.3164825,2.3370361,2.3159256,2.315918,2.2971115,2.31781
2012-11-30,2.3275375,2.3163528,2.3064651,2.3178635,2.2891235,2.3149567,2.3178787
