,EURTRY,EURTRY,EURTRY,EURTRY,EURTRY,EURTRY,EURTRY
2012-12-02,2.3210373,2.3163528,2.3027573,2.3157349,2.312477,2.2986984,2.3178787
2012-12-03,2.325142,2.3163528,2.312271,2.3179321,2.3201904,2.3344727,2.2529526
2012-12-04,2.3139954,2.3163528,2.3139496,2.3161316,2.3237762,2.332367,2.2941437
2012-12-05,2.3161469,2.3162231,2.303238,2.2990875,2.3202362,2.317505,2.3091507
2012-12-06,2.3098526,2.3162231,2.3350372,2.3257675,2.3093948,2.3149033,2.3061829
2012-12-07,2.3223648,2.3162231,2.2922287,2.2926102,2.313034,2.3127518,2.316719
2012-12-09,2.3186722,2.2957,2.2848892,2.3091354,2.3123245,2.313919,2.3183823
2012-12-10,2.2830582,2.3241348,2.3117065,2.3108368,2.3048172,2.313919,2.3102112
2012-12-11,2.3109665,2.307663,2.3107452,2.3238068,2.2962646,2.313919,2.3202744
2012-12-12,2.318344,2.3130188,2.302887,2.3121796,2.315422,2.3089828,2.3148422
2012-12-13,2.2960892,2.3130188,2.310501,2.3087006,2.310257,2.3129349,2.3109741
2012-12-14,2.3167267,2.3130188,2.313713,2.3032532,2.3190384,2.312355,2.3185349
2012-12-16,2.3153763,2.3130188,2.3003235,2.3119202,2.3210373,2.312111,2.3183136
2012-12-17,2.3194962,2.3096542,2.3114777,2.3160477,2.3215485,2.3242035,2.3199768
2012-12-18,2.3197556,2.311554,2.3101044,2.3153687,2.308899,2.3207397,2.3218155
2012-12-19,2.3350143,2.3095245,2.308838,2.323944,2.3247223,2.3122482,2.321785
2012-12-20,2.313919,2.3253098,2.3132477,2.3164139,2.318924,2.3181992,2.345665
2012-12-21,2.3153152,2.3165665,2.3228226,2.3368607,2.3284988,2.3264236,2.3131943
2012-12-23,2.3187866,2.327736,2.321083,2.3308105,2.310936,2.3205261,2.3292007
2012-12-24,2.318016,2.3168106,2.3106613,2.331131,2.3243256,2.3156662,2.3266907
2012-12-26,2.3323288,2.3237915,2.3291245,2.3302002,2.3368835,2.3306274,2.328888
2012-12-27,2.3294373,2.3302994,2.3229218,2.333046,2.3393936,2.325615,2.326126
2012-12-28,2.3182907,2.3147964,2.3145447,2.329605,2.3355484,2.3322906,2.343155
2012-12-30,2.3205872,2.3353195,2.3290787,2.3204346,2.3344345,2.3343964,2.3096695
2012-12-31,2.329834,2.3317032,2.3239288,2.3268585,2.3455276,2.336876,2.352188
2013-01-02,2.3357544,2.3266373,2.3357773,2.3253555,2.322609,2.354271,2.3168564
2013-01-03,2.327217,2.305687,2.342575,2.3011246,2.3365936,2.3083115,2.3415146
2013-01-04,2.326645,2.3345947,2.3266144,2.3430786,2.336586,2.3542328,2.3370972
2013-01-06,2.3356323,2.3360214,2.3232498,2.3405151,2.32547,2.3162613,2.3409348
2013-01-07,2.3387375,2.35717,2.340622,2.3439178,2.3349762,2.341034,2.3412094
2013-01-08,2.3583298,2.3194199,2.3216019,2.3407516,2.3414536,2.337967,2.3261871
2013-01-09,2.342514,2.3390427,2.3432236,2.3380814,2.3366394,2.3416672,2.342781
2013-01-10,2.3520508,2.3395386,2.3265839,2.3270035,2.3399048,2.32621,2.3540955
2013-01-11,2.3521805,2.3277512,2.3488846,2.345375,2.3419724,2.3494644,2.3438416
2013-01-13,2.3320389,2.3416748,2.3311844,2.326439,2.3361893,2.3396835,2.3433533
2013-01-14,2.336609,2.3405914,2.337387,2.36158,2.3420181,2.3393173,2.3487701
2013-01-15,2.331688,2.3409348,2.3582,2.3410797,2.3430557,2.3436813,2.349617
2013-01-16,2.3368912,2.3382492,2.3411636,2.3423157,2.3449173,2.350708,2.3530884
2013-01-17,2.3409042,2.3384094,2.347252,2.347763,2.3462677,2.3502045,2.3437195
2013-01-18,2.340767,2.3458252,2.3452606,2.342865,2.3469086,2.3458557,2.3560028
2013-01-20,2.3406982,2.3438416,2.3459167,2.3442612,2.3447647,2.3442383,2.347519
2013-01-21,2.3520508,2.3458786,2.3474503,2.3271103,2.3474655,2.3512878,2.349472
2013-01-22,2.3424683,2.3337479,2.346222,2.3554688,2.3397064,2.333786,2.3535995
2013-01-23,2.343399,2.3564453,2.348732,2.3588943,2.3532257,2.3581238,2.3569412
2013-01-24,2.3461227,2.34124,2.3524933,2.3588562,2.352005,2.356247,2.3606567
2013-01-25,2.3470001,2.3431091,2.3684692,2.3514633,2.3532562,2.3542938,2.369522
2013-01-27,2.3520432,2.354271,2.3539581,2.3540344,2.3514175,2.3600616,2.3556366
2013-01-28,2.361061,2.3527756,2.3644943,2.3470764,2.3475723,2.3548737,2.372528
2013-01-29,2.3497696,2.3641205,2.3554611,2.3554688,2.3448563,2.3469925,2.3561096
2013-01-30,2.354782,2.3491898,2.3481293,2.3693542,2.3594284,2.3564758,2.3646011
2013-01-31,2.3601303,2.3589554,2.3568802,2.3554688,2.3492432,2.362938,2.3635788
2013-02-01,2.3533478,2.341629,2.3610306,2.3544998,2.3775024,2.364502,2.3726807
2013-02-03,2.3684616,2.352272,2.3631058,2.36055,2.35746,2.3699188,2.3629913
2013-02-04,2.3577728,2.359848,2.3582306,2.3592453,2.3664474,2.3690643,2.3545456
2013-02-05,2.3500443,2.3677216,2.3601685,2.3576355,2.3608246,2.3639832,2.358841
2013-02-06,2.3572006,2.3521805,2.362915,2.3513718,2.361,2.355667,2.3710556
2013-02-07,2.3592682,2.3672256,2.362793,2.3687744,2.3589172,2.3787994,2.3649292
2013-02-08,2.3672638,2.3641434,2.3637924,2.3657684,2.3689651,2.354927,2.3658142
2013-02-10,2.3675613,2.3561554,2.3639603,2.3610077,2.3551025,2.3663254,2.3682098
2013-02-11,2.3541641,2.3625793,2.3632889,2.3573456,2.3601913,2.3640442,2.3626251
2013-02-12,2.3597717,2.3612137,2.3709793,2.3578644,2.367775,2.3715668,2.3533401
2013-02-13,2.3674545,2.355606,2.3680115,2.3723526,2.3706055,2.3630753,2.3720627
2013-02-14,2.3633347,2.3640823,2.3558197,2.3622818,2.3791428,2.3629456,2.3669739
2013-02-15,2.3696518,2.3640137,2.3501053,2.360138,2.3588867,2.3694534,2.3601456
2013-02-17,2.3666153,2.3652115,2.3666077,2.3664017,2.374504,2.3421555,2.3674393
2013-02-18,2.366806,2.3718338,2.3718185,2.3666916,2.3654175,2.3679504,2.3671951
2013-02-19,2.366806,2.3810425,2.367859,2.3734818,2.3721695,2.365837,2.366516
2013-02-20,2.366806,2.366333,2.3693619,2.363617,2.3624191,2.372467,2.370636
2013-02-21,2.366455,2.3672562,2.368927,2.365776,2.3658905,2.3615494,2.3741302
2013-02-22,2.3736877,2.3754807,2.3645859,2.3734512,2.3869095,2.3703308,2.360794
2013-02-24,2.3790436,2.3745728,2.3810425,2.3784027,2.3619843,2.3771362,2.3734589
2013-02-25,2.3677292,2.3630524,2.3813095,2.3724823,2.3830948,2.382698,2.3583603
2013-02-26,2.4048615,2.38237,2.3834076,2.371582,2.3634949,2.3609161,2.3744278
2013-02-27,2.3083267,2.3729477,2.3861008,2.371582,2.3671646,2.3651886,2.375412
2013-02-28,2.4009094,2.3579025,2.3760834,2.3715134,2.3803864,2.3656616,2.3602982
2013-03-01,2.3652496,2.3627625,2.3708038,2.3715134,2.3666916,2.3707657,2.3687668
2013-03-03,2.3711166,2.370758,2.362526,2.3715134,2.3804016,2.3788605,2.384018
2013-03-04,2.3729858,2.36837,2.3790436,2.3715134,2.3676376,2.3709717,2.3774261
2013-03-05,2.3736038,2.3775558,2.374504,2.3715134,2.3702393,2.3721313,2.371605
2013-03-06,2.3766174,2.3619232,2.360855,2.3715134,2.370491,2.369049,2.363655
2013-03-07,2.3714676,2.3701782,2.3631973,2.3715134,2.371132,2.3726196,2.3542633
2013-03-08,2.3727493,2.364174,2.3783112,2.3694687,2.3672638,2.363655,2.3673325
2013-03-10,2.363655,2.3613815,2.3708038,2.3714218,2.3663788,2.3694305,2.3657684
2013-03-11,2.3744125,2.3636017,2.3729095,2.3716354,2.3726273,2.362503,2.369728
2013-03-12,2.3683548,2.3655472,2.3686295,2.3558502,2.3580627,2.3635101,2.366806
2013-03-13,2.3686218,2.3663712,2.3650131,2.3663788,2.3578186,2.364708,2.363472
2013-03-14,2.3687973,2.3680954,2.3719025,2.3636627,2.3557892,2.358368,2.3591537
2013-03-15,2.3585815,2.3696518,2.3685226,2.3656845,2.3630753,2.3608856,2.3544998
2013-03-17,2.3635864,2.3713455,2.3655167,2.3601303,2.3348083,2.3700256,2.3485947
2013-03-18,2.3660965,2.365532,2.3596497,2.3648682,2.359764,2.351593,2.3568802
2013-03-19,2.3638458,2.3565598,2.3551025,2.3552017,2.3595886,2.3832855,2.364479
2013-03-20,2.367813,2.3624268,2.3617706,2.3552094,2.3539658,2.3343887,2.3672485
2013-03-21,2.3610916,2.3672333,2.3544998,2.3343124,2.352394,2.3553085,2.3438797
2013-03-22,2.3558884,2.348648,2.3355637,2.355774,2.3348083,2.3500824,2.3355484
2013-03-24,2.3657684,2.3470306,2.3815994,2.3614426,2.3307343,2.3421936,2.345253
2013-03-25,2.3585358,2.3609772,2.3624954,2.3532486,2.37574,2.328102,2.3714447
2013-03-26,2.342041,2.3319626,2.3577423,2.3577118,2.337288,2.3717346,2.3381348
2013-03-27,2.355484,2.360443,2.3545074,2.3636703,2.3555832,2.3411713,2.3480988
2013-03-28,2.362442,2.3705826,2.3458405,2.3388824,2.329895,2.3381042,2.3667908
2013-03-31,2.3383636,2.337181,2.3531113,2.341896,2.3409119,2.3588715,2.3412552
2013-04-01,2.3520584,2.365364,2.3414078,2.3396378,2.3441315,2.3298721,2.3519287
2013-04-02,2.3571472,2.339325,2.3658905,2.3476028,2.3411026,2.331543,2.3456955
2013-04-03,2.3422928,2.3610687,2.341362,2.3471375,2.3430557,2.3601303,2.3401794
2013-04-04,2.3362503,2.3367844,2.3331451,2.3238297,2.3577194,2.3344269,2.3400726
2013-04-05,2.3327026,2.3451996,2.3283234,2.347107,2.3377304,2.3478622,2.3457413
2013-04-07,2.3468628,2.3536758,2.3578491,2.3393173,2.3491592,2.3509903,2.346428
2013-04-08,2.3569412,2.3484802,2.3425827,2.3445816,2.3440247,2.343605,2.3449326
2013-04-09,2.3560715,2.3426514,2.3521576,2.3322678,2.3465118,2.345192,2.356903
2013-04-10,2.3413773,2.346138,2.3471832,2.339943,2.3468094,2.3428879,2.3468933
2013-04-11,2.3511963,2.3443375,2.3435516,2.3376312,2.3373718,2.3354797,2.3416824
2013-04-12,2.353798,2.3508835,2.3374405,2.3310242,2.3329086,2.3377533,2.3363724
2013-04-14,2.3476639,2.3401642,2.3440018,2.3368454,2.3524628,2.3421707,2.3544922
2013-04-15,2.3432465,2.3534546,2.3377,2.3364716,2.330635,2.3411484,2.347519
2013-04-16,2.3368378,2.330284,2.3431854,2.3313293,2.3529358,2.3393478,2.3489761
2013-04-17,2.3277817,2.3290787,2.3470154,2.342865,2.3436737,2.3382797,2.3400803
2013-04-18,2.339096,2.3403625,2.3291397,2.359497,2.343155,2.339592,2.34935
2013-04-19,2.3339767,2.3447495,2.3567429,2.3283386,2.343155,2.3428879,2.3373718
2013-04-21,2.330223,2.3437958,2.3464737,2.3380356,2.3458252,2.3422241,2.3507538
2013-04-22,2.3332825,2.3468323,2.3349228,2.3474884,2.3346405,2.3367386,2.3321915
2013-04-23,2.348442,2.3468323,2.3339767,2.3414154,2.3526535,2.347786,2.3541412
2013-04-24,2.337326,2.336708,2.330368,2.3294601,2.3477783,2.349701,2.3335419
2013-04-25,2.3316422,2.355667,2.3473434,2.3279953,2.3382492,2.339203,2.33786
2013-04-26,2.3540497,2.3302765,2.3338013,2.3385925,2.3445663,2.332489,2.336998
2013-04-28,2.330429,2.3277588,2.3346786,2.3534393,2.3527908,2.3385468,2.3385925
2013-04-29,2.341446,2.3478165,2.3297653,2.3406296,2.3406754,2.3328552,2.34375
2013-04-30,2.3351898,2.3550034,2.3455124,2.349533,2.3464508,2.3387604,2.3383331
2013-05-01,2.3302994,2.3359756,2.3331223,2.3417969,2.348259,2.3451767,2.3359756
2013-05-02,2.3508835,2.3476944,2.3436737,2.3384933,2.3421783,2.3396835,2.3548126
2013-05-03,2.3315735,2.3461456,2.3536835,2.3537674,2.3437958,2.3436203,2.3475952
2013-05-05,2.3366852,2.336708,2.3378372,2.3514175,2.332878,2.3399887,2.3444824
2013-05-06,2.334488,2.3385468,2.3396683,2.3463058,2.3369904,2.339386,2.3378372
2013-05-07,2.3394089,2.347847,2.3323898,2.3400574,2.356163,2.345192,2.3182983
2013-05-08,2.3361664,2.3450317,2.3439178,2.3523712,2.3394928,2.3350677,2.3661652
2013-05-09,2.3422241,2.3400955,2.3294373,2.3305817,2.3581543,2.3506699,2.3086624
2013-05-10,2.343193,2.3328018,2.3573608,2.292099,2.3307037,2.3727722,2.383049
2013-05-12,2.3471909,2.3383331,2.3350143,2.3705673,2.3104706,2.2989578,2.3115463
2013-05-13,2.355873,2.351471,2.3277283,2.3534927,2.3211136,2.3758774,2.3284683
2013-05-14,2.3502808,2.2947388,2.3456345,2.302765,2.3821487,2.3683472,2.3786316
2013-05-15,2.3520203,2.315567,2.346611,2.3697128,2.3168564,2.3125687,2.3274841
2013-05-16,2.3240433,2.3867798,2.3786926,2.363205,2.3289719,2.374382,2.366562
2013-05-17,2.3559418,2.318367,2.355156,2.3161163,2.3805695,2.3683472,2.3450317
2013-05-19,2.3659515,2.3302383,2.3311691,2.3712616,2.3405914,2.3458023,2.3498306
2013-05-20,2.3119965,2.3830109,2.3579407,2.3513947,2.3457031,2.3529205,2.3499146
2013-05-21,2.3711624,2.3233948,2.3506851,2.352127,2.3528214,2.3516617,2.3446274
2013-05-22,2.3662949,2.3463898,2.3401718,2.3519058,2.3523636,2.354126,2.352684
2013-05-23,2.3202667,2.3483353,2.347313,2.345436,2.3398132,2.3449783,2.345787
2013-05-24,2.3474197,2.3499603,2.3474045,2.352188,2.3429413,2.3545609,2.3536987
2013-05-26,2.3360596,2.3470306,2.353569,2.3559418,2.3553848,2.353363,2.358818
2013-05-27,2.3638535,2.3558502,2.3558502,2.3578568,2.3529053,2.3546448,2.3560638
2013-05-28,2.3559723,2.354576,2.3546371,2.3566437,2.3465195,2.3541183,2.3587036
2013-05-29,2.352188,2.3592758,2.356804,2.3460922,2.358101,2.3634796,2.3541565
2013-05-30,2.3510132,2.3498764,2.3586197,2.347435,2.3607483,2.3544922,2.359848
2013-05-31,2.3539124,2.3578644,2.3574219,2.3563156,2.3569489,2.3546448,2.3555374
2013-06-02,2.353279,2.3438187,2.347412,2.354828,2.3557205,2.357689,2.361023
2013-06-03,2.3647995,2.3641968,2.350235,2.3567047,2.3568802,2.358963,2.3629684
2013-06-04,2.3506927,2.3549423,2.353981,2.3533173,2.3585663,2.361534,2.3660736
2013-06-05,2.3569183,2.355568,2.3568573,2.3623428,2.3657074,2.368576,2.3675003
2013-06-06,2.353096,2.3572845,2.3588638,2.3632355,2.367073,2.3741684,2.3777542
2013-06-07,2.3588028,2.356285,2.362877,2.3689194,2.371399,2.3791351,2.3771744
2013-06-09,2.3599625,2.3632126,2.370102,2.3698807,2.3804474,2.3805008,2.384529
2013-06-10,2.3675842,2.3622284,2.3765488,2.3767853,2.3791504,2.385826,2.3827896
2013-06-11,2.3661804,2.3698502,2.3757706,2.3760452,2.3862,2.3865585,2.3904114
2013-06-12,2.3712387,2.3776398,2.382347,2.3808746,2.3873978,2.3826675,2.3888474
2013-06-13,2.3754578,2.378563,2.381569,2.3812408,2.3896637,2.3894348,2.4015732
2013-06-14,2.3798447,2.386795,2.386383,2.3924408,2.4051056,2.389946,2.4045334
2013-06-16,2.385788,2.3813553,2.3981552,2.3952866,2.3947678,2.4051056,2.4343643
2013-06-17,2.3892746,2.39122,2.3899994,2.3857956,2.4054947,2.4355698,2.4412842
2013-06-18,2.3842087,2.3871078,2.392868,2.4067993,2.4339523,2.4371796,2.4607697
2013-06-19,2.3855133,2.3883667,2.406952,2.4353485,2.4367294,2.4507294,2.4559784
2013-06-20,2.3922882,2.4073868,2.4325485,2.4415207,2.4521332,2.4667358,2.4615402
2013-06-21,2.4080734,2.4329376,2.4398956,2.458374,2.4550934,2.4621048,2.4663086
2013-06-23,2.4346542,2.4337692,2.4603424,2.4570618,2.4616852,2.4696884,2.4698257
2013-06-24,2.4419022,2.452858,2.4632416,2.4672012,2.4636688,2.486557,2.4824448
2013-06-25,2.4597168,2.4651794,2.4604797,2.467537,2.475319,2.474762,2.4818573
2013-06-26,2.4641953,2.4627914,2.47023,2.4696808,2.484604,2.489975,2.4890366
2013-06-27,2.4654083,2.470955,2.4746628,2.4778137,2.490631,2.4908524,2.497818
2013-06-28,2.4681015,2.4695816,2.4807205,2.4892883,2.4799805,2.490158,2.484848
2013-06-30,2.4734879,2.4852676,2.4946136,2.4877472,2.4962234,2.5030594,2.498787
2013-07-01,2.4839554,2.4894562,2.5035706,2.4947968,2.5065536,2.5061798,2.4791946
2013-07-02,2.4875946,2.4930954,2.500145,2.4948807,2.5054626,2.5068817,2.5223541
2013-07-03,2.4983063,2.4993362,2.4994125,2.493042,2.5051956,2.4848251,2.5187073
2013-07-04,2.4871674,2.4941711,2.505684,2.5043488,2.5133286,2.5083923,2.4945984
2013-07-05,2.4985352,2.5034866,2.4782562,2.5020905,2.5238419,2.4952698,2.500534
2013-07-07,2.5011978,2.4995728,2.5015945,2.5156403,2.500534,2.5025253,2.5107727
2013-07-08,2.4902039,2.5024185,2.4989624,2.4937744,2.5179367,2.504593,2.502472
2013-07-09,2.5087357,2.4988708,2.5054703,2.4981613,2.5015564,2.5051498,2.4925537
2013-07-10,2.5216217,2.496643,2.5205307,2.5163345,2.5161514,2.5045319,2.529564
2013-07-11,2.5073242,2.5189362,2.5092926,2.5091782,2.522972,2.516739,2.5060043
2013-07-12,2.513237,2.513977,2.5055237,2.5151443,2.496849,2.5000687,2.5195312
2013-07-14,2.521103,2.4986038,2.5128403,2.5143204,2.513832,2.5244522,2.5102768
2013-07-15,2.513977,2.514923,2.516121,2.5128784,2.5140686,2.5129852,2.4933167
2013-07-16,2.5054398,2.5037918,2.508957,2.5183563,2.5228577,2.5236893,2.5223236
2013-07-17,2.5251007,2.5136108,2.522583,2.5124054,2.5165176,2.5119553,2.519699
2013-07-18,2.5121841,2.5179062,2.5162048,2.5156937,2.515808,2.5110931,2.5185242
2013-07-19,2.516739,2.5092468,2.5036697,2.5010986,2.5174866,2.512291,2.5178375
2013-07-21,2.5206757,2.5253983,2.528328,2.5431824,2.538475,2.5199814,2.5092773
2013-07-22,2.514328,2.539795,2.5181656,2.5094528,2.5194778,2.5181732,2.5074615
2013-07-23,2.5192795,2.5199509,2.508606,2.5356216,2.518303,2.518715,2.5203857
2013-07-24,2.5081787,2.5276794,2.5203552,2.5172424,2.5240326,2.5251083,2.527893
2013-07-25,2.5235443,2.515335,2.5228958,2.5232162,2.5258865,2.5278397,2.5324478
2013-07-26,2.510643,2.5263138,2.5290985,2.5139008,2.5156708,2.5241928,2.5299835
2013-07-28,2.511444,2.51754,2.5258865,2.528778,2.5403137,2.5343323,2.5267334
2013-07-29,2.5216522,2.524704,2.5205383,2.5242462,2.5104065,2.5211716,2.5403214
2013-07-30,2.5322876,2.517662,2.5150146,2.528633,2.5377579,2.533043,2.5270386
2013-07-31,2.528717,2.5166473,2.516922,2.5292435,2.5251617,2.5283203,2.527649
2013-08-01,2.530716,2.50589,2.531639,2.5219345,2.5239792,2.5276108,2.5451355
2013-08-02,2.5403442,2.527649,2.5271606,2.5250244,2.5346756,2.5251389,2.519287
2013-08-04,2.5309296,2.5312424,2.5309448,2.5261536,2.5330887,2.5221481,2.5218506
2013-08-05,2.518608,2.532692,2.5197296,2.525093,2.5171356,2.5315247,2.5299149
2013-08-06,2.5337067,2.5220108,2.5392075,2.520729,2.5317307,2.535637,2.5325928
2013-08-07,2.533165,2.5361786,2.50943,2.5303726,2.531578,2.5319366,2.5456238
2013-08-08,2.5252075,2.5273132,2.5323029,2.534462,2.5293503,2.5456543,2.55867
2013-08-09,2.524292,2.5300598,2.5335312,2.5318832,2.5354843,2.510498,2.5353317
2013-08-11,2.5264893,2.5308838,2.533455,2.5463028,2.5454636,2.5422974,2.5565414
2013-08-12,2.5308838,2.5379639,2.5434265,2.5551834,2.5369797,2.5371933,2.539482
2013-08-13,2.5333557,2.5483704,2.53891,2.5713654,2.533577,2.5467758,2.5482788
2013-08-14,2.542099,2.5533981,2.5508804,2.5258942,2.5577774,2.5545654,2.5197372
2013-08-15,2.5526276,2.5504456,2.5444794,2.5531158,2.5486298,2.5622864,2.5613098
2013-08-16,2.5483704,2.552559,2.5968933,2.554367,2.549324,2.5498047,2.557541
2013-08-18,2.5579147,2.5540771,2.5600967,2.547699,2.5543213,2.555214,2.5538177
2013-08-19,2.554596,2.549057,2.556656,2.554802,2.5581818,2.5592575,2.5566483
2013-08-20,2.5591125,2.5618591,2.5623856,2.5595398,2.559494,2.561081,2.5626678
2013-08-21,2.5541458,2.5481567,2.5563202,2.5597,2.560341,2.5631485,2.559784
2013-08-22,2.554985,2.5582657,2.5659256,2.5649872,2.5592346,2.554802,2.5664062
2013-08-23,2.5682755,2.5605698,2.5532684,2.5617828,2.5610352,2.5659637,2.5631714
2013-08-25,2.5308075,2.5643082,2.5615997,2.5750046,2.5732117,2.565834,2.5676422
2013-08-26,2.5537643,2.560608,2.5560226,2.5713272,2.5740662,2.5686798,2.5660172
2013-08-27,2.5656357,2.5612717,2.5622559,2.5670853,2.5604477,2.575676,2.5709
2013-08-28,2.5509415,2.5596313,2.5730057,2.569931,2.5636215,2.5601807,2.5683746
2013-08-29,2.5660934,2.5360107,2.5692825,2.5679321,2.5618668,2.5831223,2.5971909
2013-08-30,2.5672684,2.5814133,2.5654678,2.5663376,2.5900497,2.572258,2.5731125
2013-09-01,2.5778122,2.560608,2.568184,2.574997,2.575676,2.5795135,2.6302338
2013-09-02,2.5664978,2.5650406,2.5599747,2.5736008,2.5719376,2.5724335,2.5728607
2013-09-03,2.563652,2.5628433,2.5618134,2.581871,2.5773087,2.5876923,2.5887375
2013-09-04,2.5963058,2.571518,2.5685425,2.5855865,2.593399,2.5853806,2.606224
2013-09-05,2.5688934,2.5629272,2.5822067,2.5864334,2.5918884,2.5988998,2.619049
2013-09-06,2.5759964,2.5789337,2.5857315,2.5935898,2.6022186,2.6136322,2.6349258
2013-09-08,2.5688934,2.5804443,2.5943909,2.6034012,2.611679,2.6328125,2.6467285
2013-09-09,2.5894012,2.5926743,2.601036,2.615097,2.6322174,2.646225,2.658081
2013-09-10,2.5882187,2.6059875,2.613617,2.629448,2.655754,2.6616364,2.6607285
2013-09-11,2.6029968,2.6100311,2.6281967,2.6498795,2.6568985,2.6640854,2.6754913
2013-09-12,2.6137238,2.6329575,2.656662,2.6575165,2.6613083,2.666214,2.6739044
2013-09-13,2.6338959,2.6569366,2.6586227,2.6681213,2.6490402,2.6776352,2.6800156
2013-09-15,2.6557083,2.6609955,2.6618195,2.66436,2.66214,2.662117,2.6555023
2013-09-16,2.65802,2.6534042,2.6589737,2.6697235,2.671402,2.6713028,2.6670609
2013-09-17,2.6699371,2.6660233,2.6695557,2.6736526,2.6566315,2.6616821,2.6808243
2013-09-18,2.6689682,2.652542,2.6658783,2.6744232,2.6751328,2.6667175,2.669716
2013-09-19,2.6811218,2.6635132,2.6639938,2.6705017,2.6565628,2.6859436,2.6899338
2013-09-20,2.6738586,2.6763,2.656128,2.679016,2.6741028,2.6722183,2.6737366
2013-09-22,2.6727066,2.6665115,2.660553,2.6734543,2.686325,2.674263,2.6827393
2013-09-23,2.6677475,2.6711578,2.6925735,2.65979,2.6706161,2.6641693,2.694847
2013-09-24,2.6618042,2.6683807,2.6778717,2.674881,2.6837769,2.6870499,2.674324
2013-09-25,2.6605148,2.672203,2.6798706,2.683464,2.702156,2.6787415,2.680519
2013-09-26,2.6740189,2.673172,2.6760712,2.6777954,2.6691818,2.6754227,2.6875992
2013-09-27,2.6750565,2.6628342,2.6816254,2.6893463,2.680603,2.689621,2.6899261
2013-09-29,2.6799545,2.6779327,2.6782532,2.6782608,2.687271,2.698738,2.7046356
2013-09-30,2.6619492,2.689209,2.6873016,2.687912,2.686531,2.6928024,2.6922455
2013-10-01,2.6832657,2.6856613,2.694191,2.695404,2.6961517,2.696228,2.6967468
2013-10-02,2.6774292,2.6838684,2.6902618,2.696907,2.700035,2.6983948,2.698433
2013-10-03,2.6847382,2.6807404,2.6877441,2.6940842,2.6956482,2.692337,2.6894302
2013-10-04,2.695839,2.6891098,2.7003021,2.696495,2.7048721,2.6981354,2.6959763
2013-10-06,2.6770935,2.6843033,2.6949615,2.6860275,2.6906052,2.6981506,2.6896362
2013-10-07,2.6878052,2.710579,2.7019958,2.7022247,2.7031174,2.6826935,2.6932144
2013-10-08,2.6878738,2.6840668,2.7037354,2.7014465,2.7032242,2.6933136,2.6887817
2013-10-09,2.6856308,2.690628,2.6985855,2.7035751,2.6958923,2.6976242,2.7112045
2013-10-10,2.7002563,2.7080917,2.6937256,2.698616,2.684517,2.6994934,2.6937256
2013-10-11,2.6865768,2.6957855,2.6960297,2.6952133,2.658989,2.687149,2.694847
2013-10-13,2.6973038,2.6898956,2.695404,2.6923904,2.6998215,2.6867142,2.700447
2013-10-14,2.695633,2.6949005,2.6865845,2.6954117,2.6926727,2.702713,2.7051315
2013-10-15,2.6981125,2.708252,2.6909409,2.6923523,2.7027893,2.708664,2.6823807
2013-10-16,2.7070236,2.6919174,2.6894684,2.7068634,2.6946106,2.6790924,2.7064362
2013-10-17,2.7032013,2.696556,2.6846466,2.6739807,2.684967,2.686386,2.6994553
2013-10-18,2.6950073,2.6800919,2.6992722,2.6922684,2.6957855,2.7096863,2.690956
2013-10-20,2.7033463,2.677971,2.6929321,2.6819077,2.6866226,2.6975784,2.6969757
2013-10-21,2.6829834,2.7022858,2.6836548,2.6830292,2.6951218,2.6882706,2.694275
2013-10-22,2.7389984,2.682434,2.6996155,2.6851578,2.6887283,2.6927109,2.7031784
2013-10-23,2.7011948,2.700119,2.6967697,2.700531,2.7064285,2.685173,2.69207
2013-10-24,2.6815948,2.6820908,2.6892548,2.7007828,2.7016373,2.7002869,2.6968002
2013-10-25,2.6971436,2.693367,2.6944199,2.698822,2.6833801,2.7036133,2.706337
2013-10-27,2.6936188,2.6941986,2.6944199,2.6960297,2.7012558,2.7044373,2.7093658
2013-10-28,2.705017,2.7054977,2.7090836,2.7086258,2.7017822,2.7068024,2.7086716
2013-10-29,2.70121,2.6936417,2.7015,2.7044373,2.708084,2.7111893,2.7018585
2013-10-30,2.7105255,2.6925583,2.7046204,2.7057266,2.7138214,2.7184906,2.7145538
2013-10-31,2.7075806,2.7066345,2.7114563,2.7087708,2.717453,2.7093353,2.715416
2013-11-01,2.7064133,2.7022858,2.71138,2.7142181,2.7060852,2.7155457,2.7165985
2013-11-03,2.7067719,2.7055206,2.7059937,2.7097092,2.7227936,2.7239532,2.7139816
2013-11-04,2.7149048,2.7099686,2.7243347,2.7218475,2.7164307,2.7197418,2.7267838
2013-11-05,2.7058563,2.722618,2.715065,2.7022018,2.7153091,2.7080994,2.7317123
2013-11-06,2.712265,2.717453,2.7191849,2.7112656,2.7125092,2.7184448,2.7179108
2013-11-07,2.7239227,2.707672,2.7079391,2.7285385,2.7098618,2.7197342,2.710106
2013-11-08,2.7163925,2.7168884,2.7132263,2.7213593,2.709732,2.7118378,2.7119675
2013-11-10,2.7144852,2.7108917,2.7271194,2.7211533,2.7089844,2.7278442,2.721634
2013-11-11,2.7150726,2.714264,2.7137604,2.7212753,2.6972198,2.7256165,2.718155
2013-11-12,2.7155457,2.7268677,2.7197647,2.7199707,2.7106018,2.7143173,2.7002945
