,USDMXN,USDMXN,USDMXN,USDMXN,USDMXN,USDMXN,USDMXN
2012-02-05,13.614012,13.596397,13.53138,13.545392,13.4811125,13.354076,13.252442
2012-02-06,13.596613,13.577525,13.571387,13.431757,13.353078,13.254593,13.225622
2012-02-07,13.556323,13.508134,13.42848,13.352957,13.271557,13.239685,13.222275
2012-02-08,13.551134,13.461422,13.342245,13.248736,13.20528,13.202616,13.191028
2012-02-09,13.477946,13.347216,13.284464,13.236487,13.183382,13.183129,13.153641
2012-02-10,13.351525,13.286167,13.225209,13.18494,13.141825,13.164391,13.100445
2012-02-12,13.251578,13.233134,13.202974,13.180409,13.157832,13.107243,12.977836
2012-02-13,13.231746,13.193453,13.160814,13.159056,13.067079,12.9940195,12.993204
2012-02-14,13.183326,13.190034,13.1554365,13.083407,12.986026,13.004747,12.98863
2012-02-15,13.1624,13.164566,13.07622,12.973574,12.991201,13.013762,12.954432
2012-02-16,13.13457,13.098576,12.991408,12.947254,12.984422,12.956367,12.929026
2012-02-17,13.094706,13.020906,12.996209,12.921091,12.92689,12.904215,12.934434
2012-02-19,12.9985,12.959732,12.980733,12.963637,12.950268,12.950039,12.887829
2012-02-20,12.959004,12.973955,12.935302,12.941927,12.848965,12.892202,12.834945
2012-02-21,12.974617,12.975251,12.913712,12.920443,12.886713,12.873313,12.854446
2012-02-22,12.951088,12.940602,12.91411,12.895317,12.85887,12.840703,12.86713
2012-02-23,12.928206,12.919831,12.860541,12.880105,12.825384,12.875427,12.83345
2012-02-24,12.882054,12.8706455,12.858195,12.830376,12.8549,12.814787,12.836711
2012-02-26,12.878468,12.874572,12.826409,12.868473,12.8737135,12.840179,12.81999
2012-02-27,12.833318,12.8579,12.865525,12.8433695,12.888882,12.827846,12.818572
2012-02-28,12.867136,12.829467,12.83421,12.827151,12.825249,12.807964,12.773451
2012-02-29,12.890752,12.864929,12.85971,12.850257,12.80404,12.809272,12.797945
2012-03-01,12.831997,12.829957,12.852531,12.838726,12.7996235,12.861792,12.805285
2012-03-02,12.831466,12.850677,12.818595,12.81664,12.813185,12.769897,12.805299
2012-03-04,12.819515,12.806593,12.822079,12.832205,12.808626,12.805429,12.844229
2012-03-05,12.816369,12.80736,12.796481,12.806888,12.804754,12.82058,12.735221
2012-03-06,12.782019,12.8152275,12.807379,12.794494,12.77274,12.740583,12.785955
2012-03-07,12.855063,12.797838,12.807387,12.779096,12.759242,12.798786,12.765207
2012-03-08,12.836715,12.798836,12.804021,12.814955,12.755427,12.787535,12.756502
2012-03-09,12.799131,12.76586,12.78989,12.835103,12.784663,12.761918,12.783874
2012-03-11,12.7698,12.795513,12.816079,12.727468,12.793792,12.786051,12.757936
2012-03-12,12.7990885,12.797499,12.776091,12.769887,12.759828,12.75733,12.688239
2012-03-13,12.750609,12.737459,12.765577,12.738257,12.7702875,12.7464485,12.736718
2012-03-14,12.78392,12.759197,12.759707,12.730847,12.73724,12.757609,12.764864
2012-03-15,12.756369,12.746936,12.755964,12.811126,12.735097,12.745781,12.736581
2012-03-16,12.740057,12.783527,12.742782,12.776324,12.756479,12.757944,12.765564
2012-03-18,12.768689,12.732212,12.756131,12.760223,12.745464,12.750804,12.765432
2012-03-19,12.821648,12.739742,12.7571125,12.740344,12.741226,12.76224,12.762561
2012-03-20,12.730191,12.768839,12.750438,12.7592745,12.769625,12.7564945,12.7687435
2012-03-21,12.747149,12.735004,12.754978,12.7606945,12.764716,12.754829,12.765411
2012-03-22,12.756616,12.739615,12.750406,12.783333,12.75931,12.766524,12.755717
2012-03-23,12.743339,12.745007,12.734379,12.762394,12.750351,12.734026,12.760727
2012-03-25,12.772118,12.7781105,12.754005,12.759807,12.759022,12.75263,12.753184
2012-03-26,12.753661,12.768668,12.7592745,12.745703,12.753004,12.753316,12.755482
2012-03-27,12.7664795,12.736939,12.753742,12.76974,12.758915,12.743242,12.797014
2012-03-28,12.755676,12.743752,12.759469,12.745084,12.752791,12.775986,12.744074
2012-03-29,12.754519,12.742607,12.753532,12.769035,12.759132,12.75331,12.765758
2012-03-30,12.764079,12.742016,12.75968,12.770004,12.752562,12.769006,12.759322
2012-04-01,12.76133,12.753118,12.753311,12.757727,12.759361,12.766361,12.765945
2012-04-02,12.743595,12.744649,12.759905,12.755464,12.755347,12.762417,12.750689
2012-04-03,12.723749,12.756893,12.753074,12.749604,12.763877,12.748456,12.770116
2012-04-04,12.779418,12.757609,12.781387,12.755423,12.75825,12.755064,12.7706785
2012-04-05,12.775937,12.767207,12.770822,12.762242,12.758216,12.771041,12.761701
2012-04-08,12.746617,12.763918,12.75325,12.770647,12.768803,12.775994,12.767946
2012-04-09,12.785152,12.778339,12.7590885,12.7669,12.774834,12.762553,12.763472
2012-04-10,12.765665,12.745634,12.765196,12.774069,12.768683,12.769884,12.753454
2012-04-11,12.749951,12.777764,12.759613,12.772387,12.758101,12.765047,12.737253
2012-04-12,12.7589445,12.766306,12.752505,12.759324,12.739377,12.795686,12.764772
2012-04-13,12.771578,12.749275,12.772523,12.756486,12.7583885,12.766933,12.7645445
2012-04-15,12.761518,12.763199,12.752853,12.7732115,12.753512,12.7519245,12.75163
2012-04-16,12.772137,12.787935,12.753388,12.766976,12.780434,12.758099,12.77641
2012-04-17,12.761176,12.751587,12.772492,12.768871,12.780867,12.767132,12.781581
2012-04-18,12.767043,12.76827,12.787907,12.782453,12.761713,12.771522,12.774947
2012-04-19,12.76889,12.7740345,12.762121,12.774237,12.745085,12.804361,12.826312
2012-04-20,12.763199,12.759729,12.780363,12.806733,12.759032,12.749286,12.853464
2012-04-22,12.769001,12.768345,12.784848,12.782239,12.806426,12.830635,12.790943
2012-04-23,12.762997,12.806231,12.81337,12.778339,12.821041,12.843402,12.848477
2012-04-24,12.723356,12.7418165,12.7798605,12.814407,12.828117,12.840989,12.9677
2012-04-25,12.805014,12.852442,12.764576,12.867466,12.835075,12.962576,12.966912
2012-04-26,12.78994,12.820064,12.803369,12.856697,12.969376,12.980861,12.979055
2012-04-27,12.769845,12.8205595,12.841762,12.961752,12.9873085,12.991653,12.981899
2012-04-29,12.833221,12.846239,12.968646,13.005987,12.980343,12.974818,12.988622
2012-04-30,12.840479,12.960117,12.989313,12.985246,12.987499,13.004837,12.995982
2012-05-01,12.965134,12.991454,12.988863,12.978111,12.980099,12.979878,13.031576
2012-05-02,12.981001,12.977055,12.975955,12.99005,12.994596,13.020617,13.057522
2012-05-03,12.987284,12.973635,12.991955,12.994421,13.031748,13.053862,13.105818
2012-05-04,12.980393,12.987927,12.990022,13.022282,13.0618105,13.075335,13.091888
2012-05-06,12.987534,12.991487,13.0179,13.044382,13.05325,13.091726,13.126913
2012-05-07,13.005136,13.043886,13.051079,13.083565,13.074145,13.059459,13.125113
2012-05-08,13.040706,13.068407,13.067983,13.086948,13.081939,13.101181,13.1335945
2012-05-09,13.073822,13.075626,13.12237,13.0717745,13.117276,13.0991,13.109835
2012-05-10,13.111926,13.098532,13.111693,13.125418,13.134204,13.13711,13.142721
2012-05-11,13.114664,13.091024,13.121363,13.083241,13.120494,13.1248,13.160413
2012-05-13,13.08761,13.121164,13.098368,13.132283,13.149255,13.142649,13.151098
2012-05-14,13.076449,13.128448,13.125569,13.129422,13.115894,13.151956,13.147614
2012-05-15,13.109212,13.124119,13.124473,13.133813,13.185169,13.110661,13.171451
2012-05-16,13.129496,13.116133,13.115989,13.121369,13.176953,13.164217,13.160587
2012-05-17,13.130466,13.109336,13.128778,13.197201,13.168235,13.166425,13.176888
2012-05-18,13.133492,13.127149,13.171469,13.16255,13.164167,13.181048,13.192242
2012-05-20,13.142044,13.148184,13.166482,13.168577,13.190051,13.19024,13.191075
2012-05-21,13.140923,13.165656,13.176631,13.173199,13.1905,13.188985,13.222998
2012-05-22,13.162242,13.1696205,13.182547,13.183648,13.1872225,13.205157,13.217328
2012-05-23,13.171348,13.193623,13.187977,13.188781,13.20755,13.211411,13.2483635
2012-05-24,13.177746,13.186284,13.191804,13.191055,13.241441,13.281717,13.31042
2012-05-25,13.192606,13.161199,13.214374,13.221274,13.278448,13.308938,13.478045
2012-05-27,13.186246,13.205379,13.229129,13.256864,13.322134,13.475422,13.4812565
2012-05-28,13.219173,13.213604,13.253556,13.288289,13.483164,13.484228,13.57687
2012-05-29,13.219322,13.254567,13.294038,13.461819,13.498577,13.519337,13.570478
2012-05-30,13.269562,13.296618,13.471604,13.484376,13.553837,13.569255,13.667012
2012-05-31,13.295406,13.462798,13.474316,13.577873,13.588074,13.648407,13.739433
2012-06-01,13.463269,13.486622,13.536907,13.564359,13.645441,13.746525,13.716711
2012-06-03,13.471258,13.530056,13.577095,13.6736555,13.741203,13.766933,13.770391
2012-06-04,13.55326,13.555315,13.664168,13.780497,13.774699,13.804771,13.7682085
2012-06-05,13.56621,13.679436,13.766181,13.780618,13.79373,13.767575,13.791797
2012-06-06,13.650093,13.706053,13.784691,13.778654,13.793793,13.802938,13.797416
2012-06-07,13.721708,13.760482,13.771502,13.749324,13.805213,13.82458,13.815562
2012-06-08,13.745985,13.778026,13.814168,13.816456,13.829676,13.825848,13.838046
2012-06-10,13.773591,13.811214,13.804011,13.822928,13.845969,13.863112,13.902564
2012-06-11,13.797961,13.810263,13.806729,13.829447,13.861102,13.906727,13.929669
2012-06-12,13.805555,13.806288,13.844837,13.838443,13.918637,13.911903,13.906809
2012-06-13,13.841104,13.840478,13.813923,13.916015,13.898947,13.926152,13.919709
2012-06-14,13.850994,13.851085,13.910798,13.92031,13.918923,13.922443,13.948527
2012-06-15,13.848442,13.895157,13.928207,13.907772,13.938533,13.92084,13.89486
2012-06-17,13.932352,13.941492,13.924576,13.899161,13.916883,13.913067,13.931022
2012-06-18,13.911184,13.923311,13.922101,13.941911,13.952737,13.909442,13.938017
2012-06-19,13.913141,13.89225,13.920408,13.884003,13.896996,13.931444,13.905463
2012-06-20,13.933598,13.941388,13.915171,13.948635,13.916775,13.924898,13.9106655
2012-06-21,13.9103365,13.922738,13.911496,13.899429,13.953757,13.922024,13.945102
2012-06-22,13.912498,13.89096,13.90888,13.919467,13.934257,13.915839,13.9347725
2012-06-24,13.934899,13.941166,13.930211,13.918978,13.91414,13.909668,13.924561
2012-06-25,13.909459,13.922102,13.925738,13.937655,13.961142,13.941641,13.914687
2012-06-26,13.911826,13.918503,13.918566,13.9267645,13.914074,13.901079,13.927406
2012-06-27,13.903645,13.913674,13.914208,13.918617,13.915488,13.928112,13.914987
2012-06-28,13.929204,13.908959,13.910053,13.930732,13.932934,13.924488,13.927777
2012-06-29,13.902716,13.919636,13.935444,13.927725,13.922805,13.926857,13.914609
2012-07-01,13.928799,13.93316,13.882035,13.900689,13.907481,13.91103,13.920107
2012-07-02,13.901787,13.923406,13.923725,13.919338,13.928858,13.905229,13.892982
2012-07-03,13.928344,13.940799,13.915174,13.955314,13.898742,13.876804,13.883182
2012-07-04,13.900851,13.928717,13.924107,13.8989525,13.885765,13.873795,13.874528
2012-07-05,13.9213505,13.9158,13.885272,13.891002,13.889843,13.832798,13.85197
2012-07-06,13.92144,13.944113,13.884014,13.889789,13.867576,13.853467,13.8249655
2012-07-08,13.897675,13.841546,13.871115,13.928258,13.84218,13.85063,13.820954
2012-07-09,13.910344,13.831422,13.882939,13.87026,13.844058,13.835654,13.816923
2012-07-10,13.845067,13.868573,13.823404,13.841669,13.854156,13.820431,13.811446
2012-07-11,13.853415,13.886474,13.846741,13.854951,13.784335,13.801418,13.757004
2012-07-12,13.856095,13.86299,13.823454,13.822929,13.796568,13.714637,13.700674
2012-07-13,13.845546,13.825638,13.834364,13.782334,13.735171,13.675762,13.659417
2012-07-15,13.840465,13.826513,13.798156,13.750366,13.706173,13.629444,13.614278
2012-07-16,13.832995,13.823207,13.759998,13.689766,13.62625,13.613325,13.500998
2012-07-17,13.78765,13.745404,13.66652,13.658755,13.60285,13.43871,13.444672
2012-07-18,13.728061,13.709467,13.657408,13.629283,13.465614,13.447382,13.435599
2012-07-19,13.697083,13.640257,13.620742,13.464188,13.415015,13.433514,13.424443
2012-07-20,13.638142,13.61828,13.438457,13.440187,13.463425,13.443842,13.434326
2012-07-22,13.622129,13.505871,13.401051,13.423753,13.411496,13.429702,13.406233
2012-07-23,13.462265,13.453127,13.415493,13.428726,13.440391,13.469115,13.452201
2012-07-24,13.567728,13.408589,13.447628,13.431558,13.4176,13.444907,13.413491
2012-07-25,13.5032835,13.483981,13.417681,13.406216,13.428308,13.410034,13.398966
2012-07-26,13.451259,13.446982,13.424961,13.417154,13.419576,13.398107,13.362378
2012-07-27,13.417836,13.407531,13.406406,13.418512,13.408794,13.384759,13.382385
2012-07-29,13.45549,13.43938,13.421376,13.37612,13.382151,13.373221,13.382361
2012-07-30,13.428018,13.436204,13.411679,13.371236,13.385999,13.350821,13.397353
2012-07-31,13.399684,13.400347,13.426489,13.373866,13.357476,13.364175,13.368174
2012-08-01,13.401499,13.381927,13.367335,13.369315,13.335926,13.375449,13.399112
2012-08-02,13.378293,13.369096,13.373197,13.343406,13.388149,13.360487,13.349374
2012-08-03,13.391498,13.362801,13.402308,13.379206,13.344168,13.369937,13.379222
2012-08-05,13.368083,13.330872,13.357989,13.359288,13.344249,13.371565,13.333958
2012-08-06,13.360462,13.329462,13.323389,13.293771,13.323597,13.33137,13.318036
2012-08-07,13.33893,13.426106,13.351125,13.304421,13.334912,13.326722,13.31839
2012-08-08,13.338184,13.344662,13.348954,13.310692,13.322178,13.316326,13.31834
2012-08-09,13.29876,13.351962,13.333567,13.321434,13.329928,13.326458,13.290093
2012-08-10,13.341102,13.323844,13.318095,13.31039,13.3119135,13.294094,13.286656
2012-08-12,13.376653,13.328069,13.334587,13.319322,13.303074,13.279089,13.263386
2012-08-13,13.3113,13.309609,13.292607,13.29997,13.262208,13.267866,13.256472
2012-08-14,13.309892,13.288023,13.2973,13.30942,13.255101,13.25725,13.252518
2012-08-15,13.31887,13.269264,13.306821,13.293198,13.272932,13.251722,13.229992
2012-08-16,13.28015,13.282195,13.289599,13.251118,13.239378,13.245838,13.220762
2012-08-17,13.282988,13.281888,13.257693,13.261606,13.225051,13.215303,13.221526
2012-08-19,13.2800665,13.2833805,13.235326,13.249804,13.220201,13.18698,13.187176
2012-08-20,13.272805,13.265842,13.244878,13.223521,13.179329,13.191507,13.189824
2012-08-21,13.256573,13.238579,13.223139,13.202644,13.191022,13.178261,13.2307415
2012-08-22,13.255769,13.236532,13.233771,13.190307,13.200214,13.215593,13.2204075
2012-08-23,13.222724,13.20485,13.186328,13.190673,13.200922,13.188469,13.180992
2012-08-24,13.189141,13.20844,13.153101,13.175661,13.2089405,13.200386,13.156079
2012-08-26,13.178289,13.224584,13.158755,13.21344,13.193341,13.22859,13.1484165
2012-08-27,13.228861,13.199542,13.167323,13.158474,13.2093,13.203445,13.162209
2012-08-28,13.224941,13.149981,13.166813,13.208431,13.16258,13.181587,13.1606045
2012-08-29,13.170224,13.193508,13.183182,13.201631,13.219922,13.197233,13.21028
2012-08-30,13.195004,13.179563,13.162215,13.2154045,13.188818,13.19695,13.156687
2012-08-31,13.210651,13.210806,13.180435,13.169361,13.212097,13.163703,13.186719
2012-09-02,13.192944,13.181463,13.210201,13.182445,13.165695,13.199572,13.175837
2012-09-03,13.190308,13.210237,13.173511,13.197916,13.174839,13.158211,13.184619
2012-09-04,13.220877,13.181533,13.1701145,13.185326,13.158726,13.185281,13.178223
2012-09-05,13.179009,13.199098,13.182176,13.170196,13.155423,13.169332,13.169811
2012-09-06,13.21145,13.170958,13.200344,13.19426,13.177944,13.142284,13.1435995
2012-09-07,13.177701,13.162411,13.1862,13.165269,13.144671,13.143372,13.150623
2012-09-09,13.186196,13.173929,13.163334,13.164431,13.155211,13.148462,13.146627
2012-09-10,13.190177,13.162548,13.14987,13.143988,13.134417,13.14018,13.14034
2012-09-11,13.178118,13.154419,13.158395,13.131527,13.143545,13.153438,13.146967
2012-09-12,13.1529665,13.152914,13.141749,13.09728,13.147365,13.167079,13.135394
2012-09-13,13.1348,13.202936,13.162486,13.112317,13.155332,13.131036,13.152325
2012-09-14,13.142216,13.153114,13.144241,13.138309,13.116186,13.13901,13.108396
2012-09-16,13.137969,13.143489,13.140383,13.146753,13.140438,13.133447,13.124457
2012-09-17,13.14436,13.13159,13.149538,13.144473,13.121239,13.145515,13.138264
2012-09-18,13.137739,13.150039,13.123281,13.128872,13.118237,13.094046,13.1182575
2012-09-19,13.126627,13.1354,13.130297,13.133524,13.118696,13.115978,13.115739
2012-09-20,13.144884,13.144297,13.120849,13.121121,13.125364,13.128923,13.1120205
2012-09-21,13.158413,13.140757,13.120076,13.121209,13.129997,13.119458,13.107385
2012-09-23,13.124029,13.127347,13.127708,13.13199,13.127843,13.10007,13.064181
2012-09-24,13.127923,13.129108,13.134712,13.115572,13.098685,13.072911,13.015723
2012-09-25,13.143008,13.12617,13.117838,13.103243,13.062346,13.028637,12.999619
2012-09-26,13.120643,13.106391,13.088374,13.0742655,13.019926,13.015612,13.014104
2012-09-27,13.0969095,13.112371,13.059587,13.02624,13.026022,12.9844675,12.998825
2012-09-28,13.114268,13.071625,13.046534,13.012503,13.009375,12.992147,12.971447
2012-09-30,13.064302,13.017258,13.007992,12.999652,12.987513,12.938639,12.945553
2012-10-01,13.013834,13.031897,13.008435,13.0063925,12.951909,12.946362,12.918899
2012-10-02,13.011284,13.004358,12.985459,12.983011,12.929532,12.8976965,12.890885
2012-10-03,12.997769,13.002248,12.948483,12.939505,12.894231,12.899931,12.89488
2012-10-04,12.971848,12.964132,12.936872,12.912476,12.920541,12.867228,12.88358
2012-10-05,12.957111,12.951577,12.907255,12.884128,12.86423,12.872662,12.873574
2012-10-07,12.943863,12.931564,12.934247,12.894794,12.869139,12.902081,12.894471
2012-10-08,12.913002,12.895592,12.8915,12.888099,12.898112,12.873543,12.881304
2012-10-09,12.885193,12.874611,12.895426,12.879324,12.869464,12.873981,12.843513
2012-10-10,12.875638,12.886036,12.862279,12.851335,12.868247,12.840859,12.89062
2012-10-11,12.893532,12.879221,12.894871,12.873647,12.867629,12.869998,12.886114
2012-10-12,12.886777,12.853696,12.9174795,12.893221,12.868817,12.860427,12.849095
2012-10-14,12.860617,12.912009,12.867242,12.865839,12.8786335,12.849239,12.845895
2012-10-15,12.88004,12.858647,12.895892,12.853311,12.895302,12.871758,12.838399
2012-10-16,12.890279,12.886241,12.864035,12.8638315,12.858162,12.895548,12.86166
2012-10-17,12.846856,12.855599,12.840494,12.846569,12.873747,12.867915,12.833956
2012-10-18,12.855452,12.836001,12.863443,12.862111,12.834426,12.834964,12.853697
2012-10-19,12.85762,12.835784,12.823801,12.867733,12.832062,12.821056,12.822857
2012-10-21,12.830191,12.870945,12.852835,12.844643,12.877022,12.852282,12.858694
2012-10-22,12.867145,12.876789,12.868429,12.855698,12.833431,12.855125,12.833204
2012-10-23,12.85673,12.864368,12.844249,12.8263855,12.857084,12.847767,12.853056
2012-10-24,12.865443,12.850988,12.860372,12.881975,12.853475,12.877326,12.865177
2012-10-25,12.859679,12.832978,12.850364,12.88041,12.851807,12.844599,12.862214
2012-10-26,12.832311,12.869084,12.86706,12.821109,12.850628,12.862655,12.867635
2012-10-28,12.835836,12.833107,12.880066,12.881952,12.872739,12.89127,12.8563595
2012-10-29,12.865419,12.876393,12.847178,12.862394,12.876484,12.870496,12.876002
2012-10-30,12.861391,12.862473,12.865291,12.878635,12.870899,12.878538,12.888981
2012-10-31,12.855004,12.860924,12.854246,12.863493,12.872839,12.889895,12.88441
2012-11-01,12.868262,12.879892,12.884157,12.874629,12.893109,12.880364,12.867504
2012-11-02,12.865985,12.872501,12.875432,12.854061,12.882681,12.890563,12.883764
2012-11-04,12.861593,12.872905,12.868559,12.885238,12.869521,12.867821,12.86029
2012-11-05,12.861001,12.886038,12.883997,12.866602,12.883164,12.874956,12.884386
2012-11-06,12.897892,12.875011,12.868869,12.885054,12.877261,12.871927,12.907409
2012-11-07,12.881219,12.878509,12.871003,12.878336,12.883328,12.909805,12.909678
2012-11-08,12.886475,12.912359,12.901874,12.893324,12.907085,12.902918,12.955546
2012-11-09,12.861147,12.889376,12.903948,12.909707,12.928602,12.935234,12.970113
2012-11-11,12.873436,12.897114,12.899636,12.92221,12.941187,12.9703665,12.977991
2012-11-12,12.887532,12.904696,12.914205,12.949516,12.972145,12.971112,12.982832
2012-11-13,12.891348,12.919069,12.944175,12.956273,12.970134,12.982107,13.003957
2012-11-14,12.920908,12.941413,12.977875,12.974543,12.994346,12.99627,13.008042
2012-11-15,12.941031,12.966777,12.967028,12.979565,12.977114,13.010852,13.0274725
2012-11-16,12.964437,12.9774275,12.981284,12.99695,13.00695,13.011903,13.011873
2012-11-18,12.969203,12.984372,13.010754,13.003487,13.013358,13.03374,13.037626
2012-11-19,12.984052,13.0019245,13.00143,13.003431,13.029337,13.023018,13.025311
2012-11-20,13.004583,12.997163,13.021904,13.024096,13.01226,13.022242,13.021585
2012-11-21,12.99397,13.003217,13.041941,13.03019,13.022808,13.028561,13.036418
2012-11-22,13.008883,13.022773,13.035421,13.009222,13.039056,13.013004,13.0331335
2012-11-23,13.04696,13.028481,13.021265,13.029886,13.006434,13.042415,13.042155
2012-11-25,13.018729,13.018788,13.035309,13.0265,13.043658,13.030935,13.005472
2012-11-26,12.997141,13.0177355,13.001552,13.029959,13.039165,13.017595,13.034379
2012-11-27,13.032022,13.027209,13.026533,13.040434,13.029882,13.023577,13.038146
2012-11-28,13.05053,13.026129,13.023954,13.040399,13.009425,13.032339,13.012291
2012-11-29,13.044914,13.023085,13.022376,13.053127,13.028563,13.031389,13.031588
2012-11-30,13.021196,13.01917,13.030118,13.023309,13.03113,13.014968,13.042547
2012-12-02,13.025624,13.032373,13.038965,13.037282,13.033341,13.033369,13.03052
2012-12-03,13.020224,13.018353,13.027542,13.007581,13.006987,13.028738,13.025392
2012-12-04,13.024685,13.018581,13.01444,13.015978,13.038228,13.023764,13.005652
2012-12-05,13.03947,13.037071,13.012139,13.0223255,13.022524,13.015285,13.019783
2012-12-06,13.012437,13.008496,13.020742,13.031537,13.030001,13.033434,13.013826
2012-12-07,13.035142,13.027044,13.040104,13.029327,13.030633,13.007898,13.017579
2012-12-09,13.035928,13.050657,13.019425,13.022643,13.016481,13.001652,13.006644
2012-12-10,13.0369005,13.011373,13.025444,13.037167,13.002668,13.004083,13.015242
2012-12-11,13.012662,13.033712,13.01029,13.002679,13.011036,12.997101,12.986377
2012-12-12,13.028617,13.0064945,13.008539,13.006511,12.994396,13.000303,12.987052
2012-12-13,13.016043,12.999101,13.006922,13.01249,12.996996,12.989201,12.9882345
2012-12-14,13.009531,13.013824,12.998541,12.993373,12.993445,12.964571,12.98011
2012-12-16,13.004223,12.996895,12.992122,12.994819,12.979374,12.940307,12.983253
2012-12-17,13.004071,12.9931135,12.993761,12.987778,12.978253,13.014363,12.993734
2012-12-18,13.000124,12.994458,12.975979,12.977454,12.95635,12.940408,12.945106
2012-12-19,12.989285,12.980169,12.966958,12.963895,12.967431,12.95871,12.946339
2012-12-20,12.989742,12.971799,12.96425,12.96144,12.953503,12.955649,12.947137
2012-12-21,12.974735,12.957537,12.947748,12.9282055,12.941539,12.953899,12.948739
2012-12-23,12.95404,12.931833,12.970439,12.927415,12.9422455,12.942632,12.934601
2012-12-24,12.940696,12.938441,12.946562,12.949376,12.956401,12.95385,12.938388
2012-12-26,12.901646,12.933147,12.945905,12.936186,12.944477,12.934135,12.92232
2012-12-27,12.9251175,12.938799,12.953801,12.958881,12.958416,12.950329,12.9476
2012-12-28,12.944503,12.945614,12.932609,12.958742,12.980843,12.94916,12.917777
2012-12-30,12.940758,12.96888,12.966296,12.941326,12.939642,12.937254,12.920518
2012-12-31,12.972089,12.951697,12.969343,12.931657,12.945024,12.918021,12.916267
2013-01-02,12.971904,12.945188,12.970177,12.941647,12.916124,12.909124,12.896123
2013-01-03,12.953091,12.980446,12.938585,12.936548,12.903648,12.8931875,12.874327
2013-01-04,12.945099,12.938873,12.928672,12.926834,12.88932,12.876695,12.834368
2013-01-06,12.938377,12.930381,12.929049,12.903188,12.88907,12.87602,12.830844
2013-01-07,12.923719,12.929252,12.900771,12.876194,12.841354,12.843653,12.805065
2013-01-08,12.92293,12.901778,12.879948,12.869446,12.827493,12.807322,12.843302
2013-01-09,12.88775,12.876573,12.863191,12.842311,12.82298,12.818229,12.83685
2013-01-10,12.867013,12.869587,12.840858,12.806968,12.768681,12.744647,12.78846
2013-01-11,12.850584,12.839559,12.820115,12.846731,12.76578,12.798176,12.805836
2013-01-13,12.830064,12.811073,12.815192,12.811389,12.762413,12.780327,12.756828
2013-01-14,12.817066,12.784111,12.807916,12.843131,12.781175,12.778288,12.779778
2013-01-15,12.784594,12.770385,12.804713,12.776952,12.774776,12.774475,12.751703
2013-01-16,12.827106,12.808462,12.763266,12.728966,12.789412,12.757329,12.758242
2013-01-17,12.770461,12.769092,12.759882,12.762769,12.77191,12.764283,12.761495
2013-01-18,12.783231,12.7458,12.769293,12.761408,12.760595,12.760973,12.7566595
2013-01-20,12.788321,12.748459,12.764838,12.768744,12.735305,12.7457485,12.76949
2013-01-21,12.780394,12.755463,12.761522,12.767843,12.776154,12.749486,12.761562
2013-01-22,12.779304,12.777264,12.760677,12.739202,12.750469,12.761948,12.756276
2013-01-23,12.764537,12.759476,12.7372675,12.752476,12.7706175,12.734371,12.737376
2013-01-24,12.754725,12.746018,12.751755,12.747967,12.736969,12.7657,12.758524
2013-01-25,12.7707815,12.736027,12.717609,12.755239,12.728129,12.745658,12.751688
2013-01-27,12.765403,12.7637615,12.75933,12.772046,12.743566,12.741633,12.735274
2013-01-28,12.755955,12.741533,12.762123,12.732373,12.738453,12.749615,12.727513
2013-01-29,12.738939,12.750553,12.735405,12.735435,12.727254,12.734493,12.719489
2013-01-30,12.749419,12.747017,12.740386,12.729943,12.709927,12.7232275,12.717134
2013-01-31,12.733111,12.723501,12.723147,12.725033,12.723584,12.705185,12.6873455
2013-02-01,12.747131,12.707216,12.73096,12.722224,12.705387,12.690129,12.684888
2013-02-03,12.727046,12.738297,12.723341,12.713886,12.711557,12.698301,12.675642
2013-02-04,12.738911,12.7263565,12.714425,12.692623,12.705803,12.682655,12.688815
2013-02-05,12.7139635,12.714594,12.692593,12.677509,12.698863,12.687927,12.70084
2013-02-06,12.716527,12.674187,12.679906,12.694026,12.682285,12.692591,12.70336
2013-02-07,12.690703,12.693165,12.676313,12.676982,12.699231,12.697952,12.696841
2013-02-08,12.6981125,12.722215,12.701293,12.69366,12.681944,12.690972,12.716993
2013-02-10,12.703682,12.69586,12.689012,12.698793,12.699567,12.721175,12.679011
2013-02-11,12.685939,12.687137,12.68609,12.66909,12.67919,12.681221,12.665948
2013-02-12,12.691576,12.688957,12.690261,12.675467,12.688203,12.647255,12.674531
2013-02-13,12.693848,12.682892,12.683705,12.683586,12.692795,12.681586,12.679624
2013-02-14,12.6961565,12.728123,12.683615,12.682639,12.683132,12.66228,12.676537
2013-02-15,12.679873,12.680468,12.683559,12.684695,12.663396,12.675617,12.69065
2013-02-17,12.674908,12.662304,12.683503,12.67587,12.664295,12.677502,12.653553
2013-02-18,12.691986,12.673323,12.678664,12.696002,12.702291,12.69843,12.657858
2013-02-19,12.670332,12.691767,12.680306,12.675536,12.680721,12.653357,12.689558
2013-02-20,12.657689,12.676903,12.677216,12.688103,12.669797,12.663897,12.679403
2013-02-21,12.686382,12.677463,12.674912,12.656896,12.695367,12.681293,12.676575
2013-02-22,12.65796,12.697,12.648048,12.656305,12.698614,12.689884,12.6853285
2013-02-24,12.6799755,12.663832,12.699332,12.682515,12.690978,12.702529,12.691694
2013-02-25,12.673663,12.670898,12.68366,12.675712,12.677516,12.683816,12.716211
