,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD
2013-04-14,1586.4546,1584.8018,1581.0089,1581.0261,1581.136,1581.1295,1581.1248
2013-04-15,1584.8567,1581.0673,1581.0956,1581.0739,1581.152,1581.1241,1580.9935
2013-04-16,1581.1793,1581.0975,1581.085,1581.1222,1581.071,1581.0748,1581.0844
2013-04-17,1581.1228,1581.0264,1581.1372,1581.1133,1581.0549,1581.1295,1581.0381
2013-04-18,1581.0552,1581.0808,1581.1278,1581.1538,1581.1362,1581.1241,1581.095
2013-04-19,1581.0901,1581.1097,1581.0732,1581.0527,1581.1523,1581.0748,1581.1543
2013-04-21,1581.1127,1581.1212,1581.1187,1581.0977,1581.071,1581.1298,1578.6238
2013-04-22,1581.1008,1581.0553,1581.0994,1581.0809,1581.0548,1578.6372,1574.6694
2013-04-23,1581.1298,1581.0818,1581.0911,1581.1577,1578.6067,1574.6921,1570.4282
2013-04-24,1581.0544,1581.1064,1581.1334,1578.5981,1574.7528,1570.3475,1562.5514
2013-04-25,1581.0901,1581.1522,1578.6044,1574.5944,1570.2563,1562.4841,1561.8649
2013-04-26,1581.1127,1578.6141,1574.6946,1570.371,1562.5646,1561.8757,1561.0155
2013-04-28,1578.6243,1574.7214,1570.408,1562.5308,1561.8693,1560.9785,1550.2941
2013-04-29,1574.668,1570.3561,1562.4142,1561.8668,1560.9753,1550.1093,1532.839
2013-04-30,1570.4244,1562.4269,1561.8683,1561.0128,1550.1097,1532.8112,1512.855
2013-05-01,1562.5438,1561.8696,1561.0701,1549.9861,1532.7543,1512.4866,1470.7626
2013-05-02,1561.8741,1560.998,1550.2886,1532.6512,1512.3678,1470.7716,1471.7598
2013-05-03,1561.0542,1550.1873,1532.8479,1512.5609,1470.9174,1471.789,1471.1852
2013-05-05,1550.1223,1532.9962,1512.6154,1470.8481,1471.738,1471.2905,1470.7175
2013-05-06,1533.2751,1512.8419,1470.7163,1471.7062,1471.2516,1470.7268,1469.8201
2013-05-07,1512.8003,1470.7543,1471.7465,1471.2803,1470.7523,1469.8304,1466.7356
2013-05-08,1470.6925,1471.767,1471.2627,1470.7122,1469.8425,1466.7244,1465.4524
2013-05-09,1471.7169,1471.2576,1470.7161,1469.8102,1466.7275,1465.4238,1464.9988
2013-05-10,1471.2997,1470.7378,1469.8182,1466.7656,1465.4567,1464.9966,1464.9207
2013-05-12,1470.7065,1469.7886,1466.7068,1465.4569,1464.9583,1464.9047,1463.8984
2013-05-13,1469.82,1466.7241,1465.4706,1464.9818,1464.8826,1463.9142,1460.005
2013-05-14,1466.7087,1465.4548,1465.0292,1464.8948,1463.939,1460.0391,1457.7026
2013-05-15,1465.5585,1465.0612,1464.9271,1463.8943,1459.98,1457.7147,1454.6948
2013-05-16,1464.9609,1464.9446,1463.8915,1460.0133,1457.7114,1454.6398,1442.4191
2013-05-17,1464.9966,1463.9076,1460.0511,1457.732,1454.5845,1442.142,1435.6732
2013-05-19,1463.9319,1460.0334,1457.7102,1454.6722,1442.3151,1435.7682,1434.09
2013-05-20,1460.0186,1457.6998,1454.7255,1442.2714,1435.7599,1434.121,1430.8204
2013-05-21,1457.6743,1454.7444,1442.3167,1435.4602,1434.1588,1430.7854,1428.1666
2013-05-22,1454.68,1442.3579,1435.4907,1434.101,1430.9279,1428.1249,1425.3185
2013-05-23,1442.1863,1435.7574,1434.0659,1430.8396,1428.1628,1425.2958,1425.3975
2013-05-24,1435.5162,1434.1667,1430.8567,1428.0814,1425.2988,1425.296,1425.3655
2013-05-26,1434.1246,1430.788,1428.1304,1425.3704,1425.3668,1425.2955,1425.2979
2013-05-27,1430.8214,1428.112,1425.2953,1425.2943,1425.3318,1425.2953,1425.3302
2013-05-28,1428.1814,1425.3558,1425.383,1425.279,1425.3478,1425.295,1425.3986
2013-05-29,1425.3407,1425.3683,1425.3982,1425.354,1425.3154,1425.2922,1425.366
2013-05-30,1425.2982,1425.295,1425.3231,1425.3693,1425.3354,1425.2948,1416.4427
2013-05-31,1425.3672,1425.28,1425.3079,1425.2933,1425.3933,1416.6636,1410.2463
2013-06-02,1425.3414,1425.3545,1425.3842,1425.2781,1416.4991,1410.3528,1406.8615
2013-06-03,1425.3451,1425.3696,1425.3994,1416.4893,1410.327,1406.8701,1404.7312
2013-06-04,1425.3242,1425.2941,1416.4518,1410.4347,1406.7876,1404.5728,1404.4153
2013-06-05,1425.2919,1416.4135,1410.3971,1406.8429,1404.7457,1404.325,1403.8436
2013-06-06,1416.4373,1410.334,1406.904,1404.5702,1404.357,1403.8021,1401.6093
2013-06-07,1410.4486,1406.8828,1404.6929,1404.3209,1403.8132,1401.6774,1401.2017
2013-06-09,1406.8258,1404.6855,1404.5062,1403.8501,1401.6539,1401.1688,1398.1233
2013-06-10,1404.7457,1404.3262,1403.7982,1401.6522,1401.209,1398.129,1393.4374
2013-06-11,1404.3993,1403.8472,1401.6234,1401.1825,1398.1212,1393.4314,1393.1051
2013-06-12,1403.9027,1401.7218,1401.1975,1398.1191,1393.3993,1393.0889,1389.7625
2013-06-13,1401.6593,1401.2144,1398.1633,1393.4163,1393.099,1389.8054,1389.4552
2013-06-14,1401.1807,1398.1837,1393.4204,1393.0334,1389.8313,1389.4569,1388.7971
2013-06-16,1398.1562,1393.3367,1393.1113,1389.8562,1389.4171,1388.7753,1388.0616
2013-06-17,1393.418,1393.0566,1389.8577,1389.4287,1388.6659,1388.1208,1386.7275
2013-06-18,1393.1111,1389.9349,1389.5125,1388.707,1388.0736,1386.6484,1385.5654
2013-06-19,1389.8497,1389.5195,1388.8042,1388.099,1386.6862,1385.5339,1385.1848
2013-06-20,1389.4377,1388.7867,1388.0651,1386.7273,1385.4758,1385.1848,1385.1371
2013-06-21,1388.7584,1388.1222,1386.7427,1385.574,1385.1951,1385.1438,1384.296
2013-06-23,1388.0199,1386.7235,1385.6073,1385.1549,1385.1506,1384.2094,1384.1471
2013-06-24,1386.6677,1385.4839,1385.2032,1385.0756,1384.1643,1384.111,1384.0057
2013-06-25,1385.5634,1385.2896,1385.146,1384.2101,1384.0347,1384.0095,1383.9982
2013-06-26,1385.2025,1385.0885,1384.2174,1384.0935,1383.9471,1384.0055,1383.9895
2013-06-27,1385.124,1384.1488,1384.1282,1384.0007,1384.1049,1384.0886,1383.9966
2013-06-28,1384.3079,1384.1481,1383.9233,1383.9901,1384.0822,1384.1058,1384.0223
2013-06-30,1384.1002,1384.0724,1384.0267,1384.0194,1384.0256,1384.0504,1383.9874
2013-07-01,1383.9724,1383.9656,1384.0292,1383.963,1383.9938,1384.0793,1383.9834
2013-07-02,1383.998,1384.0381,1383.9647,1383.9971,1383.9962,1383.9943,1383.2877
2013-07-03,1384.0195,1384.089,1384.0187,1383.9872,1384.0533,1383.3944,1376.5881
2013-07-04,1384.0319,1384.0564,1384.0255,1383.928,1383.3046,1376.5212,1371.6558
2013-07-05,1383.9722,1383.9606,1383.9589,1383.3602,1376.5565,1371.6907,1362.0707
2013-07-07,1383.9938,1383.9795,1383.3585,1376.6957,1371.5863,1362.254,1348.8727
2013-07-08,1383.9246,1383.3152,1376.4238,1371.6593,1362.178,1348.7229,1311.7922
2013-07-09,1383.288,1376.384,1371.639,1362.3118,1348.1002,1312.0687,1294.522
2013-07-10,1376.5154,1371.5914,1362.1259,1347.5858,1310.0157,1294.5132,1290.4417
2013-07-11,1371.5596,1362.2142,1349.3293,1308.8442,1294.4923,1290.4368,1288.8105
2013-07-12,1362.0845,1348.8546,1312.9238,1294.0758,1290.4292,1288.8119,1284.7312
2013-07-14,1349.2937,1311.8888,1294.5576,1290.4385,1288.8185,1284.6885,1284.0326
2013-07-15,1313.1514,1294.5302,1290.283,1288.8667,1284.7295,1284.0042,1284.0021
2013-07-16,1294.598,1290.433,1288.8502,1284.7115,1283.9854,1284.0233,1284.0084
2013-07-17,1290.4149,1288.8108,1284.7382,1283.9854,1283.9788,1284.0038,1284.0138
2013-07-18,1288.8229,1284.6768,1284.0164,1283.9784,1284.0223,1284.0236,1283.9856
2013-07-19,1284.6973,1284.0155,1284.043,1284.023,1284.0273,1284.0035,1284.0326
2013-07-21,1284.0475,1283.9565,1284.0182,1284.0636,1284.0308,1284.0238,1284.0343
2013-07-22,1284.0416,1283.9758,1284.0238,1284.0468,1283.9993,1284.0033,1284.0009
2013-07-23,1284.0583,1284.0605,1283.9785,1283.9683,1284.0057,1284.024,1284.0079
2013-07-24,1284.0052,1284.0951,1283.993,1284.0065,1284.0103,1284.0027,1284.014
2013-07-25,1283.9991,1284.0533,1283.9971,1284.0109,1284.0133,1284.0244,1283.9825
2013-07-26,1283.975,1284.0284,1283.9585,1284.0135,1284.022,1284.0022,1284.034
2013-07-28,1283.9916,1284.0112,1284.0441,1284.0222,1284.0282,1284.0249,1284.0356
2013-07-29,1283.9829,1284.0201,1284.0095,1284.0282,1284.0326,1284.002,1283.9995
2013-07-30,1283.9514,1283.9758,1284.0168,1284.0325,1283.9972,1284.0249,1284.0074
2013-07-31,1284.021,1283.9968,1284.0499,1284.0013,1284.0046,1284.0017,1284.014
2013-08-01,1284.0546,1284.0588,1284.0208,1284.0127,1284.0094,1284.0253,1284.7036
2013-08-02,1284.0149,1283.9514,1284.0273,1284.0657,1284.0126,1284.8043,1284.7201
2013-08-04,1284.0098,1284.0305,1283.9752,1284.0005,1284.6886,1284.749,1285.9034
2013-08-05,1284.1036,1284.0112,1283.9926,1284.718,1284.7781,1285.8175,1288.8097
2013-08-06,1284.0536,1284.0216,1284.643,1284.734,1285.8441,1288.8088,1290.3848
2013-08-07,1284.048,1284.7312,1284.7493,1285.878,1288.9004,1290.376,1291.9153
2013-08-08,1284.6946,1284.7264,1285.8357,1288.762,1290.4011,1291.9066,1300.7048
2013-08-09,1284.6946,1285.8732,1288.8612,1290.4286,1291.9332,1300.7499,1303.0518
2013-08-11,1285.8334,1288.7874,1290.3777,1291.9235,1300.6736,1303.0715,1306.562
2013-08-12,1288.8563,1290.4823,1291.901,1300.8241,1303.1007,1306.509,1311.096
2013-08-13,1290.3708,1291.9257,1300.719,1303.1128,1306.4716,1311.0353,1313.7222
2013-08-14,1291.9377,1300.7994,1303.1615,1306.5177,1311.0634,1313.6058,1314.1008
2013-08-15,1300.6969,1303.0513,1306.5033,1310.9937,1313.6342,1314.1089,1314.845
2013-08-16,1303.065,1306.4938,1311.118,1313.6288,1314.1127,1314.8357,1324.6659
2013-08-18,1306.4135,1311.1237,1313.6383,1314.0863,1314.8248,1324.403,1325.8846
2013-08-19,1311.1285,1313.7032,1314.0754,1314.8751,1324.2646,1325.8517,1326.7249
2013-08-20,1313.6866,1314.1011,1314.789,1324.3665,1325.7682,1326.7535,1326.9069
2013-08-21,1314.1005,1314.7656,1324.6185,1325.7919,1326.7291,1326.7738,1326.967
2013-08-22,1314.7567,1324.6326,1325.797,1326.7538,1326.8431,1327.0026,1328.217
2013-08-23,1324.6615,1325.7717,1326.7351,1327.0225,1326.9607,1328.1364,1328.4696
2013-08-25,1325.8883,1326.7167,1326.8995,1326.9995,1328.1987,1328.4614,1328.9271
2013-08-26,1326.7062,1326.7717,1326.9225,1328.189,1328.3818,1328.8934,1329.4143
2013-08-27,1326.861,1326.9015,1328.1548,1328.3527,1328.9589,1329.4106,1329.8636
2013-08-28,1326.9457,1328.1857,1328.3396,1328.9915,1329.4573,1329.8989,1330.6127
2013-08-29,1328.1582,1328.366,1328.9008,1329.4314,1329.9011,1330.5669,1333.0392
2013-08-30,1328.4159,1328.937,1329.3646,1329.8383,1330.666,1333.0137,1333.0089
2013-09-01,1328.9568,1329.4014,1329.8529,1330.5403,1333.0156,1333.081,1348.066
2013-09-02,1329.4427,1329.799,1330.6206,1333.0477,1333.0671,1347.8695,1366.0254
2013-09-03,1329.8878,1330.507,1332.9501,1333.0388,1348.0859,1365.7734,1366.8331
2013-09-04,1330.5697,1333.0635,1333.0072,1347.4875,1365.6765,1366.819,1368.059
2013-09-05,1333.0027,1333.079,1348.3599,1365.7424,1366.9012,1368.009,1368.0162
2013-09-06,1333.0411,1347.4705,1365.9222,1366.8389,1368.0679,1367.9612,1367.9702
2013-09-08,1347.9059,1365.6443,1366.8772,1367.9579,1367.9556,1367.9701,1368.0215
2013-09-09,1365.8657,1366.8422,1368.0038,1367.9933,1368.1371,1368.0242,1368.0167
2013-09-10,1366.8501,1368.0197,1368.0735,1368.0375,1367.949,1367.9708,1367.9697
2013-09-11,1367.9884,1367.9808,1368.0406,1368.0344,1368.0166,1368.0131,1368.0221
2013-09-12,1368.021,1367.9928,1367.9713,1368.0332,1368.0188,1368.0237,1368.0167
2013-09-13,1368.0057,1368.0149,1368.0045,1368.033,1368.0504,1368.0029,1367.9692
2013-09-15,1368.0354,1367.9828,1368.0746,1368.0334,1368.0018,1367.9716,1368.0221
2013-09-16,1367.9703,1367.9924,1368.0409,1367.9923,1367.993,1368.0616,1368.0167
2013-09-17,1367.9642,1368.0107,1367.9702,1368.0034,1368.0316,1367.9698,1367.9688
2013-09-18,1368.0497,1368.0269,1368.0043,1368.0682,1368.0216,1368.0809,1368.0221
2013-09-19,1368.0715,1368.0349,1368.0754,1368.0682,1368.0144,1367.9943,1368.0167
2013-09-20,1368.0365,1368.0508,1368.0413,1368.0485,1368.001,1368.0154,1367.9686
2013-09-22,1367.9691,1368.021,1367.9695,1367.9517,1367.9929,1368.0042,1368.0226
2013-09-23,1367.963,1367.9797,1368.0038,1367.9922,1368.0331,1368.0558,1368.0172
2013-09-24,1368.021,1367.992,1368.0758,1368.0388,1368.0228,1368.0306,1367.9684
2013-09-25,1367.9994,1368.0155,1368.0414,1368.0354,1368.023,1367.9595,1367.941
2013-09-26,1368.0151,1367.9818,1367.969,1367.992,1368.0155,1367.9213,1365.9753
2013-09-27,1367.9867,1367.992,1368.0035,1368.0271,1367.9607,1366.007,1365.5006
2013-09-29,1368.0212,1368.0114,1368.0763,1367.9625,1365.9379,1365.3749,1363.3969
2013-09-30,1367.9988,1368.0276,1367.9569,1365.9836,1365.5139,1363.3444,1347.6792
2013-10-01,1367.9661,1367.9388,1365.9628,1365.5453,1363.4387,1347.7314,1340.2972
2013-10-02,1367.9071,1365.9722,1365.4858,1363.3826,1347.919,1340.334,1334.9629
2013-10-03,1366.0311,1365.4542,1363.4294,1347.2928,1340.3644,1334.9572,1332.1532
2013-10-04,1365.4937,1363.364,1347.5979,1340.2715,1334.9541,1332.194,1332.1471
2013-10-06,1363.3706,1347.608,1340.1675,1335.09,1332.215,1332.1274,1330.0183
2013-10-07,1347.5668,1340.3243,1334.9988,1332.244,1332.1565,1330.0356,1328.7452
2013-10-08,1340.3779,1334.9945,1332.1749,1332.1338,1330.022,1328.7299,1328.0754
2013-10-09,1335.0306,1332.3104,1332.1888,1329.9834,1328.8134,1328.0936,1324.6774
2013-10-10,1332.2108,1332.1046,1330.0247,1328.7108,1328.0973,1324.6099,1324.561
2013-10-11,1332.0862,1330.0428,1328.7089,1328.0464,1324.6731,1324.6361,1323.3995
2013-10-13,1330.0248,1328.7557,1328.1403,1324.5334,1324.5952,1323.4357,1322.0659
2013-10-14,1328.6986,1328.0964,1324.6224,1324.5243,1323.3751,1322.0925,1320.4415
2013-10-15,1328.0931,1324.6903,1324.6643,1323.3943,1322.0353,1320.5304,1319.3892
2013-10-16,1324.6185,1324.5698,1323.3848,1322.0667,1320.6417,1319.3597,1316.939
2013-10-17,1324.56,1323.4119,1321.9825,1320.4384,1319.4701,1316.9204,1316.9363
2013-10-18,1323.4149,1322.0181,1320.5359,1319.431,1316.9073,1316.9214,1316.9817
2013-10-20,1321.9855,1320.5297,1319.3904,1316.9108,1316.9542,1316.9265,1316.9309
2013-10-21,1320.568,1319.4503,1316.9396,1317.0457,1316.9501,1316.9465,1316.9357
2013-10-22,1319.3862,1316.8394,1317.0519,1316.8953,1316.9822,1316.961,1319.3896
2013-10-23,1316.9724,1316.9512,1316.9686,1317.0111,1316.9772,1319.4045,1319.411
2013-10-24,1316.9602,1317.0785,1317.012,1316.9857,1319.407,1319.394,1320.5557
2013-10-25,1316.9019,1317.0978,1316.9589,1319.3641,1319.4333,1320.542,1322.06
2013-10-27,1316.9435,1317.0315,1319.4673,1319.3568,1320.4993,1322.0618,1322.0283
2013-10-28,1317.0203,1319.4199,1319.3633,1320.5289,1322.0181,1322.0706,1320.5303
2013-10-29,1319.4161,1319.3954,1320.5035,1322.0007,1322.0339,1320.5431,1319.411
2013-10-30,1319.4215,1320.5249,1322.0305,1322.0354,1320.5889,1319.3806,1316.9443
2013-10-31,1320.5609,1322.0411,1322.0835,1320.5443,1319.4175,1316.9491,1316.9756
2013-11-01,1322.0269,1322.0844,1320.5322,1319.4039,1317.0511,1316.916,1316.7822
2013-11-03,1322.062,1320.5531,1319.3835,1316.9788,1316.9313,1316.8763,1316.6434
2013-11-04,1320.5879,1319.4135,1317.0836,1316.9965,1316.8553,1316.7227,1316.5331
2013-11-05,1319.3918,1316.9384,1316.8262,1316.8065,1316.622,1316.503,1315.749
2013-11-06,1316.9808,1316.9084,1316.8789,1316.6886,1316.4856,1315.7921,1314.0724
2013-11-07,1316.9341,1316.8059,1316.6157,1316.5984,1315.8042,1314.0908,1313.7125
2013-11-08,1316.849,1316.6042,1316.5089,1315.823,1314.1366,1313.7484,1313.6678
2013-11-10,1316.5676,1316.5453,1315.7561,1314.1115,1313.6503,1313.6023,1313.6769
2013-11-11,1316.5056,1315.7998,1314.0812,1313.7101,1313.6808,1313.7151,1313.7257
2013-11-12,1315.7881,1314.1542,1313.6631,1313.6991,1313.7151,1313.6907,1313.6776
2013-11-13,1314.1002,1313.7637,1313.7323,1313.6781,1313.6531,1313.616,1312.1898
2013-11-14,1313.7078,1313.7253,1313.6057,1313.7091,1313.6866,1312.1604,1311.3036
2013-11-15,1313.7032,1313.6492,1313.7478,1313.7,1312.2584,1311.3683,1310.3458
2013-11-17,1313.658,1313.6687,1313.6377,1312.2173,1311.3796,1310.3773,1310.3479
2013-11-18,1313.7089,1313.7118,1312.1677,1311.302,1310.319,1310.3529,1310.3497
2013-11-19,1313.7037,1312.1501,1311.3666,1310.3312,1310.3813,1310.3643,1310.3596
2013-11-20,1312.1958,1311.3076,1310.3611,1310.336,1310.3556,1310.4197,1310.3016
2013-11-21,1311.3575,1310.3486,1310.3718,1310.3816,1310.3673,1310.3763,1310.3599
2013-11-22,1310.3231,1310.3479,1310.34,1310.3308,1310.3345,1310.362,1310.3652
2013-11-24,1310.3425,1310.3977,1310.3998,1310.3357,1310.3594,1310.3795,1310.3678
2013-11-25,1310.3481,1310.3519,1310.365,1310.3822,1310.3744,1310.3689,1298.2169
2013-11-26,1310.3004,1310.3473,1310.381,1310.3304,1310.3856,1297.8988,1287.4851
2013-11-27,1310.4065,1310.3451,1310.3406,1310.3354,1298.1656,1287.3749,1286.2877
2013-11-28,1310.3633,1310.3916,1310.3636,1298.0288,1287.4467,1286.3904,1286.1904
2013-11-29,1310.3727,1310.3503,1298.033,1287.3333,1286.2804,1286.2535,1286.1139
2013-12-01,1310.4116,1298.0542,1287.3118,1286.4218,1286.2737,1286.1703,1282.8043
2013-12-02,1298.0079,1287.453,1286.4474,1286.2693,1286.1182,1282.6934,1278.8645
2013-12-03,1287.2306,1286.3911,1286.2308,1286.1619,1282.8085,1278.8822,1276.72
2013-12-04,1286.3162,1286.2941,1286.186,1282.8389,1278.8229,1276.7739,1275.01
2013-12-05,1286.2264,1286.1346,1282.7811,1278.7802,1276.7283,1274.9913,1274.6255
2013-12-06,1286.2048,1282.8622,1278.7719,1276.7599,1274.9323,1274.5989,1259.8047
2013-12-08,1282.8275,1278.8289,1276.708,1274.9958,1274.6765,1260.3083,1256.2197
2013-12-09,1278.7219,1276.6545,1274.9559,1274.6213,1259.678,1256.1101,1255.1198
2013-12-10,1276.727,1274.938,1274.643,1260.054,1256.1443,1255.1075,1248.1327
2013-12-11,1275.0195,1274.6012,1259.992,1256.2502,1255.1694,1248.1016,1247.2874
2013-12-12,1274.6362,1260.3829,1256.1893,1255.1626,1248.3036,1247.2219,1246.5012
2013-12-13,1259.8466,1256.0701,1255.1239,1248.2643,1247.2787,1246.471,1244.8624
2013-12-15,1256.1274,1255.1068,1248.2179,1247.2616,1246.4889,1244.8477,1244.3545
2013-12-16,1255.1334,1248.0916,1247.2719,1246.5287,1244.7953,1244.3396,1243.4913
2013-12-17,1248.1539,1247.3104,1246.4749,1244.8152,1244.3896,1243.5258,1242.483
2013-12-18,1247.3005,1246.5203,1244.7921,1244.3488,1243.5156,1242.4008,1241.5919
2013-12-19,1246.5236,1244.8546,1244.3529,1243.5688,1242.5038,1241.5619,1241.0464
2013-12-20,1244.8009,1244.3586,1243.5383,1242.4238,1241.5525,1240.9235,1238.2906
2013-12-22,1244.3171,1243.4978,1242.4373,1241.548,1241.0851,1238.2677,1235.8225
2013-12-23,1243.5812,1242.4329,1241.6359,1240.9716,1238.2726,1235.7589,1235.349
2013-12-24,1242.4211,1241.4569,1240.9419,1238.2351,1235.823,1235.3413,1235.0837
2013-12-26,1241.5873,1240.9847,1238.2549,1235.7491,1235.3392,1235.1284,1234.6093
2013-12-27,1241.0457,1238.2177,1235.7179,1235.2723,1235.0299,1234.6876,1231.1849
2013-12-29,1238.2494,1235.7844,1235.3478,1235.0255,1234.629,1231.2512,1230.5338
2013-12-30,1235.7551,1235.321,1235.1134,1234.5903,1231.253,1230.5494,1230.4918
2013-12-31,1235.4036,1235.0474,1234.6588,1231.2571,1230.5566,1230.6049,1230.501
2014-01-01,1235.0371,1234.6873,1231.1514,1230.5024,1230.6115,1230.5598,1230.5083
2014-01-02,1234.6615,1231.2463,1230.5116,1230.495,1230.5671,1230.4333,1230.4712
2014-01-03,1231.2461,1230.5721,1230.4648,1230.532,1230.4414,1230.3773,1230.2603
2014-01-05,1230.5454,1230.4559,1230.5168,1230.471,1230.3855,1230.2828,1229.8799
2014-01-06,1230.6005,1230.4811,1230.5116,1230.4696,1230.2899,1229.8638,1229.9138
2014-01-07,1230.5558,1230.5574,1230.4646,1230.2593,1229.8256,1229.9166,1229.8978
2014-01-08,1230.4294,1230.4197,1230.2616,1229.863,1229.9796,1229.9113,1229.9288
2014-01-09,1230.3735,1230.2949,1229.9974,1229.9297,1229.8608,1229.8632,1229.8618
2014-01-10,1230.3308,1229.9373,1230.0,1229.8914,1229.8865,1229.9167,1229.8555
2014-01-12,1229.8604,1229.953,1229.9103,1229.909,1229.965,1229.9115,1230.2936
2014-01-13,1229.9125,1229.8745,1229.7931,1229.875,1229.8239,1230.2831,1231.1755
2014-01-14,1229.9075,1229.8584,1229.7903,1229.8956,1230.2334,1231.1573,1233.2167
2014-01-15,1229.8596,1229.9375,1229.8813,1230.292,1231.1788,1233.1819,1233.7573
2014-01-16,1229.9127,1229.9532,1230.2433,1231.2627,1233.1744,1233.8606,1234.6979
2014-01-17,1229.9077,1230.2537,1231.2087,1233.1123,1233.7966,1234.6056,1234.9633
2014-01-19,1230.2805,1231.2192,1233.236,1233.8546,1234.7097,1235.0374,1235.0103
2014-01-20,1231.259,1233.1902,1233.8312,1234.6669,1235.0331,1235.0714,1235.1416
2014-01-21,1233.2013,1233.8293,1234.5896,1235.0789,1235.074,1235.1062,1235.3127
2014-01-22,1233.7655,1234.6412,1235.1315,1235.0619,1235.0399,1235.3451,1235.7694
2014-01-23,1234.6838,1235.1029,1235.046,1235.0793,1235.391,1235.7821,1238.2263
2014-01-24,1235.1273,1235.065,1235.0542,1235.3641,1235.8217,1238.2189,1238.3943
2014-01-26,1235.0524,1235.0831,1235.3508,1235.7618,1238.2194,1238.4479,1239.2024
2014-01-27,1235.0361,1235.3046,1235.8273,1238.2216,1238.4076,1239.2335,1239.287
2014-01-28,1235.2173,1235.7997,1238.2279,1238.4869,1239.172,1239.4417,1239.533
2014-01-29,1235.7864,1238.249,1238.4823,1239.2595,1239.3397,1239.5319,1239.6786
2014-01-30,1238.2411,1238.4475,1239.1967,1239.3553,1239.5458,1239.6979,1241.0195
2014-01-31,1238.4342,1239.166,1239.3695,1239.5052,1239.6392,1241.0184,1243.9546
2014-02-02,1239.2198,1239.408,1239.5345,1239.6931,1241.0072,1244.0094,1244.0826
2014-02-03,1239.3286,1239.5531,1239.7317,1241.0841,1243.9594,1244.1606,1244.387
2014-02-04,1239.5273,1239.6462,1240.991,1243.9706,1244.1053,1244.3698,1246.5386
2014-02-05,1239.6509,1241.0505,1244.0089,1244.0771,1244.3977,1246.5114,1246.7236
2014-02-06,1241.0299,1243.9642,1244.0774,1244.3491,1246.4655,1246.7114,1248.4047
2014-02-07,1243.9291,1244.1334,1244.3412,1246.528,1246.7397,1248.4099,1250.0544
2014-02-09,1244.1118,1244.3206,1246.5299,1246.7427,1248.4297,1250.0981,1250.1437
2014-02-10,1244.4075,1246.4618,1246.7094,1248.4401,1250.0125,1250.1018,1252.8698
2014-02-11,1246.4907,1246.6709,1248.5273,1250.0159,1250.1172,1252.8204,1253.8182
2014-02-12,1246.7615,1248.4236,1250.0383,1250.1482,1252.7947,1253.7974,1253.9944
2014-02-13,1248.4048,1250.1265,1250.1117,1252.815,1253.8721,1253.9949,1254.2279
2014-02-14,1250.0686,1250.1527,1252.7152,1253.8453,1254.0059,1254.274,1254.5774
2014-02-16,1250.0876,1252.8336,1253.8518,1254.0377,1254.2134,1254.4539,1256.5682
2014-02-17,1252.7487,1253.7748,1253.9745,1254.2041,1254.633,1256.5918,1257.6207
2014-02-18,1253.8252,1254.0308,1254.2197,1254.5281,1256.5038,1257.6417,1258.3903
2014-02-19,1254.0405,1254.176,1254.5288,1256.5906,1257.6111,1258.3875,1261.3243
2014-02-20,1254.1115,1254.5559,1256.4999,1257.567,1258.3203,1261.4388,1261.8425
2014-02-21,1254.5948,1256.5253,1257.5602,1258.3771,1261.3934,1261.801,1262.418
2014-02-23,1256.4812,1257.638,1258.3699,1261.3636,1261.8384,1262.4531,1263.8888
2014-02-24,1257.6375,1258.3536,1261.459,1261.8439,1262.432,1263.9458,1268.0122
2014-02-25,1258.4205,1261.3387,1261.841,1262.4215,1263.8313,1268.0406,1272.7094
2014-02-26,1261.3959,1261.82,1262.4979,1263.8367,1268.0315,1272.7306,1275.5089
2014-02-27,1261.8075,1262.5568,1263.7965,1268.034,1272.7035,1275.5022,1285.909
2014-02-28,1262.4136,1263.8755,1268.043,1272.7402,1275.3905,1285.8495,1290.1418
2014-03-02,1263.9154,1268.0463,1272.7551,1275.5328,1285.896,1290.1163,1296.627
2014-03-03,1268.0895,1272.7393,1275.5513,1285.8584,1290.1719,1296.534,1312.5271
2014-03-04,1272.7059,1275.4733,1285.9655,1290.129,1296.5763,1312.776,1316.2279
2014-03-05,1275.5231,1285.7937,1290.1217,1296.6193,1312.2612,1316.2867,1316.3923
2014-03-06,1285.8577,1290.0747,1296.6947,1312.4153,1316.2092,1316.3671,1319.4019
2014-03-07,1290.1595,1296.692,1312.3665,1316.3013,1316.4313,1319.4332,1321.5797
2014-03-09,1296.71,1311.8184,1316.2013,1316.3654,1319.467,1321.5328,1322.1829
2014-03-10,1312.5435,1316.236,1316.437,1319.3721,1321.6129,1322.3301,1324.8068
2014-03-11,1316.2069,1316.3895,1319.4597,1321.6094,1322.2739,1324.858,1325.8656
2014-03-12,1316.4436,1319.4569,1321.495,1322.2382,1324.8374,1325.8324,1327.5115
2014-03-13,1319.4624,1321.5408,1322.2346,1324.8475,1325.8141,1327.5228,1330.498
2014-03-14,1321.5463,1322.2476,1324.8477,1325.829,1327.4845,1330.4309,1333.0636
2014-03-16,1322.2434,1324.858,1325.8546,1327.5293,1330.424,1333.0477,1333.0293
2014-03-17,1324.8445,1325.8135,1327.5186,1330.476,1333.095,1333.075,1333.4489
