,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD,XAUUSD
2014-03-18,1325.8469,1327.4753,1330.5084,1333.0349,1333.0997,1333.3547,1333.4019
2014-03-19,1327.4509,1330.4834,1333.0256,1333.11,1333.4386,1333.4585,1333.408
2014-03-20,1330.507,1333.0718,1333.0277,1333.2844,1333.4542,1333.416,1333.3345
2014-03-21,1333.1283,1333.1404,1333.3602,1333.3716,1333.3766,1333.4393,1333.3652
2014-03-23,1333.0881,1333.4266,1333.3728,1333.486,1333.361,1333.3862,1333.3746
2014-03-24,1333.2938,1333.4026,1333.3915,1333.4888,1333.4392,1333.3998,1333.4237
2014-03-25,1333.382,1333.4275,1333.4071,1333.3999,1333.4551,1333.4628,1333.4126
2014-03-26,1333.4966,1333.3955,1333.3595,1333.2842,1333.3763,1333.3756,1333.4031
2014-03-27,1333.4994,1333.4244,1333.3723,1333.2819,1333.3605,1333.3865,1333.3975
2014-03-28,1333.4102,1333.4011,1333.3916,1333.3717,1333.44,1333.389,1333.3937
2014-03-30,1333.2941,1333.4275,1333.4077,1333.4885,1333.4559,1333.4102,1333.383
2014-03-31,1333.2915,1333.4026,1333.416,1333.4912,1333.376,1333.4188,1333.376
2014-04-01,1333.3817,1333.4275,1333.4324,1333.4006,1333.3601,1333.3771,1333.3711
2014-04-02,1333.4989,1333.3861,1333.4019,1333.283,1333.4402,1333.3949,1333.4122
2014-04-03,1333.5015,1333.3591,1333.3595,1333.2802,1333.4563,1333.3527,1333.0254
2014-04-04,1333.4106,1333.3833,1333.3723,1333.3711,1333.376,1333.1522,1330.5055
2014-04-06,1333.2922,1333.4227,1333.396,1333.4901,1333.076,1330.4722,1329.609
2014-04-07,1333.2894,1333.3927,1333.3617,1333.1528,1330.5283,1329.6941,1329.6317
2014-04-08,1333.3812,1333.4026,1333.0444,1330.6072,1329.6495,1329.5251,1329.5266
2014-04-09,1333.5004,1333.018,1330.4633,1329.5732,1329.597,1329.5024,1326.5149
2014-04-10,1333.0302,1330.5194,1329.6165,1329.568,1329.5917,1326.3938,1325.3489
2014-04-11,1330.6038,1329.6115,1329.5773,1329.5977,1326.56,1325.4052,1319.0254
2014-04-13,1329.6118,1329.5186,1329.4998,1326.5612,1325.3397,1319.1051,1318.6068
2014-04-14,1329.5409,1329.5219,1326.4033,1325.3779,1319.085,1318.5933,1316.5474
2014-04-15,1329.5059,1326.4623,1325.3724,1319.0646,1318.7264,1316.5435,1312.4865
2014-04-16,1326.4231,1325.3964,1319.1267,1318.6777,1316.534,1312.4937,1309.5608
2014-04-17,1325.3859,1319.1718,1318.6564,1316.5115,1312.4747,1309.5729,1309.0029
2014-04-20,1319.0743,1318.6587,1316.4833,1312.5416,1309.6555,1309.0125,1308.1555
2014-04-21,1318.6403,1316.4751,1312.51,1309.5089,1309.044,1308.1375,1304.5529
2014-04-22,1316.5813,1312.4696,1309.578,1309.0195,1308.1105,1304.5055,1304.1136
2014-04-23,1312.5194,1309.5474,1309.022,1308.1027,1304.6129,1304.0574,1302.698
2014-04-24,1309.5214,1309.0334,1308.1431,1304.5265,1304.0225,1302.6823,1301.5103
2014-04-25,1308.9537,1308.0952,1304.5284,1304.0809,1302.7034,1301.4536,1299.0043
2014-04-27,1308.1237,1304.5571,1304.0778,1302.6787,1301.4497,1298.9666,1298.6085
2014-04-28,1304.5468,1304.0618,1302.671,1301.3975,1298.9926,1298.5543,1298.4576
2014-04-29,1304.0747,1302.7124,1301.4037,1298.9067,1298.5336,1298.3835,1298.3877
2014-04-30,1302.6626,1301.4445,1298.9854,1298.545,1298.3657,1298.4115,1298.4388
2014-05-01,1301.4895,1298.9362,1298.4988,1298.4924,1298.3024,1298.443,1298.4619
2014-05-02,1298.9069,1298.4568,1298.4467,1298.4058,1298.4956,1298.477,1298.4734
2014-05-04,1298.5132,1298.4293,1298.4553,1298.3834,1298.4685,1298.4624,1297.7211
2014-05-05,1298.4631,1298.5012,1298.4143,1298.4572,1298.3965,1297.6709,1296.4419
2014-05-06,1298.4758,1298.4484,1298.4286,1298.4688,1297.7544,1296.487,1296.4637
2014-05-07,1298.434,1298.4246,1298.484,1297.7375,1296.4645,1296.4392,1296.4528
2014-05-08,1298.3973,1298.4128,1297.7754,1296.4512,1296.4785,1296.4603,1295.7094
2014-05-09,1298.4558,1297.6401,1296.5001,1296.476,1296.4529,1295.7152,1297.796
2014-05-11,1297.7759,1296.4783,1296.465,1296.4515,1295.732,1297.7418,1298.4993
2014-05-12,1296.4866,1296.5112,1296.3936,1295.6696,1297.753,1298.4817,1298.4655
2014-05-13,1296.4591,1296.489,1295.6166,1297.8082,1298.418,1298.4478,1298.3943
2014-05-14,1296.4309,1295.7327,1297.7668,1298.4761,1298.4258,1298.3767,1298.4286
2014-05-15,1295.699,1297.7089,1298.2975,1298.328,1298.3835,1298.4105,1297.7568
2014-05-16,1297.7805,1298.4413,1298.2604,1298.5364,1298.4481,1297.7191,1296.4612
2014-05-18,1298.4319,1298.4855,1298.317,1298.3652,1297.7192,1296.3997,1294.9838
2014-05-19,1298.5082,1298.3875,1298.4424,1297.704,1296.3278,1294.9357,1294.9133
2014-05-20,1298.3701,1298.4275,1297.7328,1296.4496,1294.8873,1294.9086,1294.3616
2014-05-21,1298.5242,1297.7289,1296.3982,1294.9393,1294.9083,1294.3478,1293.679
2014-05-22,1297.7225,1296.376,1294.9861,1294.9443,1294.3038,1293.6492,1293.4564
2014-05-23,1296.4576,1294.9552,1294.8912,1294.2472,1293.6882,1293.5393,1293.0321
2014-05-25,1294.9484,1294.9135,1294.3461,1293.6599,1293.5762,1293.0636,1292.7716
2014-05-26,1294.937,1294.2836,1293.6722,1293.5432,1293.1249,1292.8168,1292.5636
2014-05-27,1294.367,1293.7009,1293.4746,1293.1176,1292.7781,1292.6223,1292.4404
2014-05-28,1293.6473,1293.5381,1293.1068,1292.8165,1292.5908,1292.4327,1292.4188
2014-05-29,1293.5083,1293.1284,1292.844,1292.5593,1292.4187,1292.401,1292.4297
2014-05-30,1293.0996,1292.9144,1292.5718,1292.4547,1292.4694,1292.4102,1292.4025
2014-06-02,1292.8539,1292.5502,1292.3956,1292.4504,1292.4374,1292.4287,1292.4736
2014-06-03,1292.596,1292.4236,1292.4468,1292.4435,1292.3693,1292.4442,1292.4407
2014-06-04,1292.4581,1292.4327,1292.4567,1292.4153,1292.4016,1292.4523,1292.3158
2014-06-05,1292.4447,1292.4404,1292.4177,1292.433,1292.4706,1292.2991,1291.484
2014-06-06,1292.3914,1292.4012,1292.4851,1292.4839,1292.2722,1291.49,1291.298
2014-06-08,1292.4366,1292.4147,1292.436,1292.312,1291.4221,1291.3894,1289.9629
2014-06-09,1292.4269,1292.468,1292.3367,1291.6133,1291.4291,1289.9641,1289.8889
2014-06-10,1292.4185,1292.3019,1291.4733,1291.4299,1289.9843,1289.8674,1289.8436
2014-06-11,1292.36,1291.466,1291.3851,1290.1093,1289.8893,1289.876,1289.5514
2014-06-12,1291.4911,1291.4303,1289.9578,1289.8611,1289.8643,1289.5488,1285.8224
2014-06-13,1291.318,1289.9592,1289.8541,1289.8528,1289.6266,1285.7158,1279.5731
2014-06-15,1289.9456,1289.8357,1289.8984,1289.616,1285.7664,1279.5834,1279.6313
2014-06-16,1289.8016,1289.815,1289.573,1285.7289,1279.6344,1279.5751,1279.5804
2014-06-17,1289.9127,1289.6437,1285.9044,1279.7175,1279.5757,1279.572,1279.6133
2014-06-18,1289.605,1285.8307,1279.5935,1279.6464,1279.6246,1279.6134,1279.5924
2014-06-19,1285.833,1279.5419,1279.6306,1279.6201,1279.619,1279.6515,1279.6344
2014-06-20,1279.6415,1279.6499,1279.6256,1279.6478,1279.5729,1279.6377,1279.6119
2014-06-22,1279.6577,1279.5873,1279.5795,1279.5941,1279.6244,1279.63,1279.5922
2014-06-23,1279.6171,1279.6266,1279.6309,1279.6174,1279.6194,1279.6257,1279.6346
2014-06-24,1279.6333,1279.6157,1279.6257,1279.6527,1279.5726,1279.6239,1279.6189
2014-06-25,1279.5918,1279.6183,1279.579,1279.6207,1279.6249,1279.6093,1279.6521
2014-06-26,1279.598,1279.6613,1279.6313,1279.6445,1279.6195,1279.6409,1279.6359
2014-06-27,1279.6011,1279.6025,1279.6261,1279.6145,1279.5723,1279.6293,1279.6135
2014-06-29,1279.5604,1279.5983,1279.5787,1279.5803,1279.625,1279.6229,1279.5924
2014-06-30,1279.6194,1279.6316,1279.6317,1279.5929,1279.6199,1279.6199,1279.6107
2014-07-01,1279.6282,1279.6221,1279.6265,1279.5997,1279.5719,1279.618,1279.6361
2014-07-02,1279.5804,1279.6681,1279.5786,1279.6376,1279.6252,1279.6063,1279.594
2014-07-03,1279.6006,1279.611,1279.6321,1279.609,1279.62,1279.5878,1279.618
2014-07-04,1279.602,1279.6115,1279.6267,1279.6454,1279.5718,1279.5779,1279.6344
2014-07-06,1279.6595,1279.6519,1279.5782,1279.5791,1279.6255,1279.5725,1295.7963
2014-07-07,1279.5586,1279.5858,1279.6321,1279.6036,1279.6201,1296.0532,1312.707
2014-07-08,1279.6189,1279.6272,1279.6267,1279.6487,1295.4879,1312.6678,1312.6996
2014-07-09,1279.6282,1279.6155,1279.578,1295.8612,1312.4894,1312.6848,1312.9974
2014-07-10,1279.58,1279.618,1295.9642,1312.4194,1312.685,1313.004,1313.0227
2014-07-11,1279.6006,1296.256,1312.5143,1312.7087,1312.9148,1313.0184,1313.0994
2014-07-13,1296.0206,1312.6108,1312.7085,1313.0227,1312.912,1313.078,1312.9609
2014-07-14,1312.5359,1312.7501,1313.0864,1313.0337,1312.9995,1313.0363,1313.1157
2014-07-15,1312.681,1313.0574,1313.0089,1313.0164,1313.1141,1312.9578,1312.9965
2014-07-16,1313.0211,1313.0947,1312.9934,1313.0148,1313.117,1312.9855,1313.0227
2014-07-17,1313.0127,1313.0122,1313.0714,1313.0012,1313.0281,1313.0521,1313.1012
2014-07-18,1313.0594,1312.9729,1313.0872,1312.9912,1312.9119,1313.0137,1312.9598
2014-07-20,1313.0392,1313.0192,1313.0084,1313.0192,1312.9089,1313.0315,1313.1172
2014-07-21,1313.0282,1313.0247,1312.9927,1313.0253,1312.9991,1312.9973,1312.996
2014-07-22,1312.9744,1312.9171,1313.0717,1313.0468,1313.1163,1313.0178,1313.0222
2014-07-23,1313.0084,1312.9756,1313.0876,1313.0488,1313.1191,1313.079,1313.1014
2014-07-24,1312.9949,1312.9818,1313.0079,1313.0044,1313.0284,1313.0355,1312.9581
2014-07-25,1312.9817,1312.9589,1312.992,1313.022,1312.9104,1312.9554,1313.1177
2014-07-27,1313.0242,1313.0315,1313.072,1312.9777,1312.9078,1312.984,1312.995
2014-07-28,1313.0073,1313.0399,1313.0883,1313.0236,1312.9993,1313.0515,1313.0219
2014-07-29,1313.051,1313.0717,1313.0073,1313.036,1313.118,1313.0132,1313.1023
2014-07-30,1313.0435,1313.0493,1312.9913,1313.0948,1313.1206,1313.0315,1312.9576
2014-07-31,1313.0826,1313.0597,1313.0721,1313.0148,1313.0286,1312.9965,1312.9042
2014-08-01,1313.0216,1313.0995,1313.0885,1312.9585,1312.909,1312.7186,1310.9518
2014-08-03,1313.0122,1313.0112,1313.0073,1313.0128,1312.8643,1311.0,1310.1199
2014-08-04,1313.061,1312.97,1312.9912,1312.8193,1310.9,1310.1735,1310.1316
2014-08-05,1313.0399,1313.0192,1312.8981,1310.999,1310.26,1310.08,1310.1013
2014-08-06,1313.028,1312.848,1310.9044,1310.1172,1310.119,1310.1227,1308.5317
2014-08-07,1312.8523,1310.9286,1310.0938,1310.133,1310.0022,1308.5476,1308.5266
2014-08-08,1310.925,1310.2007,1310.1044,1310.0541,1308.5583,1308.545,1308.5564
2014-08-10,1310.126,1310.0964,1310.0802,1308.524,1308.5471,1308.4896,1308.491
2014-08-11,1310.1713,1310.0879,1308.5149,1308.5281,1308.539,1308.5245,1308.1499
2014-08-12,1310.095,1308.5579,1308.5675,1308.49,1308.5325,1308.1489,1307.6401
2014-08-13,1308.5078,1308.572,1308.5221,1308.5487,1308.1094,1307.7072,1307.243
2014-08-14,1308.4879,1308.4956,1308.5322,1308.0834,1307.693,1307.2961,1307.1244
2014-08-15,1308.522,1308.4803,1308.1393,1307.6353,1307.237,1307.1335,1305.2848
2014-08-17,1308.5652,1308.1283,1307.6931,1307.2307,1307.086,1305.2804,1304.745
2014-08-18,1308.0884,1307.6583,1307.3789,1307.1443,1305.3329,1304.7427,1304.4725
2014-08-19,1307.6954,1307.2273,1307.2067,1305.3472,1304.7285,1304.4473,1302.6123
2014-08-20,1307.3055,1307.1549,1305.3262,1304.7495,1304.4413,1302.6304,1302.0359
2014-08-21,1307.1378,1305.2507,1304.7622,1304.3739,1302.6174,1302.1019,1300.5996
2014-08-22,1305.2662,1304.699,1304.5079,1302.6306,1302.0554,1300.635,1300.3059
2014-08-24,1304.7953,1304.4783,1302.6451,1302.071,1300.6726,1300.274,1300.2745
2014-08-25,1304.4944,1302.5935,1302.0583,1300.6516,1300.2871,1300.302,1299.4752
2014-08-26,1302.6194,1302.0725,1300.5962,1300.3345,1300.2922,1299.4666,1297.3916
2014-08-27,1302.0667,1300.5938,1300.274,1300.3501,1299.3977,1297.3364,1296.5499
2014-08-28,1300.6029,1300.3007,1300.2612,1299.5125,1297.3531,1296.6398,1296.3019
2014-08-29,1300.2758,1300.2761,1299.4055,1297.3738,1296.5905,1296.368,1294.3527
2014-08-31,1300.334,1299.386,1297.3982,1296.5225,1296.4224,1294.2599,1292.8984
2014-09-01,1299.4172,1297.3428,1296.5544,1296.3956,1294.2407,1293.0104,1292.674
2014-09-02,1297.4028,1296.5778,1296.3287,1294.2808,1292.928,1292.7173,1290.3304
2014-09-03,1296.5824,1296.3489,1294.3125,1293.0045,1292.6771,1290.313,1289.7036
2014-09-04,1296.411,1294.2202,1293.0251,1292.6661,1290.3502,1289.657,1289.0593
2014-09-05,1294.2799,1292.9467,1292.7219,1290.3105,1289.7057,1289.0369,1288.669
2014-09-07,1292.8842,1292.6552,1290.2993,1289.6731,1289.0251,1288.6671,1287.9685
2014-09-08,1292.6887,1290.3392,1289.6973,1289.0386,1288.6986,1287.9318,1287.0662
2014-09-09,1290.3254,1289.5643,1289.0698,1288.6492,1288.097,1287.0178,1286.5559
2014-09-10,1289.6837,1289.074,1288.6995,1287.9828,1287.0233,1286.599,1286.2468
2014-09-11,1288.98,1288.641,1288.0247,1287.026,1286.4852,1286.2854,1284.4908
2014-09-12,1288.6699,1288.0607,1287.0273,1286.5564,1286.2633,1284.4987,1284.0392
2014-09-14,1288.0905,1287.0375,1286.5431,1286.2051,1284.4376,1284.059,1279.5983
2014-09-15,1286.9952,1286.5325,1286.2234,1284.4674,1284.0461,1279.657,1278.6759
2014-09-16,1286.5938,1286.269,1284.4836,1284.0319,1279.6477,1278.6621,1278.3595
2014-09-17,1286.2938,1284.461,1284.0063,1279.6201,1278.6039,1278.4039,1277.3876
2014-09-18,1284.486,1284.097,1279.6953,1278.6426,1278.3884,1277.2976,1269.9044
2014-09-19,1284.1334,1279.5779,1278.6581,1278.4012,1277.3065,1269.9402,1268.3779
2014-09-21,1279.58,1278.6901,1278.314,1277.3462,1269.6708,1268.3507,1268.2264
2014-09-22,1278.6571,1278.41,1277.2787,1269.7397,1268.3474,1268.2168,1266.8895
2014-09-23,1278.4049,1277.2948,1269.8145,1268.4249,1268.1826,1266.8187,1265.4597
2014-09-24,1277.3777,1269.8119,1268.277,1268.2247,1266.8295,1265.5173,1260.7186
2014-09-25,1269.759,1268.3594,1268.2417,1266.8531,1265.5209,1260.5248,1254.3589
2014-09-26,1268.323,1268.209,1266.9377,1265.5426,1260.6517,1254.3806,1250.6692
2014-09-28,1268.2648,1266.809,1265.4854,1260.6744,1254.4353,1250.6615,1241.5863
2014-09-29,1266.856,1265.4873,1260.6437,1254.309,1250.7874,1241.5433,1236.3263
2014-09-30,1265.4827,1260.5679,1254.4927,1250.6791,1241.5487,1236.2886,1234.3245
2014-10-01,1260.5392,1254.4382,1250.7223,1241.5496,1236.3629,1234.3265,1233.9437
2014-10-02,1254.4747,1250.759,1241.7103,1236.3751,1234.3384,1233.8993,1231.3046
2014-10-03,1250.6854,1241.6594,1236.3472,1234.2968,1233.9039,1231.305,1230.1055
2014-10-05,1241.6279,1236.1572,1234.2782,1233.8531,1231.2185,1230.1044,1225.3054
2014-10-06,1236.1833,1234.3289,1233.9176,1231.3033,1230.0151,1225.3348,1223.8103
2014-10-07,1234.3007,1233.8713,1231.3491,1230.0686,1225.3074,1223.7693,1223.6981
2014-10-08,1233.8734,1231.2911,1230.0488,1225.3761,1223.7454,1223.7078,1223.6539
2014-10-09,1231.3461,1230.0385,1225.2474,1223.7906,1223.7808,1223.7507,1223.7094
2014-10-10,1230.0782,1225.3049,1223.7502,1223.7898,1223.7607,1223.8292,1223.7986
2014-10-12,1225.3225,1223.7616,1223.7637,1223.7286,1223.7448,1223.801,1223.7787
2014-10-13,1223.7515,1223.8156,1223.7749,1223.784,1223.7806,1223.7339,1223.7188
2014-10-14,1223.736,1223.7671,1223.782,1223.7764,1223.7604,1223.7722,1223.7627
2014-10-15,1223.8519,1223.6836,1223.7869,1223.7197,1223.7443,1223.7548,1223.843
2014-10-16,1223.7719,1223.709,1223.7462,1223.7601,1223.7805,1223.7896,1223.8143
2014-10-17,1223.8616,1223.8224,1223.7548,1223.7991,1223.7604,1223.7686,1223.6969
2014-10-19,1223.7625,1223.8658,1223.7605,1223.7533,1223.7433,1223.7068,1223.6514
2014-10-20,1223.7589,1223.8077,1223.7642,1223.7004,1223.7793,1223.7511,1223.7083
2014-10-21,1223.751,1223.7157,1223.775,1223.744,1223.7509,1223.8318,1223.7991
2014-10-22,1223.6859,1223.7347,1223.7823,1223.7904,1223.7792,1223.8022,1223.7784
2014-10-23,1223.8536,1223.7947,1223.7874,1223.7277,1223.792,1223.7336,1223.7164
2014-10-24,1223.7721,1223.7494,1223.7465,1223.7416,1223.7994,1223.7726,1222.6815
2014-10-26,1223.863,1223.763,1223.8132,1223.7751,1223.7285,1222.6353,1221.8728
2014-10-27,1223.7625,1223.8181,1223.7238,1223.7192,1222.557,1221.8555,1221.5334
2014-10-28,1223.7583,1223.7683,1223.7155,1222.678,1221.9191,1221.5126,1221.4712
2014-10-29,1223.7505,1223.6829,1222.6345,1221.7909,1221.393,1221.5024,1221.5073
2014-10-30,1223.6838,1222.6312,1221.886,1221.4548,1221.4015,1221.4948,1221.493
2014-10-31,1222.6273,1221.7795,1221.5088,1221.5444,1221.504,1221.533,1219.274
2014-11-02,1221.8397,1221.6023,1221.4902,1221.567,1221.5374,1219.326,1219.307
2014-11-03,1221.4259,1221.541,1221.5259,1221.4905,1219.2365,1219.3134,1219.3378
2014-11-04,1221.5077,1221.4526,1221.504,1219.3167,1219.3693,1219.2522,1217.8586
2014-11-05,1221.5048,1221.5024,1219.3481,1219.2427,1219.4271,1217.8167,1217.8331
2014-11-06,1221.4308,1219.3942,1219.2651,1219.2778,1217.8375,1217.847,1216.6885
2014-11-07,1219.3326,1219.2322,1219.2491,1217.8502,1217.7634,1216.6726,1216.5824
2014-11-09,1219.3291,1219.3556,1217.7998,1217.8672,1216.5719,1216.6876,1216.6241
2014-11-10,1219.2798,1217.8336,1217.8207,1216.657,1216.6522,1216.607,1216.6007
2014-11-11,1217.8647,1217.8427,1216.6974,1216.6409,1216.6403,1216.5908,1216.6527
2014-11-12,1217.8392,1216.5962,1216.6049,1216.681,1216.5957,1216.6716,1216.6852
2014-11-13,1216.6462,1216.6064,1216.6364,1216.6194,1216.6406,1216.6879,1216.6323
2014-11-14,1216.6711,1216.5833,1216.6472,1216.6577,1216.7423,1216.6066,1216.673
2014-11-16,1216.6033,1216.658,1216.6183,1216.6136,1216.6871,1216.5906,1201.7909
2014-11-17,1216.7195,1216.6665,1216.6945,1216.6407,1216.6809,1201.888,1197.6353
2014-11-18,1216.6984,1216.6993,1216.6587,1216.6194,1202.1,1197.6317,1197.6677
2014-11-19,1216.643,1216.6758,1216.636,1202.0881,1197.5956,1197.6125,1197.5371
2014-11-20,1216.6066,1216.6869,1202.0457,1197.6337,1197.5847,1197.5111,1197.5371
2014-11-21,1216.6467,1201.9249,1197.577,1197.6471,1197.5164,1197.4781,1197.4476
2014-11-23,1202.0703,1197.6782,1197.618,1197.4921,1197.5117,1197.4714,1194.9905
2014-11-24,1197.7338,1197.6377,1197.5632,1197.4982,1197.4626,1194.9915,1191.787
2014-11-25,1197.5585,1197.5714,1197.5483,1197.4937,1194.9482,1191.7809,1190.8761
2014-11-26,1197.5336,1197.5876,1197.4734,1194.9563,1191.8427,1190.7676,1190.1602
2014-11-27,1197.5214,1197.4991,1195.0183,1191.7898,1190.8536,1190.251,1190.3025
2014-11-28,1197.5111,1195.0629,1191.7756,1190.823,1190.2434,1190.3021,1190.1442
2014-11-30,1194.965,1191.8256,1190.7537,1190.1917,1190.2532,1190.2499,1190.2661
2014-12-01,1191.853,1190.7826,1190.1996,1190.2722,1190.1906,1190.1906,1190.2395
2014-12-02,1190.8143,1190.2125,1190.1985,1190.2885,1190.1912,1190.2396,1190.1597
2014-12-03,1190.2267,1190.242,1190.2367,1190.2078,1190.253,1190.2363,1190.3037
2014-12-04,1190.2828,1190.3141,1190.2361,1190.1917,1190.258,1190.2213,1190.1437
2014-12-05,1190.21,1190.29,1190.2285,1190.2726,1190.2236,1190.1814,1190.2668
2014-12-07,1190.3406,1190.138,1190.2288,1190.2887,1190.2332,1190.2211,1190.24
2014-12-08,1190.2461,1190.2362,1190.2218,1190.2074,1190.1855,1190.2188,1190.1592
2014-12-09,1190.2227,1190.1995,1190.2191,1190.1912,1190.2439,1190.2122,1190.8397
2014-12-10,1190.2346,1190.2471,1190.2625,1190.2727,1190.2439,1190.823,1191.6704
2014-12-11,1190.2056,1190.2635,1190.261,1190.2893,1190.8575,1191.7551,1191.8142
2014-12-12,1190.2819,1190.1459,1190.1992,1190.8511,1191.7762,1191.7538,1194.9713
2014-12-14,1190.2468,1190.2272,1190.8334,1191.7739,1191.8401,1194.8948,1195.3844
2014-12-15,1190.2242,1190.8656,1191.7333,1191.7898,1194.9775,1195.388,1197.1761
2014-12-16,1190.8408,1191.6998,1191.7642,1194.9841,1195.3795,1197.1527,1197.1582
2014-12-17,1191.7837,1191.8035,1194.9861,1195.3358,1197.1703,1197.1256,1197.1895
2014-12-18,1191.8589,1195.0615,1195.4016,1197.2161,1197.2145,1197.2102,1197.1825
2014-12-19,1194.8705,1195.4081,1197.2786,1197.2031,1197.1631,1197.1688,1197.1688
2014-12-21,1195.3793,1197.1807,1197.2377,1197.1493,1197.1682,1197.2217,1197.1953
2014-12-22,1197.1531,1197.2123,1197.1569,1197.1947,1197.2151,1197.1569,1197.2316
2014-12-23,1197.2522,1197.1921,1197.1777,1197.185,1197.1627,1197.1365,1197.2207
2014-12-24,1197.213,1197.1323,1197.223,1197.1768,1197.1681,1197.1924,1197.2003
2014-12-25,1197.2356,1197.1743,1197.1893,1197.2179,1197.2153,1197.1879,1197.1827
2014-12-26,1197.1864,1197.2527,1197.1704,1197.2032,1197.1624,1197.2262,1197.1736
2014-12-28,1197.1559,1197.2249,1197.2311,1197.1482,1197.1676,1197.1693,1197.1564
2014-12-29,1197.2072,1197.1586,1197.1327,1197.1956,1197.2155,1197.2231,1197.19
2014-12-30,1197.1681,1197.1968,1197.1047,1197.185,1197.162,1197.2095,1196.7517
2014-12-31,1197.1777,1197.179,1197.2261,1197.177,1197.1675,1196.7395,1196.6737
2015-01-01,1197.243,1197.213,1197.1829,1197.2184,1196.6907,1196.7268,1196.8147
2015-01-02,1197.1952,1197.1926,1197.1512,1196.7703,1196.7009,1196.7172,1196.6575
2015-01-04,1197.2227,1197.1315,1196.7667,1196.7681,1196.7207,1196.7571,1196.7787
2015-01-05,1197.1635,1196.7224,1196.7126,1196.7416,1196.7373,1196.7421,1197.1714
2015-01-06,1196.68,1196.6871,1196.7177,1196.667,1196.7458,1197.1934,1197.5167
2015-01-07,1196.7604,1196.7588,1196.7666,1196.7954,1197.1732,1197.5525,1197.9738
2015-01-08,1196.7764,1196.6873,1196.7123,1197.2177,1197.5024,1197.9623,1198.8516
2015-01-09,1196.6956,1196.7222,1197.1792,1197.4152,1197.8832,1198.787,1198.8291
2015-01-11,1196.6796,1197.2264,1197.5468,1197.9069,1198.7968,1198.787,1198.7294
2015-01-12,1197.2252,1197.5172,1197.9326,1198.782,1198.7722,1198.7872,1198.7784
2015-01-13,1197.5778,1197.925,1198.8151,1198.7886,1198.7968,1198.7872,1199.1827
2015-01-14,1197.8939,1198.7802,1198.7458,1198.7537,1198.7721,1199.1355,1199.2957
2015-01-15,1198.878,1198.7626,1198.7393,1198.7596,1199.189,1199.289,1206.4875
2015-01-16,1198.8673,1198.8928,1198.8282,1199.2522,1199.3322,1206.6344,1206.5148
2015-01-18,1198.7654,1198.8027,1199.2222,1199.3757,1206.3641,1206.5276,1206.5635
2015-01-19,1198.7324,1199.2349,1199.3134,1206.4359,1206.5897,1206.5632,1206.5092
2015-01-20,1199.1276,1199.4178,1206.4589,1206.5157,1206.4808,1206.5048,1206.5148
2015-01-21,1199.3375,1206.3866,1206.5134,1206.5089,1206.5251,1206.4935,1206.5635
2015-01-22,1206.5376,1206.5427,1206.4401,1206.5508,1206.5165,1206.5378,1209.6053
2015-01-23,1206.5691,1206.5308,1206.5577,1206.5353,1206.4768,1209.636,1212.8191
2015-01-25,1206.4888,1206.5247,1206.5223,1206.4781,1209.5881,1212.83,1213.3036
2015-01-26,1206.4725,1206.5214,1206.4965,1209.5969,1212.7284,1213.3737,1214.7416
2015-01-27,1206.5533,1206.5193,1209.5992,1212.8029,1213.3427,1214.7903,1225.4252
2015-01-28,1206.5693,1209.5781,1212.6515,1213.3748,1214.7545,1225.2393,1228.8204
2015-01-29,1209.6052,1212.7098,1213.347,1214.7731,1225.5847,1228.7751,1231.8041
2015-01-30,1212.5969,1213.3948,1214.828,1225.1708,1228.7556,1231.8901,1234.8945
2015-02-01,1213.2634,1214.782,1225.4521,1228.8005,1231.7902,1234.8401,1251.3138
2015-02-02,1214.7675,1225.1693,1228.6824,1231.7623,1234.817,1251.303,1251.4532
2015-02-03,1225.3146,1228.6821,1231.8048,1234.9243,1251.2104,1251.5247,1251.5448
2015-02-04,1228.8339,1231.8876,1234.9001,1250.6067,1251.5951,1251.499,1251.664
2015-02-05,1231.8304,1234.8524,1251.2504,1251.5648,1251.5466,1251.5801,1251.6665
2015-02-06,1234.9025,1251.4552,1251.5958,1251.6385,1251.601,1251.5962,1251.5742
2015-02-08,1251.3405,1251.5547,1251.5566,1251.604,1251.5955,1251.515,1251.4543
2015-02-09,1251.5251,1251.5599,1251.5315,1251.5312,1251.5464,1251.4987,1251.4515
2015-02-10,1251.5852,1251.6088,1251.5989,1251.5662,1251.6011,1251.5803,1251.5446
2015-02-11,1251.5529,1251.5544,1251.5671,1251.639,1251.5957,1251.5963,1251.6648
2015-02-12,1251.5369,1251.5598,1251.5956,1251.604,1251.5463,1251.5148,1251.6672
2015-02-13,1251.6177,1251.609,1251.5566,1251.5309,1251.6013,1251.4984,1251.5742
2015-02-15,1251.6342,1251.5544,1251.5308,1251.5662,1251.5957,1251.5803,1251.4535
2015-02-16,1251.5526,1251.5598,1251.5996,1251.6395,1251.5463,1251.5966,1251.4507
2015-02-17,1251.5364,1251.6093,1251.5684,1251.6042,1251.6013,1251.5146,1251.5441
2015-02-18,1251.6179,1251.5544,1251.5974,1251.5306,1251.5958,1251.4983,1251.665
2015-02-19,1251.6342,1251.5598,1251.558,1251.5659,1251.5461,1251.5806,1251.6675
