,USDNOK,USDNOK,USDNOK,USDNOK,USDNOK,USDNOK,USDNOK
2012-01-08,5.872718,5.8835793,5.9105864,5.8901167,5.9233227,5.934444,5.9379725
2012-01-09,5.8965006,5.934359,5.920162,5.9136524,5.933184,5.921493,5.9358406
2012-01-10,5.923217,5.925564,5.923707,5.9472437,5.949581,5.9475303,5.9763956
2012-01-11,5.9181075,5.9321604,5.92572,5.9519324,5.94723,5.958961,5.967507
2012-01-12,5.9234257,5.9305134,5.9424815,5.944113,5.958037,5.958232,5.953211
2012-01-13,5.936857,5.9345236,5.941801,5.964283,5.9488244,5.973998,5.957594
2012-01-15,5.943124,5.953669,5.9558406,5.9629397,5.974319,5.9605293,5.975911
2012-01-16,5.94692,5.960471,5.956875,5.9685397,5.97441,5.9645095,5.9792337
2012-01-17,5.9628124,5.9676423,5.97396,5.9724846,5.9620137,5.980625,5.9720473
2012-01-18,5.964166,5.959249,5.973392,5.9618287,5.958983,5.9846163,5.9648476
2012-01-19,5.9446077,5.9240437,5.973251,5.952901,5.97673,5.9844623,5.9570217
2012-01-20,5.9904714,5.9614625,5.959596,5.979724,5.9719586,5.9749165,5.9521976
2012-01-22,5.9615774,5.983807,5.9625487,5.9810543,5.9764333,5.9759693,5.972119
2012-01-23,5.962466,5.966599,5.963795,5.979813,5.9720783,5.968247,5.965276
2012-01-24,5.9841104,5.975826,5.960557,5.993431,5.9762306,5.9578466,5.957773
2012-01-25,5.9813614,5.9909315,5.986285,5.9685693,5.9636965,5.974985,5.973261
2012-01-26,5.980082,5.9728255,5.9805956,5.967171,5.957732,5.9730434,5.967006
2012-01-27,5.962422,5.972186,5.970575,5.979485,5.9690437,5.969744,5.9611006
2012-01-29,5.980727,5.9722342,5.9764915,5.967647,5.958532,5.9680758,5.927906
2012-01-30,5.9627233,5.9722824,5.9669123,5.964499,5.9510264,5.9522552,5.914924
2012-01-31,5.968573,5.9645276,5.9535933,5.9851933,5.9412894,5.952854,5.9382343
2012-02-01,5.9842224,5.9756227,5.9563103,5.930617,5.9626575,5.930633,5.960088
2012-02-02,5.956528,5.949847,5.952586,5.9610367,5.9488983,5.9546065,5.943557
2012-02-03,5.9529343,5.9346094,5.9530964,5.9619365,5.9504857,5.9418154,5.9244604
2012-02-05,5.9495473,5.949273,5.9549255,5.9278555,5.949515,5.9334874,5.917501
2012-02-06,5.947328,5.955489,5.9856706,5.9604206,5.9432573,5.9496446,5.9285216
2012-02-07,5.9606137,5.9583516,5.9370756,5.932643,5.944218,5.886827,5.908641
2012-02-08,5.9259467,5.949784,5.935338,5.9312296,5.876601,5.918866,5.9072695
2012-02-09,5.949545,5.927084,5.9329143,5.95404,5.9357195,5.904594,5.8614316
2012-02-10,5.95875,5.912722,5.9402905,5.8975935,5.88562,5.868086,5.8464108
2012-02-12,5.960446,5.9328394,5.915552,5.9158535,5.905211,5.8837814,5.8371453
2012-02-13,5.890326,5.928907,5.9081163,5.896348,5.8836207,5.8283534,5.8947687
2012-02-14,5.88419,5.8841066,5.8872185,5.8679786,5.8630233,5.8339868,5.7947626
2012-02-15,5.8797016,5.877197,5.8660865,5.876734,5.837979,5.8658686,5.8238873
2012-02-16,5.8881416,5.869079,5.848448,5.8243,5.865864,5.8021564,5.8518147
2012-02-17,5.885541,5.8376484,5.865857,5.8962398,5.824792,5.846931,5.831563
2012-02-19,5.849123,5.9094615,5.850598,5.818619,5.810281,5.7854133,5.8367085
2012-02-20,5.781174,5.8780994,5.8370476,5.871208,5.8137875,5.837723,5.8230066
2012-02-21,5.883708,5.8544955,5.8224707,5.83693,5.818661,5.805266,5.8069124
2012-02-22,5.8692546,5.839521,5.82741,5.7986984,5.8194227,5.8197584,5.781691
2012-02-23,5.812898,5.8304915,5.8409905,5.744691,5.789987,5.7703233,5.796917
2012-02-24,5.8811646,5.7946777,5.8098435,5.792144,5.808119,5.8017693,5.756109
2012-02-26,5.827525,5.819876,5.80663,5.8242435,5.784288,5.7706633,5.7614946
2012-02-27,5.805556,5.8003244,5.763694,5.7816453,5.7631564,5.785268,5.75006
2012-02-28,5.807677,5.760534,5.7863727,5.7635756,5.788609,5.762207,5.743492
2012-02-29,5.789574,5.778676,5.7553325,5.7613072,5.7464876,5.739896,5.7246675
2012-03-01,5.79064,5.772383,5.749809,5.766998,5.735155,5.750707,5.761881
2012-03-02,5.7748528,5.777312,5.7724,5.744914,5.7466016,5.7459817,5.738431
2012-03-04,5.781963,5.734672,5.74486,5.739027,5.757574,5.7092166,5.7180824
2012-03-05,5.760949,5.757303,5.7570815,5.725045,5.710661,5.725283,5.707151
2012-03-06,5.7593565,5.7400866,5.7399035,5.722354,5.7059703,5.705502,5.6943045
2012-03-07,5.7656307,5.751833,5.734551,5.7154284,5.699104,5.710313,5.681844
2012-03-08,5.7429767,5.707712,5.7019687,5.6952405,5.683316,5.6969514,5.695628
2012-03-09,5.741663,5.715165,5.7077565,5.710581,5.6883903,5.68641,5.684316
2012-03-11,5.716998,5.7193255,5.7080107,5.685732,5.6724906,5.689462,5.6961365
2012-03-12,5.6986017,5.7096977,5.6739764,5.699694,5.714732,5.6921372,5.684111
2012-03-13,5.706941,5.694087,5.6766405,5.6966543,5.6797013,5.683817,5.6966925
2012-03-14,5.682814,5.692107,5.70212,5.678801,5.69032,5.6939535,5.683881
2012-03-15,5.691771,5.694855,5.689006,5.6967783,5.6909676,5.690054,5.6972537
2012-03-16,5.688841,5.689715,5.689081,5.667946,5.6928864,5.6840143,5.683664
2012-03-18,5.6882396,5.6922417,5.701589,5.684379,5.682154,5.690546,5.697846
2012-03-19,5.6872215,5.694102,5.69352,5.6901526,5.6845403,5.6932936,5.683472
2012-03-20,5.7095985,5.684865,5.6760936,5.6841483,5.70413,5.6968303,5.698488
2012-03-21,5.6893024,5.6985083,5.690551,5.7070904,5.69204,5.6717153,5.683297
2012-03-22,5.6842084,5.669187,5.692295,5.6700106,5.655907,5.703599,5.685899
2012-03-23,5.7013097,5.678028,5.684663,5.6904025,5.6965575,5.6821256,5.6746907
2012-03-25,5.693117,5.6842294,5.6754,5.68373,5.7086844,5.689381,5.681632
2012-03-26,5.682353,5.6917033,5.691972,5.6895957,5.694425,5.6848125,5.688521
2012-03-27,5.721572,5.6765738,5.68438,5.6833315,5.71839,5.6761193,5.669902
2012-03-28,5.68334,5.7047286,5.7265887,5.689779,5.68305,5.673892,5.6969748
2012-03-29,5.6806855,5.6791687,5.6972876,5.683097,5.68942,5.6990275,5.647217
2012-03-30,5.6895866,5.679083,5.669575,5.6628275,5.676924,5.665886,5.7060213
2012-04-01,5.673752,5.670046,5.698571,5.6490726,5.6577187,5.6958065,5.6998506
2012-04-02,5.6947103,5.667376,5.691669,5.7062955,5.682285,5.7065086,5.708622
2012-04-03,5.6791177,5.6692705,5.694077,5.6814384,5.686025,5.6940804,5.715521
2012-04-04,5.673339,5.6889277,5.6834583,5.6939583,5.7016497,5.700851,5.7114825
2012-04-05,5.679957,5.715544,5.7066197,5.695576,5.698845,5.7143106,5.735735
2012-04-08,5.68644,5.711224,5.6847243,5.7121234,5.7079806,5.726068,5.72736
2012-04-09,5.7082148,5.6970363,5.7014923,5.7098317,5.721993,5.728482,5.727711
2012-04-10,5.6914864,5.6987863,5.7046547,5.7088747,5.7103095,5.7167845,5.7271247
2012-04-11,5.7066913,5.7096906,5.7198935,5.7338705,5.728563,5.7185016,5.7531576
2012-04-12,5.6960025,5.7321887,5.7192388,5.725876,5.7243266,5.7397356,5.7331367
2012-04-13,5.7086,5.711497,5.7437363,5.7320027,5.7356205,5.7300367,5.7344856
2012-04-15,5.7232857,5.735639,5.7283163,5.7362566,5.7458134,5.733478,5.7420874
2012-04-16,5.733423,5.734395,5.7089896,5.7256103,5.745803,5.765841,5.7132406
2012-04-17,5.7335906,5.7274027,5.7312384,5.7540407,5.7622356,5.7264886,5.780301
2012-04-18,5.7325807,5.713585,5.735332,5.755916,5.7402864,5.7539663,5.7318892
2012-04-19,5.73963,5.738106,5.7209516,5.7582383,5.7934875,5.771627,5.741703
2012-04-20,5.7254934,5.74089,5.7451615,5.7463384,5.764952,5.7617126,5.7583814
2012-04-22,5.7761335,5.75051,5.7327046,5.7776456,5.7793727,5.749775,5.7450233
2012-04-23,5.7322865,5.785641,5.752702,5.760768,5.73626,5.709366,5.7639875
2012-04-24,5.7669992,5.7715707,5.718563,5.7238274,5.7775793,5.7474566,5.751213
2012-04-25,5.7249436,5.7437015,5.7408442,5.744444,5.765043,5.74716,5.7543206
2012-04-26,5.719276,5.7522063,5.74396,5.753156,5.737041,5.7380085,5.7402534
2012-04-27,5.738251,5.775415,5.7406564,5.72863,5.731352,5.74938,5.73878
2012-04-29,5.73903,5.7556033,5.7239175,5.7388077,5.7311077,5.7485833,5.7371655
2012-04-30,5.732617,5.750275,5.737726,5.7554016,5.73638,5.7433305,5.7432623
2012-05-01,5.745697,5.7407236,5.7272167,5.7558823,5.7403593,5.747218,5.7402306
2012-05-02,5.7294984,5.765163,5.736544,5.735479,5.743316,5.7357073,5.748988
2012-05-03,5.741671,5.7404413,5.7103686,5.7472005,5.7433915,5.733311,5.7451644
2012-05-04,5.7407136,5.746721,5.743187,5.742024,5.7404447,5.7513123,5.7501144
2012-05-06,5.73261,5.733773,5.7483,5.736901,5.752085,5.732815,5.7610435
2012-05-07,5.735444,5.758605,5.7348537,5.7483125,5.757133,5.7353973,5.7763433
2012-05-08,5.739602,5.7514644,5.739328,5.749217,5.7580223,5.735254,5.7454786
2012-05-09,5.749691,5.7426867,5.735992,5.746001,5.7397165,5.7568636,5.766395
2012-05-10,5.745866,5.74662,5.7515407,5.7375746,5.7471204,5.75173,5.7698474
2012-05-11,5.737263,5.743868,5.745928,5.755664,5.776446,5.768676,5.783724
2012-05-13,5.7503767,5.749333,5.753086,5.7503157,5.756568,5.7941875,5.7843723
2012-05-14,5.7675085,5.7584124,5.7566085,5.77454,5.773334,5.78121,5.783754
2012-05-15,5.7545657,5.7401023,5.765909,5.779834,5.775705,5.7823358,5.7812023
2012-05-16,5.758567,5.766635,5.760425,5.753785,5.765262,5.7798333,5.785167
2012-05-17,5.765942,5.760919,5.78417,5.7680707,5.7884717,5.785787,5.781064
2012-05-18,5.7797914,5.7734523,5.7743735,5.7824287,5.7772684,5.7901964,5.7853303
2012-05-20,5.7815695,5.7703304,5.7883215,5.7920966,5.787184,5.778704,5.7809124
2012-05-21,5.783782,5.780803,5.780863,5.789516,5.7877975,5.7947125,5.817478
2012-05-22,5.78198,5.8063207,5.781543,5.777567,5.7889357,5.7968836,5.7979236
2012-05-23,5.788171,5.781517,5.7888255,5.793597,5.7938795,5.7942805,5.8247676
2012-05-24,5.784572,5.7789826,5.7845325,5.792939,5.810772,5.8260674,5.8277903
2012-05-25,5.7760725,5.7887764,5.7959394,5.8256717,5.8150606,5.8236475,5.8426228
2012-05-27,5.791747,5.7953196,5.810844,5.825937,5.8305063,5.8310246,5.8607287
2012-05-28,5.79685,5.802431,5.8103213,5.8169827,5.8328314,5.84315,5.8715086
2012-05-29,5.8129673,5.822385,5.837288,5.83233,5.8611407,5.8567276,5.8773994
2012-05-30,5.81332,5.824603,5.846938,5.843327,5.8637986,5.871069,5.923537
2012-05-31,5.82565,5.8347845,5.85058,5.870409,5.8788133,5.9157076,5.950615
2012-06-01,5.8310556,5.847702,5.864222,5.8793855,5.905668,5.9472404,5.9522953
2012-06-03,5.8703184,5.8661203,5.8721123,5.9234695,5.949611,5.9612737,5.96105
2012-06-04,5.862449,5.8705945,5.919282,5.947374,5.9573064,5.964316,5.9635305
2012-06-05,5.8728333,5.9232087,5.959145,5.946482,5.9659085,5.966753,5.978253
2012-06-06,5.913812,5.94273,5.9515014,5.968563,5.962743,5.9867043,5.9895034
2012-06-07,5.9488645,5.9355903,5.975717,5.9675317,5.9771895,5.977858,6.004621
2012-06-08,5.9627423,5.9574704,5.959015,5.966207,5.9768057,5.970445,5.987904
2012-06-10,5.956936,5.970371,5.951462,5.987445,5.978603,5.9931207,5.9737067
2012-06-11,5.9679675,5.9881334,5.9724917,5.9801073,5.9618173,5.9893045,5.9782057
2012-06-12,5.9720755,5.9809413,5.9845796,5.9768558,5.983727,5.9951854,5.983222
2012-06-13,5.971757,5.9787054,5.970572,6.0123415,5.9675064,5.9864917,5.996882
2012-06-14,5.9742136,5.996174,5.9668345,6.0259595,5.989705,5.989176,5.991531
2012-06-15,5.961411,5.9857426,6.0124307,5.970979,5.9673753,5.9903717,6.005997
2012-06-17,5.988718,6.006716,5.9773755,6.016949,5.993283,5.9837613,5.981612
2012-06-18,6.0005736,5.9751205,6.002117,5.9746146,5.989761,5.9772487,5.9872427
2012-06-19,5.9994087,5.9767838,5.973445,5.9712486,5.9834175,5.997883,5.972791
2012-06-20,5.9964337,5.9934297,5.9985237,6.001545,5.990249,5.982993,5.9862595
2012-06-21,5.989457,5.9756155,5.988591,5.96816,5.999583,6.0044737,5.9944906
2012-06-22,5.985438,5.998438,5.9782443,6.0114064,5.963795,5.999483,6.005288
2012-06-24,5.996382,5.9725804,5.9834547,5.9900155,6.001313,5.9829626,6.0047846
2012-06-25,5.988552,5.991188,5.996666,5.9914613,6.011775,5.9876995,6.0134916
2012-06-26,6.0093365,5.9938874,5.999688,6.0285754,6.024277,5.9981933,5.986333
2012-06-27,5.988192,6.0010567,6.006327,6.0008707,5.963875,6.004767,5.9942527
2012-06-28,5.9998593,6.009521,5.99975,5.995872,5.9835854,6.00683,6.000348
2012-06-29,5.9827476,5.990401,6.002207,6.020516,6.0152645,6.0021577,5.995369
2012-07-01,5.9968743,6.0061593,5.9833183,6.0045476,5.9879775,6.012363,5.9914374
2012-07-02,6.019249,5.9936857,6.016087,5.979899,6.0150137,6.0000534,6.0056925
2012-07-03,6.0160303,6.005561,6.0125904,5.996418,5.98788,5.9893556,6.025374
2012-07-04,6.0019026,6.0056734,5.999925,6.000515,5.9880114,6.011844,6.016114
2012-07-05,6.0065684,5.9857683,6.0126944,5.986294,6.0149636,6.006473,6.009922
2012-07-06,5.995032,6.007282,5.990319,5.99678,6.001853,6.0191154,6.027999
2012-07-08,6.0059285,5.998171,5.9850044,6.002134,6.024283,6.01982,6.0158195
2012-07-09,6.0019264,5.997162,5.994458,6.0203433,6.019472,6.004885,6.0035157
2012-07-10,6.0152144,6.01807,6.0146246,5.9990177,6.0199,6.001106,6.006615
2012-07-11,6.0039225,6.0212264,6.01005,6.026761,6.0193996,6.025278,6.012804
2012-07-12,6.0094285,6.0032606,6.018012,6.0284963,6.0198665,6.032576,6.0406036
2012-07-13,6.022242,6.0091147,6.016376,5.9898906,6.019334,6.008581,6.0167027
2012-07-15,6.019026,6.0250216,6.017408,6.0101776,6.019839,6.0158796,6.000062
2012-07-16,6.0194583,6.014835,6.0164137,6.0071588,6.0207043,6.014954,6.0307803
2012-07-17,6.0189433,6.0321193,6.0175056,5.9969983,6.0399585,6.0224886,6.0069747
2012-07-18,6.0194283,5.998788,6.005272,5.995914,6.022467,5.985944,6.019185
2012-07-19,6.018885,6.022713,6.033135,6.0095015,6.053937,6.0118093,6.0155826
2012-07-20,6.019404,6.0011206,6.026045,6.0175138,6.0487285,6.015065,6.0381217
2012-07-22,6.0188265,6.0260515,6.017266,6.0296197,6.027948,6.0432715,6.061512
2012-07-23,6.040022,6.0164337,6.030814,6.0226912,6.0307117,6.0375037,6.048061
2012-07-24,6.0358543,6.017585,6.023034,6.041459,6.036458,6.0430694,6.0380025
2012-07-25,6.015092,6.0344,6.0247064,6.034441,6.044721,6.0451,6.0613685
2012-07-26,6.039166,6.0320215,6.0386124,6.0526447,6.054524,6.0659027,6.0504994
2012-07-27,6.0365934,6.04342,6.0455365,6.0694637,6.0589175,6.0524683,6.063079
2012-07-29,6.033372,6.037009,6.0663614,6.0377045,6.058962,6.0556936,6.060824
2012-07-30,6.0233455,6.073542,6.0570893,6.0653534,6.047564,6.05953,6.057056
2012-07-31,6.051383,6.0521626,6.0590453,6.053429,6.059541,6.0427113,6.041673
2012-08-01,6.0742583,6.0433307,6.0451946,6.055673,6.0651402,6.038615,6.0396385
2012-08-02,6.041423,6.0563197,6.048195,6.0454803,6.0625196,6.0706463,6.0632877
2012-08-03,6.0477223,6.065804,6.0594974,6.0723085,6.051734,6.068154,6.0537796
2012-08-05,6.058178,6.0253406,6.026625,6.036759,6.059716,6.0665884,6.050212
2012-08-06,6.0424767,6.0539536,6.0405335,6.075714,6.04663,6.057381,6.046534
2012-08-07,6.069857,6.058936,6.0762796,6.0407467,6.0581107,6.050338,6.024664
2012-08-08,6.063407,6.042425,6.0374613,6.068433,6.071863,6.0708113,6.0502687
2012-08-09,6.0470533,6.0653315,6.062425,6.0327725,6.0515075,6.055671,6.060786
2012-08-10,6.060905,6.0532565,6.052849,6.048676,6.0710406,6.049332,6.0665374
2012-08-12,6.047166,6.0668783,6.039102,6.0520725,6.03242,6.044156,6.0722613
2012-08-13,6.049371,6.0470667,6.046221,6.0826535,6.0600657,6.046454,6.007471
2012-08-14,6.050832,6.0567966,6.056052,6.0344834,6.042492,6.055088,6.045574
2012-08-15,6.0514717,6.0608354,6.0186043,6.053853,6.0602937,6.0506783,6.04321
2012-08-16,6.054598,6.051533,5.878606,6.0485473,6.020662,6.0382366,6.0282393
2012-08-17,6.0555835,6.04972,6.057096,6.056684,6.033711,6.0352755,6.03155
2012-08-19,6.054845,6.045898,6.044645,6.028974,6.0208583,6.011757,6.0324626
2012-08-20,6.053591,6.0620565,6.042275,6.0369973,6.0333114,6.022263,6.0163255
2012-08-21,6.0390043,6.04923,6.025858,6.0271883,6.0296793,6.0160522,5.9694576
2012-08-22,6.019662,6.036566,6.037896,6.0277634,6.002321,5.9844637,5.9707417
2012-08-23,6.0534534,6.026569,6.0231605,6.006112,5.9625635,5.9580493,5.9483857
2012-08-24,6.0082593,6.031607,6.020972,5.9920793,5.9684834,5.96085,5.9552183
2012-08-26,6.02606,6.0196505,5.9724874,5.9560385,5.9525003,5.9336486,5.947132
2012-08-27,6.0229545,5.983461,5.955748,5.94728,5.943283,5.9387045,5.915026
2012-08-28,5.9739985,5.961217,5.944656,5.9393935,5.9507546,5.9648514,5.9570923
2012-08-29,5.975505,5.962786,5.9445324,5.938023,5.945849,5.9544873,5.900134
2012-08-30,5.9262385,5.9590163,5.9368496,5.9188156,5.9396367,5.9434347,5.9449587
2012-08-31,5.9394836,5.9393206,5.932385,5.9810047,5.9178123,5.898708,5.917233
2012-09-02,5.9368243,5.921524,5.9307256,5.931444,5.947725,5.944559,5.917496
2012-09-03,5.9191685,5.955203,5.926293,5.899622,5.909313,5.9034758,5.9167747
2012-09-04,5.947167,5.902951,5.9116735,5.9313316,5.937124,5.9060235,5.882903
2012-09-05,5.9564385,5.94552,5.9047194,5.895953,5.9145646,5.912971,5.8987455
2012-09-06,5.905525,5.883162,5.9251466,5.91105,5.9052415,5.891521,5.886191
2012-09-07,5.892868,5.92387,5.9017873,5.90791,5.9014688,5.889436,5.8727903
2012-09-09,5.9126773,5.907922,5.8772583,5.885643,5.8829093,5.8629146,5.8371444
2012-09-10,5.9083533,5.909807,5.895672,5.8917394,5.8782654,5.882439,5.8254843
2012-09-11,5.9017687,5.8683577,5.8811746,5.874037,5.8591356,5.829138,5.8118258
2012-09-12,5.8963695,5.891157,5.868415,5.850735,5.883254,5.845819,5.8559732
2012-09-13,5.8895907,5.8546376,5.8360095,5.8550653,5.8531494,5.8537664,5.798368
2012-09-14,5.879458,5.867906,5.832427,5.8336697,5.8468547,5.7811627,5.829829
2012-09-16,5.8817353,5.860295,5.8447914,5.8342333,5.8086953,5.8030605,5.8030567
2012-09-17,5.8587036,5.8278117,5.808313,5.8648133,5.824469,5.8401933,5.7921085
2012-09-18,5.857954,5.849094,5.8882647,5.8409233,5.8319554,5.784224,5.802145
2012-09-19,5.838255,5.81018,5.845727,5.808975,5.826238,5.815707,5.8047037
2012-09-20,5.870364,5.836026,5.812358,5.8161764,5.8164053,5.7897453,5.8047047
2012-09-21,5.8203382,5.8270464,5.8209567,5.816489,5.8415213,5.7936482,5.8225327
2012-09-23,5.804771,5.7981224,5.8147063,5.7915373,5.8062463,5.8182583,5.7936993
2012-09-24,5.8216376,5.8343,5.820233,5.80217,5.799054,5.8134575,5.774426
2012-09-25,5.8221946,5.822782,5.8096848,5.81693,5.799682,5.769581,5.8139853
2012-09-26,5.806418,5.796968,5.808336,5.817203,5.7954783,5.779999,5.760901
2012-09-27,5.7952766,5.8268476,5.8039274,5.7584715,5.783945,5.7586975,5.7443967
2012-09-28,5.8037677,5.7655535,5.7673745,5.765921,5.7676444,5.7662344,5.7636003
2012-09-30,5.7886705,5.78359,5.7668934,5.7945213,5.7614665,5.752677,5.741949
2012-10-01,5.770042,5.759809,5.7501054,5.780842,5.772186,5.733171,5.7836094
2012-10-02,5.7523594,5.7544456,5.7761245,5.749581,5.7484446,5.754807,5.7340875
2012-10-03,5.775669,5.7652903,5.7692256,5.7263794,5.741936,5.7386208,5.7303433
2012-10-04,5.750139,5.7290006,5.7711096,5.7577214,5.7390227,5.7302837,5.737063
2012-10-05,5.750888,5.7462053,5.770006,5.7314277,5.728516,5.7290945,5.7607913
2012-10-07,5.7556005,5.763363,5.7404037,5.7475176,5.751605,5.7346544,5.7313275
2012-10-08,5.7092505,5.7477536,5.7466807,5.728683,5.742581,5.729624,5.7427945
2012-10-09,5.737352,5.7243733,5.732012,5.7354755,5.7523675,5.7442527,5.716469
2012-10-10,5.739984,5.7326193,5.745069,5.7306194,5.705819,5.735123,5.7083883
2012-10-11,5.734325,5.728346,5.722116,5.7302427,5.726488,5.719427,5.7334595
2012-10-12,5.724744,5.756811,5.7420263,5.741029,5.718642,5.7376056,5.695114
2012-10-14,5.757117,5.7218623,5.7321234,5.7253447,5.718747,5.718952,5.7184653
2012-10-15,5.7255993,5.721569,5.7388473,5.720271,5.7126427,5.707531,5.7060995
2012-10-16,5.734338,5.7288713,5.7225447,5.725752,5.725719,5.721416,5.704023
2012-10-17,5.716987,5.7052946,5.71358,5.723192,5.7317367,5.722444,5.7180104
2012-10-18,5.717648,5.7241993,5.7317014,5.731039,5.719443,5.702738,5.721941
2012-10-19,5.7131424,5.723039,5.728626,5.731065,5.715575,5.713375,5.6947412
2012-10-21,5.7169285,5.718343,5.7203875,5.7175407,5.720543,5.733238,5.715212
2012-10-22,5.7076178,5.7209215,5.7175345,5.7289143,5.7374353,5.717296,5.6976414
2012-10-23,5.698929,5.7297544,5.7215495,5.715933,5.7124104,5.710355,5.7174754
2012-10-24,5.7154446,5.723072,5.7032266,5.7215075,5.705829,5.701435,5.715115
2012-10-25,5.719889,5.7201753,5.6966934,5.7026496,5.715896,5.705493,5.716696
2012-10-26,5.7120914,5.7162876,5.7222977,5.716095,5.7097583,5.7356286,5.7163563
2012-10-28,5.7221127,5.6958,5.722136,5.7389317,5.7133374,5.727413,5.7204757
2012-10-29,5.708453,5.7187495,5.6985636,5.7243667,5.7091284,5.710101,5.714935
2012-10-30,5.7038417,5.7249794,5.7461042,5.7180357,5.7115755,5.705265,5.7207723
2012-10-31,5.731526,5.7199926,5.723015,5.72382,5.7476716,5.712662,5.7087355
2012-11-01,5.7229238,5.722557,5.723727,5.710393,5.7164664,5.720649,5.731905
2012-11-02,5.7155595,5.7170606,5.6995864,5.7138004,5.7181726,5.7310157,5.7085853
2012-11-04,5.7187676,5.736491,5.723116,5.71908,5.7141256,5.7178307,5.7143326
2012-11-05,5.715217,5.7052393,5.7144227,5.7162066,5.7114086,5.71457,5.716746
2012-11-06,5.720286,5.714271,5.7135677,5.713466,5.7086,5.7009025,5.71042
2012-11-07,5.732815,5.716773,5.712977,5.7163076,5.723381,5.727807,5.7062817
2012-11-08,5.705959,5.713931,5.69885,5.7133613,5.705752,5.7334948,5.719826
2012-11-09,5.713664,5.7027082,5.697497,5.7124853,5.7236557,5.710335,5.7194195
2012-11-11,5.723192,5.7377543,5.723891,5.7102747,5.7101517,5.735544,5.708795
2012-11-12,5.7627473,5.7176995,5.717479,5.7285376,5.7434688,5.716522,5.729841
2012-11-13,5.725371,5.7074757,5.7192698,5.721049,5.7302113,5.73642,5.7306714
2012-11-14,5.707184,5.73248,5.732409,5.7238216,5.743508,5.743735,5.731391
2012-11-15,5.717511,5.7324033,5.7179685,5.7254395,5.726684,5.728346,5.725599
2012-11-16,5.710197,5.728448,5.7255983,5.725671,5.7299395,5.7403116,5.742552
2012-11-18,5.71779,5.7151937,5.729109,5.728307,5.7481656,5.7291746,5.7326236
2012-11-19,5.7117834,5.7132597,5.702091,5.7345176,5.7345095,5.733248,5.7236733
2012-11-20,5.7331314,5.744397,5.7438626,5.7200418,5.7327695,5.738939,5.7361994
2012-11-21,5.7096744,5.7128773,5.7300444,5.729845,5.7258067,5.7348747,5.723709
2012-11-22,5.731478,5.728763,5.732031,5.724944,5.736066,5.7350335,5.732272
2012-11-23,5.7220526,5.7347074,5.7266207,5.7312474,5.7286897,5.7284765,5.724292
2012-11-25,5.7259083,5.7173533,5.727747,5.7247143,5.7197704,5.723466,5.718804
2012-11-26,5.7318997,5.7330647,5.7277412,5.7314315,5.735092,5.713373,5.7181983
2012-11-27,5.720254,5.732517,5.723439,5.7244773,5.7387342,5.7112737,5.719696
2012-11-28,5.748148,5.715331,5.7353544,5.7316217,5.714206,5.7210298,5.721914
2012-11-29,5.725909,5.7185364,5.7451973,5.7242327,5.735389,5.7156816,5.728942
2012-11-30,5.732785,5.7415442,5.720872,5.7346487,5.723396,5.7141323,5.7289243
2012-12-02,5.7283173,5.710862,5.707659,5.7270727,5.7073727,5.7226686,5.715187
2012-12-03,5.724599,5.7223625,5.7210064,5.718644,5.72109,5.72407,5.7236357
2012-12-04,5.7244973,5.726657,5.7296915,5.7217875,5.729845,5.724447,5.713193
2012-12-05,5.708017,5.735811,5.724075,5.716426,5.7302055,5.722402,5.7148995
2012-12-06,5.7129593,5.7072,5.719861,5.7327595,5.7183642,5.70585,5.7035055
2012-12-07,5.711188,5.7266927,5.714025,5.727377,5.7096424,5.6856713,5.693191
2012-12-09,5.7189255,5.7192135,5.7166033,5.711159,5.6987553,5.7106943,5.6974607
2012-12-10,5.721681,5.7170734,5.715343,5.7016306,5.687132,5.6919346,5.7382803
2012-12-11,5.7113333,5.7103086,5.7072215,5.6949124,5.6823316,5.686729,5.678155
2012-12-12,5.7171745,5.714914,5.697542,5.736394,5.695778,5.6907,5.7315564
2012-12-13,5.703567,5.6971154,5.687496,5.6866393,5.64079,5.680108,5.674916
2012-12-14,5.689266,5.6929526,5.687293,5.689801,5.658423,5.690138,5.634109
2012-12-16,5.6955886,5.690045,5.68171,5.685758,5.6632643,5.682471,5.656231
2012-12-17,5.6854997,5.6787634,5.6804795,5.6536803,5.6650186,5.637943,5.6595025
2012-12-18,5.6819944,5.6895647,5.6812987,5.701591,5.6770587,5.6875796,5.6741323
2012-12-19,5.6744432,5.66286,5.695363,5.6502814,5.6682982,5.656302,5.6526036
2012-12-20,5.6893167,5.6503835,5.653049,5.6842494,5.6744647,5.663651,5.6577983
2012-12-21,5.6587033,5.6788664,5.66652,5.686986,5.672546,5.6648164,5.6469765
2012-12-23,5.697687,5.662754,5.659175,5.670083,5.6652884,5.6487503,5.6480737
2012-12-24,5.678971,5.6574554,5.661559,5.6567473,5.663466,5.6513762,5.644948
2012-12-26,5.6492414,5.6684694,5.6565013,5.653178,5.6474237,5.644171,5.63906
2012-12-27,5.654782,5.6662927,5.6381416,5.64837,5.64124,5.6094747,5.624736
2012-12-28,5.630419,5.65136,5.6505446,5.6305313,5.635488,5.627308,5.6286035
2012-12-30,5.6247025,5.6514506,5.6319222,5.633796,5.6404176,5.63259,5.6497107
2012-12-31,5.6550884,5.643499,5.637756,5.631355,5.6290836,5.6365705,5.6382113
