,USDNOK,USDNOK,USDNOK,USDNOK,USDNOK,USDNOK,USDNOK
2013-01-02,5.6279297,5.631896,5.6287193,5.615847,5.604944,5.638808,5.6378546
2013-01-03,5.652701,5.6163216,5.643959,5.6161823,5.646039,5.6126704,5.607422
2013-01-04,5.617777,5.631548,5.6073713,5.6359773,5.6301627,5.632986,5.621255
2013-01-06,5.6308455,5.6083064,5.647743,5.6499057,5.626531,5.633286,5.606392
2013-01-07,5.609446,5.626857,5.621988,5.627405,5.605172,5.594214,5.595024
2013-01-08,5.6482415,5.5967307,5.618101,5.6073885,5.61224,5.5974784,5.600693
2013-01-09,5.6102076,5.6139717,5.611421,5.616231,5.595063,5.602152,5.578012
2013-01-10,5.6153517,5.631535,5.616096,5.622741,5.5896177,5.596475,5.595924
2013-01-11,5.621395,5.5965605,5.5870576,5.5992036,5.6100535,5.5920315,5.590194
2013-01-13,5.6049943,5.5871716,5.5979915,5.5991497,5.579533,5.6082883,5.5884414
2013-01-14,5.6173816,5.592337,5.5929894,5.594013,5.6007547,5.603922,5.595122
2013-01-15,5.6040664,5.6079636,5.588461,5.5928674,5.6034193,5.597939,5.606572
2013-01-16,5.602065,5.600734,5.6027503,5.5789666,5.6100817,5.59112,5.5876036
2013-01-17,5.592653,5.5876713,5.5820346,5.590038,5.5676928,5.576954,5.5955086
2013-01-18,5.596228,5.5833993,5.5981,5.58376,5.595744,5.5929914,5.6012053
2013-01-20,5.5784054,5.583569,5.5990233,5.5934567,5.596272,5.593479,5.584118
2013-01-21,5.6000013,5.594322,5.61289,5.58356,5.594784,5.605914,5.578342
2013-01-22,5.5732083,5.591648,5.6196,5.5895095,5.5732126,5.592279,5.5815835
2013-01-23,5.5816617,5.5602393,5.569888,5.5657296,5.6071277,5.5755424,5.5856476
2013-01-24,5.561565,5.603932,5.5841584,5.574456,5.545342,5.564241,5.570304
2013-01-25,5.5700483,5.5726933,5.561259,5.5765076,5.590412,5.5439506,5.5809927
2013-01-27,5.590726,5.570884,5.602503,5.594706,5.55759,5.568368,5.5536284
2013-01-28,5.583639,5.593513,5.575206,5.551589,5.584947,5.581344,5.5733714
2013-01-29,5.603144,5.571841,5.5740814,5.568169,5.566678,5.5532856,5.5423336
2013-01-30,5.5733814,5.605415,5.5746074,5.57325,5.567307,5.5586066,5.5762644
2013-01-31,5.569911,5.581144,5.565651,5.555993,5.561693,5.5601044,5.57073
2013-02-01,5.573828,5.5808325,5.5832615,5.5478773,5.56972,5.551433,5.552075
2013-02-03,5.5856595,5.570741,5.5566626,5.571043,5.5564876,5.5575557,5.549406
2013-02-04,5.5628605,5.5722103,5.561344,5.5470343,5.55622,5.554766,5.5504146
2013-02-05,5.5612082,5.5563626,5.566254,5.5545545,5.5487156,5.5479455,5.5437226
2013-02-06,5.573453,5.562278,5.5589685,5.549182,5.546164,5.545401,5.5385585
2013-02-07,5.5651255,5.549063,5.5407047,5.541049,5.545196,5.5428276,5.544627
2013-02-08,5.5562935,5.560492,5.540543,5.5471077,5.56451,5.5464053,5.5121846
2013-02-10,5.551543,5.548665,5.5437536,5.53639,5.533644,5.5352507,5.5405703
2013-02-11,5.5484085,5.550518,5.5293236,5.538013,5.523528,5.536561,5.5257993
2013-02-12,5.5388308,5.5385075,5.535523,5.53419,5.5389743,5.5433598,5.536777
2013-02-13,5.539546,5.533376,5.5326767,5.5218024,5.5387297,5.535783,5.5560246
2013-02-14,5.537073,5.530653,5.5366125,5.5326347,5.5413175,5.538478,5.541842
2013-02-15,5.5378857,5.548239,5.533901,5.520996,5.530121,5.5371842,5.5092263
2013-02-17,5.542231,5.539936,5.530896,5.527408,5.5182414,5.5348134,5.5127754
2013-02-18,5.521796,5.52297,5.5236416,5.518384,5.548348,5.5119915,5.5270605
2013-02-19,5.5257297,5.5423093,5.526928,5.535612,5.554353,5.5430913,5.5342155
2013-02-20,5.5268254,5.5332317,5.5366917,5.517987,5.52658,5.539892,5.53106
2013-02-21,5.5373473,5.527166,5.5363617,5.5348244,5.5349126,5.5301633,5.542859
2013-02-22,5.5390553,5.538405,5.5371923,5.5256515,5.546712,5.534446,5.549243
2013-02-24,5.522762,5.5272264,5.5361023,5.542493,5.534274,5.529001,5.5346575
2013-02-25,5.5342045,5.5375133,5.5405803,5.5424843,5.5334477,5.5396504,5.5421095
2013-02-26,5.5320163,5.5276976,5.5253673,5.5461154,5.5416937,5.515202,5.535699
2013-02-27,5.549342,5.558473,5.546029,5.542938,5.538777,5.5563273,5.5335703
2013-02-28,5.5257807,5.548322,5.538298,5.5380864,5.521033,5.525774,5.541006
2013-03-01,5.552602,5.53667,5.5412445,5.538714,5.5385604,5.5496764,5.5447326
2013-03-03,5.5240817,5.5369406,5.5438123,5.539738,5.540999,5.535753,5.5339584
2013-03-04,5.550513,5.531728,5.538022,5.531236,5.5320625,5.534679,5.5395365
2013-03-05,5.5276136,5.5471554,5.541309,5.5396757,5.54788,5.5372868,5.5493565
2013-03-06,5.554727,5.5462785,5.54417,5.52215,5.5439835,5.555663,5.5443134
2013-03-07,5.524466,5.538218,5.537717,5.5482802,5.558271,5.553152,5.5570946
2013-03-08,5.55154,5.537076,5.542282,5.5406284,5.546399,5.5543423,5.5885477
2013-03-10,5.5408354,5.5430255,5.553598,5.548467,5.5635576,5.564351,5.662102
2013-03-11,5.539265,5.5473166,5.540427,5.5469522,5.581305,5.634578,5.6597524
2013-03-12,5.5454364,5.5525994,5.547091,5.581359,5.6579556,5.6559315,5.668018
2013-03-13,5.5551424,5.5773597,5.5586257,5.653485,5.6657305,5.6710267,5.689408
2013-03-14,5.5555353,5.5636983,5.635574,5.66418,5.662809,5.6739364,5.6857305
2013-03-15,5.5711107,5.5882835,5.687567,5.661939,5.677198,5.6950107,5.6569686
2013-03-17,5.6503434,5.679649,5.6538467,5.679379,5.6886616,5.6847095,5.6895075
2013-03-18,5.6732435,5.6488442,5.680942,5.639841,5.669719,5.7411575,5.6965137
2013-03-19,5.674108,5.667196,5.667627,5.6845403,5.689466,5.7323017,5.702092
2013-03-20,5.7034507,5.666339,5.6818023,5.69753,5.714875,5.682718,5.697492
2013-03-21,5.6823654,5.7021847,5.7091017,5.6975193,5.713908,5.7323875,5.727674
2013-03-22,5.7199316,5.7016664,5.6933403,5.729147,5.722579,5.6977544,5.708425
2013-03-24,5.715489,5.7116213,5.703519,5.7176385,5.714013,5.7159934,5.7089
2013-03-25,5.685042,5.7327843,5.711066,5.7074842,5.710046,5.7140026,5.742605
2013-03-26,5.730667,5.6663055,5.708685,5.7105365,5.7276163,5.722698,5.7350163
2013-03-27,5.7215786,5.71473,5.7212677,5.729384,5.7214003,5.7362375,5.74829
2013-03-28,5.722403,5.7089515,5.712022,5.7420073,5.7192616,5.731083,5.739919
2013-03-31,5.7112856,5.7161245,5.7413197,5.735528,5.719105,5.750838,5.779095
2013-04-01,5.7256036,5.74251,5.725222,5.726922,5.7540884,5.7494626,5.757499
2013-04-02,5.7187247,5.7163844,5.7331405,5.7773137,5.7410855,5.754313,5.759354
2013-04-03,5.744254,5.7365127,5.737299,5.7426953,5.777791,5.7485037,5.7691617
2013-04-04,5.717004,5.7547336,5.7663364,5.765502,5.7711816,5.753948,5.757085
2013-04-05,5.7421823,5.76124,5.75654,5.7641335,5.7429934,5.7483087,5.758907
2013-04-07,5.7481036,5.763178,5.7582183,5.7434096,5.7681217,5.7541537,5.7695527
2013-04-08,5.7688947,5.742984,5.7679815,5.7657785,5.7595816,5.748104,5.75641
2013-04-09,5.764694,5.7647967,5.755961,5.7642593,5.759396,5.7543755,5.7583666
2013-04-10,5.74466,5.7633257,5.7577753,5.74168,5.7638707,5.734645,5.76986
2013-04-11,5.7549887,5.7412953,5.768376,5.765992,5.77576,5.776465,5.761776
2013-04-12,5.7928567,5.7650304,5.755291,5.7643113,5.74704,5.746436,5.6619515
2013-04-14,5.753015,5.7634,5.7572417,5.739821,5.752118,5.7759204,5.7730927
2013-04-15,5.749041,5.739474,5.7686896,5.747552,5.762276,5.7536044,5.786112
2013-04-16,5.7531548,5.7651863,5.747447,5.7785764,5.798894,5.7867026,5.864137
2013-04-17,5.748998,5.7555804,5.787736,5.786365,5.8089294,5.7915907,5.7981634
2013-04-18,5.748053,5.7748322,5.766632,5.8047853,5.785855,5.7952957,5.8049307
2013-04-19,5.7792397,5.7560005,5.7915974,5.798067,5.819687,5.8044147,5.807401
2013-04-21,5.7875276,5.7803946,5.752442,5.785476,5.765211,5.7704396,5.8016186
2013-04-22,5.78701,5.8085947,5.8027043,5.734958,5.801701,5.806937,5.8194323
2013-04-23,5.800432,5.759248,5.80691,5.813386,5.786731,5.8065014,5.812567
2013-04-24,5.7744036,5.8297687,5.7769165,5.79958,5.8288083,5.7977977,5.8136396
2013-04-25,5.772452,5.796343,5.7868056,5.8014803,5.8189664,5.8068614,5.7896185
2013-04-26,5.7960157,5.8063817,5.80979,5.811006,5.8396273,5.820627,5.818719
2013-04-28,5.8016453,5.809647,5.821136,5.828049,5.793292,5.8082604,5.821603
2013-04-29,5.839265,5.822679,5.7914777,5.8274155,5.8122025,5.8103185,5.8179536
2013-04-30,5.7973604,5.8116684,5.8379774,5.8255725,5.829272,5.817568,5.8087153
2013-05-01,5.807961,5.8317904,5.80469,5.8038826,5.814631,5.8169117,5.8014526
2013-05-02,5.8003063,5.804316,5.795808,5.817048,5.81316,5.815549,5.815384
2013-05-03,5.8059945,5.806363,5.800882,5.791645,5.8133273,5.7958946,5.817185
2013-05-05,5.803529,5.8056207,5.797372,5.792258,5.8068385,5.82223,5.785965
2013-05-06,5.815837,5.799533,5.7967143,5.8017683,5.799762,5.7956495,5.8075056
2013-05-07,5.7955365,5.8226,5.8104777,5.8106103,5.809012,5.7960534,5.8162007
2013-05-08,5.812809,5.8052616,5.8036447,5.813141,5.807563,5.7805743,5.7882833
2013-05-09,5.7995124,5.804601,5.814643,5.8087244,5.7967477,5.8076673,5.808357
2013-05-10,5.795016,5.7958336,5.8006864,5.794582,5.7867565,5.811045,5.794805
2013-05-12,5.807321,5.792848,5.791674,5.8110075,5.789351,5.794346,5.791998
2013-05-13,5.7964416,5.7806597,5.789221,5.792129,5.8132267,5.7884307,5.811028
2013-05-14,5.81568,5.785966,5.772593,5.8095846,5.8145046,5.8044124,5.7918453
2013-05-15,5.812459,5.7854867,5.797613,5.7861786,5.8006716,5.814978,5.8166723
2013-05-16,5.805285,5.7927065,5.7902656,5.799805,5.8011365,5.7989388,5.7968893
2013-05-17,5.802408,5.8173203,5.7964745,5.7958226,5.7862697,5.80914,5.823385
2013-05-19,5.805089,5.797501,5.827248,5.8111115,5.812764,5.796019,5.8165455
2013-05-20,5.7966104,5.815008,5.7840314,5.7827525,5.792195,5.8073683,5.8061447
2013-05-21,5.7988605,5.791483,5.8152084,5.7841673,5.8242865,5.8032293,5.8099685
2013-05-22,5.810421,5.8055863,5.809947,5.842705,5.8048835,5.8101945,5.819307
2013-05-23,5.7767634,5.8279757,5.8135095,5.818319,5.8188467,5.8203025,5.815923
2013-05-24,5.831874,5.8059597,5.8209314,5.8199787,5.798266,5.821276,5.8269444
2013-05-26,5.8194947,5.8091636,5.834108,5.7980514,5.82437,5.821744,5.824371
2013-05-27,5.8188925,5.796987,5.815484,5.819764,5.823745,5.828064,5.825116
2013-05-28,5.8316884,5.824105,5.8154583,5.8241897,5.826305,5.82833,5.8247223
2013-05-29,5.8069997,5.817755,5.8267317,5.830349,5.831065,5.8224363,5.8420525
2013-05-30,5.8162527,5.820992,5.8106637,5.827044,5.821075,5.836549,5.822722
2013-05-31,5.826539,5.8197174,5.8304915,5.8304634,5.8344083,5.826084,5.8175974
2013-06-02,5.820477,5.827181,5.8412395,5.8388453,5.826734,5.8333035,5.8186016
2013-06-03,5.8274894,5.846909,5.8249965,5.8257413,5.8284616,5.8120966,5.827702
2013-06-04,5.8264847,5.8213654,5.816859,5.832545,5.8338313,5.8336563,5.819342
2013-06-05,5.832538,5.8301063,5.8270116,5.835223,5.8329506,5.8264785,5.810483
2013-06-06,5.8421173,5.827342,5.8200655,5.8275256,5.823553,5.8146105,5.8098187
2013-06-07,5.8263173,5.8205123,5.8151865,5.8124676,5.808954,5.814488,5.817434
2013-06-09,5.83674,5.812929,5.804563,5.7996926,5.8156543,5.8078256,5.8240557
2013-06-10,5.8250456,5.810858,5.8155265,5.8031135,5.8055625,5.8171434,5.8240075
2013-06-11,5.8140783,5.8138676,5.819879,5.802857,5.8202734,5.8183427,5.795991
2013-06-12,5.8154182,5.8289223,5.808287,5.8129697,5.804728,5.827465,5.8202004
2013-06-13,5.8190756,5.823846,5.8194914,5.820197,5.8141446,5.841819,5.815237
2013-06-14,5.7956457,5.818398,5.8079457,5.8038907,5.8128705,5.811367,5.811692
2013-06-16,5.8123255,5.809581,5.8198447,5.817941,5.8237786,5.8019376,5.810762
2013-06-17,5.824149,5.8221455,5.8075867,5.817892,5.7904987,5.816821,5.821664
2013-06-18,5.783388,5.8143263,5.821878,5.790201,5.809385,5.806129,5.8314643
2013-06-19,5.8267355,5.8087673,5.8081727,5.814096,5.8190007,5.828613,5.8148365
2013-06-20,5.8194265,5.810404,5.801394,5.806037,5.8020515,5.8084154,5.818617
2013-06-21,5.792547,5.811008,5.823418,5.8231945,5.823555,5.817209,5.8399773
2013-06-23,5.802254,5.8023524,5.821831,5.8296843,5.829387,5.8392267,5.856138
2013-06-24,5.8053837,5.8166056,5.813668,5.8316307,5.8296657,5.811828,5.8337464
2013-06-25,5.8145227,5.83249,5.839329,5.8186913,5.832898,5.8308377,5.829837
2013-06-26,5.8142276,5.835031,5.823258,5.8301888,5.82573,5.8416557,5.8326497
2013-06-27,5.83494,5.8265314,5.807327,5.8253903,5.8216844,5.8278866,5.822607
2013-06-28,5.8350773,5.822414,5.8412066,5.8386555,5.8313117,5.836798,5.8329754
2013-06-30,5.8334155,5.8255644,5.816844,5.817226,5.8326497,5.8324275,5.84568
2013-07-01,5.8233404,5.814207,5.8345895,5.8394556,5.8394923,5.8343124,5.8479414
2013-07-02,5.839884,5.839334,5.83071,5.834496,5.845159,5.8570457,5.8664436
2013-07-03,5.822006,5.833014,5.8341537,5.8342385,5.8559136,5.8684154,5.874207
2013-07-04,5.836869,5.843239,5.8371897,5.865155,5.8594303,5.859088,5.8788385
2013-07-05,5.83363,5.8409686,5.870045,5.8701377,5.8984776,5.8655376,5.9050164
2013-07-07,5.8378277,5.8504653,5.859965,5.864112,5.881216,5.884,5.940836
2013-07-08,5.8466954,5.87293,5.903865,5.8669167,5.8943496,5.941524,6.0227757
2013-07-09,5.8723984,5.867384,5.881839,5.8964067,5.951384,6.009738,6.051823
2013-07-10,5.846426,5.906584,5.8947153,5.9384575,5.991121,6.0080447,6.0511827
2013-07-11,5.886286,5.8852415,5.9382176,6.0183387,6.055393,6.0519104,6.0427227
2013-07-12,5.8923903,5.952596,6.015878,6.0074778,6.0329657,6.034218,6.0669184
2013-07-14,5.944917,6.0072184,6.051902,6.076743,6.0815463,6.0609393,6.0407734
2013-07-15,6.0200863,5.9892306,6.0782905,6.0644293,6.051228,6.0609975,6.049906
2013-07-16,6.0276556,6.020044,6.0849595,6.0298667,6.0609484,6.055108,6.022846
2013-07-17,6.0567646,6.0400705,6.053023,6.0498734,6.0109987,6.049087,6.044728
2013-07-18,6.062736,6.028673,6.0341067,6.041867,6.036,6.0429306,6.0415006
2013-07-19,6.0452623,6.076537,6.071368,6.0544505,6.033327,6.061822,6.0717463
2013-07-21,6.051109,6.0586467,6.0403414,6.0285797,6.0691814,6.0555434,6.0681033
2013-07-22,6.0571847,6.041174,6.0473833,6.048371,6.0737205,6.049144,6.060148
2013-07-23,6.0634813,6.045757,6.046816,6.057796,6.023617,6.0426354,6.0149317
2013-07-24,6.045115,6.0294952,6.0459023,6.031718,6.0316114,6.062617,6.0362926
2013-07-25,6.0512733,6.046419,6.0368433,6.033918,6.076779,6.0559816,6.029179
2013-07-26,6.0431137,6.0612082,6.0521355,6.061367,6.0228715,6.049254,6.04726
2013-07-28,6.0399437,6.0302587,6.068391,6.03405,6.0421596,6.0424476,6.056735
2013-07-29,6.021232,6.022954,6.0395236,6.0471263,6.0552936,6.0633826,6.052563
2013-07-30,6.050148,6.0322313,6.0567865,6.04028,6.0502253,6.0564413,6.038347
2013-07-31,6.0263677,6.0773697,6.0849385,6.0755067,6.0536137,6.049437,6.010828
2013-08-01,6.061219,6.0679092,6.0421424,6.0214496,6.020044,6.050426,6.02209
2013-08-02,6.0715613,6.058263,6.0338445,6.0329256,6.01745,6.011422,5.9910927
2013-08-04,6.046614,6.046611,6.0321064,6.0575433,6.0180473,5.994948,5.9680176
2013-08-05,6.049642,6.017493,6.0112343,6.0108705,5.988505,6.009894,5.9802446
2013-08-06,6.0509386,6.0509634,6.0138116,5.993921,5.986825,5.977901,5.9711013
2013-08-07,5.985995,6.0241175,5.9992247,5.9953656,5.984763,5.954053,5.9509716
2013-08-08,6.0101013,5.9931264,5.996724,5.974817,5.956394,5.9291234,6.023273
2013-08-09,5.9965606,5.978986,5.9767127,5.995992,5.956298,5.993548,5.949097
2013-08-11,5.9840555,5.9547753,5.955141,5.957854,5.95749,5.932744,5.9462085
2013-08-12,5.973979,5.970287,5.960859,5.9280844,5.9644585,5.9062204,5.941592
2013-08-13,5.963972,5.9434123,5.923917,5.9563036,5.9232616,5.9167876,5.933672
2013-08-14,5.928852,5.913738,5.929716,5.9380374,5.910157,5.9298725,5.933451
2013-08-15,6.0141287,5.975007,5.9321637,5.927466,5.976598,5.968445,5.933341
2013-08-16,5.9552083,5.948422,5.921466,5.8918514,5.900483,5.9070196,5.9358177
2013-08-18,5.9369535,5.923073,5.933014,5.9338617,5.9175587,5.9182305,5.93058
2013-08-19,5.9304843,5.912478,5.962795,5.9325676,5.925029,5.935636,5.914918
2013-08-20,5.9362087,5.9486775,5.9382086,5.9354143,5.919172,5.9299545,5.924639
2013-08-21,5.9306097,5.9257307,5.9394917,5.922017,5.9294295,5.925759,5.925931
2013-08-22,5.9103656,5.9262795,5.9383845,5.9097767,5.9545197,5.9220896,5.9167557
2013-08-23,5.9160385,5.925145,5.9224906,5.9289823,5.9391713,5.918119,5.922795
2013-08-25,5.9175816,5.9271407,5.9243712,5.9345293,5.935909,5.9184284,5.9344354
2013-08-26,5.927681,5.9287024,5.9197226,5.915487,5.9277744,5.914145,5.9176273
2013-08-27,5.9393415,5.924751,5.921914,5.946084,5.9154906,5.912678,5.9083796
2013-08-28,5.933842,5.9031425,5.9245276,5.9274263,5.933867,5.9350867,5.910494
2013-08-29,5.912101,5.932836,5.93404,5.9155746,5.914627,5.9338975,5.924046
2013-08-30,5.9212184,5.9325414,5.9292836,5.9250865,5.9222574,5.890624,5.9652653
2013-09-01,5.930121,5.9200296,5.910839,5.923489,5.9245825,5.923594,5.932512
2013-09-02,5.931763,5.9275866,5.9209175,5.9289193,5.927697,5.9324317,5.9372134
2013-09-03,5.93171,5.924905,5.939936,5.891609,5.9334955,5.939766,5.937672
2013-09-04,5.922133,5.923222,5.9478774,5.93222,5.9424534,5.934322,5.945836
2013-09-05,5.934928,5.9144225,5.9662466,5.935194,5.9309993,5.947327,5.940115
2013-09-06,5.9251976,5.9588194,5.922363,5.9455748,5.931078,5.9379435,5.9459243
2013-09-08,5.9396586,5.9336567,5.941303,5.9426403,5.969135,5.937021,5.9561195
2013-09-09,5.9421487,5.947165,5.945965,5.928912,5.950312,5.949081,5.9325128
2013-09-10,5.94755,5.9393406,5.9492865,5.9474483,5.954039,5.9398985,5.9519563
2013-09-11,5.9430857,5.952135,5.9510365,5.946968,5.9312806,5.933632,5.9454575
2013-09-12,5.943488,5.937934,5.9447722,5.9471307,5.9476647,5.9410405,5.937919
2013-09-13,5.944075,5.945456,5.9382,5.933639,5.9409275,5.947601,5.939862
2013-09-15,5.945272,5.9462504,5.936114,5.943027,5.9438295,5.936629,5.949478
2013-09-16,5.9463587,5.932735,5.936999,5.94369,5.949821,5.936129,5.932321
2013-09-17,5.9365253,5.925189,5.937704,5.936251,5.9400353,5.9443398,5.935347
2013-09-18,5.9392433,5.922327,5.9380417,5.9473524,5.939964,5.942688,5.946605
2013-09-19,5.941912,5.9279943,5.9374237,5.937867,5.945036,5.9624953,5.9360313
2013-09-20,5.933048,5.933326,5.9457946,5.930624,5.938384,5.953212,5.95291
2013-09-22,5.944735,5.951011,5.942276,5.9390326,5.9584694,5.9648705,5.9959183
2013-09-23,5.9486737,5.943159,5.939225,5.9691224,5.9588747,5.999792,5.981378
2013-09-24,5.9472756,5.9439745,5.9472814,5.962937,5.9826145,6.008668,6.0020113
2013-09-25,5.93968,5.955499,5.976458,5.9927764,5.979677,5.9942966,6.0109625
2013-09-26,5.9537907,5.9633174,5.9862943,5.9874268,6.001637,5.9915366,6.0067234
2013-09-27,5.963761,5.9937024,5.979803,6.0191927,6.008786,5.9988236,6.0262265
2013-09-29,5.9856105,5.9931345,5.9983063,6.002456,6.0090923,6.0136642,5.9903784
2013-09-30,6.002811,6.0221386,6.028437,6.0015397,6.008794,6.010195,5.982725
2013-10-01,5.9941792,5.985848,5.9730053,5.9985824,6.0157475,6.015007,6.0029078
2013-10-02,6.008498,5.9949317,6.041348,6.0321193,5.998682,5.989169,5.9835587
2013-10-03,6.013112,6.002441,6.0007524,6.0098114,5.9814377,5.9993258,6.005446
2013-10-04,6.008558,6.031925,5.995675,6.0170565,5.9641185,5.99373,5.9652133
2013-10-06,6.035467,6.0045276,5.993127,5.9855103,5.9777174,5.9817834,5.9837294
2013-10-07,5.981009,6.011451,5.99752,5.971883,5.9886165,5.9935637,5.985455
2013-10-08,5.9806147,6.0071616,5.978487,5.9714165,5.956168,5.9815607,5.9741845
2013-10-09,5.992297,6.012178,5.9897933,5.9984665,5.9931793,5.994096,5.949802
2013-10-10,5.990233,5.986264,5.978269,5.9882793,5.9633727,6.0387254,5.9796033
2013-10-11,5.989038,6.010356,5.9903083,5.9674997,5.9846444,5.9747176,5.9819045
2013-10-13,5.990296,5.9816313,5.9780493,6.0199103,5.980638,5.983653,5.9914584
2013-10-14,5.977334,5.9461827,5.9840527,5.9836655,5.9753513,5.9806747,5.9730406
2013-10-15,5.9400544,5.9831266,5.990191,5.960478,5.976594,5.9622736,5.9809327
2013-10-16,5.975755,5.984891,5.9787846,5.9960427,5.986218,5.9781704,5.9622445
2013-10-17,5.9701777,5.972431,5.98527,5.976925,5.9783616,5.9499106,5.9640293
2013-10-18,5.9684973,5.9752393,5.9804573,5.9473886,5.9598913,5.948586,5.9640703
2013-10-20,5.9856887,5.977953,5.953541,5.962507,5.9483113,5.939927,5.9641137
2013-10-21,5.954223,5.9489255,5.9620566,5.978154,6.0362434,5.946835,5.9641604
2013-10-22,5.970636,5.93778,5.9585867,5.9516907,5.9617457,5.9725647,5.964205
2013-10-23,5.950611,5.927965,5.962846,5.953868,5.9643455,5.972764,5.9642467
2013-10-24,5.9394755,5.9502354,5.9584355,5.961887,5.955843,5.963218,5.9642916
2013-10-25,5.944016,5.9336014,5.963011,5.9557104,5.9618473,5.9428144,5.9643364
2013-10-27,5.9537754,5.967214,5.9582763,5.9463086,5.9688406,5.95636,5.964383
2013-10-28,5.9575915,5.932968,5.9631844,5.960211,5.957986,5.9603024,5.9644322
2013-10-29,5.9492407,5.96911,5.9580956,5.953023,5.918411,5.959871,5.947526
2013-10-30,5.9540415,5.97081,5.9633646,5.9547324,5.9530854,5.9448457,5.963075
2013-10-31,5.980066,5.9372816,5.9579067,5.964871,5.9369407,5.9884443,5.9700556
2013-11-01,5.976263,5.9231243,5.9558964,5.946968,5.9462733,5.9430976,5.957581
2013-11-03,5.952508,5.948704,5.960248,5.968092,5.94268,5.979389,5.951059
2013-11-04,5.973445,5.9420366,5.946549,5.9513683,5.9747415,5.9592714,5.9712844
2013-11-05,5.9801683,5.9755764,5.9672203,5.9411035,5.934466,5.998857,5.9713573
2013-11-06,5.967107,5.9407096,6.0041885,5.9783306,5.9494724,5.9718833,5.950337
2013-11-07,5.9556346,5.985876,6.0048523,5.951866,5.985921,5.9669633,5.970754
2013-11-08,5.9787207,5.9463053,5.9746094,5.9487004,5.950061,5.9645658,5.9708166
2013-11-10,5.9444838,5.986067,5.947557,5.9634933,5.9787016,5.980381,5.9495716
2013-11-11,5.9534626,5.952818,5.971288,5.9503484,5.9546847,5.949357,5.9732313
2013-11-12,5.955768,5.97915,5.956956,5.93883,5.98391,5.9778347,5.964796
2013-11-13,5.9835634,5.95697,5.9850454,5.9588223,5.968132,5.9693327,5.9670744
2013-11-14,5.945632,5.97997,5.95821,5.965241,5.962555,5.981114,5.9814763
2013-11-15,5.959921,5.9547324,5.9763775,5.96216,5.9663763,5.9764776,5.9838953
2013-11-17,5.956372,5.955544,5.9833984,5.9957485,5.9777017,5.985303,5.9956274
2013-11-18,5.9874277,5.9648542,5.9725533,5.981423,5.970106,5.9848166,5.988515
2013-11-19,5.9475,5.973384,5.9808936,5.9878564,5.994256,5.9768624,5.975722
2013-11-20,5.9806623,5.983524,5.9723687,5.9886794,5.9864106,5.9920335,5.9844694
2013-11-21,5.976369,5.993069,5.995062,5.982765,5.9886513,5.989754,6.0072255
2013-11-22,5.9907484,5.9937754,5.9761133,5.974974,5.973319,5.995368,6.008829
2013-11-24,5.975912,5.989276,5.998319,5.9728994,6.002583,6.0110927,6.021243
2013-11-25,5.9718547,5.98636,5.9908366,6.0103445,6.0071216,6.013039,6.066614
2013-11-26,5.9848976,5.986825,5.991451,6.011404,6.023424,6.0665584,6.05089
2013-11-27,5.985836,5.9909487,6.006706,6.013732,6.0771604,6.0785775,6.0843773
2013-11-28,5.992889,5.999429,6.0012197,6.069584,6.084791,6.075965,6.077512
2013-11-29,6.0022945,6.020546,6.061886,6.0659914,6.0329394,6.0793195,6.0497484
2013-12-01,6.015354,6.0658836,6.080398,6.0703096,6.1332927,6.0827246,6.086594
2013-12-02,6.0514984,6.07654,6.068778,6.042607,6.0854955,6.086259,6.072685
2013-12-03,6.087865,6.0893316,6.0516825,6.1029325,6.1215763,6.0891113,6.116232
2013-12-04,6.0711927,6.0948553,6.11915,6.115406,6.1033764,6.092673,6.095603
2013-12-05,6.107224,6.063635,6.077592,6.107892,6.1125503,6.106446,6.1253433
2013-12-06,6.10479,6.104699,6.0960703,6.09451,6.097932,6.1038537,6.106265
2013-12-08,6.0970383,6.0926876,6.092175,6.1343985,6.1060166,6.094912,6.1072373
2013-12-09,6.0906997,6.119223,6.121874,6.131453,6.0907187,6.1260586,6.113905
2013-12-10,6.0293717,6.045031,6.0758576,6.1115036,6.110684,6.1083403,6.1090546
2013-12-11,6.0993443,6.0782967,6.1086955,6.108899,6.135313,6.1175175,6.125622
2013-12-12,6.097821,6.119354,6.1166444,6.109631,6.1301947,6.1185265,6.134446
2013-12-13,6.120405,6.099654,6.1120644,6.111101,6.0948424,6.1068125,6.1398234
2013-12-15,6.0930142,6.1240077,6.1278534,6.102333,6.104781,6.110539,6.1382847
2013-12-16,6.1101336,6.1007795,6.117835,6.136312,6.114168,6.139074,6.1182804
2013-12-17,6.120493,6.113812,6.1301613,6.1267066,6.1567645,6.121586,6.1228604
2013-12-18,6.1143737,6.119937,6.12897,6.1205206,6.146901,6.1280365,6.121737
2013-12-19,6.117718,6.1088424,6.120562,6.125594,6.126985,6.131812,6.1393085
2013-12-20,6.130697,6.121086,6.124371,6.114731,6.124981,6.1279225,6.121204
2013-12-22,6.1555257,6.123133,6.131244,6.1229568,6.12297,6.131911,6.1128654
2013-12-23,6.126712,6.1450195,6.1309485,6.127454,6.1283026,6.1100464,6.162395
2013-12-24,6.134925,6.1252794,6.126257,6.139871,6.1049705,6.1306252,6.13056
2013-12-26,6.139225,6.123325,6.1368723,6.1131563,6.146357,6.125869,6.1355762
