,GBPAUD,GBPAUD,GBPAUD,GBPAUD,GBPAUD,GBPAUD,GBPAUD
2012-11-21,1.5515388,1.536766,1.5510145,1.5501559,1.5464693,1.5471299,1.5414635
2012-11-22,1.5441884,1.5494181,1.5492463,1.5470297,1.5475425,1.5405561,1.5390116
2012-11-23,1.5513357,1.5455413,1.5487707,1.5484954,1.5431861,1.5377473,1.5365909
2012-11-25,1.5511922,1.5452639,1.5460474,1.5412923,1.5364319,1.5367396,1.5337515
2012-11-26,1.5473381,1.5472528,1.5441673,1.5380726,1.5360382,1.5313395,1.524655
2012-11-27,1.5448368,1.5403099,1.5387679,1.5355079,1.5354434,1.5464569,1.5395534
2012-11-28,1.5384535,1.5373092,1.5366309,1.5428046,1.5363572,1.5361135,1.535634
2012-11-29,1.5358748,1.5370805,1.5346624,1.5363765,1.5354062,1.5352244,1.5351278
2012-11-30,1.5367763,1.5356556,1.5317864,1.5355693,1.5363923,1.5357298,1.5345792
2012-12-02,1.5336038,1.5432699,1.5345824,1.5362895,1.5353739,1.5361736,1.531003
2012-12-03,1.5371097,1.5398831,1.5340766,1.5356476,1.5364363,1.5399164,1.5414956
2012-12-04,1.5365721,1.5360796,1.5353441,1.5368245,1.529286,1.5331464,1.5398695
2012-12-05,1.5376297,1.5363134,1.5360396,1.5355828,1.5387585,1.5383859,1.5481004
2012-12-06,1.5423063,1.5351672,1.5428586,1.5379301,1.535243,1.5336583,1.5365372
2012-12-07,1.5323442,1.5392662,1.5258547,1.534601,1.5311487,1.5382684,1.5330931
2012-12-09,1.5349464,1.5384359,1.530356,1.531054,1.5370278,1.543944,1.5342429
2012-12-10,1.5399432,1.5379531,1.532787,1.5256549,1.5360174,1.5432519,1.5343585
2012-12-11,1.5376945,1.537597,1.5336654,1.5299394,1.5307344,1.5361328,1.5315589
2012-12-12,1.5386151,1.5302134,1.5292368,1.5346079,1.54407,1.5344852,1.5308515
2012-12-13,1.5359657,1.5359461,1.5257311,1.533304,1.5286075,1.5342818,1.5338919
2012-12-14,1.5271122,1.5359653,1.5355686,1.530035,1.5412179,1.534318,1.5345583
2012-12-16,1.5341358,1.5298407,1.5357208,1.5302179,1.5273356,1.5324804,1.5338564
2012-12-17,1.5276574,1.5419743,1.5330539,1.5350654,1.5323498,1.5355582,1.5360396
2012-12-18,1.5307657,1.5311266,1.5321391,1.536212,1.5325279,1.5335443,1.5338751
2012-12-19,1.543361,1.528394,1.5384158,1.5308926,1.533762,1.5342363,1.532635
2012-12-20,1.5269206,1.532682,1.5287261,1.5326943,1.5331352,1.5331831,1.5328453
2012-12-21,1.5274324,1.5332319,1.5329598,1.5317819,1.535206,1.5337123,1.5367866
2012-12-23,1.5321324,1.536337,1.5328528,1.5345846,1.5338283,1.5392519,1.5351818
2012-12-24,1.5330235,1.5347964,1.5340118,1.5314647,1.5330868,1.5359157,1.5359464
2012-12-26,1.532407,1.5338968,1.5336019,1.5355252,1.5353651,1.5355666,1.5353065
2012-12-27,1.5345149,1.5379028,1.5331572,1.5339553,1.5359898,1.5350059,1.5360551
2012-12-28,1.533474,1.5347414,1.5347928,1.5350103,1.5356002,1.5359814,1.537891
2012-12-30,1.5392072,1.5356131,1.5358747,1.5349871,1.5363485,1.536527,1.5378894
2012-12-31,1.5356601,1.5349442,1.5353541,1.5363046,1.5368385,1.5387802,1.5377983
2013-01-02,1.5350448,1.5362077,1.5355499,1.5346584,1.5367754,1.5357435,1.5361866
2013-01-03,1.5348271,1.5354431,1.5378408,1.5372608,1.5366299,1.5376484,1.5373299
2013-01-04,1.5365511,1.538321,1.5359371,1.5381511,1.534702,1.5368848,1.5345501
2013-01-06,1.5376492,1.5390656,1.5373402,1.5372267,1.536036,1.5361172,1.5334697
2013-01-07,1.537971,1.5353189,1.5359426,1.5371152,1.5360637,1.5366427,1.5395982
2013-01-08,1.5367118,1.5359275,1.5371063,1.5367068,1.5372751,1.5358956,1.5342064
2013-01-09,1.5362467,1.5369518,1.5361809,1.5373374,1.5362233,1.535244,1.5366219
2013-01-10,1.5364237,1.5358962,1.5361367,1.5365784,1.5376934,1.5359164,1.5351222
2013-01-11,1.536753,1.5369829,1.5356615,1.5373176,1.5367438,1.5354079,1.5334853
2013-01-13,1.5372212,1.5358624,1.5357286,1.536094,1.5379134,1.5353885,1.5335706
2013-01-14,1.5364153,1.5356493,1.535903,1.5342896,1.5312139,1.5386416,1.5314542
2013-01-15,1.536422,1.5362043,1.5364748,1.5371372,1.5349648,1.5353163,1.5295856
2013-01-16,1.5380317,1.5371066,1.5374541,1.5290977,1.5338838,1.5401286,1.5244008
2013-01-17,1.5353433,1.5324209,1.5346286,1.5405189,1.5264001,1.5272018,1.5372336
2013-01-18,1.5326335,1.5370946,1.5362874,1.5310308,1.527494,1.5259373,1.5388105
2013-01-20,1.5345558,1.535253,1.5375615,1.5389478,1.5309695,1.5325351,1.5326662
2013-01-21,1.5341405,1.5268376,1.542054,1.5381134,1.5293567,1.5297499,1.5316168
2013-01-22,1.5364112,1.5374529,1.5346041,1.5266773,1.5323877,1.5288228,1.5307362
2013-01-23,1.5384523,1.5421374,1.531728,1.5341899,1.5369618,1.5323615,1.5310829
2013-01-24,1.5354124,1.5282661,1.5297521,1.5272405,1.5383673,1.5301576,1.5289392
2013-01-25,1.5309223,1.5307956,1.5324887,1.5238497,1.5325215,1.5324374,1.5289308
2013-01-27,1.5299004,1.5370746,1.5303149,1.53296,1.5279961,1.5309068,1.5274643
2013-01-28,1.5295916,1.52855,1.5303774,1.5310185,1.5285249,1.526776,1.5261126
2013-01-29,1.534369,1.5315799,1.5304778,1.5297816,1.5274262,1.5244088,1.5207908
2013-01-30,1.5308831,1.5279084,1.5293274,1.5271901,1.5272256,1.523992,1.5189849
2013-01-31,1.5301375,1.5312805,1.5289404,1.5227472,1.5205271,1.5190443,1.5231302
2013-02-01,1.5268352,1.5271286,1.523195,1.522943,1.5209376,1.5196025,1.5208025
2013-02-03,1.5271237,1.5245342,1.5247381,1.5227618,1.5209887,1.5211158,1.5200735
2013-02-04,1.5248195,1.5288702,1.5221004,1.5233669,1.5201674,1.519108,1.5215324
2013-02-05,1.5241305,1.5218507,1.5213978,1.5204712,1.5187765,1.5208858,1.5184999
2013-02-06,1.5220883,1.5213253,1.5157675,1.5168712,1.5191078,1.5214747,1.5222929
2013-02-07,1.5205319,1.518816,1.5201454,1.5216612,1.516715,1.5137589,1.5229034
2013-02-08,1.5188233,1.5200114,1.519189,1.5197611,1.520675,1.5176147,1.514161
2013-02-10,1.5209216,1.5194852,1.5190471,1.5244641,1.5174749,1.5164456,1.518017
2013-02-11,1.5207313,1.5169837,1.5201256,1.5188408,1.517874,1.5159535,1.5171633
2013-02-12,1.5224992,1.5222728,1.5212634,1.5171653,1.5210842,1.5200033,1.5161387
2013-02-13,1.5219872,1.522866,1.5168109,1.5164334,1.5155346,1.519018,1.5114894
2013-02-14,1.5184624,1.5223757,1.5178249,1.5189055,1.5181282,1.5184187,1.512123
2013-02-15,1.519258,1.5175906,1.5188935,1.5160556,1.5149125,1.5108691,1.5107989
2013-02-17,1.5214344,1.5158732,1.5151877,1.5116501,1.514643,1.5103725,1.5137548
2013-02-18,1.5186199,1.5178424,1.5146339,1.5147138,1.513176,1.5096332,1.5097117
2013-02-19,1.5179386,1.5133526,1.515872,1.514074,1.511462,1.5110321,1.5150263
2013-02-20,1.5118976,1.5156336,1.5119352,1.5076187,1.5105138,1.5073887,1.5098901
2013-02-21,1.5127728,1.5133055,1.5101396,1.5128877,1.5101082,1.5086004,1.5059947
2013-02-22,1.5107079,1.5100133,1.5103296,1.5110393,1.5089428,1.5115284,1.5054114
2013-02-24,1.5149442,1.5107408,1.5141554,1.5106423,1.5108248,1.5013775,1.5052768
2013-02-25,1.50575,1.5130363,1.5031962,1.5069613,1.5058606,1.5077674,1.5077121
2013-02-26,1.5120915,1.5084889,1.510674,1.506133,1.506237,1.5040777,1.5047853
2013-02-27,1.5062296,1.5115689,1.5073885,1.5075839,1.5065517,1.5051297,1.5034572
2013-02-28,1.5110799,1.506217,1.5091197,1.507268,1.5083156,1.5050597,1.4995955
2013-03-01,1.5097567,1.5073495,1.5078412,1.5092396,1.5081419,1.5012302,1.5092475
2013-03-03,1.5061111,1.5109947,1.5088617,1.5057378,1.5104572,1.4993601,1.5038052
2013-03-04,1.5053903,1.5067244,1.5030854,1.5008987,1.5040258,1.5033588,1.4963672
2013-03-05,1.513362,1.501934,1.4986246,1.5061476,1.508627,1.4913414,1.496754
2013-03-06,1.5078222,1.5005869,1.5013574,1.4995892,1.5007237,1.5008507,1.4975811
2013-03-07,1.5016991,1.5014855,1.5039294,1.5039161,1.4988823,1.4986008,1.4910396
2013-03-08,1.5035955,1.5064086,1.5018197,1.4997493,1.4978291,1.4918312,1.4871365
2013-03-10,1.4990915,1.4991452,1.4965045,1.495693,1.4938015,1.4883757,1.4862528
2013-03-11,1.5017005,1.4930193,1.4982269,1.4923601,1.4892612,1.4880172,1.484488
2013-03-12,1.4998231,1.4978116,1.4945794,1.4836434,1.4829006,1.4844496,1.4796134
2013-03-13,1.4955461,1.4932784,1.4869859,1.4888469,1.4839864,1.4820764,1.4808248
2013-03-14,1.4924438,1.4857349,1.485821,1.4869862,1.4791942,1.4807601,1.4866146
2013-03-15,1.4848362,1.4826642,1.4834429,1.4860653,1.4778391,1.4780447,1.4742432
2013-03-17,1.4818435,1.4803624,1.4838448,1.4768039,1.4781654,1.4785922,1.474694
2013-03-18,1.4828494,1.4836663,1.4808474,1.4771608,1.4815042,1.4820035,1.4758873
2013-03-19,1.4790488,1.4812155,1.4799823,1.4840558,1.4762995,1.4697319,1.4769408
2013-03-20,1.4786038,1.4783661,1.4801466,1.4762677,1.4756932,1.4733086,1.4745665
2013-03-21,1.4787507,1.4799674,1.478816,1.4785061,1.47531,1.4727291,1.4715028
2013-03-22,1.4768027,1.4791234,1.474924,1.4736564,1.4757602,1.467838,1.4696195
2013-03-24,1.4784529,1.4728473,1.4725709,1.4718516,1.4671367,1.4692705,1.4593687
2013-03-25,1.476816,1.4739329,1.4719368,1.4685388,1.466652,1.4627025,1.4736168
2013-03-26,1.4712855,1.4736533,1.4710573,1.4679875,1.4657091,1.4695942,1.4592166
2013-03-27,1.4704164,1.4694984,1.4635236,1.4666417,1.4634383,1.4709177,1.4554121
2013-03-28,1.4676005,1.4659353,1.4645228,1.4537584,1.4631649,1.4631782,1.4612675
2013-03-31,1.4652754,1.4617156,1.4626241,1.4622175,1.4531825,1.4514307,1.4573305
2013-04-01,1.4629223,1.4685721,1.4712808,1.4620442,1.4633564,1.4435365,1.4610386
2013-04-02,1.4654607,1.4676906,1.4723603,1.46334,1.4648944,1.4573925,1.4602673
2013-04-03,1.4701964,1.4591682,1.457369,1.4588324,1.4587768,1.4728074,1.4630584
2013-04-04,1.4538127,1.4577379,1.4599295,1.458712,1.4658496,1.4565506,1.4575284
2013-04-05,1.4632314,1.456739,1.4549441,1.4588192,1.4554458,1.459888,1.4597986
2013-04-07,1.462448,1.4653034,1.4576982,1.4587247,1.4603255,1.4577956,1.4517585
2013-04-08,1.4606271,1.4545131,1.4652451,1.4588374,1.453572,1.461179,1.4589523
2013-04-09,1.4559164,1.4592531,1.4571409,1.457771,1.4563998,1.4559693,1.4576119
2013-04-10,1.4660767,1.4561323,1.4620626,1.4597948,1.4551105,1.4576008,1.4562236
2013-04-11,1.4566278,1.4603755,1.4591435,1.457547,1.4680889,1.4582682,1.4576434
2013-04-12,1.4606135,1.464323,1.4683619,1.457543,1.456926,1.4546394,1.4561666
2013-04-14,1.4717178,1.4521501,1.4605161,1.4575366,1.4557384,1.4602597,1.4671113
2013-04-15,1.4652405,1.4661292,1.4540894,1.4575281,1.4566302,1.4581145,1.4653026
2013-04-16,1.4621804,1.4528029,1.4563398,1.4575207,1.4571888,1.4554212,1.4551017
2013-04-17,1.4575027,1.4644967,1.4633075,1.4575131,1.457036,1.4579877,1.4554421
2013-04-18,1.4585891,1.4556389,1.4517074,1.4575042,1.4602083,1.4556667,1.4558175
2013-04-19,1.4576751,1.4573176,1.4622293,1.457495,1.4580537,1.4587207,1.4561204
2013-04-21,1.4569745,1.4567114,1.4468925,1.4574859,1.4576979,1.4559944,1.461534
2013-04-22,1.4554613,1.4571426,1.4601898,1.4574772,1.4587758,1.4529061,1.4599732
2013-04-23,1.4557235,1.4592268,1.4571694,1.4619164,1.4578093,1.4531411,1.4608042
2013-04-24,1.4595089,1.4580969,1.4570122,1.4859042,1.4591497,1.4596488,1.4597541
2013-04-25,1.4576898,1.4577589,1.4594228,1.4605105,1.4583471,1.4595588,1.4615158
2013-04-26,1.4580992,1.4623802,1.4592222,1.4630622,1.4600099,1.4594889,1.4633782
2013-04-28,1.4581294,1.4572047,1.4617519,1.4561949,1.463859,1.462846,1.4676949
2013-04-29,1.4598315,1.4582661,1.4602523,1.4594594,1.4630762,1.4652338,1.4703344
2013-04-30,1.4603276,1.4612882,1.4611701,1.4625648,1.4686148,1.46928,1.4741758
2013-05-01,1.4607654,1.4623814,1.46288,1.4658393,1.4690572,1.4728391,1.4755859
2013-05-02,1.4601206,1.4632248,1.4657526,1.4676266,1.4741703,1.4758826,1.4767789
2013-05-03,1.4662005,1.469089,1.4709202,1.4756823,1.4748724,1.476656,1.4796834
2013-05-05,1.467771,1.4684391,1.4749286,1.4775693,1.4787731,1.4792626,1.4813743
2013-05-06,1.4682127,1.4741048,1.4787449,1.48064,1.4778969,1.4780514,1.4803928
2013-05-07,1.4770564,1.4802607,1.4784877,1.479203,1.4796317,1.47977,1.4809717
2013-05-08,1.4757841,1.4748745,1.4792345,1.4803233,1.4764942,1.4814526,1.4828218
2013-05-09,1.475626,1.4784986,1.4781833,1.4805079,1.4836434,1.4881942,1.487084
2013-05-10,1.4757783,1.4789717,1.4808075,1.482638,1.4870367,1.4928075,1.4866165
2013-05-12,1.4831144,1.4816107,1.4833263,1.484068,1.4868394,1.4878106,1.4956981
2013-05-13,1.4792016,1.4826125,1.4822042,1.4854718,1.4888508,1.4982358,1.4970859
2013-05-14,1.4838634,1.4829421,1.4845457,1.4865727,1.4950101,1.4977316,1.5047392
2013-05-15,1.4841633,1.4870554,1.4864812,1.4921315,1.4951959,1.5032239,1.5027052
2013-05-16,1.4826208,1.4886422,1.4953412,1.4987942,1.4988853,1.5050027,1.5068899
2013-05-17,1.4885478,1.4972053,1.4964621,1.4980242,1.5034796,1.5067414,1.5096235
2013-05-19,1.4933294,1.4981554,1.4988691,1.5015996,1.5069296,1.510797,1.5130454
2013-05-20,1.4974602,1.501701,1.5047928,1.5063636,1.5079151,1.5104488,1.5142109
2013-05-21,1.4988449,1.5039067,1.5057926,1.5101879,1.5094678,1.5164343,1.5163447
2013-05-22,1.5013167,1.5066876,1.5072728,1.5125945,1.516778,1.5155183,1.5196692
2013-05-23,1.5059913,1.5087637,1.5100601,1.5115582,1.5099845,1.5197313,1.5204337
2013-05-24,1.5127507,1.5120391,1.5113817,1.5101941,1.5204494,1.5214655,1.5266049
2013-05-26,1.5123231,1.5156302,1.5140833,1.5198294,1.5188493,1.5215925,1.5284637
2013-05-27,1.514744,1.520261,1.5179403,1.5236411,1.5275825,1.5280991,1.5341915
2013-05-28,1.5113927,1.5148631,1.5192199,1.5321914,1.5218463,1.5329983,1.5352744
2013-05-29,1.5197337,1.5180906,1.5268569,1.527463,1.5305073,1.5313499,1.5327224
2013-05-30,1.5223386,1.5181656,1.5208391,1.5294132,1.5432158,1.5428618,1.53192
2013-05-31,1.5251706,1.5275509,1.5329894,1.5355285,1.5524874,1.5369238,1.5444673
2013-06-02,1.5270622,1.5317636,1.5377095,1.5342246,1.5390403,1.5425628,1.5423928
2013-06-03,1.5266501,1.5435565,1.5338649,1.5461891,1.5429246,1.545575,1.5524861
2013-06-04,1.5401874,1.5332103,1.5375075,1.5361077,1.546409,1.5504551,1.5519767
2013-06-05,1.5373425,1.5395851,1.5385551,1.5417118,1.548346,1.5546939,1.5510932
2013-06-06,1.5410058,1.5406166,1.5470796,1.5536919,1.5529346,1.5565258,1.555498
2013-06-07,1.541596,1.5479634,1.5514609,1.5551142,1.5596635,1.5585132,1.5620908
2013-06-09,1.5435253,1.5526166,1.5502317,1.5500817,1.557756,1.5582848,1.5580406
2013-06-10,1.5498205,1.5573974,1.5543844,1.5540618,1.5609914,1.561965,1.561076
2013-06-11,1.5535929,1.5511029,1.5588137,1.5581464,1.5599413,1.5611405,1.5629115
2013-06-12,1.5590003,1.5544603,1.5613474,1.5626004,1.5650737,1.5625937,1.5666307
2013-06-13,1.5533367,1.5598081,1.5549392,1.5552607,1.5625734,1.5693367,1.5693809
2013-06-14,1.5621119,1.5599933,1.5633808,1.567621,1.567368,1.5680318,1.560272
2013-06-16,1.5595872,1.5676423,1.5636843,1.5644583,1.5714263,1.5717007,1.5722017
2013-06-17,1.5567865,1.5689954,1.5679946,1.5686461,1.5735265,1.5732902,1.5770665
2013-06-18,1.5660682,1.5634133,1.5719177,1.5680556,1.5770117,1.5781312,1.5783848
2013-06-19,1.5719912,1.5681456,1.572611,1.5713904,1.5780284,1.5832442,1.5846918
2013-06-20,1.5660956,1.5815859,1.5740149,1.5769607,1.5731831,1.5776867,1.5830225
2013-06-21,1.5622957,1.5790193,1.5785364,1.5827829,1.5884547,1.5859407,1.6075742
2013-06-23,1.5728811,1.5770713,1.5742668,1.5744908,1.5935037,1.6099911,1.630881
2013-06-24,1.5739186,1.5775437,1.5762472,1.6051176,1.6131175,1.6309165,1.6344978
2013-06-25,1.5807823,1.5850716,1.5847081,1.6148382,1.6257871,1.634,1.6438394
2013-06-26,1.5860784,1.5836849,1.6104702,1.6216757,1.6322584,1.633241,1.6415226
2013-06-27,1.5829043,1.6106067,1.6306427,1.6328683,1.6397805,1.622194,1.6465948
2013-06-28,1.6102234,1.6253022,1.633897,1.6364472,1.6367457,1.6453651,1.6276678
2013-06-30,1.6262975,1.6336019,1.6308156,1.6469127,1.6319835,1.6521947,1.6435679
2013-07-01,1.6299632,1.633789,1.6373413,1.6411839,1.6360085,1.6414893,1.6416025
2013-07-02,1.6339924,1.6395494,1.6425755,1.6425762,1.6415869,1.6351237,1.6444576
2013-07-03,1.6428032,1.6474444,1.648267,1.6426904,1.6455157,1.6457129,1.6468359
2013-07-04,1.6478015,1.6427617,1.6424637,1.6370125,1.644187,1.6460309,1.6441776
2013-07-05,1.6421765,1.6486535,1.6430964,1.6485857,1.6457834,1.64168,1.6451949
2013-07-07,1.645668,1.639009,1.6457806,1.6452646,1.6439732,1.6455472,1.645639
2013-07-08,1.643277,1.6416006,1.6452944,1.6538153,1.6450305,1.6440732,1.6469707
2013-07-09,1.6448387,1.6485866,1.6456895,1.6463399,1.6471215,1.6463765,1.649015
2013-07-10,1.6432213,1.6399226,1.6451876,1.6497387,1.6451907,1.6476313,1.6458607
2013-07-11,1.644898,1.6400745,1.6434666,1.6518267,1.6481677,1.6500401,1.6486171
2013-07-12,1.6431638,1.6460354,1.6509985,1.6436402,1.6492162,1.6538604,1.6441964
2013-07-14,1.6459187,1.6464914,1.6451126,1.648877,1.6518828,1.6501591,1.6508955
2013-07-15,1.6427963,1.6479436,1.6504091,1.6473188,1.6493225,1.647418,1.652751
2013-07-16,1.6462536,1.6495452,1.6541439,1.6485434,1.6516812,1.6589146,1.6476028
2013-07-17,1.6464089,1.6497567,1.6507727,1.6497506,1.643383,1.65897,1.6513526
2013-07-18,1.6506948,1.6478704,1.6495255,1.6531389,1.6498101,1.6516159,1.6532309
2013-07-19,1.6500564,1.6490655,1.6515107,1.6534344,1.6497525,1.6508449,1.6549388
2013-07-21,1.6537044,1.6523668,1.6523464,1.6576226,1.6555959,1.6546369,1.6497635
2013-07-22,1.6533328,1.6486249,1.6549392,1.6562226,1.6551183,1.6550758,1.6537398
2013-07-23,1.6524285,1.6542573,1.6513805,1.6537279,1.6526695,1.6564395,1.6542145
2013-07-24,1.6543428,1.6559627,1.6545696,1.6530662,1.6561869,1.6539476,1.6588761
2013-07-25,1.6534703,1.6501436,1.6515628,1.6505687,1.6550754,1.6566781,1.6557432
2013-07-26,1.6565536,1.6585547,1.6558979,1.6540668,1.661183,1.6566256,1.6585734
2013-07-28,1.6554803,1.6593907,1.6587018,1.6655062,1.6562353,1.6654032,1.6584389
2013-07-29,1.6553305,1.6556723,1.6545569,1.662041,1.656882,1.6661344,1.6580157
2013-07-30,1.6561044,1.659028,1.662108,1.6645081,1.6625805,1.6546717,1.6583437
2013-07-31,1.6639535,1.6563635,1.6591141,1.6588495,1.6626635,1.6609733,1.6576647
2013-08-01,1.6549199,1.6588503,1.6588218,1.6594177,1.6595693,1.6616995,1.665249
2013-08-02,1.660471,1.6566916,1.6560405,1.6598879,1.6600406,1.6560627,1.6580757
2013-08-04,1.6553054,1.6584969,1.6613735,1.6590229,1.6585785,1.6624084,1.6637851
2013-08-05,1.6731446,1.6593009,1.6616063,1.6590407,1.6628783,1.6627322,1.6613305
2013-08-06,1.6627779,1.6564122,1.6560814,1.6591486,1.6649364,1.6602898,1.6616813
2013-08-07,1.6593721,1.6613102,1.6592234,1.6595063,1.6637942,1.6617491,1.660031
2013-08-08,1.6581948,1.663247,1.660725,1.6559136,1.6601009,1.6600525,1.6628742
2013-08-09,1.658601,1.6622194,1.6626501,1.6659856,1.6626652,1.6610436,1.6652662
2013-08-11,1.656822,1.6644129,1.6636882,1.6636393,1.6618197,1.6647513,1.6635411
2013-08-12,1.6586934,1.665344,1.6626666,1.6626872,1.6626303,1.6630046,1.6670218
2013-08-13,1.6610297,1.6609719,1.6627232,1.6663984,1.6645136,1.6670892,1.6673917
2013-08-14,1.661073,1.6587602,1.6642593,1.6651113,1.6649154,1.6662017,1.6714666
2013-08-15,1.6629734,1.6637866,1.6630217,1.6658657,1.669037,1.6709546,1.6852438
2013-08-16,1.6626918,1.6625512,1.6663444,1.6645513,1.6697798,1.6844752,1.6870697
2013-08-18,1.6649129,1.6675336,1.6671736,1.6719352,1.6781323,1.6875131,1.689554
2013-08-19,1.666645,1.6663959,1.6693501,1.6845641,1.6855173,1.6836333,1.6898721
2013-08-20,1.6636453,1.6682062,1.6863265,1.6856201,1.6859801,1.6901577,1.6854244
2013-08-21,1.6704152,1.6845914,1.6892092,1.6924701,1.6902871,1.6901175,1.6909859
2013-08-22,1.6833757,1.6861675,1.683579,1.6905357,1.6927571,1.6894749,1.6959167
2013-08-23,1.6880267,1.6881497,1.685936,1.6892715,1.6946384,1.6948271,1.697126
2013-08-25,1.684059,1.6937561,1.6921105,1.691984,1.696146,1.6962875,1.6966127
2013-08-26,1.6905077,1.691916,1.6925659,1.6975762,1.6913443,1.6988392,1.7024316
2013-08-27,1.6902434,1.6949825,1.6966773,1.7014724,1.6996111,1.7011447,1.7002261
2013-08-28,1.69446,1.6929454,1.7094889,1.698193,1.7021155,1.7063172,1.7082329
2013-08-29,1.7018232,1.6971003,1.6937208,1.700549,1.7017782,1.7030332,1.7044624
2013-08-30,1.693388,1.6988478,1.70095,1.7047315,1.7040303,1.7150087,1.7144507
2013-09-01,1.6979258,1.7010151,1.7094665,1.7057391,1.7076092,1.7104965,1.711812
2013-09-02,1.7043915,1.7090147,1.7049503,1.7075466,1.7084849,1.7087045,1.709085
2013-09-03,1.7150402,1.7067745,1.7061794,1.7068114,1.7056246,1.709951,1.7096907
2013-09-04,1.6988225,1.7053174,1.7018552,1.7069193,1.7133777,1.7111382,1.709535
2013-09-05,1.720778,1.7081246,1.7111027,1.7089736,1.7055812,1.709701,1.7093722
2013-09-06,1.711284,1.7086947,1.7093927,1.7114884,1.710352,1.7053784,1.7053082
2013-09-08,1.7067847,1.7091808,1.7104913,1.7067896,1.7090862,1.7096997,1.7089121
2013-09-09,1.7079756,1.7106915,1.7118074,1.7142571,1.7067783,1.7088645,1.7043792
2013-09-10,1.709893,1.7094578,1.7124773,1.7081808,1.712549,1.719342,1.7146579
2013-09-11,1.7079943,1.7072227,1.7079995,1.6985419,1.7084075,1.7054588,1.7083437
2013-09-12,1.7111646,1.7062805,1.714407,1.7126751,1.7096179,1.7073963,1.7044204
2013-09-13,1.7106586,1.704825,1.7120109,1.7115409,1.7057339,1.7032101,1.7049956
2013-09-15,1.7097414,1.7102039,1.7053515,1.7047378,1.7058048,1.7087094,1.7056446
2013-09-16,1.7058752,1.7131457,1.7123857,1.7092516,1.7088118,1.7107342,1.7039845
2013-09-17,1.7124257,1.7076479,1.7124871,1.7087951,1.7092288,1.7058889,1.7069404
2013-09-18,1.7124166,1.7047136,1.7037625,1.7102474,1.704168,1.7043676,1.7060875
2013-09-19,1.7076043,1.7081251,1.7034798,1.7052921,1.7063586,1.7065033,1.7070609
2013-09-20,1.7055913,1.706253,1.7055724,1.7065754,1.7041903,1.7057302,1.6979814
2013-09-22,1.7022563,1.7060918,1.704615,1.7078773,1.7040886,1.7052872,1.7024807
2013-09-23,1.7030624,1.7050351,1.7056881,1.7076418,1.7084198,1.706669,1.7008286
2013-09-24,1.7047689,1.716409,1.7118244,1.7104831,1.703737,1.7074208,1.7110633
2013-09-25,1.7049737,1.7093822,1.7042079,1.7094941,1.7064534,1.7106822,1.711896
2013-09-26,1.7064108,1.7079514,1.7069144,1.7122836,1.7114384,1.7174866,1.7112514
2013-09-27,1.706398,1.7091352,1.7117318,1.7095059,1.7163639,1.7147886,1.7095152
2013-09-29,1.7092257,1.7110482,1.711325,1.7142785,1.7108842,1.7124208,1.7127258
2013-09-30,1.7066337,1.710123,1.7098616,1.7181838,1.7127815,1.712624,1.7177181
2013-10-01,1.7111006,1.7130966,1.7091811,1.7140079,1.7157234,1.7107036,1.7053598
2013-10-02,1.7143874,1.7100624,1.7119197,1.7081388,1.7174358,1.7106466,1.7083082
2013-10-03,1.7102108,1.715625,1.7110202,1.7114137,1.6903827,1.7080152,1.7150744
2013-10-04,1.7126688,1.7094605,1.7115567,1.7030435,1.711426,1.7085643,1.7051289
2013-10-06,1.7117925,1.711244,1.7123625,1.7229736,1.7110703,1.7075697,1.7055792
2013-10-07,1.7129823,1.7183967,1.7057568,1.7129993,1.7058115,1.7087102,1.7035927
2013-10-08,1.7013755,1.7144014,1.7183373,1.7183398,1.7003078,1.7099214,1.7036053
2013-10-09,1.7085985,1.7047479,1.7032402,1.7065344,1.6989508,1.7035989,1.69498
2013-10-10,1.7061367,1.7041308,1.704837,1.7056072,1.7031615,1.7015591,1.7041905
2013-10-11,1.7066218,1.7001348,1.7067089,1.7031611,1.7051624,1.7046187,1.7042825
2013-10-13,1.7047582,1.7043357,1.7062796,1.7082702,1.7028257,1.7041886,1.6994439
2013-10-14,1.700291,1.7045856,1.7044395,1.6982656,1.7011733,1.7012038,1.7012199
2013-10-15,1.7036327,1.6997411,1.7046566,1.7094163,1.7073575,1.6999654,1.7023511
2013-10-16,1.700835,1.705,1.706826,1.6943282,1.7010827,1.6928554,1.7031788
2013-10-17,1.7009435,1.6981145,1.6987044,1.7074692,1.7016865,1.698632,1.7023282
2013-10-18,1.6937,1.7092919,1.7008344,1.7009033,1.7053441,1.701581,1.7003866
2013-10-20,1.704164,1.6974325,1.6994357,1.6997417,1.7024622,1.7047617,1.7027651
2013-10-21,1.7008724,1.7054664,1.7009318,1.7004621,1.7017596,1.7005138,1.6983947
2013-10-22,1.701592,1.7005402,1.6997253,1.7000314,1.7020943,1.702396,1.7019467
2013-10-23,1.7009411,1.7019197,1.7018921,1.6998427,1.6996436,1.697797,1.6995548
2013-10-24,1.7016832,1.7006825,1.7011812,1.6988876,1.7029665,1.6987009,1.6953522
2013-10-25,1.7015843,1.7008827,1.7014828,1.6919951,1.6996925,1.6966298,1.6888695
2013-10-27,1.7043796,1.7026625,1.6984221,1.7000477,1.6946467,1.6927761,1.6938056
