,GBPAUD,GBPAUD,GBPAUD,GBPAUD,GBPAUD,GBPAUD,GBPAUD
2011-12-15,1.5549833,1.5541782,1.5560153,1.5534271,1.5580038,1.5641011,1.5552868
2011-12-16,1.5608168,1.5523813,1.5621327,1.570387,1.5581343,1.5598437,1.5682691
2011-12-18,1.5544424,1.5572453,1.5572275,1.5590348,1.5538983,1.5564357,1.5560417
2011-12-19,1.5560291,1.548943,1.5667095,1.5612653,1.5644455,1.5723248,1.5535072
2011-12-20,1.5478272,1.5612929,1.5567045,1.5682914,1.5467755,1.550253,1.5573914
2011-12-21,1.5640332,1.5540062,1.5529422,1.553601,1.5496142,1.5560656,1.5547475
2011-12-22,1.5589461,1.5608321,1.5573024,1.5457516,1.5564716,1.5547758,1.5552588
2011-12-23,1.5571946,1.5577383,1.5502498,1.5554856,1.5561647,1.5555899,1.5494362
2011-12-27,1.5535254,1.5538192,1.5563837,1.5562834,1.5553586,1.5520362,1.5451496
2011-12-28,1.5532484,1.5545408,1.5566971,1.5561643,1.5543122,1.5474635,1.5464222
2011-12-29,1.5558238,1.5584681,1.5533373,1.5497974,1.5459992,1.5429058,1.5457284
2011-12-30,1.555229,1.5538054,1.5501312,1.5452042,1.5439755,1.5444498,1.5488915
2012-01-02,1.5548433,1.5511168,1.5440317,1.5450251,1.5441191,1.539631,1.5390474
2012-01-03,1.5515528,1.5477839,1.5457734,1.5465083,1.5402391,1.5449117,1.534246
2012-01-04,1.5455893,1.5432948,1.5443952,1.5494734,1.5447531,1.5421364,1.5428463
2012-01-05,1.5478206,1.5428377,1.5499268,1.5407234,1.534293,1.5395181,1.5319183
2012-01-06,1.5467937,1.542474,1.5452238,1.5502031,1.537479,1.537992,1.5330222
2012-01-08,1.5366272,1.5368674,1.5362062,1.5414896,1.5347638,1.5338436,1.5337138
2012-01-09,1.5369025,1.5421262,1.5370563,1.535873,1.5360676,1.5307432,1.5292141
2012-01-10,1.5389806,1.5393428,1.5303415,1.5316442,1.5361135,1.5301685,1.5293778
2012-01-11,1.541142,1.5372186,1.526727,1.5321114,1.5328696,1.5264714,1.5191562
2012-01-12,1.5354512,1.5357734,1.5331788,1.5318165,1.5237132,1.5298011,1.5263635
2012-01-13,1.5365907,1.5314381,1.5320288,1.5325432,1.5324757,1.5264351,1.5331805
2012-01-15,1.534778,1.5266979,1.527281,1.5287936,1.5238625,1.5198807,1.5223573
2012-01-16,1.5326539,1.5325732,1.5301244,1.5298027,1.5339569,1.5296628,1.5247393
2012-01-17,1.5428021,1.5257251,1.5218909,1.5123597,1.5169387,1.5245999,1.5170826
2012-01-18,1.5202554,1.5259815,1.5228199,1.5201159,1.5209908,1.5217409,1.514832
2012-01-19,1.5264343,1.5137812,1.5137813,1.5220388,1.5185819,1.5152228,1.5197849
2012-01-20,1.5222483,1.5238334,1.519159,1.5178446,1.5138322,1.5153468,1.5125622
2012-01-22,1.5222204,1.5189625,1.518719,1.5262417,1.51338,1.518945,1.5056539
2012-01-23,1.5239046,1.5173858,1.51275,1.5172782,1.5054808,1.5081607,1.5116546
2012-01-24,1.5171667,1.517878,1.515682,1.5118628,1.4893148,1.5136522,1.505437
2012-01-25,1.5119176,1.5098512,1.5144855,1.5067501,1.5077844,1.5043947,1.502714
2012-01-26,1.5153424,1.516756,1.515641,1.4992673,1.4975038,1.5022658,1.4980705
2012-01-27,1.5151283,1.5118142,1.5083312,1.5129853,1.492233,1.5029898,1.4933919
2012-01-29,1.5196307,1.5105321,1.5077553,1.4985198,1.4990011,1.4896029,1.4882035
2012-01-30,1.5061628,1.5047903,1.5004888,1.4994729,1.4905398,1.4872172,1.4747082
2012-01-31,1.507147,1.5057383,1.5000114,1.490644,1.4918323,1.5109624,1.4809026
2012-02-01,1.5008125,1.5045521,1.4958731,1.4952278,1.4894707,1.5044678,1.4855613
2012-02-02,1.4944212,1.4861442,1.4877595,1.4865928,1.4785504,1.4893389,1.4864346
2012-02-03,1.4922913,1.4889908,1.5087026,1.4850721,1.4886746,1.4862047,1.4887031
2012-02-05,1.4873616,1.4804496,1.4783093,1.487181,1.4811629,1.4849643,1.4845768
2012-02-06,1.4867682,1.4923422,1.4896266,1.4855185,1.4832764,1.4782121,1.4828238
2012-02-07,1.4810432,1.4911041,1.4908375,1.4823433,1.4798695,1.4860817,1.4799403
2012-02-08,1.48794,1.4883208,1.4924268,1.4814258,1.4849633,1.4829233,1.4813272
2012-02-09,1.4902467,1.485615,1.483348,1.4849488,1.4836483,1.481401,1.4804106
2012-02-10,1.4873714,1.4867125,1.4829811,1.4826373,1.4812074,1.4808242,1.4800931
2012-02-12,1.4788771,1.4803797,1.4827942,1.4813309,1.4827929,1.4810324,1.4771171
2012-02-13,1.4827313,1.4800247,1.4817467,1.4835736,1.480525,1.479945,1.4792284
2012-02-14,1.4820325,1.483062,1.4819747,1.480418,1.4813609,1.4793144,1.4773335
2012-02-15,1.4823028,1.4816605,1.4802473,1.4805129,1.480284,1.4775732,1.4784734
2012-02-16,1.4821553,1.47909,1.4786924,1.4794827,1.4738363,1.4790506,1.4768227
2012-02-17,1.4800597,1.4807312,1.4807782,1.4780884,1.4805714,1.4783181,1.4732611
2012-02-19,1.4809806,1.4776804,1.4738449,1.4789829,1.4726089,1.4795537,1.4782857
2012-02-20,1.4782517,1.4770744,1.4759641,1.476675,1.4772375,1.4756587,1.4735024
2012-02-21,1.4793108,1.474893,1.4759905,1.4726684,1.4741467,1.4729183,1.4771066
2012-02-22,1.4819448,1.480201,1.4721736,1.4801354,1.473371,1.479245,1.4773928
2012-02-23,1.4739808,1.478538,1.4771748,1.47751,1.482244,1.4789658,1.4788003
2012-02-24,1.480404,1.4760404,1.4760953,1.4791951,1.4783665,1.4783424,1.4730146
2012-02-26,1.4795345,1.4773747,1.4725974,1.4756699,1.4805967,1.4810834,1.4704043
2012-02-27,1.4751642,1.4770571,1.4820987,1.477716,1.4764622,1.4763563,1.4708256
2012-02-28,1.4727571,1.4746046,1.4794402,1.4822276,1.4753242,1.4820416,1.4697468
2012-02-29,1.4787743,1.4790322,1.4813057,1.4805533,1.4758028,1.4703946,1.4735838
2012-03-01,1.4765584,1.476222,1.4772325,1.4791768,1.4779905,1.4732538,1.4745247
2012-03-02,1.4757285,1.4786648,1.4793444,1.4803126,1.474041,1.4767992,1.4766659
2012-03-04,1.4749368,1.4763582,1.4788736,1.4745538,1.476064,1.4720623,1.4753171
2012-03-05,1.4722174,1.4782412,1.4758041,1.4749246,1.4736894,1.475634,1.4733133
2012-03-06,1.477374,1.4801912,1.4702756,1.4700435,1.47656,1.4727237,1.4719983
2012-03-07,1.4759448,1.47895,1.4732101,1.4801219,1.4758406,1.4773195,1.4712334
2012-03-08,1.4761453,1.478809,1.479228,1.4705609,1.4722705,1.4791968,1.4825581
2012-03-09,1.471894,1.4730285,1.4751846,1.4754943,1.4770093,1.4741813,1.4772668
2012-03-11,1.4783331,1.4774482,1.4748601,1.4768336,1.4756391,1.4730768,1.4725958
2012-03-12,1.475912,1.47578,1.4804355,1.4742773,1.4747031,1.4740236,1.4733934
2012-03-13,1.4766676,1.4742975,1.4720483,1.4796941,1.4791979,1.4777995,1.4777375
2012-03-14,1.4735836,1.4783719,1.475289,1.4758664,1.4770296,1.4760957,1.4666091
2012-03-15,1.4743583,1.4736509,1.4747543,1.475985,1.4745917,1.4739333,1.4765159
2012-03-16,1.4751911,1.473933,1.4756882,1.474194,1.4723687,1.4765716,1.4783213
2012-03-18,1.4776101,1.4742482,1.4754758,1.47932,1.4803606,1.4813578,1.4830816
2012-03-19,1.4749006,1.4747479,1.4762721,1.4766906,1.4797769,1.479307,1.479219
2012-03-20,1.4766319,1.4778436,1.4787126,1.4790084,1.4809669,1.4792058,1.4840862
2012-03-21,1.4753824,1.477233,1.4761498,1.4793385,1.4797435,1.4826357,1.4840115
2012-03-22,1.4773827,1.4814117,1.4797447,1.4799728,1.4800884,1.4844182,1.4846902
2012-03-23,1.4799827,1.4790357,1.4797182,1.4827237,1.4845352,1.4854796,1.4864528
2012-03-25,1.4816916,1.4787548,1.481653,1.485445,1.4825797,1.485178,1.4862609
2012-03-26,1.4792871,1.4826741,1.4835594,1.4849913,1.4865909,1.4831626,1.4840304
2012-03-27,1.4835753,1.4829304,1.4842125,1.4856604,1.4850509,1.4874017,1.4866648
2012-03-28,1.4821109,1.4845195,1.4869988,1.4863958,1.4873636,1.4890509,1.4907383
2012-03-29,1.4838146,1.4862427,1.4876473,1.4856014,1.4879972,1.4902978,1.4902574
2012-03-30,1.485554,1.48755,1.4859663,1.489897,1.4925319,1.4895453,1.4940425
2012-04-01,1.4862671,1.487259,1.487846,1.4886448,1.4890816,1.4903656,1.4917432
2012-04-02,1.4874736,1.4884303,1.4878371,1.4933001,1.4925213,1.4922824,1.4927645
2012-04-03,1.4903027,1.4884474,1.4899726,1.4934208,1.4907601,1.4942414,1.4942987
2012-04-04,1.4886148,1.4897549,1.4913969,1.491745,1.4970889,1.4984481,1.4974905
2012-04-05,1.4898915,1.4940469,1.4960004,1.49972,1.4970433,1.500582,1.5097501
2012-04-08,1.4920768,1.4930693,1.4935734,1.4994127,1.4955996,1.513567,1.514054
2012-04-09,1.4928943,1.5009605,1.5007167,1.5054905,1.5072039,1.5105884,1.5148458
2012-04-10,1.4960029,1.4950736,1.4961859,1.508992,1.5024974,1.5104761,1.524579
2012-04-11,1.5016942,1.50153,1.5091552,1.5135231,1.5195129,1.511461,1.5219936
2012-04-12,1.5030832,1.5116131,1.5118728,1.5167093,1.5216172,1.5272003,1.5226746
2012-04-13,1.5109951,1.5122612,1.5147979,1.515331,1.5256627,1.5258845,1.5250975
2012-04-15,1.5100116,1.5124598,1.5170925,1.5204437,1.5228019,1.5236317,1.5316547
2012-04-16,1.5127809,1.5169709,1.5220596,1.5214647,1.5265679,1.5249112,1.5259746
2012-04-17,1.5213851,1.5204599,1.5263662,1.5230633,1.529796,1.5314124,1.5321304
2012-04-18,1.5229915,1.5242791,1.5233248,1.5250363,1.5359833,1.5312487,1.5317811
2012-04-19,1.5195218,1.5231755,1.5347185,1.5278726,1.5310354,1.5327296,1.5318123
2012-04-20,1.5239275,1.5366323,1.5319979,1.532915,1.5310985,1.5358223,1.5326326
2012-04-22,1.5277507,1.5247124,1.5311055,1.5335532,1.5414376,1.5343174,1.5382758
2012-04-23,1.5237129,1.5318536,1.5348371,1.535013,1.5314296,1.5392263,1.5377041
2012-04-24,1.5257248,1.5326014,1.5366981,1.5359789,1.5325803,1.535858,1.5378846
2012-04-25,1.5334151,1.5312368,1.5347624,1.5368805,1.5379987,1.5390612,1.5369289
2012-04-26,1.529854,1.5391273,1.5357014,1.5365566,1.5426601,1.537123,1.5436897
2012-04-27,1.5347673,1.5350143,1.5367973,1.5358434,1.5403168,1.5352118,1.5395727
2012-04-29,1.5374784,1.5360651,1.5375463,1.5363345,1.542247,1.5345366,1.5490927
2012-04-30,1.5357641,1.5374756,1.5379252,1.5441988,1.5450327,1.5379083,1.542025
2012-05-01,1.5316606,1.5413256,1.5413059,1.5473726,1.5436007,1.5342377,1.5444906
2012-05-02,1.544988,1.543737,1.5383229,1.5431718,1.5416865,1.5445514,1.541733
2012-05-03,1.5387698,1.5345026,1.5433918,1.5390043,1.5445704,1.5421009,1.5502822
2012-05-04,1.5404179,1.5333543,1.5399756,1.543087,1.5430292,1.5395033,1.5466667
2012-05-06,1.5350045,1.5481642,1.5429846,1.5433507,1.554321,1.5444896,1.5490537
2012-05-07,1.5525075,1.5435467,1.5504568,1.5443687,1.5506039,1.5507689,1.5520699
2012-05-08,1.5457608,1.5421906,1.5404059,1.5463679,1.5465727,1.5574327,1.5574838
2012-05-09,1.5500429,1.5454648,1.5514001,1.5517495,1.5468915,1.5543321,1.55459
2012-05-10,1.5399096,1.5455384,1.5514895,1.557872,1.5560044,1.553646,1.5588863
2012-05-11,1.5453687,1.5524093,1.5548309,1.5539982,1.5566199,1.5575569,1.5551077
2012-05-13,1.5520604,1.5557319,1.5543659,1.5589968,1.5568547,1.5581467,1.559649
2012-05-14,1.5519406,1.5580695,1.5552667,1.5554328,1.5576096,1.5609999,1.5637214
2012-05-15,1.557719,1.5571523,1.5537854,1.5577399,1.5589634,1.5615177,1.5631853
2012-05-16,1.5534854,1.5555204,1.5529783,1.5586493,1.5597881,1.5638003,1.5664729
2012-05-17,1.5590883,1.5621665,1.5578457,1.566052,1.5626808,1.5599767,1.5753663
2012-05-18,1.5559705,1.5592327,1.5607215,1.5602686,1.5648811,1.5660942,1.5649731
2012-05-20,1.564285,1.5600952,1.5674524,1.5626986,1.56785,1.5659733,1.5745052
2012-05-21,1.5619302,1.5645418,1.5676494,1.5692439,1.5767446,1.5748969,1.5814755
2012-05-22,1.5616568,1.5640008,1.5688778,1.5799059,1.5733104,1.5783209,1.5897906
2012-05-23,1.5731598,1.5685318,1.5722641,1.5765811,1.5827932,1.5857234,1.5913204
2012-05-24,1.563029,1.5705602,1.5759102,1.5818782,1.5896546,1.5855029,1.5863479
2012-05-25,1.5643084,1.5740635,1.5803425,1.5863303,1.5927916,1.5944595,1.5930731
2012-05-27,1.5775962,1.5823452,1.5863489,1.5909513,1.5920951,1.5943379,1.590844
2012-05-28,1.5798383,1.5866956,1.5937598,1.5934813,1.594893,1.5938122,1.5948815
2012-05-29,1.5867047,1.5931711,1.5873585,1.5899569,1.588561,1.5926033,1.5936887
2012-05-30,1.5945925,1.589735,1.594453,1.5897646,1.5948261,1.5925071,1.5985858
2012-05-31,1.5916333,1.5959852,1.5993187,1.5984557,1.5931575,1.5968751,1.5921432
2012-06-01,1.5954914,1.5916525,1.5953947,1.5907758,1.5933689,1.5914758,1.5912687
2012-06-03,1.5970261,1.588525,1.593611,1.5910666,1.5944687,1.5918865,1.593506
2012-06-04,1.5941226,1.5935938,1.5883019,1.5937178,1.599678,1.597631,1.5960284
2012-06-05,1.5921569,1.5870821,1.5896976,1.5892458,1.5941057,1.5979605,1.5901088
2012-06-06,1.5968769,1.5953251,1.5912555,1.5952456,1.591127,1.5882528,1.5961694
2012-06-07,1.5898355,1.5934197,1.5946354,1.5874052,1.5861733,1.5971867,1.5901008
2012-06-08,1.5954734,1.5895605,1.5919023,1.5965914,1.5932555,1.5933245,1.5873846
2012-06-10,1.5893354,1.5882353,1.590663,1.5949647,1.5904326,1.5947872,1.5898254
2012-06-11,1.5928416,1.591774,1.5935708,1.593845,1.5880641,1.5915092,1.5972477
2012-06-12,1.5898105,1.588295,1.595006,1.5893753,1.5954839,1.5878913,1.5895449
2012-06-13,1.5965517,1.5965304,1.5962343,1.5934732,1.5961194,1.5923053,1.5950905
2012-06-14,1.5934314,1.5879031,1.5929972,1.592423,1.5888921,1.59176,1.5902767
2012-06-15,1.5899861,1.596243,1.5912943,1.591311,1.595303,1.5930367,1.5892094
2012-06-17,1.5954194,1.5900854,1.596143,1.5918727,1.5907536,1.5916624,1.589285
2012-06-18,1.5951792,1.5883503,1.5942066,1.5926777,1.5934637,1.5928123,1.5858836
2012-06-19,1.591493,1.5931848,1.5898209,1.5902915,1.5918415,1.5912312,1.5854264
2012-06-20,1.595149,1.5911165,1.590913,1.5896493,1.5890142,1.5891078,1.5833769
2012-06-21,1.5931658,1.591934,1.5854971,1.5873028,1.5883472,1.5758024,1.5743647
2012-06-22,1.5895268,1.5906746,1.5854646,1.5881293,1.5803459,1.5766313,1.5703417
2012-06-24,1.5886604,1.5858448,1.5837619,1.5806006,1.5746152,1.5731022,1.5720134
2012-06-25,1.5867528,1.5877007,1.5844598,1.5722268,1.5634131,1.5704366,1.5712461
2012-06-26,1.5823982,1.5793309,1.5730377,1.5777874,1.5698172,1.5614098,1.5629824
2012-06-27,1.5815899,1.5787524,1.5709909,1.5603447,1.5635877,1.5657965,1.5671428
2012-06-28,1.5721285,1.5666621,1.5762205,1.5656853,1.564213,1.559638,1.5569834
2012-06-29,1.5679187,1.57124,1.5575111,1.5620139,1.5627369,1.559978,1.5567535
2012-07-01,1.5622833,1.5653312,1.5789431,1.5612062,1.5536969,1.5607038,1.5539496
2012-07-02,1.5758455,1.5734861,1.5606873,1.5569866,1.5579741,1.5550718,1.5570426
2012-07-03,1.5621688,1.566812,1.5624557,1.5654849,1.5643828,1.5487248,1.5539479
2012-07-04,1.554883,1.5610358,1.556922,1.5441409,1.5541129,1.5512671,1.5459133
2012-07-05,1.5630338,1.5593702,1.5566596,1.5548853,1.5623336,1.5497427,1.5580883
2012-07-06,1.5655138,1.554996,1.5538259,1.5539355,1.562171,1.5571699,1.5515362
2012-07-08,1.5530969,1.5589622,1.5539522,1.5491164,1.5494833,1.5520647,1.551139
2012-07-09,1.5514317,1.556346,1.5561712,1.551965,1.5503302,1.5500088,1.5437967
2012-07-10,1.5532374,1.5585344,1.5543648,1.548684,1.5553892,1.5491401,1.549024
2012-07-11,1.5499692,1.5524411,1.5538747,1.5533996,1.5509546,1.5491793,1.5482559
2012-07-12,1.5571156,1.5550562,1.5460404,1.5472507,1.5488445,1.5456607,1.5458559
2012-07-13,1.5538385,1.55136,1.5492485,1.5486193,1.5463156,1.5451359,1.5430183
2012-07-15,1.5487698,1.5436114,1.5497698,1.5516671,1.5466521,1.5433639,1.5427952
2012-07-16,1.5449961,1.5483328,1.5470797,1.5432749,1.5416989,1.5430427,1.5337468
2012-07-17,1.538643,1.5482523,1.5473324,1.5473866,1.5395969,1.532884,1.5271306
2012-07-18,1.5468723,1.5440385,1.5425491,1.5454977,1.5312345,1.5306611,1.5322855
2012-07-19,1.5480794,1.5444804,1.5419203,1.5327264,1.5322984,1.5195965,1.5246401
2012-07-20,1.5431521,1.5415314,1.5351626,1.5279347,1.529742,1.531848,1.5234615
2012-07-22,1.5436401,1.5323485,1.5273705,1.5291299,1.5213208,1.5208786,1.5187305
2012-07-23,1.5349989,1.5304301,1.5335636,1.528496,1.5203215,1.5242598,1.5209441
2012-07-24,1.5280939,1.5305173,1.5266342,1.5274136,1.5263026,1.5214288,1.521599
2012-07-25,1.5281379,1.5301533,1.5244416,1.5278568,1.5218321,1.5215232,1.5213612
2012-07-26,1.526217,1.5318872,1.5232484,1.5214186,1.5206338,1.5243665,1.5216544
2012-07-27,1.5216604,1.5280213,1.5264363,1.5129507,1.5193009,1.5240731,1.5181937
2012-07-29,1.5252619,1.5301775,1.5243627,1.5183392,1.5187862,1.5177965,1.5192505
2012-07-30,1.5247557,1.5230542,1.5167407,1.528109,1.525749,1.5155095,1.5183864
2012-07-31,1.5247151,1.5211651,1.5236853,1.5185226,1.5167553,1.5194821,1.5156618
2012-08-01,1.5285879,1.5077686,1.5196738,1.5185848,1.5169622,1.5157741,1.51507
2012-08-02,1.5210888,1.5207201,1.5195407,1.5183705,1.5162847,1.5218173,1.5089989
2012-08-03,1.5247633,1.5200397,1.5179286,1.5178345,1.5167953,1.5156267,1.5059316
2012-08-05,1.5174199,1.5133387,1.5182022,1.5052965,1.505793,1.5108427,1.51482
2012-08-06,1.5187852,1.5170468,1.5144011,1.5133682,1.511031,1.513694,1.51015
2012-08-07,1.5206424,1.5132706,1.5149918,1.5114033,1.5143713,1.5117064,1.508416
2012-08-08,1.5137656,1.5089909,1.5096251,1.5121901,1.5052775,1.5074201,1.4993871
2012-08-09,1.5145259,1.5136496,1.513361,1.5089412,1.5062898,1.5037348,1.5101379
2012-08-10,1.5135745,1.5108914,1.5107023,1.5127995,1.5072622,1.5112419,1.4970118
2012-08-12,1.5077376,1.5107538,1.5105104,1.5095294,1.5123723,1.5070488,1.5017679
2012-08-13,1.5023466,1.5047818,1.5128965,1.505273,1.513322,1.5010586,1.5029278
2012-08-14,1.5060387,1.4992726,1.5048681,1.5116365,1.5042208,1.5023714,1.5068742
2012-08-15,1.5095768,1.5090998,1.4946282,1.5085295,1.502456,1.4950231,1.5014964
2012-08-16,1.5045385,1.502382,1.5071765,1.5009942,1.5055058,1.5047221,1.4969085
2012-08-17,1.5040685,1.5043244,1.5041219,1.4952106,1.4971218,1.5038583,1.4985371
2012-08-19,1.5062796,1.5046467,1.5098152,1.5025958,1.5018585,1.497535,1.508571
2012-08-20,1.5081308,1.5024987,1.5039014,1.5046179,1.4985193,1.503761,1.4992614
2012-08-21,1.5090106,1.5101022,1.4987425,1.4997094,1.5071069,1.501491,1.5082761
2012-08-22,1.503177,1.5017484,1.5066289,1.4999816,1.5025492,1.503479,1.5065892
2012-08-23,1.5106852,1.5076752,1.5079123,1.5032994,1.5026171,1.5007973,1.4986748
2012-08-24,1.5098149,1.4977558,1.5011082,1.5038047,1.4962496,1.505145,1.500296
2012-08-26,1.5035548,1.5077087,1.498273,1.4993582,1.4987518,1.50001,1.5065622
2012-08-27,1.4995146,1.4983541,1.5068679,1.5006142,1.4990788,1.5011022,1.5024673
2012-08-28,1.5028234,1.5079013,1.4973423,1.5003533,1.5022112,1.5011033,1.4969879
2012-08-29,1.5034845,1.4988977,1.506084,1.5010481,1.5029582,1.4998608,1.5123827
2012-08-30,1.505209,1.5081363,1.502979,1.4962897,1.4987291,1.5058054,1.5016162
2012-08-31,1.4984044,1.4993505,1.4980584,1.4983864,1.5011568,1.491356,1.5028422
2012-09-02,1.5084822,1.5022914,1.5028293,1.5074008,1.5034394,1.4972627,1.5021194
2012-09-03,1.5048757,1.502367,1.5144842,1.5063622,1.5055064,1.4979327,1.5000961
2012-09-04,1.5024184,1.5042675,1.5030073,1.4993665,1.503962,1.5144863,1.501652
2012-09-05,1.5007318,1.5041821,1.5023291,1.5117551,1.5008361,1.4998536,1.503177
2012-09-06,1.5036875,1.5020919,1.50151,1.5010014,1.5064995,1.5074936,1.5053476
2012-09-07,1.4931871,1.5041261,1.5044701,1.5047166,1.5028071,1.5067015,1.5120885
2012-09-09,1.510808,1.502229,1.501824,1.5002166,1.504173,1.5097885,1.5163934
2012-09-10,1.5102805,1.5020705,1.5034416,1.5105275,1.5110878,1.5158254,1.5183543
2012-09-11,1.5011872,1.5014889,1.5102416,1.513777,1.5133739,1.5212904,1.5217975
2012-09-12,1.5033205,1.510293,1.5142968,1.5154375,1.5174825,1.5193069,1.5211627
2012-09-13,1.5021719,1.5129089,1.5174515,1.5188661,1.5167415,1.5264132,1.5249065
2012-09-14,1.5126328,1.5146052,1.518502,1.5210909,1.5217522,1.5241221,1.5276265
2012-09-16,1.5182489,1.5187823,1.5195957,1.5203619,1.5229386,1.5280809,1.5290886
2012-09-17,1.5197772,1.5152636,1.5218179,1.5272768,1.5326476,1.5301448,1.5378964
2012-09-18,1.5231175,1.5209656,1.52741,1.5286312,1.5266156,1.5339167,1.5355865
2012-09-19,1.5215528,1.5282068,1.5303346,1.5318148,1.538018,1.5369586,1.5353506
2012-09-20,1.5250224,1.5293334,1.5322379,1.537818,1.5354216,1.5364871,1.5381786
2012-09-21,1.5291,1.5347692,1.5287198,1.5349215,1.5342536,1.5368552,1.5430412
2012-09-23,1.5324444,1.5302029,1.5349078,1.5354784,1.5364137,1.539379,1.542159
2012-09-24,1.5318226,1.5346146,1.5394263,1.5368592,1.5366895,1.5429882,1.5394557
2012-09-25,1.5349703,1.5367947,1.535377,1.5399715,1.5394058,1.5413196,1.5444428
2012-09-26,1.5363027,1.5384406,1.537373,1.5393661,1.5409029,1.5399177,1.5427158
2012-09-27,1.5390934,1.5399687,1.5392076,1.5412824,1.5418679,1.5438054,1.5424786
2012-09-28,1.5380123,1.5403969,1.5384294,1.5503125,1.5486337,1.5574543,1.5428503
2012-09-30,1.5406501,1.5426937,1.5466174,1.5477673,1.5471385,1.5489974,1.5461179
2012-10-01,1.5395138,1.5439365,1.5414048,1.5448353,1.5537212,1.5514692,1.5513313
2012-10-02,1.5441768,1.5427351,1.5437638,1.5475887,1.5505314,1.553085,1.550921
2012-10-03,1.5433195,1.5460112,1.5488341,1.5458642,1.5505452,1.5470791,1.5495893
2012-10-04,1.5443487,1.5534308,1.5528517,1.5535843,1.5393757,1.5538654,1.5564591
2012-10-05,1.5497596,1.5437125,1.54374,1.5552933,1.5582952,1.5480582,1.5536611
2012-10-07,1.5540409,1.5481858,1.5564231,1.5531282,1.5488832,1.5504702,1.5553324
2012-10-08,1.5440328,1.5518245,1.5429806,1.5469518,1.5546706,1.553826,1.5546777
2012-10-09,1.5501145,1.5432954,1.559299,1.5576158,1.5514865,1.5540566,1.55916
2012-10-10,1.5546365,1.5594311,1.5492264,1.553518,1.5509703,1.5609875,1.5596616
2012-10-11,1.5475779,1.5493412,1.5518306,1.5542798,1.5542519,1.5489223,1.5533131
2012-10-12,1.553588,1.5592272,1.5561146,1.5550978,1.5542266,1.5617536,1.5604796
2012-10-14,1.5488228,1.5542498,1.5568175,1.5560391,1.5563624,1.5579954,1.5577937
2012-10-15,1.552979,1.5525908,1.556487,1.5525181,1.555113,1.5563285,1.5550103
2012-10-16,1.5530931,1.5578084,1.5559465,1.5565588,1.5581661,1.5568612,1.5555
2012-10-17,1.5537333,1.5560315,1.5583906,1.5552815,1.5566461,1.5559009,1.5580114
2012-10-18,1.5579134,1.5578591,1.5562844,1.5551652,1.557284,1.5532042,1.5549464
2012-10-19,1.5562097,1.553715,1.5540361,1.54947,1.5582495,1.5593426,1.5566605
2012-10-21,1.5527114,1.5598426,1.5552787,1.5532779,1.5575018,1.5552207,1.5504832
2012-10-22,1.5526912,1.5561967,1.5584418,1.5577403,1.5556786,1.5596683,1.5537212
2012-10-23,1.5560931,1.5497403,1.5609434,1.5539273,1.5567209,1.5608876,1.553952
2012-10-24,1.5576847,1.5575062,1.558989,1.5580416,1.558965,1.560335,1.5521584
2012-10-25,1.5540116,1.5586584,1.5604498,1.5634192,1.5611329,1.5599787,1.5579362
2012-10-26,1.5589836,1.5593562,1.5564318,1.5538198,1.5565312,1.5572516,1.5546975
2012-10-28,1.5579612,1.5522949,1.5573454,1.5545723,1.5572475,1.5560973,1.5578763
2012-10-29,1.5562618,1.5606769,1.5560153,1.5596519,1.5575855,1.5562379,1.556074
2012-10-30,1.5530919,1.553896,1.5597311,1.5548989,1.5577792,1.5564528,1.5560142
2012-10-31,1.5595438,1.5595641,1.5558498,1.5557048,1.5556145,1.5582602,1.5582206
2012-11-01,1.5460027,1.558143,1.5576136,1.5568249,1.5561575,1.5565044,1.5641123
2012-11-02,1.5595777,1.5565767,1.5568748,1.5565622,1.5558059,1.5569398,1.5544806
2012-11-04,1.557752,1.5590929,1.5572534,1.5553386,1.556978,1.5630052,1.5584092
2012-11-05,1.5570016,1.555493,1.5572634,1.5568885,1.5475196,1.5636995,1.5503745
2012-11-06,1.5559663,1.5539762,1.5557382,1.5578277,1.5619819,1.5552199,1.5574751
2012-11-07,1.5554754,1.5614593,1.5564815,1.5545068,1.5526984,1.5573386,1.5548754
2012-11-08,1.5566539,1.5569649,1.5481753,1.5542109,1.552592,1.5548835,1.5567495
2012-11-09,1.5514635,1.5578042,1.5496119,1.5561401,1.5562155,1.5508219,1.5569879
2012-11-11,1.5605713,1.5582979,1.5552658,1.5533609,1.5537347,1.5522256,1.5578002
2012-11-12,1.5593444,1.5560193,1.5487992,1.5540533,1.5505521,1.5513002,1.5475477
2012-11-13,1.5563939,1.5522265,1.5499979,1.5486845,1.5543743,1.5462646,1.5446136
2012-11-14,1.5547687,1.5532954,1.5519731,1.5542804,1.5509311,1.5555402,1.5503795
2012-11-15,1.5529367,1.5549619,1.5430982,1.5454006,1.5538337,1.5489174,1.5501426
2012-11-16,1.5483459,1.5577124,1.5553734,1.5478292,1.5463436,1.547662,1.549228
2012-11-18,1.5508779,1.5498781,1.5465267,1.5504019,1.5497949,1.5485713,1.5479765
2012-11-19,1.5490156,1.5568837,1.5503141,1.5472497,1.55144,1.5476816,1.5475026
2012-11-20,1.5436634,1.557628,1.5507154,1.5495734,1.5451882,1.5469036,1.5477523
