,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP
2012-01-18,1045.0186,1045.0225,1045.0172,1044.9896,1045.0254,1045.0375,1045.0681
2012-01-19,1045.0253,1045.0222,1045.0004,1045.0253,1044.9814,1045.01,1045.0306
2012-01-20,1044.9807,1045.0253,1044.9918,1045.009,1045.0494,1045.0376,1045.0428
2012-01-22,1044.9941,1044.9893,1044.9762,1045.0402,1045.0143,1045.01,1044.992
2012-01-23,1045.0494,1044.9961,1045.0128,1044.971,1044.9789,1045.0376,1044.998
2012-01-24,1045.0004,1044.9404,1045.0071,1044.9646,1044.9849,1045.0099,1045.0002
2012-01-25,1045.0104,1045.0087,1045.0507,1045.0541,1045.0062,1045.0376,1048.014
2012-01-26,1045.0632,1045.0148,1045.0372,1045.0768,1045.0223,1048.0502,1053.646
2012-01-27,1045.0116,1044.9697,1045.013,1045.0006,1048.0022,1053.6863,1066.7633
2012-01-29,1045.0197,1045.0706,1045.0476,1048.0073,1053.8179,1066.8695,1067.676
2012-01-30,1045.0254,1045.0298,1047.9948,1053.6926,1067.0198,1067.681,1069.3334
2012-01-31,1044.9795,1048.0145,1053.6682,1066.8379,1067.6462,1069.3401,1069.4714
2012-02-01,1048.0222,1053.6587,1066.8837,1067.6405,1069.3279,1069.4741,1069.6488
2012-02-02,1053.6401,1066.9587,1067.6285,1069.2639,1069.3827,1069.6566,1071.8281
2012-02-03,1066.8984,1067.6511,1069.335,1069.4021,1069.7651,1071.7834,1072.3241
2012-02-05,1067.5891,1069.384,1069.4463,1069.8098,1071.8511,1072.3525,1073.572
2012-02-06,1069.3013,1069.4408,1069.7843,1071.8285,1072.3369,1073.5511,1075.0511
2012-02-07,1069.3188,1069.7627,1071.8514,1072.3234,1073.5779,1074.9963,1075.531
2012-02-08,1069.7245,1071.8503,1072.3483,1073.5724,1074.918,1075.5206,1075.7666
2012-02-09,1071.8218,1072.3354,1073.5154,1075.0531,1075.4957,1075.8239,1076.5828
2012-02-10,1072.3514,1073.5626,1074.973,1075.4912,1075.7987,1076.5459,1078.7769
2012-02-12,1073.5228,1074.9093,1075.4554,1075.709,1076.553,1078.7402,1090.1108
2012-02-13,1074.9398,1075.5258,1075.7568,1076.5793,1078.6439,1089.9446,1090.0276
2012-02-14,1075.513,1075.6989,1076.5183,1078.7239,1089.9708,1090.0862,1091.801
2012-02-15,1075.7509,1076.5774,1078.7742,1089.8052,1090.1619,1091.8523,1092.4641
2012-02-16,1076.6113,1078.7782,1089.8411,1090.0477,1091.8075,1092.4493,1092.8188
2012-02-17,1078.7606,1090.1058,1090.1166,1091.7909,1092.507,1092.7622,1093.3236
2012-02-19,1089.9434,1090.0873,1091.8593,1092.5533,1092.8066,1093.4072,1093.5198
2012-02-20,1090.0842,1091.8258,1092.4144,1092.7733,1093.3633,1093.4792,1093.5359
2012-02-21,1091.8345,1092.4807,1092.8685,1093.392,1093.531,1093.6498,1094.0597
2012-02-22,1092.4692,1092.8192,1093.3547,1093.4773,1093.5209,1094.0488,1094.6697
2012-02-23,1092.7775,1093.4203,1093.3949,1093.5347,1094.0554,1094.637,1095.3668
2012-02-24,1093.354,1093.428,1093.5306,1093.9823,1094.6478,1095.313,1095.7957
2012-02-26,1093.4698,1093.5476,1094.0018,1094.6931,1095.3556,1095.8176,1095.7227
2012-02-27,1093.5397,1094.04,1094.6155,1095.3422,1095.7671,1095.7816,1095.8549
2012-02-28,1094.0381,1094.5972,1095.2904,1095.7578,1095.8223,1095.7405,1095.7069
2012-02-29,1094.6213,1095.4496,1095.719,1095.7675,1095.8198,1095.7412,1095.821
2012-03-01,1095.3135,1095.7775,1095.7827,1095.7864,1095.775,1095.741,1095.7961
2012-03-02,1095.8141,1095.7847,1095.7878,1095.8022,1095.7816,1095.741,1095.7207
2012-03-04,1095.8098,1095.7985,1095.7451,1095.8107,1095.7872,1095.7433,1095.8568
2012-03-05,1095.7634,1095.8544,1095.8407,1095.8262,1095.7482,1095.7485,1095.7046
2012-03-06,1095.8153,1095.7987,1095.8018,1095.7954,1095.8082,1095.7574,1094.6403
2012-03-07,1095.81,1095.7982,1095.8102,1095.754,1095.809,1094.6034,1094.017
2012-03-08,1095.763,1095.7982,1095.7972,1095.7667,1094.649,1094.0414,1093.531
2012-03-09,1095.8156,1095.7438,1095.7656,1094.6746,1094.0671,1093.5012,1093.4811
2012-03-11,1095.8103,1095.7839,1094.6658,1094.0293,1093.5164,1093.456,1093.3689
2012-03-12,1095.7626,1094.5752,1093.9983,1093.5809,1093.403,1093.3239,1092.8011
2012-03-13,1094.6356,1094.0867,1093.5114,1093.5009,1093.356,1092.7651,1092.5114
2012-03-14,1093.9614,1093.7234,1093.4747,1093.3324,1092.7383,1092.4646,1091.8313
2012-03-15,1093.5349,1093.5016,1093.4186,1092.838,1092.4789,1091.8058,1091.8132
2012-03-16,1093.5013,1093.3513,1092.8225,1092.5018,1091.8276,1091.8278,1091.6405
2012-03-18,1093.3267,1092.8652,1092.4728,1091.8115,1091.8038,1091.6759,1090.0618
2012-03-19,1092.7943,1092.4985,1091.8115,1091.8282,1091.6963,1089.9609,1087.5253
2012-03-20,1092.4219,1091.8531,1091.8252,1091.6344,1090.1409,1087.476,1082.152
2012-03-21,1091.8676,1091.854,1091.6252,1090.0233,1087.4521,1082.1854,1081.6163
2012-03-22,1091.7567,1091.6544,1090.0762,1087.4618,1082.1924,1081.6161,1078.4832
2012-03-23,1091.6445,1090.1113,1087.5414,1082.1976,1081.5835,1078.5403,1077.1953
2012-03-25,1090.0579,1087.4614,1082.2277,1081.6287,1078.5142,1077.2756,1076.8224
2012-03-26,1087.494,1082.2578,1081.6094,1078.5139,1077.1604,1076.8245,1075.1328
2012-03-27,1082.3081,1081.6375,1078.4033,1077.285,1076.8147,1075.0553,1073.8912
2012-03-28,1081.6084,1078.5194,1077.2422,1076.8113,1075.0312,1073.9039,1068.015
2012-03-29,1078.4581,1077.2333,1076.8276,1075.0377,1073.9164,1067.9846,1066.42
2012-03-30,1077.2794,1076.7388,1075.109,1073.824,1068.1084,1066.4576,1055.9347
2012-04-01,1076.8376,1075.0565,1073.9299,1068.0975,1066.5656,1056.0967,1053.8429
2012-04-02,1075.0715,1073.8785,1068.1523,1066.4264,1056.2161,1053.7366,1053.3925
2012-04-03,1073.8218,1068.0957,1066.3862,1056.1744,1053.7191,1053.4696,1052.8367
2012-04-04,1068.0149,1066.4896,1056.307,1053.7981,1053.4846,1052.795,1049.5798
2012-04-05,1066.4336,1056.1293,1053.7866,1053.4902,1052.8129,1049.599,1049.0955
2012-04-08,1056.264,1053.7966,1053.3949,1052.838,1049.551,1049.051,1048.7484
2012-04-09,1053.6985,1053.4625,1052.8442,1049.5244,1049.0099,1048.7539,1048.4767
2012-04-10,1053.4618,1052.8284,1049.58,1048.9955,1048.7825,1048.5216,1048.3186
2012-04-11,1052.8185,1049.5519,1049.061,1048.7637,1048.4733,1048.347,1046.0016
2012-04-12,1049.4996,1049.0159,1048.7137,1048.5153,1048.4216,1046.0566,1044.9612
2012-04-13,1049.0623,1048.8425,1048.4341,1048.2964,1045.9573,1044.9391,1043.9949
2012-04-15,1048.8207,1048.4714,1048.3793,1045.9637,1044.895,1044.0895,1043.9553
2012-04-16,1048.5109,1048.4005,1045.9937,1044.851,1044.021,1043.9257,1043.2712
2012-04-17,1048.3513,1045.8796,1044.8936,1043.993,1043.8993,1043.2137,1042.9019
2012-04-18,1046.0118,1044.9106,1044.0016,1043.987,1043.2736,1042.8866,1042.0747
2012-04-19,1044.935,1044.0742,1043.9844,1043.2706,1042.857,1042.0167,1041.7826
2012-04-20,1043.9545,1043.962,1043.2627,1042.8718,1042.0956,1041.8838,1041.3492
2012-04-22,1043.8846,1043.2198,1042.8942,1041.9795,1041.8601,1041.3026,1041.2017
2012-04-23,1043.2904,1042.8741,1042.0984,1041.8346,1041.2874,1041.2076,1040.6069
2012-04-24,1042.9076,1042.0966,1041.8468,1041.325,1041.1459,1040.673,1040.4701
2012-04-25,1042.0645,1041.8898,1041.2905,1041.2617,1040.6611,1040.4508,1040.2677
2012-04-26,1041.841,1041.3483,1041.15,1040.7173,1040.4766,1040.281,1039.3865
2012-04-27,1041.3468,1041.1932,1040.6606,1040.4834,1040.275,1039.3904,1037.7234
2012-04-29,1041.2076,1040.6239,1040.4117,1040.3013,1039.413,1037.7118,1035.8904
2012-04-30,1040.663,1040.5039,1040.2535,1039.4312,1037.5942,1035.8578,1034.3118
2012-05-01,1040.4332,1040.3707,1039.429,1037.6722,1035.8047,1034.4078,1034.0901
2012-05-02,1040.3025,1039.3876,1037.67,1035.8031,1034.3197,1034.1141,1027.7584
2012-05-03,1039.4502,1037.7114,1035.8448,1034.2092,1034.0599,1027.7483,1026.6625
2012-05-04,1037.661,1035.8756,1034.3247,1034.1066,1027.6514,1026.686,1024.8242
2012-05-06,1035.7493,1034.3113,1034.0588,1027.7302,1026.6775,1024.8312,1023.56323
2012-05-07,1034.2515,1034.1007,1027.6863,1026.6316,1024.9456,1023.66034,1022.95514
2012-05-08,1034.0968,1027.7153,1026.7365,1024.8436,1023.58795,1022.9512,1022.5281
2012-05-09,1027.6819,1026.6951,1024.8103,1023.5049,1022.9176,1022.55206,1022.1571
2012-05-10,1026.6865,1024.8154,1023.549,1022.88446,1022.57947,1022.213,1022.08075
2012-05-11,1024.8522,1023.5907,1022.91223,1022.52313,1022.2451,1022.08136,1021.42413
2012-05-13,1023.6603,1022.95404,1022.66925,1022.31757,1022.06793,1021.3444,1020.3513
2012-05-14,1022.89514,1022.45483,1022.2669,1022.04285,1021.4081,1020.3705,1020.12714
2012-05-15,1022.6035,1022.22406,1022.0168,1021.2956,1020.41125,1020.07684,1018.11127
2012-05-16,1022.184,1022.0238,1021.2712,1020.2992,1020.0735,1018.0499,1016.8934
2012-05-17,1022.0648,1021.2987,1020.42694,1020.0493,1018.0057,1016.8124,1016.1468
2012-05-18,1021.40924,1020.333,1019.9963,1018.0022,1016.82983,1016.0834,1015.77734
2012-05-20,1020.3204,1020.00793,1018.065,1016.7998,1016.1734,1015.6983,1014.6282
2012-05-21,1020.0148,1018.0946,1016.828,1016.16534,1015.7734,1014.6538,1012.9673
2012-05-22,1018.0265,1016.8491,1016.123,1015.64606,1014.6851,1012.85895,1012.8074
2012-05-23,1016.8543,1016.1348,1015.7762,1014.6501,1012.90625,1012.8403,1011.7531
2012-05-24,1016.1728,1015.77466,1014.6465,1013.0375,1012.84143,1011.78705,1007.6241
2012-05-25,1015.7176,1014.6373,1012.9233,1012.8238,1011.7611,1007.6596,1006.5924
2012-05-27,1014.6025,1012.94147,1012.8137,1011.7586,1007.6079,1006.59204,1006.6331
2012-05-28,1013.0303,1012.86975,1011.75464,1007.602,1006.6115,1006.57324,1006.5665
2012-05-29,1012.8431,1011.7564,1007.65063,1006.56396,1006.5892,1006.56256,1006.60095
2012-05-30,1011.75183,1007.60364,1006.53815,1006.54785,1006.6125,1006.55695,1006.5879
2012-05-31,1007.6041,1006.5362,1006.6599,1006.6245,1006.589,1006.5539,1006.58167
2012-06-01,1006.5103,1006.5756,1006.6262,1006.64,1006.6126,1006.60077,1006.56116
2012-06-03,1006.6295,1006.6517,1006.55554,1006.5625,1006.589,1006.5904,1006.59863
2012-06-04,1006.6274,1006.6243,1006.5895,1006.547,1006.61273,1006.57385,1006.6378
2012-06-05,1006.58325,1006.5595,1006.66077,1006.62506,1006.589,1006.5606,1006.5776
2012-06-06,1006.5897,1006.5966,1006.6266,1006.64075,1006.613,1006.55786,1006.60767
2012-06-07,1006.5952,1006.57886,1006.5547,1006.5619,1006.58887,1006.59674,1006.5905
2012-06-08,1006.55646,1006.5922,1006.5891,1006.546,1006.613,1006.63257,1006.63434
2012-06-10,1006.6161,1006.5327,1006.6612,1006.6252,1006.5888,1006.612,1006.56573
2012-06-11,1006.6167,1006.5757,1006.6266,1006.6413,1006.61304,1006.5731,1006.6011
2012-06-12,1006.5731,1006.6542,1006.5542,1006.5615,1006.5888,1006.5529,1006.5878
2012-06-13,1006.6307,1006.6256,1006.58887,1006.5454,1006.6131,1006.6011,1006.58203
2012-06-14,1006.6287,1006.55853,1006.66156,1006.6256,1006.5888,1006.5902,1006.56055
2012-06-15,1006.58276,1006.59717,1006.6267,1006.64185,1006.6132,1006.56445,1007.6516
2012-06-17,1006.5897,1006.57935,1006.5538,1006.5612,1006.5888,1007.6675,1010.1665
2012-06-18,1006.5952,1006.6138,1006.58887,1006.545,1007.67523,1010.2454,1010.2198
2012-06-19,1006.55505,1006.59296,1006.66205,1007.6013,1010.1117,1010.187,1010.1796
2012-06-20,1006.61707,1006.5313,1007.6091,1010.09595,1010.20087,1010.1334,1011.11084
2012-06-21,1006.6173,1007.6323,1010.2283,1010.1603,1010.1942,1011.09454,1011.10986
2012-06-22,1007.6656,1010.2006,1010.14685,1010.2078,1011.1691,1011.1393,1011.1538
2012-06-24,1010.19666,1010.1641,1010.29205,1011.17145,1011.1582,1011.12115,1011.14453
2012-06-25,1010.2264,1010.1818,1011.15216,1011.16455,1011.1389,1011.1658,1011.93713
2012-06-26,1010.2001,1011.1189,1011.161,1011.11554,1011.1228,1011.8917,1013.1523
2012-06-27,1011.1247,1011.11584,1011.1478,1011.17017,1011.9204,1013.198,1016.95905
2012-06-28,1011.13763,1011.14996,1011.1149,1011.92285,1013.169,1016.88763,1017.3236
2012-06-29,1011.09357,1011.1517,1012.03406,1013.175,1016.80817,1017.37964,1022.68054
2012-07-01,1011.16266,1011.9539,1013.1661,1016.8926,1017.3377,1022.6668,1023.2699
2012-07-02,1012.06647,1013.1627,1016.9741,1017.37036,1022.7204,1023.3092,1025.8158
2012-07-03,1013.23267,1016.83606,1017.3647,1022.72534,1023.44403,1025.809,1025.8021
2012-07-04,1016.8778,1017.3144,1022.8268,1023.3889,1025.8651,1025.8169,1025.8297
2012-07-05,1017.38586,1022.6909,1023.26556,1025.7958,1025.8324,1025.8687,1025.8674
2012-07-06,1022.8612,1023.2533,1025.7388,1025.7786,1025.8391,1025.8176,1025.8561
2012-07-08,1023.3042,1025.8705,1025.8228,1025.8221,1025.778,1025.825,1025.8347
2012-07-09,1025.7756,1025.8204,1025.8198,1025.8048,1025.7975,1025.8312,1025.8164
2012-07-10,1025.8634,1025.8281,1025.8105,1025.8492,1025.8031,1025.7875,1023.33014
2012-07-11,1025.8865,1025.8201,1025.8099,1025.8413,1025.7528,1023.38196,1022.71716
2012-07-12,1025.8118,1025.8218,1025.8041,1025.8809,1023.34753,1022.6935,1022.1336
2012-07-13,1025.7997,1025.7623,1025.813,1023.3791,1022.7561,1022.06494,1021.3569
2012-07-15,1025.8344,1025.7899,1023.4227,1022.70984,1022.06635,1021.3919,1020.16534
2012-07-16,1025.818,1023.3368,1022.6512,1022.09845,1021.4412,1020.145,1019.46454
2012-07-17,1023.3514,1022.7604,1022.101,1021.3108,1020.1105,1019.37036,1019.02576
2012-07-18,1022.7931,1022.02954,1021.4068,1020.13837,1019.4304,1019.16516,1018.6233
2012-07-19,1022.0884,1021.35297,1020.0333,1019.33386,1019.0406,1018.6534,1017.47577
2012-07-20,1021.40656,1020.13324,1019.43555,1019.03455,1018.621,1017.32654,1017.43
2012-07-22,1020.06055,1019.43353,1018.98364,1018.5713,1017.47284,1017.39734,1017.29926
2012-07-23,1019.42004,1019.0051,1018.65857,1017.35815,1017.3823,1017.36304,1017.24194
2012-07-24,1019.0183,1018.61304,1017.3498,1017.399,1017.26404,1017.2912,1017.2886
2012-07-25,1018.5976,1017.4308,1017.2846,1017.33765,1017.2611,1017.32574,1017.42
2012-07-26,1017.4131,1017.3,1017.3902,1017.33765,1017.35297,1017.398,1017.47754
2012-07-27,1017.3936,1017.24243,1017.3086,1017.3817,1017.4721,1017.36316,1017.4306
2012-07-29,1017.3245,1017.28906,1017.38495,1017.32306,1017.4746,1017.29047,1017.29834
2012-07-30,1017.318,1017.42096,1017.4003,1017.3252,1017.3824,1017.3253,1018.6341
2012-07-31,1017.4075,1017.4787,1017.3167,1017.37164,1017.26276,1018.6402,1019.0501
2012-08-01,1017.4301,1017.4315,1017.3982,1017.38055,1018.54175,1019.1767,1019.48047
2012-08-02,1017.3537,1017.29913,1017.3495,1018.6118,1019.0399,1019.3795,1020.12317
2012-08-03,1017.34216,1017.24115,1018.56274,1019.0458,1019.42523,1020.1628,1021.4048
2012-08-05,1017.37695,1018.4912,1019.0432,1019.46533,1020.08124,1021.3961,1022.1417
2012-08-06,1018.5921,1019.0263,1019.4559,1020.10297,1021.4349,1022.0914,1024.7711
2012-08-07,1019.06433,1019.4315,1020.1201,1021.38696,1022.1356,1024.7659,1025.8073
2012-08-08,1019.43884,1020.10626,1021.44995,1022.09406,1024.7615,1025.8359,1026.2977
2012-08-09,1020.07764,1021.4555,1022.1099,1024.8557,1025.849,1026.3068,1026.3108
2012-08-10,1021.41705,1022.1229,1024.757,1025.7919,1026.1752,1026.3177,1025.809
2012-08-12,1022.12463,1024.7562,1025.7821,1026.3213,1026.4088,1025.8188,1024.6979
2012-08-13,1024.7511,1025.8153,1026.3048,1026.2812,1025.8485,1024.6934,1024.7295
2012-08-14,1025.8558,1026.3159,1026.3595,1025.8748,1024.765,1024.739,1024.8026
2012-08-15,1026.286,1026.2854,1025.8062,1024.8564,1024.7533,1024.7686,1026.3694
2012-08-16,1026.2699,1025.8385,1024.7441,1024.6971,1024.745,1026.36,1026.6232
2012-08-17,1025.7738,1024.8048,1024.7805,1024.82,1026.3467,1026.7135,1028.8455
2012-08-19,1024.7651,1024.7515,1024.8146,1026.2858,1026.5823,1028.7482,1029.4939
2012-08-20,1024.7236,1024.7567,1026.3112,1026.6646,1028.9032,1029.5626,1029.8434
2012-08-21,1024.812,1026.2761,1026.661,1028.8949,1029.5092,1029.7971,1030.3817
2012-08-22,1026.3448,1026.691,1028.8585,1029.5688,1029.7651,1030.3286,1030.6702
2012-08-23,1026.6617,1028.8884,1029.6063,1029.8673,1030.2996,1030.691,1030.7041
2012-08-24,1028.8372,1029.5326,1029.8242,1030.2689,1030.6312,1030.776,1031.022
2012-08-26,1029.595,1029.8252,1030.2676,1030.6447,1030.7266,1031.0225,1031.3702
2012-08-27,1029.9111,1030.2397,1030.6417,1030.6941,1031.0079,1031.2767,1031.39
2012-08-28,1030.35,1030.6168,1030.7275,1030.9945,1031.3323,1031.3729,1031.4869
2012-08-29,1030.6149,1030.6942,1031.0232,1031.3083,1031.3778,1031.3984,1031.5305
2012-08-30,1030.6912,1030.9863,1031.313,1031.377,1031.5215,1031.5148,1031.608
2012-08-31,1030.9261,1031.3444,1031.3649,1031.505,1031.5145,1031.5796,1031.9712
2012-09-02,1031.2842,1031.3699,1031.4255,1031.5161,1031.6653,1031.9594,1031.9696
2012-09-03,1031.3165,1031.4299,1031.6118,1031.6041,1031.8293,1032.0217,1032.4047
2012-09-04,1031.4385,1031.4866,1031.6198,1031.8977,1031.9838,1032.3933,1032.9624
2012-09-05,1031.5558,1031.5479,1031.8579,1032.0122,1032.4194,1032.8999,1034.3608
2012-09-06,1031.5658,1031.8984,1031.9795,1032.4554,1032.9037,1034.3065,1035.3574
2012-09-07,1031.9381,1032.0122,1032.4144,1032.9719,1034.3055,1035.2753,1039.7916
2012-09-09,1031.98,1032.3989,1032.9276,1034.2589,1035.2766,1039.8218,1047.5984
2012-09-10,1032.4209,1032.9413,1034.2305,1035.3054,1039.8738,1047.7747,1049.1519
2012-09-11,1032.9067,1034.3025,1035.3007,1039.7468,1047.6194,1049.18,1049.6038
2012-09-12,1034.307,1035.3339,1039.8181,1047.5597,1049.1749,1049.5846,1052.6976
2012-09-13,1035.3057,1039.8531,1047.4894,1049.214,1049.5424,1052.7756,1052.9104
2012-09-14,1039.8484,1047.4856,1049.184,1049.6658,1052.7166,1052.8235,1053.1647
2012-09-16,1047.4889,1049.176,1049.6201,1052.8092,1052.7499,1053.2043,1055.7822
2012-09-17,1049.1804,1049.5848,1052.7946,1052.777,1053.2356,1055.7231,1058.9432
2012-09-18,1049.6245,1052.7463,1052.8274,1053.2031,1055.7515,1058.8865,1064.2389
2012-09-19,1052.7158,1052.7894,1053.0817,1055.828,1058.9323,1064.2651,1064.4755
2012-09-20,1052.798,1053.1796,1055.8063,1058.9645,1064.2374,1064.4736,1064.8206
2012-09-21,1053.1034,1055.7584,1058.8785,1064.2732,1064.4955,1064.824,1066.1942
2012-09-23,1055.7983,1058.826,1064.2314,1064.5034,1064.7925,1066.2616,1068.7378
2012-09-24,1058.9259,1064.3063,1064.4822,1064.8055,1066.1765,1068.7295,1072.7643
2012-09-25,1064.2006,1064.4468,1064.813,1066.1787,1068.6771,1072.6572,1077.201
2012-09-26,1064.4983,1064.8735,1066.1594,1068.6772,1072.7937,1077.1655,1079.3757
2012-09-27,1064.8662,1066.1404,1068.7083,1072.7567,1077.213,1079.3604,1082.052
2012-09-28,1066.2429,1068.7698,1072.8243,1077.2354,1079.2642,1081.9414,1083.3528
2012-09-30,1068.7051,1072.8187,1077.1814,1079.4121,1081.9851,1083.3916,1084.6383
2012-10-01,1072.7148,1077.2139,1079.3485,1082.0042,1083.4946,1084.5947,1085.0564
2012-10-02,1077.1909,1079.3678,1081.9565,1083.4935,1084.5934,1085.0477,1085.7037
2012-10-03,1079.3667,1081.942,1083.4496,1084.6078,1085.0435,1085.6669,1086.7914
2012-10-04,1081.9911,1083.4634,1084.5934,1085.1256,1085.6836,1086.8385,1087.1824
2012-10-05,1083.4259,1084.6721,1085.0803,1085.6827,1086.8378,1087.0898,1087.7551
2012-10-07,1084.6469,1085.0406,1085.7747,1086.7927,1087.2255,1087.7937,1087.9062
2012-10-08,1085.0911,1085.7041,1086.7877,1087.1564,1087.8541,1087.9152,1089.4358
2012-10-09,1085.7402,1086.7838,1087.1769,1087.7668,1087.9393,1089.4762,1089.4213
2012-10-10,1086.7549,1087.1329,1087.8383,1087.8757,1089.4562,1089.4917,1089.4995
2012-10-11,1087.22,1087.7573,1087.9285,1089.4077,1089.6084,1089.3785,1089.5153
2012-10-12,1087.7827,1087.9164,1089.4381,1089.4473,1089.3865,1089.4563,1089.4365
2012-10-14,1087.8899,1089.3522,1089.4386,1089.4836,1089.3418,1089.3689,1089.4208
2012-10-15,1089.4337,1089.3955,1089.4857,1089.4562,1089.5911,1089.4657,1089.5001
2012-10-16,1089.5106,1089.5182,1089.4333,1089.4918,1089.5363,1089.469,1089.5159
2012-10-17,1089.5258,1089.5731,1089.4386,1089.4268,1089.3098,1089.4769,1089.436
2012-10-18,1089.4495,1089.529,1089.4862,1089.4503,1089.4557,1089.5413,1089.4199
2012-10-19,1089.4341,1089.4036,1089.4333,1089.4948,1089.6132,1089.4373,1089.5004
2012-10-21,1089.5112,1089.3481,1089.4386,1089.4669,1089.3843,1089.5171,1089.5164
2012-10-22,1089.527,1089.3928,1089.4866,1089.4965,1089.3385,1089.4419,1089.4355
2012-10-23,1089.4492,1089.5199,1089.4333,1089.4395,1089.5944,1089.426,1087.952
2012-10-24,1089.4335,1089.5764,1089.4386,1089.4641,1089.5378,1087.9075,1087.8696
2012-10-25,1089.512,1089.531,1089.4867,1089.501,1087.9581,1087.8877,1087.8485
2012-10-26,1089.5277,1089.4022,1089.4329,1087.9595,1087.8341,1087.8884,1087.8308
2012-10-28,1089.4484,1089.3452,1087.8324,1087.8413,1087.8193,1087.8221,1086.7366
2012-10-29,1089.4325,1087.9161,1087.9058,1087.8335,1087.8536,1086.7976,1086.4199
2012-10-30,1087.8788,1087.8699,1087.8293,1087.8706,1086.799,1086.3855,1085.0886
2012-10-31,1087.8884,1087.8668,1087.781,1086.7916,1086.376,1085.1184,1083.4736
2012-11-01,1087.7637,1087.8682,1086.8005,1086.5262,1085.107,1083.433,1083.0867
2012-11-02,1087.8541,1086.826,1086.3756,1085.0298,1083.4155,1083.1204,1082.6027
2012-11-04,1086.8029,1086.4229,1084.9866,1083.4672,1083.0789,1082.6088,1082.3359
2012-11-05,1086.4072,1085.1119,1083.4578,1083.0889,1082.603,1082.3069,1082.3357
2012-11-06,1085.1549,1083.4043,1083.1155,1082.5372,1082.267,1082.3069,1082.2437
2012-11-07,1083.3883,1083.1058,1082.6143,1082.3354,1082.2965,1082.2682,1082.3003
2012-11-08,1083.0774,1082.6602,1082.2678,1082.2861,1082.3475,1082.3313,1082.266
2012-11-09,1082.5994,1082.292,1082.3428,1082.2954,1082.2944,1082.2914,1082.328
2012-11-11,1082.314,1082.3623,1082.2073,1082.3026,1082.2998,1082.3208,1082.3292
2012-11-12,1082.2407,1082.3289,1082.3585,1082.265,1082.3479,1082.3074,1079.0042
2012-11-13,1082.3147,1082.2582,1082.2417,1082.327,1082.2942,1079.0259,1079.0784
2012-11-14,1082.3264,1082.2921,1082.2673,1082.3291,1079.1066,1079.059,1079.0448
2012-11-15,1082.2921,1082.3635,1082.3444,1079.0409,1078.9746,1079.0536,1078.9741
2012-11-16,1082.3079,1082.3293,1079.068,1079.0131,1079.0211,1079.046,1079.008
2012-11-18,1082.2766,1079.0492,1078.9724,1079.0248,1078.9948,1079.0881,1079.0796
2012-11-19,1079.0251,1078.9723,1079.0104,1079.0365,1079.0537,1079.0223,1079.0453
2012-11-20,1079.0984,1079.1117,1079.0021,1079.0471,1079.0802,1079.0125,1078.9734
2012-11-21,1079.0665,1078.9558,1079.015,1079.052,1079.0393,1079.0117,1079.0077
2012-11-22,1078.9974,1079.0756,1079.0464,1079.013,1079.0723,1079.0427,1079.0798
2012-11-23,1079.033,1079.0496,1079.04,1079.022,1078.9604,1079.0303,1078.7865
2012-11-25,1079.0132,1078.9707,1079.094,1079.0262,1079.0011,1078.7372,1078.7416
2012-11-26,1079.0461,1079.1129,1079.0283,1079.0431,1078.928,1078.6077,1077.9446
2012-11-27,1079.0242,1078.9548,1079.0232,1078.7544,1078.7625,1077.9282,1076.7733
2012-11-28,1079.0063,1079.0767,1078.8254,1078.7411,1077.9471,1076.7369,1076.7432
2012-11-29,1079.0406,1078.7856,1078.6366,1077.9647,1076.7756,1076.7764,1075.3953
2012-11-30,1078.8329,1078.7372,1077.9707,1076.7767,1076.7911,1075.4639,1075.4319
2012-12-02,1078.7397,1077.9773,1076.7737,1076.8057,1075.4266,1075.4392,1075.4144
2012-12-03,1077.9924,1076.8164,1076.7719,1075.4076,1075.3898,1075.3691,1075.4097
2012-12-04,1076.8015,1076.766,1075.4574,1075.4148,1075.4487,1075.4896,1075.3912
2012-12-05,1076.8124,1075.409,1075.3943,1075.4615,1075.4508,1075.4128,1075.4324
2012-12-06,1075.4364,1075.4562,1075.4307,1075.4097,1075.4097,1075.4011,1075.4243
2012-12-07,1075.3922,1075.406,1075.4137,1075.4147,1075.4187,1075.4095,1075.4144
2012-12-09,1075.4054,1075.411,1075.4468,1075.4622,1075.4263,1075.4652,1075.4642
2012-12-10,1075.4585,1075.4572,1075.4269,1075.4093,1075.3893,1075.4288,1075.4137
2012-12-11,1075.411,1075.4056,1075.3677,1075.4144,1075.4502,1075.4401,1075.4241
2012-12-12,1075.4209,1075.4106,1075.4095,1075.4624,1075.4518,1075.4009,1075.4242
2012-12-13,1075.4714,1075.4574,1075.4866,1075.4092,1075.4093,1075.4232,1075.4332
2012-12-14,1075.4214,1075.4052,1075.4586,1075.4144,1075.4185,1075.4124,1075.391
2012-12-16,1075.4286,1075.4105,1075.3928,1075.4625,1075.4258,1075.4664,1075.4056
2012-12-17,1075.4347,1075.4578,1075.4307,1075.4087,1075.3884,1075.4408,1074.4204
2012-12-18,1075.3915,1075.4049,1075.4128,1075.4142,1075.451,1074.3705,1071.1056
2012-12-19,1075.4045,1075.41,1075.4469,1075.4629,1074.4257,1071.0477,1067.3555
