,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP,XAUGBP
2012-12-20,1075.4595,1075.4581,1075.4261,1074.4547,1071.1263,1067.4524,1065.0441
2012-12-21,1075.4106,1075.4048,1074.4442,1071.0327,1067.4073,1065.0131,1063.734
2012-12-23,1075.4199,1074.3572,1071.0602,1067.3889,1065.0577,1063.7931,1061.5071
2012-12-24,1074.3864,1071.0449,1067.4636,1065.1005,1063.7432,1061.4724,1060.2792
2012-12-26,1071.027,1067.4009,1065.0647,1063.748,1061.4536,1060.3461,1060.1436
2012-12-27,1067.2977,1065.0521,1063.7339,1061.447,1060.3138,1060.0914,1055.3961
2012-12-28,1065.1334,1063.8221,1061.5052,1060.2603,1060.0828,1055.377,1054.8151
2012-12-30,1063.7607,1061.4465,1060.2935,1060.092,1055.3713,1054.7698,1053.6196
2012-12-31,1061.4578,1060.2401,1060.1165,1055.3646,1054.7723,1053.6278,1052.0076
2013-01-02,1060.236,1060.1139,1055.3611,1054.7524,1053.6235,1052.0018,1050.97
2013-01-03,1060.0461,1055.4187,1054.7601,1053.66,1051.9155,1051.0142,1046.9685
2013-01-04,1055.4131,1054.7385,1053.5842,1052.1234,1051.015,1046.9802,1046.0361
2013-01-06,1054.7986,1053.5862,1051.947,1051.0155,1047.0669,1046.0332,1038.2549
2013-01-07,1053.6162,1052.0076,1051.1023,1046.9866,1046.0825,1038.1683,1036.5455
2013-01-08,1052.0447,1051.0657,1047.0892,1046.0321,1038.1605,1036.5759,1035.7167
2013-01-09,1051.0125,1046.9789,1046.0396,1038.2487,1036.599,1035.6682,1035.7394
2013-01-10,1047.0109,1046.0863,1038.2578,1036.5781,1035.708,1035.7356,1035.8008
2013-01-11,1046.0491,1038.2479,1036.5502,1035.7147,1035.7612,1035.7406,1035.7566
2013-01-13,1038.2031,1036.5773,1035.7386,1035.7198,1035.7557,1035.6958,1035.6757
2013-01-14,1036.5582,1035.7128,1035.8131,1035.7687,1035.7072,1035.7947,1035.705
2013-01-15,1035.7463,1035.7355,1035.7811,1035.7144,1035.7612,1035.754,1035.7734
2013-01-16,1035.6704,1035.7968,1035.7108,1035.7197,1035.7557,1035.754,1035.7345
2013-01-17,1035.7048,1035.7529,1035.7471,1035.7687,1035.7068,1035.7944,1035.7529
2013-01-18,1035.7771,1035.6724,1035.7274,1035.7141,1035.7611,1035.6948,1035.718
2013-01-20,1035.7423,1035.7008,1035.7601,1035.7196,1035.7556,1035.74,1035.7394
2013-01-21,1035.6699,1035.7693,1035.7375,1035.7689,1035.7065,1035.695,1035.802
2013-01-22,1035.7047,1035.7306,1035.7188,1035.7141,1035.7612,1035.7952,1035.7576
2013-01-23,1035.7776,1035.7489,1035.7435,1035.7196,1035.7559,1035.7554,1035.6766
2013-01-24,1035.7423,1035.7142,1035.8138,1035.769,1035.7065,1035.7639,1035.717
2013-01-25,1035.6692,1035.7357,1035.7675,1035.7141,1035.7614,1035.7506,1035.744
2013-01-27,1035.7045,1035.7977,1035.738,1035.7196,1035.756,1035.7175,1035.7341
2013-01-28,1035.7777,1035.7538,1035.7358,1035.7692,1035.7064,1035.7242,1035.7733
2013-01-29,1035.7424,1035.6725,1035.6995,1035.7141,1035.7615,1035.6681,1036.5481
2013-01-30,1035.6691,1035.7023,1035.7589,1035.7196,1035.756,1036.5726,1036.6852
2013-01-31,1035.7043,1035.7714,1035.7695,1035.7694,1036.5889,1036.6632,1045.2355
2013-02-01,1035.778,1035.7327,1035.7257,1036.5664,1036.682,1045.2975,1048.8582
2013-02-03,1035.7427,1035.7513,1036.6654,1036.6613,1045.3182,1048.8494,1052.4113
2013-02-04,1035.669,1036.6039,1036.719,1045.3407,1048.7808,1052.3838,1052.7493
2013-02-05,1036.5647,1036.6832,1045.367,1048.9138,1052.4814,1052.8115,1052.8065
2013-02-06,1036.7146,1045.354,1048.8027,1052.4534,1052.7208,1052.8743,1053.1869
2013-02-07,1045.3749,1048.8671,1052.4768,1052.706,1052.8441,1053.2366,1053.2423
2013-02-08,1048.8943,1052.4098,1052.771,1052.8776,1053.2292,1053.279,1053.6222
2013-02-10,1052.495,1052.7355,1052.8634,1053.2428,1053.3293,1053.6569,1054.269
2013-02-11,1052.763,1052.8036,1053.2611,1053.3226,1053.5942,1054.2623,1054.2784
2013-02-12,1052.7986,1053.1643,1053.2876,1053.6399,1054.3403,1054.3325,1054.2968
2013-02-13,1053.253,1053.2786,1053.5809,1054.2622,1054.3038,1054.2686,1054.312
2013-02-14,1053.2982,1053.6854,1054.2115,1054.2256,1054.3108,1054.3215,1054.3202
2013-02-15,1053.6421,1054.2716,1054.3618,1054.2249,1054.2527,1054.3517,1054.3351
2013-02-17,1054.2743,1054.2783,1054.2455,1054.309,1054.2719,1054.2745,1054.3058
2013-02-18,1054.272,1054.2953,1054.2708,1054.349,1054.2775,1054.2684,1054.2653
2013-02-19,1054.3157,1054.3153,1054.3478,1054.3014,1054.23,1054.355,1054.2777
2013-02-20,1054.2987,1054.3313,1054.209,1054.2958,1054.3359,1054.38,1054.3011
2013-02-21,1054.3416,1054.3146,1054.3636,1054.4047,1054.293,1054.311,1055.0342
2013-02-22,1054.2968,1054.2921,1054.2444,1054.3462,1054.302,1054.9075,1055.3695
2013-02-24,1054.3202,1054.2781,1054.2701,1054.3392,1054.9573,1055.445,1055.409
2013-02-25,1054.277,1054.3154,1054.3484,1054.966,1055.3561,1055.4434,1055.448
2013-02-26,1054.3309,1054.2871,1054.9032,1055.4319,1055.3782,1055.4437,1054.9126
2013-02-27,1054.2644,1054.9408,1055.394,1055.4625,1055.388,1054.94,1054.3307
2013-02-28,1054.945,1055.4547,1055.4149,1055.4128,1054.942,1054.328,1053.5881
2013-03-01,1055.4508,1055.3953,1055.4758,1054.9055,1054.2676,1053.6372,1053.2754
2013-03-03,1055.3839,1055.3931,1054.9459,1054.327,1053.61,1053.3207,1053.2372
2013-03-04,1055.4146,1054.9819,1054.3048,1053.6315,1053.3838,1053.2544,1052.9053
2013-03-05,1054.9891,1054.3279,1053.5925,1053.3049,1053.261,1052.9283,1052.8955
2013-03-06,1054.2388,1053.6262,1053.3298,1053.2333,1052.9584,1052.8651,1053.329
2013-03-07,1053.6017,1053.2981,1053.2793,1052.8715,1052.8223,1053.2677,1053.3037
2013-03-08,1053.3037,1053.1786,1052.8806,1052.8765,1053.2549,1053.313,1053.2275
2013-03-10,1053.2708,1052.912,1052.8933,1053.2549,1053.2294,1053.2622,1053.365
2013-03-11,1052.8495,1052.938,1053.3298,1053.3506,1053.3015,1053.2672,1053.2114
2013-03-12,1052.8966,1053.246,1053.3252,1053.3116,1053.3129,1053.3134,1053.3297
2013-03-13,1053.3109,1053.3082,1053.2778,1053.3197,1053.2794,1053.2621,1053.3041
2013-03-14,1053.2411,1053.3123,1053.3306,1053.3065,1053.295,1053.267,1053.2258
2013-03-15,1053.2744,1053.2742,1053.3252,1053.2748,1053.264,1053.314,1053.3663
2013-03-17,1053.3445,1053.3319,1053.2773,1053.2815,1053.3308,1053.2617,1053.2096
2013-03-18,1053.3109,1053.3323,1053.3306,1053.2268,1053.3365,1053.2667,1053.3304
2013-03-19,1053.24,1053.2429,1053.3252,1053.2933,1053.2494,1053.3145,1053.3042
2013-03-20,1053.2739,1053.2172,1053.277,1053.2986,1053.227,1053.2614,1053.225
2013-03-21,1053.3453,1053.2869,1053.3308,1053.2534,1053.3011,1053.2667,1053.5436
2013-03-22,1053.311,1053.3864,1053.3254,1053.3519,1053.3132,1053.5999,1054.2275
2013-03-24,1053.2391,1053.3766,1053.2769,1053.3115,1053.5983,1054.285,1054.2354
2013-03-25,1053.2736,1053.2771,1053.3309,1053.5653,1054.2621,1054.232,1053.208
2013-03-26,1053.3457,1053.2443,1053.5615,1054.2523,1054.2773,1053.2036,1053.1735
2013-03-27,1053.3112,1053.6178,1054.2644,1054.2482,1053.1318,1053.169,1053.1012
2013-03-28,1053.5261,1054.2106,1054.2491,1053.058,1053.1731,1053.097,1053.1357
2013-03-31,1054.2759,1054.2762,1053.1433,1053.1162,1053.1575,1053.1315,1053.2085
2013-04-01,1054.2324,1053.1531,1053.1505,1053.2074,1053.1914,1053.2037,1053.1737
2013-04-02,1053.1554,1053.1108,1053.15,1053.1882,1053.1287,1053.1692,1053.1008
2013-04-03,1053.1554,1053.1141,1053.15,1053.1283,1053.2162,1053.0968,1053.1357
2013-04-04,1053.1554,1053.1139,1053.1501,1053.1732,1053.2422,1053.1316,1053.2089
2013-04-05,1053.1554,1053.1538,1053.1567,1053.1609,1053.1311,1053.2045,1053.1738
2013-04-07,1053.1554,1053.1139,1053.2106,1053.106,1053.1708,1053.1696,1052.9558
2013-04-08,1053.1554,1053.226,1053.1515,1053.155,1053.1498,1052.9526,1051.8932
2013-04-09,1053.1554,1053.1776,1053.102,1053.2405,1052.9221,1051.8934,1051.9293
2013-04-10,1053.1554,1053.1841,1053.1396,1052.8771,1051.892,1051.9296,1051.8492
2013-04-11,1053.1554,1053.2046,1052.8976,1051.8328,1051.8735,1051.8501,1051.861
2013-04-12,1053.1554,1052.8406,1051.8566,1051.8431,1051.85,1051.8616,1051.905
2013-04-14,1052.9308,1051.873,1051.8467,1051.8496,1051.836,1051.9059,1051.8607
2013-04-15,1051.9618,1051.826,1051.838,1051.8529,1051.8752,1051.8615,1051.7594
2013-04-16,1051.8933,1051.8796,1051.8801,1051.8545,1051.8457,1051.76,1051.7605
2013-04-17,1051.8268,1051.8741,1051.8649,1051.8668,1051.8829,1051.8148,1050.4796
2013-04-18,1051.8557,1051.8256,1051.8485,1051.8851,1051.815,1050.4683,1046.0963
2013-04-19,1051.9169,1051.8796,1051.8662,1051.8949,1050.4674,1046.0911,1032.8596
2013-04-21,1051.8124,1051.8741,1051.8484,1050.4272,1046.1704,1032.849,1032.3405
2013-04-22,1051.8477,1051.8253,1050.4565,1046.0907,1032.9813,1032.3386,1029.8452
2013-04-23,1051.9047,1050.5433,1046.1013,1032.9834,1032.3187,1029.785,1028.9004
2013-04-24,1050.4355,1046.0627,1032.7744,1032.3475,1029.9243,1028.9563,1024.5197
2013-04-25,1046.105,1032.864,1032.3772,1029.8696,1028.8816,1024.4603,1022.4856
2013-04-26,1032.7797,1032.3595,1029.8759,1028.9225,1024.5139,1022.4448,1021.7836
2013-04-28,1032.393,1029.8629,1028.8693,1024.6311,1022.5474,1021.81934,1014.7963
2013-04-29,1029.7771,1028.9683,1024.6007,1022.5644,1021.70123,1014.63184,998.0531
2013-04-30,1028.896,1024.5568,1022.54126,1021.7867,1014.5708,998.27106,977.6028
2013-05-01,1024.6006,1022.55023,1021.7935,1014.6895,998.7326,977.65875,949.01666
2013-05-02,1022.5701,1021.7927,1014.7502,998.21265,977.77527,949.04675,948.20593
2013-05-03,1021.7878,1014.5851,998.4548,977.8043,948.8336,948.2149,947.1997
2013-05-05,1014.82104,998.5772,977.9563,949.0272,948.2025,947.162,946.29236
2013-05-06,998.1579,977.70953,948.8579,948.2338,947.16724,946.20764,946.1547
2013-05-07,977.72687,948.86725,948.2352,947.1872,946.278,946.1954,945.5822
2013-05-08,948.8347,948.17163,947.1928,946.23486,946.15137,945.58655,945.46216
2013-05-09,948.1543,947.18994,946.21313,946.1831,945.5597,945.50354,945.27966
2013-05-10,947.28723,946.21234,946.1308,945.64197,945.4635,945.2939,944.7673
2013-05-12,946.2815,946.17535,945.5795,945.3819,945.3283,944.8171,943.51605
2013-05-13,946.1781,945.6066,945.50024,945.2836,944.73737,943.46497,941.5487
2013-05-14,945.60724,945.41907,945.25714,944.7936,943.4753,941.61597,937.958
2013-05-15,945.445,945.26483,944.77716,943.4979,941.57623,937.9863,937.78174
2013-05-16,945.2246,944.7951,943.5009,941.65424,938.0804,937.9098,937.38916
2013-05-17,944.77515,943.4304,941.62103,937.9674,937.8978,937.4434,937.1801
2013-05-19,943.45374,941.68677,937.9174,937.90454,937.4065,937.2555,935.2441
2013-05-20,941.58044,937.9937,937.856,937.50604,937.2633,935.24756,934.9349
2013-05-21,938.077,937.8279,937.4884,937.2283,935.22064,934.9694,934.9209
2013-05-22,937.9376,937.4779,937.2305,935.2512,934.95044,934.8933,933.9535
2013-05-23,937.4459,937.2679,935.25714,934.9492,934.91724,934.02844,934.02515
2013-05-24,937.23364,935.14996,934.9363,934.8844,933.9709,934.08124,933.9992
2013-05-26,935.2672,934.9706,934.83026,933.98035,933.9947,933.98663,933.9366
2013-05-27,935.0284,934.87366,933.94965,933.9572,933.94226,933.9856,933.97266
2013-05-28,934.92096,934.0052,933.9003,933.9819,933.9633,933.9838,933.9559
2013-05-29,934.00995,933.93713,933.96014,933.9571,933.9342,933.9815,933.98865
2013-05-30,933.98785,933.9712,933.96515,933.982,933.9413,933.9777,928.9102
2013-05-31,933.9182,933.99457,933.9247,933.957,933.9633,928.81915,928.0414
2013-06-02,934.04456,933.93335,934.0151,933.98224,928.7429,927.96765,923.8026
2013-06-03,933.9032,933.96216,933.97894,928.90704,927.868,923.77515,921.84717
2013-06-04,934.0129,933.93555,928.89233,927.9144,923.8242,921.8288,921.41077
2013-06-05,933.9889,928.8383,927.8859,923.74994,921.81177,921.4088,920.0754
2013-06-06,928.9199,927.87024,923.7722,921.7908,921.4421,920.1389,919.14594
2013-06-07,927.9421,923.7348,921.8485,921.4042,920.0591,919.3671,918.6324
2013-06-09,923.84174,921.8967,921.49115,920.07697,919.30133,918.648,918.4226
2013-06-10,921.8395,921.4757,920.0155,919.2808,918.63824,918.4312,918.18866
2013-06-11,921.4498,920.0565,919.2572,918.65045,918.4175,918.18634,917.3174
2013-06-12,920.0585,919.2433,918.6366,918.4102,918.2243,917.3029,916.0044
2013-06-13,919.22375,918.589,918.3701,918.199,917.3765,915.9687,915.3876
2013-06-14,918.6311,918.3937,918.23816,917.31995,915.97095,915.3418,912.3051
2013-06-16,918.349,918.2665,917.33514,915.8839,915.3784,912.2644,911.36664
2013-06-17,918.25635,917.3211,916.013,915.36804,912.2222,911.4348,908.6887
2013-06-18,917.31256,915.9359,915.3615,912.2302,911.3862,908.7659,906.9551
2013-06-19,915.94275,915.39856,912.2861,911.4208,908.8005,907.0493,906.041
2013-06-20,915.40125,912.2993,911.4716,908.77637,907.01483,906.0108,901.9678
2013-06-21,912.2051,911.4643,908.74805,907.0783,906.06494,902.0036,899.45575
2013-06-23,911.3073,908.7861,907.05396,906.01624,901.98285,899.47034,898.21826
2013-06-24,908.71564,907.07574,906.0077,901.95557,899.5231,898.228,891.2772
2013-06-25,907.06366,905.9742,901.9723,899.4717,898.24097,891.153,889.3673
2013-06-26,906.00507,901.9496,899.5071,898.1791,891.01166,889.36804,889.3767
2013-06-27,902.0128,899.5098,898.19324,891.09454,889.413,889.38806,884.09314
2013-06-28,899.48804,898.20636,891.2158,889.44214,889.40326,884.1439,883.6672
2013-06-30,898.1837,891.2174,889.3836,889.40686,884.0831,883.6525,882.8843
2013-07-01,891.2739,889.36316,889.45984,884.0663,883.6362,882.84406,882.0878
2013-07-02,889.44684,889.40717,884.0187,883.6567,882.9517,882.1934,882.03815
2013-07-03,889.4119,884.12494,883.6631,882.9453,882.1942,882.0455,881.30286
2013-07-04,884.1351,883.6834,882.82855,882.17053,882.0661,881.27045,876.5863
2013-07-05,883.7044,882.9335,882.1459,882.03314,881.3951,876.6879,873.8747
2013-07-07,882.81866,882.1298,882.0746,881.34247,876.56384,873.8897,857.6218
2013-07-08,882.1886,882.048,881.3334,876.5684,873.7944,857.71136,845.2006
2013-07-09,882.0396,881.38995,876.60284,873.95197,858.33844,845.18085,845.1199
2013-07-10,881.36615,876.6104,873.9421,857.80255,845.10626,845.12134,845.10223
2013-07-11,876.589,873.8913,857.45123,845.2381,845.1278,845.11005,845.0731
2013-07-12,873.8564,858.14246,845.21106,845.1272,845.10266,845.10205,843.97437
2013-07-14,857.98615,845.308,845.1211,845.16064,845.128,843.96075,843.3935
2013-07-15,845.2168,845.1032,845.1318,845.1479,844.0158,843.33093,843.4151
2013-07-16,845.11096,845.13544,845.08057,843.9784,843.34155,843.3818,843.35895
2013-07-17,845.14984,845.1203,843.9207,843.27893,843.3808,843.3767,843.43445
2013-07-18,845.13635,844.01074,843.40265,843.2761,843.3699,843.3298,843.3357
2013-07-19,843.969,843.3506,843.3429,843.3631,843.3721,843.38214,843.3076
2013-07-21,843.3514,843.4126,843.3414,843.47656,843.41455,843.3772,843.395
2013-07-22,843.3543,843.4172,843.38306,843.47974,843.3562,843.3298,843.35205
2013-07-23,843.3644,843.3493,843.3738,843.39166,843.35175,843.38275,843.4062
2013-07-24,843.3739,843.368,843.3667,843.2762,843.3846,843.37744,843.34015
2013-07-25,843.37494,843.4195,843.4034,843.2734,843.37555,843.3295,843.3836
2013-07-26,843.3766,843.3919,843.3425,843.3629,843.421,843.383,843.37714
2013-07-28,843.3786,843.3515,843.34125,843.4795,843.36487,843.3777,843.37305
2013-07-29,843.38153,843.30725,843.38354,843.48236,843.36475,843.3291,844.04517
2013-07-30,843.38184,843.416,843.37427,843.392,843.40515,844.0881,845.1031
2013-07-31,843.3813,843.3722,843.36615,843.27454,843.9545,845.15753,846.7503
2013-08-01,843.37537,843.3812,843.404,844.0,845.1403,846.7327,846.68854
2013-08-02,843.3635,843.4202,844.00244,845.1235,846.69904,846.74207,846.7273
2013-08-04,843.3523,843.96857,845.11414,846.72003,846.8133,846.749,846.7118
2013-08-05,844.0464,845.171,846.77673,846.7057,846.8589,846.7113,846.751
2013-08-06,845.1342,846.8468,846.69946,846.7484,846.8025,846.7747,848.411
2013-08-07,846.7818,846.7544,846.8431,846.73145,846.7122,848.36755,850.53296
2013-08-08,846.7444,846.63586,846.68317,846.77527,848.42865,850.4964,851.5557
2013-08-09,846.7424,846.6333,846.8062,848.3823,850.4796,851.57056,852.5202
2013-08-11,846.7069,846.72504,848.3217,850.4777,851.55273,852.4769,853.6684
2013-08-12,846.7654,848.3787,850.4689,851.5749,852.4557,853.7505,855.03577
2013-08-13,848.3413,850.50525,851.5417,852.49774,853.7154,855.0318,856.4916
2013-08-14,850.5887,851.5655,852.462,853.7832,855.1234,856.5399,858.3241
2013-08-15,851.5614,852.5496,853.78503,855.07733,856.5435,858.38025,858.51685
2013-08-16,852.5122,853.72473,855.01843,856.5315,858.3965,858.46857,859.3894
2013-08-18,853.7356,855.0635,856.4195,858.3548,858.3807,859.267,859.75134
2013-08-19,855.2115,856.4559,858.35645,858.46075,859.3638,859.72156,861.35254
2013-08-20,856.51825,858.3354,858.4146,859.3563,859.7735,861.44714,862.86804
2013-08-21,858.33075,858.5202,859.23376,859.8009,861.3313,862.73804,863.23175
2013-08-22,858.43884,859.3483,859.7618,861.3332,862.80316,863.37146,864.04315
2013-08-23,859.3223,859.8205,861.32245,862.79596,863.2454,864.2128,864.8134
2013-08-25,859.8439,861.3493,862.78186,863.32,864.12134,864.8101,864.91925
2013-08-26,861.2655,862.78345,863.2735,864.1196,864.85333,864.8645,865.0306
2013-08-27,862.7245,863.3174,864.1892,864.7936,864.8696,865.06384,866.7792
2013-08-28,863.30676,864.15845,864.8386,864.87854,865.05347,866.8185,867.5146
2013-08-29,864.1184,864.7574,864.89185,865.0427,866.79913,867.5134,867.7248
2013-08-30,864.81354,864.9546,865.015,866.7774,867.507,867.7038,867.7152
2013-09-01,864.848,865.0226,866.7725,867.55383,867.684,867.69165,871.6734
2013-09-02,865.0283,866.7594,867.5412,867.6846,867.691,871.5815,871.64984
2013-09-03,866.78735,867.5247,867.76575,867.7125,871.6253,871.69934,873.0421
2013-09-04,867.5492,867.65283,867.6922,871.6138,871.6751,873.0653,874.1829
2013-09-05,867.7352,867.7028,871.6257,871.6167,873.0568,874.1986,874.2327
2013-09-06,867.68823,871.61115,871.6142,872.99854,874.22736,874.3002,874.2467
2013-09-08,871.50275,871.68066,873.0901,874.25433,874.21655,874.25854,874.29974
2013-09-09,871.67065,873.0212,874.2688,874.21716,874.2615,874.2671,874.25464
2013-09-10,873.04956,874.2965,874.32837,874.25037,874.3397,874.3047,874.2645
2013-09-11,874.2464,874.292,874.2843,874.2436,874.27435,874.2706,874.2725
2013-09-12,874.24396,874.2488,874.2565,874.30176,874.2632,874.2778,874.23175
2013-09-13,874.2519,874.2551,874.2544,874.28284,874.252,874.21893,874.24646
2013-09-15,874.2019,874.26074,874.2201,874.2771,874.2911,874.23846,874.3011
2013-09-16,874.2963,874.22284,874.27716,874.3246,874.21716,874.24384,874.25494
2013-09-17,874.2593,874.2813,874.28735,874.2186,874.2516,874.19525,874.2649
2013-09-18,874.2647,874.282,874.2445,874.2616,874.2739,874.3024,874.273
2013-09-19,874.20386,874.23926,874.3171,874.2525,874.1572,874.2588,874.2311
2013-09-20,874.26434,874.2953,874.2641,874.2137,874.2516,874.2676,874.2461
2013-09-22,874.26917,874.29315,874.2404,874.2487,874.2745,874.3066,874.3025
2013-09-23,874.1759,874.24817,874.2289,874.24164,874.2628,874.27094,874.2548
2013-09-24,874.22534,874.255,874.19916,874.30225,874.2909,874.2784,873.01135
2013-09-25,874.2291,874.26013,874.30005,874.2824,874.2159,873.0012,871.61847
2013-09-26,874.2858,874.255,874.2632,874.277,872.9924,871.5665,870.1164
2013-09-27,874.2883,874.2482,874.33386,873.0073,871.61725,870.08307,863.14343
2013-09-29,874.22375,874.2942,873.0872,871.54156,870.0446,863.1038,849.3285
2013-09-30,874.2848,873.0018,871.62744,870.1398,863.2471,849.5215,844.3193
2013-10-01,873.082,871.64343,870.02155,863.2302,849.78174,844.2617,840.8115
2013-10-02,871.63885,869.9938,863.2422,849.76495,844.2261,840.7691,834.0624
2013-10-03,870.1223,863.12024,849.8002,844.2399,840.8004,833.8062,830.6329
2013-10-04,863.35785,849.68243,844.25555,840.75366,833.8269,830.58453,828.86584
2013-10-06,850.09094,844.2457,840.70026,833.9634,830.4878,828.8251,827.7395
2013-10-07,844.26385,840.7919,833.7643,830.4499,828.87244,827.7285,827.4883
2013-10-08,840.73956,833.8156,830.51996,828.85864,827.7514,827.57196,826.92645
2013-10-09,833.76025,830.4063,828.82825,827.78485,827.4584,826.9157,826.71246
2013-10-10,830.4602,828.9046,827.6572,827.49976,826.90735,826.6965,826.60583
2013-10-11,828.8721,827.7042,827.567,826.9111,826.67456,826.528,825.94836
2013-10-13,827.6737,827.49963,826.9546,826.64386,826.5106,825.93896,825.53076
2013-10-14,827.46704,826.9166,826.6242,826.57825,825.9464,825.5032,825.0138
2013-10-15,827.00714,826.70337,826.53894,825.97784,825.41174,825.05084,823.8233
2013-10-16,826.61597,826.5839,825.86835,825.5169,824.98224,823.83673,823.4113
2013-10-17,826.46796,825.98303,825.48914,825.0448,823.7975,823.4627,821.67633
2013-10-18,825.998,825.53375,825.0305,823.7945,823.36896,821.8061,821.7141
2013-10-20,825.5713,825.0461,823.83636,823.4207,821.68,821.56146,821.6718
2013-10-21,824.99927,823.7312,823.4554,821.81067,821.66394,821.61523,821.6718
2013-10-22,823.7399,823.4628,821.7431,821.55646,821.7807,821.8382,821.67145
2013-10-23,823.47394,821.73035,821.6758,821.6123,821.7004,821.69476,821.71857
2013-10-24,821.71594,821.6965,821.68463,821.8425,821.79095,821.5396,821.71515
2013-10-25,821.6848,821.66034,821.69037,821.6947,821.6908,821.7655,821.7614
2013-10-27,821.70044,821.7113,821.69403,821.5349,821.6868,821.81055,821.69495
2013-10-28,821.66956,821.6728,821.70496,821.7668,821.6786,821.5573,821.6941
2013-10-29,821.73663,821.70166,821.712,821.8131,821.6127,821.61255,821.6946
2013-10-30,821.74274,821.6647,821.71655,821.5539,821.719,821.8423,821.70483
2013-10-31,821.6549,821.73224,821.67535,821.6109,821.6374,821.6948,821.1655
2013-11-01,821.6321,821.70764,821.6845,821.8449,821.71423,821.1113,820.4428
2013-11-03,821.7069,821.66187,821.69086,821.69446,821.1305,820.4156,818.80005
2013-11-04,821.71875,821.6905,821.6456,821.1341,820.4759,818.743,818.7526
2013-11-05,821.6838,821.6595,821.1277,820.4889,818.7925,818.80206,818.24585
2013-11-06,821.6995,821.0347,820.3573,818.8574,818.6775,818.29517,818.1123
2013-11-07,821.13074,820.49365,818.82587,818.7225,818.296,818.0818,816.73334
2013-11-08,820.4622,818.8491,818.6988,818.2265,818.1598,816.7291,816.6846
2013-11-10,818.8157,818.8011,818.3704,818.0773,816.68585,816.6878,816.71045
2013-11-11,818.7846,818.3327,818.0474,816.7032,816.72174,816.6136,816.6532
2013-11-12,818.32434,818.06226,816.664,816.66034,816.71094,816.6403,815.3413
2013-11-13,818.1744,816.6433,816.7342,816.6453,816.69037,815.2909,814.8867
2013-11-14,816.7079,816.63837,816.7131,816.6821,815.3381,814.87866,814.4229
2013-11-15,816.6718,816.70905,816.68207,815.3443,814.87805,814.48334,813.7473
2013-11-17,816.6887,816.68335,815.3146,814.9179,814.4624,813.6946,813.1112
2013-11-18,816.6554,815.2694,814.85254,814.41095,813.793,813.119,813.0934
2013-11-19,815.30615,814.8832,814.4453,813.6884,813.02985,813.1086,813.11584
2013-11-20,814.8519,814.4481,813.77234,813.1832,813.1056,813.05475,813.10455
2013-11-21,814.47455,813.74023,813.118,813.06433,813.09424,813.08875,813.1326
2013-11-22,813.70764,813.0712,813.0752,813.0903,813.0509,813.0752,813.059
2013-11-24,813.1046,813.10535,813.08215,813.1686,813.0938,813.06177,813.0932
2013-11-25,813.0806,813.09344,813.04315,813.0275,813.1934,813.10425,808.9612
2013-11-26,813.10443,813.0858,813.1035,813.1848,813.1398,808.8809,803.0616
2013-11-27,813.08044,813.0717,813.1125,813.0637,808.8998,802.88776,801.9614
2013-11-28,813.1045,813.0702,813.0642,808.9767,802.9611,801.9342,801.0616
2013-11-29,813.0804,813.11847,808.9723,803.0583,801.9819,801.0872,800.89966
2013-12-01,813.1047,808.94354,803.0892,801.9398,801.0188,800.91644,799.1104
2013-12-02,808.99945,803.06903,801.9311,801.06116,800.9402,799.13336,798.48065
2013-12-03,803.1027,801.9882,801.07697,800.92633,799.1403,798.4803,798.414
2013-12-04,802.0098,800.9634,800.9428,799.0945,798.5511,798.3823,793.3214
2013-12-05,801.17706,800.8313,799.194,798.515,798.3059,793.2768,790.97614
2013-12-06,800.8912,799.1265,798.543,798.3956,793.1686,790.96484,780.8331
2013-12-08,799.2113,798.50183,798.38336,793.39154,790.9644,780.9294,770.6847
2013-12-09,798.5402,798.34235,793.3748,790.9553,780.80676,770.7863,769.80505
2013-12-10,798.3976,793.27606,791.02893,780.7633,770.6332,769.74884,767.59235
2013-12-11,793.2998,790.90924,780.6016,770.6328,769.8653,767.7224,767.40424
2013-12-12,790.99854,780.8028,770.5756,769.7891,767.7334,767.3605,766.1861
2013-12-13,780.88495,770.5539,769.796,767.7165,767.38617,766.2357,764.425
2013-12-15,770.6168,769.85187,767.6813,767.433,766.26,764.4181,763.80884
2013-12-16,769.855,767.72473,767.4967,766.2158,764.38495,763.74207,763.35565
2013-12-17,767.6937,767.5485,766.1937,764.4713,763.78015,763.41174,763.0704
2013-12-18,767.3847,766.17474,764.431,763.72504,763.33673,763.11975,760.1581
2013-12-19,766.1623,764.4009,763.8416,763.39386,763.0581,760.1329,759.79364
2013-12-20,764.4375,763.7768,763.3454,763.11774,760.16144,759.6367,758.86273
2013-12-22,763.8349,763.2582,763.1564,760.2018,759.7177,758.8623,758.5031
2013-12-23,763.36505,763.0566,760.1603,759.6989,758.86755,758.39966,757.8481
2013-12-24,763.0791,760.18665,759.72906,758.9582,758.4342,757.82306,754.95215
2013-12-26,760.1919,759.69855,758.8937,758.4108,757.8416,755.074,754.62415
2013-12-27,759.688,758.85956,758.3976,757.88916,755.0311,754.60645,752.60767
2013-12-29,758.8284,758.4402,757.8212,754.9787,754.557,752.54395,752.2654
2013-12-30,758.4018,757.8874,754.98724,754.61816,752.60803,752.3367,752.11145
