,USDHKD,USDHKD,USDHKD,USDHKD,USDHKD,USDHKD,USDHKD
2012-12-28,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2012-12-30,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2012-12-31,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-01-02,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-01-03,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-01-04,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-01-06,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-01-07,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-01-08,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-01-09,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-01-10,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-01-11,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-01-13,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-01-14,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-01-15,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-01-16,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-01-17,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-01-18,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-01-20,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-01-21,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-01-22,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-01-23,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-01-24,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-01-25,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-01-27,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-01-28,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-01-29,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-01-30,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-01-31,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-02-01,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-02-03,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-02-04,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-02-05,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-02-06,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-02-07,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-02-08,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-02-10,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-02-11,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-02-12,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-02-13,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-02-14,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-02-15,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-02-17,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-02-18,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-02-19,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-02-20,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-02-21,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-02-22,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-02-24,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-02-25,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-02-26,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-02-27,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-02-28,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-03-01,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-03-03,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-03-04,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-03-05,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-03-06,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-03-07,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-03-08,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-03-10,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-03-11,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-03-12,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-03-13,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-03-14,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-03-15,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-03-17,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-03-18,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-03-19,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-03-20,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-03-21,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-03-22,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-03-24,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-03-25,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-03-26,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-03-27,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-03-28,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-03-31,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-04-01,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-04-02,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-04-03,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-04-04,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-04-05,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-04-07,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-04-08,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-04-09,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-04-10,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-04-11,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-04-12,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-04-14,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-04-15,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-04-16,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-04-17,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-04-18,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-04-19,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-04-21,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-04-22,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-04-23,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-04-24,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-04-25,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-04-26,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-04-28,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-04-29,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-04-30,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-05-01,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-05-02,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-05-03,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-05-05,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-05-06,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-05-07,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-05-08,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-05-09,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-05-10,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-05-12,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-05-13,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-05-14,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-05-15,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-05-16,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-05-17,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-05-19,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-05-20,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-05-21,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-05-22,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-05-23,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-05-24,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-05-26,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-05-27,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-05-28,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-05-29,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-05-30,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-05-31,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-06-02,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-06-03,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-06-04,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-06-05,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-06-06,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-06-07,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-06-09,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-06-10,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-06-11,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-06-12,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-06-13,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-06-14,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-06-16,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-06-17,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-06-18,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-06-19,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-06-20,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-06-21,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-06-23,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-06-24,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-06-25,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-06-26,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-06-27,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-06-28,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-06-30,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-07-01,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-07-02,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-07-03,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-07-04,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-07-05,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-07-07,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-07-08,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-07-09,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-07-10,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-07-11,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-07-12,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-07-14,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-07-15,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-07-16,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-07-17,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-07-18,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-07-19,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-07-21,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-07-22,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-07-23,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-07-24,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-07-25,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-07-26,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-07-28,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-07-29,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-07-30,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-07-31,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-08-01,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-08-02,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-08-04,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-08-05,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-08-06,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-08-07,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-08-08,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-08-09,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-08-11,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-08-12,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-08-13,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-08-14,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-08-15,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-08-16,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-08-18,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-08-19,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-08-20,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-08-21,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-08-22,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-08-23,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-08-25,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-08-26,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-08-27,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-08-28,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-08-29,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-08-30,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-09-01,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-09-02,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-09-03,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-09-04,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-09-05,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-09-06,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-09-08,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-09-09,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-09-10,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-09-11,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-09-12,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-09-13,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-09-15,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-09-16,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-09-17,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-09-18,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-09-19,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-09-20,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-09-22,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-09-23,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-09-24,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-09-25,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-09-26,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-09-27,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-09-29,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-09-30,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-10-01,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-10-02,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-10-03,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-10-04,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-10-06,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-10-07,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-10-08,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-10-09,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-10-10,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.7527847,7.7676773
2013-10-11,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.77124,7.7313385
2013-10-13,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.7527847,7.771805
2013-10-14,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.77124,7.7676773
2013-10-15,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.7527847,7.7313385
2013-10-16,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.77124,7.771805
2013-10-17,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-10-18,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-10-20,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-10-21,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-10-22,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-10-23,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-10-24,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-10-25,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-10-27,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-10-28,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-10-29,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-10-30,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-10-31,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-11-01,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-11-03,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-11-04,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-11-05,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-11-06,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-11-07,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-11-08,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-11-10,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-11-11,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-11-12,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-11-13,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-11-14,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-11-15,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-11-17,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-11-18,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-11-19,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-11-20,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-11-21,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-11-22,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-11-24,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-11-25,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-11-26,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-11-27,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-11-28,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-11-29,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-12-01,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-12-02,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-12-03,7.7203827,7.7141647,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-12-04,7.78109,7.740486,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-12-05,7.793213,7.795189,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-12-06,7.732567,7.7688675,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-12-08,7.7203827,7.7141647,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-12-09,7.78109,7.740486,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
2013-12-10,7.793213,7.795189,7.7321854,7.7311096,7.7672653,7.743286,7.7313385
2013-12-11,7.732567,7.7688675,7.7727737,7.771759,7.7308044,7.7619247,7.771805
2013-12-12,7.7203827,7.7141647,7.7687073,7.7677536,7.771393,7.743286,7.7676773
2013-12-13,7.78109,7.740486,7.7321854,7.7311096,7.7672653,7.7619247,7.7313385
2013-12-15,7.793213,7.795189,7.7727737,7.771759,7.7308044,7.743286,7.771805
2013-12-16,7.732567,7.7688675,7.7687073,7.7677536,7.771393,7.7619247,7.7676773
