,BCOUSD,BCOUSD,BCOUSD,BCOUSD,BCOUSD,BCOUSD,BCOUSD
2016-07-24,48.32197,48.214424,48.141914,48.09118,48.017433,47.794895,47.715675
2016-07-25,48.188957,48.11574,48.069805,48.034687,47.79042,47.762093,47.660515
2016-07-26,48.220634,48.142136,48.132977,47.86836,47.79503,47.693077,47.58317
2016-07-27,48.114296,48.013943,47.832123,47.758293,47.670303,47.537205,47.347122
2016-07-28,48.095634,47.845276,47.773773,47.72489,47.594864,47.354523,47.18964
2016-07-29,47.856907,47.79445,47.667732,47.5967,47.304367,47.22457,47.10806
2016-07-31,47.73577,47.69987,47.592052,47.327484,47.210205,47.143833,46.973343
2016-08-01,47.675262,47.67367,47.36161,47.136307,47.098724,46.977024,46.90803
2016-08-02,47.547276,47.25872,47.216778,47.041492,46.991386,46.82974,46.73322
2016-08-03,47.42077,47.254257,47.207893,47.021194,46.98085,46.916725,46.850094
2016-08-04,47.194008,47.09361,46.951824,46.882336,46.82686,46.726715,46.696865
2016-08-05,47.131596,46.93611,46.91473,46.82717,46.810104,46.75715,46.45701
2016-08-07,46.952976,46.955082,46.861683,46.823563,46.730488,46.45309,46.377464
2016-08-08,46.868687,46.810467,46.714485,46.658646,46.341743,46.27703,46.24272
2016-08-09,46.82892,46.743904,46.699844,46.396328,46.329636,46.339798,46.34436
2016-08-10,46.744274,46.670727,46.402046,46.316547,46.274,46.32351,46.269077
2016-08-11,46.66551,46.418163,46.36912,46.29519,46.266,46.299587,46.288235
2016-08-12,46.41147,46.31481,46.349617,46.334137,46.348255,46.370605,46.331287
2016-08-14,46.380978,46.301125,46.32435,46.340237,46.3177,46.36332,46.335625
2016-08-15,46.450912,46.390614,46.433353,46.44637,46.36761,46.41388,46.36505
2016-08-16,45.8967,45.894142,45.946484,45.915203,45.888954,45.93342,45.886925
2016-08-17,46.094593,46.095455,46.101036,46.08161,46.118538,46.11695,46.127594
2016-08-18,46.353516,46.314705,46.374565,46.29545,46.36616,46.334618,46.337486
2016-08-19,46.332394,46.316696,46.334366,46.332695,46.313843,46.41673,46.421085
2016-08-21,46.34305,46.406864,46.394882,46.34226,46.428097,46.442497,46.400406
2016-08-22,46.328007,46.322014,46.302837,46.327305,46.350567,46.362335,46.36291
2016-08-23,46.321774,46.325577,46.323425,46.3479,46.351463,46.35086,46.302486
2016-08-24,46.324547,46.390236,46.374226,46.372166,46.35237,46.363426,46.351566
2016-08-25,46.325806,46.325417,46.43199,46.346718,46.36986,46.405613,46.31563
2016-08-26,46.31307,46.31366,46.27039,46.301693,46.30993,46.277126,46.34455
2016-08-28,46.360863,46.362244,46.376534,46.411934,46.41662,46.44326,46.254704
2016-08-29,46.299152,46.34627,46.38799,46.376144,46.348297,46.24525,46.143932
2016-08-30,46.38214,46.47858,46.39893,46.427128,46.2373,46.21444,46.276134
2016-08-31,46.42392,46.41973,46.396988,46.289906,46.255745,46.254574,46.418003
2016-09-01,46.38509,46.38746,46.256252,46.258728,46.295807,46.393368,46.551247
2016-09-02,46.331673,46.160217,46.18405,46.219334,46.355133,46.476215,47.064774
2016-09-04,46.254738,46.173527,46.248703,46.352654,46.487617,47.17326,47.22426
2016-09-05,46.13907,46.269047,46.323315,46.4079,47.040287,47.266132,47.567574
2016-09-06,46.24895,46.3857,46.498238,47.211357,47.19944,47.618935,47.6261
2016-09-07,46.401356,46.58961,47.14531,47.26568,47.538578,47.657402,47.637302
2016-09-08,46.535194,47.09483,47.205315,47.571495,47.55377,47.691257,47.670715
2016-09-09,47.10117,47.37974,47.52974,47.57134,47.66805,47.67962,47.66902
2016-09-11,47.1659,47.55305,47.509033,47.59184,47.61331,47.529285,47.65331
2016-09-12,47.54456,47.560673,47.662178,47.583363,47.58342,47.586956,47.638535
2016-09-13,47.546265,47.59895,47.597694,47.6058,47.597904,47.63612,47.61075
2016-09-14,47.80236,47.80031,47.81875,47.821415,47.80058,47.801743,47.801754
2016-09-15,47.69742,47.701714,47.71069,47.723003,47.720028,47.670185,47.7523
2016-09-16,47.6761,47.719803,47.696384,47.7064,47.65225,47.67166,47.67196
2016-09-18,47.623383,47.659855,47.702522,47.74077,47.694973,47.65609,47.72074
2016-09-19,47.625015,47.624393,47.592556,47.598167,47.62803,47.61366,47.624355
2016-09-20,47.58055,47.567223,47.55571,47.571945,47.60513,47.587555,47.586098
2016-09-21,47.71659,47.66157,47.65636,47.690758,47.66507,47.645187,47.681515
2016-09-22,47.760868,47.75784,47.66915,47.674496,47.763554,47.703083,47.648666
2016-09-23,47.70216,47.715023,47.716244,47.691998,47.68584,47.5977,47.45274
2016-09-25,47.610386,47.59664,47.59079,47.600826,47.54319,47.372395,47.389988
2016-09-26,47.71996,47.721466,47.654274,47.56966,47.416092,47.42756,47.39654
2016-09-27,47.723396,47.677372,47.62117,47.426968,47.45727,47.47749,47.4502
2016-09-28,47.65279,47.536053,47.387383,47.41738,47.405308,47.397373,47.41795
2016-09-29,47.626854,47.469772,47.491558,47.46984,47.480457,47.45908,47.44006
2016-09-30,47.451572,47.448566,47.463154,47.45272,47.474144,47.464565,47.47094
2016-10-02,47.46461,47.497917,47.488605,47.453953,47.47648,47.49693,47.48489
2016-10-03,47.40829,47.466908,47.42824,47.467144,47.459736,47.46764,47.470192
2016-10-04,47.610016,47.526836,47.52508,47.49566,47.520905,47.559704,47.483475
2016-10-05,47.469917,47.460472,47.46785,47.462814,47.467575,47.454247,47.44722
2016-10-06,47.467953,47.452637,47.443394,47.443127,47.42854,47.458157,47.461643
2016-10-07,47.319283,47.40569,47.3729,47.41825,47.395016,47.342552,47.410976
2016-10-09,47.5212,47.53373,47.51612,47.526546,47.53173,47.50995,47.523445
2016-10-10,47.54881,47.545452,47.531334,47.57704,47.558426,47.57938,47.614452
2016-10-11,47.457268,47.459553,47.442696,47.423237,47.45032,47.598263,47.706635
2016-10-12,47.462276,47.46365,47.438747,47.40865,47.590973,47.698154,47.897057
2016-10-13,47.452232,47.45428,47.443913,47.598373,47.715187,47.83088,48.855373
2016-10-14,47.34708,47.391,47.57697,47.681904,47.732388,48.768574,48.85696
2016-10-16,47.398834,47.60152,47.664196,47.77618,48.806477,48.894505,49.121136
2016-10-17,47.613747,47.768166,47.835575,48.830536,48.899082,49.156246,49.643524
2016-10-18,47.76479,47.87,48.83913,48.980705,49.14192,49.66023,49.897503
2016-10-19,47.826965,48.858746,48.91649,49.06019,49.646866,49.87657,50.49525
2016-10-20,48.780144,48.886024,49.07408,49.59832,49.85905,50.440643,50.863552
2016-10-21,48.92814,49.124176,49.5853,49.908844,50.500286,50.893673,50.896942
2016-10-23,49.162056,49.648865,49.89541,50.53407,50.932377,50.90934,50.848667
2016-10-24,49.62284,49.863605,50.549274,50.860256,50.882298,50.900143,50.90522
2016-10-25,49.87286,50.4897,50.840813,50.890125,50.878685,50.84462,50.86768
2016-10-26,50.476166,50.85199,50.887844,50.854275,50.896748,50.88736,50.859917
2016-10-27,50.914253,50.9346,50.89924,50.92754,50.9081,50.911957,50.846767
2016-10-28,50.92205,50.933277,50.881573,50.90577,50.92644,50.912937,50.92123
2016-10-30,50.86145,50.85195,50.8565,50.838436,50.851265,50.88119,50.87179
2016-10-31,50.927975,50.876804,50.894775,50.905838,50.86959,50.86635,50.90811
2016-11-01,50.905495,50.91397,50.913944,50.940598,50.91745,50.904667,50.931736
2016-11-02,50.985653,50.92799,50.921032,50.942177,50.950855,50.906124,50.987347
2016-11-03,50.816555,50.86021,50.85339,50.97147,50.852562,50.90843,50.895004
2016-11-04,50.84667,50.84713,50.88402,50.943016,50.829834,50.844368,50.901936
2016-11-06,50.88109,50.916626,50.90761,50.8522,50.88341,50.898125,50.864414
2016-11-07,50.906723,50.96846,50.94791,50.964874,50.93354,50.90764,50.961113
2016-11-08,50.81775,50.981956,50.904938,50.932415,50.79146,50.921402,50.92954
2016-11-09,50.839764,50.8642,50.84575,50.797024,50.8552,50.77472,50.815807
2016-11-10,50.849438,50.88164,50.94389,50.885452,50.908424,50.910107,50.847855
2016-11-11,50.89526,50.891365,50.918533,50.92052,50.933754,50.911324,50.381638
2016-11-13,50.993546,50.976524,50.95743,50.894493,50.91142,50.478497,50.443466
2016-11-14,50.76822,50.85337,50.73929,50.841267,50.302906,50.316833,50.26114
2016-11-15,50.871033,50.93773,50.932453,50.45566,50.346268,50.27906,50.096775
2016-11-16,50.75724,50.80344,50.343864,50.25111,50.21829,49.94844,49.485516
2016-11-17,50.89217,50.50582,50.339443,50.28571,50.10408,49.528328,49.129227
2016-11-18,50.272346,50.253418,50.234947,49.994568,49.451088,49.103424,48.94431
2016-11-20,50.291687,50.25448,50.058365,49.531513,49.1273,49.01941,48.92251
2016-11-21,50.21227,50.034954,49.53123,49.107075,49.047394,48.93592,48.47388
2016-11-22,50.170135,49.546947,49.187874,49.09686,48.98138,48.63323,48.42436
2016-11-23,49.554333,49.14168,49.060894,48.997746,48.56015,48.360386,48.15872
2016-11-24,49.105186,48.99745,48.944424,48.55365,48.338787,48.144646,47.660988
2016-11-25,48.9067,48.829132,48.49026,48.29279,48.02886,47.614265,47.647923
2016-11-27,48.937344,48.56175,48.386097,48.190018,47.76449,47.78208,47.779926
2016-11-28,48.626656,48.351925,48.140083,47.766815,47.695305,47.668587,47.70222
2016-11-29,48.213882,47.962677,47.561092,47.60262,47.621616,47.561813,47.590668
2016-11-30,48.18325,47.736195,47.7489,47.640453,47.785263,47.7442,47.780777
2016-12-01,47.790768,47.83055,47.80117,47.820488,47.8298,47.696156,47.81697
2016-12-02,47.681366,47.75431,47.734856,47.731236,47.75485,47.673435,47.607487
2016-12-04,47.664497,47.570328,47.662952,47.5001,47.568398,47.666817,47.57
2016-12-05,47.644825,47.668365,47.644665,47.55165,47.63061,47.63988,47.695915
2016-12-06,47.683224,47.67082,47.683033,47.674812,47.66965,47.70854,47.65729
2016-12-07,47.794365,47.87422,47.793045,47.86471,47.874043,47.80831,47.781246
2016-12-08,47.71543,47.686237,47.715973,47.70341,47.679947,47.676094,47.66292
2016-12-09,47.538616,47.660202,47.637096,47.634106,47.66147,47.59537,47.58584
2016-12-11,47.58032,47.541626,47.57896,47.577473,47.540714,47.573563,48.019516
2016-12-12,47.681423,47.74925,47.676228,47.758297,47.74748,48.12294,48.362175
2016-12-13,47.785538,47.707806,47.783455,47.75527,48.17939,48.383068,49.011395
2016-12-14,47.748158,47.69328,47.7417,48.1136,48.38418,48.84487,49.06499
2016-12-15,47.63506,47.654858,48.08131,48.272816,48.85808,48.988224,49.14648
2016-12-16,47.737797,48.129013,48.327976,48.98373,48.97708,49.07862,50.713036
2016-12-18,48.022465,48.300842,48.851227,48.969955,49.06713,50.61063,53.097588
2016-12-19,48.37667,48.896877,48.996655,49.127438,50.660244,53.1082,53.44328
2016-12-20,48.97261,49.03914,49.108067,50.65315,53.152664,53.458466,53.465717
2016-12-21,49.04806,49.147194,50.600246,53.15334,53.418747,53.49321,53.817432
2016-12-22,49.076965,50.582367,53.099373,53.3574,53.420876,53.700737,53.84938
2016-12-23,50.51751,53.16269,53.384968,53.437496,53.752617,53.949768,53.986107
2016-12-26,53.184628,53.4455,53.542194,53.66251,53.948902,53.956375,54.11558
2016-12-27,53.483166,53.56978,53.804943,54.0266,54.097164,54.144047,54.252537
2016-12-28,53.52517,53.838554,53.99645,53.97595,54.14338,54.14762,54.63044
2016-12-29,53.66831,53.74613,53.871464,53.98427,54.101665,54.40221,54.446777
2016-12-30,53.96735,54.016346,54.056488,54.135483,54.52369,54.640903,54.64607
2017-01-02,54.033604,54.09071,54.162064,54.624763,54.64814,54.746956,54.746883
2017-01-03,54.085205,54.096153,54.624294,54.63537,54.704487,54.69141,54.79383
2017-01-04,54.18228,54.54505,54.611782,54.633007,54.64725,54.707253,55.04843
2017-01-05,54.438866,54.636795,54.633488,54.648075,54.735577,54.92513,55.039158
2017-01-06,54.74097,54.758446,54.816544,54.78954,55.135265,55.153908,55.122723
2017-01-08,54.72956,54.808575,54.85628,55.160072,55.07548,55.110096,55.23225
2017-01-09,54.74925,54.785187,55.055443,55.199825,55.16927,55.16235,55.21839
2017-01-10,54.922756,55.072212,55.105347,55.037464,55.16104,55.234615,55.34317
2017-01-11,55.095554,55.058773,55.071922,55.150192,55.114456,55.3564,55.397934
2017-01-12,55.128662,54.99097,55.30407,55.27595,55.41666,55.483128,55.547096
2017-01-13,55.042694,55.11014,55.2016,55.32005,55.449547,55.425953,55.5114
2017-01-15,55.136997,55.14548,55.34394,55.479546,55.492443,55.525623,55.518044
2017-01-16,55.160877,55.27092,55.355152,55.460644,55.467762,55.45484,55.427834
2017-01-17,55.284657,55.46512,55.51471,55.523586,55.468395,55.506573,55.53602
2017-01-18,55.543015,55.56423,55.541435,55.55947,55.54654,55.583458,55.61122
2017-01-19,55.49114,55.467747,55.49515,55.502464,55.56391,55.52786,55.464718
2017-01-20,55.373016,55.376865,55.378185,55.402252,55.42345,55.42739,55.377026
2017-01-22,55.55397,55.57413,55.580894,55.58022,55.559166,55.528416,55.514614
2017-01-23,55.554646,55.56116,55.578472,55.58525,55.579163,55.535038,55.54045
2017-01-24,55.53408,55.55346,55.552902,55.487762,55.496124,55.518826,55.49536
2017-01-25,55.57102,55.655804,55.611404,55.57378,55.582733,55.570915,55.555714
2017-01-26,55.634075,55.55854,55.48373,55.51314,55.51024,55.58291,55.56526
2017-01-27,55.491653,55.53729,55.516113,55.50831,55.47114,55.544716,55.512005
2017-01-29,55.47996,55.49282,55.492092,55.503876,55.539265,55.583603,55.594982
2017-01-30,55.524307,55.487663,55.522926,55.552486,55.55481,55.585938,55.602085
2017-01-31,55.49828,55.531075,55.539665,55.54799,55.627438,55.626087,55.644234
2017-02-01,55.530224,55.572296,55.5904,55.6101,55.610535,55.622265,55.67122
2017-02-02,55.56958,55.6333,55.64504,55.66536,55.693268,55.696365,55.705154
2017-02-03,55.616356,55.661743,55.650597,55.669514,55.689613,55.728603,55.707573
2017-02-05,55.655758,55.68061,55.705566,55.70532,55.711178,55.751793,55.723473
2017-02-06,55.66845,55.650795,55.72314,55.669525,55.67794,55.666183,55.695618
2017-02-07,55.637924,55.656197,55.670795,55.660904,55.66768,55.659973,55.672256
2017-02-08,55.711807,55.669018,55.695164,55.69042,55.674015,55.683525,55.711758
2017-02-09,55.66151,55.670544,55.626255,55.6626,55.686703,55.658745,55.63314
2017-02-10,55.659565,55.655937,55.663326,55.66501,55.652344,55.64352,55.658302
2017-02-12,55.69175,55.695747,55.696342,55.68932,55.701378,55.717857,55.70654
2017-02-13,55.70102,55.70291,55.696857,55.672237,55.69359,55.699417,55.692497
2017-02-14,55.66714,55.706234,55.68615,55.69971,55.67902,55.655006,55.659348
2017-02-15,55.750526,55.739567,55.741337,55.751163,55.738075,55.728012,55.713226
2017-02-16,55.686462,55.674805,55.700264,55.638855,55.650173,55.6348,55.63276
2017-02-17,55.6518,55.65684,55.64781,55.643364,55.62544,55.632973,55.700314
2017-02-26,55.666645,55.630676,55.620956,55.62966,55.649563,55.639015,55.62948
2017-02-27,55.644638,55.62875,55.648125,55.639755,55.65773,55.645325,55.62258
2017-02-28,55.7402,55.700306,55.699486,55.727818,55.73649,55.697662,55.697037
2017-03-01,55.593243,55.612778,55.68729,55.676025,55.638218,55.643734,55.687885
2017-03-02,55.737717,55.71181,55.729675,55.77153,55.708076,55.726643,55.800453
2017-03-03,55.660343,55.665592,55.643517,55.642235,55.73681,55.77465,55.716145
2017-03-05,55.74359,55.66807,55.670837,55.769226,55.78347,55.755894,55.77307
2017-03-06,55.66658,55.660633,55.744118,55.68229,55.646355,55.65632,55.667484
2017-03-07,55.62981,55.724556,55.733513,55.749424,55.70164,55.654934,55.709293
2017-03-08,55.674545,55.60022,55.582806,55.605034,55.548935,55.63183,55.58007
2017-03-09,55.733356,55.74715,55.68264,55.770863,55.77821,55.778587,55.742775
2017-03-10,55.749397,55.742634,55.734344,55.75464,55.72242,55.751953,55.690903
2017-03-12,55.712967,55.689247,55.73292,55.74811,55.734516,55.72923,55.74667
2017-03-13,55.716587,55.702507,55.731762,55.687954,55.701584,55.71157,55.647377
2017-03-14,55.740208,55.689804,55.74335,55.749275,55.74817,55.62718,55.673378
2017-03-15,55.738117,55.734127,55.74382,55.710606,55.624878,55.61495,55.604023
2017-03-16,55.698593,55.72133,55.730103,55.65605,55.57439,55.608715,55.619766
2017-03-17,55.804005,55.765797,55.685673,55.728973,55.66465,55.687626,55.70401
2017-03-19,55.73239,55.58512,55.6114,55.62163,55.631996,55.593132,55.546906
2017-03-20,55.678486,55.61608,55.61648,55.57615,55.638927,55.59918,55.512108
2017-03-21,55.62726,55.658062,55.650887,55.642525,55.5884,55.542202,55.414383
2017-03-22,55.609432,55.698593,55.682568,55.636684,55.5321,55.44547,55.193104
2017-03-23,55.600506,55.610336,55.58776,55.53377,55.41796,55.15568,54.958935
2017-03-24,55.621616,55.59231,55.512238,55.419666,55.176685,54.96523,54.5932
2017-03-26,55.572742,55.501713,55.398735,55.14142,54.97586,54.576435,52.60825
2017-03-27,55.55036,55.413067,55.158085,54.992565,54.590286,52.654057,52.60047
2017-03-28,55.39609,55.133984,54.94351,54.52084,52.568054,52.588356,52.583042
2017-03-29,55.144318,54.93441,54.58001,52.60695,52.61238,52.6385,52.57543
2017-03-30,54.94388,54.530384,52.554657,52.59829,52.621986,52.597214,52.58487
2017-03-31,54.61112,52.66864,52.62771,52.59493,52.601597,52.633915,52.634132
2017-04-02,52.63505,52.583183,52.606667,52.616646,52.57987,52.63096,52.607433
2017-04-03,52.630245,52.61959,52.62975,52.62361,52.618965,52.604195,52.631443
2017-04-04,52.58748,52.58531,52.568962,52.569862,52.602093,52.58548,52.568405
2017-04-05,52.6176,52.61798,52.61175,52.53029,52.59746,52.596153,52.61812
2017-04-06,52.654568,52.654804,52.657593,52.611107,52.641685,52.651226,52.657257
2017-04-07,52.605766,52.62439,52.629482,52.604763,52.693775,52.62728,52.625748
2017-04-09,52.60332,52.6025,52.605663,52.598347,52.60944,52.573093,52.66769
2017-04-10,52.666695,52.666958,52.653713,52.638126,52.636818,52.64782,52.655388
2017-04-11,52.64499,52.6452,52.64834,52.62439,52.65231,52.566063,52.650795
2017-04-12,52.610935,52.615364,52.63334,52.60444,52.623795,52.626934,52.594868
2017-04-13,52.6135,52.560898,52.61833,52.609043,52.598766,52.526897,52.55173
2017-04-16,52.600914,52.60029,52.656376,52.642532,52.67202,52.622932,52.633865
2017-04-17,52.62283,52.62274,52.58589,52.649796,52.63408,52.663666,52.550476
2017-04-18,52.588577,52.588352,52.64378,52.649574,52.61519,52.56817,52.536533
2017-04-19,52.617268,52.565205,52.58696,52.586803,52.56948,52.551025,52.439087
2017-04-20,52.64529,52.62732,52.641933,52.57261,52.5257,52.52208,52.53147
2017-04-21,52.546978,52.578922,52.542137,52.499676,52.489964,52.547813,52.539795
2017-04-23,52.626984,52.57908,52.589924,52.587234,52.582924,52.58299,52.572
2017-04-24,52.592747,52.558372,52.592598,52.552288,52.53059,52.59311,52.59701
2017-04-25,52.56688,52.56803,52.535583,52.597115,52.554592,52.660652,52.540634
2017-04-26,52.51744,52.51874,52.579144,52.56559,52.556503,52.53419,52.587265
2017-04-27,52.51895,52.583794,52.519814,52.5471,52.58418,52.558895,52.59542
2017-04-28,52.54879,52.572464,52.618465,52.571358,52.546932,52.45909,52.522053
2017-04-30,52.587982,52.520046,52.58892,52.535233,52.567516,52.536133,52.591995
2017-05-01,52.49937,52.524902,52.551277,52.563408,52.534405,52.513153,52.5454
2017-05-02,52.530457,52.551926,52.58861,52.545185,52.567894,52.568527,52.60656
2017-05-03,52.511635,52.496468,52.49792,52.493366,52.453503,52.444393,52.458244
2017-05-04,52.400345,52.40016,52.406452,52.434124,52.384975,52.38198,52.43734
2017-05-05,52.606415,52.607796,52.627335,52.59929,52.615532,52.59753,52.56836
2017-05-07,52.53506,52.566895,52.543346,52.563766,52.53882,52.535297,52.57069
2017-05-08,52.514618,52.562325,52.542492,52.551247,52.460407,52.567272,52.582916
2017-05-09,52.47776,52.530697,52.48187,52.50752,52.510254,52.499184,52.213825
2017-05-10,52.575367,52.532845,52.507423,52.587,52.52264,52.22919,52.182293
2017-05-11,52.493336,52.506,52.49617,52.545925,52.14381,52.09768,51.977478
2017-05-12,52.54705,52.56122,52.51551,52.180534,52.143616,51.96027,51.920826
2017-05-14,52.556576,52.54633,52.133205,52.125572,51.9715,51.985683,51.944576
2017-05-15,52.504795,52.185246,52.085827,52.004295,51.949047,51.900196,51.931843
2017-05-16,52.179836,52.17721,52.038574,51.951485,51.96218,51.962234,52.01499
2017-05-17,52.089756,52.05321,52.0343,51.956676,52.000584,52.041695,51.97908
2017-05-18,51.924023,51.889523,51.94549,51.82012,51.907383,51.91069,51.897114
2017-05-19,52.05244,52.023804,52.023926,51.982124,52.04091,52.061966,52.08707
2017-05-21,52.005325,51.98671,52.02018,51.982567,51.976913,52.03113,52.015656
2017-05-22,51.838787,51.911423,51.909203,51.953022,51.925762,51.898125,51.824528
2017-05-23,51.956493,51.982857,52.017433,51.943768,51.981827,51.932762,51.945625
2017-05-24,51.95701,51.999092,51.93677,51.935307,51.9207,51.873493,51.937492
2017-05-25,51.972046,52.001667,52.004517,51.94233,51.95484,51.959274,51.87451
2017-05-26,51.93858,51.95744,51.937107,51.89402,51.907623,51.884396,51.843338
2017-05-28,51.949245,51.88437,51.925426,51.92225,51.856647,51.84447,51.821945
2017-05-29,51.90978,51.97329,51.925323,51.88703,51.864067,51.814598,51.79302
2017-05-30,51.95368,51.892838,51.88777,51.847687,51.858143,51.79466,51.752132
2017-05-31,51.932304,51.8689,51.839653,51.800426,51.792416,51.745487,51.66805
2017-06-01,51.828194,51.861904,51.799564,51.770058,51.724648,51.632187,51.562286
2017-06-02,51.844944,51.850685,51.81179,51.781364,51.641838,51.60843,51.34531
2017-06-04,51.797253,51.76493,51.753937,51.620518,51.576073,51.32673,51.315144
2017-06-05,51.778156,51.757034,51.716213,51.635544,51.38425,51.364105,51.14752
2017-06-06,51.781887,51.651077,51.52765,51.371914,51.292305,51.099876,51.045704
2017-06-07,51.61872,51.561436,51.381134,51.247284,51.122356,51.04343,50.852753
2017-06-08,51.564445,51.35035,51.316944,51.09616,51.073196,50.822792,50.809612
2017-06-09,51.36333,51.314182,51.117996,51.00693,50.812775,50.72908,50.689083
2017-06-11,51.27286,51.060997,51.006126,50.773518,50.75574,50.710884,50.681488
2017-06-12,51.1193,51.044464,50.79238,50.781776,50.720024,50.673588,50.712223
2017-06-13,51.00002,50.79046,50.71514,50.728542,50.68965,50.6701,50.686726
2017-06-14,50.811905,50.702126,50.690224,50.68627,50.69222,50.712788,50.617043
2017-06-15,50.812607,50.711964,50.76221,50.78731,50.764465,50.73524,50.782272
2017-06-16,50.694347,50.661617,50.6763,50.703804,50.646584,50.64726,50.66682
2017-06-18,50.80031,50.673565,50.74037,50.68809,50.715595,50.751095,50.7722
2017-06-19,50.746685,50.640354,50.75271,50.797062,50.767735,50.779877,49.998005
2017-06-20,50.675854,50.720005,50.74019,50.686775,50.70913,50.0001,49.77665
2017-06-21,50.745193,50.720226,50.683586,50.750137,50.0603,49.764378,49.686035
2017-06-22,50.727352,50.67774,50.699787,50.065525,49.736774,49.687798,49.575138
2017-06-23,50.71755,50.714996,50.04396,49.77602,49.67009,49.541046,49.001217
2017-06-25,50.777496,50.079956,49.78138,49.687004,49.606255,49.016212,48.569935
2017-06-26,50.117466,49.845074,49.727196,49.646267,49.075695,48.539993,48.415726
2017-06-27,49.791534,49.681084,49.56994,49.00142,48.503315,48.390728,48.38391
2017-06-28,49.637707,49.55763,48.96873,48.446415,48.357407,48.332836,48.31897
2017-06-29,49.61916,49.03924,48.532818,48.438507,48.405903,48.409027,48.409863
2017-06-30,49.086056,48.540146,48.417233,48.442616,48.426163,48.419674,48.434002
2017-07-02,48.528954,48.453922,48.446903,48.398502,48.45648,48.416504,48.336964
2017-07-03,48.36663,48.414062,48.352432,48.401035,48.36883,48.30315,48.16339
2017-07-04,48.432217,48.405273,48.438984,48.40275,48.363724,48.275368,48.204792
2017-07-05,48.43893,48.451668,48.420265,48.365124,48.25833,48.16194,48.072655
2017-07-06,48.31684,48.32995,48.22146,48.15036,48.05136,47.980995,47.90878
2017-07-07,48.437492,48.31718,48.20001,48.11632,48.018173,47.99947,47.975483
2017-07-09,48.337654,48.21811,48.14016,48.04749,47.96504,48.000282,47.91319
2017-07-10,48.26513,48.189007,48.095425,47.995216,48.03231,47.94554,47.922096
2017-07-11,48.200516,48.108337,48.02531,48.073944,48.00306,47.990356,47.943363
2017-07-12,48.076206,47.988163,47.945312,47.931553,47.973022,47.910496,47.933796
2017-07-13,47.992622,48.04673,47.982582,47.95784,47.99392,47.91091,47.96505
2017-07-14,47.892136,47.813923,47.78169,47.83308,47.85882,47.845085,47.788258
2017-07-16,47.876873,47.896942,47.86893,47.9311,47.930107,47.93647,47.959064
2017-07-17,48.01038,47.89415,48.017906,47.92321,47.93982,47.948944,47.95118
2017-07-18,47.942562,47.929493,47.94257,47.900303,47.92953,47.921463,47.91015
2017-07-19,47.937702,47.89471,47.894436,47.913853,47.933865,47.933613,47.94044
2017-07-20,47.982174,47.992123,47.968906,47.942783,47.940666,47.954754,47.98821
2017-07-21,47.8657,47.92856,47.906868,47.883034,47.888367,47.891422,47.878998
2017-07-23,47.913216,47.872467,47.880257,47.81875,47.952843,47.91572,47.940502
2017-07-24,47.935814,47.90113,47.933647,47.939938,47.979473,48.03824,48.15284
2017-07-25,47.96497,47.98463,47.93807,47.944668,48.020382,48.110832,48.116062
2017-07-26,47.914555,47.85738,47.883884,47.947582,47.989788,48.13844,48.23974
2017-07-27,47.9339,47.9423,48.02077,48.0527,48.13599,48.21833,48.41604
2017-07-28,47.946697,48.054382,48.086864,48.163765,48.25608,48.48107,48.55214
2017-07-30,48.017635,48.074947,48.11288,48.265987,48.45363,48.526615,48.654408
2017-07-31,48.109978,48.129227,48.218533,48.506954,48.517426,48.673443,48.708984
2017-08-01,48.187607,48.278774,48.409073,48.57136,48.69442,48.698654,48.766266
2017-08-02,48.250477,48.442947,48.607594,48.669365,48.738865,48.77622,48.805565
2017-08-03,48.48545,48.612595,48.74295,48.777435,48.82256,48.81402,48.87697
2017-08-04,48.48887,48.582886,48.707085,48.71335,48.769077,48.779545,48.987637
2017-08-06,48.660496,48.674286,48.68601,48.746033,48.870914,49.033203,49.14361
2017-08-07,48.719563,48.732124,48.78012,48.861557,49.001003,49.12983,49.21902
2017-08-08,48.703335,48.781353,48.83767,48.98655,49.09668,49.151382,49.50036
2017-08-09,48.829315,48.880085,49.06172,49.188198,49.229374,49.612484,49.62725
2017-08-10,48.852245,49.032936,49.16237,49.23322,49.517876,49.581554,49.625877
2017-08-11,49.11718,49.241585,49.28052,49.565838,49.65747,49.707985,50.70426
2017-08-13,49.156834,49.21537,49.549168,49.57965,49.68917,50.642765,50.593735
2017-08-14,49.206085,49.56022,49.60601,49.709938,50.648872,50.64384,50.66583
2017-08-15,49.566628,49.613388,49.6826,50.62702,50.607353,50.71458,50.818417
2017-08-16,49.6005,49.638016,50.575516,50.591995,50.619286,50.7784,51.124115
2017-08-17,49.66426,50.584705,50.596745,50.630066,50.75883,51.194756,51.447937
2017-08-18,50.65871,50.662025,50.628067,50.785965,51.202194,51.44982,51.5948
2017-08-20,50.58837,50.697304,50.756824,51.180775,51.434856,51.600548,51.685005
2017-08-21,50.65006,50.81724,51.18788,51.387886,51.655205,51.714516,51.86403
2017-08-22,50.7657,51.08511,51.42545,51.535713,51.621952,51.763184,51.80626
2017-08-23,51.099766,51.42855,51.612392,51.77083,51.793777,51.868385,51.914295
2017-08-24,51.421444,51.60724,51.68593,51.837753,51.869476,51.901817,51.902607
