,BCOUSD,BCOUSD,BCOUSD,BCOUSD,BCOUSD,BCOUSD,BCOUSD
2017-08-25,51.660088,51.727146,51.842968,51.9714,51.954483,51.956024,51.964825
2017-08-27,51.736446,51.808353,51.89132,51.914616,51.900608,51.903732,51.873657
2017-08-28,51.86704,51.83638,51.908634,51.93139,51.923214,51.949974,51.995506
2017-08-29,51.897625,51.902405,51.97568,51.897285,51.908237,51.94395,52.024616
2017-08-30,51.926727,51.951973,51.904377,51.9167,51.992607,51.973507,51.990414
2017-08-31,51.979458,51.96523,52.004166,52.008987,52.027912,52.056488,52.05553
2017-09-01,51.894897,51.94867,51.973717,51.95021,51.999905,52.010902,52.0864
2017-09-03,51.8685,51.956684,52.020874,51.985004,51.996513,52.017838,52.088543
2017-09-04,51.97075,52.004066,52.01512,52.017002,52.05433,52.14615,52.18502
2017-09-05,52.043846,52.087513,52.019173,52.124313,52.16318,52.20743,52.234627
2017-09-06,52.00358,52.039642,52.12351,52.1269,52.20015,52.200718,52.203953
2017-09-07,52.04721,52.039066,52.132668,52.163082,52.188408,52.188526,52.20588
2017-09-08,52.036816,52.088165,52.129025,52.19788,52.16751,52.22083,52.19715
2017-09-10,52.14491,52.177765,52.22837,52.234055,52.22212,52.229126,52.301094
2017-09-11,52.172737,52.18506,52.19401,52.16032,52.248882,52.29051,52.31593
2017-09-12,52.197777,52.21064,52.205776,52.261944,52.30101,52.38303,52.371834
2017-09-13,52.234962,52.185528,52.254875,52.29907,52.368107,52.393993,52.38744
2017-09-14,52.23523,52.224117,52.294476,52.31651,52.397453,52.38696,52.428436
2017-09-15,52.28305,52.276154,52.395565,52.359875,52.402267,52.43904,52.502842
2017-09-17,52.368744,52.32252,52.39976,52.374504,52.39482,52.47842,52.57525
2017-09-18,52.33448,52.339783,52.36301,52.37497,52.453453,52.568703,52.547115
2017-09-19,52.365303,52.363598,52.447044,52.470703,52.551876,52.573032,52.640945
2017-09-20,52.41274,52.409523,52.48726,52.605347,52.631588,52.693275,52.710964
2017-09-21,52.41205,52.481567,52.586502,52.62086,52.64017,52.738453,52.887302
2017-09-22,52.511845,52.552414,52.61444,52.69029,52.715534,52.923748,53.715523
2017-09-24,52.586704,52.60293,52.619617,52.696712,52.853363,53.657375,53.900368
2017-09-25,52.6173,52.65911,52.711018,52.948025,53.676964,53.90908,53.969986
2017-09-26,52.64296,52.706223,52.882133,53.662056,53.88503,53.971283,54.040203
2017-09-27,52.725544,52.902966,53.663284,53.89639,53.96883,54.008083,54.367157
2017-09-28,52.887707,53.706375,53.902447,53.925007,54.01516,54.374233,54.40477
2017-09-29,53.710876,53.84374,53.97504,54.073803,54.375675,54.37942,54.73401
2017-10-01,53.910164,53.969795,54.0078,54.31725,54.386417,54.708405,55.399
2017-10-02,54.010193,54.051422,54.377865,54.448902,54.773727,55.392166,55.463326
2017-10-03,54.04835,54.300125,54.38455,54.755844,55.338345,55.371735,55.43455
2017-10-04,54.367092,54.39452,54.766285,55.41285,55.42267,55.44512,55.505695
2017-10-05,54.41239,54.74685,55.318356,55.414536,55.459824,55.48212,55.625805
2017-10-06,54.69658,55.400417,55.383972,55.437294,55.475437,55.622795,55.64813
2017-10-08,55.33163,55.38392,55.352493,55.503136,55.538765,55.592472,55.70171
2017-10-09,55.49574,55.468117,55.53023,55.62126,55.635746,55.65207,55.77396
2017-10-10,55.48033,55.500492,55.598,55.62746,55.635883,55.78624,55.899876
2017-10-11,55.513306,55.54971,55.616077,55.708447,55.80744,55.891964,56.010284
2017-10-12,55.631226,55.664642,55.715427,55.783707,55.90553,55.97745,56.05603
2017-10-13,55.590153,55.702484,55.79725,55.921085,55.922653,56.05988,56.201107
2017-10-15,55.704174,55.814552,55.89694,55.916298,56.082367,56.174107,56.250427
2017-10-16,55.732227,55.865307,55.897842,56.022823,56.192326,56.222893,56.391228
2017-10-17,55.92147,55.943012,56.05666,56.153248,56.238297,56.400414,56.39265
2017-10-18,55.96326,56.145973,56.128994,56.245014,56.369453,56.431683,56.489525
2017-10-19,56.025116,56.179237,56.197823,56.341526,56.422173,56.529823,56.5539
2017-10-20,56.25092,56.23719,56.36207,56.513832,56.53433,56.537323,56.647694
2017-10-22,56.213097,56.36016,56.36714,56.48412,56.58626,56.568554,56.682583
2017-10-23,56.375427,56.427116,56.408745,56.553093,56.67216,56.747787,56.811325
2017-10-24,56.50835,56.51504,56.58374,56.63636,56.672165,56.86556,56.932377
2017-10-25,56.531906,56.572792,56.65633,56.63862,56.829163,56.928272,57.060432
2017-10-26,56.53962,56.612144,56.646854,56.779667,56.91851,57.050938,57.271152
2017-10-27,56.615753,56.70054,56.8091,56.9723,57.053257,57.311607,57.483124
2017-10-29,56.65865,56.800232,56.9477,57.089962,57.25314,57.431965,57.61004
2017-10-30,56.92006,56.894135,57.032356,57.368557,57.440933,57.611107,57.74588
2017-10-31,56.91171,57.12749,57.27992,57.522564,57.65207,57.70021,57.810974
2017-11-01,57.04818,57.226997,57.389103,57.46768,57.651863,57.740494,57.77205
2017-11-02,57.24153,57.499035,57.59826,57.635456,57.74722,57.851376,57.803505
2017-11-03,57.49295,57.63401,57.68969,57.760693,57.860394,57.853054,57.845974
2017-11-05,57.5506,57.695534,57.75692,57.782707,57.864456,57.818142,57.85843
2017-11-06,57.77885,57.78778,57.86306,57.83551,57.80329,57.92077,57.946278
2017-11-07,57.796726,57.827354,57.85172,57.90033,57.835407,57.814415,57.986973
2017-11-08,57.843628,57.838367,57.832314,57.831104,57.895676,57.897945,57.969418
2017-11-09,57.78136,57.801,57.82422,57.91499,57.92079,57.924606,58.168125
