,USDDKK,USDDKK,USDDKK,USDDKK,USDDKK,USDDKK,USDDKK
2012-12-30,5.7380333,5.732241,5.7289343,5.7136793,5.7149267,5.705647,5.7060437
2012-12-31,5.737624,5.7358665,5.723119,5.713209,5.7020063,5.706746,5.7065735
2013-01-02,5.7386837,5.7167225,5.7199535,5.710209,5.714775,5.7109785,5.712977
2013-01-03,5.724141,5.7144184,5.706605,5.7104454,5.705592,5.700491,5.705195
2013-01-04,5.7204924,5.7160797,5.7183876,5.718735,5.713601,5.7126403,5.7071505
2013-01-06,5.7046976,5.709264,5.6993504,5.700417,5.693677,5.700236,5.695549
2013-01-07,5.722123,5.7163334,5.71811,5.715635,5.716799,5.7064323,5.7130046
2013-01-08,5.707408,5.709469,5.69641,5.6942673,5.6931663,5.6841803,5.695879
2013-01-09,5.700877,5.695716,5.702129,5.698162,5.702129,5.6866717,5.6834946
2013-01-10,5.7033954,5.709385,5.6984367,5.6953917,5.698824,5.6917105,5.681868
2013-01-11,5.703673,5.70503,5.696849,5.69005,5.6842422,5.6696177,5.6713257
2013-01-13,5.6993213,5.6912994,5.7004056,5.6867876,5.6794186,5.667066,5.666502
2013-01-14,5.6903653,5.698119,5.6903553,5.664929,5.666877,5.6608763,5.6644263
2013-01-15,5.698,5.697356,5.6699376,5.672841,5.6667714,5.664136,5.655649
2013-01-16,5.6851583,5.6645274,5.6658278,5.6596084,5.6558657,5.6486864,5.652177
2013-01-17,5.677203,5.660569,5.6581297,5.6582155,5.6518755,5.6540885,5.6473484
2013-01-18,5.6623287,5.6596947,5.662627,5.6615114,5.6529875,5.6541367,5.6552334
2013-01-20,5.665381,5.661774,5.656842,5.657059,5.6555176,5.6568446,5.651349
2013-01-21,5.6604133,5.6602945,5.6572423,5.6569304,5.6506414,5.6454725,5.64809
2013-01-22,5.654955,5.651174,5.6438904,5.647582,5.6484413,5.638585,5.6401815
2013-01-23,5.663742,5.6534615,5.6532755,5.6500435,5.6453238,5.6459923,5.6444044
2013-01-24,5.6433873,5.6483307,5.6380033,5.645005,5.6368814,5.6337686,5.6329594
2013-01-25,5.644965,5.645853,5.6447144,5.6417513,5.6337996,5.635933,5.6296015
2013-01-27,5.646287,5.647107,5.6412735,5.6421666,5.6417913,5.643523,5.6272354
2013-01-28,5.6490536,5.6420546,5.640495,5.6326675,5.633698,5.6302767,5.614489
2013-01-29,5.648423,5.6438794,5.642428,5.6312003,5.6266356,5.615302,5.6080294
2013-01-30,5.6384587,5.6387386,5.6276054,5.619258,5.612466,5.609334,5.60332
2013-01-31,5.6299887,5.627278,5.63159,5.61265,5.6070347,5.5990095,5.600855
2013-02-01,5.6290283,5.624551,5.6131263,5.606395,5.601326,5.6031094,5.597573
2013-02-03,5.6313276,5.6136694,5.6159143,5.6034994,5.608799,5.601253,5.594047
2013-02-04,5.6093855,5.596365,5.5982904,5.603733,5.597032,5.5963945,5.5989103
2013-02-05,5.61648,5.611493,5.611665,5.6020346,5.601323,5.596705,5.593627
2013-02-06,5.622123,5.598445,5.5941806,5.591793,5.585495,5.584143,5.5882797
2013-02-07,5.6037655,5.6033525,5.5980835,5.5990057,5.598735,5.5938654,5.588171
2013-02-08,5.615522,5.610995,5.5986404,5.5979853,5.600178,5.59704,5.593815
2013-02-10,5.6036263,5.594204,5.60147,5.5904183,5.5877233,5.589899,5.587208
2013-02-11,5.5958166,5.5975246,5.5943394,5.588543,5.5806866,5.5857086,5.5882864
2013-02-12,5.5997295,5.595702,5.583234,5.5887823,5.5900173,5.585517,5.5884376
2013-02-13,5.5905457,5.584557,5.5829153,5.5823,5.584173,5.57922,5.585523
2013-02-14,5.585433,5.5828795,5.5779457,5.580598,5.5790205,5.579528,5.576969
2013-02-15,5.5875673,5.5847344,5.587866,5.589407,5.585044,5.581928,5.583662
2013-02-17,5.576713,5.579864,5.5781755,5.5801625,5.5802755,5.5772057,5.5781927
2013-02-18,5.583598,5.5849953,5.589636,5.5836844,5.5805774,5.5850344,5.5818105
2013-02-19,5.58477,5.583263,5.5808544,5.5813313,5.5853066,5.583166,5.583314
2013-02-20,5.587162,5.5859222,5.573904,5.5887604,5.583784,5.580991,5.5802326
2013-02-21,5.578439,5.579266,5.5796847,5.5791664,5.5754433,5.5819106,5.5798664
2013-02-22,5.577078,5.577065,5.579453,5.577676,5.5805173,5.5828514,5.581673
2013-02-24,5.5830345,5.5821133,5.581249,5.583553,5.586029,5.5848317,5.585639
2013-02-25,5.576873,5.5791445,5.5789223,5.582672,5.579056,5.579542,5.5800285
2013-02-26,5.578821,5.5852785,5.574836,5.584387,5.578418,5.5848064,5.5847697
2013-02-27,5.5840244,5.582608,5.580757,5.582556,5.570367,5.5845823,5.579336
2013-02-28,5.5841904,5.5825825,5.577263,5.58565,5.5779095,5.582033,5.577794
2013-03-01,5.58523,5.583277,5.582981,5.5798063,5.5863004,5.5807776,5.5803576
2013-03-03,5.579663,5.580357,5.582349,5.5834317,5.5808887,5.5817957,5.582244
2013-03-04,5.580673,5.5831246,5.5870724,5.581117,5.5896335,5.580823,5.5869102
2013-03-05,5.582923,5.5826645,5.585923,5.576022,5.579278,5.583962,5.58644
2013-03-06,5.581521,5.582825,5.5827293,5.57983,5.581625,5.5854597,5.581337
2013-03-07,5.582688,5.578855,5.582674,5.585143,5.585104,5.58904,5.589056
2013-03-08,5.5847692,5.585489,5.585865,5.5896387,5.5904555,5.595688,5.5967264
2013-03-10,5.5818143,5.5855284,5.586308,5.5872326,5.5906596,5.5930734,5.6498575
2013-03-11,5.580749,5.5865717,5.5879364,5.592491,5.598708,5.6481404,5.653802
2013-03-12,5.583495,5.587644,5.586685,5.5887537,5.6390686,5.650327,5.655115
2013-03-13,5.5898156,5.5886927,5.593955,5.6468554,5.656513,5.6524425,5.664862
2013-03-14,5.596918,5.590541,5.6484656,5.6559496,5.6658764,5.666283,5.6881943
2013-03-15,5.5958595,5.6531,5.6584992,5.65889,5.6656847,5.6892476,5.696335
2013-03-17,5.6472063,5.6561,5.6570873,5.666209,5.6832023,5.692018,5.7057066
2013-03-18,5.6514254,5.652478,5.660371,5.68737,5.6938753,5.6987753,5.708025
2013-03-19,5.652191,5.666031,5.69008,5.703885,5.7054424,5.710638,5.7118587
2013-03-20,5.6668634,5.6867704,5.6918006,5.7044477,5.707449,5.719105,5.7213798
2013-03-21,5.685026,5.6919556,5.701721,5.708799,5.708611,5.706087,5.710244
2013-03-22,5.6875744,5.6975813,5.702677,5.7136145,5.708414,5.708792,5.7159643
2013-03-24,5.7009506,5.711026,5.712517,5.7135844,5.716278,5.713578,5.7281337
2013-03-25,5.704212,5.7189426,5.7170653,5.7199135,5.719509,5.7256246,5.7175922
2013-03-26,5.7072606,5.7101083,5.709997,5.7175875,5.7202625,5.716168,5.7110996
2013-03-27,5.714799,5.720007,5.7233253,5.7337546,5.737529,5.726838,5.728256
2013-03-28,5.7125053,5.718545,5.724286,5.7251997,5.728344,5.726651,5.7315903
2013-03-31,5.7212753,5.720817,5.7144203,5.7182236,5.723377,5.735998,5.7257943
2013-04-01,5.726403,5.7318683,5.730596,5.733904,5.7336006,5.73146,5.7435665
2013-04-02,5.7236958,5.7268047,5.726053,5.7316236,5.7323112,5.740079,5.733966
2013-04-03,5.726224,5.7244844,5.7384863,5.7368574,5.7429533,5.7380924,5.7385054
2013-04-04,5.726774,5.7281446,5.737613,5.741393,5.7428265,5.7405396,5.741761
2013-04-05,5.727995,5.7247224,5.737172,5.73882,5.738679,5.739036,5.7369037
2013-04-07,5.7282953,5.7409534,5.7408543,5.7443547,5.739981,5.742592,5.741474
2013-04-08,5.73689,5.7410836,5.7379465,5.7363195,5.7418118,5.738533,5.7419963
2013-04-09,5.743734,5.7409954,5.744867,5.7418575,5.744883,5.741914,5.742159
2013-04-10,5.730216,5.7364926,5.7368717,5.7363706,5.7365074,5.735218,5.736403
2013-04-11,5.742885,5.7404284,5.7399826,5.741141,5.73293,5.743,5.7400084
2013-04-12,5.740802,5.737457,5.73786,5.740158,5.7392063,5.7354336,5.741785
2013-04-14,5.743224,5.740477,5.7385273,5.739058,5.739155,5.7363033,5.737665
2013-04-15,5.739026,5.7414865,5.736947,5.7411184,5.738122,5.7362165,5.737914
2013-04-16,5.74125,5.7412543,5.736541,5.739438,5.7377796,5.736027,5.7365065
2013-04-17,5.738995,5.7391043,5.73816,5.7416334,5.74045,5.738943,5.736589
2013-04-18,5.737481,5.7395744,5.7380457,5.7347803,5.735685,5.7387114,5.7332544
2013-04-19,5.7395926,5.7364383,5.740032,5.7401123,5.7374225,5.736371,5.741109
2013-04-21,5.743183,5.737564,5.736666,5.736713,5.736711,5.7347717,5.735138
2013-04-22,5.740673,5.738321,5.7345104,5.734935,5.728246,5.7344036,5.7334013
2013-04-23,5.738287,5.7424316,5.735367,5.739617,5.7371254,5.736171,5.7343965
2013-04-24,5.7393827,5.740713,5.7383223,5.738203,5.733835,5.7353926,5.726959
2013-04-25,5.7352734,5.740106,5.736591,5.734031,5.7321825,5.7340117,5.7293963
2013-04-26,5.734538,5.7393,5.735659,5.7326107,5.7272267,5.730702,5.726615
2013-04-28,5.739293,5.7271547,5.7325153,5.726965,5.7258754,5.7313128,5.727433
2013-04-29,5.736804,5.732996,5.7367907,5.7283616,5.732578,5.725851,5.7257795
2013-04-30,5.730503,5.726712,5.722455,5.7324457,5.715814,5.720131,5.713663
2013-05-01,5.7278166,5.7337174,5.7215147,5.7255044,5.724446,5.7117043,5.7117376
2013-05-02,5.7251854,5.7302012,5.721155,5.7220945,5.715396,5.7143865,5.710238
2013-05-03,5.7254133,5.728051,5.7185388,5.7144547,5.7126055,5.7118773,5.7087736
2013-05-05,5.721127,5.7238064,5.711656,5.7170324,5.711817,5.711541,5.709235
2013-05-06,5.7233715,5.715586,5.713793,5.7130027,5.7116356,5.705212,5.7090535
2013-05-07,5.713498,5.7173185,5.711713,5.7047176,5.698721,5.7015944,5.713155
2013-05-08,5.708831,5.707361,5.706316,5.7027874,5.707176,5.703438,5.7052155
2013-05-09,5.7088637,5.702689,5.7033463,5.7055874,5.7021303,5.700337,5.7003336
2013-05-10,5.708004,5.7065134,5.703441,5.7065134,5.70238,5.700161,5.7041664
2013-05-12,5.708924,5.7062564,5.704523,5.7042084,5.707596,5.7071743,5.702754
2013-05-13,5.7059913,5.707332,5.7049923,5.7066336,5.707438,5.707885,5.707055
2013-05-14,5.6992025,5.702858,5.7055063,5.7040286,5.7033052,5.703231,5.701498
2013-05-15,5.7072697,5.705245,5.707798,5.7084074,5.7066813,5.707916,5.7037687
2013-05-16,5.704588,5.7064795,5.701324,5.7031064,5.7058563,5.7028546,5.7042265
2013-05-17,5.706665,5.7068863,5.7060127,5.7079983,5.705588,5.70726,5.7092447
2013-05-19,5.7093945,5.7077727,5.7091346,5.703679,5.7052727,5.7036285,5.709312
2013-05-20,5.7024508,5.7028475,5.7056913,5.703477,5.708067,5.7082996,5.7110033
2013-05-21,5.7044663,5.7070704,5.7072268,5.7101693,5.7077136,5.71414,5.712455
2013-05-22,5.7036943,5.70267,5.702946,5.707861,5.708208,5.7153335,5.718123
2013-05-23,5.7051773,5.707247,5.710324,5.7089357,5.717796,5.723016,5.7226377
2013-05-24,5.706292,5.7092295,5.7082214,5.718545,5.7240086,5.730171,5.7303305
2013-05-26,5.7078104,5.709152,5.7129583,5.71982,5.728452,5.726793,5.729376
2013-05-27,5.708234,5.710694,5.7182517,5.7239304,5.7268972,5.729534,5.731016
2013-05-28,5.7153044,5.719344,5.724845,5.728697,5.7327456,5.7329006,5.7329617
2013-05-29,5.716347,5.718279,5.7254333,5.726449,5.7274704,5.72941,5.7261705
2013-05-30,5.7196617,5.726862,5.728656,5.7329187,5.734125,5.7318773,5.7322283
2013-05-31,5.7311954,5.7296143,5.734233,5.7329674,5.732615,5.734562,5.7317553
2013-06-02,5.740361,5.737297,5.740329,5.745558,5.7355547,5.737795,5.7339816
2013-06-03,5.732587,5.7312307,5.733282,5.7337556,5.7336235,5.724393,5.7317495
2013-06-04,5.729925,5.7270713,5.731454,5.733447,5.7262135,5.737938,5.7367373
2013-06-05,5.731743,5.7299404,5.7296185,5.726525,5.7237287,5.728875,5.733032
2013-06-06,5.7332745,5.726803,5.730761,5.7320776,5.7314243,5.725423,5.7242355
2013-06-07,5.736315,5.732443,5.7272816,5.7294083,5.728447,5.7331047,5.7296486
2013-06-09,5.730135,5.727363,5.7297735,5.7254033,5.732909,5.730482,5.729752
2013-06-10,5.7304287,5.733906,5.7295475,5.727896,5.732477,5.731478,5.7343974
2013-06-11,5.7335653,5.730497,5.7329874,5.734123,5.7361894,5.7307644,5.724496
2013-06-12,5.7344847,5.73701,5.7324743,5.735323,5.7362776,5.7358,5.7365475
2013-06-13,5.7347107,5.7298155,5.735214,5.7286053,5.7368193,5.7304873,5.7354193
2013-06-14,5.7269554,5.7331657,5.725441,5.7291994,5.7310314,5.7329645,5.730614
2013-06-16,5.734314,5.727853,5.7244396,5.7337627,5.731708,5.736478,5.7295647
2013-06-17,5.7187543,5.734911,5.7217064,5.7303753,5.727472,5.7289386,5.726797
2013-06-18,5.728813,5.737403,5.7373466,5.7340703,5.7316504,5.736602,5.720209
2013-06-19,5.7356973,5.731984,5.7359962,5.7362976,5.7311726,5.724595,5.7129564
2013-06-20,5.732508,5.7285833,5.7247815,5.722769,5.7282887,5.7170134,5.6962066
2013-06-21,5.724143,5.734518,5.738979,5.7264347,5.714943,5.7139597,5.7012854
2013-06-23,5.733268,5.7360554,5.7254963,5.7140584,5.7010784,5.7034435,5.704874
2013-06-24,5.7313414,5.7280483,5.714361,5.7057896,5.7081122,5.706925,5.7034245
2013-06-25,5.725815,5.7157164,5.6962614,5.7078714,5.699893,5.701414,5.700671
2013-06-26,5.715684,5.7037425,5.7035413,5.708498,5.7033668,5.7063665,5.704523
2013-06-27,5.705468,5.699968,5.6983814,5.7011538,5.7132015,5.6991568,5.7004004
2013-06-28,5.7112284,5.711258,5.70268,5.7113857,5.698515,5.7040224,5.7013683
2013-06-30,5.707039,5.7041464,5.70364,5.6998982,5.700444,5.711603,5.6980705
2013-07-01,5.7037077,5.7056766,5.702797,5.7022104,5.7024937,5.700451,5.7057076
2013-07-02,5.7023053,5.7037425,5.6988163,5.6985674,5.705217,5.7066116,5.705575
2013-07-03,5.705608,5.702979,5.7017307,5.699455,5.703959,5.699453,5.706851
2013-07-04,5.6980615,5.701495,5.6963043,5.6981697,5.697896,5.6992626,5.700431
2013-07-05,5.6999207,5.702723,5.70864,5.70364,5.696525,5.7040668,5.7009277
2013-07-07,5.697855,5.7048054,5.695717,5.6994815,5.701013,5.698101,5.70258
2013-07-08,5.699445,5.6975203,5.7046213,5.6931257,5.69854,5.699937,5.697996
2013-07-09,5.6995363,5.7003727,5.702887,5.698704,5.70187,5.701251,5.700349
2013-07-10,5.700549,5.7019806,5.709927,5.7006636,5.704226,5.702544,5.702815
2013-07-11,5.70838,5.7022867,5.716954,5.7055855,5.7082577,5.7057343,5.7053995
2013-07-12,5.703328,5.697979,5.696678,5.699395,5.699421,5.697208,5.691415
2013-07-14,5.7076745,5.707777,5.7097435,5.7094154,5.7039795,5.7037106,5.698617
2013-07-15,5.7015204,5.7068834,5.700239,5.702276,5.6972837,5.6917124,5.6978765
2013-07-16,5.7036285,5.7001276,5.698798,5.700411,5.693179,5.687909,5.6906815
2013-07-17,5.6979733,5.690848,5.6891046,5.6912465,5.693678,5.6862307,5.6941404
2013-07-18,5.699751,5.693494,5.6934366,5.691577,5.6925235,5.690843,5.691944
2013-07-19,5.691082,5.695011,5.684947,5.689337,5.6902986,5.6876907,5.6915483
2013-07-21,5.7097874,5.6939573,5.700033,5.699191,5.689579,5.6958103,5.6938257
2013-07-22,5.693422,5.696366,5.6957884,5.692064,5.69565,5.695386,5.6950884
2013-07-23,5.6857176,5.688852,5.688633,5.6863165,5.689227,5.6843224,5.6902666
2013-07-24,5.691049,5.692031,5.682953,5.6938295,5.6928167,5.6894636,5.6884747
2013-07-25,5.699477,5.700513,5.7031345,5.705153,5.704813,5.705015,5.703187
2013-07-26,5.6859417,5.696746,5.689715,5.6974254,5.6879153,5.6856856,5.6964064
2013-07-28,5.7003293,5.689382,5.700347,5.7034416,5.6896515,5.694751,5.6989703
2013-07-29,5.688874,5.695337,5.6888494,5.685645,5.700367,5.687163,5.68524
2013-07-30,5.695944,5.688234,5.6915636,5.6932535,5.6957684,5.6900854,5.690609
2013-07-31,5.6918187,5.69225,5.6961985,5.6950045,5.6908426,5.692756,5.6878324
2013-08-01,5.6917562,5.691207,5.688951,5.696372,5.6906915,5.685689,5.684642
2013-08-02,5.6942377,5.6933813,5.6897535,5.69524,5.694427,5.6916504,5.6835604
2013-08-04,5.686289,5.687518,5.6932497,5.689844,5.6895776,5.6857996,5.6832886
2013-08-05,5.692485,5.691326,5.689413,5.6887093,5.6829414,5.684967,5.6796417
2013-08-06,5.6908665,5.685136,5.690215,5.6820965,5.6801662,5.673731,5.671236
2013-08-07,5.6922855,5.6957865,5.6818905,5.6809916,5.6811953,5.667786,5.66113
2013-08-08,5.692466,5.6836686,5.681853,5.671014,5.668501,5.661352,5.651349
2013-08-09,5.6749606,5.6803737,5.6759367,5.6608987,5.656623,5.6410174,5.6406126
2013-08-11,5.6828375,5.675457,5.672819,5.6560645,5.647153,5.642697,5.637329
2013-08-12,5.6753445,5.669096,5.6565485,5.6464577,5.6432915,5.63998,5.6298156
2013-08-13,5.671912,5.6583767,5.649768,5.646854,5.6351075,5.6315584,5.627245
2013-08-14,5.653848,5.647335,5.642046,5.6256313,5.628909,5.618165,5.6285505
2013-08-15,5.647767,5.6447687,5.6279154,5.6285286,5.629696,5.616808,5.6204915
2013-08-16,5.640376,5.63185,5.6323385,5.630542,5.62775,5.623329,5.625085
2013-08-18,5.639256,5.6292324,5.638867,5.625416,5.6303577,5.6357894,5.623115
2013-08-19,5.6308756,5.625456,5.631525,5.6192503,5.624394,5.6156664,5.6208086
2013-08-20,5.6335196,5.6329327,5.620843,5.6227937,5.6161537,5.620725,5.6170774
2013-08-21,5.631873,5.625533,5.611968,5.6291423,5.617174,5.6171765,5.6125026
2013-08-22,5.627663,5.6258416,5.6212907,5.620682,5.617044,5.6195183,5.609168
2013-08-23,5.6212616,5.6182537,5.6152887,5.607042,5.614176,5.608789,5.6075153
2013-08-25,5.6189384,5.618576,5.6176405,5.6148586,5.6135273,5.6110945,5.6143785
2013-08-26,5.6205354,5.6209836,5.6199923,5.61285,5.60795,5.618671,5.6043625
2013-08-27,5.615174,5.6165986,5.6142535,5.6118603,5.6071796,5.613371,5.607521
2013-08-28,5.615652,5.6142597,5.609437,5.613274,5.61116,5.6109314,5.6113033
2013-08-29,5.6150875,5.6140265,5.613758,5.612996,5.613494,5.6139393,5.6145735
2013-08-30,5.6103992,5.61232,5.6137896,5.612186,5.612041,5.612307,5.6134586
2013-09-01,5.6106157,5.611483,5.6131015,5.615226,5.6134377,5.61106,5.6112776
2013-09-02,5.612239,5.6113725,5.6107445,5.610259,5.6110344,5.6096764,5.610566
2013-09-03,5.6104174,5.607934,5.611424,5.609621,5.607602,5.613106,5.609458
2013-09-04,5.615339,5.614171,5.614128,5.611384,5.610381,5.613167,5.623351
2013-09-05,5.609918,5.613388,5.6126504,5.614627,5.6083784,5.6111426,5.611451
2013-09-06,5.6106586,5.6124763,5.6112394,5.611947,5.6136465,5.6111827,5.6142373
2013-09-08,5.610859,5.6108046,5.610856,5.6115966,5.6143684,5.6122894,5.607475
2013-09-09,5.605612,5.6074,5.6143456,5.6172647,5.607919,5.6082287,5.6084423
2013-09-10,5.61339,5.615856,5.610671,5.612488,5.6084294,5.6067667,5.60911
2013-09-11,5.6122274,5.611496,5.611354,5.6124716,5.6103773,5.6083584,5.606122
2013-09-12,5.6166697,5.613847,5.613283,5.610899,5.6122785,5.607483,5.604062
2013-09-13,5.611541,5.6131935,5.6146154,5.6110506,5.608614,5.6011696,5.6009245
2013-09-15,5.612669,5.6084576,5.608419,5.6062827,5.6050243,5.599673,5.592889
2013-09-16,5.6138535,5.6050167,5.608121,5.6016736,5.597893,5.6020737,5.5932617
2013-09-17,5.607065,5.6049347,5.6023736,5.5965986,5.5970736,5.5929265,5.59558
2013-09-18,5.6043186,5.6025352,5.5962553,5.598092,5.5981045,5.5973473,5.596205
2013-09-19,5.601868,5.597801,5.591155,5.5951047,5.599795,5.592616,5.595524
2013-09-20,5.6016583,5.5994596,5.5907598,5.594259,5.5900564,5.592147,5.5892067
2013-09-22,5.595997,5.5964193,5.5926685,5.593777,5.598241,5.586198,5.586817
2013-09-23,5.5970254,5.5967216,5.595165,5.5982156,5.5892553,5.5852776,5.5847635
2013-09-24,5.602376,5.6045027,5.595023,5.595929,5.5855975,5.581421,5.5834723
2013-09-25,5.6003494,5.586837,5.596846,5.588258,5.580562,5.579853,5.5851917
2013-09-26,5.5953536,5.6007743,5.5922003,5.593045,5.588106,5.58302,5.5878954
2013-09-27,5.5940695,5.59239,5.5896926,5.5856466,5.587735,5.583848,5.587167
2013-09-29,5.599221,5.588125,5.591357,5.5879602,5.585951,5.589097,5.5871983
2013-09-30,5.581079,5.5773325,5.574014,5.5763464,5.5723505,5.575843,5.5763054
2013-10-01,5.585577,5.580922,5.583581,5.5776095,5.585266,5.581544,5.578933
2013-10-02,5.589888,5.5902963,5.5868616,5.5866365,5.58638,5.583967,5.578787
2013-10-03,5.582489,5.5800037,5.580265,5.575921,5.57343,5.57943,5.5759606
2013-10-04,5.581947,5.5869236,5.5805197,5.5801516,5.575089,5.5758114,5.5545783
2013-10-06,5.579818,5.578536,5.579258,5.576893,5.569825,5.557275,5.529817
2013-10-07,5.583881,5.5819926,5.579438,5.578292,5.558003,5.5318227,5.5265007
2013-10-08,5.5811396,5.581132,5.577278,5.5541954,5.5292006,5.531151,5.526634
2013-10-09,5.5755367,5.577543,5.5561943,5.529346,5.5248804,5.5228157,5.5265694
2013-10-10,5.5741997,5.5532904,5.530865,5.5246463,5.5265656,5.5234766,5.5252004
2013-10-11,5.5560417,5.5386896,5.5265055,5.525093,5.5215797,5.521128,5.51414
2013-10-13,5.5293946,5.5363274,5.528042,5.532175,5.52168,5.51609,5.517858
2013-10-14,5.5285444,5.524802,5.5177484,5.513771,5.5170054,5.5167847,5.518649
2013-10-15,5.5250063,5.522828,5.5200186,5.5140076,5.522805,5.516916,5.5121756
2013-10-16,5.520006,5.525379,5.518612,5.517339,5.517532,5.5161104,5.5179977
2013-10-17,5.522965,5.519806,5.515806,5.518835,5.513079,5.508268,5.5005274
2013-10-18,5.5203834,5.524399,5.519642,5.5179834,5.5204735,5.516103,5.507872
2013-10-20,5.5106516,5.5107965,5.5090537,5.5132337,5.5095325,5.5047374,5.5090656
2013-10-21,5.5069284,5.519884,5.518089,5.5181894,5.513816,5.5078497,5.511714
2013-10-22,5.519346,5.5124855,5.5143766,5.510446,5.508897,5.5084486,5.504725
2013-10-23,5.5142775,5.5140114,5.511613,5.510117,5.5071716,5.504824,5.501869
2013-10-24,5.506677,5.5103693,5.5081573,5.5075035,5.506239,5.503641,5.4996233
2013-10-25,5.512315,5.515235,5.5092354,5.505537,5.502533,5.499671,5.5050287
2013-10-27,5.513191,5.5134506,5.510214,5.504487,5.5032454,5.501686,5.4978437
2013-10-28,5.513622,5.511239,5.5053134,5.502941,5.4993196,5.5032587,5.502657
2013-10-29,5.5062275,5.498054,5.494788,5.499381,5.4948063,5.4995937,5.497846
2013-10-30,5.503996,5.4963636,5.496804,5.495219,5.494136,5.5035553,5.495943
2013-10-31,5.494564,5.4944954,5.495814,5.498193,5.4952736,5.496212,5.4954996
2013-11-01,5.500762,5.4957285,5.495161,5.4951124,5.4996195,5.4973297,5.4947987
2013-11-03,5.4952183,5.501133,5.5010724,5.5011168,5.498931,5.502237,5.49609
2013-11-04,5.504608,5.5073833,5.505987,5.5042257,5.5064726,5.5094075,5.5023375
2013-11-05,5.5008125,5.502503,5.5002265,5.4971437,5.5003347,5.49708,5.501383
2013-11-06,5.495268,5.4958644,5.499469,5.4952726,5.4958687,5.4944286,5.4954824
2013-11-07,5.496109,5.4951553,5.4958754,5.4931545,5.498884,5.5020657,5.502016
2013-11-08,5.5028725,5.5003304,5.4960957,5.4964113,5.496121,5.495517,5.499218
2013-11-10,5.495713,5.5001802,5.5046444,5.499009,5.497674,5.49679,5.497197
2013-11-11,5.498708,5.4981527,5.4979625,5.4997606,5.4973617,5.498559,5.5002704
2013-11-12,5.4964705,5.493076,5.4947743,5.498207,5.4967003,5.5038996,5.5009866
2013-11-13,5.495513,5.494832,5.498553,5.4996324,5.4992914,5.5039015,5.510521
2013-11-14,5.496934,5.4971366,5.5043926,5.500945,5.505163,5.511947,5.506417
2013-11-15,5.4996433,5.506543,5.5044904,5.50416,5.5162516,5.5109386,5.5110345
2013-11-17,5.5003586,5.502289,5.502898,5.512993,5.5125337,5.514041,5.5160475
2013-11-18,5.5006466,5.5028915,5.5042763,5.51455,5.516048,5.5184994,5.515545
2013-11-19,5.504545,5.5087795,5.5086975,5.516165,5.5169125,5.5156317,5.516567
2013-11-20,5.5060844,5.5127473,5.517799,5.5145893,5.5220356,5.5150833,5.5173845
2013-11-21,5.5206556,5.5183744,5.515255,5.5117135,5.5075684,5.522426,5.5161366
2013-11-22,5.5177197,5.51295,5.5195675,5.517337,5.521513,5.5185237,5.517952
2013-11-24,5.5105457,5.51215,5.5106497,5.510315,5.515833,5.5166388,5.5134444
2013-11-25,5.5183992,5.512225,5.5161295,5.5156517,5.5117126,5.515331,5.513848
2013-11-26,5.5143237,5.515199,5.5140076,5.5154533,5.514411,5.5153704,5.513647
2013-11-27,5.5135508,5.508226,5.509888,5.518529,5.5135612,5.51842,5.514215
2013-11-28,5.5211134,5.517848,5.5168743,5.514633,5.5160055,5.5156026,5.515477
2013-11-29,5.5167913,5.512297,5.5118227,5.5178595,5.513562,5.5149183,5.5132885
2013-12-01,5.5153446,5.509179,5.5127516,5.5101023,5.516681,5.5143967,5.5081115
2013-12-02,5.512015,5.5123377,5.5126553,5.5150175,5.5125656,5.5148973,5.5144925
2013-12-03,5.5171003,5.513109,5.5168543,5.5109386,5.5141697,5.517714,5.5151615
2013-12-04,5.5133233,5.515916,5.5129766,5.5138826,5.511275,5.5154696,5.5136046
2013-12-05,5.5133076,5.5098248,5.5141,5.5137625,5.510096,5.5116415,5.5089474
2013-12-06,5.5161915,5.5087442,5.512271,5.519574,5.5160303,5.514603,5.5153003
2013-12-08,5.5175705,5.5147085,5.5162787,5.5125628,5.5143957,5.510652,5.5166035
2013-12-09,5.509516,5.514531,5.514042,5.5142407,5.5170507,5.5180597,5.514876
2013-12-10,5.5127244,5.5122404,5.5140724,5.516756,5.5147657,5.5167065,5.5128694
2013-12-11,5.5086927,5.51013,5.5119534,5.5145645,5.51158,5.5110435,5.500406
2013-12-12,5.5133367,5.511756,5.514408,5.51298,5.510823,5.504968,5.5027275
2013-12-13,5.509191,5.518029,5.508773,5.5123606,5.503278,5.510008,5.4974995
2013-12-15,5.5140753,5.5091515,5.511681,5.5125604,5.503167,5.499565,5.497772
2013-12-16,5.5152416,5.5126534,5.5061426,5.504381,5.4986343,5.492689,5.492179
2013-12-17,5.5119042,5.5087814,5.506727,5.5035987,5.5019064,5.4957027,5.4898176
2013-12-18,5.5116286,5.5053463,5.5014935,5.5053043,5.4940624,5.49494,5.4937925
2013-12-19,5.5027957,5.502357,5.4940777,5.493127,5.4939814,5.489435,5.48601
2013-12-20,5.496633,5.487666,5.484484,5.4885216,5.4846926,5.4822235,5.4707117
2013-12-22,5.4983582,5.490997,5.484751,5.4869156,5.481451,5.4707146,5.468038
2013-12-23,5.48772,5.492416,5.4905663,5.485588,5.4859467,5.469816,5.466363
