,USDDKK,USDDKK,USDDKK,USDDKK,USDDKK,USDDKK,USDDKK
2012-01-06,5.6180935,5.624569,5.670312,5.68519,5.6927214,5.68968,5.690896
2012-01-08,5.63104,5.670226,5.6803646,5.68149,5.696521,5.700286,5.6983776
2012-01-09,5.6766977,5.6752763,5.6813755,5.6802015,5.686859,5.689647,5.700845
2012-01-10,5.656409,5.6693287,5.6797385,5.6812687,5.67385,5.674753,5.6955166
2012-01-11,5.685446,5.6821136,5.687289,5.691849,5.698225,5.6989837,5.7089586
2012-01-12,5.7017145,5.6987944,5.695719,5.702131,5.7084103,5.722533,5.717973
2012-01-13,5.681983,5.6944404,5.6964455,5.688142,5.693975,5.6942225,5.712728
2012-01-15,5.6875057,5.689002,5.6987276,5.700906,5.7007694,5.7078605,5.7170963
2012-01-16,5.7000575,5.708578,5.7092466,5.7094116,5.71043,5.72073,5.7223845
2012-01-17,5.7095585,5.7128096,5.715633,5.7164598,5.7240367,5.7248797,5.740941
2012-01-18,5.7066355,5.7102118,5.709611,5.7177176,5.7266045,5.73524,5.73357
2012-01-19,5.707097,5.712367,5.719413,5.727494,5.7385225,5.7320733,5.7360363
2012-01-20,5.712659,5.716518,5.7186756,5.7346244,5.734095,5.7361526,5.732587
2012-01-22,5.721858,5.722458,5.7370887,5.7365637,5.730065,5.730263,5.7336555
2012-01-23,5.7275534,5.7329497,5.7315273,5.732672,5.735026,5.735955,5.735317
2012-01-24,5.737236,5.739256,5.738857,5.738062,5.7274494,5.7322645,5.7364244
2012-01-25,5.732194,5.7331314,5.729992,5.7325773,5.732715,5.721649,5.7354383
2012-01-26,5.7448683,5.7370443,5.7446947,5.7363186,5.744431,5.738554,5.737259
2012-01-27,5.7354746,5.7377863,5.7282467,5.741187,5.742709,5.7330885,5.7384157
2012-01-29,5.7300634,5.736046,5.738154,5.7313023,5.7325277,5.7358084,5.7366104
2012-01-30,5.735653,5.7292004,5.734086,5.739174,5.734915,5.7389727,5.739195
2012-01-31,5.735648,5.7447224,5.739127,5.732717,5.742696,5.740984,5.7307005
2012-02-01,5.7333603,5.741875,5.73281,5.735092,5.7347994,5.7409916,5.73802
2012-02-02,5.7333393,5.736706,5.7362947,5.7380514,5.7377896,5.7322874,5.7318316
2012-02-03,5.734626,5.7443066,5.743085,5.734432,5.737195,5.7371554,5.7353377
2012-02-05,5.7253394,5.7295303,5.737398,5.72828,5.729868,5.7239356,5.7306967
2012-02-06,5.7551694,5.7433777,5.750094,5.7435904,5.7448587,5.740087,5.7387056
2012-02-07,5.718849,5.7224283,5.7207856,5.7211084,5.7220774,5.720661,5.7094107
2012-02-08,5.741167,5.731701,5.733162,5.7291946,5.7328587,5.7264514,5.7159567
2012-02-09,5.7351904,5.7347436,5.736488,5.727891,5.720109,5.7130713,5.7018785
2012-02-10,5.730228,5.734967,5.732752,5.723075,5.712183,5.7050767,5.6994295
2012-02-12,5.7379475,5.7376394,5.718321,5.707425,5.7146206,5.7019324,5.6856484
2012-02-13,5.733369,5.7244854,5.7128763,5.7063756,5.699251,5.6894493,5.6727486
2012-02-14,5.722985,5.715555,5.703684,5.698626,5.6884604,5.6850624,5.66471
2012-02-15,5.7054586,5.69877,5.6901674,5.6765194,5.673628,5.6752863,5.667488
2012-02-16,5.71342,5.703003,5.6907105,5.672173,5.669056,5.66933,5.6701126
2012-02-17,5.7038517,5.688009,5.694784,5.6714096,5.674198,5.675423,5.666625
2012-02-19,5.6868935,5.6967516,5.6572695,5.6497183,5.6559353,5.6574936,5.6580486
2012-02-20,5.668379,5.677427,5.6714,5.655156,5.6608934,5.659851,5.6402454
2012-02-21,5.6860766,5.6854744,5.6781693,5.6803694,5.6794662,5.66242,5.6726723
2012-02-22,5.6800976,5.6726203,5.675971,5.6858654,5.6767635,5.6597414,5.655607
2012-02-23,5.6784744,5.6767573,5.6669073,5.670097,5.672822,5.6550527,5.662652
2012-02-24,5.6698227,5.659906,5.661792,5.654549,5.654565,5.661106,5.6446543
2012-02-26,5.6664524,5.660753,5.6563473,5.6511946,5.649028,5.65781,5.653509
2012-02-27,5.648208,5.6535845,5.6535487,5.6502724,5.633849,5.6386375,5.641021
2012-02-28,5.6565104,5.659549,5.6545253,5.6497846,5.6339436,5.6382046,5.630915
2012-02-29,5.649628,5.6521883,5.6508045,5.6425734,5.6335382,5.62908,5.6306524
2012-03-01,5.6562843,5.6421404,5.644317,5.64318,5.6439238,5.6432467,5.6380997
2012-03-02,5.650152,5.642258,5.637192,5.6325655,5.6293354,5.636611,5.6337576
2012-03-04,5.6422567,5.6370296,5.638075,5.632137,5.625759,5.6332765,5.632106
2012-03-05,5.632237,5.633062,5.631057,5.631853,5.632579,5.62848,5.627026
2012-03-06,5.633503,5.6276264,5.6285043,5.6280065,5.6261916,5.6284842,5.629333
2012-03-07,5.624513,5.625746,5.623582,5.624468,5.624195,5.621025,5.617421
2012-03-08,5.6282687,5.6267347,5.626601,5.627202,5.6265755,5.625782,5.624833
2012-03-09,5.629438,5.6291776,5.627999,5.623724,5.6309624,5.6257515,5.6245804
2012-03-11,5.622438,5.627141,5.621761,5.6277566,5.621296,5.6263094,5.6242104
2012-03-12,5.633133,5.6317453,5.6326537,5.6299505,5.6305265,5.6316285,5.6321955
2012-03-13,5.630807,5.6287394,5.629263,5.627944,5.624221,5.631328,5.6282163
2012-03-14,5.6220417,5.628292,5.627248,5.624927,5.6201277,5.6243353,5.6266127
2012-03-15,5.6310406,5.6351776,5.632457,5.629015,5.635693,5.6285305,5.626479
2012-03-16,5.623823,5.626254,5.627247,5.6262646,5.6229877,5.622867,5.617771
2012-03-18,5.627463,5.625346,5.625395,5.6271133,5.625352,5.623765,5.6212845
2012-03-19,5.6334915,5.637578,5.632549,5.6459494,5.6399693,5.629364,5.6363463
2012-03-20,5.6307335,5.628584,5.631012,5.620579,5.6222315,5.633936,5.6332006
2012-03-21,5.632648,5.6306906,5.627335,5.629293,5.6268964,5.6294265,5.6262493
2012-03-22,5.6253667,5.6256227,5.629812,5.6234107,5.6233478,5.6230016,5.624228
2012-03-23,5.636994,5.627693,5.627302,5.627695,5.626037,5.6262817,5.624315
2012-03-25,5.6252995,5.6216383,5.6257257,5.625437,5.625574,5.6189175,5.615794
2012-03-26,5.621578,5.6181545,5.6190176,5.614716,5.6124063,5.6196566,5.623146
2012-03-27,5.626699,5.629229,5.6291275,5.621488,5.621393,5.615889,5.6186724
2012-03-28,5.634219,5.631751,5.623309,5.6215734,5.6275635,5.621523,5.6129217
2012-03-29,5.6228786,5.6250877,5.6234264,5.617342,5.616791,5.6146727,5.619362
2012-03-30,5.618004,5.616331,5.610001,5.615901,5.61949,5.6120963,5.617447
2012-04-01,5.6125345,5.6085773,5.6167164,5.61794,5.6123514,5.6143827,5.6109805
2012-04-02,5.614851,5.6128263,5.6056776,5.6066446,5.6073513,5.6121073,5.616376
2012-04-03,5.6202173,5.6077194,5.6206207,5.6129375,5.615614,5.621275,5.6218615
2012-04-04,5.619216,5.6195245,5.617683,5.618326,5.6180596,5.621684,5.6274095
2012-04-05,5.6124763,5.6145644,5.615825,5.6181116,5.618223,5.6252213,5.626582
2012-04-08,5.6162386,5.61947,5.6180086,5.623253,5.626335,5.631345,5.6352797
2012-04-09,5.620153,5.6190014,5.618637,5.628229,5.628355,5.6334486,5.6330194
2012-04-10,5.616356,5.624489,5.625237,5.6300664,5.6358004,5.6345644,5.6386414
2012-04-11,5.623391,5.627966,5.6329103,5.634041,5.6373677,5.6395197,5.6435804
2012-04-12,5.6239347,5.626519,5.6316047,5.633667,5.6356363,5.644839,5.6458063
2012-04-13,5.631501,5.636096,5.635109,5.6459255,5.641389,5.650017,5.652872
2012-04-15,5.6314163,5.6313953,5.6352777,5.639554,5.647409,5.653922,5.646929
2012-04-16,5.637287,5.6393976,5.641127,5.6504984,5.653921,5.6515183,5.645048
2012-04-17,5.641656,5.6476603,5.649987,5.653694,5.6483264,5.6525407,5.651401
2012-04-18,5.643221,5.6495724,5.652408,5.646459,5.6465855,5.647745,5.6544466
2012-04-19,5.645919,5.6524515,5.656993,5.6483326,5.6480427,5.6518316,5.6483917
2012-04-20,5.647304,5.652496,5.648141,5.6438594,5.65147,5.6466756,5.640098
2012-04-22,5.6534996,5.649475,5.648675,5.65514,5.653308,5.641099,5.6415615
2012-04-23,5.6516414,5.650202,5.6541524,5.6540995,5.651602,5.6468973,5.6438117
2012-04-24,5.6510434,5.651815,5.6471853,5.6465034,5.6390777,5.6364126,5.6385913
2012-04-25,5.655248,5.653903,5.6501493,5.6518965,5.6414886,5.6431684,5.6394153
2012-04-26,5.650819,5.6497173,5.6477365,5.644548,5.644497,5.6422386,5.639143
2012-04-27,5.6462593,5.6435537,5.6412396,5.641977,5.6381226,5.633501,5.6338167
2012-04-29,5.63175,5.637241,5.6361933,5.6332006,5.631629,5.6310134,5.6341944
2012-04-30,5.6373825,5.6387424,5.626421,5.6281204,5.627854,5.6342726,5.634834
2012-05-01,5.634677,5.6341124,5.633876,5.6340218,5.644338,5.641352,5.647627
2012-05-02,5.628792,5.6322446,5.6304555,5.6324635,5.640506,5.6396112,5.643715
2012-05-03,5.6281557,5.6351137,5.638112,5.640232,5.6411986,5.6517673,5.6551576
2012-05-04,5.636573,5.641061,5.6395416,5.6436977,5.643555,5.6505985,5.650511
2012-05-06,5.6349654,5.6361938,5.6346664,5.6447268,5.6455226,5.6439714,5.66286
2012-05-07,5.6353188,5.6483,5.645052,5.644668,5.6539984,5.657134,5.65396
2012-05-08,5.6474056,5.651293,5.661538,5.65893,5.6660604,5.666725,5.668682
2012-05-09,5.6424003,5.64995,5.661292,5.6588054,5.663787,5.666194,5.681842
2012-05-10,5.638503,5.65177,5.6545496,5.64509,5.6481314,5.6502504,5.6637583
2012-05-11,5.648327,5.665098,5.6659613,5.664384,5.6679597,5.672782,5.6761513
2012-05-13,5.6510553,5.663145,5.662904,5.665813,5.669572,5.67457,5.670885
2012-05-14,5.6641493,5.6567698,5.664616,5.6637506,5.6630955,5.668453,5.668478
2012-05-15,5.6702456,5.6728945,5.66964,5.669633,5.6784296,5.6869287,5.682901
2012-05-16,5.661709,5.6708984,5.662293,5.6665974,5.6709027,5.6784754,5.672533
2012-05-17,5.659548,5.66455,5.6679707,5.6739974,5.6784487,5.6720963,5.6826963
2012-05-18,5.669239,5.6819487,5.6751766,5.6802635,5.674732,5.6751595,5.6779385
2012-05-20,5.676542,5.680805,5.677061,5.67393,5.675576,5.6754284,5.684568
2012-05-21,5.6723776,5.673767,5.671201,5.6719775,5.671029,5.6871815,5.7009344
2012-05-22,5.6737323,5.675207,5.6738615,5.6779685,5.687933,5.701627,5.6994567
2012-05-23,5.6717634,5.6756244,5.6767497,5.6884413,5.705241,5.70254,5.7175407
2012-05-24,5.6727424,5.672108,5.687647,5.7013483,5.7037115,5.715143,5.723239
2012-05-25,5.6767077,5.684806,5.700164,5.7059584,5.717299,5.728285,5.7302923
2012-05-27,5.687936,5.7015867,5.7074623,5.712616,5.72334,5.739315,5.741198
2012-05-28,5.7080374,5.7071896,5.7153397,5.7257576,5.7430515,5.7420545,5.7437572
2012-05-29,5.7058363,5.7126994,5.7256184,5.736533,5.7414546,5.7446527,5.759838
2012-05-30,5.716154,5.726281,5.736862,5.739301,5.749459,5.7642536,5.785655
2012-05-31,5.725254,5.73847,5.7424574,5.7519855,5.7628565,5.7887683,5.8025274
2012-06-01,5.7215967,5.7404566,5.743351,5.7587996,5.772744,5.811827,5.8049593
2012-06-03,5.7375917,5.744019,5.7631383,5.7826657,5.8049026,5.8152094,5.815398
2012-06-04,5.7479877,5.7747436,5.785044,5.790205,5.8164616,5.819556,5.833407
2012-06-05,5.7591505,5.777817,5.8113747,5.8113327,5.836246,5.838134,5.8460665
2012-06-06,5.778348,5.801038,5.810525,5.823826,5.8183813,5.8422503,5.8367214
2012-06-07,5.803974,5.8190975,5.8102117,5.834856,5.840526,5.851075,5.8525066
2012-06-08,5.812003,5.8399134,5.832068,5.8461275,5.8493857,5.873312,5.8877144
2012-06-10,5.83257,5.830009,5.835458,5.843648,5.855152,5.8832827,5.8938518
2012-06-11,5.8242054,5.842846,5.852839,5.852621,5.8778734,5.8949785,5.897113
2012-06-12,5.8467164,5.849041,5.8506317,5.8813868,5.8898687,5.8902655,5.8900576
2012-06-13,5.845148,5.8570137,5.87628,5.8910356,5.894427,5.8910437,5.8949075
2012-06-14,5.851491,5.8864193,5.8970976,5.8925543,5.904663,5.8992815,5.8929586
2012-06-15,5.8692293,5.887356,5.8855667,5.8851986,5.88636,5.8788023,5.8946085
2012-06-17,5.890649,5.8802776,5.893527,5.889192,5.8882313,5.8836317,5.890206
2012-06-18,5.8906555,5.8887587,5.8905706,5.8915405,5.8929176,5.888846,5.8959
2012-06-19,5.8925977,5.887415,5.8882804,5.889167,5.8923645,5.904024,5.9051704
2012-06-20,5.8877506,5.889347,5.8898916,5.8890457,5.9001417,5.9022336,5.909462
2012-06-21,5.885514,5.886895,5.8904,5.8905888,5.9019966,5.9073696,5.9222183
2012-06-22,5.8960853,5.888279,5.8925934,5.902481,5.9101133,5.9070463,5.9104624
2012-06-24,5.892971,5.8945656,5.909135,5.907581,5.913197,5.9138784,5.9090567
2012-06-25,5.904198,5.903287,5.897858,5.905836,5.910487,5.920414,5.9139347
2012-06-26,5.8974385,5.9093037,5.912987,5.909527,5.9203277,5.911536,5.9187317
2012-06-27,5.914745,5.9186726,5.914092,5.9255486,5.91815,5.912474,5.92136
2012-06-28,5.909747,5.918584,5.9176693,5.9185715,5.9215636,5.9180403,5.919485
2012-06-29,5.916764,5.9213243,5.921284,5.9218125,5.920105,5.922907,5.928854
2012-07-01,5.915146,5.9136643,5.9160748,5.9148784,5.91665,5.9225388,5.918474
2012-07-02,5.9220195,5.9188433,5.918376,5.9232163,5.922466,5.9248524,5.924077
2012-07-03,5.9218864,5.9212723,5.927743,5.9246883,5.9241076,5.9282885,5.9309406
2012-07-04,5.9199486,5.92181,5.9218197,5.926565,5.9264917,5.9275074,5.9287004
2012-07-05,5.9188614,5.9205866,5.9206357,5.925603,5.924103,5.9250326,5.93042
2012-07-06,5.9218616,5.924122,5.9267855,5.9273224,5.9347763,5.9428988,5.930257
2012-07-08,5.9197903,5.921386,5.9254055,5.92911,5.936104,5.9382553,5.9326334
2012-07-09,5.923893,5.92889,5.9340296,5.9302216,5.9338865,5.928157,5.9324193
2012-07-10,5.9251747,5.9320865,5.9362216,5.9320555,5.934285,5.9326997,5.930952
2012-07-11,5.933719,5.9317746,5.926635,5.931684,5.9441423,5.9321513,5.936295
2012-07-12,5.9312944,5.9340453,5.9425354,5.935008,5.9315195,5.936146,5.9369946
2012-07-13,5.9344597,5.9351645,5.937393,5.929364,5.9424953,5.930959,5.939638
2012-07-15,5.9346294,5.934026,5.934516,5.933895,5.9362655,5.9459825,5.948653
2012-07-16,5.9311457,5.9315557,5.927207,5.932638,5.9293995,5.93134,5.9516754
2012-07-17,5.928938,5.9358625,5.936257,5.9297376,5.942595,5.95219,5.950704
2012-07-18,5.93137,5.9363294,5.9298325,5.94613,5.9467964,5.9457593,5.9549055
2012-07-19,5.92714,5.929193,5.945195,5.946743,5.9489975,5.9462147,5.9565763
2012-07-20,5.9383903,5.9463396,5.946288,5.9484515,5.951316,5.95798,5.9668627
2012-07-22,5.9388676,5.9501944,5.94899,5.9455914,5.95955,5.966593,5.982541
2012-07-23,5.9525,5.9559317,5.955846,5.958445,5.971074,5.987346,6.0331826
2012-07-24,5.946372,5.949939,5.9565945,5.9650316,5.9840455,6.0330057,6.04682
2012-07-25,5.9537096,5.9554768,5.9682894,5.9830446,6.032976,6.04794,6.048749
2012-07-26,5.9601054,5.9666967,5.991267,6.0330772,6.0516872,6.052302,6.054271
2012-07-27,5.969064,5.9853287,6.0361886,6.049818,6.047223,6.052287,6.0476637
2012-07-29,5.983809,6.03216,6.046358,6.046792,6.029964,6.057486,6.0519543
2012-07-30,6.0281353,6.036844,6.049493,6.035346,6.0457354,6.0519066,6.0535555
2012-07-31,6.0203404,6.031186,6.0399857,6.0429535,6.0480866,6.046034,6.044855
2012-08-01,6.034981,6.045519,6.043995,6.0459003,6.0465,6.0524516,6.0485754
2012-08-02,6.040741,6.0477686,6.0495024,6.0519476,6.0469685,6.0478735,6.04892
2012-08-03,6.056466,6.049924,6.0630054,6.061356,6.053854,6.066258,6.0577483
2012-08-05,6.0496273,6.057306,6.0633583,6.0589356,6.058178,6.0617466,6.056244
2012-08-06,6.054905,6.048925,6.0572653,6.0478735,6.0586634,6.0558205,6.060076
2012-08-07,6.058962,6.0595913,6.0596166,6.060047,6.0574946,6.058873,6.061989
2012-08-08,6.0472603,6.052458,6.0535345,6.0524454,6.055992,6.0617857,6.0617933
2012-08-09,6.0606947,6.0605035,6.06493,6.0585146,6.066006,6.056437,6.0530643
2012-08-10,6.054718,6.059679,6.061056,6.0535207,6.0555964,6.064994,6.058511
2012-08-12,6.0683107,6.06618,6.0645294,6.0713925,6.058759,6.0703535,6.069582
2012-08-13,6.0516787,6.053709,6.0564747,6.055022,6.0520906,6.0572376,6.05503
2012-08-14,6.0515594,6.058733,6.0561666,6.0563436,6.0527925,6.0572205,6.0594044
2012-08-15,6.0441303,6.0482564,6.047805,6.048842,6.049509,6.047907,6.046933
2012-08-16,6.063384,6.0668716,6.0691423,6.0677643,6.063507,6.0636134,6.065283
2012-08-17,6.054148,6.0500402,6.0520315,6.049966,6.0492043,6.052695,6.048324
2012-08-19,6.0620956,6.0593557,6.0581503,6.059454,6.0548983,6.0536137,6.056996
2012-08-20,6.0600543,6.05664,6.06091,6.05863,6.0517316,6.0540648,6.053154
2012-08-21,6.0607343,6.0557733,6.0609946,6.056986,6.0602994,6.057823,6.055361
2012-08-22,6.05641,6.061346,6.056314,6.050185,6.051182,6.0498333,6.0433884
2012-08-23,6.054242,6.057543,6.0562105,6.052288,6.050298,6.049027,6.0442796
2012-08-24,6.059319,6.0594077,6.057252,6.051321,6.0488005,6.043376,6.0441685
2012-08-26,6.0583954,6.0531673,6.0523276,6.048336,6.0478244,6.039878,6.037031
2012-08-27,6.0537667,6.0530777,6.047179,6.0449476,6.0438204,6.0433617,6.0377207
2012-08-28,6.051779,6.045953,6.044775,6.0405254,6.0391946,6.0377026,6.0390234
2012-08-29,6.0503826,6.0445414,6.0436,6.0372562,6.035936,6.032871,6.0317826
2012-08-30,6.0470533,6.0441213,6.041072,6.0406623,6.038589,6.037429,6.0347786
2012-08-31,6.046462,6.0390806,6.03872,6.037904,6.034362,6.0345993,6.028362
2012-09-02,6.041568,6.0390778,6.0329447,6.031311,6.0321054,6.028431,6.0148506
2012-09-03,6.0385427,6.038107,6.032181,6.034626,6.028763,6.0175114,6.006322
2012-09-04,6.0342875,6.0370646,6.033305,6.032336,6.0140476,6.0051765,6.0027723
2012-09-05,6.035956,6.032647,6.02577,6.0198755,6.007817,6.001805,6.0002995
2012-09-06,6.03337,6.0298476,6.0176263,6.008502,6.0004582,5.9966564,5.9829206
2012-09-07,6.0305243,6.0185137,6.006566,6.000495,6.0002394,5.986513,5.962794
2012-09-09,6.0184164,6.003867,6.000352,5.9986186,5.9854064,5.963563,5.9532375
2012-09-10,6.005765,6.0019646,5.9980493,5.9832573,5.9645996,5.954119,5.95255
2012-09-11,6.000802,5.9993267,5.984807,5.9606347,5.954055,5.948436,5.948515
2012-09-12,5.9969325,5.986425,5.963179,5.9538736,5.9516516,5.948143,5.9413557
2012-09-13,5.9841194,5.9624734,5.9547305,5.9509187,5.9506383,5.9432917,5.940757
2012-09-14,5.964265,5.955581,5.950347,5.947124,5.939167,5.939829,5.9353127
2012-09-16,5.9551067,5.9568596,5.952351,5.943904,5.9428797,5.9401226,5.9313784
2012-09-17,5.952226,5.949458,5.9438143,5.9417224,5.9387665,5.931328,5.9263334
2012-09-18,5.950281,5.9449587,5.9454317,5.93798,5.9341946,5.930751,5.927143
2012-09-19,5.935584,5.936641,5.93615,5.931529,5.9264803,5.926304,5.9190016
2012-09-20,5.942163,5.9363723,5.9355803,5.9307814,5.924835,5.9208546,5.9241276
2012-09-21,5.9365845,5.93592,5.9346876,5.9246483,5.9226007,5.9312563,5.920388
2012-09-23,5.930134,5.927677,5.924326,5.9306636,5.9221516,5.922756,5.90658
2012-09-24,5.92892,5.9293995,5.921032,5.9155684,5.912939,5.8978844,5.8570375
2012-09-25,5.923274,5.9297204,5.9268847,5.919714,5.901611,5.852742,5.8292785
2012-09-26,5.9267006,5.918227,5.9209175,5.900258,5.8547354,5.834894,5.8224325
2012-09-27,5.914605,5.922106,5.9014735,5.8543844,5.8323526,5.822134,5.811777
2012-09-28,5.914435,5.901329,5.852788,5.82938,5.8225384,5.8105497,5.807616
2012-09-30,5.9094057,5.8628025,5.832915,5.8307033,5.814151,5.812746,5.7981944
2012-10-01,5.8515825,5.8313403,5.8138447,5.8116064,5.802823,5.793786,5.784242
2012-10-02,5.8318844,5.8215218,5.8168135,5.805043,5.7998238,5.782257,5.7838807
2012-10-03,5.820282,5.812195,5.8056593,5.792533,5.786529,5.7817564,5.780915
2012-10-04,5.821883,5.8145933,5.7982984,5.789692,5.7818985,5.7779026,5.779277
2012-10-05,5.8046474,5.797162,5.7928267,5.775285,5.7799206,5.774864,5.777428
2012-10-07,5.7832613,5.776947,5.77136,5.7747965,5.7644453,5.772005,5.7682433
2012-10-08,5.771323,5.784111,5.77414,5.779032,5.771907,5.7825384,5.7749915
2012-10-09,5.775885,5.771577,5.779915,5.7685823,5.77172,5.767006,5.7674084
2012-10-10,5.7770405,5.7712126,5.767377,5.771202,5.7738495,5.76869,5.765357
2012-10-11,5.767608,5.77631,5.7746954,5.7739944,5.770136,5.7693396,5.7676983
2012-10-12,5.776952,5.769241,5.771171,5.768014,5.764949,5.7615767,5.7616787
2012-10-14,5.7833624,5.7783456,5.776899,5.7739224,5.7640057,5.766201,5.7665114
2012-10-15,5.7718754,5.776166,5.772439,5.7724,5.7679253,5.768628,5.759656
2012-10-16,5.7718344,5.7758293,5.7687073,5.7703795,5.768053,5.760353,5.759968
2012-10-17,5.770321,5.769744,5.7699184,5.768526,5.7626057,5.759124,5.7584467
2012-10-18,5.77015,5.7699356,5.7608438,5.7593265,5.7600555,5.753068,5.7533646
2012-10-19,5.770364,5.7664375,5.760556,5.7576904,5.7551374,5.752494,5.748744
2012-10-21,5.7629633,5.7649937,5.7588205,5.7536798,5.7543006,5.7532454,5.7515306
2012-10-22,5.7626486,5.758241,5.755181,5.754694,5.7563963,5.751213,5.7556877
2012-10-23,5.7590904,5.753636,5.750799,5.75301,5.7487803,5.746331,5.7470713
2012-10-24,5.7493196,5.7466908,5.7435827,5.743889,5.745326,5.7462163,5.74511
2012-10-25,5.7605705,5.759253,5.747468,5.761278,5.7556477,5.7563887,5.755479
2012-10-26,5.750313,5.743473,5.7509594,5.7460957,5.757165,5.7547407,5.7590475
2012-10-28,5.758883,5.754193,5.755146,5.7611847,5.761352,5.7616158,5.763484
2012-10-29,5.746685,5.7546473,5.7581954,5.763136,5.762659,5.7624288,5.7637777
2012-10-30,5.7564855,5.7597866,5.7629905,5.761971,5.7606153,5.7649927,5.767011
2012-10-31,5.756961,5.75985,5.7577457,5.7524767,5.760371,5.7580338,5.7609897
2012-11-01,5.751066,5.7593527,5.749484,5.752509,5.762439,5.7582393,5.7659264
2012-11-02,5.755655,5.765479,5.770938,5.767829,5.7689204,5.7755733,5.7628245
2012-11-04,5.7586336,5.758075,5.7644315,5.7584095,5.765585,5.7724,5.7650304
2012-11-05,5.768836,5.7669377,5.7697635,5.766301,5.767532,5.76763,5.771633
2012-11-06,5.7635956,5.766423,5.7655716,5.766787,5.7606897,5.768655,5.7709126
2012-11-07,5.7707233,5.764272,5.771497,5.7666707,5.766747,5.766836,5.7668467
2012-11-08,5.772609,5.762542,5.7658195,5.7688203,5.771796,5.767946,5.763676
2012-11-09,5.772008,5.767376,5.765885,5.76725,5.7692175,5.7602997,5.769107
2012-11-11,5.7725554,5.7754726,5.7705994,5.7729177,5.772174,5.7762814,5.7736473
2012-11-12,5.7690573,5.7688103,5.7716618,5.7683682,5.770209,5.7736464,5.776192
2012-11-13,5.770523,5.7673864,5.7668085,5.7699947,5.7688804,5.7673345,5.773124
2012-11-14,5.761487,5.76359,5.759492,5.7667475,5.7662163,5.764491,5.773698
2012-11-15,5.762641,5.767108,5.7686067,5.7682076,5.773142,5.7784777,5.785965
2012-11-16,5.7651052,5.7655644,5.7711525,5.771903,5.774707,5.7749753,5.7749386
2012-11-18,5.7648845,5.7670374,5.775464,5.7790422,5.7786074,5.779285,5.7781534
2012-11-19,5.771087,5.7710295,5.7716017,5.774743,5.7828526,5.78129,5.779503
2012-11-20,5.77727,5.7724543,5.7757006,5.7785416,5.776089,5.7828856,5.7799673
2012-11-21,5.7743816,5.776391,5.7791653,5.7815676,5.780001,5.7784195,5.7764983
2012-11-22,5.775917,5.7755938,5.7733,5.7763224,5.7767987,5.772502,5.776085
2012-11-23,5.7828226,5.7789054,5.7782393,5.7818317,5.7818913,5.7789364,5.784255
2012-11-25,5.788018,5.7795324,5.776818,5.776455,5.7812443,5.77752,5.778165
2012-11-26,5.775832,5.7789974,5.7778378,5.7807713,5.779339,5.7762537,5.7764134
2012-11-27,5.7766933,5.7781806,5.7781,5.78108,5.7781954,5.7811723,5.7815185
2012-11-28,5.777154,5.7775965,5.777236,5.7779202,5.776169,5.783203,5.776561
2012-11-29,5.780864,5.7817945,5.783292,5.7784185,5.780755,5.7806587,5.783287
2012-11-30,5.7847223,5.781943,5.7798395,5.778137,5.780946,5.778514,5.7784986
2012-12-02,5.7737556,5.7784576,5.7815113,5.7783027,5.7774343,5.776892,5.7733555
2012-12-03,5.7767887,5.7784796,5.779314,5.7798214,5.7793264,5.779951,5.781762
2012-12-04,5.778634,5.7833548,5.7796307,5.7755384,5.7741623,5.7765417,5.7828445
2012-12-05,5.775914,5.776989,5.781724,5.784409,5.7752786,5.785985,5.781004
2012-12-06,5.7941456,5.7821455,5.7765837,5.778452,5.782777,5.7802396,5.7850113
2012-12-07,5.782525,5.792634,5.7865314,5.79138,5.797776,5.7856016,5.7819843
2012-12-09,5.774265,5.7754307,5.777566,5.7829857,5.7731934,5.7780676,5.7774153
2012-12-10,5.780857,5.7851796,5.785527,5.778966,5.7786484,5.7835436,5.7868395
2012-12-11,5.7943316,5.780587,5.7753515,5.784396,5.7764816,5.7961245,5.7742996
2012-12-12,5.779558,5.777276,5.777073,5.788825,5.786251,5.764558,5.7691855
2012-12-13,5.767501,5.772464,5.7798686,5.786701,5.7643385,5.7744455,5.7600718
2012-12-14,5.786463,5.7894783,5.787071,5.800391,5.7630157,5.771901,5.767305
2012-12-16,5.779187,5.7741933,5.7701893,5.7814956,5.7677984,5.765086,5.7591467
2012-12-17,5.775128,5.7737007,5.7820635,5.7766676,5.7534533,5.7654505,5.754382
2012-12-18,5.788233,5.7712097,5.774348,5.771865,5.754717,5.7505913,5.7569594
2012-12-19,5.77495,5.778931,5.761446,5.769419,5.760835,5.756172,5.761364
2012-12-20,5.767703,5.7605047,5.7565603,5.747523,5.753048,5.7390385,5.749192
2012-12-21,5.756081,5.7643642,5.752554,5.750338,5.7512197,5.7412457,5.73667
2012-12-23,5.762808,5.7558336,5.7556543,5.7444983,5.74479,5.7393656,5.736233
2012-12-24,5.7550154,5.7505603,5.7487893,5.7444105,5.7429805,5.731219,5.7328343
2012-12-26,5.7502575,5.7465606,5.746395,5.7367764,5.731304,5.730089,5.719805
2012-12-27,5.752859,5.746996,5.7433586,5.733283,5.72887,5.7228003,5.7213397
2012-12-28,5.743946,5.735507,5.732933,5.7323256,5.7212048,5.7108345,5.7137737
