,CADJPY,CADJPY,CADJPY,CADJPY,CADJPY,CADJPY,CADJPY
2013-03-04,91.472305,91.46799,91.443954,91.44103,91.476326,91.83193,91.99738
2013-03-05,91.454414,91.52521,91.44212,91.45286,91.8158,92.0137,92.087105
2013-03-06,91.41664,91.44635,91.44954,91.79137,91.98276,92.073975,92.17573
2013-03-07,91.46498,91.46696,91.850334,91.935486,92.04364,92.23951,92.28906
2013-03-08,91.51252,91.81709,91.98485,92.14416,92.181526,92.39189,92.45271
2013-03-10,91.796036,91.91717,92.09765,92.193954,92.330864,92.41557,92.60941
2013-03-11,91.91349,92.11689,92.17547,92.393326,92.43661,92.58385,92.71712
2013-03-12,92.11769,92.200745,92.42023,92.45267,92.61874,92.704315,92.70931
2013-03-13,92.15909,92.43382,92.44348,92.58387,92.698006,92.680595,92.6815
2013-03-14,92.422264,92.45272,92.631165,92.72081,92.728065,92.68752,92.70451
2013-03-15,92.4572,92.68432,92.68361,92.70099,92.69445,92.7014,92.677704
2013-03-17,92.6762,92.68787,92.730415,92.699394,92.678505,92.71353,92.67751
2013-03-18,92.74117,92.69272,92.73524,92.6733,92.72738,92.720055,92.64015
2013-03-19,92.71431,92.733444,92.67214,92.71571,92.70426,92.66762,92.58679
2013-03-20,92.720314,92.7045,92.65508,92.723785,92.64281,92.57393,92.60701
2013-03-21,92.71096,92.70896,92.71042,92.648445,92.58739,92.59658,92.58615
2013-03-22,92.6874,92.70689,92.66126,92.61392,92.58592,92.61129,92.60737
2013-03-24,92.692085,92.65105,92.65829,92.60154,92.60571,92.55827,92.58583
2013-03-25,92.65907,92.563,92.601364,92.58804,92.59811,92.58938,92.54858
2013-03-26,92.51923,92.57148,92.6174,92.58454,92.51447,92.56785,92.520355
2013-03-27,92.56845,92.63968,92.63153,92.53475,92.574974,92.53699,92.4468
2013-03-28,92.62719,92.56512,92.562416,92.55437,92.56996,92.48752,92.422295
2013-03-31,92.52385,92.5782,92.588806,92.51513,92.52173,92.428314,92.50065
2013-04-01,92.601654,92.57693,92.5263,92.47704,92.43811,92.50291,92.55977
2013-04-02,92.51338,92.51276,92.43278,92.37959,92.433846,92.56348,92.54564
2013-04-03,92.52576,92.41426,92.331825,92.46851,92.555954,92.54766,92.63901
2013-04-04,92.46706,92.420525,92.42864,92.57376,92.57809,92.626434,92.62809
2013-04-05,92.41491,92.414635,92.48827,92.57878,92.63189,92.60527,92.63679
2013-04-07,92.422455,92.51145,92.57575,92.59579,92.61255,92.67237,92.88073
2013-04-08,92.515236,92.595276,92.58836,92.61155,92.678055,92.73161,92.83484
2013-04-09,92.56912,92.62765,92.65513,92.678375,92.77032,92.83689,92.98625
2013-04-10,92.59674,92.57766,92.687065,92.88575,92.87288,92.946815,92.97393
2013-04-11,92.65045,92.69898,92.81828,92.84765,92.92691,93.02212,93.04455
2013-04-12,92.67898,92.87801,92.86638,93.0053,92.96296,93.00824,93.19136
2013-04-14,92.772,92.81919,92.955246,92.9854,93.03455,93.19762,93.29435
2013-04-15,92.83455,92.977135,92.9428,93.03312,93.2046,93.35089,93.48266
2013-04-16,92.92845,92.95621,93.001015,93.22312,93.338104,93.480644,93.57874
2013-04-17,92.97054,93.04331,93.20654,93.32895,93.40556,93.564095,93.683716
2013-04-18,93.024284,93.1726,93.375885,93.5037,93.59685,93.682945,93.796196
2013-04-19,93.21028,93.40398,93.473656,93.551476,93.70731,93.79452,93.826836
2013-04-21,93.32052,93.42347,93.57093,93.75267,93.845184,93.80923,94.52849
2013-04-22,93.481766,93.550545,93.70045,93.84894,93.852394,94.5326,95.1524
2013-04-23,93.523705,93.69731,93.80489,93.84771,94.55824,95.13966,95.459755
2013-04-24,93.733025,93.81357,93.86571,94.55574,95.12315,95.36508,95.49907
2013-04-25,93.81299,93.82096,94.49247,95.13541,95.50425,95.53926,95.599655
2013-04-26,93.866714,94.54555,95.163895,95.43897,95.564804,95.66574,95.790985
2013-04-28,94.51846,95.15128,95.420784,95.528206,95.63631,95.757805,96.17961
2013-04-29,95.12827,95.43816,95.53916,95.64668,95.756676,96.16243,96.557976
2013-04-30,95.38019,95.591286,95.61798,95.72636,96.183426,96.48021,96.54435
2013-05-01,95.50988,95.65201,95.768234,96.14432,96.53031,96.58763,96.59465
2013-05-02,95.599495,95.749146,96.182396,96.52697,96.53389,96.59833,96.581314
2013-05-03,95.75412,96.182434,96.53777,96.56538,96.55191,96.60339,96.640594
2013-05-05,96.11333,96.478424,96.50775,96.588715,96.596725,96.63087,96.666824
2013-05-06,96.395836,96.62007,96.59887,96.61337,96.65195,96.69255,96.825195
2013-05-07,96.55298,96.586205,96.62432,96.623634,96.69544,96.78569,96.8844
2013-05-08,96.60909,96.59392,96.65889,96.71096,96.81131,96.88654,96.884575
2013-05-09,96.65394,96.65873,96.67752,96.76553,96.87157,96.862854,96.9099
2013-05-10,96.621315,96.68309,96.7818,96.78919,96.90057,96.961426,96.90846
2013-05-12,96.68883,96.79962,96.71429,96.865234,97.01513,96.95447,97.10264
2013-05-13,96.71298,96.891426,96.84011,96.93223,96.92087,97.14446,97.27699
2013-05-14,96.815994,96.843414,96.85893,96.93698,97.16917,97.25135,97.29473
2013-05-15,96.85128,96.98029,96.952156,97.121735,97.22034,97.28667,97.45208
2013-05-16,96.91177,96.95532,97.161476,97.21046,97.30631,97.460464,97.53319
2013-05-17,96.97205,97.17031,97.2353,97.31319,97.44185,97.62305,97.918106
2013-05-19,97.17272,97.22601,97.336105,97.43884,97.57256,97.82706,97.868
2013-05-20,97.250916,97.36524,97.40518,97.61163,97.83794,97.92916,97.86183
2013-05-21,97.3134,97.48003,97.54795,97.844315,97.86567,97.84914,97.920105
2013-05-22,97.43839,97.58999,97.85971,97.86793,97.918884,97.91868,97.88086
2013-05-23,97.526886,97.866554,97.88721,97.88395,97.91665,97.90958,97.99667
2013-05-24,97.88484,97.87222,97.8799,97.907295,97.8663,98.00504,98.074326
2013-05-26,97.854385,97.877014,97.901115,97.89295,98.05084,98.10723,98.01333
2013-05-27,97.88891,97.91648,97.88806,98.094574,98.07158,97.99164,98.070984
2013-05-28,97.9036,97.91313,98.00936,98.03835,98.02004,98.0819,98.083565
2013-05-29,97.89731,98.05108,98.05957,98.02605,98.013695,98.06228,98.01806
2013-05-30,98.02702,98.05343,98.06823,98.090195,98.07976,98.00095,98.08231
2013-05-31,98.06017,98.05462,98.042984,98.02724,98.09685,98.1126,98.04369
2013-06-02,98.05277,98.063126,98.05492,98.065094,98.037445,97.98675,98.029915
2013-06-03,98.04083,98.07676,98.03122,98.07863,98.027245,98.084694,98.128395
2013-06-04,98.03417,98.084435,98.08373,97.98185,98.09466,98.0634,98.060326
2013-06-05,98.0304,98.088844,98.08899,98.04874,98.11035,97.99735,98.13827
2013-06-06,98.02819,98.091484,98.01878,97.97202,98.04539,98.11724,98.05211
2013-06-07,98.058,98.058136,98.00004,98.05683,98.03302,97.98249,98.0488
2013-06-09,98.08651,98.02629,98.06118,98.060104,98.060616,98.08709,98.04158
2013-06-10,98.0763,98.03788,98.07109,98.06722,98.03949,98.064384,97.98286
2013-06-11,98.07091,98.044106,98.04201,98.12523,98.01345,97.99437,98.077675
2013-06-12,98.06807,98.0474,98.05564,98.031586,98.03516,98.12118,97.9179
2013-06-13,98.06664,98.04913,98.028755,98.1042,98.044586,97.95718,97.775154
2013-06-14,98.05573,98.06151,98.08802,98.035835,97.94399,97.897644,97.82327
2013-06-16,98.03834,98.033714,98.09374,97.881935,97.872375,97.74239,97.74564
2013-06-17,98.02884,98.04393,97.890495,97.8086,97.78304,97.65146,97.331
2013-06-18,98.03787,97.89728,97.835846,97.7584,97.71798,97.36848,97.03771
2013-06-19,97.90152,97.826935,97.79684,97.67039,97.40045,97.02178,96.850235
2013-06-20,97.853546,97.78367,97.70673,97.344185,96.96359,96.81276,96.746086
2013-06-21,97.80583,97.67678,97.361595,97.03232,96.89857,96.73291,96.67017
2013-06-23,97.659256,97.413734,97.026375,96.90115,96.7413,96.7218,96.12367
2013-06-24,97.39787,96.97787,96.87169,96.78277,96.7421,96.09926,95.998665
2013-06-25,96.95314,96.89657,96.78874,96.754684,96.06043,96.0163,95.21507
2013-06-26,96.90559,96.80524,96.737625,96.04607,96.0328,95.17982,94.870384
2013-06-27,96.816055,96.692535,96.05555,96.00324,95.223335,94.93722,94.93245
2013-06-28,96.77015,96.071846,96.027725,95.07247,94.88678,94.916855,94.880554
2013-06-30,96.07259,96.01701,95.18491,94.9278,94.88433,94.88654,94.91999
2013-07-01,96.059525,95.15154,94.90549,94.9182,94.946,94.88949,94.948044
2013-07-02,95.18107,94.94021,94.92416,94.9213,94.9291,94.96139,94.8965
2013-07-03,94.9281,94.91603,94.95,94.94521,94.93011,94.94603,94.93333
2013-07-04,94.87556,94.9157,94.9254,94.9388,94.89329,94.89755,94.94935
2013-07-05,94.911026,94.91565,94.95701,94.93683,94.92892,94.88756,94.930046
2013-07-07,94.94501,94.878975,94.93124,94.937,94.92457,94.919556,94.94204
2013-07-08,94.94254,94.91204,94.87237,94.92047,94.883224,94.90542,94.93187
2013-07-09,94.93953,94.94202,94.94478,94.90685,94.92957,94.89298,94.88376
2013-07-10,94.89333,94.92829,94.89739,94.93738,94.92507,94.9324,94.974365
2013-07-11,94.928154,94.926056,94.90032,94.92036,94.88236,94.932816,94.87406
2013-07-12,94.89445,94.91716,94.93952,94.90628,94.9302,94.89131,94.901276
2013-07-14,94.94825,94.945915,94.90134,94.93789,94.92551,94.90811,94.94964
2013-07-15,94.92717,94.892166,94.89964,94.9203,94.88158,94.92674,94.85967
2013-07-16,94.924965,94.84789,94.94749,94.905785,94.9307,94.92403,94.93498
2013-07-17,94.91621,94.93374,94.915985,94.938286,94.925865,94.926,94.93059
2013-07-18,94.944565,94.86909,94.89674,94.92022,94.95578,94.95578,94.935974
2013-07-19,94.891464,94.94808,94.90161,94.97921,94.97558,94.97507,95.04615
2013-07-21,94.8804,94.91924,94.962906,94.95203,94.9548,95.05668,95.16168
2013-07-22,94.91543,94.98094,94.95351,94.934845,95.12131,95.10906,95.24676
2013-07-23,94.984375,94.95703,94.99318,95.00915,95.17274,95.28286,95.38936
2013-07-24,94.97959,94.97554,94.9847,95.12146,95.2909,95.4115,95.41495
2013-07-25,94.92153,95.07396,95.215225,95.26564,95.33518,95.40124,95.36653
2013-07-26,95.06135,95.121025,95.241974,95.35405,95.32782,95.29989,95.37555
2013-07-28,95.075806,95.244736,95.36407,95.34799,95.33285,95.316124,95.32161
2013-07-29,95.22713,95.387924,95.28147,95.35615,95.28599,95.38486,95.43381
2013-07-30,95.32305,95.33415,95.24787,95.32666,95.3557,95.371765,95.42146
2013-07-31,95.33497,95.36578,95.345276,95.35416,95.447205,95.36913,95.42528
2013-08-01,95.34814,95.32869,95.34792,95.34328,95.38909,95.393265,95.36803
2013-08-02,95.3654,95.389595,95.41046,95.414314,95.36524,95.4173,95.45577
2013-08-04,95.384766,95.4187,95.35239,95.35327,95.41454,95.548615,95.4628
2013-08-05,95.43751,95.42775,95.43409,95.423874,95.394066,95.395546,95.50847
2013-08-06,95.378365,95.53297,95.428955,95.43596,95.43368,95.54088,95.39883
2013-08-07,95.423195,95.341156,95.36765,95.438446,95.34619,95.37559,95.34075
2013-08-08,95.43811,95.42881,95.34743,95.45327,95.38152,95.35213,95.40691
2013-08-09,95.37801,95.399734,95.38206,95.406525,95.3704,95.524864,95.42127
2013-08-11,95.40818,95.335785,95.377174,95.39974,95.38429,95.47198,95.39422
2013-08-12,95.428566,95.40423,95.39697,95.33731,95.3607,95.39717,95.33394
2013-08-13,95.399475,95.418884,95.35372,95.40439,95.46378,95.35315,95.39902
2013-08-14,95.335686,95.39081,95.37534,95.41888,95.391304,95.40559,95.409645
2013-08-15,95.40404,95.328735,95.3397,95.39137,95.392395,95.30675,95.26252
2013-08-16,95.41872,95.39548,95.38054,95.330345,95.39054,95.2921,95.358925
2013-08-18,95.39068,95.4126,95.3441,95.38322,95.341194,95.337906,95.30153
2013-08-19,95.32868,95.423256,95.34903,95.325356,95.326096,95.26158,95.186966
2013-08-20,95.39535,95.30003,95.37759,95.36229,95.299904,95.17771,95.17196
2013-08-21,95.34118,95.34209,95.34971,95.313774,95.15481,95.13915,94.87815
2013-08-22,95.367355,95.26055,95.29166,95.17971,95.1595,94.88589,94.79584
2013-08-23,95.35057,95.288826,95.19952,95.14516,94.85169,94.807816,94.805504
2013-08-25,95.289566,95.211525,95.17319,94.87962,94.82444,94.774025,94.67859
2013-08-26,95.1841,95.14433,94.87673,94.823395,94.77889,94.68907,94.506256
2013-08-27,95.17958,94.88871,94.84201,94.824974,94.67877,94.51245,94.421265
2013-08-28,94.87633,94.81559,94.784485,94.65691,94.48256,94.44676,94.38556
2013-08-29,94.8056,94.78917,94.666794,94.50686,94.46983,94.40921,94.37694
2013-08-30,94.79801,94.68952,94.52734,94.4516,94.41143,94.424614,94.41838
2013-09-01,94.67216,94.49217,94.44526,94.39023,94.37674,94.37219,94.42745
2013-09-02,94.51653,94.47972,94.41877,94.41742,94.37291,94.41223,94.38366
2013-09-03,94.46429,94.38656,94.39077,94.41286,94.420334,94.3728,94.37414
2013-09-04,94.41393,94.37443,94.4211,94.382706,94.43344,94.39142,94.42025
2013-09-05,94.39607,94.372185,94.39509,94.40826,94.391266,94.40424,94.43026
2013-09-06,94.40021,94.37155,94.400986,94.397316,94.34435,94.39789,94.38177
2013-09-08,94.40839,94.38219,94.40602,94.38886,94.42621,94.41478,94.37129
2013-09-09,94.39263,94.3853,94.3808,94.3858,94.421364,94.36976,94.42214
2013-09-10,94.36994,94.355705,94.389565,94.41047,94.342545,94.39092,94.38005
2013-09-11,94.37631,94.42117,94.424805,94.39177,94.37438,94.40545,94.40972
2013-09-12,94.38939,94.39429,94.39457,94.41626,94.40582,94.398254,94.393456
2013-09-13,94.4009,94.40001,94.401375,94.370804,94.41358,94.41718,94.462524
2013-09-15,94.40707,94.425896,94.40711,94.38731,94.37997,94.483734,94.477394
2013-09-16,94.419044,94.40273,94.37818,94.41949,94.42222,94.46971,94.51752
2013-09-17,94.39614,94.40785,94.38823,94.43962,94.47733,94.50373,94.66087
2013-09-18,94.40138,94.36564,94.48492,94.48459,94.52759,94.6612,94.78473
2013-09-19,94.41158,94.46518,94.50627,94.46011,94.68692,94.866295,94.838844
2013-09-20,94.487625,94.48561,94.51584,94.63285,94.81532,94.86095,94.87915
2013-09-22,94.49118,94.49377,94.67755,94.80327,94.861404,94.939964,95.19405
2013-09-23,94.58166,94.645424,94.78538,94.91539,94.86871,95.20073,95.23194
2013-09-24,94.65187,94.73986,94.85296,94.91324,95.11085,95.252495,95.24238
2013-09-25,94.81908,94.85384,94.8574,95.158455,95.24002,95.238464,95.2182
2013-09-26,94.89669,94.971306,95.20652,95.23356,95.27789,95.22606,95.231766
2013-09-27,94.8639,95.22134,95.2401,95.18402,95.26182,95.20841,95.2432
2013-09-29,95.14163,95.26732,95.28223,95.34213,95.226456,95.2309,95.21753
2013-09-30,95.30849,95.23227,95.31226,95.228836,95.25142,95.23772,95.23194
2013-10-01,95.24056,95.335495,95.175606,95.27905,95.26055,95.238075,95.24404
2013-10-02,95.21461,95.18943,95.32716,95.23769,95.25876,95.23255,95.216896
2013-10-03,95.247505,95.312004,95.23424,95.244194,95.22465,95.226006,95.23209
2013-10-04,95.27075,95.267296,95.23195,95.21645,95.246216,95.25222,95.244835
2013-10-06,95.26964,95.282425,95.23308,95.24631,95.233536,95.20647,95.21633
2013-10-07,95.26897,95.280846,95.22555,95.217804,95.26048,95.23632,95.23224
2013-10-08,95.24794,95.307014,95.22339,95.246796,95.242134,95.25168,95.25492
2013-10-09,95.251274,95.2327,95.223274,95.21674,95.22821,95.317444,95.22311
2013-10-10,95.260025,95.232834,95.22318,95.25205,95.216515,95.23059,95.211365
2013-10-11,95.25471,95.21527,95.2231,95.21741,95.24279,95.25552,95.22086
2013-10-13,95.24427,95.22608,95.223,95.255684,95.22808,95.3035,95.30447
2013-10-14,95.21842,95.26378,95.22289,95.32462,95.265526,95.31587,95.33434
2013-10-15,95.239944,95.220604,95.2228,95.334785,95.23883,95.25523,95.22665
2013-10-16,95.20419,95.25065,95.335144,95.30094,95.29996,95.242455,95.19832
2013-10-17,95.256134,95.30962,95.31398,95.301254,95.28323,95.24792,95.31471
2013-10-18,95.25197,95.28901,95.262146,95.337654,95.23866,95.254524,95.21794
2013-10-20,95.30916,95.26102,95.29212,95.30066,95.29008,95.307785,95.10784
2013-10-21,95.32131,95.26303,95.280365,95.16687,95.17366,95.10466,95.105225
2013-10-22,95.26198,95.28544,95.27092,95.15261,95.1755,95.14256,95.0902
2013-10-23,95.26104,95.25704,95.13369,95.125626,95.098076,95.07448,95.01431
2013-10-24,95.284744,95.22835,95.135635,95.15525,95.05799,95.04172,95.01484
2013-10-25,95.19798,95.1228,95.13776,95.060326,95.00596,94.949905,94.8575
2013-10-27,95.17569,95.08172,95.07852,95.02919,94.98111,94.874596,94.81824
2013-10-28,95.10286,95.05872,95.0238,94.95318,94.92146,94.90973,94.79844
2013-10-29,95.05444,95.04872,94.9877,94.8701,94.843346,94.78282,94.78891
2013-10-30,95.00186,95.00305,94.905975,94.827415,94.805,94.79458,94.70456
2013-10-31,94.96973,94.886925,94.76751,94.80444,94.77412,94.689,94.628235
2013-11-01,94.87869,94.86618,94.83609,94.752815,94.68237,94.64559,94.490814
2013-11-03,94.93024,94.77504,94.7298,94.68345,94.61361,94.565636,94.27156
2013-11-04,94.828606,94.770035,94.764534,94.58771,94.552,94.405235,94.40109
2013-11-05,94.722565,94.75037,94.636086,94.52875,94.46784,94.414314,94.35002
2013-11-06,94.7249,94.60349,94.56182,94.379745,94.25941,94.36179,94.325485
2013-11-07,94.6378,94.497604,94.369934,94.32386,94.318405,94.30387,94.33022
2013-11-08,94.54538,94.35367,94.3763,94.312996,94.31732,94.30542,94.338745
2013-11-10,94.30176,94.3263,94.29757,94.329025,94.31246,94.3031,94.32375
2013-11-11,94.38086,94.31754,94.41817,94.31781,94.31868,94.317955,94.472374
2013-11-12,94.26848,94.33351,94.30851,94.356995,94.37752,94.52273,94.591774
2013-11-13,94.36075,94.34609,94.30287,94.387596,94.50525,94.55676,94.624275
2013-11-14,94.37663,94.35742,94.4246,94.49142,94.55167,94.64738,94.685196
2013-11-15,94.277626,94.32544,94.52194,94.558044,94.60924,94.669014,94.717354
2013-11-17,94.31572,94.52807,94.53949,94.62948,94.67311,94.74444,94.7338
2013-11-18,94.4956,94.532234,94.61488,94.69729,94.72784,94.74899,94.77531
2013-11-19,94.54244,94.61887,94.69577,94.72765,94.74798,94.79784,94.92912
2013-11-20,94.61669,94.68927,94.74156,94.73677,94.83113,94.94685,94.91964
2013-11-21,94.67624,94.73668,94.77277,94.79891,94.88947,94.965416,94.96593
2013-11-22,94.72113,94.74515,94.81926,94.90565,94.92336,94.93141,94.92135
2013-11-24,94.752045,94.855804,94.90156,94.96853,94.93807,94.92935,94.943474
2013-11-25,94.81878,94.90411,94.92968,94.948395,94.92295,94.953094,94.94273
2013-11-26,94.872894,94.92958,94.93852,94.92057,94.93848,94.91927,94.98598
2013-11-27,94.91893,94.96678,94.94521,94.952126,94.922554,94.94451,94.91155
2013-11-28,94.95886,94.94119,94.92283,94.94914,94.9389,94.93626,94.9374
2013-11-29,94.96735,94.95388,94.93293,94.94324,94.922165,94.95096,94.94144
2013-12-01,94.92638,94.95642,94.91337,94.94113,94.939285,94.95396,95.392944
2013-12-02,94.943375,94.9375,94.94756,94.94227,94.92175,95.355545,95.61902
2013-12-03,94.954895,94.94122,94.92764,94.94012,95.4223,95.5792,95.645294
2013-12-04,94.91423,94.91146,94.934586,95.40496,95.61262,95.63113,95.70185
2013-12-05,94.95789,94.94037,95.354965,95.58109,95.673035,95.69488,95.82751
2013-12-06,94.966995,95.39972,95.54616,95.65195,95.72759,95.82562,95.83887
2013-12-08,95.36938,95.63093,95.66623,95.74899,95.75402,95.81504,95.93188
2013-12-09,95.59507,95.631134,95.709015,95.79612,95.82643,95.92511,95.95644
2013-12-10,95.62644,95.71631,95.775375,95.85936,95.95047,95.9235,96.04169
2013-12-11,95.708206,95.79351,95.83875,95.950584,95.956345,96.019196,96.09511
2013-12-12,95.796074,95.861786,95.93474,95.99467,96.024475,96.13449,96.06299
2013-12-13,95.84914,95.900826,95.96669,96.082756,96.15565,96.27618,96.20762
2013-12-15,95.93486,96.080376,96.07239,96.11707,96.17911,96.18608,96.26427
2013-12-16,95.945984,95.98491,96.12869,96.152954,96.1341,96.26921,96.33526
2013-12-17,96.051956,96.14024,96.19469,96.17389,96.2474,96.28957,96.34852
2013-12-18,96.18181,96.170715,96.16854,96.23039,96.32556,96.36039,96.39514
2013-12-19,96.16475,96.17679,96.21937,96.341354,96.38044,96.38337,96.36445
2013-12-20,96.16394,96.233574,96.23785,96.35047,96.36047,96.37692,96.57236
2013-12-22,96.19376,96.33472,96.38359,96.369606,96.40565,96.55536,96.578545
2013-12-23,96.32949,96.3274,96.3673,96.39792,96.5739,96.61237,96.74027
2013-12-24,96.35435,96.36907,96.38304,96.45305,96.582664,96.65853,96.69516
2013-12-26,96.367,96.43449,96.54887,96.57553,96.683365,96.71658,96.733025
2013-12-27,96.36514,96.558876,96.59919,96.66364,96.73645,96.75655,96.915306
2013-12-29,96.55454,96.564476,96.57711,96.62686,96.77117,96.882675,96.93351
2013-12-30,96.677315,96.64051,96.71723,96.720634,96.86311,96.877304,96.96723
2013-12-31,96.62906,96.714294,96.77038,96.86227,96.88742,96.99568,97.02447
2014-01-01,96.74791,96.70949,96.83049,96.9069,96.99515,97.05594,97.08267
2014-01-02,96.7339,96.86845,96.90903,96.99099,97.01145,97.109184,97.24068
2014-01-03,96.87011,96.96433,96.97016,96.989075,97.1109,97.1713,97.27418
2014-01-05,96.8875,96.939995,97.030014,97.11757,97.20005,97.28642,97.24195
2014-01-06,97.001076,97.01713,97.08707,97.23861,97.255264,97.22328,97.2751
2014-01-07,97.031075,97.06033,97.240746,97.16504,97.24585,97.228325,97.24317
2014-01-08,97.08002,97.31436,97.24671,97.22352,97.26626,97.13355,97.276054
2014-01-09,97.29031,97.26863,97.25592,97.23863,97.21619,97.240616,97.24436
2014-01-10,97.2251,97.16101,97.26603,97.17929,97.20011,97.26111,97.27702
2014-01-12,97.19185,97.25842,97.274895,97.28363,97.21719,97.25388,97.24553
2014-01-13,97.21766,97.20935,97.247635,97.2268,97.26357,97.25584,97.27797
2014-01-14,97.27045,97.270386,97.26828,97.16559,97.26244,97.25471,97.24665
2014-01-15,97.21266,97.2418,97.23635,97.259186,97.23676,97.25669,97.27889
2014-01-16,97.196106,97.23157,97.267746,97.21406,97.24432,97.25554,97.24774
2014-01-17,97.21419,97.27624,97.232735,97.248985,97.22787,97.25754,97.27985
2014-01-19,97.24666,97.259674,97.30415,97.26696,97.280716,97.25639,97.248795
2014-01-20,97.24285,97.24351,97.168846,97.210205,97.22821,97.2584,97.28078
2014-01-21,97.24617,97.23321,97.2779,97.254036,97.26081,97.257256,97.24985
2014-01-22,97.22762,97.27851,97.21889,97.26271,97.235985,97.2593,97.053604
2014-01-23,97.234055,97.261765,97.28325,97.25497,97.23763,97.01659,97.02698
2014-01-24,97.28098,97.24544,97.284904,97.25167,96.99817,96.91925,96.933174
2014-01-26,97.227196,97.23507,97.24483,97.04659,97.00485,96.95164,96.59062
2014-01-27,97.260475,97.28077,97.05244,96.99536,96.94381,96.644516,96.064896
2014-01-28,97.23519,97.05948,97.02635,96.96034,96.641174,96.11715,95.51015
2014-01-29,97.00848,97.002556,96.91555,96.69585,96.05473,95.54462,95.42246
2014-01-30,96.987625,96.95936,96.66154,96.08814,95.505394,95.39047,95.19208
2014-01-31,96.94256,96.62677,96.08815,95.57562,95.445404,95.23627,95.08667
2014-02-02,96.63369,96.01749,95.48446,95.41934,95.20662,95.170586,95.123184
2014-02-03,96.05911,95.54506,95.37782,95.2403,95.14772,95.1231,95.105675
2014-02-04,95.52386,95.4111,95.240845,95.12377,95.09459,95.0722,95.078476
2014-02-05,95.37677,95.27967,95.23276,95.091194,95.082466,95.034676,95.00421
2014-02-06,95.22808,95.16647,95.109184,95.10201,95.035324,95.020294,94.83865
2014-02-07,95.17535,95.09496,95.08502,95.0413,94.99321,94.83493,94.57355
2014-02-09,95.074615,95.07415,95.035835,94.982544,94.854546,94.58843,93.22214
2014-02-10,95.08408,95.01581,94.99917,94.85017,94.574455,93.231926,93.140594
2014-02-11,95.04823,94.964066,94.83987,94.59304,93.231705,93.159996,92.93505
2014-02-12,94.944595,94.81406,94.54822,93.16984,93.15552,92.91953,92.92519
2014-02-13,94.81554,94.521545,93.2594,93.12157,92.87906,92.95924,92.885826
2014-02-14,94.54112,93.20229,93.16141,92.92575,92.90306,92.922325,92.81619
2014-02-16,93.15415,93.140915,92.85214,92.89381,92.9557,92.8879,92.84159
2014-02-17,93.10459,92.940216,92.91215,92.903175,92.939545,92.79643,92.796455
2014-02-18,92.92925,92.95186,92.97303,92.83951,92.844795,92.806046,92.693054
2014-02-19,92.8861,92.89498,92.88706,92.83764,92.79568,92.698616,92.568054
2014-02-20,92.93308,92.890015,92.82987,92.81605,92.6978,92.59525,92.546295
2014-02-21,92.83346,92.87039,92.81954,92.748,92.639114,92.566185,92.522705
2014-02-23,92.82603,92.81802,92.74686,92.627594,92.552864,92.52104,92.52288
2014-02-24,92.80472,92.7213,92.60129,92.54969,92.51976,92.499374,92.43811
2014-02-25,92.73015,92.64599,92.536934,92.51599,92.52195,92.447,92.49632
2014-02-26,92.63987,92.54445,92.507454,92.469734,92.478836,92.438515,92.4344
2014-02-27,92.57229,92.49359,92.49568,92.46261,92.422295,92.40728,92.355705
2014-02-28,92.512314,92.52692,92.49332,92.423294,92.41998,92.366554,92.33995
2014-03-02,92.555504,92.44584,92.41564,92.397194,92.38729,92.39281,92.396904
2014-03-03,92.50701,92.4603,92.41623,92.3743,92.38926,92.38519,92.38947
2014-03-04,92.47836,92.42276,92.3233,92.38628,92.412674,92.386894,92.42953
2014-03-05,92.40679,92.387856,92.38315,92.396385,92.42211,92.421616,92.44158
2014-03-06,92.386795,92.387794,92.364334,92.37351,92.30802,92.405556,92.40689
2014-03-07,92.37039,92.3877,92.372116,92.38624,92.400986,92.39698,92.37185
2014-03-09,92.414215,92.38762,92.40146,92.40907,92.44748,92.400406,92.422554
2014-03-10,92.393616,92.38751,92.45316,92.48402,92.43569,92.399345,92.41409
2014-03-11,92.37944,92.42921,92.41686,92.33778,92.380554,92.40201,92.41537
2014-03-12,92.44464,92.39145,92.42015,92.331,92.34043,92.4009,92.418724
2014-03-13,92.41136,92.419945,92.42492,92.3873,92.36402,92.40347,92.36292
2014-03-14,92.32964,92.38468,92.363434,92.42931,92.4393,92.40238,92.38094
2014-03-16,92.41134,92.379555,92.38143,92.34566,92.385895,92.40487,92.3956
2014-03-17,92.411964,92.379585,92.32054,92.339,92.34583,92.403755,92.42172
2014-03-18,92.412735,92.37919,92.4086,92.39362,92.369354,92.40616,92.2653
2014-03-19,92.41914,92.39948,92.37923,92.434586,92.444496,92.299515,92.235756
2014-03-20,92.3771,92.40619,92.43516,92.35275,92.30604,92.22351,92.12861
2014-03-21,92.35117,92.43314,92.373825,92.29256,92.23457,92.16315,92.09319
2014-03-23,92.41563,92.436646,92.26097,92.25955,92.12453,92.121414,92.12848
2014-03-24,92.33299,92.27165,92.20183,92.10453,92.102425,92.115585,92.09792
2014-03-25,92.26,92.27502,92.12168,92.15166,92.11205,92.11102,92.10012
2014-03-26,92.238396,92.13464,92.09599,92.09546,92.122826,92.10443,92.10018
2014-03-27,92.12173,92.113495,92.12876,92.110985,92.101364,92.132,92.10021
