,XAGUSD,XAGUSD,XAGUSD,XAGUSD,XAGUSD,XAGUSD,XAGUSD
2012-01-30,29.573326,29.521584,29.57013,29.70263,29.797485,29.815208,29.908234
2012-01-31,29.606674,29.56086,29.726753,29.787651,29.80912,29.899605,29.98526
2012-02-01,29.58574,29.700302,29.735909,29.842796,29.922562,29.966187,30.175713
2012-02-02,29.653671,29.747467,29.873909,29.905441,29.966637,30.196663,30.20549
2012-02-03,29.77185,29.81977,29.949219,30.013985,30.178825,30.202736,30.280685
2012-02-05,29.793335,29.950356,30.008125,30.166306,30.308182,30.335083,30.5839
2012-02-06,29.948013,29.964355,30.200348,30.208687,30.339615,30.585205,30.917824
2012-02-07,29.908897,30.201324,30.232178,30.3088,30.59259,30.919266,32.10978
2012-02-08,30.177528,30.223541,30.346008,30.585434,30.928253,32.166138,32.205162
2012-02-09,30.238426,30.375656,30.614136,30.927055,32.0534,32.11727,32.38893
2012-02-10,30.346893,30.604767,30.938835,32.19629,32.13803,32.34674,32.50769
2012-02-12,30.596107,30.915604,32.117813,32.16201,32.331505,32.490143,33.27977
2012-02-13,30.943634,32.166008,32.23381,32.33616,32.455513,33.215584,33.3824
2012-02-14,32.06559,32.16143,32.358307,32.536095,33.260437,33.40191,33.41958
2012-02-15,32.219337,32.38114,32.50991,33.26397,33.41198,33.406525,33.441765
2012-02-16,32.340607,32.522133,33.26497,33.3854,33.389168,33.43096,33.51207
2012-02-17,32.49685,33.272644,33.363243,33.43154,33.405136,33.45331,33.489326
2012-02-19,33.227234,33.39737,33.45166,33.459602,33.477287,33.50168,33.52427
2012-02-20,33.337997,33.412666,33.437813,33.468163,33.535904,33.54026,33.57447
2012-02-21,33.40631,33.407867,33.48629,33.411736,33.49083,33.544823,33.561684
2012-02-22,33.436424,33.492226,33.512627,33.528465,33.51947,33.526276,33.591644
2012-02-23,33.461205,33.44545,33.52526,33.56024,33.54731,33.60031,33.587708
2012-02-24,33.528442,33.539062,33.571785,33.543716,33.56629,33.57186,33.620842
2012-02-26,33.496155,33.530594,33.52446,33.576584,33.5894,33.618134,33.674683
2012-02-27,33.510002,33.579163,33.56932,33.581642,33.64982,33.66217,33.66175
2012-02-28,33.561554,33.56993,33.595688,33.632698,33.673164,33.68225,33.704865
2012-02-29,33.558258,33.60077,33.608887,33.677277,33.675438,33.733994,33.696472
2012-03-01,33.59957,33.654762,33.65216,33.656128,33.69966,33.670113,33.697723
2012-03-02,33.62494,33.664505,33.658653,33.733803,33.7265,33.736717,33.696594
2012-03-04,33.670876,33.654854,33.67704,33.713768,33.761078,33.71534,33.73124
2012-03-05,33.690575,33.684532,33.69937,33.755577,33.724747,33.756363,33.808388
2012-03-06,33.701065,33.675995,33.6995,33.675896,33.722855,33.79895,33.846634
2012-03-07,33.7182,33.68888,33.698532,33.741547,33.787376,33.829628,33.850372
2012-03-08,33.727257,33.720543,33.730217,33.7837,33.809906,33.83776,33.818367
2012-03-09,33.70997,33.78443,33.824356,33.817947,33.80861,33.7984,33.794624
2012-03-11,33.74803,33.772827,33.83448,33.8145,33.80848,33.831223,33.845528
2012-03-12,33.830627,33.815353,33.806946,33.830032,33.80829,33.840057,33.793953
2012-03-13,33.80957,33.814636,33.82377,33.806892,33.80822,33.825294,33.723625
2012-03-14,33.82453,33.82057,33.834038,33.806435,33.753746,33.731537,33.742737
2012-03-15,33.835182,33.79605,33.80459,33.819153,33.75837,33.75695,33.74945
2012-03-16,33.80976,33.85161,33.76455,33.742897,33.740158,33.797333,33.73831
2012-03-18,33.82524,33.78279,33.740677,33.75155,33.77661,33.738884,33.67238
2012-03-19,33.74787,33.802795,33.7782,33.74504,33.740417,33.699547,33.576073
2012-03-20,33.727303,33.80432,33.777176,33.734795,33.6977,33.587593,33.55954
2012-03-21,33.75744,33.73133,33.6923,33.70244,33.621254,33.57041,33.58792
2012-03-22,33.80111,33.727776,33.675858,33.571167,33.569214,33.527428,33.570885
2012-03-23,33.700897,33.69744,33.57154,33.589073,33.53885,33.50052,33.511444
2012-03-25,33.67846,33.58396,33.5673,33.521576,33.55239,33.50653,33.475327
2012-03-26,33.602646,33.544426,33.537308,33.46222,33.499702,33.485962,33.455513
2012-03-27,33.571968,33.5223,33.546593,33.51821,33.472427,33.44082,33.477898
2012-03-28,33.53466,33.546127,33.51484,33.46157,33.467484,33.438583,33.18023
2012-03-29,33.551003,33.521805,33.480125,33.483902,33.488884,33.152542,33.126297
2012-03-30,33.514473,33.48401,33.45987,33.481903,33.17379,33.078545,32.82849
2012-04-01,33.455795,33.44905,33.48271,33.16844,33.125687,32.773697,32.799805
2012-04-02,33.45372,33.441696,33.166954,33.12549,32.815804,32.810104,32.748558
2012-04-03,33.453247,33.17646,33.08613,32.808647,32.756958,32.749382,32.69616
2012-04-04,33.167236,33.096886,32.77617,32.765366,32.783417,32.735054,32.587013
2012-04-05,33.093407,32.815712,32.792473,32.75949,32.68519,32.621162,32.571
2012-04-08,32.79818,32.807747,32.742035,32.690384,32.584175,32.550316,32.50518
2012-04-09,32.792564,32.768944,32.70166,32.612663,32.557327,32.527992,32.531036
2012-04-10,32.744827,32.68357,32.61093,32.560318,32.540466,32.48027,32.46676
2012-04-11,32.69359,32.59803,32.549164,32.531677,32.524895,32.459007,32.35517
2012-04-12,32.605804,32.56417,32.539757,32.51712,32.434242,32.392868,32.357315
2012-04-13,32.582535,32.5431,32.50448,32.42108,32.38099,32.344917,32.321297
2012-04-15,32.535873,32.474716,32.4644,32.34931,32.2791,32.247894,32.28218
2012-04-16,32.506645,32.45758,32.375717,32.36206,32.264412,32.250084,32.156845
2012-04-17,32.421257,32.367973,32.356094,32.266975,32.24295,32.216515,32.09748
2012-04-18,32.349716,32.308067,32.249374,32.232765,32.25303,32.16706,32.02395
2012-04-19,32.35389,32.24698,32.25512,32.188774,32.135674,32.056396,32.0009
2012-04-20,32.312004,32.262672,32.231247,32.17466,32.067543,31.999504,31.98021
2012-04-22,32.253418,32.233902,32.135735,32.036896,32.00467,31.962662,31.833893
2012-04-23,32.226578,32.163437,32.02561,32.00235,31.967873,31.828354,31.805542
2012-04-24,32.194977,31.986214,32.006165,31.983467,31.854057,31.84378,31.740234
2012-04-25,32.040817,32.047806,31.99076,31.842323,31.80194,31.728203,31.712486
2012-04-26,31.999374,32.000565,31.86679,31.839798,31.71547,31.660019,31.677147
2012-04-27,31.990944,31.858597,31.839859,31.734642,31.689308,31.690948,31.661377
2012-04-29,31.870117,31.757607,31.750702,31.673164,31.691803,31.659859,31.637642
2012-04-30,31.832718,31.758743,31.702682,31.682709,31.645676,31.646698,31.609299
2012-05-01,31.702812,31.697334,31.65586,31.690704,31.646698,31.634804,31.615097
2012-05-02,31.70472,31.662987,31.66095,31.653595,31.626656,31.60395,31.60347
2012-05-03,31.645569,31.647102,31.610695,31.608261,31.593185,31.619217,31.59974
2012-05-04,31.667587,31.627373,31.639534,31.55481,31.602089,31.574234,31.57022
2012-05-06,31.646935,31.620354,31.627747,31.597122,31.58036,31.5896,31.535217
2012-05-07,31.64489,31.607895,31.595917,31.591446,31.578453,31.544594,31.405396
2012-05-08,31.598824,31.586548,31.594154,31.575119,31.546257,31.411415,31.377983
2012-05-09,31.604424,31.587631,31.58902,31.550163,31.422401,31.401184,31.29197
2012-05-10,31.600082,31.586815,31.527657,31.399788,31.386032,31.278267,31.177689
2012-05-11,31.549454,31.543037,31.399101,31.394958,31.274803,31.174637,31.058228
2012-05-13,31.536781,31.431732,31.412697,31.303558,31.180847,31.09874,30.989716
2012-05-14,31.407532,31.391212,31.295967,31.178352,31.067001,31.05381,30.95903
2012-05-15,31.385979,31.282547,31.198128,31.052223,31.003448,30.975197,30.929039
2012-05-16,31.283249,31.186752,31.062416,30.96672,30.970543,30.940353,30.82196
2012-05-17,31.194916,31.079308,30.95919,30.990479,30.939362,30.848312,30.708786
2012-05-18,31.078392,31.013596,30.978569,30.931068,30.845512,30.66684,30.6325
2012-05-20,31.04042,30.967339,30.931602,30.834702,30.715164,30.645248,30.245766
2012-05-21,30.935074,30.933243,30.832207,30.69004,30.65284,30.241646,30.087944
2012-05-22,30.94123,30.878517,30.701996,30.639168,30.26397,30.097618,30.111504
2012-05-23,30.831886,30.675491,30.643631,30.256699,30.133118,30.053467,30.017403
2012-05-24,30.725288,30.606766,30.253899,30.140686,30.059555,30.08783,29.502548
2012-05-25,30.652618,30.251617,30.175583,30.088379,30.107803,29.474998,29.129677
2012-05-27,30.25248,30.121078,30.14421,29.999214,29.495918,29.147179,29.071579
2012-05-28,30.254509,30.078438,30.045273,29.477776,29.102379,29.049522,28.843575
2012-05-29,30.068748,30.109894,29.48523,29.116455,29.068672,28.874184,28.78952
2012-05-30,29.967796,29.46933,29.118492,29.059258,28.838531,28.777168,28.71891
2012-05-31,29.481606,29.126358,29.09182,28.82724,28.758759,28.681656,28.579391
2012-06-01,29.110771,29.067062,28.842583,28.790848,28.709915,28.572014,28.580841
2012-06-03,29.071419,28.818123,28.764977,28.700943,28.562248,28.572403,28.593628
2012-06-04,28.823257,28.778114,28.706993,28.560173,28.587715,28.572174,28.47216
2012-06-05,28.732262,28.695732,28.590279,28.599243,28.593025,28.49656,28.511887
2012-06-06,28.709312,28.601257,28.576302,28.588982,28.51551,28.4954,28.49366
2012-06-07,28.577553,28.590492,28.585014,28.529854,28.488976,28.495804,28.530357
2012-06-08,28.60276,28.581543,28.506607,28.489723,28.48407,28.50132,28.508255
2012-06-10,28.57132,28.514114,28.494087,28.481453,28.510712,28.529716,28.52806
2012-06-11,28.532356,28.47657,28.506607,28.523254,28.48381,28.500854,28.463448
2012-06-12,28.510872,28.525276,28.493576,28.532166,28.486397,28.50032,28.511734
2012-06-13,28.469154,28.50756,28.506866,28.488937,28.511688,28.494667,28.493599
2012-06-14,28.483223,28.476906,28.493378,28.479767,28.483047,28.48346,28.50502
2012-06-15,28.520027,28.516907,28.507126,28.524536,28.485947,28.498482,28.557037
2012-06-17,28.4991,28.442017,28.493248,28.533829,28.512718,28.44786,28.391304
2012-06-18,28.509026,28.509895,28.507126,28.487625,28.469536,28.484299,28.408798
2012-06-19,28.489487,28.549774,28.493057,28.438156,28.446457,28.469795,28.357231
2012-06-20,28.501556,28.43705,28.422485,28.520103,28.384354,28.380875,28.330872
2012-06-21,28.5373,28.443703,28.397629,28.414429,28.402748,28.357635,28.284988
2012-06-22,28.443779,28.413994,28.41613,28.397003,28.352196,28.364197,28.38247
2012-06-24,28.477478,28.3889,28.391212,28.32109,28.333534,28.328667,28.370598
2012-06-25,28.35286,28.401985,28.351273,28.32734,28.314972,28.30088,28.286644
2012-06-26,28.390755,28.339928,28.31533,28.372185,28.33854,28.350471,28.314247
2012-06-27,28.370224,28.389214,28.317566,28.346886,28.331116,28.308395,28.290924
2012-06-28,28.289024,28.34974,28.34726,28.303795,28.351524,28.274155,28.269592
2012-06-29,28.370422,28.317787,28.324158,28.31025,28.274818,28.227554,28.2443
2012-07-01,28.30233,28.357338,28.275375,28.2229,28.233665,28.190437,28.18087
2012-07-02,28.335983,28.307564,28.25991,28.204643,28.203423,28.210045,28.148415
2012-07-03,28.314232,28.293884,28.217255,28.218529,28.209122,28.224785,28.125534
2012-07-04,28.299484,28.246513,28.236694,28.207748,28.22306,28.140419,28.129333
2012-07-05,28.231087,28.216278,28.182869,28.218788,28.188637,28.152435,28.07618
2012-07-06,28.190948,28.216957,28.202728,28.14885,28.08339,28.073997,27.99482
2012-07-08,28.179207,28.221275,28.15496,28.13115,28.080872,28.034485,27.997139
2012-07-09,28.199638,28.149658,28.1445,28.086426,28.013176,28.000954,28.0205
2012-07-10,28.136398,28.112625,28.079086,28.00879,28.003822,28.005798,27.916939
2012-07-11,28.119392,28.091774,28.0205,27.996338,27.975342,27.895119,27.435966
2012-07-12,28.084053,27.984634,27.99694,28.009117,27.891815,27.445374,27.406044
2012-07-13,28.014015,27.998116,28.019958,27.869324,27.470734,27.395569,27.371101
2012-07-15,27.99305,28.03875,27.865524,27.458664,27.373573,27.298943,27.352379
2012-07-16,28.01323,27.904709,27.431252,27.401314,27.367348,27.346275,27.327148
2012-07-17,27.885086,27.418533,27.398216,27.383102,27.321983,27.35778,27.298843
2012-07-18,27.46891,27.37648,27.308167,27.334396,27.33516,27.37664,27.311684
2012-07-19,27.407097,27.32698,27.353477,27.302925,27.293839,27.268105,27.277107
2012-07-20,27.34127,27.346626,27.300797,27.34343,27.303238,27.298447,27.317123
2012-07-22,27.328827,27.317932,27.319946,27.308418,27.309807,27.265793,27.289803
2012-07-23,27.360512,27.29535,27.278175,27.305328,27.283012,27.292763,27.287209
2012-07-24,27.309685,27.317192,27.299911,27.294243,27.286484,27.299042,27.282524
2012-07-25,27.319565,27.308533,27.287178,27.300835,27.263374,27.263931,27.298141
2012-07-26,27.304825,27.262756,27.282509,27.265656,27.29699,27.292702,27.272606
2012-07-27,27.293037,27.294167,27.318573,27.294502,27.29338,27.297577,27.290703
2012-07-29,27.285507,27.303398,27.270195,27.299995,27.264923,27.261856,27.277946
2012-07-30,27.274445,27.283821,27.290436,27.264282,27.29757,27.24997,27.276604
2012-07-31,27.302635,27.278198,27.306206,27.291695,27.255882,27.269775,27.267105
2012-08-01,27.2845,27.301895,27.260353,27.270676,27.261757,27.282837,27.30272
2012-08-02,27.287895,27.27536,27.267273,27.27771,27.285713,27.298714,27.333
2012-08-03,27.27604,27.27517,27.277405,27.27121,27.29837,27.341232,27.305542
2012-08-05,27.266571,27.274918,27.240944,27.307312,27.262993,27.311516,27.350723
2012-08-06,27.295753,27.264435,27.305138,27.320305,27.320374,27.314735,27.334145
2012-08-07,27.276787,27.29235,27.299088,27.346771,27.31903,27.339592,27.398865
2012-08-08,27.298347,27.355011,27.304237,27.339424,27.372383,27.399536,27.42501
2012-08-09,27.295647,27.343918,27.319298,27.326027,27.382904,27.425919,27.419968
2012-08-10,27.329048,27.3339,27.362183,27.398102,27.419434,27.440514,27.41674
2012-08-12,27.324837,27.339348,27.370422,27.44062,27.423874,27.402672,27.420395
2012-08-13,27.315887,27.38639,27.414429,27.431198,27.426338,27.409515,27.43412
2012-08-14,27.386757,27.423096,27.415474,27.409576,27.431618,27.414604,27.499573
2012-08-15,27.41829,27.420708,27.428894,27.419792,27.423515,27.494514,27.590332
2012-08-16,27.420677,27.418121,27.413406,27.442955,27.498161,27.60276,27.618172
2012-08-17,27.423386,27.430702,27.414948,27.497292,27.58387,27.604553,27.673515
2012-08-19,27.411636,27.42086,27.484146,27.596855,27.616531,27.672165,27.742706
2012-08-20,27.43039,27.499763,27.532082,27.620087,27.656776,27.73793,27.809532
2012-08-21,27.488205,27.606384,27.615028,27.663643,27.729881,27.791931,27.800629
2012-08-22,27.588928,27.626556,27.670616,27.762238,27.773361,27.798767,27.889305
2012-08-23,27.627136,27.68676,27.72718,27.767326,27.847565,27.833115,27.910957
2012-08-24,27.657494,27.740509,27.803787,27.798157,27.819084,27.927368,27.947609
2012-08-26,27.732918,27.749832,27.808792,27.814278,27.922874,27.97657,27.983261
2012-08-27,27.788216,27.79483,27.89318,27.934807,27.941437,27.950829,27.973175
2012-08-28,27.800514,27.876884,27.912865,27.961311,28.002052,27.98619,28.020798
2012-08-29,27.846603,27.8984,27.968246,28.007034,28.02237,27.984428,28.013931
2012-08-30,27.929703,27.965317,27.97866,27.99601,27.997963,28.060425,28.085945
2012-08-31,27.948921,27.984665,28.027596,28.016258,28.032135,28.077026,28.095833
2012-09-02,27.984627,28.017113,28.011566,28.005806,28.070503,28.093086,28.142502
2012-09-03,27.981987,28.03402,28.01831,28.10102,28.085304,28.122643,28.151642
2012-09-04,28.039383,28.011421,28.07769,28.11847,28.118706,28.125275,28.17598
2012-09-05,28.016914,28.079247,28.126526,28.136673,28.147804,28.149025,28.430725
2012-09-06,28.060242,28.086311,28.099983,28.137825,28.153244,28.455574,29.121712
2012-09-07,28.085114,28.14141,28.128075,28.150024,28.417091,29.174622,29.613678
2012-09-09,28.126556,28.151245,28.149567,28.415382,29.11538,29.621262,30.48455
2012-09-10,28.149551,28.154533,28.422714,29.16011,29.600433,30.444824,30.462387
2012-09-11,28.17778,28.440048,29.135818,29.617233,30.474014,30.482857,30.546059
2012-09-12,28.413582,29.077835,29.621132,30.476768,30.472244,30.576279,30.779335
2012-09-13,29.156036,29.60482,30.471794,30.470467,30.56932,30.746819,30.78289
2012-09-14,29.595146,30.462746,30.487152,30.53106,30.75341,30.776299,30.828255
2012-09-16,30.475075,30.48391,30.558937,30.777534,30.805817,30.837425,30.893555
2012-09-17,30.50367,30.56874,30.764336,30.806,30.803574,30.888214,30.956337
2012-09-18,30.548683,30.75209,30.774353,30.845894,30.862915,30.970596,31.697838
2012-09-19,30.75425,30.775322,30.821533,30.847656,30.92022,31.669113,31.933243
2012-09-20,30.797241,30.85202,30.866493,30.960693,31.684883,31.928757,32.114777
2012-09-21,30.844154,30.911842,30.978668,31.684303,31.950607,32.20269,32.19203
2012-09-23,30.894302,30.985466,31.670654,31.89795,32.17943,32.21615,32.633713
2012-09-24,30.965935,31.687988,31.92543,32.216354,32.20504,32.65915,32.850555
2012-09-25,31.666718,31.942383,32.16503,32.230186,32.65847,32.856018,33.351196
2012-09-26,31.939667,32.1706,32.23667,32.61618,32.842033,33.427155,33.58934
2012-09-27,32.16777,32.213814,32.626167,32.867744,33.443726,33.52395,33.572563
2012-09-28,32.23356,32.624832,32.884216,33.4065,33.58587,33.592842,33.674843
2012-09-30,32.646515,32.86212,33.42598,33.52527,33.568665,33.704704,33.772903
2012-10-01,32.880302,33.46158,33.49785,33.630318,33.721138,33.752922,33.864014
2012-10-02,33.39791,33.575096,33.635147,33.734184,33.773666,33.886024,33.93181
2012-10-03,33.55332,33.53399,33.722214,33.79883,33.824333,33.94037,33.99008
2012-10-04,33.599472,33.75663,33.769257,33.85956,33.949562,34.007614,34.019722
2012-10-05,33.720627,33.778297,33.883995,33.96415,33.95195,33.968018,33.998726
2012-10-07,33.752403,33.84703,33.947403,34.0226,33.97178,34.00557,34.04161
2012-10-08,33.831665,33.900314,33.941956,33.98275,33.96914,33.989937,34.029366
2012-10-09,33.964912,34.015083,34.01538,33.955276,34.040596,34.001877,33.97677
2012-10-10,33.9675,33.949226,33.961906,34.00556,34.044754,33.98974,34.028427
2012-10-11,33.97917,33.950493,34.073288,34.038643,34.00065,34.00232,33.99196
2012-10-12,33.986122,34.021057,34.0244,34.021446,33.9681,33.98974,34.011353
2012-10-14,34.071815,33.968704,34.039215,33.96324,34.028297,34.00277,33.99678
2012-10-15,34.001556,34.065727,34.012917,34.00402,34.034393,33.989548,33.979584
2012-10-16,33.96646,34.014923,33.986404,34.03524,33.995956,34.00316,34.017006
2012-10-17,34.052185,34.001686,34.012184,34.01693,33.967125,33.98935,34.051193
2012-10-18,34.01908,34.020767,33.985474,33.98137,34.02694,34.00316,34.015335
2012-10-19,34.02932,34.01036,34.042435,34.019775,34.032288,33.98928,34.00187
2012-10-21,34.028442,34.031662,34.04727,34.0048,33.993126,34.003227,34.002617
2012-10-22,34.044807,34.004227,34.010292,33.99408,33.963898,33.988647,34.04796
2012-10-23,34.048477,34.067932,33.982224,33.983116,34.017776,34.003357,33.99874
2012-10-24,34.06211,33.95913,34.03849,34.0166,33.98255,34.012604,33.97529
2012-10-25,33.96254,34.047935,34.044235,34.001694,33.972237,33.92182,33.918137
2012-10-26,33.990044,34.019455,34.008423,33.99482,33.956535,33.976517,33.911667
2012-10-28,33.993866,34.012383,33.98448,33.962746,33.929108,33.86341,33.835266
2012-10-29,34.0064,33.997665,33.957344,33.93286,33.9152,33.833427,33.79641
2012-10-30,33.998474,33.947754,33.90439,33.882393,33.851234,33.805122,33.184517
2012-10-31,33.9758,33.95665,33.874855,33.855194,33.766304,33.171234,33.070236
2012-11-01,33.883705,33.886375,33.86116,33.814613,33.206154,33.067245,32.988052
2012-11-02,33.86641,33.850937,33.806427,33.166435,33.110268,32.976578,32.905495
2012-11-04,33.824417,33.795097,33.181137,33.087578,32.965103,32.964462,32.805145
2012-11-05,33.80249,33.186676,33.100845,33.01454,32.87361,32.871124,32.41417
2012-11-06,33.19185,33.098778,33.055496,32.930862,32.94214,32.41298,32.408493
2012-11-07,33.0859,33.012596,32.90757,32.830803,32.4038,32.390465,32.403786
2012-11-08,32.96601,32.90731,32.912064,32.394035,32.414703,32.41568,32.391838
2012-11-09,32.90161,32.878487,32.38787,32.427704,32.40354,32.413483,32.41172
2012-11-11,32.869156,32.382668,32.45072,32.435066,32.414772,32.38955,32.40856
2012-11-12,32.412224,32.39702,32.379616,32.399704,32.40316,32.41645,32.37256
2012-11-13,32.41861,32.40084,32.435738,32.391953,32.414963,32.379997,32.386627
2012-11-14,32.402412,32.423798,32.423744,32.428864,32.34857,32.33683,32.35488
2012-11-15,32.411316,32.41854,32.385284,32.34887,32.35103,32.3749,32.417862
2012-11-16,32.41951,32.41916,32.326523,32.37113,32.380455,32.40265,32.35488
2012-11-18,32.402412,32.342346,32.33481,32.34578,32.35092,32.40423,32.418236
2012-11-19,32.37609,32.403214,32.36016,32.34822,32.36904,32.33828,32.396797
2012-11-20,32.360886,32.349907,32.347,32.37217,32.373894,32.373505,32.37487
2012-11-21,32.334984,32.34867,32.36042,32.34513,32.358864,32.377304,32.33436
2012-11-22,32.37333,32.366478,32.34668,32.34784,32.351616,32.336525,32.362587
2012-11-23,32.355232,32.342567,32.36068,32.373245,32.37397,32.360054,32.39792
2012-11-25,32.392326,32.349045,32.34668,32.344612,32.345863,32.33647,32.35652
2012-11-26,32.379227,32.38011,32.36107,32.373375,32.371376,32.335693,32.373352
2012-11-27,32.347145,32.372314,32.346542,32.385345,32.389725,32.33606,32.38057
2012-11-28,32.392822,32.362625,32.361267,32.34584,32.3582,32.42617,32.43125
2012-11-29,32.379707,32.340622,32.346222,32.36245,32.403908,32.43763,32.46405
2012-11-30,32.35325,32.35711,32.36152,32.4365,32.469254,32.50743,32.513863
2012-12-02,32.39531,32.36561,32.414032,32.474022,32.47432,32.527954,32.57173
2012-12-03,32.38183,32.416862,32.424355,32.48358,32.476448,32.548668,32.57168
2012-12-04,32.39003,32.467278,32.46158,32.50766,32.56259,32.620987,32.616615
2012-12-05,32.418816,32.450256,32.476707,32.563225,32.658417,32.651573,32.87767
2012-12-06,32.4665,32.492043,32.565422,32.62023,32.636475,32.841118,32.85579
2012-12-07,32.486954,32.55681,32.602753,32.63906,32.8739,32.88453,32.962616
2012-12-09,32.566856,32.584877,32.64531,32.901352,32.839348,32.90834,32.926086
2012-12-10,32.562088,32.63932,32.88192,32.936554,32.944298,32.920074,32.89904
2012-12-11,32.611572,32.877,32.893303,32.905266,32.93328,32.920097,32.925034
2012-12-12,32.88891,32.938927,32.913048,32.946846,32.944206,32.919876,32.95662
2012-12-13,32.90541,32.97242,32.927116,32.90647,32.922363,32.923714,32.936096
2012-12-14,32.93814,32.954872,32.970444,32.893066,32.904427,32.92006,32.93577
2012-12-16,32.898125,32.900085,32.93335,32.92253,32.91996,32.91815,32.915108
2012-12-17,32.932716,32.938538,32.90515,32.93502,32.894135,32.913033,32.909798
2012-12-18,32.968704,32.9675,32.961143,32.912888,32.979813,32.935394,32.92486
2012-12-19,32.933876,32.94989,32.96547,32.939407,32.948883,32.879272,32.91323
2012-12-20,32.95762,32.89492,32.92843,32.905952,32.873497,32.951767,32.958427
2012-12-21,32.90055,32.933434,32.900047,32.94198,32.93863,32.93222,32.932236
2012-12-23,32.93194,32.963234,32.95598,32.956276,32.920876,32.95076,32.914276
2012-12-24,32.91381,32.946976,32.960426,32.941635,32.91794,32.918694,32.90793
2012-12-26,32.930077,32.893173,32.923325,32.9254,32.87487,32.93341,32.931664
2012-12-27,32.969833,32.933044,32.895126,32.9449,32.904488,32.927704,32.925644
2012-12-28,32.903908,32.963234,32.950996,32.936676,32.916214,32.934944,32.912086
2012-12-30,32.907814,32.946976,32.95623,32.921745,32.94709,32.885086,32.88028
2012-12-31,32.901794,32.893173,32.920296,32.959373,32.896095,32.888847,32.643425
2013-01-02,32.918633,32.933044,32.893326,32.870445,32.87787,32.63556,32.44062
2013-01-03,32.92253,32.963234,32.918556,32.85031,32.626793,32.417694,32.320175
2013-01-04,32.918137,32.88594,32.885216,32.655502,32.40747,32.286438,32.23783
2013-01-06,32.89666,32.89057,32.639862,32.443962,32.323807,32.252228,32.01805
2013-01-07,32.879402,32.65187,32.451233,32.306557,32.235283,32.053574,31.339386
2013-01-08,32.63205,32.46026,32.293938,32.258102,32.004875,31.332298,30.936493
2013-01-09,32.48313,32.276115,32.20999,32.01008,31.31041,30.935097,30.89045
2013-01-10,32.31758,32.247635,32.0438,31.310425,30.968513,30.86267,30.91809
2013-01-11,32.22193,31.979675,31.312576,30.957191,30.91632,30.940208,30.915863
2013-01-13,32.03071,31.321564,30.913391,30.891342,30.897865,30.87918,30.919205
2013-01-14,31.332108,30.970848,30.901985,30.897758,30.939926,30.892609,30.919304
2013-01-15,30.937378,30.905014,30.913055,30.93615,30.902435,30.93415,30.905815
2013-01-16,30.900986,30.911736,30.89486,30.925064,30.91883,30.858086,30.919693
2013-01-17,30.930084,30.907494,30.907364,30.908852,30.91912,30.943893,30.905685
2013-01-18,30.945923,30.893753,30.917755,30.915161,30.905891,30.877174,30.920197
2013-01-20,30.919548,30.906334,30.88784,30.892105,30.919312,30.891815,30.905685
2013-01-21,30.899513,30.892387,30.916237,30.866226,30.90525,30.93686,30.920456
2013-01-22,30.91922,30.906334,30.904152,30.913712,30.919312,30.854523,30.905495
2013-01-23,30.914948,30.892128,30.908577,30.898422,30.905182,30.947433,30.920654
2013-01-24,30.945755,30.906334,30.91674,30.91005,30.91938,30.874786,30.905113
2013-01-25,30.890686,30.891617,30.903618,30.915749,30.904922,30.89045,30.920784
2013-01-27,30.899643,30.906647,30.886086,30.869537,30.919449,30.939293,30.905113
2013-01-28,30.94696,30.891426,30.91671,30.916496,30.904594,30.850586,30.920975
2013-01-29,30.927666,30.90709,30.896278,30.904022,30.919884,30.949821,30.904793
2013-01-30,30.884941,30.891357,30.904526,30.943924,30.904594,30.87259,30.97734
2013-01-31,30.903229,30.90709,30.943901,30.917961,30.920013,30.974754,30.948181
2013-02-01,30.916847,30.89116,30.915543,30.906967,30.958855,30.972748,31.212791
2013-02-03,30.903229,30.90728,30.91423,30.913033,30.974571,31.17694,31.226875
2013-02-04,30.895088,30.89103,30.956116,30.940979,31.214127,31.240555,31.29145
2013-02-05,30.948334,30.910645,31.046013,31.18155,31.223305,31.291107,31.355064
2013-02-06,30.961647,31.061302,31.184265,31.250534,31.295876,31.347961,31.338867
2013-02-07,30.975464,31.20401,31.234756,31.27552,31.345245,31.37127,31.355133
2013-02-08,31.171577,31.2416,31.304672,31.367386,31.388794,31.334206,31.338608
2013-02-10,31.192223,31.263603,31.374329,31.367699,31.367897,31.333565,31.355255
2013-02-11,31.262398,31.35434,31.348816,31.341927,31.32357,31.358223,31.338417
2013-02-12,31.390686,31.388214,31.359024,31.348122,31.34478,31.3452,31.355515
2013-02-13,31.352043,31.370552,31.35891,31.352257,31.390213,31.358658,31.338158
2013-02-14,31.348244,31.362755,31.323982,31.328972,31.3684,31.33207,31.355705
2013-02-15,31.373428,31.350838,31.337967,31.367447,31.321762,31.354347,31.338158
2013-02-17,31.333046,31.352005,31.344635,31.367455,31.344086,31.37922,31.355774
2013-02-18,31.332138,31.349403,31.37931,31.339424,31.391373,31.37558,31.337967
2013-02-19,31.359688,31.342384,31.36728,31.345932,31.36866,31.417091,31.356277
2013-02-20,31.353638,31.325691,31.34282,31.350456,31.320473,31.351929,31.337898
2013-02-21,31.34906,31.372604,31.352875,31.325874,31.343567,31.347153,31.356277
2013-02-22,31.373558,31.349823,31.330688,31.366714,31.39267,31.372826,31.3377
