,NZDCHF,NZDCHF,NZDCHF,NZDCHF,NZDCHF,NZDCHF,NZDCHF
2012-11-16,0.7683203,0.76643056,0.7687138,0.76765805,0.7662317,0.7669662,0.7668585
2012-11-18,0.76579416,0.76742125,0.7664347,0.7671748,0.7666712,0.7673214,0.7657857
2012-11-19,0.7654488,0.7649541,0.7678385,0.768191,0.76647186,0.7654158,0.7665103
2012-11-20,0.76693875,0.7686669,0.7652599,0.76766974,0.76713234,0.76706904,0.76565254
2012-11-21,0.76934916,0.7650642,0.76750314,0.7668343,0.7664807,0.76649886,0.7657119
2012-11-22,0.7682824,0.76689845,0.76598126,0.76797354,0.76743525,0.76699764,0.7668964
2012-11-23,0.767249,0.76623833,0.76668507,0.76648784,0.7664407,0.7658834,0.7659744
2012-11-25,0.76598006,0.7673402,0.76554483,0.76570386,0.7661554,0.7663134,0.76700485
2012-11-26,0.76600236,0.7666092,0.76645845,0.7670417,0.767682,0.76781154,0.7670731
2012-11-27,0.7674333,0.7669223,0.76526225,0.7669421,0.76612115,0.7681103,0.7662106
2012-11-28,0.76658404,0.7656142,0.7667835,0.7671709,0.7657527,0.7668528,0.7667737
2012-11-29,0.76591194,0.7670875,0.766353,0.76776165,0.7668487,0.76726145,0.76748425
2012-11-30,0.76580226,0.766138,0.76617897,0.76620764,0.7665735,0.7664683,0.7662521
2012-12-02,0.76598555,0.76681566,0.7684686,0.7667141,0.76763123,0.7685368,0.765226
2012-12-03,0.76601696,0.76637816,0.76630324,0.7662283,0.7656729,0.7668561,0.7668565
2012-12-04,0.7660093,0.7667369,0.7670123,0.7684746,0.7680224,0.76899046,0.76619214
2012-12-05,0.7671338,0.76662594,0.7669399,0.7669946,0.76746744,0.7669869,0.7669625
2012-12-06,0.76710963,0.76648533,0.76671886,0.7675062,0.7668573,0.7668938,0.76759213
2012-12-07,0.7675469,0.7663072,0.76909024,0.76682234,0.76674235,0.76734704,0.7681078
2012-12-09,0.76647544,0.7678399,0.76753026,0.76652575,0.7658738,0.76766694,0.76869005
2012-12-10,0.7676211,0.7668143,0.76670223,0.7688897,0.7678185,0.76730853,0.7691864
2012-12-11,0.76652247,0.7686935,0.7679692,0.7690882,0.76875937,0.7696979,0.7692471
2012-12-12,0.7679803,0.7666453,0.76997715,0.76892877,0.76995784,0.770202,0.7695276
2012-12-13,0.7679987,0.7693656,0.76818794,0.76932526,0.7700608,0.76845574,0.7686506
2012-12-14,0.766383,0.7692926,0.76954377,0.7692426,0.7697887,0.76953065,0.77041817
2012-12-16,0.7688654,0.76907647,0.76981395,0.76954406,0.7695721,0.767992,0.7697222
2012-12-17,0.76937944,0.76995736,0.7693966,0.76709056,0.76878,0.7673551,0.7671402
2012-12-18,0.7693904,0.76903754,0.76909333,0.76928985,0.7658336,0.767159,0.76610774
2012-12-19,0.76915866,0.7698475,0.76961356,0.76547265,0.76606756,0.76597536,0.76596946
2012-12-20,0.76986855,0.7689138,0.7694624,0.76941323,0.76562035,0.7651611,0.76611733
2012-12-21,0.7675706,0.76859176,0.76800936,0.7656678,0.7647427,0.7641418,0.7639814
2012-12-23,0.76646286,0.7690858,0.766164,0.7652577,0.765976,0.76368535,0.7644546
2012-12-24,0.7665862,0.76526535,0.7659671,0.7648523,0.7661644,0.7640066,0.762566
2012-12-26,0.7662849,0.7655177,0.7654444,0.7652287,0.7637033,0.7630668,0.76382893
2012-12-27,0.7659906,0.7657145,0.7654019,0.7643754,0.76404077,0.765347,0.7649344
2012-12-28,0.76610863,0.76582706,0.7656682,0.76430273,0.7657535,0.76237136,0.7637118
2012-12-30,0.7644663,0.76537603,0.7644543,0.76421976,0.76366824,0.7648157,0.7637321
2012-12-31,0.7660016,0.7651532,0.76396066,0.7646379,0.7643343,0.7640354,0.76331425
2013-01-02,0.76382893,0.762638,0.76337343,0.7633128,0.7640656,0.7632419,0.7648448
2013-01-03,0.7629332,0.7641514,0.76450723,0.7637654,0.7638522,0.7652906,0.7652986
2013-01-04,0.7650162,0.7632939,0.76513,0.7632764,0.7637459,0.76442057,0.7659569
2013-01-06,0.7630239,0.7646188,0.7641531,0.7626652,0.7650911,0.7655367,0.765859
2013-01-07,0.7623307,0.763563,0.76482606,0.7647256,0.7645777,0.7656701,0.7667814
2013-01-08,0.76484454,0.76588607,0.7646594,0.7651871,0.76593405,0.7661468,0.76661825
2013-01-09,0.76407325,0.7641327,0.7648883,0.76582867,0.76596767,0.76537496,0.7672448
2013-01-10,0.7639855,0.76497334,0.76566225,0.7657799,0.76598823,0.766355,0.7675625
2013-01-11,0.76482123,0.7650036,0.7661923,0.7656175,0.76620364,0.7675441,0.76866823
2013-01-13,0.7656825,0.76562804,0.766636,0.76706904,0.7671174,0.7691172,0.7698123
2013-01-14,0.76535636,0.76709616,0.76500046,0.7675416,0.7689714,0.76887834,0.77195036
2013-01-15,0.7662208,0.76670355,0.76676357,0.7676205,0.76934785,0.7714914,0.7717258
2013-01-16,0.7669238,0.7668805,0.76794,0.7684798,0.77075136,0.77210534,0.7716394
2013-01-17,0.7686999,0.76861763,0.76961356,0.7707633,0.77231133,0.77185553,0.77234775
2013-01-18,0.76838136,0.7698493,0.7712635,0.77261955,0.7722633,0.7716911,0.77237105
2013-01-20,0.7695444,0.7716108,0.77226144,0.77253175,0.7715879,0.77133155,0.7724006
2013-01-21,0.77092,0.7728653,0.7717065,0.77208894,0.7723825,0.7721544,0.7721544
2013-01-22,0.77265716,0.7720558,0.7723545,0.77245784,0.77228224,0.77191466,0.7721583
2013-01-23,0.77197057,0.77191293,0.7721297,0.7722542,0.7714415,0.7714672,0.77159315
2013-01-24,0.7723249,0.7723164,0.77141297,0.77186155,0.77228665,0.7719315,0.77143395
2013-01-25,0.7718755,0.77183765,0.7720093,0.7721107,0.7724268,0.7714194,0.7702885
2013-01-27,0.7720547,0.7718285,0.7705188,0.77140564,0.7709512,0.7701495,0.76921856
2013-01-28,0.77211314,0.77167463,0.77173764,0.7716826,0.7711875,0.7688011,0.7684966
2013-01-29,0.772376,0.771562,0.77084273,0.7691717,0.7689399,0.768213,0.7690847
2013-01-30,0.7727042,0.77185935,0.77092075,0.7694755,0.7692255,0.76807594,0.767907
2013-01-31,0.77173734,0.7706654,0.77067465,0.7678408,0.77042735,0.7685264,0.7680906
2013-02-01,0.77108943,0.7698341,0.76849604,0.76799166,0.76779926,0.7696701,0.76770526
2013-02-03,0.77076745,0.76878333,0.76901406,0.769118,0.77007055,0.76897264,0.76854163
2013-02-04,0.77109253,0.7694646,0.7676161,0.7683033,0.77069235,0.7682988,0.7706498
2013-02-05,0.77077705,0.76794297,0.7706,0.7690185,0.76885545,0.76914996,0.7702882
2013-02-06,0.76796025,0.7695095,0.76897275,0.770968,0.7702295,0.769471,0.77004886
2013-02-07,0.7695098,0.7684967,0.7683426,0.767741,0.768398,0.76983804,0.7693508
2013-02-08,0.7686187,0.76853675,0.76980996,0.7706971,0.76993054,0.769077,0.76960075
2013-02-10,0.7691461,0.7705088,0.76815915,0.76839757,0.7688746,0.7713107,0.7709713
2013-02-11,0.7678863,0.76873714,0.768947,0.76846904,0.77103835,0.7713188,0.77114093
2013-02-12,0.7696208,0.7685469,0.7693436,0.7715857,0.7714889,0.7727955,0.77114224
2013-02-13,0.76940036,0.7690148,0.770571,0.76886976,0.7722623,0.7719601,0.7713835
2013-02-14,0.7699119,0.7712854,0.771471,0.77134037,0.7714373,0.77231044,0.7748293
2013-02-15,0.7704907,0.76989853,0.7725111,0.77274114,0.77248305,0.77429867,0.77323735
2013-02-17,0.77386534,0.7717808,0.77190745,0.77369314,0.7741707,0.77346545,0.77241224
2013-02-18,0.7720502,0.77246755,0.772843,0.77348524,0.77320826,0.7748815,0.7742589
2013-02-19,0.77259,0.7729772,0.77393895,0.77348214,0.7722888,0.77421224,0.7751983
2013-02-20,0.77288496,0.77278084,0.77218664,0.7741749,0.77339524,0.7761418,0.7762869
2013-02-21,0.7755732,0.773593,0.7743638,0.7750001,0.7748603,0.7754356,0.77749515
2013-02-22,0.7730889,0.77345407,0.77250296,0.7765813,0.77615964,0.77568233,0.77681154
2013-02-24,0.7728464,0.7722094,0.77413213,0.7764529,0.7764246,0.77532804,0.7743658
2013-02-25,0.7740885,0.77246356,0.7749806,0.77451146,0.7735469,0.7742721,0.7729864
2013-02-26,0.77465755,0.7770168,0.77495503,0.7752661,0.7742449,0.7721973,0.7737636
2013-02-27,0.7763803,0.7756577,0.7750893,0.7754223,0.773721,0.7743378,0.77518517
2013-02-28,0.77675194,0.77365947,0.77191585,0.7724798,0.7751188,0.77370447,0.772543
2013-03-01,0.7739406,0.77333575,0.7741237,0.7723494,0.77315986,0.77377605,0.7758501
2013-03-03,0.77236784,0.7733446,0.77381045,0.77278894,0.77411985,0.7728081,0.77401674
2013-03-04,0.77416956,0.77421325,0.7748955,0.7745189,0.7735456,0.7747253,0.77393234
2013-03-05,0.7738129,0.7758662,0.7747709,0.7728281,0.7741406,0.77366346,0.77443856
2013-03-06,0.77380735,0.7740419,0.7737023,0.773354,0.7749089,0.773242,0.7735657
2013-03-07,0.7737179,0.771356,0.77390563,0.7735872,0.7745183,0.7741149,0.77271867
2013-03-08,0.77393997,0.7738566,0.7725408,0.7736671,0.7736546,0.775128,0.77711487
2013-03-10,0.7734632,0.77242804,0.77381694,0.7746587,0.77475613,0.7742027,0.77674997
2013-03-11,0.773514,0.77347946,0.7738178,0.7748481,0.7749265,0.77653635,0.7771395
2013-03-12,0.77398735,0.77299726,0.7749473,0.77466697,0.77598685,0.77745986,0.77708274
2013-03-13,0.77277476,0.77456546,0.77573943,0.77605677,0.7766151,0.77727103,0.7769306
2013-03-14,0.7754025,0.7752617,0.77740216,0.77687085,0.7763548,0.7772768,0.7797476
2013-03-15,0.7749027,0.7759296,0.7755731,0.776166,0.778665,0.77876836,0.7777961
2013-03-17,0.7773799,0.77707976,0.7752022,0.7766931,0.77802753,0.7777438,0.77914613
2013-03-18,0.77535725,0.7767565,0.7766443,0.7770403,0.77757925,0.7782628,0.77750033
2013-03-19,0.77759004,0.77704626,0.77788836,0.7773729,0.77699494,0.77729064,0.77819014
2013-03-20,0.777458,0.7772522,0.7775924,0.7780896,0.77872884,0.7785973,0.7800732
2013-03-21,0.77766544,0.7781549,0.7785623,0.77866936,0.77836645,0.77895266,0.7788625
2013-03-22,0.7784916,0.7787663,0.77905774,0.7788291,0.7793085,0.77866256,0.77987283
2013-03-24,0.7780119,0.7787918,0.77860546,0.7784103,0.7784869,0.77976584,0.7791708
2013-03-25,0.7785437,0.77965266,0.7797781,0.7786828,0.7804971,0.7801825,0.78005487
2013-03-26,0.78052634,0.77954334,0.77805024,0.7800463,0.77943075,0.77797306,0.780209
2013-03-27,0.7781507,0.78027034,0.7792087,0.78005385,0.7781879,0.78047895,0.7801296
2013-03-28,0.7810378,0.7791339,0.7795064,0.7789507,0.7782061,0.7802105,0.78061646
2013-03-31,0.7787606,0.77954644,0.7788586,0.7798303,0.7797745,0.78098935,0.77969533
2013-04-01,0.77904063,0.77905566,0.77935636,0.77992886,0.7808345,0.7797952,0.7811995
2013-04-02,0.77926975,0.77866465,0.77939814,0.78053504,0.7814246,0.77972543,0.78154963
2013-04-03,0.7803435,0.7797253,0.7804074,0.7808261,0.7810752,0.77989197,0.7811125
2013-04-04,0.7785394,0.7802911,0.7812205,0.7806201,0.78181845,0.7816836,0.78205556
2013-04-05,0.7797101,0.7795939,0.7823664,0.7804898,0.78110796,0.78131855,0.7814648
2013-04-07,0.7807281,0.7809172,0.78085035,0.782123,0.7810938,0.7818585,0.78436977
2013-04-08,0.7797836,0.78096056,0.7813165,0.78202766,0.7819044,0.7843172,0.7853299
2013-04-09,0.7805059,0.7828537,0.7809126,0.7823872,0.7847543,0.7847022,0.7854417
2013-04-10,0.7826633,0.78141946,0.7821489,0.78255254,0.78470075,0.7856892,0.7860102
2013-04-11,0.7816677,0.78276426,0.7847118,0.78434575,0.7853397,0.785389,0.786245
2013-04-12,0.7830754,0.78467745,0.78496546,0.7848204,0.7860361,0.7860833,0.7861688
2013-04-14,0.7834896,0.7854122,0.78472096,0.7861238,0.78525573,0.78640604,0.78570265
2013-04-15,0.7851725,0.7855775,0.78599316,0.78611624,0.7860009,0.7850778,0.7860658
2013-04-16,0.7841089,0.7855828,0.785617,0.78505796,0.7847773,0.78680426,0.78529865
2013-04-17,0.78559095,0.7858478,0.78499323,0.78581786,0.7860386,0.78676075,0.7858848
2013-04-18,0.7858385,0.78587466,0.7856958,0.78552693,0.7859289,0.7858916,0.7855471
2013-04-19,0.78537744,0.78643495,0.7855293,0.7863292,0.78640443,0.78731835,0.7875606
2013-04-21,0.7864487,0.7863324,0.78538823,0.78493637,0.786385,0.78607756,0.78763205
2013-04-22,0.7858957,0.78734636,0.7865651,0.78722036,0.7866824,0.78792596,0.7893067
2013-04-23,0.7858976,0.78550124,0.7871685,0.7866086,0.7885231,0.7888276,0.7901429
2013-04-24,0.7878452,0.78632087,0.78633976,0.7879058,0.7890088,0.78944826,0.79143155
2013-04-25,0.7860394,0.78723323,0.78720635,0.7888244,0.790004,0.7910655,0.79274964
2013-04-26,0.7873892,0.7885787,0.7886565,0.7899606,0.79153824,0.7926481,0.7928606
2013-04-28,0.7880028,0.7886847,0.78969306,0.7912388,0.7917483,0.792016,0.79239446
2013-04-29,0.7884855,0.79006755,0.7926427,0.7930355,0.79172266,0.79279643,0.7932404
2013-04-30,0.78948206,0.79094064,0.79239494,0.79258114,0.79289764,0.7929407,0.79302365
2013-05-01,0.7914402,0.7928562,0.7920041,0.7926318,0.7940407,0.79327804,0.79482275
2013-05-02,0.79214156,0.79276514,0.79248554,0.794176,0.79231346,0.7935882,0.7941313
2013-05-03,0.7927054,0.79311013,0.79324967,0.792382,0.79273874,0.7944147,0.79472476
2013-05-05,0.7926977,0.79186434,0.7930436,0.7941939,0.7929846,0.79431695,0.7927347
2013-05-06,0.792613,0.792269,0.792299,0.7940428,0.7935444,0.7943152,0.7937051
2013-05-07,0.7918606,0.7942744,0.7939851,0.793122,0.7940581,0.7924289,0.79310185
2013-05-08,0.79639935,0.79295343,0.793081,0.79332966,0.79343635,0.79401773,0.7944394
2013-05-09,0.79159015,0.79412174,0.79414445,0.79496884,0.7927911,0.7935247,0.79300874
2013-05-10,0.7947801,0.79361075,0.7941553,0.79394495,0.79366386,0.79358673,0.79432744
2013-05-12,0.79467094,0.7936302,0.7927682,0.7929945,0.79292923,0.7929832,0.792794
2013-05-13,0.79445523,0.79383814,0.79240316,0.79339486,0.79331976,0.7924736,0.792866
2013-05-14,0.7931224,0.7937463,0.79284245,0.79300284,0.7930552,0.7935004,0.7927972
2013-05-15,0.79181874,0.7934708,0.79281044,0.79272,0.79295915,0.7926625,0.7936177
2013-05-16,0.79289997,0.79346323,0.7930744,0.7928023,0.79295695,0.79275703,0.7937732
2013-05-17,0.79309326,0.7932084,0.79335785,0.7918114,0.7935434,0.7929288,0.7914659
2013-05-19,0.79292184,0.79278505,0.79174143,0.79054075,0.791364,0.7918179,0.7902709
2013-05-20,0.79315364,0.7931896,0.79185224,0.79207265,0.7923547,0.7906501,0.7899635
2013-05-21,0.7931142,0.7929516,0.7934528,0.79263353,0.79078954,0.7910982,0.7919796
2013-05-22,0.7931558,0.79248035,0.7930005,0.7922719,0.7943626,0.7909535,0.79033345
2013-05-23,0.79339457,0.7926086,0.7918115,0.791417,0.79075706,0.7904778,0.7908249
2013-05-24,0.79195344,0.79014677,0.79172117,0.7907022,0.7913314,0.79005367,0.79149556
2013-05-26,0.7908458,0.7920071,0.79048944,0.791026,0.7897124,0.79039305,0.78980494
2013-05-27,0.7899619,0.7906179,0.789358,0.7901624,0.7901577,0.7914333,0.79034156
2013-05-28,0.7908177,0.7908227,0.78996634,0.7907538,0.7895434,0.79112005,0.7904545
2013-05-29,0.7887884,0.7900455,0.79173684,0.7895868,0.7902039,0.78979987,0.79053926
2013-05-30,0.78993195,0.7905611,0.78952205,0.79113394,0.78997856,0.7908081,0.7905667
2013-05-31,0.7903454,0.78905165,0.79073864,0.7903798,0.7914566,0.7901104,0.78931636
2013-06-02,0.7901484,0.7914499,0.78982574,0.7909645,0.7904984,0.79099685,0.7896929
2013-06-03,0.7902821,0.7907912,0.79040784,0.79038554,0.7886487,0.78968054,0.7892835
2013-06-04,0.78962153,0.7896633,0.78975487,0.79057586,0.789647,0.78895384,0.7887394
2013-06-05,0.79155934,0.79041827,0.7895421,0.78936404,0.78921366,0.78739846,0.787357
2013-06-06,0.78997284,0.791143,0.790784,0.7882887,0.78795326,0.7872153,0.78684133
2013-06-07,0.7895758,0.7893784,0.788415,0.7872006,0.78735673,0.78583235,0.7852494
2013-06-09,0.7904956,0.7896759,0.78788644,0.78692675,0.786354,0.78561366,0.78413826
2013-06-10,0.78890663,0.78767014,0.7876482,0.78671604,0.78623897,0.78625035,0.7826783
2013-06-11,0.78830886,0.78686863,0.7862727,0.7844024,0.7847856,0.7826357,0.78131175
2013-06-12,0.78748804,0.7865476,0.7854437,0.7850184,0.78291905,0.782274,0.77884555
2013-06-13,0.78721553,0.78526866,0.7850483,0.7822513,0.7825099,0.7789116,0.7796906
2013-06-14,0.7855423,0.78464335,0.7838932,0.78166854,0.77918595,0.7783497,0.7771215
2013-06-16,0.78504395,0.7840116,0.78216994,0.77871376,0.77776855,0.77574664,0.7725752
2013-06-17,0.78420144,0.78194946,0.7795991,0.7784671,0.7778053,0.77319413,0.7639357
2013-06-18,0.7823815,0.77930546,0.7785217,0.7783568,0.7728321,0.76614314,0.7649088
2013-06-19,0.7789706,0.7782934,0.7762318,0.77294284,0.76752144,0.76308686,0.7615606
2013-06-20,0.77870166,0.77822435,0.77246577,0.76743406,0.76396173,0.7612579,0.7587084
2013-06-21,0.7773047,0.7724816,0.7670529,0.7644035,0.7626432,0.75967735,0.7534733
2013-06-23,0.77316135,0.7662542,0.76297265,0.76191735,0.7602829,0.7533282,0.7459505
2013-06-24,0.76589555,0.7635495,0.76301646,0.7583728,0.7528341,0.7444115,0.74479
2013-06-25,0.76273453,0.76118845,0.7605065,0.75264037,0.7455164,0.7443359,0.74336356
2013-06-26,0.7612964,0.7607192,0.752871,0.7465628,0.74558765,0.74378717,0.7414131
2013-06-27,0.7601335,0.7528259,0.74624133,0.7442341,0.7435877,0.741924,0.7381562
2013-06-28,0.7532786,0.74508184,0.74345815,0.7440492,0.74210626,0.7383113,0.73806655
2013-06-30,0.7449,0.74486715,0.74373126,0.7413942,0.73927695,0.7386067,0.73997766
2013-07-01,0.74427164,0.7442453,0.74229306,0.74051535,0.7392886,0.7391781,0.73838353
2013-07-02,0.74468523,0.740619,0.73853654,0.7410995,0.7377066,0.7373509,0.7412205
2013-07-03,0.74244833,0.73864967,0.7376772,0.7382421,0.739881,0.7382057,0.73746204
2013-07-04,0.7386424,0.7380628,0.7392234,0.73784006,0.73779917,0.73751724,0.73770815
2013-07-05,0.7374704,0.73809093,0.7379964,0.73814994,0.73805904,0.738108,0.7369891
2013-07-07,0.7376643,0.7378153,0.7379835,0.7385694,0.7375152,0.74050426,0.7369986
2013-07-08,0.739174,0.7382242,0.7379794,0.7362167,0.737331,0.7376405,0.73871183
2013-07-09,0.7369149,0.7380842,0.739781,0.738583,0.7382702,0.73758,0.7375946
2013-07-10,0.7373517,0.7394875,0.73743623,0.73847485,0.7376782,0.73781157,0.7370052
2013-07-11,0.73872375,0.73868185,0.7377401,0.7383985,0.73952454,0.7377634,0.73689955
2013-07-12,0.73851043,0.73780906,0.737642,0.7381965,0.7369741,0.74016213,0.7394156
2013-07-14,0.7378351,0.73823136,0.7368636,0.73602754,0.73766786,0.7377936,0.7383695
2013-07-15,0.7370794,0.7349844,0.73843676,0.7383177,0.7390475,0.73729205,0.7372702
2013-07-16,0.7372613,0.7374626,0.7383525,0.7387139,0.7378266,0.737387,0.73795444
2013-07-17,0.737756,0.73884994,0.7391373,0.737724,0.7372679,0.73778737,0.7378623
2013-07-18,0.7394813,0.73852193,0.7387432,0.73822874,0.7378465,0.7389482,0.7395802
2013-07-19,0.7382904,0.73781437,0.73728776,0.7377121,0.73893386,0.7404264,0.74099773
2013-07-21,0.7376143,0.73802346,0.7385312,0.73909324,0.7400498,0.7403409,0.7414617
2013-07-22,0.73827493,0.7378302,0.7382292,0.7407565,0.7402763,0.7404334,0.74179524
2013-07-23,0.7378886,0.7388585,0.73952985,0.7393913,0.7410902,0.74249405,0.74237335
2013-07-24,0.73867315,0.73985,0.7410098,0.7419656,0.7416459,0.74249375,0.74099255
2013-07-25,0.7397816,0.74051034,0.7401309,0.74110395,0.74283874,0.74137396,0.7419796
2013-07-26,0.7407119,0.74100244,0.7422707,0.7415735,0.7407615,0.7424351,0.7421016
2013-07-28,0.7371744,0.7416149,0.74021345,0.7411119,0.7430374,0.74121904,0.7423813
2013-07-29,0.7421712,0.7415965,0.7422125,0.74240774,0.7419512,0.7422602,0.74093544
2013-07-30,0.74063003,0.74291384,0.74148655,0.74134415,0.74185115,0.7411262,0.7411525
2013-07-31,0.74113446,0.7419995,0.7419309,0.7423373,0.7416099,0.7422003,0.74192345
2013-08-01,0.74178165,0.74282205,0.7418008,0.74128604,0.7415744,0.7422114,0.7412817
2013-08-02,0.7416427,0.74149233,0.74157554,0.7422625,0.74062675,0.7419626,0.74290687
2013-08-04,0.7421378,0.74086845,0.74181044,0.7412088,0.7413715,0.7420522,0.7415925
2013-08-05,0.742389,0.7419219,0.7416883,0.742205,0.74222064,0.7419391,0.74169874
2013-08-06,0.7423221,0.74283016,0.7420036,0.7411471,0.7419976,0.7420727,0.74292934
2013-08-07,0.7406465,0.74217385,0.74151504,0.7421728,0.74214906,0.74292797,0.74302566
2013-08-08,0.7416691,0.7419505,0.74192625,0.74186575,0.7425117,0.74015725,0.74172723
2013-08-09,0.7419557,0.74218106,0.74082565,0.7417116,0.74190646,0.7419169,0.7422775
2013-08-11,0.74307585,0.74318284,0.742074,0.74340683,0.7442836,0.7427629,0.7430051
2013-08-12,0.74258864,0.7419347,0.741867,0.7416289,0.74283636,0.7438224,0.74294204
2013-08-13,0.74269325,0.7418254,0.7423278,0.7443101,0.74177307,0.74259484,0.74377507
2013-08-14,0.74399257,0.7423165,0.7424684,0.743828,0.74140066,0.74281955,0.7448133
2013-08-15,0.74207455,0.7423968,0.74277,0.74435294,0.7447682,0.74352336,0.7425697
2013-08-16,0.7437139,0.7443042,0.7438444,0.7446491,0.74378306,0.74335116,0.74220234
2013-08-18,0.74172145,0.744133,0.74343795,0.7433295,0.7424927,0.74210083,0.7426711
2013-08-19,0.7442487,0.743882,0.7423338,0.7426679,0.74224293,0.7425088,0.74090403
2013-08-20,0.74354315,0.7433755,0.74261415,0.74257106,0.74110484,0.7410948,0.74466133
2013-08-21,0.74272263,0.7419954,0.7417091,0.7422286,0.7419444,0.7414118,0.7406482
2013-08-22,0.74238294,0.7422345,0.7422047,0.7405832,0.73961323,0.74076504,0.74050266
2013-08-23,0.7419661,0.7419341,0.74239576,0.74048126,0.74293834,0.74122417,0.7409945
2013-08-25,0.74234796,0.74112666,0.73893356,0.74042314,0.74154085,0.7405193,0.7411744
2013-08-26,0.7411539,0.7415667,0.7412067,0.74100274,0.7421392,0.7415273,0.74028224
2013-08-27,0.7420952,0.7421207,0.7409306,0.7416435,0.7406519,0.73926735,0.7389734
2013-08-28,0.74188256,0.7419376,0.7404913,0.7403992,0.7385248,0.7381582,0.7384752
2013-08-29,0.7410906,0.7411527,0.74144834,0.7398224,0.73786116,0.7384444,0.73605555
2013-08-30,0.7431186,0.741417,0.7387901,0.7387807,0.7377032,0.7362844,0.7350694
2013-09-01,0.74096525,0.73890764,0.73795664,0.73812556,0.7360042,0.73465616,0.7347761
2013-09-02,0.7394521,0.73891467,0.73798984,0.7348476,0.7354657,0.7338818,0.73562366
2013-09-03,0.7379635,0.73740685,0.73609424,0.7357862,0.7353078,0.7344418,0.7352203
2013-09-04,0.73787636,0.73571026,0.73562557,0.7359917,0.73455197,0.7362043,0.7346837
2013-09-05,0.73486525,0.73558795,0.7352393,0.7349629,0.7355712,0.737033,0.73549587
2013-09-06,0.73580897,0.7354971,0.73531485,0.7347332,0.7363405,0.73639727,0.7356261
2013-09-08,0.735308,0.73530626,0.7345554,0.7358117,0.7356019,0.73443717,0.734906
2013-09-09,0.735383,0.73517543,0.7354583,0.7360513,0.7349161,0.7335129,0.7352041
2013-09-10,0.7349174,0.7357505,0.73553514,0.7348886,0.7344671,0.734211,0.7385027
2013-09-11,0.7361332,0.73560685,0.7363488,0.73463917,0.7358309,0.7380769,0.7389136
2013-09-12,0.735464,0.735505,0.7358932,0.73588216,0.73801965,0.7401146,0.74135673
2013-09-13,0.7347723,0.7352855,0.73517406,0.7391083,0.73895156,0.73989606,0.740908
2013-09-15,0.73583776,0.7351385,0.737445,0.74035734,0.740674,0.7400877,0.74241036
2013-09-16,0.7353209,0.73855543,0.7383909,0.74140435,0.7425526,0.7425169,0.7431037
2013-09-17,0.7367476,0.7396243,0.7395638,0.7406748,0.74239403,0.7432312,0.7468726
2013-09-18,0.7387449,0.7406469,0.7407965,0.74394083,0.7432843,0.74750507,0.7471464
2013-09-19,0.7396684,0.74281657,0.7420316,0.7423914,0.746288,0.7496768,0.7487881
2013-09-20,0.7419838,0.7416544,0.7422637,0.74799764,0.74655575,0.74909115,0.7487236
2013-09-22,0.7427727,0.74318624,0.7475082,0.7480909,0.74933636,0.7497001,0.7500284
2013-09-23,0.74255246,0.74803764,0.7486443,0.7499635,0.7491706,0.74851185,0.7492096
2013-09-24,0.7481319,0.74882376,0.74850154,0.7500638,0.75014645,0.7489402,0.7496126
2013-09-25,0.74752325,0.7495649,0.7494284,0.7499044,0.7496391,0.74903625,0.7491552
2013-09-26,0.74917847,0.7503513,0.74847555,0.748699,0.74882644,0.7488842,0.74858344
2013-09-27,0.7484783,0.7501983,0.75039834,0.7484436,0.7493737,0.74866647,0.7490141
2013-09-29,0.7500762,0.7491091,0.74939835,0.74969965,0.7490153,0.7489443,0.7491873
2013-09-30,0.7487856,0.7491054,0.7490049,0.75066173,0.7487635,0.7492355,0.7512898
2013-10-01,0.74948055,0.74907565,0.7474951,0.7503008,0.749287,0.7499667,0.749547
2013-10-02,0.7489871,0.74903405,0.7522413,0.74888974,0.7500128,0.74931395,0.74887717
2013-10-03,0.7489657,0.749001,0.74939,0.7496992,0.7500014,0.74960005,0.7493262
2013-10-04,0.7488618,0.748993,0.74965155,0.7504065,0.75112206,0.7500894,0.7507322
2013-10-06,0.74857223,0.74903554,0.7488658,0.747892,0.7499892,0.74956954,0.75145674
2013-10-07,0.7492211,0.7492837,0.75034654,0.75006276,0.7495523,0.7516447,0.75092167
2013-10-08,0.7504162,0.7515947,0.7502991,0.74968725,0.75273335,0.75116086,0.75139034
2013-10-09,0.7497513,0.7516152,0.75209665,0.75071657,0.7519083,0.751575,0.7528608
2013-10-10,0.75135684,0.7503278,0.74909896,0.7517709,0.75145644,0.75223815,0.75314885
2013-10-11,0.7501009,0.75056094,0.7518762,0.7517911,0.752332,0.75367874,0.7522646
2013-10-13,0.75150204,0.75113636,0.75122243,0.7521893,0.7527544,0.75304383,0.7538124
2013-10-14,0.75045323,0.7521459,0.75287694,0.7533423,0.75439537,0.75464535,0.7543597
2013-10-15,0.75114036,0.75338876,0.75341773,0.75307244,0.752968,0.7540017,0.7549983
2013-10-16,0.75223297,0.75300956,0.7528852,0.75502425,0.75408894,0.7551887,0.75657886
2013-10-17,0.7532582,0.7531486,0.7545398,0.7541981,0.75495726,0.7559383,0.75626004
2013-10-18,0.7552777,0.75431913,0.75442326,0.7545573,0.7569612,0.7570808,0.7575319
2013-10-20,0.7535895,0.7540156,0.7551459,0.7564508,0.7571542,0.7565611,0.7562701
