,NZDCHF,NZDCHF,NZDCHF,NZDCHF,NZDCHF,NZDCHF,NZDCHF
2011-12-13,0.7065779,0.7058692,0.7047856,0.706276,0.70749706,0.7077435,0.70904315
2011-12-14,0.7057269,0.7054546,0.70738894,0.70814043,0.708122,0.70865536,0.7098313
2011-12-15,0.7069487,0.7068414,0.707991,0.70845795,0.70941764,0.7091106,0.7097949
2011-12-16,0.70547295,0.7072264,0.7095885,0.7090884,0.70854324,0.71057165,0.7088656
2011-12-18,0.7069714,0.70860404,0.7104176,0.70745796,0.71224177,0.70797026,0.7090579
2011-12-19,0.7083304,0.70529187,0.7074816,0.7116716,0.71126086,0.7110264,0.7107723
2011-12-20,0.70888025,0.7104331,0.71112907,0.7115346,0.7114429,0.7088218,0.71188515
2011-12-21,0.7101221,0.7061408,0.70829755,0.71202344,0.71177864,0.7119395,0.7127427
2011-12-22,0.70833325,0.70915926,0.71163726,0.7104304,0.709246,0.7106762,0.7132995
2011-12-23,0.70761704,0.7094602,0.70987064,0.7105686,0.71205616,0.7147309,0.7115019
2011-12-27,0.709258,0.71185005,0.7117252,0.70936894,0.71085477,0.71219456,0.7148988
2011-12-28,0.71234024,0.7121841,0.71126676,0.7138699,0.7150353,0.71322757,0.7153764
2011-12-29,0.7080356,0.71245015,0.71444374,0.7145459,0.7128891,0.71459436,0.7139095
2011-12-30,0.7101853,0.7132431,0.71069914,0.71383905,0.7138264,0.71623623,0.7126555
2012-01-02,0.7117194,0.7090791,0.7132179,0.71335876,0.71310955,0.71420586,0.7147081
2012-01-03,0.70885956,0.7124394,0.7114767,0.7146374,0.71578515,0.71427,0.7158705
2012-01-04,0.7130854,0.7111229,0.71459556,0.71445066,0.7154428,0.7154247,0.71716124
2012-01-05,0.7129025,0.71534383,0.7162783,0.7160648,0.71667147,0.7170894,0.7186134
2012-01-06,0.71519786,0.71360886,0.7158294,0.7164041,0.71778625,0.71948886,0.7197027
2012-01-08,0.7132871,0.71358097,0.71292204,0.7158413,0.7163863,0.7176117,0.71784395
2012-01-09,0.71284986,0.715516,0.7175847,0.7177417,0.71821034,0.7175651,0.72068393
2012-01-10,0.7188751,0.7194563,0.7196898,0.7193872,0.7198223,0.72246283,0.72151005
2012-01-11,0.71637505,0.71865666,0.7196125,0.7194721,0.7203264,0.72120965,0.7223577
2012-01-12,0.7172842,0.71736646,0.7186395,0.7192631,0.7221041,0.72401744,0.7240739
2012-01-13,0.71814215,0.71878475,0.7203599,0.72056377,0.72245663,0.7222898,0.723061
2012-01-15,0.720378,0.7211612,0.7203784,0.72269,0.7225705,0.7235123,0.72539854
2012-01-16,0.71999997,0.7219596,0.7233245,0.72315204,0.7257469,0.7237706,0.725983
2012-01-17,0.72143924,0.7219335,0.7225739,0.7248855,0.7250538,0.72694117,0.7285303
2012-01-18,0.72271085,0.7239408,0.7228552,0.72488046,0.72507906,0.72811663,0.73216546
2012-01-19,0.7244729,0.7237239,0.72465825,0.7263115,0.7269739,0.73240966,0.7358932
2012-01-20,0.7250469,0.72553927,0.72616947,0.72983843,0.7324543,0.7377725,0.7403044
2012-01-22,0.7257134,0.7257672,0.7282352,0.73328793,0.73634166,0.7388078,0.74330854
2012-01-23,0.7237991,0.72842187,0.73280364,0.7360377,0.74089634,0.74198675,0.7441439
2012-01-24,0.72741115,0.7333205,0.7377387,0.73978776,0.7433187,0.74603856,0.74725604
2012-01-25,0.73213816,0.734442,0.7389479,0.7422414,0.7422306,0.7451631,0.7463617
2012-01-26,0.7360266,0.74145263,0.7435812,0.74595857,0.7464951,0.74863344,0.7491641
2012-01-27,0.73982275,0.7403419,0.7449019,0.74612796,0.7449684,0.7506919,0.75072783
2012-01-29,0.7425997,0.74476564,0.7465639,0.7480829,0.7491255,0.7514608,0.74941033
2012-01-30,0.74367976,0.74680305,0.74578434,0.7495482,0.7492644,0.7499716,0.75323427
2012-01-31,0.74648154,0.7470966,0.750921,0.75053173,0.7479352,0.746202,0.7485368
2012-02-01,0.74890006,0.7509742,0.751509,0.7488295,0.75055367,0.7522452,0.7512516
2012-02-02,0.7525401,0.74723125,0.74889135,0.7493888,0.74956787,0.7512754,0.75102216
2012-02-03,0.74890435,0.7511062,0.74977016,0.75305754,0.7521697,0.7520511,0.7508385
2012-02-05,0.7505803,0.7505697,0.7512044,0.7509269,0.7531938,0.75122505,0.7514168
2012-02-06,0.7522434,0.7528126,0.7524275,0.7512857,0.75223094,0.75435114,0.7543157
2012-02-07,0.75351626,0.75145936,0.75341904,0.7533527,0.75343144,0.75484055,0.7553415
2012-02-08,0.75019145,0.75166595,0.7530128,0.7524359,0.7539598,0.75417,0.7542587
2012-02-09,0.7529177,0.7525516,0.75284076,0.7525289,0.7536204,0.7544805,0.7561529
2012-02-10,0.75536746,0.7550994,0.75593454,0.75522745,0.7552024,0.7575524,0.7563076
2012-02-12,0.75194436,0.75351006,0.7535394,0.75564283,0.75596386,0.7554374,0.7569982
2012-02-13,0.7532853,0.7530696,0.75341296,0.753376,0.7566797,0.7549036,0.75966823
2012-02-14,0.75155973,0.75441164,0.7542356,0.7572668,0.75567,0.75732565,0.7558199
2012-02-15,0.7549371,0.75725746,0.7550155,0.7569364,0.75539494,0.75755906,0.75974095
2012-02-16,0.7556752,0.7549295,0.75784564,0.7577886,0.75837296,0.75758743,0.7593583
2012-02-17,0.7570257,0.7588637,0.75758415,0.760401,0.7589189,0.7592663,0.7607832
2012-02-19,0.75620836,0.7565122,0.75756586,0.75856555,0.75811255,0.75687885,0.75837845
2012-02-20,0.75484264,0.7563569,0.75869143,0.75891864,0.7573426,0.75864565,0.75860107
2012-02-21,0.75773627,0.75703,0.7571818,0.757336,0.75977075,0.7572192,0.7578644
2012-02-22,0.7572086,0.7589726,0.75929093,0.7605394,0.7593176,0.7579988,0.76045966
2012-02-23,0.758453,0.75866336,0.7593152,0.76007545,0.75884026,0.7578456,0.7589799
2012-02-24,0.75835705,0.757265,0.75812554,0.75817996,0.7585386,0.7585687,0.7586331
2012-02-26,0.7581457,0.7561794,0.75720555,0.7585261,0.7581034,0.7574323,0.7587005
2012-02-27,0.7573891,0.75852007,0.7595068,0.7591147,0.75902116,0.7582582,0.7589628
2012-02-28,0.7561519,0.75838447,0.7580639,0.7576495,0.7563449,0.75655514,0.7563317
2012-02-29,0.75978106,0.75857615,0.7578156,0.7577517,0.7585422,0.7588967,0.7585308
2012-03-01,0.7579882,0.7573937,0.7582732,0.7580035,0.75971437,0.7595135,0.758313
2012-03-02,0.75906426,0.75726914,0.7584446,0.7578021,0.7581004,0.757953,0.7592354
2012-03-04,0.7567164,0.7580687,0.75949734,0.75761414,0.7597772,0.758657,0.75724256
2012-03-05,0.7583369,0.7577728,0.76026547,0.75958127,0.7585319,0.757473,0.75987184
2012-03-06,0.75661176,0.75738674,0.7586305,0.75744295,0.7586495,0.758645,0.75872684
2012-03-07,0.7579269,0.7581467,0.75648123,0.75673634,0.757686,0.7597592,0.75990057
2012-03-08,0.75707793,0.7590258,0.75673527,0.7574389,0.75826627,0.75740325,0.7589014
2012-03-09,0.75928015,0.7572502,0.7581878,0.75883377,0.7572027,0.7561529,0.7586994
2012-03-11,0.75893074,0.7570545,0.75923216,0.7574008,0.75970113,0.75775653,0.75702894
2012-03-12,0.7596847,0.75659966,0.7576652,0.7582602,0.75808585,0.7576948,0.7586318
2012-03-13,0.7584714,0.758955,0.75715125,0.75873816,0.75720084,0.7551021,0.7568804
2012-03-14,0.75767225,0.7576418,0.7578517,0.75587827,0.75652504,0.7561213,0.7552938
2012-03-15,0.7572703,0.7575739,0.7572757,0.7566857,0.7569563,0.7581377,0.7574402
2012-03-16,0.75808436,0.75672394,0.7565415,0.7565586,0.7554649,0.7573811,0.7568401
2012-03-18,0.75722027,0.7576315,0.75786066,0.7572409,0.7556739,0.7571793,0.7545622
2012-03-19,0.7565058,0.7585443,0.755906,0.7555677,0.75535804,0.75578904,0.75405425
2012-03-20,0.75730664,0.7562926,0.75662655,0.7542646,0.7530776,0.75435126,0.7552313
2012-03-21,0.75634784,0.7570279,0.7553934,0.7552632,0.75432396,0.7542105,0.7543985
2012-03-22,0.75661325,0.755707,0.7553528,0.75361294,0.75446165,0.75431836,0.7529608
2012-03-23,0.7543363,0.7559281,0.7557837,0.75436294,0.754042,0.7539557,0.7533554
2012-03-25,0.75600564,0.7559284,0.7542031,0.7549582,0.7547072,0.753707,0.75333685
2012-03-26,0.75343007,0.75462246,0.7541216,0.75426567,0.7536907,0.75466794,0.75343084
2012-03-27,0.7540873,0.7542732,0.753401,0.7533432,0.75183827,0.7508418,0.7514696
2012-03-28,0.75469136,0.7545413,0.75298274,0.75254405,0.7521417,0.7524066,0.75104505
2012-03-29,0.7534487,0.7530251,0.7524081,0.7523925,0.75252366,0.75156367,0.7501795
2012-03-30,0.7539109,0.75380695,0.75306225,0.7515497,0.7510902,0.7519718,0.75121784
2012-04-01,0.75279516,0.75293076,0.7514806,0.7507992,0.75117207,0.74933356,0.75005746
2012-04-02,0.7531259,0.7508528,0.75209075,0.7506002,0.7492887,0.75072,0.7501973
2012-04-03,0.7511267,0.75081295,0.75002617,0.74993545,0.749614,0.7490737,0.7492342
2012-04-04,0.74958503,0.7498497,0.7494597,0.7500252,0.7507396,0.75015914,0.74884176
2012-04-05,0.7505504,0.74918276,0.7485554,0.748134,0.7492168,0.7490315,0.7500824
2012-04-08,0.7495067,0.75060475,0.75000966,0.7495183,0.7482277,0.7510122,0.7495611
2012-04-09,0.74934816,0.7498462,0.74888825,0.74761534,0.74948514,0.74813455,0.75060374
2012-04-10,0.7499795,0.75051737,0.74831223,0.7499851,0.7522913,0.74933255,0.7501254
2012-04-11,0.74938625,0.7495229,0.7507675,0.7486228,0.749683,0.74808496,0.7478647
2012-04-12,0.7492485,0.7509229,0.749195,0.74866647,0.74998915,0.74914867,0.75042135
2012-04-13,0.74822676,0.74904954,0.7494924,0.75006884,0.75104374,0.7501428,0.7484306
2012-04-15,0.7501653,0.7493882,0.74733114,0.74755275,0.74917364,0.7494195,0.74687344
2012-04-16,0.7504997,0.7527318,0.7519356,0.74999857,0.752387,0.74873924,0.7486582
2012-04-17,0.7515332,0.75088686,0.74865544,0.7497682,0.7488585,0.74838835,0.7498604
2012-04-18,0.7505864,0.75006557,0.750324,0.75055385,0.7481874,0.7470866,0.74814117
2012-04-19,0.7479305,0.7481194,0.74831164,0.7490815,0.7468438,0.74582666,0.74531287
2012-04-20,0.75066316,0.749055,0.74789184,0.7477597,0.74969053,0.7466066,0.745238
2012-04-22,0.75037587,0.7482091,0.7503803,0.74735117,0.7466263,0.7452535,0.74485505
2012-04-23,0.74980617,0.74908113,0.7495709,0.74738216,0.74567175,0.74639755,0.74376285
2012-04-24,0.74997234,0.7473631,0.74757016,0.74589,0.7454924,0.7435179,0.7441647
2012-04-25,0.74789274,0.74636674,0.74472976,0.7458922,0.7465177,0.74448925,0.74354327
2012-04-26,0.74541634,0.74539626,0.7451205,0.74349326,0.7431718,0.744822,0.74383074
2012-04-27,0.7464163,0.74364066,0.74268895,0.7431109,0.7443739,0.74137086,0.7405714
2012-04-29,0.745734,0.7444169,0.74540055,0.74344045,0.74249905,0.7428235,0.74281627
2012-04-30,0.7435559,0.7445532,0.74476117,0.7455263,0.74431324,0.74063325,0.74136466
2012-05-01,0.74358714,0.7444007,0.7417535,0.74142474,0.74311537,0.74187726,0.74074465
2012-05-02,0.7429826,0.7436496,0.74198216,0.744556,0.7426462,0.74265414,0.7431366
2012-05-03,0.7435999,0.7419072,0.7434907,0.7423957,0.7422013,0.7434744,0.74352026
2012-05-04,0.7414578,0.74346834,0.7425614,0.743544,0.7410618,0.74301,0.74298203
2012-05-06,0.743068,0.7401877,0.7399162,0.74069166,0.7429952,0.7413147,0.7422434
2012-05-07,0.74351424,0.74104774,0.74406946,0.74275416,0.74161756,0.74252576,0.7426614
2012-05-08,0.7424576,0.7420814,0.742921,0.7422078,0.7422738,0.7425006,0.7421304
2012-05-09,0.7429481,0.7424193,0.7433412,0.7423605,0.7422933,0.7423451,0.74273634
2012-05-10,0.7429747,0.74228466,0.7427623,0.7427791,0.7401386,0.74234134,0.7421545
2012-05-11,0.74315566,0.74232364,0.7420582,0.7420746,0.74209654,0.7425821,0.7424415
2012-05-13,0.742992,0.74294704,0.7433489,0.7422098,0.74276394,0.74335253,0.74184483
2012-05-14,0.74205244,0.7421782,0.741838,0.74237186,0.74239165,0.74165714,0.74043417
2012-05-15,0.74346286,0.743171,0.7433019,0.7429516,0.7423812,0.74049866,0.74122125
2012-05-16,0.74212474,0.74275094,0.74232084,0.7426203,0.7398124,0.74082243,0.74074954
2012-05-17,0.742014,0.7426389,0.7420447,0.7403349,0.73984087,0.7391104,0.7390682
2012-05-18,0.74182785,0.74122536,0.7418817,0.74017316,0.74072695,0.7395677,0.73881966
2012-05-20,0.7424829,0.741662,0.74124753,0.7409984,0.7396252,0.73976606,0.73207647
2012-05-21,0.7411206,0.739578,0.7400286,0.73867965,0.7386565,0.73203766,0.7327284
2012-05-22,0.73976713,0.7395911,0.7401193,0.73881197,0.7321843,0.73249424,0.73170775
2012-05-23,0.7398778,0.7389007,0.7388966,0.7320987,0.7335557,0.73169464,0.72959423
2012-05-24,0.7400539,0.7388817,0.732746,0.7335778,0.73240066,0.7298078,0.73017395
2012-05-25,0.73856735,0.734739,0.73301417,0.73183024,0.7293721,0.730444,0.73079264
2012-05-27,0.73520195,0.73105067,0.7323123,0.729935,0.72970754,0.7292794,0.7301767
2012-05-28,0.732131,0.73109233,0.73007095,0.7298362,0.73018306,0.7290966,0.72925806
2012-05-29,0.73215806,0.72956395,0.7301762,0.73020744,0.7290581,0.7294627,0.7288052
2012-05-30,0.72978735,0.7295857,0.72951937,0.73027664,0.72943264,0.7289415,0.7295087
2012-05-31,0.73010075,0.7300179,0.7296405,0.7306648,0.72940975,0.7288233,0.7290091
2012-06-01,0.7295589,0.7307895,0.73002064,0.72902316,0.7288314,0.72897804,0.7294626
2012-06-03,0.72791094,0.728935,0.72765064,0.72829336,0.7290789,0.7272109,0.72675616
2012-06-04,0.72936547,0.728744,0.72962177,0.72951204,0.7289374,0.72810936,0.7290306
2012-06-05,0.72870535,0.72869974,0.728501,0.72766733,0.7297596,0.7278091,0.7297313
2012-06-06,0.7303252,0.72737545,0.7292749,0.7295835,0.7289692,0.7285391,0.7284558
2012-06-07,0.7288435,0.7280282,0.72812563,0.7284723,0.7286779,0.72928625,0.7282485
2012-06-08,0.729444,0.7279265,0.7288836,0.7286522,0.73030746,0.72831786,0.7285811
2012-06-10,0.7286629,0.72880566,0.7304887,0.73002714,0.7291059,0.73000705,0.7290122
2012-06-11,0.73051125,0.7296062,0.7298232,0.7286633,0.72875404,0.7273527,0.72735953
2012-06-12,0.72884285,0.72832745,0.7289257,0.72930145,0.7284149,0.7285769,0.72825414
2012-06-13,0.7289141,0.72870386,0.72888935,0.7276519,0.7292431,0.7284389,0.7283753
2012-06-14,0.72781885,0.72815096,0.72880644,0.7286284,0.72873807,0.72829664,0.72933245
2012-06-15,0.72855705,0.7282711,0.7280721,0.72875804,0.72919095,0.72792935,0.7284003
2012-06-17,0.7306078,0.7294088,0.7294243,0.7297806,0.7288753,0.72920686,0.7305432
2012-06-18,0.7278589,0.7278155,0.7275387,0.7300488,0.72851795,0.7283271,0.72958213
2012-06-19,0.7293294,0.7295526,0.7293109,0.7294402,0.7293348,0.73043424,0.7303498
2012-06-20,0.72919005,0.72827685,0.7288191,0.73009735,0.7286226,0.7302793,0.73199826
2012-06-21,0.7291253,0.729091,0.72926056,0.72984654,0.7295397,0.73057383,0.73085403
2012-06-22,0.7286929,0.72935355,0.7293066,0.73055106,0.73120016,0.732982,0.7336466
2012-06-24,0.7292419,0.7296012,0.73158133,0.72961015,0.73108345,0.7341591,0.7349962
2012-06-25,0.7299228,0.7306314,0.7309907,0.7308415,0.7342724,0.7357217,0.7360313
2012-06-26,0.730499,0.7303922,0.73240936,0.735718,0.735101,0.73693097,0.73836744
2012-06-27,0.73302823,0.730959,0.73309547,0.736853,0.7371721,0.7382971,0.74074745
2012-06-28,0.73103285,0.7341008,0.7349686,0.73616654,0.73720527,0.7405691,0.7423253
2012-06-29,0.73379666,0.7365847,0.73666006,0.7372458,0.73978966,0.74285704,0.7418732
2012-07-01,0.73530924,0.73604774,0.7382163,0.74043655,0.74314713,0.74361825,0.7448737
2012-07-02,0.73611486,0.7390749,0.7401113,0.7438197,0.74424005,0.74479526,0.7480608
2012-07-03,0.73856205,0.74147856,0.7434648,0.7431878,0.742888,0.7481161,0.748369
2012-07-04,0.7393592,0.74387664,0.74397326,0.7441549,0.7475135,0.74887574,0.7495578
2012-07-05,0.7436711,0.7432883,0.7442132,0.7478313,0.747558,0.75393033,0.75344014
2012-07-06,0.7436192,0.74464905,0.747041,0.7485645,0.75389135,0.75454885,0.7544556
2012-07-08,0.74464375,0.74838597,0.7478945,0.753022,0.75470924,0.7544769,0.7545004
2012-07-09,0.7478577,0.7474977,0.7533625,0.75219434,0.75376946,0.7502825,0.7530279
2012-07-10,0.74935305,0.7522158,0.75151515,0.75298417,0.75395113,0.75377035,0.7557364
2012-07-11,0.7533258,0.7538353,0.7572277,0.7543623,0.7550143,0.7553624,0.755645
2012-07-12,0.75358987,0.7548653,0.7544715,0.7533019,0.75393057,0.75546515,0.75786316
2012-07-13,0.7536996,0.75205255,0.7555475,0.75597686,0.75804174,0.7607489,0.75526285
2012-07-15,0.7520543,0.75553674,0.7550843,0.7579292,0.7593819,0.7603881,0.75931966
2012-07-16,0.7533603,0.75557196,0.75904274,0.758234,0.7599243,0.7588355,0.7601211
2012-07-17,0.75446975,0.75722253,0.75823724,0.76057106,0.76142395,0.7619606,0.761719
2012-07-18,0.7559679,0.7574142,0.7614304,0.7611514,0.75916463,0.76325434,0.76525587
2012-07-19,0.75591147,0.76067656,0.7604406,0.7614832,0.76683736,0.76482284,0.7681797
2012-07-20,0.75902337,0.75971246,0.76182103,0.76423055,0.7643192,0.76729107,0.76980406
2012-07-22,0.7624634,0.76414347,0.7608028,0.76380944,0.7671411,0.77113944,0.77624357
2012-07-23,0.7630307,0.76318955,0.76660293,0.76642084,0.76867634,0.7756964,0.7765317
2012-07-24,0.76214665,0.7655217,0.7658074,0.76818097,0.77616423,0.7768014,0.7786792
2012-07-25,0.7649118,0.766745,0.76944077,0.7752731,0.776703,0.7773351,0.7783258
2012-07-26,0.766611,0.7695008,0.7762845,0.77512026,0.77644074,0.77744246,0.778903
2012-07-27,0.76874435,0.77384675,0.7742295,0.7766689,0.77722836,0.77811,0.7752606
2012-07-29,0.7738233,0.77584624,0.77723825,0.7779219,0.77778745,0.7796195,0.78007895
2012-07-30,0.775494,0.77624685,0.7785499,0.7781106,0.7767627,0.7791934,0.78041714
2012-07-31,0.77681434,0.7782944,0.7780505,0.779695,0.77924526,0.77820146,0.78186214
2012-08-01,0.77880687,0.7810487,0.7766556,0.77960604,0.7792857,0.7793939,0.7815436
2012-08-02,0.77960384,0.77967674,0.7808219,0.78121495,0.77920514,0.7790868,0.78049314
2012-08-03,0.7775787,0.77871335,0.77982277,0.7811977,0.779578,0.78222626,0.7814801
2012-08-05,0.77987146,0.77924484,0.77875787,0.7789902,0.78098637,0.78099936,0.78133774
2012-08-06,0.7802128,0.7798478,0.7802074,0.7809786,0.7820339,0.78259516,0.78193223
2012-08-07,0.7809912,0.7808062,0.78135324,0.7811042,0.78217936,0.782661,0.78342503
2012-08-08,0.77943814,0.78154135,0.7806413,0.78347653,0.7814757,0.78340226,0.78340393
2012-08-09,0.7807765,0.78123975,0.7818976,0.782577,0.78247565,0.7840581,0.7852078
2012-08-10,0.7805293,0.7820214,0.78234065,0.7814213,0.7831921,0.7849573,0.78679764
2012-08-12,0.782022,0.7820613,0.7827919,0.78287995,0.78503656,0.7853754,0.78480923
2012-08-13,0.7832475,0.78156954,0.78227884,0.78420913,0.784698,0.78524894,0.78570753
2012-08-14,0.7828042,0.7833491,0.7840814,0.7852688,0.78562367,0.78732544,0.7868966
2012-08-15,0.7852677,0.78555644,0.7856023,0.7858981,0.7874967,0.7872396,0.7871284
2012-08-16,0.78490937,0.7852035,0.78538644,0.78709644,0.78541255,0.7845365,0.7875054
2012-08-17,0.7853547,0.78728956,0.78651965,0.7869651,0.78584194,0.78790426,0.7866924
2012-08-19,0.78751475,0.7869776,0.7865449,0.7878008,0.7881438,0.7860582,0.7869546
2012-08-20,0.7866709,0.7864013,0.7874222,0.78689134,0.78632504,0.78707284,0.7877126
2012-08-21,0.78885967,0.7868818,0.7885465,0.7873755,0.7876551,0.7870169,0.78718805
2012-08-22,0.78570205,0.7875407,0.7874639,0.7854657,0.78549033,0.78542507,0.7883438
2012-08-23,0.7859191,0.78755087,0.78777486,0.7871657,0.7879436,0.7887912,0.78822064
2012-08-24,0.78729546,0.7859099,0.7878488,0.7869057,0.7861822,0.78680927,0.78809774
2012-08-26,0.78794074,0.7885156,0.7870743,0.78696275,0.78723174,0.78682137,0.78795433
2012-08-27,0.7865529,0.787795,0.7859102,0.78817,0.78521174,0.78544635,0.78680956
2012-08-28,0.78532165,0.78603727,0.785369,0.78477496,0.7858463,0.78698266,0.7869123
2012-08-29,0.7866,0.7892214,0.7866159,0.7870042,0.7879773,0.7857204,0.78714055
2012-08-30,0.7870143,0.7855526,0.7878284,0.78657544,0.78691214,0.78654677,0.7860654
2012-08-31,0.7866953,0.7869735,0.7864914,0.78639036,0.7861335,0.7875459,0.7866333
2012-09-02,0.786636,0.785533,0.78591955,0.78389615,0.7867967,0.7852408,0.7864027
2012-09-03,0.78508365,0.786374,0.78431505,0.78477883,0.786015,0.7865598,0.7843038
2012-09-04,0.78666484,0.78565407,0.7861136,0.7860085,0.78627115,0.78643477,0.7855803
2012-09-05,0.78502214,0.78616637,0.785639,0.78576744,0.7853769,0.7862708,0.78507906
2012-09-06,0.7854647,0.7855866,0.7861937,0.7864198,0.7859908,0.78625214,0.7829388
2012-09-07,0.7852614,0.7860313,0.78440464,0.78612614,0.78441983,0.78278506,0.77906406
2012-09-09,0.7862293,0.78599066,0.78508824,0.78474337,0.7827896,0.77994823,0.77868694
2012-09-10,0.7858191,0.78642,0.7854655,0.78213596,0.78044844,0.7787051,0.7775774
2012-09-11,0.7865465,0.78548664,0.78388476,0.780088,0.7801752,0.7788473,0.77720666
2012-09-12,0.78587776,0.7827698,0.77991396,0.77875364,0.77732074,0.77681834,0.77539265
2012-09-13,0.78212637,0.7803207,0.7783135,0.77695316,0.7782047,0.7765685,0.77354395
2012-09-14,0.77994394,0.77873313,0.77766633,0.7772768,0.775574,0.77376884,0.7730538
2012-09-16,0.7792626,0.7764911,0.77652335,0.7757715,0.77409947,0.7726889,0.7711514
2012-09-17,0.7784568,0.7777741,0.77621335,0.7745036,0.77298194,0.7715653,0.77088034
2012-09-18,0.7777621,0.77596235,0.77540636,0.77288526,0.77284324,0.77066845,0.77112573
2012-09-19,0.7766061,0.77530146,0.77240515,0.7706796,0.77305555,0.770916,0.7712018
2012-09-20,0.77462274,0.7734439,0.7712308,0.7712312,0.77074474,0.77087694,0.76901895
2012-09-21,0.77321094,0.7709782,0.7735777,0.7707874,0.7713965,0.77032715,0.7704735
2012-09-23,0.773488,0.77126306,0.7696727,0.77029777,0.7692245,0.7713294,0.7697778
2012-09-24,0.7725377,0.7710627,0.7703569,0.77005744,0.76992303,0.76990694,0.77012765
2012-09-25,0.7694725,0.7699288,0.77137214,0.770675,0.7691729,0.7709787,0.76926994
2012-09-26,0.7703377,0.7665473,0.7708783,0.76895267,0.7702582,0.7705123,0.7692034
2012-09-27,0.7669959,0.76854336,0.7722678,0.7683469,0.7701654,0.76974624,0.7740379
2012-09-28,0.7701142,0.7704145,0.77381414,0.76911044,0.7700602,0.7698938,0.7702617
2012-09-30,0.77232885,0.76976776,0.77029616,0.7694625,0.7702427,0.7689877,0.76826936
2012-10-01,0.77066976,0.7722177,0.76893455,0.77003735,0.7691616,0.7700066,0.7684227
2012-10-02,0.77026176,0.7691213,0.77044606,0.7679595,0.7688361,0.7682308,0.768361
2012-10-03,0.7695908,0.7715426,0.77070737,0.76890457,0.7687913,0.76797336,0.76817024
2012-10-04,0.77135426,0.7704855,0.7690895,0.76907563,0.76773995,0.76772225,0.7675166
2012-10-05,0.77060044,0.76873165,0.7680117,0.76811767,0.76696837,0.76753014,0.7659316
2012-10-07,0.76819944,0.7678943,0.76801336,0.7670894,0.7669965,0.76740664,0.7677401
2012-10-08,0.76853114,0.767895,0.76746297,0.76744425,0.7674368,0.76849234,0.76725566
2012-10-09,0.76915884,0.76849425,0.76578116,0.7662336,0.7680033,0.7667956,0.76710874
2012-10-10,0.767969,0.76917773,0.76730514,0.7672692,0.76821357,0.7671091,0.7679798
2012-10-11,0.76831037,0.76874465,0.76749396,0.7689964,0.7685421,0.7678066,0.76839316
2012-10-12,0.7671701,0.76727617,0.76805896,0.767279,0.7670735,0.7672317,0.7673571
2012-10-14,0.76688606,0.7678284,0.7676737,0.7677188,0.767188,0.76765263,0.76778984
2012-10-15,0.76755244,0.76643443,0.76714027,0.76671493,0.7668952,0.76823425,0.76694834
2012-10-16,0.7675258,0.76751065,0.7667195,0.7665933,0.7676044,0.7670882,0.76825964
2012-10-17,0.7675591,0.76754487,0.7677282,0.76670974,0.7677707,0.76756465,0.7677665
2012-10-18,0.76783115,0.76774615,0.767585,0.76753324,0.768127,0.7679871,0.7666984
2012-10-19,0.7667261,0.76654524,0.7669,0.76719433,0.76770896,0.76687336,0.7669802
2012-10-21,0.7677201,0.7676249,0.76796633,0.7671749,0.7689826,0.76612437,0.7667531
2012-10-22,0.7678354,0.7665916,0.7661192,0.76782846,0.76727283,0.76691765,0.7657417
2012-10-23,0.76687235,0.76763356,0.767483,0.76654744,0.76712126,0.76702034,0.76703984
2012-10-24,0.76743495,0.7681283,0.7671422,0.7663488,0.76558685,0.76699257,0.7685119
2012-10-25,0.76720726,0.76797646,0.7669085,0.76680267,0.76718414,0.7671259,0.7670082
2012-10-26,0.76672477,0.76722264,0.76692945,0.7676779,0.7673441,0.7672548,0.7665311
2012-10-28,0.76725376,0.76797247,0.7665456,0.7680884,0.76730233,0.76698107,0.76728773
2012-10-29,0.76651,0.7686009,0.76662356,0.76727384,0.7661117,0.7672401,0.7662182
2012-10-30,0.7674807,0.76576364,0.7670491,0.7673289,0.765905,0.76818216,0.7660968
2012-10-31,0.76596797,0.76617664,0.7666429,0.7670874,0.76681703,0.766791,0.7661809
2012-11-01,0.7674816,0.7664262,0.7681038,0.7653478,0.76607656,0.7662692,0.7668101
2012-11-02,0.76685655,0.76627815,0.76685214,0.7652936,0.76746285,0.7665221,0.76481384
2012-11-04,0.7668809,0.7672441,0.7670623,0.76571506,0.76639944,0.7666231,0.76799995
2012-11-05,0.76604545,0.76656854,0.76853013,0.7654653,0.7668955,0.7661435,0.76774234
2012-11-06,0.76652414,0.7648813,0.7667746,0.7657606,0.7662397,0.7671224,0.76490146
2012-11-07,0.76702607,0.7671437,0.7661885,0.7672351,0.7680422,0.76800174,0.7676185
2012-11-08,0.7666358,0.7674675,0.76638955,0.7661803,0.76617384,0.7661411,0.76631296
2012-11-09,0.7663154,0.76675165,0.76798046,0.7655772,0.7664795,0.7669333,0.7675905
2012-11-11,0.7655754,0.7671535,0.7664412,0.7664422,0.76657104,0.7670834,0.76635736
2012-11-12,0.7652601,0.76549727,0.76565677,0.76696,0.7670451,0.7663301,0.76723737
2012-11-13,0.76748073,0.76594627,0.7641559,0.7683374,0.7663147,0.7655002,0.767751
2012-11-14,0.7652305,0.7663653,0.7670652,0.76607364,0.76615864,0.76559556,0.7684125
2012-11-15,0.76668715,0.76832604,0.7673268,0.7672188,0.76683074,0.76581675,0.76840854
