,USDCAD,USDCAD,USDCAD,USDCAD,USDCAD,USDCAD,USDCAD
2011-12-13,1.0175445,1.0188957,1.0188998,1.0185902,1.0208058,1.0211849,1.0210292
2011-12-14,1.0192792,1.0195966,1.0187405,1.0221894,1.0217917,1.0231051,1.0237083
2011-12-15,1.0199491,1.0202061,1.0225022,1.0225109,1.0241147,1.0241213,1.0251347
2011-12-16,1.0201961,1.0209142,1.0218794,1.023584,1.0249189,1.0248169,1.0260335
2011-12-18,1.0224967,1.0222142,1.0249015,1.0241625,1.0256331,1.0261226,1.0264823
2011-12-19,1.0223082,1.0230173,1.0250232,1.0266423,1.0250472,1.0244726,1.0257975
2011-12-20,1.0232066,1.0234349,1.023547,1.0257847,1.0266907,1.0250337,1.0245119
2011-12-21,1.0238206,1.0256398,1.0284476,1.0252665,1.023201,1.0256593,1.0271478
2011-12-22,1.0245334,1.0267177,1.030047,1.0261114,1.0264362,1.0266445,1.0271343
2011-12-23,1.0260769,1.0281633,1.0262535,1.0247061,1.0244002,1.0249956,1.0250312
2011-12-27,1.0237436,1.0259079,1.0255013,1.0260878,1.0262386,1.0251569,1.0235547
2011-12-28,1.0237205,1.0259607,1.0253434,1.0238216,1.0249178,1.0273733,1.0262305
2011-12-29,1.0238714,1.0224776,1.0248357,1.0263225,1.0253806,1.0241423,1.0233855
2011-12-30,1.0247884,1.025139,1.0263067,1.0276138,1.0258064,1.0247982,1.0222888
2012-01-02,1.0273086,1.0268602,1.0257576,1.0255985,1.0233209,1.0212886,1.022162
2012-01-03,1.0233858,1.0257351,1.0217941,1.0217375,1.0203967,1.0231094,1.0195906
2012-01-04,1.0281464,1.0247259,1.0226129,1.0214128,1.0211245,1.0214727,1.0255215
2012-01-05,1.0263183,1.0223153,1.0211858,1.0215702,1.0244226,1.0221586,1.0242876
2012-01-06,1.0250467,1.0210289,1.0236754,1.0215555,1.0214336,1.0248599,1.0181097
2012-01-08,1.0221851,1.0233412,1.0237981,1.022687,1.0192323,1.0214216,1.0212325
2012-01-09,1.0261972,1.0212111,1.024549,1.0203853,1.023764,1.0254533,1.024972
2012-01-10,1.0186079,1.0209751,1.0247495,1.0222412,1.0216932,1.0200057,1.0193702
2012-01-11,1.0215915,1.0198704,1.0195844,1.0186062,1.0177143,1.0185874,1.0160856
2012-01-12,1.021091,1.0182959,1.0233699,1.0203285,1.022054,1.0223755,1.0215299
2012-01-13,1.0206747,1.0193739,1.0188226,1.0194938,1.0201066,1.0197244,1.0193558
2012-01-15,1.0192671,1.0203966,1.0195651,1.020801,1.0181093,1.0191402,1.020011
2012-01-16,1.020733,1.0204616,1.020584,1.0199041,1.0212295,1.0195135,1.0195447
2012-01-17,1.019985,1.0212691,1.0207907,1.0192702,1.0214663,1.0224566,1.0192295
2012-01-18,1.0223922,1.0212084,1.0192809,1.0233028,1.0209701,1.0205228,1.0194116
2012-01-19,1.0208178,1.0201333,1.0210693,1.021894,1.0201774,1.0204877,1.0215449
2012-01-20,1.0165501,1.0180833,1.0188123,1.0179995,1.0183928,1.0191194,1.0196495
2012-01-22,1.0210358,1.0203204,1.0219424,1.0223927,1.0181297,1.0209565,1.0195383
2012-01-23,1.0191004,1.0195705,1.0205894,1.0189986,1.017885,1.0193568,1.0202551
2012-01-24,1.0220177,1.020151,1.0206683,1.0206563,1.0198004,1.0201035,1.0184305
2012-01-25,1.0214646,1.0196817,1.0200733,1.0192934,1.0196347,1.0184139,1.018158
2012-01-26,1.0232987,1.0208504,1.019973,1.0209057,1.0210862,1.0193307,1.0186656
2012-01-27,1.0196786,1.020724,1.0193985,1.0187639,1.0151725,1.0177262,1.0186086
2012-01-29,1.0214698,1.0184064,1.0230039,1.0207032,1.0209386,1.0202144,1.0165207
2012-01-30,1.019441,1.019781,1.0171312,1.0161316,1.0180259,1.0153575,1.0175557
2012-01-31,1.0184995,1.0203719,1.0153737,1.0183372,1.0176965,1.0184348,1.0153224
2012-02-01,1.0186633,1.0175886,1.0200012,1.0175112,1.0172455,1.0157211,1.01442
2012-02-02,1.0198667,1.0173972,1.0195783,1.0150304,1.0168558,1.0156796,1.0164875
2012-02-03,1.0191652,1.0174654,1.0177816,1.0134976,1.0122797,1.0139887,1.0118601
2012-02-05,1.0153707,1.0171784,1.0145124,1.012878,1.012783,1.0142207,1.0126936
2012-02-06,1.0175946,1.0150081,1.0139339,1.0147353,1.0122027,1.0120369,1.0109723
2012-02-07,1.014997,1.0135413,1.0140265,1.0130751,1.0130923,1.0105653,1.0101576
2012-02-08,1.0142667,1.0139794,1.014154,1.0129917,1.0115356,1.01056,1.0107042
2012-02-09,1.0139204,1.0142637,1.0117848,1.012526,1.0101135,1.0084004,1.008707
2012-02-10,1.013272,1.0135108,1.0114129,1.0108584,1.0098358,1.0085514,1.0092065
2012-02-12,1.0121192,1.0116196,1.0108117,1.008735,1.0089784,1.0078297,1.0024171
2012-02-13,1.0114969,1.0105587,1.0092295,1.0088246,1.0081824,1.0029052,1.0015514
2012-02-14,1.0123651,1.010358,1.0102234,1.0080893,1.0044229,1.0031558,1.0008043
2012-02-15,1.0090365,1.0059605,1.0068467,1.0026715,1.0009646,0.9994632,0.99612397
2012-02-16,1.0095768,1.0088991,1.0025728,1.0015326,1.0023938,1.0036176,1.0039955
2012-02-17,1.0083814,1.001767,1.0036591,1.001992,1.0006042,1.0000665,0.99950266
2012-02-19,1.0078365,1.0041491,1.0059438,1.0037256,1.0014007,1.0022807,0.99951947
2012-02-20,1.0020683,1.0005233,0.9973519,1.00437,1.0063858,1.0039811,1.0019507
2012-02-21,1.0038432,1.0027068,1.0030721,1.0006766,1.0020909,1.0015523,1.0001476
2012-02-22,1.0012058,1.0007685,1.0026939,1.0011593,0.9990386,0.9981196,1.0011247
2012-02-23,1.0016683,0.9984574,0.99636567,0.996614,0.9990325,1.0038931,0.9996058
2012-02-24,1.0033231,1.0013676,1.0008647,1.0001626,1.0001378,0.9991989,1.0019653
2012-02-26,1.0000204,0.9984665,1.0011045,1.0019782,0.99846643,1.0006728,0.997712
2012-02-27,1.0022967,1.0022944,1.000462,1.0031984,1.0025713,0.99935037,0.9989312
2012-02-28,1.0015775,1.0019386,0.99706125,0.99865794,1.0002065,0.99983823,0.99970627
2012-02-29,0.9965043,0.99886304,0.99908185,0.9989667,0.9993206,0.99816185,0.9987109
2012-03-01,0.9967017,0.99777955,0.9974043,0.9948225,0.9968388,0.995841,0.9964801
2012-03-02,0.99884546,1.0003461,0.99776685,0.99831694,0.9991518,0.99636006,0.9998587
2012-03-04,0.9987305,1.0001826,0.9985951,1.0000992,1.0008155,0.9957999,0.9996419
2012-03-05,1.0006044,0.9989177,0.9977058,0.99744266,0.99838734,0.99868643,0.9976932
2012-03-06,0.9996877,0.9998872,0.9989768,1.0001041,0.99901557,0.99908817,0.99807185
2012-03-07,0.99799865,0.996929,0.99437594,0.9967768,0.99748003,0.9965048,0.99557257
2012-03-08,0.99710184,0.9967915,0.99879515,0.99717003,0.99828607,0.9963418,0.99555326
2012-03-09,0.9994112,0.9934989,0.9972965,0.9968921,0.9966692,0.9965136,0.99512047
2012-03-11,0.99570835,0.9972553,0.9942698,0.9928777,0.9964366,0.9957745,0.9947803
2012-03-12,0.99779665,0.9970207,0.996994,0.99676704,0.9953306,0.9950643,0.99528575
2012-03-13,0.99817777,0.9969482,0.9966883,0.9956674,0.9968822,0.99532306,0.9945399
2012-03-14,0.9946047,0.99498075,0.99544144,0.99629635,0.995457,0.9952797,0.99209684
2012-03-15,0.9955372,0.99475324,0.9951621,0.99480593,0.99539566,0.99497294,0.99241585
2012-03-16,0.9941907,0.996145,0.99381566,0.99442804,0.9957509,0.9945766,0.9929563
2012-03-18,0.99529785,0.9949181,0.9918779,0.99557287,0.99412215,0.99098235,0.9926337
2012-03-19,0.99268115,0.9924544,0.9938464,0.9954192,0.99345064,0.99321723,0.99400944
2012-03-20,0.9942207,0.9943701,0.9954606,0.9931012,0.9929319,0.99309444,0.9943652
2012-03-21,0.99450266,0.9946447,0.99402845,0.9936743,0.9937192,0.9944134,0.99401575
2012-03-22,0.9958707,0.99389565,0.99388146,0.9922676,0.99309176,0.9943166,0.99326396
2012-03-23,0.99465656,0.9937083,0.99524707,0.993137,0.993997,0.993721,0.9949525
2012-03-25,0.99479413,0.994211,0.9927548,0.99315,0.9939722,0.9957927,0.99207824
2012-03-26,0.99489164,0.99326277,0.9935542,0.99182403,0.9922311,0.9934448,0.9914563
2012-03-27,0.9940799,0.99357915,0.99391675,0.9929389,0.9931329,0.9930531,0.9940716
2012-03-28,0.99333596,0.9958099,0.9935559,0.9926881,0.99500525,0.99281484,0.99389577
2012-03-29,0.9958054,0.9946259,0.9945252,0.993958,0.99433243,0.9941599,0.99324197
2012-03-30,0.99382937,0.9929073,0.99391353,0.9943862,0.9943512,0.99481404,0.9924574
2012-04-01,0.9938192,0.99181336,0.9942616,0.99376017,0.99441236,0.99350625,0.99364847
2012-04-02,0.9940437,0.9925971,0.9950092,0.9931747,0.9924184,0.99243796,0.99378
2012-04-03,0.9933206,0.994004,0.99225545,0.99284744,0.991233,0.9931018,0.99340296
2012-04-04,0.9943919,0.99284434,0.9946487,0.9934863,0.9912237,0.991423,0.9940197
2012-04-05,0.99415684,0.99373424,0.9945567,0.99358577,0.9940696,0.9939553,0.994158
2012-04-08,0.9932135,0.99337804,0.99312663,0.9932494,0.9935197,0.99274254,0.99208605
2012-04-09,0.9933471,0.9928164,0.9934967,0.9930841,0.9935623,0.9937355,0.99375814
2012-04-10,0.9941621,0.9953324,0.99339366,0.9935435,0.9933453,0.99436766,0.9938729
2012-04-11,0.99298376,0.993571,0.992924,0.993468,0.9941108,0.99490416,0.9945389
2012-04-12,0.9939915,0.99385524,0.99343336,0.9933976,0.9951824,0.99533904,0.9941219
2012-04-13,0.99260736,0.99422556,0.99391115,0.9961347,0.99484885,0.99381876,0.9954921
2012-04-15,0.9933057,0.9918999,0.9939392,0.9937056,0.9940717,0.9947009,0.99316263
2012-04-16,0.9963099,0.99497926,0.9954617,0.99579513,0.99459696,0.9939797,0.9943887
2012-04-17,0.99476737,0.9953235,0.99558383,0.9943662,0.9933376,0.994066,0.9955201
2012-04-18,1.0018547,0.99571216,0.9942467,0.99732596,0.9948997,0.995905,0.9954033
2012-04-19,0.99362814,0.99444014,0.9921606,0.99382067,0.99414206,0.99205697,0.9928907
2012-04-20,0.99371064,0.9922626,0.99150383,0.99208987,0.99195504,0.99194455,0.9920578
2012-04-22,0.9948424,0.99177456,0.9894074,0.99246407,0.99406755,0.9927329,0.99396825
2012-04-23,0.9935143,0.9938943,0.99287564,0.9941484,0.9940537,0.99420595,0.9932324
2012-04-24,0.9929196,0.9940791,0.9937622,0.9935329,0.9944077,0.9931489,0.99431735
2012-04-25,0.9949287,0.99735713,0.9959971,0.9941237,0.99528366,0.9960457,0.994746
2012-04-26,0.99669933,0.99464667,0.9958335,0.99461776,0.9931108,0.9935681,0.9939655
2012-04-27,0.9932847,0.99443585,0.99351585,0.9921607,0.9926886,0.9943942,0.9936093
2012-04-29,0.9924408,0.9929892,0.994197,0.993028,0.9947615,0.9941052,0.99409306
2012-04-30,0.9941617,0.99390817,0.9936061,0.99461585,0.9936412,0.9934084,0.99393654
2012-05-01,0.99333966,0.9928606,0.9925727,0.99098444,0.9933194,0.9919997,0.9920048
2012-05-02,0.99267197,0.994135,0.99250424,0.9907418,0.99273086,0.99461156,0.996674
2012-05-03,0.9927933,0.9915116,0.9928397,0.9946502,0.99178696,0.9932978,0.99200606
2012-05-04,0.99591136,0.9948678,0.99424386,0.9941877,0.99553347,0.9955737,0.99505216
2012-05-06,0.9937106,0.99462795,0.9946748,0.99370277,0.9930336,0.9942342,0.994577
2012-05-07,0.99321395,0.9929719,0.9928603,0.99399936,0.9933281,0.9935727,0.9946
2012-05-08,0.9931941,0.99297917,0.9922814,0.99374473,0.994309,0.99289083,0.99271953
2012-05-09,0.99339545,0.99417853,0.99346924,0.9955015,0.9937839,0.9944365,0.99579644
2012-05-10,0.9950677,0.9931581,0.99414927,0.994136,0.9934959,0.9958402,0.9939099
2012-05-11,0.9949439,0.9938754,0.99487925,0.99514115,0.9955522,0.99389255,0.9957039
2012-05-13,0.9936618,0.99374735,0.99590623,0.9946715,0.99413735,0.99416304,0.99641037
2012-05-14,0.9931712,0.99438703,0.99477255,0.99517846,0.9947885,0.99497366,0.9961144
2012-05-15,0.994185,0.9945876,0.9934414,0.991786,0.99534786,0.9964673,0.9952074
2012-05-16,0.99458957,0.9943279,0.99463546,0.99520344,0.99582076,0.9983114,0.9985415
2012-05-17,0.9953068,0.991032,0.9955126,0.9957169,0.994742,0.99628276,0.996941
2012-05-18,0.9946891,0.9942042,0.9945655,0.9952749,0.99547184,0.9965478,0.9969429
2012-05-20,0.9961791,0.99681205,0.995673,0.99582016,0.99705315,0.99794006,0.99765563
2012-05-21,0.9956804,0.9957304,0.9966514,0.9966346,0.99674475,0.99771005,0.9982858
2012-05-22,0.9924798,0.99641883,0.99724334,0.9968872,0.9943513,0.9978682,0.99904096
2012-05-23,0.99606264,0.99821603,0.9968712,0.996255,0.9984869,0.9978647,0.9981557
2012-05-24,0.99741375,0.9945002,0.99535275,0.99599046,0.99829113,0.9972529,0.9982275
2012-05-25,0.99525976,0.99847937,0.9968033,0.99801457,0.99754214,0.9999503,0.9988462
2012-05-27,0.9958225,0.9959253,0.99816436,0.9976271,0.998256,0.9999839,1.0007169
2012-05-28,0.9968091,0.99850744,0.9970892,0.9988588,0.99829435,1.0007601,1.0026361
2012-05-29,0.99768263,0.9980743,0.99825525,1.0000687,1.0013957,1.0015998,1.0019697
2012-05-30,0.99895066,0.9992854,0.99820936,1.0008535,1.0022341,1.001944,1.0020905
2012-05-31,0.9988019,0.99848986,1.0007374,1.0014112,1.0009795,1.0034548,1.0047622
2012-06-01,1.0010151,0.9993501,1.0023096,1.0015181,1.0020835,1.0031176,1.0103811
2012-06-03,1.0007781,1.0021502,1.0030675,1.0036596,1.0042596,1.0108395,1.0157082
2012-06-04,1.0006553,1.0005714,1.0012629,1.0036011,1.0101514,1.0157954,1.0182608
2012-06-05,1.0012035,1.0014789,1.0058284,1.0092863,1.0154957,1.0180713,1.0194979
2012-06-06,1.0039335,1.0034785,1.0092578,1.0164379,1.0172861,1.0176343,1.0219268
2012-06-07,1.0016568,1.0093349,1.0188112,1.0177165,1.0190644,1.0176035,1.022641
2012-06-08,1.0109156,1.0153689,1.0180478,1.0170606,1.0224233,1.0238812,1.0229771
2012-06-10,1.016056,1.0188353,1.0151572,1.0179434,1.0218718,1.019022,1.0188594
2012-06-11,1.013093,1.0158556,1.0217148,1.019143,1.0217385,1.0231,1.02246
2012-06-12,1.0173496,1.0194778,1.0199127,1.0192311,1.0217278,1.0221364,1.0222787
2012-06-13,1.0165594,1.0167583,1.0202588,1.0197183,1.0245585,1.0227733,1.019495
2012-06-14,1.0224884,1.0206866,1.0216804,1.0245398,1.0233793,1.0298989,1.025744
2012-06-15,1.0215313,1.0248866,1.024301,1.0251936,1.0225366,1.025793,1.026238
2012-06-17,1.0183461,1.0219706,1.0248176,1.0223476,1.0262679,1.0234843,1.0223501
2012-06-18,1.0238612,1.0240936,1.0181348,1.0228043,1.0269282,1.0255721,1.0256345
2012-06-19,1.0236685,1.0254364,1.0261599,1.0225844,1.0235631,1.0253825,1.0251784
2012-06-20,1.027364,1.0255895,1.026401,1.024573,1.0236309,1.0274009,1.0281975
2012-06-21,1.0229266,1.0239912,1.0236661,1.0248705,1.02357,1.0267391,1.0247623
2012-06-22,1.0247986,1.0260875,1.0278102,1.0261568,1.0274625,1.0280304,1.0280397
2012-06-24,1.02455,1.022089,1.0239472,1.0248393,1.0253146,1.0269566,1.0263138
2012-06-25,1.0233251,1.0251794,1.0251448,1.0251851,1.0264461,1.026539,1.0259662
2012-06-26,1.0248754,1.0267166,1.0266219,1.025327,1.0251565,1.0254978,1.0263644
2012-06-27,1.0251384,1.0272814,1.0258057,1.0274843,1.0261431,1.0261993,1.026223
2012-06-28,1.0264189,1.0251884,1.0263914,1.0267768,1.0251833,1.0264181,1.0260165
2012-06-29,1.0258913,1.026021,1.0264556,1.0264432,1.0251201,1.026427,1.0256178
2012-07-01,1.0246704,1.0263925,1.0257976,1.0260428,1.0260216,1.0256574,1.0267628
2012-07-02,1.0267217,1.0256352,1.025232,1.0260526,1.0258622,1.0261567,1.0250311
2012-07-03,1.0255314,1.0260427,1.0263636,1.0262365,1.0252777,1.0260649,1.0259712
2012-07-04,1.0249372,1.0262403,1.0248076,1.0268009,1.0253084,1.024998,1.0247265
2012-07-05,1.0255141,1.0267538,1.0249519,1.0248291,1.0248916,1.0245725,1.0249896
2012-07-06,1.024742,1.0257068,1.0235177,1.0245895,1.0244142,1.0255384,1.0258456
2012-07-08,1.0246475,1.0252088,1.0246489,1.023704,1.0247791,1.02458,1.0253174
2012-07-09,1.0261843,1.024895,1.0255166,1.0252267,1.0257008,1.0242705,1.0238978
2012-07-10,1.0251445,1.02516,1.025142,1.0247054,1.0244042,1.0228214,1.0214624
2012-07-11,1.0253993,1.0246997,1.0257838,1.0239202,1.0239615,1.0237031,1.0238233
2012-07-12,1.0256392,1.025053,1.0254132,1.0231583,1.0237477,1.0214576,1.0202982
2012-07-13,1.0240624,1.0235597,1.023794,1.0236886,1.0232658,1.021791,1.0199392
2012-07-15,1.0258981,1.0245692,1.0237446,1.0217814,1.021474,1.0208188,1.0200567
2012-07-16,1.023309,1.0246352,1.0233076,1.0209911,1.0213223,1.0206708,1.0240484
2012-07-17,1.0228951,1.0210638,1.0206938,1.0213562,1.0194477,1.0217,1.0202279
2012-07-18,1.0227358,1.0213223,1.0202795,1.0223194,1.02161,1.0217868,1.0230108
2012-07-19,1.0211446,1.0231049,1.020185,1.0213637,1.0196831,1.0207983,1.0185304
2012-07-20,1.0227311,1.0207622,1.0219946,1.0218034,1.0191405,1.02148,1.0191878
2012-07-22,1.0204456,1.0221999,1.0193652,1.0206745,1.0193015,1.0222374,1.0197093
2012-07-23,1.020325,1.0206612,1.0194874,1.0178239,1.0203385,1.0194556,1.0181967
2012-07-24,1.0215927,1.0204567,1.0195287,1.0180317,1.0200586,1.016727,1.0189812
2012-07-25,1.0207299,1.0179675,1.0189517,1.0191615,1.0207157,1.0183504,1.0173693
2012-07-26,1.0188847,1.0194358,1.0195632,1.0173678,1.0181335,1.0159131,1.0177183
2012-07-27,1.0204562,1.0169027,1.0179995,1.0185277,1.0184181,1.0170853,1.0160632
2012-07-29,1.0173843,1.0193801,1.0210764,1.0178308,1.0166619,1.0165102,1.0163465
2012-07-30,1.0197399,1.0186118,1.0187342,1.0184321,1.0160744,1.0170531,1.0154133
2012-07-31,1.0192392,1.0187848,1.0167602,1.0178145,1.0151885,1.0162973,1.0146956
2012-08-01,1.0170506,1.0186999,1.0170959,1.0161357,1.0159757,1.0144753,1.0155675
2012-08-02,1.0166631,1.0179591,1.0159516,1.0152314,1.015804,1.0148886,1.0121685
2012-08-03,1.015656,1.0166955,1.0154004,1.014116,1.0140389,1.0144924,1.0151219
2012-08-05,1.0167903,1.0156041,1.016393,1.0176451,1.0137782,1.0152681,1.0133889
2012-08-06,1.0159117,1.0145005,1.0145983,1.0153486,1.0132968,1.0144545,1.0106599
2012-08-07,1.014857,1.015455,1.0148141,1.0140156,1.0170329,1.0145001,1.0128348
2012-08-08,1.0137639,1.0133142,1.0148976,1.0117973,1.0134956,1.0129464,1.0150652
2012-08-09,1.0124668,1.0158415,1.0128868,1.0134578,1.0127676,1.0124953,1.0100367
2012-08-10,1.0145528,1.0107265,1.0125957,1.0130631,1.0111986,1.0111027,1.0110365
2012-08-12,1.012188,1.0113454,1.0120857,1.0122507,1.0108111,1.0098723,1.0081469
2012-08-13,1.0140057,1.0101117,1.0111854,1.0097189,1.0087445,1.0071945,1.0073068
2012-08-14,1.0133424,1.0116012,1.0109094,1.0095975,1.00829,1.0070255,1.0061619
2012-08-15,1.0107888,1.0098453,1.0093344,1.007087,1.0061717,1.0057888,1.0045726
2012-08-16,1.0106828,1.0095252,1.006351,1.0065486,1.0048556,1.0046926,1.0022058
2012-08-17,1.0092747,1.008512,1.0068613,1.0052617,1.0044081,1.0027645,1.0022604
2012-08-19,1.0081129,1.0066618,1.0047085,1.0058248,1.002398,1.0024788,1.0020306
2012-08-20,1.0073185,1.006774,1.0046175,1.0065097,1.0025908,1.0035269,1.0022324
2012-08-21,1.0054616,1.0042378,1.0029359,1.003581,1.0030373,1.0009693,1.0012031
2012-08-22,1.0043992,1.0020441,1.0017684,1.0034322,1.0032859,1.0013734,0.9985191
2012-08-23,1.003935,1.004494,1.0023662,1.001865,1.0018603,0.99887085,0.9969801
2012-08-24,1.0033953,1.0014681,1.0013576,1.0012586,0.99939704,0.9985113,0.99583215
2012-08-26,1.0039076,1.002878,1.0006101,1.0009036,0.9983797,0.99037385,0.9980881
2012-08-27,1.0035995,1.000144,1.0014402,0.99823356,0.99434996,0.9932132,0.99226415
2012-08-28,1.0000052,0.9995222,0.99602044,0.99674535,0.9987868,0.9947462,0.9904847
2012-08-29,0.9982267,0.9982928,0.99652874,0.9948326,0.9914988,0.9922102,0.9929956
2012-08-30,0.99696934,0.9942118,0.99993825,0.99261755,0.9946284,0.99434507,0.989394
2012-08-31,0.9979037,0.996848,0.99470407,0.99519026,0.9935521,0.99125826,0.99398845
2012-09-02,0.9946389,0.99845755,0.9931451,0.99222034,0.9950909,0.9949709,0.98876333
2012-09-03,0.9915787,0.99530613,0.9924345,0.98940897,0.9916087,0.99150956,0.9938062
2012-09-04,0.99242723,0.99384177,0.9926494,0.9956882,0.99057865,0.98905885,0.9905111
2012-09-05,0.99231297,0.99228776,0.9890461,0.9899819,0.98964953,0.9925443,0.98983824
2012-09-06,0.99181026,0.99377245,0.98861885,0.99247664,0.99112904,0.98954195,0.99104595
2012-09-07,0.99465716,0.99165744,0.9906444,0.991542,0.9907965,0.98795426,0.9876133
2012-09-09,0.9936515,0.99198747,0.9908779,0.99049306,0.9905366,0.99017537,0.98842734
2012-09-10,0.9939463,0.99005723,0.99150884,0.9904618,0.99021536,0.9889873,0.9895979
2012-09-11,0.99200857,0.9922185,0.9909763,0.991051,0.9912034,0.9891734,0.9898812
2012-09-12,0.991653,0.9901778,0.99074924,0.9907079,0.9896432,0.9894646,0.98879564
2012-09-13,0.9902325,0.99044734,0.990729,0.99010277,0.9892396,0.98872316,0.98824
2012-09-14,0.9887699,0.9908449,0.9891432,0.9885426,0.98676884,0.9877609,0.9860972
2012-09-16,0.9893143,0.9907816,0.9901971,0.9878863,0.9888606,0.98817325,0.9869881
2012-09-17,0.9903724,0.9889593,0.98822165,0.9872041,0.98843884,0.98839957,0.98661745
2012-09-18,0.9889089,0.987855,0.9869964,0.98803365,0.9884347,0.98666227,0.9872585
2012-09-19,0.9883754,0.9895489,0.9885597,0.9866432,0.9886868,0.9871532,0.9860714
2012-09-20,0.9876931,0.9885282,0.9870082,0.98815095,0.98506737,0.98730433,0.986029
2012-09-21,0.98802197,0.98764527,0.9887519,0.9882681,0.98697495,0.98599327,0.98454845
2012-09-23,0.98790616,0.9873914,0.98656034,0.9836221,0.9856533,0.98588383,0.98583186
2012-09-24,0.9888369,0.98597634,0.9874579,0.9846692,0.986267,0.98547995,0.98334455
2012-09-25,0.9853044,0.9873493,0.9871522,0.98536575,0.9849636,0.9826191,0.9823314
2012-09-26,0.9859668,0.9856416,0.9853981,0.9852617,0.9829292,0.98229575,0.98254037
2012-09-27,0.987622,0.98597294,0.9855679,0.9833771,0.9831983,0.9827136,0.9822099
2012-09-28,0.98394454,0.9848052,0.9834288,0.9830026,0.98262644,0.98210806,0.9823022
2012-09-30,0.984957,0.98326683,0.9835489,0.9832007,0.98241,0.98250425,0.98185384
2012-10-01,0.9827864,0.98287946,0.98221475,0.9811345,0.98305005,0.9810017,0.9815448
2012-10-02,0.9842448,0.9828004,0.982599,0.9820611,0.9826578,0.98150456,0.9803492
2012-10-03,0.9817878,0.9817267,0.98119485,0.9815587,0.9818271,0.9810686,0.97957397
2012-10-04,0.98210794,0.9830328,0.98106503,0.9803849,0.98167855,0.9806415,0.97937036
2012-10-05,0.98233384,0.98104966,0.981888,0.9805768,0.9791254,0.9808487,0.9788082
2012-10-07,0.9813634,0.98150164,0.9805511,0.98037905,0.9786819,0.97845685,0.9802124
2012-10-08,0.98171425,0.9810699,0.98044103,0.97862136,0.9832263,0.982617,0.981037
2012-10-09,0.98087436,0.979286,0.9787677,0.9790785,0.9802311,0.9789645,0.98020804
2012-10-10,0.97964513,0.9774256,0.9791727,0.9791684,0.98065984,0.9790113,0.9773055
2012-10-11,0.97900355,0.9799594,0.9788554,0.97709,0.9782454,0.9782189,0.9799572
2012-10-12,0.9828716,0.9795692,0.9782523,0.97610724,0.98052233,0.9804155,0.97628963
2012-10-14,0.98133594,0.9803469,0.97892976,0.98138046,0.97795403,0.9775988,0.9781679
2012-10-15,0.97892904,0.97734606,0.9754208,0.97814417,0.97833943,0.9791866,0.97917867
2012-10-16,0.97790706,0.9780508,0.9788377,0.9790445,0.9788845,0.97879034,0.9792069
2012-10-17,0.9783249,0.97882694,0.9778135,0.9788517,0.9774752,0.9774045,0.9776703
2012-10-18,0.9791745,0.9794511,0.97938955,0.97782946,0.9787296,0.9810332,0.9794208
2012-10-19,0.97746474,0.9774492,0.9788072,0.97906804,0.9789501,0.9793719,0.98025626
2012-10-21,0.9791343,0.97915757,0.9784488,0.9782061,0.9792487,0.9793258,0.9797529
2012-10-22,0.97812295,0.97937286,0.9779347,0.9789618,0.97997975,0.98012626,0.9810062
2012-10-23,0.980477,0.9802459,0.9789934,0.9795557,0.9804913,0.98121214,0.9839025
2012-10-24,0.9795347,0.98017055,0.98099136,0.9807725,0.98040414,0.97823864,0.97994417
2012-10-25,0.97984016,0.97983634,0.9801914,0.9800861,0.98034775,0.9809908,0.9826048
2012-10-26,0.979522,0.98011464,0.98025113,0.9804474,0.9814937,0.9817331,0.9836364
2012-10-28,0.9793407,0.9793196,0.9813447,0.9821421,0.9816128,0.981038,0.9817449
2012-10-29,0.98040277,0.9806968,0.9805645,0.98131883,0.9813744,0.9824396,0.9830812
2012-10-30,0.98059237,0.9804092,0.98192585,0.98093057,0.9822689,0.98095703,0.98174036
2012-10-31,0.9820072,0.9819434,0.9811872,0.98186094,0.98153174,0.9836086,0.98397255
2012-11-01,0.98167396,0.9815618,0.9820167,0.983516,0.9826435,0.98329294,0.9843293
2012-11-02,0.9823999,0.98203117,0.9829433,0.9830413,0.98421586,0.9843108,0.9845784
2012-11-04,0.98095703,0.982271,0.98413455,0.9831934,0.985086,0.9841285,0.9876323
2012-11-05,0.98210406,0.98419595,0.9840187,0.9819925,0.98463917,0.98583806,0.9888265
2012-11-06,0.9819434,0.98453015,0.98275006,0.9843564,0.98774725,0.9887231,0.9932929
2012-11-07,0.98280686,0.9838455,0.9854726,0.9864497,0.98931646,0.99365866,0.99306595
2012-11-08,0.9836017,0.9837545,0.98700583,0.98904413,0.9911529,0.99125844,0.98713744
2012-11-09,0.9847013,0.9856669,0.98859334,0.9925563,0.99002385,0.9914897,0.9917841
2012-11-11,0.9865587,0.9874108,0.9865565,0.99165887,0.99553776,0.993623,0.99204266
2012-11-12,0.9889283,0.9861031,0.9924984,0.9909545,0.99447167,0.99431133,0.9937899
2012-11-13,0.98828393,0.98994493,0.9938457,0.9938779,0.99552786,0.990247,0.99319714
2012-11-14,0.99200964,0.9921841,0.99519616,0.99543095,0.9946337,0.99228436,0.99387825
2012-11-15,0.99430263,0.99199986,0.99352443,0.99434614,0.99618876,0.992659,0.9956266
2012-11-16,0.99278843,0.9957489,0.99462014,0.9944358,0.994238,0.99547553,0.9955621
