,AUDJPY,AUDJPY,AUDJPY,AUDJPY,AUDJPY,AUDJPY,AUDJPY
2016-07-22,77.7779,77.84719,77.76731,77.75783,77.79057,77.79788,77.819336
2016-07-24,77.740685,77.76573,77.753204,77.85477,77.8316,77.74546,77.7843
2016-07-25,77.85713,77.76703,77.79884,77.83329,77.8074,77.81612,77.77237
2016-07-26,77.80897,77.7831,77.766884,77.754234,77.73054,77.81505,77.795044
2016-07-27,77.858734,77.765076,77.77962,77.81044,77.785034,77.787506,77.79992
2016-07-28,77.809265,77.862465,77.78664,77.85226,77.87127,77.82464,77.77474
2016-07-29,77.73847,77.72181,77.78096,77.79895,77.83586,77.82353,77.707695
2016-07-31,77.788055,77.78391,77.79101,77.78508,77.79198,77.70843,77.48401
2016-08-01,77.74737,77.795654,77.86008,77.80607,77.729095,77.374535,77.42359
2016-08-02,77.81604,77.77845,77.807816,77.696144,77.47307,77.39371,77.45141
2016-08-03,77.785995,77.794495,77.685295,77.414024,77.428215,77.46568,77.6721
2016-08-04,77.820786,77.723625,77.4104,77.432526,77.43794,77.65161,77.68409
2016-08-05,77.72109,77.413635,77.43724,77.45834,77.60358,77.72849,77.78202
2016-08-07,77.38212,77.38871,77.46068,77.578575,77.77353,77.79251,78.14043
2016-08-08,77.45043,77.467316,77.62496,77.71046,77.84331,78.12436,78.152916
2016-08-09,77.44871,77.66732,77.75825,77.78991,78.04545,78.10623,78.092514
2016-08-10,77.67754,77.68741,77.75182,78.12749,78.16854,78.125015,78.07988
2016-08-11,77.74081,77.743675,78.090485,78.10716,78.07709,78.10615,78.142555
2016-08-12,77.82655,78.092705,78.118515,78.116776,78.135376,78.1255,78.155785
2016-08-14,78.07782,78.10401,78.10526,78.090195,78.11877,78.10598,78.09125
2016-08-15,78.06531,78.146286,78.10718,78.11031,78.13411,78.12583,78.07778
2016-08-16,78.12627,78.11016,78.141365,78.12275,78.08469,78.10575,78.14417
2016-08-17,78.139114,78.11821,78.07457,78.132256,78.081314,78.12614,78.084045
2016-08-18,78.07615,78.12495,78.07678,78.11442,78.0772,78.10552,78.10825
2016-08-19,78.06293,78.091064,78.07708,78.08033,78.120605,78.12639,78.04347
2016-08-21,78.12781,78.102844,78.17224,78.14276,78.04038,77.94366,77.82414
2016-08-22,78.141335,78.149155,78.12796,78.119835,78.01876,77.72591,77.65469
2016-08-23,78.074554,78.10951,78.0376,77.993614,77.79625,77.71818,77.634834
2016-08-24,78.06066,78.11824,78.08967,77.78961,77.7042,77.63443,77.5314
2016-08-25,78.12899,78.013016,77.794075,77.73807,77.66389,77.57461,77.46731
2016-08-26,77.97745,77.82031,77.669716,77.64398,77.57711,77.54336,77.458305
2016-08-28,77.817055,77.714355,77.661995,77.57972,77.49747,77.552025,77.49047
2016-08-29,77.678246,77.645485,77.57358,77.52821,77.51095,77.53049,77.48065
2016-08-30,77.63083,77.57431,77.525314,77.4762,77.47687,77.541046,77.48784
2016-08-31,77.490005,77.477,77.47597,77.47461,77.49631,77.510765,77.49294
2016-09-01,77.47111,77.46295,77.47447,77.51127,77.509766,77.497795,77.49643
2016-09-02,77.54224,77.48987,77.509415,77.50327,77.473404,77.47442,77.506676
2016-09-04,77.44205,77.52748,77.50177,77.49663,77.49223,77.44982,77.513565
2016-09-05,77.543365,77.516235,77.49546,77.53037,77.50399,77.43924,77.518265
2016-09-06,77.49113,77.49447,77.52784,77.47472,77.47425,77.49375,77.43745
2016-09-07,77.50691,77.525795,77.47431,77.47314,77.53039,77.4202,77.3817
2016-09-08,77.54137,77.5164,77.47276,77.51208,77.4432,77.41119,77.305374
2016-09-09,77.47413,77.49835,77.510315,77.48796,77.35254,77.33963,77.28524
2016-09-11,77.51037,77.48302,77.44122,77.47512,77.32297,77.36218,77.35123
2016-09-12,77.44699,77.45662,77.39189,77.3837,77.33922,77.33112,77.361755
2016-09-13,77.43411,77.42395,77.395294,77.25911,77.40236,77.31019,77.2178
2016-09-14,77.390976,77.33812,77.389854,77.43666,77.32871,77.25045,77.288506
2016-09-15,77.30857,77.311066,77.25699,77.287254,77.28587,77.22108,77.211136
2016-09-16,77.33344,77.333046,77.43688,77.246864,77.23619,77.2374,76.99857
2016-09-18,77.361916,77.3079,77.18233,77.228546,77.24527,76.96171,76.958755
2016-09-19,77.31046,77.347626,77.23327,77.22291,77.018814,76.96862,76.94362
2016-09-20,77.24168,77.27327,77.22963,77.03558,76.9936,76.974396,76.89732
2016-09-21,77.23592,77.207634,76.927505,76.93953,76.91467,76.8736,76.963005
2016-09-22,77.224365,76.961205,76.96926,76.93852,76.91254,76.9217,76.937195
2016-09-23,76.93883,76.939224,76.95906,76.85275,76.887375,76.86523,76.83148
2016-09-25,76.97295,76.94208,76.90473,76.94588,76.88217,76.835335,76.91214
2016-09-26,76.97996,76.945045,76.87023,76.924484,76.825745,76.900055,76.9665
2016-09-27,76.88158,76.9607,76.88029,76.807526,76.946915,76.945114,77.005005
2016-09-28,76.95138,76.96409,76.93033,76.88306,76.99226,77.004974,77.06656
2016-09-29,76.91351,76.80364,76.940025,76.97601,77.01793,77.026085,77.056526
2016-09-30,76.89586,76.893486,76.98706,77.01887,77.021065,77.05778,77.231316
2016-10-02,76.90137,76.94704,77.01412,77.031906,77.07312,77.248024,77.25908
2016-10-03,77.00005,76.9823,77.03842,77.068855,77.20271,77.248695,77.30135
2016-10-04,76.97549,77.03339,77.03059,77.22443,77.21976,77.30053,77.32113
2016-10-05,77.03976,77.06231,77.21378,77.27599,77.3219,77.3528,77.35068
2016-10-06,77.07505,77.228615,77.28827,77.31202,77.324646,77.39746,77.54262
2016-10-07,77.19387,77.26664,77.314865,77.31352,77.37085,77.5572,77.59313
2016-10-09,77.251205,77.29026,77.32026,77.36202,77.5686,77.620705,77.61421
2016-10-10,77.27302,77.32048,77.33814,77.49979,77.63213,77.59625,77.584694
2016-10-11,77.3159,77.37631,77.55603,77.62194,77.642624,77.62538,77.61015
2016-10-12,77.43598,77.52612,77.56576,77.60237,77.59208,77.622665,77.604454
2016-10-13,77.54173,77.61334,77.603386,77.60977,77.58124,77.595,77.599594
2016-10-14,77.617714,77.60825,77.59582,77.622894,77.63416,77.62645,77.6243
2016-10-16,77.62687,77.635185,77.60834,77.59666,77.64549,77.62351,77.61576
2016-10-17,77.58259,77.602745,77.60162,77.60634,77.59028,77.593636,77.58124
2016-10-18,77.57297,77.59802,77.63398,77.58452,77.57851,77.627426,77.610855
2016-10-19,77.61961,77.592674,77.61852,77.62474,77.635994,77.62425,77.89061
2016-10-20,77.62979,77.61926,77.572014,77.601585,77.64822,77.93786,78.21779
2016-10-21,77.58086,77.6156,77.65319,77.6103,77.92442,78.234566,78.25979
2016-10-23,77.57033,77.58357,77.59321,77.89022,78.246864,78.263885,78.35493
2016-10-24,77.62174,77.60647,77.88889,78.18917,78.31662,78.36826,78.46327
2016-10-25,77.63283,77.918816,78.25007,78.29922,78.38034,78.48923,78.4223
2016-10-26,77.99792,78.10822,78.28373,78.37977,78.40073,78.4392,78.598206
2016-10-27,78.250755,78.26327,78.38408,78.451584,78.43965,78.64741,78.655754
2016-10-28,78.248764,78.398445,78.461205,78.47112,78.64642,78.641304,78.68038
2016-10-30,78.3995,78.404884,78.40598,78.63074,78.645035,78.667755,78.70841
2016-10-31,78.387405,78.44254,78.58095,78.64053,78.673676,78.686455,79.02112
2016-11-01,78.44312,78.62452,78.63178,78.71581,78.72466,79.0052,79.02813
2016-11-02,78.61688,78.64386,78.69855,78.66837,79.02951,79.04456,79.084854
2016-11-03,78.596375,78.6583,78.70314,79.02893,79.10204,79.05911,79.19724
2016-11-04,78.64996,78.70935,79.03114,79.080696,79.089165,79.13842,79.13332
2016-11-06,78.687,79.03379,79.08726,79.14087,79.07257,79.14075,79.242226
2016-11-07,79.034615,79.05007,79.10884,79.13532,79.252716,79.24579,79.27874
2016-11-08,79.050575,79.095345,79.18957,79.16982,79.200676,79.26133,79.24832
2016-11-09,79.074234,79.172516,79.17012,79.17395,79.25588,79.28711,79.31982
2016-11-10,79.15456,79.11795,79.217285,79.26197,79.27942,79.30002,79.41135
2016-11-11,79.14224,79.22058,79.245445,79.25826,79.27696,79.39794,79.5508
2016-11-13,79.1989,79.266754,79.309395,79.28906,79.428375,79.52536,79.605255
2016-11-14,79.22167,79.252785,79.31294,79.414154,79.507126,79.633896,79.689186
2016-11-15,79.284004,79.32073,79.36251,79.53078,79.6111,79.73066,79.73242
2016-11-16,79.28305,79.45852,79.5333,79.60884,79.703064,79.79276,79.78015
2016-11-17,79.39416,79.51186,79.59433,79.73631,79.73283,79.8322,79.839096
2016-11-18,79.54165,79.594406,79.72014,79.73208,79.80122,79.81604,79.86366
2016-11-20,79.58962,79.70433,79.75885,79.780426,79.78992,79.832146,79.94285
2016-11-21,79.7038,79.743286,79.77593,79.82433,79.83561,79.8827,79.88224
2016-11-22,79.74284,79.80049,79.83369,79.87398,79.872475,79.97614,80.024704
2016-11-23,79.72512,79.80328,79.81535,79.86582,79.97074,79.962234,79.93338
2016-11-24,79.80626,79.82312,79.921974,79.923065,80.014275,80.02364,80.398674
2016-11-25,79.84573,79.89262,79.94978,79.9661,79.99373,80.416885,80.60684
2016-11-27,79.882515,79.964035,79.983505,79.99954,80.41875,80.594536,80.7133
2016-11-28,79.90051,79.955894,79.96198,80.4207,80.63409,80.729,80.90919
2016-11-29,79.96194,79.99318,80.421196,80.60826,80.73617,80.92933,81.11662
2016-11-30,79.97984,80.41602,80.59023,80.71323,80.92284,81.27707,81.27511
2016-12-01,80.44071,80.58741,80.74436,80.945694,81.28996,81.312164,81.43291
2016-12-02,80.61433,80.7258,80.84608,81.180084,81.36953,81.41964,81.52499
2016-12-04,80.73849,80.88069,81.27914,81.30128,81.45898,81.54812,81.565636
2016-12-05,80.890366,81.27507,81.29883,81.41601,81.57656,81.57356,81.61308
2016-12-06,81.14697,81.30539,81.46438,81.52908,81.58499,81.60042,81.78692
2016-12-07,81.31988,81.45796,81.57889,81.603516,81.622284,81.732056,82.11605
2016-12-08,81.41795,81.53893,81.59552,81.59789,81.8329,82.090416,82.1091
2016-12-09,81.564095,81.57702,81.60078,81.7982,82.075134,82.1756,82.87534
2016-12-11,81.54283,81.59916,81.80448,82.077385,82.19727,82.897766,83.693054
2016-12-12,81.63407,81.76708,82.04493,82.23394,82.86407,83.688965,83.92105
2016-12-13,81.815575,82.04439,82.1622,82.85921,83.63267,83.76994,83.893036
2016-12-14,82.10679,82.1447,82.86947,83.69398,83.86506,83.89449,84.058716
2016-12-15,82.18243,82.86577,83.67075,83.791115,83.88967,84.07698,84.18608
2016-12-16,82.88672,83.64721,83.87149,83.87568,84.0806,84.09281,84.345
2016-12-18,83.60593,83.77306,83.97228,84.047455,84.10246,84.38228,84.45726
2016-12-19,83.8074,83.87401,83.98901,84.078094,84.3574,84.40822,84.38902
2016-12-20,83.93685,83.99158,84.12103,84.373436,84.40089,84.394966,84.4308
2016-12-21,84.06645,84.09619,84.372154,84.433846,84.3859,84.40819,84.40055
2016-12-22,84.05994,84.36482,84.45314,84.404854,84.42015,84.47332,84.448875
2016-12-23,84.390526,84.4111,84.40318,84.41097,84.42983,84.48967,84.430435
2016-12-26,84.44766,84.37504,84.47809,84.42293,84.44122,84.43616,84.46081
2016-12-27,84.40768,84.38725,84.4835,84.44113,84.453865,84.42648,84.46173
2016-12-28,84.38387,84.44737,84.48333,84.42263,84.42371,84.46951,84.51465
2016-12-29,84.434,84.49584,84.472115,84.44147,84.42377,84.54403,84.5677
2016-12-30,84.43751,84.517,84.505806,84.42234,84.56009,84.61055,84.77449
2017-01-02,84.47177,84.40529,84.508514,84.527405,84.58637,84.84057,84.83078
2017-01-03,84.43315,84.45849,84.564316,84.53834,84.88959,84.785355,84.91775
2017-01-04,84.43686,84.53049,84.58254,84.78659,84.91826,84.941925,84.9606
2017-01-05,84.56389,84.563805,84.845345,84.85781,84.885315,84.938835,84.98728
2017-01-06,84.61246,84.84831,84.865425,84.92366,84.91754,85.02917,85.02615
2017-01-08,84.73452,84.90703,84.893394,84.90364,85.0372,85.100586,85.15953
2017-01-09,84.92621,84.88037,84.94813,84.991135,85.09297,85.092064,85.14775
2017-01-10,84.915855,84.93425,85.0006,85.0977,85.09325,85.149414,85.1717
2017-01-11,84.94895,84.985855,85.08878,85.078186,85.19971,85.19862,85.19672
2017-01-12,85.00991,85.12584,85.10013,85.16193,85.164856,85.20317,85.258965
2017-01-13,85.09293,85.07901,85.1676,85.168945,85.24249,85.276985,85.28723
2017-01-15,85.03913,85.130486,85.16032,85.18343,85.28444,85.29751,85.315834
2017-01-16,85.19029,85.22534,85.21351,85.19713,85.31077,85.30091,85.31221
2017-01-17,85.16946,85.24979,85.24099,85.31883,85.24419,85.34213,85.44519
2017-01-18,85.24526,85.24377,85.26199,85.31214,85.32911,85.47098,85.49079
2017-01-19,85.31471,85.28346,85.336784,85.30348,85.448395,85.48851,85.47057
2017-01-20,85.255844,85.356674,85.30142,85.414955,85.480835,85.45327,85.47597
2017-01-22,85.3112,85.33433,85.42699,85.461914,85.49894,85.500916,85.47966
2017-01-23,85.31226,85.464195,85.53615,85.49057,85.45586,85.48748,85.48703
2017-01-24,85.435165,85.48419,85.531296,85.45536,85.4888,85.45099,85.49218
2017-01-25,85.485115,85.47677,85.45679,85.48394,85.49956,85.50022,85.46925
2017-01-26,85.5005,85.464806,85.44721,85.49912,85.50278,85.48632,85.47541
2017-01-27,85.4614,85.45929,85.5334,85.45723,85.48972,85.448715,85.47963
2017-01-29,85.48405,85.48306,85.529434,85.48962,85.45335,85.49931,85.54118
2017-01-30,85.49998,85.462555,85.454994,85.48515,85.50242,85.54678,85.68812
2017-01-31,85.45948,85.45867,85.46613,85.45554,85.51216,85.64415,85.72419
2017-02-01,85.48286,85.48863,85.50082,85.52951,85.623024,85.7386,85.72152
2017-02-02,85.499214,85.484474,85.52215,85.62531,85.72182,85.73383,85.69354
2017-02-03,85.45747,85.54712,85.66256,85.69881,85.72247,85.73518,85.7116
2017-02-05,85.53742,85.62189,85.68987,85.7294,85.72238,85.7332,85.728
2017-02-06,85.63749,85.68426,85.7354,85.72689,85.72229,85.746635,85.75453
2017-02-07,85.68909,85.74738,85.72011,85.71629,85.744026,85.74527,85.77289
2017-02-08,85.73784,85.70647,85.7358,85.76973,85.715614,85.757835,85.75104
2017-02-09,85.7081,85.723076,85.71646,85.7334,85.7604,85.7842,85.84689
2017-02-10,85.73697,85.74584,85.74394,85.75168,85.80171,85.834114,85.903275
2017-02-12,85.744774,85.740555,85.73819,85.78888,85.86231,85.908455,85.90039
2017-02-13,85.789894,85.74452,85.76529,85.841,85.901665,85.94003,85.94815
2017-02-14,85.75043,85.75842,85.8483,85.8823,85.94263,85.991516,86.141685
2017-02-15,85.81453,85.87464,85.901184,85.92543,85.93944,86.09183,86.12727
2017-02-16,85.87554,85.917114,85.92417,85.927956,86.10248,86.14158,86.17282
2017-02-17,85.903244,85.92136,85.9354,86.13713,86.14348,86.16073,86.22712
2017-02-26,85.9005,85.93965,86.09592,86.13982,86.16453,86.19655,86.23865
2017-02-27,85.94845,86.15805,86.12961,86.15928,86.19822,86.25563,86.271706
2017-02-28,86.13154,86.144165,86.17758,86.207405,86.23289,86.25895,86.30973
2017-03-01,86.14605,86.14989,86.20867,86.24277,86.257324,86.285934,86.2705
2017-03-02,86.17948,86.19257,86.28355,86.25908,86.29448,86.298775,86.35267
2017-03-03,86.23429,86.240036,86.26898,86.292076,86.32994,86.3911,86.36067
2017-03-05,86.244316,86.24658,86.25524,86.27095,86.34833,86.333466,86.28191
2017-03-06,86.27631,86.286674,86.312195,86.32506,86.31903,86.29555,86.34878
2017-03-07,86.27931,86.2653,86.38039,86.32906,86.32223,86.37884,86.3567
2017-03-08,86.30128,86.32189,86.29226,86.35008,86.34406,86.330605,86.32349
2017-03-09,86.3285,86.318825,86.34482,86.32258,86.31534,86.35175,86.42273
2017-03-10,86.294716,86.313644,86.36276,86.32572,86.40885,86.42666,86.49505
2017-03-12,86.34746,86.30064,86.28436,86.35698,86.43808,86.48317,86.533554
2017-03-13,86.34247,86.33882,86.3823,86.422714,86.51512,86.534775,86.54977
2017-03-14,86.291626,86.36496,86.42377,86.484886,86.54241,86.560455,86.56479
2017-03-15,86.34938,86.41431,86.44771,86.52008,86.57028,86.53507,86.575485
2017-03-16,86.41578,86.49516,86.503654,86.55196,86.5667,86.55137,86.56872
2017-03-17,86.48248,86.50349,86.56017,86.54947,86.592735,86.57277,86.533676
2017-03-19,86.53984,86.5821,86.55985,86.59302,86.56257,86.5681,86.55553
2017-03-20,86.553024,86.502075,86.570175,86.562805,86.5654,86.56411,86.54589
2017-03-21,86.54762,86.64576,86.56779,86.56567,86.594185,86.58501,86.56965
2017-03-22,86.57917,86.57263,86.543465,86.59447,86.56164,86.55018,86.565506
2017-03-23,86.56842,86.56971,86.57107,86.56186,86.56471,86.54892,86.58827
2017-03-24,86.563354,86.54064,86.568535,86.56493,86.59563,86.57403,86.58489
2017-03-26,86.58858,86.573524,86.54211,86.595856,86.56066,86.568535,86.57972
2017-03-27,86.5568,86.5704,86.57205,86.56087,86.56392,86.56388,86.610054
2017-03-28,86.58797,86.539215,86.569244,86.5642,86.59693,86.588135,86.455795
2017-03-29,86.580154,86.574455,86.54068,86.59723,86.55966,86.49301,86.39884
2017-03-30,86.54066,86.571106,86.57304,86.55992,86.52697,86.46951,86.35984
2017-03-31,86.56546,86.53782,86.57001,86.52716,86.38855,86.39124,86.330574
2017-04-02,86.55809,86.575386,86.47538,86.388596,86.37222,86.34671,86.344475
2017-04-03,86.59439,86.46796,86.447525,86.372284,86.32269,86.33869,86.25404
2017-04-04,86.47623,86.47989,86.39772,86.32268,86.30519,86.30754,86.249916
2017-04-05,86.39342,86.341324,86.38915,86.30518,86.27118,86.32762,86.243515
2017-04-06,86.37143,86.37837,86.32084,86.27113,86.307144,86.2442,86.202644
2017-04-07,86.38502,86.30466,86.30363,86.30709,86.239334,86.218056,85.50875
2017-04-09,86.34273,86.310524,86.237274,86.203705,86.23839,85.43393,85.39386
2017-04-10,86.294426,86.27087,86.2691,86.2308,85.42943,85.388306,85.293625
2017-04-11,86.303,86.26002,86.17052,85.42359,85.42299,85.29477,85.03972
2017-04-12,86.259575,86.23401,85.4304,85.293465,85.30441,85.09238,84.915565
2017-04-13,86.23577,85.461426,85.34943,85.334526,85.06266,84.86632,84.77713
2017-04-16,85.46455,85.34508,85.32124,85.10968,84.91471,84.866165,84.68735
2017-04-17,85.35509,85.31166,85.080505,84.90453,84.86826,84.63246,84.561356
2017-04-18,85.27707,85.06436,84.91964,84.82911,84.66986,84.55944,84.472244
2017-04-19,85.07168,84.93324,84.853294,84.68262,84.52455,84.48054,84.3719
2017-04-20,84.90878,84.80266,84.67164,84.51042,84.45756,84.28416,84.23531
2017-04-21,84.82794,84.71527,84.53437,84.46955,84.332245,84.18231,83.89325
2017-04-23,84.67952,84.47558,84.45466,84.31005,84.24865,83.930115,83.67543
2017-04-24,84.461655,84.46561,84.32804,84.22257,83.85943,83.6984,83.51066
2017-04-25,84.46127,84.33266,84.21304,83.879,83.682465,83.53528,83.45623
2017-04-26,84.2992,84.2445,83.854416,83.666565,83.55309,83.48158,83.48509
2017-04-27,84.246124,83.89003,83.726906,83.50814,83.42634,83.463776,83.50459
2017-04-28,83.92051,83.62025,83.51611,83.507614,83.44106,83.48189,83.45387
2017-04-30,83.66949,83.49605,83.512085,83.48025,83.4997,83.46344,83.46056
2017-05-01,83.539,83.50247,83.46552,83.49094,83.51313,83.4827,83.404305
2017-05-02,83.516174,83.47504,83.4601,83.46444,83.45084,83.4861,83.408
2017-05-03,83.52255,83.44835,83.53364,83.46938,83.329704,83.400635,83.443985
2017-05-04,83.436485,83.44837,83.47867,83.41312,83.39068,83.397964,83.40344
2017-05-05,83.46007,83.4694,83.41659,83.394325,83.415375,83.42626,83.40732
2017-05-07,83.38849,83.410805,83.39588,83.41335,83.406555,83.38441,83.44518
2017-05-08,83.397514,83.39187,83.4164,83.394005,83.39253,83.41891,83.4026
2017-05-09,83.43729,83.41103,83.39557,83.413605,83.429344,83.44378,83.40671
2017-05-10,83.403206,83.391556,83.41672,83.39369,83.392044,83.36547,83.4463
2017-05-11,83.43827,83.411285,83.395226,83.41388,83.39,83.38303,83.40185
2017-05-12,83.397575,83.391266,83.417046,83.393425,83.38542,83.41342,83.3923
2017-05-14,83.38728,83.411575,83.39492,83.41413,83.41514,83.33456,83.31351
2017-05-15,83.443596,83.391014,83.41736,83.393196,83.38372,83.30821,83.26723
2017-05-16,83.41265,83.41181,83.39462,83.416336,83.33502,83.284195,83.23054
2017-05-17,83.418724,83.39076,83.34199,83.287025,83.306145,83.26213,83.18685
2017-05-18,83.38989,83.400276,83.29027,83.25075,83.27683,83.25253,83.32041
2017-05-19,83.390274,83.345024,83.321,83.276886,83.24467,83.230934,83.228966
2017-05-21,83.325356,83.31661,83.272194,83.26405,83.268036,83.272354,83.28859
2017-05-22,83.29909,83.252975,83.28162,83.21316,83.29284,83.30718,83.33318
2017-05-23,83.30438,83.21901,83.199104,83.296135,83.30018,83.2889,83.31189
2017-05-24,83.18677,83.206314,83.2565,83.31085,83.337074,83.307556,83.26518
2017-05-25,83.20875,83.23798,83.30839,83.28624,83.31093,83.28852,83.2875
2017-05-26,83.27394,83.30396,83.30179,83.33195,83.260796,83.30795,83.33631
2017-05-28,83.295006,83.327576,83.31084,83.3154,83.27856,83.28817,83.313
2017-05-29,83.29006,83.28841,83.3047,83.28311,83.322784,83.30833,83.262146
2017-05-30,83.29768,83.28706,83.27804,83.30359,83.29716,83.28785,83.286446
2017-05-31,83.31714,83.31522,83.31014,83.281136,83.30942,83.308716,83.33928
2017-06-01,83.313324,83.30906,83.30495,83.32475,83.25265,83.28751,83.31401
2017-06-02,83.34871,83.30385,83.2697,83.30596,83.29227,83.30904,83.222015
2017-06-04,83.30581,83.33072,83.309425,83.27679,83.37414,83.22011,83.219
2017-06-05,83.30227,83.286156,83.3056,83.29042,83.28267,83.21391,83.18372
2017-06-06,83.33264,83.28469,83.26841,83.250084,83.21585,83.17464,83.190315
2017-06-07,83.264595,83.316444,83.238106,83.15366,83.19594,83.13467,83.053314
2017-06-08,83.29208,83.26314,83.18905,83.26332,83.17576,83.07105,83.041504
2017-06-09,83.23095,83.18186,83.208244,83.20455,83.06585,83.031876,83.07326
2017-06-11,83.15265,83.24604,83.16141,83.11274,83.02719,83.02219,83.02644
2017-06-12,83.17198,83.14583,83.090355,83.04188,83.032036,83.052895,83.02688
2017-06-13,83.14094,83.10431,83.02142,83.019585,83.06372,83.039246,83.10042
2017-06-14,83.05487,83.043,83.0427,83.070625,83.03279,83.027145,83.048706
2017-06-15,83.089676,83.026764,83.084145,83.07588,83.038864,83.06529,83.07754
2017-06-16,83.018845,83.04326,83.04877,83.0308,83.026505,83.09781,83.03397
2017-06-18,83.03029,83.05204,83.06254,83.0493,83.0614,83.082886,83.03244
2017-06-19,83.08343,83.05937,83.08589,83.0354,83.09146,83.03555,83.06715
2017-06-20,83.037155,83.03216,83.027435,83.07509,83.077705,83.02573,83.05955
2017-06-21,83.04372,83.08072,83.023705,83.07738,83.03353,83.06763,83.053246
2017-06-22,83.08476,83.04561,83.02442,83.04762,83.024185,83.0293,83.05769
2017-06-23,83.03489,83.02055,83.08574,83.07342,83.05351,83.04307,83.029
2017-06-25,83.04439,83.07243,83.021866,83.04961,83.04033,83.06729,83.08479
2017-06-26,83.08655,83.07675,83.0402,83.04535,83.02862,83.101166,83.19103
2017-06-27,83.01416,83.031624,83.0874,83.04599,83.04877,83.19205,83.227776
2017-06-28,83.027954,83.073166,83.02529,83.112564,83.09802,83.256485,83.4318
2017-06-29,83.073746,83.03918,83.12475,83.1418,83.31621,83.29636,83.4766
2017-06-30,83.03817,83.08539,83.207275,83.271614,83.46636,83.43962,83.59155
2017-07-02,83.11894,83.17096,83.23756,83.344894,83.47394,83.62827,83.81815
2017-07-03,83.14222,83.26558,83.367516,83.398834,83.65061,83.79557,83.924736
2017-07-04,83.33132,83.44473,83.49149,83.59485,83.79606,83.97037,84.097595
2017-07-05,83.4079,83.4629,83.602425,83.81747,83.92655,84.160576,84.2063
2017-07-06,83.44041,83.59939,83.86891,83.9601,84.0862,84.24585,84.26303
2017-07-07,83.60312,83.818726,83.91803,84.07002,84.20865,84.231255,84.508644
2017-07-09,83.82371,83.933846,84.073524,84.10926,84.259605,84.465836,84.57924
2017-07-10,83.92299,84.08735,84.215,84.26555,84.45818,84.59674,84.61107
2017-07-11,84.0917,84.222916,84.27781,84.48184,84.54369,84.634186,84.611
2017-07-12,84.1873,84.21426,84.48527,84.53974,84.61865,84.60624,84.68077
2017-07-13,84.27483,84.47828,84.55896,84.61795,84.66047,84.67646,85.10911
2017-07-14,84.43078,84.61033,84.633896,84.65676,84.692215,85.087265,85.50978
2017-07-16,84.5211,84.62778,84.613396,84.6739,85.094,85.572426,86.00805
2017-07-17,84.60175,84.66702,84.64856,85.09161,85.51731,85.95841,86.08484
2017-07-18,84.62317,84.7014,85.109505,85.53049,85.93099,86.08878,86.12596
2017-07-19,84.71396,85.1096,85.50615,85.974495,86.12016,86.12871,86.07743
2017-07-20,85.1155,85.561485,85.93674,86.0497,86.06653,86.111,86.13244
2017-07-21,85.489105,85.963264,86.10842,86.101,86.18138,86.19048,86.28394
2017-07-23,85.8937,86.028915,86.075005,86.152664,86.16847,86.32313,86.49451
2017-07-24,86.04692,86.10401,86.093315,86.255714,86.270706,86.45275,86.66037
2017-07-25,86.07954,86.19151,86.20741,86.28381,86.491615,86.65199,86.73697
2017-07-26,86.126114,86.26902,86.319435,86.50444,86.649796,86.73296,86.76247
2017-07-27,86.240685,86.28782,86.460014,86.663,86.727875,86.789024,86.89037
2017-07-28,86.39886,86.481224,86.6381,86.73858,86.76468,86.86539,87.028984
2017-07-30,86.492455,86.632935,86.65918,86.75839,86.8952,86.98983,87.481606
2017-07-31,86.61254,86.70944,86.72781,86.92305,87.01552,87.430824,87.6359
2017-08-01,86.68421,86.78371,86.83331,86.98292,87.456894,87.6101,87.70885
2017-08-02,86.79687,86.84538,86.9646,87.47073,87.59051,87.773346,87.71735
2017-08-03,86.8318,87.00597,87.49538,87.59029,87.73617,87.74783,87.76073
2017-08-04,86.97742,87.4889,87.58528,87.79538,87.72246,87.69267,87.72364
2017-08-06,87.48711,87.56857,87.75333,87.82207,87.745605,87.71908,87.73191
2017-08-07,87.56564,87.74662,87.706345,87.66298,87.72978,87.77607,87.73881
2017-08-08,87.71986,87.68975,87.72061,87.73973,87.71658,87.748825,87.70421
2017-08-09,87.740005,87.71698,87.74324,87.7031,87.74179,87.69015,87.71627
2017-08-10,87.71945,87.77563,87.71367,87.74461,87.72608,87.71827,87.76357
2017-08-11,87.74035,87.74755,87.70823,87.74064,87.75017,87.77861,87.7232
2017-08-13,87.719154,87.687325,87.73681,87.70192,87.69076,87.74971,87.73214
2017-08-14,87.74071,87.7162,87.69032,87.74542,87.69132,87.6879,87.73954
2017-08-15,87.71885,87.77797,87.68998,87.74123,87.69069,87.71749,87.70232
2017-08-16,87.741035,87.74841,87.727585,87.70087,87.73621,87.780685,87.71529
2017-08-17,87.71857,87.68528,87.71159,87.74612,87.70792,87.750404,87.76575
2017-08-18,87.741325,87.71553,87.76007,87.74173,87.69633,87.68591,87.72275
2017-08-20,87.71826,87.779945,87.7158,87.699844,87.75103,87.7168,87.73225
2017-08-21,87.741585,87.74908,87.789024,87.746735,87.69992,87.782455,87.74004
2017-08-22,87.717995,87.68347,87.75697,87.74216,87.74131,87.751,87.602325
2017-08-23,87.74183,87.7149,87.74597,87.69897,87.74896,87.59315,87.54317
