,GBPCHF,GBPCHF,GBPCHF,GBPCHF,GBPCHF,GBPCHF,GBPCHF
2011-12-13,1.4381071,1.4382452,1.4471765,1.4476154,1.443589,1.4419887,1.4448987
2011-12-14,1.4407318,1.4294494,1.4407787,1.434257,1.4430938,1.443031,1.4488189
2011-12-15,1.4343563,1.4373093,1.4400692,1.4439957,1.443775,1.4475121,1.4433835
2011-12-16,1.4354606,1.4392232,1.4395539,1.4450529,1.4487265,1.4439934,1.4455162
2011-12-18,1.4370295,1.4514371,1.4476864,1.4442565,1.4457399,1.4452814,1.4443846
2011-12-19,1.4403832,1.4435934,1.4415363,1.4412069,1.4428728,1.4409151,1.4460334
2011-12-20,1.4457369,1.4448394,1.4481138,1.4433447,1.4463742,1.4477671,1.4484051
2011-12-21,1.4435037,1.4458102,1.4429348,1.4426553,1.4459293,1.443692,1.4491893
2011-12-22,1.4479481,1.4500849,1.4448513,1.4450892,1.4463596,1.4483758,1.4452906
2011-12-23,1.4425011,1.4448999,1.4478583,1.446806,1.4467651,1.4471197,1.4484202
2011-12-27,1.4470235,1.4448028,1.4447106,1.4496437,1.4472033,1.4454806,1.4467202
2011-12-28,1.4452734,1.4478753,1.4453214,1.4466463,1.445504,1.448106,1.4481885
2011-12-29,1.4515998,1.4449877,1.4462175,1.4494603,1.4473723,1.4500726,1.4481952
2011-12-30,1.4507536,1.4464815,1.4490882,1.446774,1.4513217,1.4533684,1.4513229
2012-01-02,1.4481816,1.4499812,1.445491,1.4510492,1.4466298,1.4500618,1.4498972
2012-01-03,1.4477819,1.4510033,1.4485623,1.4493387,1.4526998,1.4502075,1.4562185
2012-01-04,1.4506743,1.4482341,1.4471874,1.4540291,1.4515967,1.4528182,1.4546864
2012-01-05,1.4489076,1.4470652,1.4496933,1.4549592,1.4551938,1.4561653,1.4561788
2012-01-06,1.4471133,1.4504819,1.4522742,1.4504479,1.4543831,1.4525934,1.4514644
2012-01-08,1.4537716,1.4494693,1.4545982,1.4537594,1.458103,1.4613101,1.4508055
2012-01-09,1.4492344,1.453367,1.4530284,1.4561511,1.4526775,1.456301,1.4492667
2012-01-10,1.4526861,1.4537535,1.4544657,1.4537064,1.4553039,1.4569395,1.4586592
2012-01-11,1.4568102,1.4525692,1.4546319,1.4615006,1.4576771,1.4581786,1.4573855
2012-01-12,1.4584253,1.4592986,1.4581635,1.4554965,1.458554,1.4547364,1.4542155
2012-01-13,1.454565,1.4554291,1.4540833,1.4570698,1.457639,1.4596527,1.458415
2012-01-15,1.4552395,1.4551634,1.4625171,1.4565878,1.4521195,1.4607937,1.4587474
2012-01-16,1.457612,1.4544115,1.4590666,1.4574646,1.4542598,1.4568857,1.4586425
2012-01-17,1.4535376,1.4552011,1.4609036,1.4603647,1.4602367,1.4559593,1.453887
2012-01-18,1.4580404,1.4541903,1.4559741,1.4516456,1.4541035,1.4526517,1.4595766
2012-01-19,1.4596139,1.456159,1.457778,1.4612838,1.462348,1.4526775,1.4598247
2012-01-20,1.458899,1.4552965,1.456922,1.4570271,1.4556478,1.4563785,1.4534473
2012-01-22,1.4572998,1.4537165,1.4543937,1.4606099,1.4557941,1.4561269,1.4608114
2012-01-23,1.4570787,1.4598968,1.4607855,1.4593256,1.4593763,1.4569516,1.4556473
2012-01-24,1.4569362,1.454682,1.4547126,1.4540908,1.4550056,1.4577458,1.4577142
2012-01-25,1.458833,1.4568737,1.4640291,1.4549792,1.4552561,1.4578171,1.4550972
2012-01-26,1.4606099,1.4596689,1.4607897,1.4596826,1.4567511,1.4551259,1.4600471
2012-01-27,1.4604173,1.4560411,1.4612095,1.457935,1.458008,1.44734,1.454987
2012-01-29,1.4559454,1.460642,1.456614,1.4556669,1.4557955,1.4583693,1.4555923
2012-01-30,1.4544972,1.4623201,1.4558423,1.4595078,1.4565922,1.4572319,1.4532183
2012-01-31,1.4580382,1.453484,1.4577775,1.4560742,1.4550209,1.4526638,1.4555429
2012-02-01,1.4549153,1.4576482,1.4552643,1.4573087,1.452459,1.4557601,1.4562807
2012-02-02,1.456224,1.4547293,1.4535134,1.4524705,1.4544774,1.452847,1.4489827
2012-02-03,1.4533737,1.4598231,1.453617,1.4532837,1.4553077,1.4549084,1.4543298
2012-02-05,1.4581654,1.453519,1.4531742,1.4560149,1.4536418,1.4551239,1.4587938
2012-02-06,1.4532285,1.4531053,1.4543854,1.4546678,1.4546932,1.4527533,1.4518621
2012-02-07,1.45402,1.4542779,1.4593927,1.4515183,1.4504802,1.4524608,1.4550133
2012-02-08,1.4497906,1.4554596,1.4522941,1.4481211,1.4548496,1.4499738,1.4512966
2012-02-09,1.4547352,1.4518827,1.4501189,1.4509124,1.4526234,1.4549006,1.4498786
2012-02-10,1.4495407,1.4527406,1.4505981,1.44761,1.4499106,1.4494357,1.450177
2012-02-12,1.4553934,1.4532766,1.4520323,1.4501535,1.4532319,1.4481473,1.4503334
2012-02-13,1.4515603,1.4530948,1.449263,1.4511889,1.4522219,1.4566065,1.4502368
2012-02-14,1.4527236,1.4520433,1.4527674,1.4514583,1.4474896,1.4487804,1.4508466
2012-02-15,1.453415,1.4508917,1.4499383,1.4548922,1.4525552,1.4483762,1.4517643
2012-02-16,1.4492025,1.4510226,1.4495794,1.452426,1.4500709,1.443428,1.4462276
2012-02-17,1.4452536,1.449652,1.4463246,1.4524472,1.4472023,1.4444748,1.4523402
2012-02-19,1.4533966,1.4499521,1.4474654,1.4467381,1.4439751,1.4530262,1.4439623
2012-02-20,1.4488899,1.4518005,1.4511024,1.450067,1.4438775,1.4511831,1.4447956
2012-02-21,1.4495027,1.4474492,1.4488347,1.4445379,1.4422146,1.4509995,1.4472435
2012-02-22,1.4495342,1.4497942,1.4453616,1.4478515,1.44809,1.4457176,1.4412673
2012-02-23,1.448722,1.4493291,1.441087,1.4451466,1.4385707,1.4520059,1.4497828
2012-02-24,1.4410448,1.4429747,1.4429619,1.445025,1.4514899,1.445342,1.4471657
2012-02-26,1.4515588,1.443933,1.445491,1.4461468,1.4430771,1.4393953,1.4476156
2012-02-27,1.451471,1.4484286,1.4473934,1.4506752,1.4474231,1.4389513,1.44487
2012-02-28,1.4495504,1.4471918,1.4452268,1.43851,1.441674,1.4438035,1.4500299
2012-02-29,1.4475653,1.4459262,1.4421278,1.4510874,1.4490979,1.4451237,1.4420161
2012-03-01,1.4474263,1.4408488,1.4473879,1.4404445,1.4402966,1.4468075,1.4493595
2012-03-02,1.4408376,1.4394667,1.4444883,1.4456425,1.4483851,1.4446187,1.4397353
2012-03-04,1.444978,1.4451753,1.4451712,1.4439559,1.4419812,1.4442146,1.4461331
2012-03-05,1.4456334,1.4412836,1.4370973,1.4451959,1.4470965,1.4464076,1.4416262
2012-03-06,1.442442,1.4402312,1.4400737,1.4442785,1.4417002,1.4468061,1.4444377
2012-03-07,1.4479935,1.4448205,1.4496859,1.4398009,1.4442317,1.4454036,1.4442699
2012-03-08,1.446638,1.4400822,1.4396868,1.4437926,1.4477345,1.4432995,1.4393101
2012-03-09,1.4388847,1.4499825,1.4427568,1.4460683,1.4479634,1.4453008,1.4431785
2012-03-11,1.4405144,1.4436457,1.4444152,1.441858,1.4448856,1.4455302,1.4395167
2012-03-12,1.4460677,1.4428009,1.4432659,1.4439708,1.4423643,1.4445424,1.4452937
2012-03-13,1.4419912,1.4436413,1.4403007,1.4425395,1.4463193,1.4433323,1.4446102
2012-03-14,1.4405767,1.4428074,1.4444956,1.4460251,1.4445326,1.4450313,1.4472479
2012-03-15,1.4426512,1.4479924,1.4469467,1.4462464,1.4454209,1.4458201,1.4452789
2012-03-16,1.447463,1.4404304,1.4444509,1.4478105,1.4438634,1.4466305,1.4398156
2012-03-18,1.4456853,1.442451,1.4439301,1.4422816,1.4452012,1.4467841,1.4415554
2012-03-19,1.4419413,1.4453368,1.4472953,1.4358485,1.4467472,1.4420276,1.4435916
2012-03-20,1.447443,1.443727,1.4415503,1.4432602,1.4397997,1.4405696,1.4398876
2012-03-21,1.44552,1.4451176,1.4464929,1.4396526,1.445465,1.4490075,1.4406012
2012-03-22,1.4399424,1.4436786,1.436202,1.4463496,1.441739,1.4400364,1.4390955
2012-03-23,1.4332101,1.4494398,1.4498174,1.4479994,1.4460574,1.4460546,1.4446656
2012-03-25,1.4468787,1.4473246,1.4427134,1.445293,1.4434105,1.4421413,1.4423963
2012-03-26,1.4380071,1.4389075,1.4469651,1.4471843,1.4436854,1.4448428,1.4410111
2012-03-27,1.446925,1.4476482,1.4417348,1.4416746,1.441166,1.4443609,1.4314446
2012-03-28,1.439544,1.4403002,1.4443866,1.4431391,1.4444346,1.4434633,1.4373453
2012-03-29,1.4420369,1.4428589,1.4424006,1.4428996,1.442232,1.4433262,1.4465361
2012-03-30,1.44306,1.4416116,1.4443028,1.439368,1.4423707,1.4354985,1.4454172
2012-04-01,1.4439794,1.439295,1.4441555,1.4417739,1.4415821,1.443908,1.4422071
2012-04-02,1.443118,1.4425945,1.4419106,1.4501567,1.4443687,1.4450458,1.4470606
2012-04-03,1.4434614,1.4457009,1.4414067,1.4417453,1.447732,1.4437506,1.4441823
2012-04-04,1.4444146,1.444335,1.4440436,1.4427506,1.4464839,1.4457216,1.4431453
2012-04-05,1.4412924,1.4421469,1.4431143,1.4447409,1.4447327,1.4401641,1.4471697
2012-04-08,1.4441882,1.4440328,1.4438426,1.4427953,1.4416364,1.4435892,1.445467
2012-04-09,1.4408739,1.4410118,1.441463,1.4450909,1.4386325,1.4472938,1.4440453
2012-04-10,1.4359341,1.4486667,1.4391497,1.4459369,1.4469681,1.4447399,1.4481014
2012-04-11,1.4495153,1.4440722,1.4429684,1.4465433,1.4462839,1.4527297,1.4458411
2012-04-12,1.440952,1.4444336,1.4471122,1.4417753,1.445806,1.4482877,1.4453607
2012-04-13,1.4460224,1.4440162,1.4420292,1.447005,1.4478,1.4407554,1.4469645
2012-04-15,1.4484291,1.4441359,1.4457443,1.4416153,1.4468509,1.448087,1.4481937
2012-04-16,1.4457667,1.4439774,1.445693,1.4526492,1.4487144,1.4464061,1.4477055
2012-04-17,1.449252,1.4467155,1.4478948,1.4474728,1.4474912,1.4482949,1.4503834
2012-04-18,1.4470972,1.4469557,1.4478742,1.4465251,1.4460967,1.4519234,1.4517823
2012-04-19,1.4469001,1.4494194,1.4491044,1.4492159,1.4507239,1.452375,1.45182
2012-04-20,1.4487915,1.4440956,1.448647,1.4494971,1.449622,1.4521599,1.455278
2012-04-22,1.4468739,1.4500862,1.4512001,1.4495687,1.4531056,1.4524536,1.4528778
2012-04-23,1.4490901,1.4516511,1.4515992,1.4505264,1.4529216,1.4557679,1.456836
2012-04-24,1.4522713,1.4506288,1.4542775,1.4495517,1.4495378,1.4544888,1.4547521
2012-04-25,1.449905,1.453997,1.453361,1.4487873,1.4499564,1.4534274,1.4543092
2012-04-26,1.4488231,1.4533614,1.4522575,1.4587145,1.4544797,1.4602362,1.4531047
2012-04-27,1.4531405,1.4512367,1.4524463,1.4606862,1.4552464,1.4580575,1.4601655
2012-04-29,1.4500847,1.4560591,1.4526775,1.4483207,1.4437262,1.454929,1.45325
2012-04-30,1.4529159,1.4554267,1.457722,1.4597318,1.4584002,1.464262,1.4668577
2012-05-01,1.4573116,1.4547665,1.4683597,1.4573112,1.4547733,1.4579216,1.4562726
2012-05-02,1.4578087,1.454772,1.4591973,1.4547515,1.4556658,1.455978,1.4678365
2012-05-03,1.4562309,1.4617862,1.4547837,1.4587208,1.4607819,1.4632002,1.464061
2012-05-04,1.4571308,1.4677017,1.4541148,1.45777,1.4599702,1.4588865,1.4679139
2012-05-06,1.4531257,1.4599999,1.461662,1.459412,1.4599409,1.4664283,1.4677757
2012-05-07,1.4534084,1.4568698,1.4585894,1.4625953,1.4652405,1.465209,1.4678326
2012-05-08,1.4600873,1.4630139,1.4600223,1.4621346,1.4648459,1.465857,1.4686695
2012-05-09,1.45917,1.4662387,1.4674011,1.4649444,1.4679592,1.4681878,1.4694731
2012-05-10,1.4575671,1.4631476,1.4669363,1.4679853,1.4692775,1.4703771,1.4692751
2012-05-11,1.4641929,1.4664146,1.4652531,1.4688863,1.4661964,1.4701092,1.4728541
2012-05-13,1.4670186,1.4679184,1.4668542,1.4692425,1.4683805,1.4726354,1.4699806
2012-05-14,1.4637705,1.4658079,1.4664298,1.470835,1.470006,1.4710499,1.4702407
2012-05-15,1.4703596,1.4677486,1.4675279,1.4733788,1.4738021,1.4757082,1.4732753
2012-05-16,1.4681511,1.4693476,1.4699947,1.4733633,1.4706722,1.4732292,1.475911
2012-05-17,1.4663913,1.4713869,1.4745111,1.4736626,1.473319,1.474372,1.4740052
2012-05-18,1.4694074,1.4730098,1.4729726,1.4736772,1.475376,1.4758143,1.4763237
2012-05-20,1.4739835,1.4727825,1.4729074,1.4747659,1.4765272,1.4766467,1.4793544
2012-05-21,1.4730026,1.4744091,1.4763727,1.4767461,1.475558,1.4817351,1.4795628
2012-05-22,1.4711193,1.4732924,1.4773169,1.479697,1.4796078,1.4817746,1.4880344
2012-05-23,1.4737628,1.4776924,1.4735783,1.4789298,1.4798871,1.4849865,1.4820713
2012-05-24,1.4760041,1.4769251,1.4777632,1.4831649,1.4873165,1.4870949,1.4859784
2012-05-25,1.4780337,1.4778581,1.479949,1.487283,1.487701,1.4849948,1.4880896
2012-05-27,1.4793215,1.4816093,1.4851184,1.4858451,1.4930471,1.4909074,1.4883984
2012-05-28,1.4780066,1.4847823,1.4895498,1.489891,1.4889487,1.4905107,1.492243
2012-05-29,1.4850405,1.4855473,1.4893752,1.4876273,1.4922681,1.4923761,1.4919248
2012-05-30,1.4875836,1.4880315,1.4842484,1.4927776,1.4950906,1.4874294,1.4892957
2012-05-31,1.4882673,1.4907109,1.491324,1.4932013,1.4821357,1.492296,1.4910231
2012-06-01,1.4895166,1.492412,1.4896569,1.4896362,1.4885309,1.4922626,1.4930918
2012-06-03,1.4878539,1.4937552,1.4899371,1.4884641,1.4916568,1.4872224,1.4879576
2012-06-04,1.4921973,1.4876223,1.489348,1.4942763,1.4901874,1.4921858,1.4891853
2012-06-05,1.4921949,1.493816,1.4922584,1.4878092,1.4914606,1.4921647,1.4922419
2012-06-06,1.4874752,1.4874914,1.4886833,1.4907289,1.4910959,1.4867368,1.4918612
2012-06-07,1.4921494,1.4938455,1.4887836,1.4953063,1.4904283,1.4859802,1.4933839
2012-06-08,1.4921341,1.4873482,1.4862248,1.4875374,1.4916875,1.4958926,1.4910089
2012-06-10,1.4865575,1.493886,1.4962051,1.4940166,1.4979758,1.4924569,1.4933884
2012-06-11,1.4921669,1.4932909,1.4915712,1.4901253,1.4918913,1.49007,1.4905692
2012-06-12,1.489259,1.4894708,1.4895499,1.4912524,1.4919999,1.4920633,1.4917033
2012-06-13,1.4921539,1.4911764,1.4904919,1.4912492,1.4942875,1.4900427,1.4901509
2012-06-14,1.4894948,1.4896005,1.492006,1.4946207,1.4920099,1.4897115,1.4947773
2012-06-15,1.4914254,1.4919684,1.4934946,1.4881397,1.4915539,1.4907794,1.4897466
2012-06-17,1.4878081,1.4902636,1.4917338,1.4948385,1.4912653,1.4937395,1.4923874
2012-06-18,1.4891144,1.491182,1.4924443,1.4876115,1.492828,1.491468,1.495799
2012-06-19,1.4876207,1.4928892,1.495394,1.4912156,1.488081,1.4918605,1.4912547
2012-06-20,1.4936135,1.4956248,1.4936708,1.4930936,1.495514,1.4962198,1.4893155
2012-06-21,1.4896739,1.4842234,1.4924065,1.4924744,1.4928675,1.489104,1.4946567
2012-06-22,1.4918447,1.4958947,1.4907429,1.4900349,1.4891188,1.4927397,1.4953607
2012-06-24,1.4871135,1.4896812,1.4931316,1.4941825,1.4887784,1.4923787,1.4879763
2012-06-25,1.4894336,1.4950126,1.4894915,1.4859878,1.4905281,1.4854558,1.4930004
2012-06-26,1.4842815,1.48999,1.4927891,1.491977,1.4937068,1.4895209,1.4911267
2012-06-27,1.4880785,1.4898224,1.4871066,1.4857025,1.4899571,1.4885025,1.4906125
2012-06-28,1.4922955,1.4933221,1.4892931,1.4932817,1.4848864,1.4910674,1.4893909
2012-06-29,1.4912442,1.4873672,1.4898022,1.4870572,1.4903829,1.4888002,1.4936819
2012-07-01,1.4945295,1.4882231,1.4933394,1.492823,1.4873632,1.4907628,1.4951364
2012-07-02,1.4886773,1.4884113,1.4907308,1.4904964,1.4937642,1.4913678,1.4921942
2012-07-03,1.489556,1.4941176,1.4918759,1.4913949,1.4907757,1.493195,1.4901319
2012-07-04,1.4894183,1.4894587,1.4891331,1.4883864,1.4890654,1.4920325,1.4925979
2012-07-05,1.4901409,1.493763,1.4904022,1.4933298,1.4890699,1.4881868,1.4881895
2012-07-06,1.4919012,1.4877806,1.4865541,1.4877493,1.4932789,1.492769,1.4926108
2012-07-08,1.4880947,1.4941106,1.4928579,1.4906616,1.4928248,1.4898435,1.4923187
2012-07-09,1.489607,1.4914126,1.4934545,1.4937481,1.489264,1.4927595,1.4883847
2012-07-10,1.489868,1.4930338,1.4907514,1.4930671,1.491843,1.4890746,1.4922409
2012-07-11,1.491863,1.4931916,1.4886348,1.4957248,1.4905616,1.4912839,1.490954
2012-07-12,1.490979,1.4892815,1.4948044,1.4931417,1.49092,1.4878838,1.4943835
2012-07-13,1.4936714,1.4914317,1.4884701,1.4913485,1.4930022,1.496669,1.4917649
2012-07-15,1.492564,1.4885318,1.4932557,1.4925125,1.4939114,1.491996,1.4965807
2012-07-16,1.4910802,1.4907402,1.4936454,1.4930418,1.49451,1.4910948,1.4962773
2012-07-17,1.4938991,1.4923716,1.4936912,1.4937947,1.4936473,1.4922345,1.4918076
2012-07-18,1.4934409,1.4937875,1.4985516,1.4963264,1.4957815,1.4977223,1.4940054
2012-07-19,1.4904978,1.4946783,1.492462,1.4949348,1.4989476,1.4990207,1.5048573
2012-07-20,1.4926431,1.4964571,1.496998,1.4945753,1.495076,1.5020287,1.5016313
2012-07-22,1.4935561,1.4955368,1.4960959,1.4965079,1.5010847,1.4978625,1.5049323
2012-07-23,1.4968104,1.5004445,1.4973629,1.5007029,1.5015208,1.5024896,1.5093321
2012-07-24,1.4993,1.4989796,1.499486,1.5010784,1.5028635,1.5079266,1.5107728
2012-07-25,1.4991027,1.5008997,1.4992954,1.5051827,1.5106536,1.5110595,1.5143977
2012-07-26,1.4984009,1.4983418,1.5048825,1.5090199,1.5134486,1.5126442,1.5178561
2012-07-27,1.4996815,1.5033026,1.5111525,1.5124209,1.5162578,1.518027,1.5189624
2012-07-29,1.5104032,1.5095468,1.5120614,1.5148706,1.5183069,1.5154035,1.5225763
2012-07-30,1.5119152,1.5145847,1.5180589,1.5153747,1.5180788,1.5225053,1.5205483
2012-07-31,1.5115253,1.5140548,1.5190432,1.5220234,1.5185776,1.5241914,1.5226473
2012-08-01,1.5150495,1.517961,1.5209692,1.5219424,1.519106,1.5202483,1.5192022
2012-08-02,1.5187393,1.5155437,1.5196285,1.5203615,1.525907,1.5242845,1.5214121
2012-08-03,1.5205477,1.5226203,1.5251422,1.5222012,1.521059,1.5201707,1.5227122
2012-08-05,1.519939,1.5241524,1.5258517,1.5206718,1.5245639,1.5243748,1.5194795
2012-08-06,1.5231681,1.5202782,1.5221066,1.5229304,1.5245653,1.5216675,1.5242552
2012-08-07,1.5237024,1.5242364,1.5190749,1.5224155,1.5207101,1.5275564,1.5273108
2012-08-08,1.5219837,1.5201888,1.518148,1.5220581,1.5288339,1.5302435,1.5225437
2012-08-09,1.5225023,1.5243106,1.5244435,1.5279648,1.5236527,1.5263648,1.5177331
2012-08-10,1.5232304,1.5242062,1.5260861,1.5270281,1.5221394,1.5309728,1.5244377
2012-08-12,1.5227749,1.5303345,1.5259043,1.5249195,1.5320714,1.5248443,1.5256271
2012-08-13,1.5250877,1.5199971,1.5245149,1.5245825,1.5255957,1.5237486,1.5292757
2012-08-14,1.5252626,1.5284082,1.525292,1.5257006,1.5332828,1.5309598,1.5295558
2012-08-15,1.5279166,1.5268553,1.5280646,1.5271816,1.5305656,1.5280257,1.526844
2012-08-16,1.5330906,1.5232002,1.5291789,1.5269411,1.5360076,1.5347388,1.5298498
2012-08-17,1.5217942,1.5268562,1.5304756,1.528246,1.5214114,1.5318228,1.5307478
2012-08-19,1.5235579,1.5300024,1.527356,1.5329423,1.531445,1.5251368,1.5251678
2012-08-20,1.5252448,1.5260694,1.5325409,1.5228707,1.5233213,1.5308329,1.5287739
2012-08-21,1.5309715,1.5253856,1.5286767,1.5238996,1.5310439,1.5279465,1.5305556
2012-08-22,1.5253934,1.5291988,1.5314977,1.5285182,1.5249435,1.5287546,1.5252337
2012-08-23,1.5363902,1.52815,1.5289121,1.5298755,1.5337024,1.5292838,1.5283904
2012-08-24,1.524373,1.5324538,1.5273073,1.5251212,1.5244361,1.5244756,1.5211152
2012-08-26,1.5319579,1.5348854,1.5285339,1.5321864,1.5253153,1.5320116,1.5320762
2012-08-27,1.5262175,1.5229377,1.5305432,1.5239,1.52418,1.5254725,1.5249634
2012-08-28,1.5280504,1.5300642,1.5264736,1.525701,1.5331979,1.5270854,1.5267277
2012-08-29,1.5284303,1.5274333,1.52534,1.5295177,1.5265268,1.5226661,1.5252999
2012-08-30,1.5275209,1.5297565,1.5292722,1.5255566,1.5248771,1.5233401,1.5229698
2012-08-31,1.5282322,1.5303959,1.532101,1.5259383,1.5249388,1.52421,1.5248817
2012-09-02,1.5312433,1.5268437,1.5224799,1.5265193,1.5241368,1.5233052,1.5227077
2012-09-03,1.5300561,1.523713,1.5228288,1.5237062,1.521833,1.5208001,1.5229352
2012-09-04,1.5232362,1.5287454,1.5245614,1.5232404,1.5221562,1.5304083,1.5205687
2012-09-05,1.5233293,1.5248287,1.5228207,1.5227457,1.5214517,1.5180162,1.519524
2012-09-06,1.5255808,1.5254923,1.5210471,1.5221677,1.5183284,1.5209686,1.5207725
2012-09-07,1.5238799,1.5212518,1.5204263,1.5210872,1.5192597,1.5077405,1.5143168
2012-09-09,1.5225266,1.5212557,1.5216831,1.52458,1.5193065,1.5153053,1.5234205
2012-09-10,1.5212836,1.5216765,1.5113304,1.5186323,1.518343,1.5184808,1.5140455
2012-09-11,1.5221928,1.5183907,1.5184305,1.5168223,1.5157515,1.5169786,1.516754
2012-09-12,1.5214779,1.5182681,1.5202308,1.5196345,1.5167332,1.5176195,1.5204484
2012-09-13,1.5216655,1.5161257,1.5205112,1.5194275,1.5200692,1.519204,1.5193061
2012-09-14,1.5187399,1.5177606,1.5192776,1.5225964,1.5141866,1.5165702,1.5177332
2012-09-16,1.514589,1.5166228,1.5213149,1.5171423,1.5186132,1.513871,1.520329
2012-09-17,1.5171182,1.5189558,1.516815,1.5174072,1.5179058,1.517693,1.5176148
2012-09-18,1.5179503,1.5199615,1.5166376,1.5116469,1.5198534,1.5220768,1.5155935
2012-09-19,1.5168623,1.5193892,1.5189568,1.5196606,1.5153152,1.5163025,1.5195881
2012-09-20,1.5177696,1.5160651,1.5148355,1.515242,1.5183476,1.5146155,1.513193
2012-09-21,1.5170652,1.5111644,1.5128882,1.5175306,1.5182095,1.5157002,1.5161959
2012-09-23,1.5162807,1.5175893,1.5179353,1.5196749,1.5202715,1.5170417,1.5157065
2012-09-24,1.5176787,1.5155579,1.516537,1.5137624,1.522428,1.5158999,1.516271
2012-09-25,1.5168867,1.5153905,1.5148785,1.5149461,1.5084459,1.5160968,1.5156891
2012-09-26,1.5178455,1.5148422,1.5102305,1.5152198,1.5198311,1.5152782,1.5178937
2012-09-27,1.5187923,1.5140321,1.521599,1.5149333,1.5100305,1.5133033,1.5134265
2012-09-28,1.511263,1.5155513,1.5099363,1.516252,1.5137849,1.5156009,1.5146314
2012-09-30,1.5215088,1.5161755,1.5158663,1.5137861,1.5133251,1.5139381,1.5139375
2012-10-01,1.5091563,1.5155699,1.5176003,1.5161344,1.5151047,1.5114852,1.5133008
2012-10-02,1.5148208,1.5131352,1.5159878,1.514969,1.5173463,1.5116146,1.5154408
2012-10-03,1.5162616,1.5149066,1.5142984,1.5107965,1.5131582,1.5159132,1.512638
2012-10-04,1.5160456,1.5161757,1.513314,1.5145496,1.5140407,1.5144558,1.5139862
2012-10-05,1.5148515,1.5157351,1.5132209,1.515746,1.5127003,1.5141567,1.5128254
2012-10-07,1.5188608,1.5165918,1.51419,1.5122249,1.5129272,1.5152252,1.5123339
2012-10-08,1.5155182,1.5145869,1.5131754,1.5121051,1.5123923,1.5119133,1.5114034
2012-10-09,1.5161587,1.5132203,1.512763,1.5099382,1.5119098,1.5112983,1.5110168
2012-10-10,1.5136267,1.5133858,1.5128982,1.5132567,1.5111566,1.5121583,1.5111221
2012-10-11,1.5135225,1.5132768,1.5133597,1.5113475,1.5109944,1.5091002,1.5100615
2012-10-12,1.5137103,1.5116835,1.510397,1.5110987,1.5118723,1.5085994,1.5093503
2012-10-14,1.510988,1.5122262,1.5105479,1.510003,1.5101072,1.5086098,1.508378
2012-10-15,1.5123807,1.5104346,1.5113965,1.5109122,1.5088356,1.5079979,1.5104825
2012-10-16,1.5125617,1.5117003,1.5107675,1.5097945,1.5089774,1.506177,1.509614
2012-10-17,1.5085654,1.5085834,1.5091798,1.507132,1.5056078,1.5093949,1.502743
2012-10-18,1.5115283,1.5102034,1.5086675,1.5060161,1.5076094,1.5063399,1.5051762
2012-10-19,1.5075132,1.5062408,1.504145,1.5092134,1.5061994,1.5041425,1.5052994
2012-10-21,1.5079203,1.5061768,1.5100459,1.5037518,1.5045055,1.5050255,1.5044489
2012-10-22,1.5071872,1.5067089,1.5092449,1.5071414,1.5052031,1.5055696,1.5119835
2012-10-23,1.5086025,1.5031862,1.5088977,1.5030302,1.5065773,1.5045761,1.5052816
2012-10-24,1.508519,1.5078697,1.5023781,1.5040494,1.5016772,1.5023276,1.5016454
2012-10-25,1.5072474,1.5019124,1.5039756,1.503432,1.5071934,1.5032012,1.5048912
2012-10-26,1.505097,1.5063467,1.5046053,1.5021616,1.5047144,1.5063655,1.500339
2012-10-28,1.5048244,1.503942,1.504113,1.5034044,1.506126,1.5044057,1.50575
2012-10-29,1.5060221,1.5060409,1.504016,1.5050801,1.5051981,1.5054398,1.5023161
2012-10-30,1.5037785,1.5026542,1.5019987,1.5034086,1.5022014,1.5017161,1.5018382
2012-10-31,1.504382,1.504788,1.5038407,1.5021254,1.5003067,1.5013156,1.5042288
2012-11-01,1.5055791,1.5041257,1.502573,1.503854,1.5044781,1.4977049,1.5020638
2012-11-02,1.5033671,1.5038958,1.504026,1.5004256,1.5038888,1.499511,1.5014707
2012-11-04,1.50325,1.4965112,1.5022357,1.5037812,1.5030398,1.5042945,1.5042808
2012-11-05,1.5010271,1.5045958,1.5038543,1.5021114,1.5040996,1.4993975,1.5055058
2012-11-06,1.5039432,1.5048193,1.5012548,1.5020647,1.5037208,1.5052029,1.5014913
2012-11-07,1.5039523,1.501082,1.5015838,1.5038509,1.5028375,1.5051076,1.504118
2012-11-08,1.5035305,1.5013252,1.5025537,1.5003049,1.5032881,1.5029792,1.5045793
2012-11-09,1.4997278,1.5022334,1.5051048,1.5037732,1.500317,1.5027372,1.5026306
2012-11-11,1.5006524,1.5015649,1.5012286,1.5020542,1.498122,1.501142,1.5049794
2012-11-12,1.5055271,1.5042144,1.502212,1.5020082,1.5037459,1.5024161,1.5069177
2012-11-13,1.505077,1.5036868,1.5015392,1.5012655,1.5004779,1.5039587,1.498607
2012-11-14,1.5029454,1.4868629,1.5032725,1.4953144,1.5011412,1.5012262,1.5006819
2012-11-15,1.5043323,1.5019573,1.5030906,1.5008954,1.5027906,1.5014151,1.5019581
2012-11-16,1.500891,1.5020895,1.513225,1.5007155,1.5000068,1.5031693,1.5030265
2012-11-18,1.4997379,1.5017403,1.5070102,1.5013852,1.4966824,1.5035558,1.4996568
