,GBPCHF,GBPCHF,GBPCHF,GBPCHF,GBPCHF,GBPCHF,GBPCHF
2012-11-19,1.4995902,1.5018642,1.5007267,1.5021238,1.5041292,1.5000509,1.5005455
2012-11-20,1.5011263,1.5006211,1.5028782,1.5049363,1.5051097,1.4995172,1.4969656
2012-11-21,1.5011833,1.5030032,1.5034827,1.4950655,1.4995157,1.5023613,1.5032105
2012-11-22,1.502573,1.4998295,1.4961,1.5035844,1.5012122,1.4955758,1.498208
2012-11-23,1.4971485,1.4979416,1.4995657,1.4990065,1.499115,1.5003288,1.500914
2012-11-25,1.5004712,1.4980261,1.5021354,1.4996097,1.5010722,1.5006676,1.5001407
2012-11-26,1.5014821,1.5019457,1.4988141,1.498286,1.4959517,1.4993062,1.5001379
2012-11-27,1.5021572,1.4962318,1.4997861,1.5016199,1.5017828,1.4978516,1.4967651
2012-11-28,1.5026113,1.4998236,1.5007273,1.4999774,1.4975053,1.4993584,1.4951729
2012-11-29,1.5027449,1.500172,1.50102,1.4995645,1.5019283,1.5008273,1.5027488
2012-11-30,1.4980408,1.4999597,1.4987185,1.4958817,1.4976102,1.5004967,1.4974964
2012-12-02,1.499793,1.4984846,1.4997184,1.4988427,1.5019683,1.4990057,1.5049031
2012-12-03,1.5002364,1.4954581,1.4986506,1.4982305,1.5008063,1.4974442,1.5025775
2012-12-04,1.4993656,1.5001888,1.5012519,1.5003666,1.4992641,1.4978788,1.4997321
2012-12-05,1.4983854,1.502395,1.5012302,1.500839,1.4969246,1.4957074,1.5045025
2012-12-06,1.4991702,1.4987557,1.5001836,1.5006654,1.4989384,1.5031149,1.5002424
2012-12-07,1.5012637,1.4977397,1.5019646,1.494354,1.4947879,1.4975305,1.4947226
2012-12-09,1.4983113,1.5042202,1.4956446,1.5015191,1.4923421,1.4998173,1.5008358
2012-12-10,1.4942232,1.5074818,1.5019925,1.4955307,1.5028046,1.4944916,1.4963077
2012-12-11,1.4963502,1.4997196,1.5025504,1.5024259,1.4963416,1.5006889,1.5007683
2012-12-12,1.5026373,1.5012459,1.4965502,1.494286,1.4992223,1.4954004,1.4984467
2012-12-13,1.4983251,1.4963751,1.502372,1.4977984,1.4934484,1.4973644,1.4954989
2012-12-14,1.5019213,1.4947907,1.4951879,1.496263,1.4930717,1.497147,1.4913019
2012-12-16,1.4946481,1.498686,1.4987769,1.4944968,1.4939218,1.4946634,1.4947357
2012-12-17,1.5023204,1.4950364,1.4961588,1.4927156,1.4945412,1.492903,1.4924417
2012-12-18,1.4916928,1.4935137,1.4986444,1.4944732,1.4958423,1.492617,1.4920474
2012-12-19,1.4953551,1.4907988,1.4902339,1.4951965,1.4956286,1.4946039,1.4888368
2012-12-20,1.4967005,1.4929831,1.4933912,1.4912875,1.4920678,1.4920723,1.4908512
2012-12-21,1.4948463,1.49537,1.4937897,1.490989,1.4898185,1.4885535,1.4893816
2012-12-23,1.4920573,1.4936762,1.491972,1.490757,1.4901203,1.492362,1.4874165
2012-12-24,1.4911551,1.4927269,1.4895375,1.4900641,1.4894629,1.492444,1.4897087
2012-12-26,1.4908247,1.4959482,1.4907298,1.4945207,1.4887972,1.4896336,1.4898702
2012-12-27,1.4926896,1.4919435,1.4889361,1.4918061,1.490295,1.4852139,1.488075
2012-12-28,1.4899915,1.488605,1.48734,1.4912808,1.4901898,1.4864131,1.4838198
2012-12-30,1.4909309,1.489514,1.4842529,1.4910426,1.4889963,1.4901459,1.4911311
2012-12-31,1.4883275,1.4879717,1.4836247,1.4881934,1.4881567,1.4914323,1.4891583
2013-01-02,1.4869792,1.4910483,1.4866112,1.4872001,1.4826317,1.4842644,1.4980574
2013-01-03,1.4908513,1.4873257,1.4822266,1.4977916,1.4893732,1.4860023,1.4835725
2013-01-04,1.4872688,1.4884229,1.4937754,1.4825401,1.4881986,1.4883349,1.4819207
2013-01-06,1.487861,1.4876648,1.4819268,1.493331,1.4885889,1.4901389,1.483741
2013-01-07,1.4842871,1.4848871,1.4914294,1.4832004,1.4844265,1.4828339,1.486048
2013-01-08,1.4874921,1.4854145,1.4867519,1.4840543,1.4848638,1.4868253,1.4865875
2013-01-09,1.4863212,1.4863769,1.4856757,1.4852649,1.4783974,1.4858441,1.4903324
2013-01-10,1.4963048,1.4780279,1.4882827,1.485799,1.482981,1.4889735,1.4825183
2013-01-11,1.4812379,1.493838,1.4868386,1.4838946,1.4923229,1.4813538,1.4848518
2013-01-13,1.4875408,1.4833097,1.4834101,1.484977,1.4856375,1.4855093,1.4843988
2013-01-14,1.4874713,1.4820101,1.48845,1.4837506,1.4845349,1.4855067,1.4877653
2013-01-15,1.4811943,1.488043,1.4834485,1.4849117,1.486363,1.4855014,1.4899229
2013-01-16,1.4886642,1.4852452,1.4860277,1.4853209,1.4849579,1.4842384,1.4819565
2013-01-17,1.4866493,1.4856884,1.4847728,1.4856775,1.487605,1.4848727,1.486742
2013-01-18,1.4867749,1.485801,1.4865524,1.4840773,1.4853883,1.4854078,1.4800832
2013-01-20,1.486742,1.4868171,1.4850796,1.4840631,1.4861456,1.4836421,1.4839514
2013-01-21,1.484776,1.4847109,1.4852484,1.483597,1.4819975,1.4812431,1.4826869
2013-01-22,1.4833006,1.4828885,1.4847534,1.4837217,1.4850323,1.4864472,1.4833173
2013-01-23,1.4898229,1.4850075,1.4820405,1.4819634,1.4834881,1.4806173,1.4810522
2013-01-24,1.4850268,1.4846332,1.4816022,1.4823338,1.4786235,1.4790595,1.481056
2013-01-25,1.4864676,1.483516,1.4811382,1.4840087,1.4823344,1.4814166,1.4784448
2013-01-27,1.4817477,1.4826353,1.4794517,1.4804993,1.4805375,1.4774721,1.4806
2013-01-28,1.4840637,1.4822683,1.477781,1.4854369,1.4805961,1.4776976,1.4784508
2013-01-29,1.4812075,1.4860847,1.4817832,1.4797435,1.4787273,1.4742918,1.4795265
2013-01-30,1.4813486,1.4823536,1.4771941,1.4807818,1.4787716,1.4792832,1.4752126
2013-01-31,1.4806521,1.4805102,1.4786316,1.4755781,1.4798205,1.4751081,1.4760967
2013-02-01,1.4810575,1.4812727,1.478535,1.4785223,1.4767983,1.477134,1.475414
2013-02-03,1.4813446,1.4796289,1.4746544,1.4737805,1.475261,1.474259,1.4756806
2013-02-04,1.4805976,1.474785,1.474875,1.4766052,1.473329,1.4743794,1.4758627
2013-02-05,1.479906,1.4756503,1.4746146,1.475222,1.4755648,1.4727558,1.4755213
2013-02-06,1.4775299,1.4769168,1.4798428,1.4749157,1.4746509,1.4764235,1.4744993
2013-02-07,1.4763964,1.4742094,1.4743023,1.4751881,1.4736435,1.4725549,1.4739746
2013-02-08,1.4750458,1.4760511,1.4763674,1.4738894,1.4743558,1.4730266,1.473337
2013-02-10,1.4721525,1.4735975,1.473664,1.4737644,1.4719781,1.473386,1.4722104
2013-02-11,1.476787,1.4749929,1.4744458,1.4735899,1.4700199,1.4693248,1.4638578
2013-02-12,1.4747916,1.4744045,1.4720773,1.4720521,1.4674233,1.4631041,1.4622561
2013-02-13,1.4738134,1.4733136,1.4699827,1.468227,1.4632299,1.4617954,1.4568448
2013-02-14,1.4720633,1.4705119,1.4698406,1.468685,1.4594096,1.453325,1.4525638
2013-02-15,1.4735867,1.4680377,1.4616628,1.4587948,1.4562812,1.4528748,1.448209
2013-02-17,1.4671556,1.4611931,1.4618775,1.4538143,1.4534472,1.4481796,1.4490085
2013-02-18,1.4677113,1.4618001,1.4563866,1.4510359,1.4512703,1.4456974,1.4438275
2013-02-19,1.4623213,1.4546709,1.4529948,1.449829,1.445014,1.4415653,1.4442505
2013-02-20,1.4575932,1.4527769,1.4520239,1.4458658,1.4424319,1.4393835,1.4435099
2013-02-21,1.4529284,1.4482827,1.4420774,1.4400723,1.4459623,1.4361484,1.4416726
2013-02-22,1.4489496,1.444499,1.4460913,1.4441029,1.4433264,1.4328995,1.4267026
2013-02-24,1.4473827,1.4452083,1.4395248,1.4393151,1.4337105,1.4353528,1.4325203
2013-02-25,1.4444582,1.4446851,1.4409345,1.4432536,1.4448905,1.4357697,1.4285399
2013-02-26,1.4387472,1.4421444,1.4381735,1.451524,1.4250205,1.4314272,1.4374481
2013-02-27,1.4365423,1.4373283,1.4340336,1.4334831,1.4425834,1.4323907,1.4343886
2013-02-28,1.4367836,1.4278803,1.4390686,1.4305962,1.4323128,1.417366,1.4334527
2013-03-01,1.4370534,1.4279937,1.4309404,1.4295828,1.4339815,1.427732,1.4245808
2013-03-03,1.428996,1.4342316,1.432296,1.427468,1.4327402,1.4244263,1.423331
2013-03-04,1.4292892,1.4339945,1.4267621,1.4325951,1.4258624,1.4241691,1.427839
2013-03-05,1.4385515,1.4334748,1.4268482,1.4297642,1.4246881,1.4282179,1.4256622
2013-03-06,1.4358134,1.4299347,1.4352196,1.4261075,1.4242201,1.4305713,1.4236023
2013-03-07,1.427836,1.4296111,1.4297614,1.4275107,1.4227676,1.424006,1.4203905
2013-03-08,1.4338818,1.420818,1.4281381,1.423946,1.4261837,1.414852,1.42507
2013-03-10,1.4344809,1.4248412,1.4210161,1.4295446,1.4260561,1.4223702,1.4287115
2013-03-11,1.4230922,1.4243685,1.4244988,1.4235177,1.4205446,1.4198482,1.4289526
2013-03-12,1.4222547,1.4321923,1.4274065,1.4226846,1.4235816,1.424681,1.4236095
2013-03-13,1.4284173,1.4221746,1.4214933,1.4283848,1.423285,1.4233977,1.4228635
2013-03-14,1.4244943,1.426543,1.4173119,1.4278003,1.421374,1.4252193,1.4230889
2013-03-15,1.4213619,1.4307139,1.418725,1.4207923,1.4224517,1.4239256,1.426568
2013-03-17,1.4121224,1.417186,1.4204471,1.4190454,1.4231974,1.4241242,1.42939
2013-03-18,1.429171,1.424177,1.41629,1.4266342,1.4246325,1.4244717,1.4245306
2013-03-19,1.4236603,1.423945,1.4307442,1.4238949,1.4250554,1.4247706,1.4252083
2013-03-20,1.4247469,1.4251764,1.4213068,1.423562,1.425078,1.4231962,1.42432
2013-03-21,1.4245889,1.4234238,1.424745,1.421814,1.4234774,1.4254322,1.4247494
2013-03-22,1.4242861,1.4246694,1.4233822,1.4224477,1.4245805,1.4238445,1.4253626
2013-03-24,1.4240923,1.4244776,1.4247789,1.4229732,1.4242072,1.4262998,1.4244374
2013-03-25,1.4249531,1.4241471,1.4233212,1.4213977,1.4256831,1.423063,1.4222133
2013-03-26,1.4239335,1.4238604,1.4248178,1.4242178,1.4210724,1.4231437,1.4234438
2013-03-27,1.423337,1.4253743,1.4232575,1.426069,1.4260828,1.4243876,1.4271204
2013-03-28,1.4241004,1.4232244,1.4248599,1.4238207,1.4226462,1.4280679,1.4221166
2013-03-31,1.4238904,1.4247525,1.4231892,1.4261224,1.4259781,1.4137988,1.422848
2013-04-01,1.4252889,1.4245182,1.4248431,1.4247319,1.4209088,1.4244556,1.4225812
2013-04-02,1.4197891,1.424115,1.4248931,1.4218829,1.425623,1.4232769,1.4268073
2013-04-03,1.4216361,1.4237648,1.4249024,1.4234868,1.425448,1.4245694,1.4255236
2013-04-04,1.4254848,1.4176487,1.4249222,1.4251915,1.4255633,1.4260725,1.4223999
2013-04-05,1.4242026,1.4267323,1.4248655,1.4260199,1.4247781,1.4254868,1.4290729
2013-04-07,1.4258186,1.4245219,1.4272923,1.4264482,1.4253398,1.4269516,1.4419268
2013-04-08,1.4251775,1.4277347,1.4239721,1.4263302,1.426886,1.4269832,1.4269506
2013-04-09,1.426284,1.4276587,1.4254369,1.4327329,1.4264042,1.4266214,1.4283533
2013-04-10,1.4286977,1.4225048,1.4301517,1.4253144,1.4329615,1.4279754,1.4304354
2013-04-11,1.4305193,1.4231725,1.4327701,1.4267533,1.42206,1.4211603,1.4315946
2013-04-12,1.4209845,1.4315174,1.4306294,1.4305906,1.4237897,1.4310031,1.4297839
2013-04-14,1.4239309,1.4279728,1.428406,1.4306785,1.4298203,1.4295255,1.4288696
2013-04-15,1.4324645,1.4323599,1.4276977,1.4276806,1.4273326,1.4292043,1.4304684
2013-04-16,1.4306083,1.42846,1.428259,1.4267602,1.4279783,1.4274708,1.4270532
2013-04-17,1.4284642,1.4256309,1.4307611,1.431159,1.427273,1.4306731,1.428653
2013-04-18,1.4275098,1.4309007,1.4291149,1.4233563,1.4286693,1.4297763,1.430742
2013-04-19,1.4263173,1.4253614,1.4283549,1.4294355,1.4258809,1.428067,1.4294125
2013-04-21,1.4300325,1.4277213,1.4357806,1.43118,1.4266807,1.4291039,1.4296681
2013-04-22,1.4295782,1.4274774,1.4225457,1.426186,1.4335493,1.4288888,1.4297707
2013-04-23,1.4333545,1.4277514,1.4292505,1.4278946,1.4323833,1.4305768,1.4310101
2013-04-24,1.4291129,1.4308097,1.4279096,1.4301428,1.4305903,1.4332135,1.4336709
2013-04-25,1.4263426,1.427561,1.4293199,1.4326882,1.4340758,1.4300513,1.429779
2013-04-26,1.4292758,1.4244183,1.4318607,1.4337964,1.4338516,1.4351141,1.434592
2013-04-28,1.4333464,1.4300069,1.4330842,1.427371,1.4377395,1.4337584,1.4373982
2013-04-29,1.4348215,1.4315856,1.4306536,1.4313941,1.4344642,1.4310186,1.4311922
2013-04-30,1.4291929,1.4341218,1.4303424,1.4311732,1.4339036,1.4352877,1.4343528
2013-05-01,1.4336475,1.4321618,1.4336895,1.4331634,1.4327983,1.4377718,1.4370263
2013-05-02,1.4348909,1.4339666,1.4316524,1.4381064,1.4349449,1.4355981,1.4350971
2013-05-03,1.4293027,1.431601,1.4332976,1.4369808,1.4317794,1.4359312,1.4382534
2013-05-05,1.4324797,1.430138,1.4317759,1.4353809,1.4350053,1.4377973,1.4356862
2013-05-06,1.4347919,1.4361203,1.4306766,1.4395242,1.4358186,1.4390193,1.4352665
2013-05-07,1.4383113,1.4348713,1.4391364,1.4374604,1.436228,1.4356582,1.4358815
2013-05-08,1.4408114,1.4341702,1.4339851,1.4351959,1.4390283,1.4411296,1.438794
2013-05-09,1.43458,1.4355783,1.4399893,1.4375328,1.4368061,1.4392053,1.4389495
2013-05-10,1.4381071,1.4341224,1.4345982,1.436525,1.4350477,1.4345093,1.4430958
2013-05-12,1.4400129,1.4340255,1.433994,1.4358188,1.4341227,1.444795,1.4471453
2013-05-13,1.4370441,1.4414289,1.4409846,1.4350313,1.4402283,1.4463502,1.44466
2013-05-14,1.436213,1.437711,1.4374743,1.443451,1.4451942,1.4476476,1.4498625
2013-05-15,1.4350753,1.4367573,1.4425696,1.4444369,1.4476569,1.4490347,1.4552464
2013-05-16,1.4350697,1.4381382,1.4442986,1.4466318,1.4504827,1.4505993,1.4538424
2013-05-17,1.4424627,1.445401,1.4466292,1.4479953,1.4535314,1.4479479,1.4532332
2013-05-19,1.4443774,1.4471713,1.4501919,1.4446623,1.4536748,1.4533349,1.4459153
2013-05-20,1.4508411,1.4518008,1.4534181,1.455671,1.4515473,1.4563452,1.4515214
2013-05-21,1.4471552,1.4516041,1.4531198,1.4541749,1.4552718,1.4601533,1.4515058
2013-05-22,1.4528762,1.4588575,1.453334,1.4582682,1.4486297,1.453538,1.4626763
2013-05-23,1.4529723,1.4557275,1.4568872,1.4602467,1.4639283,1.458675,1.4514813
2013-05-24,1.4538747,1.4504066,1.4537128,1.4631487,1.45433,1.4657526,1.464006
2013-05-26,1.4563547,1.4625058,1.4543989,1.4564527,1.4644392,1.4542384,1.4636983
2013-05-27,1.4591205,1.456221,1.4587721,1.4620042,1.4606786,1.458698,1.4585596
2013-05-28,1.4522172,1.4497784,1.463969,1.4542558,1.4565512,1.4583392,1.4559358
2013-05-29,1.4616207,1.4628302,1.4566901,1.4592006,1.4607009,1.4534757,1.4543105
2013-05-30,1.4620951,1.4620922,1.457848,1.4552736,1.4566376,1.4644784,1.4585912
2013-05-31,1.4588264,1.4584285,1.453186,1.4548627,1.4664845,1.460074,1.4611301
2013-06-02,1.4593918,1.456934,1.4512193,1.4528832,1.4590331,1.4535394,1.4563384
2013-06-03,1.4589556,1.4573209,1.4559907,1.456358,1.4528378,1.4591402,1.4564097
2013-06-04,1.4561766,1.4574039,1.4608122,1.4562516,1.4685073,1.4554732,1.4587095
2013-06-05,1.4559938,1.4573302,1.4539956,1.4577651,1.4555422,1.4557321,1.4589257
2013-06-06,1.4580102,1.4574182,1.4576788,1.4548911,1.4572183,1.454776,1.4560413
2013-06-07,1.4616908,1.4573395,1.4588732,1.453952,1.4586765,1.4572697,1.4567661
2013-06-09,1.456869,1.4572991,1.4572511,1.4501574,1.4555726,1.4530139,1.457593
2013-06-10,1.456439,1.4587128,1.4582896,1.4580085,1.4545368,1.4509978,1.4524652
2013-06-11,1.4575145,1.4598459,1.4592202,1.45866,1.460908,1.4559788,1.457532
2013-06-12,1.4572251,1.4565445,1.459069,1.4549768,1.4555395,1.4560003,1.4524738
2013-06-13,1.4574817,1.4581122,1.453785,1.4615052,1.4533895,1.457436,1.454197
2013-06-14,1.4581966,1.4541464,1.4547741,1.4575703,1.4570625,1.4577802,1.455919
2013-06-16,1.4515152,1.4592305,1.4542046,1.4567778,1.4576173,1.454841,1.4523976
2013-06-17,1.4586052,1.4586723,1.4567964,1.4556613,1.4550946,1.4525454,1.4471546
2013-06-18,1.4592717,1.4577644,1.4592843,1.4552609,1.4576354,1.4535913,1.4590827
2013-06-19,1.4586146,1.4528397,1.4580734,1.4589034,1.4507328,1.448354,1.4518576
2013-06-20,1.4532347,1.4561388,1.4531505,1.4547689,1.4471838,1.4562458,1.4559182
2013-06-21,1.451848,1.4562608,1.4571383,1.4539309,1.4543045,1.4515685,1.4514136
2013-06-23,1.4554077,1.4456615,1.4491447,1.4524673,1.4525335,1.4502344,1.4553182
2013-06-24,1.4662586,1.4547917,1.4518275,1.4530022,1.4523917,1.4547261,1.4515072
2013-06-25,1.4602588,1.45893,1.4517511,1.4547478,1.447834,1.4508103,1.4494599
2013-06-26,1.4549228,1.4544739,1.4566553,1.4513419,1.4504156,1.4531672,1.4490774
2013-06-27,1.4539675,1.4482822,1.4496372,1.4522305,1.4543566,1.4512627,1.448802
2013-06-28,1.4516153,1.4518837,1.4490842,1.4465203,1.4535441,1.4480455,1.4492847
2013-06-30,1.4536524,1.4502145,1.4527466,1.4519184,1.4488397,1.4462602,1.4482747
2013-07-01,1.4527107,1.4488845,1.4497321,1.4501812,1.4499106,1.4454105,1.450816
2013-07-02,1.4536357,1.4510756,1.4462237,1.4502698,1.4527868,1.4469699,1.4454751
2013-07-03,1.4535226,1.4478947,1.4475915,1.4454377,1.4472439,1.4480741,1.4424776
2013-07-04,1.4500675,1.4482229,1.4468193,1.4474366,1.4478931,1.4423333,1.4427992
2013-07-05,1.449695,1.4489145,1.4490112,1.4454685,1.4439443,1.4416273,1.4430021
2013-07-07,1.4483106,1.4489026,1.4484707,1.4432106,1.4464799,1.4435544,1.4418579
2013-07-08,1.448581,1.4473977,1.442426,1.443551,1.4466977,1.4476467,1.4432306
2013-07-09,1.4487894,1.448573,1.4437853,1.4422164,1.4456317,1.4434003,1.4411999
2013-07-10,1.4437728,1.4404706,1.4464208,1.445188,1.4470512,1.4431967,1.4425075
2013-07-11,1.4420664,1.4432741,1.4427501,1.4427087,1.4463117,1.4403645,1.4437459
2013-07-12,1.4431634,1.4437883,1.4430922,1.4453316,1.4414952,1.4345326,1.4391469
2013-07-14,1.4437997,1.4472816,1.4427938,1.4422432,1.4398474,1.4429505,1.4413253
2013-07-15,1.4418056,1.440791,1.441044,1.4394299,1.4405673,1.4436398,1.4433569
2013-07-16,1.4419227,1.4431136,1.4377679,1.443294,1.436453,1.437071,1.4435829
2013-07-17,1.4422761,1.4494452,1.441766,1.4393842,1.4433205,1.4442098,1.4368918
2013-07-18,1.4432476,1.4414396,1.4387511,1.4394398,1.442364,1.4402622,1.4376423
2013-07-19,1.4398513,1.4407206,1.441796,1.444212,1.4401339,1.441734,1.4456922
2013-07-21,1.4376783,1.4448428,1.4417531,1.4459442,1.4416188,1.445548,1.4365783
2013-07-22,1.4369543,1.4435573,1.4382162,1.438846,1.4465219,1.4342841,1.4340734
2013-07-23,1.4435084,1.4396641,1.4350111,1.4416966,1.4301043,1.4367416,1.4380591
2013-07-24,1.4428773,1.4396439,1.4406883,1.4340928,1.4446678,1.4368615,1.4316993
2013-07-25,1.4385508,1.4439285,1.4360049,1.4344001,1.4381936,1.4364096,1.4399314
2013-07-26,1.4357708,1.4341788,1.436167,1.443126,1.4375757,1.4364743,1.4373919
2013-07-28,1.4322422,1.4427717,1.4403603,1.431421,1.431208,1.4329007,1.4375123
2013-07-29,1.43192,1.434656,1.438118,1.4341505,1.4379604,1.437316,1.4315267
2013-07-30,1.4415432,1.440381,1.4337032,1.44239,1.4381316,1.434524,1.4356165
2013-07-31,1.4348376,1.4385265,1.4302559,1.4377959,1.4353638,1.4396374,1.432729
2013-08-01,1.4390782,1.4317257,1.438301,1.4350996,1.4380256,1.4333141,1.4354334
2013-08-02,1.4363092,1.4367158,1.4382629,1.4381673,1.4370894,1.4332968,1.4339652
2013-08-04,1.4402262,1.4349111,1.436351,1.436335,1.4344107,1.4365933,1.4307312
2013-08-05,1.4357883,1.4368824,1.4336185,1.4352411,1.4366962,1.4319229,1.4334264
2013-08-06,1.4363048,1.4370168,1.4357979,1.4343022,1.4352524,1.4361147,1.4327224
2013-08-07,1.4368852,1.4355721,1.4349949,1.4336613,1.4329419,1.4333885,1.4329726
2013-08-08,1.4321269,1.4348679,1.4313645,1.4331652,1.4331254,1.4324178,1.4313785
2013-08-09,1.4362909,1.4358308,1.4338144,1.4327245,1.4325266,1.432448,1.4330204
2013-08-11,1.435248,1.4340723,1.4309802,1.4332421,1.4317968,1.4325328,1.4313213
2013-08-12,1.433706,1.4331897,1.4320478,1.4317013,1.4320338,1.4307065,1.433078
2013-08-13,1.4315658,1.4325657,1.430271,1.4332967,1.4311175,1.4325153,1.4312588
2013-08-14,1.4337046,1.431102,1.4314796,1.4316446,1.4333625,1.4307909,1.4331387
2013-08-15,1.4317013,1.430908,1.4339895,1.4333537,1.4319338,1.4331335,1.4311941
2013-08-16,1.4336092,1.4323614,1.4307227,1.4315853,1.4321303,1.4332185,1.4332047
2013-08-18,1.4332497,1.4308461,1.4307984,1.4334149,1.4274288,1.4300358,1.4311265
2013-08-19,1.43328,1.4324137,1.4323143,1.431523,1.430788,1.4362701,1.4332732
2013-08-20,1.4312764,1.4307907,1.431118,1.4334794,1.4304965,1.4317819,1.4310561
2013-08-21,1.4325078,1.4327261,1.433919,1.4314575,1.4306921,1.4274607,1.4330051
2013-08-22,1.4311113,1.4311688,1.4330523,1.4335475,1.4332521,1.4321886,1.431351
2013-08-23,1.4337822,1.4307144,1.4327118,1.4313887,1.4328184,1.4311315,1.433563
2013-08-25,1.4316314,1.4312085,1.4329121,1.4325889,1.4346766,1.4384084,1.4299593
2013-08-26,1.4345481,1.4321864,1.4344517,1.4374582,1.4389789,1.4408963,1.4348327
2013-08-27,1.4326981,1.4343969,1.4338856,1.4291021,1.4369665,1.4342272,1.434519
2013-08-28,1.4370856,1.4322834,1.4328322,1.4328535,1.4321821,1.4341571,1.4352533
2013-08-29,1.4310982,1.4343531,1.4326601,1.4267507,1.4354705,1.4353993,1.4347119
2013-08-30,1.4340618,1.4259846,1.433907,1.432954,1.4346454,1.43398,1.4344113
2013-09-01,1.4325228,1.425604,1.4359674,1.4330387,1.4353445,1.434109,1.4338202
2013-09-02,1.4338623,1.4345987,1.4334847,1.433032,1.4334321,1.4354951,1.4398956
2013-09-03,1.432755,1.4345952,1.4337428,1.4331034,1.4341778,1.437594,1.4402654
2013-09-04,1.4351622,1.4345891,1.4344288,1.4351289,1.4369895,1.4358728,1.4410685
2013-09-05,1.4349132,1.434583,1.4351236,1.4398794,1.4379716,1.437038,1.4407518
2013-09-06,1.4334368,1.4345765,1.4351292,1.4405205,1.4396023,1.4381778,1.437126
2013-09-08,1.4349055,1.4366597,1.438818,1.4390554,1.4378173,1.4390115,1.4397104
2013-09-09,1.438854,1.438655,1.436819,1.442405,1.4427427,1.4410602,1.4448655
2013-09-10,1.4395065,1.4397058,1.4383168,1.4376347,1.4386106,1.4431945,1.4420618
2013-09-11,1.4394274,1.4369798,1.4399658,1.4476101,1.4434447,1.4446945,1.4451776
2013-09-12,1.4400802,1.4318575,1.4413171,1.4442021,1.4431274,1.4414966,1.4427207
2013-09-13,1.4430103,1.4424622,1.4429055,1.4424496,1.4459056,1.4447682,1.4430184
2013-09-15,1.4388144,1.4411572,1.4421288,1.439388,1.4374883,1.4493289,1.4470118
2013-09-16,1.4412907,1.4439074,1.4474094,1.4468839,1.4493592,1.4498712,1.4460721
2013-09-17,1.4355648,1.4495722,1.4543264,1.4458591,1.4502797,1.4501003,1.4509357
2013-09-18,1.4348816,1.4412739,1.4422102,1.4456413,1.4533297,1.4499918,1.4536192
2013-09-19,1.4473672,1.4490044,1.4482846,1.4488492,1.4506005,1.4529645,1.4573836
2013-09-20,1.4425946,1.4468138,1.4486499,1.450513,1.4528177,1.4560887,1.4568558
2013-09-22,1.4468162,1.4522173,1.4518954,1.4511662,1.45566,1.4566444,1.4547304
2013-09-23,1.4494607,1.4535084,1.4518621,1.4551799,1.4503765,1.4609163,1.4598371
2013-09-24,1.4513094,1.4521856,1.4552706,1.4567537,1.4570652,1.4634567,1.4586937
2013-09-25,1.4520421,1.4530387,1.4586866,1.4540197,1.4568737,1.4594595,1.46739
2013-09-26,1.4560969,1.4559381,1.457005,1.4489942,1.4472945,1.4598148,1.4591419
2013-09-27,1.4597741,1.4612788,1.4500008,1.455714,1.4542879,1.4660273,1.4563549
2013-09-29,1.455074,1.4568095,1.4635736,1.4388465,1.46475,1.4572605,1.4639463
2013-09-30,1.4586155,1.4688667,1.4660668,1.4652368,1.4602599,1.4604692,1.4624016
2013-10-01,1.4609808,1.4706665,1.4627132,1.4597441,1.460257,1.4627696,1.4642664
2013-10-02,1.455329,1.4631835,1.464239,1.4609829,1.4629362,1.4621515,1.4625094
2013-10-03,1.4596679,1.459816,1.462575,1.4609479,1.4630005,1.4604776,1.4636791
2013-10-04,1.4665686,1.4607171,1.4601743,1.4620297,1.4628369,1.45771,1.4610752
2013-10-06,1.4583874,1.4601884,1.4627621,1.462893,1.4630836,1.462084,1.458804
2013-10-07,1.4580595,1.4637586,1.4631124,1.4590726,1.461786,1.4621773,1.4637775
2013-10-08,1.456303,1.4615631,1.459868,1.4578153,1.4627699,1.461124,1.462343
2013-10-09,1.4596422,1.4627775,1.4641575,1.4595647,1.461532,1.4569803,1.4589872
2013-10-10,1.467773,1.4617673,1.463877,1.4610498,1.4606596,1.4633409,1.4607337
2013-10-11,1.460429,1.4624255,1.4603126,1.4596558,1.4625204,1.4622579,1.4622898
2013-10-13,1.4600405,1.4631107,1.4600763,1.4631662,1.4627128,1.4618399,1.4619236
2013-10-14,1.4602424,1.4616992,1.4600569,1.4638457,1.4637728,1.4539907,1.4644637
2013-10-15,1.461499,1.4644446,1.458778,1.4637458,1.4612114,1.4543471,1.4625661
2013-10-16,1.4614991,1.463572,1.4643431,1.4622421,1.4631588,1.4618855,1.4655986
2013-10-17,1.4569325,1.4667647,1.4641714,1.4568355,1.4656976,1.4607745,1.4641244
2013-10-18,1.4651468,1.459413,1.4639294,1.4623413,1.4604211,1.4614964,1.4582524
2013-10-20,1.4617125,1.4610397,1.456563,1.4570199,1.4546783,1.4570456,1.4519026
2013-10-21,1.4620832,1.4621596,1.4636331,1.4572506,1.457976,1.4619833,1.4565046
2013-10-22,1.459343,1.4590663,1.4639764,1.4599185,1.4566205,1.456073,1.4552635
2013-10-23,1.4618604,1.4653323,1.464745,1.4570209,1.456624,1.459204,1.4560256
2013-10-24,1.4620376,1.457486,1.4553404,1.4610124,1.4610554,1.4595491,1.458134
2013-10-25,1.4603518,1.4602934,1.4611121,1.4586737,1.4568925,1.4591535,1.4573036
