,EURDKK,EURDKK,EURDKK,EURDKK,EURDKK,EURDKK,EURDKK
2012-01-16,7.434606,7.43471,7.4346895,7.4341555,7.434128,7.433996,7.435066
2012-01-17,7.4343214,7.4343133,7.434336,7.4338427,7.435169,7.4343014,7.4348416
2012-01-18,7.434743,7.4346113,7.434668,7.4342475,7.43442,7.43394,7.4349113
2012-01-19,7.43478,7.434889,7.4350433,7.4350233,7.434832,7.434933,7.434806
2012-01-20,7.4341574,7.4342012,7.434865,7.43474,7.435095,7.4347744,7.4344554
2012-01-22,7.4349084,7.4358315,7.434682,7.434109,7.4351993,7.434274,7.435241
2012-01-23,7.434907,7.434394,7.434844,7.434528,7.4350843,7.434723,7.434309
2012-01-24,7.434983,7.4348583,7.435269,7.4352374,7.434499,7.4342794,7.4356856
2012-01-25,7.434353,7.4348245,7.4345107,7.4350977,7.4347806,7.4346113,7.434593
2012-01-26,7.4344864,7.435128,7.434935,7.4337707,7.434729,7.4345555,7.434626
2012-01-27,7.4346056,7.4346714,7.4339986,7.4345694,7.4346337,7.434745,7.4346337
2012-01-29,7.4349203,7.4346232,7.4346604,7.434569,7.4347987,7.4344273,7.4354386
2012-01-30,7.43447,7.4343896,7.4343157,7.4345636,7.4345903,7.4344163,7.433819
2012-01-31,7.434359,7.4348764,7.4345827,7.4345517,7.4343195,7.434164,7.4343596
2012-02-01,7.434672,7.43362,7.433764,7.434538,7.4345794,7.435013,7.43453
2012-02-02,7.4341187,7.4341683,7.433619,7.434517,7.434733,7.433948,7.4346466
2012-02-03,7.4342923,7.4346633,7.4337273,7.434479,7.4343348,7.434989,7.4345875
2012-02-05,7.433935,7.4335675,7.434618,7.434423,7.4356704,7.4344435,7.434758
2012-02-06,7.435506,7.435709,7.434277,7.4347463,7.434574,7.434573,7.434331
2012-02-07,7.4342594,7.434563,7.434647,7.434729,7.4347186,7.4343057,7.4343476
2012-02-08,7.433762,7.4342146,7.435331,7.434564,7.4343457,7.4345713,7.434333
2012-02-09,7.437096,7.435061,7.4343386,7.434061,7.4343324,7.434151,7.43435
2012-02-10,7.4336452,7.4344845,7.4343414,7.4347425,7.4343476,7.4344544,7.4341655
2012-02-12,7.4361787,7.434401,7.434327,7.433786,7.4343333,7.433979,7.4335504
2012-02-13,7.434285,7.435096,7.434344,7.4348636,7.433912,7.433346,7.4339533
2012-02-14,7.434216,7.43383,7.434329,7.433354,7.4333935,7.433456,7.434819
2012-02-15,7.4344845,7.434608,7.433816,7.4344954,7.4339433,7.43515,7.4350696
2012-02-16,7.4343224,7.434334,7.4335027,7.4334087,7.4342613,7.4344926,7.4342294
2012-02-17,7.4343376,7.43428,7.434235,7.4328203,7.4333444,7.431655,7.4337616
2012-02-19,7.4344945,7.4324255,7.434238,7.4337516,7.4341664,7.433785,7.432918
2012-02-20,7.4338813,7.433552,7.433827,7.434158,7.434799,7.435008,7.434641
2012-02-21,7.4332647,7.4335904,7.4344254,7.4337234,7.433993,7.4339848,7.432923
2012-02-22,7.4339347,7.4343805,7.433381,7.433586,7.4333634,7.4335666,7.4333835
2012-02-23,7.4342875,7.4344773,7.433553,7.4335823,7.4341354,7.433718,7.433501
2012-02-24,7.4340453,7.433591,7.4330416,7.433578,7.4333773,7.434093,7.433366
2012-02-26,7.4334235,7.4344635,7.4346414,7.4335737,7.433635,7.4341397,7.433289
2012-02-27,7.4340034,7.433587,7.4329257,7.4335704,7.434136,7.433884,7.433738
2012-02-28,7.4339986,7.434452,7.4345436,7.433567,7.43374,7.43323,7.434075
2012-02-29,7.43345,7.43358,7.4339795,7.4335637,7.434182,7.4334316,7.4338326
2012-03-01,7.43404,7.434445,7.433881,7.4335604,7.4337115,7.4340167,7.433639
2012-03-02,7.43399,7.4342413,7.4343204,7.433557,7.4341526,7.433475,7.43405
2012-03-04,7.4334273,7.4343853,7.433884,7.433311,7.433624,7.434186,7.4337316
2012-03-05,7.4340324,7.4341297,7.43431,7.4336247,7.434571,7.4331117,7.434537
2012-03-06,7.433979,7.4345,7.4331017,7.433369,7.433549,7.4335523,7.434367
2012-03-07,7.4338717,7.432562,7.4339867,7.4333677,7.4340405,7.433528,7.433986
2012-03-08,7.4341483,7.434555,7.4338555,7.4343076,7.4331293,7.4345407,7.434903
2012-03-09,7.4334993,7.4340463,7.4338074,7.432629,7.4342985,7.4341526,7.4342146
2012-03-11,7.43361,7.4331985,7.433614,7.434408,7.433751,7.434113,7.4339333
2012-03-12,7.4337087,7.4338627,7.433474,7.4339833,7.4339833,7.4342675,7.433392
2012-03-13,7.433944,7.434443,7.4336276,7.434043,7.433611,7.4338217,7.4350357
2012-03-14,7.433653,7.434041,7.434056,7.4343576,7.434825,7.4339275,7.4333076
2012-03-15,7.4341435,7.4333973,7.434311,7.433739,7.4340754,7.433128,7.434558
2012-03-16,7.433938,7.433897,7.433489,7.434046,7.433832,7.435246,7.434375
2012-03-18,7.433798,7.4339843,7.4340863,7.4348245,7.4341807,7.4344625,7.4346566
2012-03-19,7.4334936,7.4339585,7.43422,7.433608,7.4345264,7.4343734,7.434563
2012-03-20,7.4342217,7.435142,7.434087,7.436109,7.4343243,7.433983,7.434272
2012-03-21,7.4336376,7.43384,7.4340835,7.4346128,7.4343266,7.433325,7.4343495
2012-03-22,7.4332733,7.435067,7.4342494,7.434698,7.4333754,7.4346495,7.4348707
2012-03-23,7.434833,7.433227,7.434497,7.4344745,7.433762,7.4346714,7.434811
2012-03-25,7.4346585,7.434976,7.435273,7.4334946,7.4357605,7.4346986,7.435223
2012-03-26,7.4342184,7.435128,7.4361787,7.4353404,7.4343495,7.4346447,7.4341216
2012-03-27,7.434977,7.434605,7.4346976,7.4355345,7.4346724,7.4346943,7.435883
2012-03-28,7.434733,7.435605,7.434976,7.434349,7.4352636,7.4356265,7.435879
2012-03-29,7.4344296,7.434835,7.4346194,7.43444,7.435541,7.4346824,7.435636
2012-03-30,7.435714,7.4344244,7.435133,7.4346175,7.434258,7.435645,7.435154
2012-04-01,7.434419,7.4347773,7.4353137,7.4348793,7.435927,7.4362526,7.435045
2012-04-02,7.435663,7.435613,7.436221,7.435182,7.4344206,7.4350014,7.43494
2012-04-03,7.4357147,7.4345183,7.4350224,7.4354515,7.435968,7.435529,7.4347835
2012-04-04,7.435631,7.4356036,7.434057,7.4353633,7.434499,7.4353,7.4355702
2012-04-05,7.4348664,7.4347305,7.4352856,7.4348106,7.434793,7.4355407,7.435118
2012-04-08,7.43564,7.435641,7.435218,7.434212,7.435047,7.4353023,7.4352894
2012-04-09,7.4352474,7.4347024,7.435059,7.4352083,7.4358993,7.4355555,7.4364986
2012-04-10,7.435098,7.434521,7.435808,7.435196,7.4354577,7.4346375,7.4361873
2012-04-11,7.4344854,7.4357843,7.4365625,7.4349217,7.4349065,7.4345117,7.434725
2012-04-12,7.436113,7.4341574,7.4350176,7.435053,7.437013,7.436248,7.435805
2012-04-13,7.4354515,7.434908,7.4364476,7.436122,7.4363317,7.436628,7.4367366
2012-04-15,7.4370875,7.434875,7.4349732,7.435666,7.4362745,7.4355226,7.4358263
2012-04-16,7.4351387,7.4346066,7.435231,7.4361196,7.4355555,7.4361396,7.437045
2012-04-17,7.43612,7.4355774,7.4360185,7.436665,7.435949,7.4371815,7.4376197
2012-04-18,7.4360766,7.434744,7.436792,7.43604,7.4371614,7.4378133,7.438054
2012-04-19,7.435247,7.435713,7.4360194,7.4368896,7.43769,7.4380965,7.438116
2012-04-20,7.434739,7.4360695,7.4374228,7.4376497,7.438289,7.4381437,7.43827
2012-04-22,7.4379454,7.437192,7.4377127,7.4378777,7.4379206,7.438517,7.4387693
2012-04-23,7.4370513,7.438028,7.4379954,7.438108,7.4381113,7.43836,7.4381614
2012-04-24,7.437776,7.4380174,7.4380007,7.438403,7.438454,7.438502,7.436658
2012-04-25,7.4378896,7.4385085,7.4384856,7.43868,7.438851,7.4385576,7.4383783
2012-04-26,7.438288,7.438363,7.4385176,7.437782,7.439303,7.4380813,7.4384995
2012-04-27,7.438312,7.4386435,7.438802,7.4397416,7.4381595,7.4388623,7.4383245
2012-04-29,7.438513,7.4383373,7.4378633,7.438429,7.4372473,7.4386826,7.4386334
2012-04-30,7.438423,7.4382105,7.4375644,7.4393454,7.438368,7.4378777,7.438477
2012-05-01,7.438357,7.4388156,7.439227,7.4384117,7.439652,7.4375105,7.438582
2012-05-02,7.43844,7.4385104,7.439021,7.438304,7.4379053,7.4396496,7.438474
2012-05-03,7.4386773,7.439227,7.438391,7.4388533,7.4384212,7.438103,7.4385843
2012-05-04,7.4382453,7.4385366,7.4386373,7.437711,7.4387608,7.4394183,7.438466
2012-05-06,7.439494,7.4378495,7.4385033,7.4394197,7.438722,7.4379025,7.4385877
2012-05-07,7.437509,7.438371,7.4393344,7.437566,7.438672,7.4393272,7.4384623
2012-05-08,7.4392843,7.438843,7.4379478,7.439319,7.439138,7.438151,7.4385924
2012-05-09,7.4380684,7.439006,7.439175,7.437699,7.4390473,7.439236,7.438541
2012-05-10,7.438238,7.43815,7.4385242,7.4393463,7.438744,7.4381647,7.4386716
2012-05-11,7.438954,7.438462,7.4385543,7.438853,7.4381294,7.4389057,7.437321
2012-05-13,7.437932,7.439168,7.43858,7.4385257,7.4379215,7.4376464,7.4383397
2012-05-14,7.43898,7.4392877,7.4379497,7.437278,7.4380574,7.43869,7.438369
2012-05-15,7.438267,7.439469,7.4378877,7.4393225,7.4382634,7.4381957,7.438798
2012-05-16,7.4382076,7.4381394,7.437634,7.438597,7.438438,7.4381547,7.436094
2012-05-17,7.4387674,7.438773,7.43868,7.438489,7.437926,7.4377637,7.4378247
2012-05-18,7.438453,7.439075,7.4379764,7.4379244,7.4379706,7.4380937,7.4377246
2012-05-20,7.4389687,7.438094,7.437607,7.4381294,7.4378176,7.4379187,7.437617
2012-05-21,7.43816,7.437757,7.4373403,7.437826,7.4376855,7.4375362,7.43712
2012-05-22,7.4380107,7.4376597,7.438156,7.4376526,7.4375434,7.437161,7.4371343
2012-05-23,7.438269,7.437898,7.4376855,7.437664,7.436997,7.436886,7.436287
2012-05-24,7.43786,7.4376073,7.4376273,7.4373064,7.436663,7.4364243,7.4354815
2012-05-25,7.437665,7.4374495,7.4371905,7.436875,7.4363065,7.4358883,7.4341893
2012-05-27,7.4373207,7.437344,7.4368577,7.436296,7.43522,7.4340777,7.4333615
2012-05-28,7.43722,7.4363637,7.436071,7.4353695,7.4340115,7.433346,7.4333735
2012-05-29,7.4369535,7.436112,7.4355774,7.4341536,7.43485,7.433443,7.43345
2012-05-30,7.436328,7.435603,7.43459,7.4333224,7.434268,7.433625,7.433788
2012-05-31,7.4354205,7.433887,7.435531,7.4335465,7.433265,7.433534,7.4322176
2012-06-01,7.434277,7.433394,7.4339023,7.4342294,7.434239,7.4323316,7.433125
2012-06-03,7.4328594,7.4326835,7.4330297,7.4321027,7.4335566,7.4334292,7.432472
2012-06-04,7.4333134,7.433471,7.43365,7.4325867,7.432664,7.4331765,7.432399
2012-06-05,7.433262,7.43396,7.4333982,7.432581,7.433129,7.433164,7.4324794
2012-06-06,7.431925,7.433511,7.4334173,7.43262,7.4331913,7.432462,7.4328713
2012-06-07,7.4329715,7.432769,7.432241,7.4330153,7.4322386,7.432746,7.4318886
2012-06-08,7.4331884,7.431672,7.4335833,7.432109,7.4323897,7.4321227,7.4313025
2012-06-10,7.432486,7.43166,7.4333224,7.432305,7.4325514,7.432085,7.432163
2012-06-11,7.4325237,7.4322386,7.43201,7.4320593,7.4317408,7.431614,7.432806
2012-06-12,7.432364,7.4325466,7.4322023,7.433762,7.431978,7.4317164,7.433083
2012-06-13,7.4327273,7.4325137,7.4319606,7.4324465,7.431656,7.431655,7.432122
2012-06-14,7.4327064,7.432132,7.4322977,7.432806,7.430822,7.4323792,7.4316864
2012-06-15,7.4321465,7.4321218,7.4332743,7.432295,7.4320784,7.431953,7.4320188
2012-06-17,7.432375,7.432124,7.431124,7.4319463,7.4319577,7.4320745,7.4316106
2012-06-18,7.4320025,7.432668,7.431887,7.4320474,7.4315443,7.4319916,7.431322
2012-06-19,7.432596,7.4314885,7.4319677,7.4316163,7.4321404,7.430626,7.432091
2012-06-20,7.4323025,7.4320636,7.4320645,7.4321747,7.4323063,7.4318204,7.4318037
2012-06-21,7.431616,7.43174,7.4321866,7.4317927,7.4309525,7.431592,7.4311714
2012-06-22,7.4316287,7.43175,7.432936,7.4320517,7.4309406,7.431944,7.4320207
2012-06-24,7.431889,7.431405,7.432168,7.4318824,7.431834,7.431805,7.4310374
2012-06-25,7.4316797,7.4321256,7.431364,7.4321485,7.4321165,7.4318876,7.4318995
2012-06-26,7.431685,7.4312162,7.431693,7.4315834,7.4326563,7.4319677,7.431869
2012-06-27,7.432293,7.43209,7.4322557,7.431233,7.432042,7.432064,7.4319577
2012-06-28,7.4317904,7.4317894,7.4318376,7.4315457,7.4321065,7.4319124,7.4321823
2012-06-29,7.4314885,7.4303646,7.4321704,7.432516,7.432186,7.4318037,7.432395
2012-07-01,7.429017,7.431127,7.4320173,7.431758,7.432126,7.432445,7.431849
2012-07-02,7.432007,7.4319057,7.432058,7.4318504,7.4323916,7.432389,7.4313173
2012-07-03,7.432237,7.4317145,7.431678,7.4320855,7.4316363,7.432325,7.4323764
2012-07-04,7.431614,7.4324217,7.431688,7.432715,7.432267,7.432295,7.432178
2012-07-05,7.4322042,7.432237,7.4326344,7.4324503,7.4323473,7.4334826,7.4328012
2012-07-06,7.4323025,7.4323726,7.4329596,7.4324183,7.4333787,7.432851,7.431907
2012-07-08,7.4322658,7.4327326,7.4324765,7.433072,7.4334316,7.433265,7.434001
2012-07-09,7.4321027,7.4323373,7.43299,7.4328427,7.4320145,7.4329214,7.432073
2012-07-10,7.4328194,7.432474,7.432605,7.4319253,7.432695,7.43255,7.432969
2012-07-11,7.4321933,7.432762,7.433049,7.4322987,7.4322186,7.432446,7.433373
2012-07-12,7.4314103,7.432541,7.43363,7.4336534,7.4324594,7.4322743,7.4358926
2012-07-13,7.433165,7.4333673,7.434582,7.432606,7.433797,7.4322205,7.4324718
2012-07-15,7.432545,7.433293,7.433202,7.433532,7.4345684,7.4348435,7.433006
2012-07-16,7.43346,7.432579,7.4335723,7.4329443,7.4339066,7.4352455,7.4342093
2012-07-17,7.4334598,7.4333196,7.432099,7.4328065,7.4369464,7.4338226,7.433582
2012-07-18,7.432921,7.433787,7.4340835,7.433466,7.433437,7.43432,7.434553
2012-07-19,7.432303,7.432675,7.4330773,7.434404,7.4348736,7.4341946,7.434411
2012-07-20,7.4346914,7.432788,7.4335794,7.4340253,7.433834,7.434519,7.435831
2012-07-22,7.4337583,7.4353623,7.4353113,7.4341393,7.434448,7.43572,7.436939
2012-07-23,7.4332433,7.4336433,7.434333,7.4345403,7.4356656,7.436912,7.4372406
2012-07-24,7.433022,7.4341984,7.4344807,7.4360237,7.436955,7.4372125,7.4373064
2012-07-25,7.435299,7.434511,7.4357343,7.4369426,7.4371552,7.4375772,7.437802
2012-07-26,7.4344587,7.435703,7.4366117,7.4371614,7.4373603,7.43757,7.4378705
2012-07-27,7.435519,7.4369063,7.436978,7.437452,7.4379573,7.438962,7.4376774
2012-07-29,7.4368734,7.436665,7.437316,7.4379864,7.4390326,7.4374824,7.4374733
2012-07-30,7.4368577,7.437853,7.4376764,7.4378724,7.4383144,7.4372735,7.4372816
2012-07-31,7.4371314,7.438658,7.4377775,7.438064,7.439507,7.4367948,7.438681
2012-08-01,7.4379025,7.4384694,7.4388905,7.438858,7.4392686,7.4388614,7.439121
2012-08-02,7.435795,7.438659,7.437825,7.4384174,7.438534,7.4370213,7.4386935
2012-08-03,7.4379506,7.439123,7.4376674,7.4387517,7.439115,7.4393487,7.438981
2012-08-05,7.4390326,7.4383287,7.438162,7.4381275,7.4391527,7.43905,7.437483
2012-08-06,7.4382358,7.4375825,7.437717,7.4391017,7.438822,7.4388437,7.4385734
2012-08-07,7.4381385,7.4384227,7.4395657,7.43793,7.439362,7.4387302,7.438912
2012-08-08,7.4391336,7.4381933,7.437637,7.439766,7.4383254,7.439115,7.438725
2012-08-09,7.4399943,7.4378924,7.438421,7.4389253,7.4390006,7.439618,7.4394813
2012-08-10,7.440177,7.4385357,7.4386153,7.4385324,7.4394703,7.4391837,7.4390483
2012-08-12,7.4394407,7.4390516,7.4388456,7.4390674,7.4395137,7.4391875,7.439753
2012-08-13,7.4388843,7.438849,7.4382844,7.439002,7.4393306,7.439463,7.4390607
2012-08-14,7.4387937,7.4389167,7.439104,7.439067,7.439473,7.4399114,7.4397383
2012-08-15,7.4393,7.439273,7.4393926,7.4390597,7.4393096,7.439651,7.4406986
2012-08-16,7.4390607,7.439473,7.4392624,7.4401226,7.439638,7.4403863,7.441024
2012-08-17,7.4393315,7.4398527,7.440235,7.4398746,7.4407225,7.440752,7.441425
2012-08-19,7.4396887,7.4397244,7.4396195,7.4406834,7.441031,7.4408693,7.441454
2012-08-20,7.4395823,7.4394345,7.4406514,7.4411583,7.4411364,7.442333,7.441321
2012-08-21,7.4395947,7.440657,7.4408393,7.4411845,7.44174,7.441772,7.441982
2012-08-22,7.4406314,7.4408493,7.44146,7.441502,7.4420238,7.442653,7.441838
2012-08-23,7.4412875,7.4412584,7.441653,7.4416375,7.4420514,7.4423375,7.443161
2012-08-24,7.441375,7.4419484,7.442137,7.442249,7.4421854,7.4419675,7.442
2012-08-26,7.441747,7.442001,7.4415755,7.4428267,7.4420476,7.4417596,7.4420753
2012-08-27,7.44147,7.441735,7.4422693,7.441966,7.442999,7.4426966,7.4418426
2012-08-28,7.441906,7.441827,7.4420757,7.442419,7.442568,7.442764,7.4433546
2012-08-29,7.442186,7.4424376,7.443028,7.442878,7.4425282,7.4432354,7.4434495
2012-08-30,7.4423356,7.4426374,7.4423094,7.443022,7.44306,7.4432015,7.4437547
2012-08-31,7.442493,7.4432487,7.442639,7.4433675,7.4426775,7.443176,7.4444785
2012-09-02,7.4421825,7.442763,7.4434614,7.443085,7.4436913,7.44399,7.4443064
2012-09-03,7.442872,7.4433894,7.4430537,7.4439025,7.4441004,7.4444933,7.4459734
2012-09-04,7.443006,7.443046,7.443523,7.444623,7.4444766,7.44449,7.445206
2012-09-05,7.443114,7.4434075,7.4440765,7.444133,7.445803,7.4453864,7.446022
2012-09-06,7.443818,7.444125,7.444465,7.445728,7.4462857,7.4462533,7.445955
2012-09-07,7.444501,7.4445662,7.445373,7.4454923,7.44635,7.4459343,7.4472075
2012-09-09,7.4442058,7.44529,7.4450874,7.445278,7.4464855,7.4477186,7.4494634
2012-09-10,7.44447,7.446009,7.446025,7.4473147,7.447173,7.4480486,7.4482045
2012-09-11,7.4458833,7.446632,7.4469776,7.4474163,7.4474435,7.448444,7.448116
2012-09-12,7.4453125,7.4471555,7.4461527,7.447519,7.4483185,7.4481435,7.4479113
2012-09-13,7.4465513,7.448384,7.4470925,7.4479694,7.4476476,7.448456,7.4484754
2012-09-14,7.445789,7.446676,7.4491816,7.4490867,7.447688,7.4485693,7.4498487
2012-09-16,7.4480157,7.4471164,7.4479465,7.448123,7.4478183,7.4529014,7.4496055
2012-09-17,7.446784,7.448021,7.4486723,7.4480166,7.449674,7.4489355,7.4500666
2012-09-18,7.4482265,7.4480085,7.448801,7.4503555,7.4504976,7.45011,7.450035
2012-09-19,7.4491067,7.448807,7.4517217,7.449744,7.450237,7.4505353,7.4519405
2012-09-20,7.448209,7.448092,7.4490323,7.451394,7.4512916,7.4503794,7.4497395
2012-09-21,7.448469,7.4501047,7.450393,7.4499435,7.450303,7.451267,7.451123
2012-09-23,7.4482694,7.44978,7.4504843,7.4492445,7.451738,7.450646,7.4511967
2012-09-24,7.451037,7.450101,7.449592,7.4490027,7.450724,7.4508057,7.451974
2012-09-25,7.450611,7.451085,7.450469,7.451813,7.4517164,7.4514546,7.4511647
2012-09-26,7.4504757,7.450919,7.4514403,7.452299,7.4509735,7.451478,7.4523053
2012-09-27,7.4510875,7.4515324,7.450999,7.4508734,7.451913,7.451426,7.4531145
2012-09-28,7.4522767,7.4521294,7.45286,7.4512,7.4514747,7.4526153,7.4533687
2012-09-30,7.451032,7.4513893,7.450972,7.4524813,7.4521637,7.4538574,7.453661
2012-10-01,7.4517984,7.4513154,7.4515452,7.452627,7.4537697,7.45367,7.453979
2012-10-02,7.4519415,7.4519053,7.45223,7.453348,7.4541383,7.453965,7.4541507
2012-10-03,7.4522247,7.452276,7.453841,7.453337,7.4538093,7.4526253,7.4478245
2012-10-04,7.4520793,7.4531407,7.454055,7.452998,7.4536185,7.4542327,7.4535503
2012-10-05,7.453545,7.454074,7.4530635,7.4536705,7.455053,7.4548073,7.45569
2012-10-07,7.4537067,7.453831,7.4554706,7.4539104,7.452255,7.4542055,7.454523
2012-10-08,7.4523087,7.454278,7.453719,7.453228,7.4555154,7.455447,7.4542513
2012-10-09,7.4547167,7.453966,7.455459,7.4547243,7.454609,7.454698,7.4550023
2012-10-10,7.4556913,7.455955,7.455007,7.4544077,7.4543295,7.4553094,7.4553847
2012-10-11,7.453788,7.454265,7.4545045,7.456786,7.455549,7.455302,7.4550457
2012-10-12,7.45424,7.4544454,7.4540977,7.454358,7.455356,7.4553003,7.455003
2012-10-14,7.454673,7.4552045,7.4555206,7.4545507,7.455714,7.4559555,7.45513
2012-10-15,7.4544635,7.4554996,7.455265,7.4551077,7.4551673,7.4544673,7.455694
2012-10-16,7.4541287,7.454612,7.455108,7.45433,7.4552894,7.4561462,7.4563847
2012-10-17,7.4543667,7.4547553,7.4559507,7.4561334,7.455579,7.455574,7.457257
2012-10-18,7.454598,7.4546533,7.4544096,7.454599,7.4565287,7.455789,7.455329
2012-10-19,7.4556355,7.4570312,7.454996,7.45545,7.455483,7.455948,7.454975
2012-10-21,7.455206,7.45513,7.4555593,7.455705,7.45616,7.4564776,7.4559417
2012-10-22,7.4560204,7.455537,7.4561753,7.4553304,7.455912,7.456129,7.4563227
2012-10-23,7.45534,7.4556017,7.4553375,7.455813,7.4560156,7.4565516,7.4566975
2012-10-24,7.455991,7.4559493,7.4564776,7.456432,7.455606,7.456552,7.456947
2012-10-25,7.456323,7.455719,7.455993,7.455587,7.456894,7.4565988,7.4577284
2012-10-26,7.4559903,7.4557247,7.4569125,7.457559,7.4569387,7.45754,7.457675
2012-10-28,7.4555364,7.4564443,7.4565086,7.456919,7.4573393,7.458051,7.458418
2012-10-29,7.4561,7.4563904,7.4568014,7.457364,7.4579015,7.4532933,7.458781
2012-10-30,7.456367,7.456869,7.4579363,7.458078,7.45843,7.458413,7.4577794
2012-10-31,7.4566035,7.45757,7.4589434,7.4597034,7.459243,7.458659,7.4586115
2012-11-01,7.4575334,7.4600906,7.4584126,7.45836,7.45582,7.4586177,7.459528
2012-11-02,7.4578424,7.4575615,7.458828,7.459437,7.459232,7.459328,7.4588857
2012-11-04,7.4550247,7.4591804,7.456536,7.4565706,7.4582615,7.459186,7.4596944
2012-11-05,7.4560194,7.4594755,7.460193,7.458027,7.458998,7.458518,7.4580064
2012-11-06,7.4574604,7.458869,7.4582534,7.4579287,7.45887,7.4593387,7.459477
2012-11-07,7.4588356,7.458076,7.458592,7.4584293,7.458377,7.4584374,7.458402
2012-11-08,7.457919,7.4584107,7.457917,7.4581885,7.4594674,7.458518,7.458495
2012-11-09,7.459149,7.4583635,7.4581146,7.458265,7.458425,7.459179,7.459259
2012-11-11,7.457654,7.45825,7.4585247,7.459467,7.458216,7.458573,7.458235
2012-11-12,7.457055,7.459446,7.4593225,7.458613,7.459188,7.4584413,7.4581995
2012-11-13,7.4583645,7.4583206,7.458456,7.4593096,7.458442,7.4594283,7.4592338
2012-11-14,7.4593296,7.4585032,7.4582067,7.4584994,7.459325,7.459097,7.4586053
2012-11-15,7.4584274,7.4595056,7.459167,7.4585695,7.456351,7.4587216,7.4588814
2012-11-16,7.4585853,7.458561,7.45862,7.4589887,7.457117,7.4584603,7.4588065
2012-11-18,7.457943,7.4592366,7.4585,7.4583626,7.461053,7.458603,7.4585824
2012-11-19,7.4584966,7.458575,7.4594126,7.458295,7.4587784,7.4576874,7.4592247
2012-11-20,7.4586773,7.458483,7.458933,7.4583745,7.459036,7.4580584,7.457943
2012-11-21,7.458513,7.458596,7.458629,7.4588056,7.4581594,7.459291,7.4583364
2012-11-22,7.4585996,7.459121,7.458731,7.45852,7.458538,7.458184,7.458447
2012-11-23,7.458678,7.459098,7.4585066,7.4585085,7.458665,7.458548,7.4586473
2012-11-25,7.458245,7.4582906,7.458711,7.4590583,7.4585657,7.458647,7.458316
2012-11-26,7.458974,7.458547,7.458688,7.4586644,7.458624,7.4585257,7.4586916
2012-11-27,7.4589667,7.4583926,7.4586334,7.4584303,7.4585633,7.458652,7.4585586
2012-11-28,7.4582586,7.458862,7.4583244,7.4582033,7.4586267,7.4587317,7.4585075
2012-11-29,7.4587626,7.4586616,7.4584427,7.4587545,7.458943,7.4586945,7.459373
2012-11-30,7.4584126,7.4585595,7.4585385,7.4586697,7.459026,7.459265,7.4585094
2012-12-02,7.4583755,7.4585977,7.4582686,7.458602,7.4585505,7.45844,7.458358
2012-12-03,7.4586015,7.458701,7.4588966,7.458668,7.4594536,7.4593325,7.4589925
2012-12-04,7.458758,7.4589605,7.458389,7.4587755,7.4584756,7.4589205,7.4588575
2012-12-05,7.4584455,7.4586883,7.458591,7.458895,7.4590654,7.458862,7.4589767
2012-12-06,7.458761,7.4590864,7.4585104,7.4591575,7.4592323,7.459024,7.458814
2012-12-07,7.4593897,7.4585896,7.4590626,7.459145,7.4592257,7.459051,7.4589787
2012-12-09,7.4590235,7.4587555,7.4589677,7.4590707,7.4589076,7.4586005,7.458756
2012-12-10,7.4591575,7.4588346,7.458836,7.4589863,7.458934,7.459086,7.45875
2012-12-11,7.4591975,7.45881,7.45869,7.4589987,7.458935,7.458782,7.458747
2012-12-12,7.459373,7.4589777,7.459102,7.4592533,7.458935,7.4587307,7.458743
2012-12-13,7.458325,7.4587774,7.458846,7.4585085,7.4589353,7.4593353,7.4589324
2012-12-14,7.458961,7.459027,7.4586086,7.458673,7.458936,7.458659,7.458971
2012-12-16,7.4596725,7.4590397,7.4586825,7.4587884,7.458938,7.4588823,7.4587855
2012-12-17,7.459093,7.4584665,7.4594235,7.459196,7.458939,7.458743,7.4589143
2012-12-18,7.4586244,7.45874,7.459096,7.459251,7.4589396,7.458889,7.459022
2012-12-19,7.4593153,7.4583454,7.459317,7.458501,7.4589415,7.459049,7.459161
2012-12-20,7.459061,7.458673,7.4587193,7.4595084,7.4590836,7.4593945,7.459183
2012-12-21,7.4586115,7.45921,7.458988,7.45918,7.4592943,7.458628,7.45945
2012-12-23,7.458882,7.4591413,7.458904,7.4592776,7.459276,7.4589863,7.4596996
2012-12-24,7.4591837,7.4591784,7.458291,7.4591584,7.4594646,7.459427,7.4588842
2012-12-26,7.459136,7.459532,7.459696,7.4595823,7.4601054,7.4594045,7.45959
2012-12-27,7.459127,7.4590297,7.4593945,7.4584312,7.46015,7.4590516,7.4592724
2012-12-28,7.4592595,7.458958,7.459367,7.4591713,7.459399,7.4592905,7.459282
2012-12-30,7.459579,7.4598308,7.4588566,7.459056,7.4601684,7.459092,7.4603434
2012-12-31,7.4591103,7.459069,7.459844,7.4596286,7.4593515,7.459975,7.4596004
2013-01-02,7.4586596,7.459368,7.460437,7.4594574,7.460413,7.4604077,7.4606194
2013-01-03,7.4591613,7.459369,7.4593835,7.459947,7.4597707,7.459589,7.459513
2013-01-04,7.4597516,7.4595714,7.4603,7.4597473,7.45935,7.4594607,7.46076
2013-01-06,7.460802,7.4593673,7.4593067,7.459493,7.4579935,7.4595413,7.4597735
2013-01-07,7.4594393,7.4595914,7.4603457,7.45979,7.458807,7.4597754,7.459988
2013-01-08,7.4594803,7.4592695,7.460641,7.459397,7.460443,7.4596415,7.4598484
