,EURDKK,EURDKK,EURDKK,EURDKK,EURDKK,EURDKK,EURDKK
2013-01-09,7.459156,7.460021,7.460152,7.4601035,7.4592676,7.4606166,7.460033
2013-01-10,7.4595156,7.4597006,7.4598646,7.459226,7.459513,7.4592657,7.4604683
2013-01-11,7.4596987,7.460034,7.45975,7.4604626,7.460175,7.4600854,7.4599643
2013-01-13,7.4600863,7.4598684,7.4603977,7.460095,7.4599752,7.4599037,7.460265
2013-01-14,7.459713,7.4600625,7.4601107,7.459891,7.460609,7.460233,7.460972
2013-01-15,7.459375,7.4593754,7.459879,7.4604087,7.459942,7.4605494,7.460121
2013-01-16,7.4603415,7.460029,7.460237,7.4597154,7.460244,7.4601235,7.460815
2013-01-17,7.4601912,7.460239,7.460112,7.460298,7.460142,7.460337,7.4607325
2013-01-18,7.4600973,7.460722,7.4602313,7.4598885,7.4601345,7.460455,7.4605174
2013-01-20,7.4596148,7.460133,7.4601865,7.460694,7.4604607,7.461111,7.460612
2013-01-21,7.4606347,7.4604564,7.4603353,7.4603167,7.4604273,7.4609084,7.4608264
2013-01-22,7.460165,7.460444,7.4606276,7.4609294,7.4610558,7.460925,7.46078
2013-01-23,7.4599733,7.4608,7.4604983,7.46078,7.4611993,7.4610796,7.4613113
2013-01-24,7.4605036,7.4608603,7.460595,7.4610467,7.461109,7.461168,7.4607196
2013-01-25,7.4607334,7.460359,7.460846,7.461056,7.460748,7.461206,7.4608874
2013-01-27,7.460582,7.4609075,7.4614677,7.461164,7.460742,7.460881,7.4609017
2013-01-28,7.461086,7.4608293,7.4610686,7.4604893,7.460946,7.460789,7.4609866
2013-01-29,7.4607,7.4610214,7.460815,7.460578,7.4607697,7.460373,7.460949
2013-01-30,7.4610333,7.461239,7.461,7.4606395,7.460498,7.461199,7.460875
2013-01-31,7.4608517,7.4603925,7.460847,7.460614,7.4608808,7.4606633,7.4609723
2013-02-01,7.460864,7.461288,7.461105,7.460997,7.460626,7.4605384,7.4599566
2013-02-03,7.461091,7.460243,7.461316,7.460874,7.4607944,7.4609594,7.460774
2013-02-04,7.461395,7.46059,7.460773,7.4606414,7.4606605,7.4601884,7.460277
2013-02-05,7.4608746,7.4609957,7.4605784,7.4605618,7.460303,7.460489,7.46072
2013-02-06,7.4611874,7.4606447,7.4607162,7.4601235,7.460611,7.4612074,7.460873
2013-02-07,7.4610143,7.459988,7.460846,7.4604206,7.4607444,7.4602795,7.460833
2013-02-08,7.460641,7.4608154,7.4597745,7.46025,7.460734,7.4611816,7.460429
2013-02-10,7.4619555,7.459945,7.460525,7.461429,7.4611487,7.4606414,7.4618225
2013-02-11,7.460518,7.4607496,7.460586,7.4597254,7.460324,7.4605513,7.4608235
2013-02-12,7.460639,7.461626,7.4615397,7.4624276,7.4621305,7.4608183,7.4610634
2013-02-13,7.4609413,7.4618497,7.46076,7.4615755,7.4608283,7.4603252,7.4605002
2013-02-14,7.4613366,7.461334,7.460335,7.4607434,7.4601746,7.4617143,7.4615884
2013-02-15,7.461394,7.4608545,7.4611664,7.461832,7.460582,7.4619584,7.4605527
2013-02-17,7.46105,7.461761,7.461158,7.4610386,7.4615717,7.46119,7.4601307
2013-02-18,7.4610043,7.461148,7.4609404,7.4611206,7.460283,7.4604616,7.460764
2013-02-19,7.460778,7.4610195,7.460929,7.4601555,7.4613557,7.4609466,7.4606867
2013-02-20,7.461046,7.461459,7.460756,7.4607687,7.4606366,7.460552,7.460621
2013-02-21,7.4607754,7.460858,7.460307,7.460689,7.4606586,7.4605465,7.460707
2013-02-22,7.46086,7.4606657,7.461056,7.460688,7.4604506,7.4600663,7.4604764
2013-02-24,7.461178,7.460801,7.461119,7.4602513,7.461124,7.4606485,7.4603043
2013-02-25,7.460865,7.4606795,7.4608455,7.4610415,7.4611382,7.460169,7.4596605
2013-02-26,7.460467,7.460304,7.4604073,7.4597163,7.460039,7.4602866,7.4599442
2013-02-27,7.4602327,7.460816,7.4608474,7.460399,7.460368,7.459983,7.460107
2013-02-28,7.4609504,7.4603777,7.460781,7.4602604,7.460338,7.460002,7.4600596
2013-03-01,7.4604077,7.4605083,7.460347,7.4603224,7.460303,7.460174,7.4600754
2013-03-03,7.460392,7.460273,7.460116,7.459743,7.459907,7.4596343,7.4597096
2013-03-04,7.459889,7.4614873,7.460076,7.4598436,7.4601126,7.459774,7.46014
2013-03-05,7.460074,7.460066,7.460165,7.4604845,7.460015,7.459056,7.4607816
2013-03-06,7.4600344,7.4598937,7.4597316,7.4601355,7.459128,7.4592032,7.4602046
2013-03-07,7.4596972,7.460282,7.459132,7.459625,7.4598427,7.4582934,7.459711
2013-03-08,7.4599643,7.4600606,7.4598274,7.4598503,7.459834,7.458241,7.4575133
2013-03-10,7.4594073,7.4592934,7.4597893,7.459049,7.4590316,7.4596767,7.459028
2013-03-11,7.459485,7.4597116,7.459246,7.4599133,7.4584947,7.458686,7.45914
2013-03-12,7.4583573,7.4589653,7.4590416,7.459393,7.4580355,7.4585714,7.457606
2013-03-13,7.4597683,7.459163,7.4590592,7.459161,7.458851,7.459041,7.458601
2013-03-14,7.45934,7.458554,7.4588275,7.4587502,7.4585724,7.458993,7.457711
2013-03-15,7.458408,7.4590983,7.4596524,7.458199,7.4579773,7.4584837,7.457682
2013-03-17,7.4586325,7.4582133,7.458501,7.4585013,7.4578295,7.4569926,7.457767
2013-03-18,7.459302,7.459942,7.458917,7.4582634,7.4574065,7.4576883,7.4573503
2013-03-19,7.458204,7.4590096,7.4585023,7.45769,7.457435,7.4574547,7.457639
2013-03-20,7.4590235,7.4584594,7.457359,7.4572573,7.457297,7.457189,7.4574614
2013-03-21,7.4580946,7.457848,7.4579244,7.4575343,7.4569817,7.456972,7.4564066
2013-03-22,7.4575977,7.4577928,7.4562116,7.456349,7.457246,7.456764,7.4563365
2013-03-24,7.4576545,7.4577236,7.4576116,7.4569116,7.4570813,7.456768,7.4569173
2013-03-25,7.457523,7.457399,7.457194,7.457439,7.4570265,7.4565735,7.4558992
2013-03-26,7.456716,7.4573445,7.456904,7.456869,7.4562244,7.456556,7.456257
2013-03-27,7.4570193,7.4569817,7.457295,7.4565277,7.4564886,7.4563127,7.4555054
2013-03-28,7.4570265,7.4568686,7.4565287,7.456486,7.4561543,7.455786,7.456849
2013-03-31,7.456487,7.4566984,7.456638,7.456558,7.4558177,7.45622,7.4557185
2013-04-01,7.456571,7.456871,7.45626,7.4552903,7.455866,7.4550467,7.455188
2013-04-02,7.4566503,7.4560313,7.455993,7.4559426,7.455658,7.45431,7.4544344
2013-04-03,7.4558887,7.456271,7.4566483,7.455783,7.4555316,7.4553556,7.4551277
2013-04-04,7.45585,7.4558353,7.454372,7.4553547,7.454976,7.4548306,7.455113
2013-04-05,7.456046,7.456264,7.4557686,7.454767,7.4550796,7.4551997,7.4549184
2013-04-07,7.455678,7.4548545,7.455482,7.455299,7.455155,7.454817,7.455381
2013-04-08,7.455706,7.4559336,7.4548063,7.4548473,7.454857,7.45484,7.4543014
2013-04-09,7.4549174,7.454954,7.4551597,7.4546204,7.4555554,7.455171,7.454463
2013-04-10,7.454549,7.455076,7.455083,7.455351,7.454747,7.4551597,7.4553995
2013-04-11,7.455023,7.455168,7.4547443,7.4546065,7.4548283,7.4547687,7.4546137
2013-04-12,7.4541707,7.454948,7.455499,7.455116,7.4555693,7.4551063,7.4543037
2013-04-14,7.454585,7.455065,7.455718,7.4555845,7.454791,7.455144,7.455165
2013-04-15,7.455102,7.45451,7.4557905,7.455585,7.4548674,7.4558587,7.4547424
2013-04-16,7.45555,7.454661,7.4557033,7.4551125,7.4552593,7.4549317,7.4551654
2013-04-17,7.4549527,7.455238,7.4550886,7.4553986,7.4547596,7.455025,7.4549923
2013-04-18,7.454805,7.4554114,7.4548354,7.4551163,7.4551888,7.454348,7.454545
2013-04-19,7.454898,7.45462,7.4548264,7.455455,7.454136,7.454687,7.4554825
2013-04-21,7.4547477,7.4551005,7.45483,7.4552627,7.4550433,7.455073,7.456006
2013-04-22,7.4551854,7.454714,7.454795,7.454772,7.454942,7.4546385,7.4549284
2013-04-23,7.4550414,7.4545555,7.4550023,7.45491,7.454753,7.4543734,7.4545803
2013-04-24,7.4552135,7.4552717,7.4545913,7.454771,7.454894,7.4546995,7.4549284
2013-04-25,7.4544888,7.4541802,7.454728,7.454915,7.454745,7.4550705,7.454981
2013-04-26,7.4538584,7.4549212,7.4552083,7.4547663,7.4548993,7.455137,7.4547334
2013-04-28,7.455061,7.4547925,7.453775,7.454921,7.4547396,7.454824,7.4544597
2013-04-29,7.454993,7.4549236,7.45506,7.4547606,7.4549055,7.454694,7.4552393
2013-04-30,7.4547,7.454788,7.4548826,7.4549255,7.4487457,7.4552693,7.4553857
2013-05-01,7.4544854,7.4549284,7.4548836,7.4539404,7.4548798,7.4548054,7.4553375
2013-05-02,7.455532,7.4547834,7.454993,7.454574,7.4546604,7.4545894,7.45504
2013-05-03,7.4546213,7.455348,7.454742,7.4550757,7.454963,7.4546084,7.4548163
2013-05-05,7.4552145,7.455009,7.454977,7.454914,7.4550233,7.4548025,7.45509
2013-05-06,7.4549923,7.4550676,7.454699,7.4544916,7.454567,7.455011,7.454778
2013-05-07,7.4547873,7.4547443,7.4549737,7.4550543,7.4552665,7.454902,7.455503
2013-05-08,7.454554,7.4546304,7.454987,7.4548593,7.455129,7.454981,7.4551373
2013-05-09,7.4556575,7.454978,7.4546833,7.4549427,7.454679,7.4548283,7.4542007
2013-05-10,7.454812,7.455315,7.4549847,7.455117,7.455031,7.454647,7.454796
2013-05-12,7.454781,7.4552445,7.4572453,7.4545574,7.454693,7.454857,7.454594
2013-05-13,7.4550004,7.454905,7.45477,7.4547215,7.4542093,7.454432,7.45472
2013-05-14,7.455195,7.454781,7.455032,7.45471,7.4546266,7.455113,7.455141
2013-05-15,7.45528,7.4544315,7.454547,7.4549036,7.4547987,7.4547634,7.455792
2013-05-16,7.4548483,7.454946,7.455047,7.4547014,7.454823,7.4551673,7.454807
2013-05-17,7.4548073,7.4547386,7.4545307,7.4549756,7.4533734,7.454737,7.4546323
2013-05-19,7.4546437,7.4547834,7.4550614,7.454751,7.4557343,7.4551334,7.4541187
2013-05-20,7.454712,7.454547,7.454512,7.4546432,7.454815,7.454877,7.454849
2013-05-21,7.4547963,7.454854,7.4550743,7.4545794,7.454477,7.454162,7.4537363
2013-05-22,7.455634,7.454603,7.454714,7.454656,7.454309,7.4542074,7.451571
2013-05-23,7.455078,7.454463,7.4545536,7.453392,7.454286,7.4535184,7.453878
2013-05-24,7.454906,7.45462,7.454311,7.4536686,7.4536276,7.453462,7.4545503
2013-05-26,7.4535985,7.453939,7.454046,7.4522953,7.453676,7.453459,7.4531527
2013-05-27,7.4550405,7.455528,7.4539313,7.4535108,7.4549274,7.4534554,7.455438
2013-05-28,7.453818,7.4537544,7.453605,7.4534836,7.453787,7.453451,7.453065
2013-05-29,7.453991,7.453349,7.4525642,7.453606,7.453858,7.453448,7.453809
2013-05-30,7.4535294,7.4543033,7.4538274,7.4541445,7.454634,7.453445,7.4533324
2013-05-31,7.454144,7.4545474,7.4545207,7.4531317,7.454076,7.4534416,7.4533606
2013-06-02,7.4526544,7.4531164,7.4536715,7.453633,7.4533505,7.453438,7.4539647
2013-06-03,7.453995,7.453666,7.454328,7.454847,7.453114,7.453435,7.4533753
2013-06-04,7.4535074,7.4535265,7.4537883,7.454891,7.453361,7.453432,7.45398
2013-06-05,7.4541135,7.4527884,7.452751,7.4548054,7.4543033,7.4534297,7.453359
2013-06-06,7.4534955,7.4528203,7.4546475,7.4537673,7.453296,7.4534273,7.453996
2013-06-07,7.454127,7.4541,7.454261,7.453769,7.4542136,7.4534254,7.453344
2013-06-09,7.4534807,7.454078,7.4540706,7.453772,7.452957,7.4534225,7.4540114
2013-06-10,7.454134,7.453935,7.4537907,7.4537764,7.454303,7.453421,7.4533277
2013-06-11,7.453446,7.45384,7.453477,7.45378,7.45313,7.453417,7.454542
2013-06-12,7.4540777,7.4537563,7.452852,7.453784,7.453391,7.4539795,7.4528313
2013-06-13,7.4534464,7.454339,7.4543486,7.4537883,7.454094,7.4534116,7.4537673
2013-06-14,7.4540896,7.4540586,7.4549427,7.45348,7.453608,7.4544487,7.453979
2013-06-16,7.4534316,7.4532733,7.4532685,7.4543676,7.453622,7.454551,7.454181
2013-06-17,7.454103,7.4540467,7.4537377,7.4541345,7.455008,7.4543552,7.454431
2013-06-18,7.4538608,7.4538136,7.454263,7.4535646,7.4546847,7.4543576,7.454405
2013-06-19,7.454535,7.454225,7.454241,7.454542,7.4540987,7.4539247,7.4546123
2013-06-20,7.45485,7.4542875,7.4543557,7.4549217,7.454395,7.4549937,7.4548416
2013-06-21,7.4542747,7.454351,7.4543867,7.454568,7.454524,7.454467,7.454922
2013-06-23,7.4548254,7.45454,7.454413,7.454233,7.455059,7.4550877,7.455449
2013-06-24,7.453958,7.4541974,7.4548764,7.4544725,7.455037,7.455594,7.454766
2013-06-25,7.45397,7.4544854,7.4546647,7.454678,7.4548745,7.455354,7.4557285
2013-06-26,7.454127,7.45481,7.454739,7.455155,7.455098,7.4558,7.4556975
2013-06-27,7.4550962,7.4548383,7.4552107,7.455444,7.4557333,7.456262,7.456829
2013-06-28,7.455013,7.454788,7.455375,7.4553256,7.4555073,7.456942,7.4578056
2013-06-30,7.455309,7.455232,7.4553876,7.4556794,7.4568706,7.457821,7.4600205
2013-07-01,7.455243,7.4553447,7.4558315,7.456751,7.456859,7.456003,7.4558992
2013-07-02,7.455755,7.455595,7.456844,7.457849,7.4563704,7.459799,7.4578056
2013-07-03,7.455052,7.4566708,7.457703,7.458489,7.457032,7.4578934,7.458911
2013-07-04,7.4565935,7.4578304,7.4552655,7.458904,7.4584007,7.4596868,7.4567075
2013-07-05,7.4574857,7.456826,7.4554486,7.4572806,7.4580913,7.4592366,7.4578533
2013-07-07,7.457501,7.4588995,7.457445,7.4577203,7.4602437,7.4601874,7.4575777
2013-07-08,7.457539,7.4566593,7.4578013,7.459264,7.458787,7.4589043,7.459438
2013-07-09,7.459241,7.458539,7.4591837,7.4572554,7.460121,7.4554276,7.4584794
2013-07-10,7.459613,7.458403,7.458097,7.4600616,7.4557686,7.4589386,7.4581738
2013-07-11,7.4629087,7.455955,7.4589887,7.4572735,7.4607854,7.459052,7.4585834
2013-07-12,7.457551,7.458331,7.4573016,7.459055,7.458202,7.4581475,7.4581714
2013-07-14,7.4595833,7.4578595,7.4583564,7.457893,7.4580803,7.458397,7.457763
2013-07-15,7.4561934,7.45857,7.458062,7.458265,7.458955,7.4586706,7.4581017
2013-07-16,7.459025,7.4584103,7.459044,7.458723,7.458618,7.4587936,7.4583855
2013-07-17,7.4581017,7.4589386,7.4582872,7.458949,7.458788,7.4579973,7.4582157
2013-07-18,7.4583364,7.458149,7.458296,7.4589453,7.4590206,7.4591546,7.4583154
2013-07-19,7.4585414,7.4589057,7.459,7.4578695,7.4581013,7.4594054,7.45776
2013-07-21,7.458297,7.4585714,7.458241,7.458497,7.458873,7.4584484,7.4582057
2013-07-22,7.4589534,7.458004,7.4582305,7.4585624,7.4580436,7.458934,7.4586177
2013-07-23,7.458317,7.458028,7.4579325,7.4583583,7.4581904,7.4583116,7.457906
2013-07-24,7.4574237,7.4586606,7.457746,7.4583745,7.458235,7.4580717,7.458786
2013-07-25,7.458639,7.4580126,7.458917,7.4584627,7.458898,7.4583125,7.4584703
2013-07-26,7.458514,7.458546,7.4579244,7.4582577,7.4577084,7.458257,7.4582295
2013-07-28,7.4584484,7.4586153,7.459075,7.4587154,7.4583864,7.458225,7.458474
2013-07-29,7.458549,7.4581842,7.4584007,7.458555,7.4583325,7.457983,7.4581327
2013-07-30,7.4586387,7.4584107,7.458339,7.4583707,7.4582458,7.458285,7.458016
2013-07-31,7.4583225,7.458517,7.4583554,7.4581103,7.4583817,7.4579277,7.457516
2013-08-01,7.4584618,7.4581532,7.4584837,7.458063,7.458068,7.457968,7.4579196
2013-08-02,7.458401,7.458236,7.458163,7.4583354,7.457716,7.4578266,7.457816
2013-08-04,7.458262,7.458113,7.4578853,7.457332,7.4573193,7.457815,7.4573545
2013-08-05,7.458051,7.4583797,7.4578047,7.457731,7.4578266,7.4574485,7.4573627
2013-08-06,7.457646,7.458146,7.457657,7.456975,7.4574785,7.4573207,7.457352
2013-08-07,7.4580812,7.457757,7.4573536,7.4578004,7.457496,7.457349,7.457364
2013-08-08,7.457517,7.457905,7.4579034,7.457812,7.457336,7.4581547,7.4573536
2013-08-09,7.4583473,7.4569254,7.4568334,7.4569206,7.4568477,7.4580865,7.45748
2013-08-11,7.457466,7.4569445,7.4579706,7.4571753,7.456765,7.458032,7.457774
2013-08-12,7.45768,7.4577923,7.4569774,7.457378,7.4569297,7.4573975,7.4585285
2013-08-13,7.4578514,7.457248,7.457768,7.4572816,7.45741,7.456558,7.456196
2013-08-14,7.4574013,7.457911,7.456984,7.4576073,7.4576178,7.457279,7.456743
2013-08-15,7.457369,7.4568872,7.4573536,7.457484,7.457687,7.4563503,7.4577823
2013-08-16,7.45803,7.4568076,7.4577575,7.4580765,7.455847,7.4579988,7.4566703
2013-08-18,7.457057,7.4563575,7.457352,7.4573336,7.457865,7.4568567,7.458084
2013-08-19,7.4577737,7.4563246,7.456791,7.4575324,7.456649,7.458202,7.4563913
2013-08-20,7.4564624,7.458666,7.4579425,7.457424,7.4575477,7.4569364,7.456276
2013-08-21,7.457151,7.4578743,7.4568415,7.4568253,7.456777,7.458099,7.458075
2013-08-22,7.4578123,7.4580307,7.457528,7.4576745,7.4576883,7.4576693,7.4580255
2013-08-23,7.45768,7.4567175,7.457198,7.457427,7.4567013,7.457498,7.457574
2013-08-25,7.456818,7.457897,7.457874,7.456797,7.4571996,7.4578238,7.4575744
2013-08-26,7.456722,7.4581795,7.456772,7.45651,7.45705,7.4575377,7.4571924
2013-08-27,7.457288,7.4581585,7.4572773,7.4569826,7.457509,7.4582624,7.457562
2013-08-28,7.457457,7.457278,7.457222,7.4568367,7.4576488,7.4574466,7.457661
2013-08-29,7.456882,7.4568796,7.457504,7.4570274,7.4579954,7.4576397,7.457819
2013-08-30,7.4575086,7.4573855,7.4574623,7.4574094,7.457795,7.4579463,7.4579115
2013-09-01,7.457305,7.4574275,7.4573913,7.4572964,7.4580545,7.457966,7.4573245
2013-09-02,7.4575996,7.457789,7.4575725,7.457835,7.45788,7.458391,7.458379
2013-09-03,7.457638,7.4576225,7.457824,7.458047,7.4583907,7.457963,7.4584885
2013-09-04,7.4578753,7.4580708,7.4579434,7.4578896,7.458421,7.4581943,7.4584785
2013-09-05,7.4579697,7.457718,7.4579916,7.458067,7.4582143,7.4581127,7.4583178
2013-09-06,7.4579215,7.4578953,7.458218,7.458355,7.4615426,7.4561253,7.4584002
2013-09-08,7.4581594,7.458445,7.458263,7.4584107,7.458422,7.4578657,7.4582133
2013-09-09,7.4577537,7.458069,7.4579782,7.458183,7.45823,7.4586587,7.458126
2013-09-10,7.4584107,7.4583693,7.458724,7.4591336,7.4589605,7.458517,7.4569545
2013-09-11,7.4582286,7.459065,7.4580207,7.457925,7.4579763,7.458372,7.4584227
2013-09-12,7.4577813,7.4589725,7.4578514,7.4581685,7.458418,7.4580283,7.4584923
2013-09-13,7.4578795,7.458138,7.4586782,7.458007,7.4583826,7.4581237,7.4582834
2013-09-15,7.458655,7.4589057,7.4581456,7.4578867,7.458327,7.4584236,7.4582176
2013-09-16,7.4587855,7.458426,7.458159,7.457956,7.458501,7.458266,7.4582186
2013-09-17,7.45837,7.45839,7.4579988,7.4582896,7.458423,7.4587092,7.458551
2013-09-18,7.4585123,7.458351,7.45862,7.458071,7.4583793,7.4579496,7.4578414
2013-09-19,7.458473,7.4583173,7.458293,7.45888,7.4584146,7.4577527,7.4583673
2013-09-20,7.4583926,7.458293,7.4583135,7.457881,7.4540467,7.457857,7.457789
2013-09-22,7.4600067,7.458596,7.4589467,7.458441,7.4604616,7.4578776,7.457791
2013-09-23,7.457942,7.458199,7.4582825,7.458029,7.459569,7.457621,7.458154
2013-09-24,7.4585705,7.458038,7.45839,7.4578648,7.4554667,7.458015,7.458851
2013-09-25,7.4589806,7.458671,7.4572864,7.457509,7.4581475,7.458233,7.458126
2013-09-26,7.458148,7.4576654,7.4575515,7.4572396,7.4580345,7.4577765,7.4586105
2013-09-27,7.4580684,7.4577603,7.457936,7.4577923,7.4583035,7.458589,7.4580917
2013-09-29,7.457572,7.456356,7.4576654,7.458165,7.457655,7.4580297,7.4577007
2013-09-30,7.4581747,7.457815,7.458336,7.458007,7.458341,7.4582663,7.4583735
2013-10-01,7.457928,7.4584694,7.458063,7.4577284,7.4582615,7.4583364,7.4574738
2013-10-02,7.4580607,7.458026,7.4581275,7.458248,7.458109,7.457871,7.4581313
2013-10-03,7.4577937,7.458732,7.458041,7.457973,7.4583316,7.458124,7.4581256
2013-10-04,7.4581594,7.457814,7.4584217,7.4582024,7.458175,7.4581647,7.4581227
2013-10-06,7.4590096,7.4585476,7.458297,7.458108,7.457981,7.458367,7.45812
2013-10-07,7.4586186,7.4581056,7.457584,7.4579964,7.4582057,7.4588323,7.458117
2013-10-08,7.458532,7.457994,7.4584517,7.458698,7.4578533,7.457515,7.4581137
2013-10-09,7.4581766,7.458122,7.4586663,7.458661,7.4583116,7.4582686,7.45811
2013-10-10,7.458212,7.45829,7.458065,7.458425,7.4579344,7.4577456,7.458106
2013-10-11,7.458074,7.457817,7.4579277,7.4581957,7.458231,7.458422,7.458103
2013-10-13,7.458488,7.458259,7.459318,7.4582887,7.4581604,7.4573193,7.4582725
2013-10-14,7.458517,7.4586124,7.458696,7.458167,7.458463,7.458298,7.4588194
2013-10-15,7.4584093,7.4580746,7.458279,7.458745,7.4581685,7.457955,7.4588394
2013-10-16,7.4580007,7.458265,7.4584684,7.458561,7.4580135,7.4581656,7.458453
2013-10-17,7.457636,7.458366,7.4586697,7.4593534,7.458718,7.4583683,7.4584093
2013-10-18,7.45869,7.458694,7.4583344,7.4584208,7.4576917,7.4584117,7.4586525
2013-10-20,7.4580803,7.4570885,7.4581885,7.457667,7.458457,7.4577684,7.4569077
2013-10-21,7.457365,7.4582033,7.4586687,7.45823,7.457838,7.4581537,7.4587774
2013-10-22,7.458475,7.4585786,7.458416,7.4582586,7.4565635,7.458547,7.4578547
2013-10-23,7.4583054,7.4585543,7.4589095,7.4575057,7.458215,7.4576945,7.458924
2013-10-24,7.4583693,7.4578195,7.4588766,7.4592986,7.4586444,7.4570932,7.4587407
2013-10-25,7.4588017,7.4588904,7.4575214,7.459213,7.458577,7.4591703,7.459186
2013-10-27,7.4575663,7.4588056,7.458653,7.4586654,7.457834,7.4586964,7.4590716
2013-10-28,7.457417,7.459823,7.4576178,7.4571557,7.4590216,7.4580445,7.4583426
2013-10-29,7.4593277,7.4590607,7.4595613,7.4590354,7.4588256,7.4584417,7.459326
2013-10-30,7.4598193,7.459352,7.45861,7.4588685,7.4582663,7.458329,7.458326
2013-10-31,7.4576187,7.4582148,7.458835,7.458695,7.4584637,7.459126,7.4585514
2013-11-01,7.4575777,7.458401,7.4591317,7.4580965,7.459514,7.458749,7.4589376
2013-11-03,7.4577084,7.4587994,7.4590244,7.459322,7.4590087,7.4587965,7.4586425
2013-11-04,7.458827,7.459301,7.4588537,7.458588,7.458015,7.4583964,7.4586987
2013-11-05,7.4592705,7.458456,7.4584155,7.458255,7.4586506,7.4588695,7.458773
2013-11-06,7.4584365,7.459331,7.459256,7.4589887,7.458514,7.458824,7.458762
2013-11-07,7.4588785,7.458718,7.458379,7.458281,7.4588137,7.4587574,7.458863
2013-11-08,7.4582896,7.45847,7.4586687,7.4585757,7.458993,7.4597254,7.4612517
2013-11-10,7.4587874,7.4588346,7.458731,7.4584694,7.4587855,7.4599333,7.459838
2013-11-11,7.4584312,7.458539,7.458991,7.458749,7.4584136,7.457216,7.4578857
2013-11-12,7.4582934,7.4586773,7.4585648,7.4585958,7.4583883,7.457807,7.459667
2013-11-13,7.4585214,7.4590926,7.4592667,7.4602685,7.4575834,7.461326,7.458012
2013-11-14,7.458925,7.4596562,7.4574833,7.461937,7.4583306,7.457632,7.458949
2013-11-15,7.459259,7.458744,7.4603796,7.460717,7.4586143,7.4580426,7.457623
2013-11-17,7.4575152,7.459745,7.4590583,7.4575915,7.4588323,7.4607534,7.4593635
2013-11-18,7.4600787,7.458915,7.4586473,7.4596534,7.4592795,7.4577465,7.4578977
2013-11-19,7.4596415,7.458017,7.459778,7.457779,7.45914,7.4568896,7.4593763
2013-11-20,7.4581666,7.4589596,7.456632,7.4579515,7.457488,7.459859,7.4583154
2013-11-21,7.4585266,7.460076,7.4606056,7.4594407,7.459421,7.459546,7.459015
2013-11-22,7.45814,7.4581604,7.4601636,7.4586096,7.4580503,7.457033,7.459479
2013-11-24,7.4600654,7.458921,7.4571133,7.4577975,7.459251,7.459779,7.458428
2013-11-25,7.457609,7.4586353,7.460264,7.4593844,7.460921,7.4594936,7.458181
2013-11-26,7.4574127,7.4581833,7.460562,7.458178,7.4582524,7.457121,7.4585953
2013-11-27,7.460356,7.458323,7.4574656,7.4593387,7.4588594,7.4597254,7.4582124
2013-11-28,7.4572883,7.4593515,7.45779,7.4579134,7.458064,7.4587264,7.458678
2013-11-29,7.459262,7.459451,7.460347,7.458044,7.4586987,7.4585238,7.458244
2013-12-01,7.456611,7.457738,7.457555,7.458733,7.4586945,7.458438,7.4587903
2013-12-02,7.4585147,7.458863,7.458551,7.458661,7.458164,7.4586444,7.4580317
2013-12-03,7.458631,7.4582458,7.458168,7.45802,7.45871,7.458195,7.4588895
2013-12-04,7.4581695,7.4589586,7.4585447,7.4587007,7.4587383,7.458753,7.4581213
2013-12-05,7.45863,7.458104,7.4586716,7.4580393,7.45818,7.458772,7.458692
2013-12-06,7.4587593,7.459109,7.4581356,7.459364,7.4588623,7.458165,7.460217
2013-12-08,7.457984,7.458025,7.4583025,7.4584107,7.4590316,7.458343,7.4590836
2013-12-09,7.458783,7.458706,7.4584966,7.458778,7.4585433,7.4584455,7.460093
2013-12-10,7.458749,7.458982,7.4570994,7.459735,7.4588385,7.45852,7.458825
2013-12-11,7.458109,7.4590073,7.4583974,7.458255,7.45907,7.458548,7.4585905
2013-12-12,7.45888,7.458079,7.459065,7.4595475,7.4580064,7.458683,7.4587364
2013-12-13,7.4599257,7.4602575,7.4580264,7.458468,7.458603,7.4587154,7.4587326
2013-12-15,7.458755,7.4588647,7.4585643,7.458645,7.4587326,7.4587655,7.4587297
2013-12-16,7.458188,7.4585195,7.458647,7.458687,7.45869,7.4586577,7.458843
2013-12-17,7.4591384,7.4586105,7.458677,7.458627,7.4587903,7.4588604,7.45911
2013-12-18,7.4585533,7.4587045,7.4587893,7.458666,7.458934,7.4590054,7.4591556
2013-12-19,7.458677,7.458765,7.4586916,7.45893,7.4589787,7.4591575,7.4592605
2013-12-20,7.458719,7.4587445,7.4588513,7.4590793,7.4590335,7.4593444,7.459347
2013-12-22,7.458754,7.458772,7.4591565,7.459049,7.4593973,7.4595656,7.4592896
2013-12-23,7.4591117,7.4590216,7.4589267,7.4593673,7.459237,7.4600196,7.459378
2013-12-24,7.459076,7.459346,7.4592943,7.459571,7.4594913,7.4590697,7.4591312
2013-12-26,7.4589643,7.4595547,7.459486,7.459961,7.459264,7.459441,7.4592156
2013-12-27,7.459434,7.459262,7.45933,7.459385,7.4588947,7.459881,7.4590898
2013-12-29,7.4593415,7.459636,7.459828,7.459381,7.460193,7.45877,7.4602175
2013-12-30,7.4595494,7.4592404,7.459705,7.458865,7.4589972,7.4599953,7.4590774
2013-12-31,7.4594526,7.459607,7.4600096,7.4603453,7.4602647,7.458845,7.4600205
2014-01-01,7.4592757,7.4592066,7.4596815,7.459211,7.4590077,7.459827,7.459231
